"gene_id","FM2_5_1","FM2_5_2","FM2_5_3","FM2_5_4","FM2_5_5","FM2_5_6","R20291_1","R20291_2","R20291_3","R20291_4","R20291_5","R20291_6","Rv189_1","Rv189_2","Rv189_3","Rv189_4","Rv189_5","Rv189_6","Rv9_1","Rv9_2","Rv9_3","Rv9_4","Rv9_5","Rv9_6"
"gene-CDR20291_RS06300",36429,44695,31375,3818,2751,3219,38830,9200,15970,3854,2829,2830,34713,16838,21251,3130,4111,1640,3613,35455,27335,2204,2106,808
"gene-CDR20291_RS06305",8548,10316,7732,3517,2216,3628,12482,9355,12278,2021,2981,1714,11758,11940,16463,2352,4037,1598,3829,9990,18400,2404,3037,2456
"gene-CDR20291_RS00835",846,1068,619,135,111,249,319,1868,1116,62,85,102,909,2738,4150,159,164,199,5373,522,272,87,144,90
"gene-CDR20291_RS06310",9419,10931,8750,911,345,1198,3300,1836,3102,602,628,478,4365,2634,3267,895,696,408,825,9777,6402,894,1043,415
"gene-CDR20291_RS06315",1028,1359,1090,82,158,117,652,1853,3179,85,104,90,1070,590,952,124,110,85,819,1072,1143,115,202,111
"gene-CDR20291_RS06320",26397,30411,22924,7718,6101,8386,50041,67493,103901,9474,8197,6697,48049,26074,32773,9194,5185,2473,33311,33079,47326,6076,8067,3728
"gene-CDR20291_RS06325",439,861,610,232,163,263,983,726,1049,168,227,150,795,1059,1458,196,329,119,215,740,1133,202,299,230
"gene-CDR20291_RS06330",2683,3639,2253,305,286,273,1913,1347,1700,274,274,224,2197,949,2054,351,283,154,543,3122,2067,323,180,267
"gene-CDR20291_RS06335",145,231,189,18,46,19,430,3163,3582,44,32,42,266,364,460,44,33,16,2539,323,590,57,13,39
"gene-CDR20291_RS06340",6357,7472,5695,559,961,594,5958,15230,18089,723,713,692,6449,3915,6426,610,835,411,5721,8072,7759,697,869,834
"gene-CDR20291_RS06345",2112,2879,1809,438,480,544,2302,17251,21576,255,335,284,5225,2558,3467,467,549,392,3361,3304,3603,425,502,480
"gene-CDR20291_RS06350",27,15,22,4,7,0,24,157,232,5,6,4,28,39,21,2,1,9,11,31,46,12,18,7
"gene-CDR20291_RS06355",1477,2392,1932,377,542,244,1479,1498,1515,306,253,293,3073,1359,1534,407,416,276,417,1686,1352,302,176,367
"gene-CDR20291_RS00840",4450,5893,4440,994,677,1077,4797,6240,9775,943,915,709,5703,4439,7061,1101,850,616,2130,6719,8612,1075,1437,750
"gene-CDR20291_RS06360",214,197,144,56,84,90,95,1394,1633,65,90,60,616,587,557,78,71,84,116,281,580,110,275,123
"gene-CDR20291_RS06365",4221,6766,5122,494,1072,395,4115,3338,4254,414,293,285,7145,2397,3570,445,513,275,714,5168,3269,469,220,682
"gene-CDR20291_RS06370",17,32,44,8,4,5,35,129,122,1,7,7,75,95,108,8,7,2,91,52,90,4,8,9
"gene-CDR20291_RS06375",128,207,126,23,33,33,112,583,801,21,19,38,169,154,174,32,28,12,444,234,273,37,49,14
"gene-CDR20291_RS06380",430,373,154,54,232,120,290,2855,3397,58,111,36,1028,196,853,94,85,65,1593,420,845,117,251,86
"gene-CDR20291_RS06385",1279,1885,1828,140,396,143,1219,6933,6718,122,100,114,1470,1304,2410,321,102,128,4838,1123,1937,213,127,249
"gene-CDR20291_RS06390",28,36,17,4,10,9,6,78,107,6,6,4,50,11,46,6,10,1,0,33,71,9,5,3
"gene-CDR20291_RS06395",1238,1773,2163,332,408,421,2966,7034,7596,582,722,437,3262,1133,738,178,578,157,10826,3042,1467,381,345,576
"gene-CDR20291_RS06400",1571,1957,1461,318,296,425,1312,13889,16731,174,277,242,3617,2362,2295,295,337,281,2742,2129,2585,309,471,300
"gene-CDR20291_RS06405",580,734,742,71,70,78,529,440,641,81,89,54,642,584,489,73,97,63,284,574,395,62,66,65
"gene-CDR20291_RS00845",2670,3535,2868,217,405,311,1531,4142,6650,206,220,143,2170,1314,1153,251,209,144,898,2903,1591,198,494,115
"gene-CDR20291_RS06410",3492,4064,4588,945,937,1098,8431,15829,17852,1624,2017,1271,8712,2568,2362,503,1702,561,30517,7996,3463,1013,1074,1551
"gene-CDR20291_RS06415",10,28,31,13,2,5,29,49,75,21,14,19,70,68,25,15,10,8,25,42,36,13,13,23
"gene-CDR20291_RS06420",677,1065,1524,230,207,110,1304,522,482,528,291,761,2030,1600,1612,577,523,518,270,1647,1168,506,464,680
"gene-CDR20291_RS06425",5896,6889,6678,836,1100,816,4135,10893,11144,637,826,1057,7051,7651,10192,822,961,740,4857,5740,7658,775,1165,1318
"gene-CDR20291_RS06430",493,712,608,119,141,86,601,1328,1430,108,127,92,664,423,604,97,120,80,395,739,858,106,75,113
"gene-CDR20291_RS06435",275,480,356,62,41,70,195,267,588,46,58,43,352,251,348,75,57,39,16,394,305,58,70,47
"gene-CDR20291_RS06440",8196,11069,8489,1092,2074,990,12128,11506,12588,1164,931,1396,11961,6003,8577,1466,1506,889,3933,9355,8400,1292,800,1619
"gene-CDR20291_RS06445",11096,8145,7026,874,1561,1285,8592,24568,28772,884,1090,1401,11156,5985,14153,1047,1214,886,8996,9866,11659,978,1416,1648
"gene-CDR20291_RS06450",182,242,214,32,18,39,49,240,422,26,21,15,148,127,151,24,20,13,0,175,123,30,32,15
"gene-CDR20291_RS06455",373,540,554,48,31,24,242,197,304,39,44,54,315,451,166,44,49,33,27,382,306,53,47,27
"gene-CDR20291_RS00055",5195,6338,5071,840,674,887,4854,7763,10020,878,766,697,6488,3708,5372,981,1013,329,3073,5931,6451,858,834,624
"gene-CDR20291_RS00885",1651,1789,1612,218,410,316,2600,13881,19112,325,542,377,3449,1829,2696,377,385,360,1908,3079,3415,420,1108,447
"gene-CDR20291_RS06460",380,357,289,68,85,65,370,707,702,37,44,53,323,422,797,43,84,44,197,432,472,74,58,70
"gene-CDR20291_RS06465",17,12,29,5,30,8,1,62,156,9,6,6,7,17,104,7,11,0,56,32,60,3,3,4
"gene-CDR20291_RS06470",675,891,1093,186,149,76,492,1442,1863,159,155,440,669,870,1214,163,135,288,883,698,2405,225,183,433
"gene-CDR20291_RS06475",348,315,490,29,53,100,442,17633,20295,135,280,97,1717,8612,7437,142,30,292,2337,560,3912,373,684,435
"gene-CDR20291_RS06480",1052,1407,874,123,198,131,1010,966,1312,141,143,133,1418,758,1037,178,244,95,218,1339,1213,187,102,164
"gene-CDR20291_RS06485",226630,283424,249893,28234,34946,19230,6297,7442,9539,914,847,1109,88761,45500,47624,7700,25765,14877,3571,8984,15354,1049,1142,1122
"gene-CDR20291_RS06490",4242,5332,3578,429,519,431,5541,7011,8662,490,433,362,4485,2743,5956,410,431,221,3376,5928,6495,409,370,529
"gene-CDR20291_RS06495",166,230,137,30,43,41,245,525,267,54,32,47,342,134,307,37,51,28,86,299,427,43,42,41
"gene-CDR20291_RS06500",1107,1238,747,242,285,226,977,1362,1576,163,234,152,1387,816,1417,224,296,134,734,1200,1540,218,201,289
"gene-CDR20291_RS06505",17191,22485,13464,3803,1817,3761,18168,8701,11734,2772,3088,2527,24067,15576,27559,4346,4534,1939,3508,19711,15190,2812,2754,2172
"gene-CDR20291_RS00890",23,21,29,4,4,4,5,4189,3288,3,2,2,13,29,47,5,1,5,3959,7,132,5,9,8
"gene-CDR20291_RS06510",305,384,268,113,163,115,451,1557,2168,90,137,100,560,532,937,97,170,82,783,430,872,115,158,114
"gene-CDR20291_RS06515",1130,1237,955,230,225,239,1615,2013,2536,206,228,165,1967,844,1385,226,293,107,786,1708,1451,278,257,259
"gene-CDR20291_RS06520",2254,3830,1902,6,762,9,247,2235,2825,447,1451,166,5080,1623,574,6,1,3,37,325,237,693,6,170
"gene-CDR20291_RS06525",356,487,311,64,123,89,366,2118,2774,86,116,83,716,475,648,120,92,70,332,627,633,118,196,160
"gene-CDR20291_RS06530",435,597,423,67,86,127,366,7084,11915,57,98,65,1015,671,693,89,146,84,702,630,939,77,305,93
"gene-CDR20291_RS06535",1463,3073,3958,1395,3007,974,558,6786,3431,1114,899,1389,929,8464,11359,1963,1583,805,3614,1514,2846,1644,621,3097
"gene-CDR20291_RS06540",592,739,659,113,169,141,459,3097,4729,107,142,159,898,671,853,116,165,97,631,746,946,123,248,169
"gene-CDR20291_RS06545",36,73,55,12,14,23,19,409,488,7,11,10,117,50,41,28,15,11,92,80,88,20,12,17
"gene-CDR20291_RS06550",86,130,58,43,30,53,202,393,240,34,54,36,202,109,79,17,33,24,786,154,110,30,49,14
"gene-CDR20291_RS06555",5034,6668,4809,1822,1487,1929,10194,19514,22965,1834,2768,2004,13809,5593,5812,911,2313,768,41925,9990,8930,1543,1851,1813
"gene-CDR20291_RS00895",0,9,0,0,1,0,5,36,20,0,1,1,52,5,32,2,2,1,8,19,27,3,4,0
"gene-CDR20291_RS06560",2916,3540,3384,339,535,447,4609,4943,6424,464,366,817,2539,1691,2843,557,402,559,1459,3672,2956,423,370,537
"gene-CDR20291_RS06565",4021,5601,2392,5,1398,28,316,2074,3858,935,3112,222,9121,2522,1023,3,12,5,129,581,473,1481,17,270
"gene-CDR20291_RS06570",720,691,651,475,407,487,339,1153,1177,410,395,365,572,2003,3850,563,541,303,709,496,1642,489,496,410
"gene-CDR20291_RS06575",1258,1390,907,514,735,813,680,6367,7840,457,458,519,1326,1153,3242,807,731,350,4392,970,2499,470,471,477
"gene-CDR20291_RS06580",1181,1422,1180,373,300,420,988,1218,1575,338,397,329,1277,1496,3510,352,437,156,625,1578,1782,358,441,303
"gene-CDR20291_RS06585",700,1004,645,593,1049,623,392,2136,2173,534,705,569,729,2941,6150,917,958,252,1212,662,1808,639,589,775
"gene-CDR20291_RS06590",6921,9609,9339,3977,3630,3720,4371,16957,11328,3578,2846,5485,5169,19224,28065,4441,4635,3097,9192,5825,8517,3573,3255,6174
"gene-CDR20291_RS06595",92,155,150,16,7,20,50,122,155,21,20,9,67,95,71,28,27,15,27,94,145,20,28,10
"gene-CDR20291_RS06600",69,90,59,14,19,42,40,722,1258,8,25,20,63,152,240,19,28,20,499,106,1061,18,22,18
"gene-CDR20291_RS06605",2235,2984,1904,943,1495,902,2165,3360,3453,650,738,844,2625,1501,3888,988,1249,416,1560,2448,2492,847,580,1277
"gene-CDR20291_RS00960",8650,13774,10465,3466,4466,2924,14171,1835,2637,2230,2822,1665,20365,8350,3474,2493,4609,1035,1180,11848,4277,2941,2341,2184
"gene-CDR20291_RS06610",78,68,65,18,19,27,14,468,716,16,17,20,91,108,231,13,26,9,414,107,546,14,20,11
"gene-CDR20291_RS06615",225,278,176,46,24,50,429,489,661,36,45,46,394,178,225,64,68,29,62,451,428,89,71,63
"gene-CDR20291_RS06620",60,108,117,13,4,10,40,70,97,6,9,6,63,54,48,8,7,9,0,86,44,8,5,10
"gene-CDR20291_RS06625",995,1440,838,138,159,155,893,1985,2528,155,168,138,1264,811,1521,163,188,91,901,1168,1997,190,161,154
"gene-CDR20291_RS06630",143322,160463,146591,19649,13318,14908,154649,204223,186307,23256,19964,25575,158854,126438,165245,16232,23873,11325,73527,157954,219695,18147,17043,17735
"gene-CDR20291_RS06635",2395,2547,2922,162,557,154,2699,2386,3143,218,84,340,2481,1250,2298,302,179,217,870,2448,1570,174,122,254
"gene-CDR20291_RS06640",10162,14336,10613,2079,1497,1663,10336,4615,5718,1734,2058,1625,10025,6520,8814,1657,2334,999,1236,13447,11274,1854,1808,1462
"gene-CDR20291_RS06645",609,959,810,137,111,126,694,638,953,120,134,136,812,618,780,147,149,116,142,813,1134,171,150,170
"gene-CDR20291_RS06650",1246,1617,1312,103,210,68,921,1347,1747,127,74,126,1329,510,1140,92,84,110,225,1134,1276,119,50,163
"gene-CDR20291_RS06655",560,661,1132,33,190,30,878,3284,5025,75,46,174,526,630,759,43,53,120,908,938,930,48,34,134
"gene-CDR20291_RS00965",1285,1505,2343,432,1433,316,1416,40015,33316,547,474,991,2603,5719,5155,553,663,651,7218,2164,5490,752,701,913
"gene-CDR20291_RS06660",3097,3466,2158,531,917,1040,4182,7738,11755,388,442,330,5537,2611,5936,714,511,303,1378,2619,5978,576,796,506
"gene-CDR20291_RS06665",189,224,215,13,30,11,118,394,513,15,11,7,147,103,98,8,13,6,99,190,153,14,10,19
"gene-CDR20291_RS06670",18129,22318,10534,8033,12578,8280,24026,11465,11947,6560,8064,6432,28914,18894,52626,7519,13639,2356,2724,24018,37625,8395,6891,8421
"gene-CDR20291_RS06675",15321,18941,12019,2761,3338,2804,19604,10535,14770,2973,2964,3038,19746,11112,19944,2751,3567,1774,5292,20817,19793,2656,2661,2757
"gene-CDR20291_RS06680",726,1150,855,339,368,222,651,489,293,246,307,189,1105,1463,1860,259,470,73,51,730,1408,292,235,317
"gene-CDR20291_RS06685",1053,1272,954,197,439,228,1655,2319,4294,198,228,233,4292,1716,1415,377,428,713,358,1330,2337,277,277,364
"gene-CDR20291_RS06690",174,212,182,54,28,46,381,412,521,32,46,24,322,125,210,65,68,16,94,297,247,52,82,31
"gene-CDR20291_RS06695",81,66,40,29,48,38,105,505,489,23,31,26,284,112,237,28,36,28,53,139,281,47,111,42
"gene-CDR20291_RS06700",49,72,68,13,15,18,52,100,86,12,17,16,99,59,101,17,18,10,17,120,87,15,26,15
"gene-CDR20291_RS06705",0,21,15,3,2,3,6,17,54,3,5,5,10,24,64,3,2,2,0,19,11,1,3,0
"gene-CDR20291_RS00970",0,1,1,0,0,2,0,24,2,0,0,0,22,0,9,0,0,1,9,8,7,0,0,0
"gene-CDR20291_RS06710",26315,37997,27265,6785,3915,5181,34941,17557,23050,5634,8231,4045,49223,36890,22348,4147,8212,2139,3547,38775,78137,6580,9540,3912
"gene-CDR20291_RS06715",9289,13845,8064,3105,1527,2269,12852,4484,6556,2310,3829,1414,15922,9947,8320,1715,3755,801,727,12401,31847,2998,3906,1389
"gene-CDR20291_RS06720",4465,6467,6188,486,565,354,2628,2777,3249,379,330,332,4899,3251,2229,710,460,308,926,2845,4085,554,350,455
"gene-CDR20291_RS06725",78632,100718,112295,17487,18295,11248,19990,120398,61197,11713,9166,21955,87776,281413,339165,15578,17881,19108,112953,93604,89217,16491,11410,32078
"gene-CDR20291_RS06730",169648,215569,198127,41980,32623,31911,44720,251129,142567,26475,24601,40711,187926,428935,651309,38378,46617,36611,181780,214419,201963,36896,29264,56385
"gene-CDR20291_RS06735",185,303,142,27,31,51,223,432,369,40,60,22,360,149,271,28,62,15,75,324,306,46,79,41
"gene-CDR20291_RS06740",2823,4511,2900,906,1170,589,4609,57,34,739,700,962,4326,1504,1002,803,942,907,102,4144,579,742,737,943
"gene-CDR20291_RS06745",526,737,670,89,148,83,652,1539,1954,107,103,98,853,608,747,94,101,53,245,825,873,123,114,171
"gene-CDR20291_RS06750",67,96,72,22,51,27,82,305,493,22,47,35,353,407,204,50,46,66,15,141,177,30,61,58
"gene-CDR20291_RS06755",3134,4046,2921,324,282,303,1918,7482,11871,383,329,356,2571,1606,2364,271,297,187,959,4855,3098,310,309,295
"gene-CDR20291_RS00975",235,355,233,33,18,35,173,700,1102,20,28,23,290,112,207,32,40,21,67,334,343,28,46,15
"gene-CDR20291_RS06760",840,1129,1117,303,254,206,638,25772,33881,169,189,237,881,1324,2980,282,261,157,24514,759,4523,213,182,236
"gene-CDR20291_RS06765",146,171,157,31,23,31,140,252,216,20,43,29,169,142,233,22,47,26,36,268,183,34,46,25
"gene-CDR20291_RS06770",9491,11753,9734,1652,1296,1713,10581,12256,11670,1517,1294,1599,9671,5792,11349,1641,1573,1311,6363,11072,8432,1618,1266,1675
"gene-CDR20291_RS06775",61,77,65,6,13,15,120,173,148,6,15,13,75,58,40,12,8,6,41,102,106,14,12,7
"gene-CDR20291_RS06780",1367,1813,1544,229,217,191,798,1215,1405,154,181,160,1272,1397,1612,178,246,143,583,1199,1434,200,218,130
"gene-CDR20291_RS06785",214,297,220,37,37,57,163,1586,1868,27,62,55,397,334,358,44,55,28,855,310,475,37,50,40
"gene-CDR20291_RS06790",2826,3814,2161,471,501,502,3914,6153,9332,515,524,425,5178,1705,3011,461,661,193,715,3732,4800,492,600,505
"gene-CDR20291_RS06795",51,39,26,15,4,4,65,72,66,7,15,6,76,24,55,15,13,7,0,31,70,4,10,12
"gene-CDR20291_RS06800",911,1347,1039,215,330,181,1547,2341,2320,198,149,221,1759,1490,2035,192,234,166,852,1470,1842,245,137,307
"gene-CDR20291_RS06805",8133,9823,7481,4205,5992,3710,3713,22358,18808,3111,3882,5175,5752,29553,53707,5605,5534,3256,13289,6568,15055,4154,3369,5775
"gene-CDR20291_RS00980",764,838,594,191,94,194,532,950,1790,115,169,109,745,354,390,87,200,88,107,1134,833,142,266,58
"gene-CDR20291_RS06810",104,156,102,276,211,300,57,13156,1943,158,81,226,256,6851,15791,289,231,396,2496,103,317,132,113,481
"gene-CDR20291_RS06815",6766,9702,7035,1311,871,1151,4865,1374,2189,903,976,1005,4884,4008,6329,1140,1253,661,938,10173,6208,980,801,597
"gene-CDR20291_RS06820",1135,1193,771,186,96,220,711,2087,2792,99,171,72,2033,1075,1837,145,237,91,751,1056,1725,132,233,112
"gene-CDR20291_RS06825",1044,1252,761,241,235,211,986,1053,1469,176,189,203,1394,759,1662,196,236,143,467,1414,1434,252,180,205
"gene-CDR20291_RS06830",10299,12102,8396,1986,1253,1930,12717,11203,16831,1977,2240,1512,16687,8021,8570,1426,2388,1092,3153,19910,20545,2039,3020,1259
"gene-CDR20291_RS06835",40,47,10,139,90,214,22,3708,406,69,45,92,74,2061,4041,163,162,138,542,21,160,67,65,160
"gene-CDR20291_RS06840",1604,1949,1315,443,600,575,2827,2384,2785,611,611,556,2462,1627,2643,529,625,342,1317,2419,2096,542,603,537
"gene-CDR20291_RS06845",447,567,563,41,37,46,327,433,470,55,39,40,390,232,317,35,56,24,190,544,366,53,47,52
"gene-CDR20291_RS06850",193,233,356,27,35,10,164,404,406,30,19,28,181,148,99,12,27,21,126,199,257,18,21,29
"gene-CDR20291_RS06855",11493,13802,8415,8993,9383,10959,3564,11312,7435,5749,6292,8407,7933,30389,98367,10356,13612,7758,5569,9473,34576,7991,5791,10737
"gene-CDR20291_RS00985",411,612,465,32,33,53,82,4516,6953,29,37,21,274,2423,3738,38,12,31,156,142,4216,46,91,34
"gene-CDR20291_RS06860",118215,140356,99316,13688,10193,13036,117354,65601,78011,13279,11971,15213,111017,61297,144660,13354,13678,8846,24815,150904,135299,12530,10189,11016
"gene-CDR20291_RS06865",396,495,509,39,69,22,116,905,1014,22,37,28,274,199,223,32,44,19,342,212,301,14,36,34
"gene-CDR20291_RS06870",5465,8052,7290,960,1116,865,7467,10487,12759,1042,900,1090,7067,6338,7162,794,1156,719,5539,8539,6138,920,769,1111
"gene-CDR20291_RS06875",3576,5392,2692,663,192,668,1952,1918,2948,670,806,656,3639,4016,8052,1026,544,297,789,3941,7179,834,723,559
"gene-CDR20291_RS06880",15931,20522,11735,2175,673,2590,9558,5601,8323,2334,2491,2656,14500,14828,27706,3447,1730,1299,3724,18865,22200,2633,2334,1668
"gene-CDR20291_RS06885",718,853,712,186,218,145,1016,1794,2424,188,172,145,1089,852,1273,169,166,96,1042,1267,1546,209,211,232
"gene-CDR20291_RS06890",74,110,77,30,38,52,81,460,472,35,32,48,123,77,274,45,56,34,208,172,233,39,38,36
"gene-CDR20291_RS06895",653,488,355,108,96,108,385,849,943,61,116,60,531,293,441,66,130,52,344,465,591,104,137,83
"gene-CDR20291_RS06900",165,216,163,27,24,26,131,398,408,11,26,24,165,132,203,34,49,19,109,207,243,30,30,27
"gene-CDR20291_RS06905",2897,4231,3056,375,459,337,2759,6861,8511,345,288,321,2957,1905,3119,432,416,230,2762,3739,3823,349,301,331
"gene-CDR20291_RS00990",3148,4078,4505,364,246,249,4314,2309,2458,484,281,514,3195,1927,2025,318,303,250,780,3826,2541,421,241,362
"gene-CDR20291_RS06910",7113,8496,4893,3405,1392,3004,8735,7629,7840,1923,3853,2261,10219,6023,6536,2895,5363,1003,10489,12609,7672,3350,4845,1537
"gene-CDR20291_RS06915",24,71,52,12,12,14,66,105,258,14,16,1,154,137,481,60,33,21,0,65,152,9,18,13
"gene-CDR20291_RS06920",6781,8213,5254,3101,1040,2354,9230,1831,2182,1666,3267,1795,8396,4843,4885,2384,4048,722,830,11350,7451,2876,3852,1168
"gene-CDR20291_RS06925",1,25,2,0,3,3,1,71,71,1,0,0,5,2,22,1,2,0,20,3,16,1,5,4
"gene-CDR20291_RS06930",52,65,92,4,13,10,51,799,808,5,10,9,48,109,67,9,10,18,531,81,77,13,21,11
"gene-CDR20291_RS06935",4583,5255,3976,491,1118,753,2970,16935,27178,464,449,405,5828,2485,4381,715,565,363,4666,5624,4201,721,1130,492
"gene-CDR20291_RS06945",6,0,3,1,1,1,8,139,150,2,0,0,33,9,8,2,0,2,130,8,37,4,6,2
"gene-CDR20291_RS06950",3450,4554,3134,2314,477,1864,4577,2525,3338,1005,1963,1109,5772,4575,4196,1486,2934,588,1214,7489,5860,2184,2484,863
"gene-CDR20291_RS06955",511,706,457,202,56,131,895,54,164,206,159,177,966,479,380,241,265,168,6,1305,878,293,360,186
"gene-CDR20291_RS06960",2692,3458,2079,980,201,786,6051,566,1107,839,965,1107,5743,2324,2571,1374,1428,673,134,6495,4581,1444,1682,812
"gene-CDR20291_RS00075",21,30,20,2,5,8,0,81,220,6,2,4,32,21,14,5,4,2,7,31,33,4,8,10
"gene-CDR20291_RS00995",45330,56340,49000,3639,3758,2734,32303,22477,33844,4055,3256,4366,33138,18935,25310,2021,4853,2842,10530,55044,55273,3452,3845,3749
"gene-CDR20291_RS06965",31289,34843,23983,10673,2335,10056,34792,22224,27675,5454,8203,6136,42727,29422,44652,8520,13005,3961,5857,50770,44372,10609,10993,4742
"gene-CDR20291_RS06970",6,15,6,3,3,5,48,123,185,0,9,6,28,19,17,1,13,4,28,35,49,8,10,6
"gene-CDR20291_RS06975",352,491,373,82,139,80,691,391,581,84,79,69,669,267,476,99,114,54,134,648,769,100,60,89
"gene-CDR20291_RS06980",931,892,703,97,162,180,913,1791,2480,87,129,79,1226,533,876,91,117,75,523,795,1352,86,196,102
"gene-CDR20291_RS06985",26,75,68,9,7,8,79,205,208,14,10,14,59,97,114,8,11,18,38,82,72,14,19,7
"gene-CDR20291_RS06990",3047,3772,6178,457,1458,343,5913,9942,13504,515,513,658,5120,5929,4841,429,511,487,3371,4476,5788,421,505,970
"gene-CDR20291_RS06995",3119,3666,2849,704,615,596,4160,2628,3559,815,566,831,4261,2800,3318,639,799,377,1066,4680,5137,783,738,566
"gene-CDR20291_RS07000",4260,4839,2370,1677,828,2142,10293,2132,3672,1915,2116,2223,4610,3895,9094,1799,2341,791,1441,5421,14879,2427,1940,1924
"gene-CDR20291_RS07005",211,294,212,79,58,74,194,2373,3530,35,49,84,396,414,625,69,93,49,1911,410,609,63,68,75
"gene-CDR20291_RS07010",716,804,562,123,114,94,1234,992,1220,190,207,277,1382,632,684,158,176,61,310,1467,953,193,226,143
"gene-CDR20291_RS01000",1986,2141,1206,908,474,1065,4949,527,898,694,905,618,3505,977,1032,745,1566,269,312,3795,2619,782,961,348
"gene-CDR20291_RS07015",2708,3099,1841,1190,580,1320,6023,3062,3772,1334,1369,1560,3128,2212,4752,1333,1577,399,3310,3208,9366,1671,1245,1370
"gene-CDR20291_RS07020",1866,2513,1636,500,587,437,1216,2096,2761,275,381,412,3144,2156,3349,404,602,290,1143,1781,2794,350,417,530
"gene-CDR20291_RS07025",4078,5760,4954,570,830,583,5380,9442,13100,637,580,669,4336,4062,4971,674,576,552,3436,6239,5648,690,736,740
"gene-CDR20291_RS07030",988,1390,770,221,272,253,1434,1303,2210,249,314,174,2181,1051,1291,238,268,206,317,1475,1479,243,466,244
"gene-CDR20291_RS07035",1545,2244,1818,389,412,355,1244,1868,2141,229,269,251,2473,2127,2249,307,417,200,839,1632,1995,246,411,346
"gene-CDR20291_RS07040",145548,169654,118151,17458,6718,15830,126410,19432,23744,11802,13412,13787,93994,56763,91885,16681,19514,8052,6358,148225,101562,15741,17088,8729
"gene-CDR20291_RS07045",26297,36011,27053,6513,2911,3905,18591,2213,1924,5572,3775,5529,22066,12488,12673,3285,5556,5507,1096,23648,10313,2431,2692,3085
"gene-CDR20291_RS07050",58,124,102,32,42,39,276,172,334,28,42,4,293,50,196,21,49,7,174,178,284,41,16,41
"gene-CDR20291_RS07055",1646,1424,1199,120,107,424,557,29149,43734,121,244,71,2079,3817,5540,163,67,208,972,707,5900,348,814,208
