"gene_id","DMSO_01","DMSO_02","DMSO_03","Enoxolone_01","Enoxolone_02","Enoxolone_03"
"CDR20291_0527",3043,1494,2661,2599,2536,2139
"CDR20291_0528",2163,1578,2603,1756,2741,2080
"CDR20291_0529",60144,20961,43620,41455,30608,21412
"CDR20291_0530",0,0,0,0,0,0
"CDR20291_0531",1745,709,1422,1139,1249,760
"CDR20291_0532",9471,4087,7318,6807,6785,4687
"CDR20291_0533",722,341,886,334,352,247
"CDR20291_0534",2036,852,1615,1151,989,730
"CDR20291_0535",805,445,666,447,726,354
"CDR20291_0536",75,63,100,61,150,86
"CDR20291_0537",457,145,276,222,219,126
"CDR20291_0538",33809,12641,25232,17347,17124,11248
"CDR20291_0539",3301,1634,2883,2404,2506,1753
"CDR20291_0540",135,138,194,70,265,127
"CDR20291_0541",40,31,33,21,44,26
"CDR20291_0542",581,392,631,621,749,452
"CDR20291_0543",565,418,614,473,721,389
"CDR20291_0544",0,2,0,1,1,2
"CDR20291_0545",45,47,39,30,75,42
"CDR20291_0546",664,310,478,349,448,269
"CDR20291_0547",137,186,258,108,301,187
"CDR20291_0548",42,33,72,11,50,25
"CDR20291_0549",32,33,63,32,90,56
"CDR20291_0550",200,198,313,187,337,243
"CDR20291_0551",7003,4220,9631,6052,11124,8222
"CDR20291_0552",6759,2571,4802,5518,4816,2994
"CDR20291_0553",144,143,200,135,355,229
"CDR20291_0554",901,668,1160,675,1186,931
"CDR20291_0555",1285,1244,2176,1185,2448,1864
"CDR20291_0556",583,481,928,460,1159,813
"CDR20291_0557",703,747,1357,746,1555,1265
"CDR20291_0558",1030,558,1039,891,1107,854
"CDR20291_0559",1704,525,1116,1008,1006,507
"CDR20291_0560",504,264,1018,189,908,143
"CDR20291_0561",7674,5068,10593,5408,7867,5845
"CDR20291_0562",1718,548,1263,1152,1046,643
"CDR20291_0563",1640,476,911,1306,748,615
"CDR20291_0564",1862,523,1047,1256,834,521
"CDR20291_0565",1536,763,1272,1044,1187,723
"CDR20291_0566",1232,579,1165,763,1057,656
"CDR20291_0567",977,769,1370,802,1218,854
"CDR20291_0568",1198,400,819,616,801,393
"CDR20291_0569",35982,7859,16048,25885,14991,9236
"CDR20291_0570",29533,14959,35616,21609,24683,20308
"CDR20291_0571",94,79,85,68,192,138
"CDR20291_0572",255,329,418,249,828,377
"CDR20291_0573",451,551,923,580,1201,838
"CDR20291_0574",423,275,415,613,561,525
"CDR20291_0575",1482,706,1261,1795,1620,1366
"CDR20291_0576",912,397,762,685,1052,470
"CDR20291_0577",953,583,925,1541,1950,1444
"CDR20291_0578",154,179,342,137,471,295
"CDR20291_0579",472,324,591,511,771,534
"CDR20291_0580",565,475,1709,265,1032,643
"CDR20291_0581",1,0,4,0,3,1
"CDR20291_0582",7576,5358,7173,4869,9425,4785
"CDR20291_0583",316,191,296,227,307,192
"CDR20291_0584",12591,12108,16547,7526,18762,10251
"CDR20291_0585",492,246,503,454,525,348
"CDR20291_0586",2254,1230,1995,2328,2423,1529
"CDR20291_0587",15185,5964,9889,16172,12568,7914
"CDR20291_0588",40,38,57,40,111,42
"CDR20291_0589",35,42,51,33,92,68
"CDR20291_0590",72,64,86,58,135,77
"CDR20291_0591",538,524,934,514,836,773
"CDR20291_0592",2434,1493,2946,1614,2416,1840
"CDR20291_0593",5060,3160,6579,3725,5044,3648
"CDR20291_0594",723,321,612,629,723,544
"CDR20291_0595",6472,4982,7862,6717,12655,8859
"CDR20291_0596",10828,4605,8003,9180,8663,6074
"CDR20291_0597",4,3,6,3,8,4
"CDR20291_0598",2321,1022,1869,2372,2154,1630
"CDR20291_0599",354,236,463,273,512,335
"CDR20291_0600",62,56,92,59,108,88
"CDR20291_0601",55,88,100,49,137,121
"CDR20291_0602",38,43,84,29,108,70
"CDR20291_0603",146,222,317,194,489,329
"CDR20291_0604",403,237,427,386,477,361
"CDR20291_0605",168,123,168,159,259,165
"CDR20291_0606",56,66,83,43,130,99
"CDR20291_0607",233,441,699,297,916,728
"CDR20291_0608",881,687,1218,799,1332,939
"CDR20291_0609",4210,2271,4436,5523,5485,4341
"CDR20291_0610",246,168,263,204,331,214
"CDR20291_0611",144329,54165,98042,162959,129276,95406
"CDR20291_0612",50406,14802,30255,59942,34957,33472
"CDR20291_0613",477697,170503,306224,447205,345295,247088
"CDR20291_0614",634,371,723,788,1052,826
"CDR20291_0615",1407,1361,2279,1670,2937,2646
"CDR20291_0616",348,299,473,354,648,462
"CDR20291_0617",184,166,331,214,374,290
"CDR20291_0618",1563,1073,1589,1494,2447,1649
"CDR20291_0619",840,379,566,904,814,554
"CDR20291_0620",2683,899,1570,2272,1840,1230
"CDR20291_0621",1082,416,716,1145,1079,663
"CDR20291_0622",1980,3660,6557,3524,13663,10686
"CDR20291_0623",4722,3907,6665,7493,12207,10487
"CDR20291_0624",1806,1164,1859,2630,3462,2568
"CDR20291_0625",5713,7019,11316,7547,16715,12398
"CDR20291_0626",33268,20474,35115,36553,46908,36696
"CDR20291_0627",48568,24055,39189,41837,41722,30062
"CDR20291_0628",525,260,491,291,525,322
"CDR20291_0629",7367,5205,9422,7011,11179,9402
"CDR20291_0630",13222,4207,7244,12836,8418,6800
"CDR20291_0631",2204,657,1350,2115,1489,1268
"CDR20291_0632",5014,3183,5691,7626,10648,8254
"CDR20291_0633",31856,14572,28936,16003,17740,13863
"CDR20291_0634",50047,51970,91768,58498,126174,91398
"CDR20291_0635",16968,10411,17889,15033,19342,15291
"CDR20291_0636",2406,1596,2528,2170,2579,2120
"CDR20291_0637",21592,20482,37387,23291,48303,39120
"CDR20291_0638",3200,2019,4444,2059,5173,2674
"CDR20291_0639",6700,4427,8155,7436,11816,8723
"CDR20291_0640",17228,5163,9297,15639,11562,8085
"CDR20291_0641",12,17,27,14,43,21
"CDR20291_0642",8091,2680,5022,9035,6341,4802
"CDR20291_0643",5141,7835,14336,7160,19264,18322
"CDR20291_0644",905,1377,2531,1168,3444,3309
"CDR20291_0645",9674,13192,22687,12363,32155,27989
"CDR20291_0646",596,1301,2631,819,3516,3437
"CDR20291_0647",889,1541,2780,1106,3803,3803
"CDR20291_0648",1009,2470,4507,1349,5864,6170
"CDR20291_0649",1078,2221,3987,1431,5068,5653
"CDR20291_0650",1650,3332,5884,1994,8033,7391
"CDR20291_0651",1221,1947,3379,1465,4625,4328
"CDR20291_0652",2397,3322,5822,3147,8049,6845
"CDR20291_0653",2073,3770,6605,2753,9268,8092
"CDR20291_0654",1733,3037,5039,2271,6643,6402
"CDR20291_0655",3919,7094,12110,4799,16743,14968
"CDR20291_0656",12535,7699,13586,10379,12491,10811
"CDR20291_0657",696,871,1587,792,1997,1843
"CDR20291_0658",636,653,1136,630,1404,1188
"CDR20291_0659",398,441,943,369,1110,922
"CDR20291_0660",339,545,888,353,1140,1147
"CDR20291_0661",1013,773,1712,938,1571,1600
"CDR20291_0662",5139,5905,11141,6527,13519,13050
"CDR20291_0663",12878,9767,20153,12678,18172,16910
"CDR20291_0664",9603,4408,9036,6124,7537,5278
"CDR20291_0665",1032,584,1249,417,1152,632
"CDR20291_0666",555,370,578,637,715,617
"CDR20291_0667",2071,1527,3447,1619,4039,2256
"CDR20291_0668",434,259,384,322,461,323
"CDR20291_0669",158,152,189,157,313,212
"CDR20291_0670",136,157,308,122,355,215
"CDR20291_0671",2043,1303,2448,1602,2486,1656
"CDR20291_0672",1398,1153,2523,1655,2890,2736
"CDR20291_0673",3831,2639,5205,4021,5795,4709
"CDR20291_0674",36,17,50,23,39,32
"CDR20291_0675",9928,3874,7385,7240,7483,5202
"CDR20291_0676",11189,5236,10950,10188,11806,9845
"CDR20291_0677",16849,5106,9567,13236,10353,7471
"CDR20291_0678",948,598,917,1316,1441,1052
"CDR20291_0679",1376,516,883,1543,1318,1022
"CDR20291_0680",1219,522,964,1302,1236,862
"CDR20291_0681",6320,3274,6641,5459,7437,6346
"CDR20291_0682",3832,4947,8744,5473,12654,10845
"CDR20291_0683",5296,4271,8064,7340,10712,9869
"CDR20291_0684",6290,2392,4302,6229,5169,4018
"CDR20291_0685",1590,1409,2142,1199,2877,1550
"CDR20291_0686",12824,7809,12773,10626,14323,11404
"CDR20291_0687",118756,154322,253061,126396,304282,243518
"CDR20291_0688",152,118,213,102,175,120
"CDR20291_0689",24278,26641,47075,27626,64628,53210
"CDR20291_0690",283,239,422,273,596,460
"CDR20291_0691",41,38,97,41,143,97
"CDR20291_0692",89,122,155,113,332,186
"CDR20291_0693",70,104,194,64,286,189
"CDR20291_0694",139,299,420,159,717,456
"CDR20291_0695",46,61,127,38,227,108
"CDR20291_0696",228,149,273,197,420,327
"CDR20291_0697",4515,2637,5074,3389,4210,3204
"CDR20291_0698",2436,1690,2878,2379,3202,2783
"CDR20291_0699",126,196,377,179,374,347
"CDR20291_0700",861,515,937,860,998,895
"CDR20291_0701",1737,1065,1714,1524,1675,1447
"CDR20291_0702",38,39,80,48,83,69
"CDR20291_0703",133,160,306,148,413,268
"CDR20291_0704",143,91,149,116,144,119
"CDR20291_0705",15787,5130,11376,14150,11156,8480
"CDR20291_0706",101,137,230,155,384,315
"CDR20291_0707",44,61,121,44,197,117
"CDR20291_0708",90,146,278,171,442,361
"CDR20291_0709",293,268,477,510,745,617
"CDR20291_0710",4444,5975,10029,6401,13535,9784
"CDR20291_0711",4443,7737,13312,6785,18781,14300
"CDR20291_0712",10947,21153,34582,14265,54169,42188
"CDR20291_0713",530,320,575,320,475,286
"CDR20291_0714",802,612,1231,614,914,645
"CDR20291_0715",2446,1414,2807,1642,2279,1673
"CDR20291_0716",58415,17299,31061,55312,34473,27754
"CDR20291_0717",17212,8427,16949,11089,14211,9244
"CDR20291_0718",9780,6272,10670,8567,10653,8684
"CDR20291_0719",6160,5337,9848,6018,12288,9846
"CDR20291_0720",15227,10452,19224,12945,20341,16265
"CDR20291_0721",5564,4908,9378,6428,10899,9750
"CDR20291_0722",1331,941,1622,1579,1796,1582
"CDR20291_0723",23,31,55,21,65,55
"CDR20291_0724",11,26,35,13,38,23
"CDR20291_0725",9500,6097,10425,11230,13044,11903
"CDR20291_0726",15016,9096,16691,18927,19233,17422
"CDR20291_0727",2656,2901,5261,3081,7135,5393
"CDR20291_0728",38,53,63,81,113,69
"CDR20291_0729",64,114,128,59,213,97
"CDR20291_0730",126,204,247,154,386,276
"CDR20291_0731",40,37,52,25,94,36
"CDR20291_0732",64,92,114,70,202,117
"CDR20291_0733",83,131,151,94,321,166
"CDR20291_0734",119,141,187,114,317,193
"CDR20291_0735",62,114,108,56,197,131
"CDR20291_0736",240,221,352,240,480,376
"CDR20291_0737",919,780,1497,1130,1842,1643
"CDR20291_0738",102009,79918,168483,67429,122293,87897
"CDR20291_0739",279,209,408,157,325,242
"CDR20291_0740",4046,2132,3792,4017,3943,3490
"CDR20291_0741",2659,1430,2442,2592,2799,2194
"CDR20291_0742",4685,4244,8005,3850,8620,6597
"CDR20291_0743",10695,6827,13383,11707,10534,11313
"CDR20291_0744",7832,6035,10710,3554,11343,5585
"CDR20291_0745",33976,10804,20975,23868,20992,11449
"CDR20291_0746",309,389,726,240,1015,625
"CDR20291_0747",2872,2426,4981,2306,4687,4024
"CDR20291_0748",6214,3236,6330,4582,5973,5016
"CDR20291_0749",6495,2703,5610,3977,5291,3722
"CDR20291_0750",1988,3584,6561,2680,8656,6228
"CDR20291_0751",2869,4209,7714,3872,10324,7002
"CDR20291_0752",410,993,1629,450,2382,1866
"CDR20291_0753",296,663,1107,311,1455,1064
"CDR20291_0754",1304,1438,2498,1091,2995,1840
"CDR20291_0755",11250,7546,16398,16397,20331,16746
"CDR20291_0756",4641,5419,11117,7626,14357,12403
"CDR20291_0757",9707,9456,18945,12547,24574,19126
"CDR20291_0758",2587,4590,8717,3185,13023,10837
"CDR20291_0759",480,487,1097,501,1599,1223
"CDR20291_0760",88824,39200,67875,56845,54869,37981
"CDR20291_0761",2268,1105,2128,2665,2936,2142
"CDR20291_0762",1510,1816,3018,1167,3044,2651
"CDR20291_0763",5089,5126,8553,3861,8180,7023
"CDR20291_0764",1841,1916,3118,1411,2895,2476
"CDR20291_0765",5983,2915,5967,4535,4246,3504
"CDR20291_0766",5329,1703,3637,4080,2936,2280
"CDR20291_0767",8489,2786,5173,7587,5087,3803
"CDR20291_0768",10119,3880,7840,8655,5932,5350
"CDR20291_0769",502,212,736,283,677,155
"CDR20291_0770",1969,1888,3020,2729,5648,4313
"CDR20291_0771",2957,4156,6320,4284,11253,8996
"CDR20291_0772",1209,984,1773,1157,2209,1711
"CDR20291_0773",3395,2226,3843,2974,5100,3316
"CDR20291_0774",88944,30233,53142,101843,65635,51618
"CDR20291_0775",331,282,570,159,429,256
"CDR20291_0776",8013,4046,6985,5524,7295,4563
"CDR20291_0777",288,168,375,147,317,225
"CDR20291_0778",281,181,363,292,419,264
"CDR20291_0779",1022,1318,2162,1063,2943,2118
"CDR20291_0780",1371,1659,2843,1480,2957,2414
"CDR20291_0781",1142,784,1448,1000,2231,1106
"CDR20291_0782",472,410,889,510,1404,939
"CDR20291_0783",13413,11617,21070,14946,26019,20332
"CDR20291_0784",5709,5277,10366,6253,15056,10812
"CDR20291_0785",19960,12172,22509,25973,34056,27813
"CDR20291_0786",6341,5900,10310,10976,16162,14018
"CDR20291_0787",6740,4418,8034,9075,12933,8775
"CDR20291_0788",4776,2112,3992,3386,3966,2790
"CDR20291_0789",25,24,35,18,64,33
"CDR20291_0790",23,33,38,31,63,34
"CDR20291_0791",82,103,122,79,176,115
"CDR20291_0792",120,95,176,90,187,133
"CDR20291_0793",626,606,1046,571,1195,889
"CDR20291_0794",3535,1434,3065,2574,2210,1792
"CDR20291_0795",2449,1225,2402,1937,2516,1648
"CDR20291_0796",44,53,126,27,115,64
"CDR20291_0797",4248,2713,4778,3899,6000,4082
"CDR20291_0798",544,469,814,488,1150,816
"CDR20291_0799",523,758,1284,426,1654,1177
"CDR20291_0800",897,1273,2498,841,3058,2381
"CDR20291_0801",1215,755,1446,1069,1604,1200
"CDR20291_0802",101458,113287,205142,128929,304358,229273
"CDR20291_0803",40215,48791,91126,47463,124147,103537
"CDR20291_0804",22271,32652,59568,24854,83375,63496
"CDR20291_0805",372,447,1106,382,1506,827
"CDR20291_0806",615,669,1139,621,1895,1168
"CDR20291_0807",8748,12066,22648,8714,33088,21149
"CDR20291_0808",3531,2271,4490,3021,3691,3073
"CDR20291_0809",10170,4802,9761,7786,8040,6199
"CDR20291_0810",2685,1313,2457,1952,2196,1751
"CDR20291_0811",10506,6420,12606,9856,11760,9780
"CDR20291_0812",1087,776,1393,1531,1830,1645
"CDR20291_0813",819,554,1012,798,1450,1147
"CDR20291_0814",5994,2303,4844,4101,5381,3525
"CDR20291_0815",3955,2976,5443,3898,7038,5885
"CDR20291_0816",2533,1342,2506,2873,3302,2744
"CDR20291_0817",9117,4668,9949,12474,10867,8871
"CDR20291_0818",1130,688,1347,1714,3115,2524
"CDR20291_0819",415,510,840,995,2199,2092
"CDR20291_0820",1062,912,1492,2304,4218,3739
"CDR20291_0821",2221,1840,3192,4955,7861,6479
"CDR20291_0822",128133,118053,207253,108534,139413,140273
"CDR20291_0823",89706,55860,102762,99299,116711,97565
"CDR20291_0824",7382,10071,19054,7381,20720,16417
"CDR20291_0825",82720,23139,44173,69650,44203,35170
"CDR20291_0826",0,0,0,0,0,0
"CDR20291_0827",2535,2311,5000,1781,3966,2806
"CDR20291_0828",13998,9780,17897,17800,27246,20662
"CDR20291_0829",7695,3581,6503,5749,7077,4854
"CDR20291_0830",10695,10622,18791,18248,39591,30896
"CDR20291_0831",11201,9827,17824,16150,37061,25078
"CDR20291_0832",558,328,1006,377,626,620
"CDR20291_0833",1170,637,1335,1395,1639,1491
"CDR20291_0834",2037,841,1775,1294,1557,969
"CDR20291_0835",911,415,873,732,864,572
"CDR20291_0836",1554,710,1515,1051,1341,1094
"CDR20291_0837",6606,3591,6142,4748,4304,3649
"CDR20291_0838",2664,2289,3989,2249,4718,3249
"CDR20291_0839",20903,14984,26302,19875,30111,26947
"CDR20291_0840",588,639,994,534,1295,948
"CDR20291_0841",86,38,104,60,99,58
"CDR20291_0842",76,92,146,73,234,175
"CDR20291_0843",81,133,170,97,221,181
"CDR20291_0844",25,19,27,13,41,39
"CDR20291_0845",135,157,234,118,261,214
"CDR20291_0846",6223,2425,4865,5831,4452,3927
"CDR20291_0847",14378,19979,30657,30673,84362,71050
"CDR20291_0848",10361,13972,20392,23543,58526,53835
"CDR20291_0849",30577,28692,37988,53675,101096,78864
"CDR20291_0850",8070,3433,7041,5416,5297,4372
"CDR20291_0851",5261,3975,7498,5894,10086,8239
"CDR20291_0852",4570,3372,6254,4202,7681,5491
"CDR20291_0853",355,130,318,296,388,268
"CDR20291_0854",414,184,339,358,464,329
"CDR20291_0855",427,230,433,400,562,476
"CDR20291_0856",844,926,1646,863,1964,1873
"CDR20291_0857",1984,1132,2259,1820,2041,1951
"CDR20291_0858",1877,1654,3120,2551,4078,3696
"CDR20291_0859",766,439,801,561,653,479
"CDR20291_0860",221,123,203,247,287,235
"CDR20291_0861",726,466,686,604,876,611
"CDR20291_0862",528,484,810,567,1010,898
"CDR20291_0863",2484,2013,3239,2533,4042,3051
"CDR20291_0864",11165,3034,6334,9951,7185,4745
"CDR20291_0865",2718,3886,6947,2584,7091,6764
"CDR20291_0866",2937,5081,9679,2738,10822,9487
"CDR20291_0867",2199,3475,5624,1963,7209,5128
"CDR20291_0868",281,139,267,107,274,204
"CDR20291_0869",951,993,1631,646,1362,1056
"CDR20291_0870",1336,1269,2094,948,1953,1279
"CDR20291_0871",5628,3618,7142,3505,7036,4030
"CDR20291_0872",3525,1130,2432,2441,2379,1432
"CDR20291_0873",341,319,479,431,987,645
"CDR20291_0874",1018,663,1041,1584,1891,1350
"CDR20291_0875",37,20,19,28,44,27
"CDR20291_0876",47,39,47,52,91,48
"CDR20291_0877",348,409,587,324,563,506
"CDR20291_0878",1102,1034,1989,1090,2245,1811
"CDR20291_0879",1147,1105,1932,2110,3767,3474
"CDR20291_0880",5460,4705,8548,8791,17515,14496
"CDR20291_0881",2480,3032,5212,3865,9823,8372
"CDR20291_0882",5471,3131,5645,8208,10382,7662
"CDR20291_0883",18877,7814,14785,29204,25405,18759
"CDR20291_0884",55,34,50,34,36,44
"CDR20291_0885",2552,938,1783,1845,1680,1232
"CDR20291_0886",1826,580,1119,1643,1301,947
"CDR20291_0887",2080,790,1420,1756,1628,1147
"CDR20291_0888",949,472,886,738,1100,683
"CDR20291_0889",790,585,951,804,1355,965
"CDR20291_0890",557,371,624,555,726,622
"CDR20291_0891",40419,21329,36333,41579,41870,31466
"CDR20291_0892",9473,9931,16369,7314,14715,11474
"CDR20291_0893",2054,868,1718,1162,1717,919
"CDR20291_0894",5122,1714,2882,4000,3568,2673
"CDR20291_0895",1556,519,1068,1185,1031,828
"CDR20291_0896",16333,7951,14121,12662,15393,10651
"CDR20291_0897",12778,7970,14038,10311,16421,11967
"CDR20291_0898",9989,3803,5694,7736,6560,4905
"CDR20291_0899",26139,8911,15228,17349,16078,11404
"CDR20291_0900",29956,14404,26166,23075,21696,17840
"CDR20291_0901",351,228,404,331,458,325
"CDR20291_0902",35700,9401,17005,34966,19619,15834
"CDR20291_0903",12338,6244,10236,16271,14884,12057
"CDR20291_0904",26037,11395,22119,18125,17012,12306
"CDR20291_0905",12802,4982,9896,10945,9911,7346
"CDR20291_0906",9594,2553,6238,7186,3821,3304
"CDR20291_0907",554,144,479,86,389,80
"CDR20291_0908",5191,1107,3282,2980,1984,1367
"CDR20291_0909",22231,8785,16522,15570,11411,8560
"CDR20291_0910",5914,8400,16692,10565,29782,31123
"CDR20291_0911",4511,5703,11346,8495,20253,21816
"CDR20291_0912",4292,8261,16757,8750,31542,30219
"CDR20291_0913",4694,7538,15879,8509,27858,29350
"CDR20291_0914",9790,9463,18882,14509,35020,29933
"CDR20291_0915",5417,8477,16325,12312,31490,30914
"CDR20291_0916",8456,3066,5813,9455,6814,5409
"CDR20291_0917",16526,6024,10677,16850,12779,9131
"CDR20291_0918",86842,107287,204112,95513,186810,177376
"CDR20291_0919",70,49,98,53,107,70
"CDR20291_0920",41,74,217,58,153,175
"CDR20291_0921",325,295,902,311,404,961
"CDR20291_0922",846,794,2334,843,1171,2186
"CDR20291_0923",41775,13187,25157,44833,25377,20633
"CDR20291_0924",260,166,535,232,293,495
"CDR20291_0925",77,70,130,61,107,94
"CDR20291_0926",28594,16789,51649,28054,31185,47935
"CDR20291_0927",968,316,629,389,553,264
"CDR20291_0928",5565,3110,5487,4518,5191,3993
"CDR20291_0929",6401,3235,6358,5517,6883,5411
"CDR20291_0930",2112,1466,2339,2583,2831,2967
"CDR20291_0931",18218,11993,20096,24245,27459,22692
"CDR20291_0932",2628,1192,2027,2330,2340,1820
"CDR20291_0933",632,317,512,533,708,581
"CDR20291_0934",1247,819,1455,1171,1894,1334
"CDR20291_0935",371,535,857,452,1177,899
"CDR20291_0936",566,850,1459,679,1913,1500
"CDR20291_0937",1242,1272,2094,1256,2768,2071
"CDR20291_0938",34855,12870,25229,28083,27769,16405
"CDR20291_0939",10886,6550,14402,7608,10429,7412
"CDR20291_0940",2631,1701,3217,2702,3499,3288
"CDR20291_0941",894,493,1115,779,1012,852
"CDR20291_0942",6997,7433,12718,6108,8927,9012
"CDR20291_0943",19212,9713,19287,14054,15321,12093
"CDR20291_0944",2657,4774,7785,3274,12544,10126
"CDR20291_0945",3269,5280,8208,4579,13815,11157
"CDR20291_0946",208,104,220,166,388,215
"CDR20291_0947",454,211,329,401,393,266
"CDR20291_0948",545,230,498,449,417,337
"CDR20291_0949",1013,541,1519,556,1290,613
"CDR20291_0950",61,45,64,52,69,54
"CDR20291_0951",747,712,1246,621,1409,1041
"CDR20291_0952",340,276,474,266,560,400
"CDR20291_0953",8691,2596,4626,7048,4782,3173
"CDR20291_0954",669,504,1517,428,1558,802
"CDR20291_0955",1850,1113,2694,1799,2543,2260
"CDR20291_0956",4101,4487,8186,4610,7099,6724
"CDR20291_0957",115038,70906,141601,127251,122813,103490
"CDR20291_0958",2038,2101,3861,2347,4550,3424
"CDR20291_0959",5343,2713,5535,3913,4761,3168
"CDR20291_0960",2969,1513,2582,2089,2326,1595
"CDR20291_0961",289,111,238,193,293,168
"CDR20291_0962",344,164,441,186,255,221
"CDR20291_0963",271,202,424,188,388,334
"CDR20291_0964",22439,9059,16542,21456,19786,15131
"CDR20291_0965",5454,2667,4711,5296,5220,4379
"CDR20291_0966",4067,1521,2719,3355,3293,2587
"CDR20291_0967",13937,6221,11647,11611,14531,10506
"CDR20291_0968",15505,8978,16929,12462,14933,12998
"CDR20291_0969",4470,2163,4887,2938,3860,2766
"CDR20291_0970",3041,2502,3941,3002,5093,4724
"CDR20291_0971",26113,23287,38684,27322,49779,40179
"CDR20291_0972",2718,1546,2866,1523,3455,1625
"CDR20291_0973",10091,19091,33826,12380,44427,41156
"CDR20291_0974",3584,7715,13608,4549,17347,15095
"CDR20291_0975",3281,8368,14575,4424,17721,17268
"CDR20291_0976",2293,5113,9030,2633,11981,9507
"CDR20291_0977",1498,3233,6411,1691,8405,6966
"CDR20291_0978",18225,13878,25469,15148,27446,26618
"CDR20291_0979",29,40,62,20,107,66
"CDR20291_0980",11530,10787,20861,12105,25907,23370
"CDR20291_0981",6313,9653,17340,8576,24325,22535
"CDR20291_0982",38457,32898,59177,50438,85154,76076
"CDR20291_0983",9402,11693,20657,12638,32734,28029
"CDR20291_0984",2794,3234,6017,3071,9472,6876
"CDR20291_0985",34413,35564,64729,45560,98234,88583
"CDR20291_0986",8595,9964,17636,11642,25516,23145
"CDR20291_0987",10376,12494,21649,15380,32657,28542
"CDR20291_0988",12315,9640,16086,13385,21432,15069
"CDR20291_0989",7050,8700,15223,10088,25856,19609
"CDR20291_0990",5362,4758,8001,6876,12775,10659
"CDR20291_0991",44,42,35,152,198,219
"CDR20291_0992",898,491,982,4254,6772,4312
"CDR20291_0993",5888,8102,11237,4359,13286,7689
"CDR20291_0994",190125,79553,157268,184293,133912,104772
"CDR20291_0995",6661,6045,10492,6128,11658,9668
"CDR20291_0996",1698,1925,3351,1468,3874,3126
"CDR20291_0997",5288,3735,6799,3872,7786,5946
"CDR20291_0998",72057,73973,135139,73983,157201,130622
"CDR20291_0999",35044,47695,96889,44559,114771,94694
"CDR20291_1000",77131,61076,122117,77380,132091,108545
"CDR20291_1001",9398,12865,23724,11903,32945,28652
"CDR20291_1002",12037,6419,12500,12261,15782,13374
"CDR20291_1003",2072,2036,4204,2556,6623,5228
"CDR20291_1004",6682,3655,6705,4136,5501,3564
"CDR20291_1005",121,99,143,81,216,154
"CDR20291_1006",2764,1213,2298,1896,2151,1601
"CDR20291_1007",1126,599,1038,1535,1835,1533
"CDR20291_1008",163,200,318,179,563,382
"CDR20291_1009",528,534,855,661,1404,1081
"CDR20291_1010",761,779,1251,837,1607,1268
"CDR20291_1011",1364,943,1721,833,1705,1107
"CDR20291_1012",26456,31620,53956,35816,68353,52471
"CDR20291_1013",316255,104076,235221,256339,201970,151276
"CDR20291_1014",223709,107129,181599,192057,155260,105501
"CDR20291_1015",29513,18310,32968,26911,35374,29938
"CDR20291_1016",16747,19787,35681,18292,38690,34989
"CDR20291_1017",16449,22882,39421,15621,45164,37336
"CDR20291_1018",17096,24819,42668,18869,48403,44665
"CDR20291_1019",15550,24093,42606,15732,48684,41529
"CDR20291_1020",23572,27285,46118,20193,51550,44638
"CDR20291_1021",11196,12827,19838,10610,21121,20255
"CDR20291_1022",39570,51985,88992,39312,100979,82352
"CDR20291_1023",5217,3063,6331,4476,6122,5061
"CDR20291_1024",5798,3063,6340,4817,7379,5908
"CDR20291_1025",7,7,16,5,25,12
"CDR20291_1026",19,45,60,21,83,67
"CDR20291_1027",530,407,688,542,870,604
"CDR20291_1028",741,468,827,571,850,621
"CDR20291_1029",12561,5769,10796,8409,9398,7048
"CDR20291_1030",42,59,83,33,124,85
"CDR20291_1031",11,5,23,6,33,22
"CDR20291_1032",11,14,28,17,40,25
"CDR20291_1033",60,42,84,47,83,59
"CDR20291_1034",97,87,151,60,179,119
"CDR20291_1035",32,29,49,22,60,46
"CDR20291_1036",41,37,63,46,64,56
"CDR20291_1037",71,84,117,70,131,91
"CDR20291_1038",26845,25985,42015,22284,31011,27138
"CDR20291_1039",14298,8242,19031,9471,13507,10120
"CDR20291_1040",1292,938,1997,1469,2792,2064
"CDR20291_1041",3900,2195,4540,3351,5397,3971
"CDR20291_1042",220,132,404,149,365,294
"CDR20291_1043",3497,2503,5101,3502,5173,4765
"CDR20291_1044",3062,2213,4137,2724,4989,3730
"CDR20291_1045",8010,8423,15308,8371,18976,15458
"CDR20291_1046",2549,2270,4587,2942,5701,5479
"CDR20291_1047",33153,15120,27983,25198,27832,19448
"CDR20291_1048",8233,3907,7792,5761,6485,4897
"CDR20291_1049",1945,1177,2188,1267,1985,1470
"CDR20291_1050",2012,1263,2319,1426,2107,1529
"CDR20291_1051",374,193,371,262,261,243
"CDR20291_1052",247909,63885,125009,200578,109485,88481
"CDR20291_1053",3194,4226,7510,4094,9835,8736
"CDR20291_1054",6786,4020,7303,5491,9049,6734
"CDR20291_1055",4134,2189,4246,4314,5532,4032
"CDR20291_1056",4462,2967,5869,4770,7658,5790
"CDR20291_1057",4646,4395,7919,5891,10351,8845
"CDR20291_1058",7831,4022,7213,7606,8653,6909
"CDR20291_1059",668,491,1014,431,974,663
"CDR20291_1060",5796,2790,5484,3575,5657,3255
"CDR20291_1061",7794,5443,9828,7876,10573,9699
"CDR20291_1062",4402,5123,8452,5350,9693,8420
"CDR20291_1063",1104,1239,2113,1472,3121,2556
"CDR20291_1064",16828,6462,12329,14752,12406,8736
