"gene_id","DMSO_01","DMSO_02","DMSO_03","Enoxolone_01","Enoxolone_02","Enoxolone_03"
"CDR20291_1065",3501,2437,5672,2628,4004,3623
"CDR20291_1066",11599,12304,23705,11496,23300,20142
"CDR20291_1067",1981,1699,3476,1601,3321,2675
"CDR20291_1068",2967,2068,3526,2095,3242,2416
"CDR20291_1069",11329,5945,13103,6277,9556,5666
"CDR20291_1070",3694,1442,2976,3972,3137,2515
"CDR20291_1071",204,194,417,292,426,339
"CDR20291_1072",231,91,236,204,278,192
"CDR20291_1073",109,61,137,55,78,55
"CDR20291_1074",817,549,1354,567,768,751
"CDR20291_1075",47,21,55,16,54,18
"CDR20291_1076",245,238,402,203,543,349
"CDR20291_1077",90,88,515,7,734,43
"CDR20291_1078",1559,763,1524,10306,8651,7695
"CDR20291_1079",5112,3665,7556,3264,5684,3836
"CDR20291_1080",46,66,226,32,143,140
"CDR20291_1081",42,30,67,15,23,27
"CDR20291_1082",136,84,192,57,128,100
"CDR20291_1083",127,51,142,56,96,67
"CDR20291_1084",161,84,193,90,155,105
"CDR20291_1085",52047,36679,60509,47063,69025,56003
"CDR20291_1086",9805,6083,10232,11307,12305,11539
"CDR20291_1087",2584,1126,1929,2768,2460,2090
"CDR20291_1088",8341,3480,6430,7098,7554,5570
"CDR20291_1089",28322,11215,20662,20665,21440,16627
"CDR20291_1090",10868,6265,11144,9611,13444,11199
"CDR20291_1091",11777,11219,22260,9632,19904,14953
"CDR20291_1092",13078,17824,34911,16067,45444,40268
"CDR20291_1093",47605,18857,37223,48498,42799,35907
"CDR20291_1094",19957,7376,14767,19423,18349,15104
"CDR20291_1095",2308,1852,3667,2674,5053,4609
"CDR20291_1096",2500,2973,5251,3050,8255,6964
"CDR20291_1097",64064,45759,90802,73451,85373,79398
"CDR20291_1098",16206,6750,12629,15817,14474,11752
"CDR20291_1099",186,200,287,224,404,265
"CDR20291_1100",9426,10680,18148,13007,28028,21647
"CDR20291_1101",17613,7928,14749,12643,12690,9453
"CDR20291_1102",1637,2086,3501,1466,3987,3218
"CDR20291_1103",3631,6055,10063,3733,12223,9957
"CDR20291_1104",2219,1380,2473,1809,2939,2508
"CDR20291_1105",28754,18525,40015,18711,31439,21425
"CDR20291_1106",791,550,981,351,1094,625
"CDR20291_1107",180,237,432,117,604,235
"CDR20291_1108",255,336,521,203,634,383
"CDR20291_1109",763,499,978,560,812,584
"CDR20291_1110",2875,1184,2032,2412,2001,1418
"CDR20291_1111",35,35,46,24,54,31
"CDR20291_1112",368,297,418,306,492,386
"CDR20291_1113",1676,904,1902,1448,2244,1793
"CDR20291_1114",17668,12814,23140,18638,26983,23256
"CDR20291_1115",51308,26194,49007,63012,59226,48596
"CDR20291_1116",616,930,1688,686,2488,1942
"CDR20291_1117",302,600,1191,410,1678,1580
"CDR20291_1118",34094,36028,65500,48852,71160,63723
"CDR20291_1119",240506,155599,280539,298515,321252,265957
"CDR20291_1120",304515,140553,267973,265998,226974,165644
"CDR20291_1121",17878,8497,15761,18310,19251,15327
"CDR20291_1122",32401,15899,28215,33768,36557,31087
"CDR20291_1123",3082,1684,3233,3120,4103,3413
"CDR20291_1124",34235,19449,35663,36051,47005,36502
"CDR20291_1125",3666,1483,2669,4003,3338,2866
"CDR20291_1126",1018,1276,1875,927,1455,1794
"CDR20291_1127",182181,148757,316036,130016,189990,151077
"CDR20291_1128",1362,907,2156,571,2297,1309
"CDR20291_1129",46739,30269,54669,53677,63700,49686
"CDR20291_1130",35,37,79,40,119,71
"CDR20291_1131",115,198,298,126,450,322
"CDR20291_1132",2867,1077,1836,2472,2027,1232
"CDR20291_1133",2184,897,1779,2250,2094,1414
"CDR20291_1134",8109,2800,5277,8813,7324,5187
"CDR20291_1135",6149,2312,4910,6437,6024,4364
"CDR20291_1136",7464,4006,7894,7832,8792,6830
"CDR20291_1137",4,0,12,8,15,3
"CDR20291_1138",57,83,124,87,133,127
"CDR20291_1139",1486,1217,2565,1381,2036,1803
"CDR20291_1140",4177,2768,5255,4771,7491,5812
"CDR20291_1141",105,48,111,69,130,66
"CDR20291_1142",84,75,150,84,91,91
"CDR20291_1143",8581,7904,16444,8118,11006,12366
"CDR20291_1144",6678,1765,3380,6178,4017,2844
"CDR20291_1145",20339,12735,22095,18787,21735,17031
"CDR20291_1146",6205,5937,11166,7210,14100,11318
"CDR20291_1147",10049,3568,7656,9721,7832,7079
"CDR20291_1148",36821,20756,38077,37334,45301,38492
"CDR20291_1149",1366,2541,4815,1965,6117,5883
"CDR20291_1150",720,1343,2687,811,3730,2843
"CDR20291_1151",18367,30459,54790,24394,72245,66808
"CDR20291_1152",2345,1493,3197,2091,3889,3985
"CDR20291_1153",6382,4637,10796,4986,14637,9165
"CDR20291_1154",7023,6935,13443,6666,17444,12616
"CDR20291_1155",43803,14084,26902,44895,29428,23452
"CDR20291_1156",1136,373,863,1292,824,829
"CDR20291_1157",211269,191694,393740,216551,209833,267778
"CDR20291_1158",4240,2052,4068,7080,6925,6575
"CDR20291_1159",80537,56678,99564,101175,131173,114954
"CDR20291_1160",231,249,452,295,673,596
"CDR20291_1161",26601,13009,22148,29699,33442,26693
"CDR20291_1162",2779,2110,3702,5378,6080,6467
"CDR20291_1163",20395,11656,19837,33242,33993,30623
"CDR20291_1164",10926,6119,10708,17057,18337,15902
"CDR20291_1165",10421,8554,16803,12483,23030,20178
"CDR20291_1166",4669,3066,6369,5280,8752,7214
"CDR20291_1167",23166,11253,20681,23218,27459,22386
"CDR20291_1168",3514,2292,4453,3851,6781,4270
"CDR20291_1169",10517,11584,20167,10974,23418,18799
"CDR20291_1170",99744,49003,87242,93986,94571,74713
"CDR20291_1171",22207,11666,22356,14095,15401,11092
"CDR20291_1172",9238,4555,9033,9739,10452,8072
"CDR20291_1173",7086,3841,6893,7547,9149,6161
"CDR20291_1174",3432,1561,3006,3426,3583,2440
"CDR20291_1175",24238,7875,15217,19403,14637,11606
"CDR20291_1176",11842,12962,29557,8216,18739,16663
"CDR20291_1177",1113,505,898,927,898,643
"CDR20291_1178",353,257,711,209,642,251
"CDR20291_1179",3381,2031,3726,2770,3382,2637
"CDR20291_1180",17926,21377,37927,19615,50237,42991
"CDR20291_1181",3131,1623,3205,2543,3152,2356
"CDR20291_1182",39357,16056,32833,25854,15769,13936
"CDR20291_1183",695,634,1168,415,920,626
"CDR20291_1184",33,25,87,10,101,31
"CDR20291_1185",21695,10200,17609,23155,22254,16702
"CDR20291_1186",1051,1094,2085,1417,4393,3037
"CDR20291_1187",1741,639,1308,1548,1015,766
"CDR20291_1188",5610,1724,3347,4634,3120,1961
"CDR20291_1189",12133,4246,8887,7842,7804,4419
"CDR20291_1190",21522,23583,48103,12567,27839,20603
"CDR20291_1191",61,76,128,75,234,195
"CDR20291_1192",26,49,87,43,161,88
"CDR20291_1193",204,108,200,106,285,196
"CDR20291_1194",4162,2062,4061,3206,4253,2771
"CDR20291_1195",4605,2975,5285,2982,5002,3104
"CDR20291_1196",69,89,124,77,191,142
"CDR20291_1197",18219,8463,22433,18760,21107,29435
"CDR20291_1198",31056,13170,26460,23733,23834,17581
"CDR20291_1199",61011,20044,36646,52423,38146,26602
"CDR20291_1200",91,62,97,75,153,52
"CDR20291_1201",971,639,1105,621,1106,640
"CDR20291_1202",3632,1505,2877,2691,2956,2026
"CDR20291_1203",271,362,556,160,546,316
"CDR20291_1204",445,532,1246,268,920,697
"CDR20291_1205",17491,19766,42440,7354,38872,18812
"CDR20291_1206",71507,87701,139213,47442,120889,93126
"CDR20291_1207",34160,42270,62337,23722,56628,42575
"CDR20291_1208",39267,44798,71087,27294,61369,47747
"CDR20291_1209",2737,2773,5264,2161,5088,4684
"CDR20291_1210",80676,89792,129937,54753,137672,91914
"CDR20291_1211",12444,13873,20839,7843,21686,13481
"CDR20291_1212",45746,50986,74813,32047,76735,55610
"CDR20291_1213",10214,10983,16022,6467,16578,10951
"CDR20291_1214",14452,15307,22580,9487,24433,16192
"CDR20291_1215",25074,28833,43423,17314,43403,31187
"CDR20291_1216",8759,9743,15014,6329,14973,11613
"CDR20291_1217",17087,19110,28774,11610,30770,21000
"CDR20291_1218",153115,158903,240050,101600,252873,167329
"CDR20291_1219",2086,1767,2522,1746,2240,2075
"CDR20291_1220",1190,1342,2396,950,2369,1536
"CDR20291_1221",94295,36464,71418,71236,66971,39413
"CDR20291_1222",131019,117110,242325,78765,176512,119915
"CDR20291_1223",250,146,267,210,199,195
"CDR20291_1224",98,44,114,48,83,51
"CDR20291_1225",16247,17609,33920,8483,18658,14603
"CDR20291_1226",2865,1811,3195,4742,6673,6011
"CDR20291_1227",664,453,715,973,1373,1081
"CDR20291_1228",1728,821,1618,1943,1688,1699
"CDR20291_1229",8758,3602,5975,7223,6115,4390
"CDR20291_1230",294,331,576,308,703,663
"CDR20291_1231",465,554,936,341,1096,1013
"CDR20291_1232",299,373,609,186,676,666
"CDR20291_1233",507,658,967,504,1136,1173
"CDR20291_1234",13477,4962,9456,11462,9424,6539
"CDR20291_1235",35,63,67,37,113,73
"CDR20291_1236",98,87,138,74,190,118
"CDR20291_1237",388,383,618,353,757,514
"CDR20291_1238",8054,2852,6135,7038,5880,4698
"CDR20291_1239",1729,780,1482,1163,1398,849
"CDR20291_1240",14321,4554,9070,12701,8554,6767
"CDR20291_1241",400,156,256,262,333,129
"CDR20291_1242",15166,4889,8953,14458,9930,7494
"CDR20291_1243",2259,1397,2445,1633,1976,1265
"CDR20291_1244",105,158,253,93,350,187
"CDR20291_1245",2320,803,1601,1983,1526,1226
"CDR20291_1246",12528,4674,10540,13742,10893,8338
"CDR20291_1247",4135,1291,2788,2738,3287,1532
"CDR20291_1248",285,214,386,191,368,207
"CDR20291_1249",1483,934,1771,1698,2633,2072
"CDR20291_1250",75960,88307,158824,72536,168252,124105
"CDR20291_1251",32409,18487,33869,22984,35347,21778
"CDR20291_1252",13549,7319,13287,11099,15007,10203
"CDR20291_1253",2795,1288,2327,2291,2627,1930
"CDR20291_1254",1708,1055,2228,1585,2378,1786
"CDR20291_1255",3994,2392,4734,4572,4656,4088
"CDR20291_1256",2959,4518,7630,3149,9026,8082
"CDR20291_1257",2822,2260,4022,2383,4150,3430
"CDR20291_1258",8851,4561,12898,4281,6016,5232
"CDR20291_1259",657,672,1195,687,1740,1334
"CDR20291_1260",266,360,616,200,767,482
"CDR20291_1261",3872,3296,5887,3551,7267,5315
"CDR20291_1262",206,114,186,110,236,102
"CDR20291_1263",27,31,45,24,80,25
"CDR20291_1264",5716,2158,3768,5424,3323,2980
"CDR20291_1265",2075,1033,1965,1115,1505,937
"CDR20291_1266",3452,1857,4620,3401,4792,3831
"CDR20291_1267",2459,1342,3851,1836,2382,2248
"CDR20291_1268",5807,2552,8132,4913,6270,5488
"CDR20291_1269",1288,724,1899,799,1303,886
"CDR20291_1270",348,168,341,277,306,225
"CDR20291_1271",518,356,650,698,1583,1020
"CDR20291_1272",607,951,1708,595,1886,1385
"CDR20291_1273",3808,1457,2679,2321,2586,1556
"CDR20291_1274",755,210,418,491,456,283
"CDR20291_1275",12,14,34,14,18,20
"CDR20291_1276",409,193,339,336,395,291
"CDR20291_1277",287,461,739,207,699,496
"CDR20291_1278",4245,4538,7779,2992,6995,4787
"CDR20291_1279",47,47,49,30,72,43
"CDR20291_1280",3319,1268,2692,2558,2716,2060
"CDR20291_1281",4114,1939,3948,3190,3075,2538
"CDR20291_1282",2297,1878,4743,2092,3349,4292
"CDR20291_1283",24818,10418,19187,17043,14294,10660
"CDR20291_1284",10187,6330,13692,5742,9001,5831
"CDR20291_1285",12802,7875,15246,10078,14248,11830
"CDR20291_1286",8274,4832,8400,7133,8336,6585
"CDR20291_1287",21546,13251,25320,16120,22371,17056
"CDR20291_1288",3402,1128,2518,1637,2185,1298
"CDR20291_1289",6271,2613,5503,3591,4807,2790
"CDR20291_1290",33775,11397,22477,16866,14803,9083
"CDR20291_1291",3942,1765,3394,2847,3323,2771
"CDR20291_1292",1972,1297,2604,1658,2526,2300
"CDR20291_1293",1947,1578,2879,1703,3549,2716
"CDR20291_1294",1057,1661,2897,1231,3720,3308
"CDR20291_1295",1995,2834,5184,2150,6228,5300
"CDR20291_1296",854,602,1289,562,1398,982
"CDR20291_1297",1794,1568,3224,1098,2591,2212
"CDR20291_1298",11168,7522,13864,9201,13259,11438
"CDR20291_1299",4236,7507,13685,4516,15248,13773
"CDR20291_1300",1648,2364,4785,1566,5064,4269
"CDR20291_1301",2941,3964,7368,2784,7975,6919
"CDR20291_1302",2210,4488,8381,2727,9195,8183
"CDR20291_1303",26460,14673,28661,22169,31550,24652
"CDR20291_1304",34001,17888,33361,42774,43538,37184
"CDR20291_1305",443,652,988,577,1609,1290
"CDR20291_1306",3000,1873,3632,3147,4863,3986
"CDR20291_1307",2135,1694,2979,2459,3757,2946
"CDR20291_1308",447585,296697,627964,264018,513094,314805
"CDR20291_1309",5941,2550,5224,4226,4372,3206
"CDR20291_1310",884,440,975,711,1165,595
"CDR20291_1311",3598,2092,4179,2824,3416,2617
"CDR20291_1312",698,465,1027,359,629,509
"CDR20291_1313",555,252,476,415,439,283
"CDR20291_1314",842,413,726,650,700,461
"CDR20291_1315",524,224,337,374,368,279
"CDR20291_1316",1519,637,1327,919,1156,796
"CDR20291_1317",10229,6268,10820,11164,12310,10509
"CDR20291_1318",21260,16366,27754,20221,35955,27280
"CDR20291_1319",4061,4146,9925,1485,3440,2412
"CDR20291_1320",9085,4907,9375,10430,14807,10150
"CDR20291_1321",1976,1110,2457,1348,1988,1509
"CDR20291_1322",1257,849,1821,992,2003,1482
"CDR20291_1323",831095,315173,702423,720632,393077,330204
"CDR20291_1324",5857,3442,7257,3886,9269,5154
"CDR20291_1325",10289,7899,13514,6626,12945,9322
"CDR20291_1326",2593,2532,4411,2347,4823,3981
"CDR20291_1327",2068,1662,2529,2232,3197,2387
"CDR20291_1328",1859,2040,3492,2399,6146,4343
"CDR20291_1329",285,227,450,261,434,359
"CDR20291_1330",1963,1503,2682,2067,3378,2771
"CDR20291_1331",524,733,1291,477,1616,1213
"CDR20291_1332",400,723,1383,447,1609,1271
"CDR20291_1333",2443,2584,4912,1955,5077,4126
"CDR20291_1334",411,261,644,411,749,427
"CDR20291_1335",140,115,200,92,171,136
"CDR20291_1336",194,168,226,217,289,232
"CDR20291_1337",619,479,765,949,1394,1121
"CDR20291_1338",8514,5158,11038,5933,9655,6012
"CDR20291_1339",3071,1496,3326,2942,4291,3978
"CDR20291_1340",1547,1073,2232,1531,3273,2337
"CDR20291_1341",5579,2842,5867,5120,6861,6028
"CDR20291_1342",6802,2716,6539,3755,3896,2902
"CDR20291_1343",1740,871,2045,1169,1163,1071
"CDR20291_1344",17276,9955,15803,18225,18758,14092
"CDR20291_1345",12818,6651,10268,15614,14528,10862
"CDR20291_1346",5579,5995,9363,7353,15079,11145
"CDR20291_1347",10842,3960,8478,9605,7039,7025
"CDR20291_1348",10925,4245,8034,6858,5402,4202
"CDR20291_1349",4018,3906,7170,3694,8303,6193
"CDR20291_1350",2900,1325,2689,3350,3046,3027
"CDR20291_1351",344,139,224,302,228,191
"CDR20291_1352",1368,440,782,1168,896,663
"CDR20291_1353",1022,493,844,780,1225,641
"CDR20291_1354",65482,66145,143831,50156,158305,80905
"CDR20291_1355",1030,618,1074,1320,1278,1127
"CDR20291_1356",66,40,100,59,92,100
"CDR20291_1357",1251,710,1443,1266,1701,1236
"CDR20291_1358",2666,1465,2957,2046,2783,2037
"CDR20291_1359",15643,4765,9216,14889,9318,7335
"CDR20291_1360",2367,958,1693,1758,1585,1197
"CDR20291_1361",1081,707,1207,1339,1648,1312
"CDR20291_1362",420,504,928,645,1372,1107
"CDR20291_1363",475,354,808,318,886,512
"CDR20291_1364",4346,2106,4204,3542,4273,3091
"CDR20291_1365",2994,1462,3211,1638,2204,1537
"CDR20291_1366",2642,2640,5554,2245,5737,4773
"CDR20291_1367",294,320,638,300,647,665
"CDR20291_1368",3050,2688,5255,2139,5819,3265
"CDR20291_1369",2481,1086,2357,1658,1899,1179
"CDR20291_1370",19189,20728,35571,18558,37346,30883
"CDR20291_1371",30233,16628,27736,39358,38391,29135
"CDR20291_1372",11428,9058,17074,8858,18155,11683
"CDR20291_1373",346007,168697,332017,338991,241066,202332
"CDR20291_1374",1514,1944,3388,1615,4208,3447
"CDR20291_1375",2988,3887,6704,3352,8260,6423
"CDR20291_1376",26955,15702,28373,35313,47058,31462
"CDR20291_1377",7896,6792,12411,14052,21582,17786
"CDR20291_1378",31420,15106,27420,41838,45366,32944
"CDR20291_1379",2640,1268,2362,3327,4039,2108
"CDR20291_1380",2375,916,1947,9264,11282,7169
"CDR20291_1381",475,316,525,393,574,424
"CDR20291_1382",439,234,436,326,468,245
"CDR20291_1383",4016,2005,3295,3823,3514,2782
"CDR20291_1384",17597,7438,14092,16492,15170,10690
"CDR20291_1385",14512,10151,19290,15108,24515,20956
"CDR20291_1386",16624,17851,32005,23554,45271,40175
"CDR20291_1387",8615,3802,7853,6296,7085,4536
"CDR20291_1388",193,107,173,157,197,153
"CDR20291_1389",383,168,356,243,322,181
"CDR20291_1390",22886,15528,31827,21635,32150,25237
"CDR20291_1391",65045,24282,51813,46832,42689,32429
"CDR20291_1392",361,279,537,332,685,566
"CDR20291_1393",2295,2046,4088,1335,2666,2180
"CDR20291_1394",6286,3858,9936,2063,7984,3625
"CDR20291_1395",3453,1642,3584,2731,4504,3361
"CDR20291_1396",113,88,166,156,306,229
"CDR20291_1397",157,106,223,205,352,337
"CDR20291_1398",194,113,249,215,424,327
"CDR20291_1399",286,145,235,389,447,396
"CDR20291_1400",358,258,403,547,769,624
"CDR20291_1401",253,286,460,393,676,698
"CDR20291_1402",147,153,240,241,387,356
"CDR20291_1403",1195,745,1449,1040,1697,1167
"CDR20291_1404",16266,8925,17514,15712,17903,13911
"CDR20291_1405",3868,1346,2449,3619,3059,2344
"CDR20291_1406",10164,3474,6946,8780,7004,5671
"CDR20291_1407",1991,765,1507,1686,1386,1114
"CDR20291_1408",5218,2440,5418,3833,5204,3354
"CDR20291_1409",5682,2241,4792,4587,4250,3132
"CDR20291_1410",9105,2890,5730,8177,5909,4969
"CDR20291_1411",3727,1128,3132,2615,2929,1983
"CDR20291_1412",57,38,72,37,72,56
"CDR20291_1413",168,161,263,165,322,280
"CDR20291_1414",234,302,504,218,625,461
"CDR20291_1415",12218,12049,18071,6792,11790,7606
"CDR20291_1416",26736,15201,28987,16037,20633,15115
"CDR20291_1417",26023,13397,25750,16688,18221,13677
"CDR20291_1418",7426,3861,6787,4062,4495,2892
"CDR20291_1419",6529,5948,9893,5086,7613,5900
"CDR20291_1420",2231,2738,4097,1760,3020,2493
"CDR20291_1421",5939,6268,9324,4365,8174,6133
"CDR20291_1422",1254,1322,2173,671,1951,1174
"CDR20291_1423",2465,2685,4265,1750,3407,3097
"CDR20291_1424",5279,6202,9628,3249,7981,5890
"CDR20291_1425",6675,8199,11845,4055,10133,7391
"CDR20291_1426",2812,3403,5090,1712,4395,3133
"CDR20291_1427",1428,1598,2689,863,2428,1512
"CDR20291_1428",11504,14239,24005,7389,20891,12942
"CDR20291_1429",13528,15914,30864,6874,25258,15456
"CDR20291_1430",3920,4643,10103,1456,8967,3345
"CDR20291_1431",20043,25071,39437,12092,31812,22064
"CDR20291_1432",42435,52995,76565,23689,65202,39411
"CDR20291_1433",41168,50275,76845,22563,62761,38447
"CDR20291_1434",47226,55952,86148,26333,69924,44936
"CDR20291_1435",25751,31274,47482,15435,39328,26268
"CDR20291_1436",55270,67294,98521,34676,84003,57361
"CDR20291_1437",18324,20569,34246,8932,30103,16966
"CDR20291_1438",18434,23182,33473,10555,28755,18401
"CDR20291_1439",33746,41550,64483,16848,45353,29460
"CDR20291_1440",18623,23424,38055,11427,30561,22399
"CDR20291_1441",44326,59808,91307,29001,76113,56722
"CDR20291_1442",14511,18856,29094,9371,24696,17008
"CDR20291_1443",20849,25573,41374,13628,33373,24327
"CDR20291_1444",13443,18240,28202,9926,22456,18324
"CDR20291_1445",10290,6636,22410,21553,21333,18722
"CDR20291_1446",7961,8906,14966,4601,11865,7715
"CDR20291_1447",35059,35362,58036,20066,47889,30330
"CDR20291_1448",11886,12963,22598,6076,17607,10106
"CDR20291_1449",57671,70543,100703,33888,85419,55449
"CDR20291_1450",18739,22927,33190,10919,27632,17872
"CDR20291_1451",33169,39977,59123,18717,49229,31491
"CDR20291_1452",3819,5113,7213,2247,6174,3963
"CDR20291_1453",6930,7822,12294,3647,10040,5964
"CDR20291_1454",23759,28621,41219,14016,35035,22665
"CDR20291_1455",12355,15332,21655,6838,18640,11520
"CDR20291_1456",23896,28650,41115,13182,34737,21787
"CDR20291_1457",33221,37724,55889,16623,47713,26746
"CDR20291_1458",6121,7629,11310,3541,9002,6022
"CDR20291_1459",2187,2781,4249,1509,3411,2868
"CDR20291_1460",17629,20677,29891,9672,24962,14527
"CDR20291_1461",4102,5642,9096,2396,7243,4910
"CDR20291_1462",9798,9636,17557,6618,14800,9852
"CDR20291_1463",5871,7346,11173,3447,8355,5757
"CDR20291_1464",24282,24231,39448,12616,30715,17756
"CDR20291_1465",36,51,77,34,104,57
"CDR20291_1466",14075,5156,11450,12861,8246,6464
"CDR20291_1467",4904,4800,10552,2241,4439,3501
"CDR20291_1468",75042,17918,36372,72089,39770,30031
"CDR20291_1469",0,0,0,0,0,0
"CDR20291_1470",2168,1005,2079,1769,1926,1388
"CDR20291_1471",6442,2807,5622,3324,3148,2216
"CDR20291_1472",24,23,32,18,42,29
"CDR20291_1473",393,589,1156,433,1074,1001
"CDR20291_1474",11548,5364,10156,9836,9273,7463
"CDR20291_1475",330,299,513,276,550,381
"CDR20291_1476",4132,2440,5129,3030,4555,3512
"CDR20291_1477",483,150,292,385,303,193
"CDR20291_1478",8085,6300,20794,6406,9032,14137
"CDR20291_1479",3911,2114,4175,5017,4798,3821
"CDR20291_1480",5824,2074,3904,3889,2834,1999
"CDR20291_1481",111938,99639,197100,85728,147469,110371
"CDR20291_1482",2293,1118,2182,2226,2403,1868
"CDR20291_1483",281,181,387,387,643,397
"CDR20291_1484",273,117,304,321,497,415
"CDR20291_1485",269,167,323,322,619,474
"CDR20291_1486",75,106,176,127,333,282
"CDR20291_1487",186,150,290,253,449,410
"CDR20291_1488",26286,7808,15669,17507,11313,7752
"CDR20291_1489",109,170,344,131,459,342
"CDR20291_1490",187,248,428,215,630,503
"CDR20291_1491",756,257,439,624,552,360
"CDR20291_1492",481332,177643,316700,569620,443985,379906
"CDR20291_1493",188134,115300,204703,257301,294837,236939
"CDR20291_1494",7205,3710,6812,7267,8063,6007
"CDR20291_1495",185,88,192,117,204,120
"CDR20291_1496",101,71,185,87,105,108
"CDR20291_1497",120,97,149,113,229,187
"CDR20291_1498",94,122,202,93,214,224
"CDR20291_1499",107,129,248,91,271,208
"CDR20291_1500",2296,998,2092,1844,1456,1381
"CDR20291_1501",94,116,203,96,324,217
"CDR20291_1502",146,109,226,117,269,162
"CDR20291_1503",93,65,110,72,117,74
"CDR20291_1504",50,35,39,54,52,39
"CDR20291_1505",1062,319,603,736,513,382
"CDR20291_1506",43,11,41,31,47,20
"CDR20291_1507",1247,364,685,696,612,383
"CDR20291_1508",566,135,218,278,255,90
"CDR20291_1509",2085,708,1444,1331,1031,767
"CDR20291_1510",523,495,848,556,1055,832
"CDR20291_1511",5125,3515,9890,4060,5792,7105
"CDR20291_1512",1512,719,1212,1603,1693,1340
"CDR20291_1513",2953,1358,2575,2672,3728,2148
"CDR20291_1514",3959,1585,3533,3206,2732,2108
"CDR20291_1515",988,570,933,962,975,901
"CDR20291_1516",2386,1222,2206,2144,2425,1843
"CDR20291_1517",1834,724,1365,1431,1447,979
"CDR20291_1518",1525,1118,2297,1254,2449,1719
"CDR20291_1519",7048,3556,6015,6020,5845,4125
"CDR20291_1520",1397,560,1213,764,719,512
"CDR20291_1521",195645,86731,178743,185401,149242,117341
"CDR20291_1522",6470,3530,6812,5169,7391,4996
"CDR20291_1523",5759,4306,8026,6412,8617,7453
"CDR20291_1524",157,150,250,184,399,246
"CDR20291_1525",147,97,154,155,278,158
"CDR20291_1526",3296,963,1733,2709,1937,1327
"CDR20291_1527",4114,1886,3308,4228,4346,3127
"CDR20291_1528",2518,1791,3437,1514,3361,2158
"CDR20291_1529",71,71,108,47,154,96
"CDR20291_1530",656,599,1063,477,995,806
"CDR20291_1531",2511,827,1516,1729,1545,983
"CDR20291_1532",8174,4140,8152,8784,8669,9839
"CDR20291_1533",14205,6859,13211,13133,14676,13188
"CDR20291_1534",1564,1998,3494,1922,4804,4963
"CDR20291_1535",28890,26881,48622,35627,75127,64714
"CDR20291_1536",8484,4085,7957,9350,11812,9514
"CDR20291_1537",41929,16213,27484,37573,35629,24348
"CDR20291_1538",1746,892,1792,2062,2705,2289
"CDR20291_1539",2878,1269,2646,2783,2792,2291
"CDR20291_1540",5969,2108,4197,5640,5437,4259
"CDR20291_1541",4208,2307,4411,2819,4719,2776
"CDR20291_1542",8664,2519,5731,6838,5137,3979
"CDR20291_1543",715,504,862,625,1186,769
"CDR20291_1544",1222,757,1377,1056,1291,941
"CDR20291_1545",697,347,711,613,970,541
"CDR20291_1546",44,19,55,19,72,38
"CDR20291_1547",48,19,48,31,81,59
"CDR20291_1548",623,309,643,438,541,398
"CDR20291_1549",1558,709,1510,1013,1132,808
"CDR20291_1550",2525,1794,3324,2372,4530,4015
"CDR20291_1551",735,938,1766,895,3077,2263
"CDR20291_1552",2385,713,1518,1352,1586,865
"CDR20291_1553",1980,2315,4492,2243,5460,4741
"CDR20291_1554",103,49,116,73,104,91
"CDR20291_1555",3424,2545,3970,6649,10505,6937
"CDR20291_1556",4746,3298,5117,9535,12598,8049
"CDR20291_1557",3416,1750,3665,8893,10596,7685
"CDR20291_1558",21460,19133,33435,20113,29220,24097
"CDR20291_1559",2557,1185,2718,2145,2460,1819
"CDR20291_1560",3272,2064,3765,2912,4225,2807
"CDR20291_1561",12390,5302,10860,6537,7498,4666
"CDR20291_1562",887,813,1520,1009,2199,1683
"CDR20291_1563",1344,594,1260,1015,1251,871
"CDR20291_1564",5328,1591,3072,4758,3085,2024
"CDR20291_1565",127,58,128,95,119,64
"CDR20291_1566",150,79,168,166,221,164
"CDR20291_1567",74,52,80,62,104,60
"CDR20291_1568",528,278,468,410,532,351
"CDR20291_1569",280,149,299,350,353,305
"CDR20291_1570",253,126,296,212,322,181
"CDR20291_1571",1626,833,1611,1504,1626,1218
"CDR20291_1572",9378,8454,18998,5081,11243,8914
"CDR20291_1573",2144,1350,2207,2237,2852,1992
"CDR20291_1574",319,209,326,347,475,376
"CDR20291_1575",59,67,96,47,163,91
"CDR20291_1576",3,1,3,0,1,4
"CDR20291_1577",2192,1035,2716,1161,2531,1158
"CDR20291_1578",1580,498,949,1685,1225,1102
"CDR20291_1579",2202,664,1346,2161,2024,1239
"CDR20291_1580",20532,21157,38928,20824,45364,36362
"CDR20291_1581",19244,14127,25514,18115,28793,22398
"CDR20291_1582",30119,17649,39100,15006,32525,21786
"CDR20291_1583",2041,788,1581,1489,1467,1019
"CDR20291_1584",7127,3547,7847,3521,6684,3346
"CDR20291_1585",12558,4741,8762,10043,8231,6457
"CDR20291_1586",5689,2126,3901,5046,4239,3515
"CDR20291_1587",6644,3202,5946,5485,7325,5047
"CDR20291_1588",10010,12908,24044,12057,22290,20417
"CDR20291_1589",19863,29418,56206,22249,56495,48610
"CDR20291_1590",5074,2811,5782,3526,5148,3562
"CDR20291_1591",5882,2701,5367,6509,5658,5598
"CDR20291_1592",6861,3621,7770,4763,7147,4515
"CDR20291_1593",1803,1145,2097,3261,4026,3035
"CDR20291_1594",3184,2080,3587,2462,3484,3121
