"gene_id","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12"
"CD630_33330",2505,2298,2151.5,3262,4132.5,2106.5,2190,2833,2871.5,2772,2647.5,2550.5
"CD630_33331",1683.5,1280,1288.5,2086,2061.5,1219.5,1061.5,1052.5,1042.5,889.5,1047,1014
"CD630_33340",4210.5,3127,3203.5,4899,6304.5,3057.5,2549.5,2930.5,3171.5,3001.5,2898,2701
"CD630_33350",192.5,213.5,172,268,391.5,185.5,60,71,71.5,67,73.5,57.5
"CD630_33360",47.5,84,62.5,103.5,119.5,46.5,8,10,6.5,5,7.5,4.5
"CD630_33370",15,19.5,22.5,31,45,11,1,2,0,0,3,0
"CD630_33380",2,1,6,8.5,12,1,1,1,0,0,1,1
"CD630_33390",1,2,0,0,0,1,0,0,0,0,0,0
"CD630_33400",3.5,3,3,5,12.5,1,2,4,3,0,1,2
"CD630_33410",0.5,2,3,7.5,9,2,2,1,1,0,1,1
"",1,1.5,4,4.5,8.5,3.5,0,0.5,1.5,0.5,1,2
"CD630_33420",1432,1439.5,1190,1828,2496,1181.5,610,811.5,814.5,694.5,806,660
"CD630_33421",0,0,0,0,0,0,0,0,0,0,0,0
"CD630_33430",2,3,1,4,3,0,2,1,0,1,0,2
"CD630_33440",0,1,1,2,1,1,0,0,1,2,0,1
"CD630_33450",0,0,0,0,0,0,0,0,0,0,0,0
"CD630_33460",0,0,0,0,0,0,0,0,0,0,0,0
"CD630_33470",522.5,466.5,486,698.5,814,447,331,343.5,396,336.5,308.5,313
"CD630_33480",1000.5,947.5,1001,1357.5,1509,861,552,679.5,621,518.5,499.5,524
"CD630_33490",431,404,396,602,719.5,375.5,240,249,272,214,254,259
"CD630_33500",22,21,20,26,41.5,27.5,7,6,9,15,10,13
"CD630_33510",91,72,73.5,111,146.5,81.5,66,46.5,59.5,40,55.5,46.5
"CD630_33520",224,180,185.5,290,354.5,171.5,108,139.5,158.5,135,121.5,134.5
"CD630_33530",248,216,228,317,370,184,131,155,167,163,144,130
"CD630_33540",172,144,158,258,251,139,131,170,185,313,164,149
"CD630_33550",1943,1730,1510,2184,2879,1532,1951,2019,2151,1955,2003,1906
"CD630_33560",1050,1090,1009,1431,1731.5,915.5,439.5,492.5,492.5,381,491.5,443
"CD630_33570",1390,1227,1199,1668,2112.5,1076.5,530.5,634.5,693.5,448,600.5,585
"CD630_33580",535,496,434,513,768,389,302,239,284,171,259,186
"CD630_33590",353,305,290,419,480,263,155,166,230,179,173,163
"CD630_33600",426,293,344,405,430,287,229,229,227,210,164,169
"CD630_33610",373,337,301,417,596,268,58,99,85,68,61,67
"CD630_33620",106.5,105,83.5,110.5,174,74,30,56,45,27,31,32
"CD630_33630",68,71,49.5,77,106,58.5,21,29,29.5,29,19,23.5
"CD630_33640",115.5,88,81,154.5,185,76.5,42,40,37.5,54,35,36.5
"CD630_33650",1033,724,886,1478,1450,794,377,431,539,541,453,389
"CD630_33660",857,702,790,1511,1412,803,113,160,131,172,159,162
"CD630_33670",668,539,509,942,1075,560,227,255,280,334,284,288
"CD630_33680",161.5,141.5,141,209,263,131.5,51,62,72.5,68,71,54.5
"CD630_33681",37.5,17.5,34,57,50,27.5,7,10,14.5,13,12,16.5
"CD630_33682",62,63,46,81,156,62,44,48,47,75,80,47
"CD630_33690",333,267,276,429,467,216,66,116,81,84,79,86
"CD630_33700",377,415,352,448,643,347,1039,881,1063,695,1218,977
"",4,2,8,8,8,6,10,13,13,13,20,18
"CD630_33701",9.5,10,10.5,20.5,11,10.5,17.5,20,26,31.5,31.5,23.5
"CD630_33710",15,15,11,27,32.5,12.5,51.5,45,53.5,57,56,68.5
"CD630_33720",51.5,85,66.5,58.5,133.5,79,331,272,454.5,367.5,478.5,362
"CD630_33722",362.5,527.5,409,460.5,755.5,376.5,4223,2986.5,4793.5,4267,5748.5,4324.5
"CD630_33730",5990.5,8212.5,6971,8383.5,13728.5,6175.5,61284,50333.5,87891.5,82479,93957.5,78607.5
"CD630_33740",348,440,387,439,660,351,3956,2684,5093,4303,5704,4622
"CD630_33750",1020,1374,1153,1319,2109,1076,13426,8492,16906,14534,19648,14667
"CD630_33760",898.5,1191,886,1145.5,1612,859.5,616.5,746.5,673.5,671,705.5,667
"CD630_33770",3926.5,4849,3938,4999.5,7789,3772.5,2889.5,3635.5,3460.5,3341,3687.5,3240
"CD630_33780",0,1,0,0.5,2,0.5,0,0.5,0,2.5,0.5,0
"CD630_33781",2,3,0,2.5,1,2.5,2,1.5,4,1.5,1.5,2
"CD630_33790",2,5,1,2,1,2,7,14,8,6.5,17.5,4
"CD630_33800",4,2,1,1.5,4.5,4,13.5,13,4,9,8.5,7
"CD630_33810",6,12,6.5,16.5,13.5,5,33,34,29,21.5,29,28
"CD630_33830",19,26,22.5,21,47,18,36.5,40.5,46,29,49,57
"CD630_33840",4,0,2,3,5,2,11,4.5,6,9,8,6
"CD630_33850",22,33,17,41,46.5,21,33.5,28,45.5,33,54.5,41
"CD630_33860",15,24,15.5,25.5,29.5,12,45.5,37.5,33.5,41.5,62,34
"CD630_33861",2,11,8.5,11.5,27,4,15,16.5,20,16.5,25.5,17
"CD630_33870",941,797.5,715.5,1131.5,1358.5,690.5,761.5,924,967,967,853.5,842
"CD630_33871",4.5,15.5,9,12.5,13,10.5,14,11.5,16.5,7.5,23,19
"",0.5,7,7.5,3,11.5,6,11,11.5,8,9.5,15,8.5
"CD630_33880",38,93,54,73,107,68,122.5,144,139.5,159,202.5,129.5
"CD630_33890",75.5,106,74.5,119,155,66.5,133.5,160.5,184.5,188.5,271,195
"CD630_33900",24.5,45,25.5,43.5,52.5,21.5,78.5,71,70.5,88.5,72.5,53
"CD630_33910",28,32,23,24.5,41.5,28,60,49.5,58,41,74.5,49
"CD630_33920",142,143,105,139,203,93,218,275,251,286,308,255
"CD630_33930",2458,2168,2334,3037,3683,2097,838,1108,865,900,715,833
"CD630_33940",45414,44599.5,37509.5,54799.5,76606,37295,45160,44396.5,50575,47885.5,49195.5,44371
"CD630_33950",8137,7838.5,6796.5,9284.5,12869,6678,9276,7893.5,8362,8165.5,9247.5,8320
"CD630_33960",14463,12328,10088,16151,19172,10274,10449,11538,11983,12846,13950,12616
"CD630_33970",5801.5,5203.5,4671,6608,8581.5,4651.5,3922.5,4124.5,4332,3992,4191,3873.5
"CD630_33980",1216,1005,951,1217.5,1670,989.5,858.5,813.5,716,603.5,760,699.5
"CD630_33990",3058,2791,2686.5,3605.5,4665,2448.5,1950.5,1958.5,2072.5,1939,1969,1808
"CD630_34000",2673,2163.5,2362.5,3160,3918.5,2040.5,2193,2363.5,2674,2347,2446,2271.5
"CD630_34010",2424,2107,2134,3061.5,3558.5,2043.5,2599.5,2508.5,3034,2711.5,3119,2740
"CD630_34020",622.5,596,638,759.5,909.5,562.5,983,723.5,697.5,579,823,759.5
"CD630_34030",475,467,464,608,769,453,780,756,832,743,938,728
"CD630_34040",7177,5815,6667,8093,10237,5612,21035,28325,27957,23117,20570,21536
"CD630_34050",1399.5,1500.5,1485.5,1631,2267.5,1383.5,3697.5,4029.5,2827,2456,2859.5,2592
"CD630_34060",8764,9404.5,8396,10369,15541.5,7774.5,21570,33209,25005,23498.5,21463.5,20974.5
"CD630_34070",8338.5,9562,8519.5,9912,15221,7583,21542.5,34852.5,24950,23374.5,21565,21246.5
"CD630_34080",4617,3356,3295,4859,5360,3024,2163,2405,2722,2714,2921,2851
"CD630_34090",2111.5,1719,1531,2363.5,2544,1447,1213.5,1144,1373,1415.5,1675,1510
"CD630_34100",2229.5,1766,1482,2328.5,2552,1435,1598.5,1686,2950,2624.5,3829,3026
"CD630_34110",5248,4095,3605,5636,5704.5,3306,1825,1839,1975,2200,2681,2511.5
"CD630_34120",3770,2837,2594,4493,3570.5,2387,1948,1733,2764,2702,3325,2910.5
"CD630_34130",238,166.5,161,259,296,173,104,96,114,93.5,95,105
"CD630_34140",137,128.5,84,137.5,165,87,34.5,48,41.5,39.5,29,38
"CD630_34150",53.5,48,41,58.5,54.5,41,12.5,6,9.5,14,8,8
"CD630_34160",130.5,89.5,96,126.5,146,104.5,10,18.5,23.5,25.5,21,23
"CD630_34170",154,123.5,97,141.5,184.5,118.5,15,23.5,23.5,18.5,31,28
"CD630_34180",58,69,59,69,90,41,74,80,108,102,69,66
"CD630_34190",6078,5358,4613.5,7017,9532,4612,5292.5,7756.5,6145.5,6354,4827.5,4993.5
"CD630_34200",4683.5,4562.5,3793,5032.5,7192.5,3600.5,3235.5,4402,3722.5,4128,3252,3434.5
"CD630_34210",1882,2086,1625.5,2013.5,2995.5,1511.5,1436,1796,1335.5,1426,1404.5,1276.5
"CD630_34220",3818,4090,2982.5,4179.5,5866,3031,2560.5,3309,2704,3149,2570,2525
"CD630_34230",1607,1704.5,1257,1841,2477,1261.5,962,1208,1016.5,1127,926,949
"CD630_34240",1610,1603,1326.5,1921,2208,1310.5,1051.5,1230.5,1015,1031.5,971.5,977
"CD630_34250",4804.5,4390.5,3734.5,5672,6899,3486,2959,3640,3508.5,3703,2956,3158.5
"CD630_34260",1945,1674.5,1587,2158,2617,1565.5,1267,1438,1255.5,1240,1229.5,1180.5
"CD630_34270",1433,1214,1113,1549,1881,1040,646.5,808.5,786,769,692,662
"CD630_34280",2352,2091,1792.5,2604.5,3163.5,1751.5,1114,1438.5,1469.5,1458,1266,1266
"CD630_34290",3063,2612.5,2534.5,3432.5,3988.5,2412,1699.5,1999.5,2158.5,2061,2026,1964.5
"CD630_34300",1677.5,1380,1316.5,1780.5,2212,1302.5,1072,1194,1197.5,1173.5,1028,1001.5
"CD630_34310",2970.5,2569,2375,3604.5,3888.5,2310,1417,1771,1707,1727.5,1325,1385
"CD630_34320",2972.5,2416,2416.5,3772,3816.5,2265.5,1451,1791,1750,1796.5,1375.5,1436.5
"CD630_34330",2169,1835,1797,2503.5,3017,1653,1333,1572.5,1642.5,1593.5,1362.5,1299.5
"CD630_34340",2745.5,2210.5,2309.5,3077,3782.5,2107,1630,1951.5,2014.5,1883,1716.5,1713
"CD630_34350",3204,2928,2811,4114,4628.5,2640,2137,2230.5,2141.5,2006.5,2193.5,1852.5
"CD630_34360",1769.5,1755.5,1579,2246.5,2765.5,1528.5,873,909,903,974,888,818
"CD630_34370",1477.5,1271,1278.5,1577,2248.5,1116.5,501.5,743.5,687.5,757,512,530.5
"CD630_34380",1515,1357,1334.5,1880.5,2239.5,1296.5,560,715.5,555,686,494.5,539.5
"CD630_34390",2117,1724.5,2089,2851,2926.5,1910.5,1018.5,1085,865.5,977,803.5,756
"CD630_34391",563,454,468,731,838,445,194,310,326,358,256,251
"CD630_34400",893,750,767,1139,1404,679,749,882,897,1066,746,809
"CD630_34410",338,269.5,262,349.5,417,227,229,439,332.5,364.5,305.5,320
"CD630_34420",185.5,199,124.5,221,221,122,167.5,318.5,193.5,217.5,185,188
"CD630_34430",174.5,166,162.5,208,262,122,213.5,381,286.5,296,233,251.5
"CD630_34440",43,52.5,59,75.5,76,41,76,97.5,74.5,87,76.5,78.5
"CD630_34450",25.5,17,24,27.5,46.5,23.5,30.5,60,39.5,25.5,29,35.5
"CD630_34460",96.5,77.5,86,124,117.5,68,87.5,126,103,100,91,98.5
"CD630_34470",189,157.5,186,261.5,222,155.5,140,230,182.5,211.5,174,156
"CD630_34480",403.5,379.5,347.5,476,596,295.5,280.5,419,360.5,389.5,327.5,320.5
"CD630_34490",368.5,436.5,375.5,488,646,300.5,267.5,471,333.5,404.5,346.5,343.5
"CD630_34500",850,570,663,866,1101,545,293,371,327,394,237,267
"CD630_34510",83,50,66,57,101,42,47,49,30,46,47,52
"CD630_34520",892,832,798,1057,1280,703,488,574,532,502,460,491
"CD630_34530",1916,1777,1650,2315,2698,1528,946,1262,1212,1181,1056,1030
"CD630_34540",486,396,416,510,660,326,258,200,243,209,202,193
"CD630_34550",1607,1100,1341,1743,1855,1158,1516,1357,1714,1610,2027,1814
"CD630_34560",356,346,266,452,547,284,243,284,291,293,261,246
"CD630_34570",18,23,24,46,43,24,15,20,18,15,15,12
"CD630_34580",2158,2044,2069,2715,3363,1756,2875,4283,3438,3954,3445,2805
"CD630_34590",3774,3440.5,3299,4324,5831,3264,2186,2162.5,1960,1845,2190,1891
"CD630_34600",3013,3022.5,2714,3795,4846,2537,1886,1760.5,1693,1662,1860,1616
"CD630_34610",2545.5,1989,2009,2915.5,3759,1912.5,1681,1993.5,2255.5,2217.5,2183.5,1848
"CD630_34620",2089,1802,1745.5,2568,2977.5,1645,1550,1843,1941,1930,1897.5,1652.5
"CD630_34630",5395.5,5332.5,5137,7751,8186.5,4621,4746.5,5052,5452,5829.5,5247,4748.5
"CD630_34640",1970,1977,1704,2551.5,3247,1694.5,1225,1450,2011.5,1812,1800.5,1635
"CD630_34650",1706.5,1605,1377,2155.5,2662.5,1364,1085,1424.5,1828.5,1658.5,1643.5,1483.5
"CD630_34660",620.5,703.5,520.5,720.5,1224.5,548,592.5,555,653.5,621.5,781,595.5
"CD630_34670",2515,2464.5,1887.5,2643,3930,1841.5,3049,2871.5,3408,3288.5,3270,2775
"CD630_34680",49098,47098.5,40146,58272,78132,39190.5,53829.5,58338,63503,66817.5,58418.5,52378
"CD630_34690",26052.5,26246.5,20677.5,32058.5,42567,20806,29876,29549,31854.5,33163.5,30932,27805.5
"CD630_34700",36428,35809,29426.5,42671,56795,29522,44541,44777,52128,52410,48516.5,42919
"CD630_34710",18396,15348.5,13569,20080,26670.5,12613,19457,22761.5,25946,26912.5,21749.5,21362.5
"CD630_34720",17364.5,16436,13893.5,20173.5,25989.5,13469,21886.5,21728,23908.5,24841,22474.5,20016
"CD630_34730",913.5,637.5,718,897,1283.5,739.5,1033,919.5,923,915,1061.5,917
"CD630_34740",15509.5,12706.5,12591,19272,21633.5,11585,16209.5,17197,20797,20412,18093,16014
"CD630_34750",4356.5,3193.5,3680.5,4936,5543.5,3394,5012.5,4397.5,4597,4266.5,4397,3803.5
"CD630_34760",2576.5,1702.5,1889.5,2638,2732.5,1569.5,2193,2506,3065,3036.5,2221.5,2305.5
"CD630_34770",6010,3625,4515,6967,5610,4223,5084,4734,6104,5568,4724,4692
"CD630_34780",200,225,229,249,310,198,114,120,107,110,117,88
"CD630_34790",7541,7293,6069.5,7783.5,11848.5,5695.5,2498.5,3019,2877.5,2924.5,2419,2475
"CD630_34800",3962.5,4040,3418,4494,6253.5,3159.5,1282.5,1519,1391,1299,1251.5,1267.5
"CD630_34810",2727,2437.5,2289.5,2826,4249,2162.5,1054.5,1292.5,1292,1271.5,1041.5,1148
"CD630_34820",4445,4420.5,4043,5108,6930,3727.5,1449.5,1744,1813.5,1744,1387,1368.5
"CD630_34830",2399.5,2478,2161,2850.5,3853,2011,815,972.5,1055,937,760,820
"CD630_34840",2472.5,2240,2377,2731.5,4028.5,2293,1349,1322.5,1237.5,1146.5,1247.5,1128
"CD630_34850",3105,2616.5,2604,3588.5,4496,2619,1394,1659.5,1590.5,1691,1273.5,1335.5
"CD630_34860",2216.5,1844.5,1995,2739,3313.5,1897,1091,1237,1203,1153.5,966,1077.5
"CD630_34861",10249,8532,8854,9518,14785,8644,4591,4290,3525,3187,3978,3548
"CD630_34870",7949,6200,7118,9835,11075,6369,4518,5374,4913,5080,4236,4336
"CD630_34880",856,718,740,1114,1281,688,2103,1545,1920,1814,2233,1680
"CD630_34890",377,340,316,464,665,291,165,220,220,217,170,191
"CD630_34900",188,182,164,216,283,191,174,181,171,167,148,162
"CD630_34910",595,607,473,607,840,459,287,317,293,272,251,252
"CD630_34920",2868.5,2581,2281.5,2890,3904.5,2071.5,1437,1787,1561,1583.5,1278.5,1321
"CD630_34930",2942,2759.5,2515,3559,4515,2291.5,1538,1979.5,1933.5,1905.5,1497.5,1538
"CD630_34940",1043.5,1058,907,1189.5,1692.5,936.5,773,725,628,622,678.5,552
"CD630_34950",332,355.5,295.5,373.5,573,298.5,265,205.5,181.5,218,223,193
"CD630_34960",1680,1855,1720,1830,2988,1595,1086,782,820,780,908.5,781
"CD630_34970",16112,13780,13553,19239,23744,13094,5811,6740,7117,6581,5823,6032
"CD630_34980",8864,7243,7948,11279,12983,7217,3255,3586,3508,3510,2860,2847
"CD630_34990",42,28,29,36,34,20,43,35,36,27,26,24
"CD630_35000",4011.5,3748.5,3088,4724,5918,3111,2119.5,2441,2512.5,2606.5,2381.5,2357
"CD630_35010",4870.5,4674,4011.5,5162,7433.5,3926,1546.5,2159,1768.5,2372.5,1235.5,1390
"CD630_35020",270,317,232,320.5,414.5,242.5,122,122.5,65,108.5,68.5,94.5
"CD630_35030",303,255.5,231.5,278.5,453,235.5,111,163.5,150,137.5,85.5,120.5
"CD630_35040",1166.5,1009.5,952.5,1169,1534,847,623.5,780,808.5,718,716.5,680
"CD630_35050",1347.5,1228.5,1185.5,1611,1783,1092,829.5,859,874.5,776,824.5,771
"CD630_35060",1702.5,1458.5,1380.5,1794,2166,1265.5,1154,1309,1606.5,1440.5,1451,1422.5
"CD630_35070",457,399.5,358.5,447.5,559.5,283,299,335,454,383.5,408.5,329.5
"CD630_35080",635,565.5,543,728,803.5,475.5,495,587,727.5,664,606.5,578
"CD630_35090",624.5,512,510,618,727.5,446,581.5,633,719.5,726,610,613.5
"CD630_35100",1178.5,975.5,935,1323.5,1480,808,1062.5,1142,1258,1346,1067.5,1081
"CD630_35110",551,478,454,592,698,436,562,603.5,603,593,567,496.5
"CD630_35120",927.5,828,781,1012,1223.5,739,1001,1024.5,1182.5,1064,1133.5,1052
"CD630_35130",2558,2350,1926,2516,3245,1787,3239,3198,4502,3507,4708,3911
"CD630_35140",10035,8934,8700,12372,15535,8150,6118,6990,6750,6379,5532,5749
"CD630_35150",4538,3543,4272,6233,6319,3694,3041,2943,2860,2696,2459,2467
"CD630_35160",306,301,284,357,558,302,148,149,158,93,167,124
"CD630_35170",1784,1255,1609,2063,2204,1370,652,620,554,482,573,516
"CD630_35180",11598,10239,10003.5,14918,17925,9521.5,6087,6918,7376,7376,6611.5,6371
"CD630_35190",449,395,395.5,436,676.5,371.5,433.5,474,582.5,488.5,519,499.5
"CD630_35200",320,234,253,269,518.5,253,143.5,153,133.5,129.5,144.5,123.5
"CD630_35210",2148,1699,1817,2261,2841,1583,3340,3988,3384,3216,3190,2787
"CD630_35220",52,28,36,38,52,32,13,3,13,9,8,5
"CD630_35230",3185,3239,2864,3801,5537,2987,1729,1797,1955,1960,1914,1768
"CD630_35240",935,1020,822,1047,1545,919,491,430,458,438,462,432
"CD630_35250",14328.5,15257.5,12825,18147,23652.5,13201.5,2186,2847,2645.5,3856.5,2621.5,2720.5
"CD630_35260",16260.5,16262,15070.5,21760.5,26513.5,14203.5,2442.5,3276.5,3411,5028.5,3190,3246.5
"CD630_35270",6503,6497.5,6397.5,8740.5,9991,6133,1348.5,1394.5,1353.5,2008,1466.5,1485
"CD630_35280",137.5,131,122,186.5,242.5,130,49,84.5,66.5,63,84,65
"CD630_35290",122,143.5,99.5,161.5,171.5,84.5,33,50.5,47,54,54,60.5
"CD630_35300",64.5,81.5,38.5,60.5,73,43,49,23.5,28.5,23,33,21.5
"CD630_35310",39,43.5,36,36.5,57.5,31,12,14.5,13,18,18,22.5
"CD630_35320",50,51.5,52,78,58,45.5,15,22,33,32,23,19
"CD630_35330",30,57,26.5,28,38.5,34.5,9,14,25,15,27,18.5
"CD630_35340",42,48,39.5,39,69.5,17.5,8.5,17.5,19,29,28.5,28
"CD630_35350",22,26.5,19,35.5,38.5,34.5,10,15,9,8,15,9.5
"CD630_35360",52,54,39,64,72,39,6.5,24,30.5,17,20,13.5
"CD630_35370",33.5,20.5,38,51,53,20.5,12.5,13,11.5,12,6.5,4
"CD630_35380",22.5,27,24,26.5,36,28,4.5,9.5,7,7,6,2
"CD630_35390",4882,4662,4233.5,5991.5,7642,3712,5385.5,6561,5855,6008,5138,4822.5
"CD630_35400",11235,10577,9409.5,13866.5,16964,8856,11979.5,15558,13177,14110,11246,10890.5
"CD630_35410",21,19,15,28.5,17.5,14,11.5,18,9,10,14.5,22
"CD630_35420",8,8,8,3.5,5.5,8,10.5,4,3,1,6.5,8
"CD630_35430",10335.5,9119.5,8037.5,11671,15233.5,7846.5,9036.5,11333.5,10809.5,10211.5,9800,9677
"CD630_35440",10232.5,9307.5,7982.5,12759,14993.5,7917.5,9570.5,11149.5,10931.5,10859.5,10939,9773
"CD630_35450",2879.5,1921,1718.5,2735.5,2994,1686,890,1194.5,1857.5,1627.5,1751.5,1847.5
"CD630_35460",407.5,427,386.5,393.5,601,370,119,114.5,104.5,86,108.5,105
"CD630_35470",705,619,587,814,1003,499,204,275,222,212.5,185,188.5
"CD630_35480",1838.5,1663.5,1495.5,1980.5,2744,1403.5,943.5,1013,1072,1072,1113.5,998
"CD630_35490",2231.5,1957,1863,2606,3191,1723.5,1066,1255,1415,1255.5,1243,1129.5
"CD630_35500",839,758.5,720.5,1007.5,1243,671,481.5,490,469,467.5,479.5,428.5
"CD630_35510",737,612,661,800,1052,655,372,417,444,414,412,374
"CD630_35511",82,56,70,63,70,63,0,6,6,2,3,2
"CD630_35512",30,28,32,27,32,23,27,22,16,15,19,17
"CD630_35520",13519.5,12895.5,11878,15675.5,21508,10919.5,14400.5,14280,14797.5,13962,14159.5,13358.5
"CD630_35530",1102.5,1018.5,962,1086.5,1635,858.5,817.5,747,719.5,629,797.5,691.5
"CD630_35540",592,559,599,586,928,485,410,399,324,297,379,327
"CD630_35550",8360.5,7291,7881.5,10809.5,12169,6980.5,7769,8213.5,8713.5,8820,7737.5,7337
"CD630_35560",8032.5,5743,7547.5,10531.5,10042,6452.5,6689,7303.5,7947.5,7005,6710.5,6598
"CD630_35570",431.5,408.5,408.5,468,720,426,543.5,572.5,599.5,574.5,575,497
"CD630_35580",349.5,344.5,311.5,421,537,307,365.5,374.5,438.5,382.5,381,361
"CD630_35590",17122.5,15769,14058.5,20167.5,24347,13604.5,11477.5,12030,15504,13143,16558,14701
"CD630_35600",4740.5,3995,3991.5,5149.5,6195,4127.5,2947.5,2880,3353,3046,3352,3102
"CD630_35610",1716,1124.5,1439,1867,2199,1304.5,782.5,895,942.5,993,676,804
"CD630_35620",1442,1099.5,1315,1667,2003,1119.5,930.5,944,891.5,856,747,744
"CD630_35630",70,46,38,75,95,50,48,37,69,55,71,76
"CD630_35640",23,30,20,19,30,28,26,19,28,37,39,27
"CD630_35650",4597.5,3598,3810,5662,6405,3436.5,3381.5,3484,3629.5,3718,3377,3026
"CD630_35660",2700.5,1947,2250,3266,3413,2075.5,1787.5,1798,1901.5,1869,1799,1598
"CD630_35670",1088,827,971,1247,1287,857,683,741,843,811,734,680
"CD630_35680",10403,7398,8087,9505,14635,8133,20129,15299,22306,16973,30423,23772
"CD630_35690",1619,1488,1297,1741,2827,1348,963,1042,1150,1032,1081,1038
"CD630_35700",1310,1283,1127,1374,2124,1113,926,810,829,893,819,748
"CD630_35701",348.5,247.5,286,234,360,214,234,158,181,159,205,168
"CD630_35710",2411.5,2429.5,2015,2762,4208,2022,1688,1573,1635,1591,1897,1750
"CD630_35720",147,107,140,188,209,130,90,115,102,106,102,103
"CD630_35730",18.5,12.5,15.5,42,93.5,50,45.5,89,69.5,124.5,129,105
"CD630_35740",8,7.5,14.5,20,52.5,22.5,42.5,47.5,42,79,67,59.5
"CD630_35750",42.5,48,46,99,255,133.5,178,218.5,168.5,341.5,361,279.5
"CD630_35760",250,196,148,1015,2345,1127.5,718.5,940.5,912.5,1797,1631.5,1510
"CD630_35770",121,129,99,710,1272,769.5,380.5,343.5,307.5,669,759.5,603
"CD630_35780",636,638,621,819,940,515,1612,1780,1753,1509,1584,1483
"CD630_35790",79,59,68,87,96,66,91,56,63,59,65,63
"CD630_35800",96,70,77,128,101,70,27,34,33,29,32,40
"CD630_35810",1218.5,1094.5,1074.5,1462,2011.5,1016.5,524.5,558.5,457,474,463,437.5
"CD630_35820",1371.5,1302,1161.5,1951,2795.5,1300,539.5,624.5,603.5,725.5,643,608
"CD630_35830",2155,1971.5,1721,27,59,33.5,685,942,1000.5,11.5,20,11.5
"CD630_35840",2171.5,1841.5,1722.5,2235.5,3025.5,1557,284.5,377.5,390.5,387,313.5,314
"CD630_35850",500.5,438.5,409.5,530.5,699.5,437,103.5,110.5,164.5,135,145.5,106
"CD630_35860",482.5,477.5,448.5,535,743.5,375.5,170,190,223,202,147,190
"CD630_35870",323.5,288.5,278.5,348,410.5,282.5,145,134,182,153,164,137
"CD630_35880",9206,7999,6943,9889,12829,6945,5025,5166,5704,4982,5193,4981
"CD630_35890",2036,1961,1798,2491,3180,1683,1181,1287,1264,1242,1266,1202
"CD630_35900",4079,3264.5,3170,4541,4861.5,3009,1447.5,1573.5,1415.5,1770,1467.5,1208.5
"CD630_35910",904.5,749,783.5,1116,1213,709,353.5,445,367,386.5,337.5,326.5
"CD630_35920",374.5,368.5,389.5,510,528.5,341,182,173.5,144.5,135.5,140,135
"CD630_35930",1875.5,1362.5,1615,2356,2683,1460,1512.5,1517,1731,1702,1555.5,1417.5
"CD630_35940",1480.5,1085.5,1320,2037,1991,1281,1186.5,1017,1112,1085,1062.5,1037.5
"CD630_35950",1937,1680,1463,2620,3081,1549,2388,2513,2884,2521,2715,2457
"CD630_35960",4799,4442,3687,4273.5,7802,3779.5,9959,13753.5,11452,11243,10334.5,9514
"CD630_35970",1069,1154.5,879,1009,1706.5,892.5,2342.5,2914,2157,2186.5,2049.5,1978.5
"CD630_35980",1058,1039.5,957,1188.5,1806.5,886,1455.5,1395.5,1442,1140.5,1328,1143.5
"CD630_35990",2486,1943.5,1950,2580,3388,1675.5,814.5,960,952.5,881,875.5,834.5
"CD630_36000",711,651.5,672,802,995,634.5,273.5,242,260.5,227,279.5,258.5
"CD630_36010",348,211,230,312,320,226,22,20,17,14,13,14
"CD630_36020",1437,1365,1236,1771,2265,1134,186,275,223,199,153,160
"CD630_36030",877.5,614,735.5,776,999.5,615,387.5,709,479,534,346.5,398.5
"CD630_36040",1399.5,927,1252.5,1495,1339.5,998,759.5,1090,894,1063,833.5,833.5
"CD630_36050",1290,870,947,1376,1213,789,1103,1294,1755,1675,1746,1701
"CD630_36051",2678,2610,2362,2955,4355,2265,5279,4509,4896,4664,6673,5309
"CD630_36060",585,531,540,744,963,479,413,440,428,542,337,385
"CD630_36070",3444.5,3337,3017,3773,5558,2808,2446,2875,2490,2521.5,2474.5,2172.5
"CD630_36080",1972.5,1712,1604,2144,3071,1563,1295,1686,1509,1401.5,1386.5,1309.5
"CD630_36090",508,441,285,489,660,331,625,726,1278,1211,1673,1292
"CD630_36100",236,269,138,195,327,215,433,393,510,530,829,580
"CD630_36110",804,553,584,836,1015,532,91,128,117,148,105,87
"CD630_36130",794,567,520,991,950,528,237,384,894,786,964,792
"CD630_36140",1326,1123,855,1416,1522,998,1158,1198,1984,1669,2506,1926
"CD630_36150",1468,1677,1527,2202,2783,1372,63,79,91,79,95,70
"CD630_36160",2476,2466,2627,3924,4639,2416,67,106,100,99,94,100
"CD630_36170",965,964,828,1141,1550,814,162,180,209,222,189,189
"CD630_36180",903,750,750,1108,1318,747,980,829,961,887,844,791
"CD630_36190",1698,1367,1503,2128,2504,1410,864,810,810,785,840,795
"CD630_36200",1097,747,892,1244,1653,828,327,361,342,507,370,402
"CD630_36210",750,659,658,891,1072,647,165,139,113,167,119,127
"CD630_36220",1292,842,996,1314,1528,936,500,480,563,481,575,484
"CD630_36230",115,96,94,123,167.5,84.5,42.5,43,52,41.5,36.5,42.5
"CD630_36240",174,145,139,211,234.5,118.5,65.5,107,79,80.5,83.5,75.5
