Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Species,Link
2023/03/31,GSE225861,"Environmental influences on Streptococcus sanguinis membrane vesicle biogenesis","To look for transcriptomic changes that resulted in membrane vesicle biogenesis, we performed RNA sequencing on S.sanguinis in different culture and community conditions We then examined three separate differential expression analyses, as well as correlated the phenotypic vesicle quantification with normalized count data across all samples.",SK36,CDM,"Sucrose, oxic condition",NA,Streptococcus sanguinis,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE225861
