"gene_id","Wt_SM_Rep1","Wt_SM_Rep2","RA_SM_Rep1","RA_SM_Rep2","Wt_S_Rep1","Wt_S_Rep2","RA_S_Rep1","RA_S_Rep2","Wt_S_NOV_Rep1","Wt_SM_NOV_Rep1","RA_S_NOV_Rep1","RA_SM_NOV_Rep1","Wt_S_NOV_Rep2","Wt_SM_NOV_Rep2","RA_S_NOV_Rep2","RA_SM_NOV_Rep2"
"spr0781",16609,18209,11344,12158,25532,13771,18215,13648,11937,27759,13891,32231,18425,24961,10059,22883
"spr0782",482,452,268,278,1356,2105,1550,1248,479,693,479,730,596,612,394,497
"spr0783",9122,9467,6290,7588,17268,9248,11930,7700,2413,3512,2548,4241,2783,2891,1591,2781
"spr0784",10970,11542,7301,8450,19052,10743,12626,8820,1563,3612,1803,4443,2460,3061,1293,2783
"spr0785",841,892,587,729,1845,771,1330,823,96,258,134,323,178,217,119,216
"spr0786",220,255,181,174,581,253,380,334,32,100,35,117,50,77,28,65
"spr0787",5,4,3,5,19,3,9,10,1,0,2,0,1,2,1,3
"spr0788",289,335,189,250,654,262,456,309,42,100,49,136,42,79,39,68
"spr0789",1089,1184,831,1001,2668,1093,1937,1307,151,387,171,522,244,323,158,319
"spr0790",3686,3204,1748,1744,6915,3603,6106,4457,543,3380,740,3361,2081,2831,854,2494
"spr0791",1904,1570,1026,1013,4076,2228,2861,1507,220,1374,311,1433,911,1174,353,992
"spr0792",40355,36363,22179,24413,73838,34170,58230,38320,11297,43742,15200,51149,32304,35694,15150,33626
"spr0793",301,249,189,206,1047,462,734,515,40,139,39,130,93,103,41,77
"spr0794",1092,1019,655,804,3463,1521,2708,1766,173,471,203,537,374,329,158,358
"spr0795",22438,21049,13206,15732,36874,18594,27738,19836,18802,41726,21608,50220,32036,36014,16691,34378
"spr0796",82137,77056,42654,46336,95593,45213,68986,40953,17193,54155,23043,64475,43580,43844,20225,44797
"spr0797",163468,162565,95289,106605,193843,91826,148594,97454,53677,140993,63805,161314,110853,120087,55781,112904
"spr0798",29,29,18,15,98,51,63,51,4,18,10,10,12,19,5,16
"spr0799",2895,2825,2096,2080,4093,2135,3566,2187,1357,2776,1548,3632,2751,2353,1529,2330
"spr0800",659,659,376,418,484,229,825,612,330,679,351,785,632,591,303,512
"spr0801",27,32,25,17,71,61,34,41,9,13,13,16,19,11,10,6
"spr0802",1189,1235,698,670,1908,940,1343,1069,522,1081,628,1420,964,1030,587,902
"spr0803",2801,2715,1784,1855,4225,1856,3430,2538,1227,2555,1453,3171,2206,2085,1316,2066
"spr0804",15456,16820,10611,11452,27203,15050,18137,13214,9795,13067,10930,15040,13803,11754,7797,10738
"spr0805",14162,15307,9464,10467,23965,13976,22439,17889,10009,13868,11323,15036,15192,12024,7950,11342
"spr0806",652,575,233,229,1780,1139,1484,763,173,397,263,411,421,259,215,303
"spr0807",1671,1620,709,732,5027,2862,3468,2372,409,867,573,855,1043,671,514,672
"spr0808",11352,11552,7210,8380,22226,11976,18100,13361,5002,7196,5778,8159,8216,6161,4219,6023
"spr0809",2355,2368,1513,1799,4546,2278,3202,2313,939,1213,1117,1556,1480,1016,807,1064
"spr0810",3899,3797,1828,2098,7789,5360,4124,3030,2691,7790,2887,6282,3640,5981,2205,4446
"spr0811",44,26,63,99,198,108,1112,735,420,374,437,349,795,366,357,284
"spr0812",320,309,192,180,590,375,732,489,165,532,222,492,363,418,156,357
"spr0813",885,874,559,588,1681,1026,1656,1447,426,1248,515,1333,759,1064,460,938
"spr0814",171,186,134,146,607,275,397,311,45,50,66,54,60,59,40,42
"spr0815",1030,1031,650,715,3098,1451,1529,1223,193,241,195,318,228,262,191,210
"spr0816",17519,16679,10593,13983,55854,17737,36337,25286,9324,8348,10975,11033,13647,6448,6783,6277
"spr0817",1,7,3,8,4,8,7,10,4,10,1,3,6,2,4,6
"spr0818",15,17,6,20,41,29,28,20,23,14,23,17,10,13,14,13
"spr0819",11225,10426,7312,9024,35148,11232,21745,13819,6538,6566,7693,8732,9818,5164,5088,4606
"spr0820",19367,18486,13549,17981,58318,19078,38536,25645,12300,12403,14015,16367,18108,9633,9747,9351
"spr0821",24926,22818,17640,23946,65022,21008,48700,31853,17541,16795,20426,22163,24454,12972,13441,12951
"spr0822",27548,25391,19765,26309,74614,24819,50646,33493,20102,17860,22952,24272,24923,14011,14756,14016
"spr0823",19376,18300,13393,17559,49296,17189,34830,25177,15641,13947,17250,18258,18738,10863,10697,10602
"spr0824",2154,1954,996,1241,4817,2602,5324,4165,1335,2705,1613,2593,2591,2208,1104,2207
"spr0825",4613,3610,2446,2829,8835,4453,8348,5777,3803,6627,4333,7708,4740,4990,2482,5990
"spr0826",11794,10277,6912,8225,21361,10812,21892,15547,13121,19974,12459,21808,12972,16199,6687,16407
"spr0827",7,10,7,11,21,6,11,4,9,2,10,10,3,14,2,8
"spr0828",6366,6264,3561,3624,11826,6021,9018,6409,2711,8636,3440,8842,6542,7228,2809,6706
"spr0829",2942,2986,1918,1983,5709,2800,4041,2516,1233,3422,1577,3888,2918,2884,1233,2943
"spr0830",7476,7275,4588,4677,12611,6414,9959,6652,3700,9988,4584,11200,8028,8629,3774,7959
"spr0831",22861,22496,14129,14338,39473,19764,26537,16248,10787,28866,13993,34069,22514,25722,12416,24092
"spr0832",8102,8052,5567,6215,14091,7104,10116,7053,3652,7629,4610,9339,6004,6713,3390,6350
"spr0833",11056,11079,7640,8925,19765,9969,14697,10385,5516,9135,6187,11309,7618,8575,4240,7495
"spr0834",8932,9299,6440,7441,15321,7552,11472,8248,4541,7203,5139,8854,5720,6515,3336,5797
"spr0835",2882,2824,1980,2184,5494,2654,4202,2773,1250,2170,1542,2685,2002,1743,1001,1721
"spr0836",5877,5579,3809,4121,10315,5014,6755,4548,1786,3398,2191,3994,2850,3020,1562,2809
"spr0837",1391,1299,910,945,2775,1315,1550,1085,354,702,476,874,614,551,339,597
"spr0838",5998,5958,3907,4280,9650,4439,7499,4920,2133,4111,2641,4681,3474,3564,1912,3202
"spr0839",2683,2684,1894,2016,4882,2127,3500,2217,854,2050,1143,2387,1717,1643,990,1722
"spr0840",46,65,33,34,145,87,119,92,29,36,32,51,23,43,18,31
"spr0841",85,83,35,71,523,266,208,116,42,42,40,70,69,44,26,28
"spr0842",69,75,38,32,256,195,146,131,17,30,21,27,16,14,21,20
"spr0843",32,48,25,21,74,47,55,37,18,31,15,42,22,17,14,15
"spr0844",8758,9137,5659,5731,16568,12421,14299,9716,1833,2924,1988,3726,2981,2415,1244,2270
"spr0845",28044,27479,15812,16576,46089,27938,33481,19903,11400,19763,13723,23437,20536,17078,9483,15450
"spr0846",23515,24346,13232,14766,37634,22038,27303,20398,9188,16904,10553,20051,17318,15350,8150,14124
"spr0847",24463,25517,15422,17740,40914,27289,27162,19048,9134,13496,9825,16370,13190,12355,6970,11961
"spr0848",6614,6882,4607,5140,9656,6091,7529,4167,2887,4631,3428,5604,4132,4042,2189,4176
"spr0849",31179,31524,20561,24346,54929,32820,38753,24323,12681,19776,14901,24673,16784,17196,9147,16894
"spr0850",18968,19712,12686,14566,34570,20305,25371,18366,7965,12403,9704,15869,10789,11178,6179,11179
"spr0851",7220,7382,4907,5801,14723,9003,8211,5566,2914,4498,3208,5568,3747,3945,2118,3671
"spr0852",41,44,30,36,337,221,195,199,24,18,27,33,20,22,9,22
"spr0853",46,42,41,38,232,108,217,123,19,25,19,17,20,19,18,18
"spr0854",79,75,55,66,402,246,426,319,35,51,34,40,45,33,20,36
"spr0855",5463,5669,3634,4454,10275,4377,5953,4062,2559,3767,2921,4698,2564,3395,1789,3188
"spr0856",49585,62798,36879,46555,78393,21012,41049,22925,5703,5799,6678,7647,5491,4490,2280,4995
"spr0857",188620,244335,138225,175817,264035,66488,157622,107747,28887,27948,31842,36478,26038,23287,11287,23852
"spr0858",17004,20530,10351,12836,25249,5535,14147,8126,2539,3030,3320,3969,3083,2484,1307,2552
"spr0859",56200,70919,34887,43123,69321,15365,46885,30165,9113,10946,10685,13534,10085,8957,4604,9075
"spr0860",125646,155247,81340,98425,163240,34360,102507,64194,20490,26276,26683,33065,24345,21318,11314,22518
"spr0861",54256,45201,27304,32549,137838,59581,87987,55555,13680,14339,15544,18380,17235,12923,10532,12544
"spr0862",21717,19085,11320,14228,48886,20748,38898,18938,7277,7278,8278,9155,8029,6730,5424,6447
"spr0863",34376,32489,17478,23077,78723,33650,64964,39584,12783,14427,14266,17458,15121,13240,9030,11963
"spr0864",17265,16151,9638,11730,38571,16978,29717,21204,4646,4717,4980,6334,4747,4256,2810,4357
"spr0865",13749,16967,15424,10057,26396,50865,49569,23815,1369,4862,1581,6377,2776,4159,965,4151
"spr0866",19994,24217,24574,15739,32024,70235,71251,35529,2060,7159,2475,9331,4053,6440,1467,5938
"spr0867",54743,62627,66432,42221,86503,184800,184375,92790,6278,26092,8063,32160,12365,20568,4767,21114
"spr0868",10586,10378,5740,6924,22782,11586,13219,9250,1372,4243,1606,4562,3093,3961,1530,3434
"spr0869",5562,5732,2737,2730,12140,7015,8305,5947,1203,2334,1348,2453,2204,1917,1173,1798
"spr0870",3248,3015,2096,2190,7123,3665,4848,2884,523,1160,725,1186,1085,965,580,926
"spr0871",14758,14844,10022,11226,30214,15350,19734,12488,2306,4842,2803,5626,4122,4193,2265,4080
"spr0872",13895,14510,9224,10997,26225,13212,16006,12935,2476,5073,2635,5467,3789,4655,2147,3975
"spr0873",8463,8945,6096,7257,16236,7556,11066,7304,1741,3297,1853,3778,2444,2796,1477,2536
"spr0874",0,0,1,4,1,0,2,2,1,0,1,1,0,1,0,1
"spr0875",13155,14229,9159,10863,22536,10197,13834,10719,2572,4346,2861,5173,3316,3893,2193,3408
"spr0876",1966,2160,1263,1401,4896,2251,1515,1486,256,505,285,569,367,482,330,462
"spr0877",6558,6629,2740,3289,13950,6477,6611,3916,823,1743,1147,2361,1523,1407,886,1290
"spr0878",34427,36329,22979,28479,62193,30027,35757,24551,5155,9473,6352,12233,7081,8757,4659,8362
"spr0879",6487,6846,4316,5211,12908,6190,5861,3695,926,1825,1294,2611,1325,1732,872,1710
"spr0880",15479,17030,9681,11599,27324,13119,13738,8436,2950,5756,3433,7289,3919,5316,2694,4837
"spr0881",4180,4841,2459,2727,8977,2370,6328,3965,202,335,181,458,287,296,170,275
"spr0882",40800,44821,25804,28752,83639,43991,60036,39247,9779,13546,10559,17292,14384,13378,8209,12278
"spr0883",13987,15435,9008,9642,28325,14134,20762,13487,3726,5228,3899,6670,5448,4800,3068,4390
"spr0884",42527,49215,25048,25164,81635,45837,55639,35978,8954,13508,9391,16246,13346,12832,8176,11576
"spr0885",8,6,5,4,30,19,21,15,1,1,3,3,8,6,3,4
"spr0886",109,134,110,118,174,87,260,104,34,100,57,102,88,84,48,85
"spr0887",6541,6757,4707,5048,12488,6912,8353,6793,1261,2929,1396,3518,2055,2806,1260,2579
"spr0888",3678,3901,2640,2805,7843,4498,4972,3196,654,1596,827,2108,1228,1627,684,1511
"spr0889",5782,6383,4074,4427,12111,7204,7830,6754,1045,2564,1233,3041,1940,2560,1108,2356
"spr0890",5729,5539,2609,2771,10342,6867,7271,4287,1126,3222,1320,3136,2558,2922,1128,2309
"spr0891",21351,20885,11100,12303,39263,17855,27436,18278,3966,12727,4965,13653,12064,10774,5522,10026
"spr0892",10868,10600,6197,6731,19192,9242,12776,9566,2246,6665,2588,7340,5926,5924,2890,5215
"spr0893",4710,4631,2926,3246,8923,4047,5516,4138,904,3055,1183,3694,2655,2638,1291,2377
"spr0894",16471,16245,9618,10707,23081,10466,18533,13384,4142,10822,4838,12588,10003,9691,5118,8645
"spr0895",18148,18164,10181,11277,36561,17155,20534,11922,3737,12152,4696,13594,10434,10590,5551,9470
"spr0896",3736,3937,2304,2464,10239,4252,4881,3002,896,2136,1032,2477,1904,1901,1100,1684
"spr0897",11373,11835,6876,7726,20292,8042,13658,9376,2783,6518,3644,8220,5940,6031,3702,5378
"spr0898",747,653,281,319,3484,1573,1054,728,329,470,388,553,641,487,342,383
"spr0899",334,336,165,154,1206,537,722,614,193,271,235,307,450,257,232,251
"spr0900",95,105,63,72,205,104,228,193,68,135,75,120,125,102,66,86
"spr0901",7,6,4,9,17,5,9,2,1,5,0,4,2,2,1,2
"spr0902",317,279,164,199,613,325,610,419,110,243,145,274,280,235,133,175
"spr0903",1922,1832,1160,1214,4043,2903,4602,3491,692,1402,913,1522,1697,1281,882,1234
"spr0904",2467,2658,1573,1644,4741,3515,4378,3666,816,1622,905,1716,1650,1570,918,1428
"spr0905",9715,8561,4210,5439,23157,7166,13097,10093,828,1582,1005,1884,1869,1589,996,1375
"spr0906",11230,9354,4909,6880,28769,7531,12613,8187,577,1327,646,1682,1152,1546,675,1521
"spr0907",35827,28249,17736,25657,83170,19865,41342,27266,2116,4776,2397,6114,3876,5008,2374,4993
"spr0908",17107,12417,6253,9587,45902,14100,24012,15380,660,1619,717,1981,1150,1932,699,1568
"spr0909",95,55,24,44,200,40,108,58,0,3,4,11,1,4,2,3
"spr0910",247,164,78,141,500,103,250,187,8,12,6,15,14,27,4,13
"spr0911",122,141,59,103,293,152,190,137,24,32,31,37,27,25,41,19
"spr0912",172,136,46,80,315,76,166,106,1,18,4,20,5,15,9,21
"spr0913",8569,8198,5095,5716,20528,14379,18239,12509,2537,4072,2908,4865,4933,3130,2363,3222
"spr0914",154,128,119,126,374,152,734,650,153,230,166,241,256,168,92,173
"spr0915",16025,18105,7399,7785,53736,44692,26607,19756,1400,1342,1678,1834,1920,1185,1181,1175
"spr0916",241,229,94,116,767,401,398,236,37,78,69,97,73,66,44,57
"spr0917",5796,6786,3048,3397,14308,7421,9798,5080,2500,3848,3233,4423,3182,3325,1918,3600
"spr0918",10466,10324,5154,5873,32487,14064,21411,13776,1724,4801,2553,5102,4003,4101,2157,4031
"spr0919",8442,8552,5114,6143,23265,11342,15560,10452,1897,4438,2371,5095,3613,3864,2102,3723
"spr0920",8653,9024,5357,5266,22184,18148,16573,11685,2207,5787,2520,6594,4573,5022,2268,4768
"spr0921",611,567,324,418,1087,743,697,431,191,662,216,685,395,515,178,430
"spr0922",4564,4788,2015,2133,9079,4550,4388,4010,1534,3075,1635,3577,2661,2781,1308,2396
"spr0923",4019,4069,1831,1783,9405,4509,4383,2537,872,2361,1314,2828,2126,2095,1132,1872
"spr0924",11934,12415,6392,7054,23228,11425,13258,9488,3346,7449,3853,9013,6596,6599,3357,5910
"spr0925",8072,7478,5309,5915,19710,10445,13646,7137,2239,4627,2774,5651,4146,3845,2232,3820
"spr0926",18583,19043,13390,15654,52303,30852,38024,28469,6094,9067,6905,11114,8683,8057,5072,7585
"spr0927",11774,11789,9394,10901,34366,19360,25352,16353,3687,5560,4408,7182,5621,4629,3314,5006
"spr0928",39296,40074,29603,33779,107530,61942,75036,54539,12376,19779,14052,24524,17435,17448,10587,16774
"spr0929",24489,24480,17705,19254,66522,35389,43864,30259,7756,13284,9370,16765,12219,11260,7433,10993
"spr0930",13510,14207,8982,10237,36413,17972,21749,16213,4055,6263,4408,7883,5865,5309,3495,4792
"spr0931",23264,32081,15307,16733,76855,74906,51998,40026,6905,6583,7244,8029,7979,6089,5208,5398
"spr0932",7729,9581,4979,5728,17063,10915,12124,8302,2007,2281,2127,2871,2403,2117,1539,1936
"spr0933",612,504,196,176,1467,777,598,395,170,569,235,548,467,447,209,398
"spr0934",25378,25261,10784,11798,57709,30888,41012,30685,5094,15395,5667,15652,12270,14110,5142,13100
"spr0935",13097,12711,5996,5996,30027,13272,21224,12631,2268,6425,3014,7309,5224,5642,2646,5507
"spr0936",9431,9146,4279,4337,22650,8965,14153,8215,1662,4102,2296,4999,3707,3725,2092,3629
"spr0937",3,1,3,3,3,2,3,3,0,1,0,1,1,1,0,1
"spr0938",14877,15383,7374,7826,36519,14796,19320,17556,3101,6527,3441,7635,5949,6503,3436,5836
"spr0939",2495,2472,1228,1263,5800,2046,3334,1302,371,1263,682,1539,1037,1055,664,1125
"spr0940",4367,4100,2458,2685,8963,3323,5102,2896,746,1609,945,2331,1609,1657,918,1677
"spr0941",1182,1260,587,572,3368,1560,1589,1186,192,256,244,377,237,241,233,227
"spr0942",7985,8318,3977,4066,21198,9350,10208,7216,1736,2160,2342,2848,2418,1882,1679,1786
"spr0943",2946,3081,1637,1864,6995,2950,3542,2265,584,707,835,957,704,543,507,575
"spr0944",1086,1093,682,686,2454,1079,1000,709,253,347,333,474,306,308,234,337
"spr0945",2642,2227,1540,1720,3891,1709,2402,1612,1010,2190,1298,2660,1529,1733,980,1857
"spr0946",2675,2228,1452,1702,3634,1680,2722,1750,1274,2489,1329,3053,1670,2272,1016,1940
"spr0947",10884,9713,4755,5130,20544,15077,13133,9324,2016,4481,2430,5482,3463,3914,1991,3761
"spr0948",3491,3021,1820,1831,3725,3291,4736,3436,1092,1581,1423,1985,2658,1434,1673,1504
"spr0949",794,719,414,378,1226,980,865,688,174,345,227,430,446,300,313,343
"spr0950",845,750,471,419,1370,988,1085,1005,165,402,235,440,417,338,259,322
"spr0951",440,411,228,206,912,464,992,725,221,433,320,467,596,386,218,391
"spr0952",1499,1498,688,741,3285,1886,2682,2133,606,1271,719,1358,1452,1146,674,1099
"spr0953",1263,1307,586,617,2983,1584,2191,1294,457,1104,572,1136,1166,1012,570,927
"spr0954",992,919,499,489,2230,1145,1567,792,259,689,384,730,699,550,331,552
"spr0955",34,36,18,19,56,19,35,31,4,11,5,6,7,10,6,7
"spr0956",19,15,11,14,34,9,18,9,0,3,0,5,10,4,2,3
"spr0957",40,45,23,25,74,27,34,32,6,19,6,23,16,13,10,8
"spr0958",21,22,15,22,26,15,32,8,3,3,6,6,7,4,8,7
"spr0959",35,44,31,33,96,37,39,25,6,10,20,15,16,16,10,13
"spr0960",588,577,282,332,2248,987,1339,849,144,220,183,266,287,244,132,208
"spr0961",32,36,10,26,91,51,65,64,8,24,20,21,18,12,12,20
"spr0962",131,130,50,40,516,241,264,157,31,38,32,44,49,31,23,34
"spr0963",130,95,44,47,512,202,245,119,22,26,28,41,29,25,20,22
"spr0964",259,255,124,118,1107,492,717,409,40,67,63,97,91,63,62,71
"spr0965",199,157,87,122,813,342,416,230,34,39,49,62,66,45,37,38
"spr0966",407,321,148,189,1656,606,908,568,54,86,74,137,110,74,64,94
"spr0967",267,276,154,165,1216,502,749,394,41,95,95,120,109,81,71,85
"spr0968",273,222,103,147,1060,360,611,381,57,64,64,92,95,79,74,79
"spr0969",360,317,183,172,1167,478,745,466,77,151,97,167,149,141,96,124
"spr0970",277,220,103,148,759,287,551,369,71,100,68,140,124,92,51,97
"spr0971",590,596,354,363,1856,678,1422,832,176,295,254,388,345,285,193,294
"spr0972",15,9,7,12,29,21,22,23,5,10,10,17,5,10,5,4
"spr0973",14357,15393,7646,7508,29599,13854,21832,15832,9239,26360,10932,31555,16042,27492,8852,26551
"spr0974",62156,65248,38609,39348,115103,54579,91837,60487,38793,120609,50186,140857,75709,120841,43055,116084
"spr0975",4096,3926,2223,2485,9857,3706,6820,4035,1449,3867,1878,4713,2385,3818,1628,3674
"spr0976",3187,3010,1810,2047,7218,3101,4883,3395,800,1692,945,2109,999,1719,743,1579
"spr0977",2701,2606,1573,1841,6310,2614,4354,3206,713,1418,882,1849,922,1389,624,1404
"spr0978",43772,46360,28576,33447,93549,39773,65711,44436,22285,27393,24077,35074,26177,28109,15269,27327
"spr0979",30578,33831,21424,26076,60225,25509,39811,29532,13899,18594,14607,23129,16052,19388,9515,19104
"spr0980",14407,15670,9492,11931,27149,11632,17824,10966,6644,9801,6709,11734,7822,10385,4714,9665
"spr0981",18210,19759,11314,12907,31476,16255,21247,14470,22549,22974,22931,29861,24075,24339,14751,23523
"spr0982",28820,30411,18511,20806,47354,22471,31676,22716,39259,39932,42041,53942,43309,42372,26293,41150
"spr0983",3033,2897,2035,2246,4495,2064,2681,1666,3341,3862,3722,5401,3836,4020,2548,3766
"spr0984",37320,38707,23645,26869,60270,28742,41193,28493,36845,45001,39484,59545,41990,47392,26084,47022
"spr0985",5876,6821,3980,4890,9967,4749,7836,5657,7735,9613,7229,11947,7877,10186,4522,8837
"spr0986",100,101,65,74,340,132,125,91,19,51,16,46,31,27,22,38
"spr0987",6,6,6,10,23,14,12,12,0,0,0,3,1,0,2,0
"spr0988",11,16,6,6,63,35,29,36,6,0,1,2,2,1,1,4
"spr0989",43584,45333,22915,24856,82472,45236,44024,28579,3329,4514,4097,5485,4626,3755,2689,3621
"spr0990",15242,15841,9231,10238,26218,13555,17660,10898,1248,1759,1342,2120,1671,1416,922,1452
"spr0991",44870,47897,29429,34212,72194,37352,47525,31947,3414,4867,3787,6075,4405,4244,2623,3917
"spr0992",28663,31256,19829,21812,45312,21756,32832,19900,2379,3317,2589,4402,3149,2627,1741,2619
"spr0993",759,917,643,632,2494,1788,1183,864,98,179,97,197,152,164,86,143
"spr0994",727,822,579,567,1706,1012,845,585,169,303,196,385,282,306,168,229
"spr0995",17799,19198,12018,13327,29473,15377,20762,15108,1273,2409,1271,2746,1671,2402,924,2145
"spr0996",18746,24630,11890,14455,25805,8154,14909,9000,1357,904,1339,1043,1149,697,552,742
"spr0997",5379,4569,3389,3644,8954,3269,5522,4737,2148,7729,2422,8242,4145,6764,2384,5862
"spr0998",4374,3911,2867,3056,8355,2943,5005,3810,1545,5633,1743,5862,3085,4652,1659,4043
"spr0999",3443,3204,2005,2334,5838,2850,4615,2408,1067,4603,1250,4950,2372,3551,1234,3097
"spr1000",4485,4292,2782,3021,10532,5242,5059,2951,904,3998,1147,4220,2287,3169,1190,3152
"spr1001",21495,20947,13098,14050,35978,19377,24196,15832,5070,22356,5533,22928,12153,18434,6074,15764
"spr1002",12808,13030,7225,7476,22233,12258,16601,12725,3789,13888,4069,13628,8435,11267,4034,10085
"spr1003",1097,1240,640,665,2356,1113,1378,888,273,844,338,915,497,652,281,625
"spr1004",7245,7301,3196,3602,14740,7211,10761,7292,2171,4386,2317,4552,3693,4061,2134,3588
"spr1005",8646,8361,4316,5225,15471,7884,10817,8121,2429,5524,2676,5630,3881,4915,2361,4151
"spr1006",10008,9922,5702,6769,18581,8550,11889,7793,2677,6353,2936,6504,4202,5560,2582,5020
"spr1007",13616,13654,7806,10075,23506,11224,15664,12133,3931,9828,4087,10637,6366,9068,3946,7856
"spr1008",642,667,475,492,946,340,662,549,135,264,143,255,192,210,125,212
"spr1009",853,971,619,635,1540,635,1112,870,215,446,244,487,402,327,191,273
"spr1010",4345,4603,2418,2830,8113,5663,5258,3991,1699,3475,1805,3663,2511,2672,1371,2393
"spr1011",2898,2801,1533,1853,6681,3183,4226,2982,454,1354,600,1501,986,1048,548,1032
"spr1012",46046,45108,20218,22559,98833,51069,55904,28276,9388,13784,10552,16813,11646,11691,7047,11193
"spr1013",74152,74026,34424,39505,166600,82696,89487,61263,15419,23126,16262,28885,19505,20004,11727,20764
"spr1014",41993,43482,19577,24284,105859,54472,64456,35063,12131,21852,14014,25396,16335,17675,8964,16313
"spr1015",7,12,10,11,27,29,15,12,0,5,6,8,3,4,1,2
"spr1016",102,107,58,63,152,61,130,93,17,48,24,65,23,55,24,40
"spr1017",20967,13483,5119,8591,29978,7534,20325,11786,3085,16720,3526,19312,6467,15599,2815,14866
"spr1018",2040,1959,1264,1425,5378,2630,4234,2714,630,1061,765,1162,1111,781,535,789
