"gene_id","rofA_1","rofA_2","rofA_3","ssRA_1","ssRA_2","ssRA_3","WT_1","WT_2","WT_3"
"H7X56_09040",272,183,272,140,246,168,196,419,202
"H7X56_09045",3303,3060,3595,2969,3334,2812,3760,3753,2711
"H7X56_09050",469,417,378,443,605,288,857,735,389
"H7X56_09055",62686,42334,93348,53198,41478,78410,65052,63230,83997
"H7X56_09060",77407,70134,94105,63693,80084,82599,94843,85115,84783
"H7X56_09065",19756,18113,19304,16720,18514,19100,22598,23407,17414
"H7X56_09070",1218,1034,1365,1045,1226,727,1847,929,1085
"H7X56_09075",3499,3571,3471,2832,4653,2060,7080,4678,2631
"H7X56_09080",220,147,197,164,153,160,218,152,181
"H7X56_09085",840,360,229,642,266,188,209,345,170
"H7X56_09090",174,154,207,174,233,127,269,222,146
"H7X56_09095",1240,1189,1286,1139,1175,989,1235,1519,1018
"H7X56_09100",15034,11450,14670,12393,12521,12935,9916,15829,11751
"H7X56_09105",10572,8352,9949,7905,9341,9611,6982,10129,8054
"H7X56_09110",23909,17753,23768,19656,20564,20784,16364,22202,19414
"H7X56_09115",2073,1237,1795,1433,1359,1698,1429,1613,1303
"H7X56_09120",68382,45670,64458,54601,54428,58476,40564,53199,54400
"H7X56_09125",11638,7422,10959,10887,9440,9937,9371,10586,9485
"H7X56_09130",6158,4269,5648,6040,4555,5517,5393,6343,4926
"H7X56_09135",14235,10953,14309,14227,11012,12489,13409,14906,11445
"H7X56_09140",7771,6336,7282,8419,5849,7212,7796,9081,6748
"H7X56_09145",4884,3151,4678,5021,3801,4980,3427,4367,3676
"H7X56_09150",31780,26181,26910,26361,26912,28413,26013,32016,23670
"H7X56_09155",5022,3598,4502,4237,4171,4318,4337,5394,3673
"H7X56_09160",4128,3330,3324,3311,3690,3593,3377,3881,2992
"H7X56_09165",4925,4776,4728,4122,4573,4354,4567,5927,3969
"H7X56_09170",9390,7797,8201,8320,9254,8543,9628,10482,7308
"H7X56_09175",12821,10241,10714,11321,10757,9689,11370,15388,9613
"H7X56_09180",6956,6619,8670,5544,7297,6828,7299,7497,7513
"H7X56_09190",1078,924,1520,1093,1125,918,1468,1064,1401
"H7X56_09195",30869,27095,29222,27394,30775,25382,31636,38816,26103
"H7X56_09200",631,391,451,602,621,485,633,535,498
"H7X56_09205",11373,9490,10422,9678,11594,10322,11491,11975,9896
"H7X56_09210",16927,14390,15600,14277,15975,14590,17565,17785,13889
"H7X56_09215",16102,12903,15267,13705,15017,14008,17237,17829,13736
"H7X56_09220",30321,26097,29857,25216,29956,27177,34352,33201,26140
"H7X56_09225",9909,8746,9811,8592,9333,9110,10559,11907,9281
"H7X56_09230",16465,13958,21998,17551,16705,16454,20287,20704,19464
"H7X56_09235",17425,13584,21107,15053,16968,16925,20471,19200,17193
"H7X56_09240",418,209,273,325,290,262,289,181,282
"H7X56_09245",234,126,225,262,219,182,360,203,268
"H7X56_09250",733,457,606,687,584,657,459,657,365
"H7X56_09255",900,587,846,818,589,597,704,882,656
"H7X56_09260",840,415,568,801,477,547,586,522,536
"H7X56_09265",347,190,313,284,202,349,239,182,310
"H7X56_09270",6442,5200,5891,6311,6251,6340,6525,7085,5303
"H7X56_09275",494,285,479,376,388,491,599,485,435
"H7X56_09280",201,344,399,223,409,335,474,507,302
"H7X56_09285",1055,1058,1295,754,1313,1377,1488,1182,1490
"H7X56_09290",1489,1329,2062,1215,1709,1628,1853,1855,2159
"H7X56_09295",1706,982,973,1572,1003,979,904,1074,803
"H7X56_09300",206,140,89,236,103,87,132,168,60
"H7X56_09305",39582,36558,49069,31272,43566,39335,54320,40584,41969
"H7X56_09310",989,805,751,971,924,690,1136,1162,756
"H7X56_09315",1440,1202,1354,1100,1054,1279,1133,1324,1329
"H7X56_09320",25225,21989,24137,22195,22673,24298,26693,29447,22106
"H7X56_09325",8627,7263,8197,7950,7584,8149,8887,10025,6941
"H7X56_09330",24179,18246,24957,22135,20208,24398,24000,24797,21744
"H7X56_09335",18092,18268,22901,15396,18777,19230,18703,22109,20642
"H7X56_09340",3248,2784,4026,2781,3244,3809,3082,4018,3729
"H7X56_09345",20703,19489,26049,17804,20827,21836,20616,25587,22672
"H7X56_09350",4804,4357,5727,5240,3960,5913,4174,5875,4698
"H7X56_09355",7852,6743,9156,7358,7352,9840,7039,8944,7776
"H7X56_09360",8410,6379,6524,6806,7966,5798,12305,8124,6384
"H7X56_09365",6805,5752,7110,6669,6051,7608,5637,7087,6236
"H7X56_09370",8079,6660,8259,7401,7036,8864,6646,8736,6723
"H7X56_09375",14215,10682,14405,13710,11295,14695,12780,15605,12872
"H7X56_09380",9181,7589,10126,8997,8098,9589,9538,10264,8362
"H7X56_09385",16059,12664,16318,14795,13983,15469,15287,16908,14020
"H7X56_09390",4955,3486,4526,4687,3971,4595,4366,5021,4093
"H7X56_09395",3334,2084,3160,2799,2433,3436,2710,2516,2761
"H7X56_09400",510,321,405,553,445,381,521,572,412
"H7X56_09405",443,312,448,457,392,442,545,501,321
"H7X56_09410",370,448,473,481,405,410,635,725,564
"H7X56_09415",3622,3039,3235,3269,2859,2923,3966,4382,3149
"H7X56_09420",10638,8655,9418,9496,8942,8526,10081,11520,8372
"H7X56_09425",9020,6252,11061,8407,7085,11595,9023,8533,9720
"H7X56_09430",62739,52742,60076,54672,56735,61858,67156,65391,51951
"H7X56_09435",8529,7169,8305,7767,7324,8695,8370,10258,6759
"H7X56_09440",5272,3961,5445,5053,4387,5795,4775,5513,4943
"H7X56_09445",40861,33139,37302,35548,35519,37322,35969,47229,33339
"H7X56_09450",8652,6593,7950,8773,7502,9409,6583,10379,6736
"H7X56_09455",20,0,5,1,3,27,25,10,5
"H7X56_09460",9,20,3,28,13,24,15,19,22
"H7X56_09470",378,39,61,262,30,73,35,54,9
"H7X56_09475",997,713,1180,950,849,924,756,1006,955
"H7X56_09480",21561,16528,19019,19174,19001,17248,21258,23934,16786
"H7X56_09485",5710,4337,5468,5613,4415,5249,4393,6465,4905
