"gene_id","rofA_1","rofA_2","rofA_3","ssRA_1","ssRA_2","ssRA_3","WT_1","WT_2","WT_3"
"H7X56_06900",13332,10077,15700,10943,12863,15090,14449,12608,14621
"H7X56_06905",4470,3545,5309,3835,4212,4920,5311,4679,5043
"H7X56_06910",1457,966,1696,1293,1138,1435,1466,1591,1588
"H7X56_06915",46462,40161,45072,40201,41178,45169,44570,57395,37433
"H7X56_06920",1045,1079,995,1071,1340,941,1308,1810,913
"H7X56_06925",2175,2063,1672,1860,2397,1370,2611,3021,1336
"H7X56_06930",2113,2576,1625,1747,2612,1122,3514,3676,1421
"H7X56_06935",305,216,310,283,324,230,367,339,256
"H7X56_06940",750,385,514,505,418,392,741,544,482
"H7X56_06945",428,278,401,338,377,244,490,410,345
"H7X56_06950",18999,15377,20326,16934,15058,17942,20123,20635,17566
"H7X56_06955",5491,4643,5944,4570,4935,5687,4687,6773,4906
"H7X56_06960",38956,34631,39498,30677,37737,38666,35097,41780,34840
"H7X56_06965",14094,12333,14173,11036,12928,14421,12314,15098,12551
"H7X56_06970",4016,2917,4323,3703,3366,3297,3808,4099,3867
"H7X56_06975",8329,7364,6695,7831,7353,5497,9438,10651,5598
"H7X56_06980",14015,11493,11419,13069,11540,10208,15349,15077,10188
"H7X56_06985",11498,8946,13286,10350,9729,11392,12601,12558,11965
"H7X56_06990",2725,1847,2256,2232,2010,1813,2332,3045,2177
"H7X56_06995",5123,3264,4091,4721,3709,4353,5551,5140,3774
"H7X56_07000",1220,815,1344,1013,692,1252,1036,1121,1205
"H7X56_07005",5189,3932,5050,4180,4298,4968,5732,4586,4267
"H7X56_07010",4608,3451,4393,4406,3543,4163,5564,4559,4096
"H7X56_07015",369,224,179,293,221,152,1741,240,174
"H7X56_07025",79,124,76,150,177,49,624,179,91
"H7X56_07030",83,132,68,139,77,81,451,130,68
"H7X56_07035",688,827,434,716,916,418,3716,1050,424
"H7X56_07040",149,268,91,205,376,61,985,375,61
"H7X56_07045",330,377,75,327,458,103,1551,576,60
"H7X56_07050",1158,985,1030,967,1255,931,2395,1359,1118
"H7X56_07055",410,149,230,271,197,236,148,148,224
"H7X56_07060",9284,4714,5781,7727,4892,5299,7601,5065,5766
"H7X56_07065",1068,517,707,948,696,620,839,630,602
"H7X56_07070",239,141,276,246,149,288,126,234,268
"H7X56_07075",8956,6521,7231,7432,7620,7148,9310,8244,6276
"H7X56_07080",121330,99255,108133,101648,107197,95789,141836,129651,95307
"H7X56_07085",6974,4755,6125,6241,5590,5530,7267,6851,5328
"H7X56_07090",8296,6075,7177,7215,6969,6904,9509,8118,6317
"H7X56_07095",38190,27444,34624,32098,30967,31290,39697,34326,30519
"H7X56_07100",13417,9179,13153,12181,9528,11276,13422,12150,12233
"H7X56_07105",392,478,242,344,585,195,395,526,199
"H7X56_07110",1518,1449,2092,1856,1349,2797,1288,2113,1922
"H7X56_07115",4805,7047,2948,4621,7209,2955,4565,8268,2605
"H7X56_07120",884,1583,591,1064,1521,628,969,2143,481
"H7X56_07125",814,1140,501,733,1147,499,852,1064,437
"H7X56_07130",3329,4655,2094,3235,4416,1653,2973,5670,1728
"H7X56_07135",290,557,276,522,489,188,418,991,278
"H7X56_07140",7819,11421,4839,7321,11468,4711,7340,13055,4156
"H7X56_07145",2724,3015,1434,2452,3405,1449,2123,3743,1226
"H7X56_07150",4507,6502,2741,4135,6089,2691,4473,7554,2381
"H7X56_07155",8258,10894,4298,6986,11340,4215,7450,12546,3692
"H7X56_07160",3303,4576,2078,3184,4782,1941,3378,5963,1710
"H7X56_07165",24804,35012,14834,22455,38103,14658,23124,38836,12984
"H7X56_07170",925,1404,602,767,1310,643,935,1339,457
"H7X56_07175",1631,2600,1046,1768,2642,849,1806,3311,859
"H7X56_07180",3914,5636,2532,3676,5539,2291,3867,7832,1994
"H7X56_07185",1856,2585,1208,1754,2682,1110,1971,3252,756
"H7X56_07190",1861,2900,1153,1804,2858,1191,1626,3005,918
"H7X56_07195",2008,3187,1527,2079,2965,1369,1953,4009,1119
"H7X56_07200",2622,3685,1621,2389,3558,1453,2092,3867,1514
"H7X56_07205",5402,7260,3422,5006,7688,3251,4725,8024,2516
"H7X56_07210",3533,4622,2129,3069,4904,1978,3382,5551,1625
"H7X56_07215",1045,1298,722,962,1492,633,1293,1658,445
"H7X56_07220",330,446,143,348,425,145,239,660,152
"H7X56_07225",3511,4448,2318,3023,5258,2165,3130,5293,1803
"H7X56_07230",3544,4500,2235,3116,4772,1889,3208,5536,1751
"H7X56_07235",2607,3388,1683,2410,3360,1482,2438,3378,1205
"H7X56_07240",1040,1262,592,833,1002,567,790,1597,494
"H7X56_07245",140,191,137,121,204,109,98,196,96
"H7X56_07250",147,273,151,186,283,141,138,350,142
"H7X56_07255",458,838,458,617,727,400,591,1148,423
"H7X56_07260",234,434,211,304,284,172,370,492,212
"H7X56_07265",73,105,83,27,84,55,36,101,52
"H7X56_07270",1882,2459,1286,1566,2605,1461,2054,3200,1257
"H7X56_07275",542,722,472,363,740,244,574,927,243
"H7X56_07280",3616,5190,3205,3648,5325,2932,3873,6017,2505
"H7X56_07285",3225,4121,2490,2911,4172,2277,3199,5258,2375
"H7X56_07290",973,1662,1049,928,1552,814,964,1947,805
"H7X56_07295",756,886,613,491,894,608,626,911,500
"H7X56_07300",2030,3006,2033,2099,3209,1969,2186,3270,1739
"H7X56_07305",404,591,365,358,489,408,384,620,312
"H7X56_07310",176,142,115,126,190,103,102,195,151
"H7X56_07315",25,34,27,31,45,21,46,115,36
"H7X56_07320",233,259,217,164,223,183,345,362,166
"H7X56_07325",149,257,180,154,178,156,220,422,183
"H7X56_07330",102,186,116,118,98,88,113,225,54
"H7X56_07335",240,218,189,153,184,138,174,263,140
"H7X56_07340",286,432,306,367,402,265,368,479,367
"H7X56_07345",1062,1288,1227,1147,1356,1156,1786,1884,988
"H7X56_07350",300,414,312,329,423,327,213,337,315
"H7X56_07355",485,481,398,570,340,401,352,462,360
"H7X56_07360",673,501,525,781,460,452,493,606,464
"H7X56_07365",723,522,460,731,390,533,555,682,539
"H7X56_07370",1726,936,642,1550,785,886,481,983,685
"H7X56_07375",553,703,603,669,651,700,629,594,677
"H7X56_07380",11008,9017,12426,9792,10065,11377,12882,11431,10697
"H7X56_07385",10639,9457,12066,10647,10309,10861,12207,12962,10423
"H7X56_07390",7191,5342,6748,6768,6193,6819,6551,8079,5903
"H7X56_07395",4170,3403,4205,3857,3549,4480,4458,4153,3741
"H7X56_07400",2814,2417,2556,2728,2563,2636,2784,3992,2242
"H7X56_07405",2168,1700,1886,1918,1815,1773,2080,3368,1510
"H7X56_07410",23380,19157,20002,21271,21382,20892,21790,24293,18083
"H7X56_07415",12293,10660,10224,9927,10314,10475,10184,11949,9150
"H7X56_07420",7029,5666,6277,6458,5902,7003,7095,6784,5704
"H7X56_07425",26161,18843,22323,24081,22338,26225,23909,23164,19495
"H7X56_07430",10197,7779,10355,9216,8522,9540,9526,9207,8561
"H7X56_07435",45975,37964,50155,32932,48014,43470,56780,46782,47097
"H7X56_07440",41650,35696,46522,31750,45762,39121,52559,43610,41712
"H7X56_07445",54272,46899,60684,39004,59670,49991,67425,49858,53400
"H7X56_07450",1503,1410,1552,1716,1117,1605,1103,1375,1325
"H7X56_07455",17820,15690,16883,15623,16431,15579,17524,21953,13968
"H7X56_07460",106082,95219,85793,94033,97086,89917,91177,130399,73222
"H7X56_07465",125400,107884,102684,105643,118208,104207,108162,153558,85878
"H7X56_07470",214001,190318,174938,189407,203686,180882,192446,269990,146301
"H7X56_07475",45538,39521,35673,37797,41345,36814,40300,52540,31194
"H7X56_07480",69740,63247,60692,58875,61943,55609,65245,86791,49707
"H7X56_07485",163060,141576,136416,137408,151318,140760,154499,184836,115151
"H7X56_07490",100380,90097,86430,89372,89696,85450,97176,131658,76427
"H7X56_07495",109146,92025,93671,89862,98424,96762,104377,117127,81533
"H7X56_07500",162646,146316,151307,151624,149255,151457,169045,204227,135102
"H7X56_07505",38432,29055,35880,32283,31895,35748,38421,38748,32368
"H7X56_07510",235112,197486,220340,199490,223836,222860,255323,266262,197461
"H7X56_07515",145871,120370,141979,130958,129417,132897,164377,169158,127429
"H7X56_07520",178988,146634,178623,161980,167921,175428,199373,182762,158966
"H7X56_07525",39616,11562,9948,33684,12077,9207,11334,13896,8723
"H7X56_07530",112863,41494,33787,102599,42348,30540,42605,54578,30749
"H7X56_07535",25398,8294,5763,21681,8893,6127,8572,10760,5434
"H7X56_07540",41218,14508,10390,35289,16452,10800,14989,17329,9132
"H7X56_07545",2139,2124,2637,2306,2127,2009,2934,3211,2708
"H7X56_07550",5131,4692,5474,4774,5100,4832,6555,5764,4839
"H7X56_07555",3483,3449,3259,2851,3069,3010,4030,4158,2825
"H7X56_07560",1437,1212,1702,1182,1353,1290,1989,1494,1406
"H7X56_07565",1126,1008,1402,843,1095,1053,1712,1415,1305
"H7X56_07570",36079,32797,35455,28176,36848,31320,44832,39755,30124
"H7X56_07575",32780,28610,32721,26785,32553,28571,42243,39161,28390
"H7X56_07580",4082,3288,4079,3517,3779,3726,5238,4583,3728
"H7X56_07585",154,115,123,90,129,112,83,39,76
"H7X56_07590",473,391,416,463,347,320,535,401,332
"H7X56_07595",22623,23217,23339,21222,24160,19364,27607,32243,20774
"H7X56_07600",19622,16310,17137,16245,16744,16669,18706,20412,14987
"H7X56_07605",3541,3516,3124,3389,3458,2714,3585,5343,3168
"H7X56_07610",10573,8996,10521,10368,9558,9880,12175,12948,9825
"H7X56_07615",1966,1648,1999,2034,1513,1916,1672,2259,1680
"H7X56_07620",869,697,1057,857,855,966,1072,992,907
"H7X56_07625",1448,1147,1408,1267,1307,1395,1687,1164,1645
"H7X56_07630",11676,8867,11003,10121,10260,10577,10949,12006,10112
"H7X56_07635",9357,8284,9603,8205,9452,8618,9548,11305,7885
"H7X56_07640",4018,2975,3252,3532,3862,3229,4085,4261,3263
"H7X56_07645",2653,2289,2748,2398,2368,2423,2868,2676,2267
"H7X56_07650",2589,1813,2559,2253,1881,2417,2304,1976,2569
"H7X56_07655",1997,985,1613,1706,1045,1498,976,1249,1628
"H7X56_07660",990,549,649,909,567,556,692,552,648
"H7X56_07665",1234,448,656,938,660,672,801,446,643
"H7X56_07670",844,393,640,887,539,616,445,591,526
"H7X56_07675",897,357,547,746,392,493,394,458,410
"H7X56_07680",4686,2761,3772,4530,2815,3219,3037,3639,3425
"H7X56_07685",56851,41428,46829,52331,44125,42940,54397,54180,42036
"H7X56_07690",16947,12514,14575,14597,13405,13344,16125,15800,12582
"H7X56_07695",6347,5093,6253,6148,5557,5304,6789,7306,5573
"H7X56_07700",105560,88306,99700,90014,93690,90375,123106,118195,86268
"H7X56_07705",1126,932,855,1037,1099,731,1178,1186,797
"H7X56_07710",1133,811,808,1018,1035,685,1136,1231,747
"H7X56_07715",6402,5239,4763,5541,5003,4796,6049,6645,4226
"H7X56_07720",1187,484,390,1090,557,360,522,601,383
"H7X56_07725",11327,4059,3354,10712,4133,3398,3825,5152,3017
"H7X56_07730",9161,2980,2318,7312,3482,2348,3071,3087,2228
"H7X56_07735",912,769,632,872,771,645,882,907,713
"H7X56_07740",1377,1061,1222,1132,1081,1245,1528,1350,1167
"H7X56_07745",23006,20545,24222,22940,22504,21764,23928,28694,20024
"H7X56_07750",18511,15116,18158,16408,16984,17893,19222,20004,15036
"H7X56_07755",24206,21191,24407,23801,21224,22291,25609,30854,21109
"H7X56_07760",2293,1495,1988,1982,1540,2031,2002,2211,1810
"H7X56_07765",6738,4967,5883,5370,5384,6419,6384,6423,5109
"H7X56_07770",42673,41039,37953,36423,42051,35170,44001,53689,32200
"H7X56_07775",181,129,148,86,156,136,295,288,179
"H7X56_07780",7219,6359,8357,6434,6138,7691,7823,8856,7591
"H7X56_07785",4475,3369,5425,4498,3642,4930,4526,6281,4793
"H7X56_07790",208,88,72,131,93,112,153,156,88
"H7X56_07795",1065,580,900,1183,762,854,712,1060,891
"H7X56_07800",841,555,663,898,479,632,786,576,694
"H7X56_07805",401,354,203,381,400,359,238,427,127
"H7X56_07810",107,121,93,91,124,73,64,78,73
"H7X56_07815",119,108,100,156,138,128,85,163,73
"H7X56_07820",28,86,14,39,55,61,55,58,34
"H7X56_07825",556,481,268,428,432,386,282,658,209
"H7X56_07830",202,180,141,177,175,228,146,189,105
"H7X56_07835",356,374,278,314,393,396,418,428,220
"H7X56_07840",137,100,112,121,98,138,103,97,97
"H7X56_07845",651,845,565,704,799,750,684,855,528
"H7X56_07850",33,35,43,98,35,21,18,51,38
"H7X56_07855",53,55,83,105,62,69,23,84,31
"H7X56_07860",95,118,66,61,97,84,70,131,29
"H7X56_07865",88,48,62,49,55,31,53,76,12
"H7X56_07870",54,125,57,59,66,40,79,85,33
"H7X56_07875",24,55,48,25,56,50,103,25,36
"H7X56_07880",51,54,34,43,75,64,46,91,47
"H7X56_07885",46,100,85,51,38,77,40,99,38
"H7X56_07890",176,272,197,247,244,208,272,338,150
"H7X56_07895",40,48,46,57,60,28,45,94,33
"H7X56_07900",61,128,119,42,153,131,118,173,75
"H7X56_07905",25,42,20,33,55,21,26,11,29
"H7X56_07910",211,172,314,190,255,294,217,247,259
"H7X56_07915",185,159,158,187,238,173,140,203,173
"H7X56_07920",113,274,145,173,198,163,197,265,116
"H7X56_07925",93,108,76,78,83,54,25,104,84
"H7X56_07930",35,53,30,27,36,31,49,29,55
"H7X56_07935",854,1091,585,756,921,523,736,1316,548
"H7X56_07940",458,760,495,567,768,483,563,1068,413
"H7X56_07945",162,273,137,172,243,122,176,400,151
"H7X56_07950",148,225,123,145,174,117,102,245,148
"H7X56_07955",257,396,255,256,293,289,229,607,196
"H7X56_07960",64,205,96,118,158,98,93,255,71
"H7X56_07965",409,771,406,447,647,409,426,950,434
"H7X56_07970",175,409,161,204,259,124,120,290,131
"H7X56_07975",711,1340,574,776,1070,554,593,1208,555
"H7X56_07980",148,194,157,161,223,139,127,293,206
"H7X56_07985",80,166,94,103,130,62,136,286,68
"H7X56_07990",95,116,41,91,104,59,46,159,70
"H7X56_07995",118,140,111,67,174,106,132,252,118
"H7X56_08000",197,314,256,228,413,213,232,548,206
"H7X56_08005",222,167,175,200,314,222,88,276,162
"H7X56_08010",92,181,126,132,193,84,85,300,137
"H7X56_08015",204,460,133,251,370,242,125,400,232
"H7X56_08025",737,710,572,553,696,656,618,669,572
"H7X56_08030",250,404,193,248,391,189,207,515,204
"H7X56_08035",1029,1720,1072,891,1812,945,1191,2007,1099
"H7X56_08040",154,460,260,265,406,318,232,740,272
"H7X56_08045",766,465,684,616,555,503,759,587,628
"H7X56_08050",416,483,301,221,633,325,322,646,320
"H7X56_08055",1467,3013,1763,1504,2833,1555,1695,3604,2010
"H7X56_08060",154,128,245,196,146,168,145,220,245
"H7X56_08065",571,1024,531,524,1034,700,581,954,562
"H7X56_08070",572,948,519,530,929,493,338,1209,544
"H7X56_08075",939,974,989,1009,1342,1149,1221,1379,1092
"H7X56_08080",4501,4087,4682,4244,4384,4366,4544,5574,4093
"H7X56_08085",550,828,452,468,779,471,558,986,487
"H7X56_08090",2628,1844,1982,2887,1945,1836,2571,2003,1903
"H7X56_08095",1051,871,835,1383,933,956,1016,1459,887
"H7X56_08100",3397,1684,1845,3273,1696,1900,1327,2812,1548
"H7X56_08105",9279,6984,9118,8542,7743,8025,9242,10091,7567
"H7X56_08110",12569,9946,12014,10901,11304,10104,14530,14657,11242
"H7X56_08115",20069,17712,22099,17347,21653,20412,27544,23547,20821
"H7X56_08120",59877,57176,70677,52809,69184,64193,89676,68122,60701
"H7X56_08125",38698,36826,47438,36728,43551,40403,58314,45380,41674
"H7X56_08130",395,339,558,411,310,532,408,403,447
"H7X56_08135",3096,2117,3038,3249,2111,3146,2487,3035,2868
"H7X56_08140",360,190,173,403,179,237,261,256,156
"H7X56_08145",3513,2723,3643,3092,3135,3447,3860,4192,3660
"H7X56_08150",3069,2292,3369,2541,2749,2972,3246,3458,3253
"H7X56_08155",12494,11176,15162,11796,11164,13066,14074,15097,12642
"H7X56_08160",4760,3777,6599,4548,4689,6185,6421,5376,6011
"H7X56_08165",2135,1590,3147,2189,2086,2862,2903,2168,2827
"H7X56_08170",9474,7180,8637,8248,7756,8279,7667,9654,7765
"H7X56_08175",8374,6612,7425,7476,7200,6784,7509,9051,6562
"H7X56_08180",10823,9016,8642,9707,8788,9214,8406,12356,7716
"H7X56_08185",3815,3371,3803,3467,3655,3553,4297,3791,2996
"H7X56_08190",2956,2389,3019,2583,2547,2781,3002,2996,2715
"H7X56_08195",84253,76972,84514,67683,95339,73454,145399,98706,76655
"H7X56_08200",15724,12798,18257,12147,14818,14348,18478,17307,15906
"H7X56_08205",8489,7203,9634,7130,8725,7503,11229,10249,9264
"H7X56_08210",7424,5230,9174,6794,6074,8480,8450,6885,7710
"H7X56_08215",5944,4968,6347,4487,5724,5300,6254,5632,5276
"H7X56_08220",75345,63759,58666,60477,72981,44387,79019,79129,50134
"H7X56_08225",2858,1990,3061,2655,2272,3473,3194,2680,2687
"H7X56_08230",18003,14624,17559,17269,15264,20287,20666,20579,15926
"H7X56_08235",15,10,10,49,11,31,9,0,5
"H7X56_08240",816,567,843,773,711,844,756,869,813
"H7X56_08245",2382,2107,2760,2541,2038,2412,2240,2653,2707
"H7X56_08250",1183,696,940,929,750,757,881,793,787
"H7X56_08255",493,339,609,507,372,381,443,434,490
"H7X56_08260",2380,1894,2714,2448,1815,2437,2520,2679,2423
"H7X56_08265",8604,6838,8237,7890,7736,7533,8938,9210,7270
"H7X56_08270",5969,5578,6333,5809,6478,5510,6859,8976,5048
"H7X56_08275",13162,12155,12049,10788,14550,11616,15025,14754,10401
"H7X56_08280",6379,6984,6487,5428,6973,5919,8087,9987,5526
"H7X56_08285",2472,2041,1701,2521,1791,1655,2048,3642,1932
"H7X56_08290",1082,890,1242,1234,1279,1222,683,1294,1015
"H7X56_08295",17551,13940,17166,13885,16313,16388,18470,18128,15188
"H7X56_08300",4886,3799,4928,3988,4125,4508,4802,5351,4366
"H7X56_08305",9798,8021,11402,8888,8557,10343,10820,10176,9638
"H7X56_08310",5448,4635,6083,4992,4645,5121,6748,6539,5273
"H7X56_08315",45370,40538,45174,37503,44007,38670,55171,50352,39017
"H7X56_08320",47413,40439,52281,43099,42479,48731,48766,59135,44239
"H7X56_08325",10028,8802,12211,10290,8007,10380,9819,14088,10273
"H7X56_08330",1768,1549,1823,1944,1549,1773,1622,2281,1525
"H7X56_08335",83432,71068,79727,70301,84827,81046,86658,89397,72741
"H7X56_08340",23414,19506,22107,22573,21928,21449,24997,26815,20603
"H7X56_08345",10059,8327,9474,10454,8201,9906,10904,11923,8411
"H7X56_08350",55107,44446,48433,45021,50477,49784,54255,56810,43588
"H7X56_08355",9384,7951,9096,9695,8236,8990,9412,11126,7794
"H7X56_08360",1203,939,769,1122,1021,688,1273,1350,819
"H7X56_08365",4207,3249,5366,3789,4083,4659,4286,3539,5049
"H7X56_08370",108993,90207,103687,96568,98413,104666,100771,115040,90805
"H7X56_08375",49,120,120,75,73,62,128,110,123
"H7X56_08380",23465,19191,22705,19943,20255,20468,22935,25499,19873
"H7X56_08385",32049,28683,32226,27322,29417,29689,33131,36851,28673
"H7X56_08390",11358,10533,14551,12098,11031,12000,15525,15291,12626
"H7X56_08395",58838,51023,64207,54816,56273,60302,62282,70367,58329
"H7X56_08400",3664,2378,3159,3081,2896,2895,2884,3922,2803
"H7X56_08405",3851,3141,3377,3112,3747,3462,4448,4155,3083
"H7X56_08410",2561,2411,2737,2423,2279,2436,2927,3153,2288
"H7X56_08415",4742,4024,4425,4488,4404,4463,4913,6031,4049
"H7X56_08420",3336,3402,3187,3045,2707,2831,3275,3980,2827
"H7X56_08425",30,32,39,29,30,41,35,37,17
"H7X56_08430",0,0,8,5,1,4,0,5,10
"H7X56_08435",69,35,60,44,28,60,70,127,71
"H7X56_08440",7,6,8,3,13,10,3,5,18
"H7X56_08445",2008,1615,1742,1504,1775,1524,2857,2233,1684
"H7X56_08450",608,436,988,570,344,1011,457,469,765
"H7X56_08455",263,321,259,202,239,149,603,454,314
"H7X56_08460",17,35,14,13,0,10,7,0,1
"H7X56_08465",14466,14514,13200,12681,14383,12517,22500,21253,12690
"H7X56_08470",18389,18868,17983,16363,18147,16348,30239,25087,15498
"H7X56_08475",15296,14132,14712,13561,15349,13241,24976,19921,12864
"H7X56_08480",23139,19720,23214,20954,21101,19222,34943,28943,19861
"H7X56_08485",51928,50581,51073,45067,49872,39913,86541,73529,46376
"H7X56_08490",2405,1801,2344,2100,1946,2101,3156,3050,2144
"H7X56_08495",5299,3565,6075,4730,4526,5412,7794,6299,5568
"H7X56_08500",18689,16444,17611,15079,17524,16555,17409,24233,16323
"H7X56_08505",7943,7581,6982,6287,7943,7035,8225,10296,6326
"H7X56_08510",25170,21696,23070,18591,23236,20913,23459,29565,20530
"H7X56_08515",23071,18827,22114,17026,20822,19862,22386,23190,19254
"H7X56_08520",9899,8454,10446,8742,7998,9704,10539,12104,9785
"H7X56_08525",8225,5787,8314,6247,7307,7325,8964,7385,7063
"H7X56_08530",3484,3048,3786,3298,3238,3632,4498,4333,3571
"H7X56_08535",4971,4121,3598,4252,4380,3729,4880,4416,3647
"H7X56_08540",9512,7934,7455,8269,9047,6942,9492,11864,6472
"H7X56_08545",14380,13178,15208,13131,13641,12879,16633,15458,12790
"H7X56_08550",6965,5818,6841,5711,6576,5645,7718,8575,5746
"H7X56_08555",11,13,11,24,8,19,0,0,6
"H7X56_08560",401427,306868,355935,342371,344504,381698,320956,392093,315785
"H7X56_08565",313082,267613,298109,250280,307096,276418,390205,339323,259580
"H7X56_08570",105819,95895,117188,86692,112778,97536,171307,115910,103317
"H7X56_08575",64624,57000,75536,53949,60507,58074,100790,80128,63238
"H7X56_08580",101780,91908,94461,94060,89632,85493,118039,128091,83695
"H7X56_08585",13028,10109,12227,11529,10432,11447,12451,13461,10684
"H7X56_08590",15166,13117,12755,13727,13008,13095,11969,17730,10810
"H7X56_08595",19347,16069,16436,17225,16673,15848,14857,22098,13235
"H7X56_08600",7801,6889,6863,6756,6791,6514,6298,9490,5321
"H7X56_08605",9725,7770,8066,8486,8841,7835,8167,10410,7254
"H7X56_08610",14365,12271,11713,12697,12742,11557,12671,17014,9955
"H7X56_08615",13579,11370,10548,11044,11606,10578,12370,14177,8876
"H7X56_08620",8696,7313,7182,7600,7681,6988,8007,8889,6271
"H7X56_08625",6607,5856,6007,6499,6025,5846,6149,7392,5084
"H7X56_08630",2426,1870,2253,2118,1695,2118,2823,2837,2336
"H7X56_08640",366,354,201,353,354,168,466,330,203
"H7X56_08645",334,160,138,307,219,113,238,150,113
"H7X56_08650",465,338,132,308,365,203,332,284,157
"H7X56_08655",305,354,170,245,253,119,265,304,220
"H7X56_08660",900,659,336,683,795,218,595,1012,293
"H7X56_08665",587,539,236,461,624,106,586,791,311
"H7X56_08670",3495,3144,4444,3215,3018,3214,4303,3689,4304
"H7X56_08675",17816,15075,15644,15771,15119,14460,17421,19939,13831
"H7X56_08680",15254,11122,12988,12343,12383,12835,13666,14465,11844
"H7X56_08685",5792,4237,5868,5149,4174,5892,5506,5633,5040
"H7X56_08690",2886,2638,3899,2360,2888,3214,3755,3037,3467
"H7X56_08695",3971,3475,5413,3533,4306,4573,6138,4597,5002
"H7X56_08700",4125,3415,5651,3507,3987,4739,5633,4024,4918
"H7X56_08705",27588,25296,29393,23334,26959,25323,32320,32705,25053
"H7X56_08710",2964,3167,2429,2884,3416,2219,3541,4617,2190
"H7X56_08715",4361,3383,4226,3947,3508,4510,4265,4889,3681
"H7X56_08720",9645,7880,9127,8241,8740,8793,8100,11425,7868
"H7X56_08725",2579,2106,3144,2694,1977,3042,2904,3066,2705
"H7X56_08730",1944,1407,2028,1814,1695,1846,2170,2260,1618
"H7X56_08735",12422,10948,13460,9568,12290,10951,14607,15207,12628
"H7X56_08740",8045,7505,9507,6949,7458,8563,10343,9554,8335
"H7X56_08745",1809,1421,2207,1734,1447,1984,2573,2056,2187
"H7X56_08750",24081,19671,19297,19826,20983,19296,22222,27798,16960
"H7X56_08755",17124,14365,14049,14741,14797,13296,16241,20094,11717
"H7X56_08760",2333,1838,2999,2065,1789,2710,2936,2274,2500
"H7X56_08765",1028,853,832,952,955,651,1196,1178,727
"H7X56_08770",18229,14920,17974,17552,13881,19925,18590,24692,17606
"H7X56_08775",50327,38655,49848,45298,39927,56904,47486,57218,47640
"H7X56_08785",17772,14549,19563,17794,14251,23374,17199,22414,18599
"H7X56_08790",213676,172838,178417,186739,167292,174776,219559,243016,177745
"H7X56_08795",14322,10341,14553,12731,12015,13926,14170,17107,13105
"H7X56_08800",1464,1172,1526,1109,1516,1239,1458,1391,1090
"H7X56_08805",12883,12278,10904,11148,11641,9924,12536,15561,10117
"H7X56_08810",9975,8730,8714,8561,8845,8085,8708,12165,8022
"H7X56_08815",4882,4323,4179,4242,4685,3852,4904,5997,3434
"H7X56_08820",6944,5788,5586,6095,6284,5709,5806,7685,4804
"H7X56_08825",2454,1876,1496,2389,1958,1461,1726,3001,1154
"H7X56_08830",4700,4294,3020,4781,4222,2820,3283,6360,2601
"H7X56_08835",3495,3063,1982,3277,2505,2157,2792,4832,1891
"H7X56_08840",1811,1501,1164,1630,1364,1102,1176,2155,1152
"H7X56_08845",865,715,812,746,542,738,993,740,711
"H7X56_08850",3985,4515,3413,3966,3691,2821,9223,7500,2851
"H7X56_08855",666,468,432,539,509,326,24684,666,445
"H7X56_08860",1632,1134,831,1339,1269,806,55348,1804,796
"H7X56_08865",2771,2306,2697,2486,2493,2445,4337,3285,2400
"H7X56_08870",21906,21817,20858,19529,26102,14941,42489,26669,19758
"H7X56_08875",1674,1960,2043,2315,1967,1799,1944,2793,1665
"H7X56_08885",1343,933,1726,1156,972,1355,2466,1145,1485
"H7X56_08890",3623,2175,3670,2841,2373,3551,5597,3207,3503
"H7X56_08895",471,211,145,420,158,110,436,163,137
"H7X56_08900",67,5,24,77,43,22,125,56,3
"H7X56_08905",115,71,38,109,38,66,118,89,52
"H7X56_08910",4209,2482,3739,4051,2738,3392,3819,3505,3268
"H7X56_08915",2579,1563,2629,2427,1772,2510,2404,2080,2062
"H7X56_08920",4633,988,1300,4125,1271,1205,1721,1201,1201
"H7X56_08925",2743,1713,2735,1534,2147,2567,2012,1771,2225
"H7X56_08930",5942,5527,6280,6499,5082,6849,6525,8725,5919
"H7X56_08935",28329,25283,22966,24793,26559,22258,23717,34716,19485
"H7X56_08940",1433,957,945,1307,1137,1029,1226,1839,1098
"H7X56_08945",14228,11110,11767,12191,11241,10707,11718,16745,10642
"H7X56_08950",11333,8887,9305,11018,9300,9259,9351,14079,8405
"H7X56_08955",3736,4027,3111,2957,4557,2321,5070,5123,2865
"H7X56_08965",40173,23299,31763,34531,25878,32765,15615,27991,28011
"H7X56_08970",7926,4378,6185,8753,4541,6030,3210,6774,5471
"H7X56_08975",26403,21073,21119,24695,21192,21305,26112,29704,18922
"H7X56_08980",3434,2701,2755,3037,2335,2737,2893,3617,2426
"H7X56_08985",21725,18183,17172,21278,25605,21529,25068,23862,17150
"H7X56_08990",13,30,20,7,7,11,3,43,5
"H7X56_08995",28361,25961,26846,23326,30926,23412,31928,32529,23892
"H7X56_09000",91566,88879,89348,75606,102669,79391,106102,105689,80752
"H7X56_09005",203,188,206,122,252,145,164,239,121
"H7X56_09010",60,68,25,85,70,71,108,124,35
"H7X56_09015",33,89,19,36,34,20,27,55,16
"H7X56_09020",42,27,4,29,42,10,30,52,33
"H7X56_09025",243,140,132,203,141,128,199,106,89
"H7X56_09030",136,67,53,63,72,50,136,69,35
"H7X56_09035",206,149,226,184,248,118,282,186,177
