"gene_id","SK36_Mono_7","SK36_Mono_8","SK36_Mono_9","SK36_CoSK36_16","SK36_CoSK36_17","SK36_CoSK36_18","SK36_Quad_22","SK36_Quad_23","SK36_Quad_24"
"SSA_RS09480",642,1874,4536,2479,1694,1788,420,464,468
"SSA_RS09485",1308,847,984,3694,3560,2956,1223,873,714
"SSA_RS09490",349,586,1283,595,398,866,228,323,229
"SSA_RS09495",1,1,3,1,1,1,3,1,1
"SSA_RS09500",1,1,1,1,1,4,1,1,1
"SSA_RS09505",1,1,1,1,1,1,1,1,1
"SSA_RS09510",1,1,1,3,3,1,2,3,1
"SSA_RS09515",6789,4068,5271,20141,16927,13875,4934,3117,2995
"SSA_RS09520",613,721,1593,1593,1891,1118,363,299,212
"SSA_RS09525",443,1062,1941,1669,1358,1436,364,339,275
"SSA_RS09530",2579,4393,8670,7163,5695,5388,1400,1488,1010
"SSA_RS09535",9181,8371,15794,25545,22815,17527,6424,4786,4477
"SSA_RS09540",3033,2536,4624,10329,8469,4842,810,839,519
"SSA_RS09545",28148,37196,76858,106309,99080,83670,28841,22561,15876
"SSA_RS09550",948,2308,4781,2963,2581,2358,1111,672,669
"SSA_RS09555",3569,3935,6899,8445,5837,5629,1768,2914,2213
"SSA_RS09560",137,108,150,141,193,124,61,69,75
"SSA_RS09565",1165,2059,3530,2543,1881,1606,802,937,744
"SSA_RS09570",3263,5790,10446,7317,6064,4738,1725,1666,1337
"SSA_RS09575",10922,3792,5497,26727,25464,12914,7283,3980,4158
"SSA_RS09580",5250,10353,19499,15390,8717,12287,3469,4181,3285
"SSA_RS09585",717,988,1705,1672,1323,1052,509,354,364
"SSA_RS09590",1353,3070,5440,4073,3394,3782,1210,1402,1014
"SSA_RS09595",1191,2753,5797,4303,2822,2530,780,636,628
"SSA_RS09600",257,170,240,720,664,601,249,207,164
"SSA_RS09605",181,244,458,424,428,477,224,164,116
"SSA_RS09610",83146,233952,682267,177971,115649,141367,34334,46037,33901
"SSA_RS09615",1563,1515,2525,3794,3867,2498,1143,811,662
"SSA_RS09620",175,337,599,599,633,493,198,147,89
"SSA_RS09625",3433,3217,5030,11621,11524,8659,5765,2627,2812
"SSA_RS09630",453,873,1527,1415,1225,1070,568,351,301
"SSA_RS09635",1172,2117,3896,3628,2837,3017,1157,965,787
"SSA_RS09640",222,926,1611,908,466,1018,251,277,258
"SSA_RS09645",678,905,1276,2124,1912,1320,819,465,470
"SSA_RS09650",522,152,244,1363,1496,810,451,221,291
"SSA_RS09655",164,361,503,464,337,423,87,151,134
"SSA_RS09660",56,70,146,146,173,138,35,28,36
"SSA_RS09665",22375,30714,47461,65709,41452,48973,16520,14098,15610
"SSA_RS09670",13643,18517,35895,44582,37475,30199,9244,8538,7011
"SSA_RS09675",8597,11217,23264,26799,21167,15548,4727,3968,3848
"SSA_RS09680",16092,65730,230523,36738,25464,37051,26923,47815,34366
"SSA_RS09685",383,812,1663,1532,1225,1044,436,389,290
"SSA_RS09690",751,657,1194,2221,1648,1840,428,301,294
"SSA_RS09700",1,1,1,1,1,1,1,1,1
"SSA_RS09705",1,1,1,1,1,1,1,1,1
"SSA_RS09710",132,148,205,327,284,265,81,71,59
"SSA_RS09715",2,2,2,2,3,11,4,1,1
"SSA_RS09720",346,161,236,911,732,573,195,178,115
"SSA_RS09725",245,171,188,634,654,460,181,136,106
"SSA_RS09730",52,106,172,180,181,134,67,70,43
"SSA_RS09735",153,147,306,469,344,395,248,243,236
"SSA_RS09740",53,44,79,149,87,84,24,36,19
"SSA_RS09745",160,67,137,320,329,249,73,76,61
"SSA_RS09750",115660,21002,24826,293831,349311,174205,139484,98126,65788
"SSA_RS09755",131,130,224,409,317,332,221,354,260
"SSA_RS09760",5782,15289,18783,17945,11537,13477,9067,9666,7497
"SSA_RS09765",256,190,180,551,500,525,178,199,153
"SSA_RS09770",184,604,1279,668,354,525,154,158,157
"SSA_RS09775",28707,5329,4657,53442,50772,38697,19923,12399,10955
"SSA_RS09780",59,229,406,223,152,170,84,58,41
"SSA_RS09785",15035,4979,4713,32546,40309,21476,9162,8899,7074
"SSA_RS09790",49,64,197,103,115,85,40,15,24
"SSA_RS09795",57,194,592,175,128,167,63,68,50
"SSA_RS09800",275,380,476,842,681,631,239,205,218
"SSA_RS09805",308,338,565,915,766,774,556,499,312
"SSA_RS09810",18904,12968,24174,47276,37889,29381,8546,8707,5586
"SSA_RS09815",928,1229,1637,1852,1392,1394,473,434,457
"SSA_RS09820",101,292,539,226,167,136,100,55,59
"SSA_RS09825",5073,6895,10056,11130,9904,6554,3072,1660,2079
"SSA_RS09830",2392,1946,2450,4457,3569,1855,578,580,737
"SSA_RS09835",15588,30455,41186,31022,17209,20379,4180,7870,7427
"SSA_RS09840",131,532,1571,361,259,307,419,375,222
"SSA_RS09845",205,208,395,444,442,364,210,209,101
"SSA_RS09850",232,133,260,622,459,404,141,83,98
"SSA_RS09855",461,214,435,1231,991,686,216,212,164
"SSA_RS09860",1445,1595,2428,3100,2590,2164,831,794,708
"SSA_RS09865",1245,1775,2531,3310,2532,2214,855,722,707
"SSA_RS09870",1372,1155,1844,3185,2561,2287,654,775,598
"SSA_RS09875",792,1049,2091,1969,1515,1361,468,378,275
"SSA_RS09880",260,194,402,702,688,483,780,464,455
"SSA_RS09885",340,241,386,1217,979,772,327,181,207
"SSA_RS09890",99,293,708,489,275,82,19,18,20
"SSA_RS09895",6,15,45,17,10,8,15,16,5
"SSA_RS09900",23,9,26,46,56,42,92,70,42
"SSA_RS09905",583,254,585,726,342,94,13,16,6
"SSA_RS09915",2049,2678,4862,4800,4413,2764,1057,724,628
"SSA_RS09920",5917,5287,8720,10774,9196,7844,2967,2260,1630
"SSA_RS09930",393,367,535,623,579,527,184,164,119
"SSA_RS09935",171,32,36,250,300,173,80,62,49
"SSA_RS09940",178,130,214,320,314,225,101,79,74
"SSA_RS09945",38922,12115,16003,51244,60288,31703,13035,10387,9443
"SSA_RS09950",34189,47174,37097,81675,51623,56881,15709,20731,17911
"SSA_RS09960",3,1,6,11,10,5,2,1,1
"SSA_RS09965",75708,132939,204309,316981,186909,136452,31381,28530,23932
"SSA_RS09970",140,94,152,358,372,164,54,61,29
"SSA_RS09975",7605,19295,21290,18223,12854,19873,12950,14391,12053
"SSA_RS09980",6165,1424,1119,11833,14395,9788,7385,4996,3096
"SSA_RS09985",742,1273,2601,2756,2376,1505,621,552,716
"SSA_RS09990",357,157,258,1124,1273,542,453,203,318
"SSA_RS09995",974,1552,3272,4102,3098,2845,1297,1075,1078
"SSA_RS10000",50,92,274,96,90,47,52,19,28
"SSA_RS10005",517,256,689,2218,2762,944,10331,8228,4941
"SSA_RS10010",432,193,367,2602,2580,933,4113,2456,2541
"SSA_RS10015",1477,2898,5962,4545,3636,3071,1109,1043,787
"SSA_RS10020",275,45,102,580,633,369,244,171,147
"SSA_RS10025",580,595,764,1449,1188,941,544,505,401
"SSA_RS10030",105,218,448,372,343,231,316,332,305
"SSA_RS10035",215,357,802,559,473,307,332,224,246
"SSA_RS10040",40,20,16,95,111,74,34,33,29
"SSA_RS10045",55,90,127,160,158,121,45,35,33
"SSA_RS10050",504,688,1404,1370,1125,1013,727,670,526
"SSA_RS10055",468,1161,2530,1311,730,1061,574,452,334
"SSA_RS10060",592,887,1607,1439,1067,1121,1338,1198,858
"SSA_RS10070",6391,4259,5448,15039,8911,9633,2506,3601,2500
"SSA_RS10075",10849,3781,3336,25738,17118,15752,5153,5207,3484
"SSA_RS10080",7066,1733,894,16467,10886,12648,3213,4406,3769
"SSA_RS10085",72,65,140,181,183,140,107,61,74
"SSA_RS10090",95429,49032,27575,197461,135718,142936,56537,60802,44937
"SSA_RS10100",74,38,53,141,205,102,45,28,35
"SSA_RS10105",176,504,927,456,307,429,95,87,67
"SSA_RS10110",7313,4126,6311,16156,14944,13323,5219,4056,3432
"SSA_RS10115",71,226,583,183,104,135,45,53,33
"SSA_RS10120",353,424,907,690,661,387,323,329,260
"SSA_RS10125",236,343,625,639,530,370,158,117,94
"SSA_RS10130",825,1651,3534,2552,1834,1655,1242,1232,950
"SSA_RS10135",5841,3527,4279,8088,7425,4886,3353,2224,1910
"SSA_RS10140",6603,14913,15159,25474,15037,20403,6164,6256,6422
"SSA_RS10145",8521,8265,13405,21962,16032,14395,3680,5243,4315
"SSA_RS10150",874,1533,2722,2890,2386,1726,441,534,412
"SSA_RS10155",2165,3748,6238,6671,4393,4564,1242,1541,1232
"SSA_RS10160",1124,1808,3344,2568,2039,1806,750,635,562
"SSA_RS10165",9115,4680,2717,23199,17299,18983,7055,5342,4965
"SSA_RS10170",3001,4542,7884,8729,6971,6095,2340,1866,1777
"SSA_RS10175",16,26,37,55,31,15,2,1,1
"SSA_RS10185",5815,9864,15072,18879,10592,8110,1147,1418,1164
"SSA_RS10190",10971,15753,29307,31985,22207,15022,3506,3364,2778
"SSA_RS10195",613,726,1513,1839,1454,1133,372,371,336
"SSA_RS10200",3,2,1,5,1,2,4,1,1
"SSA_RS10205",1,2,6,3,2,3,3,1,1
"SSA_RS10210",8,13,28,20,12,4,1,1,3
"SSA_RS10215",2,1,7,8,7,6,1,3,4
"SSA_RS10220",7,1,1,4,4,1,1,3,1
"SSA_RS10225",10,10,31,25,15,17,3,1,1
"SSA_RS10230",541,566,1303,1228,1144,1034,339,343,268
"SSA_RS10235",7,2,28,12,2,2,1,2,1
"SSA_RS10240",9,4,32,17,7,6,1,1,1
"SSA_RS10245",3,14,25,15,5,3,1,1,1
"SSA_RS10250",7,6,19,5,5,3,1,1,1
"SSA_RS10255",23,94,294,180,57,27,3,4,5
"SSA_RS10260",125,962,837,327,176,169,25,27,18
"SSA_RS10265",102218,291029,835495,329669,190137,271822,55935,72955,54875
"SSA_RS10280",64,101,205,283,239,264,146,62,77
"SSA_RS10285",194,560,1292,710,437,526,315,98,160
"SSA_RS10290",14,23,55,35,23,19,22,5,7
"SSA_RS10295",20,33,104,29,34,14,17,10,2
"SSA_RS10300",28,85,239,97,75,82,37,18,16
"SSA_RS10305",35,155,511,106,80,104,44,10,19
"SSA_RS10310",12,17,50,36,16,23,11,5,4
"SSA_RS10315",42,39,102,126,133,99,55,25,16
"SSA_RS10320",187,235,300,300,214,154,31,83,73
"SSA_RS10325",21277,30404,52465,36455,20629,13485,3405,3202,2233
"SSA_RS10330",543892,69407,80808,1099749,999225,756469,780314,634749,462615
"SSA_RS10335",18156,14504,22149,57859,60224,42315,27315,21625,16374
"SSA_RS10340",12047,8478,9270,31539,28220,30339,13278,10807,10233
"SSA_RS10345",6937,831,801,9806,18249,8836,9894,4347,4046
"SSA_RS10350",3843,4408,6533,9660,6630,7261,2509,2661,2113
"SSA_RS10355",2143,4142,7782,6129,4291,4267,1314,1371,1146
"SSA_RS10360",246,396,771,565,534,455,156,153,105
"SSA_RS10365",496,758,1540,1592,1180,990,353,262,263
"SSA_RS10370",542,782,1678,2037,1778,1148,426,271,244
"SSA_RS10375",317,298,406,719,614,511,168,131,128
"SSA_RS10380",400,377,518,1193,851,1032,369,234,291
"SSA_RS10385",10430,9430,18608,30111,27811,19667,6677,5374,4628
"SSA_RS10390",31,40,103,87,53,102,29,20,16
"SSA_RS10395",4,10,35,9,3,16,6,7,2
"SSA_RS10400",1498,1100,1646,3906,3137,2829,1039,1143,885
"SSA_RS10405",262,277,462,755,580,497,236,161,140
"SSA_RS10410",91,60,86,283,253,160,114,84,71
"SSA_RS10415",421,1073,1741,1416,929,1063,391,573,354
"SSA_RS10420",102,90,194,173,143,126,33,38,27
"SSA_RS10425",3773,2003,3809,9082,9030,6658,2715,1872,1628
"SSA_RS10430",685,510,884,773,689,787,159,187,77
"SSA_RS10435",10,11,12,8,13,13,3,3,3
"SSA_RS10440",180,409,588,229,189,252,60,90,57
"SSA_RS10445",387,342,588,749,924,666,197,264,169
"SSA_RS10450",291,127,159,423,766,379,138,97,90
"SSA_RS10455",290,344,366,893,540,589,220,207,180
"SSA_RS10460",5465,13364,34159,13471,7407,17272,8550,9210,8942
"SSA_RS10465",41,99,180,143,114,89,31,29,24
"SSA_RS10470",990,1245,2446,2894,2610,2213,851,619,552
"SSA_RS10475",225,335,712,634,557,517,210,190,173
"SSA_RS10480",2586,6521,6359,10772,6662,10630,2779,3056,2745
"SSA_RS10485",1117,1308,2040,4091,4508,6481,3689,2462,1808
"SSA_RS10490",482,427,1337,1333,1318,1370,704,473,431
"SSA_RS10495",3699,2584,3544,10977,8189,7347,2737,2445,2362
"SSA_RS10500",2261,1222,2026,4310,4872,2893,1559,1071,1022
"SSA_RS10505",514,1477,3557,1547,1105,1238,382,477,321
"SSA_RS10510",5049,8194,15859,12821,9350,8804,3076,2971,2341
"SSA_RS10515",4956,10164,17746,11778,11545,5476,2127,2556,1735
"SSA_RS10520",13198,13459,14849,22344,29335,9973,3898,4214,2789
"SSA_RS10525",2104,459,469,1691,4087,829,711,457,290
"SSA_RS10530",14426,3082,3030,12115,21731,6427,4113,3236,2038
"SSA_RS10535",8802,13862,29718,11495,11094,6160,2073,2461,1434
"SSA_RS10540",16392,12388,15834,25099,19436,21519,7638,6769,5327
"SSA_RS10545",668,620,927,1699,1379,1699,511,344,366
"SSA_RS10550",251,326,698,435,393,340,144,162,134
"SSA_RS10555",381,458,733,799,866,504,252,176,181
"SSA_RS10560",11166,10139,17559,42639,35529,25849,10453,8434,6067
"SSA_RS10565",4813,5069,7604,11150,8632,9547,2583,3257,1875
"SSA_RS10570",246,343,732,525,543,347,331,279,249
"SSA_RS10575",112,263,758,297,240,195,93,87,63
"SSA_RS10580",188,560,1167,444,393,355,138,105,95
"SSA_RS10585",111,188,500,311,264,210,107,85,68
"SSA_RS10590",9170,10234,6847,16465,9484,14146,12030,18650,13710
"SSA_RS10595",1142,1759,3222,4596,4212,3766,1681,1077,928
"SSA_RS10600",1326,1001,1501,3899,3635,2296,770,618,459
"SSA_RS10605",3170,2853,5048,8663,7476,5695,2383,1892,1744
"SSA_RS10610",477,433,1108,974,1042,547,231,156,192
"SSA_RS10615",410,1378,1763,1591,1071,1271,443,352,365
"SSA_RS10620",347,1077,1701,1142,810,804,291,234,172
"SSA_RS10625",1060,2811,5692,3391,1967,2763,868,919,799
"SSA_RS10630",171,97,158,298,396,220,118,76,78
"SSA_RS10635",513,552,1386,1113,1083,676,367,264,272
"SSA_RS10640",603,661,1106,1804,1701,1130,442,407,371
"SSA_RS10645",195,128,193,439,505,300,116,63,85
"SSA_RS10650",482,398,476,1194,1209,656,206,195,147
"SSA_RS10655",587,275,344,1165,1564,745,306,183,167
"SSA_RS10660",1846,1091,1376,3736,4147,2341,925,711,601
"SSA_RS10665",3258,3741,5843,9010,7390,5737,1417,1767,1163
"SSA_RS10670",1471,1232,2006,4192,3595,2769,743,861,594
"SSA_RS10675",1072,582,722,2792,3064,1796,744,535,449
"SSA_RS10680",2893,2356,5209,6264,6339,4778,11878,7621,5935
"SSA_RS10685",2037,490,339,6298,3640,5089,925,2267,1899
"SSA_RS10690",344,153,353,775,917,600,249,221,157
"SSA_RS10695",1947,2547,5367,4488,3856,3542,1431,1526,1281
"SSA_RS10700",196,401,654,569,453,397,208,168,146
"SSA_RS10705",584,624,1328,1547,1269,1150,486,307,273
"SSA_RS10710",652,859,1462,2047,1451,1574,589,426,390
"SSA_RS10715",311,731,1938,981,622,708,269,205,163
"SSA_RS10720",683,1244,2418,1806,1294,1508,896,771,561
"SSA_RS10725",699,762,1431,1098,1026,809,442,420,297
"SSA_RS10730",1222,651,1682,2638,2984,1739,672,726,574
"SSA_RS10735",65,89,141,205,180,146,77,107,86
"SSA_RS10740",260,330,548,777,717,691,279,243,208
"SSA_RS10745",72,98,246,254,209,209,68,66,44
"SSA_RS10750",1317,2689,3908,3869,2560,2458,619,961,810
"SSA_RS10755",757,721,925,2628,2002,1555,477,521,379
"SSA_RS10760",806,1114,2381,1815,1599,1057,450,401,365
"SSA_RS10765",1610,2040,5162,3739,3257,2190,851,820,751
"SSA_RS10770",477,346,663,1442,1254,880,349,193,263
"SSA_RS10775",685,1337,1981,1983,1098,1589,526,421,427
"SSA_RS10780",30228,23491,42217,85952,76253,59562,41828,48646,32185
"SSA_RS10785",22502,3020,4329,32680,57795,23355,41807,21750,15529
"SSA_RS10790",2,1,1,15,14,17,3,3,2
"SSA_RS10795",823,535,993,2121,1764,2013,805,578,498
"SSA_RS10800",27075,7302,6799,59268,48541,44907,17310,18068,14421
"SSA_RS10805",250,1305,1312,3010,1654,2149,904,419,1069
"SSA_RS10810",7652,23786,47991,16482,11628,19573,8537,8461,7024
"SSA_RS10815",21035,53353,86329,48472,30993,43054,15133,14001,11622
"SSA_RS10820",1932,2920,5490,5690,4143,3579,1268,964,886
"SSA_RS10825",25,28,73,59,60,34,17,12,18
"SSA_RS10830",60,211,335,308,238,253,163,69,74
"SSA_RS10835",1420,3494,6562,5180,3490,3862,1671,1755,1138
"SSA_RS10840",1574,2756,4300,5166,3626,3546,1110,1097,837
"SSA_RS10845",191,300,441,519,599,427,107,124,74
"SSA_RS10850",585,1036,2072,1141,1154,965,300,323,202
"SSA_RS10855",1460,1246,1989,3408,2899,2288,794,697,535
"SSA_RS10860",1500,2232,4053,4586,3892,3174,1052,818,606
"SSA_RS10865",698,358,543,1806,2037,1212,480,264,202
"SSA_RS10870",200,289,582,708,524,489,127,125,84
"SSA_RS10875",156,266,583,550,429,390,179,196,141
"SSA_RS10880",973,1163,1914,3057,2880,2010,828,590,445
"SSA_RS10885",917,808,1851,2370,1900,1866,577,507,383
"SSA_RS10890",276,500,1016,916,771,679,227,188,158
"SSA_RS10895",256,598,1407,821,619,613,177,185,126
"SSA_RS10900",1084,1921,4120,4348,3327,2935,752,891,627
"SSA_RS10905",272,104,260,332,309,305,258,208,159
"SSA_RS10910",166,61,115,187,236,117,141,104,117
"SSA_RS10915",78,67,129,95,105,59,33,35,22
"SSA_RS10920",2404,439,749,2157,2509,1650,1345,661,607
"SSA_RS10925",5563,12337,24091,17171,11664,13804,3950,3868,3315
"SSA_RS10930",372,421,784,965,884,638,298,235,253
"SSA_RS10935",2566,3417,5771,4903,3923,3990,1783,2050,1360
"SSA_RS10940",880,516,1088,1803,2079,946,477,332,324
"SSA_RS10945",24462,24493,41585,60367,54105,31653,11375,10275,9567
"SSA_RS10950",16558,4096,6538,36513,39846,18442,9833,5596,5550
"SSA_RS10955",15477,21242,30645,42008,37895,26835,10881,7849,6915
"SSA_RS10960",14017,6217,5170,29971,17823,20428,6950,6159,5579
"SSA_RS10965",2120,1111,1776,2884,3461,1824,944,806,552
"SSA_RS10970",50380,47737,27849,111403,59424,98503,33367,28955,28382
"SSA_RS10975",4177,1556,2102,10498,9129,6363,2240,2005,1817
"SSA_RS10980",1464,2992,5338,4398,2981,3020,1336,1331,1140
"SSA_RS10985",158,397,702,518,372,416,161,172,126
"SSA_RS10990",1302,2663,4653,2326,1866,1470,250,307,243
"SSA_RS10995",954,606,431,1165,1213,702,143,105,98
"SSA_RS11000",1771,840,1336,2115,2745,1389,326,199,232
"SSA_RS11005",4375,3171,3861,8665,5255,4580,653,769,718
"SSA_RS11010",1631,1231,1205,3520,2813,3173,1137,1017,890
"SSA_RS11020",1046,817,1295,2067,2177,1259,369,355,268
"SSA_RS11025",762,364,770,1712,1598,1118,878,655,520
"SSA_RS11030",1126,1169,1915,3153,2755,1951,833,586,671
"SSA_RS11035",67,71,128,181,111,145,64,73,30
"SSA_RS11040",24,83,201,62,29,49,10,23,22
"SSA_RS11045",927,1617,3707,2192,1668,1536,948,928,755
"SSA_RS11050",1474,534,885,3686,4552,1810,731,364,337
"SSA_RS11055",588,267,393,1301,1391,551,139,108,85
"SSA_RS11060",1128,1469,2885,2632,2052,1682,659,661,558
"SSA_RS11065",1912,522,461,2762,2757,1707,1091,850,579
"SSA_RS11070",4060,3627,5822,11610,8738,8018,2798,2268,2382
"SSA_RS11075",2367,1382,1569,6396,5169,4694,1411,1492,1267
"SSA_RS11080",5163,4599,4940,18983,13246,13334,4743,3667,3597
"SSA_RS11085",443,498,944,2075,1760,2226,523,472,520
"SSA_RS11090",1248,661,755,2931,2981,3128,1241,824,1009
"SSA_RS11095",917,1068,1729,6563,6186,4409,521,488,402
"SSA_RS11100",174,481,1539,1080,801,593,68,72,63
"SSA_RS11105",563,601,980,1161,1028,886,205,322,205
"SSA_RS11110",647,1116,2870,1611,1400,1055,519,351,357
"SSA_RS11115",999,3858,9749,2193,1035,2576,418,1595,1122
"SSA_RS11120",890,1671,2718,2196,1717,1357,390,378,336
"SSA_RS11125",776,775,696,1953,1502,1278,451,475,451
"SSA_RS11130",398,223,347,846,880,544,214,145,142
"SSA_RS11135",50,32,46,86,93,56,27,23,16
"SSA_RS11140",32,22,48,103,64,51,18,20,11
"SSA_RS11145",2825,4353,8399,7614,5620,4687,1580,1650,1451
"SSA_RS11150",215,242,433,666,633,421,140,119,116
"SSA_RS11155",142,117,125,277,320,178,51,42,44
"SSA_RS11160",1849,3976,8316,4658,4106,3589,1154,1275,985
"SSA_RS11165",40633,24508,38715,89073,108508,64481,24601,16349,13787
"SSA_RS11170",575694,1946429,3331225,1681799,1060625,1111428,346318,326781,278959
"SSA_RS11175",3343,3465,4114,9583,7213,5857,2013,1868,1555
"SSA_RS11180",1384,2570,4009,4414,3165,3762,1596,1268,1125
"SSA_RS11185",6007,7374,15374,14975,11680,9784,3405,4092,3709
"SSA_RS11190",28237,4026,4640,58901,65176,47261,41024,27901,17542
"SSA_RS11195",1600,1102,2909,23436,16872,15761,11140,11174,9889
"SSA_RS11205",93,82,182,205,210,201,64,87,64
"SSA_RS11210",86,41,24,168,223,138,168,103,93
"SSA_RS11215",880,636,808,1833,1786,1321,503,358,265
"SSA_RS11220",5,6,4,4,5,3,5,1,1
"SSA_RS11225",38,25,15,84,55,79,22,12,21
"SSA_RS11230",1,1,6,2,2,4,1,2,1
"SSA_RS11235",5,6,4,15,16,20,3,1,3
"SSA_RS11240",8,2,4,13,4,4,2,2,1
"SSA_RS11245",1,1,1,2,3,2,1,1,1
"SSA_RS11250",446,321,463,872,1317,602,412,184,253
"SSA_RS11255",397,146,172,942,762,752,273,221,203
"SSA_RS11260",1236,770,1019,3495,2473,2509,892,841,724
"SSA_RS11265",621,709,1455,1393,1067,999,205,360,198
"SSA_RS11270",451,753,1502,1071,915,748,182,271,128
"SSA_RS11275",218,418,1132,508,460,399,110,137,78
"SSA_RS11280",3950,8363,20904,10443,6825,8515,1817,3025,1827
"SSA_RS11285",1263,2421,6935,2856,2198,2146,506,718,451
"SSA_RS11290",1235,1900,3678,3185,2423,2434,621,796,451
"SSA_RS11295",8512,7794,11355,22906,16494,13245,3375,4511,3147
"SSA_RS11300",13506,13860,21869,36198,27434,23455,6197,8006,5328
"SSA_RS11305",278,251,469,538,495,378,82,95,49
"SSA_RS11310",98,106,148,133,120,89,35,34,15
"SSA_RS11315",608,263,439,1297,1241,910,164,205,104
"SSA_RS11320",1462,701,1215,2602,2550,1697,456,537,266
"SSA_RS11325",1251,637,1348,1851,1842,1284,230,362,178
"SSA_RS11330",300,73,129,305,405,212,62,84,35
"SSA_RS11335",1331,1657,2727,2694,1891,2105,395,856,380
"SSA_RS11340",192,70,107,377,404,205,45,83,21
"SSA_RS11345",9507,647,1018,11353,12995,5137,1896,2146,1082
"SSA_RS11350",319,357,555,545,444,428,77,136,63
"SSA_RS11355",146,131,325,197,193,158,32,61,23
"SSA_RS11360",1157,797,1337,1743,1836,1115,307,431,268
"SSA_RS11365",20156,20721,39822,45385,45125,24195,4947,6731,3499
"SSA_RS11370",2252,3355,5879,9172,5842,4465,613,833,595
"SSA_RS11375",368,968,1524,826,485,817,297,391,276
"SSA_RS11380",78,268,592,157,143,165,53,57,37
"SSA_RS11385",265,518,832,693,497,488,147,162,118
"SSA_RS11390",145,353,923,387,213,258,54,62,65
"SSA_RS11395",2121,2980,1284,10362,6118,9461,5521,1832,3240
"SSA_RS11400",35,59,79,99,79,63,41,15,22
"SSA_RS11405",41,57,96,167,137,101,69,41,41
"SSA_RS11410",583,1114,2035,1507,1145,1082,331,388,283
"SSA_RS11415",11333,17321,28619,33687,23434,25374,8493,7233,6394
"SSA_RS11420",732,1343,2828,2089,1448,1326,434,424,347
"SSA_RS11425",947,1356,3222,2060,2075,1302,671,439,461
"SSA_RS11430",4963,10009,18531,14426,9667,10451,3048,3613,3043
"SSA_RS11435",210,636,1658,740,470,475,113,148,133
"SSA_RS11440",185,48,102,219,325,239,127,76,36
"SSA_RS11445",187,355,751,387,289,281,74,71,50
"SSA_RS11450",1363,1482,2720,2756,2488,2122,747,629,452
"SSA_RS11455",39,87,338,172,131,153,153,99,83
"SSA_RS11460",148,259,318,538,450,450,113,135,124
"SSA_RS11465",402,439,781,983,801,1435,902,340,538
"SSA_RS11470",6056,7628,10383,16198,14782,14216,5260,3897,3149
"SSA_RS11480",2,1,1,5,5,2,1,1,1
"SSA_RS11490",827,1902,4566,3696,2912,2544,920,770,693
"SSA_RS11495",2112,3974,7558,10050,7147,6675,1891,1662,1536
"SSA_RS11500",696,577,1125,2235,2073,1193,465,262,317
"SSA_RS11505",1623,1725,2589,4115,3793,2856,1051,846,747
"SSA_RS11510",35358,27052,30227,93617,79673,92658,47924,46944,31211
"SSA_RS11515",390,448,723,782,693,432,226,225,159
"SSA_RS11520",367,186,239,758,741,438,142,109,49
"SSA_RS11525",1277,1325,3027,2235,1375,1756,426,496,390
"SSA_RS11530",502,143,242,1503,1337,880,295,198,190
"SSA_RS11535",444,1072,2254,1558,980,1228,323,371,297
"SSA_RS11540",2259,2265,4603,6186,5121,4017,1205,1146,936
"SSA_RS11545",213,135,189,596,678,352,127,76,71
"SSA_RS11550",4292,4093,6452,12113,9634,7834,2406,2297,1654
"SSA_RS11555",5018,6201,9923,13846,10027,10191,3963,3789,2961
"SSA_RS11560",6125,3539,6745,14977,16188,11146,11979,9048,6326
"SSA_RS11565",873,698,1451,3370,2633,1963,754,462,433
"SSA_RS11570",577,1012,1802,1766,1409,1213,614,680,502
"SSA_RS11575",357,399,740,1088,1044,728,294,181,179
"SSA_RS11580",95029,26868,35654,176831,141816,146321,77684,27218,41410
"SSA_RS11585",239,216,630,466,555,364,120,106,90
"SSA_RS11590",263,364,661,819,685,653,144,164,135
"SSA_RS11595",504,773,1703,1755,1626,1184,515,387,322
"SSA_RS11600",349,306,623,1033,1005,638,289,222,138
"SSA_RS11605",2076,2912,4718,6370,4961,4222,1589,1568,1346
"SSA_RS11610",2198,1400,1883,5263,5583,3681,1356,1111,858
"SSA_RS11615",4663,5845,9936,14204,10092,9682,3623,3518,3211
"SSA_RS11620",854,159,154,1850,1616,1294,255,215,156
"SSA_RS11625",739,1070,1754,1842,1328,1204,359,341,258
"SSA_RS11630",2439,5815,12258,7780,5943,7152,2341,2096,1939
"SSA_RS11635",3866,2887,3850,13262,10583,8778,2772,2230,2011
"SSA_RS11640",17519,10660,14007,41309,40563,28035,11811,8500,7618
"SSA_RS11645",3669,4348,7531,9371,8876,6586,2926,2024,1751
"SSA_RS11650",47,76,90,80,46,91,36,74,14
"SSA_RS11655",324,454,2806,544,486,487,182,215,139
"SSA_RS11660",12583,5950,6240,10036,9823,8302,2569,2024,1610
"SSA_RS11665",44289,17804,22067,32656,28870,28347,7916,7110,5836
"SSA_RS11670",5964,11074,22629,9412,5932,6474,995,2126,1158
"SSA_RS11675",91,78,151,219,169,237,103,112,79
"SSA_RS11680",3603,2274,2265,8119,4644,6589,2402,2358,2142
"SSA_RS11685",11927,7431,11795,14764,14804,12535,5828,3603,4536
"SSA_RS11690",2571,1166,1770,2544,3059,1908,1006,769,746
"SSA_RS11695",37,52,106,74,57,46,20,22,16
"SSA_RS11700",123,57,45,277,214,145,53,69,41
