"gene_id","SK36_Mono_7","SK36_Mono_8","SK36_Mono_9","SK36_CoSK36_16","SK36_CoSK36_17","SK36_CoSK36_18","SK36_Quad_22","SK36_Quad_23","SK36_Quad_24"
"SSA_RS05005",433,1693,4735,2142,1526,1406,387,445,339
"SSA_RS05010",80,248,960,357,386,255,122,103,73
"SSA_RS05015",2124,2647,5582,7653,6656,4185,1403,1282,1120
"SSA_RS05020",1336,3945,8313,6304,5181,3878,1131,1305,873
"SSA_RS05025",1959,2152,3339,3771,3152,2893,800,1119,644
"SSA_RS05030",2062,3289,4983,8174,9140,5302,2758,1093,1510
"SSA_RS05035",231,343,749,695,431,554,183,194,141
"SSA_RS05040",911,1240,2132,2919,2275,1878,598,535,489
"SSA_RS05045",655,628,1264,1873,1506,1129,392,391,340
"SSA_RS05050",4996,3351,4682,10403,10020,6914,2596,2326,1690
"SSA_RS05055",3866,4915,8441,12660,11576,11738,4601,3270,3625
"SSA_RS05060",1107,1377,2324,4861,3320,3725,939,1029,839
"SSA_RS05065",175,579,1316,529,363,444,140,120,95
"SSA_RS05070",3199,2045,3281,9395,9483,6317,2795,1642,1344
"SSA_RS05075",2459,3688,8204,8495,7015,7018,2255,2150,1850
"SSA_RS05080",3459,1738,2718,8850,6211,5431,1920,1481,1421
"SSA_RS05085",728,193,310,1747,2307,1488,644,458,306
"SSA_RS05090",69412,120965,182402,203685,111322,195242,89875,114396,94080
"SSA_RS05095",2379,2785,4349,7215,5892,4520,1094,805,787
"SSA_RS05100",1170,1256,2549,5131,3441,2871,525,530,433
"SSA_RS05105",707,1006,2188,2399,1914,1189,167,194,177
"SSA_RS05110",534,537,1158,1446,1054,855,184,189,163
"SSA_RS05115",2277,3994,7058,7999,6331,3064,531,400,346
"SSA_RS05120",12533,15806,20365,41407,33482,20285,3430,3093,2354
"SSA_RS05125",806,2153,4837,2577,1821,1424,292,311,249
"SSA_RS05130",311,921,2562,990,687,588,125,98,65
"SSA_RS05135",1020,2425,5829,2354,1761,1473,389,391,278
"SSA_RS05140",1633,1448,1891,5193,4229,3583,1388,1007,837
"SSA_RS05145",2886,2464,4191,7752,7207,5100,2378,1394,1403
"SSA_RS05150",3664,2874,3206,10118,7802,7583,2400,1788,1642
"SSA_RS05155",2917,1204,2237,8075,6932,5284,2227,1358,1485
"SSA_RS05160",311,702,1144,1048,734,656,230,194,150
"SSA_RS05165",304,680,1255,1101,802,735,196,198,183
"SSA_RS05170",73,149,220,248,212,204,57,49,44
"SSA_RS05175",178,418,961,625,495,521,179,129,92
"SSA_RS05180",625,844,1682,1739,1561,1330,422,306,221
"SSA_RS05185",6051,7417,5977,14501,9137,16366,8232,7841,7822
"SSA_RS05190",307,613,983,239,98,47,12,11,12
"SSA_RS05195",398,426,466,417,266,153,43,26,31
"SSA_RS05200",540,921,1309,442,246,190,49,37,37
"SSA_RS05205",871,825,1105,673,456,330,82,49,53
"SSA_RS05210",751,858,1448,1864,1704,1258,1187,1414,811
"SSA_RS05215",161,233,311,445,330,331,120,138,79
"SSA_RS05220",421,806,1696,1060,911,667,209,187,106
"SSA_RS05225",451,288,354,719,978,481,145,106,97
"SSA_RS05230",79982,6847,6299,165363,175713,112856,63098,44597,36831
"SSA_RS05235",114407,27394,27879,236537,251830,160667,68059,45263,37045
"SSA_RS05240",33143,23451,37641,69994,67552,55951,30436,25070,20580
"SSA_RS05245",188,637,1259,1973,1146,407,59,47,43
"SSA_RS05250",58,223,488,572,473,402,285,51,105
"SSA_RS05255",491,741,1489,2045,1143,539,100,105,70
"SSA_RS05260",4802,5570,9308,12568,14060,16272,7263,4727,4361
"SSA_RS05265",575,684,1445,1423,1336,934,343,421,278
"SSA_RS05270",315,350,640,851,779,554,248,189,121
"SSA_RS05275",22,50,114,60,49,33,11,18,8
"SSA_RS05280",906,1639,3516,2691,1675,1720,761,765,672
"SSA_RS05285",69,105,156,185,171,134,70,43,55
"SSA_RS05290",296,170,304,564,663,360,257,218,160
"SSA_RS05295",1068,1926,3883,2947,2347,2137,695,648,533
"SSA_RS05300",204,330,556,632,484,504,233,213,200
"SSA_RS05305",362,408,537,843,757,604,241,191,150
"SSA_RS05310",670,702,1292,2063,1710,1320,386,364,286
"SSA_RS05315",944,1887,3014,3470,2467,2389,812,693,566
"SSA_RS05320",2485,3842,6777,7986,6452,5810,2044,1537,1175
"SSA_RS05325",9286,3563,7478,26967,25787,8917,1249,743,656
"SSA_RS05330",6784,7366,19072,28677,22605,9378,394,498,340
"SSA_RS05335",16672,21390,53490,56048,40619,17375,1147,1243,881
"SSA_RS05340",1558,1101,1288,4295,3232,3277,1220,1003,776
"SSA_RS05345",1456,777,1290,2961,2782,2090,762,537,537
"SSA_RS05350",1185,948,1434,2711,2782,1910,976,811,739
"SSA_RS05355",197,232,437,442,379,341,191,170,112
"SSA_RS05360",542,770,989,1416,1187,940,576,694,452
"SSA_RS05365",177,403,765,457,370,315,93,93,56
"SSA_RS05370",55,33,38,118,138,75,45,20,20
"SSA_RS05375",345,639,1634,1136,1133,1158,352,349,258
"SSA_RS05380",530,641,1035,1336,1370,939,507,400,272
"SSA_RS05385",6829,5215,6432,22348,15042,13115,4137,3609,3259
"SSA_RS05390",2599,2182,3491,6397,6872,4507,1736,1242,1105
"SSA_RS05395",2320,1876,3749,5640,5666,4056,1547,1243,939
"SSA_RS05400",16911,7586,9202,41026,27715,29034,11229,7722,7775
"SSA_RS05405",1505,2289,3119,4638,3244,3168,1050,789,673
"SSA_RS05410",4064,12289,37695,21475,14721,9206,837,1143,703
"SSA_RS05415",17084,10739,15929,36420,31568,24832,7393,6653,4947
"SSA_RS05420",2630,2994,4992,7763,7288,5046,1444,1326,862
"SSA_RS05425",7994,6101,8882,19057,16593,12007,3568,2798,1884
"SSA_RS05430",1880,440,393,2236,1890,1549,577,779,461
"SSA_RS05435",3113,1273,879,3927,3074,3089,945,1385,979
"SSA_RS05440",9910,5692,6485,21428,35486,16305,54901,42314,31607
"SSA_RS05445",11565,27917,40202,32275,28994,28198,52484,63141,45108
"SSA_RS05450",24396,17540,28431,55900,46625,31026,7828,7569,5873
"SSA_RS05455",288,226,379,839,697,582,152,128,113
"SSA_RS05460",326,378,644,1048,868,653,228,200,132
"SSA_RS05465",7407,5400,5200,15699,10023,10526,3807,3929,3485
"SSA_RS05470",2044,3028,5748,3816,2551,3784,1365,1641,1044
"SSA_RS05475",62,68,97,112,91,110,36,27,25
"SSA_RS05480",677,567,1395,1730,1286,1169,553,401,329
"SSA_RS05485",287,164,188,574,546,398,163,85,98
"SSA_RS05490",21,6,21,54,55,44,10,6,15
"SSA_RS05495",292,325,394,604,421,451,212,199,189
"SSA_RS05500",67,47,59,117,76,106,59,48,40
"SSA_RS05505",22,53,67,40,41,32,15,9,8
"SSA_RS05510",92,150,180,340,249,262,103,89,81
"SSA_RS05515",520,743,1017,1240,790,959,380,400,284
"SSA_RS05520",1433,864,1155,2446,2476,1853,888,824,478
"SSA_RS05525",1884,1066,1186,3320,3108,2636,1108,947,700
"SSA_RS05530",3130,3396,8591,11729,9439,4704,1125,849,679
"SSA_RS05535",182,461,1148,662,650,306,75,40,24
"SSA_RS05540",6758,14153,28065,23486,15891,10454,1442,2188,1436
"SSA_RS05545",42191,35244,81975,97375,102062,42164,8093,6995,5614
"SSA_RS05550",130,222,557,324,286,224,89,64,53
"SSA_RS05555",795,309,218,2051,2470,1387,736,295,305
"SSA_RS05560",57,106,199,111,94,94,36,21,20
"SSA_RS05565",60,158,293,273,221,176,53,33,42
"SSA_RS05570",740,806,620,1582,902,1806,497,638,558
"SSA_RS05575",249,287,333,679,389,605,211,235,194
"SSA_RS05580",73,118,239,291,235,213,76,41,33
"SSA_RS05585",301,962,1693,1293,780,918,362,272,324
"SSA_RS05590",448,481,858,1469,1220,812,195,121,116
"SSA_RS05595",44,52,93,115,107,63,10,6,6
"SSA_RS05600",5,15,40,37,33,11,7,1,1
"SSA_RS05605",13,6,26,34,31,10,3,1,1
"SSA_RS05610",95,75,192,320,199,62,11,14,10
"SSA_RS05620",9,16,33,22,11,10,4,1,1
"SSA_RS05625",13,15,19,33,22,13,9,10,8
"SSA_RS05630",7,2,2,8,8,9,3,4,2
"SSA_RS05635",8,5,8,30,35,19,4,1,8
"SSA_RS05640",3,1,2,8,11,5,1,1,1
"SSA_RS05645",22,21,27,67,80,59,14,20,7
"SSA_RS05650",60,72,204,180,147,93,27,24,19
"SSA_RS05655",2451,10845,38410,8770,5903,7489,2740,1898,2096
"SSA_RS05660",84,81,148,260,263,199,95,53,60
"SSA_RS05665",221,210,457,762,688,431,275,129,149
"SSA_RS05670",254,196,239,718,608,472,181,150,141
"SSA_RS05675",584,1100,1836,1951,1432,1417,762,528,487
"SSA_RS05680",420,682,996,1497,1297,1106,514,342,291
"SSA_RS05685",237,354,642,799,853,596,419,273,222
"SSA_RS05690",782,1251,1983,2595,1890,1949,1089,842,721
"SSA_RS05695",2967,2305,2516,8390,7651,5954,3336,1947,1634
"SSA_RS05700",2690,2485,4099,5544,5801,4741,2238,1451,1336
"SSA_RS05705",35,105,208,119,97,104,34,27,23
"SSA_RS05710",1086,1881,3522,3178,2669,2489,876,765,616
"SSA_RS05715",13761,7652,5792,31885,21432,24252,9617,7960,7746
"SSA_RS05720",1840,1960,3122,5891,4282,3874,1084,1230,917
"SSA_RS05725",511,94,107,1359,1242,729,355,261,224
"SSA_RS05730",1767,1630,2306,4289,4597,2710,1543,1198,878
"SSA_RS05735",3595,3541,5287,6968,7043,4964,1964,1394,1261
"SSA_RS05740",968,522,679,1996,2124,1249,508,404,299
"SSA_RS05745",231,683,1253,823,867,499,233,185,139
"SSA_RS05750",265,405,911,721,703,596,570,343,266
"SSA_RS05755",72,38,55,300,301,273,180,54,92
"SSA_RS05760",1859,3076,5277,4808,3188,2700,592,881,629
"SSA_RS05765",1074,1776,3056,2771,2382,1616,356,530,440
"SSA_RS05770",914,2053,3513,2824,1776,1638,329,490,382
"SSA_RS05775",1007,1246,2361,2374,1780,1135,229,310,269
"SSA_RS05780",1988,2521,4106,6160,4599,2813,799,872,915
"SSA_RS05785",571,854,1751,1835,1687,1432,590,395,290
"SSA_RS05790",38,87,231,98,101,83,19,15,25
"SSA_RS05795",220,321,483,815,656,625,272,134,145
"SSA_RS05800",1815,1121,1261,3748,3438,3023,1984,1280,1160
"SSA_RS05805",378,183,240,713,836,600,274,234,228
"SSA_RS05810",1030,1097,1686,2511,2830,2204,927,728,527
"SSA_RS05815",17,5,33,2,4,3,1,1,1
"SSA_RS05820",670,499,715,1700,1520,951,320,325,241
"SSA_RS05825",570,342,613,1346,1850,807,315,184,190
"SSA_RS05830",117,72,68,320,407,181,87,49,26
"SSA_RS05835",215,146,190,534,480,323,249,132,110
"SSA_RS05840",20976,42750,70211,45801,25652,38756,14123,16590,14629
"SSA_RS05845",1352,2746,5360,3786,2776,2765,705,846,729
"SSA_RS05850",378,260,348,964,968,688,343,215,206
"SSA_RS05855",3138,2077,2856,9640,7898,6918,2439,1834,1728
"SSA_RS05860",745,738,1007,2296,1649,1755,594,533,427
"SSA_RS05865",78,64,124,239,259,147,52,65,34
"SSA_RS05870",31,18,23,95,110,56,49,29,29
"SSA_RS05875",200,358,584,569,470,499,292,301,228
"SSA_RS05880",524,728,1654,1652,1305,1082,457,374,340
"SSA_RS05885",756,543,966,1862,1629,1527,573,410,373
"SSA_RS05890",71,142,324,271,233,175,92,76,51
"SSA_RS05895",301,1072,2621,1195,880,1092,325,330,253
"SSA_RS05900",4460,9767,23464,17841,12630,10408,2128,1658,1328
"SSA_RS05905",7489,19205,35642,18467,10155,15221,7263,7975,5623
"SSA_RS05910",7192,4008,5575,14110,9969,9790,4103,3710,3113
"SSA_RS05915",1281,1026,1661,3494,2832,1650,940,1021,776
"SSA_RS05920",1359,1584,2899,4477,3551,2275,548,415,348
"SSA_RS05925",1243,1069,2001,3769,4374,1914,494,340,262
"SSA_RS05930",4589,2437,2464,15150,12568,8451,2033,1874,1722
"SSA_RS05935",100,47,85,241,290,168,119,62,58
"SSA_RS05940",270,386,711,703,610,629,238,162,153
"SSA_RS05945",1048,980,1474,3034,2282,2026,796,491,426
"SSA_RS05950",1466,4489,7656,3876,2376,4131,1518,1329,1169
"SSA_RS05955",30,16,10,88,93,58,16,20,4
"SSA_RS05960",787,1336,2474,2482,1727,1894,394,417,324
"SSA_RS05965",183,383,1026,606,402,417,110,103,75
"SSA_RS05970",102,38,46,44,48,26,3,7,15
"SSA_RS05975",2855,1799,2174,7754,7008,5379,1949,1391,1221
"SSA_RS05980",2969,2706,4719,8355,7584,5123,1527,1127,1132
"SSA_RS05985",3290,4911,8067,10857,10147,11865,5259,4342,3064
"SSA_RS05990",3169,3330,3873,8788,5667,6741,1447,1844,1327
"SSA_RS05995",494,180,137,1485,1103,1011,172,204,156
"SSA_RS06005",135,101,133,278,269,220,156,183,161
"SSA_RS06010",8,10,17,22,21,32,9,42,29
"SSA_RS06015",5077,12426,23289,15967,11104,12599,3234,4782,3784
"SSA_RS06020",2684,2937,4656,8472,6954,6756,2219,1729,1515
"SSA_RS06025",575,809,1493,1937,1928,1532,1261,904,739
"SSA_RS06030",125,342,807,433,308,307,168,156,112
"SSA_RS06040",143,195,370,421,384,294,137,102,64
"SSA_RS06045",664,1321,2655,1844,1471,1337,413,442,362
"SSA_RS06050",636,890,1748,1802,1552,1332,549,510,364
"SSA_RS06055",1526,7197,17815,7361,5588,7702,2640,2834,2001
"SSA_RS06060",1571,3906,8922,5283,3413,3037,782,628,619
"SSA_RS06065",454,1030,2180,1223,1139,822,461,379,289
"SSA_RS06070",139,173,220,435,360,259,136,123,80
"SSA_RS06075",87,165,241,190,150,124,46,39,29
"SSA_RS06080",68,127,167,237,208,165,80,57,64
"SSA_RS06085",610,1592,3106,2581,1637,1863,587,484,474
"SSA_RS06090",221,381,666,567,527,598,275,219,205
"SSA_RS06095",489,335,602,881,780,871,327,323,250
"SSA_RS06100",900,1156,1280,2177,1585,2165,745,849,691
"SSA_RS06105",322,236,347,638,507,512,221,191,144
"SSA_RS06110",231,187,257,533,321,141,38,43,27
"SSA_RS06115",509,1041,1753,1706,1018,1491,395,410,366
"SSA_RS06120",3131,1550,3228,6711,5748,1976,745,395,347
"SSA_RS06125",510,548,1010,1273,1194,358,89,62,77
"SSA_RS06130",385,405,884,1174,886,262,72,35,48
"SSA_RS06135",219,239,552,720,608,171,38,27,22
"SSA_RS06140",102,226,607,410,296,115,20,22,17
"SSA_RS06145",1932,1267,2911,7458,5680,2573,428,321,306
"SSA_RS06150",4180,3710,5585,15363,10472,6347,1282,1215,1121
"SSA_RS06155",78,33,71,141,131,89,16,23,23
"SSA_RS06165",142,99,149,375,324,198,204,181,129
"SSA_RS06170",251,435,858,711,507,419,131,116,96
"SSA_RS06175",1673,3363,6636,5845,4092,3096,768,710,594
"SSA_RS06180",583,1151,1930,1812,1414,976,198,220,125
"SSA_RS06185",116,198,354,374,395,198,46,45,44
"SSA_RS06190",1470,1047,1339,4841,3293,3060,588,534,448
"SSA_RS06195",347,300,488,800,731,607,302,218,153
"SSA_RS06200",214,121,189,488,355,361,97,111,66
"SSA_RS06205",1,1,1,1,2,1,1,2,2
"SSA_RS06210",56509,23931,14277,110176,96677,104489,107135,110586,78027
"SSA_RS06215",21,25,73,88,79,65,24,17,23
"SSA_RS06220",106,158,272,626,384,488,160,126,146
"SSA_RS06225",379,511,716,2115,1325,1374,533,258,343
"SSA_RS06230",437,729,1230,1152,876,600,108,127,110
"SSA_RS06235",18296,4765,2813,47582,29460,33820,10837,9301,7832
"SSA_RS06240",670,630,1171,1792,1852,1221,583,416,352
"SSA_RS06245",20909,34656,41531,43094,22326,45826,15067,17245,14100
"SSA_RS06250",156,129,120,303,331,282,102,67,73
"SSA_RS06260",498,1390,3617,1618,1260,1030,435,347,450
"SSA_RS06265",2013,2782,3493,6501,4973,4613,1985,1228,1706
"SSA_RS06270",82,134,154,222,122,150,29,47,36
"SSA_RS06275",100,102,160,278,206,163,47,41,51
"SSA_RS06285",82,71,137,218,162,150,43,19,33
"SSA_RS06290",175,370,782,706,458,427,95,96,94
"SSA_RS06295",2385,2733,4483,7702,7575,5471,1926,1678,1351
"SSA_RS06300",762,961,1811,2342,2621,1733,672,500,369
"SSA_RS06305",300,247,210,817,817,616,211,204,130
"SSA_RS06310",363,752,1507,1345,977,901,231,212,224
"SSA_RS06315",1868,1990,1604,3422,2862,2657,778,787,769
"SSA_RS06320",2168,1927,1126,4012,3357,3021,947,813,708
"SSA_RS06325",227,548,844,737,607,515,139,146,119
"SSA_RS06330",38,54,35,107,101,90,10,34,26
"SSA_RS06335",4070,11198,16079,15344,9434,9203,2046,2592,2461
"SSA_RS06340",1454,4328,7676,5866,3674,2776,859,661,650
"SSA_RS06345",577,759,692,1694,1499,1005,427,253,298
"SSA_RS06350",13,19,27,53,50,38,37,12,14
"SSA_RS06355",26,37,56,99,99,73,29,15,27
"SSA_RS06360",42,21,42,94,111,63,30,12,14
"SSA_RS06365",111,181,343,462,355,321,135,59,97
"SSA_RS06370",588,699,1187,1930,1581,1383,633,493,464
"SSA_RS06375",3695,2481,3998,20185,19715,15619,3252,2474,1999
"SSA_RS06380",66,139,483,733,669,529,54,62,31
"SSA_RS06385",492,447,1005,5423,4804,3027,422,348,258
"SSA_RS06390",17655,17637,30222,53351,38155,36252,10363,8054,7019
"SSA_RS06395",1087,777,932,2509,1784,2184,1406,1488,1051
"SSA_RS06400",360,767,1377,1182,785,667,184,231,178
"SSA_RS06405",196,292,534,539,461,342,113,95,88
"SSA_RS06410",652,1250,1455,2108,1480,1295,384,303,274
"SSA_RS06415",399,920,1629,1115,758,896,298,477,357
"SSA_RS06420",194,307,639,441,333,324,144,167,100
"SSA_RS06425",61,41,74,107,127,74,40,27,20
"SSA_RS06430",12543,6274,6654,20846,10723,29233,11264,10967,9665
"SSA_RS06435",56509,14161,5760,96979,56565,91406,60272,57481,51696
"SSA_RS06440",952,729,873,2297,2781,1603,2654,2671,2044
"SSA_RS06445",711,645,1054,1526,1260,918,492,336,292
"SSA_RS06450",97,62,57,164,204,123,164,138,123
"SSA_RS06455",151,133,139,563,361,342,149,79,99
"SSA_RS06460",357,954,1645,2130,1553,1550,752,358,518
"SSA_RS06465",62,171,369,202,144,236,97,76,101
"SSA_RS06470",717,1102,2123,1771,1241,1229,354,365,355
"SSA_RS06475",1999,725,1143,3435,3582,2224,1906,1486,1252
"SSA_RS06480",304,1226,2972,841,655,767,188,232,215
"SSA_RS06485",177,287,509,666,413,275,35,59,52
"SSA_RS06490",655,586,1156,2361,1496,1004,174,153,151
"SSA_RS06495",342,793,1912,939,715,640,186,201,190
"SSA_RS06500",52,61,107,105,86,47,30,8,15
"SSA_RS06505",73,75,127,93,103,76,25,13,29
"SSA_RS06510",88,163,219,266,226,174,69,65,58
"SSA_RS06515",607,820,1207,1427,1367,1054,684,425,387
"SSA_RS06520",3215,3611,4744,7632,5969,5106,1765,1351,1204
"SSA_RS06525",2117,810,580,3255,3975,2381,1046,593,595
"SSA_RS06530",1293,354,447,1732,3316,1209,820,397,398
"SSA_RS06535",896,723,1146,1866,2035,1115,500,508,424
"SSA_RS06540",295,146,218,504,742,369,174,87,73
"SSA_RS06545",146,98,174,261,395,172,50,27,30
"SSA_RS06550",338,349,648,646,900,457,189,107,109
"SSA_RS06555",147,191,250,476,501,351,74,72,50
"SSA_RS06560",154,93,131,338,406,244,88,61,50
"SSA_RS06565",200,170,204,418,493,292,96,61,93
"SSA_RS06570",93,178,285,274,246,150,75,50,31
"SSA_RS06575",793,361,351,1239,1217,888,346,228,244
"SSA_RS06580",1084,482,569,1702,1566,1167,452,325,328
"SSA_RS06585",101,94,133,257,194,183,36,47,21
"SSA_RS06590",19,42,55,55,31,27,15,14,12
"SSA_RS06595",642,1487,2591,2968,2628,2290,717,568,524
"SSA_RS06600",266,418,603,936,713,833,221,212,177
"SSA_RS06605",699,1014,1931,2756,2395,2356,972,624,558
"SSA_RS06610",257,213,367,646,757,543,251,196,146
"SSA_RS06615",225,191,276,588,528,541,233,185,145
"SSA_RS06620",1271,1306,2787,3202,2941,2603,736,763,575
"SSA_RS06625",1357,253,276,2138,3602,1436,645,428,315
"SSA_RS06630",1,1,1,1,4,2,1,1,1
"SSA_RS06635",120,176,266,325,310,280,149,84,89
"SSA_RS06640",106,321,1061,325,188,189,36,56,41
"SSA_RS06645",38,22,16,73,69,48,24,12,16
"SSA_RS06650",58,110,218,133,163,98,36,27,22
"SSA_RS06655",215,366,567,635,497,453,252,186,149
"SSA_RS06660",93,83,139,234,221,143,137,110,100
"SSA_RS06665",468,577,1145,1048,919,671,371,279,258
"SSA_RS06670",317,459,738,744,622,549,390,402,290
"SSA_RS06675",147,549,1327,599,506,493,176,151,100
"SSA_RS06680",45,113,321,144,107,92,18,26,36
"SSA_RS06685",897,954,1381,2901,3015,3314,1487,833,829
"SSA_RS06690",753,1470,2753,2047,2009,2552,961,995,906
"SSA_RS06700",11,13,43,17,28,21,6,13,3
"SSA_RS06715",5,12,22,17,10,8,5,1,2
"SSA_RS06720",1,1,3,2,3,3,1,2,1
"SSA_RS06725",59,17,19,59,60,69,18,22,11
"SSA_RS06730",106,33,70,88,93,107,47,24,16
"SSA_RS06735",53,68,110,144,126,78,31,29,7
"SSA_RS06740",174,241,440,372,372,267,840,728,459
"SSA_RS06745",143,267,554,464,410,294,203,174,134
"SSA_RS06750",391,1128,2540,1069,825,786,437,481,315
"SSA_RS06755",498,675,1287,1308,1264,982,1457,1380,907
"SSA_RS06760",681,705,1036,1832,1442,1649,804,1055,626
"SSA_RS06765",1473,1689,2164,3665,2506,2078,509,617,447
"SSA_RS06770",1276,276,335,2490,2418,1505,437,436,308
"SSA_RS06775",724,148,286,1230,1569,745,282,265,177
"SSA_RS06780",15,11,6,41,34,46,9,3,1
"SSA_RS06785",2877,4726,8486,9494,7249,6512,2042,1737,1527
"SSA_RS06790",1159,784,888,3284,2626,2066,625,607,479
"SSA_RS06795",659,2031,4035,2344,1294,1740,921,442,536
"SSA_RS06800",3100,3017,5708,6523,6421,4821,1816,2221,1219
"SSA_RS06805",443,983,2168,873,762,622,172,166,183
"SSA_RS06810",595,835,790,1266,971,966,265,276,273
"SSA_RS06815",391,306,281,578,655,484,174,146,137
"SSA_RS06820",416,280,401,572,845,433,193,104,72
"SSA_RS06825",389,117,123,525,865,410,178,112,88
"SSA_RS06830",283,325,499,548,776,327,231,128,140
"SSA_RS06835",641,603,791,1358,1561,860,368,230,211
"SSA_RS06840",57,73,106,152,145,70,31,18,23
"SSA_RS06845",22,18,24,71,86,40,11,14,19
"SSA_RS06850",86,84,191,209,193,133,55,38,32
"SSA_RS06855",144,460,882,435,313,429,158,124,105
"SSA_RS06860",13017,27780,37363,37385,24515,30052,8876,7362,6432
"SSA_RS06865",2125,3867,13503,5016,3307,4421,1105,1409,1124
"SSA_RS06870",267,652,1438,812,637,879,443,331,279
"SSA_RS06875",168,163,305,468,534,578,382,217,189
"SSA_RS06880",49,142,340,192,101,139,40,37,42
"SSA_RS06885",216,601,1119,560,483,478,196,160,101
"SSA_RS06890",186,428,1221,547,453,456,189,146,140
"SSA_RS06895",231,160,236,603,506,416,152,111,75
"SSA_RS06900",65,21,48,87,122,68,24,8,14
"SSA_RS06905",32,38,61,94,99,59,35,26,23
"SSA_RS06910",1460,1980,3628,3874,3587,2815,1200,855,850
"SSA_RS06915",3090,1888,3392,8920,9126,6030,3152,2126,1973
"SSA_RS06920",608,917,1527,1774,1739,1116,420,407,281
"SSA_RS06925",1618,2229,3620,5482,4501,3993,1880,1879,1541
"SSA_RS06930",2032,6628,12694,5232,2984,4126,995,1773,1102
"SSA_RS06935",85,91,85,257,239,176,632,587,416
"SSA_RS06940",113,95,158,218,228,137,121,109,114
"SSA_RS06945",221,193,300,768,517,485,174,159,138
"SSA_RS06950",847,1432,2120,3065,2001,1905,628,868,571
"SSA_RS06955",2875,3332,5064,9371,6942,6918,2230,2067,1871
"SSA_RS06960",1099,1773,3721,2686,2433,2027,774,614,557
"SSA_RS06965",1514,858,1253,3628,3660,2615,2379,1653,1271
"SSA_RS06970",16088,20559,18949,44403,28947,32479,9401,13264,9620
"SSA_RS06975",1527,2794,5534,4715,3852,3432,2636,2047,1702
"SSA_RS06980",71,81,160,185,150,164,98,59,47
"SSA_RS06990",59,160,320,196,155,120,41,39,19
"SSA_RS06995",47,120,239,191,158,154,47,45,36
"SSA_RS07000",147,312,513,527,414,309,109,78,116
"SSA_RS07005",108,170,229,323,263,206,50,69,43
"SSA_RS07010",293,384,791,687,568,490,315,305,222
"SSA_RS07015",169,384,577,402,232,292,92,103,76
"SSA_RS07020",5175,29815,78825,19977,11229,19475,6646,7034,5883
"SSA_RS07025",3214,5902,6548,6477,4023,6221,2030,2453,1806
"SSA_RS07030",1753,2184,1634,4830,2846,3634,1010,1461,1520
"SSA_RS07035",737,636,1090,2015,1770,1460,968,894,639
"SSA_RS07040",161,82,168,438,496,309,88,56,52
"SSA_RS07045",64,77,188,131,182,70,114,125,94
"SSA_RS07050",16,20,58,44,70,38,28,15,11
"SSA_RS07055",24,21,48,62,79,46,43,46,42
"SSA_RS07060",151,244,666,404,253,280,75,107,80
"SSA_RS07065",72,78,222,187,145,121,30,65,47
"SSA_RS07070",67,137,354,181,147,128,47,48,44
"SSA_RS07075",132,212,383,408,268,267,80,98,72
"SSA_RS07080",96,171,268,344,278,219,93,114,83
"SSA_RS07085",53,85,207,166,151,103,43,46,41
"SSA_RS07090",95,235,638,343,250,199,74,78,64
"SSA_RS07095",54,46,120,138,163,78,61,59,34
"SSA_RS07100",628,686,977,1770,1437,1229,503,357,322
"SSA_RS07105",1367,1328,2371,3126,2854,1920,828,638,462
"SSA_RS07110",391,513,991,1020,821,606,368,363,280
"SSA_RS07115",1514,1592,2814,4667,4014,2842,1327,1278,846
"SSA_RS07120",712,119,149,2093,2585,1129,405,262,226
"SSA_RS07125",577,351,557,1232,1282,893,411,305,257
"SSA_RS07130",1250,767,834,2915,2492,2175,740,533,492
"SSA_RS07135",1979,1861,1907,4877,3968,3482,1110,861,734
"SSA_RS07140",687,438,941,1736,1991,1784,1176,971,789
"SSA_RS07145",1451,1547,1907,3244,2568,2211,745,705,653
"SSA_RS07150",327,314,400,628,742,438,353,240,276
"SSA_RS07155",132,165,251,327,271,205,68,67,66
"SSA_RS07160",1416,3051,6900,4352,3723,3349,1107,1036,878
"SSA_RS07165",143,129,322,338,336,216,131,89,68
"SSA_RS07170",349,309,319,962,723,565,181,183,140
"SSA_RS07175",660,644,1183,1772,1581,1126,434,370,385
"SSA_RS07180",3877,11729,17640,10724,6271,8487,1866,3483,3050
"SSA_RS07185",1097,826,1079,3197,2970,1804,705,475,586
"SSA_RS07190",178,186,326,508,476,295,199,169,141
"SSA_RS07195",636,1048,1437,2292,1733,1505,467,455,432
"SSA_RS07200",650,1047,1717,2190,1550,1762,694,458,550
"SSA_RS07205",1592,2362,4183,5254,4170,3464,966,834,745
"SSA_RS07210",6767,6838,8257,20760,15391,13535,4354,3892,3832
"SSA_RS07215",812,355,527,1123,882,615,182,217,155
"SSA_RS07220",2876,346,288,2597,2985,1520,636,458,296
"SSA_RS07225",4,3,4,6,9,7,7,1,1
"SSA_RS07230",6061,11180,18227,16413,11280,12716,4504,3660,3088
"SSA_RS07240",7,56,156,41,43,36,12,12,10
"SSA_RS07245",291,364,536,988,873,783,227,151,184
"SSA_RS07250",3386,4054,7430,7773,6477,5127,1336,1634,1264
"SSA_RS07255",477,548,870,1025,953,723,256,229,214
"SSA_RS07260",3434,4482,6868,9220,6876,5945,1965,1947,1631
"SSA_RS07265",3884,7449,18584,8529,7437,8947,3340,3198,2583
