"SPN23F_RS09225",55,32,43,176,159,103
"SPN23F_RS04950",255,217,225,365,354,340
"SPN23F_RS10975",7162,6064,8449,10408,10683,10152
"SPN23F_RS12495",156,124,161,215,251,237
"SPN23F_RS05470",7096,5042,6861,3201,2590,3710
"SPN23F_RS05310",6012,3474,4842,1045,718,1982
"SPN23F_RS00165",3438,2300,3074,1382,1173,1726
"SPN23F_RS07250",13671,9566,21825,1313,982,3753
"SPN23F_RS03215",470,413,829,55,44,160
"SPN23F_RS01355",20633,16633,19234,9594,9679,10635
"SPN23F_RS07235",40054,24509,34550,10388,6876,14786
"SPN23F_RS01285",618,656,693,1043,1041,959
"SPN23F_RS00275",765,500,498,1611,1318,1069
"SPN23F_RS00435",306,256,274,477,471,989
"SPN23F_RS02385",21865,10209,9152,33872,36844,36098
"SPN23F_RS08065",3548,2521,3389,1257,983,1818
"SPN23F_RS08240",453,449,459,621,567,641
"SPN23F_RS12285",1883,1423,1200,15,9,261
"SPN23F_RS04240",1629,1357,1425,6120,5584,2865
"SPN23F_RS08480",1905,1894,2360,965,661,681
"SPN23F_RS04265",107,154,118,252,207,262
"SPN23F_RS06940",1941,1595,1807,2976,2640,2375
"SPN23F_RS00160",1341,949,1204,531,499,706
"SPN23F_RS05380",27645,18132,23721,8597,7464,13020
"SPN23F_RS02975",8437,5104,6909,107,77,1266
"SPN23F_RS01165",5661,4527,6380,2775,2661,2878
"SPN23F_RS05150",4218,1831,3409,714,494,1054
"SPN23F_RS00725",720,689,812,1317,1197,1067
"SPN23F_RS10625",11,16,10,38,52,35
"SPN23F_RS00155",3361,2258,2991,1320,1284,1741
"SPN23F_RS10150",844,905,806,1523,1643,1311
"SPN23F_RS06460",998,730,837,1080,1012,1124
"SPN23F_RS00905",5189,3493,4424,8231,6539,6165
"SPN23F_RS01180",35898,28577,39907,16313,15731,15727
"SPN23F_RS05050",607,569,697,266,207,352
"SPN23F_RS03695",34481,30103,45640,10784,8501,17924
"SPN23F_RS08585",246,249,365,106,66,101
"SPN23F_RS05075",3130,2359,3038,1579,1406,1767
"SPN23F_RS03090",1320,1353,1385,2194,1855,1847
"SPN23F_RS05155",3482,1577,2721,663,539,983
"SPN23F_RS08210",59,40,37,165,160,528
"SPN23F_RS07985",3333,2606,3060,3921,3097,3899
"SPN23F_RS07265",2198,1552,2196,1039,825,1067
"SPN23F_RS01805",1795,1534,1757,1906,1831,2066
"SPN23F_RS00215",323,290,295,400,407,423
"SPN23F_RS11970",2,2,0,29,28,12
"SPN23F_RS08785",13571,12330,16031,6405,4570,7743
"SPN23F_RS00930",966,998,1075,1476,1434,1371
"SPN23F_RS11430",3091,2414,2772,3162,2710,3721
"SPN23F_RS01575",466,417,487,700,776,655
"SPN23F_RS10300",20329,12932,22545,3749,2687,7493
"SPN23F_RS05200",8404,5110,8254,2902,2132,3672
"SPN23F_RS10170",2439,1918,2066,2818,2626,2655
"SPN23F_RS05900",10557,10149,9856,14739,11206,14717
"SPN23F_RS08595",459,501,782,183,172,164
"SPN23F_RS07245",4423,2613,6042,474,364,1372
"SPN23F_RS01245",819,667,685,325,264,436
"SPN23F_RS05520",5317,3260,3084,37,24,703
"SPN23F_RS08000",674,628,709,1058,978,907
"SPN23F_RS08430",2945,2537,3156,1641,1251,1704
"SPN23F_RS10655",2447,2359,2255,2700,2756,3089
"SPN23F_RS02680",978,1124,1550,466,322,444
"SPN23F_RS05235",19764,16802,22258,10413,9237,11381
"SPN23F_RS12640",12,13,5,33,26,40
"SPN23F_RS04260",1377,1178,1261,1480,1327,1579
"SPN23F_RS07180",6292,6411,5917,8499,8184,15094
"SPN23F_RS08215",205,198,197,296,264,286
"SPN23F_RS07625",4265,3929,3297,7074,7191,18956
"SPN23F_RS06355",179,308,262,701,584,512
"SPN23F_RS01855",91,73,47,208,182,148
"SPN23F_RS02625",12072,8018,11425,5305,4341,5978
"SPN23F_RS02685",583,611,843,271,173,288
"SPN23F_RS02195",500,356,470,751,908,682
"SPN23F_RS02840",3709,3139,3583,4102,3869,4150
"SPN23F_RS02835",3336,2595,2879,3951,3487,3611
"SPN23F_RS10125",692,684,625,825,808,925
"SPN23F_RS00265",1830,1658,2201,847,769,1176
"SPN23F_RS01590",1250,1156,1344,668,551,785
"SPN23F_RS00730",582,637,665,993,1030,902
"SPN23F_RS08400",8704,7495,9254,4828,4173,4693
"SPN23F_RS01760",1633,1862,1997,818,827,966
"SPN23F_RS00495",2293,2885,2391,3937,3734,3831
"SPN23F_RS01970",10367,14278,20295,3330,1484,4251
"SPN23F_RS07290",3296,2682,2993,1704,1534,2044
"SPN23F_RS05865",2238,1704,2250,988,770,1301
"SPN23F_RS02575",1332,1193,1284,1507,1589,1581
"SPN23F_RS03260",24777,17355,23674,8168,6766,12838
"SPN23F_RS10670",7,10,7,18,32,26
"SPN23F_RS08345",12505,9568,13616,6353,4536,5934
"SPN23F_RS06900",4935,5028,5546,2591,2265,3360
"SPN23F_RS07780",138,123,116,46,54,46
"SPN23F_RS03650",189,149,213,317,355,280
"SPN23F_RS12235",151,99,116,175,160,191
"SPN23F_RS03035",197,148,196,218,248,283
"SPN23F_RS08310",89237,67650,91931,39378,27498,45363
"SPN23F_RS10620",3,4,5,9,14,14
"SPN23F_RS03600",18808,14722,21746,1086,758,4809
"SPN23F_RS01755",8271,7658,8973,3982,4223,5464
"SPN23F_RS05160",1968,1222,1640,750,555,881
"SPN23F_RS04320",195,132,162,478,392,279
"SPN23F_RS09470",7745,5796,4852,8414,10211,10120
"SPN23F_RS01630",3953,2911,4355,4835,4281,4953
"SPN23F_RS00030",3585,2983,3157,3630,3855,3957
"SPN23F_RS08335",551,415,479,533,627,784
"SPN23F_RS04475",1336,1332,1241,1611,1631,1676
"SPN23F_RS05940",1045,741,1093,363,354,576
"SPN23F_RS02160",5261,4365,5445,2795,2100,3187
"SPN23F_RS05055",620,640,704,270,260,399
"SPN23F_RS01405",27,27,28,40,44,53
"SPN23F_RS00710",1738,1523,1764,761,483,985
"SPN23F_RS10805",3948,4933,6046,1866,932,1922
"SPN23F_RS01350",16081,13852,15681,8198,8369,9084
"SPN23F_RS00220",1008,845,783,1050,1040,1173
"SPN23F_RS10615",16,18,11,29,57,57
"SPN23F_RS05525",10635,7706,7159,70,28,1521
"SPN23F_RS11085",77,88,77,116,108,146
"SPN23F_RS08590",701,816,1166,345,263,290
"SPN23F_RS00490",1055,1252,1106,1618,1505,1583
"SPN23F_RS08385",8711,7753,9727,5045,4309,5057
"SPN23F_RS09435",11496,15158,13658,3134,2178,6197
"SPN23F_RS09495",4264,2753,3749,4666,4637,4592
"SPN23F_RS01040",1429,901,903,1388,1444,2209
"SPN23F_RS06825",478,410,477,600,599,581
"SPN23F_RS04790",2872,3302,3087,4185,4067,4154
"SPN23F_RS05970",5871,5336,6074,9244,7619,7193
"SPN23F_RS05375",13315,8993,12036,4330,3823,7061
"SPN23F_RS10835",13052,10931,13975,7218,5744,7880
"SPN23F_RS08250",2284,1484,1648,2201,2093,3313
"SPN23F_RS05965",350,294,334,572,492,440
"SPN23F_RS05545",30095,24031,25788,1428,1199,7256
"SPN23F_RS07775",185,127,137,48,63,69
"SPN23F_RS09585",942,576,733,178,128,384
"SPN23F_RS10285",1378,652,1018,336,229,428
"SPN23F_RS05440",3973,2958,3277,4020,3874,4086
"SPN23F_RS08165",2351,1641,1948,1070,964,1262
"SPN23F_RS08140",5225,4256,4652,2581,2196,3288
"SPN23F_RS09430",17656,24617,20652,4333,2798,8866
"SPN23F_RS10680",920,1540,1729,4045,2423,3034
"SPN23F_RS11435",1617,1485,1536,1776,1481,2066
"SPN23F_RS07730",215,197,207,108,82,94
"SPN23F_RS05390",3589,2867,3472,2008,1573,2103
"SPN23F_RS11450",481,471,465,531,601,679
"SPN23F_RS08600",609,609,1047,277,224,231
"SPN23F_RS10980",2931,2307,3459,3981,4106,3748
"SPN23F_RS08660",1395,1233,1492,4632,4364,2212
"SPN23F_RS05510",28253,20494,16810,206,138,3678
"SPN23F_RS02570",11907,10428,11860,15854,15718,13861
"SPN23F_RS03805",850,670,640,975,1007,946
"SPN23F_RS08315",109350,85673,114248,48853,35953,61447
"SPN23F_RS02600",358,313,382,184,168,184
"SPN23F_RS11980",2,5,8,98,92,29
"SPN23F_RS08695",1866,1136,1538,221,288,766
"SPN23F_RS08485",1519,1517,2001,811,543,482
"SPN23F_RS00210",199,165,177,233,203,249
"SPN23F_RS10505",2633,2129,2683,1382,1191,1727
"SPN23F_RS10180",4872,3959,4283,5996,4770,5298
"SPN23F_RS02260",321,240,300,123,98,175
"SPN23F_RS03075",10586,7557,10515,4896,4440,6272
"SPN23F_RS10035",1193,961,1209,545,426,740
"SPN23F_RS05175",5269,3256,4203,2141,1606,2455
"SPN23F_RS02395",78156,34265,27751,102964,99767,124678
"SPN23F_RS05165",2271,1476,1841,946,888,1137
"SPN23F_RS02400",6720,3202,2406,8606,8252,11554
"SPN23F_RS07800",137,88,131,47,49,47
"SPN23F_RS07260",6228,4470,6013,3255,2605,3258
"SPN23F_RS05775",4651,2768,4361,1698,1506,2291
"SPN23F_RS07510",6544,4838,5914,3009,2844,4043
"SPN23F_RS10995",5598,4579,7825,1921,1655,3314
"SPN23F_RS04275",3536,3155,4061,2077,1856,2164
"SPN23F_RS01580",215,203,199,369,394,291
"SPN23F_RS03655",1668,1377,1766,2021,2159,1945
"SPN23F_RS07115",15787,13607,15701,8982,6914,9319
"SPN23F_RS03015",633,501,566,614,618,734
"SPN23F_RS02610",531,579,768,291,227,275
"SPN23F_RS10460",208,177,138,239,231,292
"SPN23F_RS09425",5733,8895,6985,1567,1131,3316
"SPN23F_RS05535",92099,66794,73557,3902,3355,21943
"SPN23F_RS05190",2556,1834,2595,1243,962,1475
"SPN23F_RS10165",4910,4978,5133,6757,6161,6050
"SPN23F_RS05540",54288,41618,44632,2362,1989,13147
"SPN23F_RS00975",2431,2331,2281,6236,5440,3284
"SPN23F_RS10810",39676,32711,35591,42539,35925,53277
"SPN23F_RS06430",235,145,172,252,226,272
"SPN23F_RS06810",518,502,531,2120,2288,992
"SPN23F_RS05895",7915,7060,7269,9649,7090,10380
"SPN23F_RS06910",2115,1688,1859,883,878,1341
"SPN23F_RS04220",2341,3029,3029,6051,5901,4031
"SPN23F_RS04070",643,656,724,212,200,422
"SPN23F_RS07240",4062,1900,4194,590,486,1421
"SPN23F_RS05515",31331,21360,19009,218,136,4353
"SPN23F_RS06050",18769,17282,21053,10986,8239,11471
"SPN23F_RS01345",6876,5556,9840,1647,1282,3683
"SPN23F_RS07560",12789,10479,13804,7282,6033,7711
"SPN23F_RS02440",658,693,689,876,768,869
"SPN23F_RS00940",1237,1164,1088,1402,1214,1449
"SPN23F_RS00935",1355,1314,1292,1778,1540,1588
"SPN23F_RS06020",16690,14356,18227,9401,8342,10841
"SPN23F_RS05530",128961,91039,99675,5182,4128,30199
"SPN23F_RS03875",1239,736,1068,387,337,606
"SPN23F_RS01365",7495,6688,7434,7824,8326,8511
"SPN23F_RS01160",9138,7687,10482,4846,4876,4955
"SPN23F_RS09405",120,274,340,29,24,48
"SPN23F_RS00425",8275,19084,39064,346,370,3419
"SPN23F_RS04300",7168,4569,6188,3077,2979,3714
"SPN23F_RS02615",469,479,666,254,201,267
"SPN23F_RS00805",109,104,120,169,161,150
"SPN23F_RS11445",6827,7092,7019,7912,7306,9045
"SPN23F_RS10120",1960,2056,1884,2271,2264,2463
"SPN23F_RS06120",34,34,39,63,48,57
"SPN23F_RS04080",2710,2669,2434,949,884,1722
"SPN23F_RS01635",92,85,100,166,155,128
"SPN23F_RS08625",8430,6818,8352,4858,4038,5146
"SPN23F_RS06545",188,177,224,81,64,117
"SPN23F_RS05385",3764,3346,4139,2314,1855,2312
"SPN23F_RS00705",32466,24231,29275,12491,9249,18334
"SPN23F_RS04325",825,638,622,1657,1350,988
"SPN23F_RS00415",4686,17107,40650,147,167,1958
"SPN23F_RS08715",3384,3070,3180,3606,3145,3751
"SPN23F_RS00410",8659,31127,74478,317,347,3594
"SPN23F_RS04120",2757,2352,2612,2792,2549,2902
"SPN23F_RS10310",1782,1500,1606,1655,1553,1983
"SPN23F_RS08095",4480,3203,3933,4996,4371,4483
"SPN23F_RS01930",25026,22781,27948,14889,11599,15249
"SPN23F_RS05395",8774,6586,8341,4780,3748,5109
"SPN23F_RS06475",43,27,26,52,43,64
"SPN23F_RS05790",9580,5700,8158,3306,2828,4907
"SPN23F_RS05860",4248,3459,4279,2040,1529,2749
"SPN23F_RS04010",1169,929,1067,1160,1151,1217
"SPN23F_RS07680",4256,3096,3466,4215,3734,4227
"SPN23F_RS05340",815,521,688,285,207,413
"SPN23F_RS11625",1582,1388,1288,1525,1439,1864
"SPN23F_RS07785",128,112,129,56,58,47
"SPN23F_RS06330",4574,5287,5066,8917,7841,6364
"SPN23F_RS06445",263,110,139,274,265,321
"SPN23F_RS00420",15897,57239,130328,537,569,6225
"SPN23F_RS08325",3999,5124,4316,5903,5145,7197
"SPN23F_RS00405",6996,24719,58823,251,260,3105
"SPN23F_RS01585",107,77,111,189,194,139
"SPN23F_RS05040",20216,17693,19375,11676,9053,12132
"SPN23F_RS05880",304,374,305,618,583,462
"SPN23F_RS00055",1982,1782,1854,2446,2563,2182
"SPN23F_RS01490",157,177,196,359,346,250
"SPN23F_RS08450",2378,1728,2395,1286,907,1269
"SPN23F_RS00510",319,214,275,348,279,390
"SPN23F_RS05460",2024,2118,2420,1262,996,1334
"SPN23F_RS06325",4971,5513,5142,9120,8371,6528
"SPN23F_RS00240",5417,3507,4579,2463,2264,2885
"SPN23F_RS02985",655134,562825,665283,5930,4472,95626
"SPN23F_RS07425",10742,5113,6445,12954,9715,11899
"SPN23F_RS04905",524,408,449,562,599,564
"SPN23F_RS03800",599,387,376,625,596,629
"SPN23F_RS05590",4326,3222,3789,3742,3712,4857
"SPN23F_RS04295",4345,2823,3994,1816,1898,2401
"SPN23F_RS10990",7072,5460,9358,2429,1894,4272
"SPN23F_RS02170",2402,2266,2797,1323,1017,1692
