"gene_id","IU10991_1","IU10991_2","IU10991_3","IU1781_1","IU1781_2","IU1781_3"
"SPD_RS02920",17630,6187,6858,6181,4296,2109
"SPD_RS02925",4420,3255,3443,3814,3165,2392
"SPD_RS02930",1446,864,701,1416,930,668
"SPD_RS02935",2246,1331,1006,2594,1434,1064
"SPD_RS02940",58859,50090,36977,68707,50061,36910
"SPD_RS02945",85686,64003,41128,111619,64891,43621
"SPD_RS02950",231,323,484,161,330,253
"SPD_RS02955",77,105,74,86,67,64
"SPD_RS02960",31112,24686,24267,31688,40794,40672
"SPD_RS02965",14683,6957,7096,14636,12005,5279
"SPD_RS02970",16527,10070,8872,19831,15019,8200
"SPD_RS02975",3548,3601,3263,3992,4369,4300
"SPD_RS02980",4835,4525,4443,4235,4902,3592
"SPD_RS02985",18,19,14,17,10,12
"SPD_RS02990",18581,27677,19817,41382,28968,32740
"SPD_RS02995",219,362,305,275,324,392
"SPD_RS03000",62,67,46,115,75,81
"SPD_RS03005",286,218,206,488,275,232
"SPD_RS03010",1871,1478,1094,3314,1782,1227
"SPD_RS03015",48,57,41,60,48,44
"SPD_RS03020",24,23,14,36,26,40
"SPD_RS03025",5053,6323,5881,6074,7448,11853
"SPD_RS03030",905,1010,961,741,777,685
"SPD_RS03035",599,427,366,651,434,236
"SPD_RS03040",600,409,359,562,408,302
"SPD_RS03045",165,107,89,150,111,75
"SPD_RS03050",3060,1708,1448,3087,1839,1184
"SPD_RS03055",1392,701,605,1400,781,406
"SPD_RS03060",148,99,100,118,120,96
"SPD_RS03065",139,137,107,161,162,155
"SPD_RS03070",295,166,131,346,197,155
"SPD_RS03075",1,4,2,3,4,2
"SPD_RS03080",3451,2960,3249,3195,3485,3327
"SPD_RS03085",4592,2379,2428,4348,3312,2285
"SPD_RS03090",4095,3070,2873,3835,3547,2801
"SPD_RS03095",50164,53807,39105,74669,47419,46076
"SPD_RS03100",2991,1841,1631,3266,2089,1751
"SPD_RS03105",1848,1725,1512,2181,1756,1306
"SPD_RS03110",6233,4045,3919,5230,5644,4601
"SPD_RS03115",5580,3181,3712,3794,3419,2858
"SPD_RS03120",31066,51994,56101,21326,39797,52544
"SPD_RS03125",3944,3479,3993,3523,3791,2624
"SPD_RS03130",3916,1679,1502,4142,2360,1278
"SPD_RS03135",2203,1033,1026,2102,1397,906
"SPD_RS03140",3668,1509,1532,3584,2262,1316
"SPD_RS03145",4841,2257,2189,4610,3087,1952
"SPD_RS03150",3318,1813,2007,2750,2184,1765
"SPD_RS03155",1010,1379,1156,2251,1222,1524
"SPD_RS03160",4012,4865,3270,7001,4047,3137
"SPD_RS03165",3837,6516,5608,4110,4065,3970
"SPD_RS03170",142,75,75,217,119,95
"SPD_RS03175",31862,16600,14554,36383,17787,10828
"SPD_RS03180",7561,8611,7344,7757,7029,8486
"SPD_RS03185",125,132,144,120,148,173
"SPD_RS03190",213,169,117,269,215,181
"SPD_RS03195",120,123,94,159,142,111
"SPD_RS03200",9904,5970,6101,9256,6107,3965
"SPD_RS03205",3616,2046,1622,3863,2132,1330
"SPD_RS03210",4723,3663,2452,6610,3285,2628
"SPD_RS03220",731,907,552,1050,541,469
"SPD_RS03225",162,160,109,249,135,133
"SPD_RS03230",983,1122,775,1502,803,815
"SPD_RS03235",1060,1147,690,1674,921,787
"SPD_RS03240",542,562,331,830,440,236
"SPD_RS03250",2125,1150,1295,1731,1134,742
"SPD_RS03255",3047,1678,1855,2274,1712,1193
"SPD_RS03260",2362,2102,2170,1944,2474,2212
"SPD_RS03265",597,439,359,697,540,443
"SPD_RS03270",208,300,175,301,202,169
"SPD_RS03275",604,953,716,794,665,580
"SPD_RS03280",889,1613,1141,1384,1078,1211
"SPD_RS03295",32,19,14,29,19,12
"SPD_RS03300",33,16,19,11,13,19
"SPD_RS03305",33,16,16,19,26,17
"SPD_RS03310",326,287,282,239,218,200
"SPD_RS03315",25794,12277,11618,25905,15994,11778
"SPD_RS03320",8601,4590,4738,7111,5853,3728
"SPD_RS03325",133,136,93,171,153,171
"SPD_RS03330",62,49,25,91,53,48
"SPD_RS03335",33,27,20,57,36,31
"SPD_RS03340",18,8,5,24,12,13
"SPD_RS03345",51,43,39,153,81,70
"SPD_RS03350",24,22,22,58,36,32
"SPD_RS03355",26,34,32,66,54,50
"SPD_RS03360",18,11,14,68,34,28
"SPD_RS03365",41,41,33,123,60,30
"SPD_RS03370",44,27,28,119,66,33
"SPD_RS03375",609,512,513,500,644,531
"SPD_RS03380",159,107,132,93,105,95
"SPD_RS03385",158,108,106,110,105,105
"SPD_RS03390",651,319,292,710,395,240
"SPD_RS03395",45497,23014,20367,53759,32165,22709
"SPD_RS03400",1463,1651,1558,1318,1510,1304
"SPD_RS03415",0,1,1,1,0,1
"SPD_RS03420",2101,1200,1231,2146,1216,898
"SPD_RS03425",174,89,85,207,154,97
"SPD_RS03430",90,45,47,99,68,73
"SPD_RS03435",1771,1063,1036,1656,1208,764
"SPD_RS03440",3572,1713,1690,3282,2183,1265
"SPD_RS03445",183847,121161,132977,125849,125252,85838
"SPD_RS03450",453,290,295,631,414,317
"SPD_RS03455",413,191,223,449,280,196
"SPD_RS03460",37284,31011,25667,48005,38357,31807
"SPD_RS03465",32489,30781,28290,34211,36206,39881
"SPD_RS03470",2305,3683,2916,3034,2755,2236
"SPD_RS03475",7291,6310,4957,9002,6420,4681
"SPD_RS03480",1889,861,776,1631,1219,678
"SPD_RS03485",1788,828,761,1725,1228,534
"SPD_RS03490",1689,956,774,1816,1307,769
"SPD_RS03495",1923,1201,1189,2090,1540,905
"SPD_RS03500",568,511,374,537,387,285
"SPD_RS03505",8166,5954,5828,8293,7006,4196
"SPD_RS03510",4881,2712,2056,5624,3600,2224
"SPD_RS03515",14171,14288,13943,13527,13285,9600
"SPD_RS03520",8039,4214,3847,8003,6419,3139
"SPD_RS03525",480,357,316,549,463,346
"SPD_RS03530",20535,20597,16986,18918,20654,16892
"SPD_RS03535",28707,17234,19869,19690,19994,13284
"SPD_RS03540",15065,8400,7647,15196,9543,5839
"SPD_RS03545",19152,17266,14050,18595,15322,10906
"SPD_RS03550",6625,5012,3577,8425,5489,4297
"SPD_RS03555",3114,5060,4175,3913,4014,3791
"SPD_RS03560",5754,3777,3208,7012,4517,2978
"SPD_RS03565",1792,1202,1065,2120,1492,1073
"SPD_RS03570",8284,3592,3464,8812,5472,3225
"SPD_RS03575",9439,7168,6579,9516,7083,6921
"SPD_RS03580",13,18,10,24,16,12
"SPD_RS03585",95416,133486,85923,123023,112337,106712
"SPD_RS03590",58422,73473,50090,64749,57426,42092
"SPD_RS03595",6139,11104,9901,5166,7831,8119
"SPD_RS03600",2102,3146,2114,2390,2275,1861
"SPD_RS03605",3735,3254,2232,4695,3335,2456
"SPD_RS03610",4566,3273,2350,5775,3797,2730
"SPD_RS03615",4019,4964,4730,4245,4079,3764
"SPD_RS03620",1089,1169,1131,1300,1142,1858
"SPD_RS03625",1322,919,867,1325,1141,1043
"SPD_RS03630",39,8,12,30,31,26
"SPD_RS03635",14827,6690,8316,9990,16112,9725
"SPD_RS03640",5986,2922,2979,5862,4119,3049
"SPD_RS03645",1835,1476,1425,1798,2031,1693
"SPD_RS03650",840,399,349,934,615,272
"SPD_RS03655",7378,7811,8495,6594,6910,5920
"SPD_RS03660",22184,11357,11146,19878,13908,9150
"SPD_RS03665",274,241,240,258,265,295
"SPD_RS03670",1044,695,605,1219,838,589
"SPD_RS03675",8980,18964,12005,11771,12652,12818
"SPD_RS03680",316,417,421,228,353,386
"SPD_RS03685",883,489,456,970,551,328
"SPD_RS03690",593,459,299,734,430,242
"SPD_RS03695",796,653,474,1118,647,513
"SPD_RS03700",1281,1174,959,1726,1115,944
"SPD_RS03705",863,758,616,990,691,505
"SPD_RS03710",53715,22794,22865,49603,31935,18987
"SPD_RS03715",80509,119531,97981,40025,104110,88654
"SPD_RS03720",45113,41126,34067,23750,35286,22862
"SPD_RS03725",3085,5660,4822,6315,6486,9303
"SPD_RS03730",6644,2843,3137,5854,3908,2577
"SPD_RS03735",7932,6259,5487,8941,6092,3921
"SPD_RS03740",3902,2128,1754,4568,2313,1455
"SPD_RS03745",2877,1720,1458,3487,2010,1415
"SPD_RS03750",3097,2612,2297,2860,2823,1914
"SPD_RS03755",13620,8655,7586,14801,9999,6900
"SPD_RS03760",20125,18069,13916,28672,17026,13178
"SPD_RS03775",5487,6453,5127,5768,5767,4672
"SPD_RS03780",17572,31924,27834,16251,25276,30356
"SPD_RS03785",6,3,1,11,7,2
"SPD_RS03795",17195,12089,10439,10816,11145,9038
"SPD_RS03800",51078,87836,90948,56888,81144,174246
"SPD_RS03805",2542,1574,1397,2248,1639,950
"SPD_RS03810",4012,2939,2907,3394,2787,2052
"SPD_RS03815",6374,3455,3182,5473,3821,2275
"SPD_RS03820",2612,2323,2383,2062,2251,1764
"SPD_RS03825",2873,1796,1565,3048,2072,1714
"SPD_RS03830",7759,4934,4528,7963,5284,3420
"SPD_RS03835",2897,1910,1591,3185,2117,1291
"SPD_RS03840",4554,2534,2046,5344,2904,1654
"SPD_RS03845",3493,2202,1537,4373,2434,1601
"SPD_RS03850",1139,725,498,1432,825,652
"SPD_RS03855",2646,1734,1211,3161,1932,1320
"SPD_RS03865",5358,4461,4148,6114,4395,4087
"SPD_RS03870",2413,2357,1793,3384,2342,1869
"SPD_RS03875",104682,224561,260745,70091,162562,143416
"SPD_RS03880",2629,2726,2094,3092,2778,2493
"SPD_RS03885",97,91,102,72,107,85
"SPD_RS03890",2099,2309,2135,2548,2659,2630
"SPD_RS03895",2908,1794,1588,3538,2272,1372
"SPD_RS03900",5285,4204,3684,5843,4998,3316
"SPD_RS03905",2613,1274,1152,3026,1762,968
"SPD_RS03910",41755,20773,16801,51656,23267,13618
"SPD_RS03915",6879,3855,3905,8781,4892,3395
"SPD_RS03920",8007,2883,3078,7908,4359,1845
"SPD_RS03925",12005,6056,5877,13400,8616,6689
"SPD_RS03930",66,49,32,98,56,59
"SPD_RS03935",114,124,76,194,105,125
"SPD_RS03940",103,125,88,194,121,157
"SPD_RS03945",188,161,101,302,196,151
"SPD_RS03950",16578,7282,8690,9503,8917,6563
"SPD_RS03955",6780,3455,3456,8319,4748,2857
"SPD_RS03965",10077,5281,4695,10730,6660,3774
"SPD_RS03970",10207,8732,8593,7743,9421,8353
"SPD_RS03975",2429,1582,1241,2827,1813,1176
"SPD_RS03980",3963,3887,3284,4627,3919,3566
"SPD_RS03985",4244,3014,2373,4655,3360,1884
"SPD_RS03990",6760,6724,6163,7961,6895,5963
"SPD_RS03995",12745,19786,24581,9555,14573,17220
"SPD_RS04000",1146,2068,2111,952,1366,1407
"SPD_RS04005",520,554,708,456,563,296
"SPD_RS04010",157041,98585,83370,144921,102289,63952
"SPD_RS04030",3080,3775,3566,4040,3331,2533
"SPD_RS04035",12219,8122,6811,15617,9502,6362
"SPD_RS04040",6150,10039,10872,4473,6662,4331
"SPD_RS04045",2517,1336,1276,2793,1537,1087
"SPD_RS04050",5141,2657,2598,5390,3382,1759
"SPD_RS04055",5188,2420,2297,4925,2995,1506
"SPD_RS04060",1254,719,658,1282,879,502
"SPD_RS04065",4950,2700,2559,5070,3350,2251
"SPD_RS04070",110,63,40,112,83,40
"SPD_RS04075",10012,6187,5912,11187,6981,5351
"SPD_RS04080",10498,15407,11704,11583,11967,10530
"SPD_RS04085",5,17,17,10,15,19
"SPD_RS04090",4938,2919,2028,8077,3364,2269
"SPD_RS04095",7540,5013,3464,13409,5169,4658
"SPD_RS04100",40898,16336,14971,45321,19716,11287
"SPD_RS04105",17141,10219,10571,14667,12497,8214
"SPD_RS04110",23767,39119,38143,17422,37237,55209
"SPD_RS04115",9759,7236,8222,7683,8073,5002
"SPD_RS04120",5303,3530,2783,6517,4359,2775
"SPD_RS04125",341,259,268,227,324,313
"SPD_RS04140",257,106,118,170,167,98
"SPD_RS04145",1174,1533,1150,1622,1058,859
"SPD_RS04150",515,492,362,870,436,425
"SPD_RS04155",12589,12153,8295,23456,11923,9670
"SPD_RS04160",2343,3402,2397,4089,2580,2240
"SPD_RS04165",141,61,44,190,95,93
"SPD_RS04170",536,474,399,878,522,562
"SPD_RS04175",5429,4644,4008,6854,5167,4217
"SPD_RS04180",30141,15745,13580,41923,19149,11527
"SPD_RS04185",94362,57827,44408,120971,64758,41284
"SPD_RS04190",40,51,37,39,40,57
"SPD_RS04200",724,607,367,1461,600,452
"SPD_RS04215",224,204,125,516,183,157
"SPD_RS04220",666,876,644,1127,667,713
"SPD_RS04225",7391,4572,4036,7723,5939,4740
"SPD_RS04230",7998,4287,4341,5931,5438,3756
"SPD_RS04235",515,344,456,240,368,394
"SPD_RS04240",1015,2338,2008,1090,1654,1753
"SPD_RS04245",848,1612,1243,1156,1160,1051
"SPD_RS04250",6914,3369,3267,6801,4272,2438
"SPD_RS04255",2413,1361,1365,2366,1862,1581
"SPD_RS04260",77593,157913,170056,40759,122039,202793
"SPD_RS04270",9,19,7,18,9,8
"SPD_RS04275",189,148,140,131,166,131
"SPD_RS04280",366,236,204,418,285,190
"SPD_RS04285",66,34,26,52,41,18
"SPD_RS04290",360,300,208,378,288,223
"SPD_RS04295",3413,2262,1799,4766,2659,1627
"SPD_RS04305",34,30,26,21,31,36
"SPD_RS04310",1500,985,810,2300,1344,959
"SPD_RS04315",2465,1492,1035,3813,2059,1408
"SPD_RS04320",3747,2011,1816,4942,2795,1494
"SPD_RS04325",5322,2891,2487,7146,4229,2427
"SPD_RS04330",3960,2029,1701,5234,2966,1745
"SPD_RS04335",2165,1209,1259,1996,1584,1001
"SPD_RS04340",383,380,337,423,415,432
"SPD_RS04345",1446,998,951,1215,1082,883
"SPD_RS04350",2,0,3,3,4,2
"SPD_RS04355",5069,4652,4511,4650,4858,4105
"SPD_RS04360",1414,665,721,1447,923,516
"SPD_RS04365",3024,1758,1670,2836,2042,1330
"SPD_RS04370",8178,8478,6311,11118,7923,6258
"SPD_RS04375",2864,1449,1518,2681,1913,1035
"SPD_RS04380",5536,2517,2754,4471,3245,1976
"SPD_RS04385",5958,3873,4520,4506,4128,3005
"SPD_RS04390",3329,2682,2979,3131,2797,1712
"SPD_RS04395",3710,3020,2651,4039,2967,2209
"SPD_RS04400",771,472,421,889,541,405
"SPD_RS04405",2980,2041,2061,3144,2068,1471
"SPD_RS04410",1484,2216,1727,1798,1681,1708
"SPD_RS04415",8,8,3,10,11,3
"SPD_RS04430",19,44,41,16,24,28
"SPD_RS04435",1232,692,666,1680,824,609
"SPD_RS04440",8814,5134,4687,9030,5690,3247
"SPD_RS04445",6888,4857,3620,8801,4871,4104
"SPD_RS04450",4895,2596,2233,4723,2946,1638
"SPD_RS04455",1357,745,641,1178,766,384
"SPD_RS04460",10713,7362,6758,10518,7870,3936
"SPD_RS04465",5228,3535,2772,5637,3781,1796
"SPD_RS04470",3320,3221,2702,3540,3223,2931
"SPD_RS04475",31,18,17,44,26,18
"SPD_RS04485",66,15,20,45,30,19
"SPD_RS04490",2077,2536,2585,1815,2522,2360
"SPD_RS04495",54,44,38,53,45,23
"SPD_RS04500",120,80,58,114,104,61
"SPD_RS04505",2218,2177,1889,2011,2335,1503
"SPD_RS04510",2096,1289,1294,1578,1710,954
"SPD_RS04515",5226,4155,3814,5415,5225,3012
"SPD_RS04520",31085,20905,15732,38015,23455,20499
"SPD_RS04525",15324,11707,7477,19440,11988,11501
"SPD_RS04530",46044,37006,27169,54075,37686,28082
"SPD_RS04535",15917,15345,13334,13722,14768,11871
"SPD_RS04540",1747,1167,1217,1656,1162,722
"SPD_RS04545",1360,698,608,1299,802,451
"SPD_RS04550",5639,4245,3373,7470,4352,3457
"SPD_RS04555",4344,3331,2607,6684,3664,3297
"SPD_RS04560",12023,17834,17148,8326,14463,17752
"SPD_RS04565",2296,1973,1838,1858,1989,1438
"SPD_RS04570",7313,3988,3829,6972,4990,3400
"SPD_RS04575",5300,2422,2660,4042,3276,1883
"SPD_RS04580",2997,1363,1480,2116,1777,943
"SPD_RS04585",4531,1901,2123,3177,2642,1494
"SPD_RS04590",488,308,289,478,430,382
"SPD_RS04595",21089,31998,35738,14555,24245,21462
"SPD_RS04600",7639,6739,5384,6710,6393,4774
"SPD_RS04605",1034,553,419,952,757,477
"SPD_RS04610",3646,2188,2096,3230,2528,1753
"SPD_RS04615",20,4,8,6,2,4
"SPD_RS04620",8295,5030,4104,9441,5853,3900
"SPD_RS04625",2850,1647,1410,3347,2020,1220
"SPD_RS04630",41180,39960,42049,32225,35326,33430
"SPD_RS04635",8,5,5,8,9,13
"SPD_RS04640",16,11,8,26,16,5
"SPD_RS04645",1635,909,706,2151,1198,884
"SPD_RS04650",1079,530,452,1265,721,396
"SPD_RS04655",2638,1836,2131,2483,1989,1327
"SPD_RS04660",3411,2238,2097,3934,2712,1806
"SPD_RS04665",14438,13147,10335,19515,14184,9431
"SPD_RS04670",4086,3049,2262,5454,3366,1999
"SPD_RS04675",1785,1527,1076,2489,1548,1437
"SPD_RS04680",10381,9056,7866,11501,9540,7095
"SPD_RS04685",18458,33820,25781,23824,26558,35130
"SPD_RS04690",1269,711,556,1633,929,523
"SPD_RS04695",6495,5895,5111,8217,6443,4671
"SPD_RS04710",16,16,8,29,14,13
"SPD_RS04715",69,36,23,96,58,42
"SPD_RS04720",1469,1529,1314,1924,1412,1049
"SPD_RS04725",1344,1539,966,2270,1389,1416
"SPD_RS04730",7412,4617,4920,5334,5248,3578
"SPD_RS04735",4299,4187,3253,4150,3845,3042
"SPD_RS04740",12705,10737,8473,14942,11090,8771
"SPD_RS04745",2933,3317,2546,6018,3593,3084
"SPD_RS04750",0,4,3,6,5,6
"SPD_RS04755",16,16,6,20,17,17
"SPD_RS04760",76,68,50,41,67,33
"SPD_RS04765",17,18,7,25,16,18
"SPD_RS04770",11549,9310,7846,15377,10055,9134
"SPD_RS04775",218,362,208,538,270,307
"SPD_RS04780",3122,1785,1739,3855,2012,1857
"SPD_RS04785",113,107,87,129,88,56
"SPD_RS04790",19582,21198,22549,14029,18254,23265
"SPD_RS04795",11,8,10,18,9,7
"SPD_RS04800",9539,9205,8957,7897,10251,8194
"SPD_RS04805",3314,1517,1629,2826,2394,1645
"SPD_RS04810",3129,1701,1754,2810,2152,1726
"SPD_RS04815",3434,4784,5646,2654,4618,4642
"SPD_RS04820",2133,1586,1603,2413,1731,1121
"SPD_RS04825",946,878,618,1467,819,697
"SPD_RS04830",4745,2464,2109,5715,3073,2017
"SPD_RS04835",4122,4342,4445,3473,3896,3614
"SPD_RS04840",8389,5356,5430,8220,6640,5688
"SPD_RS04845",2965,1479,1461,2626,1893,1099
"SPD_RS04850",8218,4259,3894,8383,5720,3918
"SPD_RS04855",4242,2594,2236,4305,3028,1855
"SPD_RS04860",1046,500,399,1538,866,527
"SPD_RS04865",129023,200422,154563,81613,159803,162951
"SPD_RS04870",4548,3287,2758,3635,3526,2671
"SPD_RS04875",816,1243,1059,721,898,1123
"SPD_RS04880",864,1678,1545,992,1514,2458
"SPD_RS04885",21279,37908,27783,40351,27162,32814
"SPD_RS04890",5612,7666,4897,11077,6697,5516
"SPD_RS04895",1144,1409,746,2717,1263,1135
"SPD_RS04900",2327,2978,2090,4519,2989,3198
"SPD_RS04910",357,577,391,707,489,623
"SPD_RS04915",114,160,103,276,130,155
"SPD_RS04920",1411,1803,1066,2818,1605,1392
"SPD_RS04925",641,889,502,1138,689,525
"SPD_RS04930",582,1182,1013,708,943,1001
"SPD_RS04935",243,306,200,431,265,268
"SPD_RS04940",259,253,193,441,272,209
"SPD_RS04945",593,754,669,777,590,606
"SPD_RS04950",935,1320,1189,1033,1171,1016
"SPD_RS04955",268,234,228,374,202,202
"SPD_RS04960",263,348,276,421,301,392
"SPD_RS04965",502,898,860,744,601,581
"SPD_RS04970",1401,2375,1471,2858,1876,2060
"SPD_RS04975",2470,4392,3020,3896,3139,3404
"SPD_RS04985",2,2,0,3,1,2
"SPD_RS04990",3,2,2,0,1,0
"SPD_RS04995",1,0,4,1,4,1
"SPD_RS05000",2,11,4,6,3,5
"SPD_RS05005",198,440,402,86,244,375
"SPD_RS05010",850,1835,1246,1165,1011,962
"SPD_RS05015",76,92,67,33,63,84
"SPD_RS05020",164,283,226,185,193,168
"SPD_RS05025",137,247,145,168,121,118
"SPD_RS05030",284,540,449,249,304,332
"SPD_RS05035",54,68,39,77,59,51
"SPD_RS05040",85,99,71,109,89,79
"SPD_RS05045",43,80,71,71,81,55
"SPD_RS05050",46,76,56,53,49,45
"SPD_RS05055",45,74,63,83,50,45
"SPD_RS05060",45,53,35,82,49,50
"SPD_RS05065",166,266,158,253,217,185
"SPD_RS05070",20,39,49,11,22,24
"SPD_RS05075",10480,6692,6064,9846,7703,4720
"SPD_RS05080",28426,22747,17738,33723,22642,15691
"SPD_RS05085",1509,1260,819,3047,1391,1113
"SPD_RS05090",684,360,346,900,533,283
"SPD_RS05095",649,357,286,871,499,272
"SPD_RS05100",8602,6165,5718,11334,7536,6230
"SPD_RS05105",9411,6181,4858,14686,8241,6176
"SPD_RS05110",5760,6113,5641,6799,6321,6481
"SPD_RS05115",5589,2917,2719,5357,3863,2029
"SPD_RS05120",8460,4882,4446,8672,6047,3530
"SPD_RS05125",716,459,320,1124,582,457
"SPD_RS05130",1049,1165,1387,1330,1178,824
"SPD_RS05135",12803,7000,6902,12714,8820,5496
"SPD_RS05140",4621,4401,4662,3782,3846,2540
"SPD_RS05160",15763,11961,11136,16111,13917,10410
"SPD_RS05165",3121,1886,1579,3746,2222,1312
"SPD_RS05170",10261,6114,5085,12710,7516,4671
"SPD_RS05175",11363,8217,7583,12686,8751,6190
"SPD_RS05190",11467,7524,8129,10984,8324,7005
"SPD_RS05195",53,25,28,75,43,37
"SPD_RS05200",4180,2068,1742,5910,3108,2145
"SPD_RS05205",6987,6127,6560,6982,7176,6279
"SPD_RS05210",8069,13636,12945,7664,10469,7169
"SPD_RS05215",4264,5271,4391,5452,4927,5023
"SPD_RS05220",7565,4036,3165,9944,5438,4159
"SPD_RS05225",5866,4151,3917,6719,4328,3214
"SPD_RS05230",456,352,314,517,366,246
"SPD_RS05235",3351,4444,3248,4523,4086,3655
"SPD_RS05240",1919,1204,954,2514,1484,844
"SPD_RS05245",1709,940,794,2090,1174,593
"SPD_RS05250",2794,1391,1198,2965,1774,953
"SPD_RS05270",49807,103493,78444,37366,66936,68426
"SPD_RS05275",1089,935,798,1373,956,767
"SPD_RS05280",46954,49211,29309,72131,47178,39197
"SPD_RS05285",57089,66106,38153,92549,64920,77815
"SPD_RS05290",65470,74084,56722,81682,68187,50636
"SPD_RS05300",5036,7417,4650,8978,6879,7440
"SPD_RS05305",2335,2331,2082,2559,2021,1957
"SPD_RS05310",8379,10239,7616,10224,8692,6450
"SPD_RS05315",193116,312531,367109,115522,197496,151893
"SPD_RS05320",8987,6404,4716,10924,6488,3938
"SPD_RS05325",4701,4710,3632,5032,4462,3241
"SPD_RS05330",2261,1619,1605,1906,1627,1101
"SPD_RS05335",9395,7893,7823,11330,8216,6942
"SPD_RS05340",13754,8683,6610,17762,9656,6345
"SPD_RS05355",4276,2656,2374,4480,3125,2540
"SPD_RS05360",768,576,449,844,660,427
"SPD_RS05365",561,314,269,688,419,331
"SPD_RS05370",589,403,307,830,483,333
"SPD_RS05375",987,537,566,1011,628,412
"SPD_RS05385",45,20,15,71,40,20
"SPD_RS05390",2633,4145,3285,3024,3660,3777
"SPD_RS05395",215569,171239,122716,239150,147583,109445
"SPD_RS05410",4876,2750,2575,6408,3883,2732
"SPD_RS05415",5887,3303,2536,9567,5391,3581
"SPD_RS05420",2470,1645,1192,4023,2487,1591
"SPD_RS05425",14326,11603,9567,17067,11553,8634
"SPD_RS05430",4992,3698,3258,4890,3837,2822
"SPD_RS05435",2876,1335,1199,3092,1871,1271
"SPD_RS05440",11520,5240,5590,10762,7064,5003
"SPD_RS05445",826,1113,917,748,809,1237
"SPD_RS05450",910,601,493,1284,638,398
"SPD_RS05455",1452,794,696,1690,938,551
"SPD_RS05460",1047,651,664,1086,788,544
"SPD_RS05465",1228,742,757,990,777,503
"SPD_RS05470",2301,2254,2476,1594,2189,2943
"SPD_RS05475",5390,2659,2557,5553,3197,1870
"SPD_RS05480",588,299,272,574,331,203
"SPD_RS05485",4500,2488,2524,4477,2930,2000
"SPD_RS05490",1294,620,578,1379,836,491
"SPD_RS05495",1887,836,831,2058,1100,850
"SPD_RS05500",1251,1771,1397,1614,1036,883
"SPD_RS05505",1021,1251,911,2094,959,977
"SPD_RS05510",9,10,2,23,10,9
"SPD_RS05515",15889,17604,13454,19529,16188,17245
"SPD_RS05520",2896,2102,1554,3830,2238,1723
"SPD_RS05525",145162,110428,92213,144555,115579,77847
"SPD_RS05530",53492,78673,59417,56701,67741,79406
"SPD_RS05535",43256,81669,89171,20890,63226,84123
"SPD_RS05540",56969,35799,31641,46947,37412,26923
"SPD_RS05545",26056,19183,15878,26603,19764,20199
"SPD_RS05550",10911,18900,12222,14385,14787,17303
"SPD_RS05555",46,43,36,36,41,45
"SPD_RS05560",204,132,145,114,150,95
"SPD_RS05565",38,32,34,17,47,21
"SPD_RS05570",353,707,519,160,521,647
"SPD_RS05575",455,372,288,578,381,290
"SPD_RS05580",287,210,181,347,275,180
"SPD_RS05585",208,143,128,310,176,138
"SPD_RS05590",330,321,313,301,410,369
"SPD_RS05595",6,9,3,20,12,4
"SPD_RS05610",15,21,17,38,14,24
"SPD_RS05615",20,38,28,32,28,25
"SPD_RS05620",7,5,9,8,2,8
"SPD_RS05625",12831,5857,5358,14274,8099,4278
"SPD_RS05630",2866,1718,1435,3824,2170,1355
"SPD_RS05635",5424,3316,2631,7378,4075,2568
"SPD_RS05640",789,479,363,1017,538,294
"SPD_RS05645",2598,1571,1641,2769,1931,1194
"SPD_RS05650",2593,1409,1286,3085,1771,953
"SPD_RS05655",368,273,195,526,396,359
"SPD_RS05660",4074,3338,3313,4366,3675,3085
"SPD_RS05665",6037,4624,4432,7506,5147,4402
"SPD_RS05670",4000,3825,3569,3720,3657,2237
"SPD_RS05680",1876,1303,768,2486,1404,1069
"SPD_RS05685",2557,3364,2370,3545,2219,1825
"SPD_RS05690",2644,3723,2862,2910,2763,2678
"SPD_RS05695",294,127,138,257,156,109
"SPD_RS05700",780,334,312,784,504,265
"SPD_RS05705",6964,11423,8852,8249,8145,7303
"SPD_RS05710",20343,12829,12319,19750,16046,10924
"SPD_RS05715",83652,44237,40287,72458,49089,29297
"SPD_RS05720",7104,8528,6632,8284,7233,8405
"SPD_RS05725",3041,3863,2698,3510,3115,2861
"SPD_RS05730",691,1016,766,695,893,1025
"SPD_RS05735",761,1155,1126,587,1039,1212
"SPD_RS05740",3841,2082,1825,5195,2808,2049
"SPD_RS05745",5566,3897,3281,7552,4818,3349
"SPD_RS05750",3516,3075,2816,3940,3240,2251
"SPD_RS05755",1481,874,782,1655,1157,572
"SPD_RS05760",5539,3456,3795,4606,4932,3652
"SPD_RS05765",1625,1438,1324,2702,1652,1139
"SPD_RS05770",1205,622,493,2349,838,656
"SPD_RS05775",4874,4816,4102,7368,5352,8149
"SPD_RS05780",1087,644,711,1499,1074,822
"SPD_RS05785",2894,1899,1772,3657,2435,1960
"SPD_RS05790",2481,2365,2367,2210,2170,2008
"SPD_RS05795",654,703,530,818,570,449
"SPD_RS05800",595,524,333,731,469,348
"SPD_RS05805",4909,3040,2947,3794,3201,1977
"SPD_RS05810",2077,2071,1823,2652,2521,1973
"SPD_RS05815",55115,44816,38374,36909,44343,27206
"SPD_RS05820",30320,22325,24657,18072,21244,20255
"SPD_RS05825",22663,11758,11778,16323,13903,8678
"SPD_RS05830",6733,4590,4332,7255,4941,3065
"SPD_RS05835",3494,2728,2554,4220,3088,2376
