"gene_id","IU10991_1","IU10991_2","IU10991_3","IU1781_1","IU1781_2","IU1781_3"
"SPD_RS08720",1,0,0,1,0,0
"SPD_RS08725",2745,1314,1371,325,347,230
"SPD_RS08730",3328,1452,1270,461,451,275
"SPD_RS08735",3331,1727,1505,494,514,335
"SPD_RS08740",5641,2730,2379,802,804,606
"SPD_RS08745",2431,1039,1055,2230,1450,756
"SPD_RS08750",7010,3279,3301,6840,4658,2273
"SPD_RS08755",5652,2743,2722,5936,4163,2402
"SPD_RS08760",7655,3505,3302,8266,5465,3380
"SPD_RS08765",5951,2577,2547,5472,3671,1570
"SPD_RS08770",5739,2873,3151,5224,4076,2399
"SPD_RS08775",4895,2288,2481,3999,3137,1405
"SPD_RS08780",10168,4716,4823,9027,6720,3919
"SPD_RS08785",9616,5836,6200,7944,6953,4459
"SPD_RS08790",21587,29580,29730,17421,23752,26373
"SPD_RS08795",56805,31015,28814,54135,40518,23654
"SPD_RS08800",100318,41101,45928,82127,59142,30256
"SPD_RS08805",2095,1885,1593,2492,1950,1355
"SPD_RS08820",18013,9664,8976,18543,13024,8620
"SPD_RS08825",17411,8394,7158,17025,11110,6006
"SPD_RS08830",10986,5641,4967,10675,7375,4031
"SPD_RS08835",14906,8255,7160,13962,10526,6110
"SPD_RS08840",68853,76686,58853,57403,72802,61534
"SPD_RS08845",10587,10519,12106,8563,9099,6889
"SPD_RS08850",85,56,39,115,57,34
"SPD_RS08855",27,23,17,30,14,15
"SPD_RS08860",41,23,16,60,29,17
"SPD_RS08865",31,14,18,41,20,14
"SPD_RS08870",48,33,37,75,34,32
"SPD_RS08875",87,88,65,98,87,49
"SPD_RS08880",507,722,619,467,481,510
"SPD_RS08885",490,583,413,707,440,437
"SPD_RS08890",46,84,70,36,64,94
"SPD_RS08895",1789,2813,2968,1277,1622,1081
"SPD_RS08900",491,600,912,369,405,227
"SPD_RS08905",286,253,376,165,204,90
"SPD_RS08910",297,227,338,182,219,108
"SPD_RS08915",95,73,117,67,67,27
"SPD_RS08920",952,849,1188,558,640,273
"SPD_RS08925",520,617,720,438,544,356
"SPD_RS08930",543,463,711,254,364,142
"SPD_RS08935",137,209,246,104,139,52
"SPD_RS08940",787,1290,1452,807,999,890
"SPD_RS08945",488,657,872,302,301,254
"SPD_RS08950",50,57,97,31,44,14
"SPD_RS08955",6161,9288,11361,3813,5475,4450
"SPD_RS08960",2279,3331,4807,1137,1778,453
"SPD_RS08965",362,477,562,175,300,96
"SPD_RS08970",110,102,176,15,51,18
"SPD_RS08975",13,9,21,15,14,14
"SPD_RS08980",399,216,452,133,308,110
"SPD_RS08985",517390,169886,229702,303767,263351,129830
"SPD_RS08990",71,113,118,91,88,139
"SPD_RS08995",215229,57849,75902,127469,96524,37560
"SPD_RS09000",1191,1784,2228,700,1133,893
"SPD_RS09005",2008,2347,1687,2682,1973,1857
"SPD_RS09010",750,1200,1099,828,792,958
"SPD_RS09015",20453,20812,19403,16751,23090,20658
"SPD_RS09025",283,322,294,377,329,582
"SPD_RS09030",14713,9395,7276,16964,8172,6062
"SPD_RS09035",1326,951,650,1952,837,755
"SPD_RS09040",217,174,196,157,185,125
"SPD_RS09045",4610,1887,1848,4428,2545,1371
"SPD_RS09050",3962,1821,1842,4389,2532,1623
"SPD_RS09055",2621,2062,2180,2624,2182,2251
"SPD_RS09060",2114,1942,2221,1641,1773,1573
"SPD_RS09065",4,1,5,2,1,2
"SPD_RS09070",405,225,216,509,289,174
"SPD_RS09075",1366,833,736,1845,1160,676
"SPD_RS09080",2873,2767,2625,3200,3255,3917
"SPD_RS09085",254,139,129,263,188,172
"SPD_RS09090",207,179,166,169,173,148
"SPD_RS09115",13,12,7,15,5,11
"SPD_RS09120",22277,24304,16507,36455,21209,17361
"SPD_RS09125",30399,19884,16826,43686,23022,16579
"SPD_RS09130",5073,3445,2769,7628,3845,3381
"SPD_RS09135",8964,6898,6175,11871,7156,4971
"SPD_RS09140",4101,3149,2448,7369,3408,2350
"SPD_RS09150",66,74,71,91,79,64
"SPD_RS09155",98,104,57,165,98,110
"SPD_RS09160",31,40,24,72,42,40
"SPD_RS09165",176,236,161,286,252,197
"SPD_RS09170",60,39,40,126,56,77
"SPD_RS09175",34,36,37,57,49,31
"SPD_RS09180",29,33,27,33,31,29
"SPD_RS09185",3,2,0,1,0,2
"SPD_RS09190",17981,14015,12649,18633,16958,13733
"SPD_RS09195",7848,4800,4207,8513,5822,3191
"SPD_RS09200",11176,7523,6474,10727,8463,5272
"SPD_RS09205",4787,3107,2753,4173,3568,2532
"SPD_RS09210",12580,12918,10858,18832,13001,10043
"SPD_RS09215",2345,1629,1246,3229,1821,1480
"SPD_RS09220",1390,924,904,1789,1181,865
"SPD_RS09225",137,181,162,163,138,105
"SPD_RS09230",1132,1355,986,2062,1157,1414
"SPD_RS09235",322,787,544,350,562,827
"SPD_RS09240",1293,3161,2175,1391,2120,2449
"SPD_RS09245",691,1303,1108,640,947,987
"SPD_RS09250",192,286,228,286,273,259
"SPD_RS09255",64,98,63,77,80,75
"SPD_RS09260",34,41,36,28,27,30
"SPD_RS09265",320,722,577,222,373,497
"SPD_RS09270",248,471,406,343,312,328
"SPD_RS09275",335,348,290,440,292,299
"SPD_RS09280",377,340,250,416,342,209
"SPD_RS09290",1809,973,1046,1213,1103,621
"SPD_RS09295",106892,41340,41268,89426,58509,30750
"SPD_RS09300",98827,44182,43678,84066,56235,32186
"SPD_RS09305",6,0,3,11,0,2
"SPD_RS09310",31545,37866,30468,35104,38262,35818
"SPD_RS09315",6306,4810,4867,5554,5021,3574
"SPD_RS09320",1472,1041,1055,1169,1040,906
"SPD_RS09325",10451,4656,4681,10221,6587,3443
"SPD_RS09330",1170,991,951,1392,1007,996
"SPD_RS09335",4391,3016,2560,5301,3509,2619
"SPD_RS09340",2136,1625,1431,2322,1850,1485
"SPD_RS09345",3035,2200,2323,2600,2584,1954
"SPD_RS09350",43317,27555,28221,32612,28848,24544
"SPD_RS09355",5,1,3,17,5,11
"SPD_RS09360",51648,31203,40001,25566,35943,20357
"SPD_RS09365",5823,2770,3080,4300,3726,2466
"SPD_RS09370",178,95,86,190,103,108
"SPD_RS09375",17315,9171,10370,14460,11434,10179
"SPD_RS09380",6744,3520,3605,5493,4745,3715
"SPD_RS09385",6851,3876,4024,5728,5173,2960
"SPD_RS09390",15411,11924,11591,14387,14395,9273
"SPD_RS09395",6936,3374,3610,5753,3937,2446
"SPD_RS09400",9077,3976,4081,7657,5332,3701
"SPD_RS09405",3523,1517,1659,2542,1882,948
"SPD_RS09410",3048,1308,1319,2709,1789,1138
"SPD_RS09415",4951,2186,2218,4141,2886,1802
"SPD_RS09420",3698,1836,2007,2923,2116,1274
"SPD_RS09425",157,139,111,304,174,145
"SPD_RS09430",224,162,136,369,217,210
"SPD_RS09435",598,375,407,705,570,333
"SPD_RS09440",2464,2946,2212,2443,2302,1853
"SPD_RS09445",1660,1260,994,1812,1296,973
"SPD_RS09450",1788,1316,1312,1572,1384,1048
"SPD_RS09455",663,484,400,569,471,304
"SPD_RS09460",121806,164272,201925,77876,115237,101654
"SPD_RS09465",23275,14903,14739,19196,17431,13098
"SPD_RS09470",1118,1873,1892,1231,1959,1959
"SPD_RS09475",2466,1283,1480,1253,1700,1018
"SPD_RS09480",7546,4855,4841,5941,4850,3528
"SPD_RS09485",1843,921,1025,1305,1076,923
"SPD_RS09490",69,36,34,37,26,18
"SPD_RS09495",24679,30658,24523,27241,30904,32143
"SPD_RS09500",842,592,512,620,606,398
"SPD_RS09505",1151,607,512,837,700,399
"SPD_RS09510",612,411,312,368,404,223
"SPD_RS09515",643,404,352,341,434,214
"SPD_RS09520",112,88,60,91,97,53
"SPD_RS09525",369,475,311,250,301,210
"SPD_RS09530",3121,5662,5942,2779,3801,3561
"SPD_RS09535",787,1290,1452,807,999,890
"SPD_RS09540",488,657,872,302,301,254
"SPD_RS09545",50,57,97,31,44,14
"SPD_RS09550",6161,9288,11361,3813,5475,4450
"SPD_RS09555",2279,3331,4807,1137,1778,453
"SPD_RS09560",362,477,562,175,300,96
"SPD_RS09565",110,102,176,15,51,18
"SPD_RS09570",13,9,21,15,14,14
"SPD_RS09575",399,216,452,133,308,110
"SPD_RS09580",517390,169886,229702,303767,263351,129830
"SPD_RS09585",71,113,118,91,88,139
"SPD_RS09590",215229,57849,75902,127469,96524,37560
"SPD_RS09595",1700,3308,4062,760,2059,2904
"SPD_RS09600",107,141,87,114,93,117
"SPD_RS09605",32267,54104,45146,38429,38441,35479
"SPD_RS09610",2940,4563,3218,3869,3325,3206
"SPD_RS09615",3639,5239,3653,6362,5249,9985
"SPD_RS09620",4391,2813,2181,6126,3483,2330
"SPD_RS09625",2441,2088,1686,3082,2038,1800
"SPD_RS09630",411941,244446,214310,364603,262457,163144
"SPD_RS09635",353,205,157,651,302,214
"SPD_RS09650",519,344,322,884,631,399
"SPD_RS09655",201,112,99,340,205,201
"SPD_RS09660",717,1513,1165,836,1000,1457
"SPD_RS09665",1569,1984,1718,1729,1753,1384
"SPD_RS09670",768,837,524,1653,866,921
"SPD_RS09675",754,667,398,1852,720,810
"SPD_RS09680",223,280,149,516,265,316
"SPD_RS09685",668,854,604,1164,823,993
"SPD_RS09690",27089,19206,14131,53857,28422,21878
"SPD_RS09695",10292,14627,10002,12583,12164,12852
"SPD_RS09700",7570,8696,5837,9735,7374,5007
"SPD_RS09705",18507,39409,30724,22630,27268,37460
"SPD_RS09710",25095,11186,10424,26437,12294,6924
"SPD_RS09715",36,35,36,46,24,27
"SPD_RS09720",163,256,176,184,160,151
"SPD_RS09725",14,3,14,21,14,14
"SPD_RS09730",1,5,4,10,5,0
"SPD_RS09735",3,4,1,8,2,2
"SPD_RS09740",1,2,3,3,3,2
"SPD_RS09745",8,14,8,12,8,11
"SPD_RS09750",9,11,6,12,12,14
"SPD_RS09755",895,1022,862,1099,1182,1341
"SPD_RS09760",11631,11135,9152,18043,12322,10782
"SPD_RS09765",4250,3480,2870,5612,4113,2653
"SPD_RS09770",11915,19037,17959,10621,18243,25270
"SPD_RS09775",13292,9616,8760,12812,9673,6819
"SPD_RS09780",3025,2068,2113,2974,2171,1422
"SPD_RS09795",2,2,1,1,3,1
"SPD_RS09800",2,1,1,3,0,0
"SPD_RS09805",0,0,3,2,0,0
"SPD_RS09810",5,3,3,0,2,1
"SPD_RS09815",0,0,1,1,0,0
"SPD_RS09820",3,1,7,5,0,2
"SPD_RS09825",5,0,1,2,4,0
"SPD_RS09830",1723,2416,2072,1565,2280,2368
"SPD_RS09835",7788,7139,6246,11179,9880,10163
"SPD_RS09840",23353,16822,17630,20270,20186,15836
"SPD_RS09845",23842,16787,17641,19059,16616,14619
"SPD_RS09850",16159,5638,6410,12579,7673,4380
"SPD_RS09855",4575,2951,3172,3687,3551,4036
"SPD_RS09860",289,267,295,180,269,216
"SPD_RS09865",356,226,233,266,262,176
"SPD_RS09870",10,16,12,31,17,7
"SPD_RS09875",26,18,9,84,37,15
"SPD_RS09880",2590,2061,1815,7724,3669,2898
"SPD_RS09885",830,388,491,491,482,378
"SPD_RS09890",1403,605,645,1002,816,442
"SPD_RS09895",9980,7363,6472,9357,7335,5448
"SPD_RS09900",9298,11310,9927,9024,9096,7493
"SPD_RS09905",347,444,546,207,332,100
"SPD_RS09910",151,116,207,84,111,33
"SPD_RS09915",193,156,196,107,121,60
"SPD_RS09920",160,207,232,142,155,104
"SPD_RS09925",90,95,115,44,63,36
"SPD_RS09930",169,135,191,99,134,86
"SPD_RS09935",95,77,128,72,65,26
"SPD_RS09940",16075,18986,22999,10892,14839,9672
"SPD_RS09945",11859,13328,16618,7451,10704,5787
"SPD_RS09950",972,899,1265,244,604,318
"SPD_RS09955",13,9,20,14,14,16
"SPD_RS09960",399,216,452,133,308,110
"SPD_RS09965",517390,169886,229702,303767,263351,129830
"SPD_RS09970",71,113,118,91,88,139
"SPD_RS09975",214967,57751,75766,127286,96377,37483
"SPD_RS09980",1158,1776,2219,642,1113,866
"SPD_RS09985",3988,4126,3076,4613,3735,3830
"SPD_RS09990",9931,8329,7101,11537,8065,5817
"SPD_RS09995",38924,26175,21185,50964,31377,26586
"SPD_RS10000",25,21,13,39,14,14
"SPD_RS10005",967,767,568,1069,654,479
"SPD_RS10010",5871,3320,3585,5437,4221,2680
"SPD_RS10015",25,14,10,19,9,9
"SPD_RS10020",4564,2271,2275,5023,3619,2111
"SPD_RS10025",10492,5122,5290,10881,8280,4713
"SPD_RS10030",10840,15550,14859,11500,17787,24538
"SPD_RS10035",9366,5257,4787,14652,8405,6698
"SPD_RS10040",140,130,89,202,107,97
"SPD_RS10045",3826,1969,1582,5625,3231,1948
"SPD_RS10050",9441,5501,5052,10381,6927,4246
"SPD_RS10055",15466,10154,10156,14491,12537,10843
"SPD_RS10060",132,149,123,312,200,194
"SPD_RS10065",106,71,66,161,94,92
"SPD_RS10070",74,68,60,157,74,66
"SPD_RS10075",82,104,67,220,144,132
"SPD_RS10080",109,115,73,265,175,151
"SPD_RS10085",5,1,1,3,0,1
"SPD_RS10090",16,10,7,17,13,11
"SPD_RS10095",16215,12210,10565,20385,13356,15717
"SPD_RS10100",19024,10443,9906,18465,11740,8825
"SPD_RS10105",1612,679,747,1189,876,540
"SPD_RS10110",1551,677,763,1243,1003,618
"SPD_RS10115",3697,1767,2038,2655,2206,1450
"SPD_RS10120",7929,5920,6758,5729,6344,4646
"SPD_RS10125",3481,1906,2120,3173,2229,1487
"SPD_RS10130",21318,14027,14301,23358,18722,12977
"SPD_RS10135",32725,18064,18232,32548,23832,15976
"SPD_RS10140",31053,40714,38216,24639,32719,31456
"SPD_RS10145",26452,45798,44257,16444,33095,33394
"SPD_RS10150",1070,536,417,1238,629,426
"SPD_RS10155",27,17,25,39,24,19
"SPD_RS10160",20,46,40,36,41,73
"SPD_RS10165",1866,3456,2531,3252,3888,5344
"SPD_RS10175",42851,23114,24931,18287,25328,14759
"SPD_RS10180",65074,47843,48550,28597,52825,36598
"SPD_RS10185",10219,10852,8545,11654,10708,9047
"SPD_RS10190",2744,1521,1459,2885,2427,1804
"SPD_RS10195",2363,1276,1128,2295,1870,1172
"SPD_RS10200",1536,943,838,1751,1194,840
"SPD_RS10205",3686,2838,2589,4272,3414,3355
"SPD_RS10210",22,30,18,28,12,22
"SPD_RS10215",7474,3018,3082,6730,3982,2162
"SPD_RS10220",14507,6479,6776,13650,8025,4370
"SPD_RS10225",134,146,160,107,111,122
"SPD_RS10230",26267,59539,64379,12834,36211,49617
"SPD_RS10235",1703,1313,1374,1554,1405,1266
"SPD_RS10240",718,680,705,705,614,540
"SPD_RS10245",101,63,57,137,90,60
"SPD_RS10250",132,85,75,178,100,71
"SPD_RS10255",199,165,138,274,189,186
"SPD_RS10260",618,361,470,355,399,303
"SPD_RS10265",13271,6987,7952,8438,7482,5687
"SPD_RS10270",63,49,42,66,48,28
"SPD_RS10275",660,1123,881,811,1053,1173
"SPD_RS10280",1480,1423,1526,1043,1606,1491
"SPD_RS10285",21023,9177,11481,19741,19597,11458
"SPD_RS10290",643,941,530,1160,769,848
"SPD_RS10295",210,215,124,449,195,163
"SPD_RS10300",245,232,192,437,217,162
"SPD_RS10305",40,32,13,75,31,22
"SPD_RS10310",385,480,320,575,411,338
"SPD_RS10315",2162,1531,1480,2113,1605,1601
"SPD_RS10320",922,646,559,769,599,399
"SPD_RS10325",84017,162192,123797,89560,121454,173069
"SPD_RS10330",84571,153156,122365,83107,114279,137194
"SPD_RS10335",2469,4386,3966,2809,3676,3782
"SPD_RS10350",2,3,0,1,1,2
"SPD_RS10355",59,40,45,44,32,28
"SPD_RS10360",20,14,6,21,10,13
"SPD_RS10365",103,75,79,77,80,63
"SPD_RS10370",29,24,17,21,31,15
"SPD_RS10375",420,160,160,347,218,229
"SPD_RS10380",162,106,102,180,145,135
"SPD_RS10385",13087,16777,14611,11626,19887,18830
"SPD_RS10390",4971,2716,2444,5568,3964,2456
"SPD_RS10395",911,611,458,1116,833,512
"SPD_RS10400",1412,727,690,1847,1080,562
"SPD_RS10405",1574,858,788,2248,1472,1040
"SPD_RS10415",84,147,105,142,105,164
"SPD_RS10420",130,144,129,111,103,92
"SPD_RS10425",26493,22686,24434,21809,23523,22404
"SPD_RS10430",111,49,52,105,85,46
"SPD_RS10435",177,175,115,212,145,124
"SPD_RS10440",40,69,42,76,53,50
"SPD_RS10445",20,29,30,45,36,24
"SPD_RS10450",55,40,44,72,33,60
"SPD_RS10455",22,22,20,36,21,20
"SPD_RS10460",6,9,10,20,9,11
"SPD_RS10465",14,26,8,16,16,20
"SPD_RS10470",7,7,6,11,10,7
"SPD_RS10475",24,24,27,18,25,35
"SPD_RS10480",23,24,20,46,33,54
"SPD_RS10485",632,911,598,1255,1034,1119
"SPD_RS10490",9154,7017,6293,12001,7507,5808
"SPD_RS10495",3178,1481,1342,3430,1848,1045
"SPD_RS10500",2532,1432,1428,2607,1727,1059
"SPD_RS10505",1632,1454,1227,1541,1330,1032
"SPD_RS10510",17490,11003,10983,14375,11105,7781
"SPD_RS10515",2948,1497,1549,2445,1867,1067
"SPD_RS10520",17726,8091,8859,13230,10671,5410
"SPD_RS10525",58698,60812,66389,38718,61346,55331
"SPD_RS10530",19601,32680,35164,12413,28117,32003
"SPD_RS10535",2260,3603,3307,3085,3254,3508
"SPD_RS10540",73,42,38,74,70,51
"SPD_RS10545",0,2,1,0,1,1
"SPD_RS10550",700,1010,638,1152,908,871
"SPD_RS10555",7,0,2,5,3,1
"SPD_RS10560",5,7,1,15,5,4
"SPD_RS10565",23,16,11,18,19,11
"SPD_RS10570",23,13,9,17,17,13
"SPD_RS10575",287,207,175,239,222,150
"SPD_RS10580",2596,1252,1224,2773,1515,977
"SPD_RS10585",4656,2111,2032,4386,2619,1860
"SPD_RS10590",12626,9031,7742,14383,7907,6396
"SPD_RS10595",3086,5033,4144,2888,3153,2741
"SPD_RS10600",2790,2874,2602,2794,1940,1564
"SPD_RS10605",1522,1435,1313,1866,1129,1024
"SPD_RS10610",862,813,665,634,530,456
"SPD_RS10615",16512,9478,9130,13436,9984,6003
"SPD_RS10620",1805,1158,1113,1380,1214,1000
"SPD_RS10625",1065,584,453,1879,974,638
"SPD_RS10630",1092,755,512,2229,954,636
"SPD_RS10635",941,490,455,1407,809,442
"SPD_RS10640",364,246,226,583,413,435
"SPD_RS10645",173,125,117,153,111,82
"SPD_RS10650",3132,5583,6172,1633,3575,4438
"SPD_RS10655",8194,7376,6001,8706,6765,4642
"SPD_RS10660",2865,3782,3020,2703,2907,3383
"SPD_RS10665",29735,38928,36416,18301,29935,27947
"SPD_RS10670",36129,78758,62097,46313,62726,82885
"SPD_RS10675",2,2,2,0,4,1
"SPD_RS10680",14,13,13,8,18,18
"SPD_RS10685",2076,2813,2135,2725,2097,2108
"SPD_RS10690",1879,1129,955,1488,1048,732
"SPD_RS10695",562,450,292,1293,669,636
"SPD_RS10705",989,1224,983,1184,1206,1530
"SPD_RS10710",73846,61604,43802,98868,55876,41072
"SPD_RS10715",160591,119476,74068,267805,137947,91745
"SPD_RS10720",23968,35638,18565,94508,32277,38428
"SPD_RS10725",8898,12340,11288,7179,8089,6778
"SPD_RS10730",8314,10865,7441,10134,8426,9350
"SPD_RS10735",3931,3203,2654,4921,2666,1716
"SPD_RS10740",4956,4371,3623,5984,3891,2629
"SPD_RS10745",4229,4219,3123,5508,3498,3033
"SPD_RS10750",1942,2158,1765,2181,1443,971
"SPD_RS10755",3005,3140,2191,4204,2461,1837
"SPD_RS10760",13007,17614,11655,14675,12876,12763
"SPD_RS10765",22772,30043,20935,19525,24679,19513
"SPD_RS10770",1193,1721,1642,1405,1354,1349
"SPD_RS10775",3464,3790,3061,5120,3619,3950
"SPD_RS10780",24160,18399,18130,24058,17551,14574
"SPD_RS10785",18937,26915,23988,15229,20453,18031
"SPD_RS10790",18972,18830,14062,23584,15956,11580
"SPD_RS10795",5558,6615,5242,6383,5538,5724
"SPD_RS10810",180,265,237,142,162,175
"SPD_RS10815",1445,2774,2515,1135,1950,2690
"SPD_RS10820",820,2261,2106,823,2100,3480
"SPD_RS10825",62,99,86,42,68,41
"SPD_RS10830",2237,4585,3113,2808,3193,3529
"SPD_RS10835",4062,8711,6155,3230,5468,5773
"SPD_RS10840",900,2514,1714,718,1671,2803
"SPD_RS10845",118,172,149,93,133,71
"SPD_RS10850",4363,7585,7147,3106,5197,5483
"SPD_RS10855",391886,648100,574603,212920,492054,541059
"SPD_RS10860",122653,178849,152876,56752,137032,168704
"SPD_RS10865",116,74,75,100,66,37
"SPD_RS10870",9347,12494,10571,11038,11024,14610
"SPD_RS10875",2,9,5,4,5,8
"SPD_RS10880",61,57,57,33,62,67
"SPD_RS10885",96,47,46,97,72,69
"SPD_RS10890",58,45,53,45,47,64
"SPD_RS10895",457,520,488,545,518,745
"SPD_RS10900",3,2,0,3,1,2
"SPD_RS10905",13,7,3,13,5,6
"SPD_RS10910",16,10,8,15,12,8
"SPD_RS10915",36,25,14,47,20,15
"SPD_RS10920",8,17,11,13,10,14
"SPD_RS10925",0,0,0,0,0,1
"SPD_RS10930",0,1,1,2,3,4
"SPD_RS10935",83,56,71,54,63,47
"SPD_RS10940",427,325,407,342,290,178
"SPD_RS10945",9,14,20,8,6,7
"SPD_RS10950",9,8,11,7,4,5
"SPD_RS10955",26,14,18,42,30,33
"SPD_RS10960",19,22,14,51,31,30
"SPD_RS10965",46,21,20,77,44,62
"SPD_RS10970",133,152,138,153,154,161
"SPD_RS10975",716,721,599,876,646,657
"SPD_RS10980",1,0,1,1,1,1
"SPD_RS10985",25,13,10,26,18,8
"SPD_RS10990",265,231,146,356,225,180
"SPD_RS10995",29696,51233,45782,24867,38513,33231
"SPD_RS11000",30,25,17,21,22,20
"SPD_RS11005",3233,2129,2062,3616,3017,4870
"SPD_RS11010",981,733,825,648,586,479
"SPD_RS11015",355,260,332,162,205,70
"SPD_RS11020",0,0,0,0,0,0
"SPD_RS11025",3435,8393,6137,2318,4018,2898
"SPD_RS11030",2,0,0,2,1,0
"SPD_RS11035",3,8,5,2,2,0
"SPD_RS11040",7014,10178,7974,9459,9484,13060
"SPD_RS11045",10,22,16,9,7,6
"SPD_RS11050",2222421,2770543,2813807,1745506,2390996,2746197
"SPD_RS11055",350,231,175,373,266,179
"SPD_RS11060",44,49,28,64,40,42
"SPD_RS11065",23,35,17,46,29,42
"SPD_RS11070",0,0,0,1,0,0
"SPD_RS11075",1,0,1,1,1,9
"SPD_RS11080",172,103,56,256,134,85
"SPD_RS11085",831,835,689,1102,899,1047
"SPD_RS11090",4,2,1,8,2,2
"SPD_RS11095",38,22,17,37,20,13
"SPD_RS11100",153,263,178,267,231,268
"SPD_RS11105",0,2,0,2,1,0
"SPD_RS11110",5764,4674,5882,3479,4739,3960
"SPD_RS11115",10,16,14,6,5,10
"SPD_RS11120",63,43,40,35,52,41
"SPD_RS11125",8,9,10,7,10,14
"SPD_RS11130",108,71,81,70,123,122
"SPD_RS11135",39,26,14,44,22,15
"SPD_RS11140",220,204,129,259,159,148
"SPD_RS11145",3,2,1,0,1,1
"SPD_RS11150",2,1,1,0,1,5
"SPD_RS11155",14,9,10,25,13,6
"SPD_RS11160",245,128,123,282,147,136
"SPD_RS11165",154,83,70,180,91,51
"SPD_RS11170",54,11,24,11,16,5
"SPD_RS11175",7,4,4,11,3,2
"SPD_RS11180",385,718,590,469,577,940
"SPD_RS11185",6130,5928,4622,8337,7748,7134
"SPD_RS11190",35,29,26,49,22,21
"SPD_RS11195",11,12,4,17,9,7
"SPD_RS11200",5,7,6,4,6,3
"SPD_RS11205",41,22,26,41,28,14
"SPD_RS11210",0,2,1,5,0,0
"SPD_RS11215",6,4,4,6,4,5
"SPD_RS11220",84,108,90,118,92,116
"SPD_RS11225",0,1,2,0,0,6
"SPD_RS11230",120,136,175,72,126,179
"SPD_RS11235",147,66,46,130,88,50
"SPD_RS11240",21,44,24,21,22,13
"SPD_RS11245",22,39,22,25,25,20
"SPD_RS11250",137,100,59,236,136,80
"SPD_RS11255",24,11,15,19,14,14
"SPD_RS11260",1987,1192,989,3103,1603,1784
"SPD_RS11265",26,32,32,25,23,19
"SPD_RS11270",343,295,225,452,335,249
"SPD_RS11275",6600,9891,7702,9021,9080,12218
"SPD_RS11280",6,5,5,15,11,14
"SPD_RS11285",38,43,27,27,33,29
"SPD_RS11290",56,35,42,62,63,77
"SPD_RS11295",305276,225411,230228,232068,226511,118654
"SPD_RS11300",181,69,94,144,137,75
"SPD_RS11305",6,5,9,8,2,4
"SPD_RS11310",14,10,6,15,11,7
"SPD_RS11315",75,63,76,79,66,71
"SPD_RS11320",23,24,15,6,15,27
"SPD_RS11325",461,604,515,568,464,453
"SPD_RS11330",3,1,2,1,0,5
"SPD_RS11335",33,17,20,29,14,4
"SPD_RS11340",380,278,181,613,329,337
"SPD_RS11345",2499,4084,3104,3372,3635,5170
"SPD_RS11350",16,16,8,35,21,10
"SPD_RS11355",1734,3007,2607,1793,2363,2226
"SPD_RS11360",489,623,445,1053,602,604
"SPD_RS11365",6,0,0,1,2,0
"SPD_RS11370",0,1,0,1,1,0
"SPD_RS11375",197,181,181,228,222,219
"SPD_RS11380",1284,1201,867,1657,1163,942
"SPD_RS11385",1721,1717,1684,1978,1808,2216
"SPD_RS11390",40,16,14,58,33,29
"SPD_RS11395",67,36,37,163,65,68
"SPD_RS11400",7293,10320,8605,9939,9919,12588
"SPD_RS11405",2,2,2,1,1,1
"SPD_RS11410",1225,1494,1791,711,984,765
"SPD_RS11415",4,1,1,1,1,9
"SPD_RS11420",6,12,5,12,6,8
"SPD_RS11425",10,17,9,5,12,12
"SPD_RS11430",1006,1016,675,1337,924,762
"SPD_RS11435",1,0,2,0,0,1
"SPD_RS11440",9,8,4,4,7,2
"SPD_RS11445",933,500,440,1234,595,307
"SPD_RS11450",3,2,3,9,6,1
"SPD_RS11455",8,8,7,6,1,1
"SPD_RS11460",5758,8752,9450,3688,5720,5158
"SPD_RS11465",42,39,28,54,37,21
"SPD_RS11470",4,3,1,2,1,0
"SPD_RS11475",1729,1733,1120,3228,1577,1329
"SPD_RS11480",435,745,570,370,377,391
"SPD_RS11485",612,1019,652,1070,666,672
"SPD_RS11490",9,7,6,11,6,3
"SPD_RS11495",313,233,254,232,236,181
"SPD_RS11500",11,25,8,12,2,6
"SPD_RS11505",2001,2170,1398,3637,1983,1981
"SPD_RS11510",1564,1530,1496,2683,1858,1752
"SPD_RS11515",131,156,205,49,107,137
"SPD_RS11520",10807,21055,18783,8232,14526,20148
"SPD_RS11525",26,22,17,32,21,19
"SPD_RS11530",252,359,320,268,315,272
"SPD_RS11535",66,43,36,73,57,47
"SPD_RS11540",0,0,0,1,0,0
"SPD_RS11545",0,0,0,0,1,0
"SPD_RS11550",39,28,17,25,28,60
"SPD_RS11555",424,390,377,435,411,407
"SPD_RS11560",39,35,53,50,58,59
"SPD_RS11565",121,72,66,175,98,71
"SPD_RS11570",2608,2332,1616,3179,2307,1627
"SPD_RS11575",3,1,0,0,1,0
"SPD_RS11580",256,131,139,206,134,98
"SPD_RS11585",4,1,2,4,3,2
"SPD_RS11590",5,0,2,2,2,2
"SPD_RS11595",1000,1032,1310,1075,1103,1288
"SPD_RS11600",148,92,79,118,94,51
"SPD_RS11605",213,148,157,172,189,176
"SPD_RS11610",13,13,12,10,9,4
"SPD_RS11615",53,57,44,34,38,29
"SPD_RS11620",0,0,0,0,0,0
"SPD_RS11625",66,57,42,83,50,43
"SPD_RS11630",50,59,85,38,64,67
"SPD_RS11635",49881,87635,105482,15408,57404,113927
"SPD_RS11640",2905,2147,1471,3942,2427,1835
"SPD_RS11645",869,561,738,596,717,325
"SPD_RS11650",202,84,107,220,163,134
