"gene_id","rofA_1","rofA_2","rofA_3","ssRA_1","ssRA_2","ssRA_3","WT_1","WT_2","WT_3"
"H7X59_02120",11740,10223,13956,10604,10378,13981,13792,11745,9301
"H7X59_02125",4900,4120,6042,5323,4112,8060,5102,5458,3999
"H7X59_02130",1696,2523,3833,2450,2940,3663,3318,2510,2797
"H7X59_02135",963,988,1503,1052,1013,1383,1315,1027,1060
"H7X59_02140",9978,12534,16342,12022,14514,15822,17710,14363,12515
"H7X59_02145",16294,14399,13870,14885,13077,15238,18753,15585,13830
"H7X59_02150",6418,4339,5537,5258,4470,6297,5977,5164,4051
"H7X59_02155",5523,3759,4595,4317,3566,6128,4659,4540,3389
"H7X59_02160",7513,5322,8244,5874,5927,8040,7096,6649,5481
"H7X59_02165",4762,3086,4345,3310,2819,4944,4102,3585,2809
"H7X59_02170",16606,12547,18883,14420,13112,19212,15409,14973,13099
"H7X59_02175",10370,7031,9789,7395,6530,10672,8770,7848,6463
"H7X59_02180",246,266,453,244,177,238,375,351,241
"H7X59_02185",83,120,99,134,147,125,111,127,170
"H7X59_02200",101,110,218,170,123,214,166,178,120
"H7X59_02205",440,340,447,326,293,364,458,275,374
"H7X59_02210",492,436,699,448,400,687,753,642,602
"H7X59_02215",276,207,313,208,272,228,303,225,143
"H7X59_02220",22,24,58,31,14,34,29,47,67
"H7X59_02225",14,26,11,13,36,24,0,3,18
"H7X59_02230",1512,1123,1773,1163,869,1653,1382,1431,885
"H7X59_02235",2695,1907,2985,1977,1855,2529,3025,1797,1825
"H7X59_02240",2085,1745,2655,1619,1578,2398,2405,1697,1607
"H7X59_02245",19724,15702,22693,17059,15895,24090,23940,18829,17683
"H7X59_02250",15856,11807,20617,13051,12733,20363,15864,13867,12541
"H7X59_02255",278,291,687,510,305,527,532,346,539
"H7X59_02260",2496,1604,3238,2298,1752,3674,2656,2070,1776
"H7X59_02265",19160,13004,20397,18901,15027,23674,18373,19675,14613
"H7X59_02270",2470,2041,3023,2945,2484,3388,2612,3066,2822
"H7X59_02275",5686,3526,4964,5008,4062,5638,4042,5180,4196
"H7X59_02280",14627,12648,16238,13266,12521,16925,17634,13202,12226
"H7X59_02285",19565,14544,18818,15034,13558,19407,17328,16499,14121
"H7X59_02290",14474,10094,14666,11213,10168,14414,13046,12116,10327
"H7X59_02295",5223,3774,5137,4156,3540,4606,4707,4216,3521
"H7X59_02300",4452,3895,5182,4250,3253,5624,4579,4653,3361
"H7X59_02305",9486,8039,10886,8475,7493,11788,11128,9776,7290
"H7X59_02310",13506,12291,15136,12726,11812,16469,16354,14805,11295
"H7X59_02315",14027,14182,19570,12864,15343,13110,22343,13274,14469
"H7X59_02320",17689,12596,20396,15001,12345,23983,15553,16415,12940
"H7X59_02325",17770,12940,19015,14901,11799,22476,14501,15590,13113
"H7X59_02330",29064,23982,42701,26209,23049,47192,29150,30313,22716
"H7X59_02335",557,537,978,653,564,597,1057,662,579
"H7X59_02340",532,459,668,407,482,506,801,421,381
"H7X59_02345",562,405,639,398,532,531,769,483,543
"H7X59_02350",19,6,8,14,0,1,0,14,22
"H7X59_02355",343,325,396,292,201,374,361,257,264
"H7X59_02360",328,386,495,315,235,448,392,383,302
"H7X59_02365",2422,2242,3111,1994,1914,2912,2565,2259,2143
"H7X59_02370",9298,7238,9987,7386,7108,9391,8554,8001,6795
"H7X59_02375",18616,14964,21014,14596,13856,19938,17477,16310,13560
"H7X59_02380",7742,5508,9242,6256,5428,9360,7266,6277,5956
"H7X59_02385",3182,2673,3081,2098,2292,2558,3012,2376,2450
"H7X59_02390",16785,15249,23978,14478,16169,19673,19230,14612,15643
"H7X59_02395",233,304,378,275,379,296,131,266,166
"H7X59_02400",6,2,6,5,15,10,0,0,0
"H7X59_02405",129,72,127,59,55,111,130,101,122
"H7X59_02410",188,121,239,145,110,242,220,154,137
"H7X59_02415",233,187,429,221,125,330,270,160,169
"H7X59_02420",443,413,627,417,461,590,462,442,325
"H7X59_02425",819,761,1200,634,733,1195,812,514,747
"H7X59_02430",587,679,858,522,552,799,684,654,492
"H7X59_02435",845,721,1068,540,611,883,783,640,543
"H7X59_02440",1096,1096,1512,903,866,1512,1015,994,916
"H7X59_02445",1222,1061,1605,971,1032,1640,1009,1032,884
"H7X59_02450",0,19,14,10,7,16,0,28,12
"H7X59_02455",80,137,70,73,103,48,148,159,68
"H7X59_02460",45,93,63,67,129,99,86,103,18
"H7X59_02465",26,25,11,14,13,11,42,16,31
"H7X59_02470",83,144,107,67,158,137,106,157,119
"H7X59_02475",31,9,35,17,5,19,38,26,47
"H7X59_02480",380,403,528,350,481,531,665,434,402
"H7X59_02485",663,410,770,504,418,707,716,517,411
"H7X59_02490",643,527,691,575,565,745,672,433,446
"H7X59_02495",23,18,1,8,27,0,0,0,0
"H7X59_02500",4,9,12,10,0,0,0,0,7
"H7X59_02505",1395,1017,1829,1092,781,1721,874,985,807
"H7X59_02510",2910,2153,3642,2411,1827,3722,2370,2688,1805
"H7X59_02515",5262,4434,6264,4704,3460,6760,4410,4660,3610
"H7X59_02520",2872,2763,4223,2974,3163,3969,2998,2980,2586
"H7X59_02525",1535,1710,2465,1573,1579,2422,1654,1834,1528
"H7X59_02535",3917,2866,3984,2489,1894,4247,2731,2794,2162
"H7X59_02545",5004,3813,4874,3643,3869,5178,4307,3832,3596
"H7X59_02550",6855,5381,7535,5686,6111,7623,7736,6295,5666
"H7X59_02555",14539,12922,19099,13726,13663,17511,18199,14821,13709
"H7X59_02560",6399,5509,8151,5572,6463,6634,7220,5714,6033
"H7X59_02565",3675,4203,1958,3052,4150,1373,5151,3156,3625
"H7X59_02570",6106,7981,5329,5680,8922,3699,10376,6163,6611
"H7X59_02575",4529,6140,4342,3631,7093,3344,9166,4860,6385
"H7X59_02580",5045,5824,6179,5967,5757,8394,5973,7116,6274
"H7X59_02585",10449,8310,9630,8832,8034,12069,10205,9600,7502
"H7X59_02590",456,756,913,779,941,963,619,852,606
"H7X59_02595",16555,12669,17123,13536,13024,17368,16284,14605,12667
"H7X59_02600",3979,3445,4687,3742,3768,5038,5438,3615,3704
"H7X59_02605",7644,5181,7704,5795,5183,9104,5637,5551,5275
"H7X59_02610",15933,11559,15185,12646,10210,17109,14210,12708,10319
"H7X59_02615",11389,9884,11949,10023,9214,13938,10821,10822,9036
"H7X59_02620",6324,5024,5604,4861,3921,6324,4979,5147,4271
"H7X59_02625",9984,8882,10429,8509,8613,11119,10424,9523,8143
"H7X59_02630",2240,1480,3880,2086,1479,4379,2119,1399,1597
"H7X59_02635",7054,5002,9225,5838,4933,7532,6490,6223,4682
"H7X59_02640",16302,11724,18201,13586,12733,17834,16497,14653,12429
"H7X59_02645",424,336,603,451,472,574,450,550,404
"H7X59_02650",1089,972,1452,1031,963,1519,982,1152,870
"H7X59_02655",39296,30258,46750,33548,30920,49178,38181,36793,30971
"H7X59_02660",2589,2333,4373,2153,2738,3268,3248,2447,2246
"H7X59_02665",2531,2066,3867,2166,2648,3297,2891,2460,2221
"H7X59_02670",1999,1902,4044,2145,1926,3533,2427,2538,1877
"H7X59_02675",2983,2011,4589,2500,2062,5579,2786,2484,1589
"H7X59_02680",2253,1619,3974,2099,1664,3810,2627,2121,1623
"H7X59_02685",1708,1296,2511,1584,1138,3472,1466,1462,1095
"H7X59_02690",625,495,1045,689,583,1514,781,781,499
"H7X59_02695",3802,3733,5226,3873,3797,5256,4637,4539,4072
"H7X59_02700",17399,13529,19883,14420,13961,21153,17965,16151,13876
"H7X59_02705",14777,18412,23760,13011,17979,15605,24457,12708,21773
"H7X59_02710",12800,9693,14912,9885,8951,13646,12425,10584,10267
"H7X59_02715",477238,443563,653770,471784,461915,661369,569902,498724,437258
"H7X59_02720",48137,34956,51591,38801,34156,57390,40027,41271,33097
"H7X59_02725",10407,10331,15251,9855,9696,14589,13220,10780,10258
"H7X59_02730",9168,10282,15326,10671,11878,13601,13137,11152,11622
"H7X59_02735",6009,5130,7580,5537,5514,7601,6380,5917,5743
"H7X59_02740",8070,7235,9501,7549,7213,9988,8899,8640,7101
"H7X59_02745",1478,1060,1413,1602,1068,1580,1266,1453,993
"H7X59_02750",57276,43691,65854,47306,43478,72647,59719,52916,45740
"H7X59_02755",1456,1516,1821,1559,1350,2184,1809,1649,1552
"H7X59_02760",160,120,82,192,146,147,156,218,144
"H7X59_02765",369,281,217,585,364,278,418,682,433
"H7X59_02770",612,413,256,807,415,257,343,633,291
"H7X59_02775",313,358,233,565,427,273,278,515,281
"H7X59_02780",630,637,418,1019,731,469,471,1062,731
"H7X59_02785",339,183,194,319,255,141,189,341,177
"H7X59_02790",216,248,244,296,352,226,286,429,243
"H7X59_02795",468,411,424,498,283,417,547,526,336
"H7X59_02800",1059,730,820,1103,922,881,1022,1264,764
"H7X59_02805",541,454,535,611,359,568,469,633,487
"H7X59_02810",1264,1215,1521,1206,1019,1630,1525,1424,1198
"H7X59_02815",8270,6803,8941,6483,6051,9054,8370,6938,5993
"H7X59_02820",19567,16689,21552,15479,15823,21352,20525,17418,16072
"H7X59_02825",10146,9794,12655,9806,10170,12655,12123,9459,9628
"H7X59_02830",14737,13170,16601,12598,12884,15430,16533,11464,12978
"H7X59_02835",3504,3363,3473,3351,3676,3653,4286,3261,3287
"H7X59_02845",7012,6764,10046,6543,6942,8965,8761,7206,6824
"H7X59_02850",18406,14457,27888,16855,15732,25662,20406,18464,16666
"H7X59_02855",23687,17958,28990,18292,17219,27090,23978,19036,17135
"H7X59_02860",13080,11590,15168,12472,11117,15696,15131,12750,11749
"H7X59_02865",19817,15055,22091,16317,14700,22415,19329,17278,16285
"H7X59_02870",13312,11928,17767,12584,11571,18711,16073,13857,12105
"H7X59_02875",4983,3937,7156,4540,3971,7124,6934,4844,3955
"H7X59_02880",2242,2702,2720,2661,2214,2771,3820,2390,2489
"H7X59_02885",4726,3803,5249,3491,3552,4386,5394,3457,3992
"H7X59_02890",11326,9891,13758,9363,11862,10564,15349,9449,12101
"H7X59_02895",10230,9725,17910,9991,13382,14567,12437,9846,12101
"H7X59_02900",13986,10944,16248,11704,9901,16563,13520,13302,10154
"H7X59_02905",7345,3929,8101,5361,3824,8520,4789,5165,3981
"H7X59_02910",1623,1190,2119,1607,1179,1928,1842,1517,1205
"H7X59_02915",7965,4939,7170,5770,4414,7863,6411,6145,4459
"H7X59_02920",23082,17395,41488,21067,21573,35727,30973,21816,18249
"H7X59_02925",210,115,298,227,109,350,129,226,146
"H7X59_02935",6828,4264,9286,6252,4367,10146,6320,6855,4918
"H7X59_02940",33094,26951,40267,33047,27531,41620,32140,33370,27469
"H7X59_02945",51833,39470,58692,40601,36200,55622,45852,42837,36494
"H7X59_02950",538,534,605,586,446,699,744,569,477
"H7X59_02955",252919,182609,279932,225049,188522,318250,257458,238672,171844
"H7X59_02970",1454,1043,1411,1654,1383,1199,1654,1917,1211
"H7X59_02980",6541,4733,6534,4759,4279,6885,6112,4898,4760
"H7X59_02985",2974,2692,3794,2719,2120,3343,3804,3117,2496
"H7X59_02990",2907,2339,3360,2710,2252,3483,3766,3086,2301
"H7X59_02995",4419,3549,5187,3706,3168,4987,5963,4480,3251
"H7X59_03000",1670,1222,1822,1246,896,1481,2043,1211,856
"H7X59_03005",2497,2134,3448,2273,1937,3095,4163,2378,1946
"H7X59_03010",3005,2416,4093,2378,2356,3811,4971,2669,2532
"H7X59_03015",3119,2864,5118,2543,2962,4291,5373,3034,2948
"H7X59_03020",3032,3112,5177,2760,2817,4792,5581,2951,3061
"H7X59_03025",17440,15938,23755,15503,15746,20992,22872,16184,15382
"H7X59_03030",12813,8434,14623,8333,7901,12116,10831,8346,8057
"H7X59_03035",13237,9837,15459,11398,10655,14176,14319,11403,9991
"H7X59_03040",5130,4128,6285,4468,4927,6165,5498,4778,4328
"H7X59_03045",18266,14253,20972,15652,12466,17951,17795,14958,12302
"H7X59_03050",71229,56736,78158,56508,53901,66307,70884,60405,52850
"H7X59_03055",56175,57107,78017,51647,57600,62187,68028,56222,55328
"H7X59_03060",52213,41849,54150,37959,38842,46719,50305,40733,37473
"H7X59_03065",196918,154537,216488,150160,156057,187458,196163,163231,156055
"H7X59_03070",113047,90184,120442,84955,86106,107578,109159,89980,86814
"H7X59_03075",192321,163165,223969,152565,165336,194958,203403,165569,166290
"H7X59_03080",53860,46172,61999,41907,48157,53453,55692,45377,47140
"H7X59_03085",8505,6224,8445,5532,4637,8046,6253,5867,5609
"H7X59_03090",29574,25682,37530,25763,25887,37347,29486,27234,25489
"H7X59_03095",1450,1444,2451,1354,1319,1533,1320,1405,1062
"H7X59_03100",4153,2775,5071,3440,3122,5721,3307,3965,3163
"H7X59_03105",10271,8024,13117,7977,8202,12609,10474,8955,7854
"H7X59_03110",31237,25172,38733,25759,25925,38955,33069,27128,26222
"H7X59_03115",702,435,717,521,469,853,599,580,537
"H7X59_03120",734,556,641,546,381,722,735,583,533
"H7X59_03125",7197,6647,8738,6383,5484,10401,8112,7124,5232
"H7X59_03130",4564,5451,6406,5076,4807,8604,5995,5732,4589
"H7X59_03135",3504,3676,4112,3790,3838,4677,4542,3629,3706
"H7X59_03140",13455,11921,17246,11403,11675,16219,15045,11749,12748
"H7X59_03145",25514,20844,32196,20766,20711,31731,28652,22501,20611
"H7X59_03150",6624,5572,8811,5258,5232,8039,6971,5491,5162
"H7X59_03155",6756,4539,10604,5340,4835,9609,5149,4113,4675
"H7X59_03160",3353,2977,3184,3244,2624,4433,2596,2887,2462
"H7X59_03165",17490,13856,26619,15676,14394,21540,22533,16153,14471
"H7X59_03170",13786,11145,20693,11692,12489,16198,16906,12750,12684
"H7X59_03175",4557,3605,6535,3689,3698,5086,5849,3598,3255
"H7X59_03180",6261,4931,9735,5795,6066,8196,9105,5775,6011
"H7X59_03185",6734,4869,11401,5852,5602,10214,7287,5612,5490
"H7X59_03190",6244,5089,10976,5433,5358,9538,8175,5765,5672
"H7X59_03195",6465,5021,8555,4468,4945,7314,6669,4913,5009
"H7X59_03200",14179,11886,19136,9962,10825,17459,16125,11176,11437
"H7X59_03205",8810,9096,15375,7171,9264,13294,11886,8079,9318
"H7X59_03210",21059,18215,26368,15561,16528,24737,21840,15753,16802
"H7X59_03215",32121,27544,42141,24372,26054,38860,33515,26168,27632
"H7X59_03220",11212,8698,13867,8253,8982,12950,11847,8940,9323
"H7X59_03225",2767,2100,2812,1531,1620,2893,2243,1524,1708
"H7X59_03230",15999,13673,19446,11428,11170,18199,15668,12226,12036
"H7X59_03235",15304,12979,19285,10709,10395,18341,13066,10868,11826
"H7X59_03240",20995,17861,25268,17507,16655,25800,20284,18916,16842
"H7X59_03245",12127,8965,12298,9252,8219,12590,10266,9892,8695
"H7X59_03250",53,15,44,27,44,66,9,36,14
"H7X59_03255",4467,5205,7576,5960,5286,7461,7120,6169,5096
"H7X59_03260",9727,7263,11822,8515,7424,12316,9798,8842,7058
"H7X59_03265",26035,18724,40440,20458,19941,30314,32328,20326,17877
"H7X59_03270",15246,16934,35488,17296,22183,22895,26995,18050,19396
"H7X59_03275",25937,23443,43574,23671,28405,30676,43110,23770,25867
"H7X59_03280",29909,27493,37201,27326,26709,39839,34812,29495,27539
"H7X59_03285",18778,13054,17539,15123,11777,17087,14880,16124,12354
"H7X59_03290",14161,10282,13321,10986,9611,11857,11393,12260,9025
"H7X59_03295",18469,16179,21835,18459,16434,20157,19745,19229,16173
"H7X59_03300",7296,6593,9589,7628,7014,9669,7059,8526,6381
"H7X59_03305",8074,6698,8558,7354,7047,8129,9109,8056,7052
"H7X59_03310",8576,7020,9577,7290,7269,10012,9843,8298,7567
"H7X59_03315",2712,2932,4304,3093,2940,4362,3674,3369,3017
"H7X59_03320",9116,7061,12223,8404,7325,11519,8927,8769,7518
"H7X59_03325",9825,8351,12996,9008,8826,13260,12123,9713,8357
"H7X59_03330",4039,3766,5121,3828,3969,4962,4988,4201,3912
"H7X59_03335",38269,32436,67724,33324,37543,57642,46166,33479,40119
"H7X59_03340",31022,25807,49659,21572,25567,41365,32486,24355,28592
"H7X59_03345",13659,11823,21172,11663,13856,19802,15889,10881,14194
"H7X59_03350",4701,3259,5517,4100,3037,6479,3744,4335,3296
"H7X59_03355",3145,2279,3413,2425,1959,4174,2045,2844,2023
"H7X59_03360",8160,6554,9392,7742,6283,11561,8167,8257,6386
"H7X59_03365",3071,3862,8077,2211,6825,2748,9810,2204,7990
"H7X59_03370",9191,11114,20469,5476,17707,7013,27534,5307,21366
"H7X59_03375",7464,10125,16906,4509,15282,6030,23069,4536,19275
"H7X59_03380",7893,12218,20266,5233,20728,7517,29090,5725,24001
"H7X59_03385",17037,26215,40703,11858,40075,17057,58162,11464,51601
"H7X59_03390",5311,7234,11453,5782,7466,7921,12239,5965,7664
"H7X59_03395",5410,5121,8979,4828,5339,6423,10988,4586,5692
"H7X59_03400",14275,11409,21765,10090,11961,16865,26999,10485,13086
"H7X59_03405",15778,11675,23347,9775,10335,17808,27356,9437,12432
"H7X59_03410",18417,15349,29358,13296,15787,24773,23992,13055,17802
"H7X59_03415",14290,10712,18971,8529,10781,16284,17851,8177,11870
"H7X59_03420",6600,5280,10315,5152,5820,7567,7401,4540,5231
"H7X59_03425",1690,1184,2724,1193,1493,1903,2062,1047,1258
"H7X59_03430",732,588,1704,518,922,1238,1170,510,839
"H7X59_03435",612,529,717,497,395,672,571,529,417
"H7X59_03440",2543,2410,3895,2315,2652,3287,2577,2487,2480
"H7X59_03445",3282,3196,5217,3146,3423,4404,3996,3514,3149
"H7X59_03450",7111,6096,9459,6017,6306,8785,8161,6723,5923
"H7X59_03455",17358,12053,21626,13784,12109,20162,17554,14358,11970
"H7X59_03460",15143,12947,23201,14974,12595,22081,18186,15632,12762
"H7X59_03465",5806,7714,7823,4996,7374,5322,12497,4224,6974
"H7X59_03470",8079,11671,12247,7429,11760,8312,20926,7135,11048
"H7X59_03475",31982,37735,51831,26756,41328,36823,74410,26715,40760
"H7X59_03480",822,726,1154,695,628,1180,1266,845,708
"H7X59_03485",9840,10435,14751,8472,11611,11410,16141,8831,11186
"H7X59_03500",371,216,102,510,233,118,298,537,193
"H7X59_03510",4642,3946,6675,4928,4489,6977,3782,4968,3952
"H7X59_03515",9505,7041,11057,8399,7338,11132,8302,9171,6937
"H7X59_03520",9046,6593,8998,8315,6154,10363,8248,8404,5935
"H7X59_03525",16751,13765,18426,15706,13154,20354,15478,15777,13164
"H7X59_03530",2512,2404,4056,1833,2485,3307,2767,1948,2703
"H7X59_03535",1851,1523,1853,1995,1243,1660,2271,1924,1185
"H7X59_03540",4223,3585,4810,3676,3219,4838,3792,3548,3514
"H7X59_03545",6607,5011,6964,4897,4468,7026,5779,5016,4599
"H7X59_03550",12432,8715,12021,9288,7680,12330,11126,9363,7997
"H7X59_03555",6453,5605,9209,6513,5957,9313,7175,6503,5769
"H7X59_03560",7514,7712,10272,7702,7408,10718,9244,8239,7153
"H7X59_03565",8473,8809,12214,9043,8757,12580,12111,9367,8625
"H7X59_03570",7856,8686,12730,9234,9265,13020,11348,10050,8934
"H7X59_03575",12291,12294,15340,11016,12069,15828,14547,12490,11830
"H7X59_03580",9774,8832,10716,8915,8160,11774,10024,8732,8276
"H7X59_03585",5000,4544,8067,4702,4485,7666,5878,5385,4343
"H7X59_03590",7585,5259,10452,6143,5501,10118,7401,6189,5372
"H7X59_03595",2898,2167,4083,2151,1922,3829,2280,1908,2057
"H7X59_03600",19463,17589,27462,17106,17615,27055,23207,17866,17655
"H7X59_03605",15056,13860,21704,13495,14657,21046,18725,14265,14587
"H7X59_03610",6678,4455,8825,4894,4905,9169,7035,5103,4930
"H7X59_03615",22790,7948,8584,27497,9185,10333,11512,32702,8029
"H7X59_03620",12280,13623,18691,12652,14190,17664,18212,13715,14701
"H7X59_03625",26111,28361,36790,25172,28140,35458,41289,28811,30970
"H7X59_03630",12037,10760,12872,8937,10508,12768,15489,10538,10991
"H7X59_03635",18090,18581,23019,16034,17810,21281,24756,17734,19563
"H7X59_03640",12191,13105,16898,11462,13281,16332,18454,12337,14682
"H7X59_03645",4071,4394,5790,4024,4700,6461,6705,4195,5096
"H7X59_03650",4012,3491,4640,3625,3741,4144,4429,3922,3430
"H7X59_03655",5157,3624,6546,3676,3146,6690,4926,4080,3204
"H7X59_03660",807,880,2668,1014,1507,974,3291,1131,1804
"H7X59_03665",1127,1286,3105,1215,1607,1167,4606,1529,2441
"H7X59_03670",4703,4841,9358,4255,6923,5740,13084,4964,7678
"H7X59_03675",9121,9194,12062,7915,9523,11990,14520,8666,9847
"H7X59_03680",9517,8826,10901,6622,8252,10651,11269,7649,8737
"H7X59_03685",2574,2708,3761,2324,3184,3167,3906,2580,2814
"H7X59_03690",6501,6412,8679,5543,6851,7002,10100,5806,6776
"H7X59_03695",3395,2444,4547,3022,2685,3990,3488,3091,2715
"H7X59_03700",25634,20969,29076,21678,20910,26282,28082,22929,22080
"H7X59_03705",34680,29595,40992,29020,29344,37196,36893,30169,30605
"H7X59_03710",7590,6936,10601,7474,6659,10456,9107,7845,6787
"H7X59_03715",1439,534,3142,1256,805,3294,844,1276,768
"H7X59_03720",236,149,510,231,135,603,136,225,185
"H7X59_03725",1226,733,2994,1398,753,3208,1178,1492,695
"H7X59_03730",202077,142731,234399,173013,138079,256489,169716,187870,123871
"H7X59_03735",26,24,12,53,16,68,61,36,0
"H7X59_03740",2047,2754,2227,2294,2109,3294,2131,2106,2458
"H7X59_03745",12107,10850,12983,9757,11863,15113,12622,10553,11192
"H7X59_03750",1463,1121,1196,1558,1237,1571,1934,1887,1305
"H7X59_03755",4192,3219,5384,4150,3305,4921,4506,4840,3861
"H7X59_03760",744,877,954,1113,1328,1275,757,1113,1000
"H7X59_03765",1960,1482,2814,2011,1608,2244,2068,2430,1682
"H7X59_03770",7504,6610,12767,8021,7336,11267,10400,8216,8090
"H7X59_03775",5917,4558,7703,5095,4563,7590,6055,5437,4817
"H7X59_03780",8226,7326,12916,7947,8081,11940,10007,8576,8772
"H7X59_03785",7810,7057,10777,7305,6964,10931,9956,7730,7439
"H7X59_03790",16322,13925,21039,14570,14323,21467,18657,15923,14765
"H7X59_03795",19249,13241,22658,14174,12951,22847,15696,15325,12776
"H7X59_03800",14988,12588,19356,12229,11435,19253,15165,13614,12479
"H7X59_03805",11774,9259,14174,9339,8845,13424,10202,10147,8336
"H7X59_03810",4436,3168,5897,4078,3610,5362,4590,4093,3348
"H7X59_03815",3963,4278,6385,4216,4754,5884,5012,5000,4195
"H7X59_03820",6446,5439,7977,5596,5128,7984,7363,5677,5566
"H7X59_03825",23895,21421,29973,22253,22604,30356,26938,23785,21793
"H7X59_03830",17218,13250,18994,13829,13840,18797,16620,15281,12516
"H7X59_03835",32230,26433,37746,27356,25462,40642,34498,29570,24859
"H7X59_03840",2377,2037,2758,2060,1972,3417,2678,2326,1731
"H7X59_03845",7098,5312,7277,5846,4987,8716,6926,5544,4823
"H7X59_03850",8171,7037,9554,7195,6792,12195,8170,8135,6386
"H7X59_03855",6555,5383,9738,6192,5269,9419,6678,6716,5455
"H7X59_03860",1438,1364,2268,1517,1281,2217,1720,1620,1493
"H7X59_03865",2003,1497,2670,1501,1492,2087,2056,1517,1286
"H7X59_03870",1535,1513,2527,1518,1833,2536,1976,1615,1702
"H7X59_03875",31531,26957,36007,27297,25501,37691,29370,28672,25829
"H7X59_03880",8615,6655,10578,6954,6502,11402,8261,8001,6067
"H7X59_03885",2767,2565,3306,2518,2021,4289,2786,2809,2328
"H7X59_03890",14981,12449,17726,12836,11575,20476,14030,13444,11315
"H7X59_03895",34416,42131,47608,33658,44579,49517,54882,37468,42929
"H7X59_03900",41605,51174,53537,42277,54063,59071,64395,45458,53515
"H7X59_03905",63885,78154,81537,61576,78297,87222,98280,68160,79302
"H7X59_03910",79287,90136,90129,69784,90518,99647,111535,77302,91578
"H7X59_03915",30,69,66,61,95,88,121,52,71
"H7X59_03920",7130,6980,10792,6356,6741,9436,9621,6563,6864
"H7X59_03925",5678,4522,7955,4417,4369,7147,5645,4991,4469
"H7X59_03930",6087,4893,6020,5361,4596,5992,5659,5105,4315
"H7X59_03935",12425,9260,11764,10932,9363,12365,10163,10895,8070
"H7X59_03940",3225,2842,4118,3141,2657,4020,2793,2750,2448
"H7X59_03945",6784,5694,7890,5155,5053,7936,6212,6486,4714
"H7X59_03950",31254,25272,36409,28001,28034,32975,31500,28485,25835
"H7X59_03955",1218,1236,1561,1097,1037,1445,1167,1273,937
"H7X59_03960",11216,9406,11846,9277,7973,12111,10692,10170,9016
"H7X59_03965",5729,5594,6812,5321,5144,7337,6075,6242,5931
"H7X59_03970",6072,6011,7941,5829,6758,7944,7323,7146,6480
"H7X59_03975",3996,3833,5304,3905,3820,4609,4576,4021,3872
"H7X59_03980",4459,3240,5409,3849,3237,3728,4648,3660,2913
"H7X59_03985",1809,1248,1699,1146,1040,1606,1817,1320,1198
"H7X59_03990",613,533,690,588,498,619,621,516,466
"H7X59_03995",1170,739,1213,824,767,903,1009,805,656
"H7X59_04005",28647,20676,31128,25925,20472,33103,25583,27143,20644
"H7X59_04010",18199,19212,27528,33710,24461,25239,25488,40982,21291
"H7X59_04015",2689,2120,1904,3161,2251,1843,2755,3522,2150
"H7X59_04020",12330,10869,10691,12664,10771,10761,13656,13988,10984
"H7X59_04025",7542,15359,11932,8198,14183,7041,19254,8159,14923
"H7X59_04030",9712,17346,13132,8898,15929,7502,22919,8742,16357
"H7X59_04035",10672,18123,13313,8497,16517,8234,25901,7824,15217
"H7X59_04040",6228,13003,11960,5735,12214,7177,17727,5571,11171
"H7X59_04045",3376,2992,3844,2315,2625,2909,3166,2772,2947
"H7X59_04050",1120,1280,1652,1011,1226,1589,1650,1082,1145
"H7X59_04055",2398,2471,3957,2381,2313,3155,3554,2342,2891
"H7X59_04065",1854,1582,2154,1801,1617,2466,2128,2145,1590
"H7X59_04070",1741,1655,2299,1985,1613,2419,2592,2079,1575
"H7X59_04075",5116,5350,6526,5023,5037,6342,7512,5294,5337
"H7X59_04080",11553,10556,12967,10021,9563,14365,12235,10529,9836
"H7X59_04085",10189,7900,11461,8353,8203,12006,10916,9507,8390
"H7X59_04090",23652,18456,26286,19486,18677,27545,23858,20597,18165
"H7X59_04095",7874,6498,10924,6481,7065,8578,9078,6552,6771
"H7X59_04100",86005,75950,128451,68059,84521,105786,98541,67632,87466
"H7X59_04105",83422,71359,120422,62794,81457,88070,88461,61144,80932
"H7X59_04125",0,6,0,9,3,6,5,9,0
"H7X59_04130",9,6,7,22,6,9,0,0,10
"H7X59_04135",1140,818,1121,806,749,1248,716,872,625
"H7X59_04140",2116,1752,2516,1399,1465,2085,2100,1680,1240
"H7X59_04145",89,86,162,112,154,206,114,98,82
"H7X59_04150",195,171,240,121,210,352,210,137,183
"H7X59_04155",176,217,412,152,212,316,277,132,205
"H7X59_04160",199,159,251,137,124,192,169,156,65
"H7X59_04165",222,252,315,193,133,288,196,220,200
"H7X59_04170",173,113,126,56,110,97,101,100,167
"H7X59_04175",6,35,16,26,19,11,19,19,30
"H7X59_04185",1969,1680,2936,1776,1598,3747,1899,1911,1564
"H7X59_04190",4628,4024,7470,4911,4822,7611,5926,5141,4340
"H7X59_04195",3124,3634,5153,3175,3535,4232,4193,3704,3430
"H7X59_04200",55684,41327,58143,41805,38044,69970,49101,43701,42784
"H7X59_04205",7535,6674,9613,6430,7258,8771,8748,7847,7848
"H7X59_04210",14798,13637,19023,14045,14589,19803,19575,15873,15327
"H7X59_04215",3296,3898,5041,4000,4306,4987,4690,3521,3950
"H7X59_04220",6245,6773,9519,7050,7446,10038,9824,7450,7619
"H7X59_04225",6008,5336,9819,5850,6535,7946,9763,5914,7109
"H7X59_04230",10885,10874,15464,8964,10274,13274,13665,9705,11416
