"gene_id","rofA_1","rofA_2","rofA_3","ssRA_1","ssRA_2","ssRA_3","WT_1","WT_2","WT_3"
"H7X59_01005",9697,8010,9179,10368,7539,9867,8942,11465,8204
"H7X59_01010",5256,4124,4494,5218,3260,5144,4050,5476,3708
"H7X59_01015",13557,9946,13710,13307,9079,12482,12010,14473,9963
"H7X59_01020",7401,5226,7774,6231,5705,6609,6846,7021,5477
"H7X59_01035",332,471,854,481,615,721,790,486,690
"H7X59_01040",394,198,140,354,255,196,113,506,136
"H7X59_01045",289,207,371,280,298,318,272,279,269
"H7X59_01050",7347,5483,8286,5719,4880,7808,6071,6336,5449
"H7X59_01055",21600,17472,29441,17335,20232,21976,26458,18367,21490
"H7X59_01060",702,414,696,570,656,763,572,639,430
"H7X59_01065",1663,1158,1446,1480,1299,1350,1297,1466,1026
"H7X59_01070",5060,3543,4912,4551,3983,5677,4370,4949,3742
"H7X59_01075",3713,3904,5322,4079,4320,4929,4077,4847,3463
"H7X59_01080",1712,1295,2154,2344,1222,2140,1805,1935,1326
"H7X59_01085",962,790,1686,826,1053,1407,1017,902,1038
"H7X59_01090",3342,2930,4477,2575,2282,4463,2579,2908,2526
"H7X59_01095",41251,35490,57387,38659,36731,52123,49406,40835,36663
"H7X59_01100",8510,2497,1841,11426,1956,2197,4141,7212,1771
"H7X59_01105",906,682,805,716,754,644,888,874,767
"H7X59_01110",770,817,1031,838,684,595,1261,810,734
"H7X59_01115",2283,3093,3167,2419,3192,2513,4396,2480,3032
"H7X59_01120",154,202,224,283,277,169,186,165,227
"H7X59_01125",2064,1306,2432,1621,1089,2845,1640,1740,1255
"H7X59_01130",1979,1901,3380,2133,1739,3967,2752,2437,1704
"H7X59_01135",2288,1775,3057,2072,1460,3684,3116,2447,1408
"H7X59_01140",2815,1788,3315,2279,1622,4254,3351,2728,1606
"H7X59_01145",15323,13105,19042,15012,12664,22079,17226,17367,11156
"H7X59_01150",5,53,13,25,17,18,19,10,9
"H7X59_01155",676,464,607,475,403,599,471,670,283
"H7X59_01160",1210,757,1162,1442,744,882,933,1584,687
"H7X59_01165",810,525,469,954,655,643,551,1135,549
"H7X59_01170",151,59,111,117,89,176,112,123,62
"H7X59_01175",18496,8131,14163,13386,9570,17928,12907,9287,9256
"H7X59_01180",5578,5810,6563,5677,5760,7016,7004,6404,5997
"H7X59_01185",2163,2560,3187,2831,2807,3139,3593,2892,2755
"H7X59_01190",6897,6459,7490,6781,6863,8520,8687,7258,6652
"H7X59_01195",1789,1387,2131,1637,1604,2281,1688,1864,1437
"H7X59_01200",4280,3441,4843,4336,3334,5167,4761,4634,3750
"H7X59_01205",2575,2385,3587,2704,2885,3294,2951,3116,2858
"H7X59_01210",3560,3376,2376,4752,3601,2454,6514,4712,3646
"H7X59_01215",638,370,381,1192,550,334,447,1049,552
"H7X59_01220",6697,5217,9035,6144,5514,9364,6676,7192,5450
"H7X59_01225",87,109,71,167,41,83,119,161,46
"H7X59_01230",21341,18424,25522,19723,19533,24304,23889,21140,18931
"H7X59_01235",4577,4267,6322,4747,4309,5126,5193,4364,4456
"H7X59_01240",2484,2216,3417,2951,2227,3932,2772,3422,1857
"H7X59_01245",2776,1932,3391,2452,2399,3169,3207,2756,2409
"H7X59_01250",4336,5017,5583,3746,4837,4725,6485,3943,5307
"H7X59_01255",1351,1658,1606,1233,1706,1302,4274,1280,1719
"H7X59_01260",1612,2139,3421,2006,2921,2615,6563,2205,2974
"H7X59_01265",6040,4832,6129,5488,4414,7487,5815,6012,4464
"H7X59_01270",3084,3241,4824,3567,3770,4301,3637,3820,3046
"H7X59_01275",9729,7408,11750,9024,7156,11611,10462,10067,7686
"H7X59_01280",11414,8081,11291,8772,6849,11656,10169,9471,7189
"H7X59_01285",20470,16168,22880,17575,15603,22639,21209,19864,15847
"H7X59_01290",33035,27168,37428,28512,28145,36610,36071,32157,27763
"H7X59_01295",40088,32111,46521,32665,33997,47829,46281,34797,34177
"H7X59_01300",5234,4331,6881,4145,4963,6668,6333,4663,4682
"H7X59_01305",5638,4116,6079,4423,3893,6208,5321,4525,3781
"H7X59_01310",5675,5105,8010,4612,6120,6234,6382,4642,6038
"H7X59_01315",0,1,2,6,1,0,0,0,0
"H7X59_01320",265,30,21,130,70,125,59,282,97
"H7X59_01325",18579,14439,35536,16677,18937,27779,21237,16047,16920
"H7X59_01330",293,263,163,233,263,124,262,316,230
"H7X59_01335",56,39,29,40,34,16,40,46,40
"H7X59_01345",61,77,63,129,93,31,147,127,75
"H7X59_01350",53587,43068,58916,47262,45436,57802,55191,52221,46203
"H7X59_01355",17057,13754,17549,14012,13983,16239,17052,15247,14704
"H7X59_01360",17243,16880,21083,16733,16375,19495,19918,18765,17154
"H7X59_01365",2740,2053,2899,2288,1995,2825,2280,2224,1973
"H7X59_01370",13401,10807,14892,11351,10457,15704,13447,11887,10902
"H7X59_01375",4067,3626,5532,3219,3780,5258,3840,3645,3677
"H7X59_01380",2565,2609,3104,2689,2555,3604,3642,2605,2271
"H7X59_01385",12950,8715,11973,9598,8720,12225,9110,10625,8043
"H7X59_01390",6947,6032,8280,6351,6402,8421,6296,6827,5787
"H7X59_01395",9685,7297,12466,8327,7378,12322,8763,8503,7087
"H7X59_01400",802,478,1081,605,707,945,1098,757,573
"H7X59_01405",404,294,418,378,275,429,257,318,332
"H7X59_01410",55440,52348,102018,53686,62031,80767,84458,58374,63570
"H7X59_01415",50194,50260,90549,52002,58887,78655,82487,52612,59130
"H7X59_01420",7,9,0,2,0,0,0,1,20
"H7X59_01430",452,185,460,411,289,390,345,385,280
"H7X59_01435",170,115,185,178,106,161,217,152,55
"H7X59_01440",1260,957,1228,998,984,1248,882,1126,899
"H7X59_01445",3485,1961,891,4516,2296,1189,1504,4652,2362
"H7X59_01450",3409,1962,934,4132,2114,992,1400,4981,2286
"H7X59_01455",4243,2559,1268,5085,2631,1242,1694,5042,2329
"H7X59_01460",5021,2603,1508,6375,3048,1600,2138,6834,2432
"H7X59_01465",1391,712,466,1835,642,476,480,1913,643
"H7X59_01470",8231,4126,2496,10859,4827,2587,3821,11181,4303
"H7X59_01475",4732,2231,1310,5733,2646,1374,2101,6163,2260
"H7X59_01480",482,241,113,541,199,204,146,519,162
"H7X59_01485",1396,653,378,1632,621,296,327,1848,663
"H7X59_01490",304,107,31,381,208,49,88,479,162
"H7X59_01495",663,387,168,756,385,197,344,865,404
"H7X59_01500",3757,1683,2280,2919,1628,2309,2057,2894,1458
"H7X59_01505",3991,2046,3066,2836,1812,2942,2497,3036,1971
"H7X59_01510",1475,877,1476,1152,765,1354,876,1190,833
"H7X59_01515",6510,6029,8682,6125,5606,8016,6765,6074,5939
"H7X59_01520",3667,3863,5211,3810,3276,4896,4075,4279,3561
"H7X59_01525",7163,7285,9641,7143,7174,8538,8654,8343,7728
"H7X59_01530",1288,999,1747,1025,1035,1492,1237,879,1026
"H7X59_01535",137,216,416,267,571,305,261,277,459
"H7X59_01540",602,382,1263,734,343,1347,589,698,335
"H7X59_01545",1098,1545,2271,1884,1998,1630,1967,1688,1828
"H7X59_01550",3,6,14,6,0,7,0,0,0
"H7X59_01555",55,44,103,58,53,109,30,74,12
"H7X59_01560",0,0,8,0,0,2,30,0,0
"H7X59_01565",62,42,62,53,32,24,9,32,21
"H7X59_01570",865,796,904,751,835,625,883,879,754
"H7X59_01575",4585,3091,6197,4001,2809,6693,4382,4117,2677
"H7X59_01580",16975,11758,19657,13655,11873,20563,14016,15011,10839
"H7X59_01585",7925,5481,7863,5816,4607,8425,5818,6065,4712
"H7X59_01590",14835,10565,16115,11506,10559,17664,15332,12645,10995
"H7X59_01595",8787,6048,8837,7150,6035,10654,8434,7164,5812
"H7X59_01600",4602,3318,5057,4004,3246,5121,4131,3628,3188
"H7X59_01605",3651,2845,4533,3670,2631,5160,3996,4038,2733
"H7X59_01610",4643,3798,5540,4245,3424,6036,4485,3767,3553
"H7X59_01615",5375,5121,8322,4998,6362,5830,6379,5446,5495
"H7X59_01620",13290,13764,21334,13739,14021,22311,16223,15042,13652
"H7X59_01625",3081,2762,4123,2415,2509,3662,2893,2234,2783
"H7X59_01630",3841,3822,5388,3365,4081,4955,4267,3567,3942
"H7X59_01635",2395,2308,3618,2355,2351,3381,2500,2359,2173
"H7X59_01640",7180,9559,10220,6448,11089,6245,12344,6084,12070
"H7X59_01645",11506,12347,16612,9194,13814,10735,18806,9330,15025
"H7X59_01650",8609,6278,8646,6222,5497,9515,7799,6523,5888
"H7X59_01655",13862,10443,16011,11889,9382,16491,13220,11704,9854
"H7X59_01660",3315,3181,4890,3131,3221,4636,3330,3146,2886
"H7X59_01665",14762,12490,13213,11929,10330,15627,13103,12387,10147
"H7X59_01670",22212,18516,19404,18849,16536,23849,20584,19138,17003
"H7X59_01675",5315,4182,6581,4577,4231,6117,5358,4848,3983
"H7X59_01680",75330,50415,74356,49742,51264,65481,66404,49577,58540
"H7X59_01685",15227,12134,17839,12263,10989,17214,14034,12716,10789
"H7X59_01690",3742,2648,4221,2906,2369,4622,3351,2915,2453
"H7X59_01695",6851,5622,8215,5944,4879,8574,6930,6230,4896
"H7X59_01700",11635,8315,12805,9985,8082,14042,11280,9692,7399
"H7X59_01705",23185,19132,27410,20720,17911,31543,23340,21938,17512
"H7X59_01710",18944,14767,19793,17404,12985,23660,16558,18565,14337
"H7X59_01715",9566,9023,14350,9402,8249,13448,10070,9720,9517
"H7X59_01720",17771,14641,24586,17157,14731,23713,17708,17177,14412
"H7X59_01725",5153,4239,6621,4445,4107,7419,4969,4683,4306
"H7X59_01730",23122,21169,35638,20636,21219,29801,30636,20668,21424
"H7X59_01735",4222,4065,6719,3847,4439,6074,6194,3894,4221
"H7X59_01740",15129,14117,19345,15893,12432,21760,15715,17097,13521
"H7X59_01745",2433,2039,2390,2217,1916,2710,2335,2494,1949
"H7X59_01750",902,701,864,761,748,663,927,876,787
"H7X59_01755",4057,3306,5268,3615,3443,4822,3667,3965,3587
"H7X59_01760",7316,7074,8702,6550,6159,9316,7193,7244,6711
"H7X59_01765",12650,11733,14355,11253,10285,14812,12404,11835,10402
"H7X59_01770",2439,1906,3426,2292,1963,3622,2532,2329,1877
"H7X59_01775",5643,3858,8026,4678,4180,7625,6051,4923,3775
"H7X59_01780",8834,7023,11274,8370,7730,11251,9861,7962,7467
"H7X59_01785",5373,4724,7433,5118,4462,6890,7101,4988,4526
"H7X59_01790",3779,3472,4654,3564,3013,4559,4044,3623,2944
"H7X59_01795",5456,4763,6743,4349,3849,6448,6195,5104,4089
"H7X59_01800",6427,5447,8077,5228,5895,7897,7271,6005,5214
"H7X59_01805",6212,5679,8048,5617,5163,8068,6756,6066,5378
"H7X59_01810",5026,4771,7051,4968,5158,6733,6282,5727,5035
"H7X59_01815",2907,2704,3439,2277,2499,3155,3142,2377,2238
"H7X59_01820",2122,1877,3226,2025,1814,3005,2536,2130,1896
"H7X59_01825",1826,1551,2094,1472,1090,1780,1619,1679,1177
"H7X59_01830",5058,3702,4834,3645,2944,5476,3963,3962,3200
"H7X59_01835",6529,5427,8494,5838,5461,8353,6527,6718,5159
"H7X59_01840",5965,4621,7036,5122,4386,7273,5881,5631,4293
"H7X59_01845",16897,11094,18973,14199,9949,21949,14998,16265,10516
"H7X59_01850",8077,9534,8680,6465,8280,7351,9934,6665,8137
"H7X59_01855",25123,22299,32285,22486,22836,27782,30571,23005,22109
"H7X59_01860",8263,6815,10399,6273,6471,9840,7893,6937,6140
"H7X59_01865",1688,1574,3162,1199,2219,1986,2907,1454,2013
"H7X59_01870",2229,2076,3870,1744,2791,2426,3462,1854,2813
"H7X59_01875",1171,1356,2892,1235,1754,1704,2374,1190,2130
"H7X59_01880",595,777,1404,667,934,943,1387,701,827
"H7X59_01885",10441,8361,10860,9368,7956,11648,9409,9955,8064
"H7X59_01890",15540,10987,15989,12451,10620,18199,13573,14372,10856
"H7X59_01895",10254,7098,13563,8514,7462,12281,9954,9062,7020
"H7X59_01900",15432,13390,23461,16272,13989,24744,18322,17543,13646
"H7X59_01905",2048,1451,2580,1984,1550,2836,1959,2038,1738
"H7X59_01910",4658,3497,5317,4386,3480,5930,4907,5000,3034
"H7X59_01915",6518,4599,7669,5826,4420,7528,5491,6037,4645
"H7X59_01920",2341,1640,2676,2000,1648,2647,2283,2030,1379
"H7X59_01925",2033,1666,2775,2040,1701,2673,1882,2121,1596
"H7X59_01930",12020,8438,14550,9836,7015,14646,11478,11342,7657
"H7X59_01935",2982,2574,4346,3084,2883,3959,2951,3307,2465
"H7X59_01940",3056,2804,3998,2806,2774,4046,3419,3469,2576
"H7X59_01945",814,972,1414,958,986,1532,1362,981,1109
"H7X59_01950",6095,5224,7116,6138,5074,9086,6554,6616,5034
"H7X59_01955",5692,11679,3926,5945,9276,2802,17756,5487,10064
"H7X59_01960",3604,2931,1694,5105,2571,1607,5039,4655,2322
"H7X59_01965",2620,1696,3616,2231,1748,3529,2723,2474,1783
"H7X59_01970",31313,23825,41889,29455,26863,38611,35598,30694,25708
"H7X59_01975",2747,2459,3444,2573,2378,3166,2846,2721,2817
"H7X59_01980",1074,848,1318,1062,1113,1301,1178,1030,1064
"H7X59_01985",7151,6208,9042,7724,7918,8577,7150,8424,7798
"H7X59_01990",870,704,1149,934,903,1651,1304,1223,743
"H7X59_01995",8,35,90,25,17,41,43,54,27
"H7X59_02000",476,501,590,422,662,857,379,758,524
"H7X59_02005",222,184,411,193,135,264,288,264,172
"H7X59_02010",20,37,29,47,23,36,3,53,25
"H7X59_02015",587,418,797,580,533,678,690,426,547
"H7X59_02020",612,641,1060,680,595,1044,618,749,778
"H7X59_02025",1345,1754,2114,1647,1780,1690,1462,1969,1457
"H7X59_02030",13130,10393,11890,11107,9881,12465,11130,11789,9658
"H7X59_02035",19049,17906,19022,18470,19016,20147,20526,20894,18340
"H7X59_02040",4453,4566,5984,3924,5351,4679,8296,4114,4627
"H7X59_02045",23034,18776,27490,21870,18873,30040,23785,23362,18714
"H7X59_02050",9911,8710,11986,10527,8861,12487,10680,10990,9027
"H7X59_02055",5143,3969,5353,4494,3934,5372,4271,4983,4013
"H7X59_02060",14914,13839,18712,14799,13584,19402,17022,15971,13891
"H7X59_02065",7406,8129,10705,8448,8150,11131,8308,8923,7623
"H7X59_02070",6677,6673,9276,7634,7689,9390,8071,8884,6696
"H7X59_02075",50904,40288,60729,38134,42293,50973,47127,40142,44293
"H7X59_02080",13373,10937,15655,10942,11031,14188,12342,11397,11819
"H7X59_02085",16459,13273,18299,12093,13187,16147,14055,12503,14906
"H7X59_02090",3617,3285,5311,3723,3315,4409,3985,3955,3472
"H7X59_02095",15439,10735,15903,12514,10787,16068,11587,14062,10573
"H7X59_02100",1624,1357,2059,1571,1183,1810,1524,1489,1470
"H7X59_02105",35098,32747,70643,30211,39979,54033,50611,31449,39350
"H7X59_02110",63966,58414,114975,51147,65742,87844,88563,52006,69877
"H7X59_02115",13428,10179,16107,11332,10297,16643,13007,12263,9946
