"gene_id","Untreated_Rep1","Nov_Rep1","Zn_Rep1","Zn_Nov_Rep1","Untreated_Rep2","Nov_Rep2","Zn_Rep2","Zn_Nov_Rep2"
"spr1323",41675,24352,47001,33715,45920,27794,42754,28375
"spr1324",1157,727,1228,733,1259,556,857,652
"spr1325",395,275,498,357,399,208,364,281
"spr1326",1148,860,1425,1030,1241,696,902,1023
"spr1327",7277,7035,6767,7708,7450,8289,6161,6792
"spr1328",23387,25490,25391,26879,25734,28321,22624,23273
"spr1329",11258,10641,11224,10849,10821,11040,10459,9445
"spr1330",1723,1832,1912,1923,2111,1942,1809,1459
"spr1331",2030,2242,2469,2230,2633,2416,2186,1936
"spr1332",12693,10902,14348,13009,13436,11989,13107,12009
"spr1333",29230,24756,31754,29378,33929,26393,29556,25523
"spr1334",7344,5107,7254,5430,8445,5029,6739,4564
"spr1335",7630,5247,8515,6150,7642,5690,7889,6074
"spr1336",7463,5897,8538,7397,8166,6746,8001,7003
"spr1337",1,0,4,3,4,2,1,1
"spr1338",48,74,63,75,50,93,49,79
"spr1339",263,199,244,236,254,282,177,209
"spr1340",198,188,177,179,216,258,143,168
"spr1341",6,8,1,2,7,14,3,3
"spr1342",472,411,423,452,424,486,398,432
"spr1343",707508,804432,710338,889489,751183,901534,662623,801408
"spr1344",42270,55562,48265,72506,46587,68032,44915,69081
"spr1345",12,1,7,6,10,2,9,2
"spr1346",10,1,9,5,11,9,8,3
"spr1347",4,2,8,0,2,1,2,2
"spr1348",2,2,3,1,0,2,0,0
"spr1349",2,2,3,3,6,1,2,1
"spr1350",0,5,5,1,0,2,3,1
"spr1351",33886,45206,36518,55281,36691,56530,32031,54955
"spr1352",14240,6428,13626,7435,14621,6485,13675,6308
"spr1353",7518,2148,9269,2969,8800,2272,8452,2630
"spr1354",3744,1025,4443,1305,3874,953,3981,1211
"spr1355",4678,1262,5313,1556,4784,1103,4798,1395
"spr1356",18217,13867,18252,15742,20220,12930,15058,11978
"spr1357",13056,9669,12636,10636,14185,8272,10445,7996
"spr1358",23202,19780,21351,23440,23233,21361,20165,21874
"spr1359",53059,29431,59700,28040,56787,31856,52352,20181
"spr1360",133410,74725,153415,70346,146513,83692,133512,50595
"spr1361",83823,44454,93938,41492,92203,49769,84432,30064
"spr1362",122045,64608,137277,57586,128587,69069,123099,42443
"spr1363",15089,7515,17393,7416,18578,9253,15782,5320
"spr1364",24998,12131,29195,12035,30327,14444,26025,8397
"spr1365",47144,23515,53476,20585,51872,24799,49114,14874
"spr1366",8414,3347,8931,3607,9090,4011,7592,2392
"spr1367",3885,2651,4216,2566,4275,2683,3036,1761
"spr1368",3437,2975,3587,3225,4010,3212,2714,2353
"spr1369",15549,12966,15916,15081,16666,15499,14652,12694
"spr1370",57183,44696,59022,52352,59923,53299,52705,44897
"spr1371",4801,5641,5067,6632,5298,5907,4395,5373
"spr1372",6982,7519,7142,8829,7740,8017,6290,7488
"spr1373",25459,25448,26695,29694,26090,26464,23108,25340
"spr1374",6478,6664,6631,8400,7254,7929,5936,7407
"spr1375",13412,22300,15483,27760,13069,23023,13518,25659
"spr1376",1565,904,1929,992,1386,935,1476,825
"spr1377",1657,773,1774,914,1358,720,1514,824
"spr1378",366,139,456,114,324,165,270,114
"spr1379",1026,384,1097,337,796,425,748,238
"spr1380",1443,488,1310,353,1013,518,1005,318
"spr1381",485,193,498,165,430,222,370,115
"spr1382",16701,5792,17014,5751,12859,6907,13070,5578
"spr1383",12936,11595,14458,12800,14397,11856,13039,10169
"spr1384",6702,3939,6860,4530,6613,4388,6420,3809
"spr1385",3120,2459,2989,2720,3629,2676,2585,2117
"spr1386",2599,2042,2488,1850,2585,1969,2087,1447
"spr1387",1442,1104,1338,1072,1587,1209,1012,825
"spr1388",7082,5337,6798,5242,7567,5480,5447,4135
"spr1389",29413,22342,28473,24343,32734,26067,23787,20344
"spr1390",7023,6177,7173,6079,8376,5920,5388,4218
"spr1391",17731,15138,17629,14319,17959,13717,13899,10583
"spr1392",8029,6580,7864,6011,8400,6238,6397,4740
"spr1393",29825,24819,30077,23787,33619,24440,24248,17562
"spr1394",62089,41603,64371,44670,68221,50028,49767,36151
"spr1395",97909,70280,91178,61381,97639,69176,75546,50717
"spr1396",25173,17529,25780,18053,27478,19939,20460,14473
"spr1397",27756,21483,30563,25044,29441,25053,25976,21568
"spr1398",4795,3213,5297,3889,5149,3886,4465,3153
"spr1399",21326,14375,23914,16543,22177,16833,19825,14065
"spr1400",3827,2070,3833,2506,4270,2427,3347,2044
"spr1401",0,0,0,0,0,0,0,0
"spr1402",7071,6249,13987,10069,5928,6271,17334,10062
"spr1403",3366,1691,3696,1678,3312,1612,3379,1192
"spr1404",149,54,154,83,159,62,163,82
"spr1405",3649,1798,3670,1716,3156,1751,3230,1357
"spr1406",1622,1191,1617,1074,1628,984,1380,895
"spr1407",20874,15169,20471,13662,21109,13419,18310,11700
"spr1408",3934,2714,3608,2408,3835,2314,3333,1963
"spr1409",9704,12167,12207,15089,11022,12344,10712,10912
"spr1410",39315,51190,50649,60808,43598,49962,44426,44626
"spr1411",7974,4969,9102,5206,8427,5165,8496,3959
"spr1412",27260,34029,28108,36367,28609,35678,22068,28516
"spr1413",12219,14358,12521,14688,12389,14464,10015,12108
"spr1414",14248,18059,16609,19708,15576,19355,13623,16776
"spr1415",15435,18017,16422,21151,17690,20609,14586,17441
"spr1416",6515,8176,7070,9899,8245,9621,6378,7995
"spr1417",17208,25515,16662,24793,16887,25831,14161,22612
"spr1418",6946,9806,6690,9533,7322,10334,5509,8170
"spr1419",8861,12832,7685,10925,9477,12887,6992,9368
"spr1420",12,22,20,23,24,42,10,15
"spr1421",5779,2674,5975,3437,5553,3286,5836,3251
"spr1422",14779,27078,15417,27179,13633,26920,12671,24977
"spr1423",13696,24343,14463,26507,14634,26022,12492,22685
"spr1424",13198,22169,13699,23542,13052,22601,11703,20399
"spr1425",10826,15399,11156,18020,11027,17591,9315,15697
"spr1426",17643,24915,17922,26753,17654,26743,15004,24077
"spr1427",25019,33217,24780,35276,24794,34074,20651,31009
"spr1428",1861,2261,1918,2828,2224,2749,1548,2057
"spr1429",12640,15823,12251,15595,12140,16161,10150,13660
"spr1430",121220,145326,151067,158822,95096,130407,105814,110536
"spr1431",90570,119629,89920,128068,100379,129086,78775,111756
"spr1432",46515,62189,47738,66168,53787,70691,42049,56185
"spr1433",8683,12838,8766,13828,10264,14707,7012,11103
"spr1434",21386,30208,18368,26598,20852,29163,15777,22672
"spr1435",15615,19434,13830,18796,15893,20934,11968,17296
"spr1436",2615,3889,1758,2963,3390,3744,1966,2503
"spr1437",21833,39868,15847,38982,21898,35208,9946,25981
"spr1438",8382,8245,7870,8802,9496,10004,7197,8261
"spr1439",8623,8401,8216,7956,9067,8963,7342,7467
"spr1440",56357,35656,60144,39697,63570,43434,46843,30227
"spr1441",1656,3879,1872,2095,1743,7742,2064,1882
"spr1442",24002,13321,15747,12989,23134,14624,15419,10978
"spr1443",16924,18431,18986,21937,16774,18700,16777,17552
"spr1444",12884,14263,14186,16342,12015,14388,12799,14429
"spr1445",15742,17994,18106,20595,17222,19399,16844,18743
"spr1446",266,290,261,318,306,323,217,221
"spr1447",138,149,109,168,149,133,111,113
"spr1448",200,246,224,247,246,305,190,188
"spr1449",1440,1810,1705,1781,1530,1909,1314,1339
"spr1450",4207,5458,5021,5205,4979,5704,4273,3918
"spr1451",4197,5134,4993,5030,5287,5625,4302,3660
"spr1452",10,19,25,17,28,13,22,16
"spr1453",8785,6316,10279,7530,10747,8126,8383,6310
"spr1454",9864,6507,11999,7996,12905,7894,10518,6468
"spr1455",6335,3635,7168,4325,7541,4455,6552,3809
"spr1456",11724,13932,14096,16979,13346,15901,12167,14278
"spr1457",8428,9979,9286,10620,8515,9939,8450,10060
"spr1458",235,173,319,143,289,180,221,205
"spr1459",11096,13530,12481,15326,12371,14785,11131,13139
"spr1460",28287,30210,28515,34398,28143,31379,27808,32246
"spr1461",3392,4283,3696,5217,3445,4386,3159,4659
"spr1462",1675,2077,1909,2364,1736,2097,1641,2091
"spr1463",1173,1178,1309,1358,1053,1307,1058,1293
"spr1464",45986,39512,52329,44163,48753,42182,45617,38755
"spr1465",4738,4081,4334,5002,5443,4574,4430,4834
"spr1466",15465,7238,21674,11692,17263,7616,21127,11302
"spr1467",31667,26069,37971,29687,39124,29931,31551,25804
"spr1468",42,29,48,58,41,57,36,40
"spr1469",432,278,436,437,498,306,396,286
"spr1470",2010,1109,2025,1300,2629,1261,1729,1018
"spr1471",156,98,150,94,183,80,120,98
"spr1472",33802,22525,33927,24580,33610,23408,30957,23727
"spr1473",2221,1947,2647,2617,2436,2139,2451,2366
"spr1474",1556,1204,1650,1567,1532,1371,1620,1453
"spr1475",1486,944,1792,1507,1488,972,1642,1324
"spr1476",716,372,714,510,952,383,710,315
"spr1477",3995,3882,4174,3528,3374,3497,3299,3339
"spr1478",64,38,37,27,65,27,54,23
"spr1479",12416,12825,12278,11124,11235,11861,10212,10327
"spr1480",4723,2839,4948,3445,5057,2842,4353,2888
"spr1481",67,49,61,52,61,49,59,34
"spr1482",352,221,392,264,324,193,370,246
"spr1483",421,281,496,373,463,253,389,268
"spr1484",2805,3082,2471,2757,2755,3191,2194,2658
"spr1485",68,31,81,39,70,22,49,38
"spr1486",4979,1933,5063,2642,4525,1713,4786,2317
"spr1487",22797,7871,23823,11083,20168,6929,21613,9992
"spr1488",551,158,582,193,529,119,558,161
"spr1489",2,1,3,0,0,2,1,2
"spr1490",6421,1491,5723,1845,5473,1232,5469,1759
"spr1491",85738,28161,92665,40514,87416,26140,89464,34959
"spr1492",21041,5495,86474,25521,17576,3268,84039,22089
"spr1493",21333,6502,101187,30150,17028,3655,98136,24838
"spr1494",23333,6796,113900,35748,18703,4177,110805,29647
"spr1495",7970,3146,8361,3575,8903,4025,10991,2876
"spr1496",8277,4526,8846,4421,8373,4398,7566,3735
"spr1497",1476,814,1638,791,1586,746,1432,669
"spr1498",3797,1853,4042,1691,4133,1770,3676,1434
"spr1499",44185,44144,41782,41685,51217,56444,43097,37842
"spr1500",86,58,70,60,95,49,63,45
"spr1501",107,65,102,57,92,57,116,52
"spr1502",46196,49651,48174,53026,49522,54990,42298,46799
"spr1503",6068,9503,6352,10000,6751,9166,5524,7775
"spr1504",10,12,13,11,9,10,6,6
"spr1505",37170,59943,40312,61731,39626,58498,32773,49498
"spr1506",28250,41564,30555,43995,31270,42527,25550,34970
"spr1507",2921,4563,3405,4430,2923,4212,2578,3551
"spr1508",29482,39613,32106,44287,33564,43448,26066,35269
"spr1509",29166,40962,32465,42008,32464,41868,26798,34874
"spr1510",78455,100821,83161,109278,78694,105449,69073,93262
"spr1511",58857,69377,61119,70155,59386,67927,50428,58848
"spr1512",14055,12815,12846,12277,14873,12762,11145,9936
"spr1513",2272,2661,2174,3014,2568,3224,1852,2606
"spr1514",5420,6086,5284,6774,5849,7518,4557,5982
"spr1515",13423,15077,13997,15472,14198,15806,11841,13760
"spr1516",7456,10589,8239,12559,7263,10882,6966,10896
"spr1517",19271,24558,19562,28379,18095,25540,16257,24120
"spr1518",15855,16169,15232,16406,15548,15316,13638,14709
"spr1519",307,306,360,347,313,272,286,284
"spr1520",485,355,469,418,440,365,343,390
"spr1521",64,57,78,59,70,67,57,58
"spr1522",238,306,288,261,297,270,235,201
"spr1523",152,172,176,192,193,182,137,134
"spr1524",237,214,238,231,262,239,193,166
"spr1525",760,786,687,719,830,717,542,615
"spr1526",752,745,716,660,790,709,474,571
"spr1527",2709,2711,1948,2599,2825,2448,1494,2038
"spr1528",2448,2723,1585,2595,2646,2271,1042,1543
"spr1529",1856,1552,1185,1649,1841,1468,848,1035
"spr1530",11,5,15,13,12,7,18,9
"spr1531",14,8,16,5,11,9,10,4
"spr1532",5,6,11,3,8,0,2,4
"spr1533",2,2,3,3,7,3,2,3
"spr1534",3,1,4,3,13,0,9,2
"spr1535",0,1,0,0,0,0,1,0
"spr1536",827,1451,691,1172,802,1064,505,796
"spr1537",37,75,26,65,49,82,24,31
"spr1538",17545,31128,18052,23590,20278,21281,13298,14658
"spr1539",29117,56222,32087,53736,27312,50403,24835,42774
"spr1540",14985,28964,15926,28605,15016,27634,12817,23046
"spr1541",2946,5551,3066,5488,2860,5544,2566,4466
"spr1542",20492,39417,21828,38849,21411,37504,18400,33184
"spr1543",20604,38340,22391,38273,20463,37319,19282,33402
"spr1544",51389,85276,54823,89377,54580,91329,51311,78144
"spr1545",104,336,145,422,112,319,132,344
"spr1546",783,2207,1055,2834,866,2554,831,2258
"spr1547",450,1307,605,1770,571,1586,519,1287
"spr1548",576,1694,754,2106,684,1876,659,1464
"spr1549",443,1150,523,1400,442,1241,429,1119
"spr1550",2620,2486,2656,3076,3137,2901,2831,2562
"spr1551",879,1591,806,1584,1004,1532,486,1012
"spr1552",1350,2140,948,1812,1427,1926,641,1226
"spr1553",23172,35283,23943,36195,22728,34476,22399,31555
"spr1554",9917,14007,10854,15434,9672,14779,9467,13662
"spr1555",7359,11074,8920,12947,8135,11254,7953,10731
"spr1556",9158,13513,10452,14102,9116,12077,9658,12782
"spr1557",4975,6147,4750,6401,4171,5633,4493,6056
"spr1558",7628,7932,4290,6468,6880,5828,3323,5426
"spr1559",15132,14531,8635,12922,14144,11107,6745,10573
"spr1560",16575,15015,10901,14761,14991,11421,8811,11801
"spr1561",43273,69040,47427,48561,41618,57629,40134,41866
"spr1562",37571,55462,39329,41822,39093,49411,33461,34919
"spr1563",7,14,4,24,7,13,11,18
"spr1564",3718,2411,4415,2574,3995,2200,4170,2356
"spr1565",30331,25302,32323,29856,30025,28450,25634,27737
"spr1566",82356,69408,86121,89895,92175,86984,71343,82842
"spr1568",38125,32952,39290,37887,39779,35233,31410,35570
"spr1569",23832,22298,24894,26285,24700,23177,19462,23746
"spr1570",21474,17483,24001,16696,22005,17627,19925,14712
"spr1571",13191,9638,13026,9065,13650,9696,11254,7814
"spr1572",1647,1314,1886,1200,2227,1195,1760,928
"spr1573",2501,1570,2634,1446,2911,1569,2295,1095
"spr1574",1178,959,1229,820,1377,803,1091,658
"spr1575",2566,1715,2785,1800,2933,1899,2291,1346
"spr1576",4527,3349,4782,2890,4890,3160,4277,2238
"spr1577",43370,47357,47947,52763,44735,49301,42972,47064
"spr1578",13543,14017,14670,15275,13889,14357,13461,13285
"spr1579",9628,11980,10626,12121,10067,12098,8371,10103
"spr1580",6998,8666,7700,8622,7277,8375,6173,7083
"spr1581",13952,15418,14785,15951,13628,15433,12409,13933
"spr1582",4589,3854,5038,4224,4804,4310,4532,3945
"spr1583",15921,12946,16795,12880,15475,13809,15631,11852
"spr1584",51707,61529,54045,55998,58922,61828,50125,49751
"spr1585",107,95,99,109,126,136,96,112
"spr1586",94,129,110,124,95,116,85,119
"spr1587",9047,13979,9108,13676,9083,13484,7075,11427
"spr1588",6124,9790,6571,9418,6278,9396,5249,8053
"spr1589",4292,6485,4808,6961,4312,6344,3923,6317
"spr1590",3289,4934,3808,6084,3814,5564,3214,4861
"spr1591",9122,13017,8951,12636,8417,11529,7735,11438
"spr1592",7507,10649,8203,12470,7918,11038,7084,10586
"spr1593",6437,8507,6426,9663,7018,8688,5766,8445
"spr1594",15896,19907,15710,21074,15477,19251,13944,19655
"spr1595",7403,9019,7507,9774,7206,8515,6658,8775
"spr1596",12622,15290,12983,16522,13607,15150,11846,14441
"spr1597",2852,2348,3033,2991,3076,2444,2669,2762
"spr1598",9772,4990,9940,5343,9470,4446,8132,4227
"spr1599",5214,2752,5918,3053,5281,2489,4462,2525
"spr1600",3636,3210,5708,4342,3738,3180,4629,4481
"spr1601",8917,10339,13531,12749,9145,8963,12467,13604
"spr1602",19577,24881,32714,38857,27278,29193,32240,35602
"spr1603",272,276,322,258,239,259,220,275
"spr1604",14839,16788,19663,15213,17087,18161,17447,11449
"spr1605",3570,4637,4210,5275,4211,4841,3484,4048
"spr1606",21758,24062,22205,25321,20959,24137,18649,22116
"spr1607",5525,6104,6126,6493,5966,6390,5159,5788
"spr1608",7268,7627,7717,8463,7152,7690,6520,7272
"spr1609",1016,1032,1120,1142,1011,993,859,1051
"spr1610",3816,4264,4133,4599,4190,4274,3485,3836
"spr1611",3268,3170,2811,2714,2810,2731,2575,2601
"spr1612",5753,6850,5566,6165,6413,5620,4250,5096
"spr1613",6567,8791,5015,6305,6160,7856,3690,5317
"spr1614",73,52,63,38,73,37,70,35
"spr1615",40,31,33,33,59,25,21,20
"spr1616",10141,9625,12225,10176,9868,8494,10407,8678
"spr1617",1772,1673,1814,1802,1560,1747,1453,1632
"spr1618",541,653,551,601,508,581,482,547
"spr1619",969,898,922,1011,896,985,717,858
"spr1620",2742,2614,2797,2695,2523,2483,2282,2379
"spr1621",4042,2659,4207,2277,4679,2745,3761,2015
"spr1622",4382,2971,4803,2397,4706,2888,4209,1589
"spr1623",13140,19179,16065,16543,16807,16713,18465,11986
"spr1624",1692,2108,1970,1973,2092,1900,2134,1280
"spr1625",20276,26053,23778,24089,24468,23636,26472,18946
"spr1626",10846,13325,13016,11310,10924,11221,13910,10058
"spr1627",763,519,698,506,824,525,674,372
"spr1628",12190,18315,12973,6977,15451,13070,10549,4318
"spr1629",3793,3397,3809,4454,4090,4145,3923,4836
"spr1630",1004,917,1083,1165,1304,1225,1182,1352
"spr1631",2872,1501,3523,1664,2679,1442,3289,1178
"spr1632",4467,2265,5344,2284,3967,2106,4962,1788
"spr1633",1329,646,1690,658,1406,609,1565,524
"spr1634",1535,704,1998,778,1484,703,1822,624
"spr1635",1970,937,2467,1095,1991,792,2235,761
"spr1636",915,400,1238,447,929,356,1049,331
"spr1637",1911,779,2465,818,1925,607,2280,740
"spr1638",852,430,1108,556,874,474,1178,462
"spr1639",1507,480,1790,676,1671,549,1630,671
"spr1640",10,7,6,1,7,5,8,2
"spr1641",1161,966,977,700,1421,950,985,612
"spr1642",18,13,17,9,17,19,18,6
"spr1643",2080,1730,1625,1317,2739,1954,1693,1078
"spr1644",1109,923,868,726,1589,1021,867,661
"spr1645",1436,1207,1003,902,2000,1339,1049,764
"spr1646",544,498,348,365,760,586,386,265
"spr1647",915,518,905,373,1048,586,896,348
"spr1648",1012,486,814,441,1216,652,1008,440
"spr1649",139,60,126,81,164,80,165,72
"spr1650",260,79,178,122,281,133,170,92
"spr1651",186,64,142,58,200,81,125,63
"spr1652",1308,434,984,433,1559,477,931,466
"spr1653",0,0,1,0,0,0,0,1
"spr1654",54244,28414,57904,23162,57119,30979,52372,17058
"spr1655",20296,10663,22693,8906,21694,12196,20641,6314
"spr1656",47039,25918,49029,20902,44122,28579,46651,15103
"spr1657",36228,17036,38296,14721,34675,19876,35374,11646
"spr1658",6278,2795,7080,2623,6460,3544,7010,2117
"spr1659",3396,1381,3521,1317,3457,1820,3405,1039
"spr1660",21293,18975,21920,19461,18717,19525,20391,16809
"spr1661",5671,5612,6038,5926,5201,5888,5483,4692
"spr1662",473,1984,385,764,678,3768,506,662
"spr1663",2093,14314,1859,4795,2549,24246,2280,4208
"spr1664",787,420,823,438,912,483,742,406
"spr1665",1455,557,1432,567,1651,605,1069,511
"spr1666",1800,230,1883,640,1620,304,1838,546
"spr1667",1093,414,2509,1980,918,433,1971,1985
"spr1668",856,303,2362,1667,767,284,1645,1587
"spr1669",1898,755,1865,869,1761,831,1654,855
"spr1670",933,197,89813,37085,823,208,72381,39567
"spr1671",179,45,26037,9264,150,31,21398,10047
"spr1672",68,19,69096,24391,62,4,53639,22007
"spr1673",1263,463,1491,712,1369,473,1476,779
"spr1674",201,80,249,123,191,66,167,103
"spr1675",80,27,63,43,80,45,66,42
"spr1676",379,188,316,257,338,275,277,199
"spr1677",18548,14903,27582,17955,17930,14212,26832,15102
"spr1678",4952,3455,8280,4456,4511,3236,7611,3915
"spr1679",6937,4773,12057,6470,7009,4229,11438,5632
"spr1680",2212,1373,3806,1967,2051,1174,3762,1816
"spr1681",11160,6887,12283,8610,10845,5900,10782,7130
"spr1682",38739,22226,43223,26924,37004,18576,37755,23221
"spr1683",26,4,40,15,41,3,44,11
"spr1684",441,111,373,93,2869,259,1489,208
"spr1685",470,133,417,117,3155,248,1645,210
"spr1686",404,88,291,76,2524,224,1332,141
"spr1687",564,180,533,170,4114,447,2166,304
"spr1688",2837,3856,3144,4536,3286,3846,2756,3290
"spr1689",13342,16454,14877,19363,13397,15818,12059,15576
"spr1690",9619,11511,10629,13154,9916,11115,8507,10781
"spr1691",14979,17345,15695,18539,14314,15258,12625,15635
"spr1692",8521,9894,9220,10960,8700,9337,7988,9281
"spr1693",10467,10577,9952,11223,9330,9617,8950,10396
"spr1694",9652,9949,10143,10648,9033,8843,8652,9317
"spr1695",18896,16767,18781,18872,18388,15462,16209,16239
"spr1696",14931,12930,15411,13474,14191,11250,13532,12049
"spr1697",4858,4000,4805,4321,4635,3608,3567,3855
"spr1698",4628,1280,1439,1008,4312,1274,803,670
"spr1699",16083,3010,3811,2451,14867,2705,1272,1454
"spr1700",533,268,419,244,634,301,369,263
"spr1701",126,50,126,56,129,58,85,70
"spr1702",37,10,51,15,49,9,26,12
"spr1703",35503,37357,40571,37917,41065,35511,33185,32808
"spr1704",37179,36983,39897,38091,44007,34681,33676,31864
"spr1705",27344,28069,30387,29611,33629,26361,26892,23898
"spr1706",39599,38594,44184,42186,49623,38410,38586,34022
"spr1707",75437,60504,81948,66323,93795,61062,77431,56611
"spr1708",11221,9409,13891,11561,12589,9720,12404,10341
"spr1709",284,244,393,351,350,298,358,275
"spr1710",224,189,242,193,214,177,227,222
"spr1711",101,98,150,135,121,111,114,88
"spr1712",192,160,251,198,198,165,185,186
"spr1713",269,243,355,290,295,239,312,246
"spr1714",1903,1159,1528,1487,2012,1110,1198,1266
"spr1715",1512,1017,1241,1412,1595,1046,1103,1276
"spr1716",13,2,21,4,17,3,11,2
"spr1717",5962,3362,5972,3561,6458,3017,5000,2775
"spr1718",482,303,425,400,542,341,371,346
"spr1719",10167,12601,12111,13594,12142,12334,11194,11146
"spr1720",1464,665,1995,1289,2343,884,2104,790
"spr1721",104,51,97,73,108,58,80,54
"spr1722",95704,92590,92047,77593,94609,78387,87914,75091
"spr1723",10475,9415,9975,7538,11249,8413,9447,7517
"spr1724",108419,192134,115267,108759,139845,142531,107992,78030
"spr1725",7243,6406,7560,6555,7218,6354,7155,6204
"spr1726",7421,5517,6943,5788,6808,5311,6633,5469
"spr1727",2263,1630,2236,1867,2203,1689,2035,1596
"spr1728",2494,1991,2444,1807,1852,1541,2115,1699
"spr1729",692,643,907,564,760,447,838,558
"spr1730",2149,1883,2703,1563,2190,1289,2427,1555
"spr1731",1794,1173,2088,1217,1990,964,1855,1091
"spr1732",541,190,656,265,543,173,595,251
"spr1733",189,73,244,91,211,86,250,96
"spr1734",104,141,78,128,101,146,41,93
"spr1735",2,4,1,6,1,10,0,0
"spr1736",48,92,58,61,49,109,43,54
"spr1737",42,61,37,44,57,89,22,52
"spr1738",30320,48786,33080,48352,35426,66871,28295,43283
"spr1739",83977,153363,108476,152642,91843,200972,101049,146135
"spr1740",14141,25686,17743,24285,16011,32798,17437,23140
"spr1741",9696,18353,13329,18530,12001,25454,13450,17814
"spr1742",3618,6984,5240,6660,3956,9379,5643,6908
"spr1743",0,0,0,0,0,0,0,0
"spr1744",5,1,5,0,5,0,0,1
"spr1745",298,174,304,195,331,206,272,132
"spr1746",310,480,283,349,408,466,256,241
"spr1747",355,565,367,454,480,602,390,353
"spr1748",141,193,144,171,206,267,116,100
"spr1749",515,960,504,648,675,845,505,508
"spr1750",512,859,530,573,583,812,422,455
"spr1751",211,354,238,282,311,399,225,189
"spr1752",29,41,27,32,27,67,25,23
"spr1753",7,25,5,4,5,18,13,10
"spr1754",115664,224336,111921,152311,131324,193717,97687,120554
"spr1755",5024,10517,5123,7504,7151,9147,4907,4951
"spr1756",130086,267167,126807,158841,153168,217155,111044,119316
"spr1757",123424,226052,119993,128767,148536,181669,110693,98819
"spr1758",209377,348229,192016,180602,252169,277896,174941,130989
"spr1759",12677,14193,12264,13039,13274,13971,10154,12288
"spr1760",4991,5442,4764,4909,5186,5314,4055,4663
"spr1761",4281,4981,4227,4291,4755,4940,3761,3840
"spr1762",4558,5565,4128,3416,4662,4610,3537,2991
"spr1763",708,562,751,748,832,687,705,760
"spr1764",71,98,67,116,54,82,50,121
"spr1765",415,622,539,1098,456,583,496,988
"spr1766",325,528,505,856,324,490,374,820
"spr1767",406,607,461,847,476,612,375,778
"spr1768",132,165,148,262,151,174,113,210
"spr1769",90,97,90,162,92,100,69,122
"spr1770",260,243,274,397,262,247,240,365
"spr1771",411,309,468,484,494,324,361,326
"spr1772",1171,649,1295,827,1188,551,1244,737
"spr1773",888,499,1100,595,882,462,948,544
"spr1774",62,39,83,58,53,40,76,32
"spr1775",5038,4958,4936,5119,5577,5490,3818,4476
"spr1776",226852,195110,220245,197592,246565,207467,185587,175706
"spr1777",189107,166213,184664,166288,208649,169703,153578,138734
"spr1778",14909,14680,16548,14200,17654,14480,14006,11813
"spr1779",13010,12847,13629,13256,14120,13585,12247,10962
"spr1780",2838,2596,2742,2855,3229,2905,2335,2251
"spr1781",38034,33084,39101,33866,35849,34305,33784,30106
"spr1782",13327,13338,12658,14877,15034,15744,10676,12847
"spr1783",3268,3018,3058,3112,3484,3241,2662,2687
"spr1784",4333,3332,3846,3421,4388,3576,3349,3069
"spr1785",39137,19592,39530,19958,39612,19247,36825,17099
"spr1786",3,2,7,10,6,5,7,12
"spr1787",21004,14007,23095,14499,23176,13184,20690,12529
"spr1788",5244,5458,5504,5301,5510,5267,4632,4610
"spr1789",617,336,521,377,622,299,425,362
"spr1790",15429,9338,14114,9317,17032,9667,13163,8651
"spr1791",37319,47862,32888,45134,33875,45643,27468,35795
"spr1792",19900,33993,21953,31768,19296,32384,19924,28967
"spr1793",16378,21093,17247,22198,17338,23559,15525,20505
"spr1794",32008,41371,31930,41529,33737,40821,29537,37568
"spr1795",40890,48387,39738,46775,41772,45209,35554,41847
"spr1796",10424,12898,10216,14099,10025,12338,9320,12709
"spr1797",10621,12934,10712,14892,11571,13625,9494,12871
"spr1798",15898,16098,14578,17453,14664,15350,13017,15950
"spr1799",11876,11498,10937,12220,10688,10892,9731,11498
"spr1800",295,477,308,424,288,630,276,362
"spr1801",417,545,475,506,403,717,389,505
"spr1802",1544,2212,1769,2003,1641,2635,1543,1879
"spr1803",3466,5731,3909,6223,3905,5514,2975,4745
"spr1804",4848,6921,4844,7388,4741,6592,3958,6013
"spr1805",4434,6800,5030,7162,5166,6385,4136,5745
"spr1806",207,251,194,267,244,276,173,230
"spr1807",15129,10711,16688,11397,16962,11636,13674,9723
"spr1808",20426,13842,19328,13742,21363,13840,17270,12188
"spr1809",481,234,547,332,617,299,437,287
"spr1810",8467,9285,5992,7662,7371,7407,3761,5941
"spr1811",12931,6687,12268,7157,13043,7280,11167,6570
"spr1812",3927,1760,3664,1895,4326,1761,3513,1755
"spr1813",18472,13240,17033,14055,21491,13537,14226,11814
"spr1814",4746,3741,5393,4250,4164,3561,3985,3862
"spr1815",4858,4149,6009,5054,5600,4060,4354,4080
"spr1816",2816,2679,3508,3036,3278,2501,2343,2356
"spr1817",3837,3356,4529,3758,4465,3481,2815,3121
"spr1818",598,543,638,557,817,524,536,501
"spr1819",1193,1327,982,887,1310,1174,859,932
"spr1820",14467,11866,14646,13282,15772,13024,13997,12074
"spr1821",1931,1540,1804,1580,2048,1561,1874,1282
"spr1822",3274,2175,2900,2167,3036,2079,2590,2377
"spr1823",22172,18922,20741,18725,22991,18663,18009,16423
"spr1824",4061,2635,4040,2845,4282,2740,3640,2422
"spr1825",343130,623922,414595,727451,365290,679635,368608,686980
