"gene_id","Untreated_Rep1","Nov_Rep1","Zn_Rep1","Zn_Nov_Rep1","Untreated_Rep2","Nov_Rep2","Zn_Rep2","Zn_Nov_Rep2"
"spr0001",11149,14337,12100,12172,13442,11703,10330,10646
"spr0002",9858,11842,11237,11598,11443,11112,9451,11438
"spr0003",673,615,655,641,671,542,548,587
"spr0004",8202,8317,8592,10127,9677,9766,7843,9442
"spr0005",2076,2004,1870,2267,2290,2367,1713,2202
"spr0006",10442,11059,10059,13452,12399,14097,8657,11991
"spr0007",1763,1914,1686,2141,1934,2158,1431,1929
"spr0008",2989,3264,2769,3683,2993,3753,2404,3598
"spr0009",11162,13318,10730,14710,12628,15531,9606,13152
"spr0010",8255,10582,8586,12834,10139,12899,7018,10723
"spr0011",12484,15178,11493,16664,15508,16895,10417,13398
"spr0012",85120,104105,87714,111225,92020,111125,73921,96917
"spr0013",1217,1277,1018,837,1279,1201,949,885
"spr0014",6101,5789,5653,3833,6976,4963,4487,3089
"spr0015",0,0,0,0,1,1,2,1
"spr0016",5646,2895,5766,2602,7353,2986,4330,2158
"spr0017",2,2,7,3,7,6,5,0
"spr0018",1,3,1,2,6,1,4,0
"spr0019",5,3,7,1,11,2,11,4
"spr0020",5250,2943,5084,2291,5642,2813,4669,2124
"spr0021",54597,34364,56375,32144,63331,36867,50700,31471
"spr0022",271,85,296,68,316,78,197,50
"spr0023",2801,1429,2265,1086,2716,1392,1782,942
"spr0024",5826,2767,4980,2218,6006,2546,4458,1847
"spr0025",18882,10014,17082,7073,18910,8514,15645,5978
"spr0026",12625,5850,12722,4165,12965,5138,12491,3417
"spr0027",9952,4693,11713,3641,11911,4614,11505,2867
"spr0028",17852,9533,17207,8268,18914,11509,15745,7614
"spr0029",464,213,437,122,562,215,387,80
"spr0030",7088,3554,6176,1789,8000,2878,5793,1332
"spr0031",8315,4543,7594,2235,10565,3627,7449,1612
"spr0032",32775,12853,35517,11668,34779,13013,31752,10205
"spr0033",6116,2124,4189,1744,5130,1744,3156,1624
"spr0034",67815,30100,65354,22970,61680,26404,53424,19287
"spr0035",9413,6147,9724,6361,9862,6333,8448,5862
"spr0036",5072,4207,5399,4136,5587,4398,4856,3764
"spr0037",10439,8369,10723,7765,9641,8402,8833,7932
"spr0038",1090,962,1125,907,1159,1101,955,790
"spr0039",1925,1818,2026,1748,2044,1924,1678,1620
"spr0040",2178,3241,3191,2488,2255,2716,2585,2605
"spr0041",53,14,49,25,47,25,42,24
"spr0042",95,52,79,48,91,44,55,44
"spr0043",76478,26367,74147,16021,71855,19937,60349,13954
"spr0044",48034,18224,46671,11313,44136,14563,36138,9718
"spr0045",478,1112,517,197,729,2288,681,181
"spr0046",3273,31336,3232,5249,3532,51862,3859,3509
"spr0047",1470,21665,1571,3437,1183,32998,1096,2171
"spr0048",1026,15711,960,2281,722,21994,648,1447
"spr0049",485,7949,454,1256,328,11299,352,742
"spr0050",257,4444,256,603,234,5997,186,330
"spr0051",2804,38450,2754,5645,2168,48786,2095,3307
"spr0052",1722,5698,1849,2319,2370,8732,2406,2333
"spr0053",640,3020,644,1096,688,4281,760,1140
"spr0054",1219,9889,1269,3619,1377,14098,1300,3074
"spr0055",3186,4673,2867,2689,3305,5284,2996,2465
"spr0056",16251,33372,17077,18907,17092,41245,14623,15551
"spr0057",3236,1592,3159,1859,3215,1685,2922,1685
"spr0058",47693,35756,49448,41892,50174,37075,47256,39802
"spr0059",3617,6498,1694,4884,3170,5604,810,2668
"spr0060",639,1087,313,686,556,755,158,419
"spr0061",875,1341,463,854,810,1086,315,538
"spr0062",826,1127,505,710,807,916,471,534
"spr0063",379,435,257,283,360,371,208,218
"spr0064",1020,941,839,735,1091,809,734,603
"spr0065",727,471,566,403,650,476,485,371
"spr0066",158,97,711,449,135,152,1258,545
"spr0067",460,244,598,413,543,222,855,361
"spr0068",12481,4927,13686,6203,12399,4631,13602,5668
"spr0069",907,445,1203,610,1133,384,1114,460
"spr0070",32846,21352,37803,23301,32786,17721,33773,19684
"spr0071",23449,15093,26086,17030,23313,13280,23025,14474
"spr0072",5791,2246,5788,2482,5526,1983,4637,2152
"spr0073",9,3,7,6,6,4,10,3
"spr0074",4357,1706,4037,1784,4032,1483,3394,1609
"spr0075",2332,1121,2430,1119,2544,929,1765,919
"spr0076",5911,2955,5590,3091,5708,2544,4995,2387
"spr0077",8867,4170,8280,4741,8176,3819,7254,3711
"spr0078",70640,39442,63943,44024,76156,51384,58861,42236
"spr0079",211,201,280,237,298,199,238,231
"spr0080",1647,1203,2153,1643,1971,1314,1943,1342
"spr0081",321,956,196,733,444,931,82,567
"spr0082",376,1000,186,793,505,865,82,527
"spr0083",247,679,186,574,346,590,90,370
"spr0084",21731,11407,25739,10017,28074,13967,35659,10704
"spr0085",3986,2766,1889,1937,3334,1924,1294,1108
"spr0086",9399,8435,9406,7355,10126,7241,7338,6065
"spr0087",5618,5267,5690,4089,6187,4348,4451,3404
"spr0088",2383,2294,2418,1583,2100,1687,1860,1355
"spr0089",709,700,743,538,767,566,624,384
"spr0090",6634,1461,6049,1732,6151,1235,4989,1595
"spr0091",9403,4407,10114,4342,11717,3689,8860,2887
"spr0092",34164,15713,36195,18036,38685,15375,31675,14943
"spr0093",6918,6478,7081,7375,6157,6452,6417,6493
"spr0094",5884,5363,5996,6150,5505,5269,5568,5381
"spr0095",4531,3949,4393,4404,4297,3621,4139,3792
"spr0096",10498,9266,15894,17789,19602,12690,16419,17235
"spr0097",202,109,256,141,176,82,191,117
"spr0098",2806,1653,3287,2180,2903,1397,3008,1828
"spr0099",8067,4130,9261,4838,8703,3815,7308,3891
"spr0100",3233,1837,3823,2044,3312,1735,3000,1836
"spr0101",409,67,325,108,312,81,200,87
"spr0102",1168,172,1070,241,898,137,693,241
"spr0103",2139,350,2059,509,1629,303,1342,413
"spr0104",718,284,679,426,758,264,623,317
"spr0105",21,10,27,12,22,9,26,9
"spr0106",114,40,202,105,131,47,163,72
"spr0107",10,7,15,6,7,7,25,10
"spr0108",80,29,132,53,109,31,118,33
"spr0109",91,31,118,47,82,35,120,49
"spr0110",113,38,107,64,93,50,92,41
"spr0111",1237,861,1134,871,1062,680,1033,794
"spr0112",137,83,96,91,121,73,125,57
"spr0113",2043,1262,2142,1382,2132,1162,1745,1116
"spr0114",1513,1004,1628,991,1550,963,1302,711
"spr0115",577,466,793,440,598,345,538,334
"spr0116",34,29,53,50,87,27,49,25
"spr0117",934,763,1207,823,1076,760,896,598
"spr0118",340,283,429,301,364,209,352,285
"spr0119",405,338,488,380,426,325,464,246
"spr0120",107,66,111,75,125,48,91,56
"spr0121",21542,12681,20827,12774,23083,13786,20193,12829
"spr0122",27630,7813,25753,7726,26642,8398,21911,7226
"spr0123",7154,3480,7267,3515,6198,3206,5424,2783
"spr0124",29683,15051,31206,15982,26874,14713,24116,12883
"spr0125",66395,68521,70990,75023,70387,72555,64162,70556
"spr0126",5785,4646,5013,4257,5258,4472,4790,4504
"spr0127",21292,53661,23751,34072,34820,47991,22198,23898
"spr0128",30322,59926,27728,35307,33656,48209,27389,31164
"spr0129",3640,3903,3482,4041,3692,3861,2938,3602
"spr0130",1409,1535,1263,1681,1420,1533,1137,1273
"spr0131",7221,8364,7509,9302,7072,8518,6424,8108
"spr0132",63,34,48,36,42,33,37,37
"spr0133",59,55,66,46,60,45,75,45
"spr0134",230,148,272,216,261,121,262,150
"spr0135",869,780,923,787,1016,681,651,542
"spr0136",458,403,455,375,582,373,327,252
"spr0137",1049,1031,1235,994,1271,980,825,656
"spr0138",23,18,6,11,14,15,6,11
"spr0139",21,26,14,20,26,19,6,14
"spr0140",2757,1810,2599,2032,2885,1642,2081,1534
"spr0141",2253,1900,2367,2155,2075,1646,2014,1835
"spr0142",2853,2717,3408,3302,3200,2426,2795,2445
"spr0143",1448,1545,1730,1570,1619,1236,1364,1167
"spr0144",4051,4153,5019,4726,4693,3584,3909,3500
"spr0145",133,132,100,130,120,124,90,99
"spr0146",18536,16605,16912,14883,18791,16283,15371,12614
"spr0147",5259,5018,5466,5257,5949,4865,4157,4066
"spr0148",4538,3757,4158,3756,4372,3734,3015,3063
"spr0149",5464,4245,5455,4779,5615,4237,4494,4332
"spr0150",5127,4018,5445,4560,4723,3890,4362,4450
"spr0151",679,621,688,682,997,720,844,784
"spr0152",2660,4137,2140,3981,2778,4135,1526,3162
"spr0153",2251,3856,1880,3603,2105,3837,1390,3031
"spr0154",4733,7870,3859,7833,4815,8606,3017,6683
"spr0155",10693,19772,14253,21149,14388,23024,11516,15831
"spr0156",3205,4099,3633,3999,3645,4285,2940,3480
"spr0157",1665,782,1395,808,2572,884,1917,790
"spr0158",278,186,299,242,241,189,273,226
"spr0159",154,152,177,204,207,130,185,155
"spr0160",10356,11817,10340,13426,10248,11697,9567,12517
"spr0161",1827,1983,1969,1800,1676,1809,2007,1360
"spr0162",3145,3571,3593,3574,3731,3603,3641,2496
"spr0163",1581,1689,1619,1577,1682,1673,1558,1090
"spr0164",2854,3417,3073,2855,2955,2941,2871,1990
"spr0165",2736,2460,2915,2515,2963,2319,2661,2042
"spr0166",3697,3185,3666,3327,3735,2955,3335,2729
"spr0167",1891,1918,2257,2137,2435,1944,1938,1675
"spr0168",3256,3893,3673,4404,3900,3747,3325,3707
"spr0169",10400,12696,10001,12647,10130,12657,8333,12544
"spr0170",12176,14722,11855,13816,12435,14294,9413,12920
"spr0171",25892,30841,26709,33903,25327,31521,24811,30625
"spr0172",10764,14279,11569,15890,10626,14449,10695,14256
"spr0173",26737,32329,25808,31619,30658,29644,24917,27263
"spr0174",6434,8668,6543,8232,7226,7924,5715,7334
"spr0175",5223,6934,5815,8091,6137,6936,4902,6459
"spr0176",16453,22244,17906,22190,16724,20313,15563,20234
"spr0177",7680,10154,8452,12092,9157,10594,7851,11010
"spr0178",11118,17231,12652,17480,12295,16600,10276,14738
"spr0179",10975,13632,10793,13286,12134,14151,9896,10168
"spr0180",5723,6295,5390,6002,5749,6361,5058,5440
"spr0181",2466,3636,1835,2131,2664,2947,1867,1572
"spr0182",31064,46283,28390,32000,35828,42549,27609,25988
"spr0183",18514,17279,29374,28451,17458,15725,25223,27079
"spr0184",2218,2383,3419,3700,1756,2021,3004,3576
"spr0185",2396,3005,4116,4604,2254,2720,3209,4090
"spr0186",3202,3895,5001,5516,2971,3319,4010,4938
"spr0187",66112,51474,60881,46726,64023,51033,48302,40499
"spr0188",125734,101311,119541,94763,133965,102768,100508,78908
"spr0189",64525,53465,66346,52405,72080,57994,53304,42994
"spr0190",34213,27336,30782,24775,36164,25645,27492,20714
"spr0191",143853,111095,134024,106226,145770,111842,111129,87437
"spr0192",40509,32953,41556,34016,50868,35735,33581,27141
"spr0193",24,26,20,18,20,21,17,18
"spr0194",79549,57439,68241,54384,77743,57751,58037,45684
"spr0195",107894,82717,101363,81812,115773,87483,83718,67456
"spr0196",106425,74702,98918,77564,105701,80378,79740,67097
"spr0197",27307,19315,23729,20529,31109,21267,21166,16345
"spr0198",43722,32749,41960,35199,50392,37226,34706,28128
"spr0199",61115,46030,57425,46384,66720,47242,48482,39566
"spr0200",58101,42223,51491,41293,56375,42110,45075,36352
"spr0201",75296,59242,72980,61295,83659,64586,61556,50843
"spr0202",34275,30917,36436,29061,38885,30697,30018,24221
"spr0203",41377,32629,42717,34948,46064,35038,35259,29992
"spr0204",102181,75381,94671,77029,114055,80706,79705,66596
"spr0205",56798,44204,55523,44240,61184,45949,46235,38638
"spr0206",66303,52463,67102,52959,67257,54583,54914,47181
"spr0207",36819,30853,36026,29373,39878,31063,30095,25708
"spr0208",51256,41224,52068,43590,55233,44939,42868,37131
"spr0209",114813,99986,122664,104434,132616,107482,104499,87682
"spr0210",18965,19908,17501,18098,20048,20695,13682,15578
"spr0211",33987,23395,36184,23799,40243,26373,29332,20588
"spr0212",17467,11268,16270,9875,16835,10732,13571,10241
"spr0213",49782,31433,48814,35153,58841,37740,43673,30484
"spr0214",52124,37107,54580,36971,58256,40958,45571,31748
"spr0215",138917,102217,146553,104049,168100,115472,126137,87630
"spr0216",59168,44476,64262,44125,65248,48193,50642,38023
"spr0217",1731,911,1860,1016,2151,1117,1791,812
"spr0218",14093,8483,16131,8416,15584,9685,14849,7416
"spr0219",6302,5730,6403,4735,6751,4639,5378,3680
"spr0220",66,41,91,69,57,48,86,48
"spr0221",42,28,40,41,39,24,45,22
"spr0222",61,50,71,65,49,56,63,58
"spr0223",21,6,10,9,28,12,14,22
"spr0224",13,8,15,11,20,11,31,5
"spr0225",131,70,171,123,170,110,156,138
"spr0226",247,116,209,195,221,117,204,191
"spr0227",439,131,424,176,474,157,430,165
"spr0228",540,182,515,291,599,236,607,248
"spr0229",66,35,56,47,79,41,41,42
"spr0230",85,47,60,45,83,28,51,40
"spr0231",507,293,534,354,582,269,459,278
"spr0232",1880,812,1812,977,1836,902,1496,870
"spr0233",343,164,334,228,380,240,327,164
"spr0234",1200,592,1246,783,1096,665,1112,621
"spr0235",43556,56707,44602,63842,44439,61521,40848,56691
"spr0236",1623,345,1314,422,1576,397,1258,380
"spr0237",1827,403,1809,473,1907,506,1691,481
"spr0238",5940,4137,5444,3984,5717,4238,5018,3777
"spr0239",2249,1859,2565,2224,2877,2221,2322,1794
"spr0240",16761,15715,15133,13731,17431,15163,13173,11843
"spr0241",12455,14686,12676,13629,13890,14869,10515,11127
"spr0242",23053,29667,22987,28225,24686,30021,19345,23583
"spr0243",45456,64693,45551,61730,46673,65824,38146,53851
"spr0244",2503,2295,2725,2124,2592,2278,2350,1776
"spr0245",81241,10424,80292,10501,78263,10515,69785,9028
"spr0246",18750,3470,18446,3298,15702,4122,15369,3020
"spr0247",8824,3660,5258,3080,6904,3270,3618,2407
"spr0248",63353,31870,61755,37376,67289,41866,53313,35704
"spr0249",62160,36810,63680,42087,72297,47758,55403,37711
"spr0250",239410,154414,235654,169895,261762,187700,218392,155103
"spr0251",30810,27965,29186,26665,29063,27595,25589,24135
"spr0252",3443,1639,3261,1923,4036,1920,2804,1614
"spr0253",2273,1201,2502,1273,2837,1166,2163,1075
"spr0254",22221,12141,22408,11684,21917,11688,19761,10995
"spr0255",3092,1905,3392,1786,3311,1987,2977,1694
"spr0256",2350,1145,2243,1193,2531,1113,2153,1035
"spr0257",24,15,32,10,30,13,21,13
"spr0258",53984,27844,54505,22467,53943,24083,51154,17639
"spr0259",22043,11579,22878,13861,22979,12863,20986,13089
"spr0260",11569,6355,12692,7207,11921,6835,11364,6992
"spr0261",12210,5452,11795,6997,12763,6120,11367,6631
"spr0262",6171,4020,7085,4815,6506,3379,5434,4674
"spr0263",7695,2351,7992,2383,8937,2425,7278,1949
"spr0264",5869,6841,7349,3138,7354,11956,7261,2800
"spr0265",843,1067,1161,505,1088,1675,974,360
"spr0266",7909,4217,8121,3477,7390,5013,7305,3170
"spr0267",8500,4644,9068,4087,8236,5749,7994,3762
"spr0268",5452,3380,5791,2773,5461,4032,5228,2463
"spr0269",8576,6121,9321,5274,9137,7464,8122,4390
"spr0270",5651,1517,4511,1964,6030,1202,4365,1759
"spr0271",60023,27972,58971,30067,64351,31550,52357,28836
"spr0272",95773,42573,87340,43091,93038,46308,77665,42643
"spr0273",4,6,3,8,5,5,5,5
"spr0274",0,0,0,0,0,0,0,0
"spr0275",0,0,0,0,1,0,0,4
"spr0276",816,537,242,298,985,352,88,131
"spr0277",63,33,13,16,47,25,8,15
"spr0278",329,338,105,175,391,235,20,57
"spr0279",2558,2011,824,1151,2906,1397,382,477
"spr0280",283,199,108,106,292,115,75,60
"spr0281",325,237,136,141,362,186,93,72
"spr0282",955,777,618,575,1111,641,632,367
"spr0283",1179,788,1210,746,1244,580,955,635
"spr0284",9747,7995,10354,8866,11012,7402,9067,7150
"spr0285",895,386,1078,626,1176,446,1261,592
"spr0286",1583,996,1243,911,1700,932,848,730
"spr0287",1214,533,1598,789,1300,536,1446,808
"spr0288",1043,480,1384,751,1256,527,1323,737
"spr0289",733,298,960,524,831,312,984,521
"spr0290",812,331,967,589,898,407,959,558
"spr0291",29,9,32,26,40,15,30,17
"spr0292",157,74,191,116,159,81,128,135
"spr0293",95,17,105,44,110,36,68,59
"spr0294",108,37,132,64,109,40,101,71
"spr0295",131,59,227,132,232,84,187,109
"spr0296",35,26,54,27,44,18,43,26
"spr0297",93,31,138,76,138,65,115,43
"spr0298",8750,4331,7864,5177,8223,4381,7580,4707
"spr0299",390,250,458,324,453,238,407,428
"spr0300",112,73,119,104,160,48,143,101
"spr0301",171,75,172,112,178,75,163,140
"spr0302",6771,6447,6656,5998,7295,6430,5912,5410
"spr0303",1248,1288,1260,1256,1502,1400,1032,1075
"spr0304",33628,33420,33443,34736,35411,34707,29995,31469
"spr0305",9980,12244,11502,13688,11507,13105,10151,11301
"spr0306",19,19,11,18,13,21,18,13
"spr0307",46027,10739,79115,17692,37786,7943,49165,17813
"spr0308",7039,3231,6081,3056,6754,2921,6092,2853
"spr0309",30440,13248,27752,13335,31590,13313,27129,11983
"spr0310",8769,11211,8407,9901,8071,10647,6199,8089
"spr0311",114,227,129,178,127,252,99,153
"spr0312",76,37,89,38,106,17,71,33
"spr0313",1522,1602,1292,1119,1789,1397,1157,886
"spr0314",523,150,553,163,567,94,474,99
"spr0315",311,96,320,108,410,85,290,55
"spr0316",357,95,428,112,452,121,349,90
"spr0317",284,66,339,101,314,120,312,52
"spr0318",1341,380,1354,419,1395,380,1147,301
"spr0319",647,209,838,246,795,226,632,163
"spr0320",1170,360,1292,420,1134,357,962,325
"spr0321",573,178,561,250,624,163,510,167
"spr0322",1522,542,1722,521,1527,487,1257,411
"spr0323",1086,454,1098,404,1036,427,947,338
"spr0324",520,247,592,194,546,225,426,206
"spr0325",475,192,507,223,489,194,427,149
"spr0326",233,110,253,123,258,97,216,89
"spr0327",65044,18666,73097,19132,66564,14948,56283,12546
"spr0328",1696,768,1340,727,1494,697,1105,543
"spr0329",86170,113580,85408,106127,95271,102481,73965,90729
"spr0330",22125,29034,21603,24001,23606,25016,18321,20198
"spr0331",824,767,822,818,945,796,708,680
"spr0332",8360,7759,7984,7819,9102,8658,7019,7427
"spr0333",19218,19447,18704,18353,18436,19365,15955,16480
"spr0334",30691,33585,30847,33770,30905,35102,26467,29645
"spr0335",89547,94669,84359,96026,93234,103701,79081,85114
"spr0336",42801,48550,42860,48702,41772,50343,41263,44197
"spr0337",5486,4591,5424,4958,5997,5367,5164,4299
"spr0338",2814,2034,2874,1994,2973,2326,2476,1802
"spr0339",5529,3979,5585,4465,5576,4503,4843,3933
"spr0340",9264,7572,9221,8441,9859,8738,8297,7873
"spr0341",8270,7406,9079,8214,9098,8530,7650,7228
"spr0342",3606,3436,3504,3446,3724,3432,3018,3083
"spr0343",4636,4874,4763,4706,4712,4506,4159,4321
"spr0344",2926,3152,3136,3006,2947,2933,2648,2770
"spr0345",920,1067,1004,945,994,966,858,826
"spr0346",793,923,799,819,841,878,732,734
"spr0347",1112,1353,1264,1327,1463,1338,1121,1191
"spr0348",817,703,940,815,1049,824,761,670
"spr0349",4520,4247,5396,4556,5972,4281,4738,3948
"spr0350",1217,919,1273,1109,1259,949,1178,927
"spr0351",5585,5176,6703,5288,6341,4579,5773,4590
"spr0352",15,3,13,9,14,4,18,7
"spr0353",90,33,82,50,99,44,98,28
"spr0354",74,35,81,48,107,31,70,30
"spr0355",50,61,38,45,55,61,30,42
"spr0356",88,78,79,113,87,87,48,82
"spr0357",31,29,36,30,35,43,20,18
"spr0358",5,13,5,5,9,13,3,7
"spr0359",25,12,23,23,23,26,13,11
"spr0360",1,2,0,3,0,5,3,0
"spr0361",4,3,1,0,2,1,0,0
"spr0362",73394,86685,70199,87383,78592,95572,64715,77207
"spr0363",16217,19617,16985,19124,16638,18471,14247,16668
"spr0364",9144,9029,9570,9220,10513,9132,8599,7734
"spr0365",9813,10126,10427,8677,10051,9288,8872,7534
"spr0366",3057,3745,2874,3293,3170,3694,2540,2911
"spr0367",7571,9277,7458,8823,8178,9579,6451,7557
"spr0368",30895,41595,31597,39043,33307,42474,27684,33025
"spr0369",2970,2405,3004,2639,3231,2509,2385,2369
"spr0370",1059,691,903,591,1116,764,698,584
"spr0371",8930,6753,7239,5096,9001,6019,6361,3998
"spr0372",24353,26817,28930,28428,26750,25050,25507,23738
"spr0373",4906,4892,4830,6034,5809,6854,4594,5877
"spr0374",11438,12111,10732,12993,11993,14765,10872,12722
"spr0375",37912,74996,63165,59209,42622,74112,52485,50286
"spr0376",49861,64757,64234,56951,63832,72477,58276,43447
"spr0377",114837,155330,153825,129193,135430,160250,131559,104913
"spr0378",35276,46143,52816,60572,58328,66740,46921,48224
"spr0379",42590,68587,58144,49868,42444,72084,51096,44780
"spr0380",75997,122761,107386,95273,76251,134373,92233,83473
"spr0381",62396,99944,89593,83661,69651,114200,80271,68451
"spr0382",83403,134480,125562,120456,96101,166587,111396,99102
"spr0383",39950,58202,56367,51506,40113,71760,51107,45722
"spr0384",24713,39425,36373,35979,29233,49026,33117,29438
"spr0385",120477,186154,173461,160783,131888,223461,155465,134637
"spr0386",77394,118626,106966,105142,87569,145580,102623,86231
"spr0387",55725,81830,78230,76393,63131,107478,72197,63630
"spr0388",3337,3241,3741,2525,3557,3492,3194,2201
"spr0389",8499,6597,8976,5516,9060,6877,7871,4304
"spr0390",16656,14911,17049,18293,21010,18014,14972,14915
"spr0391",9068,8738,9333,9482,11350,9271,8377,8169
"spr0392",15241,13471,15235,14949,18631,15161,14059,12982
"spr0393",29133,21228,30157,23457,31720,19894,26791,19392
"spr0394",25030,15311,24871,16732,25773,15018,22673,14761
"spr0395",4762,2072,4013,2182,4047,2130,3586,2124
"spr0396",36616,26847,39238,28172,35418,23877,34377,24246
"spr0397",6300,5123,7111,5385,6889,4834,6332,4424
"spr0398",7618,4763,8875,5397,9586,4806,6396,4176
"spr0399",11050,9547,10578,9521,11633,8933,10075,8450
"spr0400",60447,57410,61239,59995,61864,57744,55206,55040
"spr0401",10180,4469,12276,4342,10881,4074,10805,3592
"spr0402",2867,1288,3283,1195,2721,1190,2777,1041
"spr0403",6394,3222,7812,3321,6739,3230,6532,2732
"spr0404",1530,816,1647,806,1552,785,1465,595
"spr0405",1803,959,2137,1069,1913,989,1814,706
"spr0406",6264,2708,6312,2367,5934,2390,5046,1732
"spr0407",424,237,504,223,472,199,344,213
"spr0408",11588,9594,10678,10194,11959,10667,10042,10060
"spr0409",11050,8517,9394,8995,11228,9436,9224,9041
"spr0410",13347,12533,12168,13843,13022,12147,9914,11777
"spr0411",4,0,5,3,3,1,1,1
"spr0412",47,38,51,19,59,30,53,33
"spr0413",15809,16815,18434,19530,17747,16828,15321,16671
"spr0414",2342,843,1810,1094,2371,1128,1710,1111
"spr0415",134035,246732,77285,183085,123158,300181,69357,171470
"spr0416",775,452,668,561,919,513,703,522
"spr0417",1023,685,964,780,1261,708,952,720
"spr0418",6,5,5,8,9,19,9,5
"spr0419",685,580,621,564,863,567,605,467
"spr0420",3530,2883,3021,3008,4187,2594,2846,2447
"spr0421",58,42,79,71,60,51,69,73
"spr0422",168,93,188,160,150,115,150,161
"spr0423",34,10,38,12,26,13,20,16
"spr0424",152,97,205,133,175,106,176,121
"spr0425",314,153,393,213,319,158,277,239
"spr0426",14364,10105,15215,10598,15369,9106,12783,8948
"spr0427",11992,6807,12263,7577,12760,6450,10777,6148
"spr0428",2184,1142,2482,1428,2664,1149,2291,1387
"spr0429",1827,1048,2126,1249,1955,1069,1824,1260
"spr0430",8432,6622,9074,8284,8651,7544,8015,7506
"spr0431",4583,3989,4497,4086,4367,4331,3908,3941
"spr0432",885,527,812,562,844,635,663,563
"spr0433",18885,16348,19348,17727,22227,15848,16755,12999
"spr0434",5283,5384,5732,5575,6028,5283,4673,4433
"spr0435",3486,3260,3500,3516,3489,3118,2898,2961
"spr0436",3273,3227,3495,3419,3044,3104,2767,2907
"spr0437",22002,22090,20760,21649,21996,22497,17719,19929
"spr0438",34779,28539,35069,28472,33824,29762,31094,25448
"spr0439",10019,8212,9775,8675,11074,8019,8540,8071
"spr0440",2147,2002,2517,2256,2193,1911,2284,2105
"spr0441",45727,70564,51286,83053,47359,73696,43068,83565
"spr0442",2338,1602,2730,2090,2781,1661,2340,1829
"spr0443",29720,49822,52541,54989,45925,49316,55048,47683
"spr0444",120940,230908,222586,256729,200351,237866,229284,223074
"spr0445",4304,5277,4081,5641,4750,5677,3816,4807
"spr0446",944,2255,1585,2179,1796,2119,1475,1552
"spr0447",2890,3800,2987,4757,3396,4415,2563,3742
"spr0448",7640,10671,8118,11728,9133,11241,7351,10319
"spr0449",4687,4996,4981,6539,5345,5889,4129,5813
"spr0450",13194,11259,12575,14275,13283,11510,10645,12491
"spr0451",25,27,41,23,36,17,41,19
"spr0452",111,77,115,107,101,62,109,60
"spr0453",19736,42122,20000,33798,15834,32129,18121,34920
"spr0454",7973,17404,8005,15503,6727,13560,7793,17595
"spr0455",50672,116100,52651,103675,45058,97362,44265,108476
"spr0456",25988,52808,27449,46569,20336,42407,19093,48321
"spr0457",1550,1867,1384,2020,1726,2471,1288,1795
"spr0458",3156,4724,2847,4702,3330,5664,2888,3920
"spr0459",6885,4019,6373,4343,6481,3883,5369,3701
"spr0460",14972,7358,15796,9967,15244,7595,13356,7763
"spr0461",4792,61440,9319,54993,4657,57732,6848,52948
"spr0462",3013,3674,3217,3862,3561,3640,2880,3086
"spr0463",10183,20811,11899,18090,10736,19731,10102,16225
"spr0464",8795,18623,11494,19014,10087,21020,10055,16304
"spr0465",367,4537,772,2255,500,3166,610,2585
"spr0466",4553,47704,9219,22304,5268,31888,7290,26743
"spr0467",1334,12680,2858,5931,1700,8585,2228,6725
"spr0468",9026,64506,16973,30360,11223,43269,14166,34902
"spr0469",4351,25119,7807,11857,5565,16931,6466,13103
"spr0470",1402,11902,2932,9637,2065,11521,2149,7728
"spr0471",0,0,0,0,0,0,0,0
"spr0472",8566,98954,20938,80507,11488,89556,15263,69849
"spr0473",2838,37591,7517,30990,3880,33180,5499,27065
"spr0474",9768,128487,24130,116837,13574,121593,18566,98741
"spr0475",10664,29258,12606,23139,12242,27715,11167,20012
"spr0476",8452,20973,10008,16690,8920,19058,8441,13990
"spr0477",9247,11326,7959,10670,9420,12386,7744,9669
"spr0478",19879,22834,18503,21352,19852,24581,16577,19282
"spr0479",3170,3483,3024,3529,3449,3982,2811,3000
"spr0480",3029,3266,2947,3280,3052,3549,2470,2809
"spr0481",76692,79562,73310,76147,74504,83264,63461,68199
"spr0482",5217,5566,5124,5463,5614,5836,4326,4621
"spr0483",32,32,32,37,41,49,27,38
"spr0484",8,3,13,8,8,10,9,8
"spr0485",1379,1189,1439,1361,1476,1228,1341,1160
"spr0486",6386,5949,6822,6682,6615,6114,6104,6315
"spr0487",636,629,709,721,775,718,643,669
"spr0488",5009,2501,5012,2403,4841,2666,4046,2222
"spr0489",2392,1004,2332,971,2402,994,2072,809
"spr0490",3076,1236,2867,1101,2723,1124,2798,990
"spr0491",4870,1970,4635,2035,5424,2089,4597,1459
"spr0492",44985,22844,47953,23740,44041,23438,43169,20545
"spr0493",897,803,781,872,931,782,708,656
"spr0494",1817,1562,1695,1672,1842,1489,1472,1327
"spr0495",12,1,10,4,4,1,8,0
"spr0496",60,19,67,23,65,19,53,18
"spr0497",103,62,97,72,111,66,95,42
"spr0498",38,43,30,41,46,50,22,39
"spr0499",993,464,1141,547,1131,477,1061,494
"spr0500",174,106,185,116,175,111,175,95
"spr0501",35,26,27,27,32,15,49,18
"spr0502",52,49,85,50,50,48,68,30
"spr0503",207,169,296,189,246,126,279,114
"spr0504",706,197,353,196,839,217,164,99
"spr0505",1353,556,859,577,1520,595,565,430
"spr0506",924,535,793,636,1129,599,543,460
