"gene_id","D39WT_Untreated","D39_WT_100Zn","DczcD_100Zn"
"SPD_0867",5948,4586,3173
"SPD_0868",24057,15489,14512
"SPD_0869",11,8,8
"SPD_0870",1896,1722,1752
"SPD_0871",1437,1324,1304
"SPD_0872",2112,1997,1737
"SPD_0873",3422,2696,3032
"SPD_0874",11176,9443,7851
"SPD_0875",5491,4820,4676
"SPD_0876",2681,2491,2542
"SPD_0877",5913,5123,5239
"SPD_0878",5729,4929,5412
"SPD_0879",1284,1081,1098
"SPD_0880",3462,2863,2746
"SPD_0881",134,105,107
"SPD_0882",68,63,58
"SPD_0883",24,19,42
"SPD_0884",44,47,105
"SPD_0885",1088,1019,1267
"SPD_0886",1480,1282,1593
"SPD_0887",4060,4383,2510
"SPD_0888",2207,2111,1705
"SPD_0889",5177,4715,3523
"SPD_0890",4573,1922,696
"SPD_0891",16,3,7
"SPD_0892",23,12,15
"SPD_0893",59,61,44
"SPD_0894",5841,5618,4667
"SPD_0895",318,266,238
"SPD_0896",6376,4827,3191
"SPD_0897",119,123,139
"SPD_0898",6986,4712,2165
"SPD_0899",2,3,1
"SPD_0900",3434,3317,1963
"SPD_0901",1440,1467,1182
"SPD_0902",3570,3452,5052
"SPD_0903",560,364,342
"SPD_0904",2357,2339,1630
"SPD_0905",1533,1368,1377
"SPD_0906",4804,4478,4278
"SPD_0907",3194,3264,2817
"SPD_0908",6653,6665,6012
"SPD_0909",3405,3528,3324
"SPD_0910",8735,8765,8867
"SPD_0911",4413,4312,4646
"SPD_0912",1764,1877,1791
"SPD_0913",12899,6426,10094
"SPD_0914",2019,1653,1707
"SPD_0915",14663,13225,8195
"SPD_0916",4260,3790,2757
"SPD_0917",1592,1415,1219
"SPD_0918",2014,1819,1407
"SPD_0919",231,204,224
"SPD_0920",78,74,62
"SPD_0921",898,987,1056
"SPD_0922",355,338,499
"SPD_0923",128,115,163
"SPD_0924",219,218,316
"SPD_0925",298,303,408
"SPD_0926",1343,1429,2587
"SPD_0927",656,645,602
"SPD_0928",233,255,213
"SPD_0929",157,129,165
"SPD_0930",176,194,227
"SPD_0931",531,482,666
"SPD_0932",392,369,531
"SPD_0933",258,301,434
"SPD_0934",5,1,5
"SPD_0935",5,4,6
"SPD_0936",7,11,11
"SPD_0937",3,4,0
"SPD_0938",77,80,92
"SPD_0939",324,347,243
"SPD_0940",17,24,22
"SPD_0941",42,60,29
"SPD_0942",42,47,22
"SPD_0943",48,56,42
"SPD_0944",25,34,24
"SPD_0945",48,56,27
"SPD_0946",44,43,20
"SPD_0947",26,47,16
"SPD_0948",30,49,32
"SPD_0949",23,42,34
"SPD_0950",56,90,71
"SPD_0951",5,6,3
"SPD_0952",5832,5040,5123
"SPD_0953",22851,19992,19773
"SPD_0954",1098,1153,709
"SPD_0955",477,533,410
"SPD_0956",454,509,418
"SPD_0957",8324,7245,5983
"SPD_0958",7828,6491,5442
"SPD_0959",2817,2461,1994
"SPD_0960",4947,4286,3982
"SPD_0961",6834,6120,6521
"SPD_0962",1284,1015,1267
"SPD_0963",1116,874,1003
"SPD_0964",8115,7281,8465
"SPD_0965",1610,1546,1797
"SPD_0966",1244,1049,1358
"SPD_0967",9031,8195,11828
"SPD_0968",3658,3535,6186
"SPD_0969",8696,8449,15192
"SPD_0970",8257,7805,12000
"SPD_0971",136,157,291
"SPD_0972",199,228,355
"SPD_0973",6700,5981,7622
"SPD_0975",1418,1292,544
"SPD_0974",4566,3881,1579
"SPD_0976",3465,3042,1380
"SPD_0977",2667,2173,2233
"SPD_0978",3316,2700,2833
"SPD_0979",10310,8741,7634
"SPD_0980",8087,6513,5054
"SPD_0981",441,444,446
"SPD_0982",2345,1963,1298
"SPD_0983",2819,2540,1955
"SPD_0984",2903,2881,2132
"SPD_0985",4263,3850,3068
"SPD_0986",2155,1881,1821
"SPD_0987",5575,4017,2655
"SPD_0988",1060,981,1056
"SPD_0989",45605,35716,22730
"SPD_0990",57509,45092,29785
"SPD_0991",37679,31217,20278
"SPD_0992",25,14,11
"SPD_0993",29,19,17
"SPD_0994",2056,1897,1617
"SPD_0995",911,922,1189
"SPD_0996",4815,4256,4268
"SPD_0997",16261,14135,6837
"SPD_0998",9764,8763,9899
"SPD_0999",3384,3267,4359
"SPD_1000",1165,1039,1829
"SPD_1001",7476,6627,5855
"SPD_1002",13602,12242,12010
"SPD_1003",5,4,4
"SPD_1004",2496,2628,1869
"SPD_1005",625,605,383
"SPD_1006",694,663,441
"SPD_1007",791,783,524
"SPD_1008",974,919,521
"SPD_1009",43,60,56
"SPD_1011",474,416,278
"SPD_1010",902,766,505
"SPD_1012",202940,173894,89344
"SPD_1013",485,401,519
"SPD_1014",785,626,817
"SPD_1015",5149,4897,4128
"SPD_1016",7498,7230,6261
"SPD_1017",2378,2156,2109
"SPD_1018",16348,16152,12353
"SPD_1019",4286,3969,2790
"SPD_1020",4128,4040,3330
"SPD_1021",8583,8144,7380
"SPD_1022",14,23,6
"SPD_1023",545,487,468
"SPD_1024",1920,2042,3158
"SPD_1025",2770,2850,4055
"SPD_1026",1781,1738,2688
"SPD_1027",1804,1686,2269
"SPD_1028",1906,1618,2282
"SPD_1029",3964,3737,4395
"SPD_1030",3587,3495,3477
"SPD_1031",1258,1228,1249
"SPD_1032",1675,1565,1357
"SPD_1033",725,778,658
"SPD_1034",1487,1386,1200
"SPD_1035",6,6,11
"SPD_1036",3,2,5
"SPD_1037",5116,4404,3232
"SPD_1038",4061,2844,1828
"SPD_1039",99817,83734,47678
"SPD_1040",24649,19647,9898
"SPD_1041",4012,5164,8253
"SPD_1042",33997,43986,83811
"SPD_1043",13141,14951,27539
"SPD_1044",3258,2271,1381
"SPD_1045",4,11,6
"SPD_1046",59,58,36
"SPD_1047",109,119,77
"SPD_1048",26,19,15
"SPD_1049",50,37,33
"SPD_1050",957,837,827
"SPD_1051",825,660,606
"SPD_1052",510,392,380
"SPD_1053",301,264,225
"SPD_1054",11,19,22
"SPD_1055",120,122,214
"SPD_1056",22,25,32
"SPD_1057",7,13,19
"SPD_1058",12,1,11
"SPD_1059",1,5,4
"SPD_1060",9766,9703,12611
"SPD_1061",3228,3351,4341
"SPD_1062",6335,6683,8720
"SPD_1063",1424,1447,1690
"SPD_1064",2773,2671,3134
"SPD_1065",3251,3167,3485
"SPD_1066",770,778,848
"SPD_1067",2938,2670,3208
"SPD_1068",3042,2478,1887
"SPD_1069",2385,2155,1769
"SPD_1070",1464,1388,1438
"SPD_1071",2087,2087,2008
"SPD_1072",1252,1144,1070
"SPD_1073",228,203,294
"SPD_1074",20,14,19
"SPD_1075",552,540,305
"SPD_1076",5253,4631,5904
"SPD_1077",20261,17700,21585
"SPD_1078",78345,68917,54665
"SPD_1079",5461,5178,6721
"SPD_1080",1942,1908,2082
"SPD_1081",339,314,279
"SPD_1082",209,211,163
"SPD_1083",5666,5387,10266
"SPD_1084",10239,10146,17614
"SPD_1085",5255,4872,7430
"SPD_1086",3972,3988,5989
"SPD_1087",3627,3038,1894
"SPD_1088",2965,2831,2644
"SPD_1089",3693,3433,3888
"SPD_1090",3747,3425,4363
"SPD_1091",1041,886,839
"SPD_1093",2504,2375,2328
"SPD_1092",1587,1591,1620
"SPD_1094",864,829,866
"SPD_1095",964,911,1056
"SPD_1096",3516,3309,3725
"SPD_1097",795,822,1044
"SPD_1098",37643,37069,35347
"SPD_1099",17698,16591,17919
"SPD_1100",17163,15390,19541
"SPD_1101",5295,4943,5352
"SPD_1102",3337,3229,3733
"SPD_1103",2690,2611,3219
"SPD_1104",8315,8252,10514
"SPD_1105",802,705,702
"SPD_1106",54,64,59
"SPD_1107",3202,2909,3602
"SPD_1108",336,358,367
"SPD_1109",381,424,452
"SPD_1110",136,174,361
"SPD_1111",151,191,377
"SPD_1112",131,161,348
"SPD_1113",281,285,606
"SPD_1114",95,103,236
"SPD_1115",736,710,1389
"SPD_1116",761,858,1258
"SPD_1117",495,474,650
"SPD_1118",3802,3634,3841
"SPD_1119",2115,1947,1635
"SPD_1120",11261,11285,15458
"SPD_1121",1263,1493,2128
"SPD_1122",90,223,101
"SPD_1123",8412,5775,5551
"SPD_1124",12856,8714,8750
"SPD_1125",10773,6864,7001
"SPD_1126",13179,8022,8187
"SPD_1127",8889,5021,4727
"SPD_1128",4913,4059,4264
"SPD_1129",2795,2390,2733
"SPD_1130",3713,3106,3313
"SPD_1131",27857,20995,19518
"SPD_1132",10111,7225,6390
"SPD_1133",7889,5621,4384
"SPD_1134",3215,2140,1584
"SPD_1135",3893,3597,4121
"SPD_1136",2759,2378,2540
"SPD_1137",1443,1251,1477
"SPD_1138",13619,12078,9678
"SPD_1139",7703,6773,4901
"SPD_1140",2158,1684,1891
"SPD_1141",11260,7015,6016
"SPD_1142",7554,6310,6732
"SPD_1143",934,785,1006
"SPD_1144",474,420,431
"SPD_1145",3857,3152,4334
"SPD_1146",2760,2399,3246
"SPD_1147",357,344,250
"SPD_1148",49743,40481,25086
"SPD_1149",650,565,619
"SPD_1150",970,760,804
"SPD_1151",400,297,227
"SPD_1152",5372,4277,4757
"SPD_1153",3243,2932,2345
"SPD_1154",40936,29248,17032
"SPD_1155",144,149,152
"SPD_1156",287,270,303
"SPD_1157",104,102,90
"SPD_1158",33661,29896,18056
"SPD_1159",1355,1079,796
"SPD_1160",3797,2769,2219
"SPD_1161",56,54,35
"SPD_1162",63,65,100
"SPD_1163",296,315,329
"SPD_1164",109,94,123
"SPD_1165",593,690,537
"SPD_1166",2042,2150,2054
"SPD_1167",1807,2046,2131
"SPD_1168",564,645,867
"SPD_1169",520,663,695
"SPD_1170",2092,2407,2539
"SPD_1171",861,952,1159
"SPD_1172",932,1007,867
"SPD_1173",403,413,430
"SPD_1174",1,2,1
"SPD_1175",513,519,964
"SPD_1176",356,386,647
"SPD_1177",478,555,923
"SPD_1178",599,721,1379
"SPD_1179",962,957,1617
"SPD_1180",23,25,18
"SPD_1181",12,5,3
"SPD_1182",19,12,11
"SPD_1183",17,15,10
"SPD_1184",15,11,7
"SPD_1185",8,6,9
"SPD_1186",12049,9445,3912
"SPD_1187",61287,45572,19103
"SPD_1188",63344,47438,19722
"SPD_1189",27221,19088,7570
"SPD_1190",3274,3268,5694
"SPD_1191",2880,2947,3380
"SPD_1192",1971,2080,2774
"SPD_1193",9879,9586,12965
"SPD_1194",7902,7958,9680
"SPD_1195",10588,10319,11293
"SPD_1196",4046,3442,4579
"SPD_1197",6715,5937,5245
"SPD_1198",5646,5293,4822
"SPD_1199",3303,2950,2820
"SPD_1200",3682,3297,3223
"SPD_1201",3407,2913,2558
"SPD_1202",3872,3635,4335
"SPD_1203",2955,2726,3133
"SPD_1204",1950,1854,1942
"SPD_1205",4158,3882,3875
"SPD_1206",1790,1764,2302
"SPD_1207",5201,4917,6502
"SPD_1208",4977,4824,6391
"SPD_1209",3305,3185,4209
"SPD_1210",3885,3517,3819
"SPD_1211",4842,4160,3692
"SPD_1212",9519,8167,5414
"SPD_1213",886,849,2032
"SPD_1214",302,337,1125
"SPD_1215",1873,2336,2903
"SPD_1216",21561,21086,30600
"SPD_1217",3022,2919,3628
"SPD_1218",4815,4291,6360
"SPD_1219",3121,2965,4150
"SPD_1220",3238,3107,4352
"SPD_1221",4490,3995,5316
"SPD_1222",2365,2146,2581
"SPD_1223",2582,2388,3113
"SPD_1224",2211,1957,2786
"SPD_1225",1162,1187,1874
"SPD_1226",1404,1583,1140
"SPD_1227",8447,8708,8520
"SPD_1228",8303,9113,8180
"SPD_1229",10802,11902,10564
"SPD_1230",9733,10498,9717
"SPD_1231",9621,10112,9093
"SPD_1232",7540,7642,6524
"SPD_1233",1484,1507,1340
"SPD_1234",1108,1143,1507
"SPD_1235",860,917,1078
"SPD_1236",2889,2760,2779
"SPD_1237",3191,2909,4353
"SPD_1238",4558,4263,6501
"SPD_1239",3401,3281,5070
"SPD_1240",6416,5590,6990
"SPD_1241",4262,3660,3387
"SPD_1242",3260,2768,2606
"SPD_1243",5959,5290,5092
"SPD_1244",6704,5531,4978
"SPD_1245",5342,4170,2335
"SPD_1246",15076,11565,6469
"SPD_1247",4933,4525,5831
"SPD_1248",1095,1074,1415
"SPD_1249",2180,2267,1750
"SPD_1250",3672,3490,2930
"SPD_1251",5013,4584,4241
"SPD_1252",184,207,228
"SPD_1253",77,104,98
"SPD_1254",126,164,176
"SPD_1255",155,205,185
"SPD_1256",1120,917,817
"SPD_1257",823,735,640
"SPD_1258",5651,4781,4621
"SPD_1259",1307,1059,839
"SPD_1260",1722,1639,1835
"SPD_1261",177,175,152
"SPD_1262",898,911,608
"SPD_1263",136,122,59
"SPD_1264",143,149,74
"SPD_1265",94,65,19
"SPD_1266",330,279,179
"SPD_1267",92,71,120
"SPD_1268",403,389,426
"SPD_1269",12,7,8
"SPD_1270",12,6,14
"SPD_1271",1,5,4
"SPD_1272",26,18,18
"SPD_1273",12,9,6
"SPD_1274",33447,26598,17016
"SPD_1275",70,66,92
"SPD_1276",1364,1200,1589
"SPD_1277",1743,1619,1986
"SPD_1278",2606,2439,2580
"SPD_1279",856,786,1014
"SPD_1280",994,1011,1274
"SPD_1281",381,438,523
"SPD_1282",409,448,488
"SPD_1283",208,171,210
"SPD_1284",235,189,139
"SPD_1285",6951,6304,9245
"SPD_1286",3663,3122,3613
"SPD_1287",6115,5757,9688
"SPD_1288",922,806,1203
"SPD_1289",4965,5390,8966
"SPD_1290",4677,5099,8803
"SPD_1291",1893,2075,3734
"SPD_1292",1911,2005,3540
"SPD_1293",1734,1785,2640
"SPD_1294",4661,4489,5791
"SPD_1295",8178,8279,13009
"SPD_1296",6438,4744,9688
"SPD_1297",8945,6498,11137
"SPD_1298",38531,35547,22816
"SPD_1299",20,15,29
"SPD_1300",207,184,180
"SPD_1301",129,125,124
"SPD_1302",293,293,260
"SPD_1303",2304,2115,1711
"SPD_1304",12338,11794,8928
"SPD_1305",4148,4166,3135
"SPD_1306",1196,1176,823
"SPD_1307",1387,1389,811
"SPD_1308",2544,2187,2497
"SPD_1309",12391,10508,14618
"SPD_1310",1606,1342,1461
"SPD_1311",4501,4248,4298
"SPD_1312",5281,4983,6383
"SPD_1313",117,150,169
"SPD_1314",87,98,103
"SPD_1315",25,29,31
"SPD_1316",152,132,167
"SPD_1317",63,67,43
"SPD_1318",519179,413627,274918
"SPD_1319",59,48,68
"SPD_1320",31827,29322,25235
"SPD_1321",9,8,12
"SPD_1322",64,62,71
"SPD_1323",23,19,30
"SPD_1324",18,13,23
"SPD_1325",15,9,27
"SPD_1326",29004,24637,22777
"SPD_1327",4405,3435,3355
"SPD_1328",4470,4289,5010
"SPD_1329",2890,2807,3556
"SPD_1330",1784,1734,2019
"SPD_1331",6847,5734,5144
"SPD_1332",5149,3922,3728
"SPD_1333",8838,7490,8128
"SPD_1334",20162,19657,14815
"SPD_1335",54636,53380,41195
"SPD_1336",38262,37083,28105
"SPD_1337",58550,57762,40352
"SPD_1338",18115,17650,11894
"SPD_1339",26492,24789,16814
"SPD_1340",31269,28666,19378
"SPD_1341",7064,6419,4124
"SPD_1342",641,555,591
"SPD_1343",777,632,746
"SPD_1344",546,482,353
"SPD_1345",6412,5688,5367
"SPD_1346",27380,24129,22561
"SPD_1347",1631,1479,2098
"SPD_1348",2861,2619,3694
"SPD_1349",12027,10894,13075
"SPD_1350",3705,3117,3931
"SPD_1351",4901,4780,7725
"SPD_1352",437,484,586
"SPD_1353",348,368,513
"SPD_1354",13,14,24
"SPD_1355",44,63,57
"SPD_1356",111,151,165
"SPD_1357",1380,1829,1440
"SPD_1358",7858,7267,12390
"SPD_1359",3768,3450,4343
"SPD_1360",6258,5022,2572
"SPD_1361",2197,1869,2058
"SPD_1362",2621,2166,2137
"SPD_1363",13248,11924,11305
"SPD_1364",2340,2105,2978
"SPD_1365",4993,4489,5768
"SPD_1366",3484,2909,3621
"SPD_1367",9645,8135,9411
"SPD_1368",35103,25221,14720
"SPD_1369",85213,61821,35461
"SPD_1370",46709,34187,18777
"SPD_1371",15214,13532,13912
"SPD_1372",2348,2006,2454
"SPD_1373",9758,8916,8406
"SPD_1374",3252,2780,2596
"SPD_1375",4211,3938,7885
"SPD_1376",479,557,613
"SPD_1377",198,225,263
"SPD_1378",1605,1345,1881
"SPD_1379",451,519,356
"SPD_1380",4397,4658,4623
"SPD_1381",823,881,716
"SPD_1382",5662,4504,5682
"SPD_1383",19746,16243,17388
"SPD_1384",5470,5185,6642
"SPD_1385",9246,8500,10680
"SPD_1386",4499,4403,6239
"SPD_1387",10626,9585,13316
"SPD_1388",10403,10064,13438
"SPD_1389",5021,4765,5250
"SPD_1390",7966,7301,8680
"SPD_1391",3689,3175,3775
"SPD_1392",4646,3509,3456
"SPD_1393",2712,2488,2545
"SPD_1394",6084,4967,7392
"SPD_1395",6805,5921,8245
"SPD_1396",5253,4556,5776
"SPD_1397",6440,5193,5637
"SPD_1398",9692,7767,8331
"SPD_1399",14301,12109,12911
"SPD_1400",2118,1749,1789
"SPD_1401",5499,4256,3810
"SPD_1402",78096,45902,31370
"SPD_1403",50374,38816,40377
"SPD_1404",26003,21361,15482
"SPD_1405",2969,2712,3883
"SPD_1406",4264,3688,5055
"SPD_1407",7269,5861,6150
"SPD_1408",1259,1497,2112
"SPD_1409",6270,7082,3508
"SPD_1410",680,576,384
"SPD_1411",4450,3779,2747
"SPD_1412",4291,3488,2433
"SPD_1413",29382,18071,16734
"SPD_1414",764,723,789
"SPD_1415",7528,5214,6069
"SPD_1416",10466,9084,17355
"SPD_1417",7756,6921,13084
"SPD_1418",6121,5381,4156
"SPD_1419",646,521,422
"SPD_1420",143,170,192
"SPD_1421",23,18,14
"SPD_1422",825,638,902
"SPD_1423",1386,1135,1514
"SPD_1424",1277,1100,1433
"SPD_1425",4695,4162,4759
"SPD_1426",11775,10657,9298
"SPD_1427",7036,5817,4662
"SPD_1428",3445,3177,3703
"SPD_1429",1693,1513,1962
"SPD_1430",978,854,906
"SPD_1431",3212,2906,2747
"SPD_1432",14737,13034,10845
"SPD_1433",1489,1390,2066
"SPD_1434",1182,1166,1705
"SPD_1435",758,691,972
"SPD_1436",31509,26552,35583
"SPD_1437",2930,2426,2189
"SPD_1438",9448,8438,10755
"SPD_1439",46085,36517,25454
"SPD_1440",17,11,25
"SPD_1441",2,1,2
"SPD_1442",1579,1348,1066
"SPD_1443",796,834,690
"SPD_1444",12626,12745,12349
"SPD_1445",704,780,1099
"SPD_1446",564,534,682
"SPD_1447",599,535,1001
"SPD_1448",1490,1467,2504
"SPD_1449",2499,2319,3359
"SPD_1450",4065,3485,4126
"SPD_1451",1125,931,1136
"SPD_1452",831,759,711
"SPD_1453",486,448,403
"SPD_1454",1159,1001,821
"SPD_1455",45,48,51
"SPD_1456",42,38,60
"SPD_1457",1653,1697,3423
"SPD_1458",5655,6035,10959
"SPD_1459",1898,1715,2419
"SPD_1460",28238,32164,22846
"SPD_1461",10508,67390,30525
"SPD_1462",11613,72845,39324
"SPD_1463",13179,86712,42943
"SPD_1464",7831,5142,6575
"SPD_1465",2341,2067,3765
"SPD_1466",388,351,654
"SPD_1467",1507,1320,1628
"SPD_1468",38907,31016,17523
"SPD_1469",37,35,43
"SPD_1470",29,18,34
"SPD_1471",26,18,25
"SPD_1472",21834,20198,14164
"SPD_1473",5756,4971,5449
"SPD_1474",18198,15595,18041
"SPD_1475",14579,12983,15074
"SPD_1476",5034,4688,4863
"SPD_1477",13635,12262,13214
"SPD_1478",13607,12494,12827
"SPD_1479",33253,30885,29258
"SPD_1480",22404,19861,20599
"SPD_1481",5143,4050,3909
"SPD_1482",1771,1417,1829
"SPD_1483",3615,2963,3355
"SPD_1484",7943,6599,6483
"SPD_1485",3519,3256,5808
"SPD_1486",8058,7191,10964
"SPD_1487",4184,3815,3689
"SPD_1488",816,739,862
"SPD_1489",639,646,676
"SPD_1490",299,327,306
"SPD_1491",247,242,250
"SPD_1492",358,316,277
"SPD_1493",971,1019,753
"SPD_1494",846,876,627
"SPD_1495",1767,2035,1245
"SPD_1496",1721,1828,1037
"SPD_1497",912,894,553
"SPD_1498",35,29,25
"SPD_1499",26,44,50
"SPD_1500",13,15,25
"SPD_1501",26,18,27
"SPD_1502",33,39,40
"SPD_1503",26,33,35
"SPD_1504",1331,1548,1270
"SPD_1505",38,56,31
"SPD_1506",3280,2052,3594
"SPD_1507",6729,6866,9397
"SPD_1508",4425,4372,5567
"SPD_1509",1627,1599,1961
"SPD_1510",9031,8526,10140
"SPD_1511",7910,7467,9580
"SPD_1512",27527,25416,27340
"SPD_1513",85,66,113
"SPD_1514",321,246,388
"SPD_1515",253,141,262
"SPD_1516",311,245,331
"SPD_1517",171,122,155
"SPD_1518",970,967,1113
"SPD_1519",11487,10446,14196
"SPD_1520",4467,4105,6789
"SPD_1521",4272,4286,7437
"SPD_1522",4586,4448,8271
"SPD_1523",2225,1965,2592
"SPD_1524",10823,5344,2488
"SPD_1525",20568,10189,5645
"SPD_1526",21328,11072,6368
"SPD_1527",3966,3998,4665
"SPD_1528",3147,3310,3530
"SPD_1529",19,21,25
"SPD_1530",1858,1778,2635
"SPD_1531",618,652,886
"SPD_1532",527,501,461
"SPD_1533",6,8,9
"SPD_1534",1158,1209,1869
"SPD_1535",778,784,1523
"SPD_1536",10486,8509,13342
"SPD_1537",9560,8052,9932
"SPD_1538",1370,1143,1731
"SPD_1539",2308,2090,2638
"SPD_1540",1581,1446,1918
"SPD_1541",1862,1587,1584
"SPD_1542",20329,20243,31067
"SPD_1543",7420,7513,10084
"SPD_1544",4565,5087,7809
"SPD_1545",2361,2648,4454
"SPD_1546",3331,3584,6557
"SPD_1547",4477,4039,5360
"SPD_1548",8535,7710,8234
"SPD_1549",33015,27468,26421
"SPD_1550",281,266,294
"SPD_1551",331,322,350
"SPD_1552",3804,3333,3899
"SPD_1553",2681,2343,2853
"SPD_1554",2306,2202,3690
"SPD_1555",3446,3197,5889
"SPD_1556",4749,4419,7201
"SPD_1557",4977,4723,7504
"SPD_1558",2554,2466,3684
"SPD_1559",6833,6667,9229
"SPD_1560",3594,3634,4857
"SPD_1561",7174,6799,8239
"SPD_1562",2032,1845,2041
"SPD_1563",3858,3848,3167
"SPD_1564",1546,1565,2478
"SPD_1565",3209,3061,7461
"SPD_1566",7156,5779,14629
"SPD_1567",10540,8773,20976
"SPD_1568",195,152,167
"SPD_1569",20282,16998,13713
"SPD_1570",1775,1984,2644
"SPD_1571",6805,6926,9947
"SPD_1572",1652,1891,2511
"SPD_1573",1739,1897,2903
"SPD_1574",479,535,855
"SPD_1575",1511,1528,2000
"SPD_1576",867,736,754
"SPD_1577",3520,3104,5008
"SPD_1578",192,218,356
"SPD_1579",249,272,602
"SPD_1580",3253,3585,6991
"SPD_1581",627,626,241
"SPD_1582",95,126,300
"SPD_1583",59,73,194
"SPD_1584",54,67,207
"SPD_1585",79,116,231
"SPD_1586",2034,1748,866
"SPD_1587",602,529,398
"SPD_1588",2512,2491,1052
"SPD_1589",955,933,366
"SPD_1590",3607,3577,1634
"SPD_1591",1627,1515,810
"SPD_1592",130,83,111
"SPD_1593",249,299,405
"SPD_1594",2356,2566,3398
"SPD_1595",1313,1375,1490
"SPD_1596",433,504,581
"SPD_1597",560,686,848
"SPD_1598",209,282,331
"SPD_1599",246,353,392
"SPD_1600",314,407,540
"SPD_1601",138,207,234
"SPD_1602",275,318,438
"SPD_1603",431,516,1543
"SPD_1604",438,506,1327
"SPD_1605",590,648,566
"SPD_1606",361,295,190
"SPD_1607",606,595,364
"SPD_1608",362,303,196
"SPD_1609",485,384,275
"SPD_1610",223,172,82
"SPD_1611",25,32,9
"SPD_1612",173,152,63
"SPD_1613",240,196,115
"SPD_1614",58,47,41
"SPD_1615",68,48,42
"SPD_1616",69,69,39
"SPD_1617",478,359,224
"SPD_1618",4901,4304,10814
"SPD_1619",28089,26512,47388
"SPD_1620",12177,12048,22274
"SPD_1621",18250,18110,35385
"SPD_1622",15676,15408,29501
"SPD_1623",4909,4624,5992
"SPD_1624",3282,3051,3461
"SPD_1625",1443,1424,1476
"SPD_1626",11045,9962,17453
"SPD_1627",4476,4018,8118
"SPD_1628",311,302,269
"SPD_1629",947,801,639
"SPD_1630",665,522,588
"SPD_1631",764,640,580
"SPD_1632",705,704,1065
"SPD_1633",119,563,1401
"SPD_1634",77,341,963
"SPD_1635",344,921,1548
"SPD_1636",401,10711,20053
"SPD_1637",106,3247,6766
"SPD_1638",275,11582,489
"SPD_1639",524,577,236
"SPD_1640",427,517,731
"SPD_1641",1157,1039,1476
"SPD_1642",6705,6616,18879
"SPD_1643",2624,2428,5969
"SPD_1644",2689,2537,5647
"SPD_1645",1282,1248,2339
"SPD_1646",3400,3135,4182
"SPD_1647",8853,7815,9828
"SPD_1648",60,79,139
"SPD_1649",1309,1970,8719
"SPD_1650",1634,2422,12586
"SPD_1651",1260,1848,10189
"SPD_1652",1607,2458,11739
"SPD_1653",2619,2872,4833
"SPD_1654",7292,7470,12845
"SPD_1655",6045,6011,12561
"SPD_1656",7002,6983,13736
"SPD_1657",6183,6194,11333
"SPD_1658",5971,5905,9696
"SPD_1659",6285,6436,9527
"SPD_1660",10171,10363,15673
"SPD_1661",7060,7011,10022
"SPD_1662",5046,4306,4199
"SPD_1663",55293,50051,50565
"SPD_1664",96419,85643,67078
"SPD_1665",1528,1312,1194
"SPD_1666",2086,1983,2063
"SPD_1667",19548,18765,22477
"SPD_1668",20688,20306,25345
"SPD_1669",16224,16437,19504
"SPD_1670",21614,21462,22352
"SPD_1671",54525,49422,41475
"SPD_1672",6114,5636,7105
"SPD_1673",154,190,331
"SPD_1674",12,17,42
"SPD_1675",85,105,230
"SPD_1676",79,81,202
"SPD_1677",104,110,244
"SPD_1678",192,222,537
"SPD_1679",718,663,1325
"SPD_1680",754,694,1680
"SPD_1681",237,202,326
"SPD_1682",808,805,712
"SPD_1683",965,963,844
"SPD_1684",391,422,488
"SPD_1685",884,987,958
"SPD_1686",1434,1483,1457
"SPD_1687",3203,3091,2649
"SPD_1688",2789,2636,1972
"SPD_1689",1721,1621,1163
"SPD_1690",1134,1166,893
"SPD_1691",972,986,811
"SPD_1692",1040,997,705
"SPD_1693",562,570,327
"SPD_1694",1108,1009,608
"SPD_1695",1330,1081,634
"SPD_1696",814,635,356
"SPD_1697",97,103,69
"SPD_1698",48,56,33
"SPD_1699",20,26,16
"SPD_1700",713,9521,8207
"SPD_1701",5,5,6
"SPD_1702",482,4128,4251
"SPD_1703",545,474,186
"SPD_1704",1773,1602,1973
"SPD_1705",529,502,665
"SPD_1706",7342,6427,12184
"SPD_1707",1295,1563,1786
"SPD_1708",231,205,248
"SPD_1709",16118,19559,28917
"SPD_1710",2401,2834,3648
"SPD_1711",161,398,191
"SPD_1712",4160,3734,4912
"SPD_1713",3636,2984,4008
"SPD_1714",2252,1913,2653
"SPD_1715",1340,1202,1708
"SPD_1716",397,587,1051
"SPD_1717",1369,1780,3360
"SPD_1718",978,1257,2284
"SPD_1719",276,324,629
"SPD_1720",147,171,282
"SPD_1721",40,39,104
"SPD_1722",33,37,48
"SPD_1723",8,7,12
"SPD_1724",16,19,31
"SPD_1725",15785,14966,14836
"SPD_1726",39084,40604,38621
"SPD_1727",11483,11891,10118
"SPD_1728",14447,14462,11139
"SPD_1729",13294,12990,8341
"SPD_1730",571,473,531
"SPD_1731",152,133,211
"SPD_1732",235,234,348
"SPD_1733",91,111,151
"SPD_1734",226,237,337
"SPD_1735",129,137,234
"SPD_1736",71,42,70
"SPD_1737",12427,11320,18606
"SPD_1738",13661,13425,20407
"SPD_1739",14157,12289,15390
"SPD_1740",2325,2351,2733
"SPD_1741",5985,5160,5627
"SPD_1742",2874,2447,2887
"SPD_1743",1564,1319,1626
"SPD_1744",116,175,140
"SPD_1745",863,752,904
