Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Species,Link
2023/03/30,GSE169260,"Role of OxyR and iron in gene regulation in Bacteroides thetaiotaomicron","Role of OxyR and iron in gene regulation in Bacteroides thetaiotaomicron",V3257,BHI media,Dipyridyl,NA,Bacteroides thetaiotaomicron,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE169260
