gene_id,E167sig1,E167sig2,E167sig3,E167rhlR1,E167rhlR2,E167rhlR3
fig|287.13173.peg.3174,102,108,97,90,92,109
fig|287.13173.peg.3175,57,71,64,51,61,70
fig|287.13173.peg.3176,87,82,100,83,63,82
fig|287.13173.peg.3177,40,60,53,46,63,56
fig|287.13173.peg.3178,102,85,91,82,110,102
fig|287.13173.peg.3179,91,64,84,76,102,67
fig|287.13173.peg.3180,29,30,27,30,56,32
fig|287.13173.peg.3181,166,151,185,218,180,219
fig|287.13173.peg.3182,454,344,421,440,454,453
fig|287.13173.peg.3183,595,513,494,543,485,507
fig|287.13173.peg.3184,3440,4274,4215,3908,3319,9593
fig|287.13173.peg.3185,89,126,94,112,80,257
fig|287.13173.peg.3186,219,262,219,266,209,481
fig|287.13173.peg.3187,363,319,326,339,242,488
fig|287.13173.peg.3188,343,295,316,278,282,296
fig|287.13173.peg.3189,619,510,537,563,583,715
fig|287.13173.peg.3190,118,101,137,112,102,110
fig|287.13173.peg.3191,60,28,73,34,29,53
fig|287.13173.peg.3192,437,427,548,256,335,322
fig|287.13173.peg.3193,563,530,502,388,396,615
fig|287.13173.peg.3194,1033,1028,1136,164,193,202
fig|287.13173.peg.3195,400,420,534,47,81,60
fig|287.13173.peg.3196,301,301,288,5,9,8
fig|287.13173.peg.3197,21,25,23,21,25,31
fig|287.13173.peg.3198,57,37,54,39,50,37
fig|287.13173.peg.3199,192,292,362,237,234,525
fig|287.13173.peg.3200,766,629,848,588,811,499
fig|287.13173.peg.3201,238,203,248,195,193,202
fig|287.13173.peg.3202,128,114,145,91,112,89
fig|287.13173.peg.3203,78,76,75,86,74,87
fig|287.13173.peg.3204,14,18,20,22,13,12
fig|287.13173.peg.3205,212,225,214,193,235,249
fig|287.13173.peg.3206,657,614,604,570,585,1108
fig|287.13173.peg.3207,215,192,238,183,241,202
fig|287.13173.peg.3208,294,267,374,278,306,257
fig|287.13173.peg.3209,65,93,74,58,71,54
fig|287.13173.peg.3210,16,10,9,13,8,8
fig|287.13173.peg.3211,33,36,39,31,32,22
fig|287.13173.peg.3212,57,47,53,49,43,56
fig|287.13173.peg.3213,30,32,45,33,18,22
fig|287.13173.peg.3214,148,105,152,110,142,99
fig|287.13173.peg.3215,1060,889,1124,796,1050,716
fig|287.13173.peg.3216,184,143,219,177,173,115
fig|287.13173.peg.3217,241,199,284,221,273,248
fig|287.13173.peg.3218,143,160,215,146,204,114
fig|287.13173.peg.3219,30,29,25,30,21,21
fig|287.13173.peg.3220,72,68,95,59,66,58
fig|287.13173.peg.3221,163,169,169,122,119,142
fig|287.13173.peg.3222,58,38,74,41,45,30
fig|287.13173.peg.3223,19,11,9,10,15,8
fig|287.13173.peg.3224,28,27,24,29,23,19
fig|287.13173.peg.3225,39,14,29,9,19,19
fig|287.13173.peg.3226,129,70,108,107,121,74
fig|287.13173.peg.3227,59,42,59,61,48,29
fig|287.13173.peg.3228,160,157,179,164,133,162
fig|287.13173.peg.3229,320,265,323,260,281,301
fig|287.13173.peg.3230,107,99,111,102,88,92
fig|287.13173.peg.3231,32,32,42,16,12,29
fig|287.13173.peg.3232,81,76,81,65,56,94
fig|287.13173.peg.3233,6,9,22,7,17,22
fig|287.13173.peg.3234,130,156,160,128,163,176
fig|287.13173.peg.3235,39,17,34,30,42,24
fig|287.13173.peg.3236,66,44,57,34,36,62
fig|287.13173.peg.3237,31,39,47,32,21,43
fig|287.13173.peg.3238,47,63,73,57,42,47
fig|287.13173.peg.3239,65,62,56,54,40,57
fig|287.13173.peg.3240,50,34,50,21,26,13
fig|287.13173.peg.3241,98,74,106,77,77,110
fig|287.13173.peg.3242,335,335,357,296,304,320
fig|287.13173.peg.3243,198,200,190,150,204,213
fig|287.13173.peg.3244,88,96,96,86,102,65
fig|287.13173.peg.3245,28,31,30,22,25,28
fig|287.13173.peg.3246,28,18,39,39,37,27
fig|287.13173.peg.3247,3,6,11,4,7,3
fig|287.13173.peg.3248,359,245,311,287,315,504
fig|287.13173.peg.3249,26,14,23,7,18,17
fig|287.13173.peg.3250,78,57,63,64,78,54
fig|287.13173.peg.3251,112,96,134,93,137,71
fig|287.13173.peg.3252,482,516,553,480,441,642
fig|287.13173.peg.3253,80,58,65,47,56,30
fig|287.13173.peg.3254,168,125,153,81,128,35
fig|287.13173.peg.3255,164,123,196,99,164,74
fig|287.13173.peg.3256,10,5,13,10,14,12
fig|287.13173.peg.3257,9,6,16,5,7,6
fig|287.13173.peg.3258,10,7,7,8,5,4
fig|287.13173.peg.3259,126,107,179,122,125,124
fig|287.13173.peg.3260,46,43,33,45,37,30
fig|287.13173.peg.3261,44,36,47,37,28,48
fig|287.13173.peg.3262,24,31,32,24,25,41
fig|287.13173.peg.3263,42,50,64,33,49,63
fig|287.13173.peg.3264,83,61,77,64,99,42
fig|287.13173.peg.3265,33,48,39,50,38,58
fig|287.13173.peg.3266,12,9,8,3,5,12
fig|287.13173.peg.3267,62,45,55,49,42,50
fig|287.13173.peg.3268,136,154,191,175,149,169
fig|287.13173.peg.3269,14,16,26,30,11,15
fig|287.13173.peg.3270,703,552,623,521,603,553
fig|287.13173.peg.3271,1458,1128,1492,984,1062,1322
fig|287.13173.peg.3272,212,149,224,109,102,278
fig|287.13173.peg.3273,366,256,421,104,126,474
fig|287.13173.peg.3274,159,119,164,93,79,173
fig|287.13173.peg.3275,59,51,61,32,33,47
fig|287.13173.peg.3276,420,392,487,389,455,335
fig|287.13173.peg.3277,293,225,339,230,325,145
fig|287.13173.peg.3278,284,226,293,247,298,193
fig|287.13173.peg.3279,105,84,106,81,89,79
fig|287.13173.peg.3280,66,41,47,60,42,58
fig|287.13173.peg.3281,2023,1725,2394,2041,2229,1998
fig|287.13173.peg.3282,305,272,342,445,391,530
fig|287.13173.peg.3283,534,617,567,580,403,1381
fig|287.13173.peg.3284,7,11,11,13,9,279
fig|287.13173.peg.3285,801,742,705,763,571,4753
fig|287.13173.peg.3286,449,553,463,549,366,13774
fig|287.13173.peg.3287,260,233,224,282,231,1600
fig|287.13173.peg.3288,14,11,9,15,16,9
fig|287.13173.peg.3289,780,610,679,596,642,12431
fig|287.13173.peg.3290,264,264,285,359,334,3040
fig|287.13173.peg.3291,118,189,107,143,138,1127
fig|287.13173.peg.3292,482,562,405,505,546,1101
fig|287.13173.peg.3293,103,220,103,195,87,630
fig|287.13173.peg.3294,37,81,23,60,27,190
fig|287.13173.peg.3295,102,130,132,97,91,158
fig|287.13173.peg.3296,32,32,30,14,29,28
fig|287.13173.peg.3297,52,39,62,44,48,39
fig|287.13173.peg.3298,14,15,31,12,9,16
fig|287.13173.peg.3299,98,96,116,69,102,78
fig|287.13173.peg.3300,278,165,309,228,252,238
fig|287.13173.peg.3301,129,101,107,111,92,116
fig|287.13173.peg.3302,60,70,78,51,48,39
fig|287.13173.peg.3303,111,79,107,90,96,116
fig|287.13173.peg.3304,1,2,4,2,1,1
fig|287.13173.peg.3305,66,80,50,63,58,41
fig|287.13173.peg.3306,38,46,48,25,42,33
fig|287.13173.peg.3307,50,64,67,34,52,32
fig|287.13173.peg.3308,689,665,744,603,622,631
fig|287.13173.peg.3309,41,55,60,55,45,58
fig|287.13173.peg.3310,39,34,51,23,31,40
fig|287.13173.peg.3311,93,85,79,96,117,85
fig|287.13173.peg.3312,43,55,61,56,51,46
fig|287.13173.peg.3313,103,124,136,120,96,141
fig|287.13173.peg.3314,1193,1096,1176,1008,1021,1407
fig|287.13173.peg.3315,1309,1010,1069,1264,1097,1432
fig|287.13173.peg.3316,6656,4985,5629,3849,4287,3207
fig|287.13173.peg.3317,2674,1718,2372,1352,1643,977
fig|287.13173.peg.3318,1787,1074,1492,891,1293,586
fig|287.13173.peg.3319,56,24,37,28,37,11
fig|287.13173.peg.3320,104,91,115,94,91,93
fig|287.13173.peg.3321,162,153,157,136,178,132
fig|287.13173.peg.3322,210,193,224,183,233,341
fig|287.13173.peg.3323,289,233,313,157,259,171
fig|287.13173.peg.3324,254,206,271,181,216,237
fig|287.13173.peg.3325,1142,863,1545,851,1501,466
fig|287.13173.peg.3326,3180,2569,3858,2325,3146,2348
fig|287.13173.peg.3327,503,427,447,400,385,596
fig|287.13173.peg.3328,9,7,6,5,8,2
fig|287.13173.peg.3329,243,248,281,212,204,208
fig|287.13173.peg.3330,172,132,189,121,159,144
fig|287.13173.peg.3331,61,60,83,43,50,35
fig|287.13173.peg.3332,288,254,326,229,237,239
fig|287.13173.peg.3333,151,164,192,152,201,185
fig|287.13173.peg.3334,70,70,67,51,56,114
fig|287.13173.peg.3335,334,319,288,300,210,665
fig|287.13173.peg.3336,686,752,805,492,471,1001
fig|287.13173.peg.3337,91,95,85,95,75,88
fig|287.13173.peg.3338,11,18,18,10,12,22
fig|287.13173.peg.3339,42,45,54,33,40,62
fig|287.13173.peg.3340,123,128,117,113,114,113
fig|287.13173.peg.3341,446,315,426,355,408,410
fig|287.13173.peg.3342,193,181,179,145,117,298
fig|287.13173.peg.3343,66,66,75,55,54,66
fig|287.13173.peg.3344,146,150,100,112,127,120
fig|287.13173.peg.3345,47,60,63,39,47,37
fig|287.13173.peg.3346,623,584,682,516,617,445
fig|287.13173.peg.3347,57,60,74,36,40,79
fig|287.13173.peg.3348,50,45,62,58,38,113
fig|287.13173.peg.3349,775,715,727,668,545,977
fig|287.13173.peg.3350,71,76,95,53,75,84
fig|287.13173.peg.3351,216,236,221,218,240,271
fig|287.13173.peg.3352,32,19,35,26,30,35
fig|287.13173.peg.3353,480,370,646,289,439,352
fig|287.13173.peg.3354,289,182,240,216,252,108
fig|287.13173.peg.3355,404,402,468,435,388,467
fig|287.13173.peg.3356,1937,1906,2096,1819,1775,2747
fig|287.13173.peg.3357,267,224,242,282,190,296
fig|287.13173.peg.3358,2719,2375,2423,2313,1896,4105
fig|287.13173.peg.3359,1031,450,904,552,1102,307
fig|287.13173.peg.3360,7664,4467,7799,4685,7981,2242
fig|287.13173.peg.3361,311,251,298,172,243,202
fig|287.13173.peg.3362,166,166,166,96,120,143
fig|287.13173.peg.3363,548,438,582,518,528,422
fig|287.13173.peg.3364,98,93,111,125,75,52
fig|287.13173.peg.3365,235,398,454,309,332,282
fig|287.13173.peg.3366,1592,1541,1619,1292,1109,1926
fig|287.13173.peg.3367,22,12,19,19,15,12
fig|287.13173.peg.3368,2953,2236,2602,1086,1184,974
fig|287.13173.peg.3369,1403,1014,1199,515,611,520
fig|287.13173.peg.3370,298,284,275,231,224,256
fig|287.13173.peg.3371,350,270,261,292,289,294
fig|287.13173.peg.3372,91,91,94,75,68,114
fig|287.13173.peg.3373,234,217,215,171,188,244
fig|287.13173.peg.3374,5175,4206,5347,3723,4667,4164
fig|287.13173.peg.3375,460,323,509,216,381,184
fig|287.13173.peg.3376,13342,11173,12064,11933,10975,17363
fig|287.13173.peg.3377,228,170,145,170,139,288
fig|287.13173.peg.3378,219,163,215,176,216,99
fig|287.13173.peg.3379,1137,1091,1103,1178,996,1993
fig|287.13173.peg.3380,298,283,302,347,270,594
fig|287.13173.peg.3381,841,902,818,1073,940,1414
fig|287.13173.peg.3382,77,99,104,132,126,109
fig|287.13173.peg.3383,536,456,561,574,563,483
fig|287.13173.peg.3384,8306,6822,7908,11851,13307,2894
fig|287.13173.peg.3385,21713,13226,18640,18352,25391,3947
fig|287.13173.peg.3386,4770,3353,4872,3911,5748,1291
fig|287.13173.peg.3387,1504,924,1480,1176,1947,360
fig|287.13173.peg.3388,2823,1499,2938,1938,3751,1051
fig|287.13173.peg.3389,2452,1339,2270,1395,2561,1025
fig|287.13173.peg.3390,490,403,469,128,102,813
fig|287.13173.peg.3391,6820,5574,7140,970,683,7282
fig|287.13173.peg.3392,3079,2366,3970,690,478,3320
fig|287.13173.peg.3393,1786,1297,1804,230,165,1502
fig|287.13173.peg.3394,685,441,725,145,118,512
fig|287.13173.peg.3395,1006,772,1015,538,360,1149
fig|287.13173.peg.3396,282,205,331,235,263,304
fig|287.13173.peg.3397,405,306,405,242,285,250
fig|287.13173.peg.3398,295,185,321,159,182,179
fig|287.13173.peg.3399,1259,819,1232,550,689,755
fig|287.13173.peg.3400,1049,654,1056,353,464,545
fig|287.13173.peg.3401,1988,1271,1714,764,813,1064
fig|287.13173.peg.3402,308,254,299,223,270,220
fig|287.13173.peg.3403,1664,1311,1626,1234,1641,936
fig|287.13173.peg.3404,545,411,479,467,455,582
fig|287.13173.peg.3405,1057,970,1008,926,978,1033
fig|287.13173.peg.3406,555,505,707,499,625,435
fig|287.13173.peg.3407,230,166,263,165,225,262
fig|287.13173.peg.3408,863,496,893,498,935,207
fig|287.13173.peg.3409,3107,2244,2802,2473,3364,2056
fig|287.13173.peg.3410,1042,556,1182,492,1225,191
fig|287.13173.peg.3411,2200,1482,2617,1304,2493,417
fig|287.13173.peg.3412,929,648,998,564,1057,188
fig|287.13173.peg.3413,1470,1077,1740,926,1570,329
fig|287.13173.peg.3414,1907,1634,2234,1403,2158,410
fig|287.13173.peg.3415,711,581,922,465,709,364
fig|287.13173.peg.3416,399,228,360,470,609,223
fig|287.13173.peg.3417,303,149,203,307,423,108
fig|287.13173.peg.3418,639,397,634,735,933,481
fig|287.13173.peg.3419,31,31,53,42,68,18
fig|287.13173.peg.3420,292,192,346,202,340,53
fig|287.13173.peg.3421,127,109,178,153,168,22
fig|287.13173.peg.3422,365,307,432,332,493,82
fig|287.13173.peg.3423,910,614,990,818,1377,213
fig|287.13173.peg.3424,157,98,159,142,230,26
fig|287.13173.peg.3425,971,726,1017,814,1308,261
fig|287.13173.peg.3426,706,526,715,713,894,171
fig|287.13173.peg.3427,90,67,88,72,101,74
fig|287.13173.peg.3428,21,18,30,24,23,32
fig|287.13173.peg.3429,1044,961,1210,858,999,510
fig|287.13173.peg.3430,144,145,137,119,147,127
fig|287.13173.peg.3431,173,175,171,120,146,214
fig|287.13173.peg.3432,155,122,136,117,124,162
fig|287.13173.peg.3433,6402,5284,5046,5747,5475,4572
fig|287.13173.peg.3434,1574,1441,1634,1401,1562,1668
fig|287.13173.peg.3435,2301,2064,2576,1719,2026,1913
fig|287.13173.peg.3436,185,175,235,154,118,305
fig|287.13173.peg.3437,378,400,362,408,271,706
fig|287.13173.peg.3438,1162,921,904,861,737,1820
fig|287.13173.peg.3439,6197,4327,5136,4974,6463,3833
fig|287.13173.peg.3440,107,102,97,95,104,117
fig|287.13173.peg.3441,358,315,364,251,314,432
fig|287.13173.peg.3442,309,284,293,251,215,295
fig|287.13173.peg.3443,576,497,510,493,388,851
fig|287.13173.peg.3444,13,16,22,28,27,27
fig|287.13173.peg.3445,384,291,323,389,286,459
fig|287.13173.peg.3446,129,137,121,106,147,119
fig|287.13173.peg.3447,34,26,43,37,44,34
fig|287.13173.peg.3448,41,21,35,33,23,26
fig|287.13173.peg.3449,74,70,85,62,66,85
fig|287.13173.peg.3450,183,133,119,138,126,129
fig|287.13173.peg.3451,14,14,21,23,11,11
fig|287.13173.peg.3452,465,314,459,243,324,246
fig|287.13173.peg.3453,902,508,900,397,537,398
fig|287.13173.peg.3454,1452,800,1386,671,1121,543
fig|287.13173.peg.3455,850,437,882,391,756,319
fig|287.13173.peg.3456,1376,679,1530,693,1415,207
fig|287.13173.peg.3457,7587,4136,6742,4452,7762,2971
fig|287.13173.peg.3458,981,812,1011,970,1010,990
fig|287.13173.peg.3459,1893,1336,2088,1429,1618,1318
fig|287.13173.peg.3460,1342,1140,1567,995,1474,686
fig|287.13173.peg.3461,294,198,184,171,221,205
fig|287.13173.peg.3462,4993,3771,4932,4535,5241,4181
fig|287.13173.peg.3463,1300,932,1262,1105,1387,990
fig|287.13173.peg.3464,7856,6078,6872,4687,6075,3855
fig|287.13173.peg.3465,192,171,176,141,181,210
fig|287.13173.peg.3466,1658,1460,1680,1420,1685,1442
fig|287.13173.peg.3467,67,50,122,50,115,58
fig|287.13173.peg.3468,2052,1659,2440,1442,2293,868
fig|287.13173.peg.3469,143,164,160,108,116,116
fig|287.13173.peg.3470,222,181,258,172,147,167
fig|287.13173.peg.3471,230,172,222,167,180,223
fig|287.13173.peg.3472,696,617,536,544,544,1156
fig|287.13173.peg.3473,34,28,45,40,41,54
fig|287.13173.peg.3474,46,48,43,69,38,28
fig|287.13173.peg.3475,77,67,84,77,64,67
fig|287.13173.peg.3476,43,39,63,35,44,39
fig|287.13173.peg.3477,39,47,51,35,29,25
fig|287.13173.peg.3478,362,253,347,350,330,405
fig|287.13173.peg.3479,164,176,125,60,52,177
fig|287.13173.peg.3480,283,254,276,121,130,254
fig|287.13173.peg.3481,90,72,82,55,76,90
fig|287.13173.peg.3482,29,25,34,20,21,25
fig|287.13173.peg.3483,241,207,257,218,238,217
fig|287.13173.peg.3484,1165,1077,1275,1041,1223,905
fig|287.13173.peg.3485,30,25,40,17,29,21
fig|287.13173.peg.3486,198,183,191,156,156,184
fig|287.13173.peg.3487,1805,1808,1968,1729,1356,2871
fig|287.13173.peg.3488,368,532,595,544,500,542
fig|287.13173.peg.3489,209,327,411,241,222,137
fig|287.13173.peg.3490,204,249,323,261,265,182
fig|287.13173.peg.3491,86,94,126,102,102,98
fig|287.13173.peg.3492,11,7,26,9,15,13
fig|287.13173.peg.3493,18,30,60,35,33,19
fig|287.13173.peg.3494,95,82,135,71,105,76
fig|287.13173.peg.3495,205,202,259,231,178,392
fig|287.13173.peg.3496,31,18,27,22,18,6
fig|287.13173.peg.3497,1,0,0,0,0,0
fig|287.13173.peg.3498,39,39,24,12,6,12
fig|287.13173.peg.3499,16,27,21,12,8,10
fig|287.13173.peg.3500,57,49,65,21,19,27
fig|287.13173.peg.3501,188,142,213,55,64,79
fig|287.13173.peg.3502,123,141,93,30,19,26
fig|287.13173.peg.3503,2786,1565,1974,376,486,292
fig|287.13173.peg.3504,2369,1273,1614,155,219,54
fig|287.13173.peg.3505,12920,10908,11593,138,119,158
fig|287.13173.peg.3506,4880,4160,4992,55,88,58
fig|287.13173.peg.3507,7808,6892,8425,399,462,443
fig|287.13173.peg.3508,13764,11031,12673,57,101,82
fig|287.13173.peg.3509,9616,8309,9671,221,219,272
fig|287.13173.peg.3510,3698,3052,3548,57,67,53
fig|287.13173.peg.3511,482,419,421,25,7,15
fig|287.13173.peg.3512,1285,1170,1248,807,817,921
fig|287.13173.peg.3513,614,453,569,381,335,265
fig|287.13173.peg.3514,363,358,395,521,342,1051
fig|287.13173.peg.3515,59,45,63,72,58,160
fig|287.13173.peg.3516,191,199,191,195,221,297
fig|287.13173.peg.3517,1178,1006,1216,1081,1177,1024
fig|287.13173.peg.3518,287,290,339,225,276,198
fig|287.13173.peg.3519,291,322,278,251,263,277
fig|287.13173.peg.3520,40,58,51,33,56,62
fig|287.13173.peg.3521,137,131,156,173,141,309
fig|287.13173.peg.3522,254,208,303,182,241,170
fig|287.13173.peg.3523,671,598,888,444,601,490
fig|287.13173.peg.3524,211,185,203,173,175,258
fig|287.13173.peg.3525,373,299,378,395,272,487
fig|287.13173.peg.3526,136,114,138,109,99,147
fig|287.13173.peg.3527,84,81,121,80,83,125
fig|287.13173.peg.3528,256,248,297,256,210,261
fig|287.13173.peg.3529,997,878,1004,844,772,928
fig|287.13173.peg.3530,9,8,12,15,11,21
fig|287.13173.peg.3531,253,255,217,290,256,455
fig|287.13173.peg.3532,761,627,676,622,678,549
fig|287.13173.peg.3533,627,567,686,277,263,261
fig|287.13173.peg.3534,253,171,227,137,193,111
fig|287.13173.peg.3535,1037,1003,783,85,82,106
fig|287.13173.peg.3536,158,142,134,123,157,140
fig|287.13173.peg.3537,19,8,20,6,12,5
fig|287.13173.peg.3538,460,414,411,409,298,782
fig|287.13173.peg.3539,496,460,566,372,468,378
fig|287.13173.peg.3540,1030,656,872,853,765,781
fig|287.13173.peg.3541,0,4,2,1,6,2
fig|287.13173.peg.3542,218,206,224,207,271,237
fig|287.13173.peg.3543,633,639,709,760,762,980
fig|287.13173.peg.3544,406,307,342,363,321,439
fig|287.13173.peg.3545,660,551,828,611,687,659
fig|287.13173.peg.3546,790,624,1040,493,791,395
fig|287.13173.peg.3547,481,441,459,440,527,537
fig|287.13173.peg.3548,456,398,446,392,477,482
fig|287.13173.peg.3549,7,9,19,11,12,3
fig|287.13173.peg.3550,991,865,884,779,772,1096
fig|287.13173.peg.3551,33,28,40,41,43,57
fig|287.13173.peg.3552,316,292,342,289,322,287
fig|287.13173.peg.3553,40,30,33,40,36,54
fig|287.13173.peg.3554,204,212,242,189,226,179
fig|287.13173.peg.3555,968,998,1208,875,962,835
fig|287.13173.peg.3556,12191,10572,11931,10234,11209,5940
fig|287.13173.peg.3557,718,526,691,623,643,431
fig|287.13173.peg.3558,27,32,41,28,20,48
fig|287.13173.peg.3559,586,505,591,585,618,603
fig|287.13173.peg.3560,65,73,86,74,92,57
fig|287.13173.peg.3561,203,165,245,198,184,178
fig|287.13173.peg.3562,5769,4803,5091,4866,5733,6000
fig|287.13173.peg.3563,2311,2121,2171,2168,1851,3419
fig|287.13173.peg.3564,177,88,107,112,120,128
fig|287.13173.peg.3565,187,168,149,175,160,124
fig|287.13173.peg.3566,5383,4842,5137,5016,4672,7030
fig|287.13173.peg.3567,1351,1245,1270,1303,1252,1396
fig|287.13173.peg.3568,1249,1109,1112,1152,949,1810
fig|287.13173.peg.3569,1232,1201,1161,1287,897,2173
fig|287.13173.peg.3570,292,327,326,277,231,666
fig|287.13173.peg.3571,1295,1093,1475,845,1177,370
fig|287.13173.peg.3572,2117,1627,2748,1221,2280,685
fig|287.13173.peg.3573,48,25,58,46,37,34
fig|287.13173.peg.3574,4430,4806,4366,3522,2314,13238
fig|287.13173.peg.3575,1915,2796,2282,2616,1663,4869
fig|287.13173.peg.3576,436,386,455,426,364,508
fig|287.13173.peg.3577,543,474,596,423,548,361
fig|287.13173.peg.3578,501,436,533,431,500,541
fig|287.13173.peg.3579,2457,2200,2540,1913,2068,2112
fig|287.13173.peg.3580,3439,2812,3167,2591,2761,3209
fig|287.13173.peg.3581,2171,1726,1765,2379,2061,3128
fig|287.13173.peg.3582,62545,55875,58111,58504,69618,58138
fig|287.13173.peg.3583,1305,1144,1369,1096,1101,1328
fig|287.13173.peg.3584,4337,3548,4378,3610,4418,3693
fig|287.13173.peg.3585,89,66,99,80,69,81
fig|287.13173.peg.3586,662,599,660,482,575,494
fig|287.13173.peg.3587,660,532,594,578,523,562
fig|287.13173.peg.3588,185,166,138,164,94,368
fig|287.13173.peg.3589,1205,1120,1054,1070,796,1435
fig|287.13173.peg.3590,3479,3348,3403,3237,2629,4886
fig|287.13173.peg.3591,3215,2908,2974,2719,2334,4572
fig|287.13173.peg.3592,1855,1517,1884,1694,1780,1842
fig|287.13173.peg.3593,2593,2112,2600,2175,2561,2238
fig|287.13173.peg.3594,8678,6326,9059,6198,7573,5236
fig|287.13173.peg.3595,2281,1876,2316,1794,2306,1282
fig|287.13173.peg.3596,1274,1097,1153,1153,1074,1589
fig|287.13173.peg.3597,1355,1262,1256,1259,1200,1760
fig|287.13173.peg.3598,2365,2019,2298,2023,1847,2769
fig|287.13173.peg.3599,1072,968,1161,863,1012,1003
fig|287.13173.peg.3600,7096,6492,6095,6103,4600,12487
fig|287.13173.peg.3601,3593,2773,3302,3841,3691,4195
fig|287.13173.peg.3602,8058,6805,8130,7257,8233,7154
fig|287.13173.peg.3603,1950,1488,1898,1451,1936,1681
fig|287.13173.peg.3604,1487,1239,1545,1190,1320,1484
fig|287.13173.peg.3605,2697,2365,3030,2063,2665,2190
fig|287.13173.peg.3606,3839,2739,3576,2575,3401,2566
fig|287.13173.peg.3607,18303,16543,19463,15729,15546,24370
fig|287.13173.peg.3608,56015,50994,49945,55156,49877,48748
fig|287.13173.peg.3609,43727,35805,41716,41076,44612,46940
fig|287.13173.peg.3610,52455,45061,50719,45891,48976,50513
fig|287.13173.peg.3611,16941,14939,15152,15480,15053,17209
fig|287.13173.peg.3612,25476,23394,19803,24781,17435,48450
fig|287.13173.peg.3613,42,33,60,34,58,34
fig|287.13173.peg.3614,887,716,801,757,682,1280
fig|287.13173.peg.3615,1221,1140,1118,1121,985,1587
fig|287.13173.peg.3616,735,595,646,583,572,643
fig|287.13173.peg.3617,104,85,75,102,88,114
fig|287.13173.peg.3618,157,97,104,102,106,141
fig|287.13173.peg.3619,415,309,346,275,220,277
fig|287.13173.peg.3620,741,545,599,655,527,818
fig|287.13173.peg.3621,205,62,109,82,90,67
fig|287.13173.peg.3622,201,116,134,83,106,80
fig|287.13173.peg.3623,410,155,232,133,161,134
fig|287.13173.peg.3624,647,245,374,254,290,208
fig|287.13173.peg.3625,5978,2519,3219,2864,3118,2463
fig|287.13173.peg.3626,4394,2066,2590,2048,2153,2131
fig|287.13173.peg.3627,374,169,224,199,202,181
fig|287.13173.peg.3628,855,421,529,373,506,467
fig|287.13173.peg.3629,1238,585,728,574,650,502
fig|287.13173.peg.3630,5749,2437,3097,2370,2781,2288
fig|287.13173.peg.3631,1522,606,821,621,636,553
fig|287.13173.peg.3632,6361,2498,3279,2489,3029,2096
fig|287.13173.peg.3633,940,440,577,498,503,439
fig|287.13173.peg.3634,1496,628,855,619,741,652
fig|287.13173.peg.3635,2864,2110,2347,2143,2722,2498
fig|287.13173.peg.3636,1164,642,843,675,712,792
fig|287.13173.peg.3637,984,481,575,450,523,490
fig|287.13173.peg.3638,9216,3599,4885,3444,4138,2993
fig|287.13173.peg.3639,15683,6249,8062,6110,7341,5778
fig|287.13173.peg.3640,8143,2953,3907,2983,3709,2823
fig|287.13173.peg.3641,12065,4617,6229,4573,5541,4016
fig|287.13173.peg.3642,3012,1265,1629,1331,1376,1041
fig|287.13173.peg.3643,6075,2363,3102,2677,2837,2167
fig|287.13173.peg.3644,592,238,364,214,279,217
fig|287.13173.peg.3645,6104,2668,3388,2977,2872,2726
fig|287.13173.peg.3646,3290,1378,1825,1389,1486,1265
fig|287.13173.peg.3647,1925,793,1071,877,916,734
fig|287.13173.peg.3648,1639,851,982,840,836,881
fig|287.13173.peg.3649,1771,1020,1304,1036,1309,1167
fig|287.13173.peg.3650,453,260,295,255,329,218
fig|287.13173.peg.3651,526,240,294,230,267,286
fig|287.13173.peg.3652,515,282,359,253,298,276
fig|287.13173.peg.3653,619,321,351,271,381,307
fig|287.13173.peg.3654,1245,712,932,724,862,794
fig|287.13173.peg.3655,799,371,533,391,449,435
fig|287.13173.peg.3656,672,312,373,350,377,351
fig|287.13173.peg.3657,546,205,297,231,246,259
fig|287.13173.peg.3658,404,200,241,165,225,212
fig|287.13173.peg.3659,174,64,94,75,80,87
fig|287.13173.peg.3660,3284,1516,1996,1666,1842,1999
fig|287.13173.peg.3661,4700,1889,2429,2131,2415,2255
fig|287.13173.peg.3662,6983,2464,3170,2502,2792,2552
fig|287.13173.peg.3663,7250,2618,3525,2575,3073,2850
fig|287.13173.peg.3664,14095,11488,11547,13975,11791,20176
fig|287.13173.peg.3665,17241,9842,10394,11043,10354,12206
fig|287.13173.peg.3666,693,268,301,313,308,246
fig|287.13173.peg.3667,5935,2112,2656,2354,2621,2295
fig|287.13173.peg.3668,9972,3585,4260,3559,4001,3855
fig|287.13173.peg.3669,6670,2347,2904,2391,2744,2717
fig|287.13173.peg.3670,1672,534,680,566,670,552
fig|287.13173.peg.3671,2563,848,1002,959,1010,1016
fig|287.13173.peg.3672,2853,967,1272,1075,1127,1138
fig|287.13173.peg.3673,11165,4077,5078,4362,4786,4503
fig|287.13173.peg.3674,2610,839,1052,985,1071,1041
fig|287.13173.peg.3675,4143,1472,1845,1535,1765,1627
fig|287.13173.peg.3676,292,128,152,107,137,147
fig|287.13173.peg.3677,8639,3456,4028,3541,4023,3864
fig|287.13173.peg.3678,754,350,492,312,437,457
fig|287.13173.peg.3679,7422,2556,3066,2993,3014,3177
