gene_id,WT1,WT2,A1,A2
PA14_RS21110,1,5,5,9
PA14_RS21115,4293,2757,5665,5761
PA14_RS21120,11,14,51,39
PA14_RS21125,392,275,1312,1153
PA14_RS21130,117,89,356,289
PA14_RS21135,1,3,4,5
PA14_RS21140,0,0,0,3
PA14_RS21145,10,6,39,26
PA14_RS21150,5,1,20,18
PA14_RS21155,5,11,127,138
PA14_RS21160,53,35,266,323
PA14_RS21165,13,13,86,83
PA14_RS21170,2,1,22,26
PA14_RS21175,3,1,49,23
PA14_RS21180,0,1,10,13
PA14_RS21185,66,56,380,364
PA14_RS21190,32,34,311,225
PA14_RS21195,281,221,2087,2028
PA14_RS21200,1,1,28,27
PA14_RS21205,176,153,322,304
PA14_RS21210,3,2,18,20
PA14_RS21215,0,2,3,3
PA14_RS21220,24,13,74,80
PA14_RS21225,1,1,23,9
PA14_RS21230,13,4,69,50
PA14_RS21235,90,80,615,594
PA14_RS21240,2,1,33,17
PA14_RS21245,1,2,9,2
PA14_RS21250,7,9,13,25
PA14_RS21255,3,5,16,14
PA14_RS21260,4,4,32,31
PA14_RS21265,3,1,6,3
PA14_RS21270,0,2,1,10
PA14_RS21275,90,77,163,190
PA14_RS21280,19,12,35,35
PA14_RS21285,20,10,73,71
PA14_RS21290,10,10,105,97
PA14_RS21295,9,4,30,32
PA14_RS21300,1,1,12,13
PA14_RS21305,3637,4356,4871,7028
PA14_RS21310,36,28,180,178
PA14_RS21315,2,5,50,32
PA14_RS21320,85,60,112,100
PA14_RS21325,70,46,124,108
PA14_RS21330,31,24,37,48
PA14_RS21335,10,6,18,25
PA14_RS21340,15,15,120,93
PA14_RS21345,0,0,60,61
PA14_RS21350,0,0,22,16
PA14_RS21355,2,2,12,11
PA14_RS21360,3,2,7,5
PA14_RS21365,3,3,11,11
PA14_RS21370,3,3,7,4
PA14_RS21375,0,0,0,1
PA14_RS21380,1,0,3,2
PA14_RS21385,12,5,25,26
PA14_RS21390,19,19,24,48
PA14_RS21395,0,0,0,2
PA14_RS21410,1,0,6,13
PA14_RS21415,10,10,52,51
PA14_RS21420,10,4,27,20
PA14_RS21425,0,0,3,10
PA14_RS21430,1,1,6,9
PA14_RS21435,1,0,1,5
PA14_RS21440,0,2,3,6
PA14_RS21445,2,1,2,5
PA14_RS21450,1,0,2,4
PA14_RS21455,3,2,2,5
PA14_RS21460,11,7,23,21
PA14_RS21465,3,1,11,10
PA14_RS21470,8,3,33,25
PA14_RS21475,4,4,15,9
PA14_RS21480,1,2,6,8
PA14_RS21485,3,1,15,8
PA14_RS21490,0,0,6,0
PA14_RS21495,0,0,8,6
PA14_RS21500,64,48,188,208
PA14_RS21505,18,17,77,102
PA14_RS21510,1,1,8,9
PA14_RS21515,2,5,17,30
PA14_RS21520,1,1,3,5
PA14_RS21525,1,0,3,6
PA14_RS21530,0,0,2,3
PA14_RS21540,2,1,4,7
PA14_RS21545,0,0,5,9
PA14_RS21550,10,5,52,31
PA14_RS21555,9,2,62,49
PA14_RS21560,15,8,17,26
PA14_RS21565,11,6,89,109
PA14_RS21570,2,2,17,20
PA14_RS21575,618,502,1417,1428
PA14_RS21580,612,414,922,910
PA14_RS21585,338,262,370,349
PA14_RS21590,45,44,352,325
PA14_RS21595,24,19,59,55
PA14_RS21600,0,3,10,10
PA14_RS21605,5,7,36,35
PA14_RS21610,8,6,33,21
PA14_RS21615,1,0,6,7
PA14_RS21620,2,0,2,2
PA14_RS21625,1,5,7,8
PA14_RS21630,0,1,4,15
PA14_RS21635,16,10,55,54
PA14_RS21640,7,1,12,22
PA14_RS21645,2,0,4,1
PA14_RS21650,4,7,30,34
PA14_RS21655,1,1,8,16
PA14_RS21660,5,1,16,20
PA14_RS21665,36,19,105,122
PA14_RS21670,83,50,100,124
PA14_RS21675,28,28,30,50
PA14_RS21680,490,379,190,213
PA14_RS21685,16,10,36,32
PA14_RS21690,1,2,10,6
PA14_RS21695,1,2,7,4
PA14_RS21700,2,3,6,5
PA14_RS21705,37,17,55,75
PA14_RS21710,13,14,154,159
PA14_RS21715,5,6,13,6
PA14_RS21720,10,12,46,46
PA14_RS21725,12,2,17,39
PA14_RS21730,3,0,1,3
PA14_RS21735,0,0,1,0
PA14_RS21740,2,1,15,9
PA14_RS21745,0,0,4,11
PA14_RS21750,0,0,15,4
PA14_RS21755,0,1,3,2
PA14_RS21760,186,109,519,622
PA14_RS21765,576,443,900,927
PA14_RS21770,42,24,246,256
PA14_RS21775,3,0,27,19
PA14_RS21780,1,1,4,7
PA14_RS21785,3,0,7,9
PA14_RS21790,21,7,21,20
PA14_RS21795,1,0,5,6
PA14_RS21800,0,1,10,9
PA14_RS21805,0,11,26,21
PA14_RS21810,8,6,79,69
PA14_RS21815,39,18,179,187
PA14_RS21820,292,184,732,769
PA14_RS21825,8,5,2,4
PA14_RS21830,5,1,7,16
PA14_RS21835,1,3,7,4
PA14_RS21840,34,14,58,49
PA14_RS21845,75,49,212,198
PA14_RS21850,11,10,98,100
PA14_RS21855,0,1,3,8
PA14_RS21860,0,0,3,3
PA14_RS21865,1,0,6,1
PA14_RS21870,18,23,158,179
PA14_RS21875,5,5,23,21
PA14_RS21880,0,1,3,9
PA14_RS21885,0,2,16,13
PA14_RS21890,5,1,13,11
PA14_RS21895,6,0,15,19
PA14_RS21900,5,1,38,40
PA14_RS21905,1,4,15,6
PA14_RS21910,1,3,7,11
PA14_RS21915,1,1,12,11
PA14_RS21920,2,0,2,8
PA14_RS21925,855,558,17889,16415
PA14_RS21930,7,11,57,53
PA14_RS21935,0,0,15,18
PA14_RS21940,0,1,5,4
PA14_RS21945,0,0,7,12
PA14_RS21955,27,19,89,123
PA14_RS21960,5,4,19,23
PA14_RS21965,10,6,37,30
PA14_RS21970,70,44,186,151
PA14_RS21975,228,165,825,971
PA14_RS21980,59,65,149,161
PA14_RS21985,64,41,71,74
PA14_RS21990,58,31,98,109
PA14_RS21995,5,1,8,6
PA14_RS22000,0,0,1,5
PA14_RS22005,2,2,15,27
PA14_RS22010,1,0,2,4
PA14_RS22015,0,0,3,5
PA14_RS22020,26,24,21,41
PA14_RS22025,0,1,10,4
PA14_RS22030,0,0,3,1
PA14_RS22035,0,0,0,2
PA14_RS22040,23,13,58,70
PA14_RS22045,14,11,20,30
PA14_RS22050,5,7,20,26
PA14_RS22055,11,10,14,16
PA14_RS22065,1717,1256,536,705
PA14_RS22070,80,67,135,147
PA14_RS22075,6,6,42,48
PA14_RS22080,8,9,5,13
PA14_RS22085,13,5,181,149
PA14_RS22090,9,4,221,189
PA14_RS22095,0,5,15,11
PA14_RS22100,0,0,4,2
PA14_RS22105,0,3,4,6
PA14_RS22110,0,0,2,0
PA14_RS22115,0,1,4,4
PA14_RS22120,5,4,20,34
PA14_RS22125,11,13,33,40
PA14_RS22130,1,1,10,9
PA14_RS22135,1,1,8,2
PA14_RS22140,0,3,5,1
PA14_RS22150,2,1,5,6
PA14_RS22155,122,58,314,303
PA14_RS22160,1,1,6,0
PA14_RS22165,1,1,6,4
PA14_RS22170,38,16,250,199
PA14_RS22175,43,33,282,240
PA14_RS22180,2,3,3,5
PA14_RS22185,0,0,0,1
PA14_RS22190,94,68,475,442
PA14_RS22195,147,96,471,521
PA14_RS22200,5,4,7,13
PA14_RS22205,54,39,93,87
PA14_RS22210,15,11,50,53
PA14_RS22215,2,5,3,6
PA14_RS22220,2,0,17,17
PA14_RS22225,0,1,0,11
PA14_RS22230,58,35,60,74
PA14_RS22235,47,29,40,43
PA14_RS22240,42,36,34,48
PA14_RS22245,46,30,36,27
PA14_RS22250,16,13,24,25
PA14_RS22255,0,4,8,14
PA14_RS22260,0,2,7,7
PA14_RS22265,1,1,12,13
PA14_RS22270,4,1,12,23
PA14_RS22275,4,7,4,21
PA14_RS22280,2,2,11,12
PA14_RS22290,0,0,1,0
PA14_RS22295,21,12,35,34
PA14_RS22300,5,4,13,37
PA14_RS22305,1,0,8,18
PA14_RS22310,6,11,45,36
PA14_RS22315,10,7,32,19
PA14_RS22320,10,7,70,51
PA14_RS22325,56,27,279,248
PA14_RS22330,2476,2156,5134,4368
PA14_RS22340,8,2,205,192
PA14_RS22345,18,5,108,88
PA14_RS22350,73,39,140,116
PA14_RS22355,5,4,31,24
PA14_RS22360,5,7,51,37
PA14_RS22365,0,2,18,19
PA14_RS22370,60,71,276,332
PA14_RS22375,22,21,97,110
PA14_RS22385,5,3,16,22
PA14_RS22390,0,2,3,6
PA14_RS22395,10,9,78,95
PA14_RS22400,9,4,13,36
PA14_RS22405,1,2,10,12
PA14_RS22410,2,0,7,8
PA14_RS22415,1,3,10,10
PA14_RS22420,1,0,7,5
PA14_RS22425,88,67,232,189
PA14_RS22430,10,6,115,105
PA14_RS22440,343,235,760,850
PA14_RS22450,5,2,8,11
PA14_RS22455,3,1,7,4
PA14_RS22460,8,8,49,48
PA14_RS22465,2,0,11,9
PA14_RS22470,1,1,5,15
PA14_RS22475,1,1,14,12
PA14_RS22480,22,13,111,102
PA14_RS22485,1,4,19,23
PA14_RS22490,32,35,133,148
PA14_RS22495,701,397,2346,2410
PA14_RS22500,12,11,38,34
PA14_RS22505,0,4,5,8
PA14_RS22510,0,5,31,49
PA14_RS22520,0,0,1,1
PA14_RS22530,0,0,0,3
PA14_RS22535,0,0,4,0
PA14_RS22540,10,6,2,4
PA14_RS22545,1,4,14,8
PA14_RS22550,2,0,6,3
PA14_RS22555,0,0,2,1
PA14_RS22560,0,0,12,3
PA14_RS22565,1,0,9,6
PA14_RS22575,19,12,30,33
PA14_RS22580,35,28,119,159
PA14_RS22585,2,1,9,16
PA14_RS22590,3,1,3,6
PA14_RS22595,9,1,9,10
PA14_RS22600,0,1,1,1
PA14_RS22605,0,0,0,1
PA14_RS22610,0,0,1,0
PA14_RS22615,0,0,0,4
PA14_RS22620,0,0,4,2
PA14_RS22625,0,0,1,0
PA14_RS22630,24,13,16,14
PA14_RS22635,1,1,1,5
PA14_RS22640,1,0,20,15
PA14_RS22645,0,0,0,3
PA14_RS22650,0,0,1,1
PA14_RS22655,6,4,16,15
PA14_RS22660,5,4,7,3
PA14_RS22665,1,0,0,5
PA14_RS22670,2,2,10,14
PA14_RS22675,17,10,26,25
PA14_RS22680,2,0,0,0
PA14_RS22685,0,0,4,6
PA14_RS22690,1,1,2,5
PA14_RS22695,1,1,1,0
PA14_RS22700,1,0,7,6
PA14_RS22705,51,59,169,188
PA14_RS22710,97,77,133,173
PA14_RS22715,1,2,10,6
PA14_RS22720,2,0,4,8
PA14_RS22725,4,5,11,25
PA14_RS22730,4,0,1,8
PA14_RS22735,1,0,31,32
PA14_RS22740,9,5,13,29
PA14_RS22745,10,8,6,7
PA14_RS22750,0,0,9,5
PA14_RS22760,29,23,503,460
PA14_RS22765,2,4,16,12
PA14_RS22770,0,2,5,10
PA14_RS22775,4,8,23,43
PA14_RS22780,72,55,48,84
PA14_RS22785,52,21,67,59
PA14_RS22790,1,0,3,6
PA14_RS22795,0,0,0,2
PA14_RS22800,3,5,22,18
PA14_RS22805,0,0,2,5
PA14_RS22810,0,1,3,2
PA14_RS22815,4,1,9,8
PA14_RS22820,0,0,8,6
PA14_RS22825,0,1,0,3
PA14_RS22830,30,16,60,68
PA14_RS22835,72,45,197,216
PA14_RS22840,1,4,6,3
PA14_RS22845,167,135,193,209
PA14_RS22850,176,121,221,237
PA14_RS22855,19,12,56,41
PA14_RS22860,8,7,35,39
PA14_RS22865,7,6,28,30
PA14_RS22870,0,0,1,0
PA14_RS22875,10,0,16,20
PA14_RS22880,2578,1588,8118,8560
PA14_RS22885,14,7,120,150
PA14_RS22890,55,51,353,382
PA14_RS22895,4,4,64,42
PA14_RS22900,22,16,86,77
PA14_RS22905,44,43,113,93
PA14_RS22910,23,16,46,30
PA14_RS22915,101,61,170,153
PA14_RS22920,74,58,108,97
PA14_RS22925,28,11,16,8
PA14_RS22930,4,6,28,20
PA14_RS22935,5,1,5,6
PA14_RS22940,5,3,44,58
PA14_RS22945,451,295,1083,1195
PA14_RS22950,232,160,327,361
PA14_RS22955,75,46,121,132
PA14_RS22960,0,0,3,2
PA14_RS22965,2,0,4,18
PA14_RS22970,188,120,741,709
PA14_RS22975,1,2,7,17
PA14_RS22980,0,1,5,3
PA14_RS22985,0,0,3,4
PA14_RS22990,2,0,3,5
PA14_RS22995,1,2,17,18
PA14_RS23000,3,0,23,8
PA14_RS23005,0,0,4,1
PA14_RS23010,4,2,23,16
PA14_RS23015,0,0,16,11
PA14_RS23020,1,0,1,7
PA14_RS23025,3,2,13,16
PA14_RS23030,0,0,12,9
PA14_RS23035,4,2,1,6
PA14_RS23040,0,0,2,3
PA14_RS23045,1,0,3,2
PA14_RS23050,0,0,3,1
PA14_RS23055,0,0,8,6
PA14_RS23060,4,2,8,16
PA14_RS23065,0,0,2,2
PA14_RS23070,0,0,0,1
PA14_RS23075,2,1,24,10
PA14_RS23080,2,3,18,17
PA14_RS23085,16,13,40,32
PA14_RS23090,0,0,3,3
PA14_RS23095,4,2,29,38
PA14_RS23100,0,0,2,7
PA14_RS23105,0,2,8,6
PA14_RS23110,2,0,2,8
PA14_RS23115,0,0,7,6
PA14_RS23120,6,6,14,11
PA14_RS23125,2,0,1,0
PA14_RS23130,0,1,7,3
PA14_RS23135,0,0,3,5
PA14_RS23140,1064,807,1109,1068
PA14_RS23145,126,90,244,213
PA14_RS23150,5,14,21,24
PA14_RS23155,0,0,5,4
PA14_RS23160,141,97,437,421
PA14_RS23165,8,4,62,65
PA14_RS23170,14,7,40,50
PA14_RS23175,14,9,30,35
PA14_RS23180,30,31,223,260
PA14_RS23185,105,82,135,161
PA14_RS23190,44,46,179,246
PA14_RS23195,2,1,1,0
PA14_RS23200,2,0,12,18
PA14_RS23205,14,9,22,38
PA14_RS23210,4,2,5,7
PA14_RS23215,5,3,11,10
PA14_RS23220,3,1,5,5
PA14_RS23230,1,1,5,8
PA14_RS23235,8,3,19,11
PA14_RS23240,4,2,14,11
PA14_RS23245,0,1,15,11
PA14_RS23250,0,2,7,5
PA14_RS23255,0,0,6,0
PA14_RS23260,178,138,497,463
PA14_RS23265,4,5,28,19
PA14_RS23270,4,3,28,20
PA14_RS23275,5,3,23,16
PA14_RS23280,35,21,191,168
PA14_RS23285,1,2,9,6
PA14_RS23290,0,5,10,21
PA14_RS23295,8,4,24,20
PA14_RS23300,11,3,9,23
PA14_RS23305,32,21,69,62
PA14_RS23310,71,47,99,103
PA14_RS23315,5,3,20,12
PA14_RS23320,0,0,1,1
PA14_RS23325,3,3,15,5
PA14_RS23330,6,0,18,13
PA14_RS23335,2,1,3,13
PA14_RS23340,9,7,28,36
PA14_RS23345,5,6,125,134
PA14_RS23350,0,0,15,23
PA14_RS23355,1,1,10,10
PA14_RS23360,0,0,1,0
PA14_RS23365,1,0,2,3
PA14_RS23370,1,2,1,4
PA14_RS23375,0,3,13,2
PA14_RS23380,1,0,4,3
PA14_RS23390,1,1,15,7
PA14_RS23395,1,2,11,6
PA14_RS23400,1,0,9,3
PA14_RS23405,1,1,10,13
PA14_RS23410,0,0,2,0
PA14_RS23415,24,7,48,58
PA14_RS23420,1,1,2,8
PA14_RS23425,4,8,14,7
PA14_RS23430,49,28,161,140
PA14_RS23435,49,47,223,194
PA14_RS23440,97,70,775,702
PA14_RS23445,94,63,641,597
PA14_RS23450,4,0,31,52
PA14_RS23455,1,2,12,15
PA14_RS23460,1,0,16,5
PA14_RS23465,10,6,27,27
PA14_RS23470,0,0,7,10
PA14_RS23475,0,0,0,1
PA14_RS23480,1,1,7,11
PA14_RS23485,68,56,147,169
PA14_RS23490,7,11,59,35
PA14_RS23495,7,7,66,66
PA14_RS23500,4,5,13,25
PA14_RS23505,1,1,13,5
PA14_RS23510,3,3,9,12
PA14_RS23515,2,3,4,7
PA14_RS23520,184,119,806,734
PA14_RS23525,4,4,79,96
PA14_RS23530,14,6,30,30
PA14_RS23535,46,41,107,116
PA14_RS23540,42,26,32,38
PA14_RS23545,35,40,319,306
PA14_RS23550,4,5,25,17
PA14_RS23555,7,2,19,31
PA14_RS23560,2,2,11,14
PA14_RS23565,2,3,10,14
PA14_RS23570,8,1,11,11
PA14_RS23575,0,0,1,2
PA14_RS23580,0,1,10,2
PA14_RS23585,2,5,10,11
PA14_RS23590,3,1,18,42
PA14_RS23595,5,4,18,14
PA14_RS23600,213,93,859,948
PA14_RS23605,75,50,406,381
PA14_RS23610,184,121,526,531
PA14_RS23615,305,188,7511,5979
PA14_RS23620,137,105,366,320
PA14_RS23625,1012,742,2141,2089
PA14_RS23630,7000,4964,14406,15072
PA14_RS23635,1383,947,2955,3492
PA14_RS23640,1014,698,2210,2244
PA14_RS23645,290,190,493,512
PA14_RS23650,12,10,91,59
PA14_RS23655,16,13,53,71
PA14_RS23660,1,0,15,12
PA14_RS23665,3,6,39,39
PA14_RS23670,5,1,7,18
PA14_RS23675,4,5,15,12
PA14_RS23680,63,43,288,333
PA14_RS23685,11,1,44,37
PA14_RS23690,0,2,5,4
PA14_RS23695,0,1,6,12
PA14_RS23700,0,2,7,9
PA14_RS23705,1,2,11,3
PA14_RS23710,1,0,5,7
PA14_RS23715,4,8,8,22
PA14_RS23720,1,0,9,6
PA14_RS23725,73,49,688,835
PA14_RS23730,153,80,948,915
PA14_RS23735,240,157,869,878
PA14_RS23740,2,0,16,14
PA14_RS23745,73,46,236,225
PA14_RS23750,11,2,45,35
PA14_RS23755,1,1,12,10
PA14_RS23760,13,9,41,37
PA14_RS23765,0,0,6,7
PA14_RS23770,2,0,10,13
PA14_RS23775,2,4,2,7
PA14_RS23780,0,1,9,12
PA14_RS23785,2,1,12,6
PA14_RS23790,143,95,251,310
PA14_RS23795,245,198,752,721
PA14_RS23800,33,43,33,34
PA14_RS23805,2,2,11,8
PA14_RS23810,61,38,168,115
PA14_RS23815,903,618,3751,3349
PA14_RS23820,111,101,318,272
PA14_RS23825,152,99,320,235
PA14_RS23830,100,75,217,228
PA14_RS23835,125,58,256,278
PA14_RS23840,20,13,55,55
PA14_RS23845,35,38,81,92
PA14_RS23850,2,2,6,8
PA14_RS23855,1,0,12,14
PA14_RS23860,4,2,6,4
PA14_RS23865,0,0,1,0
PA14_RS23870,3,6,4,0
PA14_RS23875,21,15,487,516
PA14_RS23880,1,1,11,11
PA14_RS23885,6,6,42,43
PA14_RS23890,1,1,22,23
PA14_RS23895,2,0,21,23
PA14_RS23900,13,6,41,23
PA14_RS23910,7,8,37,24
PA14_RS23915,4,1,18,18
PA14_RS23920,3,0,9,2
PA14_RS23925,0,0,1,3
PA14_RS23930,0,2,22,21
PA14_RS23935,20,16,81,61
PA14_RS23940,3,2,0,5
PA14_RS23945,10,8,31,38
PA14_RS23955,406,310,868,954
PA14_RS23960,1413,1021,2662,2898
PA14_RS23965,47,41,170,178
PA14_RS23970,37,34,182,138
PA14_RS23975,27,17,114,107
PA14_RS23980,10,9,9,15
PA14_RS23985,10,11,58,66
PA14_RS23990,0,0,0,4
PA14_RS23995,0,2,2,2
PA14_RS24000,36,18,71,76
PA14_RS24005,19,12,12,16
PA14_RS24010,4,2,18,27
PA14_RS24015,97,68,380,397
PA14_RS24020,44,39,247,254
PA14_RS24025,1,2,4,7
PA14_RS24030,19,9,91,88
PA14_RS24035,8,8,74,54
PA14_RS24040,24,4,94,44
PA14_RS24045,15,11,16,12
PA14_RS24050,8,4,17,12
PA14_RS24055,4,3,7,5
PA14_RS24060,4,0,5,2
PA14_RS24065,6,9,2,3
PA14_RS24070,34,18,83,62
PA14_RS24080,0,1,2,3
PA14_RS24085,2,0,2,2
PA14_RS24100,96,56,225,212
PA14_RS24105,13,12,14,5
PA14_RS24110,105,74,184,161
PA14_RS24115,45,26,72,81
PA14_RS24120,44,27,31,28
PA14_RS24125,54,35,66,62
PA14_RS24130,45,23,96,90
PA14_RS24135,42,31,73,68
PA14_RS24140,115,74,87,91
PA14_RS24145,2,3,5,11
PA14_RS24155,37,25,158,159
PA14_RS24160,29,17,78,84
PA14_RS24165,8,4,21,21
PA14_RS24180,0,2,17,24
PA14_RS24185,8,1,9,28
PA14_RS24190,4,2,7,19
PA14_RS24195,1,0,1,0
PA14_RS24200,33,8,138,184
PA14_RS24205,1,1,8,11
PA14_RS24210,16,11,16,12
PA14_RS24215,5,6,9,12
PA14_RS24220,22,26,64,80
PA14_RS24225,3,0,14,10
PA14_RS24230,66,41,90,78
PA14_RS24235,86,61,158,191
PA14_RS24240,89,63,55,60
PA14_RS24245,73,45,76,116
PA14_RS24250,8,9,2,6
PA14_RS24255,20,10,12,25
PA14_RS24260,4,4,4,2
PA14_RS24265,6,4,9,10
PA14_RS24270,4,2,1,5
PA14_RS24275,2,0,6,3
PA14_RS24280,7,2,6,10
PA14_RS24285,5,3,24,23
PA14_RS24290,1,0,14,10
PA14_RS24295,150,78,447,409
PA14_RS24300,2,4,153,110
PA14_RS24305,1,2,52,72
PA14_RS24315,0,4,9,5
PA14_RS24320,0,1,6,2
PA14_RS24325,4,3,2,1
PA14_RS24330,2,2,5,6
PA14_RS24335,1,1,1,6
PA14_RS24340,16,15,31,22
PA14_RS24345,6,3,35,25
PA14_RS24350,1,3,5,3
PA14_RS24355,45,24,84,88
PA14_RS24360,0,2,9,3
PA14_RS24365,8,2,19,18
PA14_RS24370,5,4,18,33
PA14_RS24375,0,3,15,9
PA14_RS24380,10,8,42,40
PA14_RS24385,25,26,146,138
PA14_RS24390,20,15,102,83
PA14_RS24395,30,23,250,299
PA14_RS24400,3,2,27,39
PA14_RS24405,73,36,144,123
PA14_RS24415,11,12,41,51
PA14_RS24420,0,0,17,1
PA14_RS24425,0,0,0,1
PA14_RS24430,4,3,19,3
PA14_RS24435,3,6,2,5
PA14_RS24440,7,12,37,19
PA14_RS24445,8,3,16,18
PA14_RS24450,12,5,22,22
PA14_RS24455,1,2,6,1
PA14_RS24460,29,15,34,40
PA14_RS24465,19,14,49,60
PA14_RS24470,27,17,39,45
PA14_RS24475,0,3,8,8
PA14_RS24480,6,5,37,25
PA14_RS24485,0,3,6,10
PA14_RS24490,28,23,55,56
PA14_RS24495,1,1,3,1
PA14_RS24500,13,7,44,36
PA14_RS24505,99,98,308,278
PA14_RS24510,26,24,172,147
PA14_RS24515,754,543,1476,1392
PA14_RS24520,682,444,1125,1116
PA14_RS24525,21,18,86,101
PA14_RS24530,1,3,9,24
PA14_RS24535,91,62,335,325
PA14_RS24540,100,71,288,328
PA14_RS24545,3,9,23,33
PA14_RS24550,1,2,0,4
PA14_RS24555,1,1,11,10
PA14_RS24560,1,3,28,27
PA14_RS24565,1,0,0,4
PA14_RS24570,4,4,22,32
PA14_RS24575,128,86,1737,1599
PA14_RS24580,0,0,11,15
PA14_RS24585,17,19,79,47
PA14_RS24590,49,33,61,54
PA14_RS24595,0,0,5,6
PA14_RS24600,18,6,52,50
PA14_RS24605,113,59,528,560
PA14_RS24610,31,17,133,143
PA14_RS24615,65,43,186,208
PA14_RS24620,123,67,164,180
PA14_RS24625,2166,1486,2822,2803
PA14_RS24630,244,176,419,429
PA14_RS24635,115,61,174,224
PA14_RS24640,21,16,111,88
PA14_RS24645,0,2,3,8
PA14_RS24650,0,2,31,45
PA14_RS24655,22,16,59,62
PA14_RS24660,1,1,10,12
PA14_RS24665,1,6,20,15
PA14_RS24670,80,75,1291,1279
PA14_RS24675,0,0,8,13
PA14_RS24680,0,0,3,2
PA14_RS24685,3,3,6,10
PA14_RS24690,1,1,45,46
PA14_RS24695,1,2,32,21
PA14_RS24700,28,23,351,333
PA14_RS24705,1,3,18,14
PA14_RS24710,338,233,1050,1092
PA14_RS24715,26,19,97,88
PA14_RS24720,0,1,12,7
PA14_RS24725,0,7,19,10
PA14_RS24730,0,0,1,3
PA14_RS24735,6,8,20,19
PA14_RS24740,1,0,1,3
PA14_RS24745,895,644,1499,1404
PA14_RS24750,130,88,180,126
PA14_RS24755,16,4,31,14
PA14_RS24760,2,0,4,7
PA14_RS24765,0,1,23,14
PA14_RS24770,52,18,276,314
PA14_RS24775,23,19,140,171
PA14_RS24780,15,12,68,53
PA14_RS24785,12,9,44,36
PA14_RS24790,0,0,4,6
PA14_RS24795,1053,796,418,431
PA14_RS24800,19,22,29,23
PA14_RS24805,11,2,23,30
PA14_RS24810,6,6,16,31
PA14_RS24815,8,3,15,10
PA14_RS24820,4,1,7,7
PA14_RS24825,1,0,7,2
PA14_RS24830,1,2,6,3
PA14_RS24835,6,6,19,19
PA14_RS24840,0,1,0,0
PA14_RS24845,46,27,140,102
PA14_RS24850,5,3,26,34
PA14_RS24855,4,8,66,58
PA14_RS24860,0,0,1,3
PA14_RS24865,33,18,132,159
PA14_RS24870,104,90,245,241
PA14_RS24875,49,31,483,453
PA14_RS24880,1,0,2,1
PA14_RS24885,3,1,4,3
PA14_RS24890,0,0,4,0
PA14_RS24895,38,26,78,113
PA14_RS24900,0,4,9,7
PA14_RS24905,64,39,117,94
PA14_RS24910,10,6,28,11
PA14_RS24915,85,61,340,392
PA14_RS24920,13,11,42,64
PA14_RS24925,2,0,26,16
PA14_RS24930,1,1,20,29
PA14_RS24940,165,120,651,646
PA14_RS24945,7,2,34,40
PA14_RS24950,3,0,17,26
PA14_RS24955,9,6,72,73
PA14_RS24960,0,2,11,16
PA14_RS24965,0,0,0,3
PA14_RS24970,1,3,5,9
PA14_RS24975,2,0,5,5
PA14_RS24980,2,3,8,6
PA14_RS24985,0,2,12,11
PA14_RS24990,0,0,3,3
PA14_RS24995,2,2,37,26
PA14_RS25000,23,7,109,78
PA14_RS25005,0,1,20,23
PA14_RS25010,2,1,49,27
PA14_RS25015,21,14,125,161
PA14_RS25020,4,1,31,18
PA14_RS25025,7,4,15,21
PA14_RS25030,3,1,22,17
PA14_RS25035,5,2,7,13
PA14_RS25040,221,169,269,319
PA14_RS25045,4,2,13,6
PA14_RS25050,0,2,15,12
PA14_RS25055,0,0,1,0
PA14_RS25060,0,0,0,1
PA14_RS25065,35,26,241,248
PA14_RS25070,5,3,20,14
PA14_RS25080,1,2,3,8
PA14_RS25085,75,54,683,626
PA14_RS25090,2,3,27,23
PA14_RS25095,1,0,8,5
PA14_RS25100,0,0,4,11
PA14_RS25105,0,0,4,5
PA14_RS25110,3,3,3,12
PA14_RS25115,30,33,130,105
PA14_RS25120,73,49,149,160
PA14_RS25125,1,4,10,24
PA14_RS25130,0,0,2,2
PA14_RS25135,0,0,4,0
PA14_RS25140,1,0,4,9
PA14_RS25145,5,6,19,15
PA14_RS25150,4,19,53,60
PA14_RS25155,1,10,12,7
PA14_RS25160,0,1,3,4
PA14_RS25165,0,0,0,5
PA14_RS25170,47,48,193,171
PA14_RS25175,53,31,119,118
PA14_RS25180,9,12,15,22
PA14_RS25185,22,20,34,40
PA14_RS25190,9,2,13,15
PA14_RS25195,23,16,29,31
PA14_RS25200,0,0,2,0
PA14_RS25205,0,0,5,4
PA14_RS25210,3,3,4,5
PA14_RS25215,0,0,4,10
PA14_RS25220,126,85,367,357
PA14_RS25225,24,17,108,89
PA14_RS25230,124,107,1921,1980
PA14_RS25235,243,289,835,997
PA14_RS25240,405,240,11581,11413
PA14_RS25245,246,174,5860,5578
PA14_RS25250,291,214,5154,3490
PA14_RS25255,299,205,2802,2423
PA14_RS25260,606,949,2623,3777
PA14_RS25265,5,5,160,180
PA14_RS25270,25,16,128,150
PA14_RS25275,2,4,27,21
PA14_RS25280,0,2,5,6
PA14_RS25285,9,2,4,5
PA14_RS25290,1,0,0,4
PA14_RS25295,1,0,2,2
PA14_RS25300,1,0,5,14
PA14_RS25305,4,2,6,10
PA14_RS25310,15,5,16,23
PA14_RS25315,14,6,53,52
PA14_RS25320,27,21,184,174
PA14_RS25325,183,142,502,479
PA14_RS25330,37,37,137,155
PA14_RS25335,1,4,30,22
