gene_id,PA_DP08,PA_DP09,PA_DP12,PA_RP01,PA_RP04,PA_RP06,PAEF_DP44,PAEF_DP45,PAEF_DP47,PAEF_RP37,PAEF_RP39,PAEF_RP41,PALDH_DP55,PALDH_DP58,PALDH_DP60,PALDH_RP49,PALDH_RP52,PALDH_RP53
PA1424a,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
PA1425,2,0,1,2,1,1,0,0,0,1,3,1,0,0,1,12,0,0
PA1428,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
PA1428a,0,2,2,2,5,1,0,0,0,1,2,0,4,1,1,3,0,0
PA1429,7,9,9,17,18,21,0,0,1,16,23,12,12,8,7,38,27,31
PA1430,41,52,43,61,55,72,0,0,1,52,54,55,40,23,21,66,49,46
PA1431,38,59,54,50,38,47,0,0,0,46,61,27,65,29,22,51,29,25
PA1432,63,88,86,61,68,69,0,0,0,29,56,34,65,39,35,44,30,29
PA1433,5,4,7,3,4,2,0,0,0,3,7,3,4,3,4,10,3,4
PA1434,2,2,1,1,2,0,0,0,0,1,1,0,3,0,0,7,1,0
PA1435,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0
PA1436,4,2,7,5,1,1,0,0,0,4,8,0,3,1,3,7,1,4
PA1437,1,7,3,0,1,0,0,0,0,3,0,0,0,1,1,2,2,0
PA1438,0,2,5,1,2,2,0,1,0,3,2,1,2,1,0,6,1,2
PA1439,0,0,1,2,0,0,0,0,0,1,1,1,1,1,1,1,1,0
PA1440,11,9,14,13,19,21,0,0,0,9,18,12,8,7,9,11,15,7
PA1441,9,9,6,5,7,8,0,0,0,6,9,6,4,2,1,10,5,3
PA1442,3,1,2,3,3,0,0,0,0,4,1,2,5,1,0,2,1,2
PA1443,19,16,21,17,17,11,0,0,0,12,17,10,16,10,7,12,13,8
PA1444,1,2,6,1,5,1,0,0,0,4,4,6,3,2,4,7,4,3
PA1445,0,5,4,1,3,3,0,0,0,0,4,1,1,1,1,3,2,2
PA1446,0,3,4,2,5,4,0,0,0,1,3,0,5,2,0,1,0,3
PA1447,2,2,0,1,0,0,0,0,0,0,1,0,1,1,2,0,1,0
PA1448,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0
PA1449,0,2,0,1,0,0,0,0,0,2,2,1,0,1,0,1,0,0
PA1450,0,1,2,0,0,1,0,0,0,3,0,1,0,0,1,3,1,0
PA1451,0,1,0,2,2,1,0,0,0,0,2,1,2,0,0,6,1,2
PA1452,9,13,11,7,9,11,0,0,0,7,7,8,10,9,4,9,11,5
PA1453,15,17,13,17,11,19,93,114,94,22,19,24,18,40,28,27,26,17
PA1454,33,19,22,17,22,16,0,0,0,22,11,14,23,11,6,13,12,9
PA1455,15,24,20,26,22,22,0,0,0,17,21,12,15,14,12,17,15,10
PA1456,8,10,2,9,8,3,0,0,0,7,4,7,8,2,3,9,5,6
PA1457,15,19,21,25,12,17,0,0,0,15,19,10,9,12,5,16,15,8
PA1458,18,33,19,28,17,19,0,0,0,21,24,21,22,9,11,25,24,11
PA1459,16,4,9,7,10,11,0,0,0,11,12,13,6,4,5,18,10,8
PA1460,1,11,9,2,6,8,0,0,0,6,5,5,2,5,0,3,3,8
PA1461,6,6,7,7,5,3,0,0,0,3,3,2,2,2,1,3,2,5
PA1462,9,11,11,15,15,19,0,0,0,7,13,11,6,9,4,10,6,3
PA1463,3,8,8,1,7,5,0,0,0,6,8,4,2,4,2,6,4,4
PA1464,16,23,27,25,24,17,0,0,0,14,26,19,23,11,13,23,26,29
PA1465,0,0,0,2,0,1,0,0,0,1,2,4,2,2,0,3,2,2
PA1466,1,1,1,0,0,2,0,0,0,0,1,0,4,3,1,1,0,0
PA1467,1,1,2,0,0,0,0,0,0,2,0,2,2,0,0,5,1,0
PA1468,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
PA1469,0,2,1,1,1,0,0,0,0,1,0,0,0,1,1,5,0,1
PA1470,1,1,0,0,3,0,0,0,0,3,2,4,0,2,0,6,1,2
PA1471,3,2,2,3,0,1,0,0,0,1,3,1,2,2,4,3,1,0
PA1472,2,0,0,1,1,1,0,0,0,0,2,2,0,0,1,1,1,1
PA1473,0,2,1,1,2,1,0,0,0,2,1,0,3,0,1,0,0,1
PA1474,11,8,5,4,3,8,0,0,0,3,10,7,7,5,0,10,5,2
PA1475,2,2,2,2,3,2,0,0,0,1,2,6,2,0,1,6,0,2
PA1476,2,2,3,1,6,2,0,0,0,1,1,4,2,1,0,2,4,4
PA1477,1,2,6,2,6,3,0,0,0,3,4,1,7,0,0,7,1,4
PA1478,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1479,0,0,2,1,5,4,0,0,0,2,4,0,5,1,1,1,5,3
PA1480,2,3,8,7,4,9,0,2,1,2,4,2,4,2,3,9,9,3
PA1481,3,4,7,3,5,5,0,0,0,6,4,3,2,5,2,8,6,3
PA1482,3,2,5,3,2,7,0,0,0,1,4,5,0,1,4,2,2,1
PA1483,4,4,6,5,7,4,0,0,0,7,5,3,5,6,0,14,5,4
PA1483a,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,2,1,0
PA1484,2,4,5,0,1,1,0,0,0,0,1,2,1,0,1,1,2,0
PA1485,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
PA1486,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,10,1,1
PA1487,1,2,0,1,0,0,0,0,0,1,2,1,3,0,0,4,1,1
PA1488,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
PA1489,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,3,0,0
PA1490,1,0,0,2,0,2,0,0,0,0,2,0,2,0,1,1,1,1
PA1491,2,3,0,0,0,4,0,0,0,3,0,1,0,0,1,2,1,2
PA1492,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
PA1493,10,21,17,16,17,21,0,0,0,10,9,8,6,5,10,10,4,13
PA1494,5,7,9,5,3,3,0,0,0,2,5,6,4,2,9,10,2,3
PA1495,0,1,2,1,0,1,0,0,0,1,0,0,2,0,0,5,0,0
PA1496,2,1,1,2,1,1,0,0,0,0,3,3,3,1,2,1,2,0
PA1497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1
PA1498,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,9,1,0
PA1499,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PA1500,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,1,0
PA1501,1,2,2,0,2,2,0,0,0,1,2,2,3,0,0,1,0,3
PA1502,0,2,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,0
PA1503,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,1,0
PA1504,7,6,8,2,6,4,0,0,0,1,1,0,6,7,2,7,1,5
PA1505,12,12,12,4,5,4,0,0,0,5,8,4,8,3,5,9,3,2
PA1506,0,2,1,2,4,2,0,0,0,0,3,3,1,1,0,5,7,0
PA1507,3,5,2,2,2,3,0,0,0,4,3,3,4,4,1,3,1,5
PA1508,0,2,0,2,2,2,0,0,0,0,0,0,3,2,2,1,2,0
PA1509,6,10,11,7,9,8,0,0,0,5,8,8,5,3,4,13,9,9
PA1510,8,4,7,6,11,5,0,0,0,7,14,10,12,7,3,12,6,6
PA1511,4,2,6,1,1,1,1,0,0,5,4,5,2,2,0,6,2,2
PA1512,2,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0
PA1513,2,5,3,5,4,4,0,0,0,1,1,2,3,0,2,12,1,3
PA1514,0,1,0,1,0,1,0,0,0,0,1,0,1,0,2,0,1,1
PA1515,0,1,2,1,0,0,0,0,0,1,1,1,2,0,0,5,0,1
PA1516,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
PA1517,1,4,3,3,4,3,0,0,0,2,1,0,1,0,2,2,3,3
PA1518,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
PA1519,0,0,1,2,1,3,0,0,0,0,2,0,0,1,0,4,0,0
PA1520,7,10,7,6,8,9,0,0,0,5,11,6,5,1,4,6,9,5
PA1521,2,2,1,3,4,1,0,0,0,0,0,1,3,1,1,5,2,1
PA1522,3,1,0,2,1,6,0,0,0,4,2,3,7,1,0,2,7,1
PA1523,4,7,3,5,5,5,0,0,0,5,7,4,2,3,1,8,5,2
PA1524,3,0,1,2,4,2,0,0,0,2,3,1,1,0,0,8,2,1
PA1525,5,1,4,3,2,4,0,0,0,1,1,1,2,1,3,2,2,0
PA1526,2,3,8,4,1,6,0,0,0,4,2,3,1,4,5,4,3,2
PA1527,21,30,47,27,34,45,0,0,1,32,36,34,37,25,16,41,37,23
PA1528,21,30,43,27,35,30,0,0,1,33,35,36,24,24,18,48,26,32
PA1529,5,13,14,3,11,7,0,0,0,8,10,10,6,2,2,10,5,9
PA1530,0,0,4,2,0,1,0,0,0,0,5,1,1,1,0,2,0,2
PA1530.1,1,9,7,7,8,6,0,0,0,27,32,13,3,0,0,10,2,7
PA1531,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,2,1,0
PA1532,15,17,23,11,17,9,0,0,0,14,26,13,14,11,12,21,15,13
PA1533,13,17,23,14,10,11,0,0,0,8,18,10,6,9,8,9,10,4
PA1534,4,1,5,3,3,6,0,0,0,1,3,3,1,4,4,3,0,4
PA1535,4,6,2,5,2,3,0,0,0,3,5,3,4,3,0,9,3,4
PA1536,0,0,2,1,2,3,0,0,0,2,0,3,2,2,0,3,0,2
PA1537,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
PA1538,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,2,0,1
PA1539,1,2,2,4,1,2,0,0,0,4,0,2,6,3,0,6,0,1
PA1540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
PA1541,0,3,4,2,1,0,0,0,0,0,2,0,0,0,1,0,1,1
PA1542,1,4,2,0,2,2,0,0,0,1,3,1,3,3,0,4,2,1
PA1543,4,4,4,5,7,7,0,0,0,1,5,2,5,3,1,5,2,3
PA1544,12,18,18,19,23,23,0,0,0,12,20,18,9,9,0,9,12,12
PA1545,8,23,15,14,11,15,0,0,0,17,27,16,23,15,10,29,18,11
PA1546,43,54,37,43,68,74,1,0,0,34,40,27,19,18,27,42,23,26
PA1547,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0
PA1548,0,2,1,4,4,3,0,0,0,1,2,0,1,2,0,1,0,0
PA1549,5,4,4,3,5,1,0,0,0,6,1,3,3,3,3,9,3,1
PA1550,5,3,9,15,10,7,0,0,0,14,12,8,5,0,3,10,2,7
PA1551,26,34,40,26,47,56,0,0,0,30,37,24,22,19,11,32,33,23
PA1552,29,28,26,14,27,25,0,0,0,16,23,18,22,14,14,20,16,12
PA1552.1,2,3,2,0,0,2,0,0,0,0,4,0,1,2,2,1,3,1
PA1553,7,10,15,7,10,14,0,0,0,9,7,7,8,4,6,6,7,4
PA1554,30,40,34,26,19,28,0,0,0,13,17,12,31,13,20,19,16,11
PA1555,14,20,10,40,59,44,0,0,0,35,37,18,14,10,5,33,26,19
PA1555.1,1,2,1,6,3,4,0,0,0,0,2,2,1,1,2,3,1,2
PA1556,3,3,7,24,18,23,0,0,0,17,20,7,1,8,3,14,7,12
PA1557,19,18,13,38,42,27,0,0,0,28,26,9,11,14,3,24,23,14
PA1558,1,0,0,1,1,1,0,0,0,1,0,2,1,1,0,5,0,1
PA1561,17,20,24,21,14,25,0,0,0,19,16,7,21,16,12,24,23,16
PA1562,52,52,57,65,85,83,0,1,0,59,75,50,38,39,46,71,64,47
PA1563,3,3,3,3,3,0,0,0,0,5,4,1,3,3,2,6,3,1
PA1564,0,1,1,1,1,1,0,0,0,1,0,1,1,2,0,2,0,0
PA1565,1,4,0,0,0,1,0,0,0,3,0,0,0,0,1,2,0,0
PA1566,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,11,0,0
PA1567,1,0,1,0,0,2,0,0,0,0,0,1,2,0,1,5,1,0
PA1568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PA1569,0,1,1,3,1,0,0,0,0,1,0,0,1,0,0,2,0,0
PA1570,1,1,2,0,4,0,0,0,0,1,0,3,0,1,0,3,1,0
PA1571,5,8,18,15,17,17,0,0,0,13,17,12,8,9,3,17,7,10
PA1572,1,5,10,6,4,9,0,0,0,6,6,9,9,4,2,13,6,5
PA1573,1,1,3,1,0,2,1,0,0,1,3,1,4,2,3,1,2,0
PA1574,3,6,7,4,5,7,0,0,0,0,4,3,5,1,1,2,2,2
PA1575,3,1,1,2,3,3,0,0,0,1,5,2,0,1,0,1,2,2
PA1576,1,2,5,4,3,1,0,0,0,2,3,4,1,0,3,5,1,3
PA1577,0,1,2,2,2,3,0,0,0,4,1,3,5,3,0,4,6,1
PA1578,0,0,1,1,1,2,0,0,0,4,3,0,0,0,1,11,3,1
PA1578a,2,1,1,1,1,1,0,0,0,0,1,1,2,0,0,0,3,1
PA1579,19,16,22,14,18,21,0,0,0,7,16,10,18,13,10,10,15,5
PA1580,190,208,194,100,122,103,0,0,0,64,93,64,125,121,84,64,43,68
PA1581,39,49,61,44,67,58,0,0,0,38,42,42,40,57,45,29,42,42
PA1582,7,6,7,8,5,11,0,0,0,4,7,4,7,6,8,8,5,2
PA1583,73,72,70,56,66,72,0,0,0,41,60,36,42,44,59,45,52,36
PA1584,37,70,45,31,48,36,0,0,1,31,43,33,32,43,26,39,37,14
PA1585,132,140,143,112,95,161,0,0,0,96,116,68,110,111,81,88,95,64
PA1586,48,44,54,29,50,38,0,0,0,22,33,16,28,32,30,37,18,18
PA1587,47,45,42,34,33,62,1,0,0,26,34,19,35,41,24,24,24,27
PA1588,84,103,107,71,64,75,2,0,0,37,54,39,56,76,61,41,42,44
PA1589,33,39,47,22,32,31,0,0,0,20,19,10,14,20,15,11,17,11
PA1590,10,4,12,6,12,15,0,0,0,11,8,10,11,8,7,6,4,7
PA1591,0,0,3,0,1,0,0,0,0,1,0,1,0,2,0,0,1,0
PA1592,77,88,128,56,71,80,0,2,0,58,82,67,108,81,52,57,80,41
PA1593,2,3,1,1,0,1,0,0,0,0,3,0,0,1,0,2,1,1
PA1594,2,2,4,0,1,0,0,0,0,0,3,1,1,0,0,0,2,0
PA1595,3,5,3,4,2,2,0,0,0,1,2,2,0,2,2,10,1,1
PA1596,64,45,12,37,27,20,0,0,0,40,43,31,54,6,6,34,9,16
PA1597,2,0,1,1,1,0,0,0,0,3,2,0,2,4,2,7,3,2
PA1598,2,0,1,2,4,0,0,0,0,1,1,0,1,0,3,5,1,1
PA1599,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,4,1,0
PA1600,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0
PA1601,1,1,0,0,2,1,0,0,0,0,0,0,1,1,0,9,0,0
PA1602,0,0,0,1,1,0,0,0,0,0,3,1,0,0,0,0,0,1
PA1603,0,2,4,1,4,4,0,0,0,3,3,3,0,0,0,1,2,0
PA1604,1,3,1,3,3,4,0,0,0,9,5,4,8,2,0,2,5,3
PA1605,4,2,9,5,3,1,0,0,0,1,4,2,1,5,2,3,4,2
PA1606,2,1,2,0,2,1,0,0,0,2,1,0,1,0,0,0,2,0
PA1607,12,10,4,8,5,7,1,0,0,9,5,2,10,13,3,14,11,7
PA1608,3,1,1,1,1,2,0,0,0,1,2,0,3,0,1,3,2,0
PA1609,15,26,26,15,28,20,0,0,0,14,18,12,13,24,16,16,22,18
PA1610,18,15,20,1,20,13,0,0,0,8,13,7,10,15,12,8,12,7
PA1611,11,4,10,3,6,5,0,0,0,10,9,7,4,5,4,8,5,7
PA1612,0,1,1,2,1,1,0,0,0,0,0,0,0,1,0,5,1,1
PA1613,5,4,7,6,10,10,0,0,0,4,3,7,10,3,1,5,0,1
PA1614,4,5,4,5,7,6,0,0,1,8,5,5,6,5,0,0,5,4
PA1615,3,1,1,2,1,2,0,0,0,1,0,1,2,0,1,0,1,1
PA1616,0,1,3,3,2,0,0,0,0,0,1,1,1,2,1,3,3,0
PA1617,12,14,17,23,13,8,0,0,0,18,13,12,24,8,1,16,11,6
PA1618,1,1,3,0,2,2,0,0,0,0,1,1,2,0,0,2,0,1
PA1619,0,1,0,2,1,2,0,0,0,0,1,0,1,2,0,5,0,0
PA1620,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0
PA1621,3,2,4,0,0,2,0,0,0,1,2,2,0,0,1,3,1,1
PA1622,0,0,1,1,4,4,0,0,0,2,1,1,1,0,1,2,1,0
PA1623,8,7,14,0,8,10,0,0,0,4,4,3,7,4,6,5,2,2
PA1624,2,2,2,1,4,2,0,0,0,2,4,3,1,1,1,6,0,1
PA1625,4,5,7,2,2,1,0,0,0,5,1,3,2,1,2,0,1,1
PA1626,2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2
PA1627,0,1,1,1,2,1,0,0,0,1,2,0,2,3,1,6,2,0
PA1628,1,0,1,1,0,0,0,0,0,1,0,0,1,3,2,15,0,2
PA1629,0,2,0,1,0,0,0,0,0,0,0,0,1,0,1,7,0,0
PA1630,1,4,2,1,2,2,0,0,0,1,1,1,4,0,0,6,2,1
PA1631,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2
PA1632,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1633,0,1,4,1,3,2,0,0,0,2,1,0,1,1,2,1,3,1
PA1634,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
PA1635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
PA1636,2,0,0,5,3,0,0,0,0,6,4,5,3,0,0,19,2,3
PA1637,1,1,2,1,1,1,0,0,0,4,3,0,0,1,0,1,3,2
PA1638,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
PA1639,1,1,2,1,2,5,0,0,0,0,3,0,0,3,0,1,1,2
PA1640,8,6,1,5,4,5,0,0,0,2,7,1,4,3,2,1,3,0
PA1641,1,1,1,1,5,1,0,0,0,2,2,4,0,0,1,1,1,0
PA1642,4,7,4,3,3,5,0,0,0,9,7,4,2,2,3,4,2,2
PA1643,5,3,7,4,10,7,0,0,0,12,13,7,2,2,2,4,5,0
PA1643a,4,7,4,9,12,7,0,0,0,12,7,4,3,0,1,8,4,4
PA1644,5,8,7,3,4,3,0,0,0,1,3,3,3,4,2,3,2,1
PA1645,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
PA1646,0,2,1,1,1,4,0,0,0,1,2,2,5,0,1,11,3,0
PA1647,1,3,4,2,5,8,0,0,0,2,0,1,2,1,0,3,0,1
PA1648,1,1,2,1,2,0,0,0,0,2,2,0,1,0,0,1,1,0
PA1649,1,1,2,4,0,2,0,0,0,3,2,0,0,0,0,3,1,0
PA1650,2,1,1,3,3,0,0,0,0,2,3,3,0,0,0,2,2,2
PA1651,3,4,5,4,8,1,0,0,0,4,2,3,1,2,1,6,1,1
PA1652,0,0,1,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0
PA1653,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,1,0
PA1654,1,1,1,3,2,0,0,0,0,1,3,0,3,1,1,4,3,2
PA1655,3,6,2,2,4,5,0,0,0,3,4,0,1,1,3,3,7,0
PA1656,13,25,28,14,14,19,0,0,0,16,28,22,17,17,11,23,20,18
PA1657,6,7,7,2,4,8,0,0,0,2,7,4,4,6,4,3,6,9
PA1658,6,15,15,16,10,6,0,0,0,7,10,13,14,6,3,7,9,13
PA1659,1,2,3,1,5,0,0,0,0,1,0,3,1,1,2,0,3,3
PA1660,6,5,6,2,5,3,0,0,0,3,10,12,5,4,0,3,3,5
PA1661,3,4,1,0,2,4,0,0,0,2,0,0,1,0,1,3,1,2
PA1662,3,9,5,2,5,8,0,0,0,6,6,5,3,2,3,19,9,7
PA1663,0,3,0,1,4,3,0,0,0,0,5,3,3,1,0,2,2,4
PA1664,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PA1665,2,1,1,1,0,1,0,0,0,0,1,0,2,1,3,3,1,1
PA1666,0,2,1,2,0,0,0,0,0,4,0,1,4,1,0,1,0,3
PA1667,2,2,2,2,2,6,0,0,0,1,2,3,7,5,1,2,7,5
PA1668,1,4,6,3,3,3,0,0,0,5,2,2,6,3,2,3,5,2
PA1669,4,9,3,4,7,4,0,0,0,10,4,3,7,8,4,18,5,1
PA1670,0,1,3,1,0,1,0,0,0,1,0,1,2,0,0,6,3,1
PA1671,1,0,1,1,0,0,0,0,0,0,3,1,0,1,0,3,2,2
PA1672,5,4,5,7,2,5,0,0,0,3,1,4,3,1,4,5,4,3
PA1673,16,32,22,18,22,27,0,0,0,25,25,10,19,10,5,23,14,23
PA1674,6,10,11,10,9,7,0,0,0,8,13,9,6,5,4,9,7,4
PA1675,2,3,5,1,3,3,0,0,0,2,2,4,3,0,2,5,2,0
PA1676,2,1,1,2,1,0,0,0,0,1,0,1,0,1,0,2,0,0
PA1677,10,9,8,9,3,6,0,0,0,6,7,3,4,4,1,5,6,3
PA1678,3,3,4,2,4,2,0,0,0,1,3,1,0,3,0,1,1,0
PA1679,1,0,6,2,5,4,0,0,0,4,5,3,1,1,3,4,4,3
PA1680,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,6,0,0
PA1681,8,7,8,6,12,7,0,1,0,5,10,6,4,4,12,7,7,3
PA1682,1,1,0,1,0,0,0,0,0,2,3,0,0,0,0,1,1,0
PA1683,1,1,1,2,0,2,0,0,0,3,0,0,0,0,1,0,0,1
PA1684,5,6,3,1,3,1,0,0,0,4,3,2,2,2,2,1,2,5
PA1685,1,6,3,1,3,3,0,0,0,2,4,2,0,1,2,4,2,0
PA1686,2,4,2,4,4,5,0,0,0,4,4,1,1,3,0,6,3,4
PA1687,7,5,5,4,0,1,0,0,0,0,1,1,0,1,2,3,0,3
PA1688,9,4,7,5,2,5,0,0,0,5,4,4,4,2,2,5,6,5
PA1689,14,10,10,5,11,8,0,0,0,6,12,7,11,5,3,8,8,7
PA1690,2,0,0,0,2,1,0,0,0,2,2,0,0,0,0,3,0,1
PA1691,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1693,2,1,1,1,2,4,0,0,0,0,1,0,0,3,3,1,0,2
PA1694,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,2,1,0
PA1695,0,0,0,0,2,2,0,0,0,2,1,0,1,0,0,5,0,0
PA1696,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
PA1697,0,1,1,1,0,2,0,0,0,0,4,0,0,1,0,2,0,0
PA1698,0,1,1,1,0,1,0,0,0,5,1,0,0,0,0,5,0,0
PA1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PA1700,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
PA1701,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA1702,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
PA1703,2,2,0,1,6,4,0,0,0,3,1,0,0,0,0,3,1,2
PA1704,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0
PA1705,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
PA1706,0,0,0,1,4,0,0,0,0,3,0,0,1,1,1,3,2,2
PA1707,1,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,0
PA1708,7,5,1,4,11,9,0,0,0,4,5,3,1,4,2,10,2,8
PA1709,0,4,0,5,10,11,0,0,0,4,2,2,1,1,1,4,2,5
PA1710,4,5,1,8,9,5,0,0,0,3,10,5,2,1,2,2,5,4
PA1711,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,1,0
PA1712,2,0,3,3,4,5,0,0,0,2,1,6,0,2,1,3,2,2
PA1713,43,58,51,42,51,78,0,0,0,29,49,20,33,38,23,37,35,66
PA1714,6,1,4,2,8,7,0,0,0,2,1,2,2,2,0,1,5,8
PA1715,0,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0
PA1716,1,5,2,1,3,7,0,0,0,1,5,2,0,2,2,4,2,5
PA1717,0,1,0,1,1,0,0,0,0,0,1,0,0,0,2,2,1,1
PA1718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PA1719,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0
PA1720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PA1721,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0
PA1722,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
PA1723,1,0,2,0,2,1,0,0,0,0,1,0,0,0,0,3,0,0
PA1724,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1725,0,0,1,2,4,7,0,0,0,1,4,1,2,2,1,1,1,6
PA1726,3,1,4,2,9,10,0,0,0,5,9,1,6,1,0,12,4,1
PA1727,0,2,4,3,2,2,0,0,0,1,4,5,2,1,1,4,2,0
PA1728,18,12,16,21,24,33,0,0,0,31,29,29,16,14,4,30,28,27
PA1729,1,4,10,7,11,11,0,0,0,12,5,5,7,1,4,10,3,8
PA1730,9,13,6,18,16,21,0,0,0,14,15,5,9,2,4,14,16,10
PA1731,4,2,2,6,5,5,0,0,0,5,8,4,3,2,1,3,4,3
PA1732,1,6,3,5,3,1,0,0,0,9,5,1,1,1,3,10,5,2
PA1733,4,8,3,3,7,7,0,0,0,8,7,6,9,2,1,10,5,3
PA1734,2,2,3,0,2,1,0,0,0,0,4,3,1,2,1,4,1,2
PA1735,2,1,0,1,3,2,0,0,0,0,0,0,1,0,0,1,1,1
PA1736,3,5,4,2,4,4,0,0,0,5,5,1,4,2,1,2,5,3
PA1737,16,15,14,20,14,15,0,0,0,10,21,15,18,7,8,18,19,3
PA1738,2,0,0,4,2,3,0,0,0,4,3,5,1,1,2,6,5,3
PA1739,0,0,2,0,0,2,0,0,0,2,2,1,1,0,0,1,0,1
PA1740,1,2,4,1,1,1,0,0,0,1,0,3,1,2,0,3,0,1
PA1741,4,3,3,1,0,2,0,0,0,2,1,0,2,4,2,1,1,2
PA1742,21,20,20,18,24,22,0,0,0,17,15,12,13,11,5,15,10,7
PA1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1744,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0
PA1745,4,4,1,5,5,6,0,0,0,7,4,2,2,3,3,5,1,3
PA1746,11,21,14,34,33,38,0,0,0,30,23,30,15,17,13,35,31,50
PA1747,3,0,1,7,4,8,0,0,0,3,6,3,3,0,0,6,8,5
PA1748,6,6,3,5,7,6,0,0,0,6,7,5,3,1,2,5,5,5
PA1749,6,11,9,4,10,8,0,0,0,9,11,7,3,12,3,11,7,2
PA1750,22,30,20,15,14,22,0,0,0,8,18,5,13,10,12,14,12,4
PA1751,0,2,1,2,3,0,0,0,0,1,0,1,1,1,0,0,0,0
PA1752,8,18,4,9,7,10,0,0,0,8,11,4,9,8,4,18,7,4
PA1753,2,7,8,4,13,5,0,0,0,7,9,5,5,2,5,6,3,6
PA1754,19,20,21,22,16,23,0,0,0,11,22,7,15,13,6,15,13,12
PA1755,0,2,1,1,0,0,0,0,0,0,4,1,1,0,0,2,0,1
PA1756,5,1,6,5,4,7,0,0,0,4,6,4,10,2,1,8,4,5
PA1757,9,7,4,1,4,6,0,0,0,1,3,3,5,2,3,7,3,2
