gene_id,PA_DP08,PA_DP09,PA_DP12,PA_RP01,PA_RP04,PA_RP06,PAEF_DP44,PAEF_DP45,PAEF_DP47,PAEF_RP37,PAEF_RP39,PAEF_RP41,PALDH_DP55,PALDH_DP58,PALDH_DP60,PALDH_RP49,PALDH_RP52,PALDH_RP53
PA2891,1,3,1,2,4,4,0,0,0,4,4,1,1,2,0,14,3,1
PA2892,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,4,0,1
PA2893,2,1,1,2,1,3,0,0,0,3,1,3,1,1,0,5,1,1
PA2894,1,1,1,1,0,0,0,0,0,2,1,1,2,1,0,3,0,1
PA2895,5,4,5,6,3,7,0,0,0,8,12,20,2,7,6,21,10,9
PA2896,1,3,4,3,5,2,0,0,0,1,3,3,5,6,2,4,6,1
PA2897,17,23,24,18,20,21,0,0,0,16,22,15,14,6,4,16,22,8
PA2898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
PA2899,3,0,2,1,0,2,0,0,0,0,1,0,3,0,0,0,1,1
PA2900,5,9,9,3,2,2,0,0,0,1,6,3,7,2,1,7,3,2
PA2901,5,5,4,5,2,3,0,0,0,3,2,3,6,9,1,2,3,2
PA2902,5,4,3,5,4,2,0,0,0,2,4,5,1,3,3,2,5,3
PA2903,1,4,2,1,1,3,0,0,0,2,5,4,1,1,0,7,1,4
PA2904,1,1,0,1,1,5,0,0,0,1,4,3,2,0,1,2,1,0
PA2905,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA2906,4,5,2,1,5,2,0,0,0,3,6,7,3,8,5,13,7,4
PA2907,2,0,1,1,1,2,0,0,0,2,2,1,0,2,0,10,1,1
PA2908,0,0,3,1,1,1,0,0,0,2,1,0,2,1,0,8,1,0
PA2909,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,1,0
PA2910,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
PA2911,11,5,11,1,5,4,0,0,0,4,4,3,5,2,5,13,3,1
PA2912,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,4,1,0
PA2913,0,1,2,1,1,0,0,0,0,0,1,0,0,0,1,7,0,0
PA2914,2,0,2,2,6,1,0,0,0,2,2,1,2,1,0,2,2,1
PA2915,1,4,1,3,1,2,0,0,0,3,4,2,3,0,1,3,1,2
PA2916,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PA2917,2,2,2,5,0,2,0,0,0,1,1,1,3,1,1,7,0,2
PA2918,5,3,5,8,3,7,0,0,0,3,7,3,4,0,1,6,2,4
PA2919,0,0,1,1,0,0,0,0,0,4,1,0,0,0,1,7,0,0
PA2920,7,2,1,7,7,8,0,0,0,11,9,7,7,1,1,18,6,4
PA2921,0,0,0,2,0,0,0,0,0,2,1,0,0,0,2,4,0,0
PA2922,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0
PA2923,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0
PA2924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0
PA2925,0,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
PA2926,0,0,1,0,1,1,0,0,0,0,0,1,2,0,2,2,0,0
PA2927,3,2,5,3,0,4,0,0,0,6,2,0,5,0,2,6,5,2
PA2928,0,0,1,0,0,1,0,0,0,2,0,2,1,2,1,7,2,3
PA2929,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1
PA2930,1,4,1,1,2,2,0,0,0,3,2,0,2,2,1,9,4,1
PA2931,3,1,2,1,1,2,0,0,0,2,1,2,2,1,2,1,0,1
PA2932,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,4,1,0
PA2933,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,6,0,1
PA2934,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PA2935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
PA2936,2,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,2
PA2937,12,18,11,33,28,38,0,0,0,28,29,15,16,4,7,36,20,14
PA2938,6,4,7,11,4,8,0,0,0,5,14,5,4,3,0,14,8,1
PA2939,35,38,34,101,110,111,1,0,1,98,85,59,26,14,8,91,48,43
PA2940,1,5,3,1,2,3,0,0,0,1,0,1,1,0,2,5,0,3
PA2941,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,0,0
PA2942,2,3,2,3,3,3,0,0,1,4,2,0,2,2,1,6,2,1
PA2942.1,3,2,1,0,2,4,0,0,0,0,2,2,0,3,1,2,1,0
PA2943,1,3,0,2,2,2,0,0,0,0,0,1,1,4,0,6,1,1
PA2944,8,9,16,5,7,19,0,0,0,11,11,10,4,3,9,13,8,6
PA2945,9,10,9,1,5,4,0,0,0,5,4,9,5,5,3,8,7,5
PA2946,10,11,14,8,5,8,0,0,0,5,12,12,9,10,2,7,6,3
PA2947,2,0,1,0,1,0,0,0,0,0,2,1,2,1,2,4,1,1
PA2948,6,2,6,1,6,1,0,0,0,1,2,2,1,4,1,4,1,0
PA2949,3,3,2,1,1,1,0,0,0,5,0,1,1,2,0,1,3,0
PA2950,13,9,15,7,16,16,0,0,0,4,17,13,7,8,7,10,4,6
PA2951,75,75,91,54,64,53,1,0,0,55,64,33,58,47,28,48,32,24
PA2952,82,94,70,72,68,55,0,0,0,50,61,28,67,70,39,58,37,21
PA2953,27,29,30,25,34,31,0,0,0,16,33,23,13,10,19,20,19,14
PA2954,1,1,1,2,3,1,0,0,0,3,1,1,1,1,1,2,1,0
PA2955,1,0,3,2,2,1,0,0,0,1,1,2,0,1,1,6,2,0
PA2956,0,3,4,3,3,2,0,0,0,3,3,1,3,3,2,5,3,2
PA2957,16,14,7,10,15,18,0,0,0,9,15,13,13,6,2,11,9,10
PA2958,5,3,1,5,4,6,0,0,0,5,4,2,4,0,0,9,2,1
PA2958.1,5,11,4,17,6,10,0,0,0,18,20,15,6,6,2,24,16,11
PA2959,5,3,3,7,1,8,0,0,0,6,6,7,3,3,1,6,3,2
PA2960,7,9,12,14,9,12,0,0,0,10,10,4,6,7,4,10,8,10
PA2961,1,6,3,2,2,1,0,0,0,5,2,5,6,6,5,6,4,1
PA2962,3,1,2,0,1,1,0,0,0,0,4,0,1,1,0,5,2,2
PA2963,2,1,3,0,3,2,0,0,0,0,7,2,1,4,0,3,1,6
PA2964,2,0,3,1,1,2,0,0,0,0,1,0,3,2,3,3,0,0
PA2965,21,21,15,15,16,22,0,0,0,6,14,13,10,13,10,5,13,10
PA2966,98,121,104,74,99,107,0,0,1,65,96,66,93,74,67,63,78,64
PA2967,12,14,26,16,19,26,0,0,0,11,28,8,15,12,15,16,6,9
PA2968,9,10,13,3,7,6,0,0,0,3,5,7,7,6,9,2,4,11
PA2969,4,7,8,3,10,9,0,0,0,2,10,3,3,5,7,3,5,10
PA2970,12,22,30,8,22,17,0,0,0,9,20,11,12,15,9,6,11,8
PA2971,23,36,37,29,32,40,0,0,0,28,41,35,25,20,13,27,32,32
PA2972,4,0,2,1,1,1,0,0,0,1,2,0,0,0,1,1,1,1
PA2973,7,4,9,7,8,9,0,0,0,7,3,5,2,4,5,9,9,6
PA2974,3,1,6,1,2,6,0,0,0,6,5,3,4,4,3,1,2,0
PA2975,8,9,7,9,6,3,0,0,0,3,9,8,5,4,3,4,3,5
PA2976,52,34,69,39,58,73,0,0,0,39,63,41,36,34,35,39,38,38
PA2977,2,2,5,4,2,8,0,0,0,4,5,6,4,6,0,2,2,4
PA2978,2,1,4,2,1,1,0,0,0,4,6,3,1,3,0,2,0,3
PA2979,0,1,4,0,4,5,0,0,0,1,5,1,2,2,0,1,1,1
PA2980,1,1,1,0,0,1,0,0,0,1,3,3,1,1,0,0,1,0
PA2981,2,1,4,2,7,4,0,0,0,3,4,1,2,1,1,6,3,1
PA2982,0,2,2,2,5,4,0,0,0,2,6,0,3,0,3,8,2,5
PA2983,3,0,3,2,4,5,0,0,0,3,4,2,3,2,1,3,6,6
PA2984,1,0,2,0,0,0,0,0,0,1,1,0,2,2,0,9,0,1
PA2985,1,2,3,2,2,1,0,0,0,1,2,0,1,0,1,0,1,1
PA2986,3,5,5,1,2,9,0,0,0,3,7,6,1,3,2,3,5,3
PA2987,1,2,0,3,2,3,0,0,0,0,0,0,1,0,1,2,2,1
PA2988,4,2,5,3,3,6,0,0,0,2,5,4,3,10,0,3,3,1
PA2989,5,3,0,3,4,4,1,0,0,4,3,0,4,0,0,5,1,0
PA2990,10,10,6,8,11,7,0,0,0,4,3,7,4,3,1,12,8,5
PA2991,28,40,23,14,16,20,0,0,0,17,20,17,18,18,13,14,18,16
PA2992,3,1,2,0,3,2,0,0,0,3,4,2,3,1,0,1,0,0
PA2993,4,2,6,2,6,4,0,0,0,5,6,2,5,2,2,6,8,3
PA2994,8,5,5,6,7,7,0,0,0,3,4,5,4,6,4,6,1,3
PA2995,2,1,3,2,2,2,0,0,0,1,2,1,2,1,0,1,0,1
PA2996,3,2,5,1,0,1,0,0,0,1,3,1,1,0,0,1,2,3
PA2997,3,2,3,2,4,2,0,0,0,1,1,1,1,2,0,3,1,1
PA2998,4,6,5,2,5,2,0,0,0,2,8,0,2,3,0,3,3,2
PA2999,20,11,8,6,15,14,0,0,0,5,10,10,7,8,6,9,1,4
PA3000,8,5,7,2,5,6,0,0,0,4,7,1,7,2,2,2,5,5
PA3001,47,56,58,30,50,53,1,0,0,32,46,39,34,45,16,26,31,26
PA3002,28,22,15,13,11,19,1,0,0,14,12,22,16,14,7,19,14,5
PA3003,3,2,6,0,2,2,0,0,0,1,4,3,2,1,1,5,3,4
PA3004,10,6,9,13,10,10,0,0,0,15,11,9,15,3,6,13,7,6
PA3005,4,7,5,7,5,6,0,0,0,2,2,5,12,8,4,12,4,4
PA3006,40,53,50,32,41,37,0,0,0,35,48,30,37,29,14,43,37,27
PA3007,4,13,6,5,4,2,0,0,0,2,2,5,3,5,2,6,3,2
PA3008,3,3,4,1,1,0,0,0,0,0,2,0,6,7,2,2,2,0
PA3009,1,6,7,3,6,8,0,0,0,2,2,6,4,3,1,5,8,6
PA3010,9,11,7,20,11,12,0,0,0,5,11,7,4,7,4,6,8,6
PA3011,40,41,49,41,34,40,0,0,0,41,34,24,37,27,15,30,21,23
PA3012,1,4,2,2,2,5,0,0,0,2,4,2,2,2,2,2,2,1
PA3013,12,19,17,18,18,12,0,0,0,15,13,7,17,7,1,16,12,13
PA3014,25,32,25,30,20,14,0,0,0,22,28,22,28,24,18,30,24,11
PA3015,2,3,1,7,4,0,0,0,0,1,1,4,2,0,1,1,2,0
PA3016,0,2,4,0,2,2,0,0,0,3,0,1,1,0,1,3,0,1
PA3017,2,6,3,11,11,8,0,0,0,4,6,1,5,5,2,5,5,4
PA3018,0,5,2,1,2,0,0,0,0,2,0,1,0,1,0,1,1,0
PA3019,10,8,8,6,10,5,0,0,0,9,8,7,13,7,7,14,10,6
PA3020,17,14,16,4,13,18,0,0,0,13,9,8,5,7,3,14,10,4
PA3021,6,12,7,5,5,7,0,0,0,6,8,5,3,3,2,3,3,3
PA3022,9,8,8,8,14,6,0,0,0,11,5,12,13,7,3,18,6,3
PA3023,5,12,8,5,4,7,0,0,0,8,6,8,6,7,4,17,16,3
PA3024,2,0,1,4,1,0,0,0,0,3,2,2,2,1,1,6,3,2
PA3025,0,0,0,2,1,2,0,0,0,1,0,1,0,0,2,9,3,1
PA3026,2,1,1,1,2,3,0,0,0,0,1,0,3,2,0,4,0,0
PA3027,2,2,4,5,2,0,0,0,0,1,6,1,2,2,0,7,2,3
PA3028,4,1,2,2,3,7,0,0,0,3,2,1,3,2,1,7,5,1
PA3029,2,2,0,4,1,4,0,0,0,0,3,0,0,1,3,2,0,3
PA3030,0,2,1,1,0,1,0,0,0,3,1,1,2,0,1,1,1,0
PA3031,88,107,106,59,73,74,0,0,0,48,81,75,95,60,39,63,63,48
PA3031.1,0,0,1,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1
PA3032,3,10,4,22,26,16,0,0,1,16,20,10,9,3,2,28,23,8
PA3033,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,1
PA3034,6,2,3,1,3,1,0,0,0,5,2,3,0,3,1,4,3,1
PA3035,0,2,2,1,0,1,0,0,0,2,0,0,1,0,0,2,0,2
PA3036,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,3,0,0
PA3037,0,1,3,2,1,0,0,0,0,3,4,0,2,2,1,5,1,1
PA3038,15,22,8,17,14,23,0,0,0,6,14,7,15,15,5,15,10,6
PA3039,1,1,0,0,1,0,0,0,0,1,1,1,2,0,1,2,1,1
PA3040,28,24,24,17,22,27,0,0,0,19,24,12,20,9,14,22,23,14
PA3041,4,12,4,9,6,9,0,0,0,5,10,7,5,6,3,4,10,3
PA3042,1,4,1,2,2,6,0,0,0,3,6,2,5,3,2,2,5,3
PA3043,6,13,11,9,11,15,0,0,0,5,9,5,3,8,5,5,10,6
PA3044,0,2,1,1,0,1,0,0,0,0,0,1,1,1,0,4,0,2
PA3045,1,1,2,4,1,2,0,0,0,0,3,4,0,2,0,2,2,0
PA3046,3,1,5,6,3,4,0,0,0,4,3,4,2,6,0,3,4,2
PA3047,7,9,6,2,8,1,0,0,0,1,7,4,7,4,6,7,4,7
PA3048,2,3,6,3,1,3,0,1,0,1,4,5,4,1,2,11,1,3
PA3049,144,216,111,202,168,167,1,0,0,136,178,119,169,72,59,183,118,59
PA3050,2,10,9,5,5,4,0,0,0,5,4,5,3,1,1,5,6,2
PA3051,3,4,4,0,2,2,0,0,0,0,0,1,0,2,2,2,0,1
PA3052,7,1,6,2,2,2,0,0,0,5,5,1,5,2,0,6,2,1
PA3053,2,3,4,4,2,2,0,0,0,2,2,3,2,0,0,2,2,2
PA3054,2,4,10,12,10,7,0,0,0,14,14,13,15,10,2,17,17,7
PA3055,2,6,8,5,5,4,0,0,0,6,2,2,5,1,2,8,2,3
PA3056,1,1,1,2,4,3,0,0,0,3,1,4,4,0,1,3,3,4
PA3057,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0
PA3058,0,0,1,1,0,2,0,0,0,3,0,0,0,0,0,1,0,1
PA3059,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
PA3060,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,0,0
PA3061,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,7,0,0
PA3062,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,5,0,0
PA3063,0,1,1,1,2,1,0,0,0,4,0,0,0,0,3,25,1,2
PA3064,0,3,0,0,0,0,0,0,0,2,1,0,0,1,1,5,0,0
PA3065,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0
PA3066,0,1,0,1,2,1,0,0,0,0,2,0,2,0,1,0,6,0
PA3067,3,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0
PA3068,55,76,76,64,59,66,0,0,0,51,38,35,51,41,42,44,27,27
PA3069,3,3,4,3,3,4,0,0,0,5,3,4,4,0,3,2,2,3
PA3070,7,5,9,6,7,6,0,0,0,5,5,6,4,5,1,5,5,4
PA3071,1,6,1,4,3,6,0,0,0,2,3,5,3,0,0,3,4,3
PA3072,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
PA3073,1,2,0,0,1,1,0,0,0,3,0,1,0,1,0,4,2,0
PA3074,1,3,0,1,0,1,0,0,0,2,5,0,1,1,1,13,2,0
PA3075,3,2,2,0,1,2,0,0,0,1,1,1,1,0,0,1,2,0
PA3076,1,2,0,1,4,0,0,0,0,4,8,1,1,1,2,3,2,1
PA3077,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
PA3078,1,2,3,2,4,2,0,0,0,2,2,1,5,1,0,8,1,2
PA3079,4,6,11,10,7,10,0,0,0,7,3,5,5,4,4,3,6,5
PA3080,1,1,7,0,4,3,0,0,0,2,8,1,2,5,1,7,1,1
PA3081,2,0,1,1,1,2,0,0,0,3,1,3,1,2,0,8,2,1
PA3082,5,7,3,8,5,8,0,0,0,7,8,1,2,3,4,3,4,4
PA3083,18,22,17,11,15,14,0,0,0,7,13,12,14,14,10,12,12,3
PA3084,4,4,6,2,5,5,0,0,0,4,7,4,6,4,1,2,6,1
PA3085,0,1,4,5,3,2,0,0,0,3,0,0,6,4,0,3,1,1
PA3086,1,2,2,0,1,0,0,0,0,3,2,0,0,2,1,3,1,1
PA3087,2,1,2,1,1,2,3,0,0,2,5,1,0,0,1,8,3,1
PA3088,9,3,7,9,5,5,0,0,0,2,3,1,6,3,3,5,3,2
PA3089,1,1,3,6,1,1,0,0,0,2,4,3,3,0,2,3,1,0
PA3089a,0,0,0,0,2,2,0,0,0,2,0,0,1,0,0,9,2,0
PA3091,5,5,3,9,12,13,0,1,0,7,11,12,3,2,4,17,17,5
PA3092,1,4,2,2,3,3,0,0,0,3,3,0,2,1,0,16,4,2
PA3093,2,1,2,0,3,1,0,0,0,4,2,1,2,2,0,6,0,1
PA3094,1,7,15,1,3,4,0,0,0,3,8,1,5,8,2,3,5,4
PA3094.1,0,2,1,1,5,1,0,0,0,4,1,2,2,1,2,0,2,1
PA3094.2,0,5,2,0,3,3,0,0,0,0,2,2,1,0,0,3,1,3
PA3094.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3095,1,0,1,0,1,2,0,0,0,2,3,1,1,2,2,9,3,1
PA3096,4,1,3,4,1,4,0,0,0,3,2,0,1,3,4,9,0,1
PA3097,2,3,5,5,2,6,0,0,0,3,8,4,5,7,4,4,4,8
PA3098,1,2,4,3,3,2,0,0,0,3,5,1,3,0,1,2,2,0
PA3099,1,3,0,2,0,5,0,0,0,1,1,0,2,0,0,1,0,1
PA3100,2,7,0,3,3,7,0,0,0,5,2,1,0,1,0,4,2,3
PA3101,11,19,10,16,16,13,0,0,0,10,4,11,11,10,3,8,7,5
PA3102,5,11,4,3,5,2,0,0,0,4,5,1,3,4,1,7,5,6
PA3103,20,28,28,27,20,14,0,0,0,24,18,21,15,21,7,26,9,12
PA3104,10,16,18,18,19,19,0,0,0,20,23,11,10,8,8,14,15,14
PA3105,19,26,23,15,23,28,0,0,0,14,19,17,9,14,9,16,14,15
PA3106,2,3,3,4,2,4,0,0,0,2,3,3,1,3,3,8,3,0
PA3107,7,8,11,10,7,10,0,0,0,6,7,8,10,0,3,9,2,4
PA3108,22,26,21,23,13,21,1,0,0,11,16,15,11,15,12,18,18,15
PA3109,0,5,4,0,5,4,0,0,0,2,4,2,1,1,3,2,2,2
PA3110,3,5,2,3,6,2,0,0,0,2,3,3,1,1,1,2,0,4
PA3111,19,18,23,14,29,35,0,0,0,16,22,21,17,28,24,31,31,21
PA3112,13,14,8,10,11,15,0,0,0,11,12,13,14,7,5,8,10,10
PA3113,7,17,16,9,11,16,0,0,0,14,13,18,10,7,6,21,17,9
PA3114,2,2,2,1,3,2,0,0,0,2,2,2,1,0,0,1,1,1
PA3115,52,62,70,63,66,64,0,0,0,57,70,53,40,29,29,59,41,35
PA3116,5,7,3,12,5,7,0,0,0,4,4,8,8,5,3,11,3,5
PA3117,11,13,12,9,6,8,0,0,0,5,5,8,10,7,2,6,3,5
PA3118,4,2,3,3,3,6,0,0,0,4,2,1,2,2,1,6,2,2
PA3119,0,2,1,1,6,3,0,0,0,2,4,2,0,1,1,3,1,4
PA3120,1,2,4,1,6,2,0,0,0,2,3,0,2,0,0,1,0,3
PA3121,5,8,1,5,6,3,0,0,0,3,3,2,2,6,0,10,1,1
PA3122,4,2,9,3,10,7,0,0,0,1,7,4,3,1,2,3,7,1
PA3123,12,7,9,10,12,9,0,0,1,9,16,11,13,12,7,7,12,16
PA3124,1,3,3,0,3,3,0,0,0,4,2,3,0,1,3,5,2,1
PA3125,0,1,4,2,1,0,0,0,0,1,2,3,1,0,1,2,1,0
PA3126,53,44,43,62,86,78,0,1,0,97,92,51,65,15,9,75,44,36
PA3127,2,1,0,1,3,2,0,0,0,0,2,1,1,1,1,6,1,0
PA3128,1,3,0,1,3,0,0,0,0,1,0,1,1,0,0,5,0,0
PA3129,2,3,1,0,0,2,0,0,0,0,2,3,2,0,2,5,8,0
PA3130,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,1,0
PA3131,0,0,4,1,2,6,0,0,0,0,2,0,1,2,0,2,0,0
PA3132,0,1,0,1,2,0,0,0,0,2,1,0,0,0,0,6,0,0
PA3133,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0
PA3133.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PA3133.2,1,4,4,2,2,4,0,0,0,1,3,3,4,1,1,3,5,4
PA3133.3,0,2,0,0,2,1,0,0,0,2,3,1,1,0,3,2,1,2
PA3133.4,8,9,11,9,13,15,0,0,0,8,29,10,22,14,11,20,8,17
PA3134,18,11,16,8,9,18,0,0,0,6,8,3,13,9,6,8,9,4
PA3135,3,0,2,0,0,4,0,0,0,0,1,4,0,2,0,2,2,0
PA3136,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0
PA3137,1,0,5,1,5,2,0,0,0,1,5,2,1,1,3,5,1,1
PA3138,12,10,16,13,12,11,0,0,0,9,9,11,14,8,6,8,9,6
PA3139,21,32,23,25,32,28,0,0,1,22,25,14,19,18,16,17,20,11
PA3139.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA3140,2,6,5,3,2,6,0,0,0,2,5,4,3,3,2,2,3,5
PA3141,89,113,97,60,70,76,0,1,0,58,93,60,77,57,42,61,51,46
PA3142,3,3,9,8,10,3,0,0,0,8,6,10,6,8,3,6,5,0
PA3143,10,20,14,15,10,13,0,0,0,10,13,17,14,7,7,11,5,8
PA3145,25,29,36,16,25,25,1,0,0,14,27,21,37,21,19,27,24,21
PA3146,9,7,15,8,8,15,0,0,0,12,10,6,10,6,4,7,10,5
PA3147,32,22,19,13,27,20,0,0,0,6,26,12,24,13,12,19,22,18
PA3148,28,27,14,13,15,23,0,1,1,7,20,15,23,16,15,18,13,20
PA3149,29,33,35,12,25,26,0,0,0,21,24,12,17,25,28,24,18,21
PA3150,33,45,62,34,27,38,0,0,0,31,32,31,52,41,36,33,34,33
PA3151,26,29,36,20,22,30,0,0,0,8,33,20,19,37,21,29,19,27
PA3152,14,10,9,10,15,19,0,0,0,9,15,9,16,10,16,8,17,11
PA3153,17,22,21,22,11,19,0,0,0,15,16,15,11,13,9,13,16,15
PA3154,15,18,24,12,18,34,0,0,0,13,21,12,23,21,20,17,24,20
PA3155,36,25,30,17,25,24,0,0,1,16,42,18,26,22,32,39,17,21
PA3156,12,15,8,10,10,15,0,0,0,6,23,6,17,7,13,6,13,6
PA3157,32,59,53,32,47,43,1,0,0,31,49,34,33,31,35,39,46,35
PA3158,26,38,44,25,30,34,0,0,0,16,28,22,14,38,20,17,23,17
PA3159,106,115,130,103,112,131,0,0,1,80,114,78,79,99,56,108,83,74
PA3160,46,60,58,27,36,38,0,0,0,38,50,44,54,49,41,55,48,45
PA3161,14,6,5,21,7,10,0,0,0,11,20,11,8,1,4,16,5,10
PA3162,277,300,350,164,246,329,0,0,2,131,248,195,204,230,137,149,166,173
PA3163,11,4,11,4,7,7,0,0,0,7,5,6,7,3,6,7,6,2
PA3165,5,18,7,6,6,5,0,0,0,6,8,10,4,6,5,4,4,4
PA3166,16,23,22,18,15,18,0,0,0,13,17,19,14,13,16,11,12,13
PA3167,11,21,14,11,10,13,0,0,1,8,10,13,4,6,3,5,9,3
PA3168,50,54,61,47,75,49,0,0,0,40,65,39,39,36,41,38,40,32
PA3169,10,9,11,9,8,10,0,0,0,5,8,8,3,5,7,8,5,2
PA3170,6,2,5,5,6,4,0,0,0,1,8,4,2,2,0,12,4,0
PA3171,4,8,6,4,8,4,0,0,0,4,5,8,5,2,2,9,6,2
PA3172,0,7,3,2,5,2,0,0,0,2,1,1,1,2,2,1,3,4
PA3173,3,5,7,0,8,3,1,0,0,2,5,6,5,3,1,4,2,1
PA3174,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PA3175,1,0,0,1,1,0,0,0,0,1,0,0,3,0,0,2,0,1
PA3176,0,0,0,0,0,2,0,0,0,0,1,0,3,0,0,3,0,0
PA3177,2,3,4,5,1,6,0,0,0,2,6,4,3,3,0,2,2,3
PA3178,1,4,0,3,2,1,0,0,0,1,0,3,1,2,0,4,1,2
PA3179,7,8,5,8,10,7,0,0,0,6,8,3,10,3,3,4,3,5
PA3180,3,4,4,2,3,4,0,0,0,3,0,3,3,2,2,2,2,2
PA3181,10,9,11,7,4,8,0,0,0,7,7,5,4,7,2,6,5,7
PA3182,1,4,6,3,4,4,0,0,0,4,7,0,4,4,2,5,1,5
PA3183,79,62,88,37,42,40,0,0,0,33,24,24,32,38,33,22,38,23
PA3184,6,6,7,1,7,0,0,0,0,4,2,4,4,2,2,5,7,1
PA3185,10,2,8,8,8,6,0,0,1,14,6,5,5,3,3,15,5,3
PA3186,24,32,41,9,32,31,0,0,0,12,14,16,15,21,7,17,14,8
PA3187,17,26,34,27,24,40,0,0,0,6,12,18,10,13,10,14,14,12
PA3188,9,10,19,8,15,15,0,0,0,4,3,7,11,7,4,4,3,8
PA3189,4,6,9,5,3,10,0,0,0,3,9,2,3,3,0,6,1,1
PA3190,67,101,144,68,79,125,0,0,1,53,69,56,71,54,23,52,57,35
PA3191,0,5,0,3,0,8,0,0,0,1,0,2,5,1,2,7,6,1
PA3192,8,1,3,1,6,6,0,0,0,3,3,2,2,2,2,4,5,3
PA3193,7,6,13,3,10,3,0,1,0,10,12,9,7,8,6,19,4,2
PA3194,49,41,53,28,34,42,0,0,0,34,31,20,24,23,22,21,25,13
PA3195,50,61,40,26,34,33,0,0,0,26,24,13,21,21,13,27,19,15
PA3196,4,2,5,0,3,3,0,0,0,1,4,1,0,2,1,2,2,1
PA3197,2,3,5,2,2,6,0,0,0,2,1,3,1,0,1,3,3,0
PA3198,5,5,7,4,4,1,0,0,0,3,5,4,0,4,2,7,3,2
PA3199,4,3,7,3,1,1,0,0,2,1,2,2,5,3,4,2,0,2
PA3200,4,5,2,5,0,5,0,0,0,3,3,1,1,2,2,8,6,1
PA3201,11,11,24,14,14,15,0,0,0,12,14,10,10,11,4,9,7,10
PA3202,1,2,1,0,1,0,0,0,0,4,3,1,1,2,2,2,1,1
PA3203,3,4,2,2,3,2,0,0,0,3,4,3,2,2,0,0,4,2
PA3204,1,2,6,0,2,2,0,0,0,3,3,2,3,1,0,5,1,1
PA3205,0,6,4,2,1,0,0,0,0,2,2,1,5,5,3,0,1,1
PA3206,1,0,2,0,0,1,0,0,0,1,0,1,0,1,0,3,1,1
PA3207,0,2,0,0,1,0,0,0,0,1,0,0,2,2,1,6,1,0
PA3208,0,0,2,2,4,2,0,0,0,2,1,0,2,1,1,3,0,1
PA3209,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
PA3210,6,3,4,0,3,2,0,0,0,4,1,1,2,2,3,1,2,2
PA3211,10,4,2,2,4,3,0,0,0,3,4,6,9,3,3,6,4,3
PA3212,0,0,1,1,6,1,0,0,0,2,6,1,3,2,0,7,1,1
PA3213,5,5,2,6,3,2,0,0,0,2,3,1,2,2,2,2,1,3
PA3214,3,1,5,1,4,5,0,0,0,2,2,0,2,0,0,12,3,2
PA3215,4,3,3,5,4,2,0,0,0,5,5,4,5,0,1,5,1,2
PA3216,0,1,1,3,3,3,0,0,0,2,2,1,1,0,0,0,2,3
PA3217,2,0,2,1,2,2,0,0,0,1,1,4,1,1,2,5,1,3
PA3219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
