"gene_id","AllFR1_S28_L001","AllFR2_S99","AllFR3_S34_L001","F1R1_S25_L001","F1R2_S96","F1R3_S31_L001","F2R1_S26_L001","F2R2_S97","F2R3_S32_L001","F3R1_S27_L001","F3R2_S98","F3R3_S33_L001","FAR1_S29_L001","FAR2_S94","FAR3_S35_L001","P1R1_S30_L001","P1R2_S95","P1R3_S36_L001"
"PA14_65880",7,77,181,184,402,121,278,503,318,153,309,281,491,419,375,568,483,637
"PA14_65900",7,76,103,164,417,87,109,371,176,177,204,183,342,283,283,289,301,325
"PA14_65920",8,14,46,28,93,15,27,100,97,26,54,44,85,70,82,79,100,99
"PA14_65940",1,24,48,45,149,46,69,164,150,63,102,115,225,158,180,155,188,155
"PA14_65950",9,17,28,12,74,9,33,70,66,13,20,20,129,81,83,180,125,163
"PA14_65960",13,48,119,156,396,81,219,389,206,170,236,211,557,421,500,572,555,592
"PA14_65970",5,11,19,33,121,18,49,79,54,10,54,26,124,89,109,94,93,78
"PA14_65990",0,1,0,1,10,2,1,9,1,3,3,0,13,10,11,18,17,16
"PA14_66000",6,47,68,169,416,113,196,272,146,169,179,149,665,408,372,854,479,507
"PA14_66010",9,24,81,124,258,83,73,221,140,96,154,139,399,214,248,462,348,326
"PA14_66020",11,49,100,136,406,102,156,295,166,195,232,161,708,638,532,1261,725,809
"PA14_66040",0,34,33,85,288,52,70,199,95,76,84,83,180,186,139,222,164,208
"PA14_66050",2,21,45,49,174,49,80,128,99,57,77,91,224,143,187,230,171,171
"PA14_66060",84,548,1240,1562,5297,1248,1389,3454,2062,1322,2426,2047,3180,4033,3084,2600,2717,2222
"PA14_66080",22,146,338,443,1284,341,340,813,430,307,746,459,1220,803,894,898,796,650
"PA14_66090",13,39,99,140,313,146,104,237,157,92,160,171,378,297,266,481,298,258
"PA14_66100",2,9,42,54,118,49,48,146,83,46,53,61,277,113,200,269,218,192
"PA14_66110",117,796,1279,1936,6305,1434,1773,4626,2465,1698,2947,2072,3249,3315,2148,3274,2327,1869
"PA14_66120",61,563,591,1089,3533,877,1458,2945,1420,1258,2014,1386,1844,1725,1212,1308,1328,1038
"PA14_66140",27,215,302,572,1350,423,592,1214,578,506,788,663,1384,1080,971,914,953,827
"PA14_66150",26,190,429,585,1387,389,646,1278,776,425,828,780,1703,1211,1379,1380,1196,1092
"PA14_66160",64,408,912,1100,3016,778,1310,2411,1491,997,1752,1528,3791,2408,2985,3086,3046,2667
"PA14_66170",115,641,1037,1367,4823,1213,1472,3572,2023,1326,2584,1900,4957,3405,3553,4464,3772,3342
"PA14_66190",63,227,592,616,1943,499,770,1447,802,715,1063,921,2364,1526,1909,1937,1876,1571
"PA14_66200",17,106,214,285,881,230,341,617,299,246,426,355,1471,787,1036,1204,1032,837
"PA14_66210",30,146,301,420,1225,334,334,875,467,367,625,555,1692,1045,1220,1397,1267,924
"PA14_66220",25,136,217,335,1178,253,352,765,332,353,559,474,1486,819,988,1149,1075,860
"PA14_66230",32,263,525,623,1955,515,583,1377,685,653,1052,931,2333,1494,1512,1857,1630,1342
"PA14_66240",78,359,799,1225,3224,753,1232,2160,1133,1072,1619,1302,3208,2141,2079,2604,2264,1939
"PA14_66250",73,495,983,2063,4498,1104,2052,3016,1845,1965,2372,1780,4680,3325,2621,4531,2902,3352
"PA14_66260",38,459,495,1042,4330,668,1145,2605,1174,1445,1822,1188,6855,3785,4046,8477,4540,4844
"PA14_66270",86,550,800,1208,4324,949,1064,2830,1424,1164,1906,1437,4140,3269,2962,3958,3078,2427
"PA14_66290",151,1019,1506,1997,8413,1664,1519,4517,2200,2082,3592,2414,11063,6126,7496,11913,9334,9467
"PA14_66310",118,759,1207,1682,6478,1466,1263,3757,1746,1491,2944,2117,5144,5060,4095,5675,4642,4593
"PA14_66320",55,227,614,710,2180,669,405,1307,787,410,731,613,2692,1876,2060,2245,2267,1852
"PA14_66330",22,109,113,250,1097,124,244,699,240,264,492,263,1634,1033,1015,1952,1610,1518
"PA14_66340",35,152,344,396,1274,317,326,756,438,321,523,538,1068,817,901,1134,987,934
"PA14_66350",0,7,7,39,76,22,22,49,22,24,31,26,104,95,84,140,102,108
"PA14_66380",7,39,105,67,354,69,77,244,115,85,151,158,455,312,369,287,306,231
"PA14_66400",20,82,262,182,711,195,150,456,278,183,473,309,1078,774,762,796,757,705
"PA14_66410",13,50,97,91,496,90,123,392,153,102,240,150,495,396,277,439,518,341
"PA14_66420",0,13,13,7,26,3,16,84,16,13,68,14,32,38,26,132,129,79
"PA14_66440",2,47,64,134,266,37,85,227,94,127,151,100,771,411,328,1435,684,805
"PA14_66450",1,22,40,34,168,52,24,128,82,24,69,47,257,208,130,236,268,171
"PA14_66460",50,595,1124,865,5228,1498,616,2982,1612,922,2143,2268,6514,5863,7949,5263,7073,3910
"PA14_66480",50,139,314,565,1371,347,560,1026,537,466,621,425,1431,959,809,1919,1207,997
"PA14_66490",4,8,48,74,144,43,87,134,145,59,93,55,123,103,96,115,88,115
"PA14_66510",8,29,69,38,167,47,73,178,158,51,100,89,285,243,288,252,293,269
"PA14_66520",0,6,12,21,43,10,17,35,8,4,26,15,33,21,27,41,43,35
"PA14_66530",0,10,7,2,30,11,10,15,5,9,6,8,34,24,37,49,37,37
"PA14_66540",0,7,25,26,73,22,22,61,27,19,45,41,161,94,92,169,137,146
"PA14_66550",8,21,52,119,320,80,73,211,86,128,193,93,454,343,314,774,399,536
"PA14_66560",23,71,159,243,616,151,138,365,185,218,331,221,613,461,451,695,571,615
"PA14_66570",23,93,281,366,836,288,212,499,261,306,482,393,1046,622,682,960,773,664
"PA14_66580",76,446,763,917,3475,741,1081,2559,1232,907,1909,1396,4119,3239,3010,4464,3269,3250
"PA14_66600",37,263,413,743,2171,440,918,1744,882,793,1073,687,2254,1547,1506,2741,1743,1593
"PA14_66610",38,142,398,359,993,334,404,1050,595,379,855,702,1711,786,1308,1387,1326,1016
"PA14_66620",134,1065,1639,2179,8441,2206,1431,5321,2624,2954,5470,4066,6732,4679,5072,5398,5337,4330
"PA14_66630",19,326,390,611,2690,578,351,1543,615,936,1644,982,1619,1080,1111,1222,1216,877
"PA14_66640",65,235,584,435,1674,478,265,1046,628,628,1296,1254,1436,941,1223,1099,951,784
"PA14_66650",38,265,491,591,2046,518,354,1197,691,890,1503,1431,1651,1295,1506,1385,1132,1109
"PA14_66660",131,1172,1930,2009,8966,2227,1208,5518,3216,2707,5644,5122,4639,5251,4614,3355,3800,2633
"PA14_66670",12,100,230,133,641,141,133,518,316,188,444,331,939,652,662,706,650,579
"PA14_66680",52,325,451,585,2510,508,488,1351,682,664,1192,826,2709,1998,2017,4033,2618,2897
"PA14_66690",70,426,858,1264,3448,1033,986,2308,1372,1047,1678,1489,2718,2376,2569,2142,2575,1737
"PA14_66700",28,236,322,702,2028,449,417,1239,591,562,947,629,1269,1062,1061,1163,1281,845
"PA14_66710",20,187,213,389,683,219,238,672,330,287,569,300,1078,705,674,1889,1216,1343
"PA14_66720",10,41,76,131,280,90,87,206,105,96,207,154,356,308,322,418,361,310
"PA14_66750",34,208,268,392,1308,267,298,795,412,467,643,443,2020,1211,1318,2450,1653,1659
"PA14_66760",3,50,74,98,305,88,25,186,101,79,177,142,641,508,445,627,508,431
"PA14_66770",3,181,126,118,1275,200,133,854,441,160,357,294,1371,1532,1514,347,1359,317
"PA14_66790",4,166,174,132,1066,186,146,667,426,174,358,277,1397,1076,1500,725,862,461
"PA14_66800",1,14,19,24,82,28,35,98,29,18,47,27,208,121,203,161,209,100
"PA14_66820",110,536,807,1131,4210,946,693,2354,1111,1071,1665,1235,4742,3234,3225,4548,4321,3442
"PA14_66830",28,166,388,519,1630,432,444,1030,477,454,709,631,2269,1628,1856,1838,2018,1637
"PA14_66840",137,946,1382,2756,8171,1515,1460,3752,1469,2490,3828,2320,12330,7143,5517,15997,9030,9066
"PA14_66850",101,422,838,1526,4287,804,781,2141,767,1326,2076,1486,4119,3262,2342,3868,3586,2735
"PA14_66875",443,6419,4717,12868,64044,7965,11000,35252,11779,12473,21362,11262,39538,38025,27662,44759,40530,40625
"PA14_66880",122,1537,827,2081,12646,1513,2221,7776,2589,2507,4562,2060,9155,6882,5052,9647,9580,7104
"PA14_66890",3,31,34,127,370,64,135,283,118,131,136,88,320,230,191,197,217,89
"PA14_66900",39,97,156,248,741,141,263,571,308,245,301,195,1696,909,1009,2229,1186,1278
"PA14_66910",54,98,209,326,654,172,307,524,274,237,368,247,1287,637,690,1495,880,1055
"PA14_66920",42,165,368,441,1316,317,445,1111,504,366,628,526,1661,1004,1045,1257,1205,1095
"PA14_66940",22,144,156,307,1270,176,316,810,372,302,481,365,1140,904,756,891,864,464
"PA14_66950",8,139,117,231,997,210,321,648,337,267,348,282,1156,608,690,863,755,520
"PA14_66960",14,207,138,337,1585,194,353,865,405,397,651,338,1267,922,763,999,919,653
"PA14_66970",29,182,243,391,1461,330,385,928,485,498,756,476,1476,1124,914,1207,956,766
"PA14_66980",33,104,169,258,760,191,344,570,301,268,381,378,1301,719,767,811,742,540
"PA14_66990",18,62,70,127,393,74,129,301,157,106,217,202,514,298,331,254,296,240
"PA14_67010",15,47,124,166,367,156,27,113,59,27,69,43,430,274,317,530,362,379
"PA14_67020",15,38,68,90,286,75,75,230,66,96,137,98,316,173,216,453,308,306
"PA14_67030",11,47,63,88,300,69,131,269,155,125,193,164,302,283,215,271,270,265
"PA14_67040",17,21,54,42,177,32,75,133,53,67,76,69,231,177,145,283,228,213
"PA14_67050",12,62,67,99,358,81,68,284,127,101,247,132,433,306,278,626,335,468
"PA14_67065",130,591,1535,1698,4869,1664,1218,3310,2063,1089,1999,1743,4244,3072,3540,3195,3465,2782
"PA14_67090",74,449,526,1035,3943,755,879,2438,1110,839,1365,925,3485,2085,2514,3586,2839,2513
"PA14_67100",20,170,219,530,1645,328,779,1347,678,599,823,438,1013,829,637,840,810,709
"PA14_67110",38,165,337,383,1193,265,430,989,524,336,563,392,1269,896,852,1659,1094,1383
"PA14_67120",0,22,23,42,145,34,20,114,31,53,56,53,192,138,144,244,158,158
"PA14_67130",1,19,43,35,202,36,51,174,60,41,99,81,142,103,134,161,166,155
"PA14_67140",0,1,4,1,17,2,2,15,0,4,6,4,27,9,11,22,22,15
"PA14_67150",0,10,15,28,63,12,15,28,16,9,16,23,61,52,61,68,45,58
"PA14_67170",3,30,39,40,93,24,46,95,48,34,52,61,144,79,101,147,158,153
"PA14_67180",4,45,40,58,240,40,80,240,141,63,150,106,197,135,144,139,177,82
"PA14_67190",4,47,70,49,233,47,64,203,165,81,146,106,172,124,107,74,88,71
"PA14_67200",4,66,67,108,315,99,148,332,202,150,230,150,292,217,177,205,186,108
"PA14_67210",6,86,79,120,462,89,150,443,236,144,240,196,310,219,197,299,247,193
"PA14_67220",6,49,65,88,303,82,89,211,134,42,150,106,300,193,242,267,243,206
"PA14_67230",17,21,82,80,204,67,44,140,88,40,103,64,238,163,189,227,174,184
"PA14_67240",14,56,109,132,731,107,167,420,190,171,336,187,1076,740,852,1115,934,915
"PA14_67250",12,71,155,254,848,151,198,537,255,255,424,312,1239,889,895,1179,991,892
"PA14_67260",3,113,287,297,850,201,227,587,335,255,538,524,1196,705,864,976,957,826
"PA14_67270",11,80,127,141,492,93,181,382,197,228,340,238,789,414,507,788,618,587
"PA14_67280",15,66,117,114,440,131,131,331,181,195,255,225,711,410,483,759,538,490
"PA14_67300",5,51,101,140,390,119,178,297,135,193,240,239,496,325,330,496,337,300
"PA14_67310",6,8,41,76,119,50,65,81,58,74,116,125,314,154,191,299,182,195
"PA14_67320",8,36,79,143,296,69,205,244,150,235,234,226,759,416,485,794,461,485
"PA14_67340",12,31,70,124,239,74,143,188,159,155,168,137,1083,353,528,926,534,489
"PA14_67350",58,206,338,874,1776,328,877,1253,529,1206,1203,640,5059,2125,1947,6337,2768,3334
"PA14_67370",23,60,207,348,806,245,278,625,287,248,400,418,668,515,538,719,578,648
"PA14_67380",11,13,25,51,144,38,60,126,73,52,79,62,269,146,228,272,252,256
"PA14_67400",17,105,287,269,906,277,231,715,513,342,571,396,884,764,768,759,904,600
"PA14_67410",20,72,234,351,734,186,242,503,308,317,418,325,2013,848,1134,1707,1263,1296
"PA14_67420",55,91,322,541,1137,322,409,791,454,550,596,414,2900,1241,1468,2447,1666,1611
"PA14_67440",73,267,775,1098,2191,613,975,1587,797,996,1252,1057,4257,2400,2742,3328,2834,2851
"PA14_67450",26,186,259,465,1441,381,422,1137,523,382,644,466,1462,1105,1148,1673,1283,1376
"PA14_67460",4,107,86,177,744,207,158,554,250,127,299,175,1055,627,865,1411,994,1110
"PA14_67470",23,116,313,553,1086,311,480,750,417,382,480,395,1090,616,749,1017,713,776
"PA14_67490",50,317,458,780,2263,602,620,1252,718,488,724,545,2578,1676,1703,2769,1732,1752
"PA14_67500",24,194,325,709,2215,480,388,1118,528,319,580,362,1856,1237,1250,2230,1814,1826
"PA14_67510",54,245,523,554,2420,468,623,1610,867,567,1279,892,3265,2285,2511,3374,2924,2729
"PA14_67520",2,61,156,160,463,148,171,405,264,131,219,215,524,437,471,348,432,400
"PA14_67530",48,380,794,1032,2865,905,1133,2597,1505,763,1423,1212,2222,1952,1913,1798,1806,1767
"PA14_67540",10,101,120,328,1202,180,434,794,431,375,490,325,1247,1032,1035,1285,1232,1183
"PA14_67550",5,54,48,150,456,67,176,306,119,157,220,131,344,279,272,351,285,273
"PA14_67560",21,135,158,252,774,197,161,371,158,278,407,255,1273,631,714,1552,753,849
"PA14_67580",20,50,135,170,422,120,126,229,165,147,250,203,651,403,381,784,444,416
"PA14_67600",45,592,379,743,4716,619,795,2770,1112,1091,1845,1074,6340,4068,4543,7129,6022,6200
"PA14_67620",0,3,9,0,22,4,2,7,14,3,11,13,17,29,31,54,27,30
"PA14_67630",23,76,225,252,599,201,214,499,255,172,364,269,605,488,412,448,441,391
"PA14_67640",18,50,93,88,316,113,88,237,187,70,150,115,593,404,409,602,417,360
"PA14_67650",13,34,58,68,177,57,53,125,111,52,104,72,365,207,261,346,238,281
"PA14_67670",3,45,51,38,179,41,41,157,72,37,92,51,298,161,224,363,255,242
"PA14_67680",13,38,87,112,450,91,98,338,147,136,260,149,531,422,397,610,547,497
"PA14_67700",3,51,100,208,610,123,217,531,199,185,300,191,210,244,163,187,186,140
"PA14_67710",0,8,18,9,57,22,42,66,13,28,18,25,99,42,69,244,114,151
"PA14_67720",2,67,62,86,535,77,105,374,115,143,232,114,763,330,563,1018,829,666
"PA14_67740",0,28,36,38,182,43,51,139,72,42,69,68,245,148,173,351,200,209
"PA14_67750",0,28,51,57,221,59,52,177,88,40,101,77,318,239,241,493,260,277
"PA14_67770",71,223,506,755,1756,581,386,1102,575,383,750,584,2104,1145,1351,2741,1733,2053
"PA14_67780",0,6,8,12,51,21,14,46,18,28,26,18,71,78,69,142,75,80
"PA14_67790",17,126,210,204,760,199,197,521,258,219,376,254,977,708,752,1073,1029,784
"PA14_67810",56,226,508,492,1815,514,519,1427,856,480,925,791,2373,1707,1726,2268,2154,1889
"PA14_67820",11,20,73,82,169,63,84,200,122,44,130,98,391,209,269,268,294,301
"PA14_67830",0,27,82,134,260,95,104,193,82,123,175,116,329,198,198,376,260,321
"PA14_67840",11,35,37,59,178,41,67,175,79,16,82,84,241,143,187,264,232,205
"PA14_67850",3,14,23,41,141,28,18,98,46,30,67,54,150,68,78,207,117,151
"PA14_67860",0,1,18,4,36,7,10,20,11,11,25,8,61,35,41,68,38,47
"PA14_67880",7,86,158,113,582,105,149,400,208,144,373,237,714,442,571,612,578,488
"PA14_67890",11,46,131,152,505,99,99,369,221,128,297,182,853,537,626,864,693,546
"PA14_67900",7,37,51,83,266,57,95,171,114,100,169,127,504,227,287,456,385,319
"PA14_67920",15,114,211,324,1175,233,379,782,361,398,633,410,1468,848,950,1589,1184,1209
"PA14_67930",19,95,206,236,788,192,180,611,278,273,463,310,1179,613,811,1624,1080,1016
"PA14_67940",0,5,3,1,14,6,12,4,2,1,10,7,41,27,35,42,32,30
"PA14_67960",0,19,9,14,73,11,31,51,29,25,49,26,145,88,112,209,153,140
"PA14_67970",4,42,51,76,198,63,127,183,107,119,164,119,296,191,198,389,248,305
"PA14_67975",28,152,288,298,1203,252,289,851,375,300,613,448,1946,1048,1249,2280,1555,1616
"PA14_67990",18,147,227,168,1035,215,270,708,368,198,502,431,1419,901,1028,1186,1164,946
"PA14_68000",10,71,70,90,477,97,98,342,152,110,240,149,815,344,644,822,854,700
"PA14_68010",27,96,109,128,532,137,165,363,196,135,275,174,912,582,708,888,823,809
"PA14_68020",5,20,55,24,159,38,47,128,64,15,67,43,278,186,213,275,231,294
"PA14_68030",0,2,11,1,33,2,4,21,18,4,7,10,26,14,14,17,17,10
"PA14_68040",13,86,132,236,830,128,282,549,268,194,383,226,526,382,326,620,452,484
"PA14_68050",3,7,29,30,92,36,35,71,36,40,29,38,155,150,118,175,151,101
"PA14_68060",26,99,162,148,719,136,229,639,236,187,469,249,770,527,475,1200,1174,910
"PA14_68070",12,176,201,213,1304,191,271,1091,432,178,571,349,1479,964,1070,1435,1749,1037
"PA14_68080",11,31,36,27,203,41,130,238,110,60,104,108,241,240,191,201,151,122
"PA14_68090",6,19,49,32,121,27,54,133,75,50,99,84,162,103,108,113,125,121
"PA14_68100",0,1,4,15,13,17,2,12,14,2,14,9,41,41,46,50,43,68
"PA14_68110",17,62,129,129,494,117,128,549,211,83,297,174,333,284,371,135,595,203
"PA14_68120",3,52,119,119,419,139,151,399,191,73,179,146,627,646,684,304,623,268
"PA14_68130",7,12,36,42,126,47,49,97,70,45,80,66,325,220,373,293,294,242
"PA14_68140",9,14,60,40,127,45,32,141,71,59,61,71,228,165,231,164,153,152
"PA14_68150",0,2,0,0,2,0,0,4,2,0,5,2,11,3,5,11,4,8
"PA14_68170",154,535,1039,1544,3660,1014,1442,2851,1480,1467,2327,1578,9235,3550,5030,14212,6293,6133
"PA14_68190",120,544,899,1737,4088,921,1568,2795,1290,1829,2670,1657,9652,4245,4838,9786,6205,5207
"PA14_68200",147,793,1326,2185,6975,1367,1958,4197,1884,2677,3566,2407,14136,5654,6267,11789,7924,6006
"PA14_68210",158,685,1558,2086,5387,1248,1938,3610,1960,2447,3399,2563,9646,4330,4778,7556,5610,4644
"PA14_68230",73,219,506,540,1438,411,780,1249,825,624,980,819,2429,1168,1383,1593,1495,1018
"PA14_68250",37,202,393,471,1514,377,699,1302,709,623,1027,726,1553,1064,992,1312,1069,957
"PA14_68260",13,187,279,239,1697,266,388,1397,683,277,688,509,1245,862,1027,1256,1391,1108
"PA14_68280",0,35,71,68,301,54,112,374,193,55,141,101,264,218,188,199,259,190
"PA14_68290",13,23,116,74,287,61,112,435,212,79,186,158,336,229,290,278,331,266
"PA14_68300",46,511,620,877,4390,1042,590,2001,1377,1000,1531,1406,4650,3526,5584,4368,4313,3778
"PA14_68330",97,1486,751,2243,13319,1650,1283,5119,1643,2755,3792,2105,14104,11547,10818,12841,13534,11852
"PA14_68340",43,1335,666,1539,11668,1427,931,4365,1501,1674,3312,1704,11933,7819,8268,10503,11111,9074
"PA14_68350",54,826,787,1330,7117,1157,701,2998,976,1501,2751,1430,7260,6505,5435,6614,7010,6362
"PA14_68360",57,236,552,472,2102,474,347,1352,726,690,1153,1073,3583,2498,2841,2556,2393,2398
"PA14_68370",36,194,355,832,2164,397,786,1545,692,643,1055,680,1542,1384,1079,1433,1279,1244
"PA14_68380",69,452,742,1366,3922,851,1472,2798,1543,1220,1855,1260,2340,1679,1288,2292,1681,1728
"PA14_68390",8,20,77,60,291,91,109,258,169,84,134,96,280,199,220,277,235,227
"PA14_68400",342,4904,2715,9095,39631,5484,7413,24686,8340,7527,14504,7614,21644,17958,12441,20991,17600,15480
"PA14_68420",4,30,71,53,205,52,58,189,88,61,118,90,283,193,219,344,308,324
"PA14_68430",7,2,6,10,33,13,2,23,7,14,21,14,54,33,59,40,57,52
"PA14_68440",3,16,26,11,47,14,3,23,12,12,23,11,68,44,50,76,66,61
"PA14_68450",18,98,127,333,920,164,320,642,291,169,336,241,669,662,582,1003,653,691
"PA14_68460",0,13,7,10,77,9,15,36,16,6,22,3,81,53,64,114,85,83
"PA14_68470",22,67,116,124,430,154,102,376,165,68,250,245,381,303,459,281,774,189
"PA14_68480",5,18,29,59,104,29,25,125,18,26,80,53,172,122,128,241,132,214
"PA14_68490",5,47,75,100,374,77,104,312,145,110,163,113,335,274,242,302,298,260
"PA14_68500",24,48,88,135,455,92,100,333,125,149,245,156,532,468,436,552,571,533
"PA14_68510",17,41,53,81,440,78,120,306,122,102,214,153,559,396,415,539,514,504
"PA14_68530",5,34,24,68,305,57,52,166,56,91,139,80,374,360,306,410,368,427
"PA14_68550",2,12,24,19,66,11,23,50,40,32,35,18,94,66,75,86,87,95
"PA14_68560",12,68,156,212,656,148,292,509,268,202,368,240,478,441,379,626,479,507
"PA14_68570",8,43,145,72,333,103,101,289,138,38,195,148,379,241,210,460,335,297
"PA14_68580",13,165,202,308,1055,227,264,835,382,344,615,379,1286,810,835,1937,1078,1281
"PA14_68610",9,67,71,154,348,70,72,212,115,76,159,88,370,274,199,563,294,323
"PA14_68620",11,34,80,147,300,103,117,230,139,88,141,119,234,154,145,419,204,209
"PA14_68630",3,31,35,94,310,50,64,240,92,50,123,61,226,157,195,211,298,191
"PA14_68640",6,19,34,36,158,37,78,156,64,52,83,76,351,200,243,578,326,391
"PA14_68660",20,87,160,222,883,157,257,652,317,253,351,251,1073,769,577,765,599,545
"PA14_68670",18,126,297,215,775,165,240,608,309,227,457,290,862,714,682,782,836,663
"PA14_68680",30,126,251,325,820,191,358,697,418,306,649,405,1175,754,740,964,723,811
"PA14_68700",19,186,253,409,1621,338,513,1064,525,419,645,459,2185,1620,1279,2635,1426,1628
"PA14_68710",6,65,136,126,427,115,87,304,157,134,173,157,465,334,410,659,582,562
"PA14_68720",2,6,16,22,68,10,22,50,27,14,31,15,81,43,73,87,100,76
"PA14_68730",5,106,202,253,773,149,186,579,282,227,313,275,993,649,713,1016,782,700
"PA14_68740",11,71,196,350,697,162,251,546,307,384,466,268,1126,588,572,1587,770,842
"PA14_68750",8,41,71,73,255,69,64,148,49,123,169,111,401,211,169,588,328,390
"PA14_68770",52,157,330,487,1336,319,432,1000,565,337,647,498,1233,1007,933,1194,1153,1010
"PA14_68780",10,52,163,136,426,141,154,259,188,135,239,235,626,401,505,352,308,308
"PA14_68800",24,145,203,326,1123,280,272,763,403,329,527,406,1320,1000,1001,809,779,417
"PA14_68810",17,114,170,306,1126,215,181,597,313,183,291,194,1242,818,936,1108,1090,804
"PA14_68820",64,356,918,970,2799,812,770,1928,1135,783,1424,1094,4044,2663,2948,3649,3795,2973
"PA14_68830",21,73,196,176,387,169,94,268,196,145,206,191,518,764,630,457,647,471
"PA14_68840",12,160,192,307,1470,267,176,804,286,148,406,260,2660,1505,2166,2702,2559,2347
"PA14_68850",109,612,1259,1507,5793,1258,1337,3626,1707,1594,2835,1903,6541,4747,4690,6807,6239,5772
"PA14_68860",17,126,169,215,1035,157,220,755,330,351,526,265,1620,877,940,2112,1676,1420
"PA14_68870",59,233,467,737,2196,475,762,1556,736,776,1150,748,2060,1464,1562,2667,1853,1900
"PA14_68890",13,49,123,216,355,77,236,384,134,187,288,160,546,387,300,563,307,314
"PA14_68900",5,85,78,112,490,54,273,469,151,221,351,117,835,389,307,1878,563,673
"PA14_68920",12,51,115,140,346,78,123,301,183,115,200,189,374,193,254,358,320,214
"PA14_68930",16,74,72,99,480,79,93,327,132,87,155,125,659,445,435,627,550,362
"PA14_68940",47,329,746,724,3051,677,714,2228,981,659,1669,1168,3742,2242,3090,4539,4071,4124
"PA14_68955",32,250,457,543,1777,463,750,1437,720,628,906,776,1734,1760,1534,1605,1447,1635
"PA14_68970",9,65,91,90,444,94,88,294,131,117,216,158,910,488,669,800,671,549
"PA14_68980",123,512,1445,2011,4607,1346,2002,3505,1891,1829,2542,2193,4742,3412,3522,4086,3820,3500
"PA14_69000",94,594,931,1678,4975,1163,1402,3260,1688,1521,2138,1678,5410,3885,3705,5130,3625,3652
"PA14_69010",21,143,190,285,1128,233,208,791,354,178,415,318,1436,1242,1267,1427,1195,689
"PA14_69020",7,170,150,193,1074,176,178,843,316,171,405,236,763,391,573,802,894,388
"PA14_69030",11,160,212,256,1283,239,233,1043,467,240,461,380,1314,734,1128,1479,1253,982
"PA14_69040",24,126,390,278,956,455,399,972,761,257,519,596,1126,581,1225,713,905,735
"PA14_69050",14,74,111,100,412,81,124,298,140,111,209,157,462,320,342,530,469,383
"PA14_69060",26,243,724,758,2009,572,505,1297,650,661,1217,1083,2369,1532,1836,1529,1599,1331
"PA14_69070",199,759,1630,2273,5505,1799,1256,3075,1855,1988,3030,2704,5604,4134,4526,4379,4168,3511
"PA14_69090",91,707,946,1375,6854,1389,920,3369,1665,1324,2736,2240,4694,5098,5630,3983,4273,2916
"PA14_69100",6,54,56,125,390,107,95,300,126,90,141,138,488,366,256,499,323,246
