"gene_id","PAO1161.EV_1.GSM4975402.","PAO1161.EV_2.GSM4975403.","PAO1161.EV_3.GSM4975404.","PAO1161_PA3973oe_1","PAO1161_PA3973oe_2","PAO1161_PA3973oe_3","PAO1161_WT_1","PAO1161_WT_2","PAO1161_WT_3","PAO1161_dPA3973_1","PAO1161_dPA3973_2","PAO1161_dPA3973_3"
"D3C65_00005",7007,7668,7065,6057,4959,4795,12084,11398,17156,14040,13791,15638
"D3C65_00010",5861,6204,6003,4532,3762,3787,9331,9320,13102,10146,10313,12438
"D3C65_00015",2227,2479,2337,3438,3072,2856,6581,5673,8585,6840,7482,8183
"D3C65_00020",12112,13562,12892,10386,9526,9181,19221,18816,26718,21227,22186,27490
"D3C65_00025",855,859,732,868,708,741,1686,1899,2621,2044,2194,2496
"D3C65_00030",483,527,428,431,389,373,979,974,1586,1216,1566,1703
"D3C65_00035",343,400,357,316,272,270,554,530,770,726,777,1040
"D3C65_00040",5258,5405,5366,3836,3494,3324,7937,8280,10762,8345,9159,11912
"D3C65_00045",3183,3398,3109,2365,2112,2046,4870,4810,6798,5447,5916,7310
"D3C65_00050",157,150,181,143,123,153,387,397,686,537,557,642
"D3C65_00055",616,687,653,610,569,529,1456,1233,2155,1693,1875,1992
"D3C65_00060",168,240,219,209,193,211,445,380,631,494,617,666
"D3C65_00065",354,346,298,457,412,333,953,837,1187,669,964,1188
"D3C65_00070",82,92,72,58,46,50,147,133,188,152,193,210
"D3C65_00075",300,268,256,232,228,216,477,571,621,533,663,890
"D3C65_00080",1483,1555,1371,1799,1615,1429,3136,3304,3843,2869,3953,6229
"D3C65_00085",999,944,810,1097,862,807,2015,2103,2247,1787,2267,3608
"D3C65_00090",671,691,614,774,628,572,1351,1289,1491,1205,1508,2461
"D3C65_00095",1537,1764,1664,1535,1372,1343,3861,3794,5062,3973,4656,5464
"D3C65_00100",3077,3235,3401,2431,2090,2035,7448,8816,12038,10482,9055,10956
"D3C65_00105",68,63,64,25,21,25,63,61,81,60,56,108
"D3C65_00110",697,761,757,588,472,431,1452,1379,1891,1315,1471,1879
"D3C65_00115",481,541,545,290,236,271,929,1058,1347,1082,1151,1567
"D3C65_00120",4291,4923,4366,1294,1385,1471,3447,4680,6465,5601,5828,7114
"D3C65_00125",1528,1658,1626,719,615,620,1247,1603,2248,1820,1905,2541
"D3C65_00130",1150,1211,1185,529,515,534,1805,2380,2802,2682,2520,3046
"D3C65_00135",383,384,404,309,236,205,1054,1384,1666,1172,1191,1464
"D3C65_00140",153,111,112,114,98,85,389,517,535,420,386,519
"D3C65_00145",26,32,28,31,24,19,70,78,97,73,67,83
"D3C65_00150",46,44,39,31,25,27,75,103,112,86,95,104
"D3C65_00155",57,42,44,37,36,31,95,130,168,147,147,184
"D3C65_00160",193,165,181,165,123,133,508,536,674,601,573,658
"D3C65_00165",167,180,192,137,111,126,307,310,496,372,381,427
"D3C65_00170",15,12,21,18,19,17,66,55,56,38,57,76
"D3C65_00175",32,49,48,41,39,42,159,133,156,122,157,187
"D3C65_00180",439,456,438,232,246,209,888,916,1153,969,982,1299
"D3C65_00185",664,739,736,504,448,469,1467,1763,2293,1896,1903,2343
"D3C65_00190",219,172,172,194,166,164,597,681,869,696,665,828
"D3C65_00195",245,324,298,186,205,212,574,692,935,739,771,919
"D3C65_00200",1396,1573,1360,1108,994,922,2395,2484,3715,2571,2894,3219
"D3C65_00205",702,831,613,717,635,640,1592,1588,1909,1577,1836,2420
"D3C65_00210",2415,2611,1865,2117,1930,1896,6394,6076,6947,5335,6186,9096
"D3C65_00215",155,204,155,203,173,181,316,250,577,384,548,405
"D3C65_00220",190,231,163,51,76,66,74,108,167,138,203,223
"D3C65_00225",203,213,154,28,43,29,28,51,95,110,145,113
"D3C65_00230",266,313,286,84,69,56,68,68,240,163,239,149
"D3C65_00235",131,135,124,36,31,25,40,33,85,56,90,90
"D3C65_00240",179,274,184,81,66,75,60,61,113,71,139,95
"D3C65_00245",120,144,124,69,81,101,75,82,129,89,137,146
"D3C65_00250",184,234,177,212,158,134,560,509,752,612,680,749
"D3C65_00255",16,18,12,26,11,11,46,41,56,30,40,66
"D3C65_00260",126,106,97,126,89,117,234,311,407,365,346,443
"D3C65_00265",310,304,362,196,154,172,457,505,779,671,508,681
"D3C65_00270",1701,2017,1523,1993,2043,1878,4995,4658,5433,3807,4814,6586
"D3C65_00275",844,997,674,802,843,844,2200,2006,2310,1711,2259,2876
"D3C65_00280",1010,1012,849,951,828,871,3005,3088,3694,2642,3205,4413
"D3C65_00285",21,18,34,18,16,16,91,89,113,98,93,87
"D3C65_00290",154,126,147,36,48,37,247,283,348,244,265,248
"D3C65_00295",122,134,127,48,65,70,103,86,162,144,109,167
"D3C65_00300",44,40,50,31,31,26,51,97,112,80,69,109
"D3C65_00305",40,33,28,22,19,20,55,65,112,93,100,110
"D3C65_00310",563,650,551,438,455,406,1147,1199,1889,1694,1862,2007
"D3C65_00315",173,172,154,162,143,147,333,300,360,297,336,418
"D3C65_00320",333,375,423,288,306,329,757,771,974,737,807,1031
"D3C65_00325",76,79,61,82,41,52,184,184,201,211,179,242
"D3C65_00330",58,50,56,52,38,38,105,113,138,110,105,157
"D3C65_00335",35,34,31,34,25,29,48,60,66,43,55,103
"D3C65_00340",56,53,67,48,36,41,111,135,161,113,122,165
"D3C65_00345",212,222,235,220,201,190,500,496,667,483,532,717
"D3C65_00350",63,65,70,40,23,30,163,177,262,216,174,226
"D3C65_00355",90,108,85,72,60,71,167,188,209,180,191,219
"D3C65_00360",230,225,198,406,327,340,894,941,1273,1016,1007,1211
"D3C65_00365",532,553,447,407,306,343,1100,1241,1679,1222,1181,1471
"D3C65_00370",479,460,456,384,330,362,1166,1371,1532,1180,1312,1618
"D3C65_00375",460,479,519,345,306,317,929,1082,1402,1152,1168,1440
"D3C65_00380",4119,4138,4244,2259,2087,2127,7065,7806,10680,8937,8319,10381
"D3C65_00385",438,448,424,356,307,256,1023,1160,1363,903,1062,1406
"D3C65_00390",133,136,126,199,158,137,216,261,303,237,298,317
"D3C65_00395",5714,6428,5066,4344,4472,4528,10260,10725,12734,9540,10393,13697
"D3C65_00400",1243,1560,1239,1263,1296,1308,3089,2911,3663,2733,3399,4528
"D3C65_00405",157,165,124,201,133,141,720,681,802,603,585,899
"D3C65_00410",146,128,91,113,124,117,438,459,506,379,384,574
"D3C65_00415",1181,1361,1027,1244,1135,1068,4326,4233,4431,3759,3901,5898
"D3C65_00420",191,217,179,241,246,212,843,730,862,624,758,1090
"D3C65_00425",267,276,216,320,291,281,892,851,1023,809,868,1240
"D3C65_00430",1621,1918,1445,1603,1621,1506,5110,5288,6063,4520,4948,7289
"D3C65_00435",619,663,436,651,659,674,1920,2111,2194,1633,1781,2736
"D3C65_00440",889,947,715,782,688,685,2199,2264,2751,1904,2151,3151
"D3C65_00445",617,762,486,521,545,565,1397,1522,1606,1154,1376,2047
"D3C65_00450",1505,1551,1243,1318,1197,1283,3674,3927,4252,3759,3864,5431
"D3C65_00455",1742,1698,1548,1845,1555,1663,4410,4267,4963,3768,4277,5758
"D3C65_00460",1804,2172,1492,1413,1686,1700,2779,2896,3253,2240,3050,4508
"D3C65_00465",4980,6012,4007,3661,4261,4246,8728,9024,10474,7500,9952,14328
"D3C65_00470",3749,4431,3184,2906,3221,3016,6781,6392,8150,5699,7128,10041
"D3C65_00475",778,763,587,801,708,628,2260,2180,2441,1744,2078,3137
"D3C65_00480",242,267,174,291,270,273,858,758,750,548,747,1170
"D3C65_00485",505,546,400,796,753,738,2448,2354,2597,1733,2284,3348
"D3C65_00490",282,322,205,411,442,385,1215,1030,1191,908,1106,1627
"D3C65_00495",2343,2835,1886,1706,1728,1662,6192,5913,6860,4725,6222,9249
"D3C65_00500",832,1052,716,789,796,781,2947,2703,3338,2342,3041,4360
"D3C65_00505",211,265,186,237,217,235,717,680,1043,661,762,1025
"D3C65_00510",536,522,386,528,535,473,1887,1718,2154,1603,1810,2513
"D3C65_00515",397,467,415,424,455,456,1101,1224,1314,1012,1288,1758
"D3C65_00520",1261,1551,1160,699,689,690,1804,1996,2459,2060,2188,3187
"D3C65_00525",109,100,83,48,45,50,129,145,149,130,131,164
"D3C65_00530",194,230,157,141,122,111,437,423,468,364,397,535
"D3C65_00535",109,124,79,100,70,76,267,287,291,216,243,332
"D3C65_00540",300,381,275,345,383,322,866,771,997,657,934,1287
"D3C65_00545",610,701,620,405,450,382,1365,1403,2015,1369,1683,2036
"D3C65_00550",267,273,267,224,186,183,680,753,897,620,638,859
"D3C65_00555",1010,951,942,926,737,722,2560,2816,4080,3127,2812,3169
"D3C65_00560",153,163,108,88,69,53,244,253,337,240,263,357
"D3C65_00565",310,320,349,275,231,264,911,993,1206,1070,1121,1486
"D3C65_00570",21,17,11,10,13,11,28,36,43,28,50,48
"D3C65_00575",371,330,388,112,94,86,265,279,457,407,400,533
"D3C65_00580",69,72,91,22,29,31,91,96,137,100,113,150
"D3C65_00585",14,23,19,9,7,6,24,21,35,24,17,27
"D3C65_00590",28,32,22,10,17,19,62,62,87,61,74,76
"D3C65_00595",74,63,89,32,26,45,50,74,107,114,115,135
"D3C65_00600",22,23,18,13,13,18,66,82,80,70,49,84
"D3C65_00605",5,9,3,3,3,6,24,21,28,22,16,37
"D3C65_00610",11,8,3,10,5,8,23,26,23,20,19,32
"D3C65_00615",13,19,13,15,11,15,37,37,54,39,48,56
"D3C65_00620",239,309,304,233,255,250,716,796,991,872,891,1176
"D3C65_00625",217,223,209,273,243,209,713,676,889,646,725,893
"D3C65_00630",311,313,310,248,192,234,834,850,1217,1037,969,1151
"D3C65_00635",171,159,165,114,80,96,412,480,585,405,435,636
"D3C65_00640",131,168,163,95,107,82,417,428,585,418,505,623
"D3C65_00645",420,403,449,187,189,163,597,732,1005,824,871,1150
"D3C65_00650",128,118,208,66,63,35,286,294,459,287,254,380
"D3C65_00655",136,152,196,55,51,58,330,326,470,337,340,387
"D3C65_00660",302,380,342,210,220,243,441,430,654,557,607,723
"D3C65_00665",198,156,171,290,208,218,655,613,864,648,652,827
"D3C65_00670",170,191,137,213,205,169,422,389,539,414,498,567
"D3C65_00675",159,130,121,183,197,187,458,488,478,353,429,567
"D3C65_00680",1362,1588,1077,855,890,891,2686,2961,3148,2262,2634,3813
"D3C65_00685",159,143,163,90,87,83,271,300,370,325,275,339
"D3C65_00690",743,829,949,568,570,539,1155,1106,1775,1332,1584,1767
"D3C65_00695",118,101,172,84,75,74,430,490,594,600,486,692
"D3C65_00700",1018,962,1303,550,537,527,2539,2806,3569,3008,2718,3964
"D3C65_00705",91,100,130,36,34,53,211,198,209,185,226,299
"D3C65_00710",248,221,407,83,92,104,707,838,914,877,784,1138
"D3C65_00715",178,178,185,143,130,133,490,533,669,556,494,689
"D3C65_00720",237,239,253,135,118,152,378,499,691,578,550,731
"D3C65_00725",3,3,3,4,3,2,14,12,21,27,15,22
"D3C65_00730",28,36,26,17,21,13,84,91,102,100,89,117
"D3C65_00735",17,8,15,10,10,12,32,27,22,28,21,42
"D3C65_00740",14,13,18,18,9,13,39,50,69,49,50,53
"D3C65_00745",55,55,46,64,56,62,102,86,151,127,167,162
"D3C65_00750",8038,9442,8602,7347,6790,6407,14913,15375,20001,16655,16389,20272
"D3C65_00755",1267,1174,1141,1499,1218,1145,3355,3197,3745,2678,2871,3738
"D3C65_00760",8397,9062,9019,840,933,1052,1597,2965,5428,5884,4909,5362
"D3C65_00765",727,809,592,367,315,338,802,794,905,896,830,1102
"D3C65_00770",1486,1277,1289,858,782,797,1762,1913,2429,2041,1963,2798
"D3C65_00775",160,154,134,103,99,105,167,167,187,174,166,229
"D3C65_00780",195,210,210,134,96,115,292,361,468,462,408,502
"D3C65_00785",28,28,29,20,16,12,55,54,63,44,65,66
"D3C65_00790",92,122,141,76,53,71,216,284,356,301,312,363
"D3C65_00795",462,503,460,457,389,430,1097,1191,1528,1197,1280,1566
"D3C65_00800",49,47,44,85,66,84,266,316,329,242,277,391
"D3C65_00805",160,126,94,205,132,133,360,351,456,291,375,525
"D3C65_00810",56,54,70,88,78,85,193,195,219,187,205,261
"D3C65_00815",108,94,75,87,69,84,283,308,365,287,277,400
"D3C65_00820",15,19,18,14,18,25,56,56,51,50,65,85
"D3C65_00825",12,6,9,7,8,4,31,28,29,25,45,42
"D3C65_00830",28,42,37,36,30,27,81,68,112,96,133,148
"D3C65_00835",219,269,206,307,292,282,926,1000,1084,892,922,1194
"D3C65_00840",677,642,614,478,429,382,1341,1296,1484,1140,1206,1583
"D3C65_00845",520,528,441,382,368,408,843,940,983,715,840,1161
"D3C65_00850",1206,1291,1168,1262,1238,1072,3150,3093,4341,3135,3403,4317
"D3C65_00855",421,453,386,409,365,313,885,944,1246,914,961,1172
"D3C65_00860",68,77,81,80,79,70,131,137,204,167,200,211
"D3C65_00865",390,398,360,245,273,326,236,348,550,383,578,561
"D3C65_00870",995,1144,823,827,692,699,875,979,1239,938,1195,1615
"D3C65_00875",198,198,200,107,105,103,465,512,642,572,510,645
"D3C65_00880",853,955,639,144,120,106,445,511,783,924,920,963
"D3C65_00885",1802,2028,1572,1303,1156,1164,3539,3216,4057,2990,3786,4884
"D3C65_00890",23,23,20,27,16,13,48,41,44,25,37,43
"D3C65_00895",542,610,527,734,666,619,1634,1753,2116,1683,1710,2316
"D3C65_00900",213,209,186,317,230,247,695,784,750,661,639,907
"D3C65_00905",252,271,250,564,519,507,514,504,531,394,682,1113
"D3C65_00910",206,205,199,436,374,330,399,413,498,309,611,943
"D3C65_00915",278,338,295,800,746,702,663,618,627,414,859,1398
"D3C65_00920",571,553,461,1670,1383,1142,1568,1196,1318,970,1620,2566
"D3C65_00925",12,11,8,12,4,10,19,35,28,15,20,33
"D3C65_00930",7,10,10,17,6,6,24,28,25,18,23,35
"D3C65_00935",36,33,34,49,34,39,59,55,88,49,57,114
"D3C65_00940",368,374,394,170,158,160,332,387,406,347,357,589
"D3C65_00945",94,105,83,38,44,36,80,75,87,81,77,128
"D3C65_00950",373,364,353,149,180,150,293,374,399,334,351,478
"D3C65_00955",435,460,426,136,134,137,193,342,404,473,407,529
"D3C65_00960",326,360,319,215,191,164,514,582,636,604,608,699
"D3C65_00965",217,206,246,149,119,146,469,588,727,736,639,811
"D3C65_00970",68,73,81,65,43,35,221,265,324,289,277,388
"D3C65_00975",103,92,86,103,93,103,253,284,334,312,315,425
"D3C65_00980",32,34,26,26,23,27,78,96,112,96,93,113
"D3C65_00985",29,44,36,30,29,35,102,130,150,143,122,157
"D3C65_00990",35,27,33,47,31,30,65,62,96,91,53,76
"D3C65_00995",15,15,12,16,22,12,26,29,29,30,29,23
"D3C65_01000",22,16,14,24,12,15,36,40,72,55,59,65
"D3C65_01005",16,14,15,13,10,8,37,42,40,38,35,46
"D3C65_01010",53,47,38,38,27,50,100,128,158,124,133,165
"D3C65_01015",53,41,44,92,72,79,201,297,401,464,149,239
"D3C65_01020",4,6,3,3,6,6,9,5,14,11,11,19
"D3C65_01025",19,14,19,16,21,22,71,64,84,66,63,82
"D3C65_01030",24,31,34,33,23,25,77,71,99,85,82,113
"D3C65_01035",19,22,26,24,17,24,63,56,68,72,59,80
"D3C65_01040",610,636,490,582,484,494,518,637,808,779,781,989
"D3C65_01045",96,118,85,102,77,100,109,87,141,111,127,166
"D3C65_01050",257,269,202,333,251,258,367,336,519,390,401,520
"D3C65_01055",5,7,4,14,11,12,25,43,70,83,22,24
"D3C65_01060",24,19,20,25,24,24,30,55,69,74,34,48
"D3C65_01065",14,24,21,19,13,16,15,27,35,31,30,20
"D3C65_01070",481,571,485,57,108,159,344,720,990,1132,1024,1222
"D3C65_01075",720,740,802,300,337,345,525,1084,1752,2097,998,1082
"D3C65_01080",14,15,18,19,11,16,53,51,81,46,49,74
"D3C65_01085",14,27,24,14,19,13,49,59,58,45,53,70
"D3C65_01090",7,13,9,6,7,2,35,38,35,26,27,33
"D3C65_01095",6,12,9,7,4,10,27,35,29,20,22,42
"D3C65_01100",43,35,60,19,23,24,129,111,166,103,116,162
"D3C65_01105",166,183,175,95,79,92,284,321,493,384,385,489
"D3C65_01110",81,68,85,39,44,33,124,171,203,172,185,225
"D3C65_01115",27,20,23,12,1,5,32,40,46,29,41,40
"D3C65_01120",4,2,2,3,1,0,6,12,25,17,9,10
"D3C65_01125",35,25,27,14,22,12,86,81,106,100,72,108
"D3C65_01130",29,23,16,25,20,21,79,87,102,68,77,93
"D3C65_01135",13,6,14,15,10,9,47,42,68,51,39,45
"D3C65_01140",32,21,14,25,21,28,57,61,81,58,55,87
"D3C65_01145",22,21,31,11,11,23,60,75,85,70,75,83
"D3C65_01150",55,48,55,46,32,24,154,127,213,165,147,187
"D3C65_01155",116,139,128,103,90,76,324,325,404,348,336,440
"D3C65_01160",148,142,154,92,102,80,378,383,565,495,509,582
"D3C65_01165",6,5,7,3,2,7,21,44,23,23,21,46
"D3C65_01170",37,46,54,32,35,17,123,98,152,102,116,149
"D3C65_01175",16,14,23,12,9,6,30,47,58,38,58,64
"D3C65_01180",30,29,55,32,26,14,139,168,208,142,144,192
"D3C65_01185",19,21,16,15,9,3,51,62,59,59,70,77
"D3C65_01190",155,146,164,131,118,113,288,311,411,304,324,389
"D3C65_01195",42,64,53,32,34,39,95,104,147,95,113,147
"D3C65_01200",285,328,301,264,204,193,526,547,858,638,661,812
"D3C65_01205",62,92,65,61,52,59,198,195,218,164,199,278
"D3C65_01210",55,51,50,35,39,35,138,134,139,142,113,157
"D3C65_01215",97,103,108,66,52,43,215,218,306,210,230,309
"D3C65_01220",34,43,42,21,20,21,75,81,99,89,78,108
"D3C65_01225",227,191,215,142,122,100,423,486,596,504,481,626
"D3C65_01230",133,152,114,109,97,104,300,366,400,321,322,429
"D3C65_01235",78,100,89,81,78,70,192,217,257,193,228,306
"D3C65_01240",135,102,146,154,112,113,364,372,497,359,368,527
"D3C65_01245",31,39,33,24,15,26,67,62,89,60,69,90
"D3C65_01250",31,47,44,29,37,26,201,198,218,183,144,186
"D3C65_01255",324,338,284,233,203,212,815,797,884,591,575,907
"D3C65_01260",28,28,24,15,13,16,48,48,61,36,55,62
"D3C65_01265",34,22,19,19,15,10,58,57,42,68,59,63
"D3C65_01270",151,105,116,101,97,113,249,296,472,409,400,495
"D3C65_01275",10,10,8,7,8,9,44,42,54,46,44,55
"D3C65_01280",12,14,16,9,14,8,70,81,101,68,54,92
"D3C65_01285",46,48,34,38,24,26,115,124,184,134,133,195
"D3C65_01290",336,383,315,310,261,222,659,707,900,663,668,841
"D3C65_01295",15,33,17,35,32,21,58,92,98,49,60,103
"D3C65_01300",39,46,38,45,46,42,111,119,153,122,133,196
"D3C65_01305",223,187,209,277,208,228,670,684,892,723,649,849
"D3C65_01310",29,34,56,21,16,9,132,167,222,145,121,179
"D3C65_01315",202,168,190,165,130,136,458,538,752,688,651,813
"D3C65_01320",166,188,177,98,104,99,250,283,413,311,305,376
"D3C65_01325",160,199,211,103,100,84,221,267,383,364,376,434
"D3C65_01330",15,11,11,14,4,4,13,16,31,22,20,27
"D3C65_01335",49,60,41,47,34,50,103,95,107,51,94,104
"D3C65_01340",187,193,160,152,134,139,309,374,427,335,374,502
"D3C65_01345",210,245,177,134,142,130,721,785,915,786,753,955
"D3C65_01350",437,371,328,267,169,246,677,792,1144,944,863,1034
"D3C65_01355",144,161,146,96,74,99,225,231,354,295,301,359
"D3C65_01360",267,325,287,246,193,218,504,469,888,661,896,919
"D3C65_01365",809,822,811,680,603,613,1451,1587,2115,1707,1889,2350
"D3C65_01370",510,648,570,474,466,406,1307,1253,1707,1287,1621,2035
"D3C65_01375",124,136,105,90,76,63,287,240,376,234,306,397
"D3C65_01380",683,827,586,555,510,526,1331,1314,1730,1312,1578,2170
"D3C65_01385",29,40,35,43,50,27,85,100,125,89,115,150
"D3C65_01390",147,157,139,236,215,178,256,174,279,201,252,293
"D3C65_01395",7,20,2,8,14,19,16,12,39,19,26,29
"D3C65_01400",3528,3886,3511,3070,1962,1969,6866,7646,10115,8731,7486,9492
"D3C65_01405",10,18,16,7,12,8,42,44,71,44,63,74
"D3C65_01410",4687,5113,3829,5506,3610,3337,8741,9639,12079,9881,8975,11644
"D3C65_01415",4,4,2,2,1,7,6,1,5,3,8,7
"D3C65_01420",566,549,478,487,378,378,1212,1250,1487,1166,1173,1453
"D3C65_01425",166,157,160,93,70,87,279,355,448,339,368,463
"D3C65_01430",132,133,129,68,84,61,253,313,397,303,301,425
"D3C65_01435",72,87,85,45,37,37,143,142,214,165,165,249
"D3C65_01440",51,57,53,33,30,24,139,156,200,179,148,204
"D3C65_01445",136,152,140,141,123,122,283,322,323,262,293,467
"D3C65_01450",14,20,16,13,3,11,31,27,25,32,28,31
"D3C65_01455",45,50,51,26,20,25,65,60,91,58,59,93
"D3C65_01460",196,142,195,106,111,99,377,436,559,455,443,581
"D3C65_01465",36,49,69,19,16,10,49,56,97,89,100,96
"D3C65_01470",1785,1858,1213,1319,1306,1317,3140,2517,2630,1425,2108,3537
"D3C65_01475",46,55,42,42,50,34,99,103,141,126,109,132
"D3C65_01480",105,109,85,61,56,56,237,247,346,287,232,299
"D3C65_01485",407,431,356,2004,1059,1190,1258,1534,2153,2360,1051,1275
"D3C65_01490",162,199,147,1151,597,768,632,813,1187,1296,580,586
"D3C65_01495",114,106,108,1168,510,748,677,967,1480,1807,631,600
"D3C65_01500",261,294,304,2253,1109,1322,1688,2826,4160,5316,1416,1428
"D3C65_01505",54,58,77,477,358,336,685,1213,1467,1567,450,455
"D3C65_01510",753,856,791,1185,1016,1067,2582,2376,2931,2286,2551,3699
"D3C65_01515",2175,2449,2391,2219,2022,1940,5170,5209,7104,5640,5928,7519
"D3C65_01520",29,40,35,22,13,12,28,39,56,41,41,60
"D3C65_01525",39,39,35,37,21,28,78,119,158,86,103,147
"D3C65_01530",166,162,144,111,88,93,284,359,483,418,390,461
"D3C65_01535",148,135,163,118,104,96,225,244,303,256,291,358
"D3C65_01540",8324,9428,8468,11249,9937,10010,13623,14352,19855,17370,14520,17789
"D3C65_01545",1587,1670,1593,920,896,865,2485,2686,3064,2312,2491,3363
"D3C65_01550",516,490,423,249,211,213,716,768,940,632,783,1001
"D3C65_01555",276,288,249,151,146,144,334,351,499,423,436,507
"D3C65_01560",1754,1856,1825,326,442,529,1162,2158,2903,3124,2809,3342
"D3C65_01565",2260,2526,2607,3286,2854,2525,7312,7239,10100,8265,7647,9455
"D3C65_01570",305,348,364,296,264,256,740,959,1400,1455,1140,1050
"D3C65_01575",1174,1272,1585,1516,1299,1253,3301,3375,4733,3849,3474,4061
"D3C65_01580",3291,3362,4084,2735,2286,2083,7453,7875,11324,8932,7690,9747
"D3C65_01585",3437,3752,4370,2805,2661,2486,8866,9314,12990,10008,10006,12479
"D3C65_01590",1715,1882,1966,1226,1171,1164,3539,3329,4726,3596,3964,4860
"D3C65_01595",1259,1296,1461,978,920,921,2877,2983,3968,3088,3231,4060
"D3C65_01600",695,676,827,769,724,677,2391,2415,3636,2795,2978,3349
"D3C65_01605",788,784,913,769,678,553,2301,2314,3801,2791,2788,3175
"D3C65_01610",633,714,662,333,320,273,1143,1354,1628,1379,1308,1688
"D3C65_01615",10,8,13,3,4,4,13,21,12,13,11,24
"D3C65_01620",97,89,101,107,78,85,310,364,460,378,370,404
"D3C65_01625",1011,1111,1079,420,501,468,894,1191,1593,1376,1362,1829
"D3C65_01630",195,203,172,182,155,137,339,411,489,340,398,584
"D3C65_01635",351,329,329,367,290,267,819,858,1042,813,824,1073
"D3C65_01640",656,681,624,546,483,454,1446,1478,1863,1364,1458,1828
"D3C65_01645",455,451,428,409,331,298,691,792,1140,884,956,1401
"D3C65_01650",23,29,25,13,17,14,54,39,51,47,32,72
"D3C65_01655",328,338,293,245,197,196,711,850,1037,898,844,1099
"D3C65_01660",224,269,248,296,219,174,482,473,678,478,590,777
"D3C65_01665",704,685,765,578,480,444,1320,1259,1647,1254,1369,1850
"D3C65_01670",1091,1200,1216,1141,1107,922,2830,2880,3851,3177,3160,3944
"D3C65_01675",5893,6460,6117,6260,5862,5934,11183,11562,15413,11649,12536,16250
"D3C65_01680",3796,4158,4003,2983,2619,2615,5818,5698,8593,6498,7399,9179
"D3C65_01685",1082,1198,1036,956,702,680,1269,1410,1829,1283,1597,2233
"D3C65_01690",746,823,698,907,750,696,1803,1771,2230,1643,1840,2391
"D3C65_01695",189,209,169,188,187,198,262,230,273,188,282,410
"D3C65_01700",18,17,34,15,10,19,67,73,100,68,56,102
"D3C65_01705",24,32,36,12,16,14,75,75,93,101,72,95
"D3C65_01710",29,34,37,28,39,39,78,80,141,99,131,128
"D3C65_01715",8,5,9,8,9,9,14,16,12,10,14,28
"D3C65_01720",8,8,10,7,7,9,33,33,35,30,35,34
"D3C65_01725",36,34,34,25,14,18,38,28,47,42,54,41
"D3C65_01730",33,34,40,45,36,24,57,108,123,60,97,136
"D3C65_01735",131,128,129,65,69,59,216,265,312,290,264,300
"D3C65_01740",504,483,579,371,432,367,1625,1663,2094,1623,1581,1980
"D3C65_01745",840,1016,923,784,745,665,1127,1103,1546,1208,1360,1783
"D3C65_01750",1562,1571,1288,1367,1149,1204,2523,2575,3184,2456,2663,3956
"D3C65_01755",2351,2462,2348,2018,1733,1701,5172,5006,6425,5078,5234,7005
"D3C65_01760",351,319,334,374,277,314,619,667,819,664,612,778
"D3C65_01765",339,293,274,428,267,293,945,825,1038,756,767,981
"D3C65_01770",80,85,83,149,118,134,417,442,586,453,481,585
"D3C65_01775",157,158,139,247,188,167,411,414,538,436,434,543
"D3C65_01780",656,733,710,586,508,531,1082,1127,1333,1251,1272,1705
"D3C65_01785",2085,2369,2002,2344,2009,1948,4339,4176,5469,4199,4528,5158
"D3C65_01790",3553,3637,3595,3843,3042,2749,10626,10641,14751,12129,10828,13512
"D3C65_01795",389,529,436,435,385,338,885,808,1105,826,885,1145
"D3C65_01800",190,212,190,183,169,135,440,598,617,560,544,700
"D3C65_01805",326,360,300,333,314,242,716,621,824,658,735,897
"D3C65_01810",580,605,544,603,467,466,1523,1444,2352,1756,1820,2132
"D3C65_01815",1789,1945,1730,1865,1706,1706,4154,4008,5454,4086,4283,5588
"D3C65_01820",150,150,159,150,110,123,372,397,522,453,486,621
"D3C65_01825",242,223,251,240,179,177,654,708,845,661,603,799
"D3C65_01830",202,159,195,152,119,137,563,614,695,609,514,695
"D3C65_01835",105,134,108,113,70,55,281,287,467,363,322,370
"D3C65_01840",31,32,28,17,18,23,87,61,98,94,68,103
"D3C65_01845",60,88,47,53,30,36,158,142,217,183,169,201
"D3C65_01850",18,35,24,26,15,18,68,54,94,61,58,70
"D3C65_01855",460,416,407,459,304,313,1139,954,1174,757,864,1318
"D3C65_01860",385,343,358,330,270,262,591,712,856,632,727,1054
"D3C65_01865",1071,986,835,1113,894,822,1571,1449,1843,1278,1843,2943
"D3C65_01870",3894,4202,3920,2274,2168,2115,6596,6737,8025,6565,7056,9753
"D3C65_01875",2056,2018,1718,1273,1126,1088,2005,1854,2427,1731,2274,3339
"D3C65_01880",94,80,99,66,37,36,109,110,166,145,121,169
"D3C65_01885",715,777,704,846,773,803,1665,1527,2210,1470,1719,2211
"D3C65_01890",1112,1222,1050,1368,1185,1130,2204,2137,2502,1964,2031,2608
"D3C65_01895",273,249,257,381,293,276,695,681,1005,644,766,901
"D3C65_01900",1436,1337,1482,572,499,543,1455,1840,2341,2226,2127,2610
"D3C65_01905",927,1073,863,506,444,373,1224,1094,1400,1251,1412,1752
"D3C65_01910",818,874,790,865,656,711,1713,1776,2115,1779,1808,2476
"D3C65_01915",620,669,687,820,656,662,1301,1342,2014,1552,1786,2020
"D3C65_01920",894,922,935,956,903,914,1936,1833,2730,1788,2182,2748
