"gene_id","PAO1161.EV_1.GSM4975402.","PAO1161.EV_2.GSM4975403.","PAO1161.EV_3.GSM4975404.","PAO1161_PA3973oe_1","PAO1161_PA3973oe_2","PAO1161_PA3973oe_3","PAO1161_WT_1","PAO1161_WT_2","PAO1161_WT_3","PAO1161_dPA3973_1","PAO1161_dPA3973_2","PAO1161_dPA3973_3"
"D3C65_24040",2074,2302,2146,1591,1430,1378,3117,3410,4646,3763,3820,4854
"D3C65_24045",547,605,551,568,440,470,1391,1386,2179,1677,1731,1906
"D3C65_24050",19,14,23,23,21,13,29,42,32,39,30,58
"D3C65_24055",422,421,423,263,218,271,770,860,1003,774,889,1242
"D3C65_24060",80,95,91,45,38,60,158,146,219,153,225,247
"D3C65_24065",18,26,32,18,13,13,61,67,94,54,73,83
"D3C65_24070",4,10,12,1,5,6,41,30,39,34,34,41
"D3C65_24075",19,13,22,16,21,7,60,57,47,54,62,90
"D3C65_24080",14,18,13,15,11,19,83,62,88,73,81,86
"D3C65_24085",1,5,4,4,3,4,18,10,20,7,18,17
"D3C65_24090",39,29,35,36,30,42,115,113,147,112,118,164
"D3C65_24095",48,70,58,67,58,50,136,181,261,187,263,268
"D3C65_24100",234,266,246,226,230,205,629,647,974,741,728,854
"D3C65_24105",9,11,13,6,20,10,54,58,40,38,49,84
"D3C65_24110",13,19,22,13,15,17,66,47,83,41,82,95
"D3C65_24115",10,22,19,14,12,13,38,47,61,36,41,58
"D3C65_24120",11,7,10,5,6,8,40,50,28,41,31,34
"D3C65_24125",429,437,384,354,350,343,646,633,781,592,787,1180
"D3C65_24130",51,45,43,43,33,37,105,114,127,103,123,154
"D3C65_24135",17,24,22,16,15,24,45,47,64,49,55,67
"D3C65_24140",145,137,190,150,129,125,365,328,524,381,448,589
"D3C65_24145",33,23,24,32,24,35,103,94,139,102,140,154
"D3C65_24150",73,126,109,126,114,109,274,281,392,239,343,404
"D3C65_24155",35,32,42,32,14,24,104,96,155,122,110,165
"D3C65_24160",29,22,33,41,35,21,124,126,155,101,124,163
"D3C65_24165",4,8,1,7,8,8,15,12,29,16,24,22
"D3C65_24170",91,88,114,88,76,79,260,241,373,237,298,358
"D3C65_24175",32,45,57,36,31,47,152,121,167,90,101,148
"D3C65_24180",115,105,128,88,86,85,342,268,383,296,296,425
"D3C65_24185",141,150,178,113,112,111,486,409,623,413,482,593
"D3C65_24190",80,74,97,47,53,65,49,57,107,67,89,118
"D3C65_24195",124,153,126,72,60,72,32,20,36,18,35,40
"D3C65_24200",152,173,178,106,107,99,133,129,156,136,171,204
"D3C65_24205",60,68,83,55,61,52,90,101,141,106,142,163
"D3C65_24210",86,112,121,128,111,90,222,179,315,200,272,322
"D3C65_24215",58,50,64,60,50,43,106,104,158,97,111,162
"D3C65_24220",63,64,74,36,43,34,204,149,209,147,159,218
"D3C65_24225",60,85,94,79,74,75,273,260,319,229,257,341
"D3C65_24230",32,34,52,63,41,36,206,143,233,138,154,218
"D3C65_24235",21,21,29,21,22,17,85,75,81,77,67,109
"D3C65_24240",44,55,78,79,62,61,255,170,250,164,187,240
"D3C65_24245",20,23,23,30,39,30,141,96,147,84,92,149
"D3C65_24250",71,65,86,90,78,85,282,261,353,236,277,361
"D3C65_24255",40,42,57,58,46,47,236,160,257,188,178,241
"D3C65_24260",55,53,52,74,81,55,231,185,235,174,220,297
"D3C65_24265",14,12,25,12,5,8,28,17,33,21,29,47
"D3C65_24270",23,41,29,36,39,24,61,55,82,43,75,94
"D3C65_24275",654,748,846,479,484,499,1784,1381,2053,1420,1465,2007
"D3C65_24280",250,300,381,262,216,203,933,682,1282,859,971,989
"D3C65_24285",2287,2882,3287,1726,1591,1581,7871,5692,8781,6539,6704,7946
"D3C65_24290",160,199,205,168,127,151,765,476,854,629,737,754
"D3C65_24295",222,345,394,273,294,233,779,464,1001,643,789,841
"D3C65_24300",87,102,114,68,64,71,231,125,255,191,268,247
"D3C65_24305",428,546,585,406,310,361,1502,1113,1549,1124,1062,1517
"D3C65_24310",109,122,161,102,55,66,331,220,322,243,248,376
"D3C65_24315",32,50,46,25,33,39,113,82,120,77,79,144
"D3C65_24320",39,53,61,41,27,30,126,68,106,72,98,122
"D3C65_24325",37,50,57,42,33,28,98,59,105,48,71,103
"D3C65_24330",41,52,46,41,36,23,117,70,119,84,81,123
"D3C65_24335",28,33,32,29,29,29,70,50,85,63,71,75
"D3C65_24340",88,87,97,72,68,53,224,194,288,218,213,263
"D3C65_24345",1336,1636,1586,1937,1769,1589,3226,2934,5761,4154,4891,4595
"D3C65_24350",170,183,169,99,96,90,260,284,407,354,388,408
"D3C65_24355",607,834,806,570,515,440,1449,1272,2157,1620,1871,1994
"D3C65_24360",5681,6776,6399,6057,6053,5905,12904,11374,19377,14351,17560,18110
"D3C65_24365",974,1140,1112,2141,2212,1945,3339,2806,5299,3909,4715,4647
"D3C65_24370",215,238,252,261,217,223,488,492,873,650,809,725
"D3C65_24375",179,183,231,126,121,133,261,316,561,431,517,490
"D3C65_24380",22,14,24,19,27,21,50,38,60,59,78,58
"D3C65_24385",81,95,75,53,49,48,197,197,285,221,247,265
"D3C65_24390",417,406,382,264,240,222,962,1019,1343,1015,1135,1416
"D3C65_24395",64,39,58,9,16,15,101,88,162,113,127,155
"D3C65_24400",19,25,30,14,8,10,70,79,118,68,85,119
"D3C65_24405",19,23,21,8,8,7,32,55,90,67,67,65
"D3C65_24410",159,188,192,106,86,74,319,315,545,416,489,476
"D3C65_24415",62,59,54,67,41,27,138,107,149,109,125,163
"D3C65_24420",32,25,22,16,5,6,45,41,88,63,74,62
"D3C65_24425",155,163,153,154,148,137,352,318,547,385,445,526
"D3C65_24430",335,367,404,517,471,450,1302,1309,2199,1642,1873,1903
"D3C65_24435",190,179,219,567,475,488,1135,946,1893,1329,1828,1626
"D3C65_24440",258,244,257,350,364,297,964,705,1245,931,1246,1275
"D3C65_24445",6,7,9,5,4,3,10,15,20,5,17,22
"D3C65_24450",52,61,66,47,42,36,105,53,145,77,109,95
"D3C65_24455",391,506,471,286,259,322,738,897,1310,1021,1133,1424
"D3C65_24460",393,410,456,343,354,331,920,826,1479,1316,1404,1430
"D3C65_24465",88,106,104,79,62,69,236,220,439,326,380,312
"D3C65_24470",28,30,38,12,13,24,85,51,77,67,83,88
"D3C65_24475",21,17,26,11,14,15,47,29,40,34,44,44
"D3C65_24480",16,7,14,7,8,5,22,32,33,28,22,36
"D3C65_24485",11,12,6,5,7,4,39,27,39,32,27,36
"D3C65_24490",3,1,6,3,2,4,17,17,29,18,18,20
"D3C65_24495",51,59,71,61,45,49,211,202,244,173,185,265
"D3C65_24500",12,16,23,17,16,13,63,43,62,43,58,62
"D3C65_24505",76,63,83,53,66,76,210,164,241,177,207,279
"D3C65_24510",73,68,64,85,76,59,106,67,169,163,169,114
"D3C65_24515",308,353,295,230,262,218,311,225,522,472,642,433
"D3C65_24520",28,30,24,8,11,14,19,19,41,30,33,43
"D3C65_24525",27,19,22,9,6,12,39,34,52,24,47,59
"D3C65_24530",8,11,12,7,7,4,26,18,31,18,32,31
"D3C65_24535",35,45,56,22,28,32,113,75,139,86,126,126
"D3C65_24540",28,40,43,17,12,11,98,72,112,99,104,109
"D3C65_24545",19,26,45,22,18,18,121,78,117,89,96,120
"D3C65_24550",33,44,37,20,20,24,102,83,122,111,116,134
"D3C65_24555",41,43,58,28,43,28,131,112,159,99,122,159
"D3C65_24560",8,13,8,16,10,10,42,38,45,48,40,61
"D3C65_24565",128,162,175,132,101,109,432,409,534,440,454,583
"D3C65_24570",11,8,18,17,11,9,49,31,55,46,44,56
"D3C65_24575",18,34,33,32,36,40,127,106,132,94,104,129
"D3C65_24580",404,415,351,335,257,307,755,751,1252,1077,1058,1244
"D3C65_24585",187,192,193,235,225,204,198,169,399,307,410,296
"D3C65_24590",20,31,11,17,24,30,18,15,22,12,20,19
"D3C65_24595",8,13,16,5,5,7,25,19,33,19,13,29
"D3C65_24600",12,18,27,7,5,9,39,39,67,38,59,52
"D3C65_24605",80,62,85,37,46,39,130,139,154,129,153,199
"D3C65_24610",7,4,7,2,4,5,14,9,15,6,10,12
"D3C65_24615",77,84,85,94,93,82,224,227,312,197,289,320
"D3C65_24620",515,651,627,679,633,539,1227,1080,2301,1818,2223,1840
"D3C65_24625",107,151,136,116,116,102,309,375,493,309,392,466
"D3C65_24630",103,129,98,116,102,101,387,330,465,363,433,538
"D3C65_24635",685,813,796,596,584,550,1053,932,1750,1415,1854,1536
"D3C65_24640",56,82,80,52,73,59,113,118,175,120,194,180
"D3C65_24645",479,511,513,285,279,288,801,819,1140,948,1079,1337
"D3C65_24650",447,549,497,315,279,313,751,701,1025,645,982,1134
"D3C65_24655",749,864,760,536,533,509,1527,1490,2065,1513,1898,2247
"D3C65_24660",1457,2009,1325,2437,1641,1392,708,590,1124,623,1107,1088
"D3C65_24665",256,290,191,426,171,136,239,122,257,188,255,253
"D3C65_24670",384,403,343,725,699,408,670,502,739,521,732,828
"D3C65_24675",13201,13535,14786,2154,1812,2040,15138,18722,26591,21772,19435,22898
"D3C65_24680",500,497,482,612,474,447,1117,1148,1336,1055,1102,1548
"D3C65_24685",1708,1867,1613,1874,1572,1522,3815,3404,4413,3179,3521,4725
"D3C65_24690",2609,3172,2590,2955,2934,2824,5559,5147,5902,4882,5396,7056
"D3C65_24695",60,77,76,75,69,71,262,282,295,290,297,373
"D3C65_24700",292,286,305,544,476,404,1361,1285,1449,1202,1232,1613
"D3C65_24705",497,512,579,690,691,626,1744,1867,2206,1664,1736,2352
"D3C65_24710",630,749,745,521,488,454,1946,1854,2479,1837,1946,2144
"D3C65_24715",15,23,14,13,7,7,25,21,38,25,25,34
"D3C65_24720",358,403,399,273,255,239,978,1004,1315,1115,1084,1306
"D3C65_24725",319,346,370,247,216,209,708,822,989,836,773,979
"D3C65_24730",392,478,461,289,312,297,1123,1177,1734,1388,1244,1521
"D3C65_24735",265,305,326,236,222,230,851,870,1083,841,817,974
"D3C65_24740",1973,2136,2415,2018,2069,2158,6768,7109,9877,7991,7741,9592
"D3C65_24745",185,203,211,174,173,180,603,563,853,630,632,804
"D3C65_24750",305,391,350,369,358,378,879,1045,1289,1040,1030,1449
"D3C65_24755",1182,1368,1249,1905,1698,1545,2623,2469,3030,2238,2875,3964
"D3C65_24760",819,853,800,978,905,725,1506,1500,1979,1420,1847,2516
"D3C65_24765",1054,1035,951,1072,896,861,1911,1996,2638,1881,2478,3034
"D3C65_24770",8144,8577,8205,7928,7059,6876,13417,13611,17476,13201,16164,21220
"D3C65_24775",1445,1389,1223,1558,1167,1065,2673,2430,2938,2354,2841,3770
"D3C65_24780",445,414,417,690,549,516,1325,1125,1642,1084,1363,1583
"D3C65_24785",12472,14612,11183,16281,15705,14647,7035,6643,7840,5688,7743,9547
"D3C65_24790",772,914,728,621,508,476,725,710,1009,727,914,1199
"D3C65_24795",4145,4637,3686,2881,2353,2377,3525,3782,4827,3662,3978,5605
"D3C65_24800",7680,8343,7104,4441,3705,3649,5607,5513,7504,6038,7015,9432
"D3C65_24805",18961,21187,18608,15966,13524,12773,6462,6282,8880,6032,7597,8251
"D3C65_24810",15026,16415,14254,12709,12058,11050,12671,11767,15046,11446,14112,15595
"D3C65_24815",2360,2607,2391,3742,3121,3020,6570,6058,7380,5473,6049,7145
"D3C65_24820",30,29,29,59,41,45,51,31,75,59,62,74
"D3C65_24825",10517,12455,12905,486,876,1178,2925,6223,10780,10392,9264,10529
"D3C65_24830",825,935,736,1514,1262,1204,1603,1613,1899,1332,1768,2608
"D3C65_24835",126,124,119,181,127,139,282,227,328,214,329,461
"D3C65_24840",721,821,642,1070,907,836,1828,1488,2316,1311,1998,2499
"D3C65_24845",152,185,168,155,123,140,173,206,270,204,257,400
"D3C65_24850",4887,5040,5104,3525,3159,3251,8665,9225,12214,9620,10004,12050
"D3C65_24855",1406,1470,1455,82,189,291,578,1327,2010,2097,1847,1971
"D3C65_24860",5444,6512,6521,4775,4618,4824,9990,11024,14005,11315,10678,12933
"D3C65_24865",666,631,654,1219,1100,971,2990,3155,3893,3343,3320,4426
"D3C65_24870",476,612,467,344,324,301,781,733,946,682,818,1037
"D3C65_24875",459,528,486,410,293,333,917,1022,1287,939,1081,1373
"D3C65_24880",744,936,884,901,836,673,2180,2109,2796,1921,2157,3018
"D3C65_24885",656,747,528,377,309,410,601,653,829,536,892,1432
"D3C65_24890",856,910,690,588,481,541,937,987,1191,816,1283,2144
"D3C65_24895",413,426,317,289,237,226,481,539,602,396,669,902
"D3C65_24900",307,278,212,222,197,186,409,482,541,327,461,747
"D3C65_24905",27,23,17,25,36,22,34,40,54,28,50,55
"D3C65_24910",2173,2439,2877,192,291,327,458,1050,1739,1785,1614,1891
"D3C65_24915",519,559,531,575,488,422,1464,1303,1777,1287,1423,1724
"D3C65_24920",114,93,93,78,73,54,308,312,472,309,362,399
"D3C65_24925",113,125,140,58,69,66,162,197,268,201,179,257
"D3C65_24930",86,96,120,103,103,85,306,307,357,285,270,342
"D3C65_24935",107,146,118,165,167,138,441,422,454,377,412,554
"D3C65_24940",91,100,94,113,80,80,320,290,435,288,277,340
"D3C65_24945",129,152,122,110,104,78,334,304,346,300,278,383
"D3C65_24950",7332,7609,7618,4153,3834,4055,11808,12997,17374,13815,13735,16991
"D3C65_24955",16,10,12,14,12,13,43,51,55,47,57,79
"D3C65_24960",688,613,734,45,59,119,236,720,971,1547,1315,1607
"D3C65_24965",136,151,113,111,94,60,222,235,320,262,214,282
"D3C65_24970",375,416,327,137,136,125,396,473,776,529,611,750
"D3C65_24975",311,321,231,62,71,71,146,302,498,698,676,596
"D3C65_24980",283,298,311,287,270,260,707,864,1115,967,1034,1374
"D3C65_24985",958,1012,959,1446,1242,1219,3086,3063,3577,2813,3099,4115
"D3C65_24990",7100,7883,7087,6461,5713,5842,11125,11292,14533,10604,12051,16161
"D3C65_24995",131,162,161,119,101,101,331,356,436,300,321,426
"D3C65_25000",540,621,621,522,423,444,1217,1233,1449,1209,1254,1636
"D3C65_25005",404,390,531,287,252,187,698,707,821,609,692,744
"D3C65_25010",3410,3121,4634,2117,2051,1951,11558,12139,16914,13793,12309,13878
"D3C65_25015",599,665,740,351,304,290,952,934,1360,1222,1197,1365
"D3C65_25020",240,282,296,135,134,159,414,512,650,629,577,855
"D3C65_25025",990,1070,1003,775,607,526,2170,2002,2525,1895,1990,2636
"D3C65_25030",353,362,356,20,36,87,127,409,466,549,490,594
"D3C65_25035",1587,1857,2022,169,238,380,591,1323,1968,1712,1885,2063
"D3C65_25040",47,42,48,59,46,40,101,112,97,86,102,110
"D3C65_25045",133,144,154,185,161,197,490,562,551,420,453,599
"D3C65_25050",19,24,20,18,24,27,57,46,86,55,105,86
"D3C65_25055",1979,2335,2065,1746,1470,1327,2280,2221,3402,2474,2834,3299
"D3C65_25060",644,621,501,555,411,366,1034,1058,1314,1008,1094,1326
"D3C65_25065",1133,1274,926,540,447,464,882,920,1267,1086,1338,1852
"D3C65_25070",497,499,461,543,461,461,1316,1394,1650,1426,1388,1826
"D3C65_25075",110,106,89,88,68,66,180,191,225,205,174,226
"D3C65_25080",452,478,538,358,255,251,1007,1068,1508,1169,1064,1363
"D3C65_25085",646,705,627,420,403,386,1471,1649,2130,1650,1672,1949
"D3C65_25090",266,274,292,122,129,109,501,561,757,550,536,715
"D3C65_25095",2242,2407,2183,722,678,648,3370,3746,5631,4643,4259,4643
"D3C65_25100",9,18,11,8,7,5,20,27,42,24,62,46
"D3C65_25105",65,62,54,129,82,88,318,279,369,277,361,437
"D3C65_25110",45,41,30,26,35,25,80,77,78,69,77,99
"D3C65_25115",146,144,138,436,374,398,458,398,480,324,406,512
"D3C65_25120",612,662,597,1889,1871,1737,2319,1728,2316,1765,2092,2440
"D3C65_25125",244,294,266,314,219,235,672,697,720,598,569,806
"D3C65_25130",726,796,536,793,608,643,1010,1051,1122,916,1137,1663
"D3C65_25135",893,857,880,1735,1525,1609,2106,2031,2801,2029,2943,4116
"D3C65_25140",509,634,433,446,287,285,753,635,918,678,719,891
"D3C65_25145",44,48,51,67,49,64,136,180,251,165,186,252
"D3C65_25150",1145,1282,1150,1457,1218,1163,3454,3475,4382,3371,3351,4343
"D3C65_25155",2808,3184,3005,2294,2132,2174,6286,6275,7678,5873,5883,7820
"D3C65_25160",2534,2754,2593,991,769,878,2788,3380,4419,3735,3466,4230
"D3C65_25165",239,252,208,190,157,166,351,363,565,412,459,589
"D3C65_25170",203,145,169,81,69,61,130,110,148,96,100,141
"D3C65_25175",50,69,66,54,41,38,86,130,147,118,125,155
"D3C65_25180",26,30,40,15,19,14,62,67,101,73,74,93
"D3C65_25185",1459,1637,1386,1861,1625,1546,4278,4035,4867,3899,3982,5179
"D3C65_25190",202,201,145,190,140,133,589,628,933,608,628,675
"D3C65_25195",57,53,73,109,86,60,276,176,304,234,252,258
"D3C65_25200",1787,1870,1980,2020,1675,1804,5030,5564,6394,5048,4610,6036
"D3C65_25205",4090,3735,4644,3268,2951,2912,12187,11880,14944,12074,10916,12553
"D3C65_25210",131,154,128,123,82,92,150,147,199,139,212,282
"D3C65_25215",490,573,489,407,390,355,980,904,1203,863,933,1300
"D3C65_25220",338,340,244,372,357,346,459,512,597,433,508,744
"D3C65_25225",591,554,367,519,438,418,364,347,396,275,538,1048
"D3C65_25230",1186,1339,807,1081,914,853,995,910,1204,792,1562,2731
"D3C65_25235",635,643,672,571,555,490,2079,1815,2029,1446,1523,2128
"D3C65_25240",699,682,681,986,869,836,3149,2878,3752,2934,3081,3689
"D3C65_25245",39,23,22,45,36,48,78,61,78,52,55,86
"D3C65_25250",11,14,10,28,17,12,19,22,24,20,35,25
"D3C65_25255",2,6,3,9,15,6,21,16,15,20,21,21
"D3C65_25260",18,23,22,26,19,24,62,58,62,53,49,67
"D3C65_25265",17,27,18,31,37,34,61,81,77,63,59,81
"D3C65_25270",20,21,22,28,26,26,48,61,49,43,59,72
"D3C65_25275",42,37,33,93,59,41,80,72,104,92,84,110
"D3C65_25280",1111,1144,1057,1380,1078,993,1503,1675,2076,1451,1560,2066
"D3C65_25285",1008,1130,998,1113,684,626,1110,1033,1276,1046,1088,1320
"D3C65_25290",659,650,690,428,272,305,823,1022,1312,1158,1115,1390
"D3C65_25295",449,475,424,601,455,344,485,494,545,519,510,645
"D3C65_25300",164,160,163,322,207,191,215,251,265,178,238,279
"D3C65_25305",289,290,311,751,513,407,511,589,668,540,578,766
"D3C65_25310",7820,7671,9091,6615,5928,5855,12885,13125,19054,15425,14881,16050
"D3C65_25315",391,367,370,807,621,568,1309,1281,1559,1174,1478,1739
"D3C65_25320",435,415,404,669,497,500,1426,1395,1946,1400,1398,1889
"D3C65_25325",822,813,721,1147,986,914,2356,2359,2974,2179,2480,3232
"D3C65_25330",1488,1486,1275,1655,1422,1267,3828,3694,4211,3120,3761,5120
"D3C65_25335",1535,1476,1380,1543,1307,1269,3515,3114,4107,3260,3525,4519
"D3C65_25340",2048,2118,2138,2409,2205,2191,5935,6030,7060,6071,6157,7843
"D3C65_25345",343,362,320,645,566,551,1253,1353,1370,1033,1233,1589
"D3C65_25350",5798,6885,6070,8675,6447,5158,7265,5975,8734,6989,7542,7867
"D3C65_25355",2913,3413,2996,4218,2832,2476,1028,848,1386,935,1424,1308
"D3C65_25360",13391,13346,13303,18256,15320,14084,21980,20318,27504,21398,23344,27360
"D3C65_25365",36409,40978,33408,40980,35318,31531,21228,21289,28300,22854,25503,30357
"D3C65_25370",1877,1699,1619,2994,2429,2271,3249,2913,3937,3254,4058,5259
"D3C65_25375",5619,5726,5158,5695,5220,4956,8301,8518,10428,7293,10134,14888
"D3C65_25380",50,65,55,103,95,91,56,26,94,75,121,101
"D3C65_25385",71,65,65,44,54,43,96,103,215,167,194,197
"D3C65_25390",46,41,41,46,30,25,101,113,155,129,127,147
"D3C65_25395",13,9,11,7,9,10,23,34,45,31,41,36
"D3C65_25400",6,2,1,0,0,1,1,1,2,8,6,4
"D3C65_25405",15,12,14,5,4,7,19,28,39,29,36,40
"D3C65_25410",98,108,115,117,92,99,391,365,487,355,403,512
"D3C65_25415",48,43,42,52,40,65,163,158,228,137,192,247
"D3C65_25420",3,1,2,1,1,1,5,5,5,2,0,5
"D3C65_25425",31,61,56,47,38,43,104,110,144,96,128,160
"D3C65_25430",7,10,5,3,6,5,21,19,25,17,30,35
"D3C65_25435",8,5,5,3,6,6,5,9,14,12,16,19
"D3C65_25440",1,0,4,4,3,0,9,11,9,14,24,14
"D3C65_25445",12,6,7,3,2,7,18,22,36,19,30,34
"D3C65_25450",771,1021,883,1142,1116,1083,1876,1488,2626,2192,2481,2230
"D3C65_25455",1737,2194,1953,2720,2822,2692,4126,3721,6025,4658,5726,5260
"D3C65_25460",933,1169,1089,1957,2166,1973,2630,2139,3596,3218,3525,2552
"D3C65_25465",777,883,979,1627,1692,1495,2119,1684,3080,2770,2843,2005
"D3C65_25470",151,169,186,105,92,99,265,260,609,398,499,409
"D3C65_25475",155,170,169,103,104,99,431,483,808,595,683,689
"D3C65_25480",10,13,10,12,14,21,46,44,117,80,108,106
"D3C65_25485",2144,2149,2316,1299,1353,1133,8571,9094,11844,8969,10641,13451
"D3C65_25490",916,993,958,798,718,659,2168,2158,2636,1793,2083,2701
"D3C65_25495",631,697,685,519,465,493,971,1070,1129,1036,888,1190
"D3C65_25500",194,181,162,362,250,209,483,391,666,487,582,670
"D3C65_25505",638,626,388,615,443,446,1387,1437,1578,1198,1086,1504
"D3C65_25510",6,8,17,12,9,14,17,19,20,18,30,17
"D3C65_25515",23,30,26,14,23,22,55,76,76,81,83,82
"D3C65_25520",58,71,72,52,46,48,81,101,118,115,103,171
"D3C65_25525",136,182,172,196,168,172,283,234,338,248,306,394
"D3C65_25530",1119,1234,1048,1246,1085,1075,2458,2707,2954,2000,2660,3914
"D3C65_25535",526,593,534,604,616,657,1200,1390,1612,1207,1534,2210
"D3C65_25540",3704,3869,3758,3365,3207,3185,6798,7573,9315,6608,8365,11574
"D3C65_25545",1988,2250,1762,1541,1508,1623,5655,6121,7913,6364,6554,8315
"D3C65_25550",370,371,344,614,537,479,1833,1855,2474,1879,1800,2175
"D3C65_25555",829,851,906,905,821,763,2273,2385,3023,2405,2482,2981
"D3C65_25560",155,203,162,218,170,174,555,551,725,500,613,689
"D3C65_25565",173,234,215,284,232,230,659,566,963,737,752,750
"D3C65_25570",22,23,16,33,37,36,113,55,136,42,80,80
"D3C65_25575",7932,1244,2893,12514,18841,10348,46136,10038,31558,7391,4618,7227
"D3C65_25580",875,1138,992,1525,1018,899,653,673,999,578,863,948
"D3C65_25585",278,312,285,541,466,331,975,862,1316,965,1159,1161
"D3C65_25590",3414,443,1212,5363,7901,4763,22275,4772,13647,3521,1370,3240
"D3C65_25595",66,70,73,59,34,46,120,127,251,150,171,160
"D3C65_25600",278,298,293,251,208,179,383,379,565,508,609,588
"D3C65_25605",1611,1678,1647,2123,1828,1817,4445,4193,6193,4661,5024,5810
"D3C65_25610",9066,9932,10449,8582,8292,7873,16117,16543,23310,18204,18254,21965
"D3C65_25615",1614,1725,1625,1485,1437,1481,3318,3054,4275,3030,3569,4041
"D3C65_25620",4910,5118,5120,3483,2938,2847,9314,8615,12598,9929,10007,11261
"D3C65_25625",422,392,460,311,343,327,1224,1625,1770,1623,1635,1915
"D3C65_25630",341,400,432,433,345,295,854,862,1089,790,797,962
"D3C65_25635",931,858,856,1014,818,879,2296,2458,2923,2425,2157,2907
"D3C65_25640",1560,1605,1518,2514,1878,1794,5938,5177,6712,5150,5258,6603
"D3C65_25645",1664,1543,1647,973,952,1102,2521,2618,3452,2972,3211,3640
"D3C65_25650",55,44,35,52,31,37,46,62,59,64,82,92
"D3C65_25655",30,43,44,7,27,12,37,57,65,76,69,104
"D3C65_25660",260,355,314,173,158,123,603,684,930,711,693,726
"D3C65_25665",212,214,217,186,135,148,567,598,668,518,557,732
"D3C65_25670",78,56,85,89,61,67,270,303,407,251,294,305
"D3C65_25675",136,134,122,166,112,120,382,353,423,372,337,392
"D3C65_25680",167,132,124,78,64,51,211,217,311,227,226,266
"D3C65_25685",86,65,54,47,74,43,150,165,202,145,176,238
"D3C65_25690",69,79,73,110,96,96,177,202,259,206,279,406
"D3C65_25695",140,122,126,122,125,132,316,373,431,330,333,507
"D3C65_25700",60,76,67,63,62,50,176,179,251,181,205,250
"D3C65_25705",79,68,57,68,34,49,113,117,177,155,131,142
"D3C65_25710",498,589,560,288,233,248,680,761,1093,783,809,1056
"D3C65_25715",1174,1327,1211,1229,1030,971,3367,3229,3776,2852,3189,3954
"D3C65_25720",286,263,264,263,194,194,561,587,713,645,644,755
"D3C65_25725",578,605,630,497,365,433,1025,1057,1363,1130,1057,1458
"D3C65_25730",506,529,475,254,231,287,809,947,1219,1169,1012,1151
"D3C65_25735",1882,1993,1475,2145,1760,1847,2974,2858,3222,2120,3177,5205
"D3C65_25740",1507,1497,1146,2094,1672,1655,3036,3183,3715,2583,3809,5791
"D3C65_25745",430,445,389,401,341,325,887,839,1092,848,978,1256
"D3C65_25750",1089,1050,1015,668,518,573,1632,1652,2300,1945,2025,2450
"D3C65_25755",4502,5398,4091,4417,4379,3997,5992,5444,6456,5139,6344,8468
"D3C65_25760",742,768,569,930,694,665,838,806,880,691,944,1488
"D3C65_25765",37,65,41,74,76,82,174,142,228,163,199,218
"D3C65_25770",625,683,653,1163,915,929,2429,2377,3063,2314,2447,3179
"D3C65_25775",1909,2089,2048,1007,884,922,2517,2870,3651,3106,3154,3877
"D3C65_25780",2029,2254,1990,2972,2545,2583,6204,6117,7747,6283,6464,8100
"D3C65_25785",345,340,285,692,520,654,913,1003,996,806,893,1284
"D3C65_25790",1262,1476,1354,912,819,824,3090,3050,4207,3274,3204,4014
"D3C65_25795",973,988,919,901,749,780,2671,2836,3328,2618,2648,3525
"D3C65_25800",380,412,346,400,337,394,886,841,1070,731,940,1354
"D3C65_25805",1996,2148,2212,1323,1151,1219,3951,4259,5613,4354,4512,5386
"D3C65_25810",530,504,819,255,305,245,1712,1871,2571,2054,1797,2136
"D3C65_25815",419,376,443,317,270,299,901,1052,1261,1064,1014,1191
"D3C65_25820",1956,2307,2158,2007,1801,1733,4244,4365,5218,4197,4417,6111
"D3C65_25825",353,424,372,310,237,233,545,646,939,709,750,820
"D3C65_25830",350,378,375,338,316,290,684,813,977,722,758,904
"D3C65_25835",212,225,206,308,240,164,192,190,308,132,266,341
"D3C65_25840",186,207,177,248,198,180,175,176,332,242,301,381
"D3C65_25845",18394,19591,16965,15645,13952,13258,21953,21674,28546,22306,25691,33905
"D3C65_25850",12,5,10,15,19,22,15,19,20,25,20,31
"D3C65_25855",25479,32275,25394,38635,34906,33437,14399,15000,19777,14901,16700,18342
"D3C65_25860",3647,3826,3040,4039,3402,3126,5578,4853,5937,4325,6075,7818
"D3C65_25865",2034,2240,1726,2068,1717,1726,1876,1831,2126,1541,2339,3454
"D3C65_25870",33864,36224,28743,22792,18960,17700,31430,31958,41149,31016,38146,51147
"D3C65_25875",19288,21406,17042,10265,8974,8255,14936,14580,19099,14272,18631,24621
"D3C65_25880",3796,4242,3296,2449,1905,1787,2676,1951,3314,2258,3203,3645
"D3C65_25885",2074,2712,2050,3243,2167,1894,1424,1046,1600,1230,1557,1536
"D3C65_25890",860,1134,847,1396,884,803,782,462,998,741,1022,919
"D3C65_25895",5779,7033,5939,6956,5462,4749,6355,4724,7305,5320,6314,6388
"D3C65_25900",9259,9484,8752,8893,6550,5740,11845,8624,12481,9153,10620,11710
"D3C65_25905",6004,6200,7027,5611,5162,4914,11923,11797,17294,12782,13707,16381
"D3C65_25910",958,975,919,1118,836,824,2262,2224,2788,1945,2441,2823
