gene_id,LawnControl1,LawnControl2,LawnControl3,PhoenixColony1,PhoenixColony2,PhoenixColony3,Edge1,Edge2,Edge3,Outer1,Outer2,Outer3,VBNC1,VBNC2,VBNC3
PA1763,167,177,118,137,148,101,102,230,97,99,337,314,217,161,52
PA1764,173,155,127,197,357,136,82,434,136,179,627,795,237,216,192
PA1765,32,10,12,7,17,20,3,58,6,2,5,1,51,15,6
PA1766,63,54,33,85,62,52,8,103,30,39,102,72,59,58,13
PA1767,111,100,74,98,115,114,13,190,33,18,72,90,125,64,44
PA1768,11,18,4,45,20,6,21,34,22,25,98,94,20,22,3
PA1769,121,115,70,248,242,167,107,367,130,213,982,883,317,163,121
PA1770,96,153,70,146,133,90,104,244,117,167,740,749,135,119,100
PA1771,161,174,138,456,413,277,92,570,218,443,2902,2429,468,299,235
PA1772,20,12,11,21,49,1,2,32,4,5,19,19,20,2,12
PA1773,85,44,63,54,112,28,7,103,36,4,11,11,86,69,38
PA1774,14,16,10,5,18,10,1,18,8,0,0,3,15,14,9
PA1775,175,76,118,59,193,56,6,156,40,8,10,12,97,73,32
PA1776,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
PA1777,38,16,29,26,67,6,1,60,14,1,3,5,61,10,14
PA1778,32,12,12,37,33,3,1,47,7,0,0,1,37,0,18
PA1779,57,41,30,69,70,19,8,63,6,40,163,88,68,114,17
PA1780,10,3,9,0,0,0,0,10,0,1,2,0,0,0,5
PA1781,32,20,20,27,44,18,1,71,5,0,0,3,7,12,11
PA1781.1,173,224,111,241,367,148,104,386,98,186,562,704,317,141,146
PA1782,20,39,32,21,42,13,4,62,13,16,55,120,39,0,6
PA1783,119,49,108,160,151,84,39,137,34,81,348,358,176,67,49
PA1784,44,15,37,33,48,22,7,73,12,7,18,26,34,47,29
PA1785,97,53,60,62,117,71,5,98,13,0,18,15,128,11,29
PA1786,16,12,12,20,23,16,4,23,7,3,18,2,0,0,5
PA1787,93,137,67,166,161,68,60,198,97,102,493,317,109,91,100
PA1788,129,65,88,135,134,71,18,224,44,68,208,254,137,118,76
PA1789,83,70,74,123,76,46,42,191,53,53,178,263,186,163,49
PA1790,61,27,38,58,72,26,17,92,20,12,59,122,55,83,34
PA1791,33,79,32,97,112,92,164,273,123,92,434,871,180,127,109
PA1792,9,2,1,3,0,14,7,17,7,9,33,39,20,0,3
PA1793,5,0,1,0,0,1,2,22,6,2,1,6,4,6,1
PA1794,16,6,8,0,9,10,4,26,11,2,7,4,45,13,3
PA1795,8,12,13,0,39,9,1,21,2,1,6,7,15,0,2
PA1796,116,36,52,48,64,40,2,83,8,0,4,6,61,23,18
PA1796.1,65,29,63,70,38,33,5,61,6,5,13,27,54,38,21
PA1796.2,115,65,86,72,108,73,13,146,35,9,20,26,126,27,32
PA1796.3,116,202,113,236,228,135,91,338,109,121,468,860,246,107,106
PA1796.4,148,114,98,175,194,84,15,226,75,50,189,224,83,36,46
PA1797a,813,1770,593,905,907,455,584,1279,585,1233,3708,3042,975,964,364
PA1797,974,2294,715,805,845,545,348,1066,448,528,2630,2121,1130,871,384
PA1798,63,88,74,339,172,140,92,209,129,222,1115,1535,310,294,86
PA1799,3,11,3,26,10,7,5,10,23,3,22,22,15,4,0
PA1800,128,109,84,110,127,96,5,129,41,31,155,201,113,103,64
PA1801,57,14,32,24,45,32,3,62,18,0,16,13,28,5,41
PA1802,52,23,32,5,13,15,2,46,3,5,14,14,41,63,32
PA1803,31,31,18,18,39,9,2,56,13,0,7,9,33,0,13
PA1804,60,21,58,32,27,20,3,86,25,2,9,9,84,32,31
PA1804.1,83,30,67,71,89,43,4,75,22,4,23,19,71,16,37
PA1805,153,110,123,122,127,80,19,157,50,16,88,77,151,79,54
PA1806,137,85,88,80,81,78,10,130,25,6,49,97,134,70,40
PA1807,64,46,13,55,81,20,27,111,57,34,150,90,69,5,18
PA1808,20,15,14,33,0,30,9,41,22,9,48,32,16,18,25
PA1809,22,22,15,21,15,11,9,46,5,13,49,47,27,5,18
PA1810,33,19,6,0,36,7,3,28,8,5,20,27,19,27,0
PA1811,48,79,59,131,126,108,101,336,106,124,466,376,149,171,50
PA1812,112,74,82,68,124,44,20,156,30,13,79,94,62,72,40
PA1813,63,28,27,44,101,27,11,144,20,16,129,158,62,44,48
PA1814,81,52,57,63,154,52,5,199,42,4,20,12,96,51,14
PA1815,84,61,73,94,76,61,45,169,55,71,252,491,83,88,27
PA1816,39,17,48,85,46,55,22,108,28,16,79,104,63,98,23
PA1817,67,13,54,40,92,24,7,164,19,11,56,56,44,15,38
PA1818,21,17,10,10,32,16,0,32,8,0,3,3,2,0,4
PA1819,20,28,16,22,8,26,9,71,21,7,47,37,28,2,18
PA1820,25,22,28,16,80,16,12,69,27,32,103,76,71,20,17
PA1821,22,6,3,0,5,6,0,35,10,0,3,7,21,0,7
PA1822,73,28,76,35,89,39,7,67,17,10,22,28,50,80,26
PA1823,129,46,81,39,87,37,2,66,22,9,22,20,93,40,25
PA1824,34,43,29,93,141,47,80,200,108,180,591,847,169,82,39
PA1825,58,55,32,184,112,128,128,246,154,180,936,1163,235,234,79
PA1826,107,112,52,155,210,73,66,270,103,106,380,444,146,178,89
PA1827,49,43,29,33,77,53,14,84,21,45,139,161,82,73,28
PA1828,16,10,13,28,30,25,1,39,10,0,0,3,13,2,15
PA1829,73,51,41,47,39,38,0,45,14,2,44,17,35,32,16
PA1830,42,26,19,51,31,31,4,54,13,6,30,34,40,16,18
PA1831,12,10,12,0,11,10,0,14,3,0,5,8,13,0,13
PA1832,162,56,95,116,66,71,14,150,28,20,53,55,117,74,46
PA1833,74,79,97,283,399,200,166,654,334,753,2331,1270,385,415,216
PA1833a,38,26,39,5,56,31,6,75,7,8,23,25,65,3,47
PA1835,18,13,6,9,39,13,1,32,2,2,13,19,15,17,20
PA1836,17,8,6,18,32,15,4,27,6,0,3,6,9,13,4
PA1837,8,1,6,8,3,0,0,20,3,3,5,12,3,0,0
PA1838,194,87,117,151,133,61,23,237,46,24,137,244,165,63,50
PA1837a,15,4,8,0,0,6,0,17,12,0,4,1,36,7,17
PA1839,26,15,18,10,24,4,1,44,7,0,1,5,26,53,17
PA1840,147,77,53,108,101,75,27,155,32,12,58,117,198,60,64
PA1841,255,669,219,450,380,258,365,657,349,484,1453,820,448,513,199
PA1842,18,8,20,1,19,3,2,45,3,3,2,0,21,0,3
PA1843,1,4,0,0,11,1,0,0,0,0,0,0,0,0,0
PA1844,35,9,29,12,11,20,4,49,7,9,21,17,37,13,8
PA1845,46,31,21,16,5,16,6,72,20,3,34,49,29,10,26
PA1846,97,174,50,53,93,18,26,83,44,46,426,303,42,53,39
PA1847,78,35,49,54,101,48,35,153,41,27,105,190,88,28,8
PA1848,47,11,38,31,29,8,4,62,10,1,0,0,20,47,8
PA1849,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
PA1850,125,41,76,83,119,67,5,109,42,3,14,11,41,107,48
PA1851,61,12,17,20,63,26,2,66,7,2,13,24,37,16,10
PA1852,56,22,53,11,35,13,2,48,6,2,4,6,6,2,6
PA1853,38,2,41,13,41,20,2,28,1,3,9,21,47,10,20
PA1854,58,47,34,36,55,18,18,95,23,47,279,219,86,51,9
PA1855,21,14,17,5,1,26,4,41,3,2,3,13,42,15,5
PA1856,27,9,30,13,0,13,1,66,10,3,9,12,39,12,16
PA1857,43,24,29,15,19,24,8,44,14,7,62,57,56,10,28
PA1858,18,6,27,7,17,2,2,41,7,6,25,29,1,0,7
PA1859,59,28,43,23,58,27,6,71,21,6,26,26,44,6,16
PA1860,35,28,20,18,27,22,4,73,16,2,16,23,63,30,24
PA1861,31,10,39,10,9,23,6,37,3,2,10,37,26,25,5
PA1862,13,8,17,23,2,0,3,33,3,0,0,0,3,21,16
PA1863,72,24,31,42,24,51,2,75,10,1,8,5,40,36,26
PA1864,29,11,8,31,29,33,5,33,2,88,243,558,28,44,17
PA1865,41,12,20,39,28,19,2,29,6,18,104,66,41,33,10
PA1866,55,33,44,40,33,24,1,50,10,29,86,198,24,9,29
PA1866a,44,57,33,39,69,13,11,94,33,29,78,85,75,59,48
PA1867,40,6,27,30,21,10,1,30,4,0,2,3,7,10,9
PA1868,169,58,94,128,120,63,11,194,44,36,262,259,141,91,38
PA1869,46,17,14,24,17,18,2,45,6,2,27,32,34,65,7
PA1870,55,17,12,24,21,23,9,79,18,12,56,65,26,24,44
PA1871,50,28,38,67,29,32,4,75,4,6,30,31,73,20,25
PA1872,37,13,11,36,33,19,0,30,4,11,7,3,14,1,1
PA1873,8,9,7,1,16,0,0,17,9,1,1,2,2,7,25
PA1874,84,38,69,79,104,49,19,142,28,23,116,149,47,54,60
PA1875,45,17,27,31,1,20,4,56,12,1,27,14,63,31,17
PA1876,12,17,13,18,11,0,3,31,1,3,8,12,9,0,0
PA1877,16,10,8,22,22,3,4,56,8,1,7,5,19,4,16
PA1878,8,2,14,0,0,0,0,12,1,3,14,5,5,26,0
PA1879,27,11,17,17,40,13,3,125,9,19,58,45,54,13,28
PA1880,54,15,29,52,56,27,4,86,12,11,42,32,74,27,48
PA1881,22,11,22,5,32,22,3,25,6,12,28,25,16,3,10
PA1882,107,92,76,111,70,42,20,141,49,30,191,129,95,84,55
PA1883,27,14,32,35,20,13,1,77,15,8,33,43,24,50,4
PA1884,20,10,17,17,18,25,1,40,10,2,22,22,19,10,1
PA1885,2,0,1,0,13,0,0,5,0,0,0,1,0,0,0
PA1886,46,16,40,37,17,4,2,49,9,0,3,6,23,32,38
PA1887,69,43,67,40,42,55,2,114,6,2,5,9,68,17,41
PA1888,22,12,29,16,0,1,1,35,7,1,3,9,3,17,13
PA1889,81,35,73,51,48,60,2,107,23,3,7,10,57,42,60
PA1890,30,17,26,21,15,9,2,31,4,0,3,9,25,38,7
PA1891,65,44,85,10,63,39,5,65,26,1,4,26,68,24,17
PA1892,135,60,97,48,35,61,15,100,31,12,33,24,160,70,39
PA1893,12,2,9,13,0,13,0,13,1,8,37,458,14,14,10
PA1894,92,26,31,47,36,30,4,53,13,8,20,152,53,76,3
PA1895,0,0,0,0,1,1,0,0,1,0,1,20,1,0,0
PA1896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1897,0,0,1,0,0,2,0,1,0,1,0,0,0,0,0
PA1898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PA1899,3,0,5,0,0,3,0,2,0,0,1,7,0,0,0
PA1900,8,4,2,8,0,5,2,19,1,2,1,0,14,0,0
PA1901,78,22,57,34,34,9,3,91,16,0,2,3,91,33,42
PA1902,38,7,16,13,10,9,1,35,7,1,0,1,10,42,14
PA1903,50,22,22,31,36,49,4,81,16,3,21,6,36,16,9
PA1904,107,35,82,60,55,57,2,76,10,1,1,4,113,62,53
PA1905,5,3,2,0,15,4,0,17,0,0,0,2,0,0,0
PA1906,47,33,19,18,10,25,2,63,7,4,7,7,5,24,4
PA1907,33,19,15,15,0,10,0,43,6,1,1,0,47,7,21
PA1908,115,51,71,66,104,60,4,52,19,4,17,11,69,0,18
PA1909,57,34,28,69,52,10,13,82,29,21,80,58,30,35,23
PA1910,67,22,50,43,85,18,1,76,13,2,0,2,62,10,10
PA1911,20,2,12,16,8,6,0,15,2,0,0,0,34,0,4
PA1912,37,24,39,57,76,43,2,126,14,1,1,2,71,17,12
PA1913,5,4,18,15,11,0,0,23,3,0,0,1,5,0,1
PA1914,106,35,42,70,57,50,4,78,9,1,3,3,65,56,32
PA1915,22,10,14,18,15,6,2,23,1,0,4,6,44,1,24
PA1916,32,26,34,48,45,31,1,65,11,1,2,1,47,24,35
PA1917,38,19,36,13,46,14,2,73,9,0,1,3,43,18,20
PA1918,6,2,0,6,0,6,0,7,0,0,0,0,0,0,0
PA1919,36,22,17,22,44,24,3,60,2,0,1,0,58,39,16
PA1920,51,21,70,40,65,46,4,92,11,4,15,24,52,91,16
PA1921,81,30,72,92,84,38,8,171,18,6,40,15,92,37,25
PA1922,14,19,17,26,11,7,3,39,2,1,15,11,5,11,0
PA1923,1,1,3,0,28,5,0,11,0,0,0,7,10,0,0
PA1924,147,58,141,155,124,122,24,144,63,142,549,360,156,126,85
PA1925,25,6,10,46,34,15,11,55,11,25,120,67,40,7,13
PA1926,37,17,18,15,34,14,1,51,6,5,20,13,72,41,34
PA1927,58,26,48,22,73,39,3,81,9,7,35,28,72,3,38
PA1928,13,2,16,3,9,3,2,20,0,2,7,6,4,9,7
PA1929,58,31,33,24,61,28,6,62,15,11,30,20,73,23,13
PA1930,49,27,33,30,51,19,2,94,16,1,9,6,37,6,2
PA1931,251,136,143,237,159,174,87,399,146,216,713,575,292,145,86
PA1932,207,88,151,145,194,117,32,282,37,79,275,219,186,113,102
PA1933,134,145,81,104,81,47,14,137,52,14,107,104,118,84,74
PA1934,64,47,55,113,98,88,47,206,73,158,591,612,133,107,41
PA1937,34,21,33,14,33,42,6,55,20,12,46,43,35,27,5
PA1938,158,60,120,171,123,61,41,261,60,109,479,364,215,108,64
PA1939,25,40,18,29,31,9,5,49,4,9,40,34,10,7,11
PA1940,130,98,58,111,105,62,51,200,75,41,164,221,167,54,54
PA1941,56,13,24,38,43,14,18,69,38,17,40,83,54,44,17
PA1942,50,8,44,74,89,50,10,179,34,11,33,42,99,64,32
PA1943,24,13,11,19,39,21,12,78,14,11,52,75,46,6,20
PA1944,29,31,23,66,45,44,48,109,50,56,258,247,83,36,17
PA1945,79,30,42,49,37,34,7,73,10,6,41,37,27,29,10
PA1946,32,11,10,52,43,7,2,19,6,0,0,0,18,4,5
PA1947,19,7,29,7,13,15,1,29,12,3,1,1,9,15,6
PA1948,76,26,35,62,71,30,1,34,13,0,3,5,49,27,18
PA1949,14,6,9,0,11,6,0,7,1,0,0,0,21,0,6
PA1950,9,3,15,0,14,6,2,14,5,2,3,1,10,17,0
PA1951,10,5,0,0,0,8,4,11,4,0,2,0,5,6,3
PA1952,24,9,13,22,39,12,0,51,8,0,15,9,39,0,8
PA1953,90,25,49,33,145,39,6,133,20,3,14,35,61,75,26
PA1954,11,3,3,23,15,0,6,36,8,7,13,17,22,0,12
PA1955,47,26,15,12,66,21,3,48,11,1,8,10,35,50,23
PA1956,25,20,39,10,5,9,3,34,6,0,1,5,39,15,18
PA1957,14,15,4,15,11,1,6,23,11,14,68,44,27,13,7
PA1958,127,73,59,54,76,68,5,87,24,6,29,20,106,54,82
PA1959,26,12,13,8,20,16,7,39,9,4,10,26,17,29,13
PA1960,14,13,7,7,24,11,0,16,2,0,1,3,7,13,0
PA1961,43,33,21,22,43,20,0,35,5,3,34,10,20,12,23
PA1962,29,23,17,32,60,19,11,72,18,49,195,118,68,55,11
PA1963,7,10,9,5,27,6,5,27,3,5,17,25,11,22,13
PA1964,18,35,8,14,0,6,4,18,6,37,147,201,51,33,7
PA1965,78,15,49,23,32,38,3,103,19,0,2,2,106,38,41
PA1966,70,19,54,28,70,27,5,74,20,2,8,8,50,45,18
PA1967,26,7,20,15,9,25,6,47,8,9,19,18,39,45,10
PA1968,104,28,100,83,26,51,3,97,30,3,4,3,85,8,41
PA1969,34,13,14,8,56,11,2,41,0,0,3,10,59,1,9
PA1970,61,38,26,67,19,29,6,90,10,4,7,10,65,52,18
PA1971,3,4,3,7,0,8,0,8,0,0,1,0,0,0,7
PA1972,48,15,45,7,65,44,4,33,4,2,7,12,66,30,11
PA1973,6,5,2,7,0,0,2,8,3,0,1,2,1,0,4
PA1974,14,5,7,13,33,12,0,38,1,1,1,2,8,0,6
PA1975,4,0,3,0,0,1,0,10,0,0,1,0,2,15,9
PA1976,116,25,77,65,117,52,4,101,9,1,10,8,121,42,55
PA1977,16,2,18,2,17,7,0,25,4,0,1,0,5,3,9
PA1978,80,26,59,74,37,46,3,76,7,4,3,2,52,15,17
PA1979,9,10,7,35,0,16,11,35,11,40,316,347,54,31,12
PA1980,43,7,17,31,108,5,5,50,10,3,10,10,41,58,19
PA1981,23,14,5,24,13,12,1,42,2,1,18,23,22,5,10
PA1982,3,6,7,8,18,3,1,9,4,2,7,6,0,0,6
PA1983,43,32,12,30,32,7,1,44,21,5,18,15,12,35,10
PA1984,38,15,26,29,0,24,4,87,10,2,10,11,23,31,16
PA1985,54,24,24,58,27,53,20,104,26,31,73,59,105,22,41
PA1986,63,32,46,135,69,47,33,129,39,28,98,75,60,37,35
PA1987,22,11,18,5,26,8,1,49,10,1,10,3,38,18,8
PA1988,6,10,11,0,11,0,9,24,10,3,27,19,22,5,6
PA1989,9,0,2,0,30,8,2,9,5,1,8,0,2,0,13
PA1990,20,10,10,10,26,19,2,22,17,3,21,27,32,2,0
PA1991,70,53,35,42,50,60,24,124,35,29,122,83,103,55,24
PA1992,59,57,31,37,26,34,11,46,10,7,36,16,43,20,25
PA1993,44,37,41,50,16,31,17,61,30,23,67,51,56,37,17
PA1994,62,17,33,74,31,25,8,64,8,5,16,17,76,29,20
PA1995,31,23,7,20,18,13,7,44,12,18,25,22,26,12,9
PA1996,71,26,16,64,29,10,2,77,18,8,20,12,54,21,13
PA1997,32,23,31,26,29,16,4,53,5,8,26,21,47,8,7
PA1998,73,21,40,64,20,31,4,115,16,2,4,2,88,53,24
PA1999,53,35,30,63,65,23,14,104,8,9,22,30,47,40,52
PA2000,57,25,26,1,26,43,3,48,15,2,4,9,44,1,20
PA2001,16,8,4,3,2,8,7,51,9,5,10,36,9,0,3
PA2002,29,6,7,34,10,13,3,52,8,5,15,37,22,39,1
PA2003,69,37,40,66,120,65,16,110,20,8,67,86,87,27,48
PA2004,39,12,19,30,14,12,3,77,14,2,8,16,34,1,21
PA2005,41,23,18,39,35,6,5,60,10,3,15,21,59,13,31
PA2006,56,19,30,38,45,15,6,90,35,13,36,37,28,68,27
PA2007,17,21,23,13,19,2,1,29,8,3,3,4,13,0,5
PA2008,74,72,47,23,64,36,9,81,9,5,18,6,52,27,57
PA2009,110,100,61,90,30,20,26,92,21,20,32,32,76,137,38
PA2010,119,129,65,38,47,27,12,50,28,5,26,9,73,35,22
PA2011,36,36,30,21,61,17,7,62,20,7,24,25,16,11,50
PA2012,76,41,58,136,59,53,9,177,11,4,20,29,143,123,53
PA2013,24,27,15,37,31,3,1,33,2,2,2,9,23,4,14
PA2014,61,104,39,58,52,28,42,107,54,35,145,189,51,35,29
PA2015,55,37,22,37,52,27,10,44,13,36,197,109,34,43,29
PA2016,41,38,38,54,110,15,3,81,14,0,11,8,33,34,35
PA2017,116,102,55,98,87,41,43,147,60,50,270,384,133,89,67
PA2018,25,7,15,13,37,10,10,54,14,32,95,43,32,0,28
PA2019,146,183,99,268,312,193,161,497,218,178,853,497,268,182,117
PA2020,40,44,54,27,44,4,6,89,22,5,23,11,60,11,31
PA2021,36,20,29,9,6,49,0,34,5,3,5,13,37,21,11
PA2022,146,50,110,66,78,56,2,56,26,3,14,13,59,80,22
PA2023,5,0,3,12,11,1,4,13,2,2,9,14,22,13,11
PA2024,15,14,31,40,20,39,6,49,16,76,325,144,41,13,15
PA2025,10,17,8,71,28,47,3,59,9,67,184,119,21,16,8
PA2026,38,31,35,22,64,62,15,143,23,28,102,122,35,51,51
PA2027,27,23,17,27,21,22,0,19,6,9,25,8,6,18,0
PA2028,13,8,3,5,12,1,0,39,4,1,1,4,0,0,3
PA2029,38,22,30,36,23,33,4,99,26,9,34,31,36,23,54
PA2030,282,206,164,161,158,152,29,351,58,8,24,24,170,192,111
PA2031,500,257,516,385,466,234,189,825,266,123,598,380,506,405,179
PA2032,36,11,42,3,30,15,2,40,2,3,1,9,30,0,13
PA2033,38,11,37,12,23,23,2,71,15,2,1,0,28,7,12
PA2034,47,60,38,122,130,91,38,216,53,6,69,200,86,73,38
PA2035,104,33,88,111,83,60,11,169,31,4,18,54,108,24,37
PA2036,117,61,72,62,109,63,12,141,62,8,26,58,78,34,118
PA2037,26,17,12,31,27,10,4,52,4,2,8,8,22,16,19
PA2038,81,82,60,42,72,85,10,138,27,14,40,53,142,15,34
PA2039,35,7,9,21,30,24,1,26,3,4,24,18,46,0,6
PA2040,37,25,22,26,14,22,4,54,5,3,6,8,50,14,35
PA2041,13,13,11,0,5,5,2,34,4,1,8,7,4,4,13
PA2042,46,44,33,32,61,42,6,109,8,3,13,14,40,8,34
PA2043,17,1,9,13,11,1,0,39,7,1,0,0,24,5,7
PA2044,10,4,10,0,13,5,1,34,0,1,0,3,19,11,0
PA2045,27,13,18,38,35,8,0,38,5,7,9,13,22,12,8
PA2046,22,1,23,25,0,6,1,27,2,2,2,1,11,10,9
PA2047,20,15,4,0,4,15,5,35,13,5,22,19,5,11,10
PA2048,44,14,12,28,51,16,0,36,4,1,4,0,33,7,17
PA2049,33,11,26,24,10,24,6,56,14,1,2,3,40,26,9
PA2050,93,57,102,85,57,42,7,100,17,5,9,12,100,67,11
PA2051,44,15,30,18,17,0,2,55,7,3,1,4,23,0,16
PA2052,38,16,19,8,34,25,3,84,11,3,5,8,81,5,6
PA2053,23,6,9,7,17,18,1,45,15,0,3,1,19,32,9
PA2054,31,31,24,40,12,24,7,91,21,4,33,18,58,21,3
PA2055,28,9,24,20,17,9,0,31,2,1,15,16,10,20,3
PA2056,32,15,15,16,8,13,4,54,5,0,3,8,56,12,14
PA2057,13,2,23,7,17,18,0,36,2,1,1,2,7,16,27
PA2058,44,13,33,14,18,4,4,42,3,2,8,9,23,12,7
PA2059,18,7,15,22,18,11,0,18,4,2,2,15,22,15,1
PA2060,8,5,3,0,12,13,0,15,0,2,4,4,15,0,7
PA2061,28,20,34,19,26,6,3,58,9,9,16,36,14,29,32
PA2062,35,24,11,51,56,22,6,49,4,26,62,131,43,17,11
PA2063,128,47,81,60,119,42,7,115,16,2,13,23,82,86,53
PA2064,158,73,138,94,140,88,20,180,31,105,497,390,122,91,104
PA2065,103,40,109,57,135,44,17,212,31,51,393,290,114,48,16
PA2066,42,11,42,52,37,31,2,77,14,0,17,5,62,73,48
PA2067,4,5,13,0,32,9,2,28,1,4,8,2,0,17,0
PA2068,100,40,65,86,103,17,12,87,21,15,66,36,48,42,44
PA2069,20,10,13,44,35,21,2,54,2,1,9,7,33,7,22
PA2070,40,11,23,13,35,5,3,42,6,1,0,2,34,7,1
PA2071,79,39,49,23,19,16,5,87,10,2,1,2,47,14,37
PA2072,64,46,54,48,21,49,2,61,23,2,0,5,91,69,40
PA2073,53,65,75,52,119,54,5,97,13,0,3,4,53,60,13
PA2074,37,50,24,60,37,32,7,35,11,2,4,7,23,64,16
PA2075,37,19,26,31,38,39,0,42,1,3,10,2,28,25,21
PA2076,100,44,83,71,71,52,6,100,23,6,27,18,110,29,33
PA2077,33,18,33,27,73,17,8,102,10,6,39,62,56,14,20
PA2078,6,1,8,0,7,2,0,10,1,0,1,1,0,5,0
PA2079,21,11,24,10,74,7,3,36,10,1,0,0,17,16,26
PA2080,7,4,7,0,0,5,0,16,1,0,0,0,20,0,1
PA2081,12,5,5,5,2,5,0,34,2,1,1,1,0,0,12
PA2082,52,27,82,76,77,24,3,100,23,6,9,5,92,30,29
PA2083,13,1,4,5,3,12,0,11,0,1,3,2,26,0,0
PA2084,18,16,20,27,6,1,1,52,6,2,0,0,14,8,5
PA2085,12,4,6,35,15,9,0,45,3,1,5,2,19,0,1
PA2086,34,18,33,23,6,24,10,52,5,1,5,4,40,42,7
PA2087,4,0,2,0,0,7,0,20,2,1,1,3,12,7,13
PA2088,21,17,17,24,15,9,5,21,6,4,12,13,44,23,21
PA2089,18,17,5,10,4,6,3,27,1,1,4,12,5,9,11
PA2090,43,21,23,16,29,31,4,84,12,3,12,19,34,12,23
PA2091,4,8,3,0,6,17,0,26,3,1,1,8,17,0,9
PA2092,32,8,22,43,23,40,7,85,18,1,3,1,57,6,51
PA2093,132,75,127,100,135,84,31,207,36,25,98,88,106,164,59
PA2094,107,55,94,119,69,57,3,155,62,1,11,13,107,52,55
PA2095,53,34,19,29,92,36,6,61,16,9,29,19,37,1,16
PA2096,143,62,99,106,163,76,20,162,40,18,49,26,71,27,62
PA2097,124,34,106,99,90,60,9,129,38,17,82,75,87,64,38
PA2098,86,34,49,71,71,40,9,83,11,8,50,65,27,50,38
PA2099,95,45,69,131,94,90,61,234,88,99,304,268,106,128,55
PA2100,21,14,16,19,17,0,0,28,2,1,3,2,34,0,8
PA2101,47,34,28,37,87,25,11,70,12,5,34,32,34,17,26
PA2102,16,7,11,5,0,9,0,11,6,0,1,0,0,0,9
PA2103,6,0,0,0,29,0,2,16,2,0,1,0,10,13,8
PA2104,11,4,8,3,0,0,0,6,0,1,2,2,4,31,7
PA2105,7,2,20,41,0,15,2,33,7,1,7,3,0,23,3
PA2106,45,20,18,19,8,12,3,29,4,0,13,2,15,1,16
PA2107,95,55,68,81,112,42,5,126,28,8,57,33,127,60,58
PA2108,52,21,33,49,48,15,3,52,12,4,15,10,34,14,21
PA2109,29,5,14,0,14,21,0,36,5,0,6,2,11,0,14
PA2110,43,16,18,43,27,25,12,83,26,13,53,75,31,13,18
PA2111,16,7,3,10,25,4,0,31,4,3,25,34,13,27,8
PA2112,17,21,9,55,37,20,21,36,27,60,250,179,21,30,5
PA2113,40,20,31,8,13,31,9,47,5,2,2,14,20,50,36
PA2114,11,2,7,11,6,16,0,18,4,3,7,4,15,0,7
PA2115,37,30,32,24,107,20,13,75,18,11,51,27,43,32,24
PA2116,37,30,23,25,57,20,8,76,24,0,41,22,37,17,9
PA2117,26,8,16,5,36,12,9,50,18,15,51,33,15,36,9
PA2118,29,13,25,0,46,13,4,50,6,3,7,8,3,16,5
PA2118a,40,18,24,38,22,25,0,46,6,1,0,9,43,24,27
PA2119,23,3,23,19,0,20,0,40,6,2,6,7,8,0,2
PA2120,46,15,36,41,48,40,12,94,8,7,6,6,71,29,25
PA2121,19,2,12,8,0,5,1,13,0,0,6,5,0,6,2
PA2122,14,3,19,34,10,26,1,29,2,0,0,0,30,11,17
PA2123,114,29,61,48,120,52,5,90,21,0,5,2,71,21,23
PA2124,76,8,43,51,63,45,6,115,16,0,4,2,56,88,25
PA2125,18,6,3,0,4,16,0,39,4,1,0,1,9,16,0
PA2126,9,5,11,30,16,14,0,19,0,0,0,2,37,0,0
PA2127,38,5,34,1,1,8,1,26,0,9,57,66,21,34,16
PA2128,25,15,9,3,0,33,3,73,5,0,4,6,29,10,6
PA2129,23,5,14,30,16,9,0,23,4,0,6,7,26,8,5
PA2130,10,11,19,3,0,3,2,7,6,1,12,10,0,11,0
PA2131,43,22,29,23,90,2,0,96,5,7,31,41,84,25,1
PA2132,2,1,4,1,7,2,0,5,2,2,2,2,4,0,5
PA2133,16,6,19,5,0,11,2,23,4,1,1,3,35,0,9
PA2134,37,22,38,18,0,7,3,22,3,4,13,23,45,4,21
PA2135,19,10,29,3,6,2,2,7,4,4,41,29,20,14,0
PA2136,46,13,14,11,18,13,2,22,12,12,78,92,38,1,28
PA2137,164,64,108,136,122,85,16,192,47,55,445,459,202,60,81
PA2138,7,10,5,3,17,11,5,9,7,16,48,37,4,0,1
PA2139,30,10,29,132,71,41,4,35,4,146,813,1074,96,56,38
PA2140,71,37,75,31,82,36,5,75,33,8,18,51,55,60,26
PA2141,16,28,21,21,38,17,12,46,12,38,386,199,43,54,5
PA2142,5,0,3,20,12,0,1,4,0,1,9,2,0,5,0
PA2142a,40,19,22,28,61,26,4,48,4,4,27,18,43,24,25
PA2143,54,30,47,80,56,21,5,101,26,7,46,38,86,16,15
PA2144,141,46,104,50,60,72,10,145,34,6,46,47,90,49,41
PA2145,35,13,21,54,35,12,4,47,17,1,18,28,42,9,0
PA2146,27,3,31,36,21,16,4,35,4,0,1,2,3,20,0
PA2147,29,15,15,9,0,4,1,20,1,2,1,11,9,0,7
PA2148,1,0,3,0,0,0,0,7,0,0,1,3,4,0,0
PA2149,20,15,10,8,23,24,5,36,4,0,1,8,38,28,16
