"gene_id","empty_NI_1","empty_NI_2","empty_NI_3","pit4_NI_1","pit4_NI_2","pit4_NI_3","empty_I_1","empty_I_2","empty_I_3","pit4_I_1","pit4_I_2","pit4_I_3"
"PA2712",108,36,62,34,16,20,34,25,13,5,24,31
"PA2711",154,178,179,138,86,171,193,113,107,78,156,107
"PA2710",217,352,402,261,201,309,219,255,224,129,418,359
"PA2709",2554,3448,4767,2802,2394,3953,3881,3447,2945,1780,4738,4124
"PA2708",207,248,374,241,208,320,262,187,157,125,295,245
"PA2707",1560,1607,2251,1400,1165,1905,1997,1479,1241,652,1927,1686
"PA2706",441,482,672,433,332,524,492,435,402,268,502,544
"PA2705",784,1038,1257,755,559,946,964,797,674,435,1121,971
"locus_tag=BPMHFNII_02974",9,15,54,28,16,27,19,8,15,7,18,26
"PA2703",289,411,596,267,245,387,327,213,205,112,359,257
"PA2702",364,517,621,392,278,478,636,319,300,118,449,356
"PA2701",104,205,219,173,133,127,170,139,146,97,237,209
"PA2700",157,229,277,176,148,224,253,224,190,129,319,271
"PA2699",580,745,1094,626,555,968,1175,906,803,541,1242,1282
"PA2698",288,334,343,243,181,298,262,317,240,160,450,380
"PA2697",25,33,27,20,16,29,33,28,21,14,48,33
"PA2696",210,207,291,151,159,218,253,234,196,97,312,252
"PA2695",390,752,927,570,536,726,747,584,420,407,1071,938
"PA2694",74,153,157,128,79,146,93,83,92,45,175,190
"PA2693",84,66,79,50,29,70,68,51,44,19,41,49
"PA2692",212,382,360,306,247,320,293,263,243,186,355,293
"PA2691",195,120,173,118,93,158,128,120,97,45,163,139
"PA4797",238,292,402,197,142,233,240,235,201,127,337,301
"PA2689",41,15,10,16,3,14,6,4,6,1,12,16
"PA2688",157,42,48,28,21,46,30,34,27,24,41,31
"PA2687",264,302,368,209,135,206,147,141,145,67,108,103
"PA2686",225,574,661,347,238,387,223,217,133,45,157,169
"PA2685",2342,2807,3707,1899,1407,2445,2453,1757,1656,1611,3841,3394
"PA2684",1108,2137,2678,1422,1217,1711,1343,1170,882,1064,2705,2685
"PA2683.1",115,138,192,78,76,124,98,85,76,54,188,137
"PA2683",246,322,360,279,213,265,237,233,192,142,435,408
"PA2682",357,405,530,387,280,488,405,323,277,242,622,470
"PA2681",38,106,111,119,38,113,65,86,55,31,107,109
"PA2680",52,92,112,63,64,86,94,109,64,45,112,133
"PA2679",398,755,872,707,592,748,554,658,435,224,671,562
"PA2678",154,32,42,26,21,34,43,18,20,14,35,27
"PA2677",116,77,93,77,69,72,80,92,56,36,93,90
"PA2676",40,27,67,31,16,44,44,51,48,29,56,35
"PA2675",27,13,33,16,13,27,27,18,19,4,26,34
"PA2674",18,10,12,10,3,11,9,4,7,0,8,4
"PA2673",14,37,38,12,16,24,14,25,18,4,20,30
"PA2672",32,17,50,30,34,37,45,20,13,11,26,33
"PA2671",90,134,137,65,64,118,98,66,80,28,117,66
"PA2670",53,47,76,50,41,42,74,66,33,25,82,45
"PA2669",95,89,106,57,50,80,100,49,84,35,77,76
"PA2668",318,295,363,224,173,228,355,239,220,126,320,233
"PA2667",2025,2097,2994,1877,1373,2105,2936,2087,1803,899,2408,1924
"PA2666",483,369,584,369,291,521,495,313,202,187,416,297
"PA2665",213,375,411,311,227,320,367,296,165,132,402,348
"PA2664",103,123,189,128,81,157,131,119,83,56,170,125
"PA2663",34,86,116,57,25,30,78,90,78,39,77,74
"PA2662",126,202,222,121,86,123,167,180,153,59,235,169
"locus_tag=BPMHFNII_03018",18,148,117,73,51,148,81,81,73,58,132,144
"PA2661",169,151,220,167,95,173,149,130,109,109,272,282
"PA2660",147,270,322,276,228,346,253,238,158,148,396,538
"PA2659",2098,3656,4627,3450,2660,3994,4445,3119,3004,1526,3749,3325
"PA2658",1085,1222,1917,1076,892,1431,1566,1265,1171,473,1773,1219
"PA2657",1028,1665,2099,1303,1075,1742,1563,1493,1233,725,1721,1653
"PA2656",740,1087,1401,868,754,1172,975,911,803,460,1160,1007
"PA2655",76,98,144,109,59,172,105,78,105,30,100,63
"PA2654",1617,2519,3092,1937,1506,2360,2201,2156,1810,636,1649,1332
"PA2653",188,176,284,171,114,189,178,174,118,79,218,154
"PA2652",1434,2128,2921,2012,1618,2508,2101,1979,1461,391,1066,1007
"PA2651",883,1151,1163,907,608,969,597,637,543,293,857,729
"PA2650",164,197,236,162,117,221,178,150,108,69,226,213
"PA2649",4183,5111,6252,3233,2709,4333,5288,5204,4196,4152,10177,9196
"PA2648",5464,7141,9003,4237,3722,6077,6362,6631,5596,5718,14410,12520
"PA2647",7681,9354,12232,6873,5664,9422,8296,8616,6682,7081,17572,16258
"PA2646",997,1531,2004,1147,976,1622,1475,1326,1140,1188,2983,2467
"PA2645",1303,1848,2334,1338,1050,1754,1487,1711,1270,1493,3711,3253
"PA2644",2595,3406,4555,2549,2207,3754,3805,3233,2699,2658,7240,6410
"PA2643",4818,5775,8048,4180,3889,6810,7413,6282,4909,5143,12227,11599
"PA2642",13040,20064,26180,15426,12704,20893,20509,18209,14526,14967,40572,38046
"PA2641",4544,6918,8861,5346,4389,6702,5694,6440,4880,4583,13448,11841
"PA2640",1802,3546,4473,2535,2094,3262,3275,3276,2823,2770,6944,6160
"PA2639",12850,14254,19214,10530,8914,15646,17931,14550,12392,12848,28853,26897
"PA2638",5238,7416,9178,5623,4313,6521,6450,6442,5646,4952,12301,10618
"PA2637",1667,1379,2001,1278,982,1533,1873,964,1042,843,2270,1679
"PA2636",69,15,18,18,20,14,21,11,16,4,7,14
"PA2635",227,75,97,68,31,71,67,61,40,43,81,65
"PA2634",7018,7144,9980,4630,4423,7587,9025,6628,5718,3574,8792,8275
"PA2633",700,910,1082,672,543,878,1067,744,731,407,1036,858
"PA2632",350,674,840,490,352,604,624,592,496,266,671,621
"PA2631",908,1243,1766,1031,787,1311,1243,1238,984,597,1557,1321
"PA2630",688,936,1201,582,474,777,815,796,708,359,1091,885
"PA2629",3545,4229,5543,3359,2716,4835,4182,3147,2567,2156,4904,4493
"PA2628",194,225,242,152,83,190,173,178,161,91,218,178
"PA2627",381,803,982,673,581,775,495,560,368,363,863,807
"PA2626",1897,2841,3410,2157,1696,2766,2443,1910,1751,1275,3050,2690
"PA2625",284,430,598,303,306,478,430,418,341,274,581,539
"PA2624",13099,14030,19371,9703,8269,14547,18107,14218,12196,7358,18274,16672
"PA2623",79907,90786,124288,69757,58393,97717,92113,85931,69425,44293,127889,110186
"PA2622",12813,13790,16858,12083,8743,13160,14992,14932,12408,7521,15659,14087
"gene=clpS",4181,3449,4970,2953,2320,3811,6099,2408,2625,1520,3902,3289
"PA2620",12990,16265,21300,12599,9781,15922,18639,15929,13501,8529,21685,19059
"PA2619",3145,2484,3464,2011,1782,2801,3540,1516,1100,892,2560,1994
"PA2618",692,717,911,557,370,619,1024,581,619,378,907,794
"PA2617",413,471,622,314,193,375,403,394,318,241,476,445
"PA2616",4075,5196,7321,4108,3092,5301,5578,4715,4065,2950,5988,5655
"PA2615",3525,5016,5880,3848,2876,4228,3641,3560,2961,1984,4764,4254
"PA2614",1264,1455,2004,1198,873,1486,1682,1086,963,624,1573,1297
"PA2613",1580,2529,2986,1977,1342,2190,2095,1796,1548,1041,2883,2087
"PA2612",2873,3684,4701,2703,2149,3453,3530,3256,2834,1957,4869,4168
"PA2611",982,1698,1993,1236,914,1571,1290,1454,1118,756,2197,1917
"PA2610",435,320,465,243,192,296,385,313,299,184,449,331
"PA2609",1081,1577,1870,1167,936,1534,1864,1376,1261,882,2157,1793
"PA2608",302,563,680,386,268,484,540,499,441,297,719,641
"PA2607",116,245,311,154,155,147,254,207,188,123,283,211
"PA2606",108,576,811,447,395,625,621,799,458,473,878,900
"PA2605",129,274,278,199,178,297,298,156,166,87,330,303
"PA2604",9371,9421,11249,6654,5284,8410,9082,8289,6747,4707,9774,8355
"locus_tag=BPMHFNII_03077",22,21,37,17,9,9,25,8,19,8,54,16
"PA2603",278,249,353,242,192,286,295,243,156,129,393,300
"PA2602",113,55,80,77,42,59,81,51,38,36,86,70
"PA2601",272,446,608,337,291,427,407,434,338,208,551,465
"PA2600",152,160,191,209,106,226,172,151,117,123,221,181
"PA2599",84,101,145,59,69,87,85,73,74,56,142,119
"PA2598",76,84,80,88,80,86,62,80,57,50,130,145
"PA2597",57,58,33,46,24,47,37,22,25,18,60,56
"PA2596",45,65,74,68,41,48,47,44,48,20,97,53
"PA2595",61,26,31,33,20,30,8,29,21,15,24,31
"PA2594",170,195,260,329,210,313,129,137,134,108,312,301
"PA2593",57,71,71,53,38,45,48,28,44,13,81,67
"PA2592",2280,2506,3243,2074,1659,2534,2937,2067,1843,1049,2842,2478
"PA2591",1812,1730,2290,1491,995,1666,2276,1188,1343,742,1749,1432
"PA2590",100,121,149,111,83,118,85,99,79,29,95,115
"PA2589",207,56,52,39,25,35,29,28,24,13,38,39
"PA2588",1423,2051,2401,1625,1286,2031,1457,1449,1343,883,1965,1602
"PA2587",4876,7131,9045,5895,4564,6892,5616,5223,4167,2901,8463,6995
"PA2586",2875,3750,4521,2700,2196,3297,3178,3098,2648,1896,3959,3518
"PA2585",1504,2004,2308,1559,1124,1722,1594,1339,1321,980,2443,1950
"PA2584",756,1060,1181,840,624,855,641,652,472,413,1146,849
"locus_tag=BPMHFNII_03098",28,14,24,41,9,19,69,12,13,14,42,13
"PA2583",1504,1507,1988,1264,1038,1443,1893,1242,1046,752,1709,1501
"PA2582",2405,3054,4091,2785,1896,2939,2459,2260,2106,1267,3129,2500
"locus_tag=BPMHFNII_03101",70,75,100,61,35,60,172,30,37,32,163,56
"PA2581",4055,3512,5004,2595,2127,3855,3868,2936,2397,1431,3760,3227
"PA2580",271,230,253,164,127,168,221,206,177,103,255,191
"PA2579",2354,2742,3607,2474,1999,3273,2872,2548,2000,1717,4128,3807
"PA2578",165,279,334,218,136,194,223,274,238,149,348,326
"PA2577",242,369,479,295,242,319,490,410,346,182,453,389
"PA2576",86,150,163,97,47,81,69,97,83,29,104,98
"PA2575",2335,2332,2971,1734,1491,2255,3559,2310,2220,1033,3039,2592
"PA2574",299,135,166,124,86,145,206,113,110,43,179,120
"PA2573",2111,2800,3526,2285,1848,3007,4077,3168,2585,1543,4454,3823
"PA2572",1729,1897,2494,1492,1131,1855,2803,2207,1989,1229,2971,2532
"PA2571",1157,1166,1406,933,733,1100,1525,1182,1022,585,1585,1362
"locus_tag=BPMHFNII_03113",269,127,206,132,97,126,136,89,124,61,131,73
"PA2570",83,68,100,74,60,67,109,39,70,24,55,51
"PA2569",182,227,288,215,126,201,176,142,116,58,172,110
"PA2568",550,673,698,515,408,538,497,448,399,212,604,456
"PA2567",1691,1747,2591,1016,774,1267,2663,2251,1866,519,1327,1158
"PA2763",34,33,28,22,25,16,19,29,14,12,20,13
"PA2566",1564,1851,2302,1391,1178,1825,2527,2049,1755,1122,2640,2329
"PA2565",71,244,260,185,133,189,176,214,189,95,306,267
"PA2564",402,691,827,486,383,609,683,785,609,303,711,601
"PA2563",385,57,100,49,28,64,49,42,36,23,35,38
"PA2562",1354,2614,2919,2218,1629,2738,3174,1916,1657,1202,3122,2573
"PA2561",527,422,450,428,323,482,518,373,263,71,262,231
"PA2560",517,646,874,584,423,768,795,415,448,197,645,492
"PA2559.1",408,403,513,370,305,413,350,250,229,173,401,290
"PA2559",1043,1384,1691,1184,799,1301,1242,1038,939,587,1546,1284
"locus_tag=BPMHFNII_03128",159,154,206,134,87,127,91,82,64,35,81,72
"PA2558",237,228,259,192,115,166,126,132,114,80,185,120
"PA2557",1369,1985,2427,1455,1182,1596,1648,1592,1270,693,2079,1726
"PA2556",439,683,778,479,393,578,457,474,417,272,693,606
"PA2555",3021,4548,5815,4126,3055,4781,4449,4072,3271,1946,5377,4924
"PA2554",1091,2164,3060,1715,1495,2406,2036,1924,1595,1172,3650,3167
"PA2553",2848,5342,6781,4041,3790,5672,5751,5744,3569,2576,8472,8942
"PA2552",3228,5150,6541,3676,3350,5178,5144,5899,4407,2907,8405,7845
"PA2551",919,519,660,468,316,593,704,411,367,207,504,459
"PA2550",284,391,475,333,228,373,350,343,347,214,578,420
"locus_tag=BPMHFNII_03138",64,144,168,124,85,132,135,55,54,43,93,63
"PA2549",416,441,481,319,242,368,481,295,290,128,340,296
"PA2548",48,30,55,51,28,35,27,31,13,14,23,19
"PA2547",171,99,140,99,80,121,67,73,65,22,85,113
"PA2546",140,183,163,104,107,144,170,107,98,53,176,135
"PA2545",866,1258,1638,967,778,1258,1020,910,741,604,1382,1143
"PA2544",1362,2376,3058,2101,1452,2372,1919,2129,1721,1181,2411,2455
"PA2543",406,614,736,492,402,576,489,441,430,227,682,540
"PA2542",358,536,671,503,305,507,569,425,315,135,517,492
"PA2541",537,743,921,523,427,649,539,595,429,219,738,567
"PA2540",1090,1794,2438,1379,1080,1696,1529,1475,1151,646,1677,1694
"PA2539",259,392,387,269,234,318,255,254,242,125,342,329
"PA2538",43,101,107,96,73,87,72,86,49,39,131,106
"PA2537",444,961,1235,758,615,977,833,853,675,414,1146,940
"PA2536",873,977,1236,717,586,882,831,850,716,416,1172,993
"PA2535",249,201,349,221,146,247,243,296,199,90,308,301
"PA2534",111,195,284,159,109,183,218,168,147,105,241,172
"PA2533",896,1064,1365,726,616,964,800,696,589,475,1179,995
"PA2532",505,743,920,575,477,652,562,480,466,367,691,636
"PA2531",39,19,22,22,4,26,25,21,11,2,17,29
"PA2530",383,770,929,658,582,922,627,601,390,285,909,889
"PA2529",788,1552,1956,1266,1102,1878,1487,1374,851,579,1678,1750
"PA2528",363,553,746,543,314,652,458,430,361,166,442,450
"PA2527",672,568,747,517,375,596,447,370,341,233,537,452
"PA2526",397,499,708,414,397,482,414,395,337,224,497,436
"PA2525",315,404,495,373,230,458,369,302,231,176,424,357
"locus_tag=BPMHFNII_03164",64,100,149,116,64,74,61,92,73,63,118,112
"PA2524",991,1265,1711,1012,919,1431,1495,1461,1209,704,1820,1835
"PA2523",1161,1713,2180,1364,1123,1675,2204,2109,1478,893,2252,2031
"PA2522",120,221,290,224,156,265,294,251,168,124,302,268
"PA2521",202,303,418,289,242,391,322,413,290,151,433,470
"PA2520",576,835,984,604,500,682,920,1019,725,365,1015,961
"PA2519",62,61,82,61,57,62,57,65,66,41,74,51
"PA2518",15,14,18,18,9,11,22,13,15,2,20,18
"PA2517",9,10,3,5,1,4,6,4,6,3,5,3
"PA2516",16,18,26,10,8,14,27,14,10,4,21,26
"PA2515",11,15,22,2,8,13,14,12,11,1,15,38
"PA2514",17,10,11,7,10,11,8,10,16,1,17,23
"PA2513",23,11,8,1,5,10,4,5,8,0,4,9
"PA2512",68,64,62,35,28,58,47,25,34,10,47,46
"PA2511",159,207,223,133,135,174,128,134,119,53,177,149
"PA2510",74,111,148,85,89,109,99,94,100,30,90,104
"PA2509",28,29,29,18,6,20,12,13,17,0,24,8
"PA2508",13,27,34,11,21,30,26,20,15,8,25,19
"PA2507",71,44,86,43,35,58,54,43,29,29,74,59
"PA2506",780,1236,1430,1216,839,1302,2076,1066,1037,612,1140,1067
"PA2505",7823,10356,13394,8832,7148,11501,11958,9677,8282,5335,14291,13885
"PA2504",1127,2539,3047,2209,1752,2624,2931,2950,2320,1305,3269,3239
"PA2503",334,605,683,430,370,564,386,275,272,146,511,468
"PA2502",155,180,218,178,130,222,123,124,88,53,183,140
"PA2501",272,682,773,528,356,496,744,621,525,263,527,539
"PA2500",248,304,359,261,207,328,204,178,146,108,337,339
"PA2499",86,156,236,146,122,195,162,199,115,99,231,215
"PA2498",70,117,172,129,86,140,123,104,61,44,164,171
"PA2497",332,455,503,423,270,347,272,395,320,208,467,458
"PA2496",0,0,0,0,0,0,0,0,0,0,0,0
"PA2495",0,0,0,0,0,0,0,0,0,0,0,0
"PA2494",0,0,0,0,0,0,0,0,0,0,0,0
"PA2493",0,0,0,0,0,0,0,0,0,0,0,0
"PA1223",0,0,0,0,0,0,0,0,0,0,0,0
"PA2491",0,0,0,0,0,0,0,0,0,0,0,0
"PA2490",0,0,0,0,0,0,0,0,0,0,0,0
"PA2489",0,0,0,0,0,0,0,0,0,0,0,0
"PA2488",0,0,0,0,0,0,0,0,0,0,0,0
"PA2487",0,0,0,0,0,0,0,0,0,0,0,0
"PA2486",0,0,0,0,0,0,0,0,0,0,0,0
"PA2485",253,208,239,196,145,248,163,150,169,96,146,195
"PA2484",646,866,1053,629,522,742,657,622,572,341,814,803
"PA2483",443,545,627,447,339,497,497,490,382,258,585,486
"PA2482",160,259,285,118,85,123,239,198,166,78,118,100
"PA2481",397,734,834,215,189,272,429,441,369,89,293,254
"PA2480",123,130,145,100,64,110,96,77,73,12,131,144
"PA2479",78,81,112,93,41,66,110,59,54,35,91,107
"PA2478",150,331,426,257,187,297,245,228,190,86,265,291
"PA2477",71,109,140,78,61,96,103,91,79,51,93,71
"PA2476",329,534,632,384,232,464,369,327,308,168,460,413
"PA2475",572,1014,1134,788,650,980,1091,930,790,546,1167,1072
"PA2474",64,4,16,3,2,2,11,9,4,0,16,7
"PA2473",19,1,5,5,4,6,9,3,0,1,5,8
"PA2472",16,6,9,17,2,5,8,4,3,2,1,7
"PA2471",74,76,117,48,53,65,64,63,60,52,122,74
"PA2470",33,68,89,38,31,84,48,70,43,37,75,78
"PA2469",127,85,133,81,82,66,91,77,54,40,102,100
"PA2468",145,396,480,308,188,317,187,212,143,90,206,196
"PA2467",77,93,119,68,70,78,42,48,24,14,55,54
"PA2466",211,154,254,115,87,178,150,122,99,34,141,97
"PA2465",23,17,15,20,20,14,8,14,14,9,17,5
"PA2464",318,530,738,528,356,480,316,262,293,175,409,365
"PA2463",322,606,696,619,482,634,516,352,282,70,183,198
"PA2462",6907,7670,9773,6435,5074,8472,9542,5810,5243,1224,3541,2878
"PA2460",391,372,601,308,173,359,490,261,266,70,307,276
"PA2459",1035,709,939,561,436,741,1620,385,560,222,775,558
"PA2458",720,77,70,31,33,53,48,36,27,29,67,47
"PA2457",206,99,127,77,52,86,154,67,72,33,73,77
"PA2455",284,243,327,170,135,222,236,156,112,76,223,158
"PA2454",249,366,487,260,247,303,314,307,227,116,311,360
"PA2453",368,551,739,431,324,414,431,365,306,183,478,402
"PA2452",52,79,61,40,33,49,56,54,50,27,85,47
"PA2451",59,119,137,82,82,105,122,125,99,47,99,106
"PA2450",233,418,518,336,216,403,267,285,174,109,273,273
"PA2449",517,938,1067,783,635,915,680,657,477,339,911,891
"PA2448",271,347,504,348,266,425,388,392,264,187,455,456
"PA2447",98,139,258,154,117,185,100,126,120,57,171,185
"PA2446",1052,3310,4530,2827,2523,3886,2572,2584,2066,1484,4041,3401
"PA2445",13610,20309,26951,17920,15049,25351,18431,17700,13322,10266,26128,25770
"PA2444",2141,3621,4695,2675,2189,3813,2542,2406,2184,1858,5057,4168
"PA2443",1679,3302,4031,2806,2172,3397,2274,2352,1870,1702,4294,3894
"PA2442",923,1829,2229,1525,1085,1603,945,1175,894,643,2149,1936
"PA2441",244,52,80,48,27,78,35,31,43,7,55,54
"PA2440",103,35,58,47,22,52,51,29,22,19,50,58
"PA2439",16,38,56,32,17,54,24,31,12,15,31,34
"PA2438",34,42,37,55,40,25,28,25,22,17,35,35
"PA2437",15,13,26,23,19,22,21,16,11,4,18,27
"PA2436",345,543,758,476,357,562,610,375,303,193,561,477
"PA2435",133,369,374,360,277,434,336,215,194,133,336,309
"PA2434",88,126,129,112,79,97,93,86,80,61,145,115
"PA2433",958,1406,1931,1727,1152,1765,764,734,662,573,1052,929
"PA2432",241,222,342,150,141,201,217,189,164,96,219,225
"PA2431",279,468,499,371,255,391,468,418,336,277,646,549
"gene=aaeX_2",12,21,26,19,20,23,45,33,10,33,46,43
"PA2430",140,273,330,220,118,232,232,210,199,136,378,271
"PA2429",47,16,37,31,9,21,30,16,20,5,9,12
"PA2428",97,84,114,81,61,88,130,74,75,35,120,65
"PA2427",5,19,33,30,14,20,28,15,28,5,16,23
"PA2426",141,179,217,51,58,65,59,39,33,19,17,14
"PA2425",24,43,58,7,16,20,15,31,28,5,20,8
"PA2424",335,225,337,207,145,242,318,317,241,89,278,228
"PA2423",1824,2503,3116,2040,1443,2442,2582,1829,1564,799,1847,1770
"PA2422",90,61,50,36,19,60,96,48,56,27,68,32
"PA2421",105,16,7,13,11,22,17,9,4,2,5,5
"PA2420",100,25,43,33,18,34,43,47,34,31,36,26
"PA2419",106,102,165,90,99,92,84,102,92,61,126,110
"PA2418",81,63,56,38,26,55,70,46,47,38,57,72
"PA2417",240,426,488,347,249,376,262,356,238,132,374,314
"PA2416",171,170,233,165,147,229,124,99,107,40,121,115
"PA2415",160,283,324,174,138,282,148,168,116,90,202,195
"PA2414",517,841,1042,673,531,820,522,502,436,328,807,686
"PA2413",168,256,335,178,135,187,154,163,131,86,192,215
"PA2412",25,40,51,27,18,28,29,21,26,12,30,24
"PA2411",35,71,96,49,41,81,72,77,37,30,82,68
"PA2410",245,280,419,184,154,249,324,269,216,224,610,604
"PA2409",75,120,125,56,25,86,111,88,83,118,295,215
"PA2408",23,75,91,46,26,52,54,51,34,58,122,174
"PA2407",117,132,217,96,78,142,111,134,68,125,340,301
"PA2406",39,67,71,36,28,54,44,45,26,59,126,85
"PA2405",67,131,175,81,74,104,109,112,78,160,321,277
"PA2404",158,264,289,104,101,154,234,229,197,278,519,554
"PA2403",549,493,669,265,209,358,445,330,305,454,1054,806
"PA2402",816,1105,1347,803,604,1008,1135,1154,844,390,1151,1061
"PA2400",586,657,895,472,364,664,835,633,574,250,701,541
"PA2399",825,1039,1172,853,674,958,1145,853,823,355,1042,882
"PA2398",1645,1310,1690,555,412,727,1222,906,791,849,1921,1651
"PA2397",465,59,50,25,29,32,54,41,36,21,40,29
"PA2396",278,254,318,197,171,252,357,257,198,81,267,219
"PA2395",63,35,44,29,17,32,44,22,23,16,36,22
"PA2394",69,37,79,39,19,42,49,50,41,24,36,33
"PA2393",97,63,80,45,37,37,68,59,37,29,47,43
"PA2392",126,106,143,60,59,93,91,109,67,32,81,76
"PA2391",47,77,124,51,74,73,66,66,34,30,78,74
"PA2390",102,116,133,99,72,115,88,104,62,51,131,126
"PA2389",136,230,253,177,173,209,155,143,120,52,217,149
"PA2388",1707,2188,2748,1764,1238,1958,1917,1566,1230,832,1843,1522
"PA2387",370,413,564,342,207,308,211,196,156,101,237,179
"PA2386",352,327,464,173,140,164,286,285,221,93,239,200
"PA2385",101,61,81,25,29,23,41,45,38,14,44,34
"PA2384",67,95,101,47,34,30,48,57,38,61,119,58
"PA2383",63,117,118,93,44,60,82,52,43,36,87,58
"PA2382",982,233,320,285,167,289,224,207,166,210,720,646
"PA2381",5386,8109,9099,6450,4618,7320,8799,5143,4727,887,2796,2098
"PA2380",246,308,320,269,184,272,238,177,173,80,275,171
"PA2379",501,991,1257,682,476,854,786,854,695,431,1147,905
"PA2378",1423,2550,3164,1910,1681,2581,2446,2384,1618,1135,3247,2914
"PA2377",84,81,75,75,58,67,38,84,46,26,46,39
"PA2376",164,232,267,181,157,222,156,160,122,62,165,118
"PA2375",216,305,399,356,232,323,511,349,304,244,352,397
"PA2374",295,549,561,381,333,405,330,440,406,205,645,532
"PA2373",4753,5333,6985,3960,3228,5308,7311,5224,4788,2868,7354,6525
"PA2371",2077,3462,4263,3009,2397,3641,4833,3931,3003,1897,5097,4540
"PA2370",195,455,496,429,387,532,700,556,365,239,650,694
"PA2369",1268,2402,2904,1813,1545,2497,3618,2545,2114,1271,3384,3236
"PA2368",47,224,206,190,165,213,214,199,120,92,295,348
"PA2367",3441,3609,5113,2689,2383,4246,6602,4305,3900,2182,5712,5280
"PA2366",11089,13137,19021,10399,9387,16529,25258,17694,14066,7543,20137,19091
"PA2365",7127,9107,11682,6508,5567,9711,13845,10623,9145,5599,11202,9981
"PA2364",454,699,875,494,347,490,702,568,612,261,778,567
"PA2363",1110,1881,2247,1654,1235,1629,2046,1831,1595,979,2698,2305
"PA2362",232,424,447,305,200,293,251,311,278,150,581,444
"PA2361",811,1617,1828,1338,941,1400,1575,1426,1218,674,2054,1855
"PA2360",402,850,866,683,576,873,750,784,623,408,1053,1000
"PA2359",91,133,141,321,214,344,158,107,107,101,233,205
"PA2358",23,34,40,30,15,30,13,29,13,0,9,12
"PA2357",24,11,15,11,10,19,7,3,11,3,13,19
"PA2356",11,28,25,16,26,11,11,4,8,11,13,30
"PA2355",31,26,48,26,17,33,27,38,12,8,29,16
"PA2354",25,33,50,56,33,46,24,29,25,21,31,24
"PA2353",260,459,516,347,279,396,288,327,254,129,413,393
"PA2352",147,157,217,137,103,176,128,144,102,67,173,161
"PA2351",18,8,10,8,18,5,10,11,5,3,6,16
"PA2350",16,19,15,13,8,28,10,16,25,2,30,16
"PA2349",44,12,28,15,18,24,24,18,7,0,18,20
"PA2348",25,28,16,13,20,24,22,22,25,1,13,19
"PA2347",16,6,8,2,7,8,3,1,2,1,3,4
"PA2346",49,26,35,21,20,24,21,26,11,6,17,25
"PA2345",905,1531,1901,1402,978,1575,1270,1241,1067,571,1745,1737
"PA2344",69,83,118,60,52,59,44,55,30,18,79,79
"PA2343",4,3,9,10,4,12,4,1,3,2,5,5
"PA2342",35,21,26,14,7,26,26,19,26,10,45,28
"PA2341",31,34,29,24,40,37,24,37,35,20,34,41
"PA2340",74,18,22,13,16,20,29,15,15,8,30,11
"PA2339",82,12,24,16,16,18,11,10,7,9,21,10
"PA2338",90,75,93,60,37,74,54,72,43,37,67,99
"PA2337",362,415,472,364,232,366,398,318,255,142,326,337
"PA2336",31,31,26,7,18,19,16,12,17,7,15,16
"PA2335",52,25,36,36,30,33,14,30,19,5,19,11
"PA2334",30,45,50,105,61,94,46,59,43,28,52,70
"PA2333",66,54,51,57,35,74,50,51,57,17,62,40
"PA2332",98,120,163,139,120,147,91,112,56,30,151,120
"PA2331",506,1185,1474,2701,2139,3578,790,789,472,907,1903,2106
"PA2330",182,566,656,1134,988,1435,240,227,184,294,904,1004
"PA2329",90,212,299,500,409,704,145,137,116,170,554,540
"PA2328",165,336,428,793,662,915,176,188,135,245,908,876
"PA2327",140,275,263,482,299,463,151,127,115,141,547,504
"PA2326",55,95,107,118,92,132,54,66,36,28,137,120
"PA2325",18,6,10,4,2,6,7,6,4,5,15,11
"PA2324",21,6,19,3,21,8,12,3,8,5,10,13
"PA2323",1684,2186,2873,1211,993,1644,2690,2155,1708,817,2207,1993
"locus_tag=BPMHFNII_03364",62,60,42,36,27,62,53,39,44,15,22,26
"PA2322",266,219,217,158,144,210,235,179,183,66,148,167
"PA2321",342,392,511,368,272,464,485,319,282,158,226,160
"PA2320",266,572,619,454,280,463,437,406,399,88,454,391
"PA4797",329,369,507,268,215,309,305,303,261,209,493,381
"PA2318",1998,3105,3293,1641,1296,1937,2085,2015,1883,1405,3257,2715
"PA2317",1650,1942,2562,1334,951,1518,1791,1398,1356,878,2214,1967
"PA2316",158,205,260,191,136,239,229,156,174,86,177,189
"PA2315",19,38,27,26,13,22,22,8,9,5,23,18
"PA2314",9,12,13,24,7,7,18,20,10,7,15,6
"locus_tag=BPMHFNII_03374",192,208,249,189,125,217,345,150,174,141,271,227
"PA2312",79,78,106,237,147,244,106,77,80,82,192,180
"PA2311",11,19,18,105,93,67,23,30,17,13,66,28
"PA2310",63,27,70,89,59,134,51,57,41,20,97,60
"PA2309",42,14,32,36,20,23,19,26,18,9,43,28
"PA2308",14,8,16,10,16,16,19,13,12,9,18,20
"PA2307",43,9,9,15,10,18,19,10,8,0,19,11
"PA2306",934,1046,1397,737,546,918,1030,856,783,402,1161,931
"PA2305",1627,3254,3815,2903,2366,3413,2650,2385,1641,1249,3859,3749
"PA2304",822,1306,1612,1147,845,1273,897,1048,814,647,1650,1495
"PA2303",898,1622,2032,1234,1073,1741,1459,1492,1128,728,2129,2032
