gene_id,ALE__1,ALE__2,ALE__3,COL__1,COL__2,COL__3,ctrl__1,ctrl__2,ctrl__3,NV716__1,NV716__2
PA4199,287,701,424,884,459,427,322,409,577,439,296
PA4200,40,96,56,198,120,101,65,59,91,69,40
PA4201,2059,4839,3350,3244,1897,1463,1303,1875,2242,1881,1254
PA4202,3648,8329,5722,2234,1351,1211,1953,2707,3052,3787,2304
PA4203,590,1485,1116,405,206,179,427,653,763,831,456
PA4204,775,1796,1392,951,476,533,584,772,852,979,677
PA4205,100,277,158,431,265,234,122,133,141,62,42
PA4206,84,213,135,542,402,362,344,451,519,52,35
PA4207,174,419,278,1671,1198,954,641,980,1015,154,138
PA4208,24,83,50,1325,858,654,280,404,450,17,9
PA4209,275,813,518,1292,735,635,426,530,617,693,410
PA4210,1,2,4,53,39,38,2,4,13,0,0
PA4211,11,13,9,292,202,205,5,7,4,1,1
PA4212,0,0,0,16,5,6,4,1,5,0,0
PA4213,0,0,0,0,0,0,0,0,0,0,0
PA4214,0,0,0,0,0,0,0,0,1,0,0
PA4215,0,0,0,0,0,0,0,0,0,0,0
PA4216,6,20,10,440,288,265,48,65,83,3,3
PA4217,214,560,311,5390,3236,2520,1953,2502,2950,68,66
PA4218,482,1094,892,5114,2892,2440,846,969,1134,612,429
PA4219,644,1507,924,4237,2639,2093,960,1118,1217,877,535
PA4220,475,1019,864,3278,1813,1472,939,1112,1499,861,702
PA4221,1778,4559,2859,8406,4711,4173,2323,3302,3712,4079,2590
PA4222,440,1089,684,8468,4991,4056,1403,1688,2165,1666,1099
PA4223,382,1001,608,7008,3973,3174,1439,1800,2099,1769,1167
PA4224,366,1080,676,6246,3814,2929,1577,1954,2286,1944,1147
PA4225,1812,4546,2715,24644,14930,12281,5554,6879,8200,6960,4463
PA4226,2170,5494,3446,19254,11256,9319,3111,3783,4383,4705,3175
PA4227,4553,10830,7120,3664,2405,1914,4465,6117,6545,6887,4887
PA4228,278,703,442,2492,1468,1225,387,439,532,716,499
PA4229,86,225,137,1214,772,580,189,205,225,198,111
PA4230,19,91,36,435,215,220,47,59,51,63,66
PA4231,292,793,435,5307,3151,2680,795,904,1077,972,586
PA4232,365,1233,744,699,409,344,93,150,187,347,194
PA4233,405,1164,727,746,541,392,214,322,314,478,327
PA4234,208,503,323,552,325,306,119,123,133,146,156
PA4235,102,202,112,290,172,154,21,20,30,101,42
PA4236,650,1674,1004,4485,2730,2578,516,664,702,1087,565
PA4237,436,1219,919,2484,1422,1232,190,234,285,314,174
PA4238,962,2398,1675,2535,1496,1522,252,326,331,441,264
PA4239,781,1996,1349,1500,1041,921,122,161,134,216,136
PA4240,334,875,618,581,405,268,47,68,73,73,52
PA4241,335,836,669,753,533,425,32,105,96,165,93
PA4242,248,786,463,2351,1538,980,159,191,239,186,132
PA4243,2630,6700,4658,8322,5230,4297,880,1103,1311,1300,853
PA4244,631,1433,945,909,540,564,99,147,112,188,106
PA4245,80,182,93,129,79,45,11,17,26,19,19
PA4246,727,1967,1338,931,537,554,80,144,125,175,116
PA4247,379,904,607,422,211,276,57,54,55,73,77
PA4248,1050,2928,1775,1030,563,519,153,216,256,415,273
PA4249,730,2089,1313,849,490,472,98,197,220,455,316
PA4250,355,1278,783,3590,1903,1594,207,433,355,288,121
PA4251,903,2335,1441,3193,1890,1756,327,484,498,435,289
PA4252,324,987,657,1983,1023,1098,212,284,379,288,199
PA4253,584,1535,986,1450,1013,934,203,286,316,293,276
PA4254,255,770,481,749,457,411,62,106,105,111,54
PA4255,39,88,53,180,126,102,14,28,18,25,13
PA4256,641,1820,1018,1457,933,985,167,229,220,237,119
PA4257,700,2269,1256,2219,1321,1235,155,260,349,379,278
PA4258,774,1904,1227,2495,1363,1374,197,277,274,341,227
PA4259,347,749,543,712,380,350,57,65,109,114,59
PA4260,1060,2686,1762,2281,1376,1354,200,328,353,449,281
PA4261,309,837,652,680,419,419,79,119,123,111,79
PA4262,1373,3785,2745,2553,1466,1662,281,342,459,598,369
PA4263,1937,5097,3264,2771,1702,1538,279,401,427,822,529
PA4264,612,1796,1091,1211,728,658,313,417,495,618,331
PA4265,264,845,574,1433,1184,874,103,165,229,251,125
PA4266,3441,8869,5912,6508,3926,3569,645,923,1105,1642,1013
PA4267,753,2109,1239,1291,836,678,139,163,188,381,234
PA4268,684,1734,1193,1102,823,704,130,190,259,420,255
PA4269,2405,6457,4265,12944,7750,7146,1124,1537,1702,1530,885
PA4270,4726,12628,7735,12295,7234,6151,2544,3143,3696,5320,3456
PA4270.1,5,6,7,37,25,16,6,7,10,5,4
PA4271,386,1347,816,1405,876,761,85,88,125,128,92
PA4272,868,2432,1667,1430,938,943,159,285,248,314,235
PA4272.1,119,330,215,586,440,343,313,485,502,317,165
PA4273,1107,2631,1877,2439,1643,1327,144,205,212,258,169
PA4274,577,1384,1045,684,494,490,27,43,59,115,84
PA4275,1086,2699,2100,1531,955,735,325,365,390,715,475
PA4276,534,1358,1097,438,258,241,109,173,190,548,387
PA4276.1,80,141,77,62,61,20,33,55,65,20,29
PA4277,326,784,542,620,402,248,88,115,129,243,170
PA4277.1,83,258,166,62,70,30,66,130,134,185,126
PA4277.2,374,857,558,322,256,141,366,440,543,676,543
PA4277.3,1915,4158,2669,1724,988,769,1278,930,1183,387,839
PA4278,319,605,420,868,591,440,349,396,576,550,302
PA4279,116,316,202,364,191,125,167,199,254,206,121
PA4280,243,562,406,380,245,179,164,200,236,390,236
PA4280.1,0,9,1,10,8,11,7,19,12,1,6
PA4280.2,30,121,77,64,57,58,65,53,60,46,30
PA4280.3,1,2,1,6,5,6,2,3,2,1,1
PA4280.4,0,1,0,0,3,0,0,0,0,0,0
PA4280.5,2,14,11,20,12,16,18,20,28,20,11
PA4281,185,612,370,345,215,203,157,259,284,463,296
PA4282,476,1317,977,2155,982,958,587,809,999,671,403
PA4283,197,577,308,1801,1099,803,339,388,506,378,186
PA4284,380,894,539,2367,1400,1081,354,501,648,744,458
PA4285,422,1053,788,2114,1192,1015,377,456,593,579,320
PA4286,713,1715,1068,1917,1124,942,599,714,825,890,616
PA4287,80,309,198,130,97,89,58,99,90,163,93
PA4288,478,1240,700,481,247,236,1165,1477,1670,2283,1497
PA4289,191,558,412,675,440,361,550,756,827,762,454
PA4290,78,223,133,2024,1067,803,153,254,207,138,122
PA4291,119,290,225,153,78,94,22,23,59,126,79
PA4292,337,748,713,421,284,251,75,101,96,198,164
PA4293,166,422,252,1015,560,457,397,420,521,240,198
PA4294,58,131,74,274,125,141,99,126,145,142,72
PA4295,39,97,69,177,112,63,68,67,84,118,63
PA4296,233,526,295,1563,901,745,583,748,813,518,314
PA4297,90,253,165,444,259,254,168,199,239,212,129
PA4298,7,8,1,16,5,3,2,3,14,7,1
PA4299,31,64,36,138,79,69,50,57,49,49,25
PA4300,18,61,28,82,76,65,57,47,48,45,6
PA4301,34,97,52,193,140,72,54,86,125,74,31
PA4302,55,111,70,176,79,75,73,91,71,52,39
PA4303,50,128,64,213,114,91,108,140,191,140,82
PA4304,78,256,139,333,194,143,210,271,397,225,163
PA4305,355,853,466,1106,641,545,811,1010,1064,872,569
PA4306,261,792,535,2061,1110,922,322,413,441,460,324
PA4307,97,265,195,283,163,153,66,116,131,198,116
PA4308,265,626,425,678,383,357,195,234,255,387,259
PA4309,2059,5313,3426,2949,1591,1434,1655,2315,2380,6024,3938
PA4310,1395,3735,2172,1656,985,929,780,1050,1100,2612,1584
PA4311,2429,6157,3865,4568,2596,2104,2002,2434,2797,6385,4035
PA4312,268,608,501,856,422,386,261,359,373,639,374
PA4313,293,615,582,894,498,428,273,368,457,512,254
PA4314,281,963,582,953,484,513,96,236,189,379,211
PA4315,4964,10909,7928,11272,7216,5700,2574,3425,4066,6792,3715
PA4316,288,887,604,841,436,451,144,158,218,325,207
PA4317,440,1046,832,1278,737,639,108,162,180,453,300
PA4318,57,166,149,226,101,114,20,13,26,50,50
PA4319,91,182,125,368,267,165,34,49,59,64,72
PA4320,226,455,326,1112,587,571,112,138,162,192,81
PA4321,91,250,124,473,324,253,31,57,81,103,57
PA4322,47,226,156,763,460,389,41,54,75,76,63
PA4323,104,234,146,1309,769,582,59,86,103,114,64
PA4324,547,1248,912,1825,894,891,518,744,844,1273,792
PA4325,1536,4144,2556,1979,1114,816,725,792,1023,1441,1066
PA4326,1567,4095,2226,872,472,382,955,1071,1311,2299,1958
PA4327,82,223,189,273,128,129,55,55,117,178,114
PA4328,185,400,302,1587,923,737,279,253,423,418,189
PA4329,1640,4330,2680,5221,3032,2499,2610,3490,3825,3919,2243
PA4330,88,258,173,378,180,153,48,81,101,118,69
PA4331,111,376,225,707,399,311,171,188,307,232,144
PA4332,212,624,359,808,540,354,228,255,294,415,266
PA4333,389,1011,659,617,378,288,120,119,167,331,185
PA4334,182,431,317,839,441,392,136,135,151,221,114
PA4335,56,153,97,259,176,146,30,55,26,74,48
PA4336,112,390,248,406,285,240,71,63,100,219,134
PA4337,123,227,188,313,139,106,91,153,165,227,120
PA4338,1456,3535,2244,1516,935,774,2940,3512,3531,4841,2794
PA4339,222,596,407,690,316,404,142,137,184,161,144
PA4340,561,1214,821,701,433,318,117,180,196,379,237
PA4341,42,108,67,517,321,233,143,133,183,106,93
PA4342,112,207,135,296,158,159,119,159,203,120,96
PA4343,74,201,116,187,195,130,91,119,112,111,72
PA4344,390,877,623,898,526,383,702,693,964,793,455
PA4345,745,1915,1274,1574,847,797,459,672,679,1174,795
PA4346,84,271,157,241,177,134,71,90,133,150,68
PA4347,226,539,347,1166,589,565,167,236,328,640,321
PA4348,126,313,231,1912,1129,996,266,284,391,294,140
PA4349,618,1751,914,1603,858,629,952,1164,1501,1782,1134
PA4350,99,266,95,232,117,126,56,55,82,179,138
PA4351,11,51,21,13,19,9,11,9,7,51,38
PA4352,2297,5959,3605,12966,7528,6609,3225,4003,4968,1753,1050
PA4353,426,933,810,959,525,413,313,475,524,834,533
PA4354,79,104,85,42,11,16,14,61,42,44,27
PA4355,21,75,31,58,16,25,6,23,27,32,9
PA4356,53,149,93,151,88,48,21,43,26,48,35
PA4357,261,705,497,4044,2176,1739,252,346,373,877,577
PA4358,1671,4073,3035,22086,12856,11173,1114,1521,1621,5757,3840
PA4359,440,1193,744,3233,1848,1238,243,384,382,2633,1966
PA4360,186,440,283,312,182,181,78,87,115,190,145
PA4361,404,977,750,1309,710,656,329,381,545,556,381
PA4362,122,331,254,433,269,173,118,171,136,323,169
PA4363,482,1356,785,1240,751,639,667,895,1014,768,522
PA4364,282,839,778,636,301,311,140,213,245,278,125
PA4365,1037,2325,1889,2083,1384,1065,334,503,533,601,276
PA4366,866,2224,1609,2109,1369,1250,194,268,320,658,418
PA4367,805,1848,1410,3649,1951,1666,632,921,1026,1316,732
PA4368,428,929,564,1860,1098,913,922,1160,1392,765,532
PA4369,183,424,213,393,227,185,179,265,185,198,154
PA4370,601,1580,1031,1097,799,596,141,210,225,550,380
PA4371,246,518,365,326,209,195,65,55,94,234,126
PA4372,120,298,214,358,211,169,30,51,53,132,70
PA4373,121,339,217,547,314,301,110,146,214,175,131
PA4374,124,320,203,314,201,142,40,51,56,243,160
PA4375,123,263,182,713,357,348,155,147,176,248,163
PA4376,251,809,548,811,349,349,112,115,150,244,208
PA4377,34,89,86,111,91,72,19,52,52,77,58
PA4378,194,553,350,368,250,192,170,141,156,412,308
PA4379,1231,2952,1894,2673,1390,1150,573,690,807,1504,1191
PA4380,87,244,156,434,213,198,56,112,109,111,100
PA4381,162,369,200,326,220,155,79,114,176,227,158
PA4382,8,18,10,7,9,0,2,3,3,5,5
PA4383,322,897,588,980,716,391,340,445,439,709,431
PA4384,11,35,35,82,51,49,7,14,22,22,34
PA4385,6151,16927,10850,13789,9147,8017,2607,4673,4763,9370,5551
PA4386,1592,4548,2433,2202,1285,1223,497,840,901,2418,1515
PA4387,3126,7745,5175,3641,2255,1840,1217,1594,1810,4527,2980
PA4388,183,444,286,540,348,301,93,117,102,265,183
PA4389,503,1372,846,630,391,311,113,191,180,211,167
PA4390,152,462,283,270,164,112,83,77,91,257,157
PA4391,20,64,37,100,66,44,23,28,45,51,36
PA4392,178,452,328,280,163,165,98,119,131,240,175
PA4393,212,549,399,547,308,232,105,130,204,250,132
PA4394,348,839,612,1176,719,599,399,367,369,678,457
PA4395,669,1701,1054,2080,1209,918,315,490,565,1150,723
PA4396,147,306,201,205,121,97,30,64,61,184,117
PA4397,115,302,256,340,216,157,56,52,77,130,125
PA4398,119,380,257,355,211,166,66,62,73,117,91
PA4399,89,182,163,349,162,141,58,45,70,111,70
PA4400,180,367,165,562,315,294,158,166,160,194,146
PA4401,192,542,300,1054,514,513,171,269,288,259,165
PA4402,189,505,348,836,523,460,99,148,158,227,153
PA4403,2003,4798,3850,6806,4090,3577,763,975,1126,1744,1236
PA4404,187,581,392,653,381,405,229,339,336,372,251
PA4405,252,589,383,621,322,244,102,146,162,342,270
PA4406,2752,6150,4892,8403,4999,4131,1240,1633,1846,2700,1864
PA4406.1,7,15,8,50,19,17,2,12,7,8,2
PA4407,1093,2913,1848,6171,3550,3477,991,1400,1273,1740,1087
PA4408,920,2078,1403,6408,3764,3087,1145,1269,1768,1730,1159
PA4409,370,880,542,2635,1692,1344,399,465,530,767,556
PA4410,378,958,643,3915,2000,1801,593,663,919,829,521
PA4411,606,1536,1128,5860,3205,2717,677,994,1181,1321,849
PA4412,488,1290,825,3840,2272,1781,608,864,1023,1061,697
PA4413,421,878,739,3274,2211,1693,622,628,730,940,530
PA4414,506,1194,851,3712,2128,1895,525,689,847,939,562
PA4415,301,644,518,2066,1353,1040,270,290,369,552,343
PA4416,671,1652,1115,3933,2182,1760,719,904,1057,1051,698
PA4417,1078,2442,1635,4314,2545,1931,1112,1226,1680,1673,1179
PA4418,1706,3738,2647,6765,4000,3137,1449,1811,2187,3000,1789
PA4419,112,236,165,270,216,152,94,101,104,148,90
PA4420,862,1989,1406,3028,1789,1449,754,990,1225,2107,1284
PA4421,1542,3973,2301,3200,1881,1738,1549,1978,2183,3301,2208
PA4421.1,1,5,7,15,5,4,4,5,16,2,2
PA4422,349,965,616,544,347,267,945,1116,1474,1232,729
PA4423,344,992,639,1012,548,506,140,170,180,373,223
PA4424,224,655,428,654,376,300,122,157,223,253,158
PA4425,267,643,452,607,345,246,88,130,118,244,207
PA4426,222,519,384,603,388,313,84,111,112,237,150
PA4427,64,222,134,306,175,148,39,52,64,80,56
PA4428,458,1492,1030,1693,998,616,264,534,457,974,370
PA4429,734,2181,1419,1876,1321,974,240,270,369,615,476
PA4430,926,2264,1793,1157,705,713,175,288,275,781,519
PA4431,1028,2501,1726,985,598,469,224,266,311,1025,707
PA4432,377,978,588,314,204,217,63,119,90,241,172
PA4433,681,1870,1329,384,284,210,64,54,82,661,496
PA4434,200,481,323,614,330,225,117,131,180,207,156
PA4435,331,773,636,732,460,340,202,275,221,192,166
PA4436,239,476,364,397,255,202,79,99,102,231,179
PA4437,71,124,116,307,117,125,73,79,91,115,69
PA4438,106,277,186,177,97,82,35,34,63,77,52
PA4439,357,863,531,921,569,490,71,129,158,233,163
PA4440,292,671,526,999,533,432,106,175,169,311,166
PA4441,297,715,533,487,285,205,225,327,307,571,339
PA4442,276,742,571,924,536,395,265,314,348,540,367
PA4443,164,357,245,390,177,230,43,88,129,312,205
PA4444,195,675,488,917,456,434,127,133,238,227,139
PA4445,115,312,222,301,170,154,41,80,71,176,85
PA4446,416,920,645,1509,949,686,209,232,245,396,252
PA4447,238,504,408,1032,506,420,137,125,188,281,197
PA4448,336,906,639,876,470,365,139,150,236,368,248
PA4449,386,988,849,1149,671,610,78,115,133,171,108
PA4450,814,2114,1390,1607,962,1008,311,321,485,553,354
PA4451,357,777,613,510,328,318,133,169,155,234,138
PA4451.1,0,5,1,3,0,1,0,1,0,0,0
PA4452,225,688,333,847,374,315,136,171,252,231,137
PA4453,362,763,579,855,563,420,75,95,126,229,123
PA4454,269,527,336,608,319,272,86,102,88,176,117
PA4455,845,1984,1554,1755,1015,869,237,255,343,546,383
PA4456,2141,5604,4220,3046,1731,1537,575,718,890,2550,1593
PA4457,1843,3862,3039,1431,947,717,340,477,554,2611,1782
PA4458,286,727,527,451,255,254,86,110,121,234,220
PA4459,189,301,273,268,140,171,30,53,55,104,77
PA4460,268,696,497,549,365,287,65,129,162,304,225
PA4461,735,2050,1460,3462,2021,2059,414,700,668,874,554
PA4462,536,1462,1115,1580,945,809,303,421,508,776,464
PA4463,4719,14388,8119,20355,12383,9676,3590,6736,6173,9916,5684
PA4464,589,1507,1101,3047,1626,1422,762,1213,1287,1730,1076
PA4465,888,2011,1636,3610,2069,1776,884,1261,1419,1566,1041
PA4466,181,367,251,822,489,323,121,219,245,235,134
PA4467,659,1486,1253,1570,930,769,852,1208,1341,276,152
PA4468,913,2005,1424,1457,872,695,840,1037,1289,328,223
PA4469,859,2127,1550,1237,622,490,760,976,1032,263,134
PA4470,3558,8178,6139,3960,2176,1995,2937,4151,4557,1687,1004
PA4471,1404,3096,2565,1083,473,567,1186,1619,1890,1450,951
PA4472,892,2093,1309,4047,2674,1894,1278,1709,1891,1965,1195
PA4473,322,761,553,468,298,227,106,148,172,245,162
PA4474,858,2211,1442,3947,2334,1827,1690,2457,2874,2930,1778
PA4475,3324,8159,4835,13111,7695,5952,6150,7868,9269,6659,4347
PA4476,1460,3240,2297,5830,3256,2573,1470,1779,2320,2018,1186
PA4477,806,1714,1332,2050,1208,1036,465,544,617,1066,686
PA4478,249,688,395,784,509,355,297,322,443,336,193
PA4479,139,237,223,358,205,148,30,48,73,68,36
PA4480,236,522,394,343,227,183,103,159,148,288,174
PA4481,630,1513,1142,492,297,267,100,126,156,783,591
PA4482,60,152,103,81,63,59,43,28,28,70,52
PA4483,338,805,606,948,596,464,92,181,243,264,131
PA4484,301,665,538,1140,686,596,120,110,150,219,143
PA4485,20,64,21,61,18,19,10,20,3,14,3
PA4486,121,274,135,255,169,99,23,51,38,54,48
PA4487,59,158,117,1235,666,636,86,147,146,81,66
PA4488,493,1266,801,3104,1844,1595,790,961,1252,1101,752
PA4489,610,1498,911,3962,2302,1866,472,650,738,747,444
PA4490,61,150,120,299,192,114,61,92,74,92,49
PA4491,613,1592,1065,2482,1531,1213,547,655,727,885,500
PA4492,362,858,641,984,606,509,214,188,262,534,387
PA4493,860,2506,1793,5390,3064,2227,461,649,851,1006,550
PA4494,843,1748,1477,2774,1726,1417,495,651,789,1177,824
PA4495,7061,23325,13826,4298,2381,1965,2620,3821,4344,8984,5085
PA4496,168,430,314,481,267,221,124,205,214,317,167
PA4497,86,170,126,485,206,213,75,125,148,143,81
PA4498,1040,2983,2210,2410,1327,1108,464,607,677,777,471
PA4499,555,1236,883,422,226,197,95,180,176,618,442
PA4500,5832,15808,10927,14110,7626,6738,2576,3833,4069,6483,3974
PA4501,242,649,429,1952,1221,934,292,349,439,639,421
PA4502,76,182,126,1431,816,727,94,204,169,170,83
PA4503,159,347,323,795,394,410,269,289,408,564,381
PA4504,41,91,54,486,281,206,81,125,154,94,86
PA4505,85,180,133,810,513,387,140,245,272,209,86
PA4506,98,214,128,896,497,446,172,222,232,226,102
PA4507,3693,9356,7362,3264,1980,1723,1610,1857,2318,4540,2736
PA4508,22,103,55,99,72,68,42,44,66,89,67
PA4509,170,440,269,611,371,248,183,185,281,215,156
PA4510,116,252,166,365,227,169,176,201,268,307,127
PA4511,313,897,546,1034,518,422,394,392,503,708,392
PA4512,103,287,240,340,182,180,48,46,54,134,64
PA4513,295,918,570,586,305,286,404,407,535,475,367
PA4514,485,1333,755,646,357,357,351,500,582,812,577
PA4515,542,1075,878,387,252,225,188,316,246,666,481
PA4516,522,1266,979,884,567,415,255,334,367,446,256
PA4517,82,171,90,75,47,53,24,14,32,85,32
PA4518,59,138,88,144,69,43,35,32,32,63,23
PA4519,340,905,498,525,339,324,108,131,137,407,308
PA4520,1278,3291,2354,4405,2445,1868,1218,1602,1594,3063,2140
PA4521,427,960,656,1364,872,669,393,557,625,978,556
PA4522,133,345,214,332,147,158,99,166,131,248,170
PA4523,4018,10158,6592,12835,8347,6860,14681,19801,22206,19861,12260
PA4524,158,482,311,424,204,177,157,151,211,258,174
PA4524.1,48,81,57,364,213,185,69,76,77,124,77
PA4525,960,2250,1451,22852,13794,12986,1390,1891,1879,1986,1329
PA4526,424,1012,717,4193,2311,2128,297,499,493,793,508
PA4527,651,1615,1187,5598,3020,2743,1438,2157,2244,3113,1890
PA4528,68,234,185,600,302,238,77,135,169,140,90
PA4529,561,1254,760,1100,670,495,291,306,461,824,527
PA4530,100,242,181,398,203,224,40,55,60,59,34
PA4531,38,103,70,255,164,147,46,65,65,66,42
PA4532,146,292,276,426,239,204,88,128,157,250,152
PA4533,165,404,264,325,191,189,105,158,130,450,229
PA4534,504,1189,746,918,537,473,424,609,680,1241,845
PA4535,338,769,494,1034,637,501,405,442,478,564,436
PA4536,106,239,190,621,336,280,144,185,222,132,113
PA4537,231,544,305,382,182,158,118,159,147,233,208
PA4538,488,1142,909,2144,1240,1126,347,376,463,411,304
PA4539,462,976,704,1338,726,686,413,531,611,1005,649
PA4540,16,48,17,38,21,19,12,51,36,31,31
PA4541,849,1857,1178,1894,1076,682,451,561,671,1149,803
PA4541.1,67,76,58,116,94,59,49,15,29,74,83
PA4541.2,87,194,142,123,56,39,62,69,87,126,99
PA4541.3,28,61,40,70,19,26,26,17,21,30,29
PA4542,7353,19705,12347,27224,15727,14235,12112,16494,18539,16971,10661
PA4543,192,500,422,869,491,442,122,132,209,171,99
PA4544,432,984,742,1037,597,510,176,315,331,382,284
PA4545,623,1751,1240,981,587,439,132,216,271,467,343
PA4546,135,419,268,616,386,266,73,123,132,146,110
PA4547,156,374,252,750,444,441,96,139,114,149,115
PA4548,339,872,625,799,546,444,170,236,227,412,284
PA4549,39,162,131,119,80,60,82,83,123,109,57
PA4550,252,511,332,226,128,136,150,206,200,196,110
PA4551,156,357,290,177,121,68,75,98,129,153,99
PA4552,177,362,270,263,86,128,116,123,151,92,95
PA4553,66,133,93,112,65,55,43,60,75,58,34
PA4554,901,2326,1606,2793,1620,1318,816,1087,1104,1617,939
PA4555,25,71,63,138,69,78,26,28,43,18,24
PA4556,63,189,153,396,227,146,51,73,102,66,37
PA4557,167,439,361,894,572,512,140,118,144,125,60
PA4558,154,326,216,964,646,542,116,141,188,96,48
PA4559,188,431,299,806,516,428,109,112,139,136,96
PA4560,901,2411,1710,3323,2002,1593,531,731,775,962,687
PA4561,834,2157,1355,1969,1111,788,1879,1997,2588,2730,1686
PA4562,241,592,290,472,366,214,85,151,180,271,187
PA4563,232,516,497,98,51,48,10,14,21,101,67
PA4564,103,352,242,491,294,241,69,108,94,157,100
PA4565,519,1343,988,2354,1481,1303,374,460,603,587,380
PA4566,548,1552,1068,1445,854,736,214,247,267,629,435
PA4567,668,1706,950,734,504,331,160,158,230,502,302
PA4568,643,1370,1078,619,444,320,153,169,148,400,276
PA4569,263,691,561,439,294,182,68,112,88,192,125
PA4570,615,1535,883,270,175,155,440,674,652,686,432
PA4570.1,424,1350,837,2047,1215,372,874,1031,1395,656,289
PA4571,433,986,622,3114,1907,1576,961,1348,1479,796,573
PA4572,124,370,236,349,225,165,53,118,107,112,99
PA4573,296,754,384,1156,542,414,238,307,346,359,288
PA4574,201,406,359,196,150,127,218,231,288,401,278
PA4575,2413,6602,3617,4848,3021,2205,3273,4176,4513,5994,3658
PA4576,1309,3679,2548,6381,3457,3350,1276,1687,1951,1895,1038
PA4577,620,1537,924,3933,2184,1859,1200,1437,1834,1474,900
PA4578,869,2622,1590,9755,6018,5365,248,358,344,693,410
PA4579,254,523,415,1257,720,599,102,164,176,157,103
PA4580,81,154,150,204,182,128,64,127,139,88,79
PA4581,308,888,595,941,574,481,311,401,488,573,384
PA4581.1,1081,3468,2192,3137,1993,1468,2007,2604,3254,2381,1109
PA4582,105,300,177,286,189,165,135,194,249,688,490
PA4583,53,213,158,232,163,123,100,150,171,274,180
PA4584,117,224,97,219,127,125,68,138,120,180,108
PA4585,63,203,103,242,143,132,123,137,147,189,111
PA4586,3,5,2,10,9,14,0,7,4,4,5
PA4587,368,922,618,1728,1097,881,179,274,258,484,368
PA4588,316,853,661,387,228,178,106,120,176,274,177
PA4589,41,80,29,115,59,63,28,15,25,44,30
PA4590,19,41,20,138,75,50,25,25,18,20,13
PA4591,23,65,47,323,156,168,42,44,72,44,12
PA4592,30,64,19,149,141,128,37,58,48,55,46
PA4593,19,83,44,153,91,110,41,40,50,46,22
PA4594,120,277,184,669,448,310,93,164,166,129,90
PA4595,1116,3145,2219,2420,1406,1244,443,660,750,1316,782
PA4596,1432,3565,2315,907,545,449,902,1404,1540,3704,2278
PA4597,1066,2753,1688,444,251,180,164,150,195,723,344
PA4598,3694,8652,6080,461,304,211,195,281,378,2003,1328
PA4599,5817,14639,9258,743,488,378,190,265,276,3723,3248
PA4600,2149,4888,3491,312,183,168,98,115,130,1431,999
PA4601,1071,2509,2209,3246,1778,1331,377,419,498,826,500
PA4602,252,727,571,396,320,270,59,90,143,158,82
PA4603,64,153,105,357,191,171,34,45,53,108,82
PA4604,61,193,109,295,191,152,75,53,73,126,70
PA4605,111,390,165,461,359,269,97,105,106,279,181
PA4606,2411,6356,4011,5638,3298,2831,1101,1681,1666,5950,3415
PA4607,892,2503,1574,9217,5256,4235,854,1071,1179,1642,1045
PA4608,399,1075,838,1674,754,669,500,584,770,896,609
PA4609,284,563,444,847,512,424,161,245,265,286,172
PA4610,194,602,280,1627,868,702,486,743,773,668,457
PA4611,1451,3889,2381,13974,7702,5819,4613,6438,7573,4460,2531
PA4612,101,374,226,529,317,221,186,221,264,260,130
PA4613,78,186,117,213,82,95,56,50,83,120,50
PA4614,262,598,431,959,531,453,211,229,317,405,253
PA4615,403,1061,815,1272,770,632,293,389,483,566,366
PA4616,47,113,63,132,114,45,13,19,21,43,21
PA4617,241,599,378,1131,642,590,263,366,410,617,345
PA4618,361,975,626,1229,583,577,337,456,576,618,366
PA4619,117,399,271,453,265,182,116,186,225,195,151
PA4620,50,96,78,129,93,70,45,68,55,76,39
PA4621,289,830,506,1522,971,827,386,582,635,843,511
PA4622,28,47,32,62,28,33,8,10,19,20,10
PA4623,18,57,37,83,36,40,20,21,40,33,39
PA4624,236,657,487,516,298,257,109,129,190,200,142
PA4625,1364,3644,2250,1809,1138,900,470,629,693,1029,815
PA4626,149,504,329,288,159,125,103,118,130,270,144
PA4627,102,304,191,240,112,111,73,66,101,138,70
PA4628,200,448,302,297,213,209,54,90,62,126,84
PA4629,334,756,377,188,135,107,31,33,40,339,283
PA4630,111,236,180,194,109,83,80,77,109,142,88
PA4631,344,876,584,698,379,307,192,175,256,311,212
PA4632,361,905,412,435,330,201,68,115,183,303,189
PA4633,6411,15534,9868,8821,4892,4126,5786,7160,8183,10968,7582
PA4634,227,509,358,626,311,223,287,312,337,446,296
PA4635,119,336,174,17,12,19,24,11,16,291,171
PA4636,184,403,325,327,195,174,71,53,105,179,138
PA4637,772,1497,966,973,563,486,412,498,701,584,440
PA4638,31,111,87,95,46,28,31,20,40,36,33
PA4639,350,991,665,456,335,272,133,162,207,583,398
PA4640,364,994,740,904,496,464,157,224,196,467,324
PA4642,59,241,179,200,147,111,17,22,46,68,66
PA4643,180,391,290,431,227,221,44,90,101,148,69
PA4644,49,135,100,130,72,66,28,28,43,58,16
PA4645,79,141,101,125,72,51,17,19,29,73,60
PA4646,85,189,159,131,74,44,16,35,48,82,52
PA4647,394,1160,686,1022,610,460,275,385,489,456,312
PA4648,11,43,34,37,14,17,5,10,7,17,10
PA4649,27,71,23,39,29,10,14,15,10,36,19
PA4650,0,3,1,2,5,8,1,6,0,0,2
PA4651,8,33,9,65,46,11,19,17,23,11,7
