gene_id,ALE__1,ALE__2,ALE__3,COL__1,COL__2,COL__3,ctrl__1,ctrl__2,ctrl__3,NV716__1,NV716__2
PA0001,825,1986,1566,2008,1302,1093,489,619,773,1448,818
PA0002,380,867,736,1630,856,890,171,233,304,450,304
PA0003,888,2483,1488,3797,2459,1882,984,1185,1544,2253,1193
PA0004,755,1759,1325,3807,2311,2024,409,660,645,941,635
PA0005,165,449,282,432,296,230,61,93,105,272,196
PA0006,178,388,230,348,240,202,71,135,127,200,132
PA0007,829,2002,1197,4401,2423,2024,1386,1666,1847,2345,1557
PA0008,297,767,595,779,494,450,127,222,207,340,187
PA0009,118,340,267,207,92,98,27,37,33,106,55
PA0010,91,325,173,246,104,108,47,60,68,202,211
PA0011,194,565,471,778,434,390,113,144,208,302,264
PA0012,187,487,256,246,180,141,49,82,105,286,149
PA0013,107,242,163,109,93,44,24,29,35,153,94
PA0014,130,201,162,245,155,102,74,62,82,200,110
PA0015,365,829,544,1089,495,461,547,687,711,941,620
PA0016,250,701,432,825,500,440,258,337,383,487,272
PA0017,178,424,322,808,417,338,147,157,172,134,87
PA0018,88,276,213,294,163,144,51,102,97,83,77
PA0019,1564,3449,2306,3460,2223,1495,1310,1649,1855,3322,2276
PA0020,513,1518,1016,1423,853,697,282,308,351,656,325
PA0021,18,41,31,60,50,40,25,27,20,36,34
PA0022,118,273,185,287,179,126,68,54,56,138,77
PA0023,91,242,165,384,230,171,88,76,91,104,68
PA0024,79,184,145,356,195,162,40,60,52,69,36
PA0025,133,264,227,644,420,350,130,160,156,149,82
PA0026,33,94,84,318,221,184,117,110,173,94,48
PA0027,57,178,129,767,457,344,156,188,240,105,70
PA0028,77,165,82,719,404,285,108,127,163,143,71
PA0029,93,162,167,239,159,91,120,127,116,141,120
PA0030,30,47,36,87,63,40,19,31,44,45,21
PA0031,80,168,183,226,140,137,61,73,75,110,106
PA0032,236,568,380,418,205,208,116,151,211,394,216
PA0033,9,24,19,45,22,8,4,9,13,5,15
PA0034,89,221,87,156,88,69,65,57,57,93,65
PA0035,365,1191,744,1480,767,591,322,415,383,689,431
PA0036,950,2404,1358,817,492,442,159,255,266,669,428
PA0037,160,359,246,307,189,155,199,219,247,341,159
PA0038,1190,3383,1851,2377,1489,1141,1624,2122,2273,3064,1832
PA0039,2353,5000,3333,10768,6595,5212,2477,2756,3422,6157,3700
PA0040,123,293,214,234,146,73,41,69,87,181,111
PA0041,587,1588,882,3804,2077,1898,713,888,1059,1220,760
PA0042,49,141,107,242,144,116,123,153,137,99,60
PA0043,221,589,358,821,513,393,208,232,313,386,267
PA0044,253,590,362,993,629,491,241,320,480,441,327
PA0045,56,123,71,105,77,64,15,31,24,35,28
PA0046,47,137,82,143,113,49,23,12,23,34,43
PA0047,65,161,159,315,193,123,74,86,132,61,62
PA0048,29,57,30,95,57,44,40,74,75,81,35
PA0049,44,79,56,210,146,165,51,95,97,91,73
PA0050,186,562,302,708,433,343,133,213,228,358,291
PA0051,43,77,58,181,97,97,100,83,78,83,70
PA0052,41,110,58,345,210,175,75,80,114,71,32
PA0053,296,625,505,1126,634,505,176,242,278,433,242
PA0054,65,133,101,187,57,70,9,20,13,42,26
PA0055,80,220,154,194,59,90,17,23,35,58,43
PA0056,18,65,55,107,49,33,26,35,14,25,20
PA0057,21,98,51,74,42,34,23,28,33,69,68
PA0058,17,57,16,53,37,44,1,28,11,27,19
PA0059,402,905,647,755,358,311,219,307,334,600,306
PA0060,488,1401,846,837,399,351,307,417,530,1019,503
PA0061,422,944,563,1227,632,544,552,620,730,701,458
PA0062,226,483,215,236,138,92,79,84,131,341,220
PA0063,365,875,606,1056,568,454,206,288,345,335,150
PA0064,144,407,213,590,343,246,126,154,219,185,152
PA0065,74,190,104,188,155,101,56,67,88,108,52
PA0066,164,434,294,314,231,168,139,138,206,270,187
PA0067,883,2310,1587,1979,1108,976,361,533,568,1026,580
PA0068,166,490,417,601,274,266,69,131,131,149,106
PA0069,69,175,120,356,158,98,114,113,173,107,100
PA0070,370,892,620,2751,1452,1210,199,219,253,269,155
PA0071,1165,3231,1938,3291,1937,1626,943,1074,1418,2212,1395
PA0072,57,121,119,718,418,316,105,150,185,138,144
PA0073,83,146,86,625,338,303,94,100,138,141,98
PA0074,153,414,272,2045,1152,980,176,284,218,234,155
PA0075,38,127,85,524,329,234,43,85,79,106,52
PA0076,22,93,70,555,257,317,53,61,80,109,44
PA0077,413,1086,723,2732,1654,1359,421,523,568,693,420
PA0078,98,288,202,689,434,325,105,139,152,164,74
PA0079,111,266,197,473,255,222,78,116,138,134,105
PA0080,38,73,59,90,40,60,22,46,53,53,38
PA0081,636,1719,1082,1495,847,663,545,767,857,1428,831
PA0082,635,1559,1135,1228,670,594,384,556,528,965,689
PA0083,72,210,151,222,171,152,27,29,20,72,20
PA0084,192,477,329,969,470,486,69,73,82,187,77
PA0085,384,836,650,3251,1854,1564,195,232,255,336,204
PA0086,141,418,293,984,592,470,249,338,339,445,227
PA0087,20,62,54,127,82,78,22,38,39,46,20
PA0088,71,194,166,726,389,341,69,88,80,80,47
PA0089,72,212,110,669,348,330,77,116,106,108,76
PA0090,355,876,601,1706,1048,877,232,349,373,496,327
PA0091,152,342,261,1676,918,883,179,214,270,267,171
PA0092,21,52,38,83,70,31,10,13,12,21,25
PA0093,123,296,207,273,186,155,136,148,173,195,144
PA0094,78,184,110,192,121,99,37,66,37,94,56
PA0095,1689,4630,2812,4055,2244,1871,1197,1714,1972,2679,1439
PA0096,10,54,26,84,52,41,16,21,22,49,25
PA0097,77,153,109,355,264,195,110,100,127,147,107
PA0098,62,180,95,382,211,216,68,114,134,93,68
PA0099,24,90,70,426,179,214,46,52,66,42,40
PA0100,236,597,372,1172,692,686,250,261,351,383,257
PA0101,127,351,196,1091,561,412,201,212,297,349,149
PA0102,1103,2962,1953,1870,1099,798,668,826,819,3088,2047
PA0103,60,174,119,228,106,104,76,114,164,150,124
PA0104,125,274,157,405,229,178,103,172,195,198,113
PA0105,395,1009,510,2127,1322,1074,498,727,752,406,345
PA0106,19,108,71,324,239,152,123,106,121,86,49
PA0107,6,23,11,71,33,36,34,68,67,7,6
PA0108,37,51,34,329,204,148,113,149,150,36,20
PA0109,116,253,144,530,277,244,120,166,187,158,120
PA0110,40,65,46,260,144,134,147,190,184,62,33
PA0111,3,18,19,116,52,39,43,43,45,8,20
PA0112,10,19,11,124,73,42,23,21,43,11,4
PA0113,21,34,37,78,41,30,28,40,42,35,14
PA0114,308,738,523,829,452,330,97,156,111,440,314
PA0115,22,107,76,161,61,89,14,32,29,35,32
PA0116,153,477,277,791,413,304,147,219,223,282,234
PA0117,36,145,58,112,84,40,37,86,118,81,70
PA0118,27,52,24,132,56,74,40,22,54,51,21
PA0119,446,1230,672,976,694,459,576,829,908,1642,928
PA0120,236,602,357,842,426,370,901,1060,1297,1214,762
PA0121,81,191,114,559,301,279,474,753,795,319,202
PA0122,256,746,405,12716,7353,5584,643,804,931,548,321
PA0123,127,303,190,430,228,180,249,287,349,217,139
PA0124,20,60,44,90,68,58,23,46,74,43,60
PA0125,14,15,26,39,19,12,27,37,39,16,22
PA0126,41,103,58,402,252,203,19,15,9,10,32
PA0127,110,272,134,196,122,127,50,74,101,143,83
PA0128,108,242,179,218,108,99,56,63,89,109,90
PA0129,46,94,91,348,184,104,62,105,93,146,92
PA0130,105,297,285,3142,1567,1286,136,205,187,344,159
PA0131,15,55,31,608,297,221,47,58,68,86,37
PA0132,154,359,271,3639,1825,1563,192,270,323,503,310
PA0133,201,397,246,223,162,102,90,175,158,365,269
PA0134,1049,2457,1713,2140,1279,1066,1029,1452,1592,2482,1566
PA0135,14,37,20,38,14,20,19,32,23,43,16
PA0136,231,583,360,838,429,333,239,336,397,342,171
PA0137,22,23,28,76,37,19,19,31,33,32,13
PA0138,46,170,69,185,144,82,55,68,72,65,50
PA0139,585,1617,1075,1934,1602,1234,247,330,316,687,494
PA0140,123,321,195,400,252,243,85,120,127,159,113
PA0141,548,1539,1001,3973,2347,2008,461,628,733,869,474
PA0142,170,411,285,377,221,152,66,81,130,270,211
PA0143,114,201,106,491,363,262,56,44,63,68,47
PA0144,21,64,27,128,93,55,24,31,46,34,21
PA0145,71,135,150,223,106,114,37,42,76,92,42
PA0146,24,58,18,77,35,25,24,34,40,39,37
PA0147,109,188,109,278,154,108,31,92,81,125,83
PA0148,187,528,315,611,311,234,171,212,205,212,158
PA0149,399,1095,546,420,218,211,322,372,415,475,429
PA0150,244,643,412,469,262,205,316,426,408,127,116
PA0151,33,108,88,164,52,60,71,79,83,73,61
PA0152,53,186,98,151,125,68,34,42,26,63,48
PA0153,10,12,14,13,7,5,5,11,11,10,9
PA0154,19,44,37,58,49,32,14,39,9,35,19
PA0155,86,237,173,118,77,62,34,48,48,121,80
PA0156,380,1241,654,1264,827,578,473,523,749,802,480
PA0157,76,103,105,229,145,126,84,81,146,106,68
PA0158,533,1343,985,2425,1463,1306,701,842,1038,816,557
PA0159,183,349,257,705,400,365,142,202,185,234,175
PA0160,50,78,48,112,74,60,45,72,85,108,45
PA0161,80,230,90,295,134,148,122,190,184,283,114
PA0162,120,212,149,229,145,111,172,200,258,231,129
PA0163,126,281,168,259,136,129,62,54,58,110,56
PA0164,132,320,188,700,363,309,117,107,156,204,126
PA0165,49,159,68,77,49,62,26,38,44,68,49
PA0166,3,17,17,44,11,20,11,8,18,6,13
PA0167,204,628,415,317,176,134,64,82,104,507,429
PA0168,121,330,241,421,206,162,70,80,86,81,54
PA0169,48,179,112,275,147,143,34,25,34,31,18
PA0170,34,42,53,68,46,35,5,5,16,19,3
PA0171,5,51,31,65,13,13,3,5,6,5,7
PA0172,185,450,337,323,188,185,74,61,88,154,103
PA0173,20,57,32,260,96,172,49,60,60,40,49
PA0174,12,20,10,92,50,62,16,23,17,19,12
PA0175,78,132,75,401,261,250,78,121,133,124,102
PA0176,374,1034,597,3121,1573,1407,780,919,1093,880,564
PA0177,59,68,66,396,190,182,69,130,117,114,68
PA0178,187,449,229,1992,1231,1001,353,464,555,407,299
PA0179,209,634,376,1069,645,529,563,569,667,1001,581
PA0180,759,1841,1098,1466,886,741,587,632,791,1280,1046
PA0181,284,641,461,474,228,214,105,176,189,393,282
PA0182,35,74,51,109,55,46,13,38,29,41,29
PA0183,61,186,142,195,106,83,49,105,96,113,88
PA0184,11,24,19,53,34,22,16,26,19,23,19
PA0185,48,99,64,134,78,47,39,29,55,67,37
PA0186,25,85,48,84,48,35,27,40,29,48,42
PA0187,41,85,46,109,56,40,43,33,43,90,54
PA0188,55,114,83,149,88,79,53,41,62,68,65
PA0189,36,86,31,110,46,44,22,34,47,48,25
PA0190,20,74,57,123,61,51,16,46,45,48,33
PA0191,49,125,66,171,93,83,56,76,83,164,78
PA0192,28,115,32,95,46,41,24,39,51,52,35
PA0193,6,13,4,28,16,8,0,2,8,8,1
PA0194,8,21,20,47,29,24,11,11,21,13,5
PA0195,535,1455,1023,418,245,248,141,138,156,296,216
PA0195.1,77,154,160,105,66,58,32,67,54,58,48
PA0196,253,615,465,445,204,171,104,72,117,134,83
PA0197,4,10,0,0,3,1,0,7,0,4,4
PA0198,32,105,45,162,79,69,51,52,89,92,36
PA0199,20,27,24,43,35,27,10,13,12,37,26
PA0200,230,631,338,3984,2075,1807,1693,2305,2565,275,207
PA0201,306,866,433,1973,1205,1014,413,488,593,1003,616
PA0202,8,38,18,44,22,27,11,19,27,20,17
PA0203,2,11,8,27,10,13,8,11,6,20,21
PA0204,6,18,21,28,15,9,21,18,15,28,14
PA0205,13,18,2,23,9,13,7,10,11,21,12
PA0206,15,62,45,30,32,16,23,26,18,39,46
PA0207,406,928,573,583,316,309,338,444,564,509,356
PA0208,120,298,151,462,232,209,129,124,105,344,183
PA0209,20,56,37,120,66,81,31,35,53,118,33
PA0210,6,6,1,28,30,8,0,5,2,10,7
PA0211,32,74,39,136,60,57,20,29,57,61,65
PA0212,27,64,37,124,68,54,42,57,41,63,22
PA0213,140,421,186,325,182,139,217,287,399,271,181
PA0214,22,33,38,66,43,14,23,35,24,42,22
PA0215,66,145,124,171,105,92,90,142,145,170,100
PA0216,96,188,179,329,206,112,120,178,235,245,171
PA0217,56,157,137,148,77,86,46,44,48,63,29
PA0218,627,1539,891,1007,630,413,844,1018,1170,1959,1370
PA0219,33,42,36,35,30,32,12,23,34,32,19
PA0220,30,55,48,76,32,33,31,39,78,55,42
PA0221,18,26,15,42,14,21,13,19,15,18,12
PA0222,24,51,35,39,31,20,26,29,32,45,12
PA0223,145,429,204,1141,652,463,514,469,747,548,267
PA0224,62,105,75,41,34,28,85,105,120,319,130
PA0225,101,298,154,294,179,134,59,69,72,180,89
PA0226,17,79,76,79,35,42,30,20,30,24,22
PA0227,114,392,201,563,243,270,161,210,213,271,157
PA0228,75,160,99,245,160,124,100,83,133,110,62
PA0229,154,455,331,268,267,137,94,165,153,278,157
PA0230,237,524,340,663,395,340,228,285,272,276,166
PA0231,53,123,84,159,100,126,33,50,38,99,25
PA0232,63,178,129,262,188,145,60,51,46,76,45
PA0233,66,146,140,348,180,144,74,83,117,93,62
PA0234,68,169,93,175,87,65,45,47,81,131,68
PA0235,27,71,34,72,46,19,18,21,28,42,26
PA0236,14,81,39,127,63,37,14,29,20,40,49
PA0237,7,35,11,21,13,4,11,14,2,7,23
PA0238,75,156,84,125,82,76,91,104,124,108,77
PA0239,199,537,325,163,80,57,96,112,144,503,302
PA0240,18,18,15,13,21,2,4,5,4,3,6
PA0241,24,27,20,44,26,16,17,6,36,57,37
PA0242,120,321,212,499,273,217,171,191,194,354,187
PA0243,153,367,217,434,271,192,76,77,117,163,97
PA0244,30,79,54,101,52,56,36,41,89,61,46
PA0245,64,197,93,152,53,83,99,94,136,285,157
PA0246,172,342,284,464,242,197,49,66,87,133,101
PA0247,19,66,56,116,63,35,40,33,40,67,32
PA0248,244,624,460,632,314,316,124,244,184,313,219
PA0249,107,282,140,252,139,112,125,134,152,336,178
PA0250,245,516,269,698,345,342,176,144,185,309,177
PA0251,12,18,16,25,8,6,4,17,7,11,20
PA0252,10,8,7,19,20,18,1,5,5,10,6
PA0253,27,86,56,122,70,53,15,25,41,46,20
PA0254,64,108,71,154,90,61,56,80,113,113,50
PA0255,305,689,534,589,371,288,168,217,266,396,347
PA0256,337,702,490,1393,681,577,362,424,488,612,367
PA0257,83,264,136,346,258,207,195,213,248,232,151
PA0258,72,169,90,276,141,123,87,85,86,107,80
PA0259,493,1257,798,3182,1912,1515,937,1201,1413,1195,749
PA0260,211,474,365,2010,1118,1004,352,432,587,395,246
PA0261,18,70,33,322,189,111,50,48,62,49,16
PA0262,65,250,110,1124,623,483,159,178,231,172,109
PA0263,7,10,0,100,101,32,2,1,8,7,2
PA0263.1,65,192,140,116,72,45,66,132,133,134,115
PA0264,17,52,50,75,55,24,19,27,27,68,20
PA0265,711,1826,1301,1650,971,842,394,600,643,852,595
PA0266,603,1475,938,2163,1478,1209,404,433,552,883,494
PA0267,175,288,242,725,483,300,75,81,113,119,102
PA0268,144,281,163,320,208,179,91,110,158,226,148
PA0269,32,86,37,87,41,35,33,19,27,38,45
PA0270,14,41,54,112,48,39,22,44,29,33,9
PA0271,40,109,81,331,155,116,49,53,88,60,40
PA0272,17,59,38,75,33,33,1,15,14,29,10
PA0273,1,6,7,13,12,10,2,4,0,7,3
PA0274,28,52,62,218,78,81,17,17,43,36,29
PA0275,495,1547,813,1255,627,517,318,436,444,862,446
PA0276,518,1252,887,360,226,168,147,210,202,234,173
PA0277,52,128,82,84,59,47,9,31,38,66,29
PA0278,35,93,79,160,80,62,37,34,60,35,29
PA0279,238,443,362,554,361,219,124,163,194,242,148
PA0280,36,82,56,818,420,421,33,18,35,141,67
PA0281,22,39,9,235,180,120,22,10,20,72,42
PA0282,16,68,18,125,52,61,15,10,20,85,44
PA0283,67,128,77,321,163,127,5,28,19,336,211
PA0284,56,196,71,224,106,141,3,7,15,210,116
PA0285,137,351,256,362,205,195,86,120,116,117,100
PA0286,2980,7608,5334,4457,2533,2192,872,1177,1344,4454,2964
PA0287,50,148,90,168,88,74,45,44,79,91,59
PA0288,13,61,30,69,29,20,14,10,18,28,19
PA0289,527,1662,823,1766,1009,715,514,682,799,1426,947
PA0290,173,413,263,523,269,270,125,172,194,243,146
PA0291,173,466,294,1343,778,661,97,141,174,282,225
PA0292,245,545,448,586,345,252,125,129,154,279,168
PA0293,64,124,100,120,68,85,33,40,27,91,28
PA0294,67,92,77,226,116,131,29,15,45,62,41
PA0295,65,201,103,454,366,256,94,94,122,173,86
PA0296,459,1016,949,2974,1384,1373,403,479,575,671,439
PA0296.1,239,659,452,800,371,366,388,522,587,808,552
PA0297,648,1378,1245,2469,1370,949,477,692,713,1171,781
PA0298,277,537,413,1554,704,605,198,252,233,394,222
PA0299,429,1189,761,2484,1429,1159,504,534,794,1050,569
PA0300,651,1395,1003,2591,1555,1383,402,503,557,836,575
PA0301,120,387,215,623,312,315,129,114,151,269,173
PA0302,115,313,220,587,264,238,71,107,171,177,122
PA0303,104,191,119,415,252,233,48,82,81,184,93
PA0304,273,571,366,1216,732,695,230,350,338,306,222
PA0305,238,604,436,765,412,421,174,279,229,254,153
PA0306,184,486,297,484,286,180,121,199,245,273,165
PA0306.1,290,593,381,1542,935,927,129,210,166,270,182
PA0307,63,143,124,147,82,76,23,15,34,77,37
PA0308,187,433,313,481,291,208,103,122,196,334,211
PA0309,683,1652,927,787,475,399,203,298,359,1001,722
PA0310,287,712,541,576,418,298,292,396,372,558,347
PA0311,14,64,32,54,28,18,46,42,41,44,43
PA0312,540,1328,925,2176,1314,912,515,660,734,1133,813
PA0313,61,148,78,351,157,111,20,49,60,64,50
PA0314,71,194,104,250,95,103,41,60,61,118,59
PA0315,310,826,558,500,371,299,121,144,146,559,315
PA0316,462,954,760,732,399,410,165,210,252,322,228
PA0317,335,819,618,974,585,453,129,210,241,264,182
PA0318,372,1001,676,1427,666,670,638,794,829,806,512
PA0319,208,452,321,467,230,218,113,109,188,245,193
PA0320,2833,9451,4888,5299,3050,2553,620,550,718,27615,12538
PA0321,43,58,48,111,72,64,21,32,45,74,26
PA0322,25,65,39,95,67,49,25,25,30,36,37
PA0323,35,90,62,105,86,43,26,43,53,68,23
PA0324,0,13,13,22,14,7,2,6,5,17,12
PA0325,0,23,5,36,17,17,4,11,9,21,14
PA0326,27,45,47,65,35,14,18,21,16,40,27
PA0327,989,2880,1610,1633,885,739,249,252,259,6520,4556
PA0328,137,364,273,556,317,272,168,175,267,250,200
PA0329,833,2087,1213,2227,1330,977,296,391,478,1413,1033
PA0330,88,314,256,312,252,189,49,52,55,108,82
PA0331,240,569,362,858,554,395,68,88,111,184,128
PA0332,804,1840,1157,1251,701,573,304,419,471,1021,715
PA0333,159,339,192,788,422,331,214,215,278,311,199
PA0334,89,224,183,228,196,184,57,70,84,102,92
PA0335,117,324,210,326,200,162,57,73,61,154,89
PA0336,1360,2970,1919,2437,1322,1031,639,848,961,1540,1077
PA0337,2966,6883,4906,10305,5377,4870,1866,2542,2734,2709,1745
PA0338,216,523,349,646,401,290,211,280,375,428,290
PA0339,180,490,390,816,461,358,143,210,289,299,202
PA0340,142,284,241,281,216,194,100,128,121,243,124
PA0341,102,258,172,378,246,212,33,53,81,88,44
PA0342,319,583,558,668,356,383,102,130,135,308,196
PA0343,236,515,378,522,275,250,131,143,158,232,163
PA0344,177,385,242,456,269,211,85,143,150,142,123
PA0345,326,958,555,782,473,415,213,232,269,488,272
PA0346,30,83,54,188,124,106,66,90,105,85,65
PA0347,19,69,22,81,68,50,41,60,47,70,46
PA0348,88,185,93,166,99,93,69,73,86,181,119
PA0349,25,46,30,96,52,66,35,35,43,40,39
PA0350,73,168,121,226,100,74,33,14,31,42,32
PA0351,207,421,275,695,326,316,125,182,204,232,158
PA0352,216,577,436,605,377,329,101,138,169,218,144
PA0353,613,1481,1002,1622,983,740,446,677,653,894,680
PA0354,179,415,325,443,261,258,102,127,185,208,132
PA0355,294,639,466,1045,546,397,209,309,365,511,300
PA0356,109,289,245,260,122,127,57,66,69,133,77
PA0357,378,887,623,761,429,379,104,171,147,302,233
PA0358,49,97,89,104,75,82,35,26,24,53,77
PA0359,353,963,602,692,467,339,194,270,299,615,385
PA0360,736,2031,1323,2177,1432,943,540,567,742,1018,613
PA0361,158,444,274,535,283,270,86,112,149,157,95
PA0362,137,437,307,286,153,147,83,91,135,211,149
PA0363,101,295,302,347,189,191,67,65,70,108,74
PA0364,47,116,89,201,116,113,87,116,88,130,71
PA0365,27,41,34,112,68,75,47,45,53,78,45
PA0366,103,210,142,386,250,182,236,266,311,376,206
PA0367,136,386,229,455,216,214,76,81,99,183,159
PA0368,210,553,351,812,449,330,175,218,248,261,191
PA0369,60,123,125,385,193,155,29,63,83,68,36
PA0370,100,208,164,395,181,216,54,60,66,75,52
PA0371,177,453,356,629,330,325,56,67,100,137,88
PA0372,466,1068,697,718,497,428,119,186,183,620,444
PA0373,527,1235,943,1428,796,746,189,288,329,458,329
PA0374,257,485,412,859,483,378,89,115,164,150,86
PA0375,1941,4950,2895,5447,3429,2472,2409,2717,3267,3856,2538
PA0376,6536,16830,12064,6595,3871,3274,2840,4622,4738,12502,7719
PA0377,1253,2830,2257,1192,623,580,355,449,569,757,495
PA0378,77,187,113,214,106,98,37,49,77,71,65
PA0379,90,230,193,155,65,64,17,46,83,110,53
PA0380,30,59,35,20,16,11,1,6,9,13,9
PA0381,103,391,291,377,205,205,65,39,33,75,61
PA0382,98,332,233,345,189,154,18,18,29,55,61
PA0383,141,292,205,364,229,142,151,143,214,283,154
PA0384,26,52,74,117,68,55,23,32,22,41,33
PA0385,61,117,81,50,31,15,28,41,18,66,31
PA0386,81,155,141,191,101,126,107,116,154,84,50
PA0387,652,2018,1235,2419,1291,1109,1423,2053,2245,2263,1322
PA0388,426,980,641,698,552,334,447,739,747,1290,756
PA0389,92,317,180,343,185,172,138,225,293,293,148
PA0390,114,267,204,270,182,135,58,62,116,194,92
PA0391,302,819,543,1024,618,511,215,274,357,403,279
PA0392,306,786,533,997,550,525,192,267,289,377,233
PA0393,367,937,610,1020,515,506,190,246,283,397,319
PA0394,795,2092,1271,1614,963,722,549,696,813,1400,1073
PA0395,263,760,564,1199,750,670,249,310,354,561,341
PA0396,260,772,448,1915,1201,1021,348,379,521,526,356
PA0397,238,578,426,797,421,405,137,191,232,248,159
PA0398,607,1485,920,1225,817,563,253,311,441,683,306
PA0399,229,539,320,1295,749,707,166,166,171,320,189
PA0400,222,480,301,1000,629,484,110,138,161,151,108
PA0401,213,593,409,1339,704,677,147,202,186,253,149
PA0402,248,674,523,1252,739,624,171,206,206,306,189
PA0403,121,314,205,680,474,445,85,133,106,144,102
PA0404,155,413,376,641,339,287,110,129,176,180,102
PA0405,263,635,473,634,384,281,155,227,219,391,251
PA0406,84,259,187,246,156,116,48,95,79,78,55
PA0407,432,1123,735,1048,538,522,167,283,309,662,445
PA0408,1518,3802,2307,3574,2032,1687,1770,2190,2627,4900,2722
PA0409,121,331,252,537,329,293,163,197,216,402,317
PA0410,287,579,426,2375,1537,1171,208,311,382,683,403
PA0411,544,1261,947,4929,2656,2370,316,539,476,855,540
PA0412,216,665,424,2589,1398,1282,383,495,530,467,322
PA0413,1679,4305,2816,20616,11989,9836,2924,3313,4316,4379,2560
PA0414,164,468,364,3633,2043,1645,590,691,934,832,504
PA0415,105,368,230,1061,620,563,105,141,156,284,163
PA0416,68,193,132,1185,681,530,88,171,210,183,138
PA0417,157,345,287,813,470,368,167,186,256,253,163
PA0418,99,312,229,335,227,198,40,50,65,101,59
PA0419,103,180,155,195,106,123,33,16,53,57,44
PA0420,178,466,343,329,212,140,59,97,142,165,117
PA0421,614,1328,889,1289,880,729,305,303,516,706,528
PA0422,273,531,476,440,225,218,56,73,113,231,184
PA0423,166,425,301,823,581,553,44,71,84,114,79
PA0423.1,0,0,0,1,0,0,0,0,0,0,0
PA0424,550,1530,1177,288,199,149,153,158,275,825,417
PA0423.2,0,0,0,0,0,0,0,0,0,0,0
PA0425,760,1862,1305,825,564,443,148,199,209,674,451
PA0426,1649,4627,2963,5340,3066,2641,1604,1967,2296,2301,1558
PA0427,446,1137,710,2052,1242,1051,340,465,535,512,284
PA0428,368,1156,775,1411,799,727,184,211,278,435,255
PA0429,552,1264,984,1855,1179,916,297,389,417,728,467
PA0430,86,236,182,675,418,350,46,88,67,77,53
PA0431,93,341,233,643,374,383,18,52,77,70,56
PA0432,481,1263,837,1992,1255,1174,185,295,306,370,225
PA0433,133,405,304,1109,717,491,98,74,88,136,102
PA0434,95,224,160,375,237,179,20,34,38,64,90
PA0435,190,463,292,884,511,411,147,143,178,445,287
PA0436,515,1207,848,1064,768,716,559,735,822,999,556
PA0437,29,112,79,136,103,69,9,15,29,32,21
PA0438,82,216,149,125,83,56,10,24,13,59,49
PA0439,12,44,38,58,27,23,18,6,29,40,20
PA0440,12,22,21,33,31,11,9,15,11,5,2
PA0441,23,93,58,153,103,74,46,44,61,110,53
PA0442,2,2,8,7,8,3,1,12,10,12,9
PA0443,37,87,77,91,62,41,39,54,77,100,70
PA0444,66,172,120,247,144,126,113,123,129,166,142
PA0445,2,13,12,17,18,6,1,1,2,2,1
PA0446,226,480,377,765,491,379,108,154,135,201,149
PA0447,859,2391,1354,3382,2056,1621,207,316,362,545,361
PA0448,76,216,161,229,133,135,76,101,63,102,68
PA0449,186,400,295,807,497,398,99,171,195,262,140
PA0450,128,328,161,386,227,141,71,138,133,152,78
PA0451,1539,3726,2354,6931,4572,3330,4262,4623,5904,3569,2332
PA0452,214,558,401,790,490,389,333,427,576,676,400
PA0453,50,146,49,168,89,63,72,78,72,96,79
PA0454,823,1813,1280,1915,1156,992,795,1004,1053,1042,683
PA0455,308,723,600,1073,656,547,147,232,290,414,308
PA0456,4050,11395,7320,13285,7723,7061,1647,2648,2492,4949,2592
PA0457,258,618,415,729,470,294,167,265,261,285,181
PA0457.1,41,91,86,275,169,168,50,53,53,62,34
PA0458,193,344,248,540,376,279,71,67,103,158,98
PA0459,680,1893,1140,5066,2843,2240,1142,1406,1647,2133,1210
PA0460,896,2308,1385,2183,1263,1046,571,839,997,1469,885
PA0461,320,782,520,827,471,417,116,133,143,252,162
PA0462,1000,2238,1593,1543,945,782,467,628,697,1550,917
PA0463,159,367,295,293,168,161,51,69,95,179,135
PA0464,186,338,268,488,292,226,62,76,118,89,73
PA0465,98,255,128,291,163,126,109,139,185,336,236
PA0466,5,16,5,50,28,19,24,25,17,23,23
PA0467,148,275,197,436,282,253,217,316,302,243,149
PA0468,348,784,539,754,482,388,395,506,595,767,431
PA0469,1423,3766,2297,3513,1865,1585,831,1125,1458,1802,1258
PA0470,167,413,332,390,252,223,151,161,268,131,71
PA0471,382,880,661,646,432,337,336,511,628,438,301
PA0472,433,1053,812,457,282,256,356,525,537,724,517
PA0473,88,189,161,452,200,166,73,97,89,131,60
PA0474,6,10,15,25,13,14,22,27,21,20,28
PA0475,94,237,182,309,167,166,78,80,105,134,99
PA0476,78,222,159,254,218,142,100,112,111,153,117
PA0477,136,338,259,466,198,170,104,132,139,190,136
PA0478,105,296,174,113,92,68,37,53,42,91,95
PA0479,140,357,210,362,228,136,180,242,263,546,329
PA0480,9,37,43,35,56,27,12,13,24,40,23
PA0481,27,52,35,63,46,40,20,15,34,41,16
PA0482,489,1224,860,1487,867,730,248,419,423,578,325
PA0483,55,125,86,232,136,97,46,81,82,109,59
PA0484,88,339,213,698,390,311,104,171,184,230,139
PA0485,243,550,373,494,266,259,49,64,69,256,173
PA0486,424,1138,826,1079,573,498,327,333,423,649,426
PA0487,155,377,242,424,248,175,95,111,132,160,86
PA0488,44,133,105,138,80,60,41,29,40,48,34
