"gene_id","BF0285BR1_S16","BF0285BR2_S17","BF0285BR3_S18","BioFWTBR1_S10","BioFWTBR2_S11","BioFWTBR3_S12","Pla0285BR1_S7","Pla0285BR2_S8","Pla0285BR3_S9","PlankWTBR1_S1","PlankWTBR2_S2","PlankWTBR3_S3"
"PA0533",1089,587,557,486,586,539,635,653,518,583,555,544
"PA0534",1487,608,761,465,336,375,170,255,169,261,216,245
"PA0535",713,294,274,242,314,257,214,207,129,185,163,157
"PA0536",2289,1187,1498,1140,1131,1080,3339,3443,2272,2760,2605,2400
"PA0537",3183,1937,2832,1915,2297,1960,4007,4227,4484,3264,3548,3341
"PA0538",1120,604,637,673,848,671,467,592,642,439,488,415
"PA0539",146,93,89,94,92,102,140,145,110,174,155,157
"PA0540",541,285,217,293,322,269,447,530,581,439,424,425
"PA0541",1732,1040,801,820,856,844,1312,1641,1545,1149,1113,885
"PA0542",2280,1329,1277,1103,1193,1179,2653,2250,1833,2062,1725,1635
"PA0543",953,474,550,544,568,508,677,721,265,879,624,1174
"PA0544",1070,668,620,635,658,684,555,721,541,705,612,910
"PA0545",5551,3580,4539,2379,3201,2840,1948,1840,1709,2021,1467,1658
"PA0546",53855,35728,34753,33415,37203,24911,28634,28320,26302,25110,23189,19141
"PA0547",23883,18645,15619,15705,18675,12468,7353,7016,7407,5993,5426,4444
"PA0548",12591,6924,5960,6550,6609,5907,6711,7420,6902,4939,5689,3981
"PA0549",2457,1391,1298,1129,1166,1160,1316,1313,892,1162,876,928
"PA0550",697,366,276,328,328,245,423,430,299,385,363,323
"PA0551",3160,1830,1769,1723,1743,1602,1727,2427,2944,1572,2043,1409
"PA0552",5968,3211,3005,2683,2603,2449,4181,4756,4221,3739,3678,3009
"PA0553",2978,2009,1339,1981,2542,2131,1617,1755,1122,1476,1147,1929
"PA0554",1763,1000,882,1082,1162,1027,984,1144,841,788,682,955
"PA0555",10564,5762,6121,5879,5801,5396,7188,8052,8903,6085,6799,5933
"PA0556",763,352,305,434,416,414,408,456,475,492,496,459
"PA0557",835,432,394,499,451,435,480,552,367,646,556,666
"PA0558",1871,1123,1042,945,874,884,1556,1724,1584,1804,1661,1792
"PA0559",1803,1203,1060,1110,1044,1095,1134,1551,1367,1567,1356,1528
"PA0560",697,467,374,404,431,441,362,428,534,441,399,413
"PA0561",1269,923,731,685,685,692,1150,1257,1156,1072,997,999
"PA0562",824,489,314,430,394,348,552,632,481,487,450,398
"PA0563",6849,4848,3554,5318,6031,5925,4249,5352,6306,3094,3364,3458
"PA0564",682,385,342,360,381,378,293,351,328,292,286,277
"PA0565",1307,833,839,892,923,769,8424,7455,5702,11100,9910,18259
"PA0566",1275,756,781,759,838,683,6259,4347,2815,6330,5015,9311
"PA0567",1092,677,1106,859,998,960,2543,3013,2292,2295,2033,3800
"PA0568",1034,598,904,724,802,761,1569,2212,1200,1712,1261,2363
"PA0569",478,249,221,231,211,203,367,418,249,314,316,277
"PA0570",299,137,114,141,145,119,233,253,184,182,205,167
"PA0571",597,339,278,321,327,275,409,471,344,313,376,337
"PA0572",5213,2587,2032,3583,3510,2682,1011,1051,890,1112,867,971
"PA0573",558,341,331,380,584,543,164,185,192,218,183,259
"PA0574",1071,586,761,657,792,796,621,734,697,590,570,674
"PA0575",2317,1426,1727,1511,1516,1594,2479,3026,1857,3688,3014,5622
"PA0576",33574,23725,26176,18492,17441,19162,22431,21501,22212,18182,18011,16907
"PA0577",7140,5340,7643,4235,4132,4306,2462,2772,2588,3034,2594,2619
"PA0578",3579,2133,1458,1848,1915,1722,1299,1909,2435,1070,1622,828
"PA0579",21461,12875,9099,10632,11801,12436,6670,8621,12563,3841,5993,3103
"PA0580",2325,1375,1004,1053,1077,1053,1324,1519,1108,1168,1146,1056
"PA0581",1787,1067,1121,790,832,764,992,1174,907,947,841,850
"PA0582",908,506,429,443,457,404,406,417,318,386,275,316
"PA0583",1063,564,544,508,582,424,713,747,620,638,544,570
"PA0584",1577,885,1070,840,817,719,1202,1397,1135,1351,1195,1532
"PA0585",789,538,803,533,520,455,794,1160,603,1134,892,2065
"PA0586",15649,9563,14883,10958,11219,10356,20435,23257,14311,25195,20867,42063
"PA0587",20474,11025,15259,13931,14445,12701,21972,24979,13546,29299,23596,47446
"PA0588",101869,43508,56468,68004,73513,64659,71452,79760,47915,104749,82341,167008
"PA0589",1026,602,766,506,545,529,856,1072,954,1015,1010,958
"PA0590",2339,1485,1591,1226,1209,1150,2190,2370,2114,2134,2243,2084
"PA0591",1690,1095,1213,1013,943,928,1681,1691,1482,1564,1537,1377
"PA0592",1955,1244,1154,1128,1118,1000,1157,1393,1424,1019,1167,819
"PA0593",2925,1696,1773,1543,1545,1587,1863,2628,2663,2355,2302,2067
"PA0594",11447,6761,7092,6195,5960,6215,8263,9533,9107,7973,7679,6592
"PA0595",32789,20150,21654,18485,18450,18804,21356,25855,27585,18039,19985,15242
"PA0596",2298,1705,2053,1269,1408,1310,1582,1654,1718,1602,1649,1499
"PA0597",1105,639,709,501,463,435,1036,941,592,1281,880,944
"PA0598",1367,806,892,648,618,677,1122,1145,647,1362,935,1219
"PA0599",1410,873,975,733,759,824,973,1099,798,1184,829,1043
"PA0600",2456,1293,1150,1203,1285,1288,1134,1070,910,1152,990,1069
"PA0601",1631,1032,1027,904,978,986,1045,1158,1083,1426,1140,1302
"PA0602",6673,4493,2836,6731,8502,6952,1362,1500,1328,1442,1173,1405
"PA0603",1646,981,971,1268,1239,1190,1287,1955,1943,1496,1545,1502
"PA0604",3224,1636,1728,2341,2033,2125,1673,2495,2056,2218,1868,2476
"PA0605",1147,654,696,824,743,809,695,940,945,1046,999,976
"PA0606",735,393,400,496,455,460,471,626,551,682,774,588
"PA0607",2438,1436,1133,1335,1180,1202,1345,1973,2035,1237,1551,849
"PA0608",2422,1639,1632,1390,1329,1340,1789,2330,2387,1681,2048,1236
"PA0609",4360,2733,3063,2383,2358,2550,4092,5145,5603,4285,4778,3445
"PA0610",1502,754,700,1071,1373,1110,707,813,915,1166,1602,954
"PA0611",1174,665,722,630,720,606,573,718,614,671,668,694
"PA0612",130,76,68,74,98,68,230,284,258,483,611,262
"PA0613",366,250,216,240,331,264,352,466,461,709,813,488
"PA0614",133,102,92,115,106,95,317,308,213,181,179,185
"PA0615",838,625,526,571,544,530,1120,1207,917,915,856,996
"PA0616",646,360,324,382,353,321,1204,1314,1141,873,981,849
"PA0617",447,279,313,297,321,226,830,1020,856,721,711,645
"PA0618",840,582,521,581,611,438,1714,1965,1570,1336,1448,1257
"PA0619",654,376,374,401,445,327,1310,1791,1502,1033,1346,926
"PA0620",3085,2020,2065,2086,2284,2062,4494,5525,5369,3920,4265,3830
"PA0621",1453,832,890,905,1022,941,1495,1955,2020,1502,1418,1486
"PA0622",2116,1240,1258,1530,1553,1093,3615,4795,4611,3344,3760,3275
"PA0623",1107,719,675,787,861,583,2166,2500,2583,1659,1955,1773
"PA0624",695,450,415,491,519,323,1165,1534,1199,963,1143,917
"PA0625",2417,1566,1382,1636,1688,1208,3377,3652,2826,2488,2619,2166
"PA0626",967,560,524,604,582,471,1149,1264,997,805,865,778
"PA0627",345,214,210,276,293,212,543,703,776,432,535,430
"PA0628",885,462,467,530,626,412,1277,1519,1410,1006,1168,879
"PA0629",432,218,193,238,291,186,569,684,582,426,485,331
"PA0630",230,102,90,117,112,72,284,263,127,184,172,142
"PA0631",153,66,79,77,82,49,232,260,157,179,182,168
"PA0632",291,159,189,201,224,159,600,710,779,479,616,480
"PA0633",1018,708,710,817,873,595,1853,2292,2412,1523,1794,1574
"PA0634",698,482,450,551,590,464,1251,1450,1384,1047,1151,1106
"PA0635",463,303,316,361,375,276,886,1035,984,827,860,789
"PA0636",1362,801,807,904,938,670,2700,3071,2555,2033,2344,1844
"PA0637",318,178,184,224,240,176,724,788,652,538,652,496
"PA0638",404,217,213,269,261,196,863,995,844,701,828,623
"PA0639",481,212,243,264,274,181,883,1019,696,676,782,535
"PA0640",489,313,297,319,323,276,1001,1102,895,745,873,669
"PA0641",1956,1068,1075,1216,1188,886,3087,3579,2869,2464,2732,2172
"PA0642",432,282,304,289,313,248,660,710,687,517,448,508
"PA0643",1435,955,1221,897,971,916,1666,1813,1952,1597,1478,1619
"PA0644",831,652,803,613,610,597,889,971,909,860,677,829
"PA0645",745,467,582,457,530,569,666,877,874,804,703,926
"PA0646",2777,1883,2095,1744,1932,1876,2362,2849,2521,2673,2104,2936
"PA0647",1287,743,785,855,923,951,1026,968,869,1027,643,1036
"PA0648",1072,567,664,661,786,804,875,751,894,717,683,981
"PA0649",2400,1423,1679,1233,1134,1267,2085,2887,2428,2031,1849,1690
"PA0650",3865,2409,2772,2206,2006,2339,3963,4562,3709,4150,3464,4889
"PA0651",4636,2870,2755,2854,3048,3250,4057,4248,4182,3878,3291,3722
"PA0652",15642,10239,8442,10546,12385,12082,11296,12074,14533,9407,9591,8740
"PA0653",2489,1595,1337,1417,1448,1487,2248,2003,2076,1549,1404,1564
"PA0654",3411,1830,1624,1711,1611,1587,1524,1973,2160,1381,1453,1197
"PA0655",4799,2585,2500,2319,2291,2327,3961,4002,4440,4206,3931,3601
"PA0656",1816,842,1067,1037,1087,1068,1846,1824,1492,2200,1746,3309
"PA0657",2839,1535,1348,1804,2371,1909,1200,1249,914,1226,1567,1213
"PA0658",2233,1169,1169,1430,1584,1375,1137,1269,1002,910,949,813
"PA0659",5731,2873,2086,7118,4022,3345,2772,3422,3601,2382,2770,1918
"PA0660",5101,2221,2290,2324,1939,2035,2086,2492,2271,2298,2234,1965
"PA0661",1703,951,1229,831,1022,1001,987,1243,1552,926,1005,783
"PA0662",3537,1926,1410,1773,1841,1859,1711,1610,1218,1236,1169,1199
"PA0663",2791,1755,1176,1930,2207,2031,1058,1079,980,724,819,653
"PA0664",2670,1807,1201,2024,2124,2008,1144,1032,1148,796,840,714
"PA0665",4576,3271,3649,2792,2676,3264,1696,1509,1288,2308,1464,1888
"PA0666",5608,3233,2976,3048,3036,3249,2422,2875,2834,2338,2515,2418
"PA0667",13811,8159,8183,8441,8479,8925,5650,7317,8180,5649,6191,5970
"PA0668",9865,5928,5357,5750,5631,6090,5916,6332,6410,5019,4783,5147
"PA0669",688,335,340,353,375,409,383,446,367,530,494,476
"PA0670",263,118,112,113,128,94,159,146,86,167,127,116
"PA0671",141,59,67,57,57,55,85,82,60,88,75,79
"PA0672",4714,2072,3891,2082,1778,2387,9418,7241,6225,9703,8315,8392
"PA0673",707,319,540,373,367,378,875,666,463,935,651,887
"PA0674",158,81,78,72,74,66,156,143,82,184,147,151
"PA0675",68,32,29,47,61,40,64,50,39,65,42,61
"PA0676",443,160,170,205,192,225,159,157,91,131,147,161
"PA0677",163,53,57,62,70,75,61,66,32,63,55,86
"PA0678",22,9,7,11,10,17,20,22,16,21,8,15
"PA0679",125,58,62,56,54,60,84,108,49,98,71,100
"PA0680",85,32,33,37,43,34,40,59,32,52,41,66
"PA0681",65,41,32,30,43,27,34,42,26,37,49,50
"PA0682",43,36,22,30,30,28,20,21,20,25,31,35
"PA0683",32,11,10,11,10,16,11,13,6,17,9,9
"PA0684",37,15,17,12,10,10,9,12,5,12,21,9
"PA0685",211,1436,111,108,138,136,96,100,70,104,90,109
"PA0686",78,38,29,34,52,59,41,37,15,50,44,38
"PA0687",58,26,21,26,28,30,26,21,15,35,27,26
"PA0688",795,433,425,500,523,556,472,455,312,532,395,680
"PA0689",1511,1097,1167,934,1202,1179,1095,1099,1087,1195,958,1502
"PA0690",4086,2303,2133,2297,2472,2609,1765,1974,1634,2270,1799,2493
"PA0691",29,12,17,8,18,17,6,6,5,6,6,4
"PA0692",114,52,68,62,61,70,53,40,49,64,45,80
"PA0693",120,60,51,59,57,56,52,58,41,64,50,61
"PA0694",24,20,18,24,23,31,19,17,12,16,12,16
"PA0695",19,4,6,14,15,8,10,9,8,12,6,6
"PA0696",282,118,147,171,162,194,95,123,93,148,99,139
"PA0697",55,23,24,19,14,31,15,15,13,16,26,17
"PA0698",51,23,27,22,20,29,22,22,14,28,30,15
"PA0699",60,33,23,33,29,31,31,23,22,39,23,23
"PA0700",33,18,20,24,25,14,31,14,8,32,22,21
"PA0701",130,61,66,66,73,66,77,67,34,66,78,63
"PA0702",182,65,97,82,92,83,135,150,115,134,162,132
"PA0703",329,170,185,159,161,140,343,382,297,363,303,276
"PA0704",1008,466,396,523,486,403,923,884,432,1004,802,952
"PA0705",3066,2023,1541,2050,2106,2082,1547,1752,2273,1532,1732,1270
"PA0706",2479,1307,886,1458,1528,1655,985,1077,1394,737,924,761
"PA0707",1484,655,455,782,754,815,112,112,92,128,125,118
"PA0708",452,286,281,257,405,364,128,188,178,201,485,164
"PA0709",225,121,112,125,180,156,64,57,46,60,60,74
"PA0710",212,109,111,105,128,108,85,88,46,67,77,86
"PA0711",147,89,94,89,81,94,78,84,59,80,80,70
"PA0712",331,256,222,234,222,253,127,207,269,186,193,186
"PA0713",3700,2542,1651,2885,3837,3555,540,468,342,612,353,629
"PA0714",1736,1264,1029,1179,1808,1686,189,177,169,276,168,246
"PA0715",7439,4793,6651,3428,4016,4350,3155,2593,2539,3116,1710,3011
"PA0716",5877,3518,4299,2992,3422,3652,2225,2281,2184,2175,1422,2045
"PA0717",140,61,90,82,123,145,149,157,159,144,157,171
"PA0718",197,84,134,103,167,145,175,195,232,203,219,243
"PA0719",301,159,156,122,189,149,195,245,254,268,265,300
"PA0720",242,136,134,132,148,147,262,299,243,321,244,313
"PA0721",133,93,89,81,84,91,122,151,90,157,110,152
"PA0722",1293,678,615,660,780,801,1433,1451,1473,1390,1214,1694
"PA0723",2296,1161,1063,1150,1375,1431,2108,2240,2212,2327,1881,2824
"PA0724",415,247,305,221,254,297,221,217,204,244,184,307
"PA0725",191,94,104,95,99,104,68,79,85,87,69,93
"PA0726",552,297,383,305,356,362,279,298,256,338,226,383
"PA0727",727,377,352,410,508,529,234,278,265,294,242,302
"PA0728",451,251,239,282,354,353,155,173,154,187,145,173
"PA0729",3716,2324,2579,2039,2517,2466,1872,1886,2370,2041,1995,2014
"PA0730",1661,1474,1145,1196,1180,1151,2075,2380,2364,1625,1814,1273
