gene_id,E131sig1,E131sig2,E131sig3,E131rhlR1,E131rhlR2,E131rhlR3
fig|287.13133.peg.1534,197,111,116,153,109,134
fig|287.13133.peg.1535,249,195,187,223,164,141
fig|287.13133.peg.1536,950,814,630,839,781,755
fig|287.13133.peg.1537,408,428,325,401,348,361
fig|287.13133.peg.1538,708,812,432,543,593,609
fig|287.13133.peg.1539,341,165,460,409,266,334
fig|287.13133.peg.1540,622,495,547,622,455,510
fig|287.13133.peg.1541,1084,927,907,1008,956,1031
fig|287.13133.peg.1542,6890,5422,4573,6187,4921,6466
fig|287.13133.peg.1543,2628,2185,1778,2322,2162,2273
fig|287.13133.peg.1544,3442,2943,2167,2934,2575,3541
fig|287.13133.peg.1545,15727,14304,11914,778,685,525
fig|287.13133.peg.1546,5574,5751,3690,1147,1112,670
fig|287.13133.peg.1547,11107,7230,8031,205,163,27
fig|287.13133.peg.1548,16733,9188,14519,871,683,768
fig|287.13133.peg.1549,2406,1606,1853,858,872,840
fig|287.13133.peg.1550,688,767,343,517,507,351
fig|287.13133.peg.1551,535,687,346,440,477,385
fig|287.13133.peg.1552,1781,1574,1406,1899,1529,2479
fig|287.13133.peg.1553,852,414,437,651,659,756
fig|287.13133.peg.1554,2266,2159,1590,2448,1982,2430
fig|287.13133.peg.1555,425,445,295,416,385,473
fig|287.13133.peg.1556,513,515,340,507,469,467
fig|287.13133.peg.1557,1122,1126,657,963,877,973
fig|287.13133.peg.1558,601,651,429,601,631,440
fig|287.13133.peg.1559,245,117,192,253,179,225
fig|287.13133.peg.1560,2523,2427,1790,2456,2104,2556
fig|287.13133.peg.1561,2246,1886,1517,2153,1520,1473
fig|287.13133.peg.1562,758,704,500,786,629,620
fig|287.13133.peg.1563,728,659,570,647,618,803
fig|287.13133.peg.1564,1091,960,607,968,748,734
fig|287.13133.peg.1565,945,901,656,834,562,557
fig|287.13133.peg.1566,1367,1384,762,1093,815,657
fig|287.13133.peg.1567,5437,4041,3469,5105,3733,4196
fig|287.13133.peg.1568,1797,1707,1394,1847,1517,1797
fig|287.13133.peg.1569,718,665,539,564,610,581
fig|287.13133.peg.1570,702,692,439,619,639,697
fig|287.13133.peg.1571,2388,1786,1669,2455,1811,2222
fig|287.13133.peg.1572,702,674,425,618,613,461
fig|287.13133.peg.1573,1307,1147,903,1135,1121,1371
fig|287.13133.peg.1574,4642,3857,2809,4518,3901,3696
fig|287.13133.peg.1575,2339,1630,779,1472,873,675
fig|287.13133.peg.1576,8354,5352,4485,7049,4180,6103
fig|287.13133.peg.1577,497,426,190,354,312,226
fig|287.13133.peg.1578,148,162,78,137,106,83
fig|287.13133.peg.1579,315,344,179,282,320,166
fig|287.13133.peg.1580,7396,5830,3812,6490,4124,5073
fig|287.13133.peg.1581,3282,3056,1494,3133,1929,2108
fig|287.13133.peg.1582,1313,1538,660,1271,1002,823
fig|287.13133.peg.1583,490,669,190,410,374,228
fig|287.13133.peg.1584,356,382,241,395,268,227
fig|287.13133.peg.1585,440,431,119,230,209,135
fig|287.13133.peg.1586,1128,1049,953,1214,1004,1394
fig|287.13133.peg.1587,1180,1107,877,1091,826,1460
fig|287.13133.peg.1588,1212,916,1065,1389,977,1493
fig|287.13133.peg.1589,1148,742,1082,1241,842,1729
fig|287.13133.peg.1590,2133,1360,1386,1714,1601,1921
fig|287.13133.peg.1591,127,119,129,168,106,135
fig|287.13133.peg.1592,1215,1003,841,1217,968,1242
fig|287.13133.peg.1593,915,824,689,811,802,625
fig|287.13133.peg.1594,227,191,120,195,217,190
fig|287.13133.peg.1595,183,178,115,155,187,150
fig|287.13133.peg.1596,442,432,308,431,334,473
fig|287.13133.peg.1597,167,162,119,169,115,130
fig|287.13133.peg.1598,110,94,85,111,89,73
fig|287.13133.peg.1599,652,537,571,722,585,910
fig|287.13133.peg.1600,529,406,404,460,359,401
fig|287.13133.peg.1601,109,126,136,175,108,236
fig|287.13133.peg.1602,397,330,272,305,289,286
fig|287.13133.peg.1603,1169,832,823,1005,981,1005
fig|287.13133.peg.1604,1280,1055,776,1087,872,930
fig|287.13133.peg.1605,347,318,238,374,285,271
fig|287.13133.peg.1606,411,453,303,342,471,336
fig|287.13133.peg.1607,885,796,755,946,814,986
fig|287.13133.peg.1608,1515,1173,715,1184,866,726
fig|287.13133.peg.1609,587,467,328,547,298,315
fig|287.13133.peg.1610,678,602,393,518,441,366
fig|287.13133.peg.1611,719,825,390,572,550,315
fig|287.13133.peg.1612,204,231,118,168,161,121
fig|287.13133.peg.1613,802,809,624,764,658,657
fig|287.13133.peg.1614,4508,3515,2742,3918,3195,3519
fig|287.13133.peg.1615,720,547,480,705,554,537
fig|287.13133.peg.1616,436,383,239,285,365,284
fig|287.13133.peg.1617,821,640,773,729,527,757
fig|287.13133.peg.1618,421,251,260,289,250,194
fig|287.13133.peg.1619,1586,1436,973,1218,1294,941
fig|287.13133.peg.1620,707,508,472,719,537,416
fig|287.13133.peg.1621,101,110,49,74,92,43
fig|287.13133.peg.1622,290,334,162,239,256,161
fig|287.13133.peg.1623,563,581,352,482,457,346
fig|287.13133.peg.1624,735,655,398,540,399,441
fig|287.13133.peg.1625,407,343,276,361,316,300
fig|287.13133.peg.1626,856,730,662,827,780,982
fig|287.13133.peg.1627,642,582,425,531,499,461
fig|287.13133.peg.1628,616,569,407,556,489,463
fig|287.13133.peg.1629,583,385,544,871,510,700
fig|287.13133.peg.1630,1041,920,797,994,898,913
fig|287.13133.peg.1631,6957,5556,5009,3591,3124,3355
fig|287.13133.peg.1632,99,54,37,34,26,34
fig|287.13133.peg.1633,133,142,88,54,68,36
fig|287.13133.peg.1634,83,113,40,51,70,45
fig|287.13133.peg.1635,231,192,168,167,165,128
fig|287.13133.peg.1636,924,858,542,697,640,524
fig|287.13133.peg.1637,875,784,568,807,727,572
fig|287.13133.peg.1638,352,525,244,409,344,290
fig|287.13133.peg.1639,338,380,181,304,246,201
fig|287.13133.peg.1640,528,601,300,509,501,382
fig|287.13133.peg.1641,930,1037,554,742,898,485
fig|287.13133.peg.1642,1074,1030,714,1077,974,703
fig|287.13133.peg.1643,12800,11378,8894,10735,8527,10870
fig|287.13133.peg.1644,1928,1086,3780,4088,893,9858
fig|287.13133.peg.1645,1185,800,1987,1697,668,2153
fig|287.13133.peg.1646,448,593,458,499,385,323
fig|287.13133.peg.1647,255,235,386,322,169,373
fig|287.13133.peg.1648,87,104,93,79,78,59
fig|287.13133.peg.1649,131,139,194,121,123,112
fig|287.13133.peg.1650,525,589,563,480,445,361
fig|287.13133.peg.1651,723,875,606,636,596,388
fig|287.13133.peg.1652,794,890,619,649,712,415
fig|287.13133.peg.1653,526,708,375,462,476,254
fig|287.13133.peg.1654,1228,1640,1022,1050,1100,772
fig|287.13133.peg.1655,1534,1493,1197,1547,1477,1075
fig|287.13133.peg.1656,3770,4423,2230,3269,3246,2248
fig|287.13133.peg.1657,2382,2214,1378,2146,1761,1417
fig|287.13133.peg.1658,2116,2360,1121,1733,1498,1242
fig|287.13133.peg.1659,11252,9898,6531,10331,8365,8394
fig|287.13133.peg.1660,612,541,628,750,501,723
fig|287.13133.peg.1661,8456,9917,4578,8726,9652,5870
fig|287.13133.peg.1662,3721,3203,2488,4048,2908,3117
fig|287.13133.peg.1663,1460,1479,943,1484,1272,965
fig|287.13133.peg.1664,1063,1045,769,1136,956,805
fig|287.13133.peg.1665,665,661,447,751,610,413
fig|287.13133.peg.1666,619,619,556,593,451,334
fig|287.13133.peg.1667,3714,2177,7663,676,569,332
fig|287.13133.peg.1668,707,763,480,601,714,514
fig|287.13133.peg.1669,1262,1201,576,1008,1022,669
fig|287.13133.peg.1670,230,266,127,199,220,196
fig|287.13133.peg.1671,1168,1386,730,1076,1124,803
fig|287.13133.peg.1672,6924,6490,4876,7095,6073,6803
fig|287.13133.peg.1673,4498,4932,2558,4061,3863,2811
fig|287.13133.peg.1674,3264,3372,2321,3017,2800,2409
fig|287.13133.peg.1675,8439,8906,5964,8097,7058,7121
fig|287.13133.peg.1676,20328,17486,16854,20741,15692,20513
fig|287.13133.peg.1677,52774,31561,41045,49285,38877,58094
fig|287.13133.peg.1678,3071,1665,2299,2597,2186,2868
fig|287.13133.peg.1679,19289,12276,16142,20773,13978,20837
fig|287.13133.peg.1680,7380,5870,5701,7504,5984,6703
fig|287.13133.peg.1681,5011,3502,2601,4095,3160,2878
fig|287.13133.peg.1682,5448,4711,3676,5028,3940,3461
fig|287.13133.peg.1683,1898,1417,1455,1902,1609,2028
fig|287.13133.peg.1684,6224,6359,4026,6209,5888,5140
fig|287.13133.peg.1685,2401,2442,1332,2466,2034,1521
fig|287.13133.peg.1686,1158,1039,729,1034,984,832
fig|287.13133.peg.1687,5630,4938,3812,5094,4132,5131
fig|287.13133.peg.1688,676,667,346,600,669,400
fig|287.13133.peg.1689,2997,3018,2043,3328,2653,2867
fig|287.13133.peg.1690,1759,1762,1081,1531,1438,1323
fig|287.13133.peg.1691,1067,959,539,700,776,734
fig|287.13133.peg.1692,1026,834,1321,891,699,1049
fig|287.13133.peg.1693,498,369,911,250,228,190
fig|287.13133.peg.1694,831,569,1615,305,282,225
fig|287.13133.peg.1695,703,285,2058,69,63,66
fig|287.13133.peg.1696,709,318,1453,72,57,61
fig|287.13133.peg.1697,320,166,707,39,20,14
fig|287.13133.peg.1698,1320,734,1934,496,420,258
fig|287.13133.peg.1699,516,232,972,90,82,51
fig|287.13133.peg.1700,798,446,1490,157,132,75
fig|287.13133.peg.1701,897,566,1698,85,128,68
fig|287.13133.peg.1702,7981,5306,11043,1745,1898,1335
fig|287.13133.peg.1703,14497,10505,14369,5365,4165,4504
fig|287.13133.peg.1704,1080,1048,704,775,781,512
fig|287.13133.peg.1705,857,794,583,792,669,513
fig|287.13133.peg.1706,835,773,514,697,682,528
fig|287.13133.peg.1707,1499,1230,1116,1400,1197,1237
fig|287.13133.peg.1708,798,791,512,736,717,535
fig|287.13133.peg.1709,250,274,177,229,244,171
fig|287.13133.peg.1710,100,88,34,70,84,42
fig|287.13133.peg.1711,1363,1306,1279,1414,1094,1601
fig|287.13133.peg.1712,668,307,290,243,188,134
fig|287.13133.peg.1713,885,610,852,1166,785,1304
fig|287.13133.peg.1714,338,215,157,232,193,204
fig|287.13133.peg.1715,279,184,127,241,167,170
fig|287.13133.peg.1716,202,248,157,200,169,187
fig|287.13133.peg.1717,1119,1071,766,1224,917,1770
fig|287.13133.peg.1718,514,408,381,464,381,451
fig|287.13133.peg.1719,2242,1834,1392,2437,1406,1321
fig|287.13133.peg.1720,2083,1792,1335,1938,1667,1785
fig|287.13133.peg.1721,7343,5792,9794,10512,4029,18058
fig|287.13133.peg.1722,17,26,11,14,22,11
fig|287.13133.peg.1723,4368,4441,2951,4797,4015,4414
fig|287.13133.peg.1724,1600,1036,1401,1387,1277,1511
fig|287.13133.peg.1725,2620,2042,1822,1955,1900,1670
fig|287.13133.peg.1726,1536,1351,1147,1588,1288,1316
fig|287.13133.peg.1727,1792,1375,1041,1733,1419,1914
fig|287.13133.peg.1728,1928,1953,1132,1710,1572,1416
fig|287.13133.peg.1729,144,99,85,119,93,104
fig|287.13133.peg.1730,525,547,411,579,498,459
fig|287.13133.peg.1731,681,640,396,411,522,396
fig|287.13133.peg.1732,1224,1170,1039,1449,1006,1761
fig|287.13133.peg.1733,1112,1162,781,1186,901,1070
fig|287.13133.peg.1734,2501,2414,1698,2860,2221,2424
fig|287.13133.peg.1735,5870,4459,4051,6052,4618,7285
fig|287.13133.peg.1736,220,166,169,252,127,162
fig|287.13133.peg.1737,25,23,18,18,9,14
fig|287.13133.peg.1738,3248,3020,2089,3121,2791,3025
fig|287.13133.peg.1739,1059,467,1776,1885,475,3860
fig|287.13133.peg.1740,3944,2301,3303,4215,2866,5683
fig|287.13133.peg.1741,804,647,976,763,558,812
fig|287.13133.peg.1742,228,204,219,158,163,168
fig|287.13133.peg.1743,189,25,215,100,53,116
fig|287.13133.peg.1744,4261,3004,2668,3225,2833,2657
fig|287.13133.peg.1745,909,587,517,889,575,509
fig|287.13133.peg.1746,858,749,533,657,654,576
fig|287.13133.peg.1747,647,488,430,512,420,369
fig|287.13133.peg.1748,6322,5518,4026,5732,5113,5330
fig|287.13133.peg.1749,1963,2019,1375,1725,1687,1272
fig|287.13133.peg.1750,1148,1058,1020,1334,949,1106
fig|287.13133.peg.1751,141,163,68,98,115,56
fig|287.13133.peg.1752,376,349,198,428,325,290
fig|287.13133.peg.1753,596,659,364,628,584,354
fig|287.13133.peg.1754,198,277,154,245,253,155
fig|287.13133.peg.1755,525,476,342,525,458,286
fig|287.13133.peg.1756,8039,2587,20114,20111,3430,31752
fig|287.13133.peg.1757,84,28,105,53,43,58
fig|287.13133.peg.1758,464,368,349,486,277,417
fig|287.13133.peg.1759,325,219,196,213,152,240
fig|287.13133.peg.1760,703,646,688,817,578,904
fig|287.13133.peg.1761,1013,1064,607,847,827,839
fig|287.13133.peg.1762,322,295,186,238,272,186
fig|287.13133.peg.1763,639,547,217,351,271,163
fig|287.13133.peg.1764,335,327,181,256,191,154
fig|287.13133.peg.1765,1828,1519,1415,1445,1237,1089
fig|287.13133.peg.1766,3222,2905,2797,2514,2099,2823
fig|287.13133.peg.1767,3834,2945,2763,3728,3106,3862
fig|287.13133.peg.1768,1658,1748,1107,1512,1555,1221
fig|287.13133.peg.1769,3225,3671,2238,3242,3031,2879
fig|287.13133.peg.1770,7083,6342,4559,6738,5894,5195
fig|287.13133.peg.1771,19773,7343,14533,14413,9045,30753
fig|287.13133.peg.1772,1491,1368,962,1486,1328,1378
fig|287.13133.peg.1773,728,705,494,675,658,580
fig|287.13133.peg.1774,2205,1815,1726,2287,1874,2631
fig|287.13133.peg.1775,35730,28474,23586,34375,29982,32305
fig|287.13133.peg.1776,1909,2194,1373,1995,1484,1530
fig|287.13133.peg.1777,5540,3748,3281,4947,3709,3846
fig|287.13133.peg.1778,1725,1319,1639,2410,1567,2506
fig|287.13133.peg.1779,672,547,496,745,528,712
fig|287.13133.peg.1780,699,494,443,539,525,492
fig|287.13133.peg.1781,2658,2225,2771,2870,1974,4477
fig|287.13133.peg.1782,12412,8123,8431,11088,7468,9747
fig|287.13133.peg.1783,1209,1158,1168,1126,1060,1124
fig|287.13133.peg.1784,1295,1135,1893,1328,975,1665
fig|287.13133.peg.1785,671,573,1460,626,449,894
fig|287.13133.peg.1786,518,530,508,480,394,392
fig|287.13133.peg.1787,491,539,444,462,335,367
fig|287.13133.peg.1788,539,463,571,472,390,550
fig|287.13133.peg.1789,3674,1967,13994,5597,1867,13196
fig|287.13133.peg.1790,935,651,1399,1186,597,1959
fig|287.13133.peg.1791,586,410,618,561,451,647
fig|287.13133.peg.1792,1264,1217,1003,1405,974,1256
fig|287.13133.peg.1793,970,1349,579,865,849,648
fig|287.13133.peg.1794,3831,2287,2584,2973,2506,3988
fig|287.13133.peg.1795,7859,7285,6388,8489,6801,9877
fig|287.13133.peg.1796,2952,2394,2379,2637,2280,3338
fig|287.13133.peg.1797,2171,2078,1396,1862,1695,1651
fig|287.13133.peg.1798,757,725,570,755,708,653
fig|287.13133.peg.1799,2158,1577,1177,1386,1204,1186
fig|287.13133.peg.1800,1699,1624,1192,1732,1367,1434
fig|287.13133.peg.1801,3703,3209,2356,2827,2605,2580
fig|287.13133.peg.1802,1742,884,1670,996,831,1164
fig|287.13133.peg.1803,2587,2111,1952,2922,2519,2227
fig|287.13133.peg.1804,2835,1836,2458,4596,2090,3246
fig|287.13133.peg.1805,3720,2788,4535,6420,2803,5500
fig|287.13133.peg.1806,1190,1011,1145,1171,945,1217
fig|287.13133.peg.1807,942,886,634,791,767,644
fig|287.13133.peg.1808,1361,1165,436,745,659,332
fig|287.13133.peg.1809,5493,5477,3120,4195,3818,3125
fig|287.13133.peg.1810,6400,5076,3138,3740,3413,3380
fig|287.13133.peg.1811,2612,2176,1597,2295,1966,1855
fig|287.13133.peg.1812,1841,1533,1359,1865,1570,1746
fig|287.13133.peg.1813,972,893,638,924,739,689
fig|287.13133.peg.1814,3808,3691,2523,3804,3532,3103
fig|287.13133.peg.1815,2923,2032,2037,2936,2081,2881
fig|287.13133.peg.1816,1315,1026,589,883,946,586
fig|287.13133.peg.1817,255,204,224,239,229,270
fig|287.13133.peg.1818,632,438,548,916,601,1580
fig|287.13133.peg.1819,763,570,527,674,758,651
fig|287.13133.peg.1820,598,340,1026,611,208,633
fig|287.13133.peg.1821,257,199,315,234,164,206
fig|287.13133.peg.1822,2097,2521,1530,2128,1943,2227
fig|287.13133.peg.1823,938,809,857,1442,793,1146
fig|287.13133.peg.1824,2499,2092,1500,1864,1954,1732
fig|287.13133.peg.1825,780,493,666,668,602,592
fig|287.13133.peg.1826,1397,1051,1257,1367,1082,1303
fig|287.13133.peg.1827,928,681,794,767,738,792
fig|287.13133.peg.1828,2617,2359,2245,2474,1834,2848
fig|287.13133.peg.1829,1593,1635,991,1331,1264,1245
fig|287.13133.peg.1830,360,431,239,328,327,276
fig|287.13133.peg.1831,764,499,509,641,595,807
fig|287.13133.peg.1832,309,271,175,213,270,215
fig|287.13133.peg.1833,984,953,615,825,787,639
fig|287.13133.peg.1834,1728,1662,1453,1943,1266,2252
fig|287.13133.peg.1835,1532,1550,1118,1367,1291,1427
fig|287.13133.peg.1836,1503,1212,1008,1373,1383,1419
fig|287.13133.peg.1837,1972,1269,1410,1763,1526,2112
fig|287.13133.peg.1838,4015,3195,2807,3582,2908,4427
fig|287.13133.peg.1839,2278,1987,1417,2079,1989,1642
fig|287.13133.peg.1840,692,778,551,770,636,739
fig|287.13133.peg.1841,672,586,600,654,554,604
fig|287.13133.peg.1842,1840,1678,1391,1956,1653,1731
fig|287.13133.peg.1843,939,802,558,772,702,792
fig|287.13133.peg.1844,224,210,142,196,193,152
fig|287.13133.peg.1845,2971,2921,1863,2797,2507,2013
fig|287.13133.peg.1846,5064,5748,2956,5265,5077,3461
fig|287.13133.peg.1847,900,911,517,848,968,640
fig|287.13133.peg.1848,632,681,440,632,697,446
fig|287.13133.peg.1849,839,1059,449,821,776,594
fig|287.13133.peg.1850,6401,5587,1877,4538,3996,1949
fig|287.13133.peg.1851,963,1054,344,811,701,339
fig|287.13133.peg.1852,997,843,429,841,594,441
fig|287.13133.peg.1853,1081,1055,439,1024,774,514
fig|287.13133.peg.1854,2518,2254,972,2724,1906,1063
fig|287.13133.peg.1855,4856,4894,3599,4956,4454,4120
fig|287.13133.peg.1856,2668,3121,1606,2625,2571,2069
fig|287.13133.peg.1857,10401,12605,4962,10117,12003,5416
fig|287.13133.peg.1858,862,1237,464,699,942,447
fig|287.13133.peg.1859,2334,2860,891,1657,2344,936
fig|287.13133.peg.1860,747,737,450,649,665,529
fig|287.13133.peg.1861,12197,10899,7179,10728,10244,8121
fig|287.13133.peg.1862,1486,1150,1137,1475,1324,1510
fig|287.13133.peg.1863,4684,4366,3376,4527,3911,4585
fig|287.13133.peg.1864,179,132,82,142,91,60
fig|287.13133.peg.1865,934,850,480,714,692,853
fig|287.13133.peg.1866,347,388,263,281,276,748
fig|287.13133.peg.1867,630,578,310,469,416,1437
fig|287.13133.peg.1868,849,891,592,903,716,661
fig|287.13133.peg.1869,701,794,538,738,626,594
fig|287.13133.peg.1870,1316,1190,949,1554,1004,1284
fig|287.13133.peg.1871,1994,2045,1278,1941,1706,1653
fig|287.13133.peg.1872,1673,1632,1187,1693,1473,1358
fig|287.13133.peg.1873,17518,16143,10647,17450,15114,15814
fig|287.13133.peg.1874,3939,4197,2106,4216,3502,2842
fig|287.13133.peg.1875,2415,2227,1703,3263,2098,2430
fig|287.13133.peg.1876,929,946,661,1125,934,1187
fig|287.13133.peg.1877,3129,2600,2918,3916,2535,4777
fig|287.13133.peg.1878,2507,2041,1488,2096,1879,1824
fig|287.13133.peg.1879,295526,222782,187658,291351,255031,244643
fig|287.13133.peg.1880,12937,7253,10937,14275,8845,16212
fig|287.13133.peg.1881,17181,10974,9488,15564,12443,12695
fig|287.13133.peg.1882,15457,7862,11556,14840,10471,18992
fig|287.13133.peg.1883,5210,2693,3684,5043,3657,5190
fig|287.13133.peg.1884,4097,2355,2967,4579,3061,4301
fig|287.13133.peg.1885,6867,2825,5108,6613,4187,6934
fig|287.13133.peg.1886,5439,1370,3490,3929,2279,4289
fig|287.13133.peg.1887,1777,319,1025,1046,543,1317
fig|287.13133.peg.1888,1546,219,1165,1039,603,1346
fig|287.13133.peg.1889,2597,469,1988,1703,963,2320
fig|287.13133.peg.1890,2042,606,2229,1953,1213,2648
fig|287.13133.peg.1891,2224,869,1956,1882,1248,2122
fig|287.13133.peg.1892,1190,728,1256,1279,892,1458
fig|287.13133.peg.1893,3588,2345,2100,3009,2870,2522
fig|287.13133.peg.1894,27248,23833,18558,26830,22336,20905
fig|287.13133.peg.1895,1751,1514,1087,1902,1663,1349
fig|287.13133.peg.1896,5792,5292,3753,6172,4814,5698
fig|287.13133.peg.1897,3354,3214,2543,3592,2783,3125
fig|287.13133.peg.1898,1145,1154,654,914,883,736
fig|287.13133.peg.1899,1032,1067,619,907,910,619
fig|287.13133.peg.1900,2572,2324,1700,2498,2151,2151
fig|287.13133.peg.1901,5575,5687,4114,5496,5036,5545
fig|287.13133.peg.1902,648,599,456,720,620,556
fig|287.13133.peg.1903,439,451,286,400,470,304
fig|287.13133.peg.1904,1367,1521,956,1234,1237,1120
fig|287.13133.peg.1905,1148,951,766,1111,855,1006
fig|287.13133.peg.1906,3867,3634,2682,4032,3555,3038
fig|287.13133.peg.1907,1137,962,703,974,943,706
fig|287.13133.peg.1908,1391,1486,973,1276,1264,1002
fig|287.13133.peg.1909,3289,2898,4149,3853,2094,2763
fig|287.13133.peg.1910,711,719,479,672,653,494
fig|287.13133.peg.1911,1370,1328,974,1466,1222,1243
fig|287.13133.peg.1912,936,731,809,1249,714,971
fig|287.13133.peg.1913,810,760,615,847,626,786
fig|287.13133.peg.1914,2487,2245,1656,2551,2290,2113
fig|287.13133.peg.1915,1033,828,649,947,896,775
fig|287.13133.peg.1916,306,263,200,271,325,261
fig|287.13133.peg.1917,2363,1853,1750,2318,1739,2189
fig|287.13133.peg.1918,3496,3058,2407,3848,2995,3349
fig|287.13133.peg.1919,1698,1672,1152,1617,1438,1451
fig|287.13133.peg.1920,17065,16901,12567,19217,14603,17201
fig|287.13133.peg.1921,1377,1580,876,1390,1306,1077
fig|287.13133.peg.1922,3794,3573,2486,3446,3120,2860
fig|287.13133.peg.1923,9014,7787,5931,9273,7495,8247
fig|287.13133.peg.1924,3217,2850,2127,2961,2416,2413
fig|287.13133.peg.1925,1985,1394,1289,1695,1296,1611
fig|287.13133.peg.1926,2662,2899,1485,2278,2451,1959
fig|287.13133.peg.1927,6673,6807,4340,6618,6049,5396
fig|287.13133.peg.1928,2058,1930,1363,2016,2021,1604
fig|287.13133.peg.1929,890,712,578,669,689,555
fig|287.13133.peg.1930,5123,2019,4202,2497,1798,2652
fig|287.13133.peg.1931,7133,2504,4379,2510,1878,2963
fig|287.13133.peg.1932,2019,1552,1468,1831,1400,1747
fig|287.13133.peg.1933,709,571,640,666,572,633
fig|287.13133.peg.1934,584,305,750,719,369,809
fig|287.13133.peg.1935,191,111,251,220,129,266
fig|287.13133.peg.1936,150,110,155,137,121,157
fig|287.13133.peg.1937,223,151,240,177,163,172
fig|287.13133.peg.1938,725,435,478,545,423,450
fig|287.13133.peg.1939,470,330,388,368,373,365
fig|287.13133.peg.1940,446,229,319,314,306,261
fig|287.13133.peg.1941,5587,5312,4651,5841,4793,3423
fig|287.13133.peg.1942,3240,3490,2029,3217,2837,2383
fig|287.13133.peg.1943,3549,4059,1947,3355,3539,2047
fig|287.13133.peg.1944,1642,1367,1146,1772,1288,1346
fig|287.13133.peg.1945,362,299,208,243,220,205
fig|287.13133.peg.1946,715,565,432,616,505,434
fig|287.13133.peg.1947,1255,1302,1012,1357,1004,1254
fig|287.13133.peg.1948,823,593,643,885,688,805
fig|287.13133.peg.1949,686,421,465,556,476,485
fig|287.13133.peg.1950,1071,1000,532,772,797,862
fig|287.13133.peg.1951,1381,1348,922,1302,1135,1194
fig|287.13133.peg.1952,4243,3559,2900,4384,3506,3839
fig|287.13133.peg.1953,398,248,168,253,264,193
fig|287.13133.peg.1954,1608,1449,1014,1560,1375,1095
fig|287.13133.peg.1955,1249,1081,731,1046,952,866
fig|287.13133.peg.1956,571,287,462,686,413,884
fig|287.13133.peg.1957,869,731,620,924,714,929
fig|287.13133.peg.1958,2907,2395,2032,3585,2279,3042
fig|287.13133.peg.1959,788,526,535,651,472,602
fig|287.13133.peg.1960,579,481,445,514,452,437
fig|287.13133.peg.1961,807,579,614,786,621,722
fig|287.13133.peg.1962,698,417,550,561,490,603
fig|287.13133.peg.1963,833,529,501,611,569,582
fig|287.13133.peg.1964,399,200,257,289,220,311
fig|287.13133.peg.1965,87,69,64,86,78,81
fig|287.13133.peg.1966,728,560,525,711,563,659
fig|287.13133.peg.1967,2531,2433,1550,2194,2069,2234
fig|287.13133.peg.1968,3805,3448,2884,4150,3128,2991
fig|287.13133.peg.1969,9469,7722,6625,9370,6098,11254
fig|287.13133.peg.1970,659,477,367,454,533,522
fig|287.13133.peg.1971,671,570,410,629,622,527
fig|287.13133.peg.1972,670,612,429,588,613,546
fig|287.13133.peg.1973,20,34,13,28,31,26
fig|287.13133.peg.1974,2058,2200,1534,2021,1914,1927
fig|287.13133.peg.1975,674,561,727,684,554,793
fig|287.13133.peg.1976,76,39,100,96,65,104
fig|287.13133.peg.1977,425,440,319,412,355,378
fig|287.13133.peg.1978,372,292,287,394,278,364
fig|287.13133.peg.1979,656,592,596,583,504,687
fig|287.13133.peg.1980,1305,1388,851,1221,1136,945
fig|287.13133.peg.1981,539,525,309,418,457,295
fig|287.13133.peg.1982,962,843,870,1069,773,859
fig|287.13133.peg.1983,1422,1242,999,1342,1114,1146
fig|287.13133.peg.1984,956,915,627,857,722,777
fig|287.13133.peg.1985,1221,1204,877,1131,1035,1069
fig|287.13133.peg.1986,1405,1201,843,1228,1075,1196
fig|287.13133.peg.1987,1211,802,770,929,762,935
fig|287.13133.peg.1988,2872,2756,1703,2556,2564,2554
fig|287.13133.peg.1989,192840,101010,49125,84039,78846,49557
fig|287.13133.peg.1990,251,250,111,208,237,99
fig|287.13133.peg.1991,4505,5509,2615,4756,4960,3003
fig|287.13133.peg.1992,1933,1672,1400,1939,1545,1903
fig|287.13133.peg.1993,3916,3008,2413,3628,3087,3665
fig|287.13133.peg.1994,3048,1936,1539,2599,2478,1708
fig|287.13133.peg.1995,2558,2503,1599,2352,2098,1450
fig|287.13133.peg.1996,2171,1732,1601,2059,1581,1924
fig|287.13133.peg.1997,733,514,548,640,503,557
fig|287.13133.peg.1998,1429,1431,968,1394,866,1184
fig|287.13133.peg.1999,4938,4317,2166,4498,2599,3318
fig|287.13133.peg.2000,384,317,191,373,331,295
fig|287.13133.peg.2001,304,295,167,277,257,176
fig|287.13133.peg.2002,5794,3573,5673,11421,5822,13742
fig|287.13133.peg.2003,225,224,147,186,183,173
fig|287.13133.peg.2004,243,281,175,202,232,178
fig|287.13133.peg.2005,218,234,199,241,215,190
fig|287.13133.peg.2006,2284,2260,1714,2359,2002,2198
fig|287.13133.peg.2007,1231,1338,743,1249,1132,956
fig|287.13133.peg.2008,6376,7383,3455,5959,5436,3425
fig|287.13133.peg.2009,46539,20706,29614,38518,21153,39901
fig|287.13133.peg.2010,861,809,552,819,765,673
fig|287.13133.peg.2011,1122,1171,796,1194,889,1240
fig|287.13133.peg.2012,1125,1043,758,930,959,861
fig|287.13133.peg.2013,1452,1599,942,1344,1189,1416
fig|287.13133.peg.2014,783,782,584,820,661,681
fig|287.13133.peg.2015,403,392,326,376,404,302
