gene_id,PAO1SDS_433,PAO1SDS_434,PAO1SDS_435,PAO1day4_400,PAO1day4_401,PAO1day4_402,PAO1day5_403,PAO1day5_404,PAO1day5_405,PAO1day6_406,PAO1day6_407,PAO1day6_408
PA3566,14,14,19,8,8,8,4,5,9,15,11,15
PA3567,10,9,34,10,9,6,6,6,8,9,21,21
PA3568,3,4,14,0,2,4,2,2,3,1,6,6
PA3569,5,6,3,1,0,3,0,2,2,1,4,10
PA3570,5,37,11,6,7,1,1,5,7,2,11,32
PA3571,9,4,15,1,4,3,6,1,4,3,11,6
PA3572,34,31,71,17,53,45,34,79,59,91,153,72
PA3573,52,33,116,29,71,71,54,118,83,111,284,83
PA3574,38,13,37,39,17,16,13,17,24,28,31,23
PA3575,16,9,53,8,3,3,8,6,10,16,20,10
PA3576,23,18,24,6,7,9,5,10,8,13,11,16
PA3577,1,4,7,2,3,4,1,1,3,1,2,1
PA3578,107,53,214,47,42,64,30,39,60,56,107,78
PA3579,32,24,63,32,19,22,13,13,29,18,44,29
PA3580,18,9,30,12,11,8,9,11,12,17,30,16
PA3581,33,21,80,30,59,53,23,61,56,57,144,77
PA3582,135,61,224,133,155,162,101,156,213,188,437,182
PA3583,43,19,61,30,16,29,16,19,27,29,64,38
PA3584,109,68,529,93,166,193,121,226,220,283,546,302
PA3585,4,2,6,3,2,2,1,4,7,3,7,5
PA3586,8,5,5,4,4,1,0,1,6,2,6,6
PA3587,22,12,50,12,13,15,9,16,12,14,25,16
PA3588,2,2,15,4,4,2,4,4,3,0,6,5
PA3589,1,0,2,1,0,0,0,0,0,0,0,0
PA3590,2,1,1,1,0,2,0,1,2,0,2,1
PA3591,1,0,0,1,0,0,0,0,1,0,0,0
PA3592,3,0,1,0,0,0,0,0,0,2,0,0
PA3593,2,1,4,7,2,0,0,1,0,1,2,2
PA3594,4,5,14,2,3,0,1,2,3,5,1,2
PA3595,1,1,8,3,0,0,0,0,3,2,6,3
PA3596,3,1,5,2,3,2,0,0,0,0,1,2
PA3597,5,1,3,0,6,3,1,2,4,6,8,4
PA3598,6,4,4,3,5,4,4,6,8,6,21,4
PA3599,26,19,45,22,13,10,7,6,14,5,22,16
PA3600,4,1,12,3,2,3,1,4,1,1,5,1
PA3601,11,2,10,15,14,9,6,5,16,5,11,11
PA3602,58,40,124,44,32,31,15,27,38,37,74,49
PA3603,20,7,21,12,6,7,2,4,4,8,12,7
PA3604,55,35,78,35,18,21,15,26,34,24,43,29
PA3605,19,13,28,4,7,4,1,2,7,4,12,8
PA3606,14,11,29,7,5,8,3,3,5,2,9,16
PA3607,4,3,15,12,4,8,5,7,8,11,17,19
PA3608,4,4,3,5,1,3,2,0,2,4,13,3
PA3609,2,1,8,4,2,0,0,0,1,1,4,1
PA3610,10,10,27,5,4,12,1,7,10,2,11,7
PA3611,86,40,96,79,58,52,29,35,56,60,81,48
PA3612,30,12,38,19,11,10,8,7,15,21,32,24
PA3613,243,181,707,183,201,172,117,193,265,251,476,274
PA3614,175,90,499,153,160,166,88,150,209,229,410,214
PA3615,169,79,246,117,96,106,68,79,137,118,196,131
PA3616,35,16,64,19,21,23,11,11,18,18,37,18
PA3617,143,94,190,101,69,59,49,80,93,102,192,100
PA3618,6,11,21,3,4,2,4,2,5,8,6,5
PA3619,9,14,30,18,6,7,7,14,10,6,21,13
PA3620,170,86,212,81,58,55,34,34,69,46,89,65
PA3621,29,23,49,17,13,11,17,11,21,13,26,19
PA3622,429,222,518,320,202,206,131,157,241,197,332,276
PA3623,355,251,483,301,129,160,132,113,220,162,246,217
PA3624,81,53,71,67,25,40,34,24,52,42,50,44
PA3625,75,39,85,32,24,30,14,10,24,25,38,21
PA3626,15,18,59,7,9,9,2,4,10,9,17,17
PA3627,33,27,46,27,12,8,8,7,26,17,32,13
PA3628,54,38,64,36,15,21,7,15,24,24,45,21
PA3629,101,66,167,71,36,42,32,30,47,53,97,64
PA3630,1,2,11,4,4,1,0,4,2,3,5,3
PA3631,45,22,92,15,17,24,8,11,29,10,30,16
PA3632,1,4,7,0,3,1,1,0,1,0,3,1
PA3633,23,11,29,13,8,8,2,5,10,10,5,5
PA3634,20,16,42,18,16,15,9,14,16,21,17,20
PA3635,161,96,280,78,65,44,35,50,57,51,122,71
PA3636,120,84,131,70,37,36,25,26,42,44,49,41
PA3637,276,190,236,203,90,75,65,73,125,111,187,125
PA3638,16,6,28,2,5,2,3,3,5,8,16,8
PA3639,107,82,208,90,47,40,30,31,45,48,74,55
PA3640,218,154,355,123,76,81,59,46,103,104,123,95
PA3641,75,52,141,24,28,32,15,24,25,23,51,20
PA3642,10,7,16,13,3,6,2,4,5,4,7,1
PA3643,44,39,83,19,5,11,8,9,12,12,19,13
PA3644,74,49,167,36,25,30,12,24,36,34,56,36
PA3645,53,36,103,40,19,17,14,11,42,30,30,20
PA3646,203,105,376,120,69,86,40,60,76,79,131,79
PA3647,99,56,196,45,37,46,18,27,39,45,49,41
PA3648,573,402,580,372,134,150,103,85,172,167,279,206
PA3649,83,86,139,73,41,58,28,34,64,64,82,59
PA3650,70,42,161,34,30,30,20,22,41,23,42,26
PA3651,28,24,54,16,7,19,6,7,11,8,14,13
PA3652,54,35,119,34,22,23,8,15,24,14,37,19
PA3653,159,103,245,86,46,69,45,48,68,59,92,107
PA3654,126,80,151,83,44,39,31,23,57,60,75,63
PA3655,734,400,1152,368,210,185,115,142,232,196,277,199
PA3656,1177,601,1652,613,361,375,265,242,429,403,518,474
PA3657,176,91,225,133,75,96,56,48,103,108,126,104
PA3658,127,93,148,103,39,45,28,24,38,47,75,56
PA3659,19,23,50,11,4,7,4,4,9,8,15,7
PA3660,40,11,94,18,15,16,8,9,28,22,31,34
PA3661,2,1,1,3,0,0,0,1,3,3,1,1
PA3662,20,18,71,20,22,19,14,16,22,19,41,18
PA3663,15,17,37,11,10,9,8,12,10,6,18,8
PA3664,18,21,40,13,8,7,6,8,7,8,21,11
PA3665,33,22,45,13,10,16,2,10,25,7,33,5
PA3666,84,64,118,43,15,21,16,18,27,10,28,21
PA3667,25,15,40,8,18,8,10,12,12,7,20,11
PA3668,4,3,10,4,4,3,1,2,4,1,4,5
PA3669,6,4,10,3,3,1,1,1,2,2,4,5
PA3670,10,5,12,4,2,3,3,4,2,6,7,3
PA3671,10,4,10,1,0,1,1,2,4,2,4,1
PA3672,13,11,19,8,7,5,4,7,2,2,6,1
PA3673,106,79,133,54,20,24,19,22,48,43,42,36
PA3674,23,22,42,19,16,13,14,9,17,13,27,14
PA3675,51,27,60,36,13,14,17,14,16,30,32,23
PA3676,70,36,122,50,26,32,18,15,35,26,54,24
PA3677,9,7,59,11,14,9,10,4,9,19,35,15
PA3678,26,10,57,18,19,9,8,19,32,14,35,19
PA3679,9,6,30,6,3,6,1,7,9,4,9,6
PA3680,21,11,21,5,4,7,2,4,6,6,9,3
PA3681,5,3,6,2,2,5,1,2,4,2,5,4
PA3682,7,8,18,2,6,0,1,3,4,3,3,4
PA3683,20,12,18,19,9,2,2,3,6,5,10,7
PA3684,5,6,33,2,3,2,0,4,3,5,8,8
PA3685,25,15,47,6,3,5,5,3,9,5,15,5
PA3686,180,122,242,105,46,54,41,36,70,51,87,73
PA3687,97,57,151,26,43,29,18,24,35,35,107,47
PA3688,18,22,48,34,36,38,16,36,38,39,77,34
PA3689,19,15,32,13,16,18,9,11,12,13,45,14
PA3690,33,36,74,29,36,43,23,11,46,18,63,24
PA3691,395,421,303,711,649,685,430,580,702,629,1356,702
PA3692,581,433,342,790,652,775,490,651,804,894,1660,990
PA3693,22,13,29,9,8,10,6,5,6,5,5,8
PA3694,3,5,15,5,1,4,7,4,5,2,7,2
PA3695,41,21,56,18,5,19,9,8,10,12,20,14
PA3696,22,10,32,6,10,5,1,4,6,3,13,5
PA3697,71,54,111,91,34,36,19,17,44,36,65,31
PA3698,47,18,54,44,12,16,13,17,15,20,24,20
PA3699,31,21,60,15,7,14,9,13,15,16,25,23
PA3700,147,75,186,80,34,49,33,34,53,45,88,57
PA3701,193,102,217,124,67,75,50,47,83,89,104,75
PA3702,27,35,46,20,14,21,13,13,21,17,48,27
PA3703,39,19,64,37,18,20,20,9,23,24,29,25
PA3704,31,12,75,23,14,22,5,16,15,25,38,24
PA3705,15,14,21,9,7,7,2,5,8,6,12,4
PA3706,17,22,24,8,7,9,8,3,10,7,12,5
PA3707,19,8,23,14,8,6,1,3,9,5,7,7
PA3708,78,39,142,78,54,40,22,39,59,49,95,71
PA3709,10,7,14,6,5,9,9,5,5,11,10,7
PA3710,9,6,20,7,3,4,4,3,3,2,7,12
PA3711,41,30,78,24,16,13,10,13,16,23,41,22
PA3712,119,98,188,37,26,32,15,24,44,43,81,35
PA3713,17,9,45,11,6,6,12,5,16,11,16,12
PA3714,2,1,2,1,1,0,1,0,3,1,2,1
PA3715,10,9,19,8,8,14,6,2,14,6,11,7
PA3716,146,92,193,83,55,53,32,34,64,58,123,78
PA3717,18,8,14,3,6,5,1,3,7,3,10,5
PA3718,15,10,11,7,5,4,0,3,5,2,8,5
PA3719,3,3,3,1,0,0,0,0,0,0,0,1
PA3720,8,3,30,0,0,0,0,1,3,1,4,1
PA3721,19,5,44,24,4,7,9,6,10,8,18,7
PA3722,28,10,36,36,13,13,13,10,19,19,23,17
PA3723,79,56,85,108,92,123,77,118,121,140,264,130
PA3724,99,91,173,168,119,113,53,82,124,87,171,89
PA3725,43,24,66,24,12,15,6,8,14,14,24,12
PA3726,27,23,39,38,21,13,12,13,12,11,29,21
PA3727,3,3,8,6,4,4,1,4,7,5,5,3
PA3728,51,35,145,34,26,28,11,20,38,34,42,36
PA3729,92,53,159,49,34,42,24,27,51,55,52,53
PA3730,14,11,27,2,3,5,5,3,4,3,4,6
PA3731,52,37,100,13,12,26,12,18,24,16,26,33
PA3732,60,35,77,26,23,17,15,12,20,22,27,24
PA3733,26,17,51,36,14,15,10,7,17,15,29,19
PA3734,10,5,13,7,7,8,7,14,10,9,16,11
PA3735,68,52,95,32,17,23,14,10,29,22,33,32
PA3736,108,81,132,63,21,22,12,22,39,30,59,32
PA3737,162,98,269,120,56,77,36,47,89,67,137,84
PA3738,14,14,45,16,6,8,5,9,9,6,18,11
PA3739,37,20,34,36,20,14,11,15,24,18,35,37
PA3740,7,10,16,14,10,10,4,10,8,7,19,12
PA3741,6,7,12,8,4,2,1,4,3,1,3,2
PA3742,135,58,255,63,42,39,13,36,42,39,55,41
PA3743,362,227,583,220,94,109,59,67,139,99,149,113
PA3744,361,205,381,200,90,95,71,67,123,107,166,135
PA3745,176,145,220,112,68,72,49,37,66,66,105,52
PA3746,212,150,237,125,48,51,53,31,85,58,89,69
PA3747,55,27,113,31,25,23,13,24,31,24,45,38
PA3748,50,27,61,24,7,13,5,16,29,15,26,19
PA3749,9,3,13,3,2,2,0,1,2,3,3,2
PA3750,5,9,15,0,1,1,0,2,0,1,0,1
PA3751,37,24,74,18,19,12,6,10,11,10,20,16
PA3752,8,6,16,5,4,2,1,6,7,2,9,1
PA3753,30,17,71,33,14,16,13,17,25,23,50,26
PA3754,38,26,94,32,23,18,13,26,33,28,44,34
PA3755,27,16,47,23,17,23,9,8,23,24,25,25
PA3756,37,23,55,40,29,25,16,18,30,28,46,29
PA3757,7,5,22,7,2,4,3,3,7,3,12,8
PA3758,14,9,14,10,0,4,2,2,3,3,7,4
PA3759,6,7,8,2,3,2,1,0,4,3,4,2
PA3760,9,3,11,2,5,2,1,3,1,2,5,4
PA3761,0,4,14,3,0,4,0,1,5,4,7,3
PA3762,2,5,13,11,12,9,5,12,12,25,31,13
PA3763,293,179,528,180,112,110,52,74,119,117,231,139
PA3764,73,55,120,66,28,30,24,19,45,31,47,36
PA3765,8,11,11,5,5,2,2,2,3,3,8,2
PA3766,15,16,36,12,7,9,3,6,11,5,15,8
PA3767,23,7,28,13,12,11,5,9,13,9,19,20
PA3768,58,33,114,36,22,30,15,18,38,46,64,46
PA3769,164,67,251,75,43,44,24,39,64,45,85,46
PA3770,277,150,365,183,90,98,66,78,108,110,166,117
PA3771,7,4,9,7,2,3,2,3,3,9,12,3
PA3772,2,0,4,1,1,1,3,1,0,0,3,0
PA3773,0,1,0,0,0,0,0,0,0,0,1,0
PA3774,0,0,1,0,1,1,0,0,0,0,0,0
PA3775,1,0,1,1,1,1,0,0,2,0,2,1
PA3776,3,0,5,0,0,1,0,0,4,1,4,1
PA3777,30,24,50,29,9,12,3,8,19,15,28,14
PA3778,2,8,19,4,3,2,1,2,2,4,0,5
PA3779,10,8,14,19,7,4,11,6,7,13,16,12
PA3780,0,2,1,0,3,2,1,1,2,2,0,0
PA3781,6,4,6,4,4,4,3,3,2,8,4,2
PA3782,4,5,10,2,1,2,0,4,1,1,5,1
PA3783,9,6,17,3,3,5,5,5,9,5,15,4
PA3784,17,11,35,8,18,17,12,15,17,14,28,14
PA3785,29,27,39,28,37,38,21,27,27,35,75,26
PA3786,25,26,71,18,26,21,10,20,17,29,43,22
PA3787,28,25,45,20,16,23,10,17,17,9,40,21
PA3788,24,21,36,16,20,22,17,22,24,23,62,20
PA3789,41,36,115,39,56,65,29,38,54,43,101,43
PA3790,186,93,416,130,280,280,168,192,182,295,569,322
PA3791,27,32,64,27,65,42,28,63,32,40,79,24
PA3792,204,110,303,144,63,106,73,84,116,99,143,118
PA3793,9,14,19,13,11,12,7,7,10,10,18,12
PA3794,9,10,16,9,4,1,1,4,9,6,11,3
PA3795,70,40,71,99,52,82,40,54,80,76,130,90
PA3796,17,8,28,18,16,17,14,15,17,18,38,15
PA3797,32,20,44,25,14,22,12,20,29,24,32,20
PA3798,40,31,69,25,22,24,10,8,23,13,15,28
PA3799,108,59,150,77,33,36,29,29,61,58,59,49
PA3800,152,83,330,59,46,47,23,36,51,48,97,68
PA3801,122,67,212,85,45,49,25,29,74,59,54,53
PA3802,130,97,305,91,52,51,30,33,55,52,92,62
PA3803,73,58,215,40,34,40,15,29,45,37,78,32
PA3804,60,26,126,24,15,24,10,15,19,23,32,23
PA3805,95,67,98,44,19,21,18,19,22,31,48,33
PA3806,248,106,246,148,55,72,49,45,99,70,108,105
PA3807,220,111,244,171,70,64,56,66,109,75,115,101
PA3808,25,9,21,13,9,6,3,6,7,9,15,8
PA3809,22,22,41,15,9,7,3,4,8,14,14,7
PA3810,76,27,139,27,16,15,10,12,18,20,42,28
PA3811,68,39,86,38,16,19,9,20,16,20,22,26
PA3812,32,11,66,12,13,10,4,9,12,10,24,15
PA3813,26,29,64,20,10,11,4,4,11,18,17,11
PA3814,330,194,351,212,78,92,67,58,121,113,167,148
PA3815,64,43,67,67,34,36,21,21,35,43,59,36
PA3816,47,35,56,31,11,18,10,10,24,18,23,17
PA3817,51,31,61,32,14,14,13,18,21,16,32,22
PA3818,90,77,77,57,27,41,28,32,39,51,87,36
PA3819,89,86,106,81,69,65,47,106,98,116,228,92
PA3820,62,42,153,38,24,27,11,14,19,16,47,25
PA3821,240,166,326,115,63,76,37,47,73,47,78,65
PA3822,134,75,186,83,45,47,19,27,40,32,67,37
PA3823,48,41,78,29,10,22,17,13,25,35,28,17
PA3824,45,50,41,24,19,15,10,8,17,19,28,24
PA3825,11,14,22,15,12,9,10,6,14,16,22,14
PA3826,24,12,30,7,8,9,8,2,9,3,8,12
PA3827,40,30,54,22,19,4,11,3,8,16,26,9
PA3828,100,61,104,63,32,25,26,27,47,39,50,44
PA3829,8,4,21,3,4,2,2,6,1,3,5,3
PA3830,4,3,20,3,3,3,3,2,4,10,8,4
PA3831,124,82,219,73,39,43,22,44,67,49,101,55
PA3832,44,17,47,15,9,18,6,6,12,12,19,15
PA3833,19,10,25,9,6,7,3,3,7,12,12,9
PA3834,228,147,270,118,75,61,42,56,73,75,121,83
PA3835,8,7,9,3,3,2,3,0,4,3,11,3
PA3836,79,63,191,76,46,42,38,27,53,35,83,57
PA3837,36,19,46,18,15,15,12,7,24,26,18,23
PA3838,22,20,33,9,4,7,4,4,11,3,12,7
PA3839,27,19,97,31,15,46,18,21,34,27,43,29
PA3840,40,18,82,32,16,11,6,12,24,15,26,18
PA3841,314,140,518,384,188,304,137,127,310,278,370,344
PA3842,52,40,138,72,48,37,13,19,34,19,42,35
PA3844,44,30,58,25,20,18,24,16,44,33,57,41
PA3845,5,5,31,9,7,10,8,4,10,16,30,13
PA3846,11,15,42,16,16,21,19,13,24,24,47,23
PA3847,12,7,12,6,5,7,1,3,3,7,8,10
PA3848,24,17,54,21,26,23,14,23,34,30,48,33
PA3849,51,37,82,41,30,31,25,15,34,25,46,40
PA3850,32,29,57,13,19,18,8,23,17,24,47,29
PA3851,31,19,59,11,13,15,9,12,20,13,26,12
PA3852,31,21,78,23,20,17,10,8,22,11,34,13
PA3853,18,12,17,6,6,7,7,4,8,7,18,10
PA3854,12,8,13,9,3,7,5,8,5,9,8,5
PA3855,36,31,41,34,23,15,11,11,28,21,52,18
PA3856,41,32,83,34,27,29,18,24,41,28,50,33
PA3857,96,73,178,115,82,83,58,47,105,71,177,91
PA3858,80,50,152,105,70,97,65,67,85,108,169,118
PA3859,33,35,149,28,31,18,7,20,23,20,56,15
PA3860,26,16,78,7,18,10,6,10,11,8,18,6
PA3861,183,85,201,129,56,48,44,52,81,51,109,74
PA3862,17,9,26,17,14,7,13,15,19,22,36,10
PA3863,26,18,22,9,9,7,5,6,12,7,17,8
PA3864,22,16,30,21,9,6,6,4,10,10,23,20
PA3865,64,34,48,40,34,26,23,30,48,38,85,27
PA3866,149,93,132,153,69,87,59,78,104,104,123,126
PA3867,8,6,19,8,3,8,4,6,7,7,14,5
PA3868,5,2,6,4,5,4,2,2,2,5,7,6
PA3869,2,2,7,3,2,2,2,3,2,0,7,4
PA3870,24,16,48,18,15,13,10,14,8,18,25,14
PA3871,50,27,69,24,19,32,14,20,28,30,53,26
PA3872,49,44,74,19,21,25,9,18,33,23,38,15
PA3873,60,26,93,22,32,29,16,26,32,25,58,15
PA3874,150,92,223,84,69,89,42,68,93,75,167,88
PA3875,592,322,837,291,262,331,209,280,354,302,700,339
PA3876,95,46,190,43,56,64,37,64,67,60,127,63
PA3877,55,43,170,27,55,54,28,59,58,52,130,70
PA3878,50,40,136,47,40,52,31,53,62,51,111,55
PA3879,29,18,99,31,30,21,26,38,32,38,77,51
PA3880,46,32,154,45,62,48,28,60,84,64,153,82
PA3881,31,18,53,24,17,19,15,16,23,31,44,31
PA3882,37,20,55,23,23,25,10,19,32,33,57,40
PA3883,12,15,27,6,4,10,1,8,9,7,18,4
PA3884,0,0,4,1,1,2,0,0,3,2,0,1
PA3885,1,0,6,2,2,1,0,2,2,1,2,1
PA3886,16,6,30,9,1,5,3,7,9,7,5,2
PA3887,20,15,29,14,10,13,5,6,11,7,22,12
PA3888,20,20,21,32,17,12,13,12,23,9,31,15
PA3889,17,15,13,32,12,11,6,7,12,9,23,14
PA3890,13,15,6,9,8,7,5,7,9,5,18,5
PA3891,21,19,14,20,11,17,6,12,9,11,27,15
PA3892,1,1,3,3,0,4,2,2,0,2,2,1
PA3893,3,3,7,1,2,3,2,2,0,3,2,2
PA3894,2,3,4,1,2,2,0,2,2,2,3,1
PA3895,26,17,45,20,14,17,12,9,12,11,25,15
PA3896,41,23,50,20,6,11,14,2,11,12,20,18
PA3897,12,10,16,2,0,1,4,1,0,3,6,6
PA3898,9,9,39,11,9,7,5,4,5,7,19,20
PA3899,5,2,4,5,2,1,1,7,5,7,6,2
PA3900,3,0,4,0,0,0,0,0,2,1,3,0
PA3901,25,12,28,16,12,13,6,9,11,15,20,21
PA3902,42,23,40,35,22,28,11,21,30,27,65,22
PA3903,108,76,114,54,34,20,18,15,38,26,41,35
PA3904,26,17,47,29,13,16,10,15,11,13,32,21
PA3905,12,11,14,11,15,10,3,7,9,7,10,10
PA3906,8,2,9,10,3,3,1,3,3,3,11,13
PA3907,14,9,23,36,13,24,13,13,21,19,28,34
PA3908,13,4,46,35,25,32,11,14,20,18,31,15
PA3909,5,0,10,2,4,1,1,0,2,3,6,2
PA3910,7,6,10,1,6,4,6,2,3,6,3,10
PA3911,29,18,69,11,14,29,7,13,32,21,56,21
PA3912,44,33,117,42,48,40,24,22,36,24,79,33
PA3913,70,50,209,51,57,55,40,58,70,45,116,61
PA3914,27,9,44,12,22,20,13,10,21,18,48,20
PA3915,12,10,38,9,13,14,10,15,13,10,26,13
PA3916,19,16,36,24,11,15,6,12,14,11,17,13
PA3917,12,3,12,2,3,3,2,4,3,3,9,6
PA3918,39,29,61,14,12,31,20,21,31,29,42,33
PA3919,231,136,384,188,177,183,112,144,186,159,410,232
PA3920,44,22,64,24,19,19,10,12,27,31,39,19
PA3921,48,22,95,26,22,18,10,10,37,23,53,15
PA3922,10,24,16,43,27,41,25,28,41,37,71,50
PA3923,10,22,23,66,41,31,21,19,46,28,50,66
PA3924,9,6,11,34,30,14,13,9,24,12,26,25
PA3925,35,21,75,21,16,12,17,10,15,17,28,22
PA3926,9,3,24,3,0,1,0,3,3,0,9,0
PA3927,0,3,15,3,2,4,0,2,5,3,5,4
PA3928,4,1,2,2,5,1,1,0,6,2,4,0
PA3929,18,23,29,29,20,10,16,16,18,21,42,19
PA3930,57,34,65,48,37,35,28,31,47,37,100,39
PA3931,11,25,20,31,9,17,11,10,13,12,25,23
PA3932,6,5,5,10,6,1,2,1,3,2,3,3
PA3933,19,12,52,13,6,12,4,6,9,10,17,4
PA3934,21,20,53,18,21,16,12,18,24,21,45,11
PA3935,2,1,2,3,0,2,0,1,0,2,2,3
PA3936,1,3,2,0,0,0,0,1,0,0,1,4
PA3937,0,0,0,0,0,0,0,0,0,1,0,1
PA3938,2,5,2,1,1,2,1,2,1,3,2,0
PA3939,1,2,5,0,1,1,0,0,0,0,1,2
PA3940,135,91,202,90,56,43,29,31,65,42,89,67
PA3941,15,11,24,5,4,2,4,3,3,7,5,3
PA3942,28,22,54,22,20,8,8,15,10,19,34,19
PA3943,29,18,38,24,12,17,10,23,29,22,35,21
PA3944,3,6,28,9,8,15,3,10,14,12,23,10
PA3945,35,28,46,33,46,63,37,67,55,58,136,63
PA3946,14,8,14,6,2,5,4,1,8,4,7,2
PA3947,4,2,12,6,3,1,1,2,7,4,10,5
PA3948,44,22,86,35,33,26,15,18,37,41,63,21
PA3949,34,26,53,14,17,8,12,9,16,16,24,12
PA3950,52,30,67,28,18,16,16,17,19,15,31,16
PA3951,9,6,12,5,8,3,9,7,10,3,22,9
PA3952,22,16,26,17,11,13,9,20,13,21,35,14
PA3953,3,3,13,2,1,0,1,1,2,2,3,2
PA3954,5,4,6,5,1,1,0,3,2,0,1,4
PA3955,22,10,40,4,12,6,8,2,6,9,14,10
PA3956,7,15,37,4,3,4,1,4,5,5,29,3
PA3957,12,13,50,17,17,14,10,16,21,17,55,25
PA3958,42,32,100,30,14,28,16,16,38,19,48,24
PA3959,6,1,9,0,1,5,1,2,3,2,3,2
PA3960,4,3,4,1,3,3,1,0,1,4,4,0
PA3961,46,27,67,9,9,11,10,6,12,13,16,13
PA3962,28,18,42,31,34,28,15,20,29,31,44,23
PA3963,9,5,25,9,5,12,7,7,7,8,24,4
PA3965,27,19,32,21,12,10,7,5,15,14,21,10
PA3966,32,13,40,20,15,15,10,15,20,17,27,20
PA3967,9,3,21,8,5,5,5,5,3,6,7,5
PA3968,9,5,20,5,6,7,3,2,7,4,13,8
PA3969,20,17,63,14,9,13,8,9,18,14,29,18
PA3970,49,50,118,40,18,23,18,19,38,26,67,25
PA3971,8,5,8,5,2,9,2,2,8,2,10,6
PA3972,49,32,98,33,27,24,18,17,37,35,68,34
PA3973,4,7,48,4,7,8,6,4,13,2,15,7
PA3974,53,26,108,31,21,25,13,19,27,31,54,29
PA3975,40,37,90,18,17,22,15,15,30,28,43,26
PA3976,56,40,78,14,6,12,11,10,20,11,24,11
PA3977,98,78,153,68,25,40,19,20,34,29,51,26
PA3978,55,46,112,65,60,59,55,64,84,94,130,84
PA3979,30,19,26,23,14,18,12,10,19,24,32,21
PA3980,100,77,98,60,25,26,12,30,32,32,64,36
PA3981,155,143,350,117,85,84,39,66,114,98,151,96
PA3982,62,25,97,65,23,45,21,17,31,55,48,53
PA3983,76,34,148,48,29,25,10,20,26,34,48,37
PA3984,35,23,80,24,15,22,8,14,23,12,34,18
PA3985,14,8,19,9,11,6,7,11,7,6,23,5
PA3986,7,12,26,11,18,18,10,13,24,37,60,28
PA3987,489,303,577,293,122,159,107,91,181,186,226,219
PA3988,79,70,184,37,22,29,14,19,37,26,56,27
PA3989,46,26,124,24,21,20,7,12,20,10,23,15
PA3990,1,2,1,2,1,0,1,1,2,2,0,3
PA3992,87,69,145,67,33,38,25,31,60,27,64,44
PA3993,0,0,0,0,0,0,0,0,0,0,0,0
PA3994,2,1,0,2,1,2,0,2,1,0,0,3
PA3995,6,5,14,5,5,10,4,2,8,4,19,6
PA3996,58,32,93,37,24,21,14,18,23,20,46,21
PA3997,40,36,106,34,24,21,22,12,31,20,32,25
PA3998,48,18,70,25,18,15,11,15,18,15,32,25
PA3999,189,140,334,107,58,80,60,63,79,81,133,110
PA4000,117,78,189,75,56,60,30,43,62,57,72,82
PA4001,73,40,141,53,23,28,23,14,38,35,55,32
PA4002,29,25,63,18,13,14,11,7,33,20,27,23
PA4003,76,43,105,41,16,22,13,14,16,26,33,21
PA4004,20,14,32,12,6,5,9,3,6,4,10,6
PA4005,23,24,39,7,10,10,7,9,7,6,24,9
PA4006,60,41,61,40,21,20,9,13,20,16,20,29
PA4007,102,45,103,61,17,30,17,17,41,26,41,41
PA4008,2,1,8,2,1,1,0,0,4,2,4,1
PA4009,4,0,7,4,0,1,2,2,1,1,4,1
PA4010,92,57,73,64,20,26,25,16,41,17,67,44
PA4011,45,43,63,21,11,12,11,11,17,11,29,17
PA4012,25,22,40,11,15,6,4,5,8,12,20,14
PA4013,9,5,19,5,2,0,1,3,2,1,7,8
PA4014,3,5,6,5,3,1,4,1,7,2,3,1
PA4015,40,18,40,59,15,31,24,20,46,39,50,42
PA4016,80,53,112,73,53,76,52,44,71,71,107,74
PA4017,36,38,64,49,53,59,41,52,53,74,135,60
PA4018,9,8,22,10,12,11,4,15,11,15,26,9
PA4019,17,10,29,14,12,12,6,6,17,6,19,12
PA4020,62,54,101,28,27,25,17,25,28,22,53,21
PA4021,46,22,74,25,22,25,11,11,31,22,46,26
PA4022,20,16,16,14,4,8,3,6,10,7,15,19
PA4023,5,6,12,5,7,2,2,6,3,6,10,6
PA4024,23,14,29,14,24,15,11,14,20,18,23,17
PA4025,9,8,11,5,4,2,1,2,8,0,7,5
PA4026,41,32,93,33,38,27,22,13,44,33,56,41
PA4027,25,18,52,21,22,30,17,21,29,27,50,27
PA4029,61,36,84,36,20,20,13,18,18,14,40,23
PA4030,40,27,53,13,12,13,6,9,16,13,19,10
PA4031,71,68,122,39,23,21,19,16,32,27,42,32
PA4032,31,21,50,20,17,16,8,15,21,28,36,15
PA4033,8,2,3,5,3,3,1,0,4,4,3,3
PA4034,2,4,7,7,5,1,0,0,2,2,10,1
PA4035,32,20,54,20,7,12,4,8,14,9,20,18
PA4036,20,20,24,3,3,10,6,2,6,4,9,6
PA4037,0,1,3,3,0,3,0,2,3,1,4,0
PA4038,7,2,5,3,1,1,0,1,3,5,5,3
PA4039,2,5,5,3,4,2,1,3,1,1,5,3
PA4040,7,1,8,4,5,3,2,9,9,4,6,9
PA4041,11,10,16,8,5,5,1,8,12,5,7,6
PA4042,13,19,45,15,10,14,8,3,14,6,14,9
PA4043,50,22,84,12,9,13,5,6,7,11,11,11
PA4044,155,102,231,101,54,43,50,44,79,54,112,62
PA4045,19,14,27,12,8,11,8,8,12,4,15,5
PA4046,4,3,13,5,5,5,5,2,10,5,12,2
PA4047,36,49,81,38,28,38,19,32,38,35,61,46
