"gene_id","empty_NI_1","empty_NI_2","empty_NI_3","pit2_NI_1","pit2_NI_2","pit2_NI_3","empty_I_1","empty_I_2","empty_I_3","pit2_I_1","pit2_I_2","pit2_I_3"
"PA5570",806,201,195,812,586,472,262,1495,1637,278,833,855
"PA5569",1750,242,208,2128,796,543,902,4649,5314,842,1058,1131
"PA5568",1010,160,109,1839,559,460,562,8499,8922,641,1134,1077
"PA5567",413,67,60,480,332,315,408,685,770,383,256,320
"PA5566",3,0,0,14,3,7,18,3,6,5,6,2
"PA5565",2755,444,396,3229,1336,1091,1361,3291,3725,1203,1413,1583
"PA5564",257,64,32,293,153,149,121,928,1012,116,232,261
"PA5563",630,110,78,788,349,242,356,1378,1427,396,468,457
"PA5562",1412,132,107,1699,572,410,717,1964,2246,622,649,856
"PA5561",230,69,49,196,122,75,98,722,795,116,167,179
"PA5560",2765,401,413,4453,1463,1095,1146,8099,8963,1076,3505,2934
"PA5559",4038,659,575,4821,1729,1220,1632,5837,6534,1313,3626,3201
"PA5558",8030,1065,1041,9914,3339,2727,3788,12348,14006,2830,6932,6313
"PA5557",7239,1060,997,8544,3239,2681,4055,14541,16616,3044,6172,5579
"PA5556",24069,3539,3224,32877,10243,8019,11332,42898,47681,8649,20186,18077
"PA5555",5276,1130,785,7135,2423,1928,2817,14597,16041,2217,5241,4448
"PA5554",23748,3456,2742,30603,8949,7065,10563,34266,38421,8653,20907,19147
"PA5553",2933,368,192,3043,815,573,1125,3211,3621,847,1459,1753
"PA5552",1788,210,142,2144,886,704,908,2328,2343,1101,785,1052
"PA5551",218,28,27,158,122,92,102,268,313,135,90,119
"PA5550",107,31,17,212,100,73,72,265,357,80,39,38
"PA5549",1347,95,40,2238,380,383,532,1473,1700,563,507,602
"PA1949",20021,3921,3236,23435,10533,9465,15957,367,739,14983,16625,18237
"PIT2",0,0,0,62,45,47,0,0,0,2300,2267,2880
"PA5548",110,19,11,138,37,36,68,82,60,129,62,60
"PA5547",293,45,36,316,211,176,170,322,313,172,149,190
"PA5546",9605,2224,2048,11500,7611,6997,8308,540,789,7008,3798,5094
"PA5545",3707,319,424,8924,2115,1531,1767,238,264,1483,3174,3973
"PA5544",1249,117,100,2616,532,346,474,40,51,603,969,1103
"PA5543",399,12,18,360,42,52,157,6,0,175,69,156
"PA5542",2298,260,166,2421,803,777,831,59,94,1134,1086,1674
"PA5541",31,13,1,37,11,20,12,19,6,29,2,7
"PA5540",14,4,0,10,5,4,18,15,10,16,8,5
"PA5539",12,2,0,13,8,9,14,3,1,12,9,6
"PA5538",106,27,13,105,40,52,65,3,25,81,18,20
"PA5537",163,19,9,159,62,46,100,39,48,104,19,51
"PA5536",12,2,1,25,7,16,22,4,14,29,4,11
"PA5535",138,26,34,109,92,50,82,77,66,84,64,87
"PA5534",51,5,5,50,23,4,51,19,25,42,5,23
"PA5533",157,48,24,144,123,82,100,141,166,92,54,94
"PA5532",301,26,20,296,103,110,196,96,103,183,52,97
"PA5531",1413,1925,1070,981,4228,3544,3894,689,865,5670,941,1419
"PA5530",30,16,3,64,29,24,40,1001,1266,57,45,42
"PA5529",398,130,64,499,386,244,311,371,342,282,202,250
"PA5528",778,85,88,1490,434,240,388,1073,1047,518,656,710
"PA5527",1335,398,215,1407,1223,950,692,395,403,589,675,831
"PA5526",1236,224,160,1196,562,458,516,219,253,425,266,330
"PA5525",334,79,60,424,143,173,172,111,116,214,120,201
"PA5524",540,59,44,609,209,222,356,147,210,509,109,259
"PA5523",2127,207,285,3440,1230,1049,1846,429,434,1795,665,1026
"PA5522",2678,373,276,2619,1249,1084,1924,220,211,1539,634,935
"PA5521",3250,653,473,3129,1917,1830,2028,308,377,1906,1172,1579
"PA5520",505,65,58,382,212,196,214,163,128,249,138,245
"PA5519",330,32,26,369,103,107,139,229,185,194,188,225
"PA5518",521,85,52,451,226,221,212,476,497,365,153,219
"PA5517",65,22,10,48,26,31,31,59,127,28,31,37
"PA5516",226,42,17,382,107,101,82,310,380,127,145,197
"PA5515",282,34,16,333,174,88,135,141,113,188,99,141
"PA5514",81,18,18,135,90,63,46,76,62,59,30,47
"PA5513",133,24,11,146,54,67,85,192,150,108,98,92
"locus_tag=AJBOOFMH_00061",7,0,0,5,5,4,4,7,1,5,1,16
"PA5511",499,62,38,511,225,197,184,323,355,320,204,297
"PA5510",154,16,7,219,54,61,63,150,115,55,83,91
"PA5509",71,15,9,98,27,11,16,175,168,25,26,47
"PA5508",125,4,3,151,20,16,66,201,161,58,9,41
"PA5507",65,11,8,146,32,33,41,369,344,44,46,71
"PA5506",48,6,1,55,17,7,50,352,347,32,11,13
"PA5505",2813,297,314,3578,1147,901,1332,1827,1865,1385,2010,1919
"PA5504",383,34,36,445,167,124,199,792,932,240,135,262
"PA5503",356,44,28,521,149,156,163,1162,1258,273,222,273
"PA5502",234,8,16,335,41,39,126,136,156,124,40,76
"PA5501",118,28,12,112,58,27,69,96,147,61,46,72
"PA5500",356,42,23,276,91,77,131,219,230,227,74,122
"PA5499",705,119,48,637,253,241,472,173,238,432,131,205
"PA5498",390,40,19,500,149,142,185,203,235,243,120,143
"PA5497",4914,1080,721,7317,4699,4278,5645,3120,3421,5401,3548,3036
"PA5496",1795,651,312,2083,1908,1646,2127,407,446,2187,1337,1210
"PA5495",2146,225,92,1300,373,365,847,969,966,1096,351,480
"PA5494",5660,307,218,2921,1195,1132,1529,1180,1238,1794,1019,2217
"PA5493",2804,415,310,3359,1493,1265,1595,2629,2798,1730,1260,1618
"PA5492",1244,399,262,855,788,639,747,1299,1410,691,756,933
"PA5491",977,68,70,1050,344,205,388,973,907,385,377,543
"PA5490",1937,88,49,3902,336,290,518,2984,2856,718,992,1510
"PA5489",2516,755,411,3370,1905,1688,1830,1933,2246,2193,1783,2071
"PA5488",1881,216,150,2236,1006,774,1323,1214,1389,1471,712,1036
"PA5487",2581,333,207,2666,1182,940,1979,786,776,2129,862,1178
"PA5486",250,31,12,217,104,66,183,127,120,175,44,63
"PA5485",366,52,53,417,201,164,304,264,295,283,174,205
"PA5484",594,85,59,694,316,240,389,326,291,373,138,175
"PA5483",1244,131,62,1687,619,556,702,531,532,740,302,488
"PA5482",948,641,155,253,519,526,558,42,58,43,39,41
"PA5481",1869,910,298,445,909,1168,1126,92,104,125,56,82
"PA5479",250,24,30,585,109,100,92,2225,2587,120,418,393
"PA5478",245,28,12,310,83,66,129,279,288,170,96,159
"PA5477",319,93,59,203,170,184,178,117,125,196,129,144
"PA5476",145,50,22,277,95,55,83,85,53,114,106,118
"PA5475",19641,441,328,14537,1038,951,1082,1462,1618,1091,4776,7051
"PA5474",1006,109,55,926,386,289,503,367,382,516,284,434
"PA5473",1756,365,199,1058,978,777,1268,225,227,1519,473,632
"PA5472",332,54,26,370,200,120,154,629,638,196,146,178
"PA5471",4755,690,594,5263,2158,2035,2444,360,367,3334,1291,1845
"PA5470",928,59,35,958,149,159,513,90,56,738,92,153
"PA5469",30,11,6,23,10,25,19,24,7,23,23,12
"PA5468",40,19,11,67,43,34,32,10,15,60,21,27
"PA5467",29,5,5,21,22,14,14,34,25,31,9,19
"PA5466",84,11,9,137,42,35,46,62,101,90,35,30
"PA5465",476,71,43,495,222,165,273,73,69,381,139,198
"PA5464",314,23,19,330,101,63,165,359,465,191,79,89
"PA5463",175,13,25,289,95,49,145,230,302,117,95,72
"PA5462",153,29,12,148,92,65,92,257,317,107,56,93
"PA5461",5309,660,453,5723,2016,1591,2506,1410,1452,2834,1776,2391
"PA5460",82,62,42,72,127,100,65,27,11,95,55,71
"PA5459",515,40,33,706,200,134,230,124,146,283,305,416
"PA5458",120,11,12,167,62,29,79,84,112,99,59,84
"PA5457",272,15,4,263,53,26,82,81,99,94,54,100
"PA5456",1010,107,118,1127,415,300,597,282,356,534,657,810
"PA5455",995,114,65,1530,416,346,452,806,821,535,703,794
"PA5454",1488,262,240,1763,1034,775,969,302,325,759,917,1047
"PA5453",2633,372,373,3810,1618,1304,1759,171,203,1213,1436,1675
"PA5452",2762,247,206,2989,986,899,1439,132,163,1046,895,1343
"PA5451",524,91,78,495,282,238,238,33,63,225,206,283
"PA5450",1542,143,124,1585,596,473,758,96,138,713,592,779
"PA5449",1247,186,103,1263,443,440,552,83,90,508,528,701
"PA5448",621,55,64,615,226,183,321,37,75,281,299,312
"PA5447",1606,343,246,1500,1095,837,942,188,240,964,790,996
"PA5446",2276,1449,1067,929,2215,2155,2059,962,1217,2165,1887,2800
"PA5445",531,73,40,716,229,212,271,691,959,442,1261,1624
"PA5444",344,101,44,298,171,171,256,163,151,218,130,156
"PA5443",1753,333,228,1972,1262,944,1211,2390,2638,1169,869,1167
"PA5442",356,34,16,423,137,85,112,81,135,214,271,442
"PA5441",1642,171,151,2477,901,708,891,837,1011,886,436,595
"locus_tag=AJBOOFMH_00132",219,21,5,249,60,31,98,119,134,155,17,48
"PA5440",351,8,14,757,59,57,75,2293,2407,111,293,362
"PA5439",1714,304,209,1334,932,774,1266,303,323,1325,430,758
"PA5438",1574,172,92,2079,609,531,771,1185,1323,972,534,868
"locus_tag=AJBOOFMH_00136",121,11,12,104,39,35,57,119,105,80,36,62
"PA5437",102,9,8,145,59,67,80,293,352,121,30,57
"PA5436",4239,1251,717,3761,2665,2597,3856,1639,1878,5495,2436,2991
"PA5435",9855,2333,1288,8432,6168,5598,6358,1418,1764,10210,5196,7568
"PA5434",124,16,17,144,58,35,57,245,236,52,31,46
"PA5433",206,23,18,258,93,104,191,28,14,259,75,123
"PA5432",211,35,23,311,148,124,211,47,40,264,113,114
"PA5431",121,4,4,116,35,17,66,29,34,115,16,28
"PA5430",473,53,50,579,195,160,320,216,240,296,125,235
"PA5429",9708,1541,1025,8883,3974,4346,4751,9981,10557,7315,7096,8835
"PA5428",682,99,71,625,226,189,351,154,171,347,205,293
"PA5427",18165,518,290,21072,1168,1162,1493,2061,2267,1545,7227,10000
"PA5426",397,34,19,613,138,73,171,796,669,228,183,210
"PA5425",576,21,40,1007,145,118,261,899,973,363,272,287
"PA5424",1919,440,265,1942,1421,1135,826,183,225,959,707,1020
"PA5423",843,174,92,992,474,452,492,294,268,477,337,396
"PA5422",1398,193,114,1559,599,413,785,300,342,1094,570,749
"PA5421",1271,184,130,1566,532,544,861,55,47,1571,681,929
"PA5420",122,26,17,126,60,64,70,21,11,118,111,188
"PA5419",110,12,11,106,36,31,49,11,3,65,50,68
"PA5418",473,53,30,782,174,173,328,58,23,500,356,485
"PA5417",23,4,1,44,5,11,22,13,0,26,37,48
"PA5416",132,14,1,204,35,45,43,10,22,96,89,146
"PA5415",67,19,8,239,51,42,69,11,23,102,105,154
"PA5414",312,45,23,463,186,131,224,462,500,274,166,209
"PA5413",1628,219,155,2306,941,775,916,1013,1118,960,895,1102
"PA5412",789,96,61,780,299,233,497,378,327,608,198,316
"PA5411",33,7,3,101,8,13,15,25,14,34,42,75
"PA5410",100,19,12,367,70,65,53,31,52,95,419,544
"locus_tag=AJBOOFMH_00165",160,1,2,145,7,4,55,14,21,52,12,36
"PA5409",834,102,75,734,460,406,431,192,183,511,141,346
"PA5408",220,20,4,262,43,41,141,15,22,154,18,39
"PA5407",27,5,3,12,3,2,10,115,73,27,7,2
"PA5406",51,3,7,41,13,11,9,302,291,21,19,27
"PA5405",8,0,0,8,1,2,1,34,44,4,2,7
"PA5404",3,0,0,6,0,4,4,51,65,0,6,1
"PA5403",13,2,2,19,17,2,8,34,31,6,7,4
"PA5402",59,14,7,44,21,21,26,147,148,21,22,23
"PA5401",21,2,1,50,4,1,13,2,5,25,6,13
"PA5400",38,4,0,75,18,6,19,9,12,11,25,25
"PA5399",62,14,1,133,51,28,64,19,14,81,40,60
"PA5398",175,51,14,279,83,66,94,49,86,97,134,266
"PA5397",29,1,1,35,4,13,3,15,9,5,38,53
"PA5396",98,26,4,167,53,29,41,41,60,24,107,127
"PA5395",371,26,20,420,85,91,201,19,10,160,105,233
"PA5394",364,61,24,490,176,132,211,113,115,170,59,90
"PA5393",95,11,2,130,33,29,59,24,38,175,78,86
"PA5392",31,5,5,31,27,10,23,3,12,131,40,25
"PA5391",39,10,1,71,6,1,13,8,3,85,14,13
"PA5390",152,14,7,197,48,28,105,32,31,291,39,71
"PA5389",248,21,21,355,77,75,189,42,50,181,111,185
"PA5388",67,4,3,107,24,33,27,10,11,35,39,52
"PA5387",24,2,0,24,4,7,21,10,2,21,15,12
"PA5386",9,0,0,26,3,11,10,4,3,22,10,14
"PA5385",18,3,2,23,4,4,8,5,1,13,5,11
"PA5384",7,0,3,11,0,3,4,0,0,9,1,1
"PA5383",5,0,0,6,0,0,3,7,7,14,4,2
"PA5382",98,10,10,111,22,23,67,68,98,80,29,59
"PA5381",203,11,3,229,33,21,81,20,29,183,38,52
"PA5380",1501,140,90,3729,359,298,409,249,229,734,1518,2130
"PA5379",135,13,12,107,37,27,62,15,17,87,44,62
"PA5378",892,138,154,1333,474,442,456,299,360,665,977,1197
"PA5377",429,34,40,764,148,143,204,116,86,324,323,441
"PA5376",788,100,62,1237,389,309,436,100,158,437,617,937
"PA5375",199,38,33,217,166,123,161,239,271,196,41,74
"PA5374",212,49,24,301,104,111,150,1257,1354,177,118,186
"PA5373",1505,174,257,1516,847,721,981,2397,2587,891,433,644
"PA5372",447,43,61,379,173,187,243,1124,1125,299,64,140
"PA5371",678,174,134,856,663,526,364,403,539,406,665,793
"PA5370",297,60,37,377,185,161,170,302,281,192,185,234
"locus_tag=AJBOOFMH_00207",145,43,20,148,117,72,46,660,702,93,104,131
"locus_tag=AJBOOFMH_00208",64,120,37,61,82,63,16,469,481,62,71,73
"PA5369",480,166,173,945,525,412,429,311,371,601,629,637
"PA5368",223,48,29,283,132,129,154,256,279,202,165,178
"PA5367",316,64,28,290,141,121,174,202,152,229,110,178
"PA5366",567,102,72,524,334,274,410,314,398,499,306,385
"PA5365",682,93,87,678,344,310,376,278,320,492,257,382
"PA5364",905,278,117,1019,590,615,457,769,792,661,607,806
"PA5363",1039,111,106,1187,449,322,595,256,295,499,331,486
"PA5362",521,89,67,704,278,159,285,1031,1082,279,302,424
"PA5361",101,17,25,114,64,46,94,104,126,94,43,90
"PA5360",322,70,61,340,159,129,221,193,170,193,180,194
"PA5359",4381,445,363,4542,1835,1654,2730,110,139,2166,880,1866
"PA5358",398,56,50,530,192,184,236,258,286,274,174,261
"PA5357",104,24,6,120,30,22,40,120,158,49,43,49
"PA5356",324,87,57,271,140,113,291,52,81,247,94,100
"PA5355",931,60,32,1176,143,122,159,36,61,164,116,163
"PA5354",394,5,9,301,15,15,48,2,0,52,11,32
"PA5353",469,18,9,393,24,14,62,5,3,81,16,42
"PA5352",120,7,4,75,13,8,29,0,2,31,9,17
"PA5351",44,12,13,38,48,30,9,90,87,21,28,35
"PA5350",447,112,137,483,358,342,323,299,333,276,285,388
"PA5349",2063,276,259,2631,1124,879,1245,746,681,1342,684,1214
"PA5348",12295,881,1137,22553,4489,3321,2768,767,826,3632,15762,16618
"PA5347",467,151,73,551,233,167,233,135,170,214,239,241
"PA5346",9179,1550,1008,6612,4201,3891,6578,2136,2356,7115,2797,4311
"PA5345",1035,87,80,1400,404,285,514,1253,1316,599,443,639
"PA5344",870,124,68,1480,536,378,503,1217,1350,645,629,728
"PA5343",364,23,11,394,70,62,170,180,167,179,74,127
"PA5342",113,13,9,163,32,31,53,74,76,88,44,46
"PA5341",24,3,0,14,4,6,14,22,15,23,2,6
"PA5340",1318,90,62,1160,324,284,575,1101,1018,599,227,342
"PA5339",2266,836,524,1940,1613,1316,1425,1535,1816,1337,1157,1303
"PA5338",3716,462,430,3985,1728,1318,2287,4828,5279,1734,1488,1777
"PA5337",1745,345,210,1921,1004,709,892,1738,1819,916,1005,1236
"PA5336",185,42,18,264,126,94,119,1018,989,106,209,197
"PA5335",498,61,27,613,137,86,270,533,641,319,139,167
"PA5334",764,129,87,1115,448,340,466,1101,1162,532,475,613
"PA5333",323,63,22,351,217,139,126,282,281,160,157,225
"PA5332",1476,334,228,1476,1036,832,1017,2005,2185,1304,744,913
"PA5331",623,88,61,758,398,272,423,1033,1121,449,298,350
"PA5330",947,61,51,1067,331,180,414,463,560,485,222,327
"PA5329",813,97,72,890,346,270,397,101,106,407,383,489
"PA5328",32,8,5,25,15,9,17,15,4,21,2,3
"PA5327",63,18,3,40,31,16,39,21,55,89,17,37
"PA5326",35,13,11,58,27,28,57,26,31,34,22,43
"PA5325",39,7,5,46,21,26,22,17,15,20,21,31
"PA5324",554,93,56,797,310,259,352,105,156,414,320,456
"PA5323",2388,295,266,3112,1061,976,1061,1464,1690,1020,1371,1515
"PA5322",3887,481,436,5994,1953,1612,2171,2741,2955,1904,1955,2255
"PA5321",627,46,24,738,239,144,297,940,951,282,246,437
"PA5320",431,46,54,706,241,173,219,968,1013,361,341,381
"PA5319",762,70,39,869,219,254,336,166,184,401,148,292
"PA5318",97,5,3,120,15,28,65,36,52,76,21,30
"PA5317",611,93,115,1081,533,447,454,693,758,523,460,495
"PA5316",21786,8108,6364,23093,22747,19267,13823,9334,10662,16531,18521,23664
"PA5315",1957,843,611,1939,2323,1908,1478,777,763,1746,1871,2679
"PA5314",1254,468,479,1158,1720,1283,1615,126,179,1421,354,450
"PA5313",3976,563,650,4635,3812,2697,5148,397,568,4858,468,778
"PA5312",13323,2656,2604,16826,12531,10279,12097,2199,2759,11717,4440,6109
"PA5311",264,41,16,265,107,107,199,37,49,239,61,52
"PA5310",522,38,45,696,304,102,269,189,184,305,201,264
"PA5309",467,52,45,805,314,240,245,486,512,234,256,250
"PA5308",229,73,52,311,211,180,164,335,456,236,247,304
"PA5307",1419,289,159,1169,643,637,1084,330,273,1277,359,508
"PA5306",433,185,90,282,307,287,305,100,110,342,192,242
"PA5305",529,98,58,444,231,212,264,80,89,331,113,205
"PA5304",5319,985,875,7362,3871,3243,3892,2021,2363,4096,4700,5683
"PA5303",1495,232,231,1176,838,712,1108,455,499,959,896,1399
"PA5302",868,93,41,993,194,183,218,297,302,363,363,545
"PA5301",1837,318,225,2225,1100,662,859,1385,1496,924,1026,1272
"PA5300",985,91,38,1622,263,142,335,1244,1290,351,623,634
"PA5299",1638,133,128,2404,693,611,731,244,215,682,414,740
"PA5298",262,41,27,331,116,97,94,1552,1593,148,214,255
"PA5297",159,21,10,165,74,74,151,131,160,75,21,22
"PA5296",344,54,86,484,247,199,189,1964,2180,321,340,357
"PA5295",1455,169,129,1319,616,466,936,721,852,540,202,292
"PA5294",95,7,7,76,34,31,25,16,15,22,14,26
"PA5293",130,11,6,153,59,45,48,74,61,89,39,57
"PA5292",290,46,32,498,184,154,197,82,106,206,182,198
"PA5291",662,141,108,857,429,298,387,1677,1780,288,152,210
"PA5290",189,18,15,180,86,54,120,57,130,99,41,59
"PA5289",185,25,14,222,141,91,82,253,247,123,178,215
"PA5288",8297,2077,1636,8653,5679,5160,6831,1824,2102,8166,4934,5994
"PA5287",576,150,91,642,458,378,405,290,298,403,230,328
"PA5286",309,72,54,396,271,193,210,545,577,237,126,192
"PA5285",1390,279,210,1359,855,639,1223,636,672,1091,521,994
"PA5284",24,9,6,29,19,19,14,27,40,11,21,30
"PA5283",217,31,20,275,139,93,115,375,454,128,125,162
"PA5282",37,7,5,62,6,10,15,3,15,54,6,10
"PA5281",224,24,25,296,84,68,110,158,102,154,85,118
"PA5280",226,12,11,323,48,39,100,171,189,154,64,103
"PA5279",1235,165,161,1350,546,494,775,1060,1137,891,695,977
"PA5278",701,102,108,844,376,291,344,776,816,414,428,519
"PA5277",1798,115,74,2982,599,501,1082,1499,1454,1288,465,774
"PA5276",149,70,33,187,173,149,101,169,253,129,180,199
"PA5275",341,100,70,305,280,280,317,196,181,495,181,275
"PA5274",463,53,41,691,268,202,194,1088,1293,238,305,344
"PA5273",111,19,11,176,84,55,80,93,109,89,38,45
"PA5272",1549,229,153,1907,898,617,949,375,357,1094,720,1111
"PA5271",1694,227,128,1818,571,512,705,116,97,693,673,1035
"PA5270",198,43,24,190,151,126,106,361,383,136,177,195
"PA5269",518,92,39,420,219,208,300,218,302,404,183,319
"PA5268",210,44,46,469,200,126,154,301,369,171,271,257
"PA5267",66,18,7,62,45,36,53,48,52,31,36,38
"PA5266",55,10,8,50,29,20,30,18,7,18,11,18
"PA5265",324,103,39,250,172,170,182,121,182,227,140,153
"PA5264",240,76,55,248,158,178,196,168,169,188,112,125
"PA5263",1323,134,96,2352,666,566,759,1452,1644,887,844,1185
"PA5262",4599,1184,860,3857,2499,2280,2482,417,490,2305,1453,1910
"PA5261",8166,1078,786,8727,3415,3126,4643,562,694,4722,1945,2895
"PA5260",2795,370,213,2224,1073,1002,1866,1805,1906,2523,649,970
"PA5259",693,124,67,609,353,240,393,269,269,587,149,242
"PA5258",1707,288,189,2216,939,746,884,498,499,991,539,743
"PA5257",2409,315,178,2479,1226,989,1392,721,703,1370,678,1008
"PA5256",115,15,14,122,86,54,59,191,160,59,73,85
"PA5255",2788,769,500,3813,2243,1771,1813,1081,1223,2041,2046,2433
"PA5254",99,35,14,140,114,62,95,66,78,108,96,90
"PA5253",13881,2305,1805,25477,7700,6843,9486,2065,2353,12388,10083,10956
"locus_tag=AJBOOFMH_00328",574,187,96,335,389,361,395,121,151,606,191,306
"PA5252",751,70,67,1020,329,249,475,1123,1262,536,400,448
"PA5251",193,23,28,166,106,63,104,237,232,105,87,119
"PA5250",405,63,53,421,231,160,196,479,446,189,216,208
"PA5249",192,34,11,251,104,111,103,167,158,147,73,140
"PA5248",609,89,48,488,273,229,347,519,639,476,185,272
"PA5247",444,51,39,480,206,153,258,202,311,299,153,204
"PA5246",119,24,15,118,109,59,85,52,94,77,51,44
"PA5245",2871,718,413,3490,2022,1775,2424,747,733,2695,1249,1525
"PA5244",116,28,3,107,62,33,50,507,501,45,50,58
"PA5243",3083,577,320,4333,1806,1483,1092,3057,3213,1972,3748,4159
"PA5242",5895,819,757,7123,3266,2646,3368,3171,3435,4132,4355,4973
"PA5241",1216,163,157,1827,772,475,663,1368,1510,890,625,955
"PA5240",3466,1016,575,4046,2614,2403,2404,3102,3500,2893,2083,2642
"PA5239",2237,315,227,4065,1423,1236,1152,7331,8078,1553,2122,2129
"PA5238",121,29,13,108,67,61,60,56,80,80,54,78
"PA5237",1321,206,180,1719,915,763,919,1472,1638,967,654,944
"PA5236",540,42,33,631,167,184,347,434,402,329,167,312
"PA5235",146,33,28,160,121,70,65,1024,1210,127,51,79
"PA5234",1190,78,47,3571,323,204,315,111,106,309,729,1097
"PA5233",353,46,20,513,165,137,135,157,224,124,245,346
"PA5232",12733,268,165,7479,745,706,1212,2422,2450,507,1073,2501
"PA5231",4971,135,114,3768,589,424,831,1509,1848,268,703,1067
"PA5230",1443,141,70,1308,294,242,347,470,504,106,435,470
"PA5229",497,147,179,359,389,431,429,176,199,484,437,490
"locus_tag=AJBOOFMH_00353",937,235,139,943,706,466,568,634,759,775,706,718
"PA5228",409,107,47,451,310,182,215,344,313,304,181,292
"PA5227",928,170,78,809,350,316,629,561,588,845,269,377
"PA5226",155,103,53,148,219,206,176,230,297,181,127,191
"PA5225",240,40,10,406,79,71,157,339,345,171,97,106
"PA5224",2402,359,308,3699,1691,1367,1481,2311,2305,1823,1858,2258
"PA5223",2337,153,175,2430,655,490,1319,858,851,1354,605,839
"PA5222",166,18,2,244,69,77,93,241,204,109,63,119
"PA5221",567,21,15,718,137,73,275,228,268,381,116,191
"PA5220",381,16,16,588,102,67,89,45,57,47,123,185
"PA5219",28,9,10,33,23,23,17,19,17,38,16,18
"PA5218",301,47,21,345,115,112,170,88,99,297,84,167
"PA5217",448,196,116,633,763,714,494,604,536,976,333,386
"PA5216",114,26,15,104,60,47,91,114,112,126,40,53
"PA5215",1494,123,122,2354,633,464,732,1387,1206,804,613,1028
"PA5214",2289,431,328,3288,1298,1138,1331,902,1061,1503,1465,1703
"PA5213",10247,1468,1335,11297,5163,4933,6760,335,376,6467,2823,4471
"PA5212",2649,520,363,1892,1585,1363,1663,185,244,888,445,682
"PA5211",95,14,5,68,24,15,54,26,25,58,28,18
"PA5210",2703,388,322,2999,1353,1048,1821,1105,1143,1778,1209,1358
"PA5209",606,72,43,683,224,208,331,490,672,372,163,176
"PA5208",1599,138,79,1352,390,374,321,1061,1212,398,600,932
"PA5207",318,15,15,366,69,75,77,218,292,76,89,173
"PA5206",1218,118,74,1597,530,454,841,233,355,1070,315,579
"PA5205",119,20,23,122,76,39,68,67,106,46,22,46
"PA5204",1151,157,162,1226,749,503,1286,358,375,935,631,766
"PA5203",500,119,68,850,410,353,532,1437,1498,629,629,668
"PA5202",43,3,0,51,6,0,9,74,91,17,8,3
"PA5201",598,60,55,783,274,206,243,3304,3095,283,356,393
"PA5200",959,172,145,1393,469,411,595,643,722,762,491,570
"PA5199",468,57,34,613,197,171,266,337,325,328,191,264
"PA5198",1142,123,99,1260,543,394,645,370,461,645,464,673
"PA5197",496,64,44,747,273,227,259,198,284,240,347,363
"PA5196",145,14,5,275,61,43,76,80,107,90,73,98
"PA5195",243,41,39,254,148,96,190,112,125,201,57,142
"PA5194",132,37,21,186,84,82,65,304,287,82,113,138
"PA5193",311,55,31,473,155,110,186,1235,1320,158,209,169
"PA5192",2127,356,452,3916,1889,1265,1403,7010,8143,1373,2380,2222
"PA5191",476,129,84,602,319,230,306,58,85,238,237,204
"PA5190",348,70,52,411,197,166,241,244,338,266,180,207
"PA5189",84,14,6,100,36,42,61,97,69,69,43,61
"PA5188",573,34,45,828,152,140,295,67,49,338,148,256
"PA5187",1062,101,103,1547,403,352,628,73,63,724,412,623
"PA5186",582,43,15,603,91,108,283,14,16,352,71,179
"PA5185",269,33,15,202,88,77,120,24,22,123,68,124
"PA5184",161,31,19,295,74,74,122,128,114,128,64,102
"PA5183.1",1446,272,95,871,564,387,443,664,724,242,235,407
"PA5183",59,6,6,102,19,19,29,32,45,37,34,24
"PA5182",595,80,74,874,276,149,327,170,201,285,120,157
"PA5181",1630,1048,1152,1616,4493,3409,7712,1009,1084,9709,192,286
"PA5180",218,118,133,249,470,356,1042,194,266,1369,27,43
"PA5179",183,36,39,201,95,55,104,80,95,120,90,88
"PA5178",31419,7979,5528,32392,19017,17811,17820,1088,1545,14249,6113,7635
"PA5177",212,71,13,228,187,143,157,149,159,223,105,186
"PA5176",981,272,148,1279,736,621,677,435,512,711,442,526
"PA5175",960,64,48,1073,309,257,534,251,260,762,148,263
"PA5174",6037,494,346,6890,1766,1557,2327,3130,3715,2954,2583,3722
"PA5173",28379,3544,2299,28654,10704,11000,16025,2427,2944,12224,4577,6649
"PA5172",54812,12353,8417,51112,25559,28169,35601,5329,6617,27201,14648,15752
"PA5171",73051,8915,6308,67418,21013,22809,38098,9547,10430,29555,11207,14833
"PA5170",27848,2357,2355,26594,6907,6948,7594,18873,21693,5260,5962,6883
"PA5169",1346,101,84,2426,408,332,455,51,87,697,1437,1748
"PA5168",911,59,61,1562,253,200,323,56,43,538,974,1174
"PA5167",4610,647,521,5917,2422,2054,2137,300,400,2980,6024,6561
"PA5166",658,81,73,865,296,201,440,476,452,533,234,323
"PA5165",447,78,67,357,318,217,282,419,477,403,197,288
"PA5164",1264,216,154,1108,640,488,788,852,893,599,448,527
"PA5163",2038,265,330,2761,1170,918,1235,2108,2260,989,1029,1168
"PA5162",937,40,52,1345,241,178,543,913,930,390,205,307
"PA5161",1478,235,161,2576,847,751,735,2374,2608,792,967,1062
"locus_tag=AJBOOFMH_00423",5,138,41,9,23,36,4,4,1,17,25,31
"PA5160",77,16,10,68,52,67,89,158,153,96,37,68
"PA5159",182,47,25,219,136,138,225,164,161,246,66,105
"PA5158",95,3,6,119,37,25,79,112,66,92,18,20
"PA5157",14,16,8,17,26,27,11,82,61,17,22,17
