"gene_id","empty_NI_1","empty_NI_2","empty_NI_3","pit2_NI_1","pit2_NI_2","pit2_NI_3","empty_I_1","empty_I_2","empty_I_3","pit2_I_1","pit2_I_2","pit2_I_3"
"PA3088",455,128,73,544,352,237,305,438,481,429,335,377
"PA3087",528,46,39,525,213,151,293,172,200,361,126,234
"PA3086",388,50,37,447,179,151,175,125,87,190,95,175
"PA3085",352,107,43,359,210,223,160,326,410,241,237,239
"PA3084",455,91,62,606,183,245,260,535,618,354,228,250
"PA3083",7085,1006,802,9378,3568,3205,4616,2186,2413,4676,2859,3570
"PA3082",358,96,75,452,380,286,412,1803,1947,417,245,309
"PA3081",246,45,38,368,118,109,195,585,524,269,141,158
"PA3080",1082,120,160,2281,707,492,779,242,209,602,494,590
"PA3079",4700,480,726,6705,2362,1854,2447,275,398,2451,2859,3678
"PA3078",405,67,51,388,166,135,179,223,137,169,184,192
"PA3077",160,11,9,222,45,52,81,64,68,70,56,57
"PA3076",653,35,25,732,216,194,335,104,136,368,215,272
"PA3075",521,30,40,486,162,134,239,153,174,317,171,255
"PA3074",418,44,26,292,122,98,288,81,133,312,89,135
"PA3073",176,8,9,186,34,21,90,52,54,100,35,70
"PA3072",49,1,7,56,8,5,33,5,12,32,4,9
"PA3071",321,15,19,306,90,47,216,155,127,245,85,146
"PA3070",948,132,75,991,433,369,452,729,898,651,476,539
"PA3069",167,8,21,253,77,81,66,66,73,118,34,55
"PA3068",15245,1391,1494,18882,5580,5190,7838,6529,7065,6596,6440,8133
"PA3067",58,14,19,51,124,85,108,55,85,130,28,47
"PA3066",189,51,30,217,219,115,347,34,40,373,60,105
"PA3065",51,11,13,45,27,16,87,14,16,112,8,19
"locus_tag=AJBOOFMH_02590",1,0,0,0,0,0,0,0,0,2,4,0
"PA3064",82,13,4,53,37,21,44,37,31,60,11,16
"PA3063",60,6,3,50,27,15,41,10,49,35,7,13
"PA3062",13,1,3,10,6,0,7,0,2,10,5,8
"PA3061",48,1,3,39,10,12,21,8,20,14,13,4
"PA3060",16,0,1,14,0,1,3,11,3,14,1,2
"PA3059",35,5,1,41,14,7,21,24,16,32,5,7
"PA3058",18,13,4,16,17,7,11,12,14,16,22,15
"PA3057",30,28,7,53,20,33,13,28,58,18,19,39
"PA3056",121,53,39,109,98,127,97,118,100,102,44,73
"PA3055",198,61,44,192,130,161,156,218,228,146,110,94
"PA3054",674,35,30,1099,162,120,128,287,352,175,298,377
"PA3053",236,49,54,478,227,166,171,180,161,222,227,257
"PA3052",747,77,41,779,256,193,314,262,235,554,240,259
"PA3051",80,16,8,36,29,16,22,14,8,14,26,42
"PA3050",421,57,41,815,228,128,174,823,936,168,247,271
"PA3048",1108,219,237,1307,982,839,1032,1064,1074,973,350,513
"PA3047",775,168,87,674,363,311,513,823,853,621,264,395
"PA3046",480,136,61,443,376,210,326,416,449,346,257,363
"PA3045",28,22,4,41,31,34,16,15,31,28,28,40
"PA3044",219,64,21,190,109,87,124,35,45,153,83,91
"PA3043",850,170,114,1205,513,490,532,342,400,656,474,649
"PA3042",648,77,20,625,172,100,400,35,23,293,49,72
"PA3041",2123,482,277,1997,1083,1159,1085,94,160,731,520,569
"PA3040",4625,1392,868,4310,2996,3258,2753,216,371,2129,1828,2173
"PA3039",72,9,7,71,29,23,31,27,21,34,22,17
"PA3038",4748,303,104,7180,955,624,808,149,172,1469,7856,10288
"PA3037",23,3,0,35,5,6,13,12,28,6,10,14
"PA3036",18,2,0,42,8,13,21,20,28,8,9,13
"PA3035",42,8,5,61,14,36,34,28,37,38,13,27
"PA3034",234,62,21,226,146,116,111,194,255,118,88,154
"PA3033",58,16,3,64,58,30,28,92,47,37,39,76
"PA3032",903,48,37,2805,185,180,182,40,17,189,716,1102
"locus_tag=AJBOOFMH_02623",9,11,3,5,6,5,2,11,10,19,5,4
"PA3031",4502,1868,1235,5398,4203,3587,3021,1081,1178,2738,3507,3311
"PA3030",74,8,2,70,39,32,38,53,61,60,27,50
"PA3029",895,117,97,1684,600,464,633,599,593,665,538,755
"locus_tag=AJBOOFMH_02627",7,1,1,9,3,3,1,0,0,11,0,2
"PA3027",297,63,34,436,203,125,170,174,187,215,270,303
"PA3026",364,41,40,545,257,163,252,97,127,240,210,269
"PA3025",299,9,6,342,61,23,200,25,27,200,53,53
"PA3024",621,83,62,594,231,194,343,63,91,285,263,358
"PA3023",856,94,72,1026,307,259,409,44,55,292,180,280
"PA3022",881,90,75,1007,409,277,508,183,230,633,304,419
"PA3021",1053,156,161,1264,621,544,882,241,274,677,219,295
"PA3020",1266,231,174,1607,849,752,758,571,545,928,660,838
"PA3019",687,98,66,800,329,207,354,1237,1385,366,366,444
"PA3018",83,7,10,108,30,11,33,754,845,43,60,68
"PA3017",3729,426,337,2440,1065,881,1860,218,233,2130,846,1349
"PA3016",47,3,7,61,13,4,41,23,22,27,20,23
"PA3015",443,89,62,590,296,247,241,107,139,355,263,451
"PA3014",6797,729,975,13930,3823,3024,3441,1698,2171,2783,5333,5884
"PA3013",6731,735,639,9516,2956,2420,3223,1311,1345,2617,3562,4695
"PA3012",190,38,20,175,76,60,72,112,207,96,75,115
"PA3011",5833,749,818,6545,3081,2229,3179,5262,5944,2586,3375,3774
"PA3010",1323,166,138,1068,593,381,522,536,573,556,557,688
"PA3009",249,82,30,218,203,110,72,222,253,114,167,216
"PA3008",711,126,86,903,452,256,550,310,248,770,231,336
"PA3007",1180,209,165,1381,1024,852,892,753,795,1366,566,824
"PA3006",1773,564,639,953,1583,1174,1280,763,920,786,506,683
"PA3005",764,67,61,1187,307,205,499,474,442,479,229,354
"PA3004",816,71,93,1141,381,278,510,518,603,574,385,552
"PA3003",312,67,22,308,116,114,155,160,235,215,130,180
"PA3002",2220,336,286,2261,1123,949,1804,2034,2067,1553,974,1133
"PA3001",6121,447,661,11772,3009,1776,2910,7896,9243,2131,4732,4462
"PA3000",204,53,28,375,95,83,76,609,713,87,172,180
"PA2999",1091,125,106,1574,524,358,489,1740,1818,443,597,772
"PA2998",973,91,101,1297,421,299,534,1206,1292,469,543,606
"PA2997",973,98,90,933,376,267,514,891,1171,503,306,465
"PA2996",859,99,82,749,321,270,334,537,647,306,336,445
"PA2995",696,136,100,802,355,332,411,740,920,352,459,511
"PA2994",1226,240,153,1367,597,466,652,1592,1589,689,737,816
"PA2993",780,55,55,667,323,281,385,900,851,444,258,362
"PA2992",308,74,19,199,144,110,118,211,254,120,178,214
"PA2991",1580,282,172,2139,908,715,633,2284,2513,930,1627,2068
"PA2990",1021,159,94,1450,585,471,723,224,270,818,519,599
"locus_tag=AJBOOFMH_02666",74,7,7,101,40,46,49,54,36,58,32,45
"PA2989",347,72,38,346,214,201,212,96,122,218,172,244
"PA2988",632,157,94,819,421,445,385,470,572,548,340,368
"PA2987",282,9,6,415,73,36,160,268,238,154,61,103
"PA2986",180,20,21,326,116,67,74,315,329,93,125,124
"PA2985",91,46,11,113,84,64,63,75,78,95,76,79
"PA2984",519,52,30,374,145,98,251,56,50,268,49,119
"PA2983",157,22,9,262,89,59,61,319,330,80,99,113
"PA2982",268,50,44,246,201,74,117,321,459,107,157,203
"PA2981",299,43,27,350,181,93,124,408,482,142,132,186
"PA2980",257,79,54,264,215,191,120,103,144,129,185,209
"PA2979",781,62,43,803,245,193,387,383,488,417,192,298
"PA2978",276,18,19,343,106,86,119,351,367,173,86,169
"PA2977",355,85,35,473,189,178,164,700,693,193,205,250
"PA2976",6408,1340,1077,8382,5420,3830,7406,10525,11112,7524,2436,2662
"PA2975",675,131,55,607,360,313,400,607,615,393,268,393
"PA2974",498,90,81,437,298,267,241,517,547,314,199,340
"PA2973",1025,269,166,1095,765,655,484,1189,1245,647,692,758
"PA2972",54,23,10,104,40,40,43,43,82,40,48,67
"PA2971",4387,1080,850,4675,3165,2925,2401,3632,3903,2848,2778,3263
"PA2970",1129,296,134,1205,666,407,589,961,1158,658,718,861
"PA2969",383,69,25,537,144,126,152,1436,1398,246,164,187
"PA2968",1808,116,88,2908,424,392,544,2353,2356,585,751,1174
"PA2967",5849,330,249,7855,1424,1129,1411,6434,7212,1444,3064,4186
"PA2966",4665,1324,713,5411,3301,2789,2998,6873,7305,3473,3971,4517
"PA2965",2138,283,207,3109,919,686,930,4068,4448,1178,1219,1442
"PA2964",389,14,20,471,47,32,145,530,510,219,70,119
"PA2963",335,60,59,385,245,230,220,754,725,271,157,226
"PA2962",277,12,17,226,54,36,163,186,174,178,55,82
"PA2961",362,65,35,411,161,120,218,478,567,245,101,191
"PA2960",291,115,67,280,229,192,238,506,542,161,234,248
"PA2959",544,21,26,647,164,113,213,562,599,210,106,175
"PA2958",794,145,103,703,418,306,455,122,170,418,211,387
"PA2957",551,116,86,624,260,208,265,469,480,284,373,394
"PA2956",300,36,20,330,146,100,118,212,270,138,168,226
"PA2955",435,64,31,574,181,168,208,123,105,317,129,176
"PA2954",288,52,29,424,165,153,184,95,115,226,132,219
"PA2953",901,109,78,2456,311,256,294,2286,2379,363,1813,1622
"PA2952",3990,465,483,7810,2909,2217,2892,4344,4880,2697,4423,4856
"PA2951",6597,576,576,11771,3335,2437,3794,4853,4711,4055,4815,6758
"PA2950",2206,193,178,3395,902,678,781,3787,4464,790,1688,1833
"PA2949",335,35,16,507,145,107,106,62,84,159,135,203
"PA2948",318,27,22,573,127,79,127,116,155,196,173,227
"PA2947",172,5,2,288,25,19,87,67,51,107,35,43
"PA2946",2257,143,91,3202,745,627,974,476,507,1350,670,1010
"locus_tag=AJBOOFMH_02711",1105,124,92,1274,583,435,538,387,412,724,408,723
"PA2945",1315,93,100,2112,493,373,638,895,953,774,693,817
"PA2944",2181,103,91,2406,471,365,1100,828,909,1113,566,883
"PA2943",675,66,44,533,267,220,507,194,204,781,95,159
"PA2942",332,24,19,382,109,91,142,166,247,144,89,153
"PA2941",117,2,6,154,27,12,61,20,33,70,25,21
"PA2940",206,21,17,150,68,41,92,25,36,146,54,77
"PA2939",153962,17330,20569,230421,67658,61375,74833,1386,2923,2128,1561,1709
"PA2938",208,31,29,425,118,86,92,45,23,99,157,166
"PA2937",1065,404,362,1064,1090,1018,1257,46,135,1049,566,802
"PA2936",20,9,4,36,9,7,14,5,5,21,9,4
"locus_tag=AJBOOFMH_02722",0,4,0,0,3,1,1,1,6,1,2,3
"PA2935",146,29,28,232,123,88,67,12,13,88,84,113
"PA2934",29,12,3,19,22,16,11,27,14,18,18,18
"PA2933",24,3,5,18,4,8,13,9,6,43,8,3
"PA2932",115,7,11,117,33,25,56,14,23,51,15,33
"PA2931",340,32,31,298,95,90,230,38,33,246,69,108
"PA2930",560,73,47,390,171,141,395,143,134,488,71,124
"PA2929",79,22,23,122,67,61,95,17,24,136,43,24
"PA2928",149,11,14,159,54,44,72,53,45,136,28,30
"PA2927",480,35,42,577,139,145,288,19,36,177,76,141
"PA2926",37,0,4,25,11,12,8,2,1,12,14,21
"PA2925",11,3,1,20,3,5,9,0,3,10,13,11
"PA2924",10,0,0,25,3,6,7,1,0,4,13,8
"PA2923",29,2,0,26,3,2,4,0,2,16,12,31
"PA2922",30,2,4,62,4,6,9,1,2,13,13,2
"PA2921",123,6,4,137,33,19,55,76,45,117,27,32
"PA2920",3602,514,255,3422,1132,896,1980,99,107,1963,497,793
"PA2919",51,3,4,40,14,11,29,3,2,16,17,15
"PA2918",876,203,120,636,721,679,981,45,79,1423,98,168
"PA2917",191,29,14,206,84,47,115,50,85,190,62,114
"PA2916",9,0,0,7,1,3,11,0,1,8,3,3
"PA2915",720,57,67,925,330,277,486,130,140,418,152,251
"PA2914",90,8,5,56,5,10,37,23,32,26,14,16
"PA2913",44,7,11,62,23,4,40,65,69,44,24,32
"PA2912",19,2,1,28,1,0,14,49,29,12,11,16
"PA2911",125,24,17,239,63,33,78,708,808,161,197,235
"PA2910",34,4,6,42,14,10,34,30,12,30,7,9
"PA2909",24,3,2,54,4,1,21,18,14,16,3,8
"PA2908",157,11,12,221,32,13,102,96,129,131,48,52
"PA2907",215,9,6,345,38,40,151,115,103,153,34,75
"PA2906",285,23,17,276,86,33,157,230,274,249,58,77
"PA2905",112,2,14,119,11,11,40,75,64,46,15,25
"PA2904",375,23,29,453,102,70,154,382,403,179,135,176
"PA2903",449,18,11,508,68,53,174,254,244,200,92,116
"PA2902",405,50,40,499,286,166,214,343,375,206,158,232
"PA2901",319,38,22,402,243,175,224,430,417,190,174,260
"PA2900",894,72,91,1038,354,267,456,427,505,554,318,387
"PA2899",236,37,46,303,188,131,164,87,76,203,130,146
"PA2898",31,5,2,42,15,11,20,10,16,46,7,12
"PA2897",2738,461,353,3414,1602,1433,1460,993,1031,1432,1281,1616
"PA2896",326,73,46,324,237,163,220,123,121,208,56,118
"PA2895",166,16,6,169,62,52,116,45,40,118,15,41
"PA2894",386,65,47,361,247,145,192,127,124,263,111,158
"PA2893",267,25,27,340,159,100,139,10,18,191,143,181
"PA2892",215,5,12,249,49,29,83,1,13,121,56,72
"PA2891",674,16,23,701,160,105,327,31,36,430,123,222
"PA2890",133,8,7,150,22,15,70,2,0,90,18,35
"PA2889",755,86,89,844,361,296,311,42,44,424,389,534
"PA2888",450,26,33,495,165,120,220,16,24,283,115,193
"PA2887",232,16,11,262,89,63,116,6,24,152,87,104
"PA2886",295,22,23,517,98,102,194,72,46,267,76,133
"PA2885",534,95,90,611,383,289,337,409,465,417,241,419
"PA2884",214,32,28,206,151,118,145,187,237,132,85,129
"PA2883",953,415,247,725,946,714,780,176,166,610,379,544
"PA2882",62,11,4,66,44,33,36,7,18,85,17,33
"PA2881",37,4,4,48,8,10,18,5,1,19,15,19
"PA2880",25,12,4,37,10,13,16,33,18,16,9,10
"PA2879",227,33,26,228,71,70,114,102,153,211,50,89
"PA2878",31,5,4,28,8,19,12,3,4,30,9,10
"PA2877",209,19,10,231,102,57,98,114,123,171,75,94
"PA2876",103,12,14,185,41,34,43,211,206,77,57,90
"PA2875",578,107,87,625,330,291,295,250,274,387,181,277
"PA2874",144,16,12,149,41,35,101,48,42,67,40,36
"PA2873",449,50,30,412,137,135,266,86,111,147,69,108
"PA2872",395,9,11,367,50,36,163,45,29,191,37,78
"PA2871",589,39,33,778,252,186,352,149,162,350,187,289
"PA2870",431,30,14,359,144,121,213,49,40,222,72,181
"PA2869",74,10,15,135,58,39,65,22,32,68,47,103
"PA2868",212,41,20,229,118,78,77,75,54,136,129,176
"PA2867",3707,170,144,5436,878,586,1404,1051,910,2087,1244,1894
"PA2866",133,20,4,151,41,49,65,133,169,110,49,79
"PA2865",605,106,58,644,265,165,340,277,322,413,182,262
"PA2864",1893,238,87,1903,392,363,647,180,205,488,783,980
"PA2863",423,13,22,897,109,94,191,5,4,262,267,572
"PA2862",2642,120,323,11094,1232,909,905,41,76,1167,8365,12062
"PA2861",58,11,9,58,13,17,14,16,17,20,21,50
"PA2860",285,86,56,448,326,217,194,223,303,286,287,325
"PA2859",324,32,21,222,99,82,132,108,148,142,120,196
"PA2858",336,46,48,403,167,112,223,132,113,225,107,135
"PA2857",107,12,11,172,36,36,67,77,71,112,50,64
"PA2856",385,66,54,519,297,246,244,178,185,258,257,326
"PA2855",112,7,4,94,26,18,39,47,64,40,47,36
"PA2854",3329,859,548,2847,1801,1582,2422,1167,1239,2507,1521,1758
"locus_tag=AJBOOFMH_02805",275,1497,328,446,563,528,121,95,116,691,552,538
"PA2852",253,48,31,330,80,72,92,103,113,100,95,121
"PA2851",1282,172,198,2266,710,511,572,6576,7114,523,1368,1385
"PA2850",226,38,30,172,138,170,144,173,191,193,76,106
"PA2849",335,80,94,558,336,264,254,120,131,323,344,360
"PA2848",88,6,10,74,43,32,51,81,51,71,20,26
"PA2847",152,57,28,99,115,74,175,58,63,185,24,49
"PA2846",83,11,10,106,71,29,57,52,49,49,52,90
"PA2845",13,3,1,22,16,9,8,7,0,13,6,16
"PA2844",259,11,15,293,90,55,154,50,48,164,46,61
"PA2843",410,48,34,590,269,202,286,520,535,362,255,307
"PA2842",340,40,25,339,101,93,174,92,134,141,122,145
"locus_tag=AJBOOFMH_02817",24,1,5,22,11,9,14,6,14,15,3,20
"PA2840",945,153,97,1342,386,342,614,2629,2831,1155,272,385
"PA2839",62,11,5,81,48,25,20,31,24,63,14,22
"PA2838",28,7,2,21,7,5,15,5,8,9,4,10
"PA2837",8,0,1,21,0,7,13,12,12,7,5,6
"PA2836",7,0,0,7,3,3,0,16,18,10,0,7
"PA2835",22,2,4,16,11,2,13,20,21,17,18,10
"PA2834",79,6,12,132,59,38,41,94,98,76,75,85
"PA2833",46,11,6,66,26,13,31,7,8,34,6,24
"PA2832",439,82,37,475,262,141,201,145,109,215,175,246
"PA2831",389,19,7,872,73,44,101,423,367,87,222,244
"PA2830",1631,508,258,1328,1058,771,1147,1051,1087,1454,747,1043
"PA2829",7,2,2,8,4,1,4,88,92,1,16,17
"PA2828",234,29,33,368,122,114,163,1173,1267,195,380,415
"PA2827",838,208,176,620,498,519,766,234,275,871,581,873
"PA2826",417,144,103,523,296,341,352,204,219,333,199,249
"PA2825",516,43,63,636,221,247,360,116,158,317,142,137
"PA2824",1372,272,169,972,708,604,810,279,320,946,453,699
"PA2823",364,55,46,623,178,129,190,277,345,281,216,265
"PA2822",375,20,24,419,104,86,145,172,212,157,125,244
"PA2821",830,103,73,1079,441,382,394,147,238,486,310,487
"PA2820",1227,342,155,973,748,657,763,553,521,1029,461,711
"locus_tag=AJBOOFMH_02839",17,10,5,14,18,10,16,18,22,12,15,13
"locus_tag=AJBOOFMH_02840",14,16,2,11,8,5,10,87,123,18,9,4
"locus_tag=AJBOOFMH_02841",6,10,3,6,5,4,27,38,58,18,8,14
"PA2818",762,126,93,804,398,316,591,211,218,633,254,360
"PA2817",294,56,45,248,158,102,132,153,221,146,124,185
"PA2816",432,34,30,488,115,97,251,22,25,201,141,176
"PA2815",12140,1093,1096,16867,4706,3949,5779,261,311,3598,2230,3007
"PA2814",341,63,46,159,144,131,200,60,41,250,88,131
"PA2813",463,60,25,699,275,221,213,172,191,207,194,313
"PA2812",324,42,35,552,233,173,155,604,497,192,233,312
"PA2811",231,47,43,375,167,119,130,367,393,182,200,201
"PA2810",414,36,32,535,178,123,198,19,31,439,121,177
"PA2809",1944,187,189,2763,1046,646,1026,102,75,1195,638,1041
"PA2808",14575,3506,2423,9857,12261,9903,8211,602,987,9895,6287,9599
"PA2807",19501,3101,2091,25482,9204,8344,12681,213,431,15103,8711,9918
"PA2806",3404,423,347,3506,1618,1299,2369,254,274,2636,1228,1583
"PA2805",1308,336,170,736,521,581,485,368,437,538,535,762
"PA2804",9,0,0,9,2,6,8,2,2,5,1,0
"PA2803",20,2,2,10,6,13,6,7,10,21,7,2
"PA2802",310,36,25,373,221,109,209,163,202,247,116,140
"PA2801",102,23,14,125,55,48,65,77,105,61,89,76
"PA2800",1571,286,195,2293,928,931,1054,1642,1586,1043,1066,1048
"PA2799",2090,365,145,1588,797,681,838,158,87,1133,640,979
"PA2798",3257,708,551,3216,1911,1540,1670,1494,1741,1333,1332,1407
"PA2797",1696,361,213,881,774,647,729,333,376,640,628,737
"PA2796",3729,616,588,6327,2666,2396,3023,894,863,2554,1445,1945
"PA2795",199,17,16,282,75,72,96,390,365,97,83,98
"PA2794",1606,391,476,1785,1237,1068,912,194,280,707,1034,1286
"PA2793",321,60,43,445,190,197,207,382,352,122,107,133
"PA2792",145,16,19,195,53,69,59,67,70,60,26,29
"PA2791",21,3,3,12,15,12,5,7,20,17,4,5
"PA2790",253,63,48,272,175,126,182,69,59,170,118,197
"locus_tag=AJBOOFMH_02871",56,54,9,36,40,53,21,3,8,10,33,70
"PA2789",101,9,10,159,65,59,82,43,71,55,8,24
"PA2788",3175,400,277,4203,1496,1094,2197,102,150,2662,1290,1952
"PA2787",545,36,37,872,213,136,146,6,13,175,186,252
"PA2786",34,1,0,15,11,12,10,19,10,21,17,18
"PA2785",13,1,3,31,7,7,12,15,20,4,9,3
"PA2784",29,5,4,46,16,23,19,23,17,14,23,23
"PA2783",3,3,0,24,5,3,10,105,81,15,8,7
"PA2782",66,1,2,76,10,14,39,13,7,78,6,14
"PA2781",415,61,57,454,369,248,342,21,26,354,127,219
"PA2780",195,96,56,185,275,195,155,9,17,192,105,137
"PA2779",6665,1241,796,4180,1788,2014,2921,101,185,3224,1672,2246
"PA2778",3729,206,111,2841,486,479,990,54,61,1208,312,599
"PA2777",939,186,111,831,322,341,489,37,52,568,180,239
"PA2776",2010,449,498,2985,2114,1853,2000,738,811,3266,1388,1580
"locus_tag=AJBOOFMH_02886",7,12,0,3,13,6,1,2,7,1,9,3
"PA2775",110,20,16,203,88,73,72,115,175,59,40,82
"PA2774",123,12,11,169,101,71,77,124,93,97,25,45
"PA2773",48,12,2,53,37,19,27,38,46,40,21,15
"locus_tag=AJBOOFMH_02890",74,0,8,48,7,10,8,38,26,14,13,21
"PA2772",61,14,16,62,47,26,38,112,101,40,28,35
"PA2771",1623,137,156,2843,557,502,589,48,77,345,661,683
"locus_tag=AJBOOFMH_02893",267,82,53,225,196,170,226,162,170,254,165,236
"PA2770",506,54,58,620,190,146,233,542,576,340,222,257
"PA2769",167,10,7,160,55,30,92,147,133,84,31,85
"PA2768",30,6,1,24,9,10,22,14,18,13,12,15
"PA2767",53,11,7,59,38,28,35,30,15,60,21,40
"PA2766",197,25,28,186,65,85,68,43,32,141,69,93
"locus_tag=AJBOOFMH_02899",24,10,5,17,7,14,18,6,5,25,18,7
"PA2765",549,58,46,984,175,125,196,601,672,313,458,558
"PA2764",2638,374,355,3105,1350,962,1411,81,121,1299,1154,1479
"locus_tag=AJBOOFMH_02902",50,11,3,55,22,22,38,25,47,43,13,14
"locus_tag=AJBOOFMH_02903",8,3,0,7,1,1,2,21,8,2,0,0
"PA2763",61,8,6,45,24,16,23,10,4,53,25,34
"PA2762",189,40,27,205,126,121,132,14,10,156,130,167
"PA2761",57,23,17,87,60,60,59,169,180,62,22,21
"PA2760",2152,437,450,4131,1943,1479,1618,5122,5657,1515,2288,2226
"PA2759",65,18,2,43,45,29,50,30,36,54,10,21
"PA2758",100,13,13,148,66,73,75,79,66,56,56,77
"PA2757",23,7,2,33,10,22,9,206,322,18,26,15
"PA2756",565,221,95,658,569,395,344,207,284,470,351,376
"PA2755",730,183,132,929,532,395,384,620,639,299,348,356
"locus_tag=AJBOOFMH_02913",1212,215,127,1489,728,660,667,170,251,771,647,850
"locus_tag=AJBOOFMH_02914",30,15,3,24,22,21,21,55,31,33,17,21
"PA2754",2201,99,71,1288,367,289,427,257,235,159,266,505
"PA2753",2804,38,31,1566,67,74,135,318,317,132,263,449
"PA2752",37,0,4,30,12,14,16,18,16,14,11,7
"locus_tag=AJBOOFMH_02918",136,15,2,169,25,16,78,8,9,32,5,6
"PA2751",262,60,23,248,166,157,112,31,45,54,73,42
"locus_tag=AJBOOFMH_02920",48,5,6,38,6,20,29,1,7,26,13,15
"locus_tag=AJBOOFMH_02921",132,28,24,125,80,64,67,34,64,97,79,71
"PA2750",48,0,1,74,4,10,29,38,41,38,9,21
"PA2749",21,7,3,22,12,6,10,64,101,27,15,13
"locus_tag=AJBOOFMH_02924",79,10,20,49,44,42,56,41,74,44,22,25
"PA2748",247,39,33,219,143,94,161,117,95,175,100,94
"locus_tag=AJBOOFMH_02926",175,43,21,151,107,54,152,46,30,108,55,62
"PA2747",1939,601,275,651,961,900,811,108,193,185,163,151
"locus_tag=AJBOOFMH_02928",345,79,59,208,185,113,160,53,23,91,72,79
"locus_tag=AJBOOFMH_02929",2737,191,125,1242,469,368,1335,31,47,1228,285,609
"PA2746",553,89,52,572,367,241,227,20,53,223,228,400
"PA2745",280,19,14,302,87,82,125,113,129,148,104,154
"PA2744",7160,1329,1087,8429,4515,3827,4408,9632,10451,4275,4150,4950
"PA2743",23109,6964,5570,22615,19947,18800,17914,19989,22311,19282,16792,19110
"PA2742",16879,4124,2869,14128,10256,9383,13487,12787,13848,13750,7046,8991
"PA2741",25251,5985,3774,20647,14507,11425,17729,17384,19924,18568,8705,10082
"PA2740",1483,264,242,1939,824,656,921,2882,3136,917,787,871
"PA2739",3840,419,378,4700,1649,1338,2599,4435,4820,2549,1246,1729
"PA2738",5339,1461,1365,4845,3950,3792,3444,1890,2135,3847,3301,4265
"locus_tag=AJBOOFMH_02939",2377,525,411,2082,1215,1121,1387,785,1004,1446,978,1332
"locus_tag=AJBOOFMH_02940",165,100,37,132,165,120,118,90,118,163,117,144
"PA2736",437,91,53,350,239,177,241,542,527,213,236,286
"PA2735",3360,669,654,3907,2270,1815,2336,5255,6199,2388,2634,3002
"PA2734",2742,612,509,2210,1689,1342,1662,2691,3202,1621,1544,1948
"PA2733",1202,238,182,848,515,501,801,1156,1120,715,527,687
"PA2732",7947,1425,1166,7227,3707,3031,4211,3380,3998,4339,4175,5323
"PA2731",1187,186,145,849,460,443,506,618,729,458,512,762
"PA2730",1469,305,202,1371,612,525,784,911,1084,649,840,923
"Name=symE",59,7,6,61,32,28,24,48,55,28,40,70
"PA2729",475,25,35,467,84,105,336,72,74,539,38,46
"PA2728",833,114,74,806,267,306,631,248,256,876,99,144
"PA2727",1239,54,80,1418,299,245,892,284,293,1142,95,130
"PA2726",149,16,8,133,46,48,94,69,79,110,13,38
"PA2725",589,77,50,792,292,221,456,203,231,465,82,148
"PA2724",71,4,5,64,15,16,29,5,12,44,19,18
"PA2723",221,43,22,201,155,131,79,54,59,120,62,125
"PA2722",490,56,63,522,254,250,246,20,31,235,124,236
"PA2721",1172,98,96,1357,471,492,498,23,38,426,400,564
"PA2720",154,20,12,271,70,61,105,147,129,70,113,133
"PA2719",160,27,28,202,94,43,133,36,59,149,85,98
"PA2718",351,67,34,403,211,155,229,87,111,205,105,175
"PA2717",2825,439,350,4076,1370,1300,1355,40,60,940,493,702
"PA2716",512,59,24,640,190,128,233,29,31,181,75,124
"PA2715",15,1,2,19,5,4,4,4,3,5,12,5
"PA2714",47,17,5,96,21,19,36,34,57,35,22,50
"PA2713",167,22,29,191,155,116,125,59,54,141,65,118
"PA2712",60,4,6,57,19,10,32,9,19,27,15,9
"PA2711",162,45,37,210,117,133,82,60,65,184,143,174
"PA2710",386,29,26,494,182,115,260,84,108,240,128,160
"PA2709",2516,303,326,4244,1572,1341,1383,882,839,1336,1950,2444
"PA2708",223,73,32,202,190,163,152,30,62,127,39,73
"PA2707",1334,331,199,2160,742,700,889,492,652,860,1306,1375
"PA2706",342,21,17,541,110,113,133,141,195,131,182,285
"PA2705",924,132,99,1390,394,413,411,281,302,427,649,861
"locus_tag=AJBOOFMH_02974",6,0,0,17,4,0,7,6,10,13,0,5
"PA2703",114,11,15,196,54,50,72,30,38,21,22,25
"PA2702",121,26,29,164,72,75,93,57,44,70,38,55
"PA2701",438,41,22,541,146,104,197,23,8,149,60,94
"PA2700",363,77,82,373,209,129,243,21,22,207,86,145
"PA2699",2142,273,214,2556,854,805,1151,35,96,854,635,778
"PA2698",204,59,34,293,103,91,149,64,85,129,86,141
"PA2697",21,1,5,22,9,6,14,20,16,12,8,17
"PA2696",215,39,26,244,141,106,161,33,48,107,72,104
"PA2695",238,15,11,347,84,72,175,101,144,159,75,108
"PA2694",127,4,4,117,47,30,58,13,54,25,23,34
"PA2693",34,3,5,26,30,20,25,34,47,64,9,12
"PA2692",80,32,21,94,114,86,101,157,159,112,27,35
"PA2691",227,100,54,260,312,289,648,63,61,813,36,57
"PA4797",237,39,29,213,111,104,148,91,120,166,86,99
"PA2689",2,3,3,12,2,3,12,0,2,20,3,6
"PA2688",25,67,42,29,216,148,197,32,31,377,15,23
"PA2687",269,76,55,181,341,272,479,89,104,607,35,74
"PA2686",381,155,87,217,599,503,987,77,155,1232,44,84
"PA2685",616,126,108,727,475,450,455,694,925,444,185,210
