gene_id,Ctrl1,Ctrl2,Ctrl3,P5A1_25,P5A2_25,P5A3_25
PA4887,608,619,3096,643,562,566
PA4888,283,273,1553,596,502,492
PA4889,405,384,1956,1119,993,787
PA4890,371,309,1562,742,611,569
PA4891,63,82,388,524,468,434
PA4892,103,101,611,588,537,436
PA4893,142,115,676,805,739,683
PA4894,295,300,1394,1062,951,663
PA4895,906,1166,4820,2795,2521,2197
PA4896,171,190,1130,455,436,389
PA4897,1137,958,5177,1472,1496,1340
PA4898,195,238,1239,289,327,281
PA4899,874,884,4400,625,585,566
PA4900,235,269,1412,265,265,237
PA4901,353,371,1851,310,262,249
PA4902,332,367,1814,498,490,394
PA4903,270,268,1648,457,439,312
PA4904,165,159,954,404,380,362
PA4905,272,328,1428,912,894,717
PA4906,589,668,3778,1317,1217,1206
PA4907,823,768,3901,792,803,821
PA4908,501,553,2888,346,310,260
PA4909,732,750,3582,346,374,343
PA4910,788,603,3499,310,319,312
PA4911,638,589,3008,455,408,401
PA4912,480,361,1899,409,417,356
PA4913,1251,1061,5847,899,920,965
PA4914,303,263,1266,266,272,236
PA4915,1569,1384,6983,1597,1608,1404
PA4916,2792,2898,14670,2436,2449,2064
PA4917,1737,1848,9046,1450,1414,1142
PA4918,187,190,872,1434,1422,1281
PA4919,673,686,3120,2441,2357,2114
PA4920,1896,1996,9867,2357,2481,2194
PA4921,1186,984,5199,2198,2384,2111
PA4922,6171,4512,23478,1459,1326,1398
PA4923,280,377,1645,805,833,720
PA4924,494,487,2620,1078,1023,1020
PA4925,357,395,1786,374,372,378
PA4926,363,443,1959,382,404,273
PA4927,1467,1418,7599,1945,1856,1593
PA4928,2774,2636,12592,8076,8167,8057
PA4929,728,728,4049,4242,4193,3750
PA4930,1147,1066,5652,4246,4383,4057
PA4931,2156,1845,9977,7773,7734,7790
PA4932,5511,5282,26889,9648,9684,9644
PA4933,22035,19380,106273,52253,50249,48789
PA4934,5485,4343,21688,15081,15521,16360
PA4935,17364,13635,76229,32533,29620,35304
PA4936,1644,1629,7311,1315,1254,1080
PA4937,276,210,1319,47,28,47
PA4937.1,92,94,596,28,20,24
PA4937.2,11471,10856,53734,7459,7342,6849
PA4938,13849,11534,58795,13339,13398,13374
PA4939,4448,4198,19641,7381,7255,7013
PA4940,344,344,1611,686,642,661
PA4941,3474,3053,15426,6375,6143,5494
PA4942,9061,7501,40154,17650,16587,16745
PA4943,7411,6313,33759,14686,13631,13021
PA4944,1472,1277,5529,2054,1756,2072
PA4945,3833,3072,16397,2823,2317,2970
PA4946,5423,5546,27387,4468,3985,3680
PA4947,2824,2721,13504,2657,2672,2476
PA4948,563,461,2143,1177,1025,968
PA4949,1668,1952,8814,4155,3676,2980
PA4950,765,854,4000,2252,2195,1998
PA4951,907,611,3534,1160,1112,1236
PA4952,1883,1607,7809,1757,1692,1594
PA4953,1074,1045,5461,1784,1777,1715
PA4954,1838,1564,7935,1687,1672,1721
PA4955,1299,1515,6690,1502,1477,1231
PA4956,1564,1396,6918,1476,1471,1225
PA4957,2794,2573,12900,1727,1572,1422
PA4958,4387,3680,19826,2171,2099,2132
PA4959,5298,4940,24769,4407,4840,4535
PA4960,1820,1822,9381,2233,2324,2083
PA4961,2961,2725,13660,1611,1622,1685
PA4962,276,211,1175,330,362,311
PA4963,767,666,3543,717,750,711
PA4964,4278,4036,20307,3223,3329,3092
PA4965,682,628,3486,840,913,821
PA4966,1504,1388,7067,2161,2056,1731
PA4967,3990,3807,19512,5383,5342,5204
PA4968,884,864,3914,995,975,852
PA4969,834,707,4160,881,992,760
PA4970,1035,948,5034,1124,1089,1083
PA4971,699,678,3600,1036,1067,869
PA4972,1377,1280,6851,879,868,732
PA4973,1423,1061,5651,1566,1436,1372
PA4974,3253,2914,15622,3329,3301,3111
PA4975,762,768,4083,1377,1345,1238
PA4976,1292,1209,6062,1573,1452,1387
PA4977,1053,956,4911,781,829,652
PA4978,1037,896,4909,770,782,615
PA4979,404,498,2281,322,341,325
PA4980,178,153,946,167,133,110
PA4981,290,265,1244,288,267,227
PA4982,1005,1198,5949,2086,2060,1779
PA4983,1070,908,4836,2496,2573,2599
PA4984,496,624,2318,941,891,843
PA4985,339,299,1644,776,702,665
PA4986,590,684,3543,1746,1701,1541
PA4987,271,333,1674,625,579,580
PA4988,1297,1333,6794,1624,1382,1217
PA4989,306,304,1695,575,547,517
PA4990,89,111,473,262,178,189
PA4991,2443,2542,11952,3323,3436,2946
PA4992,1293,1026,5782,1521,1422,1391
PA4993,596,555,3073,1125,738,685
PA4994,565,445,2419,1206,1244,1154
PA4995,824,686,3962,3752,3848,3541
PA4996,3659,3770,18305,6451,6261,5398
PA4997,2646,2506,12230,1418,1304,1315
PA4998,730,572,2890,560,546,520
PA4999,808,656,3401,912,820,861
PA5000,753,596,3082,1166,1095,1130
PA5001,831,828,4435,439,396,404
PA5002,1818,1912,9130,800,741,747
PA5003,2043,2197,10821,1800,1432,1351
PA5004,3947,4046,19235,5304,4821,4497
PA5005,6739,5736,31211,6342,5854,6015
PA5006,2493,2270,11910,779,806,772
PA5007,1252,1042,5406,303,285,281
PA5008,1147,1094,5288,242,260,295
PA5009,1189,1263,6163,315,308,273
PA5010,1712,1628,7125,616,571,528
PA5011,2622,2590,12221,1217,1183,1119
PA5012,3314,3241,16522,2798,2662,2490
PA5013,6941,4942,26781,5280,5066,5358
PA5014,5151,4958,25378,6401,6051,6072
PA5015,18433,14886,79828,9430,8483,8991
PA5016,12354,12004,59495,6747,6784,5953
PA5017,3224,3092,15437,3252,3238,3285
PA5018,1591,1200,6517,2455,2025,2161
PA5019,1972,1854,9308,3865,3868,3554
PA5020,358,380,1708,711,664,572
PA5021,512,515,2676,544,438,393
PA5022,1438,1365,7285,1180,1159,1111
PA5023,1408,1359,6614,916,1107,989
PA5024,127,163,689,481,426,410
PA5025,1483,1386,7048,2343,2128,1916
PA5026,518,473,2641,803,642,660
PA5027,3527,3094,16679,2966,2886,2755
PA5028,1499,1511,7221,1944,1724,1743
PA5029,317,292,1431,406,365,285
PA5030,674,575,3349,460,428,436
PA5031,160,277,1045,388,432,337
PA5032,209,210,1165,551,457,449
PA5033,311,325,1516,880,927,851
PA5034,834,777,3771,2001,1705,1727
PA5035,1454,1143,6833,1803,1974,1725
PA5036,5809,5611,26901,9838,9892,9642
PA5037,6024,6012,29470,3976,4009,3645
PA5038,798,777,3641,1488,1476,1434
PA5039,674,547,3093,534,479,531
PA5040,5238,4588,23141,1904,1729,1660
PA5041,734,679,3658,533,411,478
PA5042,903,885,4138,701,654,626
PA5043,1623,1302,6967,1099,1186,1098
PA5044,3720,2858,15056,2828,2819,2895
PA5045,2758,2110,11481,1591,1530,1509
PA5046,6269,5807,29908,10028,10448,9785
PA5047,1206,1004,5581,2891,2825,2621
PA5048,962,1009,4758,3467,3544,3096
PA5049,143,120,570,682,771,605
PA5050,1643,1571,8675,1295,1264,1134
PA5051,9565,8935,45199,13097,13542,12902
PA5052,1100,846,5242,1893,1730,1671
PA5053,888,780,4326,816,930,876
PA5054,3668,3788,18768,1465,1560,1329
PA5055,391,355,1358,262,260,250
PA5056,2017,1701,9669,1742,1629,1593
PA5057,1295,1322,6420,970,941,818
PA5058,2138,2028,10207,1634,1500,1545
PA5059,611,639,2944,1237,1174,948
PA5060,3751,4684,21392,3756,3592,2900
PA5061,456,413,2032,441,448,422
PA5062,57,37,276,77,82,53
PA5063,1883,1799,9038,1953,1872,1650
PA5064,1661,1297,6937,1943,1831,1677
PA5065,1324,1418,7005,1357,1305,1169
PA5066,1249,1132,5794,1243,1018,1101
PA5067,1262,917,5200,1508,1450,1500
PA5068,730,573,2974,826,862,888
PA5069,826,673,3713,749,770,724
PA5070,1183,1005,5396,621,492,504
PA5071,488,395,2318,270,229,217
PA5072,605,740,3400,703,767,733
PA5073,319,292,1440,529,527,503
PA5074,624,741,3489,1413,1415,1312
PA5075,747,701,3701,1503,1581,1346
PA5076,1104,1060,4879,1175,953,1068
PA5077,8219,7834,37281,3980,3732,3417
PA5078,5719,5051,27136,3752,4045,3830
PA5079,844,798,3993,994,976,884
PA5080,1873,1607,8493,3026,2595,2601
PA5081,132,137,684,179,179,172
PA5082,337,296,1512,449,418,423
PA5083,108,121,663,117,120,91
PA5084,378,393,2186,449,490,428
PA5085,494,509,2525,688,637,613
PA5086,123,76,452,122,139,111
PA5087,80,68,385,53,52,67
PA5088,78,52,365,56,50,40
PA5089,446,468,2610,388,361,346
PA5090,841,802,4506,612,499,515
PA5091,2767,2500,11783,791,791,728
PA5092,4862,5167,24187,1361,1461,1298
PA5093,2947,2694,14615,1584,1467,1267
PA5094,1688,1648,8343,1084,966,948
PA5095,1622,1473,7605,1058,1071,989
PA5096,1400,1376,6426,1197,1207,1088
PA5097,1711,1622,8190,1752,1716,1596
PA5098,3748,3650,17928,4220,4277,3777
PA5099,2506,2563,12265,3473,3274,2799
PA5100,11694,10428,53072,16180,15606,14839
PA5101,667,696,3647,546,584,491
PA5102,248,224,1113,1246,1195,1152
PA5103,285,239,1402,1741,1542,1571
PA5104,448,407,2061,863,910,796
PA5105,740,693,3413,1955,1705,1686
PA5106,1314,1406,7176,4964,4804,4153
PA5107,741,660,3554,2206,2144,2057
PA5108,130,126,653,600,562,569
PA5109,1396,1463,7456,1641,1711,1593
PA5110,3092,2680,13458,2093,2188,2053
PA5111,647,561,2807,647,640,640
PA5112,7911,8157,39490,3175,3227,2832
PA5113,800,872,4287,446,369,374
PA5114,1724,1606,8370,1329,1292,1081
PA5115,155,118,599,175,166,138
PA5116,81,104,491,192,146,143
PA5117,1503,1610,8056,3714,3519,3359
PA5118,1783,1570,8264,2461,2417,2306
PA5119,9482,7635,40376,3146,3082,2902
PA5120,216,163,853,169,184,147
PA5121,955,972,4489,1184,971,938
PA5122,359,318,1833,468,427,431
PA5123,363,408,1985,384,394,398
PA5124,542,432,2200,564,507,544
PA5125,55,55,345,181,139,152
PA5125.1,1573,1633,7972,1463,1615,1444
PA5126,108,102,601,283,238,242
PA5127,95,127,529,217,242,222
PA5128,1281,1016,5188,935,854,947
PA5129,536,518,2983,600,494,535
PA5130,340,223,1375,287,227,258
PA5131,6611,6076,30687,4841,4597,4183
PA5132,183,234,1068,254,230,257
PA5133,1737,1708,8858,1585,1671,1614
PA5134,3655,3602,17594,3703,3423,3361
PA5135,923,940,4351,825,723,678
PA5136,787,584,3425,2057,1902,1718
PA5137,421,385,2036,1104,1116,1191
PA5138,371,338,1873,945,1079,884
PA5139,602,418,2367,974,915,793
PA5140,1067,930,4822,1802,1763,1620
PA5141,1543,1458,7346,3005,3013,2895
PA5142,2423,1960,10101,4658,4815,4681
PA5143,1323,1168,6105,2144,2133,2011
PA5144,107,91,476,123,91,86
PA5145,434,500,2889,862,792,786
PA5146,3423,3108,15677,2382,2329,2260
PA5147,2570,2097,11999,1757,1673,1628
PA5148,793,633,3591,727,537,515
PA5149,107,112,536,40,52,42
PA5149.1,1171,1243,6529,2884,2716,2467
PA5150,794,886,4201,482,477,430
PA5151,404,311,1670,473,525,473
PA5152,899,783,3680,1356,1346,1316
PA5153,2404,2032,10870,1603,1649,1433
PA5154,655,680,3359,513,524,504
PA5155,364,366,1777,275,301,253
PA5156,326,279,1459,502,468,406
PA5157,190,179,999,166,123,148
PA5158,1445,1645,7634,569,630,481
PA5159,894,931,3917,336,287,248
PA5160,23,12,80,9,5,11
PA5160.1,299,406,1834,241,184,211
PA5161,3642,3346,16496,3023,2822,2538
PA5162,5350,5289,26215,3450,3362,2853
PA5163,5148,4861,25313,1961,1757,1887
PA5164,1740,1596,7805,571,602,531
PA5165,1237,1176,5536,791,769,673
PA5166,2395,2405,11902,1335,1254,1336
PA5167,1951,1654,8839,3043,2864,2638
PA5168,704,644,3258,932,957,883
PA5169,899,908,4419,596,558,522
PA5170,7831,6615,33865,1266,1314,1292
PA5171,29656,27223,138107,2657,2545,2547
PA5172,20830,17151,92371,2338,2287,2333
PA5173,17259,18115,93296,1113,1136,1022
PA5174,3399,3289,17433,4425,3951,3853
PA5175,1868,1655,8701,3121,3068,2824
PA5176,1130,806,4472,2856,2688,2840
PA5177,1058,977,4544,872,846,785
PA5178,2031,1471,6981,1451,1442,1606
PA5179,360,339,1725,629,546,530
PA5180,881,813,4112,664,591,595
PA5181,168,200,818,222,199,202
PA5181.1,5722,5187,27103,2165,2204,2007
PA5182,846,705,3838,1495,1360,1284
PA5183,11,6,50,5,9,14
PA5183.01,47,37,151,44,42,52
PA5183.1,253,316,1410,928,858,736
PA5184,275,295,1505,530,645,476
PA5185,316,284,1211,674,734,609
PA5186,966,1153,5821,1452,1330,1082
PA5187,2161,1944,10095,1969,1771,1944
PA5188,1262,1237,6044,1324,1308,1280
PA5189,412,466,2340,1018,949,810
PA5190,326,248,1445,609,616,611
PA5191,94,97,511,60,106,87
PA5192,3052,2607,13898,4927,4854,4365
PA5193,721,621,3637,1309,1204,1208
PA5194,354,391,1832,882,725,772
PA5195,190,230,981,536,419,495
PA5196,181,215,944,287,336,321
PA5197,443,312,1698,868,882,769
PA5198,1229,1294,6209,2516,2424,2071
PA5199,1821,1908,8963,5076,4942,4610
PA5200,2891,2775,13693,4288,4101,3994
PA5201,4289,3988,20762,6474,6962,6181
PA5202,480,412,2181,850,875,740
PA5203,1245,1245,6226,1650,1639,1317
PA5204,99,104,582,175,247,225
PA5204.1,1535,1282,6990,2403,2469,2500
PA5205,515,524,2700,850,933,766
PA5206,2165,2450,11586,2567,2608,2281
PA5207,886,909,4154,1169,1006,1043
PA5208,735,570,3294,851,872,886
PA5209,2295,2407,11380,2617,2778,2429
PA5210,4119,3585,18774,2928,2972,2701
PA5211,254,324,1511,331,270,200
PA5212,448,406,2138,577,641,517
PA5213,3649,3767,18670,6822,6676,6545
PA5214,1106,1252,6265,1271,1201,953
PA5215,4077,3695,19879,7530,7217,6984
PA5216,1115,1105,4729,2460,2564,2251
PA5217,1847,1635,8158,2654,2415,2264
PA5218,388,363,1753,635,646,589
PA5219,1568,1385,7354,878,764,746
PA5220,14295,12216,61765,728,785,785
PA5221,12101,13007,59421,1816,1664,1502
PA5222,1889,1610,8045,842,935,805
PA5223,6978,6737,34736,4598,4379,3962
PA5224,6297,5551,29455,6710,6260,6238
PA5225,1492,1581,7611,1740,1742,1677
PA5226,189,98,683,235,217,236
PA5227,385,303,1427,280,322,326
PA5227.1,311,233,1389,434,441,401
PA5228,393,336,1790,582,449,470
PA5229,431,262,1571,261,204,246
PA5230,745,761,3765,643,554,624
PA5231,5437,5291,26284,4228,4093,3681
PA5232,2746,2883,14035,5308,5198,4963
PA5233,108,93,549,204,216,190
PA5234,346,362,1664,401,321,307
PA5235,629,571,2979,1012,877,881
PA5236,1529,1500,7379,2751,2485,2292
PA5237,2856,2655,13901,3579,3700,3484
PA5238,435,440,2163,460,550,469
PA5239,12440,10640,57381,5022,4966,4815
PA5240,264,161,735,230,203,220
PA5241,3521,2982,15529,3512,3715,3664
PA5242,10631,10123,51637,8660,8567,8530
PA5243,7128,6666,34747,7760,7041,7610
PA5244,155,136,661,204,193,162
PA5245,1823,1761,8901,2008,1950,2008
PA5246,435,338,1920,1075,1052,981
PA5247,319,226,1208,588,529,526
PA5248,1132,1099,5456,1385,1453,1395
PA5249,282,317,1373,399,401,382
PA5250,462,354,1914,464,459,434
PA5251,275,250,1343,592,519,545
PA5252,2336,2206,11261,4303,4567,4420
PA5253,6732,7584,35590,5837,6234,4601
PA5254,176,147,743,283,269,258
PA5255,1781,1688,8002,1971,1652,1975
PA5256,302,256,1512,440,474,378
PA5257,3758,3496,17476,2204,2246,2064
PA5258,2967,2718,13683,2342,2295,2094
PA5259,1457,1446,6638,2297,2089,1858
PA5260,2756,2704,12950,5603,5652,5041
PA5261,4304,4171,19322,6824,6151,5685
PA5262,1938,1580,8571,2672,2413,2629
PA5263,4377,4295,21481,3285,3075,3153
PA5264,373,273,1344,463,451,503
PA5265,694,668,3863,984,945,904
PA5266,329,312,1768,392,365,316
PA5267,56,20,149,24,15,36
PA5268,743,543,3133,556,444,458
PA5269,78,89,435,150,101,103
PA5270,482,417,2164,581,499,478
PA5271,246,195,1012,215,244,207
PA5272,1887,1955,9989,2714,2624,2429
PA5273,802,635,3252,1567,1379,1381
PA5274,888,735,3957,1146,762,817
PA5275,88,122,464,146,105,112
PA5276,126,90,539,190,258,239
PA5277,6100,5839,28047,9059,9075,8639
PA5278,4607,4042,20919,4263,4144,4121
PA5279,2499,2187,12059,2309,2430,2039
PA5280,1645,1734,8288,1099,1055,948
PA5281,620,531,2815,293,233,256
PA5282,203,320,1519,279,280,227
PA5283,660,590,3497,672,696,655
PA5284,148,178,844,216,226,238
PA5285,295,284,1359,807,719,771
PA5286,280,333,1581,610,728,619
PA5287,942,744,3679,2394,2252,2242
PA5288,543,312,1722,768,750,912
PA5289,47,59,314,359,271,282
PA5290,552,570,2805,2280,1879,1740
PA5291,2604,2684,12900,1207,1004,1158
PA5292,633,543,2967,594,564,600
PA5293,197,143,735,280,259,220
PA5294,563,511,2684,844,736,769
PA5295,1268,1409,6907,1624,1551,1284
PA5296,1585,1479,7363,3575,3521,3645
PA5297,810,704,3832,1156,1082,1143
PA5298,1076,960,4846,1264,1265,1232
PA5299,2293,2513,12028,6410,6311,5609
PA5300,1020,866,4737,1869,1880,1750
PA5301,627,448,1996,1156,1065,1124
PA5302,1172,1007,5721,782,618,619
PA5303,373,276,1514,442,389,387
PA5304,6554,6266,32887,5782,5412,5424
PA5305,650,599,3064,417,477,412
PA5306,442,335,1591,402,342,340
PA5307,2162,2415,11124,2367,2275,1943
PA5308,216,230,882,271,266,259
PA5309,764,817,4245,1560,1532,1318
PA5310,768,706,4277,1855,1822,1715
PA5311,579,645,3371,2402,2170,1977
PA5312,10078,9943,50091,12466,12164,11490
PA5313,1904,1970,9423,7994,7744,6926
PA5314,211,261,1288,1370,1351,1306
PA5315,450,311,1666,1389,1035,1266
PA5316,212,125,540,421,347,417
PA5316.1,640,445,2519,1883,1252,1628
PA5317,1355,1320,6784,1886,1647,1618
PA5318,596,603,2880,1018,1076,940
PA5319,595,632,3333,855,662,665
PA5320,2439,2687,12796,1498,1325,1247
PA5321,873,783,4047,689,609,535
PA5322,8249,7279,38239,6189,5756,5825
PA5323,1563,1416,7003,1541,1444,1431
PA5324,604,590,2751,1221,1215,1168
PA5325,133,100,539,130,119,136
PA5326,184,213,950,123,164,150
PA5327,190,161,1223,278,257,318
PA5328,151,106,425,246,256,217
PA5329,403,401,1812,1036,1059,920
PA5330,1451,1445,7411,2137,2092,2034
PA5331,1337,1282,6643,1356,1406,1467
PA5332,997,896,4467,1538,1477,1312
PA5333,378,388,1779,879,920,889
PA5334,1113,933,5260,2651,2510,2508
PA5335,3273,3220,16054,4088,4338,4049
PA5336,1259,1125,5485,1352,1453,1217
PA5337,2457,2076,10583,2646,2677,2780
PA5338,16681,14786,75295,10392,9825,9879
PA5339,1317,1124,5184,425,404,432
PA5340,2790,2458,12977,700,568,579
PA5341,649,683,3417,502,450,387
PA5342,454,616,2900,977,872,709
PA5343,1104,1189,5734,1479,1359,1231
PA5344,2503,2273,11455,2056,1922,1918
PA5345,4487,4475,21954,3254,3326,2780
PA5346,3314,2787,14842,4182,4149,4120
PA5347,463,347,2004,2541,2578,2849
PA5348,2829,2276,12853,4431,3929,4597
PA5349,2298,2039,10854,3663,3108,3454
PA5350,341,229,1432,427,414,436
PA5351,52,44,214,38,39,32
PA5352,95,146,759,79,96,84
PA5353,597,580,3029,332,319,370
PA5354,502,483,2658,357,400,284
PA5355,565,500,2769,670,752,708
PA5356,539,540,2570,524,498,555
PA5357,429,479,2465,711,665,556
PA5358,3145,2857,14107,2435,2525,2284
PA5359,1724,1410,7296,1263,1211,1234
PA5360,937,796,4376,1228,1173,1011
PA5361,1106,1106,5009,1060,1050,855
PA5362,2207,1888,9576,2986,2882,2843
PA5363,1427,1419,6935,2642,2706,2690
PA5364,1481,1355,6604,1117,1296,1067
PA5365,3841,3538,18461,806,740,725
PA5366,2704,2414,13270,810,767,804
PA5367,3804,3214,17504,857,898,1029
PA5368,5249,4800,24564,890,982,884
PA5369,0,0,0,0,0,0
PA5369.1,0,0,0,0,0,0
PA5369.2,0,0,0,0,0,0
PA5369.3,0,0,0,0,0,0
PA5369.4,0,0,0,0,0,0
PA5369.5,5768,4994,25835,828,630,664
PA5370,504,458,2617,629,528,610
PA5371,267,212,1214,612,554,470
PA5372,813,776,3838,2636,2788,2262
PA5373,913,965,4626,1242,1360,1093
PA5374,447,539,2406,654,571,598
PA5375,244,231,1165,328,283,330
PA5376,2515,2208,11767,970,919,899
PA5377,1234,1060,5856,597,559,534
PA5378,1858,1420,8163,1175,1003,1029
PA5379,570,603,2904,496,539,443
PA5380,3399,3128,16013,3921,4134,3743
PA5381,457,449,2166,795,770,580
PA5382,277,273,1420,317,282,226
PA5383,174,181,1188,143,136,138
PA5384,139,138,830,69,71,76
PA5385,92,118,628,79,70,77
PA5386,243,295,1242,160,154,166
PA5387,113,129,625,114,102,129
PA5388,193,237,1139,257,228,221
PA5389,648,585,2936,880,728,751
PA5390,591,647,3109,887,821,691
PA5391,138,207,1091,162,169,203
PA5392,97,85,465,76,66,70
PA5393,236,222,1315,239,187,222
PA5394,443,419,2120,555,615,500
PA5395,84,108,576,92,105,65
PA5396,777,748,3295,1136,983,1036
PA5397,574,510,2487,825,747,815
PA5398,3129,2541,13707,2529,2270,2111
PA5399,1596,1685,8808,860,828,727
PA5400,842,1065,5003,570,551,550
PA5401,466,539,2672,384,353,298
PA5402,165,127,745,167,220,195
PA5403,36,24,226,86,94,89
PA5404,33,72,238,153,184,147
PA5405,44,31,178,106,138,130
PA5406,114,125,666,322,354,337
PA5407,225,246,1032,474,472,392
PA5408,276,241,1263,359,471,364
PA5409,842,942,4567,1448,1493,1369
PA5410,1890,1579,8603,1899,1812,1894
PA5411,402,399,2026,598,581,624
PA5412,923,994,5194,1558,1432,1237
PA5413,2928,2655,14331,1611,1380,1451
PA5414,403,394,1944,326,281,281
PA5415,408,326,2003,402,361,411
PA5416,990,920,4729,1015,887,963
PA5417,148,122,593,136,114,107
PA5418,4800,4590,22298,2089,2028,1966
PA5419,563,729,3272,371,354,349
PA5420,685,649,3429,532,445,467
PA5421,6357,6008,29940,1895,1773,1685
PA5422,1894,1744,9182,2684,2458,2403
PA5423,727,710,3684,1364,1340,1196
PA5424,554,431,2296,821,728,802
PA5425,2958,3040,14566,3626,3325,3043
PA5426,2320,2124,12077,2191,2135,2094
PA5427,17411,16627,83573,17838,16648,15744
PA5428,2807,2755,12915,3463,3468,2975
PA5429,18026,16853,85056,14181,14360,13958
PA5430,1270,1461,7071,2409,2165,1942
PA5431,521,523,3153,638,689,529
PA5432,52,69,458,131,135,117
PA5433,273,304,1824,334,351,318
PA5434,450,476,2588,401,360,379
PA5435,7080,6352,31363,3692,3327,3708
PA5436,9171,9077,43714,3429,2960,2875
PA5437,752,701,3169,1590,1483,1377
PA5438,1806,1651,8318,2542,2311,2144
PA5439,791,686,3780,1136,1004,1008
PA5440,1120,1047,5533,2543,2379,2173
PA5441,2770,2671,13282,5081,5049,4600
PA5442,1222,1184,6132,3077,3438,3123
PA5443,3176,3037,14784,4293,4226,4126
PA5444,235,236,879,408,394,397
PA5445,851,793,4234,2748,2679,2539
PA5446,584,501,2617,508,374,421
PA5447,2207,1859,10201,3775,3505,3625
PA5448,1602,1622,7925,1183,1126,989
PA5449,1547,1469,7703,691,635,583
PA5450,2311,2197,11393,690,729,663
PA5451,991,877,4437,357,418,402
PA5452,4257,4674,21415,1525,1446,1337
PA5453,2991,2727,13706,1190,1100,1257
PA5454,1253,998,5390,481,530,497
PA5455,2030,1906,9615,1494,1309,1221
PA5456,1805,1731,8894,825,697,619
PA5457,1137,1215,5804,449,444,393
PA5458,612,523,2636,665,568,611
PA5459,572,520,2556,220,254,185
PA5460,77,77,465,51,62,44
PA5461,1969,1828,10490,881,614,686
PA5462,259,266,1349,461,511,524
PA5463,406,432,1882,721,809,781
PA5464,1817,2166,9743,4367,4595,4197
PA5465,265,223,1178,483,428,493
PA5466,228,198,1040,927,779,580
PA5467,43,60,353,317,275,256
PA5468,392,384,1802,4719,4653,4678
PA5469,354,368,1662,4004,4177,3678
PA5470,664,525,2382,6374,6060,5350
PA5471,44,60,240,541,535,495
PA5471.1,1103,1026,5195,16286,16125,14324
PA5472,529,631,2763,722,618,561
PA5473,1560,1460,7031,2735,2772,2567
PA5474,9384,8475,41712,8484,8566,8011
PA5475,6773,6588,32042,3537,3396,3062
PA5476,707,701,3487,899,775,681
PA5477,328,316,1635,561,523,507
PA5478,462,408,2154,688,590,538
PA5479,2670,2419,12056,905,816,818
PA5480,170,113,735,345,268,267
PA5481,1138,934,5050,2797,2776,2820
PA5482,187,129,916,424,584,535
PA5483,2670,2355,12720,4450,4513,4370
PA5484,2623,2536,13080,5312,5411,5208
PA5485,813,751,3921,1252,1425,1202
PA5486,397,377,2019,757,725,753
PA5487,8028,8262,38768,7912,8106,7549
PA5488,6697,6687,32132,8509,9237,7720
PA5489,6809,5540,29175,8275,7156,8216
PA5490,2929,2983,16171,3698,3688,3245
PA5491,2038,1817,10397,2079,2066,1685
