"locus","SCV24_1","SCV24_2","REVa_1","REVa_2","REVb_1","REVb_2","SCV104357_1","SCV104357_2"
"PA14_25810",81,54,147,102,81,14,266,260
"PA14_25820",62,41,62,78,46,19,170,218
"PA14_25830",18,16,30,36,16,1,61,82
"PA14_25840",2095,1237,4615,3372,2111,640,1729,1862
"PA14_25860,etfB",7656,3955,20806,18065,13450,3605,6001,5805
"PA14_25880,etfA",2011,1227,6147,5635,4654,876,3604,3756
"PA14_25900",1344,2474,1856,2231,1301,361,3228,3584
"PA14_25910",60,122,76,82,90,17,81,101
"PA14_25920,cobM",35,89,98,47,72,10,114,107
"PA14_25930",14,52,40,22,50,9,26,11
"PA14_25940",102,142,228,171,181,20,349,432
"PA14_25960,cobW",73,104,107,81,88,10,186,147
"PA14_25970,cobN",97,83,176,182,177,24,493,539
"PA14_25980,aroF",12,6,28,29,21,1,42,28
"PA14_25990",29,49,60,39,48,11,64,81
"PA14_26000",14,6,15,12,8,0,38,43
"PA14_26010,phaA",18,17,48,35,67,3,47,61
"PA14_26020",50,31,41,43,67,2,381,301
"PA14_26050",7,8,11,5,9,2,6,8
"PA14_26060",260,120,268,255,463,99,199,223
"PA14_26070",3,10,4,9,20,3,4,8
"PA14_26080",2,2,5,5,5,0,5,4
"PA14_26090,cif",2,1,9,3,8,0,18,9
"PA14_26110",6,4,7,9,3,0,1,5
"PA14_26130,morB",2,2,17,10,20,1,10,25
"PA14_26140,cifR",5,11,25,49,63,8,48,38
"PA14_26150",11,17,28,55,53,11,66,87
"PA14_26160",1,0,4,5,3,0,9,5
"PA14_26165",41,58,23,27,26,2,125,140
"PA14_26190",15,7,25,11,13,1,42,34
"PA14_26200",4,1,4,3,5,1,8,8
"PA14_26210,hisP",15,11,32,23,27,7,15,23
"PA14_26220,hisM",19,9,70,37,34,12,3,7
"PA14_26230,hisQ",1,3,6,3,6,0,0,5
"PA14_26240,hisJ",6,1,20,12,9,0,2,5
"PA14_26260",7,3,31,14,13,3,7,8
"PA14_26270",10,18,20,21,21,5,19,35
"PA14_26280",247,312,504,506,688,78,176,243
"PA14_26300",1,0,2,0,2,0,2,0
"PA14_26310",56,43,99,78,98,22,159,140
"PA14_26330",7,22,39,20,18,1,83,192
"PA14_26340",2,0,1,0,0,0,7,9
"PA14_26350",53,40,130,86,86,15,186,267
"PA14_26360,btuC",1,0,4,4,5,1,13,13
"PA14_26390",7,3,4,11,8,2,25,17
"PA14_26400",15,7,7,12,13,2,18,12
"PA14_26420",22,8,17,18,13,2,79,26
"PA14_26450,yebN",0,0,2,3,1,1,1,6
"PA14_26460,cobK",2,5,9,4,1,0,19,30
"PA14_26470,cbiD",12,21,25,35,23,4,35,30
"PA14_26480,cobL",23,35,49,27,12,5,32,36
"PA14_26485",36,69,68,54,50,7,124,92
"PA14_26500,cobH",21,67,64,48,50,6,90,99
"PA14_26510,cobI",36,46,66,101,65,14,173,122
"PA14_26530,cobJ",28,39,51,116,72,15,175,154
"PA14_26540",227,335,471,321,295,50,315,373
"PA14_26550",229,282,379,277,255,46,431,367
"PA14_26560",84,83,166,98,78,17,253,251
"PA14_26570",14,18,36,43,36,9,76,123
"PA14_26580",1,1,0,1,0,0,3,2
"PA14_26590",824,798,2267,941,1238,131,1152,1545
"PA14_26600",271,352,132,145,150,33,319,341
"PA14_26610",226,400,124,174,196,27,137,222
"PA14_26620",68,83,69,65,67,8,27,35
"PA14_26640",82,110,238,148,148,28,110,120
"PA14_26650",36,53,92,75,109,15,88,118
"PA14_26670",70,78,158,143,167,25,186,225
"PA14_26690",5,6,20,15,18,1,31,31
"PA14_26700",33,28,110,98,134,9,97,125
"PA14_26720,mccB",76,39,242,154,265,26,149,170
"PA14_26730",29,18,71,47,36,11,75,94
"PA14_26750",51,42,82,46,38,9,56,67
"PA14_26760",83,44,231,191,183,34,307,440
"PA14_26770",23,47,32,40,41,8,160,191
"PA14_26780",43,26,31,24,49,3,426,533
"PA14_26810",4,5,12,6,9,4,6,5
"PA14_26830",2,6,14,17,7,2,7,3
"PA14_26850",3,9,11,10,6,0,7,11
"PA14_26860,hpkR",40,65,161,215,221,19,143,179
"PA14_26870",1,0,1,1,6,0,3,1
"PA14_26880",36,37,53,31,41,10,131,133
"PA14_26890,pyrF",18,15,14,17,8,1,31,30
"PA14_26910,moxR",29,28,72,70,49,5,61,72
"PA14_26920",7,11,19,25,22,1,10,9
"PA14_26930",54,60,79,94,73,12,89,130
"PA14_26940",16,25,32,43,32,3,41,60
"PA14_26960",110,160,299,192,210,33,391,494
"PA14_26970",37,47,57,99,98,15,59,73
"PA14_26980",19,31,44,57,42,7,113,83
"PA14_26990",2,5,17,7,8,0,7,8
"PA14_27000",56,40,520,99,63,12,60,87
"PA14_27020,mttC",16,36,66,70,49,7,91,109
"PA14_27050",140,277,241,240,252,38,382,408
"PA14_27070",19,14,36,34,39,6,67,46
"PA14_27090,lipH",0,3,6,5,17,2,9,13
"PA14_27100,lipA",17,16,36,43,52,10,30,63
"PA14_27110,ligT",8,3,13,10,18,3,16,9
"PA14_27120",67,69,78,57,47,10,133,201
"PA14_27130,greB",103,153,194,214,240,41,412,629
"PA14_27140",115,146,217,238,144,36,240,211
"PA14_27150",20,21,41,20,22,2,58,84
"PA14_27160,tesA",140,149,324,190,136,33,212,273
"PA14_27170",26,11,36,37,28,5,41,37
"PA14_27180,erfK",660,1204,1289,1900,2114,339,2515,3088
"PA14_27190",22,37,17,20,12,6,367,863
"PA14_27200",125,174,287,147,160,18,196,205
"PA14_27210,efp",939,2710,1120,1225,1281,253,3069,2717
"PA14_27220,ohr",10,2,16,24,32,2,23,36
"PA14_27230",90,40,282,219,194,23,121,114
"PA14_27250",9,7,22,19,23,3,18,15
"PA14_27270",6,11,19,13,22,3,31,51
"PA14_27280",30,27,81,47,50,8,49,70
"PA14_27290",1,0,2,7,9,1,6,11
"PA14_27310",53,57,99,67,100,15,115,158
"PA14_27330,dhs",71,74,121,74,89,15,155,171
"PA14_27350",15,22,23,18,27,5,34,42
"PA14_27360",19,10,25,17,20,1,27,19
"PA14_27370,deaD",31,182,17,64,53,14,358,332
"PA14_27390",14,12,50,70,62,7,35,42
"PA14_27400",2,1,4,8,8,1,6,15
"PA14_27410,trpC",2,8,11,19,8,0,7,12
"PA14_27420,trpB",4,5,0,5,2,0,7,10
"PA14_27430",12,13,15,8,12,1,6,8
"PA14_27440,trpR",30,42,56,24,30,3,75,145
"PA14_27450",19,26,34,30,48,3,32,25
"PA14_27460,tpm",73,57,143,72,82,5,247,331
"PA14_27470",21,28,42,38,36,11,105,133
"PA14_27480,htpX",531,194,585,878,684,151,1716,2202
"PA14_27490",34,51,29,39,26,10,34,29
"PA14_27500,yfbQ",181,267,261,181,188,36,428,509
"PA14_27510,msrB",119,99,273,310,263,36,485,428
"PA14_27520,gpo",77,43,263,188,224,27,200,265
"PA14_27530",63,26,176,119,151,14,94,119
"PA14_27550",380,349,860,1213,1131,201,483,508
"PA14_27560",154,157,392,184,172,27,656,797
"PA14_27570",41,35,102,60,44,6,127,117
"PA14_27580",75,75,209,134,189,24,198,273
"PA14_27590",154,218,543,731,705,90,239,359
"PA14_27600",44,54,40,55,94,10,182,420
"PA14_27610",10,32,16,24,29,5,109,176
"PA14_27620",11,34,5,13,10,5,60,131
"PA14_27630,rebB1",6,4,10,7,8,0,13,32
"PA14_27640,rebB2",25,35,20,11,25,5,46,29
"PA14_27650",3,10,19,11,21,1,21,13
"PA14_27660",5,4,18,6,21,0,12,7
"PA14_27675",11,13,29,21,26,6,28,30
"PA14_27680",3,3,6,2,6,1,10,7
"PA14_27690,fecI",1,0,1,0,0,0,0,0
"PA14_27700",3,1,3,3,5,0,3,4
"PA14_27710",52,37,95,55,76,7,97,98
"PA14_27720",54,16,115,56,64,4,65,63
"PA14_27730,fadE",617,574,582,427,570,99,1692,1927
"PA14_27740",13,12,54,131,100,14,56,59
"PA14_27755,yliJ",157,141,295,467,385,49,101,127
"PA14_27770,yadG",299,216,626,619,497,98,238,188
"PA14_27780,yadH",151,133,310,356,264,53,130,105
"PA14_27800",29,33,61,39,35,7,73,89
"PA14_27810,copR",23,10,34,28,37,6,58,76
"PA14_27830",1,0,3,4,1,0,5,5
"PA14_27840",5,5,6,7,5,0,58,61
"PA14_27850,queF",12,13,8,2,5,0,8,8
"PA14_27870",44,29,159,133,119,19,1077,1484
"PA14_27880",3,1,5,5,3,0,4,9
"PA14_27890",1,1,1,2,1,1,2,1
"PA14_27900",30,46,81,77,48,10,72,109
"PA14_27910",60,51,67,77,78,11,167,140
"PA14_27920,vacJ",468,785,602,383,518,120,417,618
"PA14_27930",15,10,24,48,82,8,92,117
"PA14_27940",1649,2511,2507,2788,3116,383,1757,1780
"PA14_27950",339,387,472,523,496,101,733,774
"PA14_27960,tal",549,943,1599,867,1805,246,1769,2694
"PA14_27980,yjbN",22,66,25,74,57,10,136,230
"PA14_27990",933,911,2221,1496,1940,349,1675,1540
"PA14_28000",488,287,81,54,65,10,116,157
"PA14_28010",51,28,8,4,7,0,9,4
"PA14_28020",8,11,7,1,6,1,2,4
"PA14_28030",147,118,156,165,149,26,116,111
"PA14_28040",50,30,23,21,15,4,8,16
"PA14_28050",96,38,147,117,214,32,28,33
"PA14_28060,cpg2",34,41,41,44,53,5,20,40
"PA14_28070",13,5,6,7,3,1,5,6
"PA14_28080",3,2,2,3,6,1,9,8
"PA14_28090",4,17,18,9,13,1,11,11
"PA14_28100",3,4,6,7,5,2,3,6
"PA14_28110",4,3,5,2,3,0,6,1
"PA14_28120",102,94,42,14,44,7,32,39
"PA14_28130",165,221,83,55,73,6,14,13
"PA14_28140",259,419,255,431,841,85,728,797
"PA14_28150",86,123,70,126,207,11,379,575
"PA14_28170,yfdC",160,203,65,78,158,20,354,459
"PA14_28180,ordL",345,126,1102,548,460,122,1650,1670
"PA14_28190",23,15,15,31,4,1,37,71
"PA14_28200",74,47,21,9,23,5,17,20
"PA14_28210",98,48,20,15,14,2,21,31
"PA14_28220",63,66,58,39,59,3,10,15
"PA14_28230",5,3,7,13,7,3,0,1
"PA14_28240",0,2,1,0,1,0,5,2
"PA14_28250",4,3,1,2,2,0,2,5
"PA14_28260",105,156,173,203,187,24,149,204
"PA14_28280",58,82,120,158,140,27,376,390
"PA14_28290",7,22,29,35,24,5,100,152
"PA14_28300",0,2,0,3,0,0,1,1
"PA14_28310",10,7,13,16,16,8,5,13
"PA14_28320",13,7,23,11,12,2,22,28
"PA14_28330",4,2,6,9,8,0,6,7
"PA14_28340",228,226,439,323,237,58,316,275
"PA14_28350",100,110,99,87,100,14,219,259
"PA14_28360",10,34,24,25,30,4,12,18
"PA14_28370",0,1,1,3,4,0,0,0
"PA14_28380",13,21,40,28,43,7,36,47
"PA14_28390",13,14,6,10,20,3,5,19
"PA14_28400,oprQ",4938,3329,12413,13802,6028,1621,623,662
"PA14_28410",28,13,78,460,421,43,15,21
"PA14_28420",29,18,85,55,64,15,39,40
"PA14_28430",11,22,29,29,28,7,9,8
"PA14_28440",154,314,331,310,271,48,506,710
"PA14_28450,eco",658,855,831,747,749,167,1183,1858
"PA14_28460",252,280,570,560,683,74,94,63
"PA14_28470",2,2,6,17,24,5,15,18
"PA14_28490",96,88,246,135,190,32,1436,1964
"PA14_28500",33,44,354,182,151,30,850,855
"PA14_28510",4,5,12,6,7,1,18,24
"PA14_28520",52,171,0,2,9,2,327,470
"PA14_28530",21,22,12,9,19,5,92,88
"PA14_28540",2,3,4,4,5,0,3,5
"PA14_28560",6,8,14,5,7,1,42,38
"PA14_28570,endA",9,20,20,15,10,7,88,114
"PA14_28580",61,60,100,94,56,8,67,78
"PA14_28590,mapB",24,26,55,41,26,4,43,54
"PA14_28600",88,50,360,204,247,17,157,270
"PA14_28610",35,46,98,220,288,19,201,200
"PA14_28620",23,20,19,46,58,5,26,7
"PA14_28630",34,34,35,33,31,9,56,61
"PA14_28650,thrS",6540,12858,11343,8826,10727,1610,6735,7192
"PA14_28660,infC",16935,26447,32146,36407,31318,8113,28745,30978
"PA14_28670,rpmI",3819,3863,6155,7188,6019,1049,10786,13815
"PA14_28680,rplT",914,1261,2076,2317,2334,317,8275,10949
"PA14_28690,pheS",182,234,413,441,359,76,793,985
"PA14_28710,pheT",2447,1575,5794,5925,5601,838,7110,7065
"PA14_28720,ihfA",1455,1335,3873,3408,3841,552,4457,5420
"PA14_28730",392,267,1110,1000,1131,183,2386,2888
"PA14_28740",17,18,18,14,5,3,321,703
"PA14_28750",0,0,0,0,0,0,26,34
"PA14_28760",0,1,0,0,0,0,31,38
"PA14_28770",2,0,0,0,0,0,0,0
"PA14_28780",0,0,0,0,0,0,0,0
"PA14_28790",0,0,0,0,0,0,0,0
"PA14_28800",0,0,0,0,0,0,0,0
"PA14_28810",0,0,2,1,0,1,52,30
"PA14_28820",0,0,0,0,0,0,0,0
"PA14_28830",0,0,0,0,0,0,0,0
"PA14_28840",1,0,1,0,0,0,0,0
"PA14_28850",121,122,304,240,259,31,28,40
"PA14_28870",4,11,6,5,15,1,1,0
"PA14_28880",83,68,40,53,74,11,41,38
"PA14_28895",390,305,234,283,260,47,112,141
"PA14_28910",34,22,23,15,11,1,7,6
"PA14_28920",334,206,209,111,92,18,165,145
"PA14_28930",5,9,2,3,5,1,3,1
"PA14_28940",79,87,146,109,150,28,97,66
"PA14_28950",135,104,255,219,211,57,120,174
"PA14_28960",51,58,81,79,117,12,74,98
"PA14_28970",0,0,1,0,0,0,0,0
"PA14_28980",0,0,0,0,0,0,0,0
"PA14_28990",55,96,49,40,61,11,107,160
"PA14_29000",30,30,58,58,50,11,51,69
"PA14_29010",68,105,137,100,143,10,216,365
"PA14_29020,cpo",57,58,48,47,59,8,94,125
"PA14_29030",14,18,16,19,26,2,35,35
"PA14_29040",6,2,11,16,13,1,3,3
"PA14_29050",16,18,88,74,53,9,33,30
"PA14_29060",47,55,135,123,143,18,167,231
"PA14_29070",2,33,23,19,24,2,20,17
"PA14_29090,potF4",99,170,395,411,454,82,235,316
"PA14_29100",16,24,89,55,60,2,101,103
"PA14_29110,cysK",226,256,863,532,690,114,919,1557
"PA14_29120",45,40,55,34,49,7,261,407
"PA14_29130",424,375,1300,1219,1429,238,1710,2343
"PA14_29150",78,74,255,206,236,35,282,498
"PA14_29160",112,206,375,385,499,61,613,853
"PA14_29180",3,10,11,9,17,0,30,36
"PA14_29190",47,25,4,7,2,0,5,4
"PA14_29200",84,51,10,13,14,0,5,18
"PA14_29210,tetV",11,11,23,18,17,5,6,7
"PA14_29220,opdB",28,6,49,41,28,5,12,14
"PA14_29230",37,39,151,101,188,28,69,51
"PA14_29240",29,16,75,80,70,10,60,63
"PA14_29250",3,1,5,2,9,1,7,16
"PA14_29260",21,27,41,24,43,4,48,82
"PA14_29270,yaiW",114,182,156,98,98,16,134,125
"PA14_29280,trxA",17,22,11,19,9,1,78,105
"PA14_29290",26,19,45,317,226,29,15,19
"PA14_29300",12,7,19,25,29,5,53,84
"PA14_29320",13,12,324,175,354,22,85,101
"PA14_29330",0,0,0,0,0,0,0,1
"PA14_29340",2,3,6,4,1,0,3,4
"PA14_29350,pfeA",24,24,38,27,32,7,36,35
"PA14_29360,pfeS",125,73,101,217,331,21,49,58
"PA14_29375",123,88,102,281,555,20,19,35
"PA14_29390",1818,908,374,245,220,63,297,423
"PA14_29400,rhs",1161,618,201,294,286,53,140,170
"PA14_29410",109,83,76,57,78,19,118,144
"PA14_29420,ysgA",906,1494,199,105,178,26,48,81
"PA14_29440",7,6,21,12,14,0,22,29
"PA14_29460,qor",8,6,17,11,10,2,22,33
"PA14_29470",22,32,61,37,73,11,173,345
"PA14_29480,wzm",11,11,12,18,23,0,4,12
"PA14_29490,hplR",21,30,42,32,40,9,33,30
"PA14_29500,hplS",11,33,38,31,34,3,23,41
"PA14_29510,hplT",5,10,12,15,13,1,9,6
"PA14_29520,hplU",3,8,11,8,8,1,10,7
"PA14_29530,hplV",2,2,5,3,1,0,4,5
"PA14_29540,hplW",0,0,3,4,4,1,2,2
"PA14_29550",11,16,23,21,21,0,26,35
"PA14_29560",17,20,52,53,53,10,58,69
"PA14_29570",28,25,60,73,64,11,111,92
"PA14_29575",280,268,575,473,448,56,501,549
"PA14_29590",194,235,315,254,278,35,1329,1798
"PA14_29600,ptpS",17,55,30,37,34,7,76,89
"PA14_29620,norR",62,33,151,232,175,54,185,187
"PA14_29640,fhp",182,1063,4322,12182,15050,1427,927,867
"PA14_29650",4,64,219,724,930,73,174,213
"PA14_29660",3,199,371,1118,1307,99,98,87
"PA14_29680",62,62,94,91,75,17,79,81
"PA14_29690",35,38,35,22,35,3,65,84
"PA14_29710",724,570,802,696,742,106,717,604
"PA14_29720",287,316,413,327,379,44,572,633
"PA14_29730",103,113,164,130,135,20,171,191
"PA14_29740",160,239,235,213,180,26,228,230
"PA14_29750",4,9,9,8,5,0,38,35
"PA14_29760",8,3,19,34,37,4,38,51
"PA14_29770",2,8,2,6,9,0,18,20
"PA14_29800",13,18,25,16,19,2,46,42
"PA14_29820",119,209,82,43,69,6,408,631
"PA14_29830",7,5,1,2,3,1,1,1
"PA14_29850,nuoN",214,283,717,900,916,123,853,873
"PA14_29860,nuoM",199,267,533,699,793,113,896,1047
"PA14_29880,nuoL",560,723,1686,2170,2630,405,1694,1767
"PA14_29890,nuoK",101,90,241,355,423,41,387,445
"PA14_29900,nuoJ",75,94,287,370,454,44,296,266
"PA14_29920,nuoI",195,245,670,819,830,127,948,1008
"PA14_29930,nuoH",225,299,833,998,1231,192,773,782
"PA14_29940,nuoG",843,955,3042,3551,4184,548,3292,4048
"PA14_29970,nuoF",513,517,1706,2090,2232,328,1996,2427
"PA14_29980,nuoE",226,196,614,758,647,125,730,816
"PA14_29990,nuoD",1076,1157,3561,3367,3107,646,3331,3253
"PA14_30010,nuoB",565,463,1382,830,847,178,1668,1789
"PA14_30020,nuoA",753,1338,1716,1206,1454,245,1686,2531
"PA14_30030",6,3,5,8,8,1,3,2
"PA14_30040",36,38,56,78,61,20,47,53
"PA14_30050,aceA",17580,14148,63730,54852,67561,12721,2309,2418
"PA14_30070",285,355,832,1229,1476,205,441,555
"PA14_30080",123,145,369,469,632,69,151,166
"PA14_30090",66,105,182,188,240,41,266,281
"PA14_30100",220,439,592,498,554,106,1500,1983
"PA14_30110,purB",439,1028,519,663,671,166,865,625
"PA14_30130",33,95,71,72,67,15,50,39
"PA14_30140",47,101,109,90,73,17,161,213
"PA14_30150,mnmA",351,595,578,533,634,92,665,1024
"PA14_30160,mutT",3,10,13,15,18,2,6,16
"PA14_30180,idh",895,1715,2875,3331,3793,735,4234,5301
"PA14_30190,icd",16109,12998,53318,50317,62970,10785,24394,27724
"PA14_30200,cspD",2220,1341,2536,1966,1937,231,1054,1236
"PA14_30210,clpS",6174,6854,14092,19915,24434,4045,8828,8985
"PA14_30230,clpA",3621,4453,9457,14729,22210,2503,9098,9921
"PA14_30240,infA",22,38,16,22,50,7,78,98
"PA14_30260,ate1",269,195,974,1548,1804,306,348,288
"PA14_30270,aat",59,65,147,104,87,15,68,77
"PA14_30280,trxB1",1114,981,4017,3076,3377,750,2403,2483
"PA14_30290,ftsK",854,1406,2144,2036,1964,353,2251,2480
"PA14_30310,lolA",369,564,964,1176,1093,180,1442,1681
"PA14_30320,ycaJ",679,1062,1968,2158,2057,427,2186,2346
"PA14_30330,serS",432,572,1328,1370,1619,253,1569,2026
"PA14_30340,cysG",197,284,514,643,632,93,713,833
"PA14_30350,yqjG",14,26,28,29,52,10,36,47
"PA14_30360",521,750,918,738,835,186,804,957
"PA14_30370",65,90,125,135,122,15,145,179
"PA14_30380",94,112,157,179,224,31,151,166
"PA14_30390",31,60,65,82,125,13,62,71
"PA14_30400,dsrE",25,21,37,57,64,4,59,63
"PA14_30410,yccA",346,187,607,439,636,79,834,1300
"PA14_30420",17,14,14,12,6,4,66,149
"PA14_30430",85,39,169,98,82,23,43,39
"PA14_30440",50,24,46,13,21,8,10,19
"PA14_30450",142,135,241,192,192,34,131,212
"PA14_30460",13,8,14,13,5,2,10,6
"PA14_30470",12,18,40,46,22,11,49,45
"PA14_30490",10,2,17,26,19,2,17,12
"PA14_30500",10,6,12,17,9,0,9,12
"PA14_30520",3,3,8,7,4,0,7,6
"PA14_30540",2,2,9,2,6,2,2,2
"PA14_30550,ssuA",7,7,14,8,4,3,16,17
"PA14_30560",28,19,13,10,21,4,6,9
"PA14_30570,potF",906,1114,857,572,776,138,393,418
"PA14_30580",489,441,1391,825,900,121,468,547
"PA14_30590",19,22,51,49,63,9,19,14
"PA14_30600",3,5,13,13,9,0,4,12
"PA14_30620",167,207,578,460,661,83,254,300
"PA14_30630,pqsH",200,351,689,442,595,87,545,776
"PA14_30650,gacA",742,1039,1512,882,1921,359,954,1223
"PA14_30660,uvrC",293,605,584,68,633,99,603,658
"PA14_30670,pgsA",393,1321,589,514,722,164,509,553
"PA14_30680",9,33,7,10,6,1,54,109
"PA14_30690",1,1,1,0,0,0,0,0
"PA14_30700",180,322,316,363,400,79,739,951
"PA14_30710",226,421,397,278,307,29,668,1046
"PA14_30720",18,10,18,33,9,2,161,401
"PA14_30730",651,275,235,170,137,32,124,111
"PA14_30740,mdaB",3,4,10,20,11,1,15,6
"PA14_30750",294,226,289,285,250,43,436,454
"PA14_30760",61,58,222,246,323,51,129,198
"PA14_30770",51,23,156,135,161,18,85,101
"PA14_30790",12,9,34,45,56,6,42,30
"PA14_30800",442,377,1423,1161,1548,149,561,635
"PA14_30810,alkB1",23,44,139,92,87,18,193,186
"PA14_30820",794,489,1434,1700,2242,286,296,377
"PA14_30830",375,301,949,1006,1377,173,227,313
"PA14_30840",264,189,534,502,597,88,199,258
"PA14_30850,trbI",0,0,0,0,0,0,0,0
"PA14_30860,trbG",0,0,0,0,0,0,0,0
"PA14_30870,trbF",0,0,0,0,0,0,0,0
"PA14_30880,trbL",0,0,0,0,0,0,0,0
"PA14_30890",0,0,0,0,0,0,0,0
"PA14_30900,trbJ",0,0,0,0,0,0,0,2
"PA14_30910,trbE",0,0,1,0,0,0,1,0
"PA14_30930,trbC",0,0,0,0,0,0,0,0
"PA14_30940,trbB",0,0,0,0,0,0,0,0
"PA14_30950",0,0,0,0,0,0,0,0
"PA14_30960,traG",0,0,1,0,0,0,0,1
"PA14_30970,bphR",0,0,1,0,0,0,18,26
"PA14_30980",0,0,0,0,0,0,0,0
"PA14_30990",0,0,0,0,0,0,0,0
"PA14_31000",0,0,0,0,0,0,62,39
"PA14_31010",0,0,0,0,0,0,277,316
"PA14_31030",0,0,0,0,0,0,79,104
"PA14_31040",0,0,0,0,1,1,22,9
"PA14_31050",0,0,1,0,1,0,44,78
"PA14_31060",0,0,2,0,0,0,148,156
"PA14_31070",0,0,0,0,0,0,0,0
"PA14_31080",0,0,0,0,0,0,0,0
"PA14_31090",0,0,0,0,0,0,0,0
"PA14_31100",0,0,0,0,0,0,0,0
"PA14_31110",0,0,0,0,0,0,0,0
"PA14_31130",0,0,0,0,0,0,0,0
"PA14_31150",0,0,0,0,0,0,0,0
"PA14_31160",0,0,0,0,0,0,318,472
"PA14_31170",0,0,0,0,0,0,1,0
"PA14_31180",0,0,0,0,0,0,0,0
"PA14_31190",0,0,0,0,0,0,255,330
"PA14_31200",2,1,7,5,6,1,9,19
"PA14_31220",0,0,0,0,0,0,0,0
"PA14_31230",0,0,0,0,0,0,0,0
"PA14_31240",0,0,0,0,0,0,12,14
"PA14_31250",0,0,0,0,0,0,0,0
"PA14_31260",0,0,0,0,0,0,0,0
"PA14_31270",2,0,1,0,0,0,0,0
"PA14_31280",0,0,0,0,0,0,0,0
"PA14_31290,pa1L",20,29,30,11,28,6,6,4
"PA14_31300",241,712,179,147,310,56,1071,1762
"PA14_31310",45,42,55,39,40,5,130,167
"PA14_31330",44,68,506,328,267,46,1264,1453
"PA14_31340",2,1,2,0,0,1,5,2
"PA14_31350",211,169,326,165,208,27,0,0
"PA14_31360",47,28,94,60,58,5,0,0
"PA14_31370,tam",177,173,270,226,261,47,0,0
"PA14_31380,sfpA",9,19,22,16,18,9,29,27
"PA14_31390",1034,1619,542,435,638,114,2148,2776
"PA14_31400,ctpH",10,13,8,12,15,3,56,50
"PA14_31420",245,254,101,77,105,12,171,196
"PA14_31430",60,148,3,0,9,1,324,425
"PA14_31440",199,226,294,264,286,41,419,575
"PA14_31450",5,6,27,20,23,2,6,4
"PA14_31460",31,103,49,72,100,10,66,86
"PA14_31470",913,1182,4849,1627,3026,309,648,840
"PA14_31480",49,71,188,110,158,12,47,69
"PA14_31500",592,1870,3151,2488,5996,393,2435,4344
"PA14_31510",559,1386,2785,2108,4669,466,1367,2292
"PA14_31530",470,1203,2871,2024,4875,334,1002,1166
"PA14_31540,acdA",161,453,1023,758,1729,111,463,583
"PA14_31560",106,77,197,108,84,29,183,208
"PA14_31580",27,82,142,145,205,27,88,162
"PA14_31610",45,38,45,48,47,8,179,229
"PA14_31620",5,3,10,11,8,0,14,15
"PA14_31630",12,16,7,11,19,1,10,15
"PA14_31640",4,8,20,17,9,4,20,23
"PA14_31650,xthA",119,167,202,138,130,25,211,311
"PA14_31660",101,79,101,58,65,7,53,77
"PA14_31680",93,113,168,96,94,16,181,163
"PA14_31690",106,132,191,292,182,37,309,325
"PA14_31700,pgsA",314,242,120,164,88,24,28,36
"PA14_31720",312,225,48,85,36,13,12,12
"PA14_31730",46,35,5,23,13,1,3,1
"PA14_31740",150,124,48,37,30,8,8,20
"PA14_31750",136,151,34,53,35,6,21,28
"PA14_31760,cdsA",304,284,87,107,71,14,42,41
"PA14_31770",7,14,44,35,39,7,51,59
"PA14_31780",12,24,38,42,44,2,60,109
"PA14_31800",179,306,346,456,327,51,461,477
"PA14_31810,tpx",39,52,109,100,125,11,118,174
"PA14_31820,hisC",47,4,5,3,6,0,16,9
"PA14_31840",66,77,211,186,121,25,228,185
"PA14_31850",265,220,592,278,334,55,286,353
"PA14_31870",149,180,163,127,102,22,309,418
"PA14_31890",85,112,133,119,91,20,412,358
"PA14_31900",230,277,363,477,491,67,680,718
"PA14_31920,opmB",152,195,223,320,385,51,586,777
"PA14_31930",5,10,13,11,11,3,26,18
"PA14_31950,cztS",8,5,11,21,15,3,157,195
"PA14_31960,czrR",14,8,30,27,23,1,126,122
"PA14_31970,czcC",2,2,2,1,2,0,7,3
"PA14_31990,czcB",7,1,6,4,2,1,31,15
"PA14_32015",3,0,3,5,2,1,17,23
"PA14_32025",4,5,6,9,8,0,32,42
"PA14_32060,xylS",119,296,49,34,46,8,30,31
"PA14_32080,xylX",92,274,28,21,23,7,11,20
"PA14_32100,xylY",41,167,13,20,27,4,8,6
"PA14_32110,xylZ",14,52,12,14,16,5,7,6
"PA14_32130,benD",9,27,9,6,7,1,31,28
"PA14_32140,antC",1735,2340,119,57,126,18,5,2
"PA14_32150,antB",5173,6772,364,204,460,69,7,9
"PA14_32160,antA",11122,12833,787,435,1015,112,14,20
"PA14_32190",300,287,66,50,93,15,64,96
"PA14_32200,catR",11,37,28,19,26,2,48,70
"PA14_32220,catB",177,1303,38,45,64,12,13,24
"PA14_32230,catC",427,1757,53,62,112,15,19,32
"PA14_32240,catA",580,2776,107,169,217,27,28,33
"PA14_32250",0,1,2,1,1,0,3,15
"PA14_32270,oprD3",30,71,26,40,41,6,20,18
"PA14_32280",91,38,249,287,340,46,69,71
"PA14_32290",16,20,8,9,2,1,23,21
"PA14_32300",8,15,7,13,4,1,25,23
"PA14_32310",73,68,348,252,233,38,651,345
"PA14_32330",9,5,28,31,20,6,17,17
"PA14_32340",2,2,11,9,10,2,7,3
"PA14_32350",17,10,45,41,43,14,26,18
"PA14_32360",9,4,21,36,36,5,30,51
"PA14_32370",5,5,3,6,2,0,4,18
