gene_id,EV_1(GSM5097993),EV_2(GSM5097994),EV_3(GSM5097995),PA2577_1,PA2577_2,PA2577_3
D3C65_07495,60,34,46,62,66,52
D3C65_07500,140,127,131,117,123,160
D3C65_07505,52,30,38,46,40,33
D3C65_07510,24,26,29,27,24,30
D3C65_07515,59,30,41,40,33,22
D3C65_07520,27,6,14,12,14,14
D3C65_07525,54,43,55,41,40,31
D3C65_07530,47,58,57,57,60,61
D3C65_07535,102,88,98,100,89,92
D3C65_07540,48,49,48,61,50,56
D3C65_07545,31,45,45,36,47,33
D3C65_07550,26,25,23,34,27,37
D3C65_07555,25,9,14,24,20,31
D3C65_07560,49,44,50,57,47,69
D3C65_07565,39,36,36,29,42,42
D3C65_07570,60,40,39,40,57,43
D3C65_07575,20,22,24,21,29,21
D3C65_07580,65,53,62,62,84,81
D3C65_07585,33,22,22,28,17,23
D3C65_07590,83,74,63,94,88,63
D3C65_07595,34,35,41,44,42,42
D3C65_07600,14,10,13,22,10,8
D3C65_07605,21,11,13,11,22,12
D3C65_07610,93,54,70,70,83,91
D3C65_07615,26,33,16,21,28,30
D3C65_07620,425,345,436,548,567,649
D3C65_07625,16,18,18,26,19,20
D3C65_07630,987,933,849,834,768,850
D3C65_07635,581,434,484,522,491,447
D3C65_07640,278,245,261,266,227,243
D3C65_07645,312,237,282,297,274,264
D3C65_07650,557,429,482,545,493,484
D3C65_07655,2114,1585,1771,2032,2065,1920
D3C65_07660,436,335,357,397,361,381
D3C65_07665,699,683,861,772,751,836
D3C65_07670,340,263,272,326,308,278
D3C65_07675,1071,853,969,1080,1072,1010
D3C65_07680,652,518,638,617,641,687
D3C65_07685,353,238,292,246,267,251
D3C65_07690,1191,801,1159,1147,1143,1022
D3C65_07695,1574,1168,1418,1539,1470,1556
D3C65_07700,9344,7442,8994,8716,8903,8757
D3C65_07705,2307,1835,2102,1826,2032,1944
D3C65_07710,3011,2594,2922,2846,2696,2740
D3C65_07715,23,24,26,23,35,26
D3C65_07720,422,416,411,309,404,411
D3C65_07725,150,117,126,105,147,124
D3C65_07730,3028,2727,3402,2590,2667,2947
D3C65_07735,2156,1835,1940,1840,1890,2214
D3C65_07740,526,442,508,458,518,542
D3C65_07745,342,275,312,304,273,307
D3C65_07750,384,314,347,322,317,335
D3C65_07755,1188,946,945,1298,1070,1022
D3C65_07760,240,192,181,239,238,203
D3C65_07765,3637,3028,3458,3643,3552,3585
D3C65_07770,232,180,185,220,204,219
D3C65_07775,359,322,388,349,362,363
D3C65_07780,997,756,835,1019,985,911
D3C65_07785,30,29,20,19,22,30
D3C65_07790,2329,1879,2366,2253,2337,2313
D3C65_07795,1710,1474,2214,1725,2118,2462
D3C65_07800,229,158,139,221,211,216
D3C65_07805,145,112,119,102,144,141
D3C65_07810,146,165,154,168,134,168
D3C65_07815,74,60,70,79,84,92
D3C65_07820,135,112,136,182,141,145
D3C65_07825,257,199,233,257,275,301
D3C65_07830,2386,2081,3188,2443,2931,2857
D3C65_07835,326,240,252,262,279,280
D3C65_07840,1190,931,1208,1136,1170,1164
D3C65_07845,0,1,1,3,1,0
D3C65_07850,1190,1063,1284,1108,1185,1256
D3C65_07855,216,187,204,216,208,243
D3C65_07860,1024,728,832,911,875,947
D3C65_07865,4754,3749,4290,4714,4810,4290
D3C65_07870,39,39,58,41,44,46
D3C65_07875,473,474,467,415,346,340
D3C65_07880,14,19,19,9,15,7
D3C65_07885,9,11,11,7,10,12
D3C65_07890,5,6,4,3,5,3
D3C65_07895,205,186,183,204,158,125
D3C65_07900,36,59,48,26,44,43
D3C65_07905,23,25,41,22,24,18
D3C65_07910,26,27,21,28,23,16
D3C65_07915,15,15,20,15,22,14
D3C65_07920,33,29,35,14,26,17
D3C65_07925,1464,1045,1197,1389,1225,1159
D3C65_07930,1507,1095,1327,1603,1373,1251
D3C65_07935,630,551,682,662,606,636
D3C65_07940,778,602,693,516,579,610
D3C65_07945,587,557,732,705,692,678
D3C65_07950,254,225,296,315,309,303
D3C65_07955,1963,1661,1995,1976,1864,1972
D3C65_07960,395,308,368,316,326,282
D3C65_07965,178,153,165,132,145,162
D3C65_07970,151,196,484,288,259,214
D3C65_07975,121,131,321,204,250,179
D3C65_07980,103,104,165,159,158,123
D3C65_07985,28,29,21,28,24,25
D3C65_07990,8,4,4,9,19,13
D3C65_07995,255,199,246,184,196,200
D3C65_08000,201,159,207,128,150,198
D3C65_08005,41,20,24,18,29,18
D3C65_08010,96,85,117,92,104,96
D3C65_08015,275,236,268,274,260,243
D3C65_08020,32,33,41,55,36,37
D3C65_08025,50,34,50,51,55,46
D3C65_08030,39,41,31,43,50,34
D3C65_08035,212,183,272,259,281,275
D3C65_08040,134,178,223,272,236,262
D3C65_08045,18,17,13,24,21,19
D3C65_08050,10,14,15,14,17,12
D3C65_08055,12,8,19,17,16,16
D3C65_08060,121,90,114,96,131,117
D3C65_08065,340,257,312,681,626,579
D3C65_08070,619,644,660,1022,971,896
D3C65_08075,30,22,21,34,26,27
D3C65_08080,70,74,78,65,44,80
D3C65_08085,76,70,74,84,61,72
D3C65_08090,77,53,48,52,54,66
D3C65_08095,42,29,34,43,45,52
D3C65_08100,35,28,23,31,30,26
D3C65_08105,16,14,14,20,18,10
D3C65_08110,9,3,9,7,13,7
D3C65_08115,10,11,10,13,11,12
D3C65_08120,75,67,69,121,124,105
D3C65_08125,207,175,165,133,141,149
D3C65_08130,601,497,505,556,552,618
D3C65_08135,321,214,274,301,290,319
D3C65_08140,281,229,189,271,225,244
D3C65_08145,261,213,237,243,237,250
D3C65_08150,469,321,355,451,389,412
D3C65_08155,7643,6295,7136,7826,7033,6422
D3C65_08160,19,33,59,12,22,19
D3C65_08165,30,56,93,35,55,48
D3C65_08170,36,67,103,28,73,58
D3C65_08175,154,260,437,210,234,277
D3C65_08180,781,1092,1708,912,1138,1209
D3C65_08185,2199,2650,4141,2764,3530,3670
D3C65_08190,81,53,67,71,65,68
D3C65_08195,22,21,29,39,42,36
D3C65_08200,342,256,330,324,330,317
D3C65_08205,163,133,171,170,182,182
D3C65_08210,439,429,672,616,537,646
D3C65_08215,8143,8640,11864,10433,9441,10219
D3C65_08220,18,21,28,19,29,19
D3C65_08225,31,22,21,26,36,25
D3C65_08230,10,12,11,7,12,9
D3C65_08235,5,6,5,13,13,15
D3C65_08240,4,3,2,5,4,2
D3C65_08245,6,3,3,17,16,4
D3C65_08250,21,16,15,17,10,21
D3C65_08255,19,15,16,23,23,17
D3C65_08260,15,9,16,13,6,20
D3C65_08265,21,8,15,11,13,19
D3C65_08270,82,71,66,70,64,92
D3C65_08275,349,291,283,261,287,296
D3C65_08280,174,159,186,214,163,184
D3C65_08285,40,36,43,54,47,49
D3C65_08290,45,34,43,37,45,34
D3C65_08295,94,92,105,97,106,105
D3C65_08300,67,59,65,65,50,76
D3C65_08305,140,184,224,179,189,238
D3C65_08310,122,110,133,97,125,138
D3C65_08315,5977,6121,8439,6629,7172,8317
D3C65_08320,1399,1291,1461,1663,1694,2092
D3C65_08325,797,768,735,925,966,1055
D3C65_08330,382,352,371,458,405,484
D3C65_08335,140,137,126,151,150,151
D3C65_08340,38,36,40,36,46,42
D3C65_08345,99,74,84,124,114,92
D3C65_08350,46,49,49,51,45,35
D3C65_08355,200,137,132,181,182,134
D3C65_08360,978,627,815,1086,930,838
D3C65_08365,1562,1281,1918,2227,2187,1911
D3C65_08370,298,252,366,389,324,304
D3C65_08375,135,125,136,115,125,127
D3C65_08380,2500,2139,2678,2673,2621,2573
D3C65_08385,3014,2712,3751,3414,3425,3471
D3C65_08390,5147,4927,5976,6418,5841,6015
D3C65_08395,947,911,1044,1095,1095,1195
D3C65_08400,7441,6748,7390,5094,5815,6227
D3C65_08405,2923,2514,2778,2253,2480,2613
D3C65_08410,885,770,896,1051,862,969
D3C65_08415,756,576,765,704,766,731
D3C65_08420,559,542,479,382,375,409
D3C65_08425,5285,4373,4987,4754,4777,4766
D3C65_08430,747,670,902,802,738,875
D3C65_08435,264,185,220,227,209,241
D3C65_08440,1545,1641,2245,1713,1722,1871
D3C65_08445,65,51,45,49,40,48
D3C65_08450,1813,1474,1748,1449,1553,1598
D3C65_08455,823,611,663,745,726,672
D3C65_08460,132,112,149,137,135,191
D3C65_08465,4394,3849,6071,4367,5459,6051
D3C65_08470,182,141,123,116,115,147
D3C65_08475,191,139,151,119,162,180
D3C65_08480,106,82,74,80,78,69
D3C65_08485,301,211,207,158,226,256
D3C65_08490,156,134,126,119,161,155
D3C65_08495,439,276,297,360,392,439
D3C65_08500,328,213,215,205,287,311
D3C65_08505,374,243,214,215,285,325
D3C65_08510,325,217,155,215,260,290
D3C65_08515,1890,1345,1141,1217,1406,1782
D3C65_08520,2364,1684,1644,1481,1582,1763
D3C65_08525,36,28,26,31,38,51
D3C65_08530,100,78,59,77,93,88
D3C65_08535,70,49,67,67,76,78
D3C65_08540,503,429,403,410,440,409
D3C65_08545,138,106,120,137,121,142
D3C65_08550,33,36,28,25,38,29
D3C65_08555,100,88,95,114,126,102
D3C65_08560,89,73,110,86,92,87
D3C65_08565,607,438,539,459,520,508
D3C65_08570,376,254,297,281,339,262
D3C65_08575,314,224,215,301,266,234
D3C65_08580,665,456,467,671,593,518
D3C65_08585,2945,2298,2302,2722,2588,2470
D3C65_08590,527,406,432,329,382,380
D3C65_08595,108,79,127,127,124,168
D3C65_08600,845,661,733,864,840,831
D3C65_08605,23158,19576,25089,23139,23037,25551
D3C65_08610,49,42,33,26,32,40
D3C65_08615,7230,5724,6686,7342,7190,6872
D3C65_08620,205,182,217,224,242,230
D3C65_08625,437,399,390,454,454,463
D3C65_08630,1096,1071,1355,1027,1125,1303
D3C65_08635,50,47,71,37,51,45
D3C65_08640,334,324,341,289,306,302
D3C65_08645,167,176,201,204,245,254
D3C65_08650,2141,1603,1680,1934,1941,1934
D3C65_08655,849,718,857,942,901,866
D3C65_08660,567,504,518,567,521,601
D3C65_08665,5326,4489,4884,5193,4885,5137
D3C65_08670,74,46,64,81,82,68
D3C65_08675,11,7,11,4,13,13
D3C65_08680,4786,3830,4630,4339,4292,4563
D3C65_08685,37,30,45,54,37,54
D3C65_08690,1132,896,995,912,890,953
D3C65_08695,615,444,560,577,559,538
D3C65_08700,122,88,88,134,107,115
D3C65_08705,63,72,52,38,41,52
D3C65_08710,15,8,7,6,7,1
D3C65_08715,68,56,44,47,48,45
D3C65_08720,954,853,973,816,850,880
D3C65_08725,60,74,76,83,80,81
D3C65_08730,390,318,378,346,328,377
D3C65_08735,109,76,92,119,109,113
D3C65_08740,4412,3542,3966,4302,4230,4026
D3C65_08745,948,747,702,934,843,782
D3C65_08750,448,302,335,312,362,365
D3C65_08755,510,525,602,383,423,448
D3C65_08760,457,476,535,370,475,477
D3C65_08765,118,115,123,100,109,125
D3C65_08770,124,125,137,138,102,112
D3C65_08775,96,98,109,122,109,109
D3C65_08780,8,8,7,7,6,7
D3C65_08785,7,7,7,8,8,6
D3C65_08790,498,665,741,611,585,698
D3C65_08795,443,391,486,295,385,430
D3C65_08800,300,309,296,184,220,193
D3C65_08805,62,61,62,74,58,64
D3C65_08810,8,8,5,3,9,7
D3C65_08815,23,46,48,37,59,47
D3C65_08820,681,584,702,714,704,634
D3C65_08825,2000,1677,1808,2220,2352,2698
D3C65_08830,908,705,739,977,862,950
D3C65_08835,409,397,366,423,443,431
D3C65_08840,1213,996,837,1029,1017,960
D3C65_08845,1943,1539,1920,1511,1691,1730
D3C65_08850,17827,18192,17838,9407,12854,16827
D3C65_08855,195,168,195,212,156,207
D3C65_08860,398,315,339,317,318,383
D3C65_08865,2689,2321,2692,2224,2403,2472
D3C65_08870,0,3,3,4,4,10
D3C65_08875,821,1125,1719,1224,1046,1309
D3C65_08880,9568,8115,8513,8646,8608,8853
D3C65_08885,407,341,415,323,346,368
D3C65_08890,289,249,315,255,237,293
D3C65_08895,306,240,280,222,234,219
D3C65_08900,263,227,283,232,294,301
D3C65_08905,349,304,317,234,274,285
D3C65_08910,132,116,137,143,144,159
D3C65_08915,9301,8193,10302,11038,10580,10797
D3C65_08920,1006,792,912,826,873,918
D3C65_08925,802,603,617,652,669,621
D3C65_08930,85,86,119,105,133,131
D3C65_08935,20,27,42,32,27,28
D3C65_08940,19,12,16,19,23,19
D3C65_08945,22,9,13,17,24,21
D3C65_08950,61,44,63,54,46,73
D3C65_08955,47,49,64,57,63,55
D3C65_08960,241,234,262,257,223,278
D3C65_08965,2949,2425,2956,2982,3057,3084
D3C65_08970,983,723,825,941,878,851
D3C65_08975,3165,2602,2791,2494,2514,2639
D3C65_08980,9075,7601,8305,8847,8484,8382
D3C65_08985,2123,1611,1714,2031,1947,2023
D3C65_08990,987,843,962,940,995,1029
D3C65_08995,760,603,710,616,624,616
D3C65_09000,232,214,248,233,240,236
D3C65_09005,727,613,710,635,671,691
D3C65_09010,1010,839,983,1029,1009,1040
D3C65_09015,6,3,6,2,11,4
D3C65_09020,143,105,107,132,108,118
D3C65_09025,344,386,415,371,325,627
D3C65_09030,649,595,651,690,854,1259
D3C65_09035,276,250,238,305,295,494
D3C65_09040,99,101,94,119,158,178
D3C65_09045,25,24,25,25,20,59
D3C65_09050,530,362,452,353,375,387
D3C65_09055,148,116,165,193,187,151
D3C65_09060,1524,1108,1251,1427,1469,1283
D3C65_09065,1507,1048,1161,1507,1356,1203
D3C65_09070,495,410,465,456,478,425
D3C65_09075,1157,982,1199,1195,1143,1116
D3C65_09080,252,230,260,261,222,266
D3C65_09085,70,66,87,84,84,83
D3C65_09090,588,480,499,396,440,622
D3C65_09095,508,421,469,399,451,617
D3C65_09100,390,321,419,448,441,424
D3C65_09105,13,9,9,19,23,11
D3C65_09110,7,4,8,9,2,3
D3C65_09115,1283,1059,1306,1307,1215,1300
D3C65_09120,68,78,88,78,84,80
D3C65_09125,517,403,476,468,482,526
D3C65_09130,1031,674,773,742,808,802
D3C65_09135,1036,783,957,987,941,920
D3C65_09140,585,409,470,544,535,489
D3C65_09145,1622,1336,1429,1457,1399,1465
D3C65_09150,832,746,774,808,842,803
D3C65_09155,147,112,104,120,110,118
D3C65_09160,913,778,869,649,756,796
D3C65_09165,128,107,100,111,127,110
D3C65_09170,281,253,302,250,318,291
D3C65_09175,491,367,459,444,410,381
D3C65_09180,676,625,726,766,777,736
D3C65_09185,830,732,850,713,713,833
D3C65_09190,1092,911,955,868,966,989
D3C65_09195,2658,2279,2538,2519,2477,2488
D3C65_09200,729,758,904,667,807,816
D3C65_09205,656,541,658,731,732,714
D3C65_09210,510,390,463,485,418,443
D3C65_09215,778,598,729,687,679,725
D3C65_09220,449,400,386,409,403,413
D3C65_09225,99,67,80,95,71,93
D3C65_09230,5499,4348,4490,5145,5343,5407
D3C65_09235,10755,8691,10083,9567,9273,9533
D3C65_09240,3785,3056,3465,3025,3286,3534
D3C65_09245,1896,1491,1515,1514,1651,1699
D3C65_09250,1155,873,859,869,834,864
D3C65_09255,166,154,122,104,102,122
D3C65_09260,15515,13906,13204,12412,12959,17364
D3C65_09265,2235,1924,1502,1757,2100,2784
D3C65_09270,1889,1652,1244,1619,1675,2268
D3C65_09275,5361,4162,3026,4224,4588,6054
D3C65_09280,4976,4112,3030,3385,3863,5376
D3C65_09285,10,6,11,12,16,15
D3C65_09290,1608,1397,1458,1225,1250,1473
D3C65_09295,831,704,728,765,784,806
D3C65_09300,13595,10356,12709,13830,12960,12076
D3C65_09305,3342,2398,3005,3332,3276,2978
D3C65_09310,4386,3282,4150,4860,4349,3943
D3C65_09315,180,137,150,136,127,139
D3C65_09320,2991,2502,3102,3135,3171,2898
D3C65_09325,0,0,0,0,0,0
D3C65_09330,322,288,292,218,269,277
D3C65_09335,267,213,287,286,304,333
D3C65_09340,49,36,25,31,39,43
D3C65_09345,27,33,49,24,50,48
D3C65_09350,57,84,81,81,74,87
D3C65_09355,1195,956,1073,1165,1090,1132
D3C65_09360,744,631,623,655,647,684
D3C65_09365,1551,1332,1692,1192,1361,1441
D3C65_09370,1624,1433,1818,1757,1787,1867
D3C65_09375,2336,1851,2080,2130,2058,2092
D3C65_09380,23416,18767,22545,19501,20851,20519
D3C65_09385,5899,4570,5374,5129,5042,5101
D3C65_09390,3317,2670,2831,3054,2842,2841
D3C65_09395,3194,2415,2620,2694,2753,2744
D3C65_09400,8211,6482,6760,6305,6764,6506
D3C65_09405,2904,2234,2377,2117,2321,2375
D3C65_09410,208280,149978,144021,138739,135468,133098
D3C65_09415,1298,1235,1297,884,884,974
D3C65_09420,618,646,626,416,444,483
D3C65_09425,3795,3691,3343,2544,2893,2996
D3C65_09430,25461,22300,24307,20852,21576,21563
D3C65_09435,11299,9941,10866,8692,8713,9101
D3C65_09440,3640,3402,3379,2928,2807,2933
D3C65_09445,8748,6996,6821,5440,5570,5347
D3C65_09450,16961,13906,14464,11665,12107,11767
D3C65_09455,2613,2369,2016,1414,1407,1427
D3C65_09460,2027,1815,1560,1177,1161,1252
D3C65_09465,1532,1357,1186,802,952,896
D3C65_09470,4498,3954,3397,2504,2519,2562
D3C65_09475,10177,8919,8330,6665,6594,6384
D3C65_09480,7849,6852,6040,5130,4904,4915
D3C65_09485,13255,10838,10860,8764,8727,8623
D3C65_09490,9692,8562,7608,5195,5929,6088
D3C65_09495,6023,5035,4638,3942,4006,4198
D3C65_09500,5108,4469,4173,3340,3479,3644
D3C65_09505,2730,2633,2751,2432,2258,2513
D3C65_09510,11526,10180,10744,9207,9551,9924
D3C65_09515,184,207,220,248,224,216
D3C65_09520,27,47,35,14,12,17
D3C65_09525,7328,5598,6200,6495,6145,6242
D3C65_09530,2396,1915,2459,2141,2218,2200
D3C65_09535,68,71,68,70,65,61
D3C65_09540,68,65,77,94,78,74
D3C65_09545,300,296,339,379,387,395
D3C65_09550,8434,6254,6882,6969,7092,6536
D3C65_09555,872,988,1053,521,503,707
D3C65_09560,1631,1580,1662,856,1008,1058
D3C65_09565,758,747,828,454,462,544
D3C65_09570,155,204,241,56,82,147
D3C65_09575,160,157,186,103,122,137
D3C65_09580,196,173,149,154,153,157
D3C65_09585,666,517,515,534,561,524
D3C65_09590,359,319,293,294,316,326
D3C65_09595,1209,980,972,1128,1141,1100
D3C65_09600,180,151,161,143,188,188
D3C65_09605,307,255,365,337,354,341
D3C65_09610,1157,1011,1870,2895,2447,1610
D3C65_09615,176,152,171,160,155,157
D3C65_09620,642,506,537,475,479,536
D3C65_09625,365,267,363,311,295,288
D3C65_09630,157,158,173,142,150,172
D3C65_09635,1013,927,1162,1003,1045,1030
D3C65_09640,421,341,428,289,359,353
D3C65_09645,204,171,172,162,172,195
D3C65_09650,1317,1047,1098,1116,1171,1182
D3C65_09655,3549,2951,3189,3153,3332,3333
D3C65_09660,1600,1475,1659,1717,1524,1589
D3C65_09665,22677,19831,25445,20343,22336,23090
D3C65_09670,1407,1200,1210,1200,1216,1286
D3C65_09675,1778,1535,1751,1258,1402,1504
D3C65_09680,7680,6507,7603,6774,7113,7074
D3C65_09685,5172,4089,4512,3599,4109,4215
D3C65_09690,1714,1397,1508,1678,1653,1662
D3C65_09695,1074,1030,1114,941,965,1032
D3C65_09700,7793,6099,7249,7371,7228,6818
D3C65_09705,4516,3452,4006,3915,3941,3821
D3C65_09710,1660,1239,1284,1171,1153,1276
D3C65_09715,2261,1697,1816,2072,2077,2136
D3C65_09720,937,923,968,1084,1003,1066
D3C65_09725,1695,1446,1581,1662,1733,1699
D3C65_09730,664,535,514,473,541,553
D3C65_09735,798,601,578,663,660,642
D3C65_09740,294,241,171,186,228,210
D3C65_09745,169,121,120,158,120,119
D3C65_09750,430,316,293,266,296,307
D3C65_09755,459,421,404,407,397,359
D3C65_09760,650,565,531,436,475,529
D3C65_09765,276,183,200,189,219,223
D3C65_09770,8,8,13,8,6,12
D3C65_09775,1737,1992,2170,1093,1062,1495
D3C65_09780,728,776,934,636,524,795
D3C65_09785,535,372,428,419,435,441
D3C65_09790,916,699,774,786,780,819
D3C65_09795,435,345,461,483,499,438
D3C65_09800,497,454,613,467,466,507
D3C65_09805,157,166,164,174,151,142
D3C65_09810,110,75,119,127,128,115
D3C65_09815,1186,1006,1158,1107,1104,1156
D3C65_09820,944,720,838,827,820,800
D3C65_09825,707,644,594,456,503,530
D3C65_09830,657,609,722,739,628,724
D3C65_09835,1434,1124,1466,1333,1380,1233
D3C65_09840,6656,5323,6347,5688,5882,5811
D3C65_09845,46,43,54,44,39,38
D3C65_09850,3441,2763,3230,3619,3534,3545
D3C65_09855,1508,1187,1262,1526,1547,1567
D3C65_09860,682,578,601,618,650,795
D3C65_09865,1035,813,737,832,957,1143
D3C65_09870,454,339,433,445,419,395
D3C65_09875,248,230,235,258,248,288
D3C65_09880,520,410,442,484,463,450
D3C65_09885,553,454,498,520,489,515
D3C65_09890,696,606,613,664,643,664
D3C65_09895,351,292,355,361,345,355
D3C65_09900,171,124,131,132,172,140
D3C65_09905,455,404,436,465,467,441
D3C65_09910,1697,1437,2108,2058,2089,1962
D3C65_09915,434,362,447,535,516,527
D3C65_09920,26550,20985,23692,21794,22979,23916
D3C65_09925,5607,5471,6359,4102,4538,5113
D3C65_09930,5009,4255,5072,3187,3905,4207
D3C65_09935,1311,1162,1351,1075,1170,1243
D3C65_09940,801,679,769,694,744,798
D3C65_09945,715,598,645,501,546,651
D3C65_09950,241,146,201,134,158,174
D3C65_09955,462,358,341,292,331,333
D3C65_09960,228,184,173,149,195,195
D3C65_09965,396,300,333,283,316,287
D3C65_09970,292,218,209,199,188,220
D3C65_09975,94,86,72,85,79,57
D3C65_09980,411,382,411,346,342,380
D3C65_09985,690,534,565,600,611,548
D3C65_09990,977,761,1045,1006,1127,1180
D3C65_09995,239,210,199,261,248,254
D3C65_10000,947,790,957,954,937,1000
D3C65_10005,41,40,48,61,45,52
D3C65_10010,3380,2714,3263,3057,3133,3099
D3C65_10015,183,150,227,163,179,202
D3C65_10020,3,1,1,3,5,7
D3C65_10025,3676,3092,3561,3191,3297,3470
D3C65_10030,2122,1884,2476,2151,2197,2250
D3C65_10035,2158,1704,1796,1677,1600,1737
D3C65_10040,92,69,103,89,84,69
D3C65_10045,165,142,156,168,151,132
D3C65_10050,1025,804,960,1008,963,1014
D3C65_10055,188,151,170,135,164,179
D3C65_10060,363,263,330,339,340,389
D3C65_10065,768,618,800,759,759,868
D3C65_10070,4,4,9,3,4,2
D3C65_10075,74,65,84,67,86,91
D3C65_10080,1387,1166,1052,1433,1575,1973
D3C65_10085,48,49,29,119,120,114
D3C65_10090,40,32,30,106,120,130
D3C65_10095,96,53,59,236,215,216
D3C65_10100,555,540,606,571,574,584
D3C65_10105,296,261,251,203,188,237
D3C65_10110,91,74,117,113,92,114
D3C65_10115,37,44,48,25,32,38
D3C65_10120,3427,3012,3224,3077,3053,3429
D3C65_10125,234,207,203,223,225,223
D3C65_10130,1851,1442,1498,1642,1624,1664
D3C65_10135,2261,1689,1654,1565,1786,1671
D3C65_10140,808,622,694,742,772,792
D3C65_10145,399,353,380,386,407,397
D3C65_10150,318,221,246,257,236,266
D3C65_10155,300,229,226,251,274,234
D3C65_10160,149,202,157,171,162,191
D3C65_10165,1360,1169,1390,1074,1148,1240
D3C65_10170,1295,874,1160,1361,1197,1143
D3C65_10175,1465,1126,1419,1550,1494,1586
D3C65_10180,4087,3465,3931,3736,3817,3818
D3C65_10185,3344,2715,3358,2397,2752,2893
D3C65_10190,494,460,527,427,485,473
D3C65_10195,105,93,130,82,82,98
D3C65_10200,182,172,165,183,165,180
D3C65_10205,475,423,500,549,517,512
D3C65_10210,5186,4394,4648,4904,4970,4650
D3C65_10215,2721,2259,2435,2411,2435,2366
D3C65_10220,341,397,446,407,359,390
D3C65_10225,13906,11205,12608,12978,12557,12146
D3C65_10230,1200,1042,1110,1081,1052,1006
D3C65_10235,713,654,826,624,516,712
D3C65_10240,1182,935,1119,1543,1646,1510
D3C65_10245,2358,1931,2112,3546,3314,3245
D3C65_10250,2715,2923,2863,2445,2796,2946
D3C65_10255,2096,1597,1748,1852,1847,2001
D3C65_10260,1129,877,925,1117,1027,1076
D3C65_10265,1077,814,874,901,889,885
D3C65_10270,6214,4841,5583,5911,5712,5580
D3C65_10275,24124,19787,21070,20472,20131,19697
D3C65_10280,2884,2411,2599,2037,2206,2315
D3C65_10285,7115,5767,6608,6814,6916,6893
D3C65_10290,4395,3381,3666,3766,3987,3792
D3C65_10295,2069,1575,1758,1720,1819,1667
D3C65_10300,2287,1839,1975,1708,1838,1785
D3C65_10305,1739,1410,1486,1421,1458,1345
D3C65_10310,3267,2496,2545,2332,2462,2361
D3C65_10315,1305,1106,1052,1011,1104,1004
D3C65_10320,426,385,382,382,354,340
D3C65_10325,7823,6254,7450,8519,8238,7590
D3C65_10330,698,519,695,629,666,682
D3C65_10335,85,98,108,125,95,100
D3C65_10340,393,394,482,491,503,517
D3C65_10345,1743,1456,1582,1725,1686,1859
D3C65_10350,1290,943,1074,1163,1143,1198
D3C65_10355,1539,1212,1349,1096,1204,1257
D3C65_10360,299,269,293,263,243,262
D3C65_10365,216,190,181,137,193,188
D3C65_10370,1525,1371,1313,1166,1126,1212
D3C65_10375,1184,993,926,907,937,991
D3C65_10380,1434,1182,1202,1087,1164,1200
D3C65_10385,459,349,419,342,390,394
D3C65_10390,1528,1182,1202,1387,1376,1308
D3C65_10395,1145,886,945,858,933,850
D3C65_10400,1749,1375,1270,1021,1150,1132
D3C65_10405,18931,15357,20407,21834,20984,19670
D3C65_10410,13,16,11,13,9,12
D3C65_10415,2637,2402,2553,2040,2149,2231
D3C65_10420,1260,1140,1132,929,1006,978
D3C65_10425,4510,3641,3899,3210,3163,3389
D3C65_10430,263,214,209,230,216,240
D3C65_10435,13204,11813,13410,10639,10407,10758
D3C65_10440,9813,10319,10095,6997,6299,8614
D3C65_10445,3310,2974,3255,2879,2855,2859
D3C65_10450,10077,8066,8839,7434,8100,8107
D3C65_10455,18879,15104,15250,15258,15699,15019
D3C65_10460,41147,35637,33352,27688,26806,28826
D3C65_10465,11108,8325,8508,9111,9180,9249
D3C65_10470,2311,1767,1837,1672,1769,1726
D3C65_10475,1272,1090,1114,1229,1210,1160
D3C65_10480,1089,913,995,944,1023,1001
D3C65_10485,1813,1485,1473,1320,1412,1492
D3C65_10490,1656,1345,1577,1649,1433,1591
D3C65_10495,2295,1845,1937,1798,1826,1909
D3C65_10500,487,424,543,494,492,526
D3C65_10505,1633,1384,1399,1434,1414,1283
D3C65_10510,850,685,758,702,687,732
D3C65_10515,412,305,400,375,406,391
D3C65_10520,348,265,350,394,291,336
D3C65_10525,5736,4750,5177,5908,5642,5682
D3C65_10530,14582,11320,12901,15235,14440,13617
D3C65_10535,16361,12460,13662,16812,16658,15354
D3C65_10540,11971,9290,9999,9827,9855,9981
D3C65_10545,422,340,377,420,339,394
D3C65_10550,395,276,254,348,326,377
D3C65_10555,257,183,216,253,248,275
D3C65_10560,1163,953,1091,1241,1397,1387
D3C65_10565,630,656,703,890,851,903
D3C65_10570,2330,1910,2001,2199,2290,2221
D3C65_10575,2675,2220,2194,2402,2506,2600
D3C65_10580,514,490,550,542,555,509
D3C65_10585,907,716,789,861,861,907
D3C65_10590,184,159,199,146,150,160
D3C65_10595,127,126,128,114,130,115
D3C65_10600,158,121,133,148,165,195
D3C65_10605,5,4,5,3,3,5
D3C65_10610,140,143,153,125,139,129
D3C65_10615,52,34,30,58,41,61
D3C65_10620,45,36,30,31,25,36
D3C65_10625,35,49,35,36,40,56
D3C65_10630,45,36,44,71,47,35
D3C65_10635,16,13,13,22,18,25
D3C65_10640,55,57,45,63,57,65
D3C65_10645,362,259,302,244,257,255
D3C65_10650,854,666,960,963,940,815
D3C65_10655,142,98,112,107,113,118
D3C65_10660,367,281,301,333,336,347
D3C65_10665,100,78,117,117,111,118
