gene_id,EV_1(GSM5097993),EV_2(GSM5097994),EV_3(GSM5097995),PA2577_1,PA2577_2,PA2577_3
D3C65_22885,659,534,532,404,450,452
D3C65_22890,7062,5557,6259,5721,5772,5654
D3C65_22895,15483,13465,14987,11842,10848,11018
D3C65_22900,1595,1321,1568,1631,1610,1730
D3C65_22905,4832,3661,4488,5052,4928,4540
D3C65_22910,1953,1301,1687,1797,1687,1688
D3C65_22915,1181,882,1011,1102,1059,1017
D3C65_22920,2319,1824,2028,2043,2082,2104
D3C65_22925,1092,881,1016,1157,1089,1159
D3C65_22930,2562,1850,2030,2450,2310,2353
D3C65_22935,1656,1214,1270,1549,1554,1510
D3C65_22940,971,866,1094,1017,923,977
D3C65_22945,296,266,312,332,263,378
D3C65_22950,327,297,358,336,346,365
D3C65_22955,151,149,181,199,216,215
D3C65_22960,2218,1845,2912,2322,2627,2785
D3C65_22965,7633,6012,7039,7292,7154,7350
D3C65_22970,281,218,253,215,247,259
D3C65_22975,420,317,361,346,363,421
D3C65_22980,756,655,696,697,687,809
D3C65_22985,9848,7582,8082,9613,9348,9442
D3C65_22990,421,368,391,352,377,442
D3C65_22995,365,329,376,315,347,344
D3C65_23000,861,660,799,891,857,854
D3C65_23005,74,66,83,68,91,105
D3C65_23010,294,296,271,320,321,313
D3C65_23015,438,366,351,434,447,413
D3C65_23020,478,403,413,435,400,481
D3C65_23025,46,37,44,36,45,43
D3C65_23030,104,78,109,78,95,76
D3C65_23035,43,38,37,44,43,38
D3C65_23040,130,116,161,193,162,175
D3C65_23045,225,190,209,184,237,224
D3C65_23050,76,43,61,55,57,57
D3C65_23055,1015,804,1154,791,865,879
D3C65_23060,8737,7118,9422,8236,8730,9531
D3C65_23065,550,556,743,501,594,690
D3C65_23070,26,21,34,52,37,47
D3C65_23075,4,5,10,18,15,13
D3C65_23080,9220,8143,11718,6042,8003,9836
D3C65_23085,329,314,375,472,409,427
D3C65_23090,272,152,219,409,352,311
D3C65_23095,377,268,348,479,451,447
D3C65_23100,1573,1183,1495,1994,1877,1735
D3C65_23105,126,91,126,34,50,61
D3C65_23110,1809,1505,2064,1068,1094,1053
D3C65_23115,268,284,365,225,165,139
D3C65_23120,1795,1543,2115,1722,1820,1876
D3C65_23125,25,26,32,26,31,32
D3C65_23130,347,241,324,298,322,365
D3C65_23135,85,68,87,89,87,104
D3C65_23140,198,188,168,173,174,156
D3C65_23145,25,19,20,21,17,28
D3C65_23150,12,22,26,15,21,23
D3C65_23155,14512,11672,13543,14832,13715,12950
D3C65_23160,1180,1026,1225,1245,1142,1296
D3C65_23165,385,303,356,332,337,336
D3C65_23170,306,309,440,309,350,358
D3C65_23175,7914,5802,5983,7471,6932,6877
D3C65_23180,1186,914,925,1069,960,855
D3C65_23185,2078,1531,1622,1805,1724,1690
D3C65_23190,1474,1142,1179,1340,1313,1209
D3C65_23195,1040,894,1082,954,1038,1127
D3C65_23200,1474,1162,1266,1285,1287,1306
D3C65_23205,1223,1035,1193,1225,1211,1234
D3C65_23210,278,236,271,217,217,204
D3C65_23215,727,605,675,664,737,696
D3C65_23220,687,580,594,611,670,693
D3C65_23225,406,368,323,329,298,370
D3C65_23230,602,521,530,521,524,564
D3C65_23235,9,5,13,13,14,17
D3C65_23240,86,71,80,70,76,90
D3C65_23245,284,332,394,350,352,441
D3C65_23250,63,38,51,41,48,35
D3C65_23255,54011,46847,99220,130353,114567,65313
D3C65_23260,7290,6528,12750,17211,15024,8825
D3C65_23265,412,335,533,832,674,516
D3C65_23270,1078,889,1193,1191,1176,1118
D3C65_23275,1677,1365,1766,1854,1795,1673
D3C65_23280,1050,802,794,999,1000,866
D3C65_23285,301,271,300,295,272,286
D3C65_23290,229,178,222,220,205,229
D3C65_23295,1318,1104,1170,1248,1227,1284
D3C65_23300,2325,1997,2126,2250,2244,2271
D3C65_23305,4953,4138,4655,4474,4253,4207
D3C65_23310,476,404,468,535,490,470
D3C65_23315,174,122,172,183,209,192
D3C65_23320,564,462,508,579,514,511
D3C65_23325,282,266,243,210,261,290
D3C65_23330,1460,1173,1334,1371,1462,1530
D3C65_23335,508,490,473,405,415,458
D3C65_23340,1891,1597,1617,1665,1701,1773
D3C65_23345,23510,20037,23940,22293,23101,23427
D3C65_23350,7,9,6,6,5,5
D3C65_23355,2105,1946,2004,1865,1839,1982
D3C65_23360,353,354,467,351,365,385
D3C65_23365,22207,19261,20532,17261,18095,18392
D3C65_23370,20889,16753,18993,17270,17609,17616
D3C65_23375,10551,8322,9756,8641,8595,8128
D3C65_23380,3435,2914,3431,3525,3297,3316
D3C65_23385,4870,3677,4311,3737,4045,4049
D3C65_23390,8140,6235,7197,7254,7413,7001
D3C65_23395,3110,2475,2663,2398,2397,2436
D3C65_23400,2689,2183,2552,1911,2079,2137
D3C65_23405,5882,4517,5301,5002,5029,4917
D3C65_23410,4623,4100,4193,3851,3945,3844
D3C65_23415,4922,3821,4541,4350,4133,4330
D3C65_23420,5889,4823,5584,4957,5155,5366
D3C65_23425,6974,5859,6718,5685,5843,6089
D3C65_23430,675,631,631,474,556,544
D3C65_23435,5308,4565,5568,4001,4468,4625
D3C65_23440,4021,4001,4857,4121,3592,4025
D3C65_23445,347711,292494,302774,225076,160607,240215
D3C65_23450,798,779,789,698,711,754
D3C65_23455,3887,3145,3856,3901,3843,3855
D3C65_23460,445,310,389,380,417,408
D3C65_23465,2101,1696,1975,2059,2048,1776
D3C65_23470,1811,1400,1483,1480,1448,1400
D3C65_23475,2079,1698,1782,1495,1588,1555
D3C65_23480,1994,1610,1706,1549,1698,1537
D3C65_23485,15740,11934,12535,11387,12335,11703
D3C65_23490,23849,17976,18294,18499,18994,17184
D3C65_23495,14371,10979,11532,13197,12155,11224
D3C65_23500,35962,32522,32248,25538,27419,28204
D3C65_23505,48071,40123,44476,51738,46717,43231
D3C65_23510,1351,973,1249,1325,1213,1251
D3C65_23515,302,293,324,299,345,283
D3C65_23520,619,512,556,617,610,635
D3C65_23525,104,81,101,111,92,109
D3C65_23530,4459,3647,4106,4613,4405,4227
D3C65_23535,4715,3806,3933,4020,4135,4087
D3C65_23540,971,822,804,740,759,824
D3C65_23545,3823,3393,4072,4362,3924,4185
D3C65_23550,5390,3861,4043,3698,3642,3420
D3C65_23555,3108,2584,2357,2301,2195,2166
D3C65_23560,557,395,493,564,518,503
D3C65_23565,1246,999,1062,1129,1093,1117
D3C65_23570,1877,1532,1949,1891,1860,2016
D3C65_23575,1615,1198,1362,1485,1543,1521
D3C65_23580,2917,2517,2992,2774,2939,2968
D3C65_23585,3538,2707,3012,3077,3097,2997
D3C65_23590,11221,8885,9822,10238,10428,10105
D3C65_23595,1692,1453,1537,1799,1595,1724
D3C65_23600,896,750,761,600,552,647
D3C65_23605,4838,3895,4362,4306,4075,3892
D3C65_23610,1946,1541,1678,1581,1581,1529
D3C65_23615,2234,1816,1794,1536,1698,1632
D3C65_23620,3955,3226,3319,3200,3223,3213
D3C65_23625,6005,5071,6595,6677,6368,6461
D3C65_23630,1986,1644,2135,1852,1809,1882
D3C65_23635,1911,1550,1978,2002,1808,1783
D3C65_23640,3958,3031,3473,3725,3566,3221
D3C65_23645,3866,3143,3588,3684,3533,3579
D3C65_23650,6784,5695,6219,7000,6233,6159
D3C65_23655,8054,7248,9142,8082,7812,7820
D3C65_23660,3926,3403,4210,4025,4066,4020
D3C65_23665,4112,3033,3429,3758,3852,3616
D3C65_23670,1170,993,1037,1055,956,1043
D3C65_23675,24,28,35,24,31,38
D3C65_23680,40,37,34,38,50,26
D3C65_23685,19,15,24,24,19,29
D3C65_23690,115,86,111,96,114,97
D3C65_23695,18,18,33,27,37,24
D3C65_23700,1751,1398,1974,1851,1985,1690
D3C65_23705,1542,1215,1302,1494,1439,1507
D3C65_23710,1926,1550,1959,1823,1938,1744
D3C65_23715,739,547,708,665,709,745
D3C65_23720,2669,2222,2573,2270,2379,2636
D3C65_23725,2031,1759,1997,1785,1826,1915
D3C65_23730,595,526,542,496,525,571
D3C65_23735,696,510,591,655,703,628
D3C65_23740,3617,2984,3311,3587,3461,3502
D3C65_23745,11707,9531,10583,11628,11668,11480
D3C65_23750,2378,1845,2412,2680,2473,2319
D3C65_23755,7544,6008,7415,8217,7711,7342
D3C65_23760,8941,7295,8569,8381,8321,7847
D3C65_23765,266,194,224,282,281,279
D3C65_23770,413,338,360,330,354,364
D3C65_23775,1424,1064,1209,1202,1302,1189
D3C65_23780,1243,1022,1215,1166,1223,1252
D3C65_23785,8757,6641,8403,8416,8623,8529
D3C65_23790,1043,713,949,980,956,898
D3C65_23795,4818,3470,4754,4025,4178,4230
D3C65_23800,1630,1452,1901,1906,1659,1736
D3C65_23805,2639,2005,2391,1930,2031,1994
D3C65_23810,3781,3379,4622,3920,4061,4538
D3C65_23815,2409,1833,2092,2025,2044,2218
D3C65_23820,759,695,676,811,843,1116
D3C65_23825,172,154,166,172,195,227
D3C65_23830,1874,1438,1358,1168,1365,1611
D3C65_23835,309,275,328,343,299,348
D3C65_23840,4204,3418,3299,3437,3624,4402
D3C65_23845,34,22,28,25,26,40
D3C65_23850,456,403,334,406,402,640
D3C65_23855,757,654,642,643,756,1002
D3C65_23860,530,486,431,441,452,536
D3C65_23865,377,266,232,318,316,392
D3C65_23870,406,292,276,365,350,419
D3C65_23875,357,310,243,281,342,374
D3C65_23880,524,500,590,578,626,605
D3C65_23885,69,77,81,67,61,58
D3C65_23890,175,161,139,110,136,149
D3C65_23895,325,254,277,281,277,283
D3C65_23900,604,484,620,638,597,606
D3C65_23905,2074,2020,2478,2763,2657,2826
D3C65_23910,499,437,484,401,387,391
D3C65_23915,410,333,328,448,356,393
D3C65_23920,216,148,149,197,160,150
D3C65_23925,320,298,284,299,274,269
D3C65_23930,603,486,519,605,646,616
D3C65_23935,345,240,340,302,291,337
D3C65_23940,4081,3327,3750,3787,3593,3591
D3C65_23945,1580,1378,1668,1559,1555,1651
D3C65_23950,445,409,423,309,378,382
D3C65_23955,314,286,347,345,386,360
D3C65_23960,3672,3984,5157,4109,4287,4430
D3C65_23965,931,706,846,800,768,885
D3C65_23970,1292,1242,941,354,442,675
D3C65_23975,65723,57039,52985,32384,31224,37223
D3C65_23980,3526,3279,3939,3014,3010,3282
D3C65_23985,4694,4818,6200,4153,4768,4579
D3C65_23990,1523,1267,1464,1243,1268,1225
D3C65_23995,1260,971,1012,1005,1020,1079
D3C65_24000,241,206,213,222,222,198
D3C65_24005,185,151,136,125,126,140
D3C65_24010,303,244,284,223,256,255
D3C65_24015,201,189,188,209,209,195
D3C65_24020,388,294,393,333,364,351
D3C65_24025,438,427,528,618,508,625
D3C65_24030,209,120,179,180,191,166
D3C65_24035,297,256,318,407,372,406
D3C65_24040,2474,2055,2612,2552,2519,2515
D3C65_24045,1018,862,992,902,901,903
D3C65_24050,39,28,37,30,38,36
D3C65_24055,479,432,571,489,507,489
D3C65_24060,122,126,146,114,147,130
D3C65_24065,55,41,48,44,43,46
D3C65_24070,27,21,23,31,31,27
D3C65_24075,37,39,33,26,42,31
D3C65_24080,41,45,36,37,48,34
D3C65_24085,14,9,13,6,10,8
D3C65_24090,92,75,95,98,90,72
D3C65_24095,132,156,174,137,128,128
D3C65_24100,566,455,505,423,392,438
D3C65_24105,39,26,34,29,27,36
D3C65_24110,68,50,53,31,29,49
D3C65_24115,36,27,38,42,41,29
D3C65_24120,32,23,48,34,29,23
D3C65_24125,488,351,452,388,418,441
D3C65_24130,88,85,106,77,85,78
D3C65_24135,48,32,43,32,35,37
D3C65_24140,328,263,319,280,240,252
D3C65_24145,67,55,55,45,56,54
D3C65_24150,186,165,204,180,165,143
D3C65_24155,62,58,55,42,43,32
D3C65_24160,50,46,47,61,47,29
D3C65_24165,8,6,10,12,13,16
D3C65_24170,310,257,283,225,233,262
D3C65_24175,138,100,138,105,112,94
D3C65_24180,310,230,320,228,254,241
D3C65_24185,354,297,330,261,278,290
D3C65_24190,68,85,78,59,68,65
D3C65_24195,9,21,20,15,15,17
D3C65_24200,131,130,163,145,113,131
D3C65_24205,82,75,74,62,68,63
D3C65_24210,179,182,194,148,159,176
D3C65_24215,126,80,89,101,100,84
D3C65_24220,169,148,191,147,144,129
D3C65_24225,208,199,232,215,206,219
D3C65_24230,123,126,114,128,102,101
D3C65_24235,64,55,47,47,37,46
D3C65_24240,195,143,185,163,165,167
D3C65_24245,113,116,90,89,86,81
D3C65_24250,260,211,221,210,204,183
D3C65_24255,190,151,153,139,136,130
D3C65_24260,162,117,140,110,122,129
D3C65_24265,29,21,33,20,22,34
D3C65_24270,41,41,31,39,43,40
D3C65_24275,1892,1454,1688,1707,1531,1497
D3C65_24280,1234,1357,1282,1006,988,1004
D3C65_24285,6478,5416,6293,4786,4981,4372
D3C65_24290,790,664,780,650,611,519
D3C65_24295,681,615,670,489,511,462
D3C65_24300,202,201,260,201,212,181
D3C65_24305,1191,993,1105,1035,1014,820
D3C65_24310,281,210,269,249,234,207
D3C65_24315,117,107,101,123,100,88
D3C65_24320,132,108,121,104,98,83
D3C65_24325,97,66,69,63,73,46
D3C65_24330,122,95,81,95,91,72
D3C65_24335,61,50,68,67,72,60
D3C65_24340,125,88,107,95,102,100
D3C65_24345,4602,4362,4192,2912,2978,2857
D3C65_24350,261,249,301,256,247,273
D3C65_24355,1203,1110,1142,924,897,1050
D3C65_24360,16227,14146,15940,12940,13089,12954
D3C65_24365,3490,2856,2937,2645,2374,2347
D3C65_24370,513,505,582,407,385,429
D3C65_24375,251,257,335,287,286,308
D3C65_24380,41,39,38,25,28,27
D3C65_24385,142,132,125,118,113,131
D3C65_24390,540,451,583,500,502,460
D3C65_24395,46,45,76,63,40,48
D3C65_24400,50,37,54,46,38,42
D3C65_24405,25,27,35,33,40,42
D3C65_24410,204,170,200,148,181,159
D3C65_24415,97,98,86,97,76,74
D3C65_24420,41,38,51,36,27,35
D3C65_24425,352,290,357,294,304,270
D3C65_24430,1159,982,946,782,791,808
D3C65_24435,882,740,645,608,600,610
D3C65_24440,632,548,564,473,405,451
D3C65_24445,17,13,7,9,10,14
D3C65_24450,76,95,96,83,88,91
D3C65_24455,672,797,995,1032,869,962
D3C65_24460,837,917,950,640,701,694
D3C65_24465,253,219,213,181,195,173
D3C65_24470,61,65,87,86,71,68
D3C65_24475,67,31,48,42,32,40
D3C65_24480,33,18,44,28,33,24
D3C65_24485,36,32,28,23,26,38
D3C65_24490,30,22,14,17,21,12
D3C65_24495,156,142,125,126,126,132
D3C65_24500,50,31,44,37,33,33
D3C65_24505,203,159,172,153,158,149
D3C65_24510,149,143,132,91,93,109
D3C65_24515,474,570,427,248,259,301
D3C65_24520,77,52,79,37,48,69
D3C65_24525,43,49,47,30,50,42
D3C65_24530,25,18,21,18,27,16
D3C65_24535,183,126,150,89,109,105
D3C65_24540,58,83,64,52,56,63
D3C65_24545,107,66,112,70,71,64
D3C65_24550,104,87,93,79,72,71
D3C65_24555,84,77,80,84,94,65
D3C65_24560,36,25,33,30,18,28
D3C65_24565,398,321,322,333,318,303
D3C65_24570,37,26,30,23,28,25
D3C65_24575,68,40,59,63,45,55
D3C65_24580,914,904,1005,751,824,793
D3C65_24585,214,223,179,106,138,126
D3C65_24590,10,10,8,8,4,6
D3C65_24595,37,40,43,22,22,24
D3C65_24600,47,26,49,26,35,42
D3C65_24605,107,123,122,105,114,119
D3C65_24610,17,14,21,14,6,14
D3C65_24615,193,171,165,138,140,122
D3C65_24620,1699,2214,2297,1833,1405,1384
D3C65_24625,298,251,274,300,255,257
D3C65_24630,186,165,161,160,174,154
D3C65_24635,1368,1187,1259,835,918,952
D3C65_24640,156,146,161,105,100,85
D3C65_24645,933,882,982,877,845,849
D3C65_24650,744,720,886,690,657,790
D3C65_24655,1245,1036,1266,1025,985,978
D3C65_24660,773,822,1058,562,458,656
D3C65_24665,386,478,554,292,284,292
D3C65_24670,22,23,26,28,28,24
D3C65_24675,8698,7777,16374,16663,16133,11716
D3C65_24680,865,709,790,724,733,745
D3C65_24685,3484,2970,3452,3262,3454,3483
D3C65_24690,3810,3061,3470,4209,3802,3893
D3C65_24695,178,170,170,221,170,208
D3C65_24700,691,571,671,794,643,712
D3C65_24705,1246,978,1073,1120,1087,1081
D3C65_24710,1279,1071,1014,1095,1206,1107
D3C65_24715,11,11,15,13,11,16
D3C65_24720,514,508,568,482,512,531
D3C65_24725,496,448,547,552,530,475
D3C65_24730,667,589,688,688,702,684
D3C65_24735,442,383,430,463,450,421
D3C65_24740,4324,3646,4025,4312,4001,4202
D3C65_24745,353,312,333,288,279,282
D3C65_24750,559,458,473,500,547,522
D3C65_24755,2619,2106,2171,2196,2194,2292
D3C65_24760,2021,1489,1734,1809,1813,1817
D3C65_24765,1999,1624,1807,1588,1747,1685
D3C65_24770,15927,12732,14872,14447,14897,14513
D3C65_24775,3035,2600,2946,2849,2940,2909
D3C65_24780,1094,854,940,1031,1012,1067
D3C65_24785,21478,18455,21550,19331,18648,19964
D3C65_24790,1121,977,1074,759,843,874
D3C65_24795,5400,4185,5274,5297,5319,4940
D3C65_24800,7871,6723,8527,7945,8341,7738
D3C65_24805,21296,19475,20926,16274,17998,18308
D3C65_24810,31605,28343,31169,31853,30245,28452
D3C65_24815,5044,4097,4501,4788,4686,4486
D3C65_24820,95,79,85,82,87,95
D3C65_24825,10539,8572,13256,11094,12521,13249
D3C65_24830,1848,1487,1506,1775,1634,1705
D3C65_24835,259,243,192,160,216,168
D3C65_24840,2083,1596,1583,1605,1550,1553
D3C65_24845,246,282,266,318,264,270
D3C65_24850,7565,6292,7370,6523,7033,7382
D3C65_24855,1486,1536,2191,1536,1829,2213
D3C65_24860,11101,8380,9531,13185,11953,11945
D3C65_24865,1796,1364,1484,1750,1697,1633
D3C65_24870,605,496,517,458,536,497
D3C65_24875,571,470,538,596,613,564
D3C65_24880,1135,953,925,770,568,765
D3C65_24885,938,730,1093,1047,977,877
D3C65_24890,1110,821,1115,1099,1153,975
D3C65_24895,513,448,594,521,534,462
D3C65_24900,556,428,580,516,552,494
D3C65_24905,52,42,55,53,60,58
D3C65_24910,3047,2469,4020,3094,3429,3641
D3C65_24915,1020,844,820,835,817,833
D3C65_24920,114,96,87,111,109,127
D3C65_24925,157,128,139,156,143,141
D3C65_24930,176,148,164,133,156,202
D3C65_24935,246,194,196,244,228,250
D3C65_24940,165,158,140,140,133,153
D3C65_24945,234,187,230,175,198,208
D3C65_24950,11480,9232,10553,10716,10567,10274
D3C65_24955,24,32,31,29,28,19
D3C65_24960,1227,1863,2530,2513,2111,2344
D3C65_24965,130,231,146,1059,193,146
D3C65_24970,269,539,356,2085,390,301
D3C65_24975,131,254,192,872,216,161
D3C65_24980,559,507,508,756,542,462
D3C65_24985,2688,2250,2600,2791,2551,2742
D3C65_24990,11828,8958,10814,11649,11276,10858
D3C65_24995,233,154,161,136,158,176
D3C65_25000,838,670,675,748,807,815
D3C65_25005,483,396,432,442,512,524
D3C65_25010,5286,4270,4592,5628,6136,6090
D3C65_25015,752,662,702,577,725,770
D3C65_25020,379,362,423,433,442,451
D3C65_25025,1368,1098,1238,1152,1212,1221
D3C65_25030,1225,1349,1699,1777,1556,1822
D3C65_25035,1998,2309,2852,2195,1883,2383
D3C65_25040,62,72,74,47,66,60
D3C65_25045,338,265,259,278,287,258
D3C65_25050,29,44,33,24,23,20
D3C65_25055,2774,2551,2748,2210,2309,2249
D3C65_25060,879,904,1163,945,1044,1146
D3C65_25065,1284,1225,1688,1243,1228,1241
D3C65_25070,1225,1077,1291,1219,1238,1231
D3C65_25075,129,123,152,123,145,136
D3C65_25080,762,688,730,498,653,679
D3C65_25085,817,675,755,967,1068,976
D3C65_25090,322,278,315,387,431,401
D3C65_25095,2384,2268,2991,2950,3373,3249
D3C65_25100,27,29,30,24,25,24
D3C65_25105,249,203,205,255,281,283
D3C65_25110,57,65,98,82,91,74
D3C65_25115,948,723,649,549,636,679
D3C65_25120,3249,2497,2453,1867,2309,2332
D3C65_25125,481,395,478,485,541,537
D3C65_25130,1197,1025,1147,1244,1217,1287
D3C65_25135,2842,2170,2279,2523,2468,2492
D3C65_25140,481,404,479,550,510,504
D3C65_25145,147,119,132,149,135,157
D3C65_25150,1924,1467,1500,1888,1726,1657
D3C65_25155,3946,2986,3228,3911,3738,3533
D3C65_25160,2612,2412,2639,2363,2622,3008
D3C65_25165,434,400,427,467,502,477
D3C65_25170,192,178,218,291,309,278
D3C65_25175,118,91,115,155,144,154
D3C65_25180,83,73,88,76,94,74
D3C65_25185,2669,2066,2279,2847,2578,2458
D3C65_25190,704,589,589,566,625,610
D3C65_25195,106,97,85,80,92,92
D3C65_25200,2826,2174,2205,3103,2835,2674
D3C65_25205,7997,6110,6426,7347,7476,7875
D3C65_25210,215,203,187,215,211,250
D3C65_25215,835,628,723,649,707,747
D3C65_25220,468,396,492,597,535,581
D3C65_25225,593,477,460,488,485,472
D3C65_25230,1463,1144,1354,1832,1705,1466
D3C65_25235,1291,1005,1111,1342,1294,1216
D3C65_25240,1691,1271,1296,1497,1410,1345
D3C65_25245,60,51,77,67,53,62
D3C65_25250,10,10,10,13,15,13
D3C65_25255,14,10,7,16,13,5
D3C65_25260,40,22,25,35,36,44
D3C65_25265,45,23,50,38,41,31
D3C65_25270,20,25,39,39,31,29
D3C65_25275,97,84,102,78,72,83
D3C65_25280,1668,1348,1495,1558,1530,1549
D3C65_25285,1069,941,1102,882,996,996
D3C65_25290,988,893,1158,1084,1177,1155
D3C65_25295,479,467,599,446,457,528
D3C65_25300,383,353,389,291,322,336
D3C65_25305,599,514,578,545,554,567
D3C65_25310,12177,9856,9305,9214,9295,9198
D3C65_25315,1120,895,918,895,868,869
D3C65_25320,1358,1116,1058,969,1050,1003
D3C65_25325,2181,1647,1806,1789,1783,1698
D3C65_25330,2833,2214,2528,2482,2354,2409
D3C65_25335,2873,2326,2621,2343,2411,2395
D3C65_25340,3894,3252,3734,4044,3994,4056
D3C65_25345,710,616,693,731,800,725
D3C65_25350,9194,8856,9526,6489,6602,6754
D3C65_25355,1865,1814,2064,1404,1443,1666
D3C65_25360,32391,28280,30591,28478,27661,27658
D3C65_25365,56806,44936,52676,44899,43142,43329
D3C65_25370,3188,2747,3084,2949,2767,2758
D3C65_25375,10212,8283,9457,9771,9404,9130
D3C65_25380,35,44,74,40,25,37
D3C65_25385,107,98,125,111,94,96
D3C65_25390,52,64,72,72,62,73
D3C65_25395,21,21,22,18,18,18
D3C65_25400,1,0,1,0,2,1
D3C65_25405,14,24,21,19,10,11
D3C65_25410,241,187,205,205,183,192
D3C65_25415,68,58,64,93,56,71
D3C65_25420,2,2,0,2,3,2
D3C65_25425,46,32,38,50,45,36
D3C65_25430,8,8,14,18,12,11
D3C65_25435,3,9,5,13,5,11
D3C65_25440,6,9,8,7,4,10
D3C65_25445,12,17,15,8,7,13
D3C65_25450,1346,1340,1495,1146,1085,1149
D3C65_25455,3426,3206,3424,3030,2757,2498
D3C65_25460,2403,2125,2219,1839,1642,1578
D3C65_25465,1673,1532,1559,1285,1233,1135
D3C65_25470,332,376,365,255,275,254
D3C65_25475,308,361,386,308,280,279
D3C65_25480,48,44,54,41,27,37
D3C65_25485,4007,3018,2680,3688,3638,3672
D3C65_25490,1720,1357,1461,1737,1739,1607
D3C65_25495,844,804,902,893,857,956
D3C65_25500,418,366,398,419,402,390
D3C65_25505,1033,812,927,933,1010,923
D3C65_25510,10,19,15,16,21,20
D3C65_25515,48,33,34,49,39,44
D3C65_25520,92,99,132,120,122,127
D3C65_25525,332,310,377,285,276,280
D3C65_25530,2391,1790,2057,2263,2142,1887
D3C65_25535,1330,897,1065,1306,1258,1054
D3C65_25540,7392,5626,6612,6942,6799,6478
D3C65_25545,3008,2477,2904,2895,2735,2575
D3C65_25550,1139,830,924,1105,984,865
D3C65_25555,1745,1427,1524,1488,1463,1501
D3C65_25560,324,298,296,307,268,270
D3C65_25565,475,393,454,362,378,376
D3C65_25570,3,3,4,3,5,0
D3C65_25575,999,1722,1003,900,615,613
D3C65_25580,1321,1054,963,601,457,605
D3C65_25585,121,178,163,93,48,108
D3C65_25590,336,658,317,241,186,178
D3C65_25595,155,123,158,119,135,130
D3C65_25600,359,297,368,324,337,369
D3C65_25605,3636,2758,2804,3146,3047,3013
D3C65_25610,13612,10414,11862,14032,13300,12450
D3C65_25615,2245,1926,2046,2129,2111,2097
D3C65_25620,6761,5890,6820,6125,6715,6667
D3C65_25625,589,482,597,645,561,591
D3C65_25630,569,465,472,420,451,521
D3C65_25635,2047,1521,1763,1984,1922,1992
D3C65_25640,3467,2838,3193,3174,3105,3233
D3C65_25645,2439,2022,2302,2112,2221,2352
D3C65_25650,53,76,58,58,62,78
D3C65_25655,56,53,64,46,43,68
D3C65_25660,323,284,327,306,254,293
D3C65_25665,316,262,298,278,307,310
D3C65_25670,156,109,111,92,119,127
D3C65_25675,222,177,208,186,208,186
D3C65_25680,152,121,158,110,132,103
D3C65_25685,98,87,73,104,69,94
D3C65_25690,87,87,86,80,108,92
D3C65_25695,421,373,408,411,377,380
D3C65_25700,164,111,168,145,160,172
D3C65_25705,155,167,167,160,166,158
D3C65_25710,637,571,565,435,456,534
D3C65_25715,2006,1721,1893,1993,1883,1922
D3C65_25720,466,464,506,475,498,495
D3C65_25725,978,810,864,935,979,915
D3C65_25730,1011,975,1272,1096,1177,1215
D3C65_25735,3276,2540,3038,3773,3522,3223
D3C65_25740,2985,2459,2694,2960,2922,2854
D3C65_25745,591,457,499,501,495,476
D3C65_25750,1400,1216,1466,1330,1406,1334
D3C65_25755,5342,4386,4244,5376,4760,4857
D3C65_25760,1061,833,909,1105,1044,1022
D3C65_25765,98,96,120,126,125,109
D3C65_25770,1342,1143,1279,1316,1317,1301
D3C65_25775,2246,1821,2455,2180,2263,2226
D3C65_25780,5546,4424,5384,5581,5196,5378
D3C65_25785,865,648,731,870,795,750
D3C65_25790,2140,1567,1810,1888,1932,1833
D3C65_25795,1610,1110,1213,1654,1542,1464
D3C65_25800,594,494,499,633,611,653
D3C65_25805,3652,2961,3518,3258,3475,3645
D3C65_25810,715,637,619,733,767,882
D3C65_25815,678,589,691,773,803,760
D3C65_25820,3410,2745,3340,3624,3710,3766
D3C65_25825,558,421,462,384,496,469
D3C65_25830,577,513,486,367,386,448
D3C65_25835,188,169,143,126,126,187
D3C65_25840,387,391,397,394,385,430
D3C65_25845,28832,24247,29751,27868,29544,28381
D3C65_25850,11,6,7,11,4,14
D3C65_25855,44360,38892,38857,28700,24702,32998
D3C65_25860,6867,6258,7278,6962,6999,7281
D3C65_25865,3127,2499,3321,3477,3542,3370
D3C65_25870,46401,40928,49109,43960,46027,45299
D3C65_25875,23942,21917,26988,24058,24651,24709
D3C65_25880,4764,4897,6038,4492,4552,4835
D3C65_25885,1849,2483,2970,1592,1526,2302
D3C65_25890,1403,1980,1958,1205,1022,1332
D3C65_25895,11483,12652,13222,8985,7028,9182
D3C65_25900,12019,12364,11376,6562,7597,8828
D3C65_25905,11525,9481,11043,11432,11890,10746
D3C65_25910,2041,1827,1898,1852,1872,1786
D3C65_25915,12102,10983,13756,13496,13637,13613
D3C65_25920,1556,1345,1715,1694,1648,1670
D3C65_25925,1836,1770,2100,1849,1926,1868
D3C65_25930,721,623,603,471,527,460
D3C65_25935,2018,1626,1549,1457,1539,1395
D3C65_25940,10177,8405,10652,10493,11016,9927
D3C65_25945,689,650,725,757,775,648
D3C65_25950,3558,2955,3593,4108,3935,3882
D3C65_25955,1419,1231,2297,2413,2235,1612
D3C65_25960,2810,2686,5273,5041,5064,3516
D3C65_25965,18693,16799,42675,54063,46824,27063
D3C65_25970,2973,2608,6319,7438,6390,3625
D3C65_25975,16,4,13,18,17,15
D3C65_25980,1478,1157,1466,2272,2360,2272
