"gene_id","Ag1","Ag2","Ag3","AgTe1","AgTe2","AgTe3","C1","C2","C3","Te1","Te2","Te3"
"A4W92_RS01855",42,35,35,31,30,43,30,45,34,31,38,37
"A4W92_RS01860",9,9,5,6,5,12,7,8,7,3,8,13
"A4W92_RS01865",724,539,395,529,455,912,402,515,425,459,514,655
"A4W92_RS33595",177,255,90,173,199,334,105,175,120,156,131,193
"A4W92_RS01880",653,548,358,1558,1147,2363,690,812,611,862,998,1028
"A4W92_RS01885",1716,1501,1130,1293,1080,1951,1167,1567,1317,1365,1371,1806
"A4W92_RS01890",219,200,151,534,300,658,92,162,140,253,313,374
"A4W92_RS01895",186,119,101,164,148,270,105,149,120,162,159,187
"A4W92_RS01900",39,71,31,62,52,80,46,55,45,49,73,68
"A4W92_RS01905",327,438,200,454,350,526,250,328,252,289,341,450
"A4W92_RS01910",271,176,154,290,191,384,251,261,251,204,269,250
"A4W92_RS01915",906,738,570,683,506,1085,746,869,830,703,864,826
"A4W92_RS01920",218,188,113,121,115,204,242,227,191,136,191,196
"A4W92_RS01925",173,156,94,139,115,245,174,173,163,144,155,206
"A4W92_RS01930",149,102,90,88,79,128,123,139,127,102,120,141
"A4W92_RS01935",168,140,130,152,112,203,178,221,210,180,180,206
"A4W92_RS01940",238,208,197,178,100,216,176,241,193,187,238,236
"A4W92_RS01945",685,588,441,481,447,685,633,754,681,604,715,756
"A4W92_RS01950",63,55,16,35,27,50,35,38,42,59,41,62
"A4W92_RS01955",1518,968,773,711,743,1118,929,1111,994,881,828,1199
"A4W92_RS01960",101,73,54,100,79,155,78,106,106,82,87,103
"A4W92_RS01965",21,19,8,19,11,30,10,20,11,28,14,26
"A4W92_RS01970",48,32,22,16,22,40,35,43,41,33,45,47
"A4W92_RS01975",223,249,125,190,154,299,190,245,181,198,271,289
"A4W92_RS01980",74,108,39,68,74,106,122,156,93,80,95,118
"A4W92_RS01985",498,455,265,317,324,646,577,516,411,310,478,496
"A4W92_RS01990",730,687,613,429,323,616,531,777,635,629,595,730
"A4W92_RS01995",1952,1410,1176,1060,936,1749,1502,1692,1537,1360,1428,1713
"A4W92_RS02000",244,331,221,387,270,572,215,242,193,249,247,331
"A4W92_RS02005",795,989,417,976,964,2026,751,712,613,751,730,797
"A4W92_RS02010",878,870,526,501,604,1134,801,822,695,653,718,756
"A4W92_RS02015",1004,950,544,510,708,1133,929,998,853,739,799,916
"A4W92_RS02020",410,317,215,300,217,385,301,373,306,336,352,411
"A4W92_RS02025",221,198,135,211,178,375,192,198,178,177,163,241
"A4W92_RS02030",189,165,162,124,141,229,131,159,130,179,149,198
"A4W92_RS02035",759,676,438,588,569,1072,750,786,691,640,716,820
"A4W92_RS02040",158.534,134.573,105.98,122.517,103.306,182.193,98.893,137.59,102.552,127.67,136.863,153.166
"A4W92_RS02045",28,29,21,23,13,34,19,26,18,25,21,20
"A4W92_RS02050",36,38,19,19,21,32,28,22,22,29,15,31
"A4W92_RS02055",1053,809,669,567,453,804,721,882,695,722,909,960
"A4W92_RS02060",3225,4361,2302,4817,3434,7343,3682,3249,2682,2526,3534,3656
"A4W92_RS02065",869,560,517,601,502,873,405,603,509,635,599,848
"A4W92_RS02070",650,517,387,552,461,829,419,520,475,485,586,663
"A4W92_RS02075",26,17,11,25,13,42,15,15,22,19,17,20
"A4W92_RS02080",90,82,64,87,88,137,64,86,70,81,92,99
"A4W92_RS02085",6622,6887,4068,6191,5934,10058,5523,5777,4762,5690,6000,7804
"A4W92_RS02090",2890,3040,1765,2138,2067,3522,2972,3254,2675,2616,2869,3477
"A4W92_RS02095",31,26,21,21,17,34,27,37,27,31,29,43
"A4W92_RS02100",47,29,25,31,21,25,26,36,30,34,30,64
"A4W92_RS02105",11258,6768,8638,9099,10250,15971,5811,7173,5986,17087,15442,19528
"A4W92_RS02110",869,534,710,624,709,1071,471,538,451,1394,1257,1531
"A4W92_RS02115",1288,1171,735,811,781,1319,1247,1400,1056,875,1063,1275
"A4W92_RS02120",1331,1065,663,906,858,1362,1403,1284,1179,909,998,1331
"A4W92_RS02125",676,696,420,762,527,999,897,840,683,734,1092,974
"A4W92_RS02130",192,218,175,212,118,230,143,148,118,158,184,239
"A4W92_RS02140",5760,2434,7050,6512,5435,9921,1731,1472,1529,5188,5849,6800
"A4W92_RS02145",1939,814,2942,1734,1451,2579,495,456,468,1600,1932,2035
"A4W92_RS02150",336,276,180,419,282,510,299,388,322,320,341,414
"A4W92_RS02155",162,119,115,172,136,267,119,146,135,142,130,157
"A4W92_RS02160",158,139,99,116,134,210,117,120,109,109,115,145
"A4W92_RS02165",5456,4353,3104,4016,3516,6220,3180,5243,4503,4762,4002,5526
"A4W92_RS02170",3737,3615,2646,3161,2491,4368,2314,3459,2887,2942,2936,4163
"A4W92_RS02175",989,1002,613,807,737,1371,859,1006,787,849,882,1104
"A4W92_RS02180",11164,10750,10197,6043,5070,8183,8715,10624,8303,9491,9218,11474
"A4W92_RS02185",1692,1271,1016,850,1015,1672,1151,1234,1092,1185,973,1334
"A4W92_RS02190",1910,1304,1203,749,914,1548,1134,1247,1137,1212,920,1341
"A4W92_RS02195",143,131,74,106,83,151,99,125,115,118,126,140
"A4W92_RS02200",325,227,151,449,335,612,210,272,221,283,276,392
"A4W92_RS02205",352,299,210,302,218,478,288,400,326,293,359,405
"A4W92_RS02210",284,323,143,206,166,332,415,418,327,245,348,349
"A4W92_RS02215",2408,2440,2052,1405,1198,2139,1718,2331,2002,1953,2162,2346
"A4W92_RS02220",6782,5901,4801,4508,3917,6990,5452,6526,5708,5421,5475,6599
"A4W92_RS02225",4931,4491,3256,5802,3764,6994,3301,4529,3780,4284,4666,5998
"A4W92_RS02230",1970,1258,952,1331,1138,2151,1160,1436,1376,1176,1204,1787
"A4W92_RS02235",1806,1463,1129,976,915,1512,1097,1402,1187,1260,1322,1654
"A4W92_RS02240",4317,2774,2007,1279,1259,2052,2099,2537,2304,1895,1948,3034
"A4W92_RS02245",438,355,300,309,217,397,206,269,243,277,278,427
"A4W92_RS02250",1582,1493,929,1452,1256,2122,1380,1684,1348,1384,1331,1568
"A4W92_RS02255",1147,1187,781,1123,921,1593,1009,1221,958,984,1103,1328
"A4W92_RS02260",3282,2610,1867,4674,3222,6832,2187,2974,2385,2703,3123,3929
"A4W92_RS02265",1445,1245,847,1096,971,1501,1119,1277,1102,932,983,1476
"A4W92_RS02270",6788,6578,4410,6897,5734,10223,6836,6659,5576,5288,5941,6716
"A4W92_RS02275",4108,3275,2313,2179,2588,4049,2791,3289,2847,2869,2392,3716
"A4W92_RS02280",5737,4565,3838,2256,3247,4750,4348,4695,3821,4324,3121,4709
"A4W92_RS02285",1978,1477,1374,705,958,1399,1543,1740,1427,1406,1058,1615
"A4W92_RS02290",1933,1441,1402,572,802,1211,1667,1856,1459,1403,1018,1490
"A4W92_RS02295",3295,2569,2309,921,1296,2069,2694,2934,2328,2421,1826,2626
"A4W92_RS02300",1886,1519,1324,560,773,1241,1319,1582,1188,1326,989,1416
"A4W92_RS02305",22857,18426,13404,15764,16746,25155,20705,20648,17641,19237,18691,22902
"A4W92_RS02315",54758,41712,39522,34784,34789,52958,41993,43528,37283,41279,39894,51279
"A4W92_RS02320",52443,42429,24727,43380,48495,71099,34009,43480,34876,41985,33130,53260
"A4W92_RS02325",81895,66096,43999,61145,67497,99816,60863,71307,57368,65127,59349,85877
"A4W92_RS02330",19068,15896,10171,18067,15582,25338,14585,17258,14054,15564,16190,21157
"A4W92_RS02335",43641,44514,24289,43422,39137,66137,50559,50529,40998,42536,52513,53923
"A4W92_RS02340",852,728,439,587,579,968,1017,898,780,636,706,828
"A4W92_RS02345",904,859,582,533,558,924,933,920,764,768,833,943
"A4W92_RS02350",133,124,88,100,95,152,136,99,109,99,121,154
"A4W92_RS02355",249,338,110,212,201,377,171,277,182,225,278,315
"A4W92_RS02370",3285,3113,1641,2914,2550,4731,3862,3677,3335,2658,3310,3730
"A4W92_RS02375",11814,10526,6840,7914,7441,13046,10235,12071,10304,10515,10318,12158
"A4W92_RS02380",17056,14519,9670,15015,13132,23872,16438,17388,14985,14657,15804,18073
"A4W92_RS02385",10045,7892,6599,8784,7990,13528,7437,7956,6649,7314,6934,10196
"A4W92_RS02390",2058,1641,1081,1156,1298,2128,1666,1865,1477,1487,1534,1904
"A4W92_RS02395",856,1105,611,905,844,1456,1293,1243,900,1012,1206,1163
"A4W92_RS02400",822,917,418,864,716,1435,917,1113,899,950,1191,1243
"A4W92_RS02405",18137,18714,12878,15677,16269,30838,17362,19986,16501,20360,17170,22507
"A4W92_RS02410",737,710,462,693,592,1032,596,772,639,674,814,869
"A4W92_RS02415",33886,32611,23307,35375,27958,51149,38977,34511,31734,29704,35290,33058
"A4W92_RS02420",165,146,159,116,94,146,148,155,150,111,133,137
"A4W92_RS02425",48,44,37,25,26,39,34,32,42,29,35,45
"A4W92_RS02430",110,73,57,57,71,119,77,79,75,77,49,91
"A4W92_RS02435",23,25,16,11,7,11,27,8,16,9,9,10
"A4W92_RS02440",69,60,40,34,36,52,51,56,52,43,67,62
"A4W92_RS02445",95,100,65,57,45,78,129,71,117,59,63,70
"A4W92_RS02450",9,5,8,8,3,10,13,9,16,6,7,6
"A4W92_RS02455",107,101,69,56,46,95,139,79,125,64,70,65
"A4W92_RS02460",40,47,43,41,19,35,30,37,44,50,42,41
"A4W92_RS02465",311864,270157,203448,193167,181550,290021,243620,258606,218306,242170,254740,300963
"A4W92_RS02470",9989,9490,5661,6860,7013,11250,9403,9032,7576,7627,8724,9807
"A4W92_RS02475",3978,3824,2000,3576,3241,5812,4458,4474,3439,2959,3593,4098
"A4W92_RS02480",846,801,377,993,811,1512,959,978,781,656,901,997
"A4W92_RS02485",938,931,603,1026,807,1561,607,854,670,899,856,1123
"A4W92_RS02490",4513,3821,3236,5037,3690,6898,2914,4008,3100,4301,4914,5390
"A4W92_RS02495",907,1013,443,796,679,1306,1161,1173,998,902,1049,982
"A4W92_RS02500",28501,27801,17110,31563,25589,47165,28165,31276,25877,27828,30232,33674
"A4W92_RS02510",4382,3689,2436,3733,3599,5408,3736,3829,3305,3201,3165,4737
"A4W92_RS02515",2404,2171,1348,2174,2154,3556,3246,2804,2398,2103,2590,2729
"A4W92_RS02520",9648,9059,5427,7496,7711,12294,11175,10446,8638,8887,10150,11097
"A4W92_RS02525",5930,5865,3479,3488,3710,5860,5530,5660,4603,5313,5638,6378
"A4W92_RS02530",255,207,209,333,221,516,162,249,198,254,272,332
"A4W92_RS02535",136,109,114,100,77,141,109,121,100,90,103,146
"A4W92_RS02540",242,185,194,120,126,170,158,168,155,141,131,194
"A4W92_RS02545",468,344,311,211,261,377,340,385,303,330,277,370
"A4W92_RS02550",588,474,430,467,411,738,444,498,433,407,421,561
"A4W92_RS02555",2758,1917,2012,859,1100,1764,1981,2268,2009,1847,1541,1914
"A4W92_RS02560",8058,5966,5136,3229,3659,5449,4923,6395,5422,5140,4567,6576
"A4W92_RS02565",3037,2450,1696,1604,1809,2853,2301,2767,2314,2378,2145,2846
"A4W92_RS02570",1111,1237,628,1108,1066,1861,1456,1306,1088,1078,1230,1236
"A4W92_RS02575",2420,1081,1462,1796,1718,3016,1007,973,972,1679,1840,2416
"A4W92_RS02580",1437,1086,892,1655,1084,1855,676,924,714,1041,1224,1543
"A4W92_RS02585",8151,6898,5634,12199,10867,19868,6033,6776,5486,7760,7118,9720
"A4W92_RS02590",2000,1508,1178,2248,1834,3599,1440,1660,1421,1696,1863,2219
"A4W92_RS02595",2031,1554,1240,1549,1282,2276,1136,1618,1353,1395,1676,1945
"A4W92_RS02600",904,581,576,674,537,1027,474,657,561,642,661,860
"A4W92_RS02610",9690,7893,5384,6272,6253,10088,8156,8797,7466,6343,7224,8957
"A4W92_RS02615",3978,3220,1979,3775,2773,4807,2509,3418,2861,2744,3069,4218
"A4W92_RS02620",1186,1331,775,1553,1141,2296,1281,1326,1078,1137,1384,1373
"A4W92_RS02625",44,47,45,107,78,120,69,65,47,53,65,87
"A4W92_RS02630",23295,15048,14032,8924,9555,16940,15557,23938,21387,20255,16893,22035
"A4W92_RS02635",230,199,155,178,164,325,199,192,140,161,174,255
"A4W92_RS02640",39,34,19,68,53,114,62,78,35,56,67,56
"A4W92_RS02645",33,50,17,79,53,114,54,76,48,60,55,54
"A4W92_RS02650",9937,6520,4032,5177,5774,8490,6020,7695,6610,6767,5793,10183
"A4W92_RS02655",655,554,333,541,462,752,527,705,544,492,643,761
"A4W92_RS02660",57,37,40,37,38,69,50,54,53,61,45,57
"A4W92_RS02665",140,103,93,119,96,190,102,143,125,135,122,160
"A4W92_RS02670",250,163,137,128,158,237,174,194,159,144,149,240
"A4W92_RS02675",2273,1996,1512,1074,1065,1928,1758,2311,2040,1905,1946,2001
"A4W92_RS02680",1362,1314,877,787,738,1430,1068,1367,1174,1268,1245,1401
"A4W92_RS02690",270,272,184,177,171,278,249,302,234,219,277,287
"A4W92_RS02695",509,339,283,325,312,603,350,400,375,351,352,424
"A4W92_RS02700",338,309,250,237,225,441,316,371,355,324,291,328
"A4W92_RS02705",238,194,159,169,150,292,211,250,233,198,198,228
"A4W92_RS02710",216,210,121,125,118,224,220,229,191,180,165,180
"A4W92_RS02715",518,442,314,355,333,582,482,616,479,421,419,511
"A4W92_RS02720",2135,1682,1156,1339,1418,2446,1217,1895,1634,1583,1531,2062
"A4W92_RS02725",2305,1907,1462,2346,1766,3218,1639,1895,1598,1993,2051,2705
"A4W92_RS02730",3639,3788,2190,3048,2491,4553,4347,4646,3642,3295,4223,4092
"A4W92_RS02735",1319,1385,850,989,823,1505,1361,1502,1196,1120,1507,1405
"A4W92_RS02740",409,443,342,109,154,221,313,376,278,341,269,271
"A4W92_RS02745",359,392,263,109,137,189,331,324,257,285,256,287
"A4W92_RS02750",1472,1456,1130,513,557,1020,1167,1117,1019,1100,930,1054
"A4W92_RS02755",551,579,449,162,195,342,483,470,383,439,344,400
"A4W92_RS02760",505,516,319,109,169,280,412,388,358,337,270,307
"A4W92_RS02765",625,646,470,201,214,376,497,542,423,520,344,443
"A4W92_RS02770",616,639,571,168,202,348,518,438,396,441,315,439
"A4W92_RS02775",295,244,229,79,103,155,194,170,172,226,142,170
"A4W92_RS02780",1604,1736,1335,498,550,978,1246,1291,1105,1221,991,1207
"A4W92_RS02785",2435,2830,2179,908,877,1630,1993,2098,1688,2087,1825,2013
"A4W92_RS02790",707,789,638,266,261,496,551,587,541,560,532,604
"A4W92_RS02795",5266,4469,3661,1960,1862,3821,3460,3838,3430,3688,3239,3790
"A4W92_RS02800",4140,4289,3398,1300,1396,2151,3429,3329,2978,3273,2765,3482
"A4W92_RS02805",1985,1694,1326,678,683,1322,1313,1569,1349,1475,1353,1659
"A4W92_RS02810",2670,2146,1666,804,812,1572,1483,1735,1603,1784,1597,1894
"A4W92_RS02815",4411,4026,3513,1640,1286,2445,2457,3084,2617,2935,2647,3780
"A4W92_RS02820",4896,3825,3792,806,1180,2123,3139,3046,2942,3115,1948,2812
"A4W92_RS02825",7742,5914,5890,1359,1822,3229,4907,4551,4615,5116,3045,4329
"A4W92_RS02830",2647,2221,2042,500,625,1104,1444,1504,1444,1655,970,1448
"A4W92_RS02835",3292,2649,2324,802,848,1534,1646,1895,1725,2076,1347,2138
"A4W92_RS02840",531,489,478,136,120,191,237,309,310,325,289,434
"A4W92_RS02845",124,152,97,56,60,99,131,133,118,123,108,106
"A4W92_RS02850",1070,1363,957,486,484,902,1008,895,798,1093,828,961
"A4W92_RS02855",74,83,60,25,19,48,51,48,43,65,46,64
"A4W92_RS02860",126,172,145,62,61,106,134,146,123,121,103,125
"A4W92_RS02865",149,172,126,54,71,133,150,157,128,149,122,151
"A4W92_RS02870",196,253,168,85,81,152,150,186,160,178,142,140
"A4W92_RS02875",800,823,595,374,353,734,794,694,645,711,611,633
"A4W92_RS02880",981,1260,917,497,411,936,1109,1062,883,945,893,836
"A4W92_RS02885",236,334,205,137,113,242,241,243,224,239,203,183
"A4W92_RS31865",506,694,485,194,253,500,609,563,430,517,428,411
"A4W92_RS02895",458,583,430,132,191,373,433,402,350,439,296,348
"A4W92_RS02900",303,392,281,97,106,235,350,231,216,286,182,239
"A4W92_RS02905",190,287,204,57,84,130,173,190,126,207,113,176
"A4W92_RS02910",210,306,207,81,88,145,188,179,172,203,164,158
"A4W92_RS02915",285,423,283,77,115,164,251,226,186,248,217,255
"A4W92_RS02920",4096,5007,2713,3829,3335,5954,4113,4084,3369,3950,5571,5217
"A4W92_RS02925",1416,1836,1092,1192,924,1545,1439,1571,1231,1402,2311,1948
"A4W92_RS02930",688,894,417,884,637,1223,974,936,769,723,968,905
"A4W92_RS02935",1683,1097,811,801,816,1544,1052,1358,1089,1035,1034,1360
"A4W92_RS02940",162,150,101,121,126,195,117,136,143,118,137,137
"A4W92_RS02945",948,765,481,869,712,1405,804,827,736,766,818,942
"A4W92_RS02950",1747,1413,1030,1953,1470,2944,1360,1625,1234,1439,1523,1842
"A4W92_RS02955",1075,965,619,828,733,1365,897,1013,883,826,936,1056
"A4W92_RS02960",603,558,379,426,409,653,482,590,437,498,507,623
"A4W92_RS02965",4365,3778,2432,4407,3563,6888,3369,4224,3530,3418,3953,4844
"A4W92_RS02970",386,328,180,235,316,506,245,309,283,281,229,323
"A4W92_RS02975",2167,1872,1181,1425,1279,2538,1461,2084,1699,1434,1538,1967
"A4W92_RS02980",1436,1476,787,1361,1200,2033,1539,1682,1373,1347,1580,1760
"A4W92_RS02985",2833,1916,1465,1726,1728,2963,1804,2038,1940,1717,1486,2382
"A4W92_RS02990",243,141,112,111,137,215,173,151,153,128,130,162
"A4W92_RS02995",441,552,287,381,342,593,449,518,395,378,465,513
"A4W92_RS03000",1888,1936,1074,1710,1423,2358,2047,1957,1549,1423,1874,1986
"A4W92_RS03005",34082,34759,25976,36031,30098,55776,25565,35320,27451,37746,33784,47426
"A4W92_RS03010",732,644,566,604,483,831,423,672,550,619,619,795
"A4W92_RS03015",59,39,35,24,22,52,58,78,58,60,34,68
"A4W92_RS03020",141,82,81,62,58,116,91,140,106,110,92,144
"A4W92_RS03025",494,430,397,303,253,447,317,445,402,389,444,512
"A4W92_RS03030",65,67,72,26,49,87,56,77,61,74,61,77
"A4W92_RS03035",196,151,129,121,117,192,138,171,175,199,144,185
"A4W92_RS03040",54,35,41,23,30,50,42,59,34,45,42,43
"A4W92_RS03045",82,80,57,34,55,96,88,93,71,89,72,81
"A4W92_RS03050",5,5,0,3,3,4,5,4,6,4,3,6
"A4W92_RS03055",166,129,122,99,97,149,141,171,153,157,111,202
"A4W92_RS03060",262,198,162,129,123,200,165,237,169,215,193,256
"A4W92_RS03065",111,102,84,45,60,73,97,111,103,108,103,112
"A4W92_RS03070",298,258,158,143,170,245,248,299,255,263,224,245
"A4W92_RS33025",14,13,8,15,13,27,21,22,30,26,24,18
"A4W92_RS03075",89,53,45,26,33,59,61,80,57,89,49,71
"A4W92_RS03080",455,401,293,281,307,508,411,531,449,440,346,497
"A4W92_RS03085",179,157,121,121,118,205,177,175,159,175,150,200
"A4W92_RS03090",997,891,606,453,634,956,876,1139,942,978,850,1120
"A4W92_RS03095",3272,2753,2410,1819,2008,3099,2067,2683,2187,2144,1747,2518
"A4W92_RS03100",5362,4272,3148,4697,5038,9043,4273,5124,4437,3913,3927,4781
"A4W92_RS03105",410,426,247,567,509,829,386,454,335,353,354,459
"A4W92_RS03110",253,305,185,555,347,683,164,261,207,288,361,359
"A4W92_RS03115",1347,1417,565,849,1092,1850,1183,1445,1102,963,918,1236
"A4W92_RS03120",667,552,307,763,578,1061,516,552,505,488,618,668
"A4W92_RS03125",107,93,82,109,85,161,69,111,91,108,126,127
"A4W92_RS03130",512,377,290,321,313,546,319,336,298,333,294,470
"A4W92_RS03135",2066,2006,1275,1317,1509,3131,1710,2053,1677,1996,1694,2325
"A4W92_RS03140",362,324,244,332,257,478,235,366,301,318,373,450
"A4W92_RS03145",234,233,156,207,188,324,185,242,176,235,285,333
"A4W92_RS03150",1036,813,581,1145,909,1850,928,959,922,806,1002,1165
"A4W92_RS03155",201,161,138,213,149,292,185,189,160,180,179,250
"A4W92_RS03160",2922,2616,1996,1529,1377,2279,2342,2970,2496,2405,2392,2986
"A4W92_RS03165",2108,1858,1520,2523,1678,3268,1639,2190,1813,1977,2243,2734
"A4W92_RS03170",211,165,138,229,217,442,134,176,141,186,224,213
"A4W92_RS03175",1965,1634,1323,1238,1068,1936,1118,1461,1247,1349,1279,1789
"A4W92_RS03180",753,634,378,189,239,368,536,660,508,369,381,591
"A4W92_RS03185",226,248,112,211,175,293,260,258,246,195,230,222
"A4W92_RS03190",270,227,144,186,167,305,171,255,180,187,217,246
"A4W92_RS03195",501,499,322,351,311,559,392,535,445,396,504,533
"A4W92_RS03200",7,12,8,18,13,22,7,17,9,14,11,11
"A4W92_RS03205",70,87,46,78,55,118,78,100,74,79,73,82
"A4W92_RS03210",56,46,46,47,41,71,58,57,30,44,45,47
"A4W92_RS03215",1,0,0,0,0,0,0,0,1,0,0,1
"A4W92_RS03220",732,541,375,1155,737,1432,455,616,484,597,633,782
"A4W92_RS03225",1184,1035,549,1484,980,1763,605,900,750,785,943,1211
"A4W92_RS03230",280,185,134,257,161,338,134,199,200,200,166,255
"A4W92_RS03235",265,218,190,245,241,383,186,277,219,194,198,217
"A4W92_RS03240",270,249,176,293,204,401,153,215,189,199,268,333
"A4W92_RS03245",296,276,167,221,179,369,249,263,209,238,230,292
"A4W92_RS03250",972,922,497,785,800,1358,858,1149,898,794,1027,1022
"A4W92_RS03255",2972,2333,1506,2398,2409,4194,1954,2575,2111,2132,2179,2766
"A4W92_RS03260",4264,3392,2043,5937,4690,8457,2957,3764,3155,3346,3445,4738
"A4W92_RS03265",552,523,402,436,339,695,437,569,516,574,548,599
"A4W92_RS03270",960,846,624,894,639,1308,815,1016,850,801,970,1074
"A4W92_RS03275",78,47,38,30,54,55,70,81,57,53,50,72
"A4W92_RS03280",475,337,259,244,292,463,353,396,370,323,294,357
"A4W92_RS03285",684,464,398,528,553,878,445,527,475,507,406,593
"A4W92_RS03290",1947,1700,1314,3052,2160,4235,1707,1985,1680,2011,2424,2745
"A4W92_RS03295",645,602,436,512,479,922,505,660,638,642,597,732
"A4W92_RS03300",839,620,477,690,614,1161,636,839,742,697,687,876
"A4W92_RS03305",2947,2417,1844,2935,2493,4679,2317,2872,2387,2699,2732,3265
"A4W92_RS03310",1183,1165,760,604,704,1127,1137,1193,962,877,962,1124
"A4W92_RS03315",187,191,130,112,100,161,173,156,144,108,153,163
"A4W92_RS03320",1272,1235,847,664,736,1185,1017,1095,805,849,977,1144
"A4W92_RS03325",4225,4366,2343,5148,4241,7540,3676,4132,3284,3483,3789,5059
"A4W92_RS03330",11407,11099,6063,9858,9812,17537,10386,10847,9161,8557,8628,11240
"A4W92_RS03335",3962,3837,2077,2940,2896,5680,3845,4210,3571,3171,3171,3510
"A4W92_RS03340",2288,3001,2699,2048,1216,2229,1207,2427,1900,2217,3207,3845
"A4W92_RS03345",27,36,24,31,17,36,18,20,23,27,22,34
"A4W92_RS03350",263,223,146,231,200,341,149,216,165,197,194,281
"A4W92_RS03355",1988,2264,1559,2322,1836,3637,1248,2009,1578,2555,2365,3014
"A4W92_RS03360",738,652,474,581,561,1109,757,749,637,548,653,805
"A4W92_RS03365",131,105,82,130,92,185,128,112,96,101,73,114
"A4W92_RS03370",488,436,254,244,314,567,345,392,374,343,283,418
"A4W92_RS03375",84,80,61,62,56,86,60,76,67,67,75,74
"A4W92_RS03380",254,199,160,219,184,338,182,251,217,208,251,230
"A4W92_RS03385",60,61,40,59,66,75,51,67,50,66,54,65
"A4W92_RS03390",1095,767,480,972,1086,1733,626,967,805,1030,666,1118
"A4W92_RS03395",37829,33078,15535,55220,53209,82000,22010,31865,25099,41016,27702,47677
"A4W92_RS03400",479,588,333,468,353,650,427,570,415,531,595,611
"A4W92_RS03405",326,365,195,251,220,414,320,410,307,292,327,341
"A4W92_RS03410",516,571,298,565,441,781,561,637,514,488,562,639
"A4W92_RS03415",5056,6002,2723,4707,5055,8197,1986,3413,2357,3252,2743,5331
"A4W92_RS03420",192,319,131,278,233,411,247,236,195,187,257,223
"A4W92_RS03425",4320,3863,2393,2811,2476,4277,3586,4007,3347,3180,3956,4519
"A4W92_RS03430",33348,27699,22080,15795,15142,26979,29881,27301,24315,24347,24881,25810
"A4W92_RS03435",40027,32678,25408,17871,17506,29824,36425,33051,29652,28845,29138,31208
"A4W92_RS03440",42159,33099,25072,17673,18855,32009,39196,37432,33505,32016,31536,34059
"A4W92_RS03445",29144,23662,17777,13556,14744,23224,28830,25621,23262,22978,22534,23739
"A4W92_RS03450",63409,55584,39758,35465,38578,62322,65535,60516,53262,54326,54963,57040
"A4W92_RS03455",16480,14656,9355,10721,10790,17338,17501,15462,13887,14189,15251,15992
"A4W92_RS03460",40490,37864,24036,28166,27885,45889,42887,40348,35123,36105,40067,42606
"A4W92_RS03465",10457,8532,5086,6480,7509,12486,11948,10496,8911,8921,9422,10239
"A4W92_RS03470",19450,15645,9499,12782,14236,22259,21617,18928,16536,15767,17744,20180
"A4W92_RS03475",25129,20641,15974,14991,17220,26901,22768,21300,18086,17185,17598,21948
"A4W92_RS03480",31,23,33,26,17,34,35,36,36,32,27,40
"A4W92_RS03485",190,113,93,116,90,137,136,152,146,149,145,187
"A4W92_RS03490",127,99,81,84,60,120,66,124,113,105,117,142
"A4W92_RS03495",17,18,17,18,19,23,19,18,14,19,20,11
"A4W92_RS03500",57,35,21,27,18,43,34,35,40,47,35,44
"A4W92_RS03505",3,7,3,5,2,3,4,5,5,3,7,7
"A4W92_RS03510",59,41,46,23,22,37,38,42,56,47,42,61
"A4W92_RS03515",111,82,79,57,53,77,116,118,97,99,92,98
"A4W92_RS03520",5,9,6,1,2,6,2,4,2,3,2,3
"A4W92_RS03525",18,12,9,6,8,11,14,13,21,13,11,13
"A4W92_RS03530",26,23,19,19,15,26,26,20,19,18,27,24
"A4W92_RS03535",6,5,9,3,4,8,1,8,5,5,3,0
"A4W92_RS03540",192,145,94,91,94,151,133,166,142,144,137,168
