"gene_id","PA1","PA2","BSS_32","BSS","E1","E2","BE1","BE2"
"PA0590",1077,876,1549,271,365,286,516,345
"PA0591",188,137,296,135,243,211,315,213
"PA0592",184,160,225,40,565,449,763,515
"PA0593",386,339,483,110,75,56,94,55
"PA0594",7964,6677,10291,1530,1310,914,1405,1034
"PA0595",14161,14045,16059,3673,5335,3753,6675,4363
"PA0596",897,680,1404,297,811,582,1074,754
"PA0597",480,309,692,113,213,154,226,183
"PA0598",1236,1021,1473,266,1027,885,1617,1087
"PA0599",324,240,392,74,160,148,304,178
"PA0600",750,731,1161,192,1393,1034,1809,1296
"PA0601",859,711,1028,155,582,482,860,524
"PA0602",4475,3513,2234,331,692,564,950,607
"PA0603",204,152,199,31,125,117,187,123
"PA0604",681,548,597,70,217,153,259,164
"PA0605",85,65,99,17,32,33,57,30
"PA0606",80,47,86,19,46,31,65,42
"PA0607",510,454,502,93,749,482,811,629
"PA0608",699,549,760,167,615,466,699,533
"PA0609",2580,2264,3353,604,1592,1209,1897,1269
"PA0610",228,188,306,109,672,532,1025,550
"PA0611",775,595,982,201,997,733,1162,795
"PA0612",26,12,19,9,77,65,95,61
"PA0613",141,106,204,33,725,533,749,534
"PA0614",72,47,92,20,32,22,38,34
"PA0615",118,81,191,31,17,22,31,23
"PA0616",534,397,598,121,173,145,212,155
"PA0617",371,272,517,92,40,29,61,58
"PA0618",650,487,934,126,60,63,139,55
"PA0619",198,127,311,47,23,13,29,19
"PA0620",3219,3167,4626,801,624,421,822,537
"PA0621",1109,1288,1624,288,250,197,412,254
"PA0622",3007,2711,4630,725,183,136,225,133
"PA0623",757,616,1104,155,37,25,72,36
"PA0624",213,174,315,142,52,48,65,39
"PA0625",3096,2334,4188,695,778,616,1188,877
"PA0626",515,358,688,93,209,156,250,205
"PA0627",39,44,61,9,5,7,13,7
"PA0628",941,886,1429,233,361,262,387,312
"PA0629",57,55,93,36,28,14,22,11
"PA0630",42,21,49,10,8,5,9,10
"PA0631",38,25,67,9,17,15,22,22
"PA0632",7,11,18,7,0,0,3,4
"PA0633",332,232,520,94,20,13,26,12
"PA0634",390,367,545,68,14,14,27,14
"PA0635",47,19,57,18,4,8,20,10
"PA0636",2938,2641,3453,533,241,156,338,229
"PA0637",166,153,195,37,19,19,34,14
"PA0638",150,143,315,44,25,8,25,18
"PA0639",188,111,253,63,18,21,38,27
"PA0640",492,458,622,154,80,47,99,63
"PA0641",2076,1879,2841,546,532,437,869,595
"PA0642",796,932,894,183,607,460,811,461
"PA0643",1033,1049,1447,274,550,346,528,393
"PA0644",676,723,966,134,330,227,324,249
"PA0645",84,79,102,19,38,19,36,29
"PA0646",922,1004,1251,313,578,406,724,434
"PA0647",749,721,753,130,191,136,244,182
"PA0648",560,612,728,140,192,150,306,182
"PA0649",740,678,917,260,2312,1600,3113,2092
"PA0650",2788,2319,3824,572,1514,1178,1880,1383
"PA0651",1654,1223,2247,284,602,466,687,486
"PA0652",7592,6568,6957,1595,1336,1007,1982,1373
"PA0653",1121,955,1121,169,663,461,746,595
"PA0654",623,637,456,78,1561,1189,2225,1216
"PA0655",1681,1493,3041,547,612,480,909,678
"PA0656",318,273,676,167,64,35,86,52
"PA0657",1921,1529,2199,459,760,580,1133,788
"PA0658",777,569,927,163,610,392,702,537
"PA0659",1556,1185,1428,304,398,285,580,385
"PA0660",970,739,1337,294,134,87,156,137
"PA0661",329,305,456,185,147,112,230,174
"PA0662",1090,708,1075,193,1120,809,1611,1246
"PA0663",995,755,1101,236,1476,927,1827,1273
"PA0664",1049,861,978,160,1586,1154,2444,1565
"PA0665",588,529,965,196,640,485,1826,1235
"PA0666",476,384,672,135,1124,807,1113,698
"PA0667",3097,2905,3834,913,5141,3993,7295,4807
"PA0668",6146,5771,4652,724,4390,3122,4459,3138
"PA0668.1",147265,116447,80919,3141466,1406406,793392,1497531,310117
"PA0668.2",1,7,3,12,547,373,616,509
"PA0668.3",44,56,54,15,327,233,411,296
"PA0668.4",188604,134880,70082,5722562,1941391,1068446,2066510,425494
"PA0668.5",135,75,112,186,172,88,108,46
"PA0669",129,129,251,30,130,92,144,90
"PA0670",37,33,43,10,41,26,44,25
"PA0671",11,10,37,2,15,8,10,11
"PA0672",38,48,43,10,180,116,209,120
"PA0673",124,98,199,59,32,34,42,36
"PA0674",42,36,64,9,198,127,190,164
"PA0675",26,19,54,8,149,89,170,116
"PA0676",63,66,86,14,80,48,110,70
"PA0677",27,24,41,9,15,14,16,17
"PA0678",16,10,25,3,10,5,12,4
"PA0679",62,41,92,13,64,42,75,62
"PA0680",12,10,20,2,11,8,8,5
"PA0681",22,29,40,6,75,46,82,67
"PA0682",27,26,72,6,34,27,39,21
"PA0683",36,49,86,19,26,11,25,17
"PA0684",23,24,34,7,14,8,19,9
"PA0685",101,71,136,20,171,136,238,169
"PA0686",38,39,77,9,41,45,69,59
"PA0687",43,28,54,8,16,7,17,17
"PA0688",79,52,109,29,39,35,77,53
"PA0689",122,92,173,51,89,81,149,105
"PA0690",1230,1064,1853,366,2982,2249,4203,2848
"PA0691",42,55,53,15,246,166,320,200
"PA0692",50,36,94,12,263,204,332,226
"PA0693",66,66,90,14,170,107,202,152
"PA0694",5,9,19,1,41,41,63,42
"PA0695",22,17,40,4,72,34,69,46
"PA0696",66,62,125,17,102,60,73,68
"PA0697",47,44,73,15,34,21,40,29
"PA0698",23,30,33,7,7,3,7,17
"PA0699",77,64,99,12,42,30,57,32
"PA0700",11,4,16,6,10,5,8,5
"PA0701",90,61,121,22,50,25,55,36
"PA0702",14,26,42,7,17,11,30,10
"PA0703",49,27,98,21,76,57,105,50
"PA0704",113,85,214,34,143,112,150,102
"PA0705",640,567,799,161,1005,670,1216,833
"PA0706",277,261,360,88,507,388,655,481
"PA0707",22,26,39,4,73,44,112,63
"PA0708",120,102,125,35,565,396,705,421
"PA0709",23,45,40,13,50,35,68,41
"PA0710",17,17,36,9,36,36,36,21
"PA0711",24,34,72,10,263,182,336,249
"PA0712",48,29,50,18,329,231,387,245
"PA0713",12222,13414,14634,2150,96,61,136,100
"PA0714",1343,1213,1818,333,155,137,226,110
"PA0714.1",17,22,29,19,115,70,161,114
"PA0715",4688,5027,5514,1063,3766,2943,5826,3653
"PA0716",4184,4580,4458,1034,2703,1936,3889,2228
"PA0717",118,127,177,20,396,254,337,240
"PA0718",20,10,25,6,146,120,185,111
"PA0719",21,19,34,10,206,155,216,122
"PA0720",155,122,203,57,471,362,508,337
"PA0721",14,3,10,0,13,11,6,8
"PA0722",209,148,332,151,580,528,773,475
"PA0723",504,382,668,282,697,516,694,468
"PA0724",183,166,241,44,204,154,249,189
"PA0725",22,28,23,7,27,11,19,5
"PA0726",89,88,174,37,80,47,96,55
"PA0727",228,258,368,44,201,159,296,151
"PA0728",165,165,199,26,342,223,463,274
"PA0729",1297,1581,1692,354,16304,10999,24160,14192
"PA0729.1",7,5,10,2,2,1,7,4
"PA0730",479,481,763,163,347,225,394,246
"PA0731",239,222,160,36,101,77,81,41
"PA0732",435,333,1212,261,140,108,173,119
"PA0733",22,20,93,20,130,105,225,151
"PA0734",22,7,48,9,72,64,123,75
"PA0735",169,131,270,54,28,24,35,13
"PA0736",204,159,330,75,137,98,222,107
"PA0737",58,62,261,75,1108,724,1356,925
"PA0738",21,20,107,13,273,210,356,262
"PA0739",168,127,205,34,145,100,157,94
"PA0740",137,121,180,44,460,276,1317,1013
"PA0741",79,65,157,34,10,8,28,13
"PA0742",16,22,56,12,7,2,11,7
"PA0743",369,294,539,86,23,16,28,18
"PA0744",950,872,1269,257,43,34,57,36
"PA0745",1211,711,1158,427,49,36,80,52
"PA0746",375,294,476,106,23,9,25,6
"PA0747",819,695,1077,183,64,64,134,88
"PA0749",133,125,184,47,414,283,505,335
"PA0750",952,873,1076,263,913,726,1238,889
"PA0751",213,138,168,29,46,21,41,36
"PA0752",692,578,559,77,73,53,61,51
"PA0753",81,54,45,15,14,8,12,7
"PA0754",850,753,740,145,134,60,166,107
"PA0755",542,483,489,107,556,384,770,497
"PA0756",113,76,139,34,368,271,489,333
"PA0757",281,235,414,73,732,546,957,729
"PA0758",1072,1034,1851,512,1661,1096,2688,2100
"PA0759",1087,816,1352,207,567,321,657,463
"PA0760",274,194,369,82,539,378,567,495
"PA0761",1561,1381,2222,447,769,599,964,609
"PA0762",4429,4102,9730,1580,18504,13666,26756,17879
"PA0763",5404,4916,15581,1856,10933,8792,17228,11310
"PA0764",876,686,2634,367,6250,5086,9060,6067
"PA0765",796,485,1239,306,2997,2277,4595,2976
"PA0766",13941,10201,28659,4660,8033,5987,9892,7127
"PA0767",2557,2143,2999,513,9772,7032,12643,8602
"PA0768",1891,1752,2180,416,4030,2639,4667,3114
"PA0769",2595,2651,2654,404,2179,1421,2681,1841
"PA0770",835,583,754,146,906,605,1081,705
"PA0771",1573,1408,1951,438,1858,1242,1994,1310
"PA0772",58,44,74,19,260,154,253,159
"PA0773",1513,1125,1979,338,368,250,359,277
"PA0774",257,209,237,38,526,389,564,381
"PA0775",97,97,106,21,1572,1319,2486,1598
"PA0776",40,33,101,17,21,13,23,20
"PA0777",66,59,126,22,69,68,116,84
"PA0778",167,127,267,75,106,79,150,94
"PA0779",13119,11520,15763,2356,159,114,177,94
"PA0780",93,82,116,42,343,223,386,315
"PA0781",102,84,164,24,91,55,112,69
"PA0782",28171,20914,31024,5059,3558,2814,5694,3594
"PA0783",9424,7804,9097,1586,1970,1382,2846,1763
"PA0784",701,508,1224,182,169,100,200,135
"PA0785",76,65,95,25,98,80,118,73
"PA0786",92,57,108,22,77,63,127,87
"PA0787",188,121,216,49,175,150,266,155
"PA0788",294,251,769,254,94,74,125,96
"PA0789",3497,2776,2922,450,2303,1735,3052,2065
"PA0790",26,12,50,2,22,16,26,26
"PA0791",86,67,143,32,185,174,268,184
"PA0792",772,648,924,213,54,42,66,57
"PA0793",610,504,713,147,127,88,142,101
"PA0794",3722,3014,4127,725,407,261,537,329
"PA0795",4950,4462,4807,915,196,134,266,187
"PA0796",1749,1457,1874,406,248,135,309,170
"PA0797",100,105,146,27,247,172,336,248
"PA0798",67,58,107,15,35,26,56,37
"PA0799",347,234,493,90,452,308,544,402
"PA0800",21,19,19,1,38,38,80,47
"PA0801",181,114,195,32,62,59,129,99
"PA0802",29,23,31,4,21,15,37,17
"PA0803",121,82,203,31,26,24,40,35
"PA0804",590,487,860,174,167,124,221,151
"PA0805",1621,1712,2071,667,20176,13080,25194,15414
"PA0806",17,10,24,7,57,37,50,41
"PA0807",112,119,337,79,67,38,80,54
"PA0808",37,34,117,24,26,27,42,16
"PA0809",34,32,78,13,34,38,50,30
"PA0810",120,111,213,29,229,165,257,186
"PA0811",66,54,93,17,34,20,34,30
"PA0812",51,47,97,20,162,98,164,99
"PA0813",104,69,174,32,73,62,80,58
"PA0814",11,13,18,4,10,10,10,8
"PA0815",553,454,1037,230,228,165,308,194
"PA0816",364,298,450,67,385,349,648,454
"PA0817",27,38,44,14,15,12,28,13
"PA0818",29,42,51,13,46,24,42,28
"PA0819",12,19,26,4,5,9,7,6
"PA0820",2805,2756,3032,756,766,531,1100,688
"PA0821",647,702,960,161,430,270,483,301
"PA0822",39,35,63,23,390,267,446,285
"PA0823",8,6,4,1,47,30,49,36
"PA0824",15,9,19,7,240,157,258,148
"PA0825",15,15,20,4,347,236,457,203
"PA0826",410,524,445,130,2227,1565,3012,1869
"PA0826.2",21789,13938,30036,12180,3815,2141,4224,2690
"PA0826.1",0,0,0,0,0,0,0,0
"PA0827",99,63,123,35,99,59,118,80
"PA0828",56,48,100,34,254,201,344,215
"PA0829",51,31,66,10,181,98,204,123
"PA0830",289,244,631,127,202,137,256,167
"PA0831",290,249,413,81,1391,1118,1773,1102
"PA0832",221,155,280,73,310,251,368,257
"PA0833",4588,3424,11485,4056,9921,7769,14665,9665
"PA0834",202,209,310,84,659,458,716,491
"PA0835",5973,4543,7009,1190,264,180,276,176
"PA0836",4154,3457,4290,1014,810,628,380,215
"PA0836.1",7,5,12,0,69,60,106,81
"PA0837",2696,2279,2536,451,1307,933,1679,1152
"PA0838",1054,915,2167,240,730,505,816,613
"PA0839",33,32,68,17,118,78,136,89
"PA0840",748,533,1107,214,404,245,438,349
"PA0841",484,373,393,82,222,166,314,238
"PA0842",21,28,296,71,81,56,130,65
"PA0843",44,25,103,27,211,159,270,204
"PA0844",90,90,132,30,101,79,134,103
"PA0845",65,38,90,25,114,84,145,84
"PA0846",376,326,621,102,984,699,1251,840
"PA0847",304,278,551,114,301,231,400,274
"PA0848",218,137,274,47,233,171,272,214
"PA0849",261,200,357,75,194,146,204,131
"PA0850",30,15,42,6,4,4,5,1
"PA0851",134,112,235,42,74,74,129,90
"PA0852",3992,2854,4391,1074,216,152,281,205
"PA0853",242,195,889,153,95,60,111,82
"PA0854",930,748,2912,612,639,457,931,651
"PA0855",145,115,153,49,267,207,308,180
"PA0856",1605,1478,2324,474,1721,1361,3000,1847
"PA0857",831,632,930,169,422,316,649,423
"PA0858",603,478,667,139,3197,2333,4344,2859
"PA0859",57,59,108,30,343,257,344,269
"PA0860",283,222,400,88,1908,1405,2076,1486
"PA0861",1462,1183,2009,488,1054,793,1044,702
"PA0862",810,684,1246,325,157,131,237,160
"PA0863",122,100,193,31,29,15,29,19
"PA0864",26,20,54,12,56,38,65,57
"PA0865",15046,14727,17548,4633,2542,1822,3460,2234
"PA0866",168,116,232,49,853,580,902,640
"PA0867",3228,2848,6957,1458,339,293,529,304
"PA0868",110,87,142,36,96,97,170,96
"PA0869",360,328,834,222,1311,1013,1941,1202
"PA0870",9386,7554,11595,2158,469,343,501,323
"PA0871",2241,2158,3167,852,182,117,189,112
"PA0872",13428,13198,18679,4969,977,750,1373,945
"PA0873",1507,1225,1374,273,1466,1093,1796,1282
"PA0874",35,20,81,16,255,212,476,273
"PA0875",50,41,79,18,53,54,86,41
"PA0876",768,682,1036,244,1025,722,1336,888
"PA0877",79,74,145,24,94,78,145,94
"PA0878",26,29,64,12,90,80,123,100
"PA0879",84,54,158,29,123,69,143,80
"PA0880",11,6,28,3,25,12,17,7
"PA0881",49,33,85,12,38,29,29,19
"PA0882",52,48,92,20,104,90,142,88
"PA0883",39,33,102,20,57,45,74,41
"PA0884",69,58,100,16,150,114,160,137
"PA0885",30,18,34,8,32,25,40,25
"PA0886",68,55,103,27,85,68,102,55
"PA0887",5171,4527,9307,2272,600,325,862,595
"PA0887.1",194,160,228,105,296,196,400,191
"PA0888",8187,7919,8770,1960,9465,7153,11458,7356
"PA0889",431,336,489,130,2403,1817,2900,1865
"PA0890",285,215,368,113,599,333,599,421
"PA0891",647,533,763,133,321,173,243,207
"PA0892",2301,2166,2380,384,503,314,414,280
"PA0893",776,669,964,178,212,152,208,137
"PA0894",33,28,60,19,51,47,80,57
"PA0895",8305,7102,9709,1921,2344,1523,3107,2252
"PA0896",2657,2509,3482,568,1099,803,1683,1053
"PA0897",875,678,1312,271,217,153,305,197
"PA0898",3295,2553,5030,740,125,86,171,102
"PA0899",9214,7363,12206,2142,283,215,319,270
"PA0900",3297,3338,4974,929,439,323,717,463
"PA0901",1615,1251,2416,531,420,312,580,382
"PA0902",424,296,464,76,480,300,571,392
"PA0903",5924,5135,7075,1165,6961,5181,8738,5802
"PA0904",4765,4241,6618,1160,3016,2235,3596,2533
"PA0905",2715,2787,3187,2320,1045,784,1654,948
"PA0905.1",215,165,332,73,225,215,332,255
"PA0905.2",413,331,427,70,720,474,936,637
"PA0905.3",70,53,111,33,68,44,100,46
"PA0906",377,358,453,78,524,441,605,445
"PA0907",227,187,299,47,2022,1574,2460,1808
"PA0908",9,8,10,3,285,206,188,168
"PA0909",13,7,16,3,102,90,97,54
"PA0910",52,61,90,17,400,251,290,228
"PA0911",116,81,145,19,445,290,345,244
"PA0912",56,68,105,55,130,112,179,134
"PA0913",606,580,889,174,10729,8699,14301,9787
"PA0914",14,16,12,7,75,39,70,51
"PA0915",42,37,46,14,504,344,477,311
"PA0916",332,309,365,78,2132,1615,2261,1528
"PA0917",706,608,811,242,2292,1838,2421,1760
"PA0918",1182,1149,1499,370,128,101,1646,995
"PA0919",705,627,1295,273,150,104,168,122
"PA0920",551,420,1080,270,604,637,1122,727
"PA0921",1319,908,1324,290,1338,1198,2637,2399
"PA0922",219,235,183,110,4003,3025,3772,2752
"PA0922.1",13,15,37,16,198,117,407,203
"PA0923",244,202,272,43,738,593,1141,786
"PA0924",54,65,1479,534,164,109,11268,7120
"PA0925",193,159,335,77,174,172,314,191
"PA0926",107,74,158,74,108,64,175,101
"PA0927",283,195,442,114,34,32,38,33
"PA0928",983,878,1772,424,607,446,794,596
"PA0929",133,98,133,34,182,121,182,112
"PA0930",251,177,213,52,150,115,146,117
"PA0931",235,222,201,65,172,117,209,129
"PA0932",858,721,1274,268,1662,1190,2331,1621
"PA0933",1499,1269,1956,330,1906,1465,2628,1933
"PA0934",12082,10604,18204,2956,5253,3675,7059,4677
"PA0935",2448,2303,3157,503,2122,1572,2997,2068
"PA0936",915,807,982,251,999,643,1428,889
"PA0937",1342,1461,1203,382,2861,2113,4120,2702
"PA0938",3901,3394,3788,683,7783,5615,9652,6642
"PA0939",37,25,56,12,35,21,47,34
"PA0940",349,324,777,143,624,404,874,563
"PA0941",86,76,193,36,127,83,178,120
"PA0942",1374,1251,2154,369,1794,1450,2391,1764
"PA0943",6489,7092,10238,1241,1984,1424,2865,1791
"PA0944",787,518,801,170,736,573,862,640
"PA0945",1811,1445,1774,286,2318,1549,2764,1731
"PA0946",985,713,1198,201,426,292,480,350
"PA0947",454,423,471,97,5197,3810,6068,4085
"PA0948",303,244,301,81,254,169,277,195
"PA0949",263,198,311,61,265,176,304,195
"PA0950",425,279,416,133,779,460,665,581
"PA0951",998,802,1253,236,371,273,380,261
"PA0952",554,474,463,61,82,53,162,90
"PA0953",1389,1101,1538,333,1414,1068,1747,1142
"PA0954",1008,748,1027,260,559,503,794,509
"PA0955",1047,901,1333,210,497,333,481,322
"PA0956",7810,7809,9369,1348,3940,2774,4709,2961
"PA0957",85,84,93,27,411,321,468,308
"PA0958",105241,103488,31841,7638,7875,5735,11294,7191
"PA0959",1074,889,1772,341,1275,1036,1564,1083
"PA0960",846,744,1390,182,884,715,952,750
"PA0961",65,38,74,20,293,210,291,217
"PA0962",7217,5914,11495,4565,1273,954,1885,1176
"PA0963",5313,4602,5586,860,8876,6356,10816,7443
"PA0964",8621,8451,11242,1242,2373,1816,3441,1921
"PA0965",1359,1079,1693,257,1132,824,1601,971
"PA0966",813,739,987,146,1268,956,1421,1034
"PA0967",1116,883,1530,375,4794,3446,5923,3960
"PA0968",808,706,1131,228,1723,1232,2157,1500
"PA0969",3006,2618,4083,805,2591,1760,3446,2267
"PA0970",3563,3345,4307,721,2285,1611,2840,2024
"PA0971",5106,4430,6873,988,5173,3891,7961,5206
"PA0972",5811,5403,8360,2362,5989,4446,8544,5420
"PA0973",17506,17349,17815,4469,7112,5032,8365,6733
"PA0974",2032,1514,2792,513,4432,3053,4901,3536
"PA0975",46,41,66,17,2445,1771,3152,2241
"PA0976",187,154,235,58,3695,2676,4633,3197
"PA0976.1",42,42,46,20,316,254,420,344
"PA0977",19,30,39,5,2,5,4,2
"PA0978",94,65,112,15,170,125,185,127
"PA0979",85,93,101,18,129,89,170,90
"PA0980",71,65,62,45,8115,6055,9497,6009
"PA0981",1525,1802,1874,588,16440,11954,16931,10053
"PA0982",129,110,182,70,185,144,242,161
"PA0983",145,144,185,71,2021,1521,1982,1147
"PA0984",117,129,166,41,544,380,741,423
"PA0985",677,782,952,254,463,316,494,304
"PA0986",29,32,32,9,718,412,484,355
"PA0987",34,31,53,10,349,218,252,145
"PA0988",375,322,456,135,487,378,606,407
"PA0989",38,45,66,23,88,76,124,85
"PA0990",72,79,170,56,446,387,618,375
"PA0991",363,341,230,33,228,151,210,170
"PA0992",358,352,518,51,254,174,311,188
"PA0993",25,23,37,9,362,239,455,260
"PA0994",201,205,253,61,1303,951,1390,928
"PA0995",270,287,510,83,120,71,149,97
"PA0996",15949,11670,6357,1354,77,42,72,52
"PA0997",27582,21186,13544,2164,24,10,24,24
"PA0998",26642,20510,13398,1834,74,45,64,50
"PA0999",14010,9808,6844,1186,65,55,71,52
"PA1000",20151,14079,8605,1239,255,229,362,246
"PA1001",25749,22547,9693,1376,292,185,385,254
"PA1002",2808,2099,1192,165,34,35,54,28
"PA1003",1470,1444,2756,400,1068,722,1176,718
"PA1004",1407,1124,2033,383,5378,3792,6418,4518
"PA1005",1319,1187,1858,489,529,388,693,426
"PA1006",122,89,144,28,1117,851,1421,983
"PA1007",468,432,546,81,3297,2421,3707,2565
"PA1008",2534,3314,3696,470,459,410,639,356
"PA1009",317,241,325,145,446,322,534,392
"PA1010",2926,2459,3042,720,4112,2877,4343,3190
"PA1011",3666,2719,4510,752,2733,2209,3297,2413
"PA1012",531,396,826,151,687,469,769,505
"PA1013",4544,4192,7678,1078,1161,782,1357,896
"PA1013.1",486,370,804,100,76,59,71,58
"PA1014",2266,1816,2267,318,3378,2364,4003,2690
"PA1015",356,313,421,108,155,127,218,165
"PA1016",261,226,385,48,885,623,899,601
"PA1017",246,191,321,49,599,370,600,421
"PA1018",108,75,157,18,144,116,149,100
"PA1019",58,65,91,15,346,226,322,256
"PA1020",580,357,705,83,120,85,141,124
"PA1021",305,199,327,60,140,98,184,132
"PA1022",592,496,913,156,193,149,302,195
"PA1023",704,524,897,195,119,66,109,84
"PA1024",226,154,325,60,42,21,44,34
"PA1025",78,89,126,30,126,85,164,115
"PA1026",42,37,68,15,214,169,206,164
"PA1027",907,750,1439,198,230,184,603,387
"PA1028",216,168,314,42,80,60,130,107
"PA1029",1797,1785,3203,351,3746,2798,4784,2961
"PA1030",2107,1903,2904,620,8812,6219,9474,7058
"PA1030.1",30,20,45,8,418,301,552,314
"PA1031",1278,1175,1441,294,8521,6058,8709,6890
"PA1032",1243,984,1566,322,417,303,536,342
"PA1033",225,203,501,173,207,150,308,194
"PA1034",45,36,78,27,72,41,95,55
"PA1035",499,505,553,113,412,357,662,484
"PA1036",705,605,723,108,557,383,523,438
"PA1037",55,44,64,30,198,160,269,188
"PA1038",51,56,109,17,12,20,28,16
"PA1039",130,92,144,62,16,11,10,9
"PA1040",116,93,180,37,53,46,55,36
"PA1041",2379,1731,4958,848,603,395,601,455
"PA1042",359,272,372,72,286,195,386,267
"PA1043",1446,949,1236,201,501,424,655,453
"PA1044",56,48,64,12,97,103,117,91
"PA1045",826,717,1028,166,1382,994,1452,1053
"PA1046",357,257,503,84,375,251,322,262
"PA1047",463,400,662,119,293,249,348,235
"PA1048",1695,1316,3118,851,966,697,1477,918
"PA1049",1088,915,1370,267,281,227,286,198
"PA1050",480,353,556,96,151,126,134,116
"PA1051",261,188,179,28,132,76,188,135
"PA1052",282,184,277,31,41,34,58,39
"PA1053",14966,13119,20777,3276,2002,1642,3837,2362
"PA1054",948,703,1469,314,1940,1460,2512,1670
"PA1055",221,257,512,70,131,101,141,94
"PA1056",259,195,475,118,114,86,120,104
"PA1057",381,407,729,102,67,43,70,49
"PA1058",193,146,357,58,6,5,13,10
"PA1059",231,182,407,112,46,39,40,26
"PA1060",236,186,390,62,151,113,230,145
"PA1061",598,508,1099,226,95,66,129,82
"PA1062",576,432,1055,191,47,43,72,62
"PA1063",198,204,457,41,33,14,39,22
"PA1064",602,562,822,203,396,288,582,338
"PA1065",263,263,392,77,143,101,159,120
"PA1066",201,195,424,80,91,77,146,107
"PA1067",77,64,104,30,139,108,155,133
"PA1068",1091,777,1368,243,2523,1840,3709,2391
"PA1069",5489,4136,6657,1184,3558,2580,4849,3577
"PA1070",1832,1521,1020,186,226,133,183,118
"PA1071",3806,3616,1982,320,269,177,216,140
"PA1072",2389,1768,1118,183,250,196,306,160
"PA1073",1275,1199,618,125,528,436,665,448
"PA1074",19278,15084,11404,2566,8449,6638,12632,7937
"PA1075",91,73,117,29,156,138,225,153
"PA1076",4388,4520,7354,866,911,685,856,598
"PA1077",453,378,512,252,1068,775,1400,888
"PA1078",771,713,727,219,1374,964,1746,1057
"PA1079",2592,2493,3002,537,2802,1953,3720,2464
"PA1080",7580,6836,9570,2141,2846,1895,3528,2275
"PA1081",1364,1272,1597,354,2016,1416,2524,1689
"PA1082",2275,2130,3214,795,1909,1381,2498,1477
"PA1083",1455,1310,1673,414,1134,747,1293,898
"PA1084",478,351,764,166,436,263,432,321
"PA1085",937,843,1315,267,525,309,538,368
"PA1086",4650,3832,5958,1247,591,386,552,362
"PA1087",3501,3247,4750,1042,714,472,713,543
"PA1088",1156,1067,1456,282,170,108,157,112
"PA1089",412,344,589,102,58,37,66,39
"PA1090",844,812,1112,153,105,74,96,68
"PA1091",4899,3835,6274,1276,569,375,560,372
"PA1092",63681,57096,95099,19816,39575,29332,59209,39341
"PA1093",3609,2822,4926,669,2349,1585,3285,2047
"PA1094",19264,17493,24772,4909,17434,11688,20261,14638
"PA1095",12709,12160,14112,2502,10633,7205,12824,8983
"PA1096",5487,5516,6128,990,6136,4028,7144,4726
"PA1097",6714,5839,7021,1089,7703,5938,9043,5969
