Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Link
2022/04/25,GSE166061,"Epigenetic studies of Aspergillus fumigatus","Transcriptome analysis of deletion mutant which coding histone modification enzymes compared to wild type by NGS",AF293.1,liquid medium,histone modification,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE166061
