Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Species,Link
2023/06/08,GSE174493,"Role of PG1626 in Porphyromonas gingivalis ATCC33277","Wild type Porphyromonas gingivalis strain ATCC33277 (V3176) and PG1626 - deficient mutant (V3177) were grown in iron replete conditions was used to compare to Porphyromonas gingivalis strains grown in iron chelated conditions.",ATCC33277,BHI,Dipyridyl,NA,Porphyromonas gingivalis,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE174493
