Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Species,Link
2022/10/08,GSE168570,"Role of RNA-binding protein, Pgr, in Porphyromonas gingivalis","Role of RNA-binding protein, Pgr, in Porphyromonas gingivalis.",V3139,BHI,Dipyridyl,NA,Porphyromonas gingivalis,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE168570
