Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Link
2022/12/19,GSE202268,"A manganese-independent aldolase enables Staphylococcus aureus to resist host-imposed metal starvation","The goal of this study was to determine gene expression in WT and arlRS KO bacteria when grown in the presence and absence of glucose.",Newman,bacterial liquid culture,"ArlRS,glucose",NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE202268
