Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Link
2022/03/18,GSE198695,"Regulation of spn by Teg49 in S. aureus","We have studied the transcriptome of S. aureus SH1000 strain, isogenic Teg49 mutant strain, and isogenic plasmid complemented strain",SH1000,TSB,NA,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE198695
