Date,GEO Accession,Title,Description,Strain,Medium,Treatment,Genotype,Link
2021/12/11,GSE190571,"RNAseq of polymicrobial S.aureus and E.coli macrocolonies","We report the transcriptome of macrocolonies taken from S. aureus and E. coli grown in single speicies or multispecies context.",HG001,NA,NA,NA,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE190571
