"gene_id","Raw Counts WT Replicate 1","Raw Counts WT Replicate 2","Raw Counts WT Replicate 3","Raw Counts II1046 Replicate 1","Raw Counts II1046 Replicate 2","Raw Counts II1046 Replicate 3"
"BP1026B_I3175",611,748,912,671,692,701
"BP1026B_I3176",222,135,169,131,133,150
"BP1026B_I3177",170,102,130,95,79,97
"BP1026B_I3178",2821,1829,2338,1903,1940,2170
"BP1026B_I3179",5356,4155,4807,4385,4315,4834
"predicted RNA",76,42,44,24,31,35
"BP1026B_I3180",3531,2260,2757,1425,1432,1524
"BP1026B_I3181",20,13,13,9,11,12
"BP1026B_I3182",144,125,122,160,162,189
"BP1026B_I3183",161,70,73,64,56,65
"BP1026B_I3184",4945,3645,4364,3570,3575,3586
"predicted RNA",161,76,72,57,54,57
"BP1026B_I3185",95,51,49,57,59,69
"BP1026B_I3186",345,205,273,272,270,301
"BP1026B_I3187",685,349,471,360,315,391
"BP1026B_I3188",685,437,443,424,456,499
"BP1026B_I3189",2436,1544,1831,1197,1173,1376
"predicted RNA",1221,619,678,534,423,395
"BP1026B_I3190",921,606,690,530,553,572
"BP1026B_I3191",5451,3001,3283,2488,2559,2707
"BP1026B_I3192",699,352,284,398,320,362
"BP1026B_I3193",468,250,282,248,248,256
"BP1026B_I3194",1306,903,1110,985,1007,1118
"BP1026B_I3195",4136,2665,3143,2759,2645,2995
"BP1026B_I3196",2690,2217,2600,2181,2202,2344
"BP1026B_I3197",178,146,151,134,121,159
"BP1026B_I3198",130,59,76,53,51,53
"BP1026B_I3199",228,146,137,190,202,224
"BP1026B_I3200",502,291,303,286,283,303
"BP1026B_I3201",454,234,269,285,271,321
"BP1026B_I3202",1294,793,841,1205,1304,1492
"BP1026B_I3203",2159,1118,1322,1253,1296,1462
"BP1026B_I3204",2250,1337,1405,1433,1465,1532
"BP1026B_I3205",2065,1321,1495,1747,1788,1951
"BP1026B_I3207",5561,3031,3345,2887,2795,3100
"predicted RNA",3235,1478,1714,336,347,410
"BP1026B_I3208",4102,2180,2676,1188,1268,1251
"BP1026B_I3209",457,220,274,339,322,342
"BP1026B_I3210",525,337,367,446,451,472
"BP1026B_I3211",2757,1757,2093,1664,1619,1891
"BP1026B_I3212",2805,1803,2046,1610,1637,1785
"BP1026B_I3213",720,387,427,381,351,454
"BP1026B_I3214",87,43,59,153,136,144
"BP1026B_I3215",82,36,47,89,80,90
"BP1026B_I3216",66,57,62,40,42,50
"BP1026B_I3217",19,13,12,14,17,19
"BP1026B_I3218",208,131,135,395,413,432
"BP1026B_I3219",257,156,142,204,188,216
"BP1026B_I3220",117,64,69,88,93,102
"BP1026B_I3221",58,29,33,50,45,55
"BP1026B_I3222",153,82,96,102,102,100
"BP1026B_I3223",871,673,734,811,762,921
"BP1026B_I3224",930,833,964,1168,1131,1237
"BP1026B_I3225",2068,1780,2219,2688,2828,3120
"BP1026B_I3226",158,83,83,117,138,133
"BP1026B_I3227",264,142,174,252,218,283
"BP1026B_I3228",291,185,185,266,230,281
"BP1026B_I3229",697,422,496,651,637,712
"BP1026B_I3230",1695,930,1170,1101,1088,1161
"BP1026B_I3231",33783,19779,23180,14773,14606,15880
"BP1026B_I3232",34080,19801,22407,15834,15787,17276
"BP1026B_I3233",5697,3189,3612,2942,2920,3202
"BP1026B_I3234",1897,1647,1775,1973,1938,2120
"BP1026B_I3235",4149,2049,2514,3130,3089,3415
"BP1026B_I3236",1125,956,1096,1094,1065,1227
"BP1026B_I3237",2559,2400,2817,2914,2990,3299
"BP1026B_I3238",3606,3210,3684,3571,3666,3938
"BP1026B_I3239",7207,7287,8773,7675,7672,8742
"BP1026B_I3240",1533,1293,1587,1631,1642,1750
"BP1026B_I3241",1026,785,935,936,988,991
"BP1026B_I3242",743,629,571,568,591,619
"BP1026B_I3243",1478,716,752,810,757,808
"BP1026B_I3244",4479,4087,4404,2888,2677,2807
"BP1026B_I3245",12528,7129,8484,5285,5151,5835
"BP1026B_I3246",366,271,346,227,242,280
"BP1026B_I3247",2160,1243,1393,1060,1045,1120
"BP1026B_I3248",1293,807,969,743,729,779
"BP1026B_I3249",2649,1646,1787,1850,1887,1973
"BP1026B_I3250",10584,6459,7506,7356,7502,7996
"BP1026B_I3251",1113,691,728,882,901,959
"BP1026B_I3252",841,464,584,548,572,626
"BP1026B_I3253",1012,689,740,725,809,839
"BP1026B_I3254",2042,1091,1207,981,930,1092
"BP1026B_I3255",3438,1644,1911,1491,1496,1687
"BP1026B_I3256",531,347,392,368,365,367
"BP1026B_I3257",1064,749,896,791,813,870
"BP1026B_I3258",1091,683,772,706,665,738
"BP1026B_I3259",6714,3710,4410,3295,3208,3645
"BP1026B_I3260",8326,5548,6626,4771,4776,5492
"BP1026B_I3261",1136,702,872,806,812,818
"BP1026B_I3262",752,548,658,704,705,790
"predicted RNA",65,75,78,56,53,53
"BP1026B_I3263",4974,4788,5739,3859,3757,4341
"BP1026B_I3264",259,209,201,164,182,181
"BP1026B_I3265",6546,6171,6891,2672,2757,2979
"BP1026B_I3266",5119,4344,4704,4773,4859,5172
"predicted RNA",75,41,52,43,38,48
"BP1026B_I3267",1084,668,802,744,805,821
"BP1026B_I3268",2162,1364,1508,1692,1636,1802
"BP1026B_I3269",1646,986,1011,1344,1250,1233
"BP1026B_I3270",547,358,430,435,450,416
"BP1026B_I3271",4657,3750,4352,4276,4256,4799
"BP1026B_I3272",77,51,44,58,66,62
"BP1026B_I3273",2783,2153,2282,3373,3266,3444
"BP1026B_I3274",2824,1930,2222,2801,2753,2998
"BP1026B_I3275",1265,962,1068,1406,1402,1478
"predicted RNA",417,267,313,314,324,365
"BP1026B_I3276",1530,801,918,988,963,1020
"BP1026B_I3277",440,240,286,260,243,268
"BP1026B_I3278",1022,472,524,292,284,336
"BP1026B_I3279",3876,1850,1928,1279,1206,1224
"BP1026B_I3280",3319,1834,2174,1216,1289,1383
"BP1026B_I3281",3216,1959,2442,1610,1580,1713
"BP1026B_I3282",416,441,462,371,361,392
"BP1026B_I3283",3016,1877,2238,2101,2174,2486
"BP1026B_I3284",2972,2316,2808,2869,2908,3210
"BP1026B_I3285",2179,1043,1212,1321,1372,1417
"BP1026B_I3286",3298,1646,1891,1856,1799,1912
"BP1026B_I3287",1098,642,799,655,613,764
"BP1026B_I3288",4131,1841,2121,1967,1850,2037
"BP1026B_I3289",896,537,630,538,509,619
"BP1026B_I3290",1317,804,901,986,960,1051
"BP1026B_I3291",774,485,561,446,435,475
"BP1026B_I3292",86,55,47,42,44,49
"BP1026B_I3293",1049,712,831,770,812,826
"BP1026B_I3294",1326,1001,1222,947,951,1012
"BP1026B_I3295",1031,627,694,657,628,748
"BP1026B_I3296",143,91,107,96,97,98
"BP1026B_I3297",326,245,271,228,246,260
"BP1026B_I3298",2642,1993,2303,1440,1433,1649
"BP1026B_I3299",458,225,280,321,321,334
"BP1026B_I3300",2979,2200,2580,2276,2196,2527
"BP1026B_I3301",987,769,848,569,598,567
"BP1026B_I3302",20275,16199,18396,10070,10132,10998
"BP1026B_I3303",11058,4751,5483,4513,4385,4846
"BP1026B_I3304",1119,862,1032,962,956,1033
"BP1026B_I3305",392,291,309,302,270,289
"BP1026B_I3306",604,357,382,351,367,403
"BP1026B_I3307",656,342,424,375,396,494
"BP1026B_I3308",4777,4089,4928,4891,5048,5873
"BP1026B_I3309",7382,6593,7848,6900,7018,8151
"BP1026B_I3310",4679,2844,3263,3434,3410,3823
"BP1026B_I3311",20384,14086,16247,14071,14070,15752
"BP1026B_I3312",32516,17019,19695,15086,14936,16899
"BP1026B_I3313",5822,3352,3827,4157,4090,4472
"BP1026B_I3314",1394,771,806,1206,1144,1141
"BP1026B_I3316",5181,2618,3048,3136,3182,3487
"BP1026B_I3315",370,277,302,268,296,281
"BP1026B_I3317",686,422,443,350,368,402
"BP1026B_I3318",1148,917,1071,837,801,915
"BP1026B_I3319",462,381,448,327,340,370
"BP1026B_I3320",1594,1157,1308,1664,1633,1853
"BP1026B_I3321",1777,796,968,1032,1012,1083
"BP1026B_I3322",99,41,44,73,78,91
"BP1026B_I3323",80,61,84,97,94,123
"BP1026B_I3324",824,653,826,853,876,1038
"BP1026B_I3325",922,630,745,960,949,1029
"BP1026B_I3326",1401,1165,1381,1599,1576,1866
"BP1026B_I3327",1923,1327,1499,1688,1685,1819
"BP1026B_I3328",207,230,277,335,337,380
"BP1026B_I3329",5331,4504,5302,5535,5586,6141
"BP1026B_I3330",294,228,249,290,278,303
"BP1026B_I3331",112,69,78,103,99,108
"BP1026B_I3332",883,484,546,813,768,835
"BP1026B_I3333",369,295,324,610,597,668
"BP1026B_I3334",275,120,149,176,174,172
"BP1026B_I3335",1217,612,700,818,783,863
"BP1026B_I3336",963,419,587,541,611,706
"BP1026B_I3337",913,515,617,459,453,482
"BP1026B_I3338",1767,1256,1458,1331,1324,1443
"BP1026B_I3340",4108,3674,4281,4809,4994,5718
"predicted RNA",351,483,558,629,677,806
"BP1026B_I3341",667,876,1050,1535,1576,1780
"BP1026B_I3342",2352,1906,2324,2295,2290,2754
"BP1026B_I3343",1458,1598,1856,1837,1871,2169
"BP1026B_I3344",796,595,733,728,735,861
"BP1026B_I3345",265,211,217,295,278,299
"BP1026B_I3347",307,291,302,207,218,207
"BP1026B_I3348",3314,2164,2500,1744,1817,2000
"BP1026B_I3349",5828,4659,5338,4328,4398,5038
"BP1026B_I3350",10918,8417,9824,7293,7288,8275
"BP1026B_I3351",3573,3768,4360,5205,5187,5895
"BP1026B_I3352",2396,2314,2632,3955,3924,4219
"predicted RNA",26,33,41,35,31,47
"BP1026B_I3353",2964,2227,2524,2176,2199,2509
"BP1026B_I3354",6111,3691,4396,3751,3816,4241
"BP1026B_I3355",2073,1609,1864,1617,1630,1815
"BP1026B_I3356",6743,4775,5492,5662,5558,6203
"BP1026B_I3357",6358,4389,5327,5397,5318,6307
"BP1026B_I3358",2320,1827,2202,2046,1942,2334
"BP1026B_I3359",1844,1419,1753,1789,1825,1947
"BP1026B_I3360",474,395,502,471,477,534
"BP1026B_I3361",912,609,746,648,649,769
"BP1026B_I3362",2057,1309,1549,1475,1556,1727
"BP1026B_I3363",1892,1452,1692,1414,1437,1683
"BP1026B_I3364",2056,1279,1418,1359,1386,1491
"BP1026B_I3365",672,451,538,600,626,647
"BP1026B_I3366",1396,979,1276,1138,1118,1305
"BP1026B_I3367",311,211,223,333,299,311
"BP1026B_I3368",1893,1143,1302,1618,1597,1728
"BP1026B_I3369",687,536,615,611,584,642
"BP1026B_I3370",1803,1132,1390,1429,1421,1573
"BP1026B_I3371",678,524,664,622,563,723
"BP1026B_I3372",511,527,618,622,708,743
"BP1026B_I3373",2546,1538,1774,1889,1993,2116
"BP1026B_I3374",723,676,760,646,611,672
"BP1026B_I3375",2259,2074,2547,2247,2135,2429
"BP1026B_I3376",2465,1800,2056,1761,1777,1919
"predicted RNA",115,49,47,37,35,36
"BP1026B_I3377",1485,1406,1668,1336,1302,1499
"BP1026B_I3378",1304,947,1076,954,936,1085
"BP1026B_I3379",1320,1080,1157,1054,1090,1124
"BP1026B_I3380",1478,741,811,953,889,990
"BP1026B_I3381",1010,775,851,965,931,1018
"BP1026B_I3382",449,239,265,324,301,295
"BP1026B_I3383",1645,909,967,1208,1208,1220
"BP1026B_I3384",876,538,563,626,596,730
"BP1026B_I3385",645,313,302,347,319,293
"BP1026B_I3386",1621,1186,1428,1483,1503,1652
"BP1026B_I3387",2502,1772,2019,2051,2181,2306
"BP1026B_I3388",4283,3127,3583,3402,3337,3850
"BP1026B_I3389",2115,1615,1880,1251,1314,1366
"BP1026B_I3390",3438,3060,3692,3180,3245,3598
"predicted RNA",323,265,277,186,212,205
"BP1026B_I3391",1973,1103,1207,830,837,888
"predicted RNA",48,22,21,13,13,11
"BP1026B_I3392",2006,1218,1320,816,760,824
"BP1026B_I3393",808,466,586,416,422,481
"BP1026B_I3394",473,484,516,403,408,424
"BP1026B_I3395",3096,2700,3205,2053,2014,2269
"BP1026B_I3396",3863,2683,2989,2400,2339,2536
"BP1026B_I3397",1705,993,1193,1037,1038,1171
"BP1026B_I3398",1108,915,1102,996,1097,1152
"BP1026B_I3399",141,74,91,84,78,86
"BP1026B_I3400",33,26,17,16,23,18
"BP1026B_I3401",13,7,11,14,7,9
"BP1026B_I3402",72,28,32,37,30,33
"BP1026B_I3403",2926,1768,2044,2340,2322,2563
"BP1026B_I3404",144,102,130,95,105,134
"BP1026B_I3405",1201,800,894,1200,1195,1295
"BP1026B_I3406",3038,2083,2379,2536,2583,2901
"BP1026B_I3407",376,248,309,309,290,320
"BP1026B_I3408",1180,718,758,654,598,713
"BP1026B_I3409",3521,3012,3456,3131,3050,3394
"BP1026B_I3410",5611,3760,4398,3814,3826,4251
"BP1026B_I3412",3821,2992,3443,2226,2145,2580
"BP1026B_I3411",1902,1291,1524,1475,1501,1659
"BP1026B_I3414",37,28,31,21,20,30
"BP1026B_I3413",2863,1996,2341,1914,1914,2129
"BP1026B_I3415",7237,5436,6181,4667,4678,5081
"BP1026B_I3416",2030,1380,1528,1276,1290,1408
"predicted RNA",21,35,39,45,44,49
"BP1026B_I3417",3534,3992,4734,5551,5439,6354
"predicted RNA",730,765,950,997,962,1189
"BP1026B_I3418",6031,7408,8901,13713,13400,15012
"BP1026B_I3419",4023,5695,7066,9617,9465,10706
"BP1026B_I3420",2700,4288,4999,6556,6493,7437
"BP1026B_I3421",9327,8949,11196,15841,15653,18463
"BP1026B_I3422",2305,2658,3439,6559,6559,7590
"BP1026B_I3423",6168,6463,7825,14649,14667,17410
"BP1026B_I3424",11086,10834,13107,22120,22117,24732
"BP1026B_I3425",4740,4469,5069,8302,8443,9736
"BP1026B_I3426",1926,2247,2547,4163,4200,4680
"BP1026B_I3427",3077,3254,4036,6297,6253,7020
"BP1026B_I3428",6061,6591,7775,10542,10277,11962
"BP1026B_I3429",2431,3542,4034,4979,5017,5537
"BP1026B_I3430",3885,4257,5410,5514,5415,6411
"BP1026B_I3431",5032,6780,7776,7217,7297,7976
"BP1026B_I3432",4738,4999,6120,5474,5208,6244
"BP1026B_I3433",5703,5426,6591,5939,5955,6867
"BP1026B_I3434",6935,7246,9268,27451,27048,32345
"BP1026B_I3435",2717,3138,3715,9622,9615,11245
"BP1026B_I3436",4154,4876,5775,13283,12942,14787
"BP1026B_I3437",7659,9084,10597,22134,21882,24641
"BP1026B_I3438",4537,4850,5933,11112,11113,12721
"BP1026B_I3439",5423,4720,5637,9630,9596,11704
"BP1026B_I3440",5871,7226,8628,13307,13181,14749
"BP1026B_I3441",3062,4221,4953,6138,6178,7117
"BP1026B_I3442",4388,6407,7788,7968,7696,8921
"BP1026B_I3443",7843,10002,11896,11476,11112,12849
"BP1026B_I3444",11578,12795,14008,16618,16366,18021
"predicted RNA",553,1132,952,897,1035,916
"BP1026B_I3445",21750,20415,24761,29351,29107,32971
"predicted RNA",96,84,119,192,203,244
"BP1026B_I3446",4935,5366,6568,10373,10045,11873
"predicted RNA",157,153,205,177,166,220
"BP1026B_I3447",1499,1709,2011,2049,1998,2411
"BP1026B_I3448",3050,2937,3232,3425,3323,3753
"BP1026B_I3449",2778,1663,1962,1891,1894,2121
"BP1026B_I3450",14391,14546,17098,27869,27815,31129
"BP1026B_I3451",8751,9516,11217,14879,14777,16727
"BP1026B_I3453",16022,15483,17993,37187,37489,42241
"BP1026B_I3452",13318,12573,14477,29979,29973,34100
"predicted RNA",323,377,430,750,762,890
"BP1026B_I3454",7453,8870,10234,19024,18875,20542
"BP1026B_I3455",7464,9884,11651,22348,22011,24462
"BP1026B_I3456",5113,7658,8956,15321,15642,16881
"predicted RNA",81,99,120,179,210,210
"BP1026B_I3457",6885,6835,8091,8177,8456,9709
"BP1026B_I3458",4936,5308,6367,5590,5637,6503
"BP1026B_I3459",894,1218,1394,1146,1156,1230
"BP1026B_I3460",27744,25720,30944,33005,32449,36939
"BP1026B_I3461",1609,1635,2066,2351,2510,2718
"BP1026B_I3462",4401,1847,2273,2837,2869,3331
"BP1026B_I3463",448,334,415,350,353,421
"BP1026B_I3464",3431,1099,1346,1718,1670,2576
"BP1026B_I3465",1170,1107,1293,1654,1433,2154
"BP1026B_I3466",789,891,1048,1366,1521,1684
"BP1026B_I3467",1580,1490,1654,2200,2556,2706
"BP1026B_I3468",431,388,447,658,718,780
"BP1026B_I3469",724,636,769,705,608,831
"BP1026B_I3470",630,325,399,548,617,655
"BP1026B_I3471",368,353,358,293,336,356
"BP1026B_I3472",5006,3750,4426,5250,5135,5910
"BP1026B_I3473",1816,1468,1765,1835,1827,2068
"BP1026B_I3474",2759,2461,2764,2708,2684,2884
"BP1026B_I3475",739,553,543,505,449,466
"BP1026B_I3476",4706,3533,4042,3604,3599,3984
"BP1026B_I3477",1515,1071,1190,991,1013,1119
"BP1026B_I3478",441,308,360,340,308,346
"BP1026B_I3479",3367,2969,3456,4523,4574,4917
"BP1026B_I3480",471,302,359,318,269,321
"BP1026B_I3481",599,642,787,432,448,484
"BP1026B_I3482",53,33,32,11,18,28
"BP1026B_I3483",2355,1448,1634,1268,1269,1424
"predicted RNA",113,43,47,32,41,35
"BP1026B_I3484",4979,3189,3760,4301,4319,4842
"BP1026B_I3485",3197,2015,2434,2452,2311,2666
"BP1026B_I3486",707,380,436,457,453,457
"BP1026B_I3487",1129,662,733,427,400,438
"BP1026B_I3488",3043,2161,2620,2363,2435,2708
"BP1026B_I3489",40,11,20,38,45,44
"BP1026B_I3490",77,46,67,68,91,87
"BP1026B_I3491",42,24,32,39,43,48
"BP1026B_I3492",170,112,119,120,128,151
"BP1026B_I3493",600,673,849,732,737,797
"BP1026B_I3494",584,368,413,558,569,615
"BP1026B_I3495",383,189,157,137,133,149
"BP1026B_I3496",872,707,718,528,457,551
"predicted RNA",469,239,246,127,122,129
"BP1026B_I3497",1629,883,1058,684,677,745
"BP1026B_I3498",652,377,431,531,527,607
"BP1026B_I3499",27196,18072,21460,38893,39015,45487
"predicted RNA",273,190,180,338,312,355
"BP1026B_I3500",272,175,210,187,188,218
"predicted RNA",78,65,83,86,88,127
"BP1026B_I3501",1047,566,703,836,837,871
"BP1026B_I3502",1103,773,936,781,826,942
"BP1026B_I3503",40,37,43,26,34,26
"BP1026B_I3504",674,450,489,385,359,396
"BP1026B_I3505",1215,948,1045,769,709,764
"BP1026B_I3506",453,307,337,319,312,357
"BP1026B_I3507",248,123,127,100,107,115
"BP1026B_I3508",722,308,329,276,298,311
"BP1026B_I3509",1883,1292,1480,1113,1073,1332
"BP1026B_I3511",932,498,596,443,518,531
"BP1026B_I3510",809,616,702,544,556,578
"BP1026B_I3512",2729,1370,1639,1290,1325,1479
"BP1026B_I3513",8532,5327,6448,8096,8020,9251
"BP1026B_I3514",576,328,329,666,614,735
"BP1026B_I3515",45498,55776,65271,74199,75450,85600
"BP1026B_I3516",463,280,270,451,376,619
"BP1026B_I3517",970,678,822,1097,980,1047
"BP1026B_I3518",297,133,140,180,188,188
"BP1026B_I3519",1220,1048,1216,776,779,894
"BP1026B_I3520",605,356,450,700,707,858
"BP1026B_I3522",3190,2450,2793,1214,1196,1394
"BP1026B_I3521",1868,1181,1263,721,727,742
"BP1026B_I3523",8723,7568,8370,4813,4758,5346
"BP1026B_I3524",2916,3511,4311,2691,2652,2821
"BP1026B_I3525",49499,56377,66974,27290,26676,30310
"BP1026B_I3526",3764,2042,2436,2212,2181,2526
"BP1026B_I3527",3490,1865,2150,2981,2801,2995
"BP1026B_I3528",3895,2477,2697,3128,3080,3302
"BP1026B_I3529",2988,1736,2026,2236,2266,2501
"BP1026B_I3530",1141,671,817,821,787,897
"BP1026B_I3531",797,476,578,336,352,388
"BP1026B_I3532",6451,4411,5314,2919,2806,3185
"predicted RNA",83,73,80,38,40,44
"BP1026B_I3533",5486,3619,3881,3020,2907,3075
"predicted RNA",1143,874,1015,760,724,869
"BP1026B_I3534",5043,3835,4376,2659,2588,2944
"BP1026B_I3535",5948,4043,4689,2786,2834,3430
"BP1026B_I3536",17802,11517,13851,9956,9850,10826
"BP1026B_I3537",7996,4674,5163,3244,3103,3513
"BP1026B_I3538",13410,8248,9278,6608,6444,7231
"BP1026B_I3539",32195,20810,24208,17441,16895,18960
"BP1026B_I3540",23845,16901,19725,12537,12692,13995
"BP1026B_I3541",34735,22362,26650,17105,16813,19373
"BP1026B_I3542",5078,3723,4373,3274,3408,3703
"BP1026B_I3543",22922,12563,15583,11092,11182,12612
"BP1026B_I3544",18832,12668,15475,12160,12218,14182
"BP1026B_I3545",3213,2912,3383,1447,1434,1532
"BP1026B_I3546",5406,6783,8260,3764,3755,4230
"predicted RNA",388,151,181,88,84,117
"BP1026B_I3547",664,557,682,361,359,378
"BP1026B_I3549",2916,3003,3298,2605,2651,2915
"BP1026B_I3548",1304,1192,1306,617,615,777
"BP1026B_I3550",88,61,76,76,83,101
"BP1026B_I3551",2244,1742,1940,1064,1087,1163
"BP1026B_I3552",1020,802,940,697,655,780
"BP1026B_I3553",820,472,526,428,414,428
"BP1026B_I3554",891,589,731,544,597,660
"BP1026B_I3555",186636,198179,238645,154287,152548,171120
"BP1026B_I3556",18477,15121,17835,11147,10955,12056
"BP1026B_I3557",4018,3218,3883,2218,2236,2424
"BP1026B_I3558",6339,3792,4339,3700,3735,4010
"BP1026B_I3559",2656,2202,2639,2176,2123,2436
"BP1026B_I3560",2080,1495,1856,1689,1771,2011
"BP1026B_I3561",1020,851,998,1024,1036,1161
"BP1026B_I3562",3798,2519,2808,2621,2502,2733
"BP1026B_I3563",2106,1036,1155,1083,1007,1108
"BP1026B_I3564",3193,1813,1988,2165,2152,2369
"BP1026B_I3565",4113,3041,3496,3508,3403,3833
"BP1026B_I3566",1906,1876,2198,2067,2169,2497
"predicted RNA",143,150,162,125,115,129
"BP1026B_I3567",3712,3494,4126,3352,3588,3874
"BP1026B_I3568",285,156,181,168,181,204
"predicted RNA",400,189,200,182,178,202
"BP1026B_I3569",1936,1452,1754,1563,1459,1679
"BP1026B_I3570",779,651,699,917,852,997
"BP1026B_I3571",460,461,515,483,504,591
"BP1026B_I3572",1020,963,1076,1389,1408,1506
"BP1026B_I3573",521,331,376,434,426,444
"BP1026B_I3574",3605,2263,2510,1557,1638,1828
"BP1026B_I3575",9604,6522,7447,4345,4275,4671
"BP1026B_I3576",26,16,23,17,21,16
"BP1026B_I3577",476,282,317,226,260,309
"BP1026B_I3578",252,271,339,199,208,234
"BP1026B_I3580",2190,1574,1868,946,915,1070
"predicted RNA",91,62,74,59,56,75
"BP1026B_I3582",1519,1365,1665,874,872,1019
"BP1026B_I3583",589,450,520,355,376,402
"BP1026B_I3584",705,778,923,959,955,1190
"predicted RNA",36,49,41,50,42,45
"predicted RNA",259,221,286,250,227,286
"BP1026B_I3585",47,37,56,44,46,54
"BP1026B_I3587",2984,2028,2487,1966,1987,2384
"BP1026B_I3589",551,535,562,400,427,440
"BP1026B_I3590",2305,3297,3948,4810,4779,5386
"BP1026B_I3591",298,385,457,231,214,272
"BP1026B_I3592",104,80,99,104,98,108
"BP1026B_I3593",52,35,45,56,61,54
"BP1026B_I3594",42,27,40,34,38,52
"BP1026B_I3595",34,22,30,31,25,29
"BP1026B_I3596",18,12,15,22,19,17
"BP1026B_I3597",26,10,19,30,22,20
"BP1026B_I3598",2,0,1,4,3,3
"BP1026B_I3599",9,4,6,5,4,0
"BP1026B_I3600",2,2,4,1,2,2
"BP1026B_I3601",6,0,3,3,3,2
"BP1026B_I3602",13,9,9,8,5,8
"BP1026B_I3603",6,2,6,3,4,4
"BP1026B_I3604",2,0,4,3,2,4
"BP1026B_I3605",23,9,10,15,16,19
"BP1026B_I3606",58,62,75,89,108,107
"BP1026B_I3607",2,0,2,4,0,1
"BP1026B_I3609",44,26,23,26,30,38
"BP1026B_I3610",5,2,6,7,5,5
"BP1026B_I3611",53,41,51,59,67,71
"BP1026B_I3612",41,18,24,39,29,34
"BP1026B_I3613",77,34,44,38,38,38
"BP1026B_I3614",14,9,11,14,12,10
"BP1026B_I3615",25,25,33,21,17,31
"BP1026B_I3616",59,46,56,57,60,76
"BP1026B_I3617",72,51,61,39,46,61
"BP1026B_I3618",17,12,7,5,8,6
"BP1026B_I3619",167,110,139,174,139,169
"BP1026B_I3620",54,22,32,53,52,48
"BP1026B_I3621",1012,835,996,1583,1572,1720
"BP1026B_I3622",1552,1482,1970,2154,2172,2514
"predicted RNA",42,39,43,57,53,71
"BP1026B_I3623",1738,1895,2161,2734,2861,3256
"BP1026B_I3624",7158,5180,6492,9066,9190,10459
"BP1026B_I3625",81,71,99,119,114,130
"BP1026B_I3626",31,45,46,47,47,51
"BP1026B_I3627",9,13,19,19,20,27
"BP1026B_I3629",67,87,92,40,46,47
"BP1026B_I3628",51,37,40,20,21,26
"BP1026B_I3630",39,32,45,17,26,38
"BP1026B_I3631",51,49,59,36,47,33
"BP1026B_I3632",24,23,30,18,20,16
"BP1026B_I3633",42,38,35,25,21,32
"BP1026B_I3634",29,17,15,14,16,17
"BP1026B_I3635",407,283,346,243,238,263
"BP1026B_I3636",771,646,759,601,613,665
"BP1026B_I3638",93,96,78,67,70,65
"BP1026B_I3639",1130,763,890,489,476,481
"BP1026B_I3641",1234,827,968,901,966,1132
"BP1026B_I3642",426,330,336,391,381,410
"BP1026B_I3643",513,255,266,231,244,219
"BP1026B_I3644",2379,1551,1802,1620,1659,1733
"predicted RNA",118,77,80,66,66,69
"BP1026B_I3645",564,433,515,392,409,440
"BP1026B_I3646",1552,1614,1874,1132,1167,1300
"BP1026B_I3647",6936,4383,5167,3221,3143,3552
"predicted RNA",742,407,387,169,190,198
"BP1026B_I3648",5282,4983,5529,3249,3329,3654
"BP1026B_I3649",615,949,1165,595,574,651
"predicted RNA",65,76,84,47,44,57
"BP1026B_I3650",6763,4875,5765,4303,4215,4535
"BP1026B_I3651",1257,762,804,766,820,894
"BP1026B_I3652",2826,1521,1840,1701,1696,1877
"BP1026B_I3653",369,274,306,296,298,313
"BP1026B_I3654",1412,925,967,675,702,788
"BP1026B_I3655",960,520,589,378,385,454
"BP1026B_I3656",506,207,230,160,158,177
"BP1026B_I3657",417,356,364,93,122,118
"BP1026B_I3658",97,41,36,26,27,38
"BP1026B_I3659",362,166,201,157,146,153
"BP1026B_I3660",579,318,409,412,402,450
"BP1026B_I3661",172,118,131,167,169,166
"BP1026B_I3662",553,282,307,176,206,206
"BP1026B_I3663",107,70,50,30,29,22
"BP1026B_I3664",1499,1175,1322,1092,1057,1161
"BP1026B_I3665",1094,492,519,500,442,481
"BP1026B_I3666",8350,4564,5123,4127,4100,4485
"BP1026B_I3667",1070,757,925,1038,1066,1172
"BP1026B_I3668",409,265,277,366,363,405
"BP1026B_I3669",68,58,64,51,70,52
"BP1026B_I3670",104,57,65,67,48,70
"BP1026B_I3671",231,115,142,73,80,90
"BP1026B_I3672",84,60,62,56,58,56
"BP1026B_I3673",253,173,208,146,143,182
"BP1026B_I3674",334,193,223,215,197,216
"BP1026B_I3675",238,145,163,165,160,161
"BP1026B_I3676",30876,28258,34028,21755,20985,24570
"BP1026B_I3677",13053,8016,9112,7482,7157,7902
"BP1026B_I3678",661,360,409,404,392,468
"BP1026B_I3679",3093,1666,1861,1546,1514,1704
"BP1026B_I3680",4953,3100,3566,2995,3063,3376
"BP1026B_I3681",424,247,302,274,265,301
"BP1026B_I3683",158,105,105,154,138,162
"BP1026B_I3682",57,45,51,57,65,78
"BP1026B_I3684",204,165,184,239,231,269
"BP1026B_I3685",3324,3307,3690,5885,6025,6498
"predicted RNA",1008,1368,1412,2261,2398,2459
"BP1026B_I3686",9774,11247,13718,21179,20573,23349
"BP1026B_I3687",4919,5037,5836,9631,9518,11087
"BP1026B_I3688",14788,13767,16270,23789,23559,27186
