"gene_id","A1","A2","A3","B1","B2","B3","C1","C2","C3","D1","D2","D3"
"Afu2g16850",2629,2267,2233,3027,2077,2072,2003,2106,1762,1548,1214,1763
"Afu2g16860",139,97,121,215,79,111,58,51,62,26,22,44
"Afu2g16870",4971,4041,4186,4186,4798,2471,2491,2557,2305,2138,1889,2674
"Afu2g16880",7101,5627,5220,5184,5246,4002,7085,6784,6019,11114,10441,14067
"Afu2g16890",940,778,846,615,875,407,374,469,313,253,266,339
"Afu2g16900",1364,1177,1130,1808,1542,1443,344,549,296,326,351,453
"Afu2g16910",876,736,709,1019,936,767,792,1021,641,599,591,732
"Afu2g16920",3561,2986,2726,3299,3000,2146,2624,3063,2409,3094,2585,3675
"Afu2g16930",2569,2548,1851,1673,2667,1014,1798,1486,1529,1209,1269,1690
"Afu2g16940",253,203,193,346,308,243,93,101,67,30,36,44
"Afu2g16950",968,804,763,1039,765,761,486,638,407,450,408,549
"Afu2g16960",1145,898,855,638,572,440,553,462,461,228,226,308
"Afu2g16970",1216,972,871,1328,1595,1116,1674,1730,1409,1991,2039,2661
"Afu2g16980",696,628,544,239,166,199,302,389,268,239,261,343
"Afu2g16985",1021,814,790,460,418,427,1336,1484,1098,797,768,1038
"Afu2g16990",391,369,307,27,25,162,350,391,285,304,344,436
"Afu2g17000",1706,1272,1373,1245,1130,898,5668,3937,5327,4699,3226,5367
"Afu2g17040",1042,948,914,797,479,409,336,348,306,159,143,210
"Afu2g17050",738,594,524,1250,1462,951,325,488,313,428,382,506
"Afu2g17060",449,393,344,765,891,736,186,206,166,256,228,295
"Afu2g17070",2311,1998,1903,2110,1950,1657,1031,1259,868,1132,1007,1450
"Afu2g17080",3947,3309,3289,2711,2052,2033,1850,2377,1587,1426,1457,1864
"Afu2g17090",111,100,126,70,42,41,46,56,52,37,23,48
"Afu2g17100",884,832,699,496,422,352,612,691,584,529,519,763
"Afu2g17110",13429,10319,10245,17636,15203,11625,8494,11267,7380,9371,7561,11126
"Afu2g17120",419,300,332,284,262,167,247,301,250,199,188,266
"Afu2g17130",3040,2580,2457,3148,2584,2095,1794,1751,1626,1111,1033,1406
"Afu2g17140",1005,775,749,609,341,319,309,378,266,306,229,309
"Afu2g17160",198,192,209,39,41,38,28,84,20,28,37,39
"Afu2g17170",1675,1234,1228,303,229,225,3425,3281,3071,2574,2014,2684
"Afu2g17180",3266,2748,2684,2893,1981,2126,1943,2087,1782,1563,1277,1865
"Afu2g17190",1029,872,867,602,377,400,637,753,560,551,437,661
"Afu2g17200",647,392,393,760,1006,604,974,985,831,835,802,1057
"Afu2g17210",44,33,22,19,37,30,128,114,101,153,141,143
"Afu2g17220",7010,5861,5346,4625,3287,3221,16314,14303,15213,12951,10172,14856
"Afu2g17230",487,382,454,164,119,128,89,101,69,53,37,47
"Afu2g17240",221,166,179,14,18,20,32,59,39,46,14,24
"Afu2g17250",203,199,172,188,116,98,16,41,17,20,11,33
"Afu2g17260",87,52,67,89,56,59,13,19,10,6,2,7
"Afu2g17270",118,68,87,106,66,70,39,79,31,35,44,37
"Afu2g17280",17,10,12,16,7,10,1,2,3,3,1,1
"Afu2g17290",15,7,10,10,3,4,27,23,18,12,8,15
"Afu2g17300",225,206,213,175,110,150,249,350,223,108,122,201
"Afu2g17305",107,85,88,69,67,73,148,181,148,166,189,193
"Afu2g17320",369,275,298,120,81,87,849,1004,746,651,454,698
"Afu2g17330",467,394,358,295,176,173,871,679,711,571,462,583
"Afu2g17360",109,98,75,171,112,129,87,84,93,126,120,164
"Afu2g17370",36,25,24,12,8,9,3,1,0,1,0,4
"Afu2g17380",16,8,13,10,5,6,2,0,2,2,0,1
"Afu2g17390",339,274,344,190,140,120,84,40,60,30,29,31
"Afu2g17400",46,40,50,44,33,30,51,174,34,23,31,64
"Afu2g17410",189,171,188,205,180,158,52,67,49,59,59,68
"Afu2g17420",301,278,277,373,348,276,187,102,160,320,335,417
"Afu2g17430",328,261,249,365,359,235,142,227,124,99,110,154
"Afu2g17440",6328,5395,4581,5304,6558,3378,17,25,15,12,10,13
"Afu2g17450",1502,1238,1132,800,1049,638,5,6,3,0,3,4
"Afu2g17460",3676,2875,2886,1848,1777,1006,21,89,20,29,19,26
"Afu2g17470",1329,970,1031,583,810,318,7,25,13,11,4,13
"Afu2g17475",1323,1123,1045,998,956,625,174,211,150,128,119,146
"Afu2g17480",137,107,55,371,1012,337,10,10,10,6,2,6
"Afu2g17490",744,718,513,259,191,175,86,192,89,71,50,69
"Afu2g17500",10,4,3,4,7,2,112,40,102,61,21,56
"Afu2g17515",33,35,19,100,100,82,485,47,351,399,186,257
"Afu2g17520",122,93,93,116,94,81,56,48,54,65,68,79
"Afu2g17530",2227,1714,1609,206,265,146,44,161,41,69,43,67
"Afu2g17540",3153,2420,2384,220,298,182,157,419,116,85,68,118
"Afu2g17550",5562,4115,4347,898,507,673,1124,1639,980,492,313,489
"Afu2g17560",6628,4743,5312,1383,674,699,3116,5380,2803,1338,1013,1414
"Afu2g17580",3314,2303,2472,466,374,348,1166,1779,970,467,403,500
"Afu2g17600",8745,7816,7957,3283,1861,2121,3769,5284,3304,2366,1618,2275
"Afu2g17610",2277,1591,1684,1630,1484,1037,3789,3099,3445,3395,2962,4221
"Afu2g17620",189,146,136,59,86,62,186,192,186,192,157,184
"Afu2g17630",168,170,70,27,32,24,14,17,14,15,10,10
"Afu2g17640",22,13,11,28,32,26,52,38,37,29,11,34
"Afu2g17650",612,398,432,898,858,499,2854,2630,2535,1572,1301,1850
"Afu2g17660",4,1,2,3,1,5,48,55,30,44,32,33
"Afu2g17670",1,2,1,0,1,1,6,0,3,3,5,5
"Afu2g17680",7,8,4,2,1,1,1,4,2,3,1,5
"Afu2g17690",5,0,3,0,0,0,1,0,1,2,1,2
"Afu2g17700",2,1,3,0,0,2,3,0,1,2,1,2
"Afu2g17710",54,48,55,172,140,127,1,8,4,6,1,6
"Afu2g17720",68,56,56,123,79,61,3,12,3,1,1,4
"Afu2g17730",84,72,82,100,75,63,32,54,32,41,34,68
"Afu2g17750",9,6,7,6,7,5,10,13,12,5,6,8
"Afu2g17760",11,11,16,8,12,2,15,13,11,6,3,12
"Afu2g17770",208,191,186,252,234,177,146,203,110,128,110,157
"Afu2g17790",103,67,92,79,83,52,88,74,96,56,58,70
"Afu2g17800",788,637,675,1038,568,704,769,697,673,710,676,840
"Afu2g17810",268,230,237,357,218,281,259,322,212,462,440,735
"Afu2g17815",3,15,9,6,2,8,10,37,9,15,10,22
"Afu2g17820",52,45,14,16,18,12,3197,2585,2778,5255,4340,5577
"Afu2g17830",30,24,9,15,21,15,2244,1865,1854,2007,1600,2124
"Afu2g17840",51,60,24,27,31,29,7232,6153,6553,6762,4745,6656
"Afu2g17850",77,87,76,257,202,175,41,56,26,23,13,31
"Afu2g17860",701,683,672,748,474,559,501,467,441,370,290,400
"Afu2g17870",539,409,458,499,335,350,309,292,275,201,162,235
"Afu2g17880",6,6,15,3,1,8,12,7,22,19,11,9
"Afu2g17890",7,0,6,7,4,2,6,1,5,2,4,4
"Afu2g17895",74,67,72,140,76,87,33,14,20,17,16,21
"Afu2g17900",26,23,17,49,31,26,85,77,81,84,63,82
"Afu2g17910",4,3,2,3,2,3,2,0,1,1,3,3
"Afu2g17920",48,32,34,22,11,12,11,21,7,82,88,102
"Afu2g17930",1,0,3,1,0,1,7,15,3,4,6,4
"Afu2g17940",0,0,0,0,0,0,0,1,0,1,1,0
"Afu2g17950",0,1,2,2,0,0,0,1,0,1,1,1
"Afu2g17960",216,136,127,1,2,2,0,7,0,0,0,1
"Afu2g17970",194,138,121,0,5,0,0,4,1,1,1,4
"Afu2g17980",68,45,40,1,0,0,0,3,0,1,1,1
"Afu2g17990",309,205,175,4,5,4,6,5,4,4,0,0
"Afu2g18000",284,186,161,0,2,2,1,6,1,1,2,3
"Afu2g18010",27,16,14,4,2,1,0,9,1,1,3,1
"Afu2g18020",10,7,3,1,0,0,1,2,1,6,1,1
"Afu2g18030",4420,3521,3333,495,494,340,972,867,882,504,298,411
"Afu2g18040",121,94,86,3,19,1,34,45,29,12,7,4
"Afu2g18050",85,63,68,11,12,15,76,68,48,66,56,82
"Afu2g18060",113,79,70,2,3,3,32,39,22,4,10,9
"Afu2g18070",62,42,56,27,51,14,6,7,4,3,3,1
"Afu2g18080",0,0,1,1,0,1,1,0,0,0,1,0
"Afu2g18100",2,0,4,0,0,5,0,1,0,1,0,0
"Afu2tA(AGC)1",0,0,1,1,1,0,0,0,0,0,0,0
"Afu2tA(AGC)3",1,0,0,0,0,0,0,0,0,1,0,0
"Afu2tA(AGC)4",0,0,0,0,0,0,0,0,0,0,0,0
"Afu2tA(AGC)5",0,0,1,0,0,0,0,0,0,0,0,0
"Afu2tA(UGC)1",0,0,0,0,0,0,0,1,2,0,0,0
"Afu2tD(GUC)4",0,0,0,0,0,0,0,0,0,0,0,0
"Afu2tE(UUC)4",0,0,0,0,0,0,0,0,0,0,0,0
"Afu2tG(GCC)3",0,0,0,0,0,0,0,0,0,0,0,0
"Afu2tK(CUU)1",0,0,0,0,1,0,0,0,0,0,0,1
"Afu2tL(AAG)1",2,0,0,1,0,0,0,0,0,0,0,0
"Afu2tL(AAG)3",9,12,8,1,1,7,1,0,0,3,3,3
"Afu2tL(AAG)4",0,0,1,2,1,0,0,0,0,0,0,0
"Afu2tL(CAG)1",0,0,1,1,0,1,0,0,0,0,0,1
"Afu2tM(CAU)2",0,0,0,0,2,0,0,0,0,0,0,0
"Afu2tR(ACG)1",1,0,1,0,0,0,0,0,0,0,0,0
"Afu2tR(ACG)2",0,0,0,0,0,0,0,0,0,0,0,0
"Afu2tR(ACG)3",0,0,0,0,0,0,0,0,0,0,0,0
"Afu2tS(AGA)1",1,0,0,0,0,0,0,0,0,0,0,0
"Afu2tS(AGA)4",4,1,1,1,0,1,0,0,0,0,0,1
"Afu2tT(AGU)1",0,0,0,0,1,0,0,0,1,0,0,0
"Afu2tT(CGU)1",16,13,13,0,0,4,2,1,0,0,1,1
"Afu2tV(CAC)2",0,2,0,1,5,0,0,1,0,1,0,0
"Afu2tW(CCA)2",1,2,0,1,7,1,0,0,0,0,0,0
"Afu2tW(CCA)3",0,0,0,0,0,0,0,0,0,0,0,0
"Afu2tW(CCA)4",31,18,24,1,7,10,0,0,0,0,2,1
"Afu3g00100",0,1,3,2,0,0,2,2,4,1,4,1
"Afu3g00110",3,4,0,0,1,0,3,0,1,3,0,1
"Afu3g00120",53,46,44,25,23,22,9,19,5,0,0,2
"Afu3g00130",412,408,316,1457,778,1503,702,577,664,1071,902,1199
"Afu3g00140",395,330,349,368,245,184,120,141,101,73,58,85
"Afu3g00150",597,498,473,492,347,298,233,283,233,246,219,294
"Afu3g00170",29,23,38,14,8,4,26,29,21,22,20,27
"Afu3g00175",5,7,2,1,1,1,6,7,9,14,11,7
"Afu3g00180",1214,1215,1024,4899,6791,4096,450,2310,429,3679,3210,3947
"Afu3g00190",0,0,1,0,0,0,0,0,0,0,1,0
"Afu3g00200",143,112,117,215,464,179,47,49,33,39,48,53
"Afu3g00210",938,816,814,1133,1009,784,92,202,75,62,75,84
"Afu3g00220",240,195,200,148,127,131,57,52,46,90,71,66
"Afu3g00230",258,205,206,219,189,144,179,131,155,278,198,269
"Afu3g00240",209,208,217,387,249,261,494,412,506,509,396,569
"Afu3g00250",56,48,37,70,35,64,171,142,149,141,127,151
"Afu3g00270",11798,9458,6862,28081,22791,18177,94675,109459,90112,84861,72670,100827
"Afu3g00280",453,315,303,232,191,150,158,245,153,141,118,153
"Afu3g00290",47,39,49,41,35,33,21,21,10,12,11,18
"Afu3g00310",329,239,255,365,216,271,952,874,817,1133,899,1279
"Afu3g00320",170,135,113,44,124,31,55,16,24,24,26,31
"Afu3g00330",2639,2442,2605,1422,1006,1250,629,880,537,369,402,502
"Afu3g00340",7328,5562,6238,6958,6422,3858,4276,4666,3989,2322,2128,2680
"Afu3g00350",656,473,507,436,361,369,267,273,250,385,358,442
"Afu3g00360",284,275,263,599,404,403,243,274,227,216,187,238
"Afu3g00370",1398,1323,1179,1647,1271,1044,884,1014,838,826,672,922
"Afu3g00380",48,38,35,23,40,23,17,32,13,14,13,32
"Afu3g00400",3,6,12,1,2,0,5,1,5,2,1,2
"Afu3g00410",161,117,107,54,28,32,83,113,78,42,44,65
"Afu3g00420",558,513,458,517,432,365,85,102,73,100,80,122
"Afu3g00430",107,82,90,52,54,50,5,6,5,5,1,5
"Afu3g00440",132,75,71,832,610,621,764,341,664,575,524,724
"Afu3g00450",1586,1457,1394,2837,1478,2031,444,591,402,541,557,723
"Afu3g00460",0,0,0,0,1,0,0,0,1,0,0,0
"Afu3g00470",4,3,2,1,1,0,4,8,2,2,2,4
"Afu3g00480",33,24,21,38,28,34,13,10,3,2,4,8
"Afu3g00490",1278,1066,1111,1040,606,730,554,500,533,392,366,519
"Afu3g00500",73,65,57,26,16,21,61,152,65,296,185,250
"Afu3g00510",2,1,0,6,2,2,25,43,21,46,38,46
"Afu3g00520",1071,965,829,277,149,196,261,543,225,274,227,327
"Afu3g00530",30,18,22,23,18,27,4,11,8,11,12,25
"Afu3g00540",93,109,77,87,57,56,112,125,86,69,56,98
"Afu3g00550",3,2,4,0,0,0,18,50,7,17,14,34
"Afu3g00560",410,293,298,512,537,354,65,80,57,52,55,73
"Afu3g00570",37,34,18,31,26,20,32,29,21,35,35,36
"Afu3g00580",28,26,20,62,48,39,17,23,15,16,10,19
"Afu3g00590",280,207,215,144,109,117,30,114,17,38,58,60
"Afu3g00600",12,9,9,1,1,0,2,2,0,1,0,1
"Afu3g00605",411,344,368,167,157,137,544,614,438,460,320,381
"Afu3g00610",131,130,139,44,21,30,3,12,1,2,0,1
"Afu3g00620",3240,2558,2497,20,30,17,3,17,5,3,5,11
"Afu3g00630",855,675,677,345,233,223,91,342,65,64,55,89
"Afu3g00640",1492,1532,1573,678,542,412,47,396,66,40,65,89
"Afu3g00650",6072,4035,3048,1826,1805,1086,4389,5729,3869,2970,3299,4562
"Afu3g00660",1089,987,877,339,285,318,239,302,210,319,343,384
"Afu3g00670",104,84,69,48,48,27,66,60,47,39,40,74
"Afu3g00680",1076,919,875,726,597,543,383,1193,387,389,401,523
"Afu3g00690",843,668,713,432,238,347,186,246,171,120,92,139
"Afu3g00700",100,90,86,48,48,32,67,88,66,29,36,35
"Afu3g00710",1243,911,1047,1333,692,800,310,534,269,186,115,146
"Afu3g00720",1463,1408,1269,8115,10335,4898,366,1088,338,433,407,564
"Afu3g00730",1295,1171,1090,19575,28337,15087,565,807,549,1374,1610,1956
"Afu3g00740",675,611,616,1053,986,828,506,549,437,468,489,628
"Afu3g00750",68,73,65,75,91,66,33,47,29,18,27,31
"Afu3g00760",6,4,2,6,0,9,14,20,9,8,3,10
"Afu3g00765",30,32,21,106,53,96,15,22,16,28,30,40
"Afu3g00770",470,408,406,933,1081,816,154,181,105,187,143,209
"Afu3g00780",109,86,89,6,6,15,49,78,38,21,17,46
"Afu3g00790",335,315,337,90,82,68,369,645,370,320,330,467
"Afu3g00800",22736,21128,21110,10108,7413,7786,4856,7352,4295,4101,3781,5218
"Afu3g00810",128,108,73,2657,1772,1892,2519,2369,2264,1941,2099,2727
"Afu3g00820",99,74,77,464,308,267,773,796,650,551,646,703
"Afu3g00830",975,839,795,619,551,388,839,693,798,1158,1040,1424
"Afu3g00840",3882,3441,2969,3507,2961,2349,19307,19089,17267,17918,14832,22579
"Afu3g00850",314,278,252,214,170,130,1072,800,956,881,681,877
"Afu3g00860",0,0,0,0,0,0,1,0,0,0,0,0
"Afu3g00865",120,102,112,174,89,127,36,64,32,13,28,24
"Afu3g00870",1059,845,865,2263,1282,1438,217,556,229,187,217,279
"Afu3g00880",6630,4861,5438,8821,8069,5558,49958,51408,44904,19358,15673,20173
"Afu3g00900",9180,7323,7123,5687,6001,3364,11497,10884,10402,9212,8147,11028
"Afu3g00910",6302,5841,5638,6201,4596,3890,17179,16478,15484,8972,7462,10876
"Afu3g00920",54,48,34,24,18,19,11,33,14,6,6,3
"Afu3g00930",1823,1591,1713,1712,1107,1410,304,583,242,184,205,271
"Afu3g00940",567,324,295,95,87,88,72,245,58,30,28,45
"Afu3g00950",5,8,8,5,6,4,0,6,0,0,0,4
"Afu3g00960",336,244,253,71,35,57,117,407,110,683,532,659
"Afu3g00970",18,9,12,0,0,0,6,1,1,1,1,2
"Afu3g00980",8,1,8,2,6,5,0,2,0,0,0,1
"Afu3g01002",145,107,103,45,38,12,78,71,91,69,59,61
"Afu3g01010",224,167,164,66,52,37,179,130,157,131,124,138
"Afu3g01020",663,508,491,451,361,308,512,408,407,456,462,557
"Afu3g01030",17437,13475,14219,1146,774,878,102,151,77,17,12,38
"Afu3g01040",519,383,382,99,103,52,28,52,32,26,15,33
"Afu3g01050",2407,2009,2061,2320,1557,1494,398,542,332,270,219,263
"Afu3g01060",116,97,88,106,82,101,60,72,59,100,72,99
"Afu3g01070",90,79,65,9,3,33,536,357,485,867,700,1035
"Afu3g01080",1652,1493,1513,1633,1215,1180,155,294,140,121,75,124
"Afu3g01090",1763,1499,1419,326,442,231,288,841,224,122,84,114
"Afu3g01100",94,84,85,2,17,2,57,249,43,32,14,11
"Afu3g01110",1396,1051,1101,1034,1044,882,1165,1782,1039,1870,1692,2337
"Afu3g01120",111,86,87,25,31,12,26,42,18,13,20,29
"Afu3g01130",5621,4762,4874,235,310,174,1273,1875,1151,671,714,834
"Afu3g01140",227,239,235,26,20,17,42,52,30,36,32,37
"Afu3g01150",3292,2598,2677,301,137,225,669,1791,577,279,369,439
"Afu3g01155",3100,2521,2627,910,478,581,149,228,133,95,83,117
"Afu3g01160",159,144,154,197,428,150,0,2,0,4,2,1
"Afu3g01170",60,74,78,41,67,22,11,13,7,6,0,8
"Afu3g01180",544,446,464,458,639,299,22,70,20,12,15,20
"Afu3g01190",1564,1231,1258,848,545,663,615,595,502,435,449,485
"Afu3g01196",49,41,26,54,67,38,405,612,332,354,176,208
"Afu3g01200",976,736,564,74,84,79,182,1080,133,128,165,211
"Afu3g01210",206,170,166,199,211,114,7,39,15,15,10,16
"Afu3g01220",70,54,59,59,44,59,5,13,5,7,10,7
"Afu3g01230",16,15,12,6,3,5,2,8,2,2,4,9
"Afu3g01240",80,64,65,20,11,11,6,7,5,1,4,6
"Afu3g01250",77,61,61,40,37,29,50,41,36,71,43,47
"Afu3g01260",73,61,67,95,83,67,89,88,82,70,61,83
"Afu3g01270",65,49,46,37,17,23,21,20,19,8,6,12
"Afu3g01280",704,630,574,884,696,626,341,359,318,310,242,307
"Afu3g01290",109,133,133,528,243,598,39,95,26,40,45,73
"Afu3g01300",406,318,332,409,245,303,35,45,26,15,22,30
"Afu3g01310",19,14,14,8,8,4,6,3,2,3,5,2
"Afu3g01320",585,485,449,596,362,336,332,492,323,530,498,640
"Afu3g01330",5284,4363,4544,5544,3806,3778,2564,3139,2361,1728,1522,2216
"Afu3g01340",2372,1883,1856,1861,1644,1373,1372,2174,1256,1615,1373,2020
"Afu3g01345",31,17,24,18,18,17,54,55,62,45,28,53
"Afu3g01350",1300,1064,1022,898,556,643,487,1159,408,317,294,390
"Afu3g01360",1148,853,910,290,183,185,148,724,130,51,56,82
"Afu3g01370",441,305,372,141,170,91,41,207,32,43,47,55
"Afu3g01390",66,83,95,39,26,30,1,9,3,0,0,3
"Afu3g01400",12208,14452,15802,69390,35820,48645,786,1398,702,372,321,482
"Afu3g01410",998,1013,1053,901,606,613,163,198,128,122,134,116
"Afu3g01420",212,196,206,57,36,46,319,312,248,104,103,147
"Afu3g01430",889,900,874,445,394,304,1425,1787,1397,1629,1281,1801
"Afu3g01440",1404,1271,1307,1357,1232,935,5405,5029,4951,2557,2175,3200
"Afu3g01450",4816,3654,3493,4279,4098,2881,501,977,428,1392,1647,2175
"Afu3g01460",361,314,286,189,127,120,44,61,51,36,26,36
"Afu3g01470",228,139,165,87,79,48,0,4,2,0,6,3
"Afu3g01480",3514,3250,3485,3968,3304,2356,67,365,62,89,59,91
"Afu3g01490",7500,6059,6274,4102,2280,2408,398,1028,362,320,378,511
"Afu3g01500",13190,11281,11684,12862,6991,9383,834,1789,687,648,797,865
"Afu3g01510",839,722,746,812,568,509,334,307,321,164,138,179
"Afu3g01520",187,220,209,174,123,107,223,297,196,69,46,52
"Afu3g01530",2782,2260,2219,1799,2087,1072,666,969,606,262,266,424
"Afu3g01540",39,28,34,6,12,6,2,5,1,0,1,2
"Afu3g01550",1,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01560",0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g01580",578,512,387,546,386,371,7654,4767,6726,8742,6065,8488
"Afu3g01590",301,256,213,206,180,166,3077,2394,2779,2239,1594,2225
"Afu3g01600",1454,1082,1073,433,238,336,884,1125,780,679,610,788
"Afu3g01610",196,180,145,446,380,349,156,207,130,240,249,330
"Afu3g01620",91,87,77,70,23,42,20,43,38,25,15,32
"Afu3g01630",13,11,17,23,21,10,3,10,4,7,3,3
"Afu3g01640",317,265,234,655,567,468,57,99,47,86,55,67
"Afu3g01650",5,3,2,13,8,10,89,81,78,83,66,98
"Afu3g01660",15,11,9,13,2,10,3,6,2,2,3,2
"Afu3g01670",444,348,386,349,244,186,552,417,457,374,266,389
"Afu3g01690",222,180,192,122,84,76,164,146,173,105,98,140
"Afu3g01700",698,617,592,563,345,392,44,133,37,22,33,30
"Afu3g01710",56,42,47,52,50,34,1,11,6,4,6,5
"Afu3g01720",1,0,3,2,0,0,1,1,0,0,0,1
"Afu3g01730",2,2,3,0,0,1,0,0,1,2,1,1
"Afu3g01740",5,9,4,3,2,1,2,3,7,5,1,3
"Afu3g01750",190,140,139,104,68,81,81,90,101,48,64,68
"Afu3g01760",369,271,280,299,282,160,597,615,503,456,349,534
"Afu3g01770",48,41,69,20,5,12,12,14,13,7,11,18
"Afu3g01780",78,58,44,20,14,10,18,15,14,11,5,8
"Afu3g01790",714,682,725,545,369,370,179,302,143,112,103,136
"Afu3g01800",277,229,255,283,269,207,48,106,58,30,30,31
"Afu3g01810",73,40,58,64,37,37,61,52,57,26,19,24
"Afu3g01820",48,52,51,93,44,59,77,65,60,40,39,44
"Afu3g01840",181,153,152,431,240,238,286,266,256,180,137,194
"Afu3g01850",849,682,663,3049,2038,2218,217,333,192,179,228,301
"Afu3g01860",1686,1410,1464,724,531,543,433,664,405,425,384,527
"Afu3g01872",3777,3702,4088,372,417,342,542,549,459,747,838,1146
"Afu3g01880",86,99,84,63,55,42,43,52,38,35,30,54
"Afu3g01890",15,12,8,15,9,14,6,6,7,4,7,8
"Afu3g01900",465,439,418,761,1269,595,3519,3350,3202,3028,2285,3180
"Afu3g01910",551,481,556,1029,991,610,57,60,46,20,35,59
"Afu3g01920",50021,40979,39286,33770,22475,27421,12517,15173,10853,8566,9823,13231
"Afu3g01930",60,43,56,6,10,11,9,12,8,6,6,16
"Afu3g01940",211,157,151,87,59,48,68,69,52,38,39,43
"Afu3g01950",492,447,390,220,133,133,208,291,187,189,199,278
"Afu3g01960",1100,1002,922,897,273,796,9,22,6,17,21,26
"Afu3g01970",986,811,813,546,284,398,149,185,145,109,97,141
"Afu3g01980",2149,1831,1832,1721,1022,1157,412,503,420,315,293,351
"Afu3g01990",779,709,720,293,345,311,249,378,198,162,161,199
"Afu3g02000",1168,1073,956,776,689,582,2409,3545,2193,1494,1318,1841
"Afu3g02010",708,564,385,632,327,571,3972,2959,3581,3104,2986,3806
"Afu3g02030",25,35,33,13,11,11,8,8,7,13,7,5
"Afu3g02040",1,4,1,0,2,1,0,1,0,1,1,0
"Afu3g02050",38,37,21,32,24,16,33,28,29,13,16,39
"Afu3g02060",67,60,39,418,346,407,519,250,460,598,526,751
"Afu3g02070",468,422,405,451,382,307,431,434,352,435,383,556
"Afu3g02080",361,330,270,422,329,299,1061,544,951,773,720,1019
"Afu3g02090",308,276,279,444,311,251,79,61,56,28,37,42
"Afu3g02100",366,295,249,356,369,211,512,505,477,527,422,633
"Afu3g02110",2,1,1,1,3,0,0,1,0,0,1,2
"Afu3g02120",1,1,0,0,0,0,0,2,0,1,0,0
"Afu3g02130",34,24,20,35,22,22,4,9,8,6,5,7
"Afu3g02140",101,95,93,71,72,69,28,34,21,25,24,26
"Afu3g02150",9,6,11,17,22,18,1,2,2,2,3,4
"Afu3g02160",47,52,53,84,55,55,35,33,25,25,31,28
"Afu3g02175",7668,6124,6008,1742,1174,1372,508,591,413,267,443,472
"Afu3g02180",18,3,12,1,2,2,0,2,0,0,0,2
"Afu3g02190",9578,8485,8253,1405,786,1104,72,134,59,26,33,50
"Afu3g02200",5137,4762,4576,754,541,597,24,65,34,15,12,31
"Afu3g02210",185,226,234,218,194,193,49,70,38,45,50,58
"Afu3g02213",347,301,299,347,266,225,95,83,58,82,53,89
"Afu3g02216",302,226,248,219,212,187,65,65,46,54,61,64
"Afu3g02220",1727,1407,1433,1476,873,1172,255,395,185,278,313,359
"Afu3g02230",350,317,348,281,155,203,41,79,45,43,53,61
"Afu3g02240",436,378,345,386,270,243,148,255,130,243,224,308
"Afu3g02250",1401,1217,1221,607,624,459,343,409,262,253,267,349
"Afu3g02253",1040,887,834,3350,2682,2619,681,788,632,1090,1071,1395
"Afu3g02257",1102,2578,1508,1414,2923,1065,329,835,309,274,277,524
"Afu3g02260",10,21,23,9,8,12,12,19,11,12,11,21
"Afu3g02270",27970,23040,26474,41974,29257,27407,94546,51452,85083,80931,64567,86569
"Afu3g02280",5902,5520,5718,8090,7595,5069,1524,2172,1410,1136,1079,1482
"Afu3g02290",196,131,121,27,44,31,44,29,20,16,15,18
"Afu3g02300",429,312,269,29,47,35,5,10,5,6,2,6
"Afu3g02310",150,157,117,37,35,67,64,73,64,46,33,49
"Afu3g02320",1938,1752,1800,2028,1906,1588,960,1044,833,857,813,1130
"Afu3g02330",1959,1637,1723,2330,1949,1692,1302,1576,1090,1292,1146,1432
"Afu3g02340",1397,1045,1083,859,918,696,544,615,442,282,344,442
"Afu3g02345",0,0,0,0,0,0,0,0,0,0,0,0
"Afu3g02360",443,367,342,223,141,163,79,114,66,52,54,68
"Afu3g02370",1385,1149,1201,1701,1355,1446,1211,1384,988,1206,1183,1608
"Afu3g02380",1704,1463,1478,1731,1773,1429,1372,1512,1062,1196,1257,1581
"Afu3g02390",271,224,265,369,253,263,160,171,131,133,141,161
"Afu3g02400",1027,893,871,1195,808,840,707,582,655,552,512,645
"Afu3g02420",3,5,4,0,0,3,0,0,0,0,0,1
"Afu3g02430",275,167,122,56,32,66,2424,2483,1983,2116,2191,2775
"Afu3g02450",419,327,321,96,85,91,103,228,99,205,151,247
"Afu3g02455",28,34,28,24,18,17,67,68,54,19,14,31
"Afu3g02460",10,10,8,5,2,4,10,17,11,5,2,14
"Afu3g02470",64,38,55,125,97,70,11,24,9,6,5,8
"Afu3g02480",855,672,706,759,583,523,358,432,359,369,275,380
"Afu3g02500",56,53,54,89,41,66,12,17,21,29,23,28
"Afu3g02520",526,455,428,812,511,618,3298,2481,3113,3815,2871,3974
"Afu3g02530",34,26,18,15,8,10,196,150,187,187,157,196
"Afu3g02540",1,1,0,0,0,0,0,0,0,1,1,2
"Afu3g02550",92,95,94,226,160,192,30,34,27,201,223,240
"Afu3g02560",437,362,367,741,474,635,511,522,395,572,581,678
"Afu3g02570",436,356,352,251,185,360,1188,969,1083,1156,881,1193
"Afu3g02580",7,14,16,4,5,14,8,9,8,2,9,13
"Afu3g02585",52,48,53,8,9,28,154,122,107,79,78,83
"Afu3g02590",136,106,109,17,9,54,248,298,203,176,124,200
"Afu3g02600",9,9,12,3,3,2,97,80,84,70,54,68
"Afu3g02610",12,13,11,3,1,3,71,57,52,74,39,54
