"gene_id","Q12SA014A0_20211014141226__2109SHr1014_2_S14_R1_001.bam","Q12SA023AX_20211014141226__2109SHr1023_11_S23_R1_001.bam","Q12SA013AQ_20211014141226__2109SHr1013_1_S13_R1_001.bam","Q12SA022AP_20211014141226__2109SHr1022_10_S22_R1_001.bam","Q12SA017AO_20211014141226__2109SHr1017_5_S17_R1_001.bam","Q12SA018AW_20211014141226__2109SHr1018_6_S18_R1_001.bam","Q12SA016AG_20211014141226__2109SHr1016_4_S16_R1_001.bam","Q12SA024A7_20211014141226__2109SHr1024_12_S24_R1_001.bam","Q12SA015A8_20211014141226__2109SHr1015_3_S15_R1_001.bam"
"ACCFDFCE_02015",7827,6180,9673,5903,4958,5949,6258,4028,3933
"ACCFDFCE_02016",11740,2538,23242,3881,9332,8102,12931,2215,7342
"ACCFDFCE_02017",132,316,216,97,135,125,139,97,54
"ACCFDFCE_02018",5216,2904,7442,3058,5986,5495,6820,2644,2480
"ACCFDFCE_02019",207,141,240,88,152,167,194,84,85
"ACCFDFCE_02020",1341,935,1519,729,1267,1221,1561,675,537
"ACCFDFCE_02021",174,111,182,113,224,172,242,127,62
"ACCFDFCE_02022",123,111,166,49,143,100,156,69,71
"ACCFDFCE_02023",136,101,164,98,97,79,121,146,62
"ACCFDFCE_02024",680,471,595,425,325,324,399,661,282
"ACCFDFCE_02025",3893,3959,5012,2123,3795,3840,4836,4176,1833
"ACCFDFCE_02027",318,227,401,145,371,234,436,221,120
"ACCFDFCE_02028",1765,1083,2484,762,1964,1722,2079,790,949
"ACCFDFCE_02029",2303,2382,3716,1347,2141,2113,2547,1498,1399
"ACCFDFCE_02030",480,695,561,372,414,409,523,817,191
"ACCFDFCE_02031",42425,110526,59710,39949,56300,54877,67592,113306,25370
"ACCFDFCE_02033",415,2833,692,643,459,386,436,209,240
"ACCFDFCE_02034",491,3217,910,552,495,425,505,284,315
"ACCFDFCE_02035",129,653,212,100,90,82,111,49,61
"ACCFDFCE_02036",347,1451,553,244,224,204,268,119,214
"ACCFDFCE_02037",2177,1873,4048,34593,1724,1698,2018,1673,1432
"ACCFDFCE_02038",7861,7201,8285,7974,6377,6176,7508,10218,3274
"ACCFDFCE_02039",4520,3677,5210,3960,3894,3824,4481,5233,2255
"ACCFDFCE_02040",4332,3058,4885,3594,3870,3885,4320,4840,1993
"ACCFDFCE_02041",9435,4309,12095,6793,7801,7883,10111,9028,4294
"ACCFDFCE_02043",0,0,0,0,0,0,0,0,0
"ACCFDFCE_02053",10829,8865,14261,6942,9321,8449,11835,5183,5263
"ACCFDFCE_02054",751,831,807,498,481,546,561,663,357
"ACCFDFCE_02055",768,732,1103,364,605,644,894,488,445
"ACCFDFCE_02056",1572,1117,2150,1150,1328,1418,1549,809,874
"ACCFDFCE_02057",3198,1585,4574,1962,2096,2216,2683,1301,1853
"ACCFDFCE_02058",6705,4018,10335,4266,5379,4838,6327,2925,3689
"ACCFDFCE_02059",1439,943,2541,1025,1325,1220,1657,664,843
"ACCFDFCE_02060",50832,9236,67680,12469,31972,23658,58055,13684,15274
"ACCFDFCE_02061",272,598,342,322,219,246,290,150,169
"ACCFDFCE_02062",867,818,1849,928,1059,1207,1270,591,675
"ACCFDFCE_02063",563,681,1253,854,908,977,1097,405,443
"ACCFDFCE_02064",4262,4136,11557,4623,9467,8852,12220,1819,2921
"ACCFDFCE_02065",334,433,550,248,393,401,464,150,196
"ACCFDFCE_02066",487,667,828,399,607,656,700,320,299
"ACCFDFCE_02067",158,212,305,146,313,277,326,118,101
"ACCFDFCE_02068",2396,2138,3854,1350,2653,2632,3115,1533,1451
"ACCFDFCE_02070",0,0,2,0,0,0,2,1,0
"ACCFDFCE_02071",0,0,1,1,0,0,0,0,0
"ACCFDFCE_02072",0,0,0,0,0,0,0,0,0
"ACCFDFCE_02073",4988,1452,7593,1598,2046,1933,2633,1024,2917
"ACCFDFCE_02074",986,377,2027,395,617,586,672,260,844
"ACCFDFCE_02075",1692,665,3367,657,967,962,1032,396,1381
"ACCFDFCE_02076",107,86,140,73,113,102,103,84,52
"ACCFDFCE_02077",2008,2435,3231,1789,2285,2013,2542,1555,1163
"ACCFDFCE_02078",5611,6741,8941,3137,5585,5547,6367,3488,3498
"ACCFDFCE_02079",1405,1315,2059,686,1089,973,1369,577,717
"ACCFDFCE_02080",183,104,245,128,84,111,122,92,86
"ACCFDFCE_02081",114,72,185,92,81,89,119,61,70
"ACCFDFCE_02082",6,7,6,3,2,3,5,12,5
"ACCFDFCE_02083",18,12,16,19,12,16,16,16,12
"ACCFDFCE_02084",23,14,24,16,10,11,12,15,10
"ACCFDFCE_02085",9,9,20,14,6,17,14,12,9
"ACCFDFCE_02086",10,3,10,11,8,5,10,6,6
"ACCFDFCE_02087",1022,882,1372,543,892,718,1116,616,469
"ACCFDFCE_02088",1801,1063,2914,918,1273,1343,1728,483,1061
"ACCFDFCE_02089",61,83,120,58,69,75,109,33,52
"ACCFDFCE_02090",17,25,26,21,25,18,30,25,6
"ACCFDFCE_02091",1708,4699,2719,1267,2694,2569,2894,2140,1052
"ACCFDFCE_02092",211,891,407,129,570,532,587,183,141
"ACCFDFCE_02094",58,62,69,22,77,69,78,133,20
"ACCFDFCE_02095",1746,1580,2242,1175,1310,1090,1416,1119,826
"ACCFDFCE_02096",1437,1282,1884,987,1054,947,1243,782,749
"ACCFDFCE_02097",131,107,252,38,331,227,479,155,113
"ACCFDFCE_02098",761,1385,1773,543,581,681,736,236,695
"ACCFDFCE_02099",1966,4121,4934,1608,1742,1804,2021,593,1798
"ACCFDFCE_02100",4120,3131,7249,2923,2985,2663,3522,1743,2755
"ACCFDFCE_02101",3647,3036,5305,2739,2246,2305,2743,1459,2172
"ACCFDFCE_02102",3147,2594,4432,2474,2223,2183,2615,1478,1701
"ACCFDFCE_02103",742,654,1218,542,606,597,757,410,413
"ACCFDFCE_02104",181,342,248,204,185,181,233,158,84
"ACCFDFCE_02105",2555,1948,2323,1538,997,1051,1463,1343,957
"ACCFDFCE_02106",3168,2401,3611,1668,1546,1433,2010,1537,1391
"ACCFDFCE_02108",878,656,1118,524,474,509,563,408,471
"ACCFDFCE_02109",812,713,1062,544,524,550,556,470,478
"ACCFDFCE_02110",831,805,1073,615,563,601,702,486,446
"ACCFDFCE_02111",739,521,883,461,503,527,595,294,349
"ACCFDFCE_02114",3003,3899,4526,2641,2384,2720,2858,2766,1837
"ACCFDFCE_02115",9642,13067,14152,8943,8586,8556,9410,9510,5545
"ACCFDFCE_02116",2847,3715,3759,2581,2112,2178,2510,2726,1539
"ACCFDFCE_02117",3615,5310,5085,3380,3186,3253,3804,4506,1948
"ACCFDFCE_02118",1039,1669,1272,969,1062,857,1122,1469,383
"ACCFDFCE_02119",2185,3078,2963,2234,1802,1847,2146,2362,1237
"ACCFDFCE_02120",5684,8023,7760,5365,4809,5152,5301,5963,3098
"ACCFDFCE_02121",9546,14115,13876,9288,9174,9020,10084,11217,5393
"ACCFDFCE_02122",1389,2383,1867,1443,1194,1386,1444,1812,700
"ACCFDFCE_02123",386,786,421,469,265,347,350,599,220
"ACCFDFCE_02124",1470,3457,1867,1864,1084,1287,1292,2177,713
"ACCFDFCE_02125",1052,2405,1227,1305,669,854,911,1642,508
"ACCFDFCE_02126",1198,2662,1492,1523,772,926,962,1627,627
"ACCFDFCE_02127",1445,3394,1877,1896,1163,1232,1406,2605,747
"ACCFDFCE_02128",693,1403,819,831,477,492,595,1206,331
"ACCFDFCE_02129",1742,4067,2036,2211,1204,1327,1436,3033,805
"ACCFDFCE_02130",1326,3082,1598,1747,923,1042,1212,2487,648
"ACCFDFCE_02131",1130,2659,1342,1473,704,901,887,1998,548
"ACCFDFCE_02132",923,2110,1131,1215,653,758,799,1827,437
"ACCFDFCE_02133",261,641,293,319,196,206,205,549,125
"ACCFDFCE_02134",1005,2142,1055,1239,583,741,705,1663,476
"ACCFDFCE_02135",1501,3101,1690,1910,820,1020,1106,2421,686
"ACCFDFCE_02136",825,1911,937,1008,574,621,698,1903,373
"ACCFDFCE_02137",566,1294,488,680,297,364,412,1113,193
"ACCFDFCE_02138",2562,5242,2574,3275,1215,1623,1748,3817,1201
"ACCFDFCE_02139",724,1574,834,977,455,433,502,1308,307
"ACCFDFCE_02140",1345,2748,1356,1732,729,807,947,2162,682
"ACCFDFCE_02141",2115,4207,2132,2589,1232,1296,1475,3924,797
"ACCFDFCE_02142",700,1328,664,871,317,371,471,1214,270
"ACCFDFCE_02143",3743,5322,6391,2739,3992,3104,4604,3677,2504
"ACCFDFCE_02144",2339,1541,3582,1672,2001,1969,2194,1293,1429
"ACCFDFCE_02145",3739,2521,5850,2525,3475,3273,3907,2222,2164
"ACCFDFCE_02146",4523,3130,7038,2571,5023,4329,5916,1920,2459
"ACCFDFCE_02147",665,614,843,585,721,879,857,495,375
"ACCFDFCE_02148",500,347,756,280,377,420,494,262,254
"ACCFDFCE_02149",105,78,100,68,72,76,91,62,44
"ACCFDFCE_02150",950,804,970,701,632,687,875,653,378
"ACCFDFCE_02151",3610,5003,4968,4269,3995,3978,4515,4361,1948
"ACCFDFCE_02152",2537,2983,3117,2455,2632,2659,3042,2249,1173
"ACCFDFCE_02153",131,167,179,94,156,172,201,103,48
"ACCFDFCE_02154",957,977,1149,915,1450,1092,1545,867,388
"ACCFDFCE_02155",28,32,34,17,12,6,16,35,12
"ACCFDFCE_02156",91,69,77,47,40,59,57,96,35
"ACCFDFCE_02157",2082,1880,4152,8848,2392,2251,3283,814,1342
"ACCFDFCE_02159",3677,4637,5627,2781,2782,2838,3396,1896,2200
"ACCFDFCE_02160",1196,1343,1784,877,791,901,925,551,684
"ACCFDFCE_02161",351,331,464,251,250,279,306,164,161
"ACCFDFCE_02162",1296,1505,1982,832,1045,972,1290,685,662
"ACCFDFCE_02163",1195,1444,1652,780,855,849,1088,755,532
"ACCFDFCE_02164",3651,5048,5824,2992,3107,2928,3678,2519,2067
"ACCFDFCE_02166",1333,1502,1794,995,1016,971,1246,848,650
"ACCFDFCE_02167",2306,2563,3467,1722,1901,1850,2296,1447,1348
"ACCFDFCE_02168",2083,2973,2962,2478,1637,1741,1824,1666,1083
"ACCFDFCE_02169",1926,2425,2548,2201,1353,1672,1672,1440,1107
"ACCFDFCE_02170",4757,4670,6183,4008,3658,3410,4737,2804,2177
"ACCFDFCE_02171",1803,1779,3231,595,1467,1433,1863,653,1004
"ACCFDFCE_02172",546,503,670,505,498,473,586,422,295
"ACCFDFCE_02173",344,335,464,360,438,437,452,305,169
"ACCFDFCE_02174",596,543,692,619,704,573,772,475,298
"ACCFDFCE_02175",669,459,888,519,510,505,701,375,304
"ACCFDFCE_02176",1709,2293,2489,1071,1667,1548,2120,748,860
"ACCFDFCE_02177",42,384,81,135,157,172,193,91,43
"ACCFDFCE_02178",99,1809,183,710,761,513,689,848,50
"ACCFDFCE_02179",443,7266,782,2840,2410,2306,2393,2828,277
"ACCFDFCE_02180",1392,23418,2664,9366,6737,7039,7384,8403,1025
"ACCFDFCE_02182",570,7670,1000,3170,2438,2578,2556,2876,412
"ACCFDFCE_02183",637,8985,1332,3695,2867,2962,3033,3418,508
"ACCFDFCE_02184",726,8579,1349,3420,2884,2879,3120,3237,503
"ACCFDFCE_02185",1094,11808,2048,4902,3731,3861,4243,4310,771
"ACCFDFCE_02187",6450,6071,9996,4684,5945,6287,7714,3880,3783
"ACCFDFCE_02188",2536,1961,3330,1814,1825,1684,2352,1274,1330
"ACCFDFCE_02189",102,66,96,122,36,50,53,43,50
"ACCFDFCE_02190",296,148,312,355,126,148,195,156,127
"ACCFDFCE_02191",406,287,476,478,162,151,170,309,179
"ACCFDFCE_02193",271,288,350,316,348,318,390,344,121
"ACCFDFCE_02194",291,352,391,339,353,333,452,345,170
"ACCFDFCE_02195",1821,1199,2216,1153,2141,2059,2990,1009,840
"ACCFDFCE_02196",246,520,177,122,114,101,165,827,63
"ACCFDFCE_02197",26356,18585,43449,25344,25714,24844,28674,18139,15719
"ACCFDFCE_02198",1115,695,1294,784,475,517,668,391,422
"ACCFDFCE_02199",1050,910,1033,816,693,603,739,620,429
"ACCFDFCE_02200",118,51,113,55,54,70,95,38,48
"ACCFDFCE_02201",10947,7954,15878,11894,6202,6872,7326,6853,6409
"ACCFDFCE_02202",64752,43780,95932,66472,38723,44292,45707,38800,38917
"ACCFDFCE_02203",1335,2827,1786,1197,2694,2624,3196,2086,649
"ACCFDFCE_02204",481,642,643,433,479,442,516,402,275
"ACCFDFCE_02206",4294,3922,7128,3283,5313,4348,5790,3125,2377
"ACCFDFCE_02208",532,643,531,398,345,386,473,279,223
"ACCFDFCE_02209",4,0,15,2,6,10,13,5,1
"ACCFDFCE_02210",5804,2046,8418,2036,2801,2783,3690,1616,3189
"ACCFDFCE_02211",6125,3632,6076,8633,3921,4402,4676,4689,2341
"ACCFDFCE_02212",1124,588,1941,615,1195,1134,1366,426,694
"ACCFDFCE_02213",1113,680,1568,682,899,777,1124,510,534
"ACCFDFCE_02214",476,365,621,331,440,414,511,238,286
"ACCFDFCE_02215",1253,946,1984,869,1519,1221,1605,599,699
"ACCFDFCE_02216",427,408,618,538,749,724,760,217,246
"ACCFDFCE_02217",127,43,178,57,67,89,103,41,50
"ACCFDFCE_02218",4741,6847,9397,13063,17360,17066,16730,3254,3198
"ACCFDFCE_02219",374,175,435,144,261,249,372,145,139
"ACCFDFCE_02220",4791,3775,7799,2786,4455,3632,5167,2182,2779
"ACCFDFCE_02221",1480,712,2248,774,867,929,979,409,846
"ACCFDFCE_02223",741,586,1176,498,908,744,962,568,430
"ACCFDFCE_02224",3216,1320,4378,2444,3009,3221,3614,2021,1734
"ACCFDFCE_02225",2656,1240,3455,2668,3331,3189,3780,2219,1386
"ACCFDFCE_02226",30367,4707,35595,15614,32433,30247,37026,20959,15035
"ACCFDFCE_02227",31672,5191,32468,18040,34642,32741,40117,23632,13378
"ACCFDFCE_02228",2142,914,3104,1117,2453,1982,3367,946,888
"ACCFDFCE_02229",235,40,274,78,208,183,248,136,94
"ACCFDFCE_02230",1369,382,1641,450,505,541,669,556,678
"ACCFDFCE_02231",2771,1517,2228,1686,1676,1616,2085,1985,940
"ACCFDFCE_02232",3249,1692,3775,2081,2293,2293,2962,979,1429
"ACCFDFCE_02233",1225,768,2077,543,950,989,1287,434,687
"ACCFDFCE_02234",1672,1399,2460,1516,2835,2784,3229,1539,937
"ACCFDFCE_02235",314,276,335,330,505,384,739,401,130
"ACCFDFCE_02236",4901,5544,6484,5805,12472,13269,14835,9301,2547
"ACCFDFCE_02237",3334,4099,4291,3758,11258,10175,12397,5168,1679
"ACCFDFCE_02238",1153,3237,1823,1515,9511,8504,12073,4602,748
"ACCFDFCE_02239",227,149,341,154,181,234,225,119,150
"ACCFDFCE_02240",364,77,260,199,104,132,133,271,94
"ACCFDFCE_02241",3749,2362,4669,2829,2805,2860,3522,2058,1759
"ACCFDFCE_02242",1966,1166,2560,1550,1490,1690,1900,872,1010
"ACCFDFCE_02243",875,502,1567,264,713,581,914,445,466
"ACCFDFCE_02244",2354,1470,3751,1013,1991,1721,2354,1175,1450
"ACCFDFCE_02245",3208,1817,4464,2175,3492,3301,4347,1477,1648
"ACCFDFCE_02246",942,1259,964,852,728,730,924,748,422
"ACCFDFCE_02247",1282,1485,1783,1296,972,871,1034,616,770
"ACCFDFCE_02248",308,275,362,296,243,190,285,114,119
"ACCFDFCE_02249",784,302,1486,230,767,720,1111,340,343
"ACCFDFCE_02250",592,401,716,409,492,477,611,281,261
"ACCFDFCE_02251",750,846,844,663,705,736,887,655,327
"ACCFDFCE_02252",134,67,157,53,67,73,85,33,68
"ACCFDFCE_02253",161,72,226,76,111,131,160,57,94
"ACCFDFCE_02254",329,623,549,291,379,427,483,333,155
"ACCFDFCE_02256",7,8,3,2,7,7,11,3,2
"ACCFDFCE_02257",31,77,45,44,39,31,35,24,15
"ACCFDFCE_02258",37,62,38,46,31,30,28,18,10
"ACCFDFCE_02259",403,294,648,378,465,446,562,205,234
"ACCFDFCE_02260",1244,1036,2076,1161,1428,1259,1498,751,791
"ACCFDFCE_02261",399,243,539,190,286,250,313,193,197
"ACCFDFCE_02262",323,157,491,173,267,209,275,147,191
"ACCFDFCE_02263",19979,10588,25618,12860,14471,14837,17493,11161,10441
"ACCFDFCE_02264",5292,3401,1821,9443,2839,4026,1816,8357,2878
"ACCFDFCE_02265",2279,2236,3083,1451,2075,1924,2252,1337,1290
"ACCFDFCE_02266",5887,7389,9079,6326,9481,7224,10454,7706,3159
"ACCFDFCE_02267",488,382,609,283,578,535,744,349,163
"ACCFDFCE_02268",421,895,564,405,430,520,593,390,173
"ACCFDFCE_02269",248,361,532,220,340,375,435,157,189
"ACCFDFCE_02270",798,1307,1982,770,1627,1417,1827,462,605
"ACCFDFCE_02271",652,321,702,347,350,287,502,283,267
"ACCFDFCE_02272",55,51,88,167,81,77,82,51,34
"ACCFDFCE_02273",1288,1006,1798,572,962,756,1320,681,670
"ACCFDFCE_02274",1626,1388,2253,797,1123,1006,1381,804,928
"ACCFDFCE_02275",580,1843,1298,1488,1300,1119,1042,176,478
"ACCFDFCE_02276",333,1442,386,497,438,328,580,704,99
"ACCFDFCE_02277",1773,3708,2603,2308,2302,2169,2532,2551,1025
"ACCFDFCE_02278",867,1325,1233,913,852,869,961,906,495
"ACCFDFCE_02279",2257,3249,2780,2609,2836,2353,4063,2347,873
"ACCFDFCE_02280",1607,2773,1980,2281,2914,2860,3565,3452,780
"ACCFDFCE_02281",113,198,175,124,137,159,209,125,33
"ACCFDFCE_02282",7577,6476,11199,4449,13894,12114,14976,4880,4229
"ACCFDFCE_02283",2079,1168,2973,1695,2102,2027,2635,1832,1141
"ACCFDFCE_02284",67,355,137,91,97,87,94,69,48
"ACCFDFCE_02285",49,68459,71,93532,135960,138063,163694,105648,26
"ACCFDFCE_02286",22,27443,51,35829,61241,54614,67912,48798,6
"ACCFDFCE_02287",204,142763,281,189593,271175,260302,321670,238465,135
"ACCFDFCE_02288",3114,1540,5625,923,1488,1758,1954,679,2231
"ACCFDFCE_02289",5589,3407,10174,2494,4240,4183,4748,2323,3993
"ACCFDFCE_02290",3684,2467,6747,1853,3433,3310,3785,1988,2623
"ACCFDFCE_02291",1333,884,2500,658,1217,1154,1422,718,957
"ACCFDFCE_02292",32,61,40,12,46,21,24,15,14
"ACCFDFCE_02293",58,158,68,31,44,27,46,31,34
"ACCFDFCE_02294",46,179,59,40,53,31,31,34,27
"ACCFDFCE_02295",100,248,185,56,109,69,71,42,81
"ACCFDFCE_02296",32,78,38,26,26,19,26,10,15
"ACCFDFCE_02297",145,276,198,97,129,112,130,96,58
"ACCFDFCE_02298",34,84,29,52,55,47,35,62,20
"ACCFDFCE_02299",116,184,146,73,66,80,117,75,50
"ACCFDFCE_02300",327,735,379,274,253,279,284,251,152
"ACCFDFCE_02301",141,184,179,73,87,132,131,58,64
"ACCFDFCE_02302",108,126,158,71,117,109,96,67,45
"ACCFDFCE_02303",838,363,1457,327,340,292,352,298,497
"ACCFDFCE_02304",1951,1321,2904,1032,1166,1149,1445,1011,1132
"ACCFDFCE_02305",711,563,1212,350,613,492,659,524,396
"ACCFDFCE_02306",1433,893,2190,895,850,756,1086,469,673
"ACCFDFCE_02307",563,317,722,310,290,312,385,148,276
"ACCFDFCE_02308",1319,1050,1705,1028,1790,1706,2101,2972,578
"ACCFDFCE_02309",4838,6414,7562,3284,3505,3726,4098,2212,3149
"ACCFDFCE_02310",4079,5940,6822,3025,3494,3344,4007,2155,2483
"ACCFDFCE_02311",1421,2339,2097,1262,1144,1107,1284,731,749
"ACCFDFCE_02312",2029,4475,3217,2323,2114,2242,2388,1338,1254
"ACCFDFCE_02313",61,12,68,8,11,16,25,8,28
"ACCFDFCE_02314",4604,15869,7235,6975,5106,5097,6021,2952,2384
"ACCFDFCE_02315",760,937,1237,798,726,686,837,597,473
"ACCFDFCE_02316",256,108,219,262,634,575,918,551,82
"ACCFDFCE_02317",160,217,263,137,288,253,344,140,114
"ACCFDFCE_02318",414,634,821,981,3654,2667,4562,2343,333
"ACCFDFCE_02319",724,715,1120,1044,3175,2564,4071,2343,438
"ACCFDFCE_02320",18,19,31,30,22,17,20,19,17
"ACCFDFCE_02321",95,86,122,76,78,71,92,74,47
"ACCFDFCE_02322",70,77,104,68,74,70,77,60,52
"ACCFDFCE_02323",37,57,55,36,40,47,64,51,21
"ACCFDFCE_02324",16,23,27,24,22,16,16,19,5
"ACCFDFCE_02325",4,6,3,10,5,5,7,10,3
"ACCFDFCE_02327",306,361,527,289,452,442,638,258,164
"ACCFDFCE_02328",337,396,591,334,598,615,731,194,179
"ACCFDFCE_02331",53,29,79,42,31,43,47,24,31
"ACCFDFCE_02332",1549,1349,2377,1192,1212,1290,1484,1330,798
"ACCFDFCE_02333",3584,3087,5385,2728,2663,2257,3116,3251,1800
"ACCFDFCE_02334",4481,2290,6487,3029,3364,3738,4017,1867,2552
"ACCFDFCE_02335",49,29,58,23,32,23,36,30,31
"ACCFDFCE_02336",2378,2627,4885,1024,2389,2068,2867,813,1648
"ACCFDFCE_02337",90,113,139,56,87,82,109,72,53
"ACCFDFCE_02338",24320,9512,25732,24970,12572,14057,15379,15556,10633
"ACCFDFCE_02339",5614,4711,6281,3834,3599,3784,4226,4325,2573
"ACCFDFCE_02340",4405,3510,6487,3853,4460,4647,5318,1784,2375
"ACCFDFCE_02341",2507,1650,4370,965,2214,2384,2718,1092,1634
"ACCFDFCE_02342",381,812,565,342,489,451,613,445,207
"ACCFDFCE_02343",1271,1018,1885,960,1090,1146,1332,517,699
"ACCFDFCE_02344",972,1801,1189,1325,873,1045,1020,1062,487
"ACCFDFCE_02345",343,432,472,417,124,137,165,296,165
"ACCFDFCE_02346",512,627,633,644,170,192,226,473,271
"ACCFDFCE_02347",250,219,281,264,101,90,101,206,94
"ACCFDFCE_02348",639,701,770,864,246,248,275,666,259
"ACCFDFCE_02349",441,347,611,207,297,276,398,146,198
"ACCFDFCE_02350",1922,3923,3445,2183,2140,2302,2483,1396,1337
"ACCFDFCE_02352",1844,1539,3149,1191,2221,1860,2398,2210,1247
"ACCFDFCE_02353",777,683,1209,473,371,379,469,325,448
"ACCFDFCE_02354",420,592,615,417,495,489,510,251,242
"ACCFDFCE_02355",274,521,426,318,333,363,388,210,151
"ACCFDFCE_02356",3080,3500,4943,2313,2409,2510,2887,1490,1728
"ACCFDFCE_02357",2465,1624,4621,1483,2234,1875,2765,954,1310
"ACCFDFCE_02358",1354,1080,2461,801,1635,910,1829,836,553
"ACCFDFCE_02359",6012,4654,9687,4367,9540,6710,10930,4339,2708
"ACCFDFCE_02360",2070,3465,2899,1703,1872,1954,2215,1483,1211
"ACCFDFCE_02361",468,343,758,196,600,608,740,364,253
"ACCFDFCE_02362",442,239,808,233,262,229,298,231,341
"ACCFDFCE_02363",171,129,426,116,106,151,153,131,134
"ACCFDFCE_02364",211,135,419,155,114,124,153,147,138
"ACCFDFCE_02365",162,99,291,114,94,84,108,82,111
"ACCFDFCE_02366",294,199,640,278,210,214,236,173,213
"ACCFDFCE_02367",784,578,1629,680,621,579,735,530,518
"ACCFDFCE_02368",87,57,200,26,88,102,123,57,81
"ACCFDFCE_02369",72,25,158,18,47,49,77,27,48
"ACCFDFCE_02370",52,34,158,12,50,70,73,48,52
"ACCFDFCE_02371",82,39,111,20,40,24,41,14,46
"ACCFDFCE_02372",152,127,222,65,114,99,121,53,75
"ACCFDFCE_02373",4702,11005,7449,8081,9052,9902,9674,9470,2931
"ACCFDFCE_02374",121,75,198,50,101,76,107,71,54
"ACCFDFCE_02375",407,297,533,190,260,192,343,142,163
"ACCFDFCE_02376",231,181,323,126,164,148,209,97,112
"ACCFDFCE_02377",1396,3064,2037,1386,1579,1303,1777,1363,793
"ACCFDFCE_02378",3261,7466,4831,3306,3896,3172,4152,3627,1821
"ACCFDFCE_02379",445,434,596,380,335,331,376,260,214
"ACCFDFCE_02380",299,3548,293,699,575,530,367,743,200
"ACCFDFCE_02382",245,354,351,227,198,213,258,169,134
"ACCFDFCE_02383",27,55,46,43,43,47,55,24,16
"ACCFDFCE_02384",95,163,136,93,133,109,150,94,48
"ACCFDFCE_02385",466,836,628,651,610,548,696,503,252
"ACCFDFCE_02386",372,652,533,546,527,506,546,358,196
"ACCFDFCE_02387",298,442,371,321,346,318,391,196,139
"ACCFDFCE_02388",1753,2181,2300,1882,1694,1690,2012,1020,920
"ACCFDFCE_02389",2143,2865,2771,2431,2493,2318,2719,1432,1095
"ACCFDFCE_02390",704,891,928,734,954,750,1027,448,337
"ACCFDFCE_02391",3522,6375,4474,2942,3585,3684,4375,2835,1729
"ACCFDFCE_02392",198,430,329,400,631,405,838,748,92
"ACCFDFCE_02393",18,29,18,68,29,29,51,143,5
"ACCFDFCE_02394",25,18,36,7,27,23,23,14,13
"ACCFDFCE_02395",230,414,365,110,295,295,423,253,141
"ACCFDFCE_02396",2862,1886,3379,4003,1519,1640,2168,2172,1156
"ACCFDFCE_02397",14,2,18,8,6,4,4,5,3
"ACCFDFCE_02398",29,9,42,7,22,16,28,12,13
"ACCFDFCE_02399",3927,1958,5323,1720,4413,3906,5069,1287,1899
"ACCFDFCE_02400",296,159,405,153,208,231,285,162,140
"ACCFDFCE_02401",113,145,181,120,147,127,169,120,64
"ACCFDFCE_02402",1105,3093,1580,3437,2912,3224,3295,2988,570
"ACCFDFCE_02403",703,2998,775,2588,2661,2549,2919,2197,276
"ACCFDFCE_02404",270,1459,334,1357,1548,1474,1714,1311,105
"ACCFDFCE_02405",1206,61399,1930,67948,98420,86650,117167,83607,724
"ACCFDFCE_02406",681,847,1184,320,799,687,972,363,384
"ACCFDFCE_02407",73,59,68,78,20,31,39,33,25
"ACCFDFCE_02408",459,438,446,862,279,263,322,439,154
"ACCFDFCE_02409",24873,10647,31854,36059,12514,13836,15200,7523,11591
"ACCFDFCE_02410",1254,799,1630,662,870,942,1049,690,594
"ACCFDFCE_02411",181,192,282,172,173,189,240,120,92
"ACCFDFCE_02412",64,57,89,52,66,51,67,27,29
"ACCFDFCE_02413",1795,407,1892,1492,627,539,726,400,549
"ACCFDFCE_02414",3046,693,3208,2871,970,943,1202,775,1230
"ACCFDFCE_02415",14584,24130,19556,10246,12692,12752,14889,9732,7777
"ACCFDFCE_02417",875,951,1016,793,691,801,924,688,408
"ACCFDFCE_02418",139,93,169,113,142,128,171,79,73
"ACCFDFCE_02419",223,101,263,167,304,199,297,141,84
"ACCFDFCE_02420",185,80,228,130,240,194,255,111,93
"ACCFDFCE_02421",69,52,74,34,18,38,38,41,21
"ACCFDFCE_02422",2619,2062,4188,1624,1701,1628,1959,1489,1620
"ACCFDFCE_02423",9494,6018,13125,4257,6186,5542,7605,5219,4868
"ACCFDFCE_02424",2475,8849,2361,7060,3484,3657,3169,7594,1610
"ACCFDFCE_02425",254,185,387,293,511,439,457,161,129
"ACCFDFCE_02426",127,288,241,186,362,410,588,105,75
"ACCFDFCE_02427",321,520,495,537,625,751,800,372,218
"ACCFDFCE_02428",1376,826,2117,783,1066,807,1385,537,675
"ACCFDFCE_02429",236,156,364,292,213,188,226,141,148
"ACCFDFCE_02431",103,60,111,64,112,97,145,47,29
"ACCFDFCE_02432",672,747,1007,346,580,544,705,397,366
"ACCFDFCE_02433",239,276,345,111,197,172,241,134,136
"ACCFDFCE_02434",510,501,755,236,485,496,592,280,309
"ACCFDFCE_02435",109,73,181,126,205,231,257,305,56
"ACCFDFCE_02436",1802,1488,2351,1978,1949,1981,2242,1344,860
"ACCFDFCE_02437",8847,14552,15431,6436,10682,10251,12017,7339,5689
"ACCFDFCE_02438",1129,2392,2185,688,1456,1597,1784,741,814
"ACCFDFCE_02439",949,1549,1945,427,1383,1213,1755,428,588
