"gene_id","HG001.rep1","HG001.rep2","HG001.rep3","UTI.89.mixed.with.HG001.rep1","UTI.89.mixed.with.HG001.rep2","UTI.89.mixed.with.HG001.rep3"
"SAOUHSC_02516",206,227,226,12,28,79
"SAOUHSC_02517",113,167,165,8,19,66
"SAOUHSC_02518",0,1,0,0,0,0
"SAOUHSC_02519",76,84,77,9,11,37
"SAOUHSC_02520",280,294,300,15,37,52
"SAOUHSC_02521",57,70,68,3,4,13
"SAOUHSC_02522",22,22,36,1,5,6
"SAOUHSC_02523",40,47,45,2,7,17
"SAOUHSC_02524",74,60,75,13,21,38
"SAOUHSC_02525",531,555,571,48,80,118
"SAOUHSC_02527",338,337,377,22,57,90
"SAOUHSC_02528",19,21,17,2,1,6
"SAOUHSC_02529",53,29,49,3,5,10
"SAOUHSC_02530",0,4,0,0,0,1
"SAOUHSC_02531",4,5,9,0,0,3
"SAOUHSC_02532",22,23,30,5,4,11
"SAOUHSC_02533",0,0,0,0,0,1
"SAOUHSC_02534",0,0,0,0,0,0
"SAOUHSC_02535",0,0,0,1,0,0
"SAOUHSC_02536",78,78,99,6,5,20
"SAOUHSC_02537",27,28,30,3,4,16
"SAOUHSC_02538",5,11,13,1,1,2
"SAOUHSC_02540",12,13,14,3,4,3
"SAOUHSC_02541",21,18,20,1,1,6
"SAOUHSC_02542",60,51,62,6,8,25
"SAOUHSC_02543",46,49,51,10,10,28
"SAOUHSC_02544",26,23,26,3,4,13
"SAOUHSC_02545",82,89,82,13,8,59
"SAOUHSC_02546",63,71,80,6,5,25
"SAOUHSC_02547",73,64,77,10,5,39
"SAOUHSC_02549",129,143,121,16,15,80
"SAOUHSC_02550",22,35,25,2,4,8
"SAOUHSC_02551",14,14,13,1,0,5
"SAOUHSC_02552",12,7,6,1,2,2
"SAOUHSC_02553",12,19,17,2,0,6
"SAOUHSC_02554",81,65,73,30,73,171
"SAOUHSC_02555",44,35,24,1,6,9
"SAOUHSC_02557",15,9,18,1,1,4
"SAOUHSC_02558",4,1,2,0,0,2
"SAOUHSC_02559",3,3,7,0,0,3
"SAOUHSC_02561",25,19,27,10,4,22
"SAOUHSC_02562",12,5,10,2,2,12
"SAOUHSC_02563",14,16,17,6,2,15
"SAOUHSC_02564",7,10,15,4,4,5
"SAOUHSC_02565",16,13,21,4,2,20
"SAOUHSC_02566",350,327,394,37,30,106
"SAOUHSC_02568",67,77,74,4,7,12
"SAOUHSC_02569",2,3,2,1,2,1
"SAOUHSC_02570",10,17,16,1,4,7
"SAOUHSC_02571",1096,1099,1132,92,233,297
"SAOUHSC_02572",292,284,296,28,90,110
"SAOUHSC_02573",81,94,73,1,11,19
"SAOUHSC_02574",107,128,127,5,29,33
"SAOUHSC_02575",51,37,55,3,5,24
"SAOUHSC_02576",527,535,537,77,318,297
"SAOUHSC_02577",88,128,100,13,16,68
"SAOUHSC_02579",105,124,115,10,17,61
"SAOUHSC_02580",79,135,108,4,13,63
"SAOUHSC_02581",110,125,119,6,16,6
"SAOUHSC_02582",532,632,669,52,47,111
"SAOUHSC_02583",81,86,93,0,13,39
"SAOUHSC_02584",26,25,25,1,3,18
"SAOUHSC_02585",94,113,91,7,10,31
"SAOUHSC_02587",144,151,167,8,14,45
"SAOUHSC_02588",1,1,1,0,0,1
"SAOUHSC_02589",248,271,280,12,12,131
"SAOUHSC_02590",161,184,139,10,22,43
"SAOUHSC_02591",57,60,66,1,4,13
"SAOUHSC_02592",26,20,24,4,3,12
"SAOUHSC_02593",13,10,10,0,2,6
"SAOUHSC_02594",39,41,45,5,7,13
"SAOUHSC_02595",3,8,7,1,2,4
"SAOUHSC_02596",11,10,9,1,0,8
"SAOUHSC_02597",25,18,23,6,4,44
"SAOUHSC_02599",45,35,44,1,6,15
"SAOUHSC_02600",64,52,57,1,14,12
"SAOUHSC_02603",9,10,9,1,2,3
"SAOUHSC_02604",38,34,39,6,19,17
"SAOUHSC_02605",7,5,5,1,1,4
"SAOUHSC_02606",28,34,33,5,5,27
"SAOUHSC_02607",40,37,43,5,1,26
"SAOUHSC_02608",12,16,17,1,0,6
"SAOUHSC_02609",1,3,3,0,0,0
"SAOUHSC_02610",33,75,41,5,15,27
"SAOUHSC_02611",315,383,425,31,99,119
"SAOUHSC_02612",52,43,52,6,5,25
"SAOUHSC_02613",54,47,77,1,5,27
"SAOUHSC_02614",45,42,45,6,6,35
"SAOUHSC_02615",12,10,6,0,0,3
"SAOUHSC_02616",0,4,0,0,0,0
"SAOUHSC_02618",47,49,49,6,5,38
"SAOUHSC_02619",37,37,54,6,5,29
"SAOUHSC_02620",25,37,42,4,5,24
"SAOUHSC_02621",11,17,6,0,1,4
"SAOUHSC_02622",44,36,36,7,8,10
"SAOUHSC_02623",63,83,100,9,11,22
"SAOUHSC_02624",59,66,57,5,7,20
"SAOUHSC_02625",40,46,37,3,5,13
"SAOUHSC_02626",39,51,42,2,4,24
"SAOUHSC_02627",114,122,115,6,9,42
"SAOUHSC_02628",101,129,139,5,5,28
"SAOUHSC_02629",269,271,295,38,19,177
"SAOUHSC_02630",88,96,106,15,3,61
"SAOUHSC_02631",63,70,87,3,7,20
"SAOUHSC_02632",51,38,39,3,2,18
"SAOUHSC_02634",0,0,0,0,0,0
"SAOUHSC_02635",68,84,79,2,8,32
"SAOUHSC_02636",73,53,71,4,7,17
"SAOUHSC_02638",43,40,40,0,3,12
"SAOUHSC_02640",8,8,6,4,5,3
"SAOUHSC_02641",7,10,5,8,7,6
"SAOUHSC_02643",13,20,18,1,3,6
"SAOUHSC_02644",55,55,78,1,8,15
"SAOUHSC_02645",15,14,19,0,2,4
"SAOUHSC_02646",14,17,18,1,0,5
"SAOUHSC_02647",109,99,112,11,11,95
"SAOUHSC_02648",2111,2625,2543,270,108,553
"SAOUHSC_02649",106,127,120,10,20,41
"SAOUHSC_02650",183,207,229,19,29,51
"SAOUHSC_02651",12,16,10,0,0,2
"SAOUHSC_02652",43,74,55,2,6,25
"SAOUHSC_02653",4,2,3,0,3,6
"SAOUHSC_02654",6,7,12,3,10,18
"SAOUHSC_02655",0,0,0,0,0,0
"SAOUHSC_02656",79,48,71,7,4,31
"SAOUHSC_02657",0,0,0,0,0,0
"SAOUHSC_02658",12,9,25,2,0,5
"SAOUHSC_02659",32,36,45,3,5,20
"SAOUHSC_02660",68,86,103,8,7,33
"SAOUHSC_02661",17,18,17,7,1,11
"SAOUHSC_02662",4,1,3,0,0,1
"SAOUHSC_02663",20,25,38,2,1,13
"SAOUHSC_02664",51,60,47,3,2,27
"SAOUHSC_02665",71,72,110,7,17,34
"SAOUHSC_02666",145,158,163,8,16,113
"SAOUHSC_02667",418,450,404,33,52,124
"SAOUHSC_02668",58,67,96,1,14,21
"SAOUHSC_02669",199,203,219,13,22,79
"SAOUHSC_02670",81,77,90,5,4,12
"SAOUHSC_02671",836,1204,1140,38,5,104
"SAOUHSC_02672",5,3,4,0,0,1
"SAOUHSC_02674",10,6,13,0,1,3
"SAOUHSC_02675",178,260,224,10,5,53
"SAOUHSC_02676",337,471,506,18,8,104
"SAOUHSC_02677",123,167,203,8,6,46
"SAOUHSC_02678",137,187,163,7,2,39
"SAOUHSC_02679",136,176,189,6,3,30
"SAOUHSC_02680",563,621,681,30,20,119
"SAOUHSC_02681",1173,1474,1476,56,19,227
"SAOUHSC_02682",362,461,457,8,6,90
"SAOUHSC_02683",61,78,87,1,2,27
"SAOUHSC_02684",654,835,836,25,11,195
"SAOUHSC_02685",227,203,182,14,4,50
"SAOUHSC_02686",7,7,14,1,0,4
"SAOUHSC_02687",85,75,89,5,13,20
"SAOUHSC_02688",3,7,8,0,1,3
"SAOUHSC_02689",17,20,33,1,2,6
"SAOUHSC_02690",24,32,40,6,3,34
"SAOUHSC_02691",10,15,13,3,0,5
"SAOUHSC_02692",14,6,12,0,1,2
"SAOUHSC_02693",0,0,0,0,0,0
"SAOUHSC_02694",34,26,27,3,3,11
"SAOUHSC_02695",27,10,14,4,1,8
"SAOUHSC_02696",8,4,5,0,2,4
"SAOUHSC_02697",382,445,416,19,62,93
"SAOUHSC_02698",248,265,265,8,29,64
"SAOUHSC_02699",397,382,360,13,72,77
"SAOUHSC_02700",93,89,103,13,22,101
"SAOUHSC_02701",1,1,1,2,0,10
"SAOUHSC_02702",11,12,12,3,3,22
"SAOUHSC_02703",326,375,370,53,66,417
"SAOUHSC_02704",19,22,20,1,0,7
"SAOUHSC_02705",2,0,0,0,0,0
"SAOUHSC_02706",69,71,77,1,6,8
"SAOUHSC_02708",3,4,7,1,0,4
"SAOUHSC_02709",41,50,41,1,3,5
"SAOUHSC_02710",37,42,40,1,2,4
"SAOUHSC_02711",1,2,0,0,0,0
"SAOUHSC_02712",5,4,3,0,0,1
"SAOUHSC_02713",2,4,6,0,1,1
"SAOUHSC_02714",4,1,2,1,1,0
"SAOUHSC_02715",2,2,1,0,0,0
"SAOUHSC_02716",1,0,0,0,0,0
"SAOUHSC_02717",0,0,0,0,0,0
"SAOUHSC_02718",7,1,4,0,4,1
"SAOUHSC_02719",3,3,4,3,1,7
"SAOUHSC_02720",0,0,0,0,0,0
"SAOUHSC_02721",89,34,47,11,2,15
"SAOUHSC_02722",11,18,10,1,2,2
"SAOUHSC_02723",67,56,49,3,3,19
"SAOUHSC_02724",73,71,91,10,8,33
"SAOUHSC_02725",121,141,140,11,6,50
"SAOUHSC_02726",11,11,5,0,1,3
"SAOUHSC_02727",39,39,29,1,5,11
"SAOUHSC_02728",6,2,5,0,1,1
"SAOUHSC_02729",14,19,21,4,3,19
"SAOUHSC_02731",147,208,211,7,26,45
"SAOUHSC_02732",0,0,0,0,0,0
"SAOUHSC_02733",140,195,185,18,13,110
"SAOUHSC_02734",0,0,0,0,0,0
"SAOUHSC_02736",87,97,89,3,12,30
"SAOUHSC_02737",39,43,47,3,6,14
"SAOUHSC_02739",42,51,45,3,10,11
"SAOUHSC_02740",246,320,284,4,26,32
"SAOUHSC_02741",23,40,31,1,2,11
"SAOUHSC_02742",34,34,32,2,6,11
"SAOUHSC_02743",10,21,15,0,2,7
"SAOUHSC_02744",55,48,47,0,4,32
"SAOUHSC_02745",0,0,0,0,0,0
"SAOUHSC_02746",0,0,0,0,0,0
"SAOUHSC_02747",66,69,74,2,5,26
"SAOUHSC_02750",92,88,81,5,8,36
"SAOUHSC_02751",61,79,82,10,7,45
"SAOUHSC_02752",55,72,77,5,8,28
"SAOUHSC_02753",30,27,29,1,11,14
"SAOUHSC_02754",9,11,15,3,6,10
"SAOUHSC_02755",64,80,77,4,11,19
"SAOUHSC_02756",15,30,19,2,2,4
"SAOUHSC_02757",17,31,22,4,5,14
"SAOUHSC_02759",140,120,125,12,9,79
"SAOUHSC_02760",45,43,48,16,8,34
"SAOUHSC_02761",79,85,109,1,9,12
"SAOUHSC_02762",15,12,17,5,7,17
"SAOUHSC_02763",2,3,4,0,0,10
"SAOUHSC_02764",0,1,2,0,3,4
"SAOUHSC_02765",0,2,0,0,1,2
"SAOUHSC_02766",2,3,1,1,2,10
"SAOUHSC_02767",6,8,17,4,14,60
"SAOUHSC_02768",0,0,2,1,0,2
"SAOUHSC_02769",1,0,0,0,1,2
"SAOUHSC_02770",3,0,1,2,0,3
"SAOUHSC_02771",10,9,15,1,3,2
"SAOUHSC_02772",26,27,22,2,11,5
"SAOUHSC_02773",77,103,80,3,13,14
"SAOUHSC_02774",81,104,109,4,19,24
"SAOUHSC_02775",7,14,13,0,0,6
"SAOUHSC_02776",7,8,14,0,3,5
"SAOUHSC_02777",25,19,26,3,4,14
"SAOUHSC_02778",54,58,72,2,4,15
"SAOUHSC_02779",30,37,28,3,1,7
"SAOUHSC_02780",10,17,8,6,0,22
"SAOUHSC_02781",457,476,479,134,45,493
"SAOUHSC_02782",1,3,1,0,0,0
"SAOUHSC_02783",6,8,8,0,0,7
"SAOUHSC_02784",6,6,2,1,0,0
"SAOUHSC_02785",3,11,7,0,0,6
"SAOUHSC_02786",24,32,32,3,1,6
"SAOUHSC_02788",26,18,19,0,4,4
"SAOUHSC_02789",12,16,8,1,3,1
"SAOUHSC_02790",132,158,154,15,18,53
"SAOUHSC_02791",26,34,23,4,3,13
"SAOUHSC_02793",69,110,90,7,7,67
"SAOUHSC_02794",20,28,33,3,10,5
"SAOUHSC_02795",8,13,10,0,0,8
"SAOUHSC_02796",1,4,2,0,0,0
"SAOUHSC_02797",7,6,2,0,0,3
"SAOUHSC_02798",185,158,195,9,18,118
"SAOUHSC_02799",31,19,35,0,2,11
"SAOUHSC_02800",0,3,1,0,0,0
"SAOUHSC_02801",67,98,89,7,4,45
"SAOUHSC_02802",103,115,114,0,12,4
"SAOUHSC_02803",91,75,84,0,4,5
"SAOUHSC_02804",0,0,2,0,0,0
"SAOUHSC_02805",0,0,0,0,0,1
"SAOUHSC_02806",29,29,30,3,0,25
"SAOUHSC_02808",16,26,23,0,0,19
"SAOUHSC_02809",20,10,17,2,0,17
"SAOUHSC_02810",41,35,25,4,5,15
"SAOUHSC_02811",17,20,27,1,0,15
"SAOUHSC_02812",50,53,48,6,17,24
"SAOUHSC_02813",189,209,243,13,44,56
"SAOUHSC_02815",33,35,36,4,0,25
"SAOUHSC_02816",49,52,54,0,5,15
"SAOUHSC_02817",0,0,0,0,0,0
"SAOUHSC_02818",6,8,5,0,2,0
"SAOUHSC_02819",5,0,1,1,0,0
"SAOUHSC_02820",0,2,2,0,1,0
"SAOUHSC_02821",2,5,4,0,0,1
"SAOUHSC_02822",11,16,20,0,2,23
"SAOUHSC_02823",55,63,51,3,10,14
"SAOUHSC_02824",3,7,5,1,0,6
"SAOUHSC_02825",6,7,5,1,0,3
"SAOUHSC_02826",18,21,15,0,4,13
"SAOUHSC_02827",24,34,24,3,4,20
"SAOUHSC_02828",9,25,24,1,3,15
"SAOUHSC_02829",72,101,94,4,15,29
"SAOUHSC_02830",3172,3814,3700,462,276,1297
"SAOUHSC_02831",14,27,11,2,4,25
"SAOUHSC_02832",11,12,12,1,4,6
"SAOUHSC_02833",10,9,15,0,2,7
"SAOUHSC_02834",164,182,164,12,26,41
"SAOUHSC_02836",14,26,11,1,1,5
"SAOUHSC_02837",11,10,8,0,2,3
"SAOUHSC_02838",0,0,1,0,0,0
"SAOUHSC_02839",35,42,30,2,2,29
"SAOUHSC_02840",24,33,21,0,2,22
"SAOUHSC_02841",35,54,40,3,2,60
"SAOUHSC_02842",33,41,44,2,2,4
"SAOUHSC_02843",34,36,35,1,3,13
"SAOUHSC_02844",55,62,74,2,7,30
"SAOUHSC_02845",11,16,22,0,0,13
"SAOUHSC_02846",15,19,20,1,2,11
"SAOUHSC_02848",528,600,568,23,19,510
"SAOUHSC_02849",161,184,162,13,59,97
"SAOUHSC_02850",32,60,55,3,12,29
"SAOUHSC_02851",9,26,11,1,1,10
"SAOUHSC_02852",65,107,89,2,9,28
"SAOUHSC_02853",1642,1941,2141,277,170,1140
"SAOUHSC_02855",166,209,186,3,56,34
"SAOUHSC_02856",7,9,1,1,1,0
"SAOUHSC_02857",0,2,2,0,1,1
"SAOUHSC_02858",6,10,11,0,0,1
"SAOUHSC_02859",113,126,127,4,13,61
"SAOUHSC_02860",464,574,524,31,40,247
"SAOUHSC_02861",73,69,64,11,11,29
"SAOUHSC_02862",245,388,334,26,165,113
"SAOUHSC_02863",0,0,1,3,2,10
"SAOUHSC_02864",9,11,9,14,23,136
"SAOUHSC_02865",1,0,0,1,1,8
"SAOUHSC_02866",29,27,22,2,1,4
"SAOUHSC_02867",35,37,47,1,0,11
"SAOUHSC_02868",1,0,0,0,0,0
"SAOUHSC_02869",45,67,61,7,10,79
"SAOUHSC_02871",7,7,6,2,0,2
"SAOUHSC_02872",9,11,10,3,3,8
"SAOUHSC_02873",58,53,58,1,2,24
"SAOUHSC_02874",17,30,24,1,2,8
"SAOUHSC_02875",4,12,16,1,3,6
"SAOUHSC_02876",11,14,9,0,2,4
"SAOUHSC_02877",26,43,50,8,43,18
"SAOUHSC_02879",13,21,37,3,9,10
"SAOUHSC_02880",30,43,41,6,15,8
"SAOUHSC_02881",32,54,41,1,5,28
"SAOUHSC_02882",13,13,13,2,0,9
"SAOUHSC_02883",356,404,409,23,137,87
"SAOUHSC_02885",990,1021,1095,77,116,516
"SAOUHSC_02886",64,61,56,4,14,15
"SAOUHSC_02887",4558,5442,4850,253,828,933
"SAOUHSC_02888",7,5,9,1,9,3
"SAOUHSC_02889",0,0,0,0,0,0
"SAOUHSC_02890",0,1,0,0,0,0
"SAOUHSC_02891",15,17,14,2,1,4
"SAOUHSC_02892",9,12,10,1,1,3
"SAOUHSC_02893",4,7,4,2,0,2
"SAOUHSC_02894",6,13,6,1,1,1
"SAOUHSC_02895",12,25,22,1,2,3
"SAOUHSC_02896",6,8,7,0,1,2
"SAOUHSC_02897",4,4,3,0,0,2
"SAOUHSC_02898",4,4,5,0,0,0
"SAOUHSC_02899",18,17,27,4,2,8
"SAOUHSC_02900",28,28,35,3,16,12
"SAOUHSC_02901",6,6,7,1,0,2
"SAOUHSC_02902",10,3,12,0,0,2
"SAOUHSC_02904",6,3,6,0,2,3
"SAOUHSC_02905",8,10,11,2,2,5
"SAOUHSC_02906",4,6,3,1,2,3
"SAOUHSC_02907",0,3,2,0,2,2
"SAOUHSC_02908",21,21,18,3,5,8
"SAOUHSC_02909",377,547,458,68,38,509
"SAOUHSC_02910",160,162,191,17,21,153
"SAOUHSC_02911",16,21,17,1,2,9
"SAOUHSC_02912",340,466,372,30,25,133
"SAOUHSC_02913",16,14,25,0,4,8
"SAOUHSC_02914",0,0,0,0,0,0
"SAOUHSC_02915",14,13,14,0,0,4
"SAOUHSC_02916",31,34,32,1,2,16
"SAOUHSC_02918",31,80,57,4,9,27
"SAOUHSC_02919",43,49,50,2,5,14
"SAOUHSC_02920",28,41,37,12,18,25
"SAOUHSC_02921",18,24,20,0,6,13
"SAOUHSC_02922",27,32,25,2,11,29
"SAOUHSC_02923",80,91,76,8,49,39
"SAOUHSC_02924",5,4,3,1,3,1
"SAOUHSC_02925",4,10,7,2,2,1
"SAOUHSC_02926",432,510,555,284,337,982
"SAOUHSC_02927",1551,1808,1776,164,142,907
"SAOUHSC_02928",21,15,19,2,2,7
"SAOUHSC_02929",196,244,194,12,27,66
"SAOUHSC_02930",14,20,13,2,0,6
"SAOUHSC_02931",19,15,12,1,1,4
"SAOUHSC_02932",334,350,309,1,5,33
"SAOUHSC_02933",337,347,393,0,8,32
"SAOUHSC_02934",0,0,0,0,0,0
"SAOUHSC_02935",61,62,65,2,4,20
"SAOUHSC_02936",19,30,32,0,1,5
"SAOUHSC_02937",131,122,115,2,2,24
"SAOUHSC_02939",1,0,0,0,0,0
"SAOUHSC_02940",0,0,0,0,0,0
"SAOUHSC_02941",27,30,28,8,11,63
"SAOUHSC_02942",115,142,169,22,38,264
"SAOUHSC_02943",4,7,6,1,1,2
"SAOUHSC_02944",4,4,2,0,1,2
"SAOUHSC_02945",18,24,23,1,1,11
"SAOUHSC_02947",41,54,33,3,2,18
"SAOUHSC_02948",4,0,0,0,0,2
"SAOUHSC_02949",14,12,14,0,4,3
"SAOUHSC_02950",2,1,0,1,0,0
"SAOUHSC_02953",28,24,24,2,5,15
"SAOUHSC_02954",10,3,11,2,0,4
"SAOUHSC_02955",63,73,74,7,5,38
"SAOUHSC_02956",46,67,65,2,3,40
"SAOUHSC_02957",35,27,32,3,1,13
"SAOUHSC_02958",2,4,5,0,0,0
"SAOUHSC_02960",144,60,101,22,8,29
"SAOUHSC_02961",56,61,53,3,9,29
"SAOUHSC_02962",20,22,29,3,2,15
"SAOUHSC_02963",519,519,548,29,73,162
"SAOUHSC_02964",20,21,34,1,4,13
"SAOUHSC_02965",28,33,33,3,5,16
"SAOUHSC_02967",12,8,11,0,0,4
"SAOUHSC_02968",8,4,3,2,3,3
"SAOUHSC_02969",2,6,8,1,0,9
"SAOUHSC_02970",2,5,4,0,1,1
"SAOUHSC_02971",14,13,14,3,2,31
"SAOUHSC_02972",145,156,186,81,114,169
"SAOUHSC_02973",16,17,19,2,3,20
"SAOUHSC_02974",16,19,19,3,2,12
"SAOUHSC_02975",34,52,43,6,2,68
"SAOUHSC_02976",29,43,31,1,4,36
"SAOUHSC_02978",287,320,292,19,43,114
"SAOUHSC_02979",132,191,196,11,20,102
"SAOUHSC_02980",132,130,154,9,16,56
"SAOUHSC_02982",350,351,398,36,66,144
"SAOUHSC_02983",70,53,58,7,14,35
"SAOUHSC_02984",74,64,68,10,18,32
"SAOUHSC_02985",63,60,58,13,14,31
"SAOUHSC_02986",17,14,15,5,5,6
"SAOUHSC_02987",18,25,17,2,6,15
"SAOUHSC_02988",19,31,33,4,2,24
"SAOUHSC_02989",12,10,31,1,0,8
"SAOUHSC_02990",816,993,977,166,133,698
"SAOUHSC_02991",18,20,8,0,0,8
"SAOUHSC_02992",12,6,12,0,0,6
"SAOUHSC_02993",4,5,3,0,0,1
"SAOUHSC_02994",33,33,37,6,5,22
"SAOUHSC_02995",13,18,24,1,2,6
"SAOUHSC_02996",9,4,6,0,0,5
"SAOUHSC_02997",2,1,1,0,1,0
"SAOUHSC_02998",4,2,6,0,2,2
"SAOUHSC_02999",4,2,1,0,0,1
"SAOUHSC_03000",1,0,1,0,1,0
"SAOUHSC_03001",95,80,98,17,1,98
"SAOUHSC_03002",0,0,2,0,0,0
"SAOUHSC_03003",0,0,0,0,0,0
"SAOUHSC_03004",0,1,2,0,0,0
"SAOUHSC_03005",4,6,2,0,0,3
"SAOUHSC_03006",31,31,29,6,4,34
"SAOUHSC_03008",1,2,3,3,1,2
"SAOUHSC_03009",1,0,1,0,0,1
"SAOUHSC_03010",1,0,2,0,1,0
"SAOUHSC_03011",1,0,0,1,0,0
"SAOUHSC_03012",1,1,1,1,1,0
"SAOUHSC_03013",1,3,1,1,3,0
"SAOUHSC_03014",0,0,0,0,1,0
"SAOUHSC_03015",0,0,1,0,0,1
"SAOUHSC_03016",29,30,39,12,7,20
"SAOUHSC_03017",4,2,1,0,0,4
"SAOUHSC_03018",4,4,2,0,0,0
"SAOUHSC_03019",9,10,8,0,0,4
"SAOUHSC_03020",3,5,2,0,0,1
"SAOUHSC_03021",0,1,4,0,1,0
"SAOUHSC_03022",32,40,55,1,16,14
"SAOUHSC_03023",13,9,12,2,1,8
"SAOUHSC_03024",34,42,39,5,0,11
"SAOUHSC_03025",5,6,6,0,1,3
"SAOUHSC_03026",11,6,16,3,0,6
"SAOUHSC_03027",2,0,2,1,0,0
"SAOUHSC_03028",21,30,24,3,5,5
"SAOUHSC_03030",53,49,46,4,4,34
"SAOUHSC_03031",17,18,19,2,2,5
"SAOUHSC_03032",5,7,8,0,1,2
"SAOUHSC_03033",44,45,35,10,23,24
"SAOUHSC_03034",6,12,8,0,2,2
"SAOUHSC_03035",18,32,43,0,4,12
"SAOUHSC_03036",3,3,1,1,0,2
"SAOUHSC_03037",7,10,5,2,0,0
"SAOUHSC_03037a",0,0,1,0,0,1
"SAOUHSC_03040",37,42,48,2,3,14
"SAOUHSC_03041",5,6,5,0,1,0
"SAOUHSC_03042",1,2,5,0,0,1
"SAOUHSC_03045",1297,1420,1379,166,367,605
"SAOUHSC_03046",11,12,11,7,4,17
"SAOUHSC_03047",4,6,6,1,1,8
"SAOUHSC_03048",9,6,4,6,0,12
"SAOUHSC_03049",65,69,86,5,13,27
"SAOUHSC_03051",42,44,49,3,7,14
"SAOUHSC_03052",93,107,111,17,12,54
"SAOUHSC_03053",62,92,71,9,17,33
"SAOUHSC_03054",15,20,24,4,2,23
"SAOUHSC_03055",773,701,832,76,113,278
"SAOUHSC_1307a",31,13,21,2,2,17
"SAOUHSC_1342a",274,285,282,21,28,75
"SAOUHSC_3042a",1,1,1,0,0,1
"SAOUHSC_A00354",1,1,2,0,0,0
"SAOUHSC_A00526",0,0,0,0,0,0
"SAOUHSC_A00992",10,13,24,0,6,4
"SAOUHSC_A01081",25,29,25,2,2,12
"SAOUHSC_A01436",2,0,0,0,0,0
"SAOUHSC_A01514",0,0,0,0,0,0
"SAOUHSC_A02169",0,0,0,0,0,0
"SAOUHSC_A02189",2,6,5,1,1,4
"SAOUHSC_A02331",6,5,3,1,2,0
"SAOUHSC_A02450",34,45,46,1,6,8
"SAOUHSC_A02577",0,0,0,0,0,0
"SAOUHSC_A02794",5,3,5,1,3,7
"SAOUHSC_A02811",0,0,0,0,0,0
"SAOUHSC_R0001",28,5,1,0,1,2
"SAOUHSC_R00010",0,0,0,0,0,0
"SAOUHSC_R00011",0,0,0,0,0,0
"SAOUHSC_R00012",0,0,0,0,0,0
"SAOUHSC_R00013",0,0,0,0,0,0
"SAOUHSC_R00014",1,0,1,0,0,0
"SAOUHSC_R00015",0,0,0,0,0,0
"SAOUHSC_R00016",1,0,0,0,0,0
"SAOUHSC_R0002",0,0,0,0,0,0
"SAOUHSC_R0003",19,1,0,0,0,0
"SAOUHSC_R0004",8,6,2,0,0,7
"SAOUHSC_R0005",0,0,0,0,0,0
"SAOUHSC_R0006",27,3,3,0,0,8
"SAOUHSC_R0007",31,9,0,0,0,4
"SAOUHSC_R0008",49,9,6,3,5,14
"SAOUHSC_R0009",0,0,0,0,0,0
"SAOUHSC_T0001",3,7,4,0,0,4
"SAOUHSC_T00010",0,0,0,0,0,0
"SAOUHSC_T00011",1,0,0,0,0,0
"SAOUHSC_T00012",0,0,0,0,0,0
"SAOUHSC_T00013",0,0,0,0,0,0
"SAOUHSC_T00014",4,5,1,0,1,0
"SAOUHSC_T00015",0,1,0,0,0,0
"SAOUHSC_T00016",0,0,0,0,0,0
"SAOUHSC_T00017",0,0,0,0,0,0
"SAOUHSC_T00018",0,0,0,0,0,0
"SAOUHSC_T00019",0,0,0,0,0,0
"SAOUHSC_T0002",2,2,0,0,0,0
"SAOUHSC_T00020",0,0,0,0,0,0
"SAOUHSC_T00021",0,0,1,0,0,0
"SAOUHSC_T00022",0,2,2,1,0,1
"SAOUHSC_T00023",2,0,0,0,0,0
"SAOUHSC_T00024",0,0,0,0,0,0
"SAOUHSC_T00025",3,4,2,0,0,0
"SAOUHSC_T00026",0,1,0,0,0,0
"SAOUHSC_T00027",0,0,0,0,0,0
"SAOUHSC_T00028",0,2,1,0,0,0
"SAOUHSC_T00029",25,21,19,1,2,6
"SAOUHSC_T0003",11,12,9,1,1,2
"SAOUHSC_T00030",1,1,3,0,0,2
"SAOUHSC_T00031",4,9,9,0,0,3
"SAOUHSC_T00032",5,10,5,1,0,1
"SAOUHSC_T00033",0,0,1,0,0,0
"SAOUHSC_T00034",0,0,0,0,0,0
"SAOUHSC_T00035",0,0,0,0,0,0
"SAOUHSC_T00036",0,0,0,0,0,0
"SAOUHSC_T00037",0,0,0,0,0,0
"SAOUHSC_T00038",3,7,5,0,0,3
"SAOUHSC_T00039",0,0,0,0,0,0
"SAOUHSC_T0004",2,0,1,0,0,0
"SAOUHSC_T00040",1,0,0,93,111,110
"SAOUHSC_T00041",1,1,0,0,0,0
"SAOUHSC_T00042",0,1,0,0,0,0
"SAOUHSC_T00043",0,2,3,0,0,0
"SAOUHSC_T00044",0,1,0,0,1,1
"SAOUHSC_T00045",2,1,1,1,0,0
"SAOUHSC_T00046",0,3,4,0,0,1
"SAOUHSC_T00047",0,0,0,0,0,0
"SAOUHSC_T00048",10,3,10,0,0,3
"SAOUHSC_T00049",0,0,0,0,0,0
"SAOUHSC_T0005",9,7,4,0,2,0
"SAOUHSC_T00050",2,1,4,9,10,10
"SAOUHSC_T00051",14,14,12,2,1,3
"SAOUHSC_T00052",0,1,0,0,0,0
"SAOUHSC_T00053",0,1,0,0,0,0
"SAOUHSC_T00054",3,1,0,0,0,0
"SAOUHSC_T00055",0,2,0,0,0,0
"SAOUHSC_T00056",0,0,0,0,0,0
