"gene_id","N_A","N_B","N_C","N0A","N0B","N0C","N2A","N2B","N2C","N5A","N5B","N5C","N10A","N10B","N10C","N20A","N20B","N20C","N30A","N30B","N30C"
"gene-NWMN_RS09640",18,12,12,5,10,9,16,7,11,5,7,5,8,10,8,10,10,9,4,6,2
"gene-NWMN_RS09645",11,6,18,6,10,23,23,6,7,10,7,4,7,6,2,8,6,5,9,2,0
"gene-NWMN_RS09650",14,8,25,12,8,18,11,9,16,16,9,11,5,13,7,13,11,4,4,7,4
"gene-NWMN_RS09655",14,7,5,5,8,8,9,6,9,6,1,8,6,16,3,18,4,2,11,1,0
"gene-NWMN_RS09660",262,157,114,105,128,92,169,95,89,94,68,74,42,159,34,56,45,31,39,29,22
"gene-NWMN_RS15880",4,2,3,1,5,1,6,1,0,2,3,3,1,5,1,4,0,0,1,1,0
"gene-NWMN_RS09665",92,176,91,103,120,57,123,90,68,69,120,44,41,92,36,17,32,18,22,28,27
"gene-NWMN_RS09670",117,134,98,126,112,82,115,67,84,99,77,58,64,63,20,26,32,21,18,20,8
"gene-NWMN_RS09675",162,313,139,204,215,117,184,164,134,137,170,79,62,87,29,29,45,28,40,24,23
"gene-NWMN_RS09680",138,181,108,171,153,118,124,76,139,147,147,74,54,73,34,40,23,36,39,28,18
"gene-NWMN_RS09685",207,302,241,311,186,181,193,125,221,254,214,106,110,112,64,64,46,78,63,35,49
"gene-NWMN_RS09690",133,161,142,169,102,130,103,72,127,135,106,65,60,53,32,25,36,24,32,35,28
"gene-NWMN_RS09695",75,50,81,67,36,39,98,28,57,63,46,22,27,20,8,13,14,7,9,20,6
"gene-NWMN_RS09700",338,215,235,201,260,205,334,164,230,125,92,111,94,105,63,50,37,39,42,42,30
"gene-NWMN_RS09705",199,183,249,256,299,207,256,223,211,159,188,116,65,134,66,85,64,47,71,55,23
"gene-NWMN_RS09715",324,302,702,544,630,586,614,606,512,445,637,356,199,466,180,235,214,200,302,223,130
"gene-NWMN_RS09720",211,183,364,242,344,306,357,328,264,272,310,182,135,245,97,132,126,84,122,132,67
"gene-NWMN_RS09725",222,217,405,271,364,310,313,298,281,295,317,167,146,275,105,145,105,79,157,111,47
"gene-NWMN_RS09730",5,0,1,0,0,1,1,0,4,0,0,2,0,0,0,0,0,1,0,0,0
"gene-NWMN_RS09735",1801,1477,908,1150,1570,803,1342,981,913,835,698,481,511,1125,258,436,365,269,235,260,100
"gene-NWMN_RS09740",1265,896,632,672,884,422,792,584,558,335,265,245,233,537,152,275,186,108,170,197,59
"gene-NWMN_RS09745",854,755,508,579,713,353,484,378,376,295,223,184,149,291,80,170,154,91,141,111,37
"gene-NWMN_RS09750",399,291,296,276,354,251,371,246,291,247,200,176,147,340,73,107,102,80,94,72,34
"gene-NWMN_RS09755",984,1083,866,736,912,822,753,481,686,1017,521,1160,736,1887,517,492,508,346,328,261,185
"gene-NWMN_RS09760",114,67,69,62,68,40,103,50,56,29,31,25,27,45,10,25,27,10,23,19,6
"gene-NWMN_RS09765",1473,876,1829,1633,1667,1134,1888,1148,1026,887,792,635,434,642,355,787,461,456,820,486,294
"gene-NWMN_RS09770",947,816,1072,1074,1321,907,1179,822,866,698,767,585,330,563,260,308,249,219,314,261,140
"gene-NWMN_RS09775",1022,783,2037,1416,1892,1703,1799,1582,1520,1210,1607,1025,647,1031,495,590,601,450,574,540,241
"gene-NWMN_RS09780",595,358,539,470,588,441,621,455,492,374,444,316,225,412,135,187,186,129,145,138,53
"gene-NWMN_RS09785",10,5,4,10,5,6,9,5,4,5,2,7,1,4,2,6,1,3,4,1,1
"gene-NWMN_RS09790",6484,4684,3471,4542,5040,2798,5267,3322,3356,2856,2255,2066,1743,3129,1058,1633,1412,1080,1319,1084,552
"gene-NWMN_RS09795",322,265,297,278,342,230,283,241,213,191,174,123,83,169,75,133,76,87,169,78,59
"gene-NWMN_RS09800",1838,1013,1075,1368,1231,867,1703,1080,1094,717,712,332,345,608,154,372,218,198,431,261,84
"gene-NWMN_RS09805",62,76,101,69,100,48,87,71,74,58,66,31,28,43,19,28,19,17,23,26,7
"gene-NWMN_RS09810",98,78,134,107,128,96,110,99,98,74,83,61,46,69,33,39,32,24,39,39,15
"gene-NWMN_RS09815",1328,1233,634,853,1216,535,896,823,601,477,505,266,234,393,116,241,166,131,232,160,77
"gene-NWMN_RS09820",496,460,812,726,734,490,1012,660,574,712,859,461,347,762,220,232,340,180,175,178,111
"gene-NWMN_RS09825",369,232,155,189,214,119,282,166,155,88,77,38,53,94,30,45,30,35,45,39,16
"gene-NWMN_RS09835",411,342,407,269,437,371,359,258,366,318,189,379,204,695,160,194,131,130,131,133,66
"gene-NWMN_RS09840",727,756,921,661,944,921,820,549,722,831,502,970,430,1624,410,445,372,317,351,248,146
"gene-NWMN_RS09845",82,48,94,103,127,102,137,110,109,76,96,58,44,73,26,36,33,32,42,25,9
"gene-NWMN_RS09850",247,210,375,305,345,291,369,319,311,254,322,142,123,227,97,99,113,75,145,108,37
"gene-NWMN_RS09855",96,231,107,80,246,75,83,104,103,75,65,111,99,139,74,90,84,34,61,56,14
"gene-NWMN_RS09860",107,176,135,117,217,86,74,101,84,62,72,106,86,123,45,83,72,36,48,32,22
"gene-NWMN_RS09865",777,472,380,458,543,278,550,413,346,294,298,164,146,296,94,128,95,73,151,83,47
"gene-NWMN_RS09870",8,7,11,7,7,4,9,5,6,1,0,2,0,7,1,1,2,1,0,4,0
"gene-NWMN_RS15760",0,1,1,1,0,0,0,0,0,1,0,0,1,3,0,1,0,0,0,0,0
"gene-NWMN_RS10025",1493,1521,1059,963,1355,749,1239,799,999,777,593,640,485,984,432,537,399,592,533,319,279
"gene-NWMN_RS10030",215,196,274,236,300,203,285,185,208,130,150,103,99,152,70,91,87,53,79,88,37
"gene-NWMN_RS10035",88,39,91,63,94,72,93,85,50,51,40,41,32,68,22,41,30,19,36,34,8
"gene-NWMN_RS10040",370,352,514,381,562,345,374,350,364,305,290,233,121,263,111,130,98,112,144,114,71
"gene-NWMN_RS10045",434,330,423,353,393,354,435,313,437,323,273,256,215,461,124,220,149,149,206,143,95
"gene-NWMN_RS10050",6,7,3,5,9,5,8,3,3,3,2,3,4,4,1,3,1,0,1,3,0
"gene-NWMN_RS10055",423,433,418,434,480,348,419,376,312,238,251,187,93,257,96,183,109,118,180,109,78
"gene-NWMN_RS10060",444,485,363,386,378,286,329,283,301,235,229,157,146,256,113,160,118,102,160,110,68
"gene-NWMN_RS10065",99,81,157,143,143,151,162,123,108,101,85,60,41,72,42,70,52,39,71,51,24
"gene-NWMN_RS10070",573,564,349,340,507,322,325,277,331,245,198,235,190,424,132,187,184,150,149,127,98
"gene-NWMN_RS10080",465,363,297,256,395,243,391,288,259,181,189,140,105,259,63,128,100,58,79,88,38
"gene-NWMN_RS10085",467,408,445,381,527,368,507,445,363,268,296,202,160,415,93,135,117,90,107,114,39
"gene-NWMN_RS10090",36,25,63,48,74,54,84,65,52,45,35,31,18,55,20,24,22,19,22,11,9
"gene-NWMN_RS10095",69,37,77,50,102,80,102,60,72,41,45,43,31,73,16,45,43,21,38,31,9
"gene-NWMN_RS10100",579,395,395,412,399,291,580,294,366,385,287,284,219,360,175,336,157,186,347,171,117
"gene-NWMN_RS10105",838,678,814,647,686,795,753,443,692,814,418,929,798,2141,543,541,536,436,396,280,172
"gene-NWMN_RS10110",153,95,135,168,111,100,144,93,137,97,87,51,51,66,25,44,33,24,34,34,14
"gene-NWMN_RS15770",123,82,43,50,68,41,143,65,49,50,36,24,19,59,11,19,10,9,23,10,5
"gene-NWMN_RS10155",1,1,2,0,0,1,0,0,1,2,0,0,1,1,1,0,0,0,0,0,1
"gene-NWMN_RS10160",11,5,27,15,9,29,11,13,19,14,10,14,9,13,13,16,7,11,8,4,8
"gene-NWMN_RS10165",10,4,29,29,18,33,23,13,20,22,17,19,3,7,12,15,5,15,29,5,10
"gene-NWMN_RS10170",14,8,22,14,11,20,19,11,18,11,10,13,7,15,11,6,3,9,14,7,4
"gene-NWMN_RS10175",140,91,222,142,147,203,120,110,189,131,91,172,96,112,80,106,57,100,93,57,62
"gene-NWMN_RS10180",2,1,9,7,2,5,2,2,4,3,3,3,0,3,5,5,1,3,3,3,4
"gene-NWMN_RS10185",12,3,29,18,14,34,22,15,16,14,7,21,9,14,9,10,1,12,14,5,7
"gene-NWMN_RS10190",29,15,97,57,38,77,38,24,72,40,34,66,21,23,27,34,20,41,46,20,26
"gene-NWMN_RS10195",1,1,6,2,0,5,7,2,2,6,7,5,1,1,4,4,2,4,2,1,3
"gene-NWMN_RS10385",6,8,14,9,11,10,20,6,16,16,6,21,13,7,6,15,4,9,14,1,8
"gene-NWMN_RS10390",184,101,78,94,125,61,184,104,83,79,50,50,40,120,23,46,16,26,30,22,11
"gene-NWMN_RS10395",32,12,41,36,14,41,50,22,43,39,25,29,15,18,21,29,7,29,49,12,14
"gene-NWMN_RS15435",9,5,9,13,2,9,15,4,11,9,7,9,3,4,4,14,3,9,8,4,8
"gene-NWMN_RS10400",546,624,388,468,557,286,536,386,365,366,336,260,207,407,127,191,177,135,153,125,68
"gene-NWMN_RS15885",9,3,13,9,7,8,15,6,9,8,3,7,1,6,3,5,5,5,12,7,3
"gene-NWMN_RS10405",11,8,20,15,8,19,18,5,16,14,7,15,7,4,12,13,5,9,6,3,13
"gene-NWMN_RS10410",351,394,482,350,448,387,551,346,428,335,324,357,192,471,208,278,137,242,292,132,216
"gene-NWMN_RS10415",1,5,1,4,1,5,1,2,3,1,0,2,1,1,1,0,0,1,3,0,1
"gene-NWMN_RS10420",0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"gene-NWMN_RS10425",136,93,220,136,179,184,241,141,187,153,126,136,90,140,105,114,71,114,178,48,89
"gene-NWMN_RS10430",322,204,428,319,306,317,367,263,358,301,266,291,182,314,209,219,114,166,321,121,158
"gene-NWMN_RS10435",421,334,630,526,519,551,532,397,513,433,452,317,218,326,169,211,180,164,185,133,67
"gene-NWMN_RS10440",581,426,1130,827,902,930,891,726,783,675,728,521,309,544,245,293,275,193,292,268,130
"gene-NWMN_RS10445",55,28,102,91,76,77,73,74,75,36,55,36,18,46,19,30,25,16,26,25,6
"gene-NWMN_RS10450",968,1021,720,725,868,808,523,404,717,859,345,988,608,1745,406,491,394,283,392,226,141
"gene-NWMN_RS10455",1440,1171,913,1005,1099,953,1068,680,944,996,542,1033,711,2014,557,681,628,497,446,355,217
"gene-NWMN_RS10460",1000,1004,840,577,875,1096,445,446,789,1167,450,1241,953,3769,623,619,751,445,437,366,191
"gene-NWMN_RS10465",614,444,551,602,678,412,633,546,420,358,330,259,176,302,139,263,173,174,263,182,104
"gene-NWMN_RS10470",398,313,520,439,599,369,455,443,356,274,275,198,149,265,113,245,153,106,211,145,78
"gene-NWMN_RS10475",238,205,233,181,274,145,235,195,150,146,117,105,60,152,58,115,73,51,89,56,33
"gene-NWMN_RS10480",86,77,93,84,125,87,82,91,82,45,60,33,35,53,20,47,26,17,32,16,7
"gene-NWMN_RS10485",751,688,887,894,1045,606,822,595,547,454,523,267,208,394,126,193,166,109,183,169,69
"gene-NWMN_RS10495",154,132,116,104,142,98,114,142,121,101,107,55,63,113,19,32,34,18,39,23,11
"gene-NWMN_RS10500",36,23,19,12,15,14,37,19,15,11,5,10,2,17,5,5,8,4,5,8,0
"gene-NWMN_RS10505",1,2,7,2,3,4,6,4,5,2,6,0,0,2,1,1,2,0,1,0,0
"gene-NWMN_RS10510",514,318,653,559,643,456,660,521,467,316,359,223,126,209,126,214,139,124,214,151,92
"gene-NWMN_RS10515",524,393,1104,980,998,840,945,832,669,533,674,348,257,301,199,297,266,207,322,203,136
"gene-NWMN_RS10520",1038,1116,928,908,1415,918,1138,1116,1139,1030,1040,838,797,1546,592,895,628,641,803,516,362
"gene-NWMN_RS10525",6,1,0,2,2,0,2,2,5,0,0,1,1,0,2,0,0,0,0,0,0
"gene-NWMN_RS10530",356,252,206,228,243,152,218,154,181,136,115,88,96,185,61,114,82,57,92,73,29
"gene-NWMN_RS10535",191,248,168,162,200,119,150,127,146,93,85,93,64,141,50,91,73,67,82,69,38
"gene-NWMN_RS10540",364,195,226,208,216,164,309,172,204,124,118,106,81,146,61,145,67,70,143,83,54
"gene-NWMN_RS10545",448,372,365,372,455,321,436,416,346,255,332,140,123,264,82,162,118,77,146,97,52
"gene-NWMN_RS10550",729,597,533,576,655,440,538,424,531,459,448,264,208,537,136,219,145,138,139,134,80
"gene-NWMN_RS10555",4,0,0,1,2,3,1,2,2,0,2,0,0,2,0,1,0,0,0,0,0
"gene-NWMN_RS10560",2937,2066,5134,4003,4322,3749,4086,4101,3676,3371,4192,2379,1382,2009,959,1014,1022,845,1085,931,576
"gene-NWMN_RS10565",2123,1513,4007,2900,3554,2993,3277,3144,2925,2299,3010,1490,952,1374,569,743,697,505,803,727,333
"gene-NWMN_RS10570",371,275,622,534,556,488,448,467,457,379,495,208,143,171,82,110,120,68,125,112,20
"gene-NWMN_RS10575",884,1157,693,655,1063,615,690,684,686,619,663,323,299,645,202,249,247,168,215,169,97
"gene-NWMN_RS10580",561,292,992,766,903,722,994,786,759,570,654,442,239,393,190,279,190,211,281,233,115
"gene-NWMN_RS10585",507,293,1367,982,992,958,1032,841,902,602,831,548,315,346,247,325,265,223,368,282,147
"gene-NWMN_RS10590",439,268,1113,775,803,891,835,752,746,536,699,427,311,402,251,332,282,209,280,259,127
"gene-NWMN_RS10595",115,101,239,172,200,190,193,137,172,122,148,67,55,80,47,58,60,24,51,54,15
"gene-NWMN_RS10600",883,842,647,711,879,506,624,558,504,456,454,215,246,357,110,194,171,98,143,136,46
"gene-NWMN_RS10605",729,748,1320,1158,1395,991,1036,959,855,962,1081,492,436,619,226,372,393,202,287,317,110
"gene-NWMN_RS10610",92,65,56,61,70,57,74,54,52,63,56,29,30,53,23,18,10,11,26,6,9
"gene-NWMN_RS10615",46,17,28,25,19,26,36,16,19,14,16,16,11,34,2,12,3,7,8,11,2
"gene-NWMN_RS10620",329,262,280,327,319,215,284,267,235,208,190,124,101,152,61,120,77,71,117,83,46
"gene-NWMN_RS10625",576,401,551,516,530,418,540,430,430,300,353,213,166,269,127,213,144,108,211,140,61
"gene-NWMN_RS10630",247,249,648,432,515,463,411,411,384,330,386,256,174,285,151,200,213,119,159,178,66
"gene-NWMN_RS10635",319,244,663,471,658,519,584,468,476,401,446,305,210,402,159,214,232,105,184,204,72
"gene-NWMN_RS10640",295,365,275,247,400,207,236,214,234,223,203,125,92,237,42,81,84,37,83,64,22
"gene-NWMN_RS10645",322,372,241,235,357,192,239,219,197,178,173,100,71,207,41,62,75,34,72,57,23
"gene-NWMN_RS10650",0,2,0,0,2,1,2,0,1,0,0,0,1,3,0,0,1,0,2,0,0
"gene-NWMN_RS10655",294,280,299,302,293,248,394,236,261,346,321,328,196,757,142,132,171,79,106,94,53
"gene-NWMN_RS10660",56,51,119,67,81,93,74,58,95,114,67,137,51,373,68,67,75,34,56,41,18
"gene-NWMN_RS10665",821,746,671,763,891,544,680,615,579,458,472,274,227,475,129,213,146,103,208,141,66
"gene-NWMN_RS10670",3100,2553,2377,2495,2917,1849,2481,2123,2211,2119,1672,1338,1247,2322,772,981,909,600,759,613,312
"gene-NWMN_RS10675",1,2,0,2,1,0,1,1,2,2,0,1,1,4,1,0,0,0,3,0,0
"gene-NWMN_RS10680",625,754,451,443,660,376,449,383,343,265,238,194,188,369,114,189,203,85,127,137,41
"gene-NWMN_RS10685",621,663,674,620,762,531,725,512,510,442,360,365,285,575,202,301,211,182,205,157,80
"gene-NWMN_RS10690",173,94,111,117,76,90,126,51,98,107,54,80,74,70,60,131,43,74,144,59,53
"gene-NWMN_RS15455",20,18,20,12,16,18,11,10,12,8,5,12,3,12,2,7,4,7,12,7,6
"gene-NWMN_RS10695",632,494,304,289,496,291,494,321,334,294,177,305,251,1045,203,276,352,202,164,166,76
"gene-NWMN_RS10700",85,54,85,76,82,80,89,60,55,57,57,33,28,83,22,34,19,15,26,18,10
"gene-NWMN_RS10705",460,452,408,387,474,347,468,396,378,277,303,203,127,348,84,158,111,99,152,113,55
"gene-NWMN_RS10710",185,202,217,174,232,127,252,218,211,138,137,76,44,159,41,67,65,32,60,39,18
"gene-NWMN_RS10715",280,234,221,181,251,162,332,214,167,117,130,91,77,192,29,46,51,28,40,68,8
"gene-NWMN_RS10720",476,424,369,299,376,279,422,313,311,355,287,208,279,530,101,178,184,95,113,131,62
"gene-NWMN_RS10725",361,165,261,140,176,165,292,141,235,127,92,117,78,223,64,108,69,63,79,61,30
"gene-NWMN_RS10730",460,277,410,274,253,268,357,224,288,219,163,134,113,261,63,125,66,66,124,83,44
"gene-NWMN_RS10735",219,115,174,122,125,133,147,87,162,82,78,57,67,119,32,63,33,23,55,44,18
"gene-NWMN_RS10740",385,246,368,276,224,248,351,200,296,231,176,123,112,265,71,143,75,80,132,75,42
"gene-NWMN_RS10745",225,139,230,140,172,167,173,117,171,147,127,78,78,124,45,88,53,53,87,53,29
"gene-NWMN_RS10750",143,99,65,66,119,84,113,81,77,55,51,61,36,75,38,41,17,25,39,21,15
"gene-NWMN_RS10755",60,81,57,58,65,52,53,49,57,56,47,66,32,50,47,48,33,53,59,34,32
"gene-NWMN_RS10760",1680,1460,1214,1247,1516,956,1232,1103,1234,1036,954,582,500,987,284,374,287,230,343,286,136
"gene-NWMN_RS10765",1386,856,2581,1314,1350,1591,1072,568,1204,806,455,1118,905,1181,848,1316,1320,983,781,933,596
"gene-NWMN_RS10770",5257,3100,13245,6091,6529,7825,5326,3245,5757,4204,2571,6306,4288,7034,4522,7007,7452,5007,4237,4996,3048
"gene-NWMN_RS10775",691,321,599,396,288,351,388,115,322,282,111,223,291,491,162,312,223,206,191,190,99
"gene-NWMN_RS10780",307,124,175,129,125,112,188,75,150,74,48,99,73,126,66,75,51,43,60,49,21
"gene-NWMN_RS10790",466,200,253,226,205,198,379,143,211,159,82,124,99,239,86,152,96,77,77,73,45
"gene-NWMN_RS10795",28952,18020,14236,16734,16814,10981,25684,12701,13582,12567,9076,8794,7075,13649,4237,6781,5182,4594,5443,4310,2195
"gene-NWMN_RS10800",14241,6428,9080,8113,7376,6006,10383,4803,6530,5695,3094,4170,3293,4790,1462,2720,1657,1387,2481,1820,645
"gene-NWMN_RS15775",317,312,187,248,314,169,245,256,214,193,215,123,83,133,54,71,62,61,88,73,26
"gene-NWMN_RS10810",23,8,4,14,11,9,15,7,8,4,11,4,3,16,3,7,3,5,7,4,2
"gene-NWMN_RS10815",4,5,5,0,3,2,3,3,5,3,0,3,2,3,3,6,0,3,4,3,2
"gene-NWMN_RS10820",0,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
"gene-NWMN_RS10825",232,280,161,250,288,148,430,220,132,144,188,91,95,171,63,70,109,40,44,58,29
"gene-NWMN_RS15480",1187,1743,895,1098,1706,846,1776,1456,996,1169,936,893,830,1731,720,853,929,1000,853,779,721
"gene-NWMN_RS10835",418,323,299,249,310,228,424,243,276,226,172,169,122,288,99,115,80,104,97,54,64
"gene-NWMN_RS10840",13,13,17,8,6,5,5,1,5,5,4,4,4,4,7,5,0,3,4,3,0
"gene-NWMN_RS10845",8,6,7,3,4,4,11,2,2,0,4,6,1,3,2,3,3,2,2,1,0
"gene-NWMN_RS10850",4,1,10,3,9,5,7,2,5,2,2,8,0,6,2,2,2,2,4,1,3
"gene-NWMN_RS10855",42,33,79,69,78,84,74,56,73,72,47,73,43,59,53,70,31,60,77,21,34
"gene-NWMN_RS10860",6,2,12,7,6,16,10,6,12,7,4,10,4,14,5,4,3,4,6,2,2
"gene-NWMN_RS10865",44,17,115,43,40,93,49,36,52,59,35,84,33,98,63,54,72,52,66,25,32
"gene-NWMN_RS15890",0,2,2,1,0,2,2,1,5,0,0,1,0,0,0,1,0,0,4,1,0
"gene-NWMN_RS10875",0,2,5,0,2,5,0,3,3,2,1,4,1,1,0,5,2,1,3,2,1
"gene-NWMN_RS15490",5,3,4,9,5,2,6,4,3,7,4,4,0,1,6,4,3,3,3,1,0
"gene-NWMN_RS10880",7,7,17,13,13,10,13,6,12,5,6,8,4,4,4,6,3,3,4,3,10
"gene-NWMN_RS10885",1,1,6,3,3,3,6,1,3,5,4,4,1,1,1,4,1,2,1,0,4
"gene-NWMN_RS10890",5,1,6,4,6,2,1,6,7,5,6,13,2,5,3,2,3,1,7,2,0
"gene-NWMN_RS10895",2,1,7,1,5,4,1,1,1,2,0,1,2,0,2,2,1,0,1,1,0
"gene-NWMN_RS10900",2,1,1,0,1,2,2,3,6,0,1,3,0,2,1,1,1,4,1,0,1
"gene-NWMN_RS10905",3,1,3,1,1,1,3,0,4,1,2,0,2,1,0,0,0,1,1,0,2
"gene-NWMN_RS10910",6,5,14,10,7,13,9,10,13,9,4,15,10,3,6,6,4,21,11,3,4
"gene-NWMN_RS10915",10,7,35,22,21,23,9,13,26,8,10,21,6,2,12,14,5,13,11,6,8
"gene-NWMN_RS10920",15,6,19,19,21,23,18,10,13,10,5,17,3,7,4,8,4,7,16,6,4
"gene-NWMN_RS10925",13,12,14,5,13,13,17,6,17,4,5,11,3,8,8,3,4,9,14,4,3
"gene-NWMN_RS10930",3,0,2,2,2,0,6,0,3,3,1,1,0,0,2,1,3,0,2,0,0
"gene-NWMN_RS10935",0,0,0,2,0,1,2,0,1,1,0,2,0,0,0,3,0,0,1,2,1
"gene-NWMN_RS10940",25,7,25,23,11,18,21,10,26,16,7,15,8,12,7,16,9,11,12,5,3
"gene-NWMN_RS10945",6,4,16,6,10,11,6,6,6,7,4,5,2,3,3,4,2,2,4,2,2
"gene-NWMN_RS10950",1,0,3,4,0,2,4,2,3,0,4,4,0,3,0,2,1,2,2,1,1
"gene-NWMN_RS10955",5,5,23,10,18,10,5,8,9,9,7,8,6,9,4,8,10,7,13,5,6
"gene-NWMN_RS10960",4,0,13,7,6,5,3,4,8,6,3,4,4,2,6,1,2,3,4,1,5
"gene-NWMN_RS10965",4,2,32,10,5,11,12,4,12,11,7,16,4,8,6,11,3,12,5,4,4
"gene-NWMN_RS10970",2,0,5,1,0,2,2,0,1,0,1,3,0,0,1,1,0,1,2,0,0
"gene-NWMN_RS10975",2,0,4,2,1,2,2,1,5,5,1,1,2,1,3,2,2,1,3,0,4
"gene-NWMN_RS15895",1,0,1,1,0,0,0,0,2,2,0,1,0,0,0,0,0,1,2,1,1
"gene-NWMN_RS10980",1,1,4,0,3,4,3,1,4,4,0,3,0,0,6,5,2,4,1,0,3
"gene-NWMN_RS10985",2,0,8,4,5,5,3,3,8,3,4,4,3,5,3,5,1,1,2,4,2
"gene-NWMN_RS10990",0,0,4,3,1,7,4,0,5,1,2,4,1,0,2,4,1,1,2,1,1
"gene-NWMN_RS10995",0,1,5,2,1,3,2,0,2,0,3,0,2,1,2,2,0,2,2,0,0
"gene-NWMN_RS11000",10,2,11,8,7,9,13,4,11,4,3,7,3,7,6,11,4,4,13,1,5
"gene-NWMN_RS11005",1,1,11,4,1,2,1,1,1,4,0,7,4,1,1,1,1,8,4,2,3
"gene-NWMN_RS11010",4,1,18,5,5,3,7,3,2,5,1,8,4,1,5,6,2,2,1,1,4
"gene-NWMN_RS11015",6,2,19,13,10,17,9,8,12,8,8,21,9,5,8,9,3,7,4,5,8
"gene-NWMN_RS11020",9,8,33,19,11,28,19,17,27,13,4,20,9,9,15,15,2,16,19,4,8
"gene-NWMN_RS15495",2,0,3,0,2,5,7,2,2,2,0,2,1,1,3,2,2,2,2,0,0
"gene-NWMN_RS11025",2,2,3,4,2,5,2,3,2,2,0,2,0,1,2,2,1,1,4,0,0
"gene-NWMN_RS11030",1,1,4,3,2,6,1,0,3,2,0,3,3,4,3,3,4,4,2,2,3
"gene-NWMN_RS11035",0,0,4,0,3,2,0,0,4,0,0,0,0,0,1,0,0,0,1,1,0
"gene-NWMN_RS11040",4,0,8,4,4,5,1,3,4,3,1,6,0,0,1,2,0,2,2,1,2
"gene-NWMN_RS11045",327,191,142,171,223,130,259,154,138,134,124,78,66,115,37,68,40,28,54,32,16
"gene-NWMN_RS11050",1,0,4,0,1,2,3,1,2,3,0,2,0,2,0,0,0,1,1,0,2
"gene-NWMN_RS11055",2,0,3,1,2,2,2,0,2,0,1,0,0,0,3,2,0,1,1,1,1
"gene-NWMN_RS11060",10,2,15,3,1,4,5,3,13,7,0,7,6,0,4,3,1,3,2,0,3
"gene-NWMN_RS11065",32,26,29,30,31,27,32,29,15,19,19,18,11,20,4,14,11,11,21,9,2
"gene-NWMN_RS11070",3,3,6,3,2,4,9,1,10,8,2,6,0,1,2,1,0,1,5,2,3
"gene-NWMN_RS11075",9,0,6,10,1,7,4,2,9,0,4,4,3,1,2,5,1,2,4,1,2
"gene-NWMN_RS11080",5,0,1,0,0,2,1,1,0,1,1,0,2,0,0,2,0,0,0,2,0
"gene-NWMN_RS11085",167,129,319,232,246,200,321,165,217,236,217,183,164,216,97,127,118,97,153,72,54
"gene-NWMN_RS11090",133,62,173,131,121,148,244,104,104,117,98,100,81,158,42,80,66,51,84,68,31
"gene-NWMN_RS11095",69,26,83,58,64,64,121,47,63,64,43,44,35,78,20,33,31,19,35,29,7
"gene-NWMN_RS11100",35,16,81,39,44,42,66,29,56,36,40,37,28,39,24,27,26,18,44,18,12
"gene-NWMN_RS11105",158,98,281,210,187,203,333,145,165,204,199,196,142,250,91,151,162,67,160,95,49
"gene-NWMN_RS11110",36,15,61,33,40,57,61,32,34,34,41,18,40,48,22,39,28,19,45,26,17
"gene-NWMN_RS11115",29,21,45,24,34,51,37,38,34,35,30,15,35,47,18,28,26,18,32,21,8
"gene-NWMN_RS11120",140,100,315,132,236,463,207,128,295,162,166,272,130,333,127,181,205,107,142,132,57
"gene-NWMN_RS11125",71,50,229,92,173,371,149,82,233,170,150,193,115,256,88,129,143,80,102,143,51
"gene-NWMN_RS11130",83,86,105,70,69,103,61,48,88,113,44,124,113,388,101,98,108,77,56,62,24
"gene-NWMN_RS11135",18,9,20,13,21,20,29,15,16,9,15,10,6,13,4,4,6,8,9,5,2
"gene-NWMN_RS11140",10,5,10,21,6,12,14,8,9,8,11,2,4,11,2,5,3,3,2,4,1
"gene-NWMN_RS11145",100,93,68,60,88,59,69,56,51,39,39,20,20,67,13,40,23,14,29,25,9
"gene-NWMN_RS11150",162,105,101,82,106,106,94,58,120,93,49,100,75,250,73,87,63,46,75,46,30
"gene-NWMN_RS11155",94,68,83,56,70,65,65,34,58,70,31,72,36,187,42,43,35,30,40,25,15
"gene-NWMN_RS11160",21,23,34,33,39,25,28,21,26,13,19,21,7,11,13,12,12,10,13,4,8
"gene-NWMN_RS11165",4,2,10,6,8,11,6,6,7,2,1,3,2,1,5,3,6,0,8,0,2
"gene-NWMN_RS15510",1,1,2,1,2,1,0,0,1,0,0,1,1,0,0,1,2,1,2,0,0
"gene-NWMN_RS11175",884,654,2215,1469,1216,1459,1125,660,1180,1187,897,1041,850,1123,659,1107,1055,735,961,770,525
"gene-NWMN_RS11180",132,63,323,183,149,203,148,104,159,154,108,139,106,123,84,146,119,96,147,105,57
"gene-NWMN_RS11185",889,514,453,460,459,303,637,361,395,327,277,167,184,399,66,148,122,76,92,105,37
"gene-NWMN_RS11190",434,244,456,353,389,334,417,309,320,275,253,192,156,267,99,163,120,103,152,119,62
"gene-NWMN_RS11195",271,245,182,188,231,160,230,171,180,140,129,126,100,139,81,206,66,101,226,89,61
"gene-NWMN_RS11200",439,275,274,290,288,233,297,219,306,200,176,189,170,264,110,265,114,172,265,110,106
"gene-NWMN_RS11205",4185,2844,3659,2590,2973,2495,3274,1984,2971,1888,1663,1541,644,1629,527,364,350,580,293,256,228
