"gene_id","S1.ctr_1h.BR1","S2.trt_1h.BR1","S3.ctr_3h.BR1","S4.trt_3h.BR1","S5.ctr_1h.BR2","S6.trt_1h.BR2","S7.ctr_3h.BR2","S8.trt_3h.BR2","S9.ctr_1h.BR3","S10.trt_1h.BR3","S11.ctr_3h.BR3","S12.trt_3h.BR3"
"t145_t084_00010",2778,190,589,1194,2041,3318,742,380,13631,2195,472,477
"t145_t084_00020",192242,1776,56771,17483,116066,22829,70001,32786,265631,10260,77666,80291
"t145_t084_00030",351433,3088,19286,15246,178110,50324,19349,45716,559672,27657,25767,84792
"t145_t084_00040",9155,1877,3811,7362,7560,18660,5392,4501,27811,8799,3110,4973
"t145_t084_00050",30,5,21,95,27,170,19,96,77,102,27,102
"t145_t084_00060",108,25,119,126,142,546,81,77,286,242,64,82
"t145_t084_00070",26918,7997,2172,27897,11022,169859,2810,15870,49810,71943,1863,14763
"t145_t084_00080",825,144,470,2336,633,6003,451,1310,2163,2500,288,1409
"t145_t084_00090",79,17,55,235,95,382,53,85,106,112,18,100
"t145_t084_00100",1274,578,993,1942,1068,10568,1260,1218,3018,2031,601,1015
"t145_t084_00110",3612,1704,1387,8682,2928,38415,3293,3635,7864,9480,1152,2953
"t145_t084_00120",15745,2698,7620,10950,14817,39254,10261,6712,39617,19200,5055,8494
"t145_t084_00130",11404,2647,8726,25145,12427,58367,14356,15352,39065,26693,6851,13041
"t145_t084_00140",43466,10331,32324,97273,50573,211890,41515,51458,127875,67979,25932,54558
"t145_t084_00150",4172,873,2465,7176,4981,17741,4546,3698,18876,8635,2155,3661
"t145_t084_00160",9378,2782,6998,21696,11249,43452,10219,12419,42850,17459,5305,12049
"t145_t084_00170",19042,4404,12499,26242,20789,69909,16428,16080,81087,31861,8998,16955
"t145_t084_00180",5338,1251,5700,7541,5288,17508,7214,5682,18878,10462,4464,6089
"t145_t084_00190",5530,1125,2796,4874,7023,18969,3489,2623,19670,6999,2062,3209
"t145_t084_00200",1083,165,1148,2003,1295,3086,1359,1747,3762,1920,865,1633
"t145_t084_00210",1564,281,1541,2287,1989,3857,1506,1853,5213,1863,1078,1793
"t145_t084_00220",1564,246,1549,1910,1754,3195,1570,1763,4691,1956,1151,1660
"t145_t084_00230",255,32,267,470,247,538,373,401,567,391,287,405
"t145_t084_00240",5118,722,1544,10430,4499,9734,3519,2652,10231,4335,1195,3283
"t145_t084_00250",1116,458,545,1835,1303,6560,523,770,2022,3275,292,836
"t145_t084_00260",14410,9748,5309,44388,16251,153582,9646,18682,43635,40130,3654,15633
"t145_t084_00270",4128,2477,2316,14512,4596,38492,4084,7508,10512,17272,1725,6342
"t145_t084_00280",289,89,298,973,389,1254,312,388,392,489,105,338
"t145_t084_00290",2558,2366,1341,19487,2310,48583,1471,8036,8849,9233,733,7033
"t145_t084_00300",707,168,593,2476,637,4866,835,1462,2086,1903,589,1385
"t145_t084_00310",132,47,327,868,146,735,326,549,377,428,224,601
"t145_t084_00320",10407,150,3136,3204,5405,4474,3532,2322,9874,2001,1517,4857
"t145_t084_00330",10787,140,3220,2894,5910,4294,3375,2227,10206,2259,1564,4862
"t145_t084_00340",13957,129,4167,3058,7398,4726,3988,2163,12088,2620,2036,5106
"t145_t084_00350",52462,1309,11351,10908,26900,15863,12422,7743,47769,11061,5761,13945
"t145_t084_00360",14239,297,2938,2164,6900,3732,2621,1670,11575,2645,1510,3246
"t145_t084_00370",10313,110,1610,640,4655,2024,1248,390,7511,1285,821,1217
"t145_t084_00380",16201,172,2785,934,8060,2795,2717,573,11996,2709,1658,2082
"t145_t084_00390",17330,191,3281,1171,9146,3042,3419,697,14591,3180,1981,2144
"t145_t084_00400",19705,341,3703,2761,12158,6536,3675,1450,22272,3396,2177,2504
"t145_t084_00410",7172,3440,3410,17199,6541,60796,5825,10429,20303,18358,2793,10182
"t145_t084_00420",7168,1294,3506,8753,7382,26545,3642,5390,23439,10676,2206,4524
"t145_t084_00430",4587,1705,6140,10924,5202,11867,10598,8561,10303,8863,3872,6316
"t145_t084_00440",2700,1134,2379,10633,2916,13779,3989,6905,6998,8035,1755,5387
"t145_t084_00450",1895,768,1244,5780,2572,9590,1957,3403,5681,3826,863,2876
"t145_t084_00460",20829,9582,3729,14237,22574,151204,6693,6952,70488,35714,3276,5305
"t145_t084_00470",2805,858,1087,2036,2855,16153,1215,1150,7627,4370,806,1456
"t145_t084_00480",2552,557,1022,1539,2525,10093,821,646,7464,2603,595,1204
"t145_t084_00490",10305,989,5424,11449,9872,22300,4590,6418,32244,6544,4044,7591
"t145_t084_00500",2273,568,792,7594,1908,9948,1263,4885,6277,5567,746,3602
"t145_t084_00510",649,219,491,3171,741,8860,512,1474,2048,2108,438,984
"t145_t084_00520",4018,680,2667,6907,3987,12937,3579,6095,10807,7778,2271,5350
"t145_t084_00530",624,243,231,3349,477,8408,301,1434,1533,3183,220,889
"t145_t084_00540",141,77,86,732,224,1874,145,288,550,659,60,210
"t145_t084_00550",871,250,604,3301,961,7460,801,1759,2795,3825,497,1520
"t145_t084_00560",887,178,429,2207,895,4874,577,1159,2497,2017,371,1002
"t145_t084_00570",21103,11388,10619,101009,19750,242040,10197,48551,56943,55715,6494,43369
"t145_t084_00580",11184,4202,6762,33299,11849,108870,8487,19535,30385,31212,4663,17863
"t145_t084_00590",10724,1138,4943,8965,12691,24293,5233,6319,33069,8821,3726,4867
"t145_t084_00600",2753,885,1990,8400,2625,15830,2625,6003,9363,9418,1515,5904
"t145_t084_00610",7792,1965,5496,35051,6511,38596,4818,15759,17160,11577,3716,9887
"t145_t084_00620",6925,2262,3586,29728,5859,59680,3364,17659,20152,25201,2750,18066
"t145_t084_00630",503,77,635,921,693,1614,771,493,2974,732,428,400
"t145_t084_00640",1107,753,687,9736,1192,20358,949,4347,3048,4894,612,2739
"t145_t084_00650",12872,9852,5132,44838,11814,149943,6792,19999,35738,42185,3951,19393
"t145_t084_00660",1568,183,854,1834,2010,4351,1210,1070,5115,1710,635,1388
"t145_t084_00670",18852,3369,12218,19890,16939,40713,18790,14190,66347,9633,9998,16865
"t145_t084_00680",11690,4387,5374,23619,14586,92790,9988,15540,38663,34309,5197,13552
"t145_t084_00690",11101,3619,1524,8927,11596,63970,3568,4959,36580,14836,1834,3012
"t145_t084_00700",714,55,638,613,885,1348,830,465,1891,539,508,524
"t145_t084_00710",213,164,109,1490,194,2579,143,1051,463,1674,78,1193
"t145_t084_00720",682,324,425,3167,651,6554,635,2023,1541,4090,397,2109
"t145_t084_00730",26,7,39,79,75,262,45,86,194,218,29,47
"t145_t084_00740",298,44,176,278,385,863,125,151,1144,551,94,161
"t145_t084_00750",833,101,338,806,636,1946,414,445,1964,1240,328,441
"t145_t084_00760",629,84,389,737,683,1859,367,408,1969,1167,305,515
"t145_t084_00770",461,86,360,670,613,1456,400,380,1456,1075,295,448
"t145_t084_00780",167,27,104,255,152,294,80,106,416,186,55,157
"t145_t084_00790",1246,119,84,927,444,2578,86,400,1059,828,50,392
"t145_t084_00800",1316,83,23,376,403,1026,58,291,1051,285,56,230
"t145_t084_00810",1232,35,65,405,386,465,87,627,1082,369,53,844
"t145_t084_00820",427164,2560,4430,34476,146468,40627,5983,89431,401690,16425,11271,181728
"t145_t084_00830",1809,502,891,5304,1683,10492,888,2432,4486,5493,570,2955
"t145_t084_00840",24222,15149,67154,144299,30190,314815,70960,70747,41597,149661,47644,96977
"t145_t084_00850",2178,216,945,1175,7990,2155,524,717,2918,1068,380,1213
"t145_t084_00860",17213,5681,3841,39787,12599,93938,3216,23087,44589,36691,2736,29812
"t145_t084_00870",14390,8415,7018,92391,12262,76762,10349,44754,58834,107072,4992,59482
"t145_t084_00880",13297,6282,5360,36258,12009,58721,4257,15993,36898,39849,2743,23285
"t145_t084_00890",27694,14612,19150,117709,26247,168262,21049,62303,80576,182409,13045,92073
"t145_t084_00900",6839,1131,2017,6880,4181,21402,2411,5999,15782,9311,1706,5933
"t145_t084_00910",2765,840,1982,9190,2985,13679,2851,6306,10465,5130,1781,5535
"t145_t084_00920",5351,1376,2855,13800,5044,22510,5222,11171,16461,9707,2809,8768
"t145_t084_00930",1491,783,1301,8971,2093,12805,2260,5171,3865,6194,979,3786
"t145_t084_00940",2263,747,1583,9386,2955,16672,2392,5475,4429,6855,1251,4297
"t145_t084_00950",137175,1423,8718,8372,101323,14709,3847,6130,176025,5198,3931,7767
"t145_t084_00960",1674,781,738,3802,1756,11253,869,2126,3276,3492,449,2211
"t145_t084_00970",213,111,333,622,395,1241,179,252,867,404,141,381
"t145_t084_00980",8542,1240,3281,6535,7567,24975,3019,3489,18686,8074,2145,5325
"t145_t084_00990",2365,670,753,3841,2791,16966,931,2432,6723,4461,557,1663
"t145_t084_01000",261,22,85,782,130,645,174,183,470,240,94,157
"t145_t084_01010",836,96,363,1535,658,3991,417,894,2123,1237,326,666
"t145_t084_01020",78,22,56,212,104,680,44,106,341,181,23,97
"t145_t084_01030",738,86,487,1375,835,3792,478,865,1961,1132,416,648
"t145_t084_01040",469,84,157,1344,287,3428,161,449,1544,524,134,281
"t145_t084_01050",563,106,180,1048,396,4391,288,633,1630,1084,165,409
"t145_t084_01060",133,35,78,307,174,1338,82,190,498,230,67,169
"t145_t084_01070",902,178,517,1281,971,2976,729,900,2779,1288,458,785
"t145_t084_01080",1563,339,729,2584,1727,5416,1200,1511,6123,1895,491,1313
"t145_t084_01090",3706,695,2527,6332,3306,10025,3101,4481,11784,5379,1717,3700
"t145_t084_01100",2488,310,1398,2362,2107,6033,1700,1914,6513,3024,1272,1788
"t145_t084_01110",474,114,631,1389,489,2395,913,1018,1465,1513,454,962
"t145_t084_01120",199,43,140,356,110,764,231,196,414,271,104,192
"t145_t084_01130",110,26,280,405,124,715,314,230,397,310,141,220
"t145_t084_01140",572,33,358,421,568,1376,314,265,1165,263,221,242
"t145_t084_01150",4978,1129,16756,20475,6424,19796,22021,16820,12971,12479,10419,15594
"t145_t084_01160",8929,3284,19778,53455,13874,35948,32742,47150,29730,35378,12494,41255
"t145_t084_01170",4262,630,3280,4059,4779,7384,3315,2947,11270,3790,1676,3916
"t145_t084_01180",67776,13069,51281,81591,73484,161328,60941,48565,192801,76586,28069,62500
"t145_t084_01190",3346,1123,3905,4333,5593,8657,5653,2795,3174,5854,2422,3064
"t145_t084_01200",3415,637,4696,6080,3847,9626,5133,4327,8621,5401,3797,5186
"t145_t084_01210",7953,1330,11072,13317,8407,20080,12148,10403,25483,11268,8265,11355
"t145_t084_01220",1774,674,1346,4829,2730,10226,2244,2379,3748,5444,934,2891
"t145_t084_01230",3632,233,10397,2929,5317,3272,11808,1537,17466,1804,7884,3027
"t145_t084_01240",9372,3213,8330,40667,10377,81973,6776,25490,31439,48481,5151,25565
"t145_t084_01250",6248,2472,6348,30630,6484,48703,7284,18637,19063,42404,3967,18457
"t145_t084_01260",2252,958,3637,5676,2999,9200,3646,5360,10318,4267,2154,4944
"t145_t084_01270",2839,1101,4180,8887,5046,11896,6521,6748,8724,5301,3050,6394
"t145_t084_01280",8442,3053,4563,15382,7133,46279,8078,11242,22475,21084,2742,12185
"t145_t084_01290",4574,1345,2656,6921,4029,21322,4338,4890,10569,13808,1754,6787
"t145_t084_01300",7117,1421,3987,10632,7570,25285,3576,5629,16760,9856,2408,5422
"t145_t084_01310",3020,985,2257,12863,1977,16688,3543,11345,7552,8605,1600,7276
"t145_t084_01320",13728,6679,9013,47009,15748,74057,16772,38996,47170,36680,6392,27176
"t145_t084_01330",12514,3526,9932,25924,12339,51719,12196,14124,34614,22845,6971,15850
"t145_t084_01340",15611,1525,8545,24869,13742,21245,9965,8453,41406,11374,5774,9674
"t145_t084_01350",25960,5681,7254,20610,20100,78100,10062,9562,58529,35574,4654,10282
"t145_t084_01360",369,135,405,1869,387,3887,470,1736,1476,1115,332,1493
"t145_t084_01370",411,162,442,2387,494,4667,694,2430,1357,1475,491,1916
"t145_t084_01380",5012,1360,3164,9768,5228,20974,4310,6930,16072,9792,2622,6553
"t145_t084_01390",1575,651,1301,5714,1795,10475,2128,3528,7609,4314,953,3276
"t145_t084_01400",495,104,1099,662,675,2649,927,665,1515,1287,804,668
"t145_t084_01410",622,123,1323,1070,699,3548,1415,886,1801,1921,903,869
"t145_t084_01420",2801,1712,864,17048,2044,42899,1060,14122,6621,13844,692,11702
"t145_t084_01430",28425,3981,43091,50173,36644,45239,35960,47260,67581,19581,27491,39913
"t145_t084_01440",24470,5185,8573,12179,19566,100355,11599,11910,43994,74626,11862,18142
"t145_t084_01450",7899,1386,4209,13895,8588,31589,5220,8193,22210,11051,3171,8960
"t145_t084_01460",5514,852,4803,10656,4761,19117,5328,9449,15543,9892,3303,9151
"t145_t084_01470",4093,3482,4558,53405,4099,104125,6013,52501,16168,55116,3628,49369
"t145_t084_01480",9677,7611,14580,127414,9975,201827,13946,118218,34262,118552,8664,110914
"t145_t084_01490",7804,1568,3693,12977,8288,27910,4565,7947,25737,9757,2461,8089
"t145_t084_01500",6524,1429,5309,6608,6252,14453,5347,3934,22953,5764,2908,4737
"t145_t084_01510",5530,2156,1795,13099,4150,36117,2653,7322,11587,12979,1448,7342
"t145_t084_01520",3890,1581,2189,14102,3310,25664,4212,10067,10189,16900,2178,8787
"t145_t084_01530",9279,1449,3284,7654,8386,19498,4363,3785,29521,7283,2415,3860
"t145_t084_01540",21855,2647,4393,11606,19114,41875,6664,5534,63602,16297,3784,4773
"t145_t084_01550",18078,531,7206,4122,16189,9437,5400,2212,42350,4948,5546,3970
"t145_t084_01560",1305,225,1067,2635,1525,5761,1035,1608,3977,1926,633,1695
"t145_t084_01570",2785,378,1218,1459,2461,3283,1392,929,7468,1315,879,1054
"t145_t084_01580",3585,609,1144,1365,3056,5243,1469,746,11609,2044,842,1318
"t145_t084_01590",4363,673,1835,2484,4191,6033,2132,1554,11834,2613,1267,1817
"t145_t084_01600",4026,638,1505,8565,3867,17023,2769,5123,13979,6385,1579,3603
"t145_t084_01610",7160,1193,3770,11400,6363,19394,4009,8467,19975,9501,2719,7033
"t145_t084_01620",3589,1594,1373,7924,3131,23935,1897,4127,8334,7588,957,4122
"t145_t084_01630",6245,1071,3008,7205,5507,18918,4699,4473,20041,8829,2620,5163
"t145_t084_01640",21824,1528,18176,15861,26965,23607,16575,11475,53716,25068,12963,17119
"t145_t084_01650",3146,929,2118,6787,3233,15027,2506,4266,8148,6766,1452,4181
"t145_t084_01660",165,37,272,451,200,781,460,388,709,516,213,374
"t145_t084_01670",720,141,439,1024,1186,1774,2004,682,5217,1237,535,687
"t145_t084_01680",777,128,436,1617,1076,3267,863,628,4054,1400,373,520
"t145_t084_01690",1338,196,494,1987,1066,4497,656,927,3280,1990,436,1024
"t145_t084_01700",2101,2548,602,16752,2383,37320,1359,7574,10564,11933,453,7211
"t145_t084_01710",1363,2066,387,10765,1166,30657,438,5106,5434,9507,250,5093
"t145_t084_01720",2226,1254,1498,9257,2340,20634,1768,4939,5814,5210,889,4330
"t145_t084_01730",14124,2146,8585,16804,13342,40942,8800,11863,42788,15913,6464,12993
"t145_t084_01740",21967,9340,17162,55955,24581,144653,22903,31767,51146,65120,13383,36379
"t145_t084_01750",3478,1029,2552,6674,3529,15331,3929,4358,10970,6813,2106,5155
"t145_t084_01760",2943,364,982,2954,2865,8657,1149,1581,8938,2612,738,1493
"t145_t084_01770",4294,1612,3743,11959,4897,35510,5627,7538,12843,15499,3336,10286
"t145_t084_01780",998,4861,394,36046,961,97596,528,12976,3224,18601,307,12025
"t145_t084_01790",3745,3823,2023,27362,4234,84983,2855,12173,11967,22629,1495,11145
"t145_t084_01800",1096,900,610,6606,1319,20769,696,2765,3072,5006,426,3075
"t145_t084_01810",4286,1698,5065,8595,6481,20859,6203,5005,16239,8544,3147,6168
"t145_t084_01820",9128,2718,5371,15338,10951,36939,9426,8643,30778,15132,3991,9465
"t145_t084_01830",50306,9904,34031,71696,49562,180219,36433,35200,144559,51665,18782,44775
"t145_t084_01840",20328,4453,15800,35327,23661,64976,18637,24553,61098,22939,12251,21885
"t145_t084_01850",26,32,67,123,31,296,81,120,81,124,33,118
"t145_t084_01860",20949,1900,13782,10215,19153,33987,14901,6525,43176,21622,9299,11051
"t145_t084_01870",3199,2457,1192,13086,3556,36668,1933,8821,10438,13916,836,9577
"t145_t084_01880",3045,420,1694,3677,4744,6361,3085,2377,14439,3348,1216,2182
"t145_t084_01890",9917,2450,4137,16247,9142,42324,7297,7911,33027,16705,2584,7208
"t145_t084_01900",23979,5057,5306,21234,23654,86627,6485,10651,91637,25277,4209,11427
"t145_t084_01910",2144,468,640,2170,2657,9163,617,1143,8085,2235,502,1297
"t145_t084_01920",2592,211,1315,2099,2388,3302,1084,1235,7836,1996,808,1429
"t145_t084_01930",16581,1447,7508,11548,14397,22879,6897,7180,44729,14130,4936,7941
"t145_t084_01940",18039,2146,12385,13665,16288,25068,14721,8868,56319,16945,8838,10795
"t145_t084_01950",11044,4086,3518,21764,13465,52830,5855,6499,39125,29983,2204,6357
"t145_t084_01960",3571,467,879,5508,6398,18576,1785,3152,19162,7970,1191,2302
"t145_t084_01970",1555,499,584,1688,1812,3937,848,760,3911,1328,325,1083
"t145_t084_01980",23782,756,2797,4906,17513,10113,2611,2405,56389,6869,1991,2984
"t145_t084_01990",16835,595,1315,3060,13370,8402,1219,1192,39195,3456,856,1310
"t145_t084_02000",45887,1060,27614,13061,66711,12670,32192,9631,200947,6405,29588,17819
"t145_t084_02010",1690,302,1314,3421,1799,6675,1163,1573,4857,2985,863,1848
"t145_t084_02020",1507,485,1637,5382,1352,6233,2100,2581,2777,3775,1073,2552
"t145_t084_02030",5730,2811,4077,18173,9598,38791,5884,8151,9435,16937,3179,9437
"t145_t084_02040",25336,5838,23292,65583,30918,77498,25524,27767,51061,30610,11231,26583
"t145_t084_02050",1092,253,2972,3827,1752,4704,3082,2239,3927,3447,2060,2265
"t145_t084_02060",1161,300,4073,4260,1659,5666,4694,2475,4285,3929,2813,2453
"t145_t084_02070",634,108,2812,2154,1096,2436,2389,1271,2377,1932,1532,1117
"t145_t084_02080",514,123,2208,2474,898,2771,2210,1530,1900,2352,1436,1225
"t145_t084_02090",2044,163,5732,8597,2430,8085,5987,4736,5640,7363,3471,2902
"t145_t084_02100",427,49,1290,3717,485,2829,1963,2663,1281,3014,1100,1349
"t145_t084_02110",293,59,943,3063,466,2494,1293,1986,1167,2734,697,1195
"t145_t084_02120",397,74,598,1494,436,2466,659,739,1060,1202,401,781
"t145_t084_02130",2189,3267,2940,38216,2785,13632,5759,20883,17583,35493,2201,21191
"t145_t084_02140",56205,8084,48631,125261,43930,147220,117137,97831,136887,80973,34317,103937
"t145_t084_02150",1923,444,1077,4510,1888,8262,1326,2582,6064,3303,787,2412
"t145_t084_02160",7582,802,2800,4778,7578,11957,3370,2402,24560,3814,2240,2758
"t145_t084_02170",10658,1235,4701,7625,11935,17337,5216,3804,34790,8196,3428,4667
"t145_t084_02180",5317,3866,1350,15701,5223,66848,1291,5100,11402,13402,799,5152
"t145_t084_02190",5952,2029,3062,11133,6703,28582,3967,6743,21040,12166,2320,6007
"t145_t084_02200",4048,1028,1707,5717,4063,14557,1603,3464,14867,5098,1174,3246
"t145_t084_02210",3719,887,1531,5188,3797,13958,1415,3124,12079,5400,1212,3178
"t145_t084_02220",10446,2035,3798,13323,9751,34760,4884,7793,32133,16341,3211,7194
"t145_t084_02230",7626,1454,2724,9864,7823,33145,3968,6018,26754,14249,2315,5361
"t145_t084_02250",12022,2021,5375,15017,12155,40920,6728,9094,39672,19219,4159,7730
"t145_t084_02260",5296,1284,3224,11150,5034,25154,4899,7179,16127,13712,2951,6059
"t145_t084_02270",4020,1072,2631,9794,3699,22797,3175,6272,11718,9538,1899,4747
"t145_t084_02280",2430,556,843,3359,2406,11553,1023,1939,6999,4202,673,1701
"t145_t084_02290",5992,1132,2501,6857,5731,21064,2026,3812,17385,8644,1423,3898
"t145_t084_02300",9327,1584,3211,11155,9482,36864,3670,6624,25026,17186,2706,6791
"t145_t084_02310",9389,1374,3357,9924,8836,32643,3250,6312,23818,16541,2465,6379
"t145_t084_02320",5231,1139,1748,6461,4798,18560,2063,2793,6597,7573,1220,2523
"t145_t084_02330",643,43,1218,442,691,977,1102,303,2541,556,947,410
"t145_t084_02340",184,11,338,147,187,384,431,151,659,282,274,120
"t145_t084_02350",2774,677,1159,4538,2734,10299,1943,2476,9809,4758,781,1912
"t145_t084_02360",352,396,224,3100,458,6873,405,1528,1097,1250,125,1105
"t145_t084_02370",33971,4470,9866,15779,31693,68346,12430,9594,92245,33010,6260,7655
"t145_t084_02380",37591,6138,13520,25890,38332,97332,17654,15347,103582,42855,9289,16302
"t145_t084_02390",8139,1028,5420,8732,9802,20648,5463,5174,20118,8465,3512,6544
"t145_t084_02400",2105,308,1870,2499,2125,4447,1907,1704,4533,2224,954,1827
"t145_t084_02410",1318,442,1094,3868,1697,10108,949,2441,4041,3496,783,2577
"t145_t084_02420",35576,4744,20345,40714,38927,102366,26533,19569,125011,34666,12158,20959
"t145_t084_02430",6818,2789,5672,15085,7252,44051,9988,10083,31696,17358,4866,10360
"t145_t084_02440",31837,6014,22074,29470,38518,83836,33638,16372,119236,36944,17039,19802
"t145_t084_02450",32129,2993,27399,19032,36690,43852,23796,10599,98010,20390,17513,18304
"t145_t084_02460",3411,494,2500,3253,4087,4843,3096,4615,7903,3396,2345,4468
"t145_t084_02470",3058,2064,2180,14331,3680,40036,2595,5928,7566,14062,1279,6078
"t145_t084_02480",240763,7213,85902,32579,233834,71643,113422,25175,751565,49859,63143,35093
"t145_t084_02490",236241,7688,84325,33360,267957,68357,98100,23830,840487,42366,53473,29478
"t145_t084_02500",240555,8705,60565,36379,276726,79166,80645,22189,975262,34675,43502,20618
"t145_t084_02510",64893,2578,29193,12447,73164,20356,31628,9036,228782,11685,17337,8713
"t145_t084_02520",281948,12020,99500,53795,312291,98902,99959,32723,1079634,42268,57726,36420
"t145_t084_02530",156004,6255,69246,31879,175588,57289,88693,16748,577806,29327,46237,21408
"t145_t084_02540",126877,4865,47684,21221,135931,39460,54597,10170,450020,13688,29038,14344
"t145_t084_02550",206700,7478,90983,33303,237853,61896,93347,17191,757671,19356,54896,24894
"t145_t084_02560",114529,4613,46404,19100,124665,31895,45482,9003,400811,11184,26005,14227
"t145_t084_02570",57449,2605,36445,14770,64156,19574,39567,7875,183933,8273,22677,12404
"t145_t084_02580",98183,4655,63909,23431,125997,37494,61770,12875,336225,12955,35599,21515
"t145_t084_02590",156707,6689,58454,26248,184045,52028,60178,12562,557344,13617,34355,21529
"t145_t084_02600",68654,3472,45979,16864,90502,24383,41522,8831,273322,8352,25283,15519
"t145_t084_02610",143577,7128,72154,26331,170371,45721,60706,12628,514312,12062,37343,24301
"t145_t084_02620",39668,2459,25405,11279,38420,14641,29691,6138,138704,5695,15936,10407
"t145_t084_02630",131197,8205,61835,30314,163067,60232,62230,14554,506174,18478,38323,30122
"t145_t084_02640",120840,7774,68587,30082,140226,55885,52905,14976,430247,16796,32832,26439
"t145_t084_02650",132908,11072,78582,57106,121438,78211,108508,30223,394096,25578,52462,38461
"t145_t084_02660",234340,15293,67376,55680,269743,155484,78361,23911,876871,29157,41495,35553
"t145_t084_02670",76151,7387,27953,28657,66339,56578,39552,13239,226684,16998,18839,17879
"t145_t084_02680",147137,15678,50458,76599,179270,164543,64012,34685,556748,44099,32340,43979
"t145_t084_02690",225720,24936,121466,158004,252196,268870,120110,61996,840635,99966,68293,71906
"t145_t084_02700",130628,13064,56466,69097,155026,153872,57511,26158,512556,62547,31198,27895
"t145_t084_02710",63797,6413,40187,39719,76990,79659,33998,16843,243232,36219,19920,20945
"t145_t084_02720",29322,3641,21983,27278,30966,48138,26623,12708,100530,28667,13864,14703
"t145_t084_02730",144976,15308,65269,94117,138444,203355,91386,41799,457663,98967,46345,51373
"t145_t084_02740",178028,17159,69892,86887,204179,248375,72914,36119,650647,89570,43600,53318
"t145_t084_02750",213575,20086,145996,122255,246877,243439,107716,52776,834762,110933,70485,82669
"t145_t084_02760",120329,11446,61572,57802,147306,156074,57277,24359,482468,66618,37439,43208
"t145_t084_02770",9389,3847,4239,28944,8997,58221,6967,12770,28383,21900,3347,9862
"t145_t084_02780",8559,2876,5542,20148,8848,43262,5394,9594,25699,20245,3365,9116
"t145_t084_02790",11198,2193,5046,12823,10222,38516,5246,6383,27307,14261,3641,6920
"t145_t084_02800",14200,1815,7960,12276,13951,37650,7886,6750,37646,16998,5633,7712
"t145_t084_02810",236163,9627,80061,71834,230003,160415,102300,46251,830212,115090,61874,50871
"t145_t084_02820",254218,10484,77750,62540,271977,179731,80721,39142,963552,93493,58564,52533
"t145_t084_02830",892,195,332,1257,869,2833,450,687,3968,793,339,403
"t145_t084_02840",332,84,274,631,425,1343,285,457,1531,528,242,382
"t145_t084_02850",2,2,95,130,14,132,107,85,14,100,56,90
"t145_t084_02860",1637,735,884,5952,1552,12665,869,4236,4924,6760,620,3593
"t145_t084_02870",2359,726,1407,6357,1955,13156,1268,4566,4749,8283,966,4272
"t145_t084_02880",2641,135,735,1433,1346,2254,1172,1058,5899,1547,561,859
"t145_t084_02890",437,508,270,4236,538,7822,542,2065,1914,2466,189,1484
"t145_t084_02900",4588,4223,1565,15151,3804,46126,2820,8446,12040,14884,967,6554
"t145_t084_02910",184,86,282,1002,182,1285,312,623,593,593,166,604
"t145_t084_02920",686,261,689,2403,898,4055,680,1402,1870,1097,300,1349
"t145_t084_02930",1617,729,837,4634,1687,12146,1122,2506,5873,4300,737,2549
"t145_t084_02940",3680,1044,2444,8274,2873,15691,3539,5546,9500,7595,1913,5030
"t145_t084_02950",160,24,43,68,103,232,33,32,221,102,31,40
"t145_t084_02960",34,7,23,47,87,97,28,11,108,67,18,17
"t145_t084_02970",72,15,29,54,73,131,32,29,180,54,25,27
"t145_t084_02980",30,9,39,72,30,230,30,46,155,83,29,60
"t145_t084_02990",90,23,39,131,28,255,36,64,102,143,52,57
"t145_t084_03000",229,71,251,635,183,1053,215,409,808,543,176,382
"t145_t084_03010",582,153,579,2077,777,2983,546,1287,2266,1288,493,1165
"t145_t084_03020",17926,7138,6476,36370,17064,113181,9790,19514,46474,34506,4966,16523
"t145_t084_03030",23510,7286,8909,34961,22368,118468,10244,18946,59883,49744,6109,19184
"t145_t084_03040",6234,2422,3376,11940,6906,33401,4088,5525,18618,13459,2231,5222
"t145_t084_03050",284,43,40,267,162,706,45,80,708,294,29,59
"t145_t084_03060",285,99,144,976,226,1268,173,284,1062,795,45,332
"t145_t084_03070",108,46,168,903,158,627,298,403,499,697,67,388
"t145_t084_03080",1230,440,828,4933,1126,6743,1796,2005,4817,5379,762,2343
"t145_t084_03090",7527,2414,4526,18007,6588,30861,8399,11965,22067,18199,3243,10954
"t145_t084_03100",1916,646,2806,11528,1174,11805,5711,7399,3851,8064,1824,9714
"t145_t084_03110",5287,1350,6088,19710,3811,26639,11072,12916,11241,20105,3773,18263
"t145_t084_03120",3837,714,3673,9293,2598,14195,7021,5538,6322,11293,2388,9128
"t145_t084_03130",43592,4728,35049,27228,31593,38561,70438,17509,123451,36107,22136,27688
"t145_t084_03140",6170,555,3989,3974,4974,7685,5104,2274,21247,4012,2148,3535
"t145_t084_03150",6494,560,3218,3886,4461,7362,4148,2073,16038,3252,1885,2911
"t145_t084_03160",14508,326,5735,1642,16865,4180,4753,925,56972,2537,4134,1966
"t145_t084_03170",2065,571,3816,3709,8719,4033,11160,2221,13516,5713,2923,4276
"t145_t084_03180",9839,2454,7377,17874,12979,26962,10473,9578,34578,11761,4880,10933
"t145_t084_03190",43724,7822,31716,49432,55939,102233,41062,28908,160718,47259,21452,34197
