"gene_id","S1.ctr_1h.BR1","S2.trt_1h.BR1","S3.ctr_3h.BR1","S4.trt_3h.BR1","S5.ctr_1h.BR2","S6.trt_1h.BR2","S7.ctr_3h.BR2","S8.trt_3h.BR2","S9.ctr_1h.BR3","S10.trt_1h.BR3","S11.ctr_3h.BR3","S12.trt_3h.BR3"
"t145_t084_18870",26403,4598,13944,31662,25578,77854,16379,16401,82001,33923,10882,18761
"t145_t084_18880",52089,9479,26799,55508,49249,133531,36459,29439,168364,64873,21993,33517
"t145_t084_18890",8560,773,3345,3958,8042,12336,4739,2499,28536,6732,2608,2918
"t145_t084_18900",2412,246,1150,1862,2260,4286,2095,1130,6892,2304,1003,1286
"t145_t084_18910",4433,513,1860,2560,4388,7662,3218,1736,14314,4380,1662,2151
"t145_t084_18920",5933,753,1825,2463,4586,9502,2434,1718,13364,4658,1450,2673
"t145_t084_18930",17247,2458,5243,8883,13002,36533,8357,7141,40955,19945,5142,10516
"t145_t084_18940",10772,1893,4342,7432,7898,24810,4972,5479,25785,13294,3242,7666
"t145_t084_18950",29032,7488,9669,41121,28770,96140,16192,26503,80740,35530,8027,27769
"t145_t084_18960",5694,2204,2578,13378,3973,25069,4535,10041,13484,14774,2218,9169
"t145_t084_18970",2910,1578,1401,7163,2527,15396,1723,3131,8636,4757,906,3009
"t145_t084_19010",30900,6813,25337,46648,34376,86493,22289,25595,79086,48635,14415,29741
"t145_t084_19020",53353,15816,33581,100201,61683,248131,51220,54966,130042,123173,25741,57495
"t145_t084_19030",69514,14062,51505,91814,74035,218297,65839,54664,244398,116804,37361,65362
"t145_t084_19040",5164,742,3068,4544,5401,10105,4754,3056,19768,4817,2856,3694
"t145_t084_19050",6004,934,3367,6497,7571,13051,3877,3918,15861,4753,2354,4204
"t145_t084_19060",5494,797,2744,6644,5424,12326,3562,4051,16597,6249,2296,4483
"t145_t084_19070",4192,611,2126,3755,5539,8324,2962,1789,17566,3735,1475,2458
"t145_t084_19090",1707,2048,561,15582,1653,60639,725,5720,4507,13654,406,3797
"t145_t084_19100",2109,3093,676,24696,1922,93235,901,13097,7943,26355,642,9991
"t145_t084_19110",724,795,320,3075,608,12591,505,3233,2428,8918,236,3664
"t145_t084_19120",3785,1704,3483,12148,2789,36653,3257,7836,9238,13759,2036,7418
"t145_t084_19130",3631,817,2721,4950,3515,21627,2114,2963,7348,8535,1762,3501
"t145_t084_19140",3186,969,2098,5969,3537,12599,3216,4210,10954,5455,1769,4175
"t145_t084_19150",2234,709,1141,4873,2162,10712,2032,2961,6763,4253,1070,2878
"t145_t084_19160",1341,645,2029,3815,2318,8481,2158,2216,1874,3730,1427,2628
"t145_t084_19170",32363,7671,1052,74231,33275,147886,1539,33036,107370,114512,1083,51061
"t145_t084_19180",1164,6736,1063,127165,965,38391,1565,38837,5451,127265,905,100494
"t145_t084_19190",382,2552,288,50315,284,13179,486,16492,3140,39505,221,40165
"t145_t084_19200",350,2397,362,64326,474,10631,2250,27246,5265,48519,402,58250
"t145_t084_19210",959,544,604,4446,1348,5168,598,1798,4698,10784,477,3104
"t145_t084_19220",511,340,218,2886,688,2913,316,1199,2831,5563,189,1295
"t145_t084_19230",24282,21510,13589,106561,48176,165443,13802,12386,106615,21381,11877,14447
"t145_t084_19240",605,21,133,115,631,709,184,84,1477,261,143,130
"t145_t084_19250",16961,1883,4327,6174,15975,26514,5613,3387,36048,9184,3247,3956
"t145_t084_19260",15214,1755,3273,5457,12269,23814,4305,3373,31991,8163,2635,3969
"t145_t084_19270",22961,3331,9260,19982,26663,42785,10444,10783,45282,16528,5302,12245
"t145_t084_19280",145618,3817,36761,43263,126700,55933,50022,29389,289623,16013,23983,24263
"t145_t084_19290",38251,1183,9138,10654,27396,17410,9222,8124,77761,2624,4689,6389
"t145_t084_19300",8096,247,1047,2776,10092,5343,859,1799,17534,1977,770,1536
"t145_t084_19310",719,228,219,1679,666,3611,344,700,1621,1125,161,723
"t145_t084_19320",1291,230,480,903,1100,2589,732,660,2858,1483,407,758
"t145_t084_19330",899,240,671,1431,734,2522,1298,1296,2057,2227,622,1001
"t145_t084_19340",1993,344,1053,2203,1795,5487,1191,1577,5538,3402,743,1519
"t145_t084_19350",939,283,486,1673,947,4181,688,1231,2739,2230,340,917
"t145_t084_19360",402,131,269,660,346,1935,352,585,929,1214,189,520
"t145_t084_19370",291,124,153,658,236,1778,173,461,604,1041,117,372
"t145_t084_19380",172,78,80,430,138,1272,108,370,330,836,46,276
"t145_t084_19390",133,51,48,515,68,1390,53,347,232,575,51,253
"t145_t084_19400",183,96,42,661,41,1883,39,496,181,801,35,282
"t145_t084_19410",262,81,75,457,128,1214,72,399,538,469,34,223
"t145_t084_19420",280,104,99,569,193,1223,171,497,939,532,95,361
"t145_t084_19430",192,66,76,317,212,747,124,214,830,321,53,193
"t145_t084_19440",1576,245,1456,2347,1284,2049,1600,4082,2121,1243,1250,2828
"t145_t084_19450",149121,1108,51303,4093,122377,7383,51106,3657,238734,3033,50993,16123
"t145_t084_19460",73731,378,25808,1761,56427,2234,33417,2047,102286,1046,29417,8885
"t145_t084_19470",15949,3043,13254,12253,17499,28265,15991,6198,49813,15915,8760,10377
"t145_t084_19480",19597,3525,11825,13125,18674,31600,18255,6202,72873,17186,8480,10601
"t145_t084_19490",644,86,1239,1234,654,1508,1532,1594,1904,968,1186,1305
"t145_t084_19500",138,24,988,428,156,460,721,870,332,153,718,539
"t145_t084_19510",181,40,3482,1016,183,1189,3637,2551,480,458,3421,1930
"t145_t084_19520",974,713,18910,6454,1187,10272,19633,9800,1960,2504,16357,8319
"t145_t084_19530",486,83,4650,1700,670,1638,7594,3925,1464,1054,7740,3068
"t145_t084_19540",266,120,704,819,260,1252,900,1048,679,633,814,808
"t145_t084_19550",639,53,3116,1161,573,1247,4619,4567,1379,688,5680,2575
"t145_t084_19560",362,105,616,1406,501,1720,1224,1782,1902,867,813,1030
"t145_t084_19570",104,44,528,529,123,679,545,793,328,268,823,515
"t145_t084_19580",350,93,4469,1873,488,1879,4086,2996,1027,838,4413,2333
"t145_t084_19590",1461,1201,958,6277,1601,22886,1341,2237,4861,4554,700,1447
"t145_t084_19600",435,291,295,1645,374,6418,371,598,1322,1046,187,399
"t145_t084_19610",168,140,384,1990,205,3531,413,1561,482,2188,206,2492
"t145_t084_19620",87,28,558,258,120,595,535,332,300,363,311,343
"t145_t084_19630",453,114,1945,635,565,2187,1994,789,1622,1031,987,931
"t145_t084_19640",361,215,490,3300,450,6171,610,2473,1324,2498,320,2201
"t145_t084_19650",110848,17822,44844,76742,119062,289196,49123,34044,377258,211910,34211,34321
"t145_t084_19660",91731,16326,26590,76092,90708,264484,39856,35495,292457,213547,23409,26320
"t145_t084_19670",36434,3736,13014,26728,34891,73174,14652,11617,115189,94783,9929,10641
"t145_t084_19680",13501,1379,4715,8018,12849,29927,4659,2987,43535,36213,3351,4463
"t145_t084_19690",9566,4049,6174,21913,14849,50629,7391,8739,19448,19845,3391,8255
"t145_t084_19700",7256,3553,2626,21766,7827,56291,5013,10776,27092,23991,2354,10322
"t145_t084_19710",59946,16142,20937,65149,58813,251227,38789,30257,222890,141908,15932,37193
"t145_t084_19720",6735,4679,3466,30922,9612,52741,7068,9172,38676,132552,3664,29494
"t145_t084_19730",14179,13568,3952,39360,15552,199466,5548,13414,31056,64546,3352,13061
"t145_t084_19740",194057,101307,142247,554497,210422,1094934,268797,311240,686464,171499,153802,274382
"t145_t084_19750",303087,126300,239827,675515,337081,1228368,335728,360584,1045026,212671,205499,337990
"t145_t084_19760",2509,701,1857,2727,2384,8924,2425,2299,7102,3654,1517,2342
"t145_t084_19770",8494,2192,5703,9639,10162,32501,6795,6108,27372,13083,4250,6738
"t145_t084_19780",3778,800,310,2937,4376,16889,714,1296,14027,6751,330,1881
"t145_t084_19790",1549,476,912,2619,1687,7268,1073,1194,3691,3987,473,1658
"t145_t084_19800",647,309,358,2736,813,4765,666,886,1462,1958,288,1059
"t145_t084_19810",551,1290,1279,22553,639,23673,2093,11313,679,11514,1095,7131
"t145_t084_19820",491,196,1732,5921,558,2625,1437,6864,1753,2005,1238,2818
"t145_t084_19830",108,20,1218,4678,98,400,683,6137,336,280,934,2204
"t145_t084_19840",3,4,41,180,4,104,36,108,12,44,14,63
"t145_t084_19850",715,109,1448,5172,519,3050,1335,10635,1023,872,1364,3639
"t145_t084_19860",167,69,342,1703,118,1601,626,805,520,1104,263,381
"t145_t084_19870",337,178,1178,2880,398,3752,1647,1704,1497,2562,837,1347
"t145_t084_19880",163742,5650,62419,25753,184930,62903,72487,19933,575197,22259,46739,35432
"t145_t084_19890",279228,10020,162731,56897,293432,96815,217273,55481,1095601,46838,121396,75612
"t145_t084_19900",211440,7280,109798,38359,225607,71060,122094,31549,861184,28306,79006,49487
"t145_t084_19910",716,324,759,4338,1022,3208,825,2711,1978,2669,550,3083
"t145_t084_19920",65710,5065,41443,44000,70933,94211,59082,32247,207919,61343,39884,38394
"t145_t084_19930",4550,320,4187,3703,4995,6512,4823,3037,14223,4584,3338,3317
"t145_t084_19940",11920,710,8744,8422,12344,14927,7119,6388,38673,9367,7204,8024
"t145_t084_19950",3642,458,2288,5132,2520,8672,3000,4008,8457,5986,1675,3837
"t145_t084_19960",182,237,63,2099,301,5214,130,1167,1651,3562,92,1224
"t145_t084_19970",398,236,26,1431,248,5531,47,592,894,2965,44,569
"t145_t084_19980",856,1653,336,12057,849,37775,484,4003,2344,17131,325,3058
"t145_t084_19990",1994,3684,1173,30310,2246,87293,1336,10146,6209,35048,897,8048
"t145_t084_20000",4021,2090,1770,17144,4501,55253,1886,6099,12210,17905,1261,5754
"t145_t084_20010",57678,3501,28300,32841,58156,67841,37342,16651,144612,37880,18195,18606
"t145_t084_20020",6537,727,3184,5449,6022,9977,3828,3366,20428,3576,2338,4277
"t145_t084_20030",4169,956,2554,7208,5052,20333,2614,3540,10504,7592,1548,4504
"t145_t084_20040",4874,1071,1702,6783,4484,21857,2045,2579,12276,14174,1184,4790
"t145_t084_20050",4121,877,1081,5690,3534,18500,1661,2082,10956,9216,811,3634
"t145_t084_20060",669,222,338,1310,753,3188,334,387,1719,1891,148,793
"t145_t084_20070",6828,5145,7508,68294,7819,129720,7075,36288,23404,44585,5091,25878
"t145_t084_20080",7176,3903,4492,50253,7759,123765,5901,25323,21592,32950,3699,17993
"t145_t084_20090",9315,4241,4850,43150,10536,138537,5114,21108,27738,36361,3736,18085
"t145_t084_20100",1478,723,708,11033,1520,16584,818,4810,4371,4191,606,2896
"t145_t084_20110",1090,723,434,10657,914,16348,529,4260,3419,3770,338,2216
"t145_t084_20120",582,463,271,7709,449,10145,434,3980,1796,3164,215,2178
"t145_t084_20130",433,458,151,5996,310,7211,394,2469,1523,1767,116,1422
"t145_t084_20140",2146,480,504,2453,1676,7138,747,914,5425,1821,384,972
"t145_t084_20150",937,286,706,2578,1221,5484,1060,1051,3443,2353,448,1027
"t145_t084_20160",2186,855,1384,6584,2368,13632,2265,2570,7679,5695,854,2280
"t145_t084_20170",1399,730,1067,6449,1999,12598,1768,2582,5465,4859,710,2201
"t145_t084_20180",4755,220,354,761,3051,2157,396,249,16261,920,186,238
"t145_t084_20190",1642,479,707,2724,1440,4839,1254,1931,6690,1764,533,1878
"t145_t084_20200",3791,1243,1368,4974,3206,11396,1931,2733,16375,2586,781,2332
"t145_t084_20210",9211,3540,8436,26620,9744,25877,13948,22323,23249,17594,6418,15750
"t145_t084_20220",492,251,303,2317,430,2836,553,595,2248,7754,303,805
"t145_t084_20230",125,49,44,436,89,654,93,95,317,1509,68,108
"t145_t084_20240",81,34,39,368,89,636,80,73,399,1274,41,101
"t145_t084_20250",626,146,244,1573,508,2134,283,343,1551,2811,215,429
"t145_t084_20260",12517,4007,6911,19350,12053,52077,9453,8573,32968,20548,4638,8723
"t145_t084_20270",8988,668,4771,6952,5793,18316,8182,4032,13924,14809,4016,5087
"t145_t084_20280",7863,744,4584,8290,4039,17811,7695,4805,11646,15319,3694,5451
"t145_t084_20290",4585,521,2110,5235,2847,12108,2329,2500,8042,6442,1226,2918
"t145_t084_20300",3361,485,1653,6605,2853,15230,3407,3276,7315,8717,1445,3521
"t145_t084_20310",10784,1708,4971,20679,6591,38891,8989,10067,19315,21355,3872,9837
"t145_t084_20320",2797,373,996,3441,1750,7572,1334,2266,6686,3262,679,1286
"t145_t084_20330",5213,1133,2483,6367,5433,16659,3849,3886,17479,7117,1865,3066
"t145_t084_20340",37400,4424,14098,103288,28290,154077,26519,55804,91400,61741,14320,38412
"t145_t084_20350",247,134,346,1161,220,2224,446,887,892,1059,297,906
"t145_t084_20360",2401,291,1167,2704,2095,5467,1289,1704,6894,2616,812,1923
"t145_t084_20370",4816,4419,2229,24524,4550,58250,3388,11676,15192,16662,1510,9205
"t145_t084_20380",1129,248,785,1955,1309,2527,1347,962,4676,1709,577,686
"t145_t084_20390",959,92,273,409,1128,863,773,220,5329,1562,275,247
"t145_t084_20400",1080,163,478,1157,1027,1901,723,480,5584,1724,369,528
"t145_t084_20410",235,41,186,488,274,1033,104,193,620,345,100,215
"t145_t084_20420",114,40,104,385,165,1293,128,152,455,279,62,188
"t145_t084_20430",114,34,95,341,121,1536,115,180,336,477,46,173
"t145_t084_20440",17691,8552,5758,74778,14994,190517,10189,27890,47786,91892,4060,26705
"t145_t084_20450",2782,529,1073,2427,3400,6452,1577,1528,10720,3103,828,1552
"t145_t084_20460",5142,773,1625,3468,5461,9298,2559,2026,18130,3916,1264,2459
"t145_t084_20470",3934,599,3410,2667,2296,5844,5206,1297,7388,5069,1950,1813
"t145_t084_20480",34205,3064,12021,33845,38610,89531,12158,24164,75167,62795,6983,21654
"t145_t084_20490",1067,114,450,3178,1161,3077,656,783,2992,1295,323,744
"t145_t084_20500",1638,440,132,1004,816,5645,106,456,2073,1399,74,550
"t145_t084_20510",901,375,59,1432,377,4123,184,952,1639,2206,85,718
"t145_t084_20520",788,284,223,1840,440,4071,368,1182,1961,2165,196,973
"t145_t084_20530",542,255,428,2147,452,3315,743,1324,1666,1873,307,1144
"t145_t084_20540",833,200,374,1690,504,3295,751,1071,1873,1588,397,858
"t145_t084_20550",689,139,374,907,461,1655,639,632,1403,1037,324,584
"t145_t084_20560",523,106,218,616,456,1162,199,311,1215,304,142,295
"t145_t084_20570",498,56,153,479,531,943,177,273,1169,295,125,230
"t145_t084_20580",294,54,235,647,272,744,330,437,978,386,161,303
"t145_t084_20590",150,22,103,280,201,377,75,176,612,132,52,121
"t145_t084_20600",740,177,345,1283,507,2247,504,920,2015,894,227,616
"t145_t084_20610",692,150,338,1957,496,2792,665,1286,2106,1150,319,793
"t145_t084_20620",709,150,297,1759,484,2336,592,1285,1985,869,321,687
"t145_t084_20630",402,67,101,607,234,1049,96,422,749,506,50,422
"t145_t084_20640",1337,247,530,2642,910,3963,814,1875,2530,1925,365,1330
"t145_t084_20650",1472,233,660,2616,840,3911,1129,2053,2829,2041,518,1646
"t145_t084_20660",1077,213,677,2216,933,3135,1326,1913,2635,1645,556,1423
"t145_t084_20670",2633,1544,1730,6303,3335,12137,1391,2038,2098,3709,625,2473
"t145_t084_20680",2043,285,1509,2209,1786,4935,1122,1320,4246,1974,871,1585
"t145_t084_20690",705,104,620,857,631,1639,464,503,1606,688,283,544
"t145_t084_20700",1389,194,991,1844,1041,3385,875,1322,2901,1484,782,1325
"t145_t084_20710",1192,161,1041,1780,1135,2933,870,1163,3104,1287,614,1145
"t145_t084_20720",2244,338,901,2851,1414,6056,993,1615,4751,2018,737,1652
"t145_t084_20730",118,40,82,340,126,736,125,248,420,213,70,168
"t145_t084_20740",665,139,194,964,309,1983,301,645,1076,712,173,519
"t145_t084_20750",329,64,138,737,139,931,205,482,495,349,104,336
"t145_t084_20760",4494,820,467,2664,1719,6823,587,1543,6527,2351,367,1059
"t145_t084_20770",689,76,54,252,242,900,77,210,1046,433,66,146
"t145_t084_20780",49,6,1,35,12,58,13,20,110,16,11,6
"t145_t084_20790",748,147,66,410,283,1286,46,243,1036,419,36,256
"t145_t084_20800",6747,999,363,2811,2261,7109,533,1786,10319,3032,298,1986
"t145_t084_20810",16409,4368,750,10613,8507,70716,1119,4053,25474,12330,491,4581
"t145_t084_20820",2625,406,319,826,1198,4011,1124,639,8644,1627,320,614
"t145_t084_20830",10610,1509,1561,2159,6651,9560,2740,1221,27538,5456,1232,2055
"t145_t084_20840",1541,143,196,442,810,1542,301,244,3293,766,221,290
"t145_t084_20850",1599,224,302,663,924,2206,380,437,4229,900,276,479
"t145_t084_20860",1167,143,324,760,802,1769,364,418,2858,679,322,472
"t145_t084_20870",4282,766,2343,9169,5375,22570,3300,4708,16261,12354,1698,4694
"t145_t084_20880",1637,695,1411,7397,1446,11942,2697,3859,5289,7531,986,3599
"t145_t084_20890",7728,739,5731,10385,5053,18005,14023,6270,17579,6466,4994,5554
"t145_t084_20900",719,98,476,1034,1014,1896,545,751,1216,801,339,631
"t145_t084_20910",2454,571,646,2482,2211,9703,1099,1389,8165,3757,647,1465
"t145_t084_20920",5597,3158,1992,25132,4597,59160,2878,7706,16280,16856,1318,6083
"t145_t084_20930",3938,2505,1401,20993,3277,52439,2886,7484,9618,23036,1152,5334
"t145_t084_20940",11809,6581,4287,52475,9582,146615,7207,17862,32950,52735,3210,14913
"t145_t084_20950",1069,292,581,1669,752,4867,806,738,2455,2114,321,801
"t145_t084_20960",2338,266,1939,2227,2073,3785,1920,1322,7160,2241,1378,1575
"t145_t084_20970",540,53,667,780,457,861,861,436,2528,525,509,511
"t145_t084_20980",6445,1177,2593,4951,5781,11043,4564,1939,18088,6877,1955,3003
"t145_t084_20990",16811,452,34382,10145,26888,5618,63431,5110,262868,3297,22687,9929
"t145_t084_21000",9064,103,18199,2047,22763,1394,61505,1467,194594,1043,18612,5216
"t145_t084_21010",5356,611,3025,2245,3160,8070,3044,1756,10088,4914,2102,2896
"t145_t084_21020",10715,2247,6377,17195,8018,33011,7547,9065,31094,13583,4497,10765
"t145_t084_21030",2061,313,1314,2692,2258,5329,1948,2412,6150,2968,1062,2454
"t145_t084_21040",74330,11148,51935,73091,82901,165831,55417,43257,227482,100967,34897,54069
"t145_t084_21050",59600,7810,42927,69859,56251,141842,53969,45092,151474,98590,35384,52337
"t145_t084_21060",19235,2900,13672,19740,18825,44273,12632,12132,55203,31192,8754,14986
"t145_t084_21070",11603,1939,8282,13312,14709,30391,7060,7744,37349,13981,4814,9096
"t145_t084_21080",15614,2211,9822,20445,16268,48137,12459,14158,45527,26073,7600,12952
"t145_t084_21090",58597,28393,43261,158395,59396,441084,58588,77593,169664,234664,24578,94989
"t145_t084_21100",43433,23400,26495,137847,41788,334667,38492,64694,120892,154551,14911,72974
"t145_t084_21110",29223,18828,19004,120184,37805,317122,30383,58383,101468,131212,11766,61125
"t145_t084_21120",541,115,137,850,392,2883,150,352,1516,856,84,256
"t145_t084_21130",1,10,11,91,23,232,17,30,82,52,6,35
"t145_t084_21140",226,89,114,826,288,2173,157,311,971,917,75,310
"t145_t084_21150",86,45,48,295,153,731,70,111,564,423,18,123
"t145_t084_21160",0,14,13,77,24,266,41,41,92,170,6,55
"t145_t084_21170",67,13,8,62,36,186,21,49,174,169,11,24
"t145_t084_21180",170,88,137,495,177,1299,128,223,857,625,55,283
"t145_t084_21190",5321,1398,2813,6040,4760,23714,4679,3045,12775,10665,2216,4134
"t145_t084_21200",701,257,461,2598,664,5963,574,1129,1822,1576,404,785
"t145_t084_21210",2059,180,2134,29688,1789,4418,2343,4721,4164,1557,1583,5588
"t145_t084_21220",6063,2457,1748,12860,4416,49196,3289,3959,15631,14633,1139,3371
"t145_t084_21230",81,80,71,282,178,1142,78,90,473,255,24,82
"t145_t084_21240",69,55,32,236,73,1420,59,77,285,259,17,74
"t145_t084_21250",475,190,253,1556,390,5180,344,954,1455,1338,173,815
"t145_t084_21260",7166,1245,4374,6387,4641,18618,5743,3868,14467,9348,3200,5057
"t145_t084_21270",236,2261,69,11693,237,34090,56,5297,670,9725,56,3176
"t145_t084_21280",117,522,45,2323,72,8687,39,1103,201,2552,26,704
"t145_t084_21290",36,24,11,77,34,332,27,45,162,219,14,35
"t145_t084_21300",301,97,102,792,329,1799,145,263,938,1021,89,248
"t145_t084_21310",881,113,307,1306,778,3225,475,476,2552,1631,279,426
"t145_t084_21320",224165,841,42970,4973,204111,9732,35777,7941,445895,4526,61141,17589
"t145_t084_21330",9558,203,6800,2298,4690,4303,7188,4043,15790,3080,7060,8628
"t145_t084_21340",2914,522,2228,5468,2385,8817,1939,3679,7008,3962,1298,4389
"t145_t084_21350",1451,67,893,1199,1095,2894,1230,1547,3553,911,783,1020
"t145_t084_21360",4322,203,2514,4113,3145,4963,3798,2982,12534,1886,1760,3135
"t145_t084_21370",1564,362,995,1376,1181,4005,1310,993,5810,1900,804,1206
"t145_t084_21380",3814,624,2363,2363,2790,7302,2473,1725,9987,5014,1899,2297
"t145_t084_21390",3106,396,1597,1422,1998,5148,1949,982,6242,3227,1334,1328
"t145_t084_21400",440,77,233,1732,406,1495,362,408,4401,1105,140,403
"t145_t084_21410",33179,350,21526,1919,26665,2450,22230,3354,55056,1123,23812,8069
"t145_t084_21420",1289,334,1044,2191,1479,5379,986,978,3615,2420,680,943
"t145_t084_21430",1122,182,690,761,765,2800,828,469,2360,1793,521,414
"t145_t084_21440",1477,203,761,785,1226,4188,741,480,4504,2310,478,391
"t145_t084_21450",461,60,354,315,321,1121,231,170,2189,378,188,149
"t145_t084_21460",919,111,586,704,624,2316,466,289,4955,786,307,288
"t145_t084_21470",531,91,391,468,565,2703,614,189,4590,541,168,167
"t145_t084_21480",697,192,430,1165,1784,5140,3102,598,10193,1407,512,627
"t145_t084_21490",1898,3498,2813,53300,2079,116361,3780,28370,2956,24751,3014,19495
"t145_t084_21500",1314,307,1871,4903,2045,5274,2991,2141,6403,2749,1370,2195
"t145_t084_21510",320,67,295,592,394,920,337,309,1239,441,211,296
"t145_t084_21520",1762,2526,1267,29611,2074,17620,1680,8313,5472,126767,1102,56310
"t145_t084_21530",397,1804,365,20505,331,6048,641,9478,1529,84799,340,48045
"t145_t084_21540",95,694,112,8836,134,2056,120,4927,625,22489,74,19461
"t145_t084_21550",153,680,77,7372,111,1526,198,4998,771,18162,59,17832
"t145_t084_21560",907,376,666,4048,923,5692,1068,3621,5027,29604,657,7115
"t145_t084_21570",5032,1851,2945,20742,4493,26985,4515,16929,12419,21844,1961,15518
"t145_t084_21580",3524,1085,2084,8969,3594,14059,2218,6349,10240,8517,1004,6369
"t145_t084_21590",5000,1970,4434,22879,5066,25569,5138,12132,14087,14033,2658,12710
"t145_t084_21600",21076,3631,7158,16359,15868,42644,8956,10531,58613,27511,5684,11715
"t145_t084_21610",147,16,157,190,203,330,100,121,499,164,78,133
"t145_t084_21620",626,66,690,1382,766,1549,644,492,2589,924,421,619
"t145_t084_21630",1354,174,1248,2632,1531,3206,1431,825,5699,2116,806,954
"t145_t084_21640",744,105,817,2040,970,1566,1611,594,2919,1466,631,570
"t145_t084_21650",694,67,936,1651,1258,1009,1643,548,4393,1503,675,538
"t145_t084_21660",213862,3029,65849,7336,180417,17845,57695,5313,563128,10692,39972,11517
"t145_t084_21670",43524,9924,17141,12508,43639,141305,40186,8149,150073,205965,12695,8881
"t145_t084_21680",6934,1484,6513,4282,7392,21602,8388,2530,23139,31135,3187,2823
"t145_t084_21690",15696,5370,7427,18690,12581,49969,9535,9766,47790,21855,4326,16396
"t145_t084_21700",258,53,140,647,280,1869,207,310,935,761,94,195
"t145_t084_21710",350,89,123,559,313,2292,195,221,942,830,135,182
"t145_t084_21720",551,149,321,983,567,3073,352,460,2180,929,287,434
"t145_t084_21730",502,108,197,567,601,2300,179,211,1427,493,122,247
"t145_t084_21740",1194,208,131,1495,1170,3832,173,216,3594,614,132,187
"t145_t084_21750",1318,346,1411,5720,1654,9183,1474,3237,4492,3278,1058,2653
"t145_t084_21760",15086,2689,8602,39118,14333,110633,10742,22360,45528,30102,7490,15809
"t145_t084_21770",1824,462,929,6617,1078,13532,1055,3887,3519,3234,811,3229
"t145_t084_21780",1767,545,789,3194,1517,14511,1126,1363,5021,5317,670,1868
"t145_t084_21790",22199,14112,14405,128250,22136,236532,23684,70453,32878,141285,11305,64891
"t145_t084_21800",264,253,251,3971,267,1816,350,1014,937,25767,188,6744
"t145_t084_21810",155,123,115,2836,199,1190,187,952,437,15797,63,4522
"t145_t084_21820",276,193,116,4545,190,1908,201,1449,844,19042,96,5614
"t145_t084_21830",175,311,112,5129,172,1450,144,1995,855,17565,106,6496
"t145_t084_21840",1459,1679,937,25666,1060,11937,1921,11563,4700,75422,696,23314
"t145_t084_21850",38,16,15,240,20,541,18,69,135,551,21,127
"t145_t084_21860",1188,550,695,4875,987,9506,648,2652,2850,3476,415,2520
"t145_t084_21870",8438,1581,2597,7274,12518,15363,6600,1943,48403,9363,1539,2521
"t145_t084_21880",1016,239,770,3571,660,2833,1811,2462,2531,1878,506,3146
"t145_t084_21890",910,338,1079,4732,682,4384,2575,3411,2411,2954,788,4430
"t145_t084_21900",2876,829,2033,9930,2631,15496,2081,5440,8591,7361,1319,4981
"t145_t084_21910",1180,256,790,3070,1022,6106,838,1633,3414,2698,666,1635
"t145_t084_21920",666,158,540,2096,673,3914,512,1098,2315,1735,447,1042
"t145_t084_21930",566,90,324,1583,402,2853,490,950,1236,1393,300,778
"t145_t084_21940",668,163,537,1753,651,3067,507,994,1884,1249,402,936
"t145_t084_21950",323,43,234,786,253,1201,211,395,718,511,143,350
"t145_t084_21960",168,15,49,336,177,722,99,152,489,236,55,133
"t145_t084_21970",179,37,163,520,176,795,133,315,514,315,113,239
"t145_t084_21980",72,19,105,283,115,349,124,194,266,207,66,137
"t145_t084_21990",181,33,110,341,157,613,157,204,412,331,97,190
"t145_t084_22000",96,12,101,231,114,372,124,133,309,225,69,128
"t145_t084_22010",10,5,57,151,58,270,76,76,186,140,29,78
"t145_t084_22020",54,12,26,137,39,339,59,61,229,152,26,36
"t145_t084_22030",14,16,20,75,6,116,35,56,52,55,13,51
"t145_t084_22040",0,12,10,55,20,104,22,49,49,29,8,18
"t145_t084_22050",8,4,14,55,4,179,32,54,59,45,10,36
"t145_t084_22060",596,124,920,3092,642,4393,955,2038,2045,2226,873,1765
"t145_t084_22070",9101,3130,7478,25516,9000,41124,8293,17255,22151,20013,4817,17445
"t145_t084_22080",3057,1274,2772,14283,3013,21231,5281,9738,8871,15328,2850,9519
"t145_t084_22090",2550,614,1379,4792,2221,8012,1846,2351,8855,3881,1102,1765
"t145_t084_22100",436,132,581,1858,310,2182,585,803,1000,1115,440,600
"t145_t084_22110",108,64,247,442,145,987,310,256,467,529,221,231
"t145_t084_22120",80,19,82,130,100,409,72,83,292,204,62,83
"t145_t084_22130",155,23,48,93,96,428,37,49,368,89,38,56
"t145_t084_22140",253,27,42,74,234,736,54,59,844,126,34,32
"t145_t084_22150",60899,11814,10839,28526,52707,144927,16282,14189,159553,67955,9047,12100
"t145_t084_22160",26605,5045,6120,16285,22274,61528,8507,7700,66218,26897,4193,7028
"t145_t084_22170",8927,226,2422,2331,5890,5928,2632,1407,14931,2425,1486,1406
"t145_t084_22180",5950,63,1521,613,4111,2219,1806,552,9043,422,1005,560
"t145_t084_22190",2800,531,1582,3978,2729,7843,2802,2608,9444,4614,1276,2385
"t145_t084_22200",14582,6673,2987,18641,5496,73879,4512,10661,34432,22501,3403,9182
"t145_t084_22210",17870,2925,20067,30316,13473,46362,27735,20727,29732,26966,16842,22356
"t145_t084_22220",2530,368,1299,2494,2720,6347,1274,1390,6833,2637,958,1960
"t145_t084_22230",475,31,278,436,349,1151,211,292,899,500,199,365
"t145_t084_22240",204,33,148,179,203,679,152,127,622,395,122,190
