"Synonym","Newman.TSB.Replicate.1","Newman.TSB.Replicate.2","Newman.TSB.Replicate.3","Newman.Minus.Glc.Replicate.1","Newman.Minus.Glc.Replicate.2","Newman.Minus.Glc.Replicate.3","arlRS.KO.TSB.Replicate.1","arlRS.KO.TSB.Replicate.2","arlRS.KO.TSB.Replicate.3","arlRS.KO.Minus.Glc.Replicate.1","arlRS.KO.Minus.Glc.Replicate.2","arlRS.KO.Minus.Glc.Replicate.3"
"NWMN_RS07945",2980,1794,3072,2884,4160,2586,1802,2193,2378,2588,2091,2206
"NWMN_RS07950",1103,627,916,780,1243,944,707,959,1150,890,695,535
"NWMN_RS07955",1988,1039,1670,1485,2248,1591,1276,1728,1781,1688,1245,1082
"NWMN_RS07960",2625,1150,1682,1525,2082,1497,2080,2172,2000,2382,1931,1619
"NWMN_RS07965",2777,1697,1359,2069,2569,2182,2078,2187,2602,1862,1730,1428
"NWMN_RS07970",23254,12611,22524,20918,23535,18873,14187,20899,19213,19496,16898,14227
"NWMN_RS07975",3961,2734,3605,3289,4754,2861,3848,4406,5143,3753,3704,2987
"NWMN_RS07980",1172,625,3240,3096,6231,2251,611,740,956,15336,3061,7946
"NWMN_RS07985",308,191,1370,873,1417,612,233,221,310,4138,847,2079
"NWMN_RS07990",519,322,485,453,550,393,373,442,437,539,350,426
"NWMN_RS07995",2200,1209,2182,2086,2408,1815,1715,2130,1967,2268,1739,1816
"NWMN_RS08000",26207,17082,23705,32986,33433,28121,22344,27047,26828,25877,24771,16888
"NWMN_RS08005",5135,2153,3778,3848,4518,3116,3040,4459,3266,4396,3496,3748
"NWMN_RS08010",0,1,0,1,0,0,0,0,5,0,2,1
"NWMN_RS08015",2221,1433,1379,2681,3115,2373,1538,2118,1853,2411,2151,1642
"NWMN_RS08020",3120,1712,2486,3621,4040,3748,2252,2527,2578,3370,2735,2475
"NWMN_RS08025",29125,17063,29316,14773,16058,14727,13170,14470,16320,7072,7911,4938
"NWMN_RS08030",20360,10948,16905,10465,10066,9156,8225,9749,9091,4583,6115,3679
"NWMN_RS08035",10294,6306,8966,4573,4284,3935,4392,5100,4901,2155,2900,1965
"NWMN_RS08040",26346,13151,26259,9267,10131,10387,10663,12438,13364,5067,4523,4903
"NWMN_RS08045",13540,9922,15422,4940,4619,4329,7230,7819,8821,3092,2145,3235
"NWMN_RS08050",2391,1931,3579,1196,988,916,1728,1705,2213,842,510,845
"NWMN_RS08055",27743,18398,23036,12594,15767,12401,16733,22018,19807,6973,7890,4790
"NWMN_RS08060",1788,1496,1747,800,1005,716,1287,1667,1797,515,564,329
"NWMN_RS08065",15097,12571,14294,7348,9216,7262,11403,13936,13302,4948,4333,3550
"NWMN_RS08070",3292,4402,3635,2345,3792,2009,2667,4865,2819,1864,2251,1627
"NWMN_RS08075",4699,3850,4705,3039,3618,2773,3709,4486,4376,2364,2004,1520
"NWMN_RS08080",49950,33699,44613,30145,35994,32911,34885,41049,42398,17375,19913,12409
"NWMN_RS08085",8474,6147,8852,6130,7591,7084,6350,6819,8366,3829,4121,2863
"predicted RNA",479,763,699,357,600,368,641,960,798,122,365,110
"NWMN_RS08090",4430,3903,3737,4623,5900,3653,3762,5037,4917,4584,5208,3193
"NWMN_RS08095",11293,4814,8641,7668,12822,7279,6908,11687,8331,6852,9024,5133
"NWMN_RS08100",292,360,514,490,528,418,269,320,349,300,330,256
"NWMN_RS08105",0,48,49,46,82,31,45,29,40,36,43,19
"NWMN_RS08110",3401,1869,2639,2941,3259,2800,1766,2200,2100,2019,1742,1585
"NWMN_RS08115",1689,1103,1410,2158,2157,1592,974,1513,1033,1182,1588,889
"NWMN_RS08120",9678,4400,7321,9778,17502,11736,5210,6561,6088,25120,8474,20439
"NWMN_RS08125",5929,3610,5503,7244,10951,7926,3495,4994,4591,19956,5103,16701
"NWMN_RS08130",2620,1272,1983,2299,2973,2584,1408,1834,1940,6206,1808,5210
"NWMN_RS08135",302,249,221,315,420,204,275,392,348,291,310,176
"NWMN_RS08140",0,1,3,1,8,0,8,3,4,1,4,0
"NWMN_RS08145",20,10,6,12,22,3,5,18,19,20,3,7
"NWMN_RS08150",19,31,24,12,25,1,23,22,19,24,12,20
"NWMN_RS08155",39,38,16,10,27,17,35,50,34,22,11,18
"NWMN_RS08160",0,7,0,3,7,3,7,24,9,4,11,8
"NWMN_RS08165",20,33,35,17,25,12,20,14,9,29,12,11
"NWMN_RS08170",97,118,119,57,99,50,121,124,128,144,89,102
"NWMN_RS08175",4562,3533,4731,3994,5400,3866,3927,4473,5506,4723,3283,3562
"NWMN_RS08180",4453,2213,5249,3301,5021,4028,3788,3269,5589,4182,2337,3366
"NWMN_RS08185",11169,6007,9023,6850,11170,7715,6813,9845,8734,7657,6970,5725
"NWMN_RS08190",1386,1148,1421,929,1427,1022,1272,1476,1279,1205,1028,786
"NWMN_RS08195",2730,2462,2898,2222,2732,2334,2969,3435,3421,2937,1977,2298
"NWMN_RS08200",811,883,970,943,870,706,971,1275,1239,777,636,695
"NWMN_RS08205",1425,1205,766,1232,1582,757,1110,1496,988,775,2284,492
"NWMN_RS08210",24421,14911,22833,17152,24261,17405,15277,19425,19069,17274,12842,14398
"NWMN_RS08215",29142,15461,20064,34920,52846,27097,23302,38864,22738,56625,43092,44438
"NWMN_RS08220",272,397,266,239,369,173,276,395,335,132,166,137
"NWMN_RS08225",5413,3483,5287,2769,3752,3175,3376,4168,4791,2096,2415,1379
"NWMN_RS08230",806,756,1183,477,787,569,769,847,1247,523,385,414
"NWMN_RS08235",13610,9825,11958,8494,10694,8883,10230,11000,11632,5182,5403,3157
"NWMN_RS08240",23321,14939,16859,14650,18743,13604,13675,18908,13640,8006,12995,5425
"NWMN_RS08245",2402,1816,2042,1410,2139,1340,1844,2125,2078,1394,1130,911
"NWMN_RS08250",1164,1071,969,523,1038,524,911,968,708,431,495,345
"NWMN_RS08255",17298,11394,13156,14619,19397,13767,12492,12480,14314,12515,9990,8442
"NWMN_RS08260",12391,9902,9899,7928,11488,7478,9559,11198,11792,7232,5777,5191
"NWMN_RS08265",4811,2765,4762,3691,4143,3514,3220,4186,4293,3880,2212,3188
"NWMN_RS08270",695,460,624,638,539,486,549,578,435,593,519,526
"NWMN_RS08275",30669,20114,35001,29343,32092,27611,19219,24008,21995,15067,19830,10371
"NWMN_RS08280",10992,5534,8437,8154,10979,8644,7098,8836,8211,7319,5902,5011
"NWMN_RS08285",8802,4080,6589,6945,8653,5733,5035,6669,5521,5497,5409,4323
"NWMN_RS08290",1194,798,896,876,1308,974,587,1194,898,887,676,752
"NWMN_RS08295",1755,1548,1878,1291,2553,1686,1449,2079,2069,1567,940,1224
"NWMN_RS08300",1654,1332,1562,1622,1938,1310,1129,1740,1276,1420,1224,1280
"NWMN_RS08305",4226,2548,3040,3838,4588,3335,2598,3846,2627,3511,3033,2481
"NWMN_RS08310",11916,10374,10246,11369,13660,8794,5241,11077,6443,10382,8048,7678
"NWMN_RS08315",27473,18519,27191,23150,25973,22356,13142,20515,19059,20015,15501,16211
"NWMN_RS08320",11914,8133,12262,9663,11092,8686,6371,9014,8994,8264,7543,7439
"NWMN_RS08325",2512,2030,2067,2238,2332,2092,1686,1880,2202,1478,2265,1213
"NWMN_RS08330",26483,14225,23253,17429,24741,16978,17807,22741,22006,11816,16028,6907
"NWMN_RS08335",8568,6334,7458,5088,8881,5103,4962,9718,5483,4059,6881,2760
"NWMN_RS08340",6034,3859,7460,3295,3868,3025,3645,4355,3511,1978,2421,1427
"NWMN_RS08345",9981,5604,11783,4563,5559,4819,4883,6418,4470,2787,3740,1938
"NWMN_RS08350",61207,25334,82526,19921,23025,23678,22603,32228,25591,19527,17756,15827
"NWMN_RS08355",2570,1424,3372,824,829,743,892,1664,956,694,979,642
"NWMN_RS08360",7818,3962,14191,2682,2891,2850,3035,4629,3661,2984,2074,2242
"NWMN_RS08365",954,849,831,392,700,467,899,1030,950,299,369,203
"NWMN_RS08375",9719,8652,8116,7782,12153,8341,9710,10854,11062,8536,7971,5602
"NWMN_RS08380",9678,13138,7791,8378,12199,7329,6935,8902,9435,4180,7658,2734
"NWMN_RS08385",511,901,802,525,1036,392,796,838,763,386,409,262
"NWMN_RS08390",493,511,509,349,473,281,577,829,572,392,294,237
"NWMN_RS08395",146,123,136,185,188,92,154,223,180,132,220,117
"NWMN_RS08400",1413,758,944,558,644,617,878,1137,986,741,655,542
"NWMN_RS08405",16327,11804,19478,11243,18468,13940,12113,16349,17573,10835,7911,7030
"NWMN_RS08410",584,479,392,345,491,277,436,602,390,447,459,271
"NWMN_RS08415",6689,6721,6248,5229,7038,4301,5368,7439,5727,4987,3462,3390
"NWMN_RS08420",6395,4825,5010,2987,4286,3535,4892,5719,5839,2138,2075,1699
"NWMN_RS08425",626,668,413,385,477,342,534,726,529,379,311,186
"NWMN_RS08430",4635,4365,4633,2873,3675,3268,4491,4789,5337,2164,1845,1570
"NWMN_RS08435",3391,3180,3255,2410,3015,2630,3669,3470,3897,1628,1660,1196
"NWMN_RS08440",4172,2136,2133,2052,3063,1734,2382,3263,2074,1040,2035,799
"NWMN_RS08445",2680,2018,2450,1887,2753,1925,2321,2459,2753,1337,1937,1110
"NWMN_RS08455",9,32,36,26,21,35,30,16,38,15,9,9
"NWMN_RS08460",90,28,21,29,17,17,4,25,38,15,19,21
"NWMN_RS08465",358,274,286,363,481,299,136,279,258,338,332,196
"NWMN_RS08470",811,288,620,1759,3536,1508,2194,2602,1775,10707,3281,9076
"NWMN_RS08475",430,157,269,687,1184,612,739,1191,696,4118,1709,3921
"NWMN_RS08480",2373,737,1354,3584,6733,3783,4200,6810,4319,23751,6255,18882
"NWMN_RS08485",282,111,119,517,1110,532,662,1400,653,3817,1164,2966
"NWMN_RS08490",1484,544,1304,2954,4352,3130,4392,5718,4496,23717,4896,19644
"NWMN_RS08495",976,229,589,1485,1962,1578,1917,2579,2161,10936,2502,9664
"NWMN_RS08500",6180,5536,5337,5542,7077,4698,6703,7028,6735,4778,5312,3147
"NWMN_RS08505",9029,7386,6681,5520,8230,4927,8084,8745,8250,4729,5342,2862
"NWMN_RS08510",7324,5984,5478,4157,6889,4036,7441,7212,7550,3405,3395,1980
"NWMN_RS08515",18977,14518,15379,10811,22497,11857,17611,20319,19250,8247,9809,5624
"NWMN_RS08520",976,1209,982,589,1298,677,1163,1419,1408,595,636,399
"NWMN_RS08525",4892,2935,4915,4733,6209,4244,3988,5796,4745,4364,4508,3268
"NWMN_RS08530",21380,10876,18112,19930,21480,15082,16354,21014,15892,17673,17753,12192
"NWMN_RS08535",4787,2249,3511,3695,3777,2695,3313,4074,2971,3297,3605,2127
"predicted RNA",668,362,600,419,472,419,493,627,557,446,311,287
"NWMN_RS08540",11546,8839,10171,7332,9159,7369,9566,11822,11327,5213,5635,3403
"predicted RNA",575,635,645,566,815,560,740,1177,766,520,1030,391
"NWMN_RS08545",9245,5901,7134,4475,7362,3932,8404,10790,9588,4090,4477,2538
"NWMN_RS08550",1703,1277,1231,988,1372,893,1474,2288,1772,779,865,472
"NWMN_RS08555",7293,5314,4934,5563,9314,4938,6832,8864,7458,4835,5282,3195
"NWMN_RS08560",15179,9429,12399,12347,20790,12285,16304,17777,17178,9969,11813,6763
"NWMN_RS08565",1403,569,1163,1141,1208,941,903,1425,986,1500,1170,924
"NWMN_RS08570",33,41,24,32,61,27,12,37,47,36,61,22
"NWMN_RS08575",239,156,163,233,443,168,191,331,241,317,508,213
"NWMN_RS08580",1489,903,888,1344,1488,881,1028,1339,1162,903,1318,705
"NWMN_RS08585",6388,3848,4797,6238,6311,4771,4139,5926,4902,5626,4925,4004
"NWMN_RS08590",10472,8022,9392,10672,16120,12705,9014,10806,13223,9295,9673,6788
"NWMN_RS08595",24,120,41,79,109,37,56,94,33,155,59,56
"NWMN_RS14995",20820,15138,11794,22713,27161,17744,13780,23183,14520,53274,53213,68531
"NWMN_RS08600",22694,18515,20338,18218,30430,18990,19884,19941,24770,10953,12036,8498
"NWMN_RS08605",6711,5476,5115,4021,7313,3900,5047,6283,5995,2244,3091,1738
"predicted RNA",2226,1617,1512,618,1231,476,1516,2562,2056,539,1086,478
"NWMN_RS08610",10862,6938,9900,7940,11747,7399,3223,5065,4545,3555,2927,2187
"NWMN_RS08615",6620,3159,5793,4320,6461,4143,1909,2556,2387,2081,2025,1506
"NWMN_RS08620",21355,10918,16982,13605,18141,13261,5903,7164,7162,5884,4554,4055
"NWMN_RS08625",2989,2256,2377,2363,3307,1829,1777,2127,2425,1278,1792,1012
"NWMN_RS08630",4697,3748,4112,2898,5270,3266,2720,2673,3469,1389,1821,859
"NWMN_RS08635",18687,15893,18000,17776,27055,17295,17311,20530,24172,16171,15833,11061
"NWMN_RS08640",537,767,440,630,682,473,445,717,740,435,793,457
"NWMN_RS08645",50705,37402,58512,33749,34721,39447,27843,36190,41889,17072,20337,11772
"NWMN_RS08650",14609,14738,15676,8181,11332,9069,15689,14568,19132,6589,6091,5059
"NWMN_RS08655",16979,13888,13079,8771,11599,8096,14216,15446,15593,6684,7015,5190
"predicted RNA",876,770,857,583,1072,811,607,970,924,539,575,374
"NWMN_RS08660",6483,5481,5705,4616,6922,5206,4780,6600,6214,3755,4570,2585
"NWMN_RS08665",1190,1289,1313,900,1141,960,1376,1198,1643,711,707,633
"NWMN_RS08670",6957,6949,6756,4934,6744,4529,7316,7519,8297,4427,4479,3433
"NWMN_RS08675",18969,21839,19920,16480,24202,17554,18504,18419,24396,7523,13544,4398
"NWMN_RS08680",26696,36147,28204,23122,38690,28754,27011,27819,39478,11673,15995,6626
"NWMN_RS08685",13421,19984,13101,12507,20227,12028,12280,14989,15433,5843,11311,3688
"predicted RNA",1016,887,548,844,1363,674,585,1030,614,440,1580,267
"NWMN_RS08690",2057,1721,3106,2072,3260,2414,2640,2275,3347,2144,1531,1488
"NWMN_RS08695",9168,5136,8629,7625,10568,7410,6957,8287,8826,5966,7161,4852
"NWMN_RS08700",35,72,83,17,81,32,77,190,71,37,92,37
"NWMN_RS08705",109,137,174,140,200,127,220,369,277,232,290,144
"NWMN_RS15360",12,6,25,20,5,17,31,9,16,1,14,11
"NWMN_RS08710",603,327,420,537,594,399,451,446,480,357,444,276
"NWMN_RS08715",409,172,251,288,246,325,330,265,371,403,240,279
"NWMN_RS08720",48,45,106,86,104,92,106,114,195,130,86,95
"NWMN_RS08730",18137,12687,18158,10916,14228,11658,14739,16115,16384,8497,8255,6222
"NWMN_RS08735",60732,40603,53454,32416,45591,37858,42271,51534,50105,25742,26794,18525
"predicted RNA",1595,1500,1305,1217,1782,934,1083,1816,1153,857,1021,649
"NWMN_RS08740",3121,1686,2155,3617,3561,2571,2653,2994,2633,3447,3484,2428
"NWMN_RS08745",3096,1887,2942,2434,3902,1994,3079,3028,4541,4541,2562,4051
"NWMN_RS08750",54,36,40,42,59,25,45,44,26,55,50,53
"NWMN_RS08755",14643,9451,11713,14016,18475,12578,11092,14950,13897,9857,11868,7016
"NWMN_RS08760",8273,4836,7071,6885,8895,7095,6730,6701,9124,5442,5323,4270
"NWMN_RS08765",2253,1650,1386,1634,2876,1456,1429,2710,1963,960,2462,889
"NWMN_RS08770",3877,4354,4109,3969,5616,3223,5472,5827,7076,2418,3284,1784
"NWMN_RS08775",1905,2697,1731,1843,3487,1281,2669,3381,3448,1784,1809,1279
"NWMN_RS08780",28947,23403,20195,28112,44665,20968,36972,44531,49027,32701,31428,23956
"NWMN_RS08785",911,827,970,697,841,593,915,1082,1068,512,535,307
"NWMN_RS08790",29210,22161,32443,23994,30116,23857,22394,25187,30692,16605,14837,12112
"predicted RNA",1489,2227,2005,1485,2100,1149,1736,2248,1899,624,765,326
"NWMN_RS08795",26218,25151,23418,22233,30020,19097,21223,25023,24798,15264,15486,11111
"NWMN_RS08800",278,342,350,203,210,160,256,429,380,175,103,128
"NWMN_RS08805",8564,5835,7835,4165,4887,4015,5821,8728,7258,4017,2855,3593
"NWMN_RS08810",1165,576,659,525,592,444,565,1048,725,452,445,407
"NWMN_RS08820",2962,4027,2673,2700,4373,2376,2495,3248,2943,1264,2787,963
"NWMN_RS08825",2739,4489,1741,2446,4267,1794,2336,3303,1983,1152,2952,781
"NWMN_RS08830",14616,15900,11874,10503,22040,10411,14628,15899,15642,4853,9908,3266
"NWMN_RS08835",17381,11982,25103,12141,15151,13120,9556,10766,12016,14506,8796,10846
"NWMN_RS08840",19814,16696,16406,17483,27421,16471,15425,20720,19121,11813,14626,9051
"predicted RNA",2412,2056,1857,1876,3504,1936,1489,2755,1977,1123,1612,864
"NWMN_RS08845",1212,1016,1015,803,1562,914,976,1530,1368,692,1483,712
"NWMN_RS08850",8318,5273,6555,5565,6783,4869,5762,7324,6301,4938,4199,3962
"NWMN_RS08855",11680,6085,7321,7026,9318,6908,6299,10806,7917,6206,6039,4933
"NWMN_RS08860",2228,1519,1133,1663,1709,1061,1308,2038,1209,1575,1262,1229
"NWMN_RS08865",180,177,320,343,655,416,327,337,301,9395,375,22234
"NWMN_RS08870",2685,1369,2316,2255,2797,1915,1718,2632,2003,1851,2067,1639
"NWMN_RS08875",3946,1800,2652,2066,2797,1846,2308,3598,2295,2131,1741,1602
"NWMN_RS08880",16458,8447,16197,12213,12523,11866,10339,15043,11967,11462,8993,9579
"NWMN_RS08885",370,414,436,283,525,420,1188,1764,1830,775,829,578
"NWMN_RS08890",3079,2239,3627,4678,6723,3982,2798,2745,3460,8144,3553,8647
"NWMN_RS08895",2595,1467,2352,3640,4537,3006,1989,2116,2389,6900,3118,7955
"NWMN_RS08905",8511,2840,10173,13081,27029,14976,3608,5855,3743,76647,11648,75198
"NWMN_RS08910",5284,1843,7696,9410,13493,9951,2409,3544,2569,58697,6700,56890
"NWMN_RS08915",65990,33851,61217,64420,79137,61257,44976,54490,60208,64826,41180,45900
"NWMN_RS15365",39,17,0,7,9,3,8,35,30,5,8,14
"NWMN_RS08930",61976,37151,53033,47947,55174,46932,49262,53887,63104,20315,33200,15111
"NWMN_RS08935",59571,32487,38217,40787,48506,37176,38317,49845,48022,11931,33596,10162
"NWMN_RS08940",13201,6474,11492,7295,10334,8400,8081,8759,9601,3655,5509,1990
"NWMN_RS08945",7796,4490,7279,4338,6068,4863,4680,5373,5895,2117,3186,1396
"NWMN_RS08950",12677,6315,10131,6768,9193,7158,7015,8033,7908,3314,5140,2412
"NWMN_RS08955",18237,10041,17166,10757,13006,11985,11798,13706,14926,10623,6742,8212
"NWMN_RS08960",3118,1687,2397,2121,2084,1804,1946,2436,2091,1918,1657,1657
"predicted RNA",6569,2524,2903,3075,3825,2273,1957,4638,1857,2101,4040,1849
"NWMN_RS08965",5181,2866,4352,4051,3999,3770,3458,4200,3541,3983,3230,2906
"NWMN_RS08970",2284,1738,1910,3569,6307,3132,1632,2841,2046,3444,3393,3865
"NWMN_RS08975",2780,1648,2542,4329,8205,3895,2072,2904,2537,10011,5439,9684
"NWMN_RS08980",4865,2441,4225,4548,5264,4049,2636,3895,3598,3557,3796,3100
"NWMN_RS08985",0,3,0,4,2,0,0,1,1,16,1,18
"NWMN_RS08990",3238,1706,4287,9941,14738,14697,1668,1698,2608,51737,6694,45339
"NWMN_RS08995",6515,2585,6075,6812,4954,4192,3222,4452,3128,8619,5191,6535
"NWMN_RS09000",39970,24513,32465,27767,36018,25203,30027,36403,42480,12500,18780,8925
"NWMN_RS09005",3404,2346,3401,2121,2472,2008,2081,2880,2562,1616,1502,1098
"NWMN_RS09010",14641,7539,15270,14843,19433,14840,8679,13773,12278,13148,9665,11081
"NWMN_RS09015",4626,3622,4729,2459,4270,3511,4612,4658,6300,1404,1993,775
"NWMN_RS09020",5086,4623,4490,2723,5027,3586,5294,5760,6055,1390,2301,905
"NWMN_RS09025",3222,3126,3490,1692,3832,1976,3670,4019,4749,938,1301,521
"NWMN_RS09030",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS09035",8497,6622,9151,8371,9316,7948,7002,8488,8881,8714,5916,7230
"NWMN_RS09040",1067,539,828,985,1142,938,842,1042,979,854,969,495
"NWMN_RS09045",42132,53780,46373,38569,67566,43744,53799,44939,68908,18947,27495,10249
"NWMN_RS09055",1671,599,1454,1064,1430,945,972,1356,1314,1254,1158,1087
"NWMN_RS09060",2131,673,1414,1411,1796,1263,801,1288,1139,1754,1187,1347
"NWMN_RS09065",13672,4689,12847,10569,10295,8624,17644,18210,21572,11954,12495,6087
"NWMN_RS09070",10627,3872,8921,7254,9037,5939,12352,15943,17204,8673,11128,4686
"NWMN_RS09075",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS09080",3789,2100,4247,3598,3925,3115,5275,6294,7609,4269,4962,2650
"NWMN_RS09085",12152,7638,12201,13347,17129,14052,12572,13123,17225,10211,11165,7532
"NWMN_RS09090",1930,1266,1512,2160,2480,1947,1619,2210,2242,1631,2443,1214
"NWMN_RS09095",12213,4709,10691,9002,11676,6675,5295,7679,6135,6045,6810,4591
"NWMN_RS09100",4280,3500,3239,3439,5425,3243,3497,3265,4485,1832,2579,1347
"NWMN_RS09105",866,761,708,1005,1098,868,948,1076,1076,973,958,717
"NWMN_RS09110",0,0,0,0,0,0,0,0,0,0,0,0
"NWMN_RS09115",2954,1001,620,317,767,411,2215,12763,1527,424,571,322
"NWMN_RS09120",0,2,0,0,1,0,0,0,8,0,1,0
"NWMN_RS09125",6339,2835,5493,12037,15111,11779,1546,1938,1798,26558,6247,22638
"NWMN_RS09130",482,386,803,680,1323,733,652,706,610,12162,698,11449
"NWMN_RS09135",320,63,198,224,194,247,198,108,311,3326,176,2708
"NWMN_RS09140",283,107,206,243,357,181,162,137,357,2966,223,2459
"NWMN_RS09145",12650,7199,7704,8225,16929,6740,5774,10888,6917,16103,8730,10835
"NWMN_RS09150",23,0,0,3,0,0,0,2,10,0,0,0
"NWMN_RS09155",11875,6020,7583,8983,11761,7342,13056,22062,15500,9508,17775,5095
"NWMN_RS09160",0,2,0,4,3,3,5,5,0,0,0,2
"NWMN_RS09165",9031,5115,6873,4068,6208,3263,6944,9090,5073,9687,3587,9582
"NWMN_RS09170",5054,4359,4818,7203,10290,5616,4599,5340,4721,15939,8041,12087
"NWMN_RS09175",12881,10266,12765,7587,11453,8402,8994,10188,11249,7617,6407,5243
"NWMN_RS09180",40468,31828,38417,14039,19499,15568,27083,31019,29742,14412,8939,12339
"NWMN_RS09185",2456,2489,2815,1323,1573,1185,2475,2365,2247,1460,775,1305
"NWMN_RS09190",3142,3381,3606,1984,2817,1939,2916,3207,3321,2184,1535,2089
"NWMN_RS09195",674,410,544,552,564,386,398,606,433,541,504,507
"NWMN_RS09200",10415,5401,9942,6991,7142,6237,6038,8627,7084,6937,5680,5816
"NWMN_RS09205",468,465,835,576,868,565,745,635,885,956,506,715
"NWMN_RS09210",1300,637,778,1071,990,594,679,874,811,908,953,713
"NWMN_RS09215",11297,9922,11794,8615,17979,9919,13146,13983,18184,6985,7279,4585
"predicted RNA",260,197,270,183,348,204,228,279,354,176,143,94
"NWMN_RS09220",18075,12524,15782,12441,20445,12249,17989,19603,23744,10350,12162,6406
"NWMN_RS09225",8544,4191,8048,5177,6259,4476,4682,6537,7254,4971,3196,3563
"NWMN_RS09230",25252,12848,23671,18813,19141,17464,16877,19935,22992,17758,13727,13416
"predicted RNA",2864,1558,2838,2856,4251,2766,2760,2153,1982,7193,2860,5341
"predicted RNA",7008,5060,7295,8982,15337,9179,5681,6886,6668,21687,10331,20777
"NWMN_RS09235",3552,2359,2808,4279,7117,3076,2718,3853,2398,8222,6038,6043
"NWMN_RS09240",9243,5831,9323,6183,9496,6319,6941,8806,8562,5296,5354,3617
"NWMN_RS09245",9568,5729,9577,7249,9234,7615,8228,8084,9726,6216,5581,4536
"NWMN_RS09250",5631,3043,4289,4814,6452,4955,4341,4257,5091,4554,3697,3476
"NWMN_RS09255",928,724,679,356,536,263,11824,18376,17101,5394,4448,4023
"NWMN_RS09260",6589,3673,4557,4885,8989,5269,3497,7058,4728,2898,4789,1882
"NWMN_RS09265",17805,11693,14398,15648,21787,14984,13050,19149,16685,10712,13649,6949
"NWMN_RS09270",2595,2406,2582,2247,3335,2033,3515,3861,4164,2007,2143,1287
"NWMN_RS09275",10566,5088,8144,6853,8440,6855,9562,9201,9949,4019,6345,2149
"NWMN_RS09280",3819,2635,3824,3002,4120,2868,3674,4440,4676,1755,2581,1012
"NWMN_RS09285",455,404,521,691,1064,484,61,62,47,150,75,150
"NWMN_RS09295",33,36,29,25,85,14,59,82,59,30,59,14
"NWMN_RS09300",6091,3964,6294,6076,9753,6775,4537,6353,6545,6533,4857,4694
"NWMN_RS09305",9,7,21,28,169,31,43,30,23,8,53,2
"NWMN_RS09310",178,51,304,290,266,241,17,86,70,11072,163,9948
"predicted RNA",15,18,43,50,210,93,21,28,27,13,52,6
"NWMN_RS09315",416,253,614,1212,3471,1604,318,383,315,147,768,189
"NWMN_RS09320",5497,2568,5718,11326,39435,17829,2909,4523,3504,1532,7262,1368
"NWMN_RS09325",4285,1966,5060,8077,32781,16055,2269,3682,3500,1474,4934,1149
"NWMN_RS09330",8566,3424,8595,16936,48325,22885,3935,6287,4609,2934,9842,2243
"NWMN_RS09335",554,507,693,930,1544,919,588,568,523,1614,872,1366
"NWMN_RS09340",3,125,49,37,118,27,88,96,119,92,93,34
"NWMN_RS09345",1208,1028,1079,1022,2809,1394,1313,1734,2464,1163,1219,798
"NWMN_RS09350",414,309,320,285,640,338,412,499,622,414,307,230
"NWMN_RS09355",18620,11998,17708,15582,30554,17316,13700,15897,17262,9146,12378,5898
"NWMN_RS09360",667,383,430,438,437,314,303,441,301,309,361,225
"NWMN_RS09365",0,10,0,5,2,0,1,18,9,13,23,9
"NWMN_RS09370",9,13,8,4,28,2,30,46,15,8,10,20
"NWMN_RS09375",580,598,684,734,821,401,682,740,686,269,440,100
"NWMN_RS09380",30,32,57,36,57,15,44,71,95,35,23,33
"NWMN_RS09385",13922,6228,14093,11081,17229,9516,7599,13814,9663,13578,10377,10907
"NWMN_RS09390",18,17,46,18,23,0,13,17,43,13,19,4
"NWMN_RS09395",392,237,392,363,490,325,328,469,331,139,363,81
"NWMN_RS09400",517,210,381,461,397,289,424,424,311,141,257,77
"NWMN_RS15390",13,11,0,1,13,0,4,25,24,5,9,0
"NWMN_RS09415",3324,1206,2600,3240,4028,3067,1245,1352,1236,2868,1586,2279
"NWMN_RS09420",7286,5112,6455,7149,10606,6325,6531,7677,6506,5907,6424,4029
"NWMN_RS09425",12426,8625,10470,8765,10649,8087,11558,11627,13276,2915,5924,1584
"NWMN_RS09430",629,362,701,1557,2806,1585,427,439,540,30379,1892,33665
"NWMN_RS09435",416,359,343,426,454,519,362,410,462,338,439,194
"NWMN_RS09440",1582,735,1292,1246,1765,1221,938,1251,1083,941,1133,686
"NWMN_RS09445",1265,504,748,773,1383,783,389,983,525,568,1081,362
"NWMN_RS09450",806,621,651,511,533,189,340,869,602,416,630,360
"NWMN_RS09455",3946,1745,2845,2705,3599,2760,2184,2922,2657,2539,2412,1986
"NWMN_RS09460",6200,2874,4776,4502,5748,4202,3793,4906,3761,4300,4462,3108
"NWMN_RS09465",7,32,0,13,18,12,10,49,5,28,27,3
"NWMN_RS09470",1248,638,915,2528,4034,2261,600,687,627,16712,4159,17204
"NWMN_RS09475",2811,1434,3092,6796,10653,7005,2321,1533,2359,50998,7716,46261
"NWMN_RS09480",641,381,375,505,679,526,202,226,125,1847,479,1695
"NWMN_RS09485",18,22,8,44,42,25,36,14,9,88,14,155
"NWMN_RS09490",241,196,344,310,376,365,159,103,111,840,193,751
"NWMN_RS09495",182,89,177,104,122,67,209,249,203,53,78,49
"NWMN_RS09500",0,17,8,18,25,2,10,14,7,13,4,16
