"gene_id","WT_T6_Rep1_S62","WT_T6_Rep2_S63","WT_T6_Rep3_S64","walR_T6_Rep1_S71","walR_T6_Rep2_S72","walR_T6_Rep3_S73","tunR_T6_Rep1_S80","tunR_T6_Rep2_S81","tunR_T6_Rep3_S82"
"SA_RS11465",41,4,320.5,16,130.5,127.5,234,187,201
"SA_RS11470",33,4,479,5.5,78.5,93.5,235.5,180,325.5
"SA_RS11475",7.5,4.5,105.5,2.5,11,6.5,39.5,32,82.5
"SA_RS11480",10.5,7.5,154.5,0,33,28.5,100.5,54.5,130
"SA_RS11485",40,14,305,5,37,53.5,106.5,190.5,271
"SA_RS15280",14.5,4,188,0,26,28,69,78,226
"SA_RS15285",49.5,6,197.5,4,49,61.5,113,165,276
"SA_RS11500",144,28,994,54,576,706,770,364,1121
"SA_RS11505",139,22,541.5,40,412,403.5,416,395,540
"SA_RS11510",2,4,49.5,10,43,81.5,70,10,110
"SA_RS11515",0,0,179,0,76,202,219,22,312
"SA_RS11520",275,38,1186,40,719,866,1031,456,966
"SA_RS11525",6,0,145,2,53,114,160,14,147
"SA_RS11530",0,0,1,2,5,4,11.5,2,0
"SA_RS11535",22,0,244,7,188,193,200.5,55,206
"SA_RS11540",493,53,1752,93,1148,1412,2185,1241,2386
"SA_RS11545",82,14,931,28,480,481,665,205,721
"SA_RS11550",18,4,185,4,101,171,94,107,196
"SA_RS11555",270.5,102,4932,47,1452.5,1984,2828,1272,3179.5
"SA_RS11560",1663.5,470,17318,259,5891.5,8333,10877,7077,11731.5
"SA_RS11565",0,0,30,0,6,16,7,1,18
"SA_RS11570",1292,199,21967,241,12194,17914,18535,3164,20328
"SA_RS11575",112,15,4876,14,1464,2662.5,2954.5,228.5,3071
"SA_RS11580",17,0,697,2,241,411.5,487.5,45.5,261
"SA_RS14890",76,18,529,12,294,426,576,195,593
"SA_RS14895",8,2,365,0,199,287,251,18,211
"SA_RS15240",29,2,197,4,115,187,152,60,138
"SA_RS11590",2,0,21,0,20,30,22,7,44
"SA_RS11595",19,10,303,4,146,224,148,53,219
"SA_RS11600",2478,450.5,11408.5,712.5,10447,8563,11088.5,6394,10180.5
"SA_RS11605",2536,577.5,15359.5,748.5,13208,12439,15342.5,5575,14697.5
"SA_RS11610",375.5,46,1610,110,1170,1256,1714,793.5,1681.5
"SA_RS11615",347.5,36.5,1969.5,51.5,1208.5,1281.5,1843.5,873.5,1692.5
"SA_RS11620",288,98,2239.5,81,1562.5,1762,2069,787.5,2036.5
"SA_RS11625",312,59.5,1539,55.5,1058,1214.5,1326.5,755.5,1338.5
"SA_RS11630",952,149,10586,332,7676.5,8223.5,8328,2443.5,10474.5
"SA_RS11635",4153,424,29385,710,25124.5,25077.5,26972,11251.5,28821.5
"SA_RS11640",1856.5,407.5,11810.5,682.5,8930.5,8439.5,9253.5,6174.5,9906
"SA_RS11645",1835,541.5,12198,725,10470.5,11325,12223,3476,13086
"SA_RS11650",1444.5,414.5,4491,586.5,4415.5,4466.5,4994,2078,5304
"SA_RS11655",1542,165.5,6917.5,249,5650.5,6001,7044.5,4085.5,7040
"SA_RS11660",3157.5,657,17548.5,1396.5,14225,14443.5,14157,7525,16003.5
"SA_RS11665",5164,239,36852.5,596,30781.5,33555,31963.5,13293,39934
"SA_RS11670",1859,303,11962,639.5,10577,9466.5,9480,5178,9993.5
"SA_RS11675",998,111,5516.5,236,4718.5,4451.5,3975,1684.5,4414
"SA_RS11680",3522.5,546,16322,897.5,15582.5,14099,14555,9215.5,16122
"SA_RS11685",1573,329.5,9656.5,510.5,8436,9036.5,7951.5,2653,9969.5
"SA_RS11690",1269,146,12686.5,325.5,10227,10112.5,9217.5,3437.5,10796
"SA_RS11695",1962,339,17506.5,668,15793,17090,16991.5,4708.5,19287.5
"SA_RS11700",1473.5,260,13487.5,481,12028.5,13459.5,13025,3551.5,16057.5
"SA_RS11705",3629,291.5,19025,648,17282,18327,18208.5,8758,21252
"SA_RS11710",1317.5,270,19190,574.5,16359.5,17946.5,16484.5,2704.5,19105
"SA_RS11715",3049.5,311,18211,756.5,14588.5,15232,13175,8601,16768
"SA_RS11720",951,226.5,12745.5,503,11225,12860,12702,2563.5,13904.5
"SA_RS11725",897.5,510.5,7068,720.5,6222,6930,6669,1840.5,7585.5
"SA_RS11730",1701.5,189.5,12462.5,362.5,10074,10091.5,9954.5,4671,11719.5
"SA_RS11735",3267.5,433,18018,802.5,14935,14610.5,13724,8327,15697.5
"SA_RS11740",1607,363.5,13613.5,609,11089,14140,13390,3930.5,16048.5
"SA_RS11745",2662,592,9591,887,9201,8971.5,9337.5,6091.5,9938
"SA_RS11750",3967.5,876.5,30391.5,1485.5,24385.5,23921.5,22086.5,11859.5,25623.5
"SA_RS11755",718.5,219.5,8450.5,354.5,6442,7376,7141,1683,8059
"SA_RS11760",2723.5,612,22506.5,1102.5,18141.5,19709,17241.5,7016,21264
"SA_RS11765",2221.5,637.5,24533,991.5,20394,24299.5,23860.5,5318.5,26636.5
"SA_RS11770",2155,434.5,12568.5,693,10945,10647,10193.5,5507,10893
"SA_RS11775",138,10,2711,5,1438,2079,2445,271,3207
"SA_RS11780",3312,292,14921,645,17178,10692,21289,8521,14165
"SA_RS11785",577,141,4354.5,178.5,3351.5,3865,3720,1246.5,3720.5
"SA_RS11790",3,0,64.5,4.5,52.5,70,74,18.5,86.5
"SA_RS11795",394,50,2009,34,1353,1632,1486,1069,2376
"SA_RS11800",250,10,1986,30,1544,1714,1682,536,1422
"SA_RS11805",78,11,538,19,388,469,382,161,342
"SA_RS11810",73,12,507,25,303,370,358,131,361
"SA_RS11815",20,0,275,8,182,215,325,24,270
"SA_RS11820",70,6,1103,8,757,777,865,266,791
"SA_RS11825",928,238,6670,328,3607,4352,5918,2166,6481
"SA_RS11830",1299,217,5576,262,4108,4857,5415,2592,5414
"SA_RS11835",47.5,5.5,486,11.5,336,418,320,78,341
"SA_RS11840",123.5,15.5,904,36.5,803,1028,731,285,1026
"SA_RS11845",16,2,200,4,117.5,144,121.5,35.5,243.5
"SA_RS11850",54,13,356,5,224.5,259,232.5,119.5,387.5
"SA_RS11855",100,12,735,12,332,481,587,246,616
"SA_RS11860",6,3,99,0,84,111,106,18,113
"SA_RS11870",667,64,3613.5,143,2668,2684.5,3491,1787.5,3549.5
"SA_RS11875",179,11,1464.5,12,1033.5,1013,1308,419,1221.5
"SA_RS11880",74,15,617.5,18,413,471.5,558.5,178.5,649.5
"SA_RS11885",324,35,1208,56,962.5,987,1568.5,839.5,1617
"SA_RS11890",641.5,81,1917,85.5,1696,1683,3049.5,1463.5,2828
"SA_RS11895",1053.5,98,3990.5,239.5,2947,2989,5351.5,2422,4920.5
"SA_RS11900",219,61,1624,110,1171.5,1241.5,1491,613.5,1758.5
"SA_RS11905",491,101,1707,180.5,1457.5,1033,2105,1361.5,1626
"SA_RS11910",970,128,3104,276.5,2553,2180.5,4787,2412,3536.5
"SA_RS11915",558,51,2241,129.5,1701,1372,2739.5,1092,2127
"SA_RS11920",634,61.5,2390,77.5,1980,1506.5,3069,1520,2274
"SA_RS11925",492,104.5,4139,135,3542,3168.5,6341.5,999,4939
"SA_RS11930",99,14,770,29,413,514,546,387,535
"SA_RS11935",74,14,564,32,426,448,494,234,579
"SA_RS11940",60,11,381,4,342,349,380,186,388
"SA_RS11945",72,7,395,10,284,337,398,141,454
"SA_RS11950",107,107,1876,83,1063,1896,885,457,2081
"SA_RS11955",579,120,2753,160,2210,2082,1853,1783,2904
"SA_RS11960",20,4,110,4,76,100,91,52,78
"SA_RS11965",75,20,227.5,12,117.5,192.5,209.5,364,319
"SA_RS11970",59.5,10,335,12,155,304.5,259,238.5,442.5
"SA_RS11975",140.5,46,1124.5,23,498.5,752.5,691.5,490,1151.5
"SA_RS11980",35,6,348,8,196,286.5,238,106,369
"SA_RS11985",47,9.5,414.5,4,253.5,362,332,172.5,563
"SA_RS11990",91.5,30,803,14,344,539,521,317.5,700
"SA_RS11995",74.5,8.5,753.5,12,396.5,590,505,289.5,819
"SA_RS12000",332,46,9100,49,2512,6270,3979,1166,6533
"SA_RS12010",390,48,1529,71,821,934,1606,904,1575
"SA_RS12015",85,8,846,16,339.5,390,815.5,329.5,1102
"SA_RS12020",203,41,2708,58,1034.5,1204,1815.5,1158.5,3133
"SA_RS12025",418,104,2448,181,2117.5,1574.5,5922,3220,5018.5
"SA_RS12030",42,2,884,13,446.5,960.5,133,89,346.5
"SA_RS12035",153,17,1971,48,1379,2025,1193,590,2265
"SA_RS12040",233,54,1955,96,1958,2591,1116,788,2408
"SA_RS12045",67,30,784,56,483,664,519,189,490
"SA_RS12050",153,70,857,16,202,312,1213,711,2252
"SA_RS12060",646,240,4946,188,1692,2662,2370,2133,5214
"SA_RS12065",348,32,1937,52,1644,1878,1995,766,2129
"SA_RS12070",490,103,3489.5,177,2612,2666,3042,1251,3479
"SA_RS12075",0,0,281.5,0,160,172,156,2,113
"SA_RS12080",735.5,123.5,4211.5,160,2902,2639.5,4520.5,1165.5,3482
"SA_RS12085",6688.5,912.5,26925.5,1539,22036,20329.5,28464.5,14137.5,26274
"SA_RS12090",606,134,2606,182,2087,2486,2162,1458,2756
"SA_RS12095",154,20,1305,17,856,1130,1040,384,1456
"SA_RS12100",534,42,2979,59,1869,2768,2982.5,1192,3543
"SA_RS12105",157,11,1727.5,23,1367.5,1345,1337.5,319.5,1405
"SA_RS12110",3,1,110.5,1,52.5,61,52,3.5,54
"SA_RS12115",892,84,6799,119,3330,4005,6956,2792,8004
"SA_RS12120",555,140,4386,79,2229,2577,2997,2425,4309
"SA_RS12125",197.5,30.5,1470.5,25.5,1066,1230,1212.5,550,1324.5
"SA_RS12130",95.5,19.5,619.5,9.5,470,483,514.5,348,552.5
"SA_RS12135",57.5,8,450,2,297,324.5,335,158,355.5
"SA_RS12140",222.5,14,1346,46,961,1411.5,948,473,1424.5
"SA_RS12145",47,4,451,5,290,322,270,153,414
"SA_RS12150",77,11,567,22,396,398,545,303,501
"SA_RS12155",131,40,1126,26,380,438,601,538,1056
"SA_RS12160",65,2,552,6,446,407,374,277,416
"SA_RS12165",878,64,2956,105,2028,2600,3037,1944,3736
"SA_RS12170",333,34,1923,73,1394,1522,1550,947,1698
"SA_RS12175",10,0,401,2,234,405,242,65,353
"SA_RS12180",1135,382,5239,343,2998,4215,2841,3019,4998
"SA_RS12185",170,26,858,65,760,977,668,322,871
"SA_RS12190",76,48,973.5,16,132.5,262,305,345,614
"SA_RS12195",109,44,1176.5,14,136.5,252,355,454,1097
"SA_RS12200",16,6,453,4,140,296,186,95,634
"SA_RS12205",2,0,55,0,23,37,16,8,82
"SA_RS12210",352,89,1971,170,1577,1906,806,1189,2223
"SA_RS12215",327,189,3277,114,1646,2132,5407,1966,6603
"SA_RS12220",315,28,1267,95,1100,979,1356,788,1199
"SA_RS12225",154,26,1097,27,735,709,802,433,975
"SA_RS12235",478,33,1979,46,1751,1535,2895,831,1777
"SA_RS12240",337.5,23,379,89,463,407,802,667,544
"SA_RS14920",31.5,2,102,8,104.5,71,168,80,106
"SA_RS12245",267.5,33,1617,71,1492,1596.5,1692,695.5,1465.5
"SA_RS12250",269.5,32,1114,90,1239.5,1145.5,1098,637.5,1178.5
"SA_RS12255",88,8,550,20,578,537,604,237,436
"SA_RS12260",31,8,203,8,158,176,171,114,182
"SA_RS12265",194,18,1757,28,972,1159,1128,684,1186
"SA_RS12270",698.5,110,2939,156,2120,2229.5,2529,1569.5,2718
"SA_RS12275",152.5,13,1499,33,1240,1296.5,1255,499.5,1236
"SA_RS12280",290.5,76,1435.5,104,926.5,1247.5,1212,733,1911.5
"SA_RS12285",148.5,17,1384.5,22,884.5,1028.5,1089,415,1280.5
"SA_RS12290",247,66,2019,48,1301,1521,1449,527,1686
"SA_RS12295",127,13,1561,5,732,1124,770,312,1117
"SA_RS12300",1619.5,364,12284,456,5663.5,6561,11987,5302,13166
"SA_RS12305",1581.5,166,6807,197,3829.5,4288,7628,4666,8659
"SA_RS12310",78,7,1210,16,745,972,624,173,773
"SA_RS12315",211,19,869,55,654,708,969,555,977
"SA_RS12320",4,1,64.5,2.5,30.5,43,31.5,8,34
"SA_RS12325",181,47,2036.5,51.5,1179.5,1789,1569.5,387,2152
"SA_RS12335",84,26,1270,24,579,815,780,322,1178
"SA_RS12340",178,53,1150,60,624,889,614,508,1179
"SA_RS12345",12,2,63,2,66.5,71.5,73,41,65.5
"SA_RS12350",5,0,56,0,52.5,77.5,55,16,61.5
"SA_RS12355",21,12,241.5,12,147.5,167.5,209.5,71.5,265
"SA_RS12360",182,41,1164.5,58,760.5,946.5,969.5,488.5,1094
"SA_RS12365",21.5,2,313.5,0,107,201,193,49.5,308
"SA_RS12370",116.5,16,429.5,11,215,308,545,334.5,580
"SA_RS12375",944,255,5821,225,2539,3102,3765,3196,6769
"SA_RS12380",13709,1007,68797,2264,53542,42069,91646,30447,69056
"SA_RS12385",502,68,3714,78,2185,2559,3142,1304,3564
"SA_RS12390",507,242,4255,519,3124,5044,2924,1177,5289
"SA_RS12395",32,2,359,6,262,412,172,70,319
"SA_RS12400",348,29,2069,46,1768,1707,1727,727,1680.5
"SA_RS12405",58.5,11,700.5,18.5,487,695.5,229,335,635
"SA_RS12410",122,24,1217.5,50.5,854,1631.5,495,725,1519
"SA_RS12415",1.5,0,7,0,7,22,11,5,18.5
"SA_RS12420",162,8,1185,16,934,761,1541,367,1015
"SA_RS12430",1440,299,13360,392,7119,8715,11463,4220,10445
"SA_RS12435",266.5,70,2019.5,83,1200,1622,2028,561,2552
"SA_RS12440",167.5,60,2608.5,37,1290,1849,1793,430,2308
"SA_RS12445",641,95,5601,47,1404,2280,2580,3960,6123
"SA_RS12450",141,25,1347,10,279,485,542,1247,1254
"SA_RS12455",181,27,2352,20,806,1215,1251,653,1584
"SA_RS12460",244,40,2053,51,1423,1668,1029,594,1677
"SA_RS12465",162,9,1524,31,1207,1143,1755,268,1208
"SA_RS12470",1523,104,7836,216,6529,6881,6849,3531,6984
"SA_RS12475",28,2,748,6,642,677,730,95,663
"SA_RS12480",133,40,4974,26,3258,4157,4464,269,4767
"SA_RS12485",106,4,1942,17,974,1470,1118,182,1253
"SA_RS12490",1005,28,605,129,876,240,6233,405,438
"SA_RS12495",26,0,131,8,130,111,157.5,79,152.5
"SA_RS12500",16,2,206,0,95,151,134.5,47,165.5
"SA_RS12505",316.5,51,1356.5,38,900.5,930.5,1432,542.5,1285.5
"SA_RS12510",893,104.5,2241.5,165,1710,1948.5,3200.5,1644.5,2870
"SA_RS12515",463.5,13,1442,46,918,1084,1961,591.5,1375
"SA_RS12520",507,6.5,989.5,32,644.5,657.5,2239.5,341.5,839.5
"SA_RS12525",268,0,107.5,12,126.5,67.5,2352,48,70.5
"SA_RS12530",1799.5,53,352.5,211.5,676,131.5,9030.5,184,207
"SA_RS12535",7226.5,305,2166.5,1170.5,5074.5,530.5,31662.5,2962,614.5
"SA_RS12540",2230,48,876,212,1185,437.5,7165,841.5,549
"SA_RS12545",1874,84,505.5,297.5,842.5,311,5622.5,775,408.5
"SA_RS12550",3429,200,1789.5,545.5,2673.5,827.5,15060.5,1541.5,1235.5
"SA_RS12555",1019,40,658,250,1125,289,4767,609,415
"SA_RS12560",34,2,221,14,205,224,367,88,261
"SA_RS12565",287,30,1663,67,1453,1143,2900,690,1813
"SA_RS12570",0,0,251,0,147,121,175,2,84
"SA_RS12575",28,2,138,0,178,148,91,35,105
"SA_RS12580",110,20,718,66,611,699,691,280,934
"SA_RS14935",0.5,0,20,0,6,10,23.5,2,15
"SA_RS12585",55,8,279.5,24,193,236,346,83.5,282.5
"SA_RS12590",147.5,28,502.5,36,341,448,554.5,194.5,644.5
"SA_RS12595",0,0,23.5,0,7.5,8,18,0,19
"SA_RS12600",41.5,24,774,22.5,431,607.5,1081,139.5,986
"SA_RS12605",59.5,21,675.5,11.5,365.5,444.5,785,231.5,671
"SA_RS12610",148,15,1225,66,894,875,1098,347,1137
"SA_RS12615",4746,564.5,25188.5,731,16535,16152,23291.5,12840,24503
"SA_RS12620",3015.5,189,27147.5,198.5,16116.5,17550,21635.5,9341.5,25401.5
"SA_RS12625",2458.5,336.5,18536,359.5,10507.5,12806,15590,5939.5,19964.5
"SA_RS12630",491,76,2620,96,1676,1544,3596,1230,2358
"SA_RS12640",15,4,542,10,231,273,604,32,403
"SA_RS12645",2830,384,24180,440,12617,16064,25690,6390,29029
"SA_RS12650",104,4,710,16,489,654,494,305,790
"SA_RS12655",10,6,58,0,38,60,58,27,66
"SA_RS12660",748,187,4497,113,1453,1662,12792,2833,15778
"SA_RS12670",5,10,157,2,26,67,89,50,277
"SA_RS12675",34,12,280.5,6,104,117,189.5,155,548.5
"SA_RS12680",34,8,363.5,0,134,174,255.5,158,696.5
"SA_RS12685",10,0,53.5,0,55.5,35.5,83.5,18,82.5
"SA_RS12690",117,16,408,19,346.5,364.5,533,242.5,551.5
"SA_RS12695",58,3.5,390,2,343,335.5,362.5,148.5,422.5
"SA_RS12700",81.5,14.5,325,32,236.5,235,290.5,157,307
"SA_RS12705",5.5,4,124,6,72,89.5,124.5,28,109
"SA_RS12710",0,2,13.5,0,8.5,24,15,2,17.5
"SA_RS12715",0,0,6,0,3,1,2,0,2
"SA_RS12725",28,6,223.5,2,130,177,102,90,192
"SA_RS12730",4,10,141.5,8,54,130,53,22,152
"SA_RS12740",69,1,217,4,136,145,84,46,196
"SA_RS12745",7,0,110,0,69,98,59,22,80
"SA_RS12750",358,62,1913,96,1414,1617,1538,941,1878
"SA_RS12755",279,123,2956,114,1932,2637,2831,495,3513
"SA_RS12760",200,24,2587,40,1347,1804,1570,757,2208
"SA_RS12765",25,12,155,4,113,181,125,104,141
"SA_RS12770",497,61,2923,75,1504,1670,2466,2438,3434
"SA_RS12775",119,26,536,6,341,459,449,340,592
"SA_RS12780",58,32,1035,50,250,430,322,401,996
"SA_RS12785",257,48,2586,42,1418,2132,1350,624,1760
"SA_RS12795",843,83,4890,81,3133,3082,6305,2038,4688
"SA_RS12805",241,69,2177,60,1389,1695,1461,748,2018
"SA_RS12810",208,14,1299,33,966,1104,1190,371,1173
"SA_RS12820",248,50,865,55,697,698,1053,477,740
"SA_RS12825",306,38,2204,32,2029,1949,1779,624,1326
"SA_RS12830",253.5,32,1559,19.5,963.5,1089,1611,577.5,1489.5
"SA_RS12835",466,36,2388.5,64.5,1453.5,1746.5,2557,934,2444
"SA_RS12840",267.5,24.5,1316.5,27,833.5,908,1400.5,602.5,1165.5
"SA_RS12845",673,126.5,2836,130,1745.5,2001.5,2732.5,1158,2868
"SA_RS12850",2,2,1,0,7,4,6,5,9
"SA_RS12855",37.5,23,120,22,68,57,91.5,74.5,142
"SA_RS12860",221.5,65,1238,72,670,869,1393.5,523.5,1643
"SA_RS12865",210,14,1780,18,862,1262,1253,538,1439
"SA_RS12870",718,89,3656,121,2043,2458,3326,1851,4611
"SA_RS12875",152,26,1362,41,868,1097,822,490,1154
"SA_RS12880",325,55.5,1750,135,1433.5,1614,825.5,1089.5,1764.5
"SA_RS12885",175,21.5,1090,47,1153.5,1320,634.5,581.5,1478.5
"SA_RS12890",474,141,2498,132,1547,1575,1766,1632,2322
"SA_RS12895",43,3,706.5,6,339.5,517,443.5,73,517.5
"SA_RS12900",138,43,1055.5,63,775.5,1043,1017.5,301,1366.5
"SA_RS12910",181,26,1967,52,1020,1730,2218,454,2845
"SA_RS12915",296,30,2152,43,1068,1219,1380,994,2355
"SA_RS12920",63,14,1259,36,792,997,1024,195,1210
"SA_RS12925",113.5,38,751.5,44,448.5,642,509.5,332,696
"SA_RS12930",30.5,12,259.5,4,118,265,104.5,103,281
"SA_RS12935",17,13.5,304.5,2,172.5,264,63,117.5,197
"SA_RS12940",13.5,3.5,242,0,120,181.5,55,59,153
"SA_RS12945",22.5,0,371,2,172.5,302.5,100,77,302.5
"SA_RS12950",34,31,829.5,9,284.5,733,228,132.5,760.5
"SA_RS12955",6,0,145.5,0,51,171,37,35.5,151
"SA_RS12960",16,0,208,4,72,151.5,34.5,45.5,161.5
"SA_RS12965",10,2,201.5,2,50,154.5,61.5,54,163.5
"SA_RS12970",374,58,1708,108,1444,2065,901,869,1859
"SA_RS12975",568,165,1292,179,1188,1419,718,1807,1433
"SA_RS12980",116,20,1518,28,901,1535,561,465,1352
"SA_RS12985",37,1,921,3,396,884,439,65,866
"SA_RS12990",48,8,266.5,20,153.5,189.5,243.5,42,329
"SA_RS12995",4,3,133.5,6,64.5,105.5,93.5,20,86
"SA_RS13005",98,20,1692,30,925,1061,1355,187,1446
"SA_RS13010",1126,200,2751,394,2220,1973,3784,2616,3800
"SA_RS13015",139,17,1346,24,631,961.5,952,302,1488.5
"SA_RS13020",90,3,414,4,182,247.5,484,74,464.5
"SA_RS13025",4461,213,10265,348,8533,6213,23547,7833,17437
"SA_RS14955",4,0,107.5,2,61,52.5,74,24.5,65
"SA_RS13030",27,2,347.5,14,247,293.5,337,75.5,366
"SA_RS15215",0,0,9,0,3,15,10,0,2
"SA_RS13035",320.5,36.5,1296,57,1053.5,1186,1681,513.5,1702.5
"SA_RS13040",372,78.5,1960.5,78.5,1477.5,1615,2234,873,2286.5
"SA_RS13045",556.5,91.5,4217,211.5,3054.5,3308.5,4142,979.5,4592.5
"SA_RS13050",281,85.5,2908.5,91,1952.5,2527.5,3321,605,3574.5
"SA_RS13055",47,6,455,17,312,441,404,114,524
"SA_RS13060",14,2,319,11,195,268,284,55,358
"SA_RS13065",165.5,14,2384,41.5,1636.5,2053,2251.5,540,2505.5
"SA_RS13070",100.5,18,438,12.5,314.5,422,509.5,176,673.5
"SA_RS13075",390,88,3577,79,1660,2187,1954,1325,3297
"SA_RS13080",46,10,983,4,434,747,625,151,1236
"SA_RS13085",23,0,143,1,67,61,70,15,107
"SA_RS13090",1,0,84,1,54,51,48,12.5,38
"SA_RS13095",82,14,675,23,453,598,643,285.5,824
"SA_RS14965",527,400,3890,187,1750,2421,3373,976,4665
"SA_RS13110",2,0,20,0,9,13,24,3,4
"SA_RS13115",4,0,31,0,12,11,9,0,18
"SA_RS13120",119,51,1141,84,1052,1198,1027,339,1300
"SA_RS13125",10,2,149,2,62,99,98,39,193
"SA_RS13130",35,19,343,22,200,259,259,82,259
"SA_RS13135",103.5,73,670.5,49,407,440.5,503.5,331,568
"SA_RS13140",0.5,1,2.5,0,1,0.5,2.5,1,2
"SA_RS13150",660,733,14903,74,912,2767,2168,7978,8536
"SA_RS13155",276.5,373.5,10545,27,496,1912,966.5,4590,9102
"SA_RS13160",173.5,211.5,4479,45,343,1119,616.5,1648,5412
"SA_RS13165",448,114,1954,91,1259,1437,1510,830,1772
"SA_RS13170",252,48,1501,28,1176,1181,1322,676,1501
"SA_RS13175",93,136,1479,56,410,813,319,277,956
"SA_RS13180",334,93,3590,68,1604,2543,2176,1209,3170
"SA_RS13185",206,120,5031,36,777,1665,961,2425,4926
"SA_RS13190",213.5,11,1420,21,875,930,1086,611.5,781
"SA_RS13195",23.5,1,145,1,96,110,125,95.5,109
"SA_RS13200",438.5,50,4670.5,110.5,4162,4202.5,5097,1260,6149
"SA_RS13205",318.5,30,4293.5,60.5,3273,2945.5,3703,954,3356
"SA_RS13210",321,143,6839,20,701,1935,1533,1931,6351
"SA_RS13220",156,14,1369,25,1071,1307,1019,601,1150
"SA_RS13225",33,13,135,4,115,150,84,76,148
"SA_RS13230",10,3,114,0,80,141,101,46,119
"SA_RS13235",32,8,161,1,74,140,131,100,191
"SA_RS13240",120,34,629,21,553,585,460,212,375
"SA_RS13245",284,63,1899,92,1135,1229,1353,711,1883
"SA_RS13250",1009,143,4898,291,3625,3628,5077,2223,5183
"SA_RS13255",9696,1132,42635,1833,28597,25632,50437,19349,32031
"SA_RS13260",91,13,440,14,263,322,433,200,521
"SA_RS13265",0,0,121.5,0,25,70,82.5,8,86
"SA_RS13270",17,0,126.5,0,65,51,95.5,50,97
"SA_RS13275",521,150,3284,136,2203,2761,2962,1331,3308
"SA_RS13280",54,6,539,18,369,397,451,180,553
"SA_RS13285",17,2,145,8,73,92,106,46,114
"SA_RS13290",0,0,1,0,0.5,0,0,1,2
"SA_RS13295",191.5,48,894,64,422.5,519,708.5,670.5,775.5
"SA_RS13300",31.5,8,312.5,4,184.5,206.5,237,168.5,249
"SA_RS13305",65,11,482.5,13,323.5,340.5,230.5,254,579.5
"SA_RS13310",6,0,118,2,60,55,90,28,80
"SA_RS13315",229,28,1197,60,826,986,1220,688,1387
"SA_RS13320",967,148,4332,207,2906,3361,4296,2541,5580
"SA_RS13325",146,17,632.5,37,399.5,389,621.5,405,680.5
"SA_RS13330",108,32,563.5,24,364.5,437,551.5,290,593.5
"SA_RS13335",2270,831,18197,248,2486,4125,8554,11278,16012
"SA_RS13340",2828,433,21485,641,13177,17840,14879,9201,25487
"SA_RS13345",808,153,7757.5,281,5517,7614,6228,2452,8695.5
"SA_RS13350",91,14,1270.5,30,829,1292,1108,251,1573.5
"SA_RS13355",180,30,1229,23,721,1010,898,483,1241
"SA_RS13360",2271,128,7374,387,3769,4063,6692,4251,5897
"SA_RS13365",32,0,320,6,97,120,851,451,1386
"SA_RS13370",536,104,3348,168,2055,2244,2473,1342,2800
"SA_RS13375",1592,192,10399,274,6189,6253,8218,4101,10379
"SA_RS13380",334,63,1255,112,803,749,1260,664,1008
"SA_RS13385",2292,460,12745,1030,11601,11944,9597,3609,9801
"SA_RS13390",9,6,112,24,114,144,50.5,22.5,111.5
"SA_RS13395",51.5,18,539.5,36,343,619,202.5,215.5,610
"SA_RS13400",8.5,0,120.5,0,54,92,73,80,174.5
"SA_RS13405",27,10,236,16,155,164,156,74,184
"SA_RS13410",57,9,468,30,361,457,401,100,464
"SA_RS13415",3,6,156,0,22,42,33,40,140
"SA_RS13420",370,185,9717,59,935,2257,2312,2716,10114
"SA_RS13425",83,24,467,10,201,267,289,180,477
"SA_RS13430",4,0,95,0,44,72,54,30,87
"SA_RS13435",676,137,3488,101,1315,1489,3843,1635,4213
"SA_RS13440",264,19,1383,35,501,570,1167,554,1401
"SA_RS13445",479,90.5,2272.5,136.5,1325.5,1634,1605.5,1165,2343
"SA_RS13450",469,52.5,2527.5,116.5,1518.5,1655,1482.5,971,2280
"SA_RS13455",603.5,59.5,4089.5,100,2709.5,3042.5,1683,1080.5,2824
"SA_RS13460",384.5,72.5,2947,72,1824,2485.5,765.5,932,2234.5
"SA_RS13465",347.5,114,3620,179.5,2424,4185,780.5,1377.5,3509.5
"SA_RS13470",165.5,49,2462.5,85.5,1717,3611.5,467.5,735,3378
"SA_RS13475",15,2,373,2,240.5,629.5,105.5,97,498
"SA_RS13480",125,54,677,12,301,304,1522,1298,1132
"SA_RS13485",1314,460,10022,490,7544,8788,9986,3425,10077
"SA_RS13490",36,2,595,14,441,471,1015,148,788
"SA_RS13495",1866,708,15962,404,9792,8141,20012,14854,21194
"SA_RS13500",38,6,553,12,418,542,373,191,532
"SA_RS14985",6,1,82,1,70,96,50,23,100
"SA_RS13515",33,4,324,2,221,255,278,133,461
"SA_RS14990",113,10,527,17,287,417,493,222,637
"SA_RS13525",19,2,253,7,128,169,187,97,237
"SA_RS13530",26.5,4,338,11.5,180,272.5,316.5,63.5,341
"SA_RS13535",162,12,533.5,30.5,451,448.5,608,395,667
"SA_RS13540",10.5,5,111.5,0,98,92,189.5,53.5,132
"SA_RS13545",32.5,4,164.5,4,124.5,168.5,191.5,116,243
"SA_RS13550",41.5,0,175.5,4,133.5,161.5,180.5,85,233
"SA_RS13555",360.5,80.5,2680,59.5,1516,2204.5,1419,669,2462
"SA_RS13560",681.5,120.5,4922,224.5,2842,3955.5,2173,1404,4224
"SA_RS13565",55,8,335,6,257,304,319,172,434
