"gene_id","WT_T6_Rep1_S62","WT_T6_Rep2_S63","WT_T6_Rep3_S64","walR_T6_Rep1_S71","walR_T6_Rep2_S72","walR_T6_Rep3_S73","tunR_T6_Rep1_S80","tunR_T6_Rep2_S81","tunR_T6_Rep3_S82"
"SA_RS09165",4,0,52.5,0,25,16.5,30.5,60,93.5
"SA_RS09170",6,1,50,0,18,26,42,17,85
"SA_RS09175",2,3,39,0,25,30,44,24,125
"SA_RS09180",4,2,25,0,14,5,34,20,75
"SA_RS09190",4,0,26,0,17,29,28,5,29
"SA_RS09195",10,0,47,4,33,70,52,11,63
"SA_RS09200",0,0,31,0,9.5,21.5,28,0,26.5
"SA_RS09205",14,0,392,6,188.5,259.5,270,65,386.5
"SA_RS09210",15,4,156.5,4,78.5,102,114.5,55,133.5
"SA_RS09215",4,4,78.5,0,44.5,45,50.5,22,58.5
"SA_RS15270",11,10,241,0,129.5,232,275.5,41,346.5
"SA_RS09220",16,8,236,2,98.5,123,154.5,42,213.5
"SA_RS09225",16,5,296,12,162,250,310,71,339
"SA_RS09230",8,4,215.5,5.5,96,178.5,173,30,206
"SA_RS09235",32,16,506.5,15.5,288,334.5,383,79,400
"SA_RS09240",2,2,173,0,56,107,105,21,114
"SA_RS09245",0,0,59,0,25,26,50.5,10,57
"SA_RS15170",0,0,47,0,21,42,38.5,6,37
"SA_RS09260",0,0,78.5,2,36.5,48,55.5,7,67.5
"SA_RS09265",6,4,50.5,0,37.5,34,43.5,13,68.5
"SA_RS09270",8,0,162,10,64,91,138,42,120
"SA_RS09315",317,41,974,64,662,715,914,715,1132
"SA_RS09325",804,110.5,3528.5,152.5,2333,2496,3133,1718.5,3318.5
"SA_RS09330",584,78.5,3979.5,84.5,2549,2721,2948,1574.5,3123.5
"SA_RS09335",704.5,119.5,3758,183,2633,3129,2890,1787,3383.5
"SA_RS09340",0.5,0.5,60,0,28,54,43,1,62.5
"SA_RS09345",1100,64,5464,135,2840,3824,5108,2020,6469
"SA_RS09350",408.5,39.5,4733.5,75,2812,3677,4445.5,1246,4872.5
"SA_RS09355",405.5,41.5,4008.5,63,2241,2907,3202.5,1038,3893.5
"SA_RS09360",291,29,2410,34,1593,2225,1836,568,3055
"SA_RS09365",574,123,3432,172,2539,3207,1774,1296,3498
"SA_RS09370",11,4,210,0,81,174,78,15,170
"SA_RS09375",353,110,5992,124,3808,4914,4281,799,6699
"SA_RS09380",898.5,185,6506.5,250.5,4132,4752,5406.5,1914.5,6436.5
"SA_RS09385",1487,293,14663.5,399.5,8869.5,10660.5,12480,3418.5,13979.5
"SA_RS09390",437.5,40,4840,63,2834.5,3620.5,3573.5,1086,4523
"SA_RS09395",2,0,12,0,5,11,10,4,6
"SA_RS09400",625,336,6475,578,4973,5698,4774,915,4748
"SA_RS09405",94,4,1191,26,664,941,638,223,812
"SA_RS09410",456,97,2972,108,2156,2128,2165,1005,1883
"SA_RS09415",110,27,1060.5,11.5,709.5,748,873,253,947
"SA_RS09420",383,42,1979.5,59.5,1221.5,1309,1541,812,1544
"SA_RS09425",159,56,1625,46,1200,1144,1595,509,1357
"SA_RS09430",523,169,5196,96,1773,2378,2663,2575,6585
"SA_RS09435",24,0,257,0,142,156,100,68,112
"SA_RS09440",61.5,45,1847.5,63.5,1320,1673.5,1000.5,208.5,1695.5
"SA_RS09445",562.5,68,6750.5,132.5,4417,6871.5,3996.5,1335.5,7754.5
"SA_RS09450",75.5,17,833,26,663.5,729,875,160,725
"SA_RS09455",479.5,52,1835,66,1665.5,1529,1730,935,1659
"SA_RS09460",166,16.5,558,82.5,866,432.5,957.5,299,452.5
"SA_RS09465",118,11.5,478,125.5,863,468.5,1142.5,429,463.5
"SA_RS09470",102,4,764,30,425,477,1052,378,912
"SA_RS09475",14,2,206,2,77,120,162,43,195
"SA_RS09630",1206,377,8837,465,4044,5506,5987,3912,7831
"SA_RS09635",145,32,2208,24,1110,1508,1755,395,2590.5
"SA_RS09640",55,19,836,10,372,571,627,143,1015.5
"SA_RS09645",872,148,4297,148,3327,3132,3291,2305,3971
"SA_RS09650",423,60,3287,71,1665,2560,2561,928,3152
"SA_RS09655",19.5,0,75,1.5,23.5,28.5,59.5,21,65.5
"SA_RS09660",398.5,44,2261,44.5,1090.5,1404.5,2056.5,1144,2160.5
"SA_RS09665",522,56,2423,121,1773,1977,1955,1449,2303
"SA_RS09670",94,24,699,22,352,509,429,183,592
"SA_RS09675",792,151,3777,256,2265,2528,2872,2249,3809
"SA_RS09685",201,26.5,1949,38,1235.5,1318.5,1824,621,1642.5
"SA_RS09690",407,58,3665,82,2215,2528,3393.5,1200.5,4160
"SA_RS09695",109.5,22,880,14,460,611.5,783,224,1063.5
"SA_RS09700",99.5,19.5,1068,29,608.5,711,1166.5,191.5,1370
"SA_RS09705",129,44,1372,67,728,1275,1641,260,1809
"SA_RS09710",1396,267,7454,462,5828,8881,2697,3467,7243
"SA_RS09715",53,8,368,30,297,301,245,191,265
"SA_RS09720",374,79,2130,97,1689,1644,2161,976,2101
"SA_RS09725",1321,157,3525,258,3031,3253,3787,2672,3638
"SA_RS09730",1008,138,4774,203.5,3996,3713.5,4059.5,2512.5,4000.5
"SA_RS09735",119,40,487,42.5,538,663.5,863.5,323.5,893.5
"SA_RS09740",3311,451,6131.5,609,5417.5,7283.5,5288.5,7608,8531
"SA_RS09745",299,42,1863.5,62,1301.5,1435.5,1160.5,588,1819
"SA_RS09750",535,232,7502,331,5290,7446,2763,1354,6669
"SA_RS09755",394.5,42,2216.5,39,1102.5,1500,2290.5,853.5,2679.5
"SA_RS09760",429.5,51,3109.5,69,1633,1858.5,2880,1055.5,3239.5
"SA_RS09765",86.5,8.5,916,11,430.5,568.5,825.5,324.5,974.5
"SA_RS09770",92.5,10.5,948,21,450,647,917,163.5,1136.5
"SA_RS09775",1130,156,4260,167,2807,2933,4289,2576,4870
"SA_RS09785",69,10,559,14,369,466,474,232,520
"SA_RS09790",7,0.5,150.5,0,64,83.5,84.5,16,71
"SA_RS09795",1,1.5,14.5,0,4,8.5,9.5,1,12
"SA_RS09800",242.5,30,2241.5,41,1507.5,1844,2079.5,430,1870
"SA_RS09805",495.5,132,3214.5,187,2773.5,2497,2763.5,1263,2696
"SA_RS09810",1418,147,4687,207,1967,2431,9680,1153,5871
"SA_RS09815",7,0,25,1,10,11,56,22,25
"SA_RS09820",71,6,1009,30,499,653,845,228,951
"SA_RS09825",139,30,687,36,355,330,796,432,881
"SA_RS09830",34,0,660,0,221,340,893,588,1200
"SA_RS09835",397,37,2049,80,1207,1350,2082,909,2241
"SA_RS09840",403,61,3112,62,1874,2231,2321,1283,3110
"SA_RS09845",0,0,8.5,0,1.5,8,1,0,6
"SA_RS09850",2237,313.5,12843,462.5,9005,10545.5,10955,6002,13939
"SA_RS09855",1052.5,180.5,8741.5,243.5,6308,6439,6075.5,2400.5,7793.5
"SA_RS09860",495.5,102,2125,109,1542.5,1869.5,1715.5,695.5,2344.5
"SA_RS09865",353,55,3695,48,1560,1534,2727,1434,3826
"SA_RS09870",513.5,131,4860,149,3011,3935.5,4258,1134,4918.5
"SA_RS09875",885,169,5141.5,277.5,3885,4248,4696.5,2022,4800.5
"SA_RS09880",741,177.5,5024,226.5,3681.5,4004,4729,1669.5,4480.5
"SA_RS09885",169.5,34.5,1803.5,78,1173.5,1469.5,1553.5,489.5,1588.5
"SA_RS09890",452,86,2347,170,2587,1670,2669,1051,1967
"SA_RS09895",2668,578,12510,765,13362,10284,15076,6305,12227
"SA_RS09900",81.5,8,595,31,579.5,846.5,508,229.5,801
"SA_RS09905",30.5,2,257,0,184.5,284.5,215,83.5,279
"SA_RS09910",84.5,23,369,25,223,216.5,312.5,143,296.5
"SA_RS09915",418.5,70,1872,104,1423,1245.5,1659.5,880,1553.5
"SA_RS09920",409.5,58,3483,90.5,2332,2620,3303.5,883,3408
"SA_RS09925",609.5,118,3780,131.5,2738,2793,3409.5,1201,3701
"SA_RS09930",748,205,4053.5,203.5,3025.5,2762.5,5353.5,1709,4357.5
"SA_RS09935",626,66,3128.5,89.5,2471.5,2088.5,3664.5,1634,3010.5
"SA_RS09940",8,25.5,223.5,11,49,68.5,65,41.5,204.5
"SA_RS09945",273,107.5,4456.5,59,1048,1878.5,1091,1465.5,4152.5
"SA_RS09950",101,16,945,43,547,790,377,378,1041
"SA_RS09955",1211,202,5934,296,4137,4594,4772,2910,6500
"SA_RS09960",1607,185,8910,298,6373,6227,7732,4281,9063
"SA_RS09965",0,0,256,2,41,78,66,6,54
"SA_RS09970",777,173,5438,180,2778,3560,3548,2034,5131
"SA_RS09975",710,86,3711,139,2532,2670,3444,1757,4576
"SA_RS09980",56.5,6,381,12,218.5,280.5,288.5,136.5,399
"SA_RS14800",11.5,6,234,0,100.5,149.5,113.5,41.5,221
"SA_RS09985",0,0,1025,0,343,710,590,15,659
"SA_RS09990",80,26,947,40,581,728,611,277,1112
"SA_RS09995",476,113,4326,108,2761,4379,4330.5,888,4899
"SA_RS10000",130,8,1476,10,951,1319,1131.5,374,1280
"SA_RS10005",232,48,1930,58,1180,2156,1859,460,2372
"SA_RS10010",109,52,1765,70,815,1351,1269,342,2492
"SA_RS10015",72.5,4,2682.5,18,1694.5,4132.5,977,336,1438
"SA_RS10020",665,91,6778.5,79.5,7057,15871.5,3502,1796.5,6033
"SA_RS10025",11,1.5,1363,2,1312.5,2709,454.5,88,731.5
"SA_RS10030",538,42,4151.5,24.5,5722.5,9970,2372,1336.5,3646
"SA_RS10035",187.5,23.5,1037.5,26,1503.5,2191,560.5,302,736.5
"SA_RS10040",3,0,60,0,29,35,25,6,36
"SA_RS10045",6,4,39,4,24,37,31,14,48
"SA_RS10050",1503,192,8433,234,7032,6959,7576,5043,7918
"SA_RS10055",22,6,275,0,97.5,164,289.5,137,503.5
"SA_RS10060",155,22,1365,48,450.5,746,1459.5,754,2763.5
"SA_RS10065",9,2,78,0,12,54,55,26,135
"SA_RS10070",10,6,1307,14,585,1078,1156,72,808
"SA_RS10080",6,2,330,2,144,172,177,22,252
"SA_RS10085",683,141,7524,36,1472,2722,13778,3636,26021
"SA_RS10090",18,2,337,0,100,132,609,40,578
"SA_RS10095",557,84,2331,103,1081,1410,2414,1513,2961
"SA_RS10100",32,2,281,14,330,224,374,54,371
"SA_RS10105",0,0,14,0,15,14.5,16,8,16
"SA_RS10110",0,0,3,0,9,3.5,3,2,5
"SA_RS10115",36,2,210,0,141,254,199,38,445
"SA_RS14820",86,4,628,6,337,493,439,114,738
"SA_RS10125",141,46,1918,56,1120,1664,1415,486,1697
"SA_RS10130",5,2,56,2,28,55,23,2,57
"SA_RS10135",0,0,14.5,0,16.5,23,3,0.5,10
"SA_RS10140",0,0,6.5,0,1.5,11,3,0.5,0
"SA_RS10145",36,10,290.5,14,277,395,193.5,84,327.5
"SA_RS10150",10,0,116.5,0,68,120.5,62.5,40,91
"SA_RS10155",62,14,598,35,507,679.5,196,260,578.5
"SA_RS15275",0,0,5,0,11,13,4,0,4
"SA_RS10165",2,2,82,2,97,126,17,16,54
"SA_RS14825",8,8,67,6,89,102,26,36,48.5
"SA_RS10170",10,6,43,4,77.5,95.5,21,33,58
"SA_RS10175",10,4,47.5,4,89.5,111.5,16.5,15,46.5
"SA_RS10180",0,0,82.5,0,90.5,177.5,32.5,24.5,76.5
"SA_RS10185",0,0,26.5,0,55,62,9.5,6.5,21
"SA_RS10190",1.5,0,23.5,4,29.5,82.5,9.5,4.5,17
"SA_RS10195",0.5,4,32.5,4,51,63,10.5,15.5,32
"SA_RS10200",14,0,117,4,116.5,220.5,34,38,118.5
"SA_RS10205",9,2,114,0,148,164,41,30.5,66
"SA_RS10210",4,0,98,2,124.5,138,61.5,34.5,86.5
"SA_RS10215",4,0,80.5,0,57,141,31,17,61.5
"SA_RS10220",0,2,10,1,12,28.5,9,4,16
"SA_RS10225",2,2,8,0,9,16,4,0,4
"SA_RS10230",14,4,77,6,90.5,106.5,96.5,56,135.5
"SA_RS10235",5,2,16.5,0,13.5,24,20.5,19.5,23
"SA_RS10240",21.5,5,97,7,93,90,100,132.5,114.5
"SA_RS10245",6.5,17.5,56.5,10.5,44,70.5,48.5,45.5,80
"SA_RS10250",3,2.5,9,5,6,13,11,13,17
"SA_RS10255",0,3,24,0.5,11,29.5,6.5,20.5,21.5
"SA_RS10260",21,14,67,10,57,59.5,52,70.5,100.5
"SA_RS10265",26,2,54,2.5,59.5,50,37.5,62,75.5
"SA_RS10270",8,9,66.5,14.5,65,41,48.5,37.5,84
"SA_RS10275",1,0,33.5,1.5,28.5,36,32,5,38.5
"SA_RS10280",0.5,0,4,1.5,16,22,6.5,21,9.5
"SA_RS10285",0.5,0,31,2,23,34.5,11.5,5,24
"SA_RS10290",2,4,35,0,40.5,54.5,15,6,31
"SA_RS10295",0,0,20,2,42,19,17,6,17
"SA_RS10300",2,2,17,0,31.5,30,9,1,14.5
"SA_RS10305",0,0,18,6,23,38.5,8.5,3,16.5
"SA_RS10310",4,2,87.5,11,141,155.5,50.5,11,89.5
"SA_RS14830",4.5,0,11,6,18.5,11,11.5,14,13
"SA_RS10315",10.5,11,44.5,8,59,66.5,23,29.5,61.5
"SA_RS10320",7,3,60,0,33.5,46.5,31.5,16.5,72.5
"SA_RS10325",0,0,56,2,25.5,16,25.5,11,33.5
"SA_RS10330",2,0,72,0,58.5,49,42.5,9,28.5
"SA_RS10335",0,0,1,0,1.5,3.5,3.5,1,2
"SA_RS10340",0,0,16,4,19,25,16,2,19
"SA_RS10345",2,2,62,4,91.5,118.5,41.5,17,82
"SA_RS10350",4,0,57.5,0,56.5,55,21,25,42
"SA_RS10355",0,0,31.5,0,32.5,23,20,9,29
"SA_RS10360",0,0,8.5,0,14,17,5,0,6.5
"SA_RS10365",0.5,0.5,91,2,66.5,79,83.5,0.5,118.5
"SA_RS10370",203.5,58,1944.5,85,1624,1894.5,1687,619.5,2859
"SA_RS10375",179,33.5,1723.5,63,1176,1537.5,1297,464,2300
"SA_RS10380",10,0,357.5,1,162.5,197,207.5,54,243
"SA_RS10385",9,2,294,2,207,233,297,32,349
"SA_RS10390",0,0,51,0,33,31,47,5,87
"SA_RS10395",2,0,1,0,1,9,3,4,5
"SA_RS10400",63,10,298,12,253,296,407,162,467
"SA_RS10405",15,0,146,10,174,138,238,88,225
"SA_RS10410",226,19,897.5,28,356.5,459,2088.5,893,2150.5
"SA_RS10415",84,15,705.5,10,218.5,297,1846.5,339,2120.5
"SA_RS10420",107,17,1006,36,641,1192,370,249,1092
"SA_RS10425",134,20,1059,21,660,833,1066,350,1420
"SA_RS10430",0,0,0,0,0,0,0,0,0
"SA_RS10435",0,0,0,0,0,0,0,0,0
"SA_RS10440",10,0,127,0,12,39,304,19,540
"SA_RS10445",0,0,0,0,0,0,0,0,0
"SA_RS10450",0,0,0,0,0,0,0,0,0
"SA_RS10455",0,0,0,0,0,0,0,0,0
"SA_RS10460",0,0,0,0,0,0,0,0,0
"SA_RS10465",0,0,0,0,0,0,0,0,0
"SA_RS10470",0,0,0,0,0,0,0,0,0
"SA_RS10475",0,0,0,0,0,0,0,0,0
"SA_RS10480",0,0,0,0,0,0,0,0,0
"SA_RS10485",0,0,0,0,0,0,0,0,0
"SA_RS10490",0,0,0,0,0,0,0,0,0
"SA_RS10495",0,0,0,0,0,0,0,0,0
"SA_RS10500",0,0,0,0,0,0,0,0,0
"SA_RS10505",0,0,0,0,0,0,0,0,0
"SA_RS10510",0,0,0,0,0,0,0,0,0
"SA_RS10515",0,0,0,0,0,0,0,0,0
"SA_RS10520",0,0,0,0,0,0,0,0,0
"SA_RS10525",0,0,0,0,0,0,0,0,0
"SA_RS10530",0,0,0,0,0,0,0,0,0
"SA_RS10535",1098,178,6527,361,6302,5376,6760,2268,6947
"SA_RS10540",219,22,746,99,867,812,1216,307,1203
"SA_RS10545",34,6,1970.5,4,1118,1382,1126,139,1376
"SA_RS10550",246,102,1715.5,69,1043,1118,2101,816,3385
"SA_RS10555",507,50,2931,78,1748,2116,3381,1179,4068
"SA_RS10560",96,13,1152,12,458,675,753,305,1113
"SA_RS10565",28760,1780,284860,975,96019,189846,144741,79831,315379
"SA_RS10570",3051.5,299,28061,161,10873,16457,20249.5,8932.5,21329.5
"SA_RS10575",1238,95,15116,47.5,5913,8318.5,12655.5,3081,19548.5
"SA_RS10580",3489,627.5,65489.5,286,21620,34495,44924,11526,60483.5
"SA_RS10585",3877.5,407.5,39444.5,185.5,14411,20689.5,30858,13331.5,47647.5
"SA_RS10590",14,0,510,4,176,310,406,43,533
"SA_RS10595",588.5,78.5,3325,68,1519.5,1763.5,2199.5,1713.5,2801
"SA_RS10600",767.5,189.5,8238,129,2938.5,5097.5,4592.5,2527.5,8752
"SA_RS10605",161,86,2797,24,504,1240,832,1408,3157
"SA_RS10610",10,0,111,2,70,91,61,38,107
"SA_RS10615",94,24,631,11,365,514,234,177,418
"SA_RS10620",168,48,1916,32,992,1735,696,355,1420
"SA_RS10625",700,72,5348,77,3153,3750,4771,1769,6185
"SA_RS10630",243,79,2193,86,1222,1816,1810,614,2297
"SA_RS10635",8,10,36,2,22,28,41,18,19
"SA_RS10640",147,19,1458,54,1375,1424,1184,546,1530
"SA_RS10645",466,81,2972.5,76.5,1897,1980.5,2107,1388,2308
"SA_RS10650",289.5,27,1772.5,36,1169,1458,1442.5,748.5,1731
"SA_RS10655",242.5,50.5,1388,88.5,1002.5,1035.5,910,765,1021
"SA_RS10660",156.5,26.5,1295.5,18,755.5,1020,901.5,357.5,921
"SA_RS10665",4.5,0,137.5,0,83,134,88,13,75
"SA_RS10670",64,13,607.5,13,254,580.5,266,175,629
"SA_RS10675",65.5,14,878.5,8,314,866,322.5,177,1046
"SA_RS10680",6.5,0,96,0,25,86.5,34.5,18,117
"SA_RS10685",19,2,507.5,2,125.5,496,110,74,533
"SA_RS10690",14,5,526,4,120,463,120,90,525
"SA_RS10695",27,3,531.5,2,109.5,396.5,173.5,141.5,665
"SA_RS10700",32,17,602,14,145.5,402,135.5,183.5,601
"SA_RS10705",23,2,291.5,0,57,208.5,75.5,76,327.5
"SA_RS10710",22,12,507.5,0,113.5,335,142.5,85,439.5
"SA_RS10740",91.5,12.5,732,15.5,563,576.5,681.5,169,677.5
"SA_RS10745",455.5,115.5,3293,131.5,2737,2710.5,2723.5,1080,3145.5
"SA_RS10750",1639.5,342,10413,701.5,8102.5,11889,6434.5,3971.5,11775.5
"SA_RS10755",811.5,169.5,4569.5,295,3730,5433,3240,2157.5,5523
"SA_RS10760",204,62.5,2357.5,71.5,1727.5,2765,1446.5,475,2551.5
"SA_RS10765",396,49,3397,85,2499,2871,2924,1155,3321
"SA_RS10775",667.5,210,2297.5,251,1710.5,1847,1729,1166.5,2212.5
"SA_RS10780",179.5,13,1563.5,21,972.5,1137,949,448.5,1364.5
"SA_RS10785",582,84,3593,99,2454,2529,2767,1547,3093
"SA_RS10790",235.5,25.5,1192,41.5,796,839,1008.5,575.5,1098
"SA_RS10795",215,36,1160,42.5,840.5,981,1139.5,490.5,1241
"SA_RS10800",299.5,53.5,2727,31.5,1792.5,1988,1953,824,2184.5
"SA_RS10805",71,2,628,7.5,353,445,438,227,464.5
"SA_RS10810",41,10,205.5,20,139.5,151,143.5,76,187.5
"SA_RS10815",51,2,282,8,185.5,213,189.5,104,266
"SA_RS10820",12,0,66,0,42,53,46,29,59.5
"SA_RS10825",0,0,1.5,0,2,6,7,2,4
"SA_RS10830",82,20,643.5,22,373,620.5,419,229,829
"SA_RS10835",29,8,231.5,18,145,278.5,160,138,393
"SA_RS10840",8,2,132,0,72,81,138,34,165
"SA_RS10845",4249,659,23091,1121,23235,19475,29770,8636,15534
"SA_RS10850",853.5,107.5,6157.5,195.5,4528,4785.5,5389,1868.5,5865.5
"SA_RS10855",727.5,117.5,4501.5,187.5,3613,3719.5,3987,1733.5,4625.5
"SA_RS10860",695,99,3293,142,2124,2566,2429,1699,3067
"SA_RS10865",571,67,5488,72,3688,4093,4240,1466,4489
"SA_RS10870",53,3.5,284,17,189.5,208,263.5,131.5,227
"SA_RS10875",43,19.5,206,1,154.5,150,230.5,113.5,183
"SA_RS10880",315.5,33,3962,46,2509.5,3206.5,2831.5,894.5,3763.5
"SA_RS10885",226.5,28,1471,36,785.5,976.5,939.5,430.5,1275.5
"SA_RS10895",1735,290,12808,226,7506,8129,9541,4946,9947
"SA_RS10900",800.5,126,4847.5,79.5,1646.5,1989.5,2975,2876,4134
"SA_RS10905",1012.5,160.5,8994,104,2998,3711.5,5440,3126,8480.5
"SA_RS10910",1876,393.5,9255,239,3250.5,4309.5,6433.5,5805.5,9863.5
"SA_RS10915",768,103,5574.5,53.5,1841,2498.5,3345.5,2130.5,5353
"SA_RS10925",20,8,159,25,336,474,161,43,157
"SA_RS10930",73,29,599,28,363,535,350,146,695
"SA_RS10935",133,16,737,21,527,509,626,231,664
"SA_RS10940",580,67.5,3053,137,2348,2728,2171,1554,2937
"SA_RS10945",2142,388.5,13841,718,10875,12681,9070,6713,13537
"SA_RS10950",137,12,1242,10,1020,1399,780,404,1208
"SA_RS10955",1,0,14,1,4,19,19,7,22
"SA_RS10960",1737,346.5,8942,527,7498,7953.5,10094.5,3735.5,10694.5
"SA_RS10965",9614,1801,41771.5,3454,33808.5,32756,43938.5,24746,42369.5
"SA_RS10970",5909,1078.5,29147.5,1533,23190.5,24493.5,32034,14340,32420
"SA_RS10975",8779.5,1281.5,41073,2057.5,30810,32384,42815.5,22595.5,45769.5
"SA_RS10980",3535.5,374.5,18529.5,592.5,13521.5,15882,20794,8062.5,21956.5
"SA_RS10985",1737,512,16051.5,739,10505.5,11587,15209.5,5152.5,17154
"SA_RS10990",5751.5,501.5,10134.5,1120,8294,8280.5,13172.5,16520,13699
"SA_RS10995",3258.5,255.5,19819.5,354,14146,16216,22118.5,9736.5,23259.5
"SA_RS11000",1107,65,9033,97,5982,6637.5,9631,3324.5,9554.5
"SA_RS11005",6634.5,1372.5,23704,2160.5,16303.5,17984.5,22657,19706,27496.5
"SA_RS11010",885,202,7514.5,206,4849,5531,6675,2539.5,8416
"SA_RS11015",3901.5,894,22127,1275,15115,15614.5,20552.5,11665.5,24870
"SA_RS11020",3526,414.5,12819.5,538.5,9389.5,10188,14502.5,8639,15744.5
"SA_RS11025",128,16,803,24,520.5,635.5,698.5,407.5,809
"SA_RS11030",208,60,1435,49,1007.5,1151.5,1243.5,533.5,1464
"SA_RS11035",601.5,110,3147.5,136,2567,2665.5,3056.5,1538,2828
"SA_RS11040",714.5,145,4619,213.5,3589.5,3797,4260,1934.5,3947
"SA_RS11045",460,108,2837.5,120.5,2186.5,2051.5,2374.5,1454.5,2086
"SA_RS11050",548,89,4657,125,3279,3216,3256,1319,3670
"SA_RS11055",1846,256,11592,458,9597,8366,12569,4800,9743
"SA_RS11060",1323,250,8637,408,5259,8694,4902,2728,10821
"SA_RS11065",533,54,3467,54,1849,2782,3002,856,3248
"SA_RS11070",610,111,3100,125,2218,2564,2810,1546,3672
"SA_RS11075",4291,500,22394,1493,27869,20890,32882,6712,22010
"SA_RS11080",78,12,833,19,578,576,538,190,645
"SA_RS11085",1611,244,6767,386,5943,5466,8139,3703,6918
"SA_RS11090",991,174,3474,231,3042,2734,3129,1816,3429
"SA_RS11095",312,52,2005,71,1017,1323,1303,911,1989
"SA_RS11100",344,62,1307,109,1043,924,1374,917,1093
"SA_RS11105",205,46,2478,77,2190,2318,2673,399,2391
"SA_RS11110",451,47,2129.5,72,1421,1768.5,1766.5,937.5,2109.5
"SA_RS11115",291,48,1445.5,104,1003,1246.5,1099.5,747.5,1433.5
"SA_RS11120",476,98,1870,106,1403,1489,1806,959,2123
"SA_RS11125",198.5,14,2036,24.5,627.5,771,1407.5,666.5,1679.5
"SA_RS11130",1837.5,287,8973,187.5,3055.5,3440,7758.5,7742.5,10268.5
"SA_RS11140",611,163,4232,98,1480,1790,3411,2162,4588
"SA_RS11145",718,92,4686,123,4405,3247,4476,2052,4422
"SA_RS11150",378,91,4294,196,3228,3951,2308,1427,4219
"SA_RS11155",189,20,938,9,620,777,1008,425,855
"SA_RS11160",445,48,3293,101,2484,3097,2340,1088,3235
"SA_RS11165",105.5,14,815,14,512.5,573.5,549.5,289.5,757
"SA_RS11170",723.5,130,4884,150,3381.5,3940.5,3674.5,2383.5,4579
"SA_RS11175",656,70,2678,133,2302,3508,2052,1254,3626
"SA_RS11180",76.5,20,573,8,359,426.5,607.5,176,627.5
"SA_RS11185",155.5,12,1228,18,739,987.5,1014.5,337,1391.5
"SA_RS11190",307,16,3272,28,3524,3320,2506,933,1992
"SA_RS11195",0,0,0,0,0,0,0,0,0
"SA_RS15310",0,0,0,0,0,0,0,0,0
"SA_RS11200",0,0,0,0,0,0,0,0,0
"SA_RS11205",0,0,0,0,0,0,0,0,0
"SA_RS11210",0,0,0,0,0,0,0,0,0
"SA_RS11215",0,0,0,0,0,0,0,0,0
"SA_RS11220",0,0,0,0,0,0,0,0,0
"SA_RS11225",212,187,5254,246,4593,5291,3391,686,3022
"SA_RS11230",345,8,976,20,519,663,675,661,1368
"SA_RS14875",21,0,144,0,97,101,168,46,156
"SA_RS11235",235,21,1859,67,1086,1153,1380,586,1731
"SA_RS11240",206,24,1038,23,546,736,877,532,940
"SA_RS11245",6232,809,32350,1061,18410,20484,33201,14873,25376
"SA_RS11250",99,20,646,32,378.5,476.5,462.5,205,822.5
"SA_RS11255",327.5,143,2185,262,1742,2562.5,927.5,802,2126
"SA_RS11260",142,29.5,823,33,692,711,300.5,301,605.5
"SA_RS11265",228.5,36.5,1793,74,1350.5,1613,808.5,425,1452
"SA_RS11270",130,82,1342,81,632,833,1369,407,2457
"SA_RS11275",2313,352,9020,567.5,6488.5,7246,8749.5,5528.5,10712
"SA_RS11280",272,50.5,3893,62.5,2322,2806.5,2877.5,638.5,3974.5
"SA_RS11285",876,56.5,4787,72,3223.5,3827.5,3392,2386,4918.5
"SA_RS11290",146,58,2532,16,314,669,659,1124,2542
"SA_RS11340",0,0,76,0,46,49,49,0,29
"SA_RS11345",1794,245,6044,399,4522,3846,7369,4625,6390
"SA_RS11350",220,14,1432,17,849,1075,1249,451,1205
"SA_RS11355",46,0,1125,6,481,814,699,172,686
"SA_RS11360",102,14,1361,23,672,840,944,408,1114
"SA_RS11365",286,25.5,2213,69.5,1542,1547,2064.5,867,2079
"SA_RS11370",1383,128,7199.5,215.5,4889,5588.5,7578.5,2491.5,7639
"SA_RS11375",298,82.5,2044.5,105,1308,1699.5,2266,622.5,2104
"SA_RS11380",129,49,2048,25,290,763,518,540,2173
"SA_RS11385",314,23,1497,63,2526,1310,2474,916,1344
"SA_RS11390",45,10,805,13,554.5,996,243.5,327,868.5
"SA_RS11395",40,11.5,791.5,18,560,1052.5,221,285.5,900
"SA_RS11400",44,19.5,2441.5,56,1876.5,4014.5,337.5,355.5,3165.5
"SA_RS11405",1,0,32,0,17,39,15,17,29
"SA_RS11410",59,27,1221,18,498.5,1344,396.5,259,1057
"SA_RS11415",155,48,2494.5,77,1187.5,2950,831,626,2446.5
"SA_RS11420",115,4,1357.5,22,591,1731,503.5,385,1310.5
"SA_RS11425",384,58,2790,54,1811,2545,1914,1017,2898
"SA_RS11430",2695,2415,32316,2074,21656,30412,13231,5921,29001
"SA_RS11435",370,79.5,12706.5,139,6868,14380.5,4873,793,12272.5
"SA_RS11440",1792,537.5,28070.5,795,19220,29269.5,9696,4342,25642.5
"SA_RS11445",257,49,3075,115,2730,4031,697,652,2235
"SA_RS11450",215,62,1384,70,762,1036,1404,627,1808
"SA_RS11455",1051,154,4647,173,2818,3046,4105,2439,4998
"SA_RS11460",602,76,2031,128,1676,1624,2168,2217,2390
