"gene_id","WT_3H_R1_GE","WT_3H_R2_GE","pEPSA_Teg49_Comp_3H_R1_GE","pEPSA_Teg49_Comp_3H_R2_GE","Teg49_mutant_3H_R1_GE","Teg49_mutant_3H_R2_GE"
"SAOUHSC_02668",3047,2991,4578,4698,3809,3908
"SAOUHSC_02669",11591,14906,18397,20603,17275,17081
"SAOUHSC_02670",4221,4566,6996,7856,7657,7918
"SAOUHSC_02671",4320,5783,7063,7907,3136,3046
"SAOUHSC_02672",165,229,225,359,290,296
"SAOUHSC_02674",322,396,508,644,599,565
"SAOUHSC_02675",2998,4247,4738,5225,4637,4661
"SAOUHSC_02676",5527,7529,8726,9874,8146,8395
"SAOUHSC_02677",1999,3024,2783,2997,2403,2274
"SAOUHSC_02678",1854,2723,3186,3911,2887,2856
"SAOUHSC_02679",590,1013,1105,1496,710,764
"SAOUHSC_02680",1789,3260,2999,3781,1835,1788
"SAOUHSC_02681",4292,8029,7137,7946,3534,3790
"SAOUHSC_02682",2773,4118,4651,5296,3682,3720
"SAOUHSC_02683",789,1345,1261,1249,824,852
"SAOUHSC_02684",5286,8447,8570,9578,6018,6363
"SAOUHSC_02685",1382,2184,2163,2197,1265,1287
"SAOUHSC_02686",321,336,506,588,435,488
"SAOUHSC_02687",4024,4626,6478,7264,6128,6233
"SAOUHSC_02688",177,138,257,264,233,228
"SAOUHSC_02689",230,201,316,294,199,228
"SAOUHSC_02690",2595,3093,4288,4636,4002,4138
"SAOUHSC_02691",829,890,1333,1369,1144,1173
"SAOUHSC_02692",832,888,1424,1428,1281,1345
"SAOUHSC_02693",0,1,0,1,0,0
"SAOUHSC_02694",3375,3685,5625,6254,5507,5702
"SAOUHSC_02695",1173,1355,1762,1999,1666,1698
"SAOUHSC_02696",334,450,556,637,580,591
"SAOUHSC_02697",35281,47674,47476,48617,43376,43184
"SAOUHSC_02698",28960,34847,42715,48542,42055,43371
"SAOUHSC_02699",19575,26070,24415,26059,22703,23281
"SAOUHSC_02700",6034,8735,9269,11553,9333,9285
"SAOUHSC_02701",40,94,57,56,48,39
"SAOUHSC_02702",257,661,402,424,412,362
"gpmA",17677,21247,24243,25023,21614,20910
"SAOUHSC_02704",1688,1944,2745,2967,2355,2431
"SAOUHSC_02705",7,7,17,12,16,12
"SAOUHSC_02706",955,1284,1483,1616,1634,1735
"SAOUHSC_02708",197,280,317,378,292,284
"SAOUHSC_02709",849,1330,1285,1493,1513,1555
"SAOUHSC_02710",1201,1759,1933,2191,2161,2197
"SAOUHSC_02711",153,193,223,257,214,241
"SAOUHSC_02712",316,453,524,596,462,496
"SAOUHSC_02713",416,508,664,666,584,593
"SAOUHSC_02714",359,457,530,588,569,525
"SAOUHSC_02715",159,187,243,258,180,209
"SAOUHSC_02716",60,59,93,119,87,80
"SAOUHSC_A02577",7,6,5,5,4,7
"SAOUHSC_02717",2,3,1,2,3,2
"SAOUHSC_02718",348,431,563,610,535,572
"SAOUHSC_02719",259,341,397,414,355,395
"SAOUHSC_02720",0,0,0,0,1,0
"SAOUHSC_02721",985,620,1801,1551,1175,1065
"SAOUHSC_02722",387,571,638,709,638,667
"SAOUHSC_02723",1984,4449,4158,5038,4697,4843
"SAOUHSC_02724",4128,7505,8535,10369,10477,10661
"SAOUHSC_02725",5182,6932,8627,9778,7730,7326
"SAOUHSC_02726",534,772,706,690,515,493
"SAOUHSC_02727",2340,3149,3828,4180,3545,3776
"SAOUHSC_02728",433,624,687,794,675,689
"SAOUHSC_02729",1145,1892,1864,2755,2000,1899
"SAOUHSC_02731",7436,9102,10955,13046,9799,9678
"SAOUHSC_02732",0,0,0,1,1,0
"SAOUHSC_02733",8802,10050,14200,14284,11270,11379
"SAOUHSC_02734",2,4,6,5,6,6
"SAOUHSC_02736",5592,6551,9351,11151,8613,8969
"SAOUHSC_02737",1474,1607,2012,1870,1269,1320
"SAOUHSC_02739",2261,2883,3259,3176,2832,2916
"SAOUHSC_02740",8813,10407,11630,12277,9434,9449
"SAOUHSC_02741",6241,7724,9649,10588,9614,10062
"SAOUHSC_02742",8557,11311,12596,13452,13331,13889
"SAOUHSC_02743",4028,5128,6236,6678,6551,7006
"SAOUHSC_02744",8922,10658,12108,12379,12240,13159
"SAOUHSC_02745",9,14,15,15,6,11
"SAOUHSC_02746",9,5,22,19,10,14
"SAOUHSC_02747",2526,3189,3959,3682,3142,3084
"SAOUHSC_02750",5118,5836,7678,8969,7387,7395
"SAOUHSC_02751",18321,26773,32009,37140,37297,36268
"SAOUHSC_02752",3505,4316,5434,6610,5087,4964
"SAOUHSC_02753",7583,9213,11948,13970,11513,11909
"SAOUHSC_02754",3173,4604,4212,4408,3518,3791
"SAOUHSC_02755",3263,5388,5268,5460,5058,5232
"SAOUHSC_02756",1665,1443,2701,2783,2811,2822
"SAOUHSC_02757",705,778,1105,976,848,928
"SAOUHSC_02759",4223,3743,6639,6186,7480,7603
"SAOUHSC_02760",2489,3362,3861,4211,3488,3620
"SAOUHSC_02761",910,1195,1519,1992,1702,1819
"SAOUHSC_02762",1389,2055,2028,2353,2094,2097
"SAOUHSC_02763",672,870,922,1114,969,953
"SAOUHSC_02764",495,673,641,709,597,651
"SAOUHSC_02765",556,730,830,964,784,827
"SAOUHSC_02766",1503,1683,2353,2646,2481,2534
"SAOUHSC_02767",2894,4231,4200,4400,3978,4011
"SAOUHSC_02768",329,466,440,587,456,434
"SAOUHSC_02769",276,422,449,545,494,491
"SAOUHSC_02770",197,284,335,394,335,308
"SAOUHSC_02771",2506,2934,3620,4596,4086,3994
"SAOUHSC_02772",5782,7986,8068,8742,7139,7451
"SAOUHSC_02773",8452,11462,13204,14585,12862,12645
"SAOUHSC_02774",11712,10732,17617,17202,17212,17511
"SAOUHSC_02775",622,667,887,946,916,985
"SAOUHSC_02776",303,353,503,539,511,490
"SAOUHSC_02777",1589,1689,2471,2741,2767,2898
"SAOUHSC_02778",2956,3602,4460,4705,4386,4541
"SAOUHSC_02779",2100,2690,3443,3523,2993,3083
"SAOUHSC_02780",1573,1558,2237,2583,2312,2223
"SAOUHSC_02781",35735,53468,60748,64370,59061,56382
"SAOUHSC_02782",38,59,61,57,63,52
"SAOUHSC_02783",552,609,861,1013,911,815
"SAOUHSC_02784",354,405,418,402,363,402
"SAOUHSC_02785",664,698,1020,1090,1062,1073
"SAOUHSC_02786",2111,2798,3522,4180,3820,3884
"SAOUHSC_02788",1443,1965,2192,2542,2495,2459
"SAOUHSC_02789",884,1194,1482,1603,1506,1473
"SAOUHSC_02790",5753,6469,8268,8916,8180,8335
"SAOUHSC_02791",312,368,434,450,340,377
"SAOUHSC_02793",2831,3400,4183,4904,3816,3903
"SAOUHSC_02794",375,428,533,669,421,481
"SAOUHSC_02795",147,140,170,179,136,159
"SAOUHSC_02796",124,167,202,246,236,228
"SAOUHSC_02797",651,797,972,1219,1021,968
"SAOUHSC_02798",2927,4912,4825,5524,4777,4783
"SAOUHSC_02799",11,15,19,22,33,23
"SAOUHSC_02800",29,21,50,64,43,50
"SAOUHSC_02801",2770,3699,4563,4491,4157,4166
"SAOUHSC_02802",680,885,1012,1136,969,956
"SAOUHSC_02803",4058,6156,6873,7344,6979,7033
"SAOUHSC_02804",0,1,0,1,0,0
"SAOUHSC_02805",3,5,3,4,13,7
"SAOUHSC_02806",1393,2425,2117,3782,1962,1733
"SAOUHSC_02808",2692,3463,3767,4926,3780,3418
"SAOUHSC_02809",5020,6108,7977,8542,6919,6917
"SAOUHSC_02810",5395,5535,8996,9947,8146,8240
"SAOUHSC_02811",2122,2291,3084,3249,2797,2785
"SAOUHSC_02812",9399,8889,14309,14990,10921,10666
"SAOUHSC_02813",4236,5275,6666,8236,5863,5919
"SAOUHSC_02815",2072,2521,3144,3675,2793,2680
"SAOUHSC_02816",2988,3079,4357,4913,3804,3868
"SAOUHSC_02817",1,0,0,0,0,2
"SAOUHSC_02818",568,731,820,983,852,799
"SAOUHSC_02819",92,101,174,156,188,177
"SAOUHSC_02820",193,213,277,331,263,238
"SAOUHSC_02821",194,256,313,378,357,303
"SAOUHSC_02822",3176,4216,4606,6423,4241,3982
"SAOUHSC_02823",1527,1876,2396,2806,2274,2215
"SAOUHSC_02824",356,533,491,538,436,462
"SAOUHSC_02825",211,338,368,426,367,369
"SAOUHSC_02826",464,566,792,720,625,601
"SAOUHSC_02827",6866,7572,10427,9334,8627,8221
"SAOUHSC_02828",1357,2228,2793,3246,2930,2920
"SAOUHSC_02829",1391,1649,2386,2300,2735,2782
"SAOUHSC_02830",8255,10702,13839,15220,18808,20213
"SAOUHSC_02831",309,380,444,473,442,424
"SAOUHSC_02832",297,322,438,575,505,560
"SAOUHSC_02833",712,820,994,1264,1137,1127
"SAOUHSC_02834",3227,3956,4919,5063,3935,4113
"SAOUHSC_02836",352,431,566,581,513,479
"SAOUHSC_02837",46,47,47,68,52,43
"SAOUHSC_02838",0,0,0,1,0,1
"SAOUHSC_02839",663,1252,834,1056,586,515
"SAOUHSC_02840",1058,1785,1685,2610,1536,1365
"SAOUHSC_02841",3001,3940,4513,6295,3587,3454
"SAOUHSC_02842",72,111,167,160,156,158
"SAOUHSC_02843",1140,1496,2104,2489,2025,2031
"SAOUHSC_02844",6129,8336,9977,10782,10579,10845
"SAOUHSC_02845",919,1091,1384,1506,1291,1383
"SAOUHSC_02846",901,1148,1368,1528,1298,1343
"SAOUHSC_02848",10102,14553,14450,20244,11796,11227
"SAOUHSC_02849",50890,74767,93364,107556,92039,90569
"SAOUHSC_02850",12468,19759,24706,30344,26642,26612
"SAOUHSC_02851",1380,2041,2608,2965,2292,2292
"SAOUHSC_02852",1770,1959,2263,2421,2017,2019
"SAOUHSC_02853",105983,66335,168104,129585,97219,95005
"SAOUHSC_02855",1183,1261,1706,1799,1018,1064
"SAOUHSC_02856",10,2,8,6,6,3
"SAOUHSC_02857",44,19,63,69,68,65
"SAOUHSC_02858",141,142,204,207,171,189
"SAOUHSC_02859",5974,6809,8747,8759,6699,7009
"SAOUHSC_02860",18012,22531,28194,30088,27099,27967
"SAOUHSC_02861",1521,2190,2395,2602,2050,2149
"SAOUHSC_02862",133657,162407,208483,242844,211920,212785
"SAOUHSC_02863",393,596,627,766,811,831
"SAOUHSC_02864",2412,3837,3796,4473,4501,4665
"SAOUHSC_02865",96,180,181,185,186,161
"SAOUHSC_02866",1235,1598,1681,1782,1561,1617
"SAOUHSC_02867",1003,1422,1673,1743,1882,1825
"SAOUHSC_02868",18,22,18,31,42,23
"SAOUHSC_02869",6272,7668,10023,12037,9056,8847
"SAOUHSC_02871",692,1028,1202,1179,1106,1050
"SAOUHSC_02872",98,110,124,150,97,101
"SAOUHSC_02873",10577,15102,17525,19656,17395,17838
"SAOUHSC_02874",2496,3190,3845,3806,3099,3002
"SAOUHSC_02875",1559,1878,2448,2660,2638,2741
"SAOUHSC_02876",2115,2764,3003,3457,3320,3379
"SAOUHSC_02877",12008,17464,20103,24956,21172,20603
"SAOUHSC_02879",6535,9329,9756,11978,9766,9971
"SAOUHSC_02880",9053,14517,12819,13916,11324,11244
"SAOUHSC_02881",10590,16139,16804,19982,16632,16971
"SAOUHSC_02882",1763,2271,2454,2989,2518,2748
"SAOUHSC_02883",597,734,952,1056,736,757
"SAOUHSC_02885",22865,26646,34143,37798,28370,28917
"SAOUHSC_02886",103,136,176,173,151,116
"SAOUHSC_02887",62292,76048,100297,110291,67657,65132
"SAOUHSC_02888",215,235,288,292,235,263
"SAOUHSC_02889",1,0,0,4,2,1
"SAOUHSC_02890",0,5,7,5,2,7
"SAOUHSC_02891",718,844,1216,1349,968,1057
"SAOUHSC_02892",314,325,587,529,381,360
"SAOUHSC_02893",275,330,417,501,441,437
"SAOUHSC_02894",285,382,400,403,293,339
"SAOUHSC_02895",557,680,773,832,654,705
"SAOUHSC_02896",119,181,192,186,165,163
"SAOUHSC_02897",320,389,464,591,402,428
"SAOUHSC_02898",549,783,884,983,824,717
"SAOUHSC_02899",8360,11371,13639,15480,13559,13949
"SAOUHSC_02900",20118,29258,36771,42938,41798,42546
"SAOUHSC_02901",333,455,578,592,460,547
"SAOUHSC_02902",350,466,590,641,494,546
"SAOUHSC_02904",246,360,414,402,356,389
"SAOUHSC_02905",498,564,633,707,630,661
"SAOUHSC_02906",795,1005,1228,1274,1023,1086
"SAOUHSC_02907",197,283,245,214,189,219
"SAOUHSC_02908",10420,14205,16240,17998,15489,15299
"SAOUHSC_02909",11887,16103,18528,21975,18265,17776
"SAOUHSC_02910",2433,3118,3778,3907,3510,3350
"SAOUHSC_02911",545,566,864,921,676,676
"SAOUHSC_02912",2774,2394,3821,3660,3805,3783
"SAOUHSC_02913",384,522,667,658,538,553
"SAOUHSC_02914",5,12,19,26,18,29
"SAOUHSC_02915",720,1071,1152,1387,1212,1226
"SAOUHSC_02916",1498,1918,2246,2161,1976,1922
"panC",4687,6239,7059,7335,6758,6881
"panB",2329,3051,3284,3345,2878,3048
"SAOUHSC_02920",3192,4772,5567,6286,5023,5238
"SAOUHSC_02921",1449,1841,2385,2332,2112,2052
"SAOUHSC_02922",9176,10921,13395,13683,11738,11831
"SAOUHSC_02923",1170,1622,1836,1991,1785,1775
"SAOUHSC_02924",203,296,344,348,330,321
"SAOUHSC_02925",638,679,1188,1782,1801,1613
"SAOUHSC_02926",80430,86877,132786,136791,145798,148994
"SAOUHSC_02927",111429,156310,186490,204637,183082,183984
"SAOUHSC_02928",283,374,466,555,560,534
"SAOUHSC_02929",22696,28801,33155,35654,30772,31600
"SAOUHSC_02930",3083,4143,4676,4830,4621,4802
"SAOUHSC_02931",562,545,667,538,545,580
"SAOUHSC_02932",3690,4913,5804,6976,3551,3659
"SAOUHSC_02933",4738,6116,6958,8023,4063,4219
"SAOUHSC_02934",1,2,4,4,2,0
"SAOUHSC_02935",1761,2009,2663,2856,1992,2043
"SAOUHSC_02936",1608,2001,2186,2437,1891,1826
"SAOUHSC_02937",3572,6465,6620,8704,5014,4965
"SAOUHSC_02939",4,4,15,23,9,18
"SAOUHSC_02940",0,1,1,1,0,3
"SAOUHSC_02941",11076,11585,17443,17700,16686,15578
"SAOUHSC_02942",52823,57815,89419,103149,89903,85448
"SAOUHSC_02943",827,1060,1192,1385,1035,1089
"SAOUHSC_02944",63,70,128,134,153,127
"SAOUHSC_02945",1550,1752,2707,2929,2737,2677
"SAOUHSC_02947",2769,3753,4624,5027,4373,4332
"SAOUHSC_02948",6,4,7,11,8,8
"SAOUHSC_02949",490,648,732,794,590,609
"SAOUHSC_A02794",162,187,230,266,205,213
"SAOUHSC_02950",7,2,10,8,6,11
"SAOUHSC_02953",2456,3010,4248,4899,4044,4052
"SAOUHSC_02954",413,570,686,724,596,604
"nsaS",7456,8870,13597,15987,14692,14662
"nsaR",5306,7114,8885,9721,8575,8736
"SAOUHSC_02957",949,1387,1398,1494,1323,1269
"SAOUHSC_02958",200,286,359,372,340,320
"SAOUHSC_02960",1379,1867,2514,2397,2179,2081
"SAOUHSC_02961",1439,1580,2255,2562,2335,2430
"SAOUHSC_02962",1125,1325,1683,1963,1780,1688
"SAOUHSC_02963",10543,16026,17794,20415,28473,27806
"SAOUHSC_02964",801,1049,1256,1599,1324,1243
"SAOUHSC_02965",1221,1692,1918,2523,2117,1997
"SAOUHSC_02967",699,986,1274,1864,1502,1397
"SAOUHSC_02968",646,887,939,1368,1334,1221
"SAOUHSC_02969",1029,1278,1776,2093,2534,2380
"SAOUHSC_A02811",5,8,12,9,3,10
"SAOUHSC_02970",1056,1093,1786,1676,1988,2001
"SAOUHSC_02971",1002,1129,1177,1332,825,900
"SAOUHSC_02972",2718,3042,3818,3989,4559,4943
"SAOUHSC_02973",240,292,418,539,478,453
"SAOUHSC_02974",1280,1521,1910,2469,1715,1744
"SAOUHSC_02975",3177,4489,4449,6180,3942,3661
"SAOUHSC_02976",1657,2762,2819,4266,2542,2535
"SAOUHSC_02978",21882,25912,36790,41050,33400,33226
"SAOUHSC_02979",36521,48937,61997,71502,65405,65671
"SAOUHSC_02980",8231,9206,13138,14005,13146,13120
"SAOUHSC_02982",48191,56764,79407,91628,83607,83640
"SAOUHSC_02983",12001,16034,20160,24643,21314,21229
"SAOUHSC_02984",12550,16997,20166,23970,20661,20755
"SAOUHSC_02985",14347,20090,22155,25972,22528,23304
"SAOUHSC_02986",2099,2956,3277,4077,3390,3577
"SAOUHSC_02987",2547,3592,3742,4283,3681,3897
"SAOUHSC_02988",2322,3151,3603,4487,3695,3789
"secY_2",1075,1357,1747,2374,1654,1752
"SAOUHSC_02990",39434,56249,64225,76034,59194,61724
"SAOUHSC_02991",1393,1871,1988,2179,2065,2104
"SAOUHSC_02992",772,1028,1369,1719,1566,1603
"SAOUHSC_02993",653,830,1091,1324,1229,1286
"SAOUHSC_02994",4769,6755,8619,9980,8359,8704
"SAOUHSC_02995",1517,2287,2294,2648,2307,2364
"SAOUHSC_02996",148,211,201,216,186,197
"SAOUHSC_02997",103,114,150,162,132,129
"SAOUHSC_02998",207,238,323,303,226,258
"SAOUHSC_02999",158,196,214,238,188,215
"SAOUHSC_03000",46,69,59,66,57,73
"SAOUHSC_03001",1744,1452,2496,2673,2346,2310
"SAOUHSC_03002",43,68,79,86,93,94
"SAOUHSC_03003",34,28,33,33,36,44
"SAOUHSC_03004",111,137,175,206,188,184
"SAOUHSC_03005",148,180,299,398,316,301
"SAOUHSC_03006",5111,7711,7286,11477,8248,7685
"SAOUHSC_03008",289,446,429,443,406,402
"SAOUHSC_03009",77,156,119,145,142,170
"hisH",43,99,75,73,67,72
"hisB",43,43,54,63,54,41
"SAOUHSC_03012",97,116,129,186,142,162
"SAOUHSC_03013",99,123,130,151,122,116
"hisG",15,32,37,43,57,47
"hisZ",29,43,50,65,59,56
"SAOUHSC_03016",438,537,667,745,688,737
"SAOUHSC_03017",194,239,321,383,305,329
"SAOUHSC_03018",314,419,513,699,579,607
"SAOUHSC_03019",539,775,813,948,856,943
"SAOUHSC_03020",113,163,164,202,171,190
"SAOUHSC_03021",93,114,122,135,138,125
"SAOUHSC_03022",5397,7275,9210,9344,8577,8687
"SAOUHSC_03023",602,744,876,1080,849,832
"SAOUHSC_03024",1559,1996,2732,2908,2656,2634
"SAOUHSC_03025",191,325,343,442,390,384
"SAOUHSC_03026",1114,1392,1839,2038,1612,1767
"SAOUHSC_03027",222,348,303,303,223,245
"SAOUHSC_03028",2359,3347,4084,4336,3813,3861
"SAOUHSC_03030",5832,7868,9802,10664,9637,9924
"SAOUHSC_03031",862,1026,1369,1563,1104,1206
"SAOUHSC_03032",1238,1920,2027,2508,2011,2082
"SAOUHSC_03033",3053,4312,4804,5875,5104,5163
"SAOUHSC_03034",708,846,1168,1501,1307,1388
"SAOUHSC_03035",2903,4048,3876,4645,4207,4324
"SAOUHSC_03036",312,430,537,608,473,513
"SAOUHSC_03037",522,724,868,1077,920,895
"SAOUHSC_03037a",63,57,15,0,88,41
"SAOUHSC_03040",840,1253,1794,2168,1703,1763
"SAOUHSC_03041",177,237,370,437,408,365
"SAOUHSC_03042",163,177,240,352,334,318
"SAOUHSC_3042a",12,49,118,209,104,135
"SAOUHSC_03045",20649,29344,33211,32475,23251,22996
"SAOUHSC_03046",3255,4975,4575,4981,4516,4660
"SAOUHSC_03047",590,807,852,842,769,776
"SAOUHSC_03048",1082,1319,1694,1794,1597,1683
"SAOUHSC_03049",5031,6461,7713,7882,6520,6530
"gidB",3162,3997,5279,6193,4784,4824
"SAOUHSC_03052",6849,9290,10993,12524,8990,8995
"trmE",3466,4944,5557,6397,4502,4295
"rnpA",704,1018,1336,1562,933,951
"rpmH",11145,15157,17703,16595,12488,11978
