"gene_id","NRSA384.WT.1","NRSA384.WT.2","NRSA384.WT.3","NRSA384.389.4","NRSA384.389.5","NRSA384.389.6"
"SAUSA300_1692",1002,1387,868,697,891,657
"SAUSA300_1441",2586,2399,3394,15233,12350,16769
"SAUSA300_0005",2055,1823,2882,13271,11086,15797
"SAUSA300_0440",191,181,235,1214,989,1208
"SAUSA300_1908",3265,3968,3159,4635,4308,5068
"SAUSA300_2207",2196,2472,3602,16771,14061,17790
"SAUSA300_2453",5435,5020,5934,10452,7885,11424
"SAUSA300_0189",274,289,327,534,465,594
"SAUSA300_1051",2402,2663,2455,4423,3318,4224
"SAUSA300_1566",44,46,103,639,550,650
"SAUSA300_2272",3462,3551,3535,6516,5021,6667
"SAUSA300_2247",217,229,291,1352,1124,1545
"SAUSA300_0721",1398,2050,1535,2186,1724,2181
"SAUSA300_0847",1085,1162,929,1390,1230,1478
"SAUSA300_1804",13895,15598,16945,25950,25541,29756
"SAUSA300_0545",1228,1615,1357,2165,1768,2230
"SAUSA300_1855",1763,1628,1743,2894,2650,3345
"SAUSA300_0761",1812,2275,1917,3094,2636,3081
"SAUSA300_1449",814,737,809,1375,1182,1526
"SAUSA300_0375",514,629,515,817,656,817
"SAUSA300_1932",95,92,106,136,133,164
"SAUSA300_0161",91,90,115,629,485,705
"SAUSA300_1653",2219,2015,2156,3899,3047,3651
"SAUSA300_1891",261,336,285,377,367,456
"SAUSA300_2295",707,762,637,921,877,1068
"SAUSA300_0257",5364,6202,7632,33701,35964,43364
"SAUSA300_0026",170,164,230,1182,888,1319
"SAUSA300_0185",30,57,91,667,575,846
"SAUSA300_1288",467,420,734,3349,3061,4292
"SAUSA300_1918",101,86,93,954,1310,1066
"SAUSA300_0153",17,28,23,221,161,264
"SAUSA300_0740",2018,2088,2043,3413,3220,3636
"SAUSA300_0846",306,300,405,1997,1723,1920
"SAUSA300_0381",774,974,931,1539,1326,1663
"SAUSA300_1176",4032,4915,3956,5608,5488,6572
"SAUSA300_0001",2109,2118,3473,15534,14285,18308
"SAUSA300_0042",3882,4492,3883,6454,5503,6998
"SAUSA300_1890",1627,1557,2331,9736,8899,11624
"SAUSA300_1683",2527,2561,2824,13814,12430,14829
"SAUSA300_1851",2489,2929,3030,5254,4695,5379
"SAUSA300_0579",406,353,495,3159,2075,2813
"SAUSA300_0767",880,949,1050,1969,1528,1945
"SAUSA300_2283",1029,1170,964,1561,1250,1362
"SAUSA300_2325",380,456,484,584,635,798
"SAUSA300_1259",134,135,158,894,690,885
"SAUSA300_1329",1376,1162,2038,1984,1981,2556
"SAUSA300_2242",46,52,71,384,308,408
"SAUSA300_2557",93,62,100,623,518,705
"SAUSA300_0516",405,339,528,2468,2078,2644
"SAUSA300_1086",7942,8361,9604,16044,14877,18813
"SAUSA300_0744",820,764,1071,4904,3798,5157
"SAUSA300_1373",782,891,521,599,343,576
"SAUSA300_0077",67,67,92,576,434,763
"SAUSA300_0682",299,423,247,278,232,291
"SAUSA300_1593",4111,3922,5940,25349,24207,28805
"SAUSA300_2044",871,876,1226,5064,5035,5909
"SAUSA300_2415",315,494,378,490,418,526
"SAUSA300_2538",1129,1308,1696,7314,6818,7922
"SAUSA300_0695",220,205,361,1967,1559,1787
"SAUSA300_0552",485,452,752,3409,3279,3635
"SAUSA300_1013",4045,4161,4384,7795,6062,9079
"SAUSA300_2032",74,75,108,535,534,598
"SAUSA300_1236",2022,2187,2154,3933,3386,3895
"SAUSA300_1314",4302,5527,5141,5904,4962,9150
"SAUSA300_1736",485,472,405,587,533,517
"SAUSA300_0925",2513,3118,2498,4103,3343,4268
"SAUSA300_2487",72,79,77,488,453,532
"SAUSA300_1861",982,1054,898,1236,1264,1589
"SAUSA300_2405",911,1140,903,1413,1212,1538
"SAUSA300_0493",136,99,161,882,739,938
"SAUSA300_0898",36681,45072,32920,42525,37264,55492
"SAUSA300_2070",445,428,642,2762,2378,2950
"SAUSA300_0157",24,33,31,221,205,226
"SAUSA300_0377",1927,2123,2194,3408,3503,4116
"SAUSA300_0961",4460,3613,6759,34248,29956,43737
"SAUSA300_1619",7811,7107,10266,45933,38149,55063
"SAUSA300_2610",17,27,27,206,166,195
"SAUSA300_1238",933,958,923,1538,1450,1576
"SAUSA300_2332",570,757,543,754,664,859
"SAUSA300_0693",1840,2035,1983,13821,10753,11614
"SAUSA300_2203",2650,2376,3604,16709,13093,20355
"SAUSA300_0165",37,54,68,378,334,432
"SAUSA300_0985",132,184,113,136,70,94
"SAUSA300_0374",29416,38959,27716,31761,35755,37613
"SAUSA300_2132",4022,6026,5715,4360,6321,5996
"SAUSA300_0569",2433,2614,2795,4484,4570,5278
"SAUSA300_0702",679,610,1054,5615,3898,5562
"SAUSA300_1005",625,681,817,3539,3691,4309
"SAUSA300_2090",201.571,152.727,286.105,1382.86,1341.1,1728.41
"SAUSA300_0424",40,41,55,280,278,332
"SAUSA300_1569",801,673,1222,5979,4800,6136
"SAUSA300_1330",1217,1007,1673,1877,1684,2476
"SAUSA300_0660",907,1060,962,1578,1308,1911
"SAUSA300_1302",504,459,731,3630,2601,3768
"SAUSA300_2269",441,524,400,579,533,534
"SAUSA300_0931",3073,2978,2839,4000,4369,4966
"SAUSA300_0977",104,144,167,872,765,1129
"SAUSA300_0720",41,35,32,417,250,371
"SAUSA300_1290",329,354,448,1891,1720,2314
"SAUSA300_1621",7449,6903,9070,14893,13797,15579
"SAUSA300_0066",162,195,133,139,159,144
"SAUSA300_0628",1193,1390,1035,1488,1068,1793
"SAUSA300_2615",96,91,137,702,527,763
"SAUSA300_1247",1740,1638,1755,2954,2861,3361
"SAUSA300_0536",35471,36395,46601,64363,62096,84149
"SAUSA300_0468",1452,1556,2180,9276,7820,9570
"SAUSA300_2191",1998,1605,2882,15798,11189,17105
"SAUSA300_2296",2780,3561,2827,4546,3916,4178
"SAUSA300_0669",3622,4004,4051,7739,6167,7125
"SAUSA300_0905",637,691,702,1130,1088,1390
"SAUSA300_0888",425,445,719,3097,2635,3563
"SAUSA300_0291",282,252,349,482,477,503
"SAUSA300_1518",2294,2004,3105,14043,11439,17627
"SAUSA300_2074",1494,1810,1430,2324,1963,2055
"SAUSA300_0094",123,141,95,106,111,111
"SAUSA300_0640",1510,1969,1755,2632,2627,2718
"SAUSA300_0639",4261,4752,4065,6181,6301,6591
"SAUSA300_2042",282,323,279,337,360,484
"SAUSA300_0664",8813,11586,7965,10991,8711,13507
"SAUSA300_0557",855,1029,853,1445,1113,1580
"SAUSA300_1594",902,1102,630,632,726,701
"SAUSA300_0724",1798,1838,1866,3320,3023,3860
"SAUSA300_0987",983,918,1171,2074,1744,2345
"SAUSA300_1241",372,432,347,509,495,581
"SAUSA300_1148",6047,5991,7343,13778,10427,14534
"SAUSA300_2273",547,532,754,3299,2796,3282
"SAUSA300_0112",1205,1437.08,1698.03,7661.15,6055.73,8319.79
"SAUSA300_0144",36,55,56,356,337,372
"SAUSA300_0943",547,569,622,1151,987,1236
"SAUSA300_1435",340,299.569,391.115,1915.83,1684.12,1905.23
"SAUSA300_1902",2934,2639,3620,6320,5063,6815
"SAUSA300_0733",1248,1156,1332,6919,5403,6880
"SAUSA300_1910",1467,1766,1752,2793,2791,3282
"SAUSA300_0473",2825,2734,4167,17452,14618,19823
"SAUSA300_0621",4589,4932,4682,8122,7618,9155
"SAUSA300_0717",9515,11281,10985,17600,15609,22367
"SAUSA300_0117",570,957,659,834,737,736
"SAUSA300_0450",81,66,131,663,538,747
"SAUSA300_1662",217,235,314,1549,1124,1564
"SAUSA300_1681",54,90,94,548,535,661
"SAUSA300_1698",3060,3675,3416,5517,5230,6818
"SAUSA300_1244",33250,40905,29207,40675,40117,43469
"SAUSA300_2620",683,755,648,1101,977,1205
"SAUSA300_0514",598,482,739,3834,2765,3792
"SAUSA300_1222",208,278,200,296,247,290
"SAUSA300_2157",465,555,614,1005,940,1089
"SAUSA300_0857",2968,2834,3534,4468,5367,5326
"SAUSA300_0868",452,533,475,765,739,821
"SAUSA300_0910",661,633,980,4663,3362,4599
"SAUSA300_0076",159,175,252,1248,936,1522
"SAUSA300_2196",996,701,1283,7045,5401,7010
"SAUSA300_0322",128,123,195,878,772,923
"SAUSA300_1511",2271,3238,1386,1330,1274,1359
"SAUSA300_1872",1050,882,1245,2130,1628,2162
"SAUSA300_2105",201,267,293,1499,1779,2198
"SAUSA300_2156",971,1011,916,1664,1368,1824
"SAUSA300_0330",60,77,82,438,410,486
"SAUSA300_0197",1716,1742,1919,3845,3007,3609
"SAUSA300_0633",245,262,273,1350,1269,1570
"SAUSA300_0171",404,434,519,753,796,838
"SAUSA300_0471",30184,33033,26886,45574,33377,49074
"SAUSA300_1000",161,122,220,1440,992,1200
"SAUSA300_2562",2438,2951,1414,1552,878,1683
"SAUSA300_0387",7214,6418,9808,45412,38760,43959
"SAUSA300_1323",173,170,244,1059,1078,1219
"SAUSA300_0193",22,31,30,192,162,247
"SAUSA300_0470",718,577,925,4075,3477,4547
"SAUSA300_0657",1411,1353,1444,2873,2169,2848
"SAUSA300_0860",364,452,746,3278,3350,4203
"SAUSA300_1334",151,98,150,1008,842,927
"SAUSA300_1463",1625,1557,1864,3559,2405,3507
"SAUSA300_2619",89,139,122,827,719,812
"SAUSA300_1083",1871,1628,2530,11029,9068,13923
"SAUSA300_1292",314,279,439,1950,1553,2057
"SAUSA300_0553",947,1018,1214,4952,4795,5750
"SAUSA300_1799",257,255,418,1764,1885,2138
"SAUSA300_1640",849,920,1036,1803,1517,2210
"SAUSA300_0979",250,260,328,1575,1172,1599
"SAUSA300_1863",3943,3645,4169,7943,6392,8837
"SAUSA300_2183",2434,1779,4136,24045,23533,24329
"SAUSA300_0575",1742,1999,1562,2609,2331,2788
"SAUSA300_2432",573,504,571,827,839,1109
"SAUSA300_2014",183,193,268,1110,997,1325
"SAUSA300_1693",1178,1274,1068,1778,1640,2070
"SAUSA300_1680",62,53,90,448,361,469
"SAUSA300_1446",167,193,177,284,265,313
"SAUSA300_0877",3892,4047,5035,8427,6636,10436
"SAUSA300_0158",23,38,49,277,240,338
"SAUSA300_1936",102,114,129,181,103,188
"SAUSA300_1884",7290,6866,9051,16288,13778,17421
"SAUSA300_0443",1215,1501,1136,1936,1627,1973
"SAUSA300_1274",47,38,63,363,259,368
"SAUSA300_1233",1004,1313,682,813,775,765
"SAUSA300_1728",1644,1968,1727,2880,2818,3238
"SAUSA300_1965",7568.81,10478.3,4596.42,3720.96,3092.45,6649.27
"SAUSA300_0962",6235,5123,11509,62470,58555,65310
"SAUSA300_1437",1951,2631,2171,2691,3257,3201
"SAUSA300_2101",921,975,969,1930,1548,1959
"SAUSA300_2401",391,632,397,536,459,468
"SAUSA300_0248",672,665,996,1550,1221,1437
"SAUSA300_1054",1739,2850,1732,1849,1979,2595
"SAUSA300_0805",113,86,83,744,541,801
"SAUSA300_0825",451,452,713,3101,2366,3286
"SAUSA300_1278",3088,3278,3105,5805,5247,5885
"SAUSA300_1112",665,635,868,3555,2904,3844
"SAUSA300_1173",415,334,572,3354,2178,2959
"SAUSA300_0555",3498,3164,4976,7218,5968,8298
"SAUSA300_1847",367,372,516,2179,1713,2332
"SAUSA300_1657",11931,12447,13487,26983,20653,27008
"SAUSA300_2333",8026,6766,11572,13177,12453,16909
"SAUSA300_0823",100,135,127,126,164,130
"SAUSA300_1977",82,140,90,105,99,108
"SAUSA300_0316",35,44,38,287,232,401
"SAUSA300_0460",531,628,597,3443,2569,4066
"SAUSA300_1718",80,86,98,565,536,535
"SAUSA300_0237",145,153,202,848,800,1073
"SAUSA300_2059",4769,4102,6922,31338,24476,36582
"SAUSA300_0815",1617,1814,1573,10598,8238,10600
"SAUSA300_0325",61,45,77,592,348,634
"SAUSA300_0872",586,636,506,915,638,907
"SAUSA300_0024",986,1287,942,1286,1294,1742
"SAUSA300_0960",251,232,296,2734,3176,2048
"SAUSA300_1365",17316,17371,20340,38435,32443,41709
"SAUSA300_2294",418,443,524,952,838,953
"SAUSA300_0465",34,30,41,323,193,270
"SAUSA300_0747",4197,3670,5031,22046,17618,25585
"SAUSA300_0623",3159,3580,2924,5193,4552,5702
"SAUSA300_2360",557,462,803,3380,3043,3697
"SAUSA300_0525",7106,7544,7265,11756,11838,15136
"SAUSA300_1438",157,169,217,1037,802,1296
"SAUSA300_1849",196,174,267,1363,942,1398
"SAUSA300_0598",2037,2200,2273,4481,3903,4441
"SAUSA300_2351",1253,1259,1489,2935,2505,3099
"SAUSA300_1592",1438,1440,1836,7222,6168,8298
"SAUSA300_2622",340,332,415,570,638,689
"SAUSA300_1026",8868,8844,9360,18306,15645,19434
"SAUSA300_0357",555,516,960,3962,3525,4686
"SAUSA300_1631",913,856,1392,5717,4925,5931
"SAUSA300_1864",4983,5388,6184,10621,10570,11480
"SAUSA300_1015",924,981,1076,4761,4006,5653
"SAUSA300_2385",1466,1489,1798,7868,6989,7719
"SAUSA300_2495",884,1075,719,1048,1020,1215
"SAUSA300_1286",485,399,680,2822,2469,3434
"SAUSA300_2073",649,673,908,3882,2952,3931
"SAUSA300_1543",204,165,202,1348,882,1392
"SAUSA300_2178",7120,5640,11025,52782,44427,59720
"SAUSA300_1016",1476,1438,1771,8085,6093,7984
"SAUSA300_1152",4792,4023,5140,9052,6693,10385
"SAUSA300_2147",1421,1454,1940,3123,2890,3850
"SAUSA300_1355",707,617,1028,4388,3540,4524
"SAUSA300_1579",1217,1270,1634,6808,5291,7057
"SAUSA300_2459",136,172,132,223,170,210
"SAUSA300_1844",946,918,1130,2122,1833,2418
"SAUSA300_1481",467,582,511,914,792,1004
"SAUSA300_1695",3847,3545,5299,22411,17735,23134
"SAUSA300_1622",13751,13732,16894,31924,25257,34894
"SAUSA300_2135",83,101,87,677,505,593
"SAUSA300_0336",171,157,151,192,221,260
"SAUSA300_2391",384,320,593,2532,2156,2764
"SAUSA300_0074",58,51,90,433,396,434
"SAUSA300_0075",93,73,160,720,681,877
"SAUSA300_0178",4228,4500,4510,22418,19306,26387
"SAUSA300_0253",1291,1120,1263,2507,1968,2444
"SAUSA300_0771",129,120,153,769,601,752
"SAUSA300_0785",1900,2124,1634,3066,2273,2582
"SAUSA300_1097",120,122,141,802,559,896
"SAUSA300_1721",858,1065,835,1526,976,1483
"SAUSA300_2189",2663,1973,3797,18055,15301,20327
"SAUSA300_2231",772,945,863,1276,1339,1716
"SAUSA300_2256",2373,2551,2514,5048,4034,5536
"SAUSA300_1012",768,1198,765,1024,1001,1217
"SAUSA300_1088",617,628,618,1217,1002,1293
"SAUSA300_0750",3301,3261,4463,7342,6487,8947
"SAUSA300_2096",975,981,1142,5271,3997,5362
"SAUSA300_2182",1213,781,1761,9401,7760,10300
"SAUSA300_2275",561,583,810,3038,2999,3818
"SAUSA300_2398",819,1118,1015,1560,1603,1689
"SAUSA300_0995",17564,16671,26349,113948,89662,134536
"SAUSA300_2445",795,819,974,1783,1564,2121
"SAUSA300_0477",1179,1024,1753,7984,6113,7710
"SAUSA300_1737",294,272,403,1742,1363,1777
"SAUSA300_2368",110,170,83,99,76,104
"SAUSA300_1691",3187,2807,4262,6686,5763,7637
"SAUSA300_0890",495,482,796,3393,2935,3299
"SAUSA300_1151",1080,878,1383,6117,5375,6045
"SAUSA300_1574",3092,3138,3684,15660,14020,16200
"SAUSA300_2378",1165,1325,1405,2372,2382,2902
"SAUSA300_0389",12818,11710,17958,78148,60156,85390
"SAUSA300_2356",478,479,559,716,631,1125
"SAUSA300_0729",71,94,119,535,522,620
"SAUSA300_0629",1243,1151,1451,6194,5002,6557
"SAUSA300_1661",224,219,259,1240,958,1294
"SAUSA300_2198",4283,3095,6355,34348,25012,41501
"SAUSA300_0286",146,171,257,1159,917,1151
"SAUSA300_0269",64,62,78,387,319,399
"SAUSA300_0356",175,169,188,979,819,967
"SAUSA300_0839",4784,4602,3674,5708,4102,7483
"SAUSA300_1556",767,646,999,4216,3357,4601
"SAUSA300_2197",3219,2260,4955,25891,20865,30672
"SAUSA300_2038",4733,4801,6107,11430,9953,12484
"SAUSA300_0650",537,506,745,3070,2600,3057
"SAUSA300_1003",18318,18375,21241,37421,35518,44269
"SAUSA300_1639",1412,1310,1474,3063,2352,2950
"SAUSA300_1742",73,65,70,421,378,594
"SAUSA300_1788",3280,3258,3916,6704,6843,7695
"SAUSA300_1021",162,230,161,260,203,261
"SAUSA300_2482",137,177,127,1249,1114,1040
"SAUSA300_1716",269,304,377,648,559,672
"SAUSA300_0635",224,266,260,1382,1284,1390
"SAUSA300_2043",144,203,181,294,239,251
"SAUSA300_0333",98,166,217,1108,1350,1809
"SAUSA300_1739",1110,1157,1896,7204,7587,10224
"SAUSA300_1116",646,659,867,1594,1267,1708
"SAUSA300_0762",3149,4276,2246,3407,2023,3366
"SAUSA300_1308",528,541,619,2638,2292,2851
"SAUSA300_2172",3237,2910,4597,19731,15556,19736
"SAUSA300_2201",3668,2916,5294,22243,21067,27480
"SAUSA300_0510",9253,9090,12232,21804,17974,24263
"SAUSA300_0659",516,526,684,2624,2320,3172
"SAUSA300_1287",1075,913,1494,5878,5234,6883
"SAUSA300_1705",443,384,584,2375,1983,2591
"SAUSA300_2169",539,445,708,3642,2543,4758
"SAUSA300_0529",2245,2416,2906,14654,12807,12274
"SAUSA300_1306",1157,1129,2030,8230,7383,11726
"SAUSA300_1455",1386,1435,1873,7211,7364,8038
"SAUSA300_0811",49,48,46,359,237,371
"SAUSA300_2097",749,801,798,1635,1359,1587
"SAUSA300_0994",10311,9934,15564,64323,51045,70658
"SAUSA300_2224",445,367,635,2827,2125,2911
"SAUSA300_0527",10673,8913,15625,71863,54917,74554
"SAUSA300_0772",8310.57,7886.54,12643.3,48993.6,44168.2,64256.4
"SAUSA300_2537",6516,7191,6946,14652,10889,14157
"SAUSA300_1892",2331,2222,2564,4295,3930,5876
"SAUSA300_0716",16620,16967,24176,38830,32658,43492
"SAUSA300_2237",113,119,124,209,194,240
"SAUSA300_2251",1867,1714,2468,10074,8015,10245
"SAUSA300_0449",375,349,536,2381,1923,3423
"SAUSA300_0817",1937,2145,3051,11709,12939,19433
"SAUSA300_1161",631,522,764,3414,2561,3807
"SAUSA300_1642",4546,4374,7066,29154,24343,29349
"SAUSA300_0255",276,309,277,1838,1294,1748
"SAUSA300_0764",2472,2104,3453,14256,11544,15452
"SAUSA300_1294",363,573,347,442,493,451
"SAUSA300_1654",3521,3146,4630,7599,6567,8938
"SAUSA300_0441",504,507,564,2883,2051,2853
"SAUSA300_2240",109,91,166,747,570,826
"SAUSA300_1166",609,818,614,864,997,1036
"SAUSA300_1938",162,153,188,342,276,370
"SAUSA300_0709",1615,2073,1403,2343,2216,2466
"SAUSA300_0773",27,42,26,245,209,264
"SAUSA300_0294",26.1093,39.41,39.1884,217.237,185.479,238.198
"SAUSA300_0703",18200,17776,26217,39517,35996,46507
"SAUSA300_0958",3293,2946,4353,17232,14056,19032
"SAUSA300_1682",4326,4476,4438,9128,7899,8805
"SAUSA300_0351",155,157,193,806,788,929
"SAUSA300_0997",584,675,563,1071,844,1217
"SAUSA300_2076",6093,5743,7719,14162,12483,15484
"SAUSA300_0732",514,517,582,829,990,1032
"SAUSA300_0505",3151,3131,4296,7881,6486,8611
"SAUSA300_0589",505,447,714,3060,2238,3372
"SAUSA300_0188",955,944,1210,5275,5290,5124
"SAUSA300_1806",282,206,334,1823,1230,1722
"SAUSA300_0301",142.533,160.892,169.882,766.497,720.758,961.997
"SAUSA300_0293",30.4452,47.0594,54.1621,275.928,238.697,374.922
"SAUSA300_1335",168,206,204,278,328,334
"SAUSA300_1068",310,509,339,3024,2695,2627
"SAUSA300_1694",3841,4323,4481,9329,7854,9077
"SAUSA300_2267",597,642,719,1339,1135,1640
"SAUSA300_1597",1245,1019,1968,9536,6512,9568
"SAUSA300_2490",634,813,632,1114,982,1321
"SAUSA300_1853",751,717,836,1710,1462,1744
"SAUSA300_0437",2692,3209,2514,17459,14624,18509
"SAUSA300_0488",476,450,618,2547,1990,2581
"SAUSA300_1702",373,477,513,2161,1896,2569
"SAUSA300_1723",513,687,531,737,869,714
"SAUSA300_2125",2370,2294,2628,5011,4386,6223
"SAUSA300_0782",665,733,630,1001,1128,1123
"SAUSA300_1258",352,375,214,340,270,337
"SAUSA300_2447",2106,2216,2153,10830,9603,11475
"SAUSA300_2026",6399,8070,5979,10332,7496,12856
"SAUSA300_2520",39,42,60,266,221,281
"SAUSA300_2379",698,727,969,3850,3950,4016
"SAUSA300_0532",22242,16508,36973,177834,154281,194770
"SAUSA300_1524",756,731,893,1659,1577,1892
"SAUSA300_2033",76,109,116,561,458,643
"SAUSA300_1182",1427,1351,2400,9696,7622,10829
"SAUSA300_2063",1612,1271,2197,10487,7135,11391
"SAUSA300_0526",614,635,861,3405,2618,3874
"SAUSA300_0268",37,36,38,225,186,220
"SAUSA300_0696",44,36,40,253,271,265
"SAUSA300_0875",1239,1568,1103,1662,1848,1548
"SAUSA300_2162",283,277,313,629,526,624
"SAUSA300_2591",27,36,42,210,253,247
"SAUSA300_1159",1645,1322,2408,9911,8086,11250
"SAUSA300_1713",431,404,581,2185,1850,2489
"SAUSA300_0142",40,54,71,343,260,415
"SAUSA300_0063",115,148,109,169,168,203
"SAUSA300_0270",415,362,530,2408,1684,2636
"SAUSA300_1024",597,617,518,1095,751,958
"SAUSA300_1011",1230,1512,1430,2356,2490,3006
"SAUSA300_0439",331,420,328,527,563,533
"SAUSA300_1671",1078,1009,1114,5245,4509,5258
"SAUSA300_1069",961,975,937,1422,1669,1892
"SAUSA300_0852",981,993,1676,6154,5491,7146
"SAUSA300_1341",4972,4449,7876,31973,26436,34003
"SAUSA300_0699",247,258,347,1481,1099,1495
"SAUSA300_1220",640,575,789,1415,1273,1592
"SAUSA300_0275",422,468,417,824,725,899
"SAUSA300_2024",1864,2085,2101,4450,3815,4473
"SAUSA300_1094",85,94,121,562,410,634
"SAUSA300_0887",502,630,832,3952,2763,3542
"SAUSA300_1157",3408,3036,4811,18733,15114,20998
"SAUSA300_1360",762,600,913,3820,3157,4000
"SAUSA300_2298",942,1052,1283,5153,4033,5331
"SAUSA300_2565",10669.2,10231,15843.7,57726.4,53528.7,75451
"SAUSA300_0538",1561,1766,2712,9620,9950,13246
"SAUSA300_1457",452,473,872,3174,3477,4738
"SAUSA300_1461",112,166,114,156,167,201
"SAUSA300_2266",1082,1119,1208,2200,2216,2697
"SAUSA300_1040",334,365,321,668,456,661
"SAUSA300_0742",1292,1260,1908,7143,5868,7575
"SAUSA300_0464",132,146,189,853,614,905
"SAUSA300_1141",292,346,286,552,469,613
"SAUSA300_2643",2223,2140,2396,5160,3903,5581
"SAUSA300_0701",516,460,630,2388,2148,2719
"SAUSA300_1155",1789,1620,2579,9848,7904,11053
"SAUSA300_1256",691,658,721,1473,1130,1146
"SAUSA300_1599",352,362,493,1808,1813,2086
"SAUSA300_1045",456,388,547,2273,1815,2359
"SAUSA300_1221",265,450,167,163,204,181
"SAUSA300_2167",1880,2099,2071,4407,3466,4884
"SAUSA300_1961",337,384,316,658,461,642
"SAUSA300_1678",2963,3232,4195,7711,6918,7822
"SAUSA300_0523",2085,1843,3022,11457,12840,12874
"SAUSA300_1550",2708,2943,3257,6373,6114,6654
"SAUSA300_0919",1058,1012,1349,5587,4114,5705
"SAUSA300_2068",2414,2460,3406,12345,10561,13429
"SAUSA300_1099",243,440,190,231,184,308
"SAUSA300_1213",155,262,120,153,160,151
"SAUSA300_2472",219,277,264,1320,1026,1492
"SAUSA300_1172",954,853,1294,5517,3896,5609
"SAUSA300_0830",588,672,490,985,775,981
"SAUSA300_2603",615,763,1520,5769,7034,9603
"SAUSA300_0298",70.2942,84,84,436,348,446
"SAUSA300_2376",166,246,162,229,258,269
"SAUSA300_1989",18046,22109,22147,101242,86278,118220
"SAUSA300_1245",920,885,1451,5563,5475,5590
"SAUSA300_0540",1344,1603,1470,3237,2328,3128
"SAUSA300_0582",149,143,154,857,609,830
"SAUSA300_2469",111,117,109,589,503,652
"SAUSA300_0317",853,1002,1123,1974,1891,2492
"SAUSA300_0483",2036,1941,2980,10924,8991,12197
"SAUSA300_0908",1556,1549,1969,4077,3187,4357
"SAUSA300_1352",429,476,579,2346,2188,2333
"SAUSA300_1072",9770,10015,10611,20501,19902,23869
"SAUSA300_0419",820,803,991.764,2123.86,1625.73,2077.84
"SAUSA300_1787",780,818,819,1742,1508,1642
"SAUSA300_1255",2580,2222,3513,13795,11269,14132
"SAUSA300_1985",1442,1757,1659,7887,6439,8921
"SAUSA300_0813",151,126,170,805,601,817
"SAUSA300_0842",2923,3344,2947,5429,4692,7237
"SAUSA300_1558",540,606,759,1485,1152,1342
"SAUSA300_2099",1388,1883,1498,2753,2586,3137
"SAUSA300_1506",130,126,178,756,726,744
"SAUSA300_1895",650,585,807,3112,2828,3216
"SAUSA300_0563",240,212,313,1346,1112,1255
"SAUSA300_2245",11236,14644,10844,21851,17475,21100
"SAUSA300_1971",581,734,597,1169,1059,1109
"SAUSA300_0522",7380,8166,10629,39993,32556,44654
"SAUSA300_1598",497,448,718,2808,2137,3022
"SAUSA300_1906",3091,3418,3524,7403,6017,8592
"SAUSA300_0267",14.612,34.6991,25.7393,177,178,228.822
"SAUSA300_1706",1111,1020,1527,5716,4545,6299
"SAUSA300_1942",107,101,106,213,144,207
"SAUSA300_1301",1006,949,1442,5388,4243,5897
"SAUSA300_1650",557,509,849,3128,2584,3898
"SAUSA300_0394",126,118,153,254,244,294
"SAUSA300_0730",832,799,962,1848,1773,2118
"SAUSA300_1074",7176,9397,5818,10737,8003,12270
"SAUSA300_2639",40113,45453,35699,65156,58297,81229
"SAUSA300_0841",1044,986,1354,4847,4247,5498
"SAUSA300_0235",51699,52693,70491,128116,106009,138704
"SAUSA300_2192",5765,4468,8596,32240,33187,45499
"SAUSA300_2642",46,45,37,305,217,285
"SAUSA300_0713",479,565,450,974,719,895
"SAUSA300_0183",1065,1083,1277,2150,2343,2652
"SAUSA300_1052",9960,13332,7491,12351,11638,14653
"SAUSA300_1897",368,437,595,2128,2185,3104
"SAUSA300_1111",954,874,1317,5032,3862,5544
"SAUSA300_1789",326,518,313,444,506,393
"SAUSA300_1336",393,367,510,2018,1544,2304
"SAUSA300_2078",1051,962,1259,4727,4040,5279
"SAUSA300_0840",498,649,448,865,761,818
"SAUSA300_2058",9725,7940,16157,68318,53662,75250
"SAUSA300_2611",26,44,33,255,174,250
"SAUSA300_1313",4485,4307,5467,10862,9583,12406
"SAUSA300_1131",1193,1354,1026,1464,1932,1809
"SAUSA300_0686",865,856,1153,2321,1791,2137
"SAUSA300_1510",1994,2370,1990,4375,2860,4319
"SAUSA300_2446",872,695,995,1816,1561,2005
"SAUSA300_2551",2883,2342,3701,6352,5069,6855
"SAUSA300_0726",1362,1460,1359,3085,2402,3033
"SAUSA300_1452",747,913,797,1637,1465,1593
"SAUSA300_0478",1772,1508,2568,10133,8003,10306
"SAUSA300_2532",790,990,777,1523,1419,1598
"SAUSA300_1584",1591,1584,2218,7524,7145,9075
"SAUSA300_2374",183,193,189,372,343,369
"SAUSA300_0151",2682,2649,3817,7001,5729,7547
"SAUSA300_2088",646,675,677,1440,1274,1375
"SAUSA300_1527",1124,1087,1658,6425,4742,6842
"SAUSA300_2174",439,454,708,2559,2108,2787
"SAUSA300_0517",850,671,1178,4627,3644,5272
"SAUSA300_2023",1196,1312,1844,6878,5889,6805
"SAUSA300_1516",198,180,257,1019,837,1055
"SAUSA300_2193",4599,4064,6920,25718,21491,29680
"SAUSA300_0968",133,135,190,851,632,774
"SAUSA300_1167",7078,6598,9545,35635,28568,41165
"SAUSA300_1689",501,558,657,1340,1133,1403
"SAUSA300_1572",8154,10517,5924,9554,8529,13013
"SAUSA300_0191",1028,947,1455,5884,4265,5808
