"gene_id","NRSA384.WT.1","NRSA384.WT.2","NRSA384.WT.3","NRSA384.389.4","NRSA384.389.5","NRSA384.389.6"
"SAUSA300_2316",515,596,438,932,670,933
"SAUSA300_0265",245,223,317,1151,1081,1410
"SAUSA300_0273",102,114,150,567,507,686
"SAUSA300_1547",173,216,240,948,879,1141
"SAUSA300_2511",164,236,152,296,197,283
"SAUSA300_0588",193.716,192.044,222.688,912.955,843.288,1014.28
"SAUSA300_1529",249,221,383,1373,1236,1574
"SAUSA300_1749",460,637,400,722,671,772
"SAUSA300_2055",3611,3235,5112,18752,15514,21100
"SAUSA300_2057",11550,10572,15012,27105,21255,31534
"SAUSA300_1568",2232,2251,2835,10330,9059,11079
"SAUSA300_2227",467,449,617,2335,1847,2493
"SAUSA300_1174",1925,1566,2637,9970,8658,10678
"SAUSA300_1854",703,744,935,1834,1647,1871
"SAUSA300_2443",265,271,418,1476,1608,2316
"SAUSA300_2185",5697,5744,7766,28725,22761,33011
"SAUSA300_1576",2401,2091,2906,11519,8958,12223
"SAUSA300_2341",1532,1066,2225,1951,1782,3222
"SAUSA300_0969",263,309,429,1691,1270,1800
"SAUSA300_1144",2181,1890,3158,12118,9467,12981
"SAUSA300_1941",173,184,154,323,261,322
"SAUSA300_0491",10436,10361,11875,46998,41501,56307
"SAUSA300_1353",319,341,424,1653,1379,1678
"SAUSA300_1899",2741,2175,3146,12950,10884,13337
"SAUSA300_0837",3970,3703,5656,9927,7798,10778
"SAUSA300_1878",417,405,497,2134,1558,2245
"SAUSA300_0205",337,349,386,1606,1408,1699
"SAUSA300_0863",259,276,366,1370,1112,1629
"SAUSA300_0083",85,126,117,568,528,618
"SAUSA300_0249",1731,1729,2223,4208,3879,5058
"SAUSA300_0700",165,152,220,915,711,890
"SAUSA300_1126",231,183,196,1089,867,1186
"SAUSA300_0263",55,51,107,389,387,501
"SAUSA300_0712",8190,8855,12039,46726,34727,51811
"SAUSA300_0964",13917,14162,10519,19965,16733,25058
"SAUSA300_0512",1039,1031,1403,4929,4274,5399
"SAUSA300_0530",13724,13104,21868,92711,63567,94131
"SAUSA300_0127",514,640,456,1006,671,900
"SAUSA300_2525",518,576,468,1024,833,912
"SAUSA300_2416",262,173,288,1230,1071,1469
"SAUSA300_2003",98,95,161,623,495,656
"SAUSA300_1351",14068,14282,13869,27682,23329,35135
"SAUSA300_1607",124,110,85,150,145,169
"SAUSA300_0845",2218,2675,2666,5944,4671,6004
"SAUSA300_1009",1886,1618,2573,9376,7770,10574
"SAUSA300_1340",492,418,740,2955,2637,2740
"SAUSA300_0363",700,850,738,1689,1041,1439
"SAUSA300_0718",45,47,65,272,235,275
"SAUSA300_1198",238,237,339,1248,1035,1330
"SAUSA300_2545",150,161,156,263,195,365
"SAUSA300_2631",149,183,150,285,261,333
"SAUSA300_2466",145,148,119,239,206,257
"SAUSA300_0388",19231,14838,28218,112716,96394,122929
"SAUSA300_1343",263,301,358,1390,1129,1508
"SAUSA300_2383",92,110,129,507,490,585
"SAUSA300_1560",689,820,601,1311,1034,1081
"SAUSA300_2161",215,195,317,1308,928,1327
"SAUSA300_2110",341,405,342,1731,1633,2047
"SAUSA300_1519",801,768,953,3861,2928,3979
"SAUSA300_2171",2349,2003,3162,12124,10225,11898
"SAUSA300_0810",60,66,106,567,352,462
"SAUSA300_1504",33,39,57,222,197,246
"SAUSA300_2270",231,218,329,1127,1138,1442
"SAUSA300_0867",1219,1244,1123,2497,2082,2721
"SAUSA300_2420",416.989,441.556,418.482,936.626,752.357,986.74
"SAUSA300_0229",27,43,42,200,252,270
"SAUSA300_0749",1422,1206,2033,7502,6004,8258
"SAUSA300_0672",8871,10057,9163,13845,18209,16825
"SAUSA300_1964",137,130,100,207,157,212
"SAUSA300_1109",660,703,876,3621,2613,3515
"SAUSA300_1146",440,356,630,2348,1889,2627
"SAUSA300_1960",172,217,181,388,291,388
"SAUSA300_0386",2323,1992,3587,12632,12325,14105
"SAUSA300_1583",6260,6973,5517,10961,8323,14079
"SAUSA300_0584",128,101,148,638,565,633
"SAUSA300_1498",683,673,1000,3319,3094,3903
"SAUSA300_2085",4225,4511,3893,9104,6266,9028
"SAUSA300_0230",1522,1774,1421,3168,2654,2978
"SAUSA300_1019",580,643,620,1276,1171,1515
"SAUSA300_1134",1303,1370,1510,2143,2864,2312
"SAUSA300_2176",541,518,608,2635,2094,2518
"SAUSA300_1185",2153,1911,2945,11480,8570,11470
"SAUSA300_2291",223,272,282,471,515,556
"SAUSA300_2410",170,272,148,222,251,259
"SAUSA300_0707",2879,2856,3662,7521,6637,8212
"SAUSA300_0335",221,233,229,1182,864,1425
"SAUSA300_0281",38,35,42,291,186,216
"SAUSA300_0783",257,237,255,1355,931,1395
"SAUSA300_1969",1948,1897,2555,5223,4365,5533
"SAUSA300_1967",178,203,149,264,280,314
"SAUSA300_0211",36,29,51,219,169,225
"SAUSA300_1497",1006,952,1439,5309,4012,5786
"SAUSA300_0539",7108,7579,9160,19580,15834,20828
"SAUSA300_2036",113,97,132,571,480,559
"SAUSA300_2644",507,432,695,2575,2054,2743
"SAUSA300_1095",27,46,54,256,204,263
"SAUSA300_1007",2978,3343,3597,7310,6932,8573
"SAUSA300_2648",443,708,293,479,463,453
"SAUSA300_1715",239,249,357,1216,1113,1547
"SAUSA300_0812",307,285,333,1385,1150,1490
"SAUSA300_1588",6240,6786,5873,13899,10304,13213
"SAUSA300_1028",152,197,183,340,332,373
"SAUSA300_0741",1275,1125,1741,6443,4945,7109
"SAUSA300_0111",532,604,572,1351,850,1147
"SAUSA300_1972",47,76,99,433,330,497
"SAUSA300_0768",659,652,863,1835,1350,1756
"SAUSA300_2577",511,497,747,2668,2088,3047
"SAUSA300_0678",420,423,455,814,893,989
"SAUSA300_1879",2143,2640,2494,5806,4305,5445
"SAUSA300_0369",154,195,157,278,302,299
"SAUSA300_1145",793,718,905,3358,3035,3747
"SAUSA300_0626",1833,1704,2319,4632,3734,5329
"SAUSA300_2308",150,146,149,674,625,885
"SAUSA300_1551",1910,1703,2146,4478,3466,5227
"SAUSA300_0020",4159,3872,4483,9940,7881,11200
"SAUSA300_1675",1856,1777,2340,4940,4194,5079
"SAUSA300_1567",3967,4194,3931,9021,6938,9983
"SAUSA300_0492",540,514,772,2658,2232,2933
"SAUSA300_1548",854,837,996,2051,1896,2383
"SAUSA300_0988",1248,1226,1420,5852,4513,5935
"SAUSA300_0206",1509,1510,1622,3504,3182,4062
"SAUSA300_1248",802,939,691,1459,1058,1728
"SAUSA300_0644",912,915,1163,2471,2103,2417
"SAUSA300_1275",46,55,53,303,238,266
"SAUSA300_2299",456,486,642,2380,1830,2511
"SAUSA300_0605",4107,5396,3622,5431,7230,6880
"SAUSA300_1153",908,771,1038,3869,3345,4316
"SAUSA300_1105",2731,2582,3732,13375,10426,15426
"SAUSA300_0090",152,167,170,306,303,397
"SAUSA300_2486",3698,3042,5373,7995,7282,8747
"SAUSA300_2616",224,208,296,1040,936,1204
"SAUSA300_2641",92,104,104,554,391,527
"SAUSA300_0911",1374,1323,2186,7394,6243,8501
"SAUSA300_0426",3048,2909,4789,7533,5650,8788
"SAUSA300_1440",68.6175,58.6768,81.1022,331.845,289.043,361.874
"SAUSA300_1549",218,193,330,1287,936,1331
"SAUSA300_2407",70,54,89,364,298,387
"SAUSA300_1797",1200,1238,1004,2417,1759,2248
"SAUSA300_0521",1679,1482,2251,8491,6573,8412
"SAUSA300_1862",9017,8787,11157,21386,21160,23206
"SAUSA300_1273",102,110,116,494,450,555
"SAUSA300_0305",3452,3400,4266,14696,13824,17153
"SAUSA300_0467",4494,4016,6526,25135,18485,25273
"SAUSA300_1469",1331,1172,1455,3235,2619,3382
"SAUSA300_0882",172,181,198,855,713,859
"SAUSA300_2139",87,77,87,484,348,430
"SAUSA300_1284",5512,5968,5941,12910,11400,15157
"SAUSA300_0821",753,526,978,3519,3296,4690
"SAUSA300_2568",32,50,53,263,202,251
"SAUSA300_2268",137,119,164,753,590,660
"SAUSA300_0622",236,245,221,457,435,516
"SAUSA300_1939",189,157,182,395,241,370
"SAUSA300_2393",301,231,398,1668,1337,1500
"SAUSA300_0310",2335,2458,2484,5643,5069,5803
"SAUSA300_1117",13426,16929,11256,17030,23479,16729
"SAUSA300_2210",1117,1061,1708,5391,5707,6781
"SAUSA300_1613",735,793,817,1968,1418,1891
"SAUSA300_0986",963,855,1094,2494,1670,2140
"SAUSA300_0015",2934,2659,3958,7136,6108,8510
"SAUSA300_0346",107,143,153,595,571,726
"SAUSA300_0886",2987,2438,4076,15558,11777,16448
"SAUSA300_1499",870,967,793,1791,1575,1875
"SAUSA300_0064",163,225,214,920,802,1073
"SAUSA300_0956",172,155,209,940,636,1085
"SAUSA300_1183",732,652,853,3104,3073,3414
"SAUSA300_1371",805,722,1278,4184,3705,5357
"SAUSA300_2211",343,479,407,744,763,892
"SAUSA300_1162",3979,3383,5411,19325,15777,21570
"SAUSA300_0434",559,614,658,1515,1238,1443
"SAUSA300_0731",967,981,1160,2306,2272,2720
"SAUSA300_1252",2276,2320,3058,10251,9948,11332
"SAUSA300_0370",370,362,410,1551,1741,2109
"SAUSA300_0079",1231,1436,1388,6188,4783,7028
"SAUSA300_1071",1360,1354,1469,3461,2887,3459
"SAUSA300_2220",139,123,210,760,797,802
"SAUSA300_1047",2139,2065,3767,12639,10738,16587
"SAUSA300_0601",778,783,1006,2232,1573,2123
"SAUSA300_1935",91,74,95,175,143,208
"SAUSA300_0922",859,1008,1046,4018,3531,4752
"SAUSA300_0939",3738,4083,3745,9249,6854,8715
"SAUSA300_0993",13486,12795,19159,66002,56668,72843
"SAUSA300_0461",562,633,662,2686,2405,2759
"SAUSA300_2592",324,349,335,623,696,656
"SAUSA300_0631",3521,3587,4221,15755,12764,17545
"SAUSA300_2539",98,148,149,630,576,928
"SAUSA300_1322",944,871,1350,4502,3801,5199
"SAUSA300_2302",1274,1282,1411,3188,2825,3467
"SAUSA300_2475",454,370,474,1033,824,978
"SAUSA300_0218",242,215,351,1205,1213,1319
"SAUSA300_0504",2416,2347,3321,10862,9808,12501
"SAUSA300_0338",91,113,120,490,416,562
"SAUSA300_2320",1189,1294,960,2310,1694,2296
"SAUSA300_0348",474,424,563,2243,1658,2342
"SAUSA300_1528",414,341,702,2667,1907,2856
"SAUSA300_0420",2181,2001,2738,5757,4794,6074
"SAUSA300_2338",4995,3302,7998,7095,6074,10847
"SAUSA300_0354",417,461,563,1930,1878,2226
"SAUSA300_0568",157,199,229,830,849,995
"SAUSA300_2229",381,301,591,2409,1737,2181
"SAUSA300_0146",41,61,75,319,254,319
"SAUSA300_2392",151,128,248,1012,833,868
"SAUSA300_1456",642,577,893,3212,3305,6334
"SAUSA300_2397",440,477,580,1999,2006,2307
"SAUSA300_1911",1401,1376,1598,3787,2594,3782
"SAUSA300_2226",316,311,496,1880,1309,2084
"SAUSA300_1517",1220,1188,1652,5870,4565,6153
"SAUSA300_0017",227,253,339,669,487,650
"SAUSA300_0920",361,353,522,1810,1605,1841
"SAUSA300_0016",3284,3161,5020,17323,13491,20146
"SAUSA300_2404",647,733,692,1476,1385,1753
"SAUSA300_2628",394,356,500,893,900,931
"SAUSA300_0509",1623,1480,2408,3927,3597,4564
"SAUSA300_1029",2598,3157,3203,6808,6229,7763
"SAUSA300_1018",2775,2855,3393,7091,6175,8718
"SAUSA300_2046",5753,5256,6453,13790,12771,13994
"SAUSA300_1553",1108,921,1551,5697,4286,6039
"SAUSA300_2461",233,239,344,1172,977,1340
"SAUSA300_2361",302,386,205,338,307,535
"SAUSA300_2255",1747,1957,1993,4834,3810,4707
"SAUSA300_2236",2059,2214,1577,3845,2773,3761
"SAUSA300_1999",2935,2916,3269,7898,5651,8071
"SAUSA300_1928",519,588,704,1440,1133,1677
"SAUSA300_2040",1128,1216,1411,2839,2845,3006
"SAUSA300_1101",1687,1597,2113,4153,3847,5023
"SAUSA300_1356",604,523,1017,3365,3001,3692
"SAUSA300_2217",44,58,58,256,272,282
"SAUSA300_1014",6542,6133,9222,31556,26017,34298
"SAUSA300_0303",585,628,697,1634,1246,1687
"SAUSA300_2396",748,729,1232,3849,3559,4605
"SAUSA300_2547",539,590,605,1496,987,1307
"SAUSA300_2113",2027,1823,2577,9650,7153,9967
"SAUSA300_0199",1733,1637,1812,4325,3300,4644
"SAUSA300_2541",13990,14033,21990,76475,63862,78081
"SAUSA300_0164",75,72,120,439,346,457
"SAUSA300_0444",76,71,77,345,288,411
"SAUSA300_0404",226,301,195,432,346,464
"SAUSA300_0027",1606,1863,1956,4234,3899,4826
"SAUSA300_1129",337,354,437,1706,1350,1623
"SAUSA300_0649",1636,1832,2102,4992,3610,4418
"SAUSA300_1219",372,432,416,850,809,1057
"SAUSA300_0081",1457,1801,1735,3785,3496,4100
"SAUSA300_1443",668,630,819,2949,2346,3307
"SAUSA300_1893",982,899,1456,2597,2031,2810
"SAUSA300_0807",48,57,39,258,233,296
"SAUSA300_1523",1264,1340,1573,3628,2831,3864
"SAUSA300_1536",2381,1993,3271,11156,9605,12183
"SAUSA300_1994",2317,2073,3286,10607,9347,12965
"SAUSA300_0198",899,921,1004,2251,1979,2608
"SAUSA300_0946",1176,1161,1627,5859,4356,6105
"SAUSA300_2175",641,652,994,3438,2607,3727
"SAUSA300_1809",1470,1607,1656,6348,6077,7214
"SAUSA300_1997",219,265,171,342,331,425
"SAUSA300_2358",3609,2848,5699,19211,21658,21314
"SAUSA300_1658",776,740,1100,3595,3188,3896
"SAUSA300_1033",26,55,35,289,186,251
"SAUSA300_1970",807,837,899,2233,1646,1984
"SAUSA300_0824",1112,877,1380,2326,2350,2587
"SAUSA300_1119",5101,4898,6144,13733,11101,15040
"SAUSA300_2556",877,867,1021,2349,1919,2566
"SAUSA300_0065",670,715,906,2972,3529,3843
"SAUSA300_1624",875,694,1099,4213,3099,4360
"SAUSA300_1285",2039,1743,2618,9424,7524,9620
"SAUSA300_1293",1686,1790,2288,4916,4217,5037
"SAUSA300_0895",65,69,60,326,291,330
"SAUSA300_1303",966,1239,1074,1537,2277,1961
"SAUSA300_0195",44,55,63,241,217,302
"SAUSA300_1327",2667,3020,3414,7191,6391,8686
"SAUSA300_0802",265,224.431,307.885,1246.17,1009.88,1174.77
"SAUSA300_0967",188,269,362,1524,1045,1406
"SAUSA300_0368",94,109,82,467,597,581
"SAUSA300_1092",27,43,55,224,212,220
"SAUSA300_2331",4971,5919,4621,8939,10043,10908
"SAUSA300_0141",1316,1353,1975,3683,3133,4146
"SAUSA300_0362",207,177,274,1039,864,983
"SAUSA300_0982",5598,6456,7496,13844,14494,17000
"SAUSA300_0409",894,978,866,4928,6577,4573
"SAUSA300_2582",508,508,740,2394,2066,2686
"SAUSA300_0535",3249,3287,3857,6748,7149,9866
"SAUSA300_0996",21213,19906,31621,107677,90080,115843
"SAUSA300_1344",439,447,556,2116,1788,2004
"SAUSA300_2436",3215,3094,3614,8523,6433,9304
"SAUSA300_1998",1405,1396,1402,3203,2938,3643
"SAUSA300_1922",2916,2976,3125,7617,6301,7881
"SAUSA300_1363",2107,2116,2956,9858,7893,11317
"SAUSA300_0957",1270,1412,1359,2716,2975,2622
"SAUSA300_0719",42,53,65,280,232,252
"SAUSA300_1349",554,456,686,2616,1964,2605
"SAUSA300_1196",127,137,139,286,278,322
"SAUSA300_0897",3910,3909,3865,10003,7424,8999
"SAUSA300_2350",176,227,202,365,418,420
"SAUSA300_0739",71,74,69,341,318,351
"SAUSA300_0300",44.3117,56.7188,62.5498,374.484,201.424,345.968
"SAUSA300_0425",624,716,991,1663,1592,2051
"SAUSA300_2243",175,144,249,873,690,1005
"SAUSA300_1611",4957,4237,6902,22655,19492,27628
"SAUSA300_2478",893,962,1620,5059,4468,5811
"SAUSA300_0190",286,329,509,1594,1493,1838
"SAUSA300_1130",3801,3512,4945,10282,8395,11187
"SAUSA300_0182",450,430,560,2064,1667,2049
"SAUSA300_1039",221,289,244,586,425,560
"SAUSA300_2173",519,462,828,2723,2334,2855
"SAUSA300_1798",463,439,557,1855,2023,2445
"SAUSA300_1602",1703,1599,2139,7479,7174,7537
"SAUSA300_1979",540,603,646,1241,1227,1671
"SAUSA300_1679",155,201,312,950,1091,1352
"SAUSA300_2150",30,47,70,244,231,284
"SAUSA300_2424",355.811,326.619,380.61,857.846,755.894,897.882
"SAUSA300_0091",168,210,179,359,356,444
"SAUSA300_0574",1611,1760,1848,4345,3668,4852
"SAUSA300_1224",470,654,552,1126,1095,1315
"SAUSA300_1575",2993,2540,4089,14097,11209,15480
"SAUSA300_2140",262,304,376,1311,1110,1404
"SAUSA300_0780",149,116,181,673,565,709
"SAUSA300_2509",203,239,275,482,529,467
"SAUSA300_1732",815.994,791.075,713.981,478.107,3.73567,351.318
"SAUSA300_2054",1515,1481,1732,3251,3637,3987
"SAUSA300_1846",743,878,897,1932,1854,1776
"SAUSA300_0533",31898,28992,49526,158313,145018,188716
"SAUSA300_1307",1257,1285,1697,5994,5341,5728
"SAUSA300_0453",1046,1008,1367,4898,3637,5309
"SAUSA300_0595",508,548,581,2540,2150,2268
"SAUSA300_2408",46,60,74,327,215,341
"SAUSA300_0567",198,200,277,898,1005,1108
"SAUSA300_0630",4070,3723,5717,17737,17172,20996
"SAUSA300_1590",5393,5150,7679,25018,21876,26794
"SAUSA300_1867",491,506,602,2145,1840,2282
"SAUSA300_2634",49,60,73,278,238,292
"SAUSA300_0163",163,158,221,862,603,897
"SAUSA300_1310",444,441,586,1897,1816,2179
"SAUSA300_0341",498,516,571,2206,2237,2274
"SAUSA300_0838",3481,3037,4977,16152,13804,18477
"SAUSA300_0430",1523,1645,1717,3597,3519,4581
"SAUSA300_0011",92,102,92,426,367,519
"SAUSA300_2645",861,841,1190,3991,3141,4441
"SAUSA300_0466",184,138,228,841,658,980
"SAUSA300_1036",863,889,867,3805,2998,4260
"SAUSA300_1242",196,180,183,877,683,891
"SAUSA300_0209",142,123,200,658,755,1215
"SAUSA300_0264",96,89,200,600,574,767
"SAUSA300_0655",2889,2790,3833,12253,10985,13980
"SAUSA300_2348",258,260,186,436,386,466
"SAUSA300_0558",1177,1288,1621,3440,3050,3691
"SAUSA300_2471",31,33,57,204,212,198
"SAUSA300_2104",6049,5885,8397,17816,12836,17862
"SAUSA300_0003",1321,1262,1275,2348,2631,3398
"SAUSA300_2075",3201,2854,4482,16071,11874,16034
"SAUSA300_1881",3827,3631,5465,17414,15313,19202
"SAUSA300_2387",413,438,563,1895,1590,2062
"SAUSA300_0035",2475,2550,3044,6840,5164,8010
"SAUSA300_0194",115,136,184,620,517,766
"SAUSA300_1178",13380,13670,16645,35448,31055,42070
"SAUSA300_2215",387,410,418,1052,802,1013
"SAUSA300_2523",54,38,32,247,189,252
"SAUSA300_1104",860,892,1078,3781,3183,3934
"SAUSA300_1350",530,735,584,1160,1044,1600
"SAUSA300_0072",146,99,179,763,505,813
"SAUSA300_0705",3593,3496,3882,9578,7644,10106
"SAUSA300_1571",204,203,245,1129,847,919
"SAUSA300_0115",669,757,647,1321,1488,1513
"SAUSA300_2148",454,373,554,1881,1629,2123
"SAUSA300_1530",501,525,709,2165,2159,2761
"SAUSA300_0637",69,73,103,356,314,380
"SAUSA300_0173",5366,5956,5403,29532,21658,24540
"SAUSA300_0677",815,757,1115,3626,2980,4062
"SAUSA300_0039",68,86,103,364,381,416
"SAUSA300_0820",1226,1024,1912,6157,5057,7074
"SAUSA300_2228",399,387,540,1814,1463,1983
"SAUSA300_2390",309,315,403,1403,1221,1441
"SAUSA300_0049",86,82,88,188,177,201
"SAUSA300_1745",323,380,239,585,485,612
"SAUSA300_2138",659,561,962,3129,2511,3632
"SAUSA300_0073",228,218,360,1210,915,1357
"SAUSA300_0339",146,125,233,797,606,857
"SAUSA300_0140",910.429,807.273,937.895,2357.14,1713.9,2300.59
"SAUSA300_0593",715,714,754,1556,1671,1843
"SAUSA300_0853",776,686,1319,3977,3682,4551
"SAUSA300_1496",1448,1398,2251,7188,5849,7802
"SAUSA300_1688",1145,906,1605,2830,2267,3000
"SAUSA300_2304",1441,1578,1547,3683,3368,3965
"SAUSA300_2501",324,388,641,1961,1691,2332
"SAUSA300_0513",4373,4153,5647,21073,15260,20237
"SAUSA300_2500",250,271,383,1258,1062,1825
"SAUSA300_0765",599,610,734,2847,2039,2908
"SAUSA300_0021",1874,1578,2976,10042,7504,11382
"SAUSA300_2614",460,517,540,2030,1759,2217
"SAUSA300_2531",160,174,248,882,648,930
"SAUSA300_1187",1038,877,1343,4607,3603,4973
"SAUSA300_0687",3947,4026,4655,10297,9558,12141
"SAUSA300_2442",222,229,320,993,931,1255
"SAUSA300_1628",724,673,845,3210,2443,3174
"SAUSA300_0799",166,199,211,858,644,896
"SAUSA300_0855",2280,2144,3785,11997,10730,12292
"SAUSA300_1137",291,221,387,1515,1027,1500
"SAUSA300_0980",4553,4787,5800,12807,11805,13435
"SAUSA300_0022",1205,1223,1985,6031,5350,6733
"SAUSA300_1747",89,103,96,481,331,505
"SAUSA300_0421",569,503,713,1549,1234,1593
"SAUSA300_2326",747,861,987,3238,3074,3885
"SAUSA300_2440",1147.6,868.689,1236.83,4812.83,3817.45,4823.99
"SAUSA300_1744",46,43,46,219,160,267
"SAUSA300_1731",511,721,1290,3481,4964,5840
"SAUSA300_2380",113,131,124,315,209,268
"SAUSA300_0343",492,440,412,980,923,976
"SAUSA300_0160",49,43,86,338,213,349
"SAUSA300_2204",6533,5652,9157,35196,23225,34072
"SAUSA300_2056",1150,1535,1205,2465,2668,3029
"SAUSA300_1585",1609,1773,1918,4403,3931,5120
"SAUSA300_1271",498,574,530,1312,1127,1316
"SAUSA300_2028",288,246,502,1726,1294,1662
"SAUSA300_0137",283,338,298,1297,1104,1494
"SAUSA300_1470",3788,3375,4979,16668,13336,18016
"SAUSA300_1850",974,1030,1211,2345,2596,2640
"SAUSA300_2214",2536,2388,3251,6842,6144,7751
"SAUSA300_0262",245,237,388,1147,1072,1485
"SAUSA300_1194",321,351,315,789,639,847
"SAUSA300_0004",1448,1363,1993,5933,6048,7218
"SAUSA300_0544",1443,1380,1537,3850,3128,4014
"SAUSA300_1618",894,822,1428,4060,4287,5105
"SAUSA300_0756",40152,38111,53630,101265,92626,123455
"SAUSA300_2505",136,126,124,579,519,585
"SAUSA300_2555",75,92,90,172,187,194
"SAUSA300_1298",652,657,907,2795,2624,3169
"SAUSA300_1940",142,137,142,362,250,338
"SAUSA300_1555",586,542,825,2935,2201,2753
"SAUSA300_0599",672,575,785,1759,1459,1806
"SAUSA300_2433",840,932,955,2193,2089,2428
"SAUSA300_1464",4501,4610,6415,12953,10836,14983
"SAUSA300_1080",19937,17107,26891,84153,76427,105080
"SAUSA300_0617",1680,1754,2177,4837,4367,5247
"SAUSA300_2621",163,177,185,421,378,461
"SAUSA300_0232",456,292,673,900,706,1056
"SAUSA300_0166",107,138,234,757,578,901
"SAUSA300_1601",2572,2403,2305,9828,8985,13296
"SAUSA300_1696",1715,1764,2426,8039,6174,8703
"SAUSA300_0105",132,146,163,625,496,663
"SAUSA300_0614",89,96,112,252,205,232
"SAUSA300_2202",1310,1045,1784,5797,4899,6258
"SAUSA300_0474",4684,5311,6535,13768,12694,14992
"SAUSA300_1750",1113,1299,1243,3071,2702,3048
"SAUSA300_1127",3061,2745,3969,8584,6880,8968
"SAUSA300_0794",319,366,373,881,777,933
"SAUSA300_1254",2066,2127,2398,5653,5193,5903
"SAUSA300_0814",15428,20406,15515,38468,27837,42872
"SAUSA300_0546",335.15,497.61,408.632,865.128,838.402,989.432
"SAUSA300_0344",58,69,69,311,275,286
"SAUSA300_0484",758,647,1027,3764,2547,3954
"SAUSA300_2241",48,48,54,236,180,232
"SAUSA300_0560",107,135,153,524,471,663
"SAUSA300_0876",116,134,145,345,254,336
"SAUSA300_0380",4678,4698,6810,24450,16610,24845
"SAUSA300_1354",1400,1294,1961,6489,4936,6939
"SAUSA300_2423",4278,4061,3657,4581,9418,4132
"SAUSA300_1065",896,890,1186,3566,3992,4497
"SAUSA300_1184",82,81,86,352,352,374
"SAUSA300_1859",2439,2195,3285,7399,4910,6483
"SAUSA300_2265",3240,3692,3793,14573,11814,15472
"SAUSA300_2149",55,54,77,284,210,303
"SAUSA300_1514",175,215,159,378,287,467
"SAUSA300_0676",404,388,510,1639,1566,1837
"SAUSA300_0130",106,119,112,276,222,282
"SAUSA300_2339",1225,753,1809,2025,1905,2943
"SAUSA300_1138",1547,1486,2243,6806,6100,7469
"SAUSA300_1634",1740,1957,1809,4748,3547,5043
"SAUSA300_0028",306,313,385,809,792,880
"SAUSA300_0559",103,145,158,613,449,735
"SAUSA300_2279",262,281,351,679,660,861
"SAUSA300_0941",258,292,281,689,572,757
"SAUSA300_2347",1979,1415,2095,4515,3125,4919
"SAUSA300_1445",918,970,1046,2772,1927,2619
"SAUSA300_0636",210,215,277,429,537,600
"SAUSA300_2244",149,177,215,737,600,817
"SAUSA300_0870",2534,2436,3769,11986,9311,13222
"SAUSA300_1889",3052,2879,3899,8678,7347,9436
"SAUSA300_0098",521,514,467,1218,1023,1258
"SAUSA300_0245",761,658,1132,3520,2820,4039
"SAUSA300_0433",128,117,128,566,463,531
"SAUSA300_0549",842,779,979,2322,1981,2389
"SAUSA300_1610",2301,2184,3165,9809,8156,11463
"SAUSA300_0679",247,238,303,657,523,780
"SAUSA300_1676",646,747,724,1665,1586,1959
"SAUSA300_0804",66,87,74,337,267,427
"SAUSA300_2278",54,87,104,384,287,499
"SAUSA300_0670",1328,1423,1884,3747,3504,4555
"SAUSA300_1253",693,820,704,1705,1576,1944
"SAUSA300_2575",216,223,272,881,836,1073
"SAUSA300_1577",422,448,477,2060,1593,1787
"SAUSA300_2377",333,317,529,1527,1467,1767
"SAUSA300_0479",19014,20499,20922,50095,45604,54830
"SAUSA300_0355",743,751,947,1906,1928,2348
"SAUSA300_0803",279,324,311,1350,1160,1242
"SAUSA300_0365",248,364,203,505,463,508
"SAUSA300_2567",155,176,180,681,596,755
"SAUSA300_1645",6795,6174,9205,32139,24142,30648
"SAUSA300_0454",3389,3566,3725,8301,7937,10710
"SAUSA300_0542",347,319,380,823,836,787
"SAUSA300_0760",36125,30545,55269,86413,77975,104963
"SAUSA300_2181",1289,1169,1656,7030,4065,6755
"SAUSA300_1064",118,131,169,551,511,601
"SAUSA300_0299",65.0828,93.3642,107.644,410.028,304.306,423.611
"SAUSA300_0606",137,130,130,541,548,595
"SAUSA300_2596",88,87,74,173,145,218
"SAUSA300_0475",5558,5916,7149,16071,13269,19210
"SAUSA300_0571",3650,3790,4665,11052,9373,11396
"SAUSA300_1868",469,579,439,1167,870,1260
"SAUSA300_0261",146,182,142,377,297,360
"SAUSA300_2234",89,76,122,438,376,401
"SAUSA300_0556",2622,2220,3912,5901,6179,7710
"SAUSA300_0596",5568,5941,6525,16476,13717,16632
"SAUSA300_2062",6421,5864,9426,30482,22669,34645
"SAUSA300_1261",1003,1115,1243,3002,2602,3183
"SAUSA300_0494",518,463,682,2257,1736,2449
"SAUSA300_1655",255,276,451,1216,1372,1623
"SAUSA300_2031",483,643,497,1255,1045,1378
"SAUSA300_1848",823,863,857,2420,1588,2135
"SAUSA300_2258",10397,9121,16728,48570,42460,61343
"SAUSA300_2519",72,86,94,359,354,355
"SAUSA300_2225",698,766,763,1365,1720,2007
"SAUSA300_0704",2495,2510,3247,10486,8517,11522
"SAUSA300_1533",5586,4567,9344,26495,25476,31988
"SAUSA300_1573",5388,4818,6599,21620,18612,23011
"SAUSA300_2533",1050,963,1224,4644,3578,4208
"SAUSA300_0167",255,265,281,1255,842,1179
"SAUSA300_2441",1187.4,1186.31,1486.17,5251.17,4068.55,5091.01
"SAUSA300_0451",156,143,157,687,496,681
