"gene_id","Un_A_count","Ox_A_count","Lor_A_count","Un_B_count","Ox_B_count","Lor_B_count","Co_B_count","Un_C_count","Ox_C_count","Lor_C_count","Co_C_count"
"KNNFDEDG_02076",426,228,463,455,367,335,309,445,399,473,320
"KNNFDEDG_01879.t00",21,6,33,59,6,21,19,36,25,28,22
"KNNFDEDG_02440",3276,310,989,3754,489,1473,1707,2888,489,1431,1044
"KNNFDEDG_02193",108,115,756,74,102,872,945,81,128,867,521
"KNNFDEDG_02442",20252,1853,6566,18953,2634,8199,9713,16494,2948,9016,6224
"KNNFDEDG_02191",924,857,2065,949,1303,1718,1261,1166,1558,1705,1217
"KNNFDEDG_02444",4104,383,1434,4345,491,1920,2183,3383,615,1997,1232
"KNNFDEDG_02670.t00",0,0,0,0,0,0,0,0,0,0,1
"KNNFDEDG_02194",166,59,636,210,69,1309,1356,175,99,1589,677
"KNNFDEDG_02195",437,129,201,445,209,178,154,393,163,198,133
"KNNFDEDG_02448",12344,1153,4560,12589,1704,5775,6775,10912,2139,6056,4005
"KNNFDEDG_02449",3181,207,1319,3483,499,1409,1881,2861,526,1848,1145
"KNNFDEDG_02198",721,448,863,921,702,699,791,990,829,1054,868
"KNNFDEDG_02199",104,22,36,109,23,63,42,89,27,65,44
"KNNFDEDG_00189.t00",16,7,4,19,9,1,12,9,11,6,5
"KNNFDEDG_02423.t00",93,66,158,115,88,162,226,133,94,241,160
"KNNFDEDG_00910.t00",1037,158,469,1867,280,310,398,2122,378,563,301
"KNNFDEDG_01578.t00",2810,1215,3726,3357,1925,2670,2557,3151,2139,3303,2407
"KNNFDEDG_00588.t00",77,40,117,89,62,113,190,105,133,191,191
"KNNFDEDG_02044",31,6,17,23,10,10,25,30,5,14,14
"KNNFDEDG_00051",1241,1120,1909,1484,1326,2025,3448,1314,1489,2607,2772
"KNNFDEDG_02046",52,18,34,40,23,30,44,53,14,53,30
"KNNFDEDG_00780.t00",19,12,4,7,5,4,7,27,8,9,17
"KNNFDEDG_02042",3,0,4,11,0,1,1,13,0,3,0
"KNNFDEDG_00058.t00",502,346,799,596,414,675,708,634,502,912,641
"KNNFDEDG_02048",1273,636,2754,1524,727,1829,1517,1598,745,2251,1928
"KNNFDEDG_02049",1335,563,2469,1498,675,1641,1156,1755,715,1885,1295
"KNNFDEDG_01905.t00",24,2,2,10,10,3,7,11,12,4,7
"KNNFDEDG_02718.t00",2,0,4,8,3,17,2,4,5,3,7
"KNNFDEDG_01178.t00",2,3,6,7,9,23,16,2,0,13,9
"KNNFDEDG_00020.t00",38,38,52,50,36,89,97,21,34,121,67
"Novel00345",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01628.t00",792,1090,317,1332,2349,179,164,1234,3040,350,266
"KNNFDEDG_00380.t00",909,340,891,954,425,902,885,848,435,1085,717
"KNNFDEDG_00210.t00",364,163,350,420,172,281,249,344,186,336,174
"KNNFDEDG_00867.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_02385.t00",395,128,65,418,162,104,47,299,161,55,14
"Novel00344",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01409",1194,28,1241,1420,38,497,235,1319,52,802,163
"KNNFDEDG_01408",2212,458,820,2469,529,409,347,1984,609,550,414
"KNNFDEDG_02303.t00",183,78,125,259,133,89,136,201,153,168,159
"KNNFDEDG_00205.t00",16,6,31,38,14,17,21,15,23,57,36
"KNNFDEDG_01401",161,845,838,280,1694,633,1458,271,1943,1122,1520
"KNNFDEDG_01403",737,297,1484,823,527,1278,1203,722,554,1558,1089
"KNNFDEDG_01402",721,270,984,877,377,957,804,686,540,1173,822
"KNNFDEDG_01405",1591,393,828,1889,453,571,599,1958,552,861,568
"Novel00165",0,2,0,0,0,0,0,1,1,0,0
"KNNFDEDG_01407",2227,518,1067,2210,596,501,415,2092,614,638,483
"KNNFDEDG_01406",229,140,297,400,218,221,342,312,342,320,322
"Novel00164",0,1,0,0,2,0,2,0,0,0,0
"KNNFDEDG_02377.t00",875,761,1147,1048,890,1014,1150,908,1014,1084,1124
"Novel00162",1,4,1,1,2,1,0,2,1,0,0
"KNNFDEDG_02695.t00",45,23,78,94,62,43,81,98,57,65,61
"KNNFDEDG_01622",411,98,608,382,95,456,357,415,123,514,338
"Novel00161",5,18,1,0,2,2,0,0,2,0,3
"KNNFDEDG_01627",100,81,280,190,113,144,309,145,172,229,161
"KNNFDEDG_01626",175,90,314,155,97,321,212,104,92,217,142
"KNNFDEDG_01629",276,492,63,277,619,58,46,280,671,70,49
"KNNFDEDG_02531",1523,935,3149,1844,1249,2607,2550,2280,1373,3539,2715
"KNNFDEDG_02532",200,148,520,355,189,414,487,334,252,594,467
"KNNFDEDG_02534",987,718,2419,947,1135,2965,2252,914,970,3523,1935
"KNNFDEDG_02535",9069,11018,4380,10434,20866,2489,3432,9081,22794,3056,4769
"KNNFDEDG_02536",151,168,171,167,163,142,143,120,193,127,178
"KNNFDEDG_02537",561,442,852,792,498,743,615,642,648,841,678
"KNNFDEDG_01936",5,1,9,5,5,11,2,1,3,0,6
"KNNFDEDG_01712.t00",0,0,3,4,0,1,2,1,0,2,2
"KNNFDEDG_00050",4711,2600,6939,6308,4641,4925,7714,6351,5595,7851,7225
"Novel00342",9,1,4,11,1,4,0,5,6,0,2
"KNNFDEDG_01791.t00",878,730,371,746,826,438,355,888,912,424,361
"KNNFDEDG_01742.t00",128,84,409,147,127,290,469,97,124,504,262
"KNNFDEDG_01518.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00422.t00",13,16,29,58,36,27,78,32,51,37,41
"KNNFDEDG_01534",991,1065,788,690,1022,1107,599,702,904,831,643
"KNNFDEDG_01241",6544,2374,8219,6515,3215,5876,4859,6522,3578,7279,5044
"KNNFDEDG_01240",123,38,129,185,89,75,162,214,114,144,111
"KNNFDEDG_02228",78,31,146,252,65,82,105,180,60,175,73
"Novel00169",32,82,14,18,21,9,8,12,27,3,8
"Novel00341",5,0,1,0,0,0,0,0,0,0,0
"KNNFDEDG_01532",233,102,218,194,126,207,768,145,150,183,787
"KNNFDEDG_02224",57,6,22,83,11,13,11,60,7,20,15
"KNNFDEDG_00665.t00",89,77,73,102,122,97,206,79,108,108,199
"KNNFDEDG_01249",1286,616,1401,1290,783,1599,1795,1274,879,1686,1568
"KNNFDEDG_00504",4443,2761,3077,3694,2698,3572,2688,3513,2796,3197,2298
"KNNFDEDG_02220",352,41,263,393,88,219,83,481,93,239,100
"KNNFDEDG_01756.t00",25,11,17,37,31,6,32,19,61,16,32
"KNNFDEDG_02222",138,13,37,127,21,37,21,114,13,34,33
"KNNFDEDG_02223",58,7,24,67,15,13,16,101,10,39,13
"KNNFDEDG_02684.t00",627,545,675,708,508,482,989,556,512,740,603
"KNNFDEDG_01480.t00",201,150,203,199,180,359,280,186,195,244,217
"KNNFDEDG_02229.t00",123,152,314,180,209,469,641,116,182,584,521
"KNNFDEDG_01759",1,0,0,1,0,1,0,1,0,0,0
"KNNFDEDG_01755",64,46,66,54,66,94,108,35,72,107,112
"KNNFDEDG_01754",1225,1085,1459,1118,1261,2341,2037,940,1264,2103,1998
"KNNFDEDG_01751",724,333,772,870,566,580,685,904,642,906,760
"KNNFDEDG_01750",77,30,49,127,53,52,107,108,77,62,94
"KNNFDEDG_01752",519,316,640,739,448,404,714,784,529,755,632
"Novel00340",0,0,0,0,0,1,0,0,0,0,0
"KNNFDEDG_00843.t00",291,124,860,440,167,616,877,506,270,1104,645
"KNNFDEDG_01747.t00",70,42,98,109,36,69,95,110,42,101,78
"KNNFDEDG_00594",2095,27082,5410,2211,42492,6192,27162,2120,44895,6979,35797
"KNNFDEDG_02142.t00",77,24,372,185,91,253,531,153,121,494,311
"KNNFDEDG_00596",2456,36412,6210,2173,42074,8630,23077,2039,39257,6583,31562
"Novel00349",0,1,4,9,0,0,6,1,0,1,0
"KNNFDEDG_00592",548,422,758,802,460,559,749,796,576,880,813
"Novel00348",2,2,4,0,0,4,3,0,1,4,5
"KNNFDEDG_00419.t00",37,43,146,26,28,125,103,37,37,161,99
"KNNFDEDG_00756",6872,2702,4138,10498,5379,3177,6450,7741,6438,4500,6214
"Novel00347",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_00754",8488,5039,3780,8346,6276,4169,4122,7271,7184,4373,4588
"KNNFDEDG_02391.t00",83,9,9,103,8,11,16,81,16,15,15
"KNNFDEDG_02341.t00",42,36,133,69,110,81,273,93,170,172,206
"KNNFDEDG_00753",3058,2004,1571,2906,2763,1763,2167,2821,3215,2037,2473
"KNNFDEDG_01339",13,5,12,30,13,8,17,27,14,27,11
"Novel00346",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01337",10942,3479,3904,8486,3054,3941,3154,8779,3462,3375,3368
"KNNFDEDG_01336",7792,1824,3981,10984,2681,2335,3782,10396,3239,3662,3014
"KNNFDEDG_01335",1035,498,1216,1377,528,1054,1360,1081,724,1251,1039
"KNNFDEDG_01333",385,258,284,414,258,242,240,365,334,277,347
"KNNFDEDG_01583.t00",631,318,360,736,409,266,386,717,495,399,410
"KNNFDEDG_00758",323,215,302,309,177,307,377,308,195,290,349
"KNNFDEDG_01570.t00",2,0,2,7,3,0,0,9,4,7,1
"Novel00112",3,5,8,12,11,6,12,6,12,5,4
"Novel00113",0,1,2,0,1,0,4,11,7,0,2
"Novel00110",3,1,1,9,13,2,8,11,7,6,10
"Novel00432",0,0,2,0,0,0,2,0,2,1,0
"Novel00116",9,2,3,3,1,0,0,0,0,2,5
"Novel00117",0,0,0,0,1,3,1,0,5,0,0
"Novel00114",1,3,0,0,1,0,0,0,1,5,1
"Novel00115",0,0,1,0,1,5,7,5,0,3,0
"KNNFDEDG_02190.t00",380,485,718,362,440,729,528,318,498,586,511
"Novel00343",0,0,0,0,0,0,0,0,0,0,0
"Novel00118",0,1,2,1,0,0,0,2,2,0,0
"Novel00119",6,16,0,9,6,13,2,2,8,5,5
"KNNFDEDG_00570",17829,31429,20885,16319,52060,23189,46584,15495,56344,26570,48906
"Novel00434",1,5,0,1,0,6,0,0,1,0,7
"KNNFDEDG_00768.t00",1441,1910,325,1016,2185,426,832,931,2400,364,1196
"KNNFDEDG_02282.t00",10,7,12,52,5,7,13,36,11,13,3
"KNNFDEDG_00357.t00",148,19,81,235,25,45,108,250,40,144,65
"KNNFDEDG_00981",608,139,561,874,168,364,379,807,245,609,305
"KNNFDEDG_00609.t00",683,232,1255,892,344,811,914,797,491,1219,745
"KNNFDEDG_02480.t00",1050,1538,3506,1281,2134,1815,3062,1025,2545,2581,3102
"KNNFDEDG_01533.t00",115,60,47,89,85,45,64,94,75,75,51
"KNNFDEDG_02578.t00",2795,1359,3134,3184,2091,2712,3631,3348,2516,3810,2771
"sRNA00035",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01189.t00",537,317,536,774,444,308,453,865,673,551,391
"Novel00350",0,0,0,0,0,0,1,0,0,0,0
"KNNFDEDG_02369.t00",214,160,131,150,118,157,148,148,151,116,122
"KNNFDEDG_01849.t00",5849,2022,3366,6443,2633,2013,1854,5860,3402,2897,1467
"KNNFDEDG_01006.t00",4448,2164,4216,2570,1666,5304,2755,2418,1882,3500,2742
"KNNFDEDG_01908.t00",19,10,10,35,27,4,25,27,32,10,46
"KNNFDEDG_01314",220,280,310,372,390,317,625,350,443,614,512
"KNNFDEDG_00030.t00",100,36,187,151,28,144,241,135,43,293,176
"KNNFDEDG_01317",376,599,2225,425,882,1751,2727,420,1048,2564,2900
"KNNFDEDG_01610.t00",166,118,427,137,84,506,271,158,81,458,234
"KNNFDEDG_00230.t00",429,285,671,484,439,758,881,410,440,812,776
"Novel00026",69,50,32,47,34,33,39,57,41,20,20
"Novel00027",2,7,2,4,0,2,8,6,6,2,1
"Novel00024",79,41,74,96,86,56,143,144,176,108,126
"Novel00025",0,1,1,0,1,3,0,0,0,2,0
"Novel00022",7,83,3,2,8,19,3,0,6,0,12
"Novel00023",5,19,4,9,17,7,5,11,26,0,9
"Novel00020",0,0,0,0,0,0,0,0,0,0,0
"Novel00021",2,17,12,3,20,7,12,8,6,3,7
"KNNFDEDG_01867",75,14,67,99,14,39,13,111,14,32,9
"KNNFDEDG_01564.t00",7,24,46,18,81,20,74,10,72,46,56
"Novel00028",42,17,62,94,17,28,48,77,47,65,57
"Novel00029",0,0,0,4,1,0,2,3,0,0,1
"KNNFDEDG_00603.t00",2,21,13,4,1,6,4,1,3,13,9
"KNNFDEDG_02698.t00",196,205,510,321,259,356,833,326,313,658,489
"KNNFDEDG_02750.t00",32,8,59,119,5,63,85,83,14,87,65
"KNNFDEDG_00961",185,58,54,190,32,43,42,178,65,41,67
"KNNFDEDG_02182.t00",46,35,35,57,43,37,74,61,50,59,64
"KNNFDEDG_00108",576,522,2601,847,737,2308,3204,803,827,3064,2837
"KNNFDEDG_00355.t00",509,56,300,839,127,257,350,778,143,440,252
"KNNFDEDG_00378",4334,1165,3402,4725,1284,4277,4010,3961,1582,3845,2932
"KNNFDEDG_00379",2494,664,1641,2440,894,2024,1735,2071,894,2103,1480
"KNNFDEDG_00569.t00",113,80,355,215,147,224,403,180,141,468,266
"KNNFDEDG_00376",9507,2200,4142,8930,2321,6313,6406,7850,2516,6258,4395
"KNNFDEDG_00560.t00",7341,14881,21185,7506,19027,20485,33771,6509,22994,23292,34189
"KNNFDEDG_00370",0,0,0,0,0,0,1,0,0,0,0
"KNNFDEDG_01869",1455,616,2953,2221,889,1638,2031,2413,1197,2591,2047
"KNNFDEDG_00864.t00",8,2,14,13,12,22,32,10,8,23,17
"KNNFDEDG_01868",78,7,30,84,10,51,16,67,16,58,14
"KNNFDEDG_01367.t00",127,50,263,285,72,172,249,185,162,238,232
"KNNFDEDG_01129",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01319",1619,4015,7715,1339,3586,10284,8495,1409,3363,8026,10494
"KNNFDEDG_01135.t00",32,15,83,58,20,51,99,37,55,103,70
"KNNFDEDG_02513",349,259,203,377,187,327,618,300,269,429,375
"KNNFDEDG_02043.t00",2579,71,929,2722,189,611,556,2510,203,833,519
"Novel00338",0,0,1,0,2,1,0,0,0,0,0
"Novel00339",23,17,10,6,3,19,1,2,11,5,8
"KNNFDEDG_01355.t00",544,593,892,653,534,684,1126,615,621,986,742
"KNNFDEDG_01848.t00",224,121,152,238,129,83,91,260,171,134,76
"Novel00143",1,0,0,0,0,1,1,0,0,0,4
"Novel00332",0,0,0,0,0,0,0,0,0,0,0
"Novel00333",5,4,4,10,2,3,11,3,8,15,10
"Novel00330",8,3,13,14,7,12,3,9,10,3,6
"Novel00331",1,8,1,0,0,0,0,0,5,8,5
"Novel00336",46,38,16,9,13,13,6,6,7,11,10
"Novel00337",0,1,0,0,2,2,2,2,0,0,0
"Novel00334",3,3,1,0,2,2,3,0,7,4,10
"Novel00335",1,0,0,0,0,0,0,1,1,2,0
"KNNFDEDG_00972",16825,2577,7600,20959,5771,4549,4262,20134,6592,6960,4673
"sRNA00040",1,0,3,0,0,0,0,5,0,0,2
"sRNA00042",28,17,7,25,17,12,13,40,17,3,6
"KNNFDEDG_00977",5,2,11,14,8,9,18,17,7,19,8
"KNNFDEDG_00975",425,221,993,755,403,440,749,763,561,875,741
"sRNA00049",3,0,0,3,5,2,4,1,3,0,0
"KNNFDEDG_00978",38,28,114,104,79,38,116,84,76,119,125
"KNNFDEDG_00979",2,2,32,28,12,10,18,20,32,19,17
"KNNFDEDG_00232.t00",17,5,11,25,8,14,11,19,16,8,6
"KNNFDEDG_00526.t00",20,14,48,49,26,28,107,50,60,78,117
"KNNFDEDG_02246.t00",1003,306,804,1256,362,775,403,1033,442,961,398
"KNNFDEDG_02063",26,94,21,20,45,24,28,16,46,19,14
"KNNFDEDG_01633.t00",232,79,97,249,77,107,93,217,80,99,71
"KNNFDEDG_01658.t00",5,3,4,8,2,9,4,1,1,12,9
"KNNFDEDG_02009.t00",335,32,444,569,44,224,282,508,83,371,180
"KNNFDEDG_02733.t00",30,27,150,79,74,208,229,58,100,295,194
"KNNFDEDG_01687.t00",54,11,32,74,4,10,17,73,15,27,12
"KNNFDEDG_00672.t00",535,275,297,665,281,331,365,512,371,309,334
"KNNFDEDG_01342.t00",667,143,78,624,133,122,93,748,168,130,83
"KNNFDEDG_00808",926,748,725,865,853,757,788,727,964,713,989
"KNNFDEDG_00809",3577,1332,1745,4189,2649,1579,2172,3755,2960,2218,1918
"KNNFDEDG_00806",453,435,489,592,562,589,709,571,696,671,704
"KNNFDEDG_00807",594,434,559,709,642,573,751,698,805,709,842
"KNNFDEDG_00805",21790,5377,8527,17460,5850,11035,6054,16629,5765,7544,7121
"KNNFDEDG_00802",1256,1012,2289,1328,1508,1756,1889,1196,1446,2047,2073
"KNNFDEDG_01154.t00",65,36,3,43,54,4,8,22,54,5,5
"KNNFDEDG_00800",1590,1634,1804,1509,2864,2485,2604,1371,3015,2362,2751
"KNNFDEDG_00801",489,430,678,603,846,612,1053,582,1111,987,935
"KNNFDEDG_01217.t00",6,15,15,13,24,13,17,23,12,12,11
"KNNFDEDG_02120.t00",5,3,33,12,4,9,51,11,12,30,17
"KNNFDEDG_02724.t00",0,0,2,0,0,0,0,0,0,0,0
"KNNFDEDG_02411.t00",438,164,362,442,186,342,331,418,248,374,310
"KNNFDEDG_00049",1340,1332,2415,1817,2103,1436,3174,1649,2695,2144,3677
"KNNFDEDG_00720.t00",0,0,0,0,0,3,5,3,0,1,0
"KNNFDEDG_01799",25,14,14,42,14,24,12,27,7,8,11
"KNNFDEDG_01386.t00",546,229,265,410,231,315,224,446,220,264,256
"KNNFDEDG_01798",1101,187,356,1755,430,210,158,1721,548,464,185
"KNNFDEDG_00475.t00",2185,1224,1536,2416,1410,1610,1501,2546,1525,1668,1450
"KNNFDEDG_01177.t00",68,7,31,64,11,32,20,36,18,33,14
"KNNFDEDG_02015.t00",323,78,598,262,94,354,257,271,136,460,224
"KNNFDEDG_00374",633,1032,952,734,1287,1311,1572,696,1335,1472,1337
"KNNFDEDG_00967",5836,482,2595,7719,1059,1430,909,7072,1390,2119,882
"KNNFDEDG_00371",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_02731.t00",5,1,1,7,3,7,16,4,2,14,9
"KNNFDEDG_00534.t00",9,2,21,22,7,10,12,25,20,20,16
"KNNFDEDG_00700",0,19,15,13,3,27,45,11,22,29,37
"KNNFDEDG_01882.t00",1072,391,808,1166,531,669,479,1065,528,694,458
"KNNFDEDG_02181",130,126,521,283,187,320,816,228,292,735,508
"KNNFDEDG_02180",746,31,126,923,49,119,37,777,37,168,22
"KNNFDEDG_02183",46,34,44,57,46,47,49,50,51,57,48
"KNNFDEDG_02185",13496,6944,7145,12572,7602,6334,4006,12373,7830,6112,4232
"KNNFDEDG_02188",2219,2571,1382,2099,3362,1453,3759,2022,3620,1559,4057
"KNNFDEDG_02740.t00",0,0,0,0,0,0,0,0,0,1,0
"KNNFDEDG_00052.t00",211,164,240,220,106,231,207,288,164,272,250
"KNNFDEDG_01316.t00",3988,12891,10544,4617,17768,11106,22113,4493,20720,13469,21565
"KNNFDEDG_00969",1803,2625,3011,2288,4537,2484,8421,2315,5231,4270,8018
"KNNFDEDG_01103.t00",3,1,2,15,3,0,25,8,7,9,2
"KNNFDEDG_02050",1814,691,2863,2196,990,1963,1340,2353,1094,2264,1467
"KNNFDEDG_02057",136,53,130,289,123,33,115,318,187,109,110
"KNNFDEDG_02056",2261,5405,4945,1176,5196,3208,734,1191,4846,2954,1409
"KNNFDEDG_02055",1196,2711,3041,981,3728,1500,606,1064,3697,1767,1002
"KNNFDEDG_01501.t00",1121,495,447,798,488,545,301,738,481,472,305
"KNNFDEDG_02059",76,113,384,154,112,155,326,102,161,310,211
"KNNFDEDG_01676.t00",17,1,8,19,0,5,2,16,0,4,0
"KNNFDEDG_01328",71,162,127,125,96,133,122,98,143,132,136
"KNNFDEDG_00854.t00",928,933,3348,1227,1209,2308,3578,993,1372,3448,3209
"KNNFDEDG_00787.t00",476,261,534,672,506,382,649,713,633,627,651
"KNNFDEDG_00002.t00",192,187,417,195,272,676,636,183,248,762,471
"KNNFDEDG_00225.t00",48,19,15,170,139,80,87,32,30,17,28
"KNNFDEDG_02116.t00",498,318,3013,705,444,2414,1393,872,419,2823,1609
"KNNFDEDG_02656.t00",1356,495,1115,923,655,624,1075,1914,925,1127,724
"Novel00351",2,0,2,0,1,0,7,0,0,0,0
"KNNFDEDG_00425",1411,485,781,1284,658,1050,926,1311,619,1071,852
"KNNFDEDG_01524.t00",154,83,151,147,103,176,130,152,79,145,109
"KNNFDEDG_00226.t00",123,61,137,330,183,219,183,162,100,121,118
"KNNFDEDG_01156.t00",69,6,64,112,28,32,48,97,19,75,34
"KNNFDEDG_01946.t00",0,0,0,0,1,1,4,0,1,3,0
"KNNFDEDG_01434",23541,4773,8612,21340,6616,10490,11903,18131,7333,10603,9076
"KNNFDEDG_01435",4997,2312,2873,4758,2782,3275,3338,4543,3222,3303,3276
"KNNFDEDG_01436",621,194,391,930,406,303,559,831,481,542,506
"KNNFDEDG_00152.t00",221,99,193,290,163,133,213,285,184,171,231
"KNNFDEDG_01431",5566,495,2736,7011,728,2435,3127,6579,943,3524,1700
"KNNFDEDG_00060.t00",15,8,13,67,35,6,24,34,26,16,12
"KNNFDEDG_02144.t00",0,1,0,0,3,2,0,0,1,2,4
"KNNFDEDG_01438",660,187,404,682,295,414,481,713,332,435,385
"Novel00231",3,1,2,5,2,9,3,7,1,0,2
"KNNFDEDG_00878",1134,617,2411,1015,735,2175,2020,1138,791,2219,2173
"KNNFDEDG_02459",119,23,118,239,67,59,181,173,78,175,141
"KNNFDEDG_02458",5921,2498,3728,4658,2151,4310,4388,3849,2792,3954,3724
"KNNFDEDG_02457",17860,5754,11581,14396,7656,11924,13478,11725,8707,13175,11924
"KNNFDEDG_02456",31668,11088,23591,28476,16533,21575,28335,25051,19533,25255,25505
"KNNFDEDG_02455",8582,1155,3793,6617,1756,4978,5221,5220,2262,4599,3667
"KNNFDEDG_02454",6174,1114,1329,2359,565,3084,1263,1760,576,1268,922
"KNNFDEDG_02453",17579,2012,5998,11963,2347,9496,6837,10077,2685,6435,5534
"KNNFDEDG_02452",6311,631,3242,6614,970,3142,3927,5321,1229,3711,2657
"KNNFDEDG_02451",14865,1538,6142,13822,2282,7046,8245,11410,2560,8232,5182
"KNNFDEDG_02450",8306,753,3297,8551,1157,3743,5050,7207,1287,4704,2807
"KNNFDEDG_02527",1102,544,1422,1196,725,1160,1295,1072,741,1590,1154
"KNNFDEDG_02526",1033,475,1017,1137,609,825,935,1087,701,1029,909
"KNNFDEDG_02525",1369,994,2143,1625,1171,1419,2383,1368,1518,1956,2471
"KNNFDEDG_01188",902,411,631,604,459,823,623,592,396,701,411
"KNNFDEDG_02499.t00",28058,5964,54611,44928,7137,34485,26693,46241,9006,45433,24599
"KNNFDEDG_01185",2256,789,2169,2024,933,2280,1374,2142,1028,1890,1353
"KNNFDEDG_01186",8387,3073,10060,9200,4599,8704,7725,9449,5383,9947,7099
"KNNFDEDG_01187",1387,617,1580,1577,920,1498,1445,1633,933,1710,1234
"KNNFDEDG_00033.t00",870,1314,10292,1698,2847,6056,11108,1565,3724,12094,9630
"KNNFDEDG_01183",246,87,433,371,155,282,446,376,262,458,466
"KNNFDEDG_02421.t00",322,269,257,277,350,285,290,287,448,299,382
"KNNFDEDG_01562.t00",4,2,4,4,17,7,11,6,34,18,25
"KNNFDEDG_01657.t00",91,10,64,157,17,29,28,145,17,42,9
"KNNFDEDG_00762.t00",726,408,714,700,619,744,672,733,518,773,597
"KNNFDEDG_00611.t00",1202,281,1020,1425,339,1026,901,1577,403,1375,620
"KNNFDEDG_00600.t00",115,49,141,147,111,73,225,191,120,168,224
"KNNFDEDG_00260",193,75,112,461,140,107,159,1297,1104,85,110
"Novel00238",0,0,0,4,5,0,5,1,0,0,0
"KNNFDEDG_00535.t00",32,6,53,26,6,43,26,39,18,39,20
"Novel00354",17,8,3,5,8,24,15,9,10,12,7
"KNNFDEDG_02306.t00",111,75,136,170,90,128,290,125,141,176,236
"KNNFDEDG_01500",514,186,309,519,261,230,236,560,280,256,184
"KNNFDEDG_01330",656,506,821,726,658,682,973,760,853,912,888
"KNNFDEDG_02239",66,65,320,78,67,728,436,82,63,502,419
"KNNFDEDG_02238",105,27,442,82,37,663,657,100,71,812,564
"KNNFDEDG_01504",127,94,206,106,132,179,190,122,142,199,217
"KNNFDEDG_01505",130,130,342,258,192,151,244,251,265,257,270
"KNNFDEDG_01031",20566,9789,81114,38671,22972,37951,68874,37485,32286,80968,47980
"KNNFDEDG_02233",316,120,565,491,196,525,316,589,236,573,481
"KNNFDEDG_02232",166,74,246,140,64,248,131,234,78,242,188
"KNNFDEDG_02231",1200,616,3146,916,532,3162,2027,830,554,2391,1834
"KNNFDEDG_02236",156,57,289,255,73,371,436,243,85,509,323
"KNNFDEDG_02235",645,504,727,1089,912,409,896,942,1232,674,1034
"KNNFDEDG_02234",1045,105,604,1059,157,687,335,1129,182,659,336
"KNNFDEDG_01984",1312,447,1162,1424,460,960,951,1202,656,1090,893
"KNNFDEDG_01985",491,122,346,444,156,379,273,423,176,408,310
"KNNFDEDG_01986",614,243,937,718,316,803,689,622,400,856,693
"KNNFDEDG_01980",4292,1460,2650,6234,2175,1535,2601,5542,2856,2896,2037
"KNNFDEDG_01981",329,76,248,1173,93,182,355,905,173,283,218
"KNNFDEDG_01982",55,21,50,125,34,26,80,99,35,72,51
"KNNFDEDG_00973",53,13,34,67,32,33,14,60,12,28,11
"KNNFDEDG_01760",15,7,12,33,5,2,20,36,7,11,8
"KNNFDEDG_01761",122,63,57,192,69,62,94,182,79,66,63
"KNNFDEDG_01762",121,73,65,97,70,65,33,110,46,38,39
"KNNFDEDG_01764",12,25,58,35,125,33,49,41,164,77,32
"KNNFDEDG_01089.t00",26,11,14,26,20,15,25,12,22,25,5
"KNNFDEDG_01767",31556,2971,278,30434,895,351,282,32098,1139,414,255
"KNNFDEDG_02776.t00",0,0,0,0,0,0,0,0,0,0,0
"KNNFDEDG_01296",528,211,902,638,272,1166,1021,591,313,1347,810
"KNNFDEDG_01297",1042,754,2899,1289,1067,2373,2514,1376,1148,3343,2278
"KNNFDEDG_00583",878,28,44,535,28,47,39,509,34,44,39
"KNNFDEDG_00582",259,0,18,225,4,10,21,189,3,10,13
"KNNFDEDG_00581",447,11,16,307,9,21,14,288,12,19,7
"KNNFDEDG_00580",1706,1364,1457,1529,1558,1205,1253,1501,1786,1330,1335
"KNNFDEDG_00586",13,25,32,30,31,22,40,32,58,20,41
"KNNFDEDG_00585",651,268,740,855,565,542,632,862,617,702,696
"KNNFDEDG_00584",396,24,40,281,31,36,63,308,40,34,36
"KNNFDEDG_01903.t00",24,6,8,43,6,6,10,27,0,17,16
"KNNFDEDG_01315.t00",975,942,665,1127,1397,780,1638,932,1634,1046,1527
"KNNFDEDG_00744",7101,2919,6272,7577,3381,5833,5823,6633,4424,6586,6493
"KNNFDEDG_01348",2219,335,232,2718,407,296,388,3349,597,339,391
"KNNFDEDG_01349",275,26,51,411,50,44,86,406,78,49,70
"KNNFDEDG_01618",53,39,132,68,44,96,50,44,29,117,79
"KNNFDEDG_00740",913,429,593,1034,627,721,620,986,587,796,703
"KNNFDEDG_00743",13367,8237,10126,13699,11461,11972,13617,12125,12720,12614,13065
"KNNFDEDG_00014.t00",66,46,125,81,72,243,140,55,58,213,96
"KNNFDEDG_01614",369,97,853,552,162,491,822,498,199,958,664
"KNNFDEDG_01343",116,14,69,265,44,34,47,288,36,36,53
"KNNFDEDG_01616",34,11,40,27,36,51,26,41,15,40,35
