"gene_id","QOBWO025A5_20210322102047__S10_R1_001.bam","QOBWO026AD_20210322102047__S11_R1_001.bam","QOBWO027AL_20210322102047__S12_R1_001.bam","QOBWO028AT_20210322102047__S13_R1_001.bam","QOBWO029A3_20210322102047__S14_R1_001.bam","QOBWO030A6_20210322102047__S15_R1_001.bam","QOBWO070A0_20210322102047__S16_R1_001.bam","QOBWO071A8_20210322102047__S17_R1_001.bam","QOBWO072AG_20210322102047__S18_R1_001.bam"
"KQU62_RS02050",19,16,17,14,23,16,12,8,7
"KQU62_RS02055",300,549,417,163,207,168,95,61,60
"KQU62_RS02060",529,941,685,360,465,418,226,161,189
"KQU62_RS02065",294,576,417,576,677,660,360,146,175
"KQU62_RS02070",2144,4243,2896,2409,3129,2683,1961,1442,1537
"KQU62_RS02075",1235,2670,1747,1668,2113,1895,1315,832,894
"KQU62_RS02080",1981,3985,2683,2274,2738,2653,2245,1445,1549
"KQU62_RS02085",3962,8252,5425,3964,5326,4669,2534,1455,1485
"KQU62_RS02090",1532,3177,2049,2899,3704,3388,2489,1448,1602
"KQU62_RS02095",2340,5061,3074,3792,4948,4355,3683,2146,2385
"KQU62_RS02100",14580,31003,19763,55243,63918,57580,48542,28629,28441
"KQU62_RS02105",1005,2066,1349,2700,3268,2863,2391,1571,1592
"KQU62_RS02110",1552,3240,2175,3413,4172,3921,2488,1245,1467
"KQU62_RS02115",612,1372,849,1220,1373,1367,837,439,413
"KQU62_RS02120",530,1182,752,2452,2785,2675,2632,1578,1690
"KQU62_RS02125",908,1954,1164,3177,3885,3783,3387,1935,2029
"KQU62_RS02130",1983,4536,2832,1538,1714,1611,1131,643,609
"KQU62_RS02135",1497,3389,2106,1694,1841,1883,1248,601,631
"KQU62_RS02140",936,1949,1366,1731,1848,1799,1113,783,872
"KQU62_RS02145",2940,6209,3530,2734,3989,3541,2418,1475,1540
"KQU62_RS02150",516,1031,626,1465,2261,2046,482,259,245
"KQU62_RS02155",170,322,220,354,394,392,300,183,168
"KQU62_RS02160",5228,10775,7630,22275,30172,27950,20100,12189,13022
"KQU62_RS02165",5073,9856,7480,20597,27534,25603,15354,11645,12858
"KQU62_RS02170",12589,25036,19071,52648,77171,72937,37162,28083,30291
"KQU62_RS02175",2642,5060,3418,2053,2703,2233,1518,920,999
"KQU62_RS02180",9675,20600,14330,20471,22876,21251,14237,7314,7693
"KQU62_RS02185",3741,8032,5011,1894,2320,2400,1818,1046,1046
"KQU62_RS02190",3873,9100,5572,2715,3271,3198,2422,1298,1358
"KQU62_RS02195",4694,10534,6389,5792,7692,7485,5305,2854,2932
"KQU62_RS02200",3252,7772,4572,4896,6454,5693,4021,1807,1757
"KQU62_RS02205",82,253,179,221,249,248,150,87,88
"KQU62_RS02210",88,166,115,98,92,89,62,40,40
"KQU62_RS02215",1549,3526,2019,1806,2165,1907,982,486,469
"KQU62_RS02220",597,1407,914,1115,1520,1176,885,462,479
"KQU62_RS02225",249,545,406,367,519,416,250,162,189
"KQU62_RS02230",265,618,409,384,565,457,280,145,121
"KQU62_RS02235",84,144,87,209,269,262,108,79,65
"KQU62_RS02240",459,1015,633,1198,1484,1343,889,549,526
"KQU62_RS02245",456,930,563,935,1126,1034,753,480,473
"KQU62_RS02250",218,510,332,672,777,710,447,300,308
"KQU62_RS02255",955,1971,1274,2245,2874,2708,2049,1180,1070
"KQU62_RS02260",1780,3736,2583,3370,4253,3837,3134,1804,1785
"KQU62_RS02265",30883,63538,40429,44328,60122,54858,33677,18959,19646
"KQU62_RS02270",3589,7817,4933,4937,5852,5353,3627,2189,2139
"KQU62_RS02275",4405,9279,6093,5161,6310,5655,4158,2566,2492
"KQU62_RS02280",2393,5081,3417,1744,1878,1729,1177,638,740
"KQU62_RS02285",7974,17752,11258,4810,5959,5582,5135,2863,2849
"KQU62_RS02290",1111,2549,1462,4442,5274,4690,3736,2181,2068
"KQU62_RS02295",2067,4247,2879,4633,5279,4645,3232,2106,2113
"KQU62_RS02300",434,925,750,552,672,628,591,334,405
"KQU62_RS02305",13,30,19,47,46,65,15,11,17
"KQU62_RS02310",31694,68773,41193,130515,151292,138298,101095,58859,62085
"KQU62_RS02315",1255,2656,1482,1723,2403,2062,1361,774,732
"KQU62_RS02320",1672,3256,2176,2613,3304,2856,1677,1075,1163
"KQU62_RS02325",2719,6227,3978,5089,5071,5002,4426,2133,2337
"KQU62_RS02330",47676,102492,69155,67978,64863,55057,56372,32990,33036
"KQU62_RS02335",20208,42494,29866,22244,21901,18653,16808,9987,10360
"KQU62_RS02340",1050,1943,1337,252,463,416,214,130,151
"KQU62_RS02345",1557,3516,2266,369,527,465,334,157,167
"KQU62_RS02350",1260,2571,1894,185,295,264,198,99,102
"KQU62_RS02355",3445,7052,4601,784,1094,956,1042,523,615
"KQU62_RS02360",2445,5234,3432,3598,4761,4416,3140,1889,1960
"KQU62_RS02365",2669,5293,3494,3647,4705,4208,2971,1791,1825
"KQU62_RS02370",239,471,298,307,437,400,213,73,115
"KQU62_RS02375",799,1652,1056,1390,1777,1653,1016,554,642
"KQU62_RS02380",628,1440,885,936,1258,1140,797,382,408
"KQU62_RS02385",1310,2694,1664,1377,1887,1904,1244,883,894
"KQU62_RS02390",6064,12726,8484,9054,11245,10327,7636,4395,4666
"KQU62_RS02395",741,1462,986,812,1144,1070,698,395,427
"KQU62_RS02400",605,1093,742,594,698,600,401,240,280
"KQU62_RS02405",2518,5280,3495,2941,4120,3821,2134,1297,1265
"KQU62_RS02410",3459,7333,4765,4519,5514,5176,3016,1780,1886
"KQU62_RS02415",887,1696,1239,1085,1213,1057,669,403,528
"KQU62_RS02420",2272,4976,3314,4578,5656,5521,2904,1615,1635
"KQU62_RS02425",56,124,64,128,161,151,93,59,48
"KQU62_RS02430",23,59,39,44,66,54,32,17,29
"KQU62_RS02435",796,1688,964,2947,3810,4028,5597,3311,4133
"KQU62_RS02440",33423,70586,47197,26861,36690,34025,20693,11702,11810
"KQU62_RS02445",65,175,129,68,107,91,61,29,17
"KQU62_RS02450",3041,6321,4111,5654,6778,6218,4626,2955,2879
"KQU62_RS02455",2913,5888,3943,6764,8579,7159,5721,3781,4216
"KQU62_RS02460",385,874,451,415,400,381,259,116,146
"KQU62_RS02465",219,462,260,188,265,244,149,56,66
"KQU62_RS02470",5221,10482,7503,6415,7870,7523,5321,3064,3283
"KQU62_RS02475",14233,30253,20070,15785,19843,18097,12245,7024,7207
"KQU62_RS02480",3573,7345,5067,5081,5946,5357,3573,2402,2527
"KQU62_RS02485",2658,5605,3534,3905,4249,4039,2708,1775,1679
"KQU62_RS02490",2091,4634,2960,3032,3338,3349,2372,1297,1225
"KQU62_RS02495",4933,10373,7032,7644,8811,8628,5311,2881,2995
"KQU62_RS02500",13747,28854,18578,15314,17661,16851,10855,6992,7220
"KQU62_RS02505",1051,2199,1425,2330,2943,2851,1750,940,932
"KQU62_RS02510",1216,2516,1486,2137,2682,2672,1724,1041,1038
"KQU62_RS02515",2628,5721,3666,4321,5346,5329,3422,1886,1960
"KQU62_RS02520",40129,80847,49217,5763,7459,7222,6535,4537,4870
"KQU62_RS02525",2031,4176,3022,1427,1522,1579,2699,1519,1615
"KQU62_RS02530",389,813,561,708,799,740,642,391,403
"KQU62_RS02535",29,45,28,40,66,63,33,16,20
"KQU62_RS02540",34703,69978,47991,152215,173634,156480,132888,73929,72703
"KQU62_RS02545",106323,214231,143348,316070,414121,372003,342004,231362,246137
"KQU62_RS02550",34775,75131,46922,138715,192669,184501,152108,92689,96375
"KQU62_RS02555",28837,59757,39536,103587,151713,140097,109297,77220,72445
"KQU62_RS02560",48837,104612,65049,169776,265370,240936,161937,104856,102475
"KQU62_RS02565",133333,275219,183166,258007,378152,329889,214747,154345,163190
"KQU62_RS02570",1285,2409,1678,4397,5282,4415,2359,1705,1910
"KQU62_RS02575",468,919,645,937,1120,1140,645,380,385
"KQU62_RS02580",3340,6909,4596,5869,6985,6248,3568,2160,2241
"KQU62_RS02585",13720,28251,18797,22487,27558,24373,15947,9060,9428
"KQU62_RS02590",1961,3782,2658,3022,3505,3216,2028,1502,1623
"KQU62_RS02595",315122,564708,398551,289908,341889,308459,313597,208106,223869
"KQU62_RS02600",2008,4220,2501,0,0,0,2328,1397,1452
"KQU62_RS02605",909,1966,1151,0,0,0,1012,522,512
"KQU62_RS02610",2,10,1,0,0,0,1,3,4
"KQU62_RS02615",0,0,0,0,0,0,0,0,0
"KQU62_RS02620",19,33,24,0,0,0,14,13,13
"KQU62_RS02625",10,26,8,0,0,0,10,6,8
"KQU62_RS02630",25,85,48,0,0,0,41,15,14
"KQU62_RS02635",78,165,89,1,3,1,82,40,32
"KQU62_RS02640",29,62,58,0,0,0,38,19,17
"KQU62_RS02645",37,84,60,0,0,0,45,35,31
"KQU62_RS02650",144,349,188,0,1,1,202,126,117
"KQU62_RS02655",23,44,26,0,0,0,75,58,76
"KQU62_RS02660",105,168,132,0,0,1,157,128,141
"KQU62_RS02665",1,2,1,0,0,0,1,0,0
"KQU62_RS02670",88,213,141,1,0,1,117,53,66
"KQU62_RS02675",31,92,54,0,0,0,43,36,29
"KQU62_RS02680",10,40,25,0,0,0,26,22,7
"KQU62_RS02685",17,32,12,0,0,0,13,9,7
"KQU62_RS02690",18,45,23,0,0,0,58,36,36
"KQU62_RS02695",60,150,73,0,0,0,166,85,84
"KQU62_RS02700",292,543,373,0,0,0,4670,2693,3117
"KQU62_RS02705",195,447,195,121,133,135,170,62,67
"KQU62_RS02710",405,1024,505,3956,4231,4098,3305,2287,2308
"KQU62_RS02715",3,8,2,7,6,7,6,6,3
"KQU62_RS02720",42,115,50,63,72,63,97,45,49
"KQU62_RS02725",72,190,101,71,104,75,77,64,39
"KQU62_RS02730",10779,22321,16391,28319,37107,34950,32055,18477,20513
"KQU62_RS02735",111,194,131,194,218,207,100,65,74
"KQU62_RS02740",13,40,19,46,43,70,53,34,41
"KQU62_RS02745",40,67,53,82,77,68,46,19,29
"KQU62_RS02750",66,142,97,427,387,338,130,78,87
"KQU62_RS02755",18089,32432,24442,47102,45194,41648,26713,16285,18832
"KQU62_RS02760",461,879,591,298,393,407,248,172,158
"KQU62_RS02765",288,623,421,215,239,258,165,78,109
"KQU62_RS02770",353,788,493,297,372,321,156,75,103
"KQU62_RS02775",312,637,392,1130,1195,1223,831,404,385
"KQU62_RS02780",247,493,343,914,998,1003,583,297,301
"KQU62_RS02785",252,466,391,782,780,718,329,232,306
"KQU62_RS02790",167,393,261,173,219,222,203,150,148
"KQU62_RS02795",399,797,517,812,1033,935,390,263,257
"KQU62_RS02800",314,711,367,2589,3188,2891,1540,767,822
"KQU62_RS02805",395,885,516,2185,2148,2117,1659,731,762
"KQU62_RS02810",157,304,212,91,102,90,87,74,68
"KQU62_RS02815",650,1364,886,624,853,704,431,254,227
"KQU62_RS02820",968,1815,1220,498,658,593,403,269,283
"KQU62_RS02825",1830,3983,2333,1350,1720,1702,1085,627,738
"KQU62_RS02830",2892,6323,4082,3221,3773,3519,2349,1264,1222
"KQU62_RS02835",3448,7586,4822,4303,4852,4547,3189,1710,1821
"KQU62_RS02840",515,975,735,1247,1425,1412,1212,686,684
"KQU62_RS02845",169,413,295,434,553,574,401,264,267
"KQU62_RS02850",338,723,466,911,1036,1056,689,335,383
"KQU62_RS02855",430,1042,563,2970,2825,2577,2925,1699,1572
"KQU62_RS02860",518,1278,586,4639,4484,4083,4477,2464,2393
"KQU62_RS02865",728,1786,895,6834,7044,6527,6390,3833,4038
"KQU62_RS02870",104,223,156,194,237,237,190,180,263
"KQU62_RS02875",2216,4633,3121,1361,1646,1590,869,532,564
"KQU62_RS02880",2295,4626,3446,2271,2743,2919,1591,1046,899
"KQU62_RS02885",20422,42129,30958,23160,29277,27585,17846,11412,10911
"KQU62_RS02890",20469,42181,30954,22240,28971,27315,17162,10754,11096
"KQU62_RS02895",5505,11456,8072,5049,6721,6154,3809,2379,2473
"KQU62_RS02900",24231,53237,36233,25932,34515,32719,20673,11830,12180
"KQU62_RS02905",12,22,16,7,12,13,6,2,3
"KQU62_RS02910",336,681,414,333,329,331,196,113,123
"KQU62_RS02915",958,2215,1344,935,1194,1152,666,342,256
"KQU62_RS02920",939,1915,1145,663,854,765,464,305,332
"KQU62_RS02925",1301,2541,1632,1537,1904,1678,752,508,563
"KQU62_RS02930",1689,3689,2358,2075,2547,2295,1450,827,904
"KQU62_RS02935",3674,7520,4944,3935,4821,4469,2803,1686,1819
"KQU62_RS02940",7929,16183,11026,10552,13357,11985,6499,4256,4227
"KQU62_RS02945",616,1496,862,838,1135,1116,723,373,393
"KQU62_RS02950",259,560,365,260,312,275,174,93,106
"KQU62_RS02955",746,1345,844,874,935,905,423,246,272
"KQU62_RS02960",2625,5452,3290,4128,4808,4407,2926,1722,1729
"KQU62_RS02965",4889,10161,6392,7643,9286,8451,7078,4335,4058
"KQU62_RS02970",70,168,67,98,98,103,44,21,30
"KQU62_RS02975",55,127,68,80,86,83,35,30,31
"KQU62_RS02980",9899,21287,14850,20522,26183,21158,13506,7698,7981
"KQU62_RS02985",9154,19783,13384,21637,25990,21679,14727,8268,8688
"KQU62_RS02990",1667,3512,2636,3831,4562,3817,2647,1681,1604
"KQU62_RS02995",11796,24812,17153,26617,31092,25617,17992,10912,11709
"KQU62_RS03000",1297,2778,1865,1190,1336,1244,674,390,436
"KQU62_RS03005",426,866,546,608,669,605,264,183,202
"KQU62_RS03010",2402,5176,3219,6120,7668,7241,4146,2312,2461
"KQU62_RS03015",219,459,309,322,380,360,239,114,123
"KQU62_RS03020",2258,4610,3138,3332,3778,3098,2054,1474,1698
"KQU62_RS03025",39078,84126,55190,57357,72547,69077,43561,22085,23196
"KQU62_RS03030",2817,5793,3678,3332,3322,2864,2278,1636,1887
"KQU62_RS03035",2229,4480,2863,3144,3528,3066,1306,752,773
"KQU62_RS03040",1553,3203,1926,2106,2585,2241,1329,878,813
"KQU62_RS03045",65,135,113,112,180,167,74,50,72
"KQU62_RS03050",1872,4314,2382,4192,5909,5141,3668,2077,2187
"KQU62_RS03055",1072,2300,1405,2749,3512,3200,2270,1361,1580
"KQU62_RS03060",3178,7327,4262,8681,11599,10971,8147,4047,4507
"KQU62_RS03065",9634,20699,13021,23269,30056,26644,22461,14201,15298
"KQU62_RS03070",2140,4715,2796,4652,6044,5777,5612,3167,3086
"KQU62_RS03075",1791,3964,2341,4086,4900,4795,5025,2752,2580
"KQU62_RS03080",17295,35742,22725,36910,44890,40542,39305,25237,26337
"KQU62_RS03085",223,493,318,623,702,656,556,338,319
"KQU62_RS03090",11916,23480,16187,11701,14199,12629,9326,5766,6208
"KQU62_RS03095",964,2039,1468,4175,5025,4611,3281,1971,2135
"KQU62_RS03100",2651,5591,3590,846,932,910,1097,674,730
"KQU62_RS03105",951,2049,1397,5817,6154,5887,4302,2434,2772
"KQU62_RS03110",3944,8273,5714,17940,21979,21019,13022,8372,9280
"KQU62_RS03115",88,214,125,744,1132,1048,497,282,306
"KQU62_RS03120",1121,2426,1299,9500,13540,12966,24254,15016,14889
"KQU62_RS03125",640,1423,827,7020,8662,8510,14495,9927,8700
"KQU62_RS03130",26410,57980,34708,28050,34196,32162,29707,16951,16645
"KQU62_RS03135",1484,3251,2089,4111,4981,4386,2432,1293,1365
"KQU62_RS03140",998,2238,1330,2448,3066,2661,1348,654,675
"KQU62_RS03145",3939,8202,5318,6351,8000,7398,4725,2376,2554
"KQU62_RS03150",6775,14417,9207,10273,12406,11417,10476,6218,6328
"KQU62_RS03155",10785,23150,14313,15251,19280,16920,13129,8110,8186
"KQU62_RS03160",20014,43268,28141,24752,29708,28130,20413,11302,11840
"KQU62_RS03165",628,1227,927,509,726,673,223,135,150
"KQU62_RS03170",2,10,8,12,8,16,7,1,1
"KQU62_RS03175",11709,25265,16520,14712,16821,16009,12439,7049,7039
"KQU62_RS03180",1771,3629,2350,1817,2078,2106,1153,656,720
"KQU62_RS03185",4564,9011,6026,2849,3430,2998,1631,1103,1184
"KQU62_RS03190",237,423,278,517,591,533,293,168,175
"KQU62_RS03195",62188,132689,75384,3659,4663,4049,3623,2433,2897
"KQU62_RS03200",6,32,13,9,21,14,6,4,7
"KQU62_RS03205",24,46,27,25,15,21,11,5,6
"KQU62_RS03210",22,33,16,33,37,41,17,10,10
"KQU62_RS03215",24,77,28,67,78,68,21,7,9
"KQU62_RS03220",47,141,95,193,198,171,77,77,74
"KQU62_RS03225",540,1201,733,544,757,705,766,470,525
"KQU62_RS03230",217,392,282,538,701,593,373,318,354
"KQU62_RS03235",5342,11650,7863,6014,8308,7719,5151,3024,2928
"KQU62_RS03240",12131,24565,17493,13264,17640,16159,11491,7747,7570
"KQU62_RS03245",36,81,56,301,301,275,140,80,79
"KQU62_RS03250",407,995,566,17510,15198,14973,9020,4963,5155
"KQU62_RS03255",799,1947,1020,34237,33300,31004,22592,13034,13256
"KQU62_RS03260",641,1524,797,25992,26084,23675,17412,11550,11567
"KQU62_RS03265",681,1708,928,29819,31425,29105,20319,12938,13095
"KQU62_RS03270",1174,2818,1487,47229,50702,48382,32447,20879,20480
"KQU62_RS03275",0,0,0,5,10,7,3,5,2
"KQU62_RS03280",19,21,19,24,37,31,16,4,8
"KQU62_RS03285",233,438,289,262,384,310,170,121,119
"KQU62_RS03290",88,170,151,112,178,140,63,40,43
"KQU62_RS03295",116,274,179,168,230,180,110,60,63
"KQU62_RS03300",90,210,138,149,202,178,108,62,69
"KQU62_RS03305",57,162,112,102,152,119,90,30,43
"KQU62_RS03310",6,8,3,5,7,3,2,1,2
"KQU62_RS03315",97,293,167,280,402,394,152,78,67
"KQU62_RS03320",4390,9268,6337,9592,12239,10577,7462,4430,4488
"KQU62_RS03325",19193,40337,25937,76116,81240,73084,66395,41025,43937
"KQU62_RS03330",12755,27300,17096,9702,11920,11177,7750,4356,4712
"KQU62_RS03335",28,50,44,62,50,60,32,12,24
"KQU62_RS03340",20446,43508,27628,15239,18533,17055,12625,7233,7774
"KQU62_RS03345",4665,9586,6198,3375,4083,3617,3212,1942,2233
"KQU62_RS03350",1356,3017,1802,1563,1940,1744,1462,730,832
"KQU62_RS03355",962,1977,1267,1242,1419,1305,1042,573,595
"KQU62_RS03360",583,1381,908,552,639,576,430,252,214
"KQU62_RS03365",1489,3202,2099,1436,1881,1705,1393,831,809
"KQU62_RS03370",4058,9524,5598,4864,6052,5620,4780,2688,2714
"KQU62_RS03375",1879,4353,2615,2813,3632,3103,2299,1290,1414
"KQU62_RS03380",2676,6086,3917,3979,5384,4804,3307,1972,1885
"KQU62_RS03385",7769,16855,11132,11361,14492,12770,8861,5383,5446
"KQU62_RS03390",8804,19185,12139,9717,11829,11191,7193,4137,3922
"KQU62_RS03395",4867,10648,6810,23072,26377,22880,12561,7099,7498
"KQU62_RS03400",570,1252,776,4528,4600,4108,2419,1419,1580
"KQU62_RS03405",653,1486,906,2520,2973,2669,1630,892,827
"KQU62_RS03410",599,1369,803,2021,2215,2180,1226,570,577
"KQU62_RS03415",1029,2234,1401,2933,3072,2875,1375,632,711
"KQU62_RS03420",1953,3887,2552,7653,9232,9508,5500,3415,3684
"KQU62_RS03425",5752,11996,7748,7882,9636,8860,6085,3635,4003
"KQU62_RS03430",5069,10625,6886,7096,8664,7613,4865,2994,3109
"KQU62_RS03435",5570,11341,7267,10103,12688,10692,7020,4476,4148
"KQU62_RS03440",241,520,326,448,554,495,313,259,225
"KQU62_RS03445",8486,18000,12014,16259,19819,17414,12560,7444,7344
"KQU62_RS03450",2571,5254,3635,3956,5923,5291,1824,1088,1205
"KQU62_RS03455",3138,6476,4273,4141,5539,4870,3493,1826,1715
"KQU62_RS03460",5350,11922,7340,10416,13026,11884,8408,4466,4321
"KQU62_RS03465",2490,5367,3416,2976,3582,3220,2507,1238,1221
"KQU62_RS03470",1,0,0,1,1,3,1,0,0
"KQU62_RS03475",0,0,0,0,0,0,0,0,0
"KQU62_RS03480",7,14,7,21,33,20,11,5,4
"KQU62_RS03485",323,549,328,1904,2187,1919,2209,1812,1904
"KQU62_RS03490",2914,6367,3950,1411,1689,1722,1135,672,594
"KQU62_RS03495",745,1343,1053,502,694,671,335,208,185
"KQU62_RS03500",12007,27244,17649,10596,12943,11519,6673,3499,3474
"KQU62_RS03505",5,16,11,7,11,10,2,4,2
"KQU62_RS03510",10,26,9,9,13,14,8,6,7
"KQU62_RS03515",9,31,18,23,20,26,11,4,11
"KQU62_RS03520",74,174,101,136,174,146,89,51,54
"KQU62_RS03525",19,44,30,32,48,25,20,9,10
"KQU62_RS03530",64,116,77,61,69,64,43,24,22
"KQU62_RS03535",42,87,25,17,40,35,13,8,6
"KQU62_RS03540",2,6,2,6,9,2,3,0,0
"KQU62_RS03545",136,279,151,238,313,273,101,46,41
"KQU62_RS03550",424,736,476,364,480,399,191,153,144
"KQU62_RS03555",32,76,53,84,92,93,50,32,31
"KQU62_RS03560",94,193,110,77,84,75,43,22,30
"KQU62_RS03565",174,372,209,169,213,202,149,69,72
"KQU62_RS03570",97,180,100,72,77,79,42,27,42
"KQU62_RS03575",3453,7115,4874,4145,6033,5046,3039,1779,1743
"KQU62_RS03580",1331,3036,1919,1795,2509,2463,1143,593,587
"KQU62_RS03585",4014,8110,5478,5036,7099,6115,2930,1962,2056
"KQU62_RS03590",2467,5292,3329,3409,4943,4558,2338,1205,1242
"KQU62_RS03595",9407,20200,13158,10529,13170,12280,8420,5519,5495
"KQU62_RS03600",106,236,126,238,262,276,285,202,168
"KQU62_RS03605",336,712,454,733,782,716,808,517,521
"KQU62_RS03610",178,401,295,366,412,362,406,227,246
"KQU62_RS03615",1515,3587,1969,5673,6268,5793,4786,2111,2245
"KQU62_RS03620",3006,6598,3721,373,577,526,318,165,139
"KQU62_RS03625",38,58,42,135,156,183,93,62,74
"KQU62_RS03630",0,0,0,0,0,0,0,0,0
"KQU62_RS03635",18135,37255,27858,117575,147472,116880,45810,28674,31413
"KQU62_RS03640",285,552,370,723,714,682,420,252,244
"KQU62_RS03645",5500,12476,7395,7554,9350,8113,5697,2937,2988
"KQU62_RS03650",7144,16499,10107,10990,13678,12590,6527,3484,3557
"KQU62_RS03655",2232,4667,2879,4213,5898,5163,1928,1005,1062
"KQU62_RS03660",15684,31597,20244,52531,77595,66844,48027,31099,34661
"KQU62_RS03665",26781,57705,36216,103005,151038,134841,97666,59435,64619
"KQU62_RS03670",101992,224303,138019,443696,648025,577648,421819,228567,241314
"KQU62_RS03675",55424,114559,71378,250823,353880,313848,231435,124475,129796
"KQU62_RS03680",7,20,14,14,18,22,12,2,3
"KQU62_RS03685",328,716,414,3792,4454,4159,2453,1608,1745
"KQU62_RS03690",9,15,4,8,15,10,5,7,4
"KQU62_RS03695",4807,10361,6140,6473,7576,7153,5181,2942,3044
"KQU62_RS03700",128,294,234,251,443,472,213,112,128
"KQU62_RS03705",866,1821,1117,1369,2699,2550,1232,559,649
"KQU62_RS03710",160,347,192,417,858,832,386,175,202
"KQU62_RS03715",71,217,85,299,585,472,201,96,99
"KQU62_RS03720",402,891,488,1665,3091,2432,1074,555,621
"KQU62_RS03725",1707,3858,2107,8970,14772,11861,6786,3816,3694
"KQU62_RS03730",1307,2868,1566,8964,11174,9477,7064,3890,3799
"KQU62_RS03735",644,1384,630,4436,4969,4370,4060,2203,1812
"KQU62_RS03740",341,787,388,2696,2594,2393,2254,1371,1099
"KQU62_RS03745",1460,2919,1497,10297,9812,8639,8157,6099,5845
"KQU62_RS03750",1344,2959,1435,10329,10401,9333,8402,5521,5243
"KQU62_RS03755",25987,55282,36769,136034,162808,150011,108213,57162,58286
"KQU62_RS03760",51469,108141,73476,264742,316605,287513,208135,115314,119450
"KQU62_RS03765",22180,47039,32706,114182,131830,121175,82276,46047,48930
"KQU62_RS03770",8,9,7,7,10,10,6,4,4
"KQU62_RS03775",8291,17821,11488,22776,26768,24906,15644,8527,9150
"KQU62_RS03780",2395,5139,3484,5321,5936,5542,4097,2338,2349
"KQU62_RS03785",1111,2414,1730,1822,2115,1898,1785,965,1008
"KQU62_RS03790",8241,16592,11423,12722,17405,16478,11811,7153,7746
"KQU62_RS03795",86278,177257,117530,133604,184056,162874,116200,70127,77028
"KQU62_RS03800",241,527,311,297,399,358,171,91,79
"KQU62_RS03805",2956,5848,3584,2538,4320,3657,1821,1049,1100
"KQU62_RS03810",2930,5925,3650,2528,4470,3757,1791,1159,1196
"KQU62_RS03815",1635,3261,2229,3042,3858,3480,1622,1158,1208
"KQU62_RS03820",21195,43502,28587,49847,62559,56290,34507,20234,21603
"KQU62_RS03825",323,624,417,700,993,1018,505,268,216
"KQU62_RS03830",20,55,21,53,66,33,5,20,23
"KQU62_RS03835",2619,5353,3495,2307,3287,2877,1274,814,872
"KQU62_RS03840",4145,8925,5628,2494,2756,2450,1356,822,907
"KQU62_RS03845",38483,73643,55950,71199,80399,73531,48838,30607,30658
"KQU62_RS03850",46019,96473,70036,101281,112948,104189,82083,44191,45934
"KQU62_RS03855",64437,121291,94879,123088,134354,114487,90759,65553,70764
"KQU62_RS03860",77519,157498,115494,162295,186648,167329,135705,82382,85671
"KQU62_RS03865",126,314,215,291,386,323,248,131,106
"KQU62_RS03870",133,247,180,295,351,375,130,76,45
"KQU62_RS03875",546,1124,858,1321,1819,1771,714,344,362
"KQU62_RS03880",734,1583,981,1873,2400,2149,894,518,501
"KQU62_RS03885",886,1955,1276,2140,3001,2698,1176,645,723
"KQU62_RS03890",1353,2817,1853,3319,4211,4018,2023,897,915
"KQU62_RS03895",12980,25722,16809,20155,23365,20432,14571,8941,9269
"KQU62_RS03900",424,952,581,678,870,742,602,470,431
"KQU62_RS03905",4832,10253,6388,20477,24067,21484,13283,7624,8035
"KQU62_RS03910",931,1952,1200,818,952,910,351,231,310
"KQU62_RS03915",2637,5369,3446,6472,7693,7206,6174,3698,3956
"KQU62_RS03920",146,321,238,543,592,561,333,209,240
"KQU62_RS03925",13179,27318,21187,19157,25743,23357,8577,4899,4969
"KQU62_RS03930",1159,2573,1557,1981,2315,2277,1562,939,1064
"KQU62_RS03935",1811,3731,2393,3052,3536,3085,2153,1356,1471
"KQU62_RS03940",2091,4504,2812,3505,3647,3714,1984,1028,1261
"KQU62_RS03945",3969,8544,5267,4372,5357,4866,2623,1320,1458
"KQU62_RS03950",5968,13966,8273,30869,34683,32265,27280,15300,14984
"KQU62_RS03955",2453,5065,3603,14016,17100,15579,10742,6798,7355
"KQU62_RS03960",6189,13066,8568,35006,46666,41296,20558,11112,11016
"KQU62_RS03965",2295,4994,3158,12404,15244,14624,7945,5140,5367
"KQU62_RS03970",2284,4974,3268,3180,3915,3622,2057,1057,1231
"KQU62_RS03975",1032,2164,1292,1093,1358,1270,797,423,476
"KQU62_RS03980",2173,4861,3208,1250,1602,1465,889,577,581
"KQU62_RS03985",281,545,342,288,313,228,88,53,79
"KQU62_RS03990",681,1341,863,970,1071,985,560,320,315
"KQU62_RS03995",801,1937,1107,1068,1371,1286,828,425,392
"KQU62_RS04000",1022,2271,1421,1214,1705,1499,1061,576,548
"KQU62_RS04005",501,986,668,521,572,593,297,171,184
"KQU62_RS04010",14907,30187,21617,20056,28775,24768,9029,4442,4527
"KQU62_RS04015",909,1801,1284,1042,1473,1384,611,370,465
"KQU62_RS04020",436,823,574,291,369,283,155,112,90
"KQU62_RS04025",1461,2988,1653,2739,2626,2018,2045,1382,1309
"KQU62_RS04030",46,70,42,79,58,66,32,12,14
"KQU62_RS04035",61,110,72,83,105,77,37,24,16
"KQU62_RS04040",92,213,124,168,188,154,65,42,36
"KQU62_RS04045",110,263,132,206,241,243,120,56,57
"KQU62_RS04050",67,185,89,179,147,148,67,29,35
"KQU62_RS04055",10,31,16,22,24,21,12,11,8
"KQU62_RS04060",3,5,2,1,3,2,0,0,0
